Orthogroup	CQUI.longest_only	BCOP.longest_only
OG0001865	LOC6042722|XP_001870739.2|CQUI	LOC119068623|XP_037028184.1|BCOP
OG0001866	LOC6042730|XP_038104345.1|CQUI	LOC119068120|XP_037027468.1|BCOP
OG0001867	LOC6048195|XP_038116728.1|CQUI	LOC119081267|XP_037045904.1|BCOP
OG0001868	LOC6052598|XP_038104287.1|CQUI	LOC119067265|XP_037026038.1|BCOP, LOC119067123|XP_037025792.1|BCOP, LOC119078561|XP_037042024.1|BCOP
OG0001869	LOC6038423|XP_038105660.1|CQUI	LOC119074368|XP_037036368.1|BCOP, LOC119074367|XP_037036366.1|BCOP, LOC119074366|XP_037036364.1|BCOP
OG0001870	LOC6044993|XP_001862417.2|CQUI	LOC119070614|XP_037030937.1|BCOP
OG0001872	LOC6034331|XP_038122572.1|CQUI	LOC119070096|XP_037030304.1|BCOP
OG0001873	LOC6045619|XP_038104541.1|CQUI	LOC119069539|XP_037029511.1|BCOP
OG0001874	LOC6043591|XP_038105079.1|CQUI	LOC119068632|XP_037028197.1|BCOP
OG0001875	LOC6047655|XP_038112718.1|CQUI	LOC119069327|XP_037029280.1|BCOP
OG0001876	LOC6034410|XP_001844728.2|CQUI	LOC119068436|XP_037027902.1|BCOP
OG0001877	LOC6034426|XP_001844744.2|CQUI	LOC119079092|XP_037042804.1|BCOP, LOC119078455|XP_037041881.1|BCOP
OG0001878	LOC6034484|XP_038114409.1|CQUI	LOC119069846|XP_037029911.1|BCOP, LOC119069844|XP_037029908.1|BCOP
OG0001879	LOC6034762|XP_038105957.1|CQUI	LOC119068334|XP_037027784.1|BCOP
OG0001880	LOC6036518|XP_001846563.2|CQUI	LOC119067915|XP_037027111.1|BCOP
OG0001881	LOC6035632|XP_038104495.1|CQUI	LOC119069356|XP_037029324.1|BCOP
OG0001882	LOC6035646|XP_001845785.2|CQUI	LOC119069099|XP_037028886.1|BCOP
OG0001883	LOC6044618|XP_038104449.1|CQUI	LOC119067716|XP_037026727.1|BCOP
OG0001884	LOC6035062|XP_001845298.1|CQUI	LOC119069433|XP_037029385.1|BCOP, LOC119077272|XP_037040314.1|BCOP
OG0001885	LOC119767037|XP_038110218.1|CQUI	LOC119080560|XP_037044870.1|BCOP
OG0001886	LOC6044851|XP_001862296.1|CQUI	LOC119085717|XP_037052061.1|BCOP
OG0001887	LOC6038584|XP_001848366.1|CQUI	LOC119085543|XP_037051856.1|BCOP
OG0001888	LOC6041722|XP_038122909.1|CQUI	LOC119067103|XP_037025761.1|BCOP
OG0001889	LOC6041728|XP_001850950.2|CQUI	LOC119067521|XP_037026443.1|BCOP
OG0001890	LOC119765309|XP_038104857.1|CQUI	LOC119079313|XP_037043002.1|BCOP, LOC119079311|XP_037043001.1|BCOP
OG0001891	LOC6043184|XP_038105459.1|CQUI	LOC119067582|XP_037026572.1|BCOP
OG0001892	LOC6035555|XP_001845713.2|CQUI	LOC119075316|XP_037037631.1|BCOP
OG0001893	LOC6032693|XP_038105722.1|CQUI	LOC119067846|XP_037026973.1|BCOP
OG0001894	LOC6032687|XP_001843247.2|CQUI	LOC119080082|XP_037044198.1|BCOP
OG0001895	LOC6032626|XP_038117551.1|CQUI	LOC119080999|XP_037045562.1|BCOP
OG0001896	LOC6033243|XP_038122668.1|CQUI	LOC119066575|XP_037025020.1|BCOP, LOC119071908|XP_037032919.1|BCOP, LOC119067107|XP_037025766.1|BCOP, LOC119079480|XP_037043313.1|BCOP
OG0001897	LOC6046290|XP_038104836.1|CQUI	LOC119067082|XP_037025726.1|BCOP
OG0001898	LOC6031568|XP_001842347.2|CQUI	LOC119069834|XP_037029897.1|BCOP
OG0001899	LOC6033679|XP_038122988.1|CQUI	LOC119069346|XP_037029311.1|BCOP
OG0001900	LOC6041148|XP_038110611.1|CQUI	LOC119084482|XP_037050365.1|BCOP, LOC119084090|XP_037049822.1|BCOP
OG0001901	LOC6033710|XP_038105128.1|CQUI	LOC119068227|XP_037027630.1|BCOP
OG0001902	LOC6035419|XP_038119268.1|CQUI	LOC119069170|XP_037028975.1|BCOP
OG0001905	LOC6040704|XP_001850058.2|CQUI	LOC119080106|XP_037044231.1|BCOP, LOC119069818|XP_037029875.1|BCOP
OG0001906	LOC6037489|XP_038105690.1|CQUI	LOC119067171|XP_037025879.1|BCOP, LOC119080675|XP_037045001.1|BCOP
OG0001907	LOC6038035|XP_038114494.1|CQUI	LOC119068764|XP_037028398.1|BCOP
OG0001908	LOC6042396|XP_038108468.1|CQUI	LOC119085477|XP_037051790.1|BCOP
OG0001909	LOC6032044|XP_038104689.1|CQUI	LOC119069055|XP_037028823.1|BCOP
OG0001910	LOC6035189|XP_038105072.1|CQUI, LOC6035190|XP_001845420.2|CQUI	LOC119068662|XP_037028238.1|BCOP
OG0001912	LOC6033909|XP_001844298.2|CQUI	LOC119085811|XP_037052189.1|BCOP
OG0001914	LOC6044843|XP_001862288.2|CQUI, LOC6033904|XP_001844293.2|CQUI	LOC119067414|XP_037026262.1|BCOP
OG0001915	LOC6032785|XP_038118978.1|CQUI	LOC119084835|XP_037050815.1|BCOP
OG0001916	LOC6032807|XP_038118971.1|CQUI	LOC119081737|XP_037046800.1|BCOP
OG0001917	LOC6032905|XP_038116382.1|CQUI	LOC119073456|XP_037034846.1|BCOP
OG0001918	LOC6038679|XP_001848434.2|CQUI, LOC119767328|XP_038111632.1|CQUI	LOC119084932|XP_037050966.1|BCOP
OG0001919	LOC6041034|XP_001850345.2|CQUI	LOC119074137|XP_037036018.1|BCOP
OG0001920	LOC6053530|XP_038119323.1|CQUI	LOC119080390|XP_037044600.1|BCOP, LOC119081340|XP_037046034.1|BCOP
OG0001921	LOC6031101|XP_001841948.2|CQUI	LOC119075484|XP_037037831.1|BCOP
OG0001922	LOC119770110|XP_038120318.1|CQUI, LOC6050944|XP_001867457.2|CQUI	LOC119073165|XP_037034362.1|BCOP, LOC119073166|XP_037034364.1|BCOP
OG0001923	LOC6053082|XP_038116406.1|CQUI	LOC119083351|XP_037048943.1|BCOP, LOC119084541|XP_037050446.1|BCOP
OG0001924	LOC6047853|XP_001864856.2|CQUI	LOC119082349|XP_037047762.1|BCOP
OG0001925	LOC6044576|XP_001862068.2|CQUI	LOC119080967|XP_037045501.1|BCOP, LOC119085592|XP_037051909.1|BCOP
OG0001926	LOC6031058|XP_038117318.1|CQUI	LOC119075663|XP_037038070.1|BCOP
OG0001927	LOC6042822|XP_038119054.1|CQUI	LOC119084335|XP_037050159.1|BCOP
OG0001928	LOC6042827|XP_001870824.2|CQUI	LOC119084906|XP_037050956.1|BCOP
OG0001929	LOC6044582|XP_038117729.1|CQUI	LOC119080713|XP_037045072.1|BCOP
OG0001930	LOC6052394|XP_038121632.1|CQUI	LOC119079460|XP_037043282.1|BCOP
OG0001931	LOC6044951|XP_001862375.1|CQUI	LOC119084556|XP_037050466.1|BCOP, LOC119073715|XP_037035233.1|BCOP
OG0001932	LOC6044950|XP_038115259.1|CQUI	LOC119081873|XP_037047006.1|BCOP
OG0001933	LOC6051407|XP_001867852.2|CQUI	LOC119073719|XP_037035237.1|BCOP
OG0001934	LOC119765391|XP_038105089.1|CQUI, LOC6047375|XP_001864443.2|CQUI	LOC119077487|XP_037040595.1|BCOP
OG0001935	LOC6038818|XP_038120855.1|CQUI	LOC119080985|XP_037045525.1|BCOP
OG0001937	LOC6042011|XP_038115412.1|CQUI	LOC119073518|XP_037034942.1|BCOP
OG0001938	LOC6044645|XP_038115793.1|CQUI	LOC119070232|XP_037030398.1|BCOP, LOC119075124|XP_037037405.1|BCOP
OG0001939	LOC6048509|XP_001865422.2|CQUI	LOC119073670|XP_037035170.1|BCOP
OG0001940	LOC6048947|XP_001865782.2|CQUI	LOC119079400|XP_037043178.1|BCOP
OG0001941	LOC6036592|XP_038117237.1|CQUI	LOC119084724|XP_037050696.1|BCOP
OG0001943	LOC119769729|XP_038119123.1|CQUI	LOC119080982|XP_037045522.1|BCOP
OG0001944	LOC6053439|XP_001869521.2|CQUI	LOC119080072|XP_037044186.1|BCOP
OG0001945	LOC6041342|XP_038121860.1|CQUI	LOC119073449|XP_037034837.1|BCOP
OG0001946	LOC6050479|XP_001867082.1|CQUI	LOC119082790|XP_037048279.1|BCOP, LOC119075499|XP_037037860.1|BCOP
OG0001947	LOC6050483|XP_001867086.1|CQUI	LOC119079362|XP_037043105.1|BCOP
OG0001948	LOC6048050|XP_038116081.1|CQUI	LOC119080503|XP_037044798.1|BCOP
OG0001949	LOC6050155|XP_038115622.1|CQUI	LOC119077322|XP_037040397.1|BCOP
OG0001950	LOC6044944|XP_038114752.1|CQUI	LOC119073232|XP_037034439.1|BCOP
OG0001951	LOC6038589|XP_038122017.1|CQUI	LOC119081713|XP_037046718.1|BCOP
OG0001952	LOC6051573|XP_038119566.1|CQUI	LOC119074053|XP_037035898.1|BCOP
OG0001953	LOC6037139|XP_001847079.2|CQUI	LOC119079610|XP_037043499.1|BCOP
OG0001954	LOC6036398|XP_038119152.1|CQUI	LOC119079366|XP_037043115.1|BCOP
OG0001955	LOC6036401|XP_001846454.2|CQUI	LOC119079390|XP_037043171.1|BCOP
OG0001956	LOC6036547|XP_038117528.1|CQUI	LOC119080715|XP_037045092.1|BCOP
OG0001957	LOC6036275|XP_001846341.1|CQUI	LOC119079960|XP_037043967.1|BCOP
OG0001958	LOC6033549|XP_038117713.1|CQUI	LOC119081650|XP_037046627.1|BCOP
OG0001959	LOC6038392|XP_001848199.2|CQUI, LOC6037710|XP_038114451.1|CQUI	LOC119072456|XP_037033575.1|BCOP
OG0001960	LOC6040613|XP_001849983.2|CQUI	LOC119078235|XP_037041588.1|BCOP, LOC119079928|XP_037043923.1|BCOP
OG0001962	LOC6035473|XP_038120793.1|CQUI	LOC119079441|XP_037043249.1|BCOP
OG0001963	LOC6033576|XP_038116392.1|CQUI	LOC119072920|XP_037034134.1|BCOP, LOC119084186|XP_037049950.1|BCOP, LOC119081573|XP_037046503.1|BCOP
OG0001964	LOC119770350|XP_038120975.1|CQUI	LOC119073177|XP_037034382.1|BCOP
OG0001965	LOC6050296|XP_038119280.1|CQUI	LOC119083358|XP_037048967.1|BCOP, LOC119082972|XP_037048510.1|BCOP
OG0001966	LOC6045542|XP_038120964.1|CQUI	LOC119067255|XP_037026026.1|BCOP
OG0001967	LOC6037159|XP_038116491.1|CQUI	LOC119085549|XP_037051863.1|BCOP, LOC119073362|XP_037034662.1|BCOP
OG0001968	LOC119769837|XP_038119461.1|CQUI	LOC119080491|XP_037044779.1|BCOP
OG0001969	LOC6043784|XP_001861388.2|CQUI	LOC119084839|XP_037050831.1|BCOP, LOC119080417|XP_037044656.1|BCOP
OG0001970	LOC6033499|XP_001843940.1|CQUI	LOC119080020|XP_037044093.1|BCOP
OG0001971	LOC119770383|XP_038121065.1|CQUI	LOC119085338|XP_037051616.1|BCOP
OG0001972	LOC6050813|XP_038115650.1|CQUI	LOC119071816|XP_037032780.1|BCOP
OG0001973	LOC6030808|XP_038115981.1|CQUI	LOC119079603|XP_037043489.1|BCOP
OG0001974	LOC6040965|XP_001850286.2|CQUI	LOC119081078|XP_037045716.1|BCOP
OG0001975	LOC6047202|XP_001864288.2|CQUI	LOC119076310|XP_037038872.1|BCOP
OG0001976	LOC6037093|XP_001847040.1|CQUI	LOC119084443|XP_037050319.1|BCOP
OG0001978	LOC6034119|XP_038111127.1|CQUI	LOC119066330|XP_037024625.1|BCOP
OG0001979	LOC6046047|XP_001863303.1|CQUI	LOC119070930|XP_037031369.1|BCOP
OG0001980	LOC6048883|XP_001865727.2|CQUI	LOC119078499|XP_037041948.1|BCOP
OG0001981	LOC6041638|XP_038106774.1|CQUI	LOC119081921|XP_037047064.1|BCOP
OG0001982	LOC6046048|XP_001863304.2|CQUI	LOC119081937|XP_037047088.1|BCOP
OG0001983	LOC6037074|XP_038109968.1|CQUI	LOC119080917|XP_037045428.1|BCOP, LOC119080401|XP_037044625.1|BCOP, LOC119068171|XP_037027550.1|BCOP, LOC119068854|XP_037028575.1|BCOP
OG0001984	LOC6043314|XP_038108458.1|CQUI	LOC119078695|XP_037042252.1|BCOP
OG0001985	LOC6041484|XP_038107733.1|CQUI	LOC119078457|XP_037041886.1|BCOP
OG0001986	LOC6039572|XP_038113369.1|CQUI	LOC119072804|XP_037033996.1|BCOP
OG0001987	LOC6033795|XP_038108902.1|CQUI	LOC119073791|XP_037035415.1|BCOP
OG0001987	LOC6047193|XP_038106698.1|CQUI	LOC119068065|XP_037027361.1|BCOP
OG0001988	LOC6031811|XP_038108479.1|CQUI	LOC119074080|XP_037035925.1|BCOP
OG0001989	LOC6038274|XP_001848097.2|CQUI	LOC119076077|XP_037038621.1|BCOP
OG0001990	LOC6038269|XP_038107998.1|CQUI	LOC119066370|XP_037024689.1|BCOP
OG0001991	LOC6045657|XP_038110933.1|CQUI	LOC119076320|XP_037038884.1|BCOP
OG0001992	LOC6048798|XP_038109494.1|CQUI	LOC119075686|XP_037038099.1|BCOP
OG0001993	LOC6034237|XP_001844584.2|CQUI, LOC6040852|XP_001850184.1|CQUI	LOC119071486|XP_037032232.1|BCOP
OG0001994	LOC6031207|XP_001842041.2|CQUI	LOC119076301|XP_037038860.1|BCOP, LOC119076299|XP_037038858.1|BCOP, LOC119066634|XP_037025093.1|BCOP, LOC119066632|XP_037025090.1|BCOP
OG0001995	LOC6033195|XP_001843675.2|CQUI	LOC119085141|XP_037051313.1|BCOP
OG0001996	LOC6031275|XP_038108642.1|CQUI	LOC119076361|XP_037038960.1|BCOP
OG0001997	LOC6042869|XP_001853641.1|CQUI	LOC119073369|XP_037034684.1|BCOP
OG0001998	LOC6052519|XP_038108714.1|CQUI	LOC119073380|XP_037034699.1|BCOP
OG0001999	LOC6049002|XP_038107788.1|CQUI	LOC119083775|XP_037049456.1|BCOP
OG0002000	LOC6054187|XP_038109989.1|CQUI	LOC119066480|XP_037024884.1|BCOP, LOC119085551|XP_037051865.1|BCOP, LOC119076607|XP_037039358.1|BCOP, LOC119084359|XP_037050201.1|BCOP, LOC119068360|XP_037027824.1|BCOP
OG0002001	LOC6033119|XP_038108756.1|CQUI	LOC119085307|XP_037051552.1|BCOP
OG0002002	LOC6042111|XP_001851261.2|CQUI	LOC119081466|XP_037046350.1|BCOP
OG0002003	LOC6044259|XP_001861798.1|CQUI	LOC119076345|XP_037038935.1|BCOP
OG0002004	LOC6036173|XP_038111988.1|CQUI	LOC119082567|XP_037047988.1|BCOP
OG0002005	LOC6033275|XP_038111843.1|CQUI	LOC119066968|XP_037025594.1|BCOP
OG0002006	LOC6033224|XP_038110957.1|CQUI	LOC119069445|XP_037029394.1|BCOP, LOC119076358|XP_037038950.1|BCOP, LOC119069460|XP_037029406.1|BCOP
OG0002008	LOC6036447|XP_038109172.1|CQUI	LOC119067811|XP_037026857.1|BCOP, LOC119085004|XP_037051078.1|BCOP, LOC119080052|XP_037044153.1|BCOP
OG0002009	LOC6036465|XP_038112709.1|CQUI	LOC119076740|XP_037039568.1|BCOP
OG0002010	LOC6036482|XP_001846532.2|CQUI	LOC119072338|XP_037033424.1|BCOP
OG0002011	LOC6034391|XP_001844709.2|CQUI	LOC119076348|XP_037038940.1|BCOP
OG0002012	LOC6036347|XP_038112714.1|CQUI	LOC119081891|XP_037047014.1|BCOP, LOC119076292|XP_037038850.1|BCOP
OG0002013	LOC6046639|XP_038107918.1|CQUI	LOC119072256|XP_037033334.1|BCOP
OG0002014	LOC6035997|XP_038111448.1|CQUI	LOC119068127|XP_037027481.1|BCOP
OG0002015	LOC6034825|XP_001845096.2|CQUI	LOC119077146|XP_037040226.1|BCOP
OG0002016	LOC6050974|XP_038107602.1|CQUI	LOC119081426|XP_037046240.1|BCOP
OG0002017	LOC6054171|XP_038108914.1|CQUI	LOC119085893|XP_037052325.1|BCOP, LOC119078115|XP_037041463.1|BCOP
OG0002018	LOC6032135|XP_001842789.2|CQUI	LOC119075634|XP_037038010.1|BCOP
OG0002019	LOC6046126|XP_038110758.1|CQUI	LOC119079090|XP_037042801.1|BCOP
OG0002020	LOC6038005|XP_038108837.1|CQUI	LOC119085889|XP_037052320.1|BCOP
OG0002021	LOC6037998|XP_001847845.2|CQUI	LOC119074077|XP_037035919.1|BCOP, LOC119074075|XP_037035913.1|BCOP, LOC119074074|XP_037035912.1|BCOP
OG0002022	LOC119767624|XP_038112509.1|CQUI	LOC119070933|XP_037031376.1|BCOP
OG0002023	LOC6036020|XP_038109557.1|CQUI	LOC119082763|XP_037048245.1|BCOP, LOC119070653|XP_037030979.1|BCOP
OG0002024	LOC6033634|XP_001844061.1|CQUI	LOC119066321|XP_037024605.1|BCOP
OG0002025	LOC6048337|XP_038109427.1|CQUI	LOC119085816|XP_037052200.1|BCOP
OG0002026	LOC6046087|XP_038119029.1|CQUI	LOC119070840|XP_037031248.1|BCOP
OG0002027	LOC6038993|XP_038118649.1|CQUI	LOC119082838|XP_037048389.1|BCOP
OG0002028	LOC6038987|XP_038119452.1|CQUI	LOC119082846|XP_037048407.1|BCOP
OG0002029	LOC6044744|XP_038117028.1|CQUI	LOC119067718|XP_037026730.1|BCOP, LOC119077752|XP_037040959.1|BCOP, LOC119073642|XP_037035134.1|BCOP
OG0002030	LOC6036738|XP_001846737.1|CQUI	LOC119073674|XP_037035175.1|BCOP, LOC119084288|XP_037050109.1|BCOP
OG0002031	LOC6034192|XP_001844547.2|CQUI	LOC119066123|XP_037024303.1|BCOP
OG0002032	LOC6047494|XP_001864549.2|CQUI	LOC119081115|XP_037045753.1|BCOP, LOC119074600|XP_037036746.1|BCOP
OG0002033	LOC6033021|XP_038119287.1|CQUI	LOC119076024|XP_037038523.1|BCOP, LOC119071625|XP_037032474.1|BCOP, LOC119076028|XP_037038541.1|BCOP, LOC119076027|XP_037038540.1|BCOP
OG0002034	LOC6033038|XP_038115410.1|CQUI	LOC119074965|XP_037037248.1|BCOP
OG0002036	LOC6050995|XP_038121187.1|CQUI	LOC119076673|XP_037039463.1|BCOP
OG0002037	LOC6046238|XP_001863465.1|CQUI	LOC119074391|XP_037036405.1|BCOP
OG0002038	LOC6048866|XP_001865713.1|CQUI	LOC119082225|XP_037047573.1|BCOP
OG0002039	LOC6041739|XP_001850959.1|CQUI	LOC119069135|XP_037028936.1|BCOP
OG0002040	LOC6049016|XP_038115728.1|CQUI	LOC119076843|XP_037039742.1|BCOP
OG0002041	LOC6053561|XP_038121322.1|CQUI	LOC119071703|XP_037032588.1|BCOP
OG0002042	LOC6042060|XP_001851213.1|CQUI	LOC119071706|XP_037032598.1|BCOP
OG0002043	LOC6046279|XP_001863506.2|CQUI	LOC119084128|XP_037049872.1|BCOP, LOC119073545|XP_037034992.1|BCOP
OG0002044	LOC6049246|XP_038115174.1|CQUI	LOC119074435|XP_037036458.1|BCOP
OG0002045	LOC6046000|XP_038119279.1|CQUI	LOC119076462|XP_037039124.1|BCOP
OG0002046	LOC6044308|XP_038119321.1|CQUI	LOC119074348|XP_037036338.1|BCOP
OG0002047	LOC6050271|XP_038122220.1|CQUI	LOC119084246|XP_037050039.1|BCOP
OG0002048	LOC6042553|XP_038120962.1|CQUI	LOC119076119|XP_037038682.1|BCOP
OG0002049	LOC6039492|XP_038115951.1|CQUI	LOC119066552|XP_037024990.1|BCOP
OG0002050	LOC6043404|XP_038115088.1|CQUI	LOC119074831|XP_037037016.1|BCOP
OG0002051	LOC6051287|XP_038119820.1|CQUI	LOC119074387|XP_037036401.1|BCOP
OG0002053	LOC6040835|XP_038116346.1|CQUI	LOC119067125|XP_037025799.1|BCOP
OG0002054	LOC6035830|XP_001845950.2|CQUI	LOC119076474|XP_037039146.1|BCOP
OG0002055	LOC6038958|XP_038120809.1|CQUI	LOC119078030|XP_037041338.1|BCOP
OG0002056	LOC6038943|XP_038120800.1|CQUI	LOC119072096|XP_037033145.1|BCOP
OG0002057	LOC6034056|XP_038120930.1|CQUI	LOC119083151|XP_037048692.1|BCOP
OG0002058	LOC6033986|XP_001844369.2|CQUI	LOC119083154|XP_037048696.1|BCOP
OG0002059	LOC6033981|XP_038120952.1|CQUI	LOC119071955|XP_037032980.1|BCOP
OG0002060	LOC6033990|XP_038119391.1|CQUI	LOC119072723|XP_037033893.1|BCOP
OG0002061	LOC6033991|XP_001844379.1|CQUI	LOC119075375|XP_037037700.1|BCOP
OG0002062	LOC6037972|XP_038118109.1|CQUI	LOC119076630|XP_037039430.1|BCOP, LOC119078348|XP_037041745.1|BCOP
OG0002063	LOC119769819|XP_038119432.1|CQUI	LOC119074412|XP_037036437.1|BCOP
OG0002064	LOC6047178|XP_038120724.1|CQUI	LOC119084475|XP_037050355.1|BCOP
OG0002065	LOC6046202|XP_038120624.1|CQUI	LOC119084520|XP_037050428.1|BCOP, LOC119083954|XP_037049658.1|BCOP, LOC119083333|XP_037048917.1|BCOP, LOC119083956|XP_037049659.1|BCOP
OG0002066	LOC6039967|XP_038109379.1|CQUI	LOC119074548|XP_037036613.1|BCOP
OG0002067	LOC6044111|XP_038112191.1|CQUI	LOC119074674|XP_037036852.1|BCOP
OG0002068	LOC119766543|XP_038107216.1|CQUI	LOC119074954|XP_037037238.1|BCOP
OG0002069	LOC6041145|XP_001850445.2|CQUI	LOC119074755|XP_037036916.1|BCOP
OG0002070	LOC6041138|XP_001850438.2|CQUI	LOC119068727|XP_037028316.1|BCOP
OG0002071	LOC6036873|XP_038107719.1|CQUI	LOC119071555|XP_037032373.1|BCOP
OG0002072	LOC119767954|XP_038113954.1|CQUI, LOC119767948|XP_038113941.1|CQUI	LOC119080154|XP_037044269.1|BCOP
OG0002073	LOC6037933|XP_038116801.1|CQUI	LOC119078320|XP_037041719.1|BCOP
OG0002074	LOC6034286|XP_001844626.2|CQUI	LOC119074748|XP_037036906.1|BCOP
OG0002075	LOC6051422|XP_001867860.2|CQUI	LOC119078225|XP_037041580.1|BCOP
OG0002076	LOC6053604|XP_038109672.1|CQUI	LOC119070671|XP_037030998.1|BCOP
OG0002077	LOC6048428|XP_038107454.1|CQUI	LOC119072345|XP_037033428.1|BCOP
OG0002078	LOC6049195|XP_038108184.1|CQUI	LOC119070722|XP_037031070.1|BCOP
OG0002079	LOC6035445|XP_038113391.1|CQUI	LOC119071814|XP_037032777.1|BCOP
OG0002080	LOC6045702|XP_038109755.1|CQUI	LOC119070971|XP_037031441.1|BCOP
OG0002081	LOC6045982|XP_001863256.2|CQUI	LOC119079101|XP_037042814.1|BCOP
OG0002082	LOC6036748|XP_038113901.1|CQUI	LOC119076952|XP_037039900.1|BCOP
OG0002083	LOC6035972|XP_038107184.1|CQUI	LOC119075781|XP_037038236.1|BCOP
OG0002084	LOC6035707|XP_038108824.1|CQUI	LOC119071316|XP_037032094.1|BCOP
OG0002085	LOC6042460|XP_038114127.1|CQUI	LOC119082803|XP_037048343.1|BCOP
OG0002086	LOC6046954|XP_001864067.2|CQUI	LOC119071097|XP_037031637.1|BCOP
OG0002087	LOC6035876|XP_038112932.1|CQUI	LOC119066517|XP_037024925.1|BCOP
OG0002088	LOC6048576|XP_038109929.1|CQUI	LOC119071860|XP_037032817.1|BCOP
OG0002090	LOC6048571|XP_038112054.1|CQUI	LOC119066947|XP_037025561.1|BCOP
OG0002091	LOC6042356|XP_001851484.1|CQUI	LOC119074240|XP_037036157.1|BCOP
OG0002092	LOC6042361|XP_001851488.2|CQUI, LOC6036907|XP_038108108.1|CQUI	LOC119072408|XP_037033520.1|BCOP, LOC119069249|XP_037029196.1|BCOP
OG0002093	LOC6046499|XP_038110633.1|CQUI	LOC119066901|XP_037025485.1|BCOP
OG0002094	LOC6040957|XP_038113605.1|CQUI	LOC119083173|XP_037048728.1|BCOP
OG0002095	LOC6036091|XP_001846184.1|CQUI	LOC119074654|XP_037036828.1|BCOP
OG0002096	LOC6047564|XP_038107160.1|CQUI	LOC119071682|XP_037032558.1|BCOP
OG0002097	LOC6032274|XP_038114310.1|CQUI	LOC119072630|XP_037033769.1|BCOP
OG0002098	LOC6054484|XP_038109600.1|CQUI, LOC6050613|XP_038110230.1|CQUI	LOC119066099|XP_037024266.1|BCOP
OG0002099	LOC6052912|XP_038113126.1|CQUI	LOC119078295|XP_037041685.1|BCOP, LOC119078343|XP_037041741.1|BCOP
OG0002100	LOC6037635|XP_001847522.2|CQUI, LOC6037636|XP_038113451.1|CQUI	LOC119071084|XP_037031618.1|BCOP
OG0002101	LOC6034560|XP_038108470.1|CQUI	LOC119066386|XP_037024713.1|BCOP
OG0002102	LOC6040553|XP_001849935.2|CQUI	LOC119071138|XP_037031727.1|BCOP
OG0002103	LOC6039927|XP_038104265.1|CQUI	LOC119085732|XP_037052097.1|BCOP
OG0002104	LOC119766395|XP_038106838.1|CQUI, LOC119766319|XP_038106723.1|CQUI, LOC119769497|XP_038118093.1|CQUI, LOC119766088|XP_038106408.1|CQUI, LOC119769343|XP_038117301.1|CQUI, LOC119769348|XP_038117310.1|CQUI, LOC119769032|XP_038116840.1|CQUI, LOC119768620|XP_038114737.1|CQUI, LOC119769496|XP_038118090.1|CQUI, LOC119770196|XP_038120573.1|CQUI, LOC119766257|XP_038106623.1|CQUI	LOC119083415|XP_037049029.1|BCOP, LOC119068940|XP_037028700.1|BCOP, LOC119075256|XP_037037548.1|BCOP, LOC119082539|XP_037047945.1|BCOP
OG0002117	LOC6035092|XP_001845324.2|CQUI	LOC119079205|XP_037042886.1|BCOP, LOC119067803|XP_037026848.1|BCOP
OG0002118	LOC6038196|XP_001848026.2|CQUI	LOC119069940|XP_037030060.1|BCOP
OG0002119	LOC6052831|XP_038104539.1|CQUI	LOC119070028|XP_037030208.1|BCOP
OG0002120	LOC6038312|XP_038104590.1|CQUI	LOC119085060|XP_037051186.1|BCOP
OG0002121	LOC6048963|XP_038111521.1|CQUI	LOC119073069|XP_037034268.1|BCOP, LOC119082165|XP_037047474.1|BCOP, LOC119083340|XP_037048932.1|BCOP
OG0002123	LOC6040410|XP_038105742.1|CQUI	LOC119083896|XP_037049601.1|BCOP
OG0002124	LOC119770815|XP_038122274.1|CQUI	LOC119069671|XP_037029684.1|BCOP
OG0002125	LOC119771160|XP_038122537.1|CQUI, LOC119765095|XP_038104176.1|CQUI	LOC119079473|XP_037043301.1|BCOP
OG0002126	LOC6053690|XP_001869735.2|CQUI	LOC119073593|XP_037035062.1|BCOP
OG0002127	LOC6051305|XP_038105747.1|CQUI	LOC119085600|XP_037051916.1|BCOP
OG0002128	LOC6050201|XP_038114963.1|CQUI	LOC119070370|XP_037030566.1|BCOP, LOC119070369|XP_037030565.1|BCOP
OG0002129	LOC6038188|XP_038108193.1|CQUI	LOC119068015|XP_037027269.1|BCOP
OG0002131	LOC6041291|XP_038105189.1|CQUI	LOC119067244|XP_037026006.1|BCOP, LOC119069693|XP_037029717.1|BCOP
OG0002132	LOC6042241|XP_001851379.1|CQUI	LOC119076232|XP_037038785.1|BCOP
OG0002133	LOC6041277|XP_001850564.2|CQUI	LOC119068988|XP_037028755.1|BCOP
OG0002134	LOC6053321|XP_038104459.1|CQUI	LOC119084479|XP_037050362.1|BCOP
OG0002135	LOC6039380|XP_001848994.2|CQUI, LOC6038451|XP_038114365.1|CQUI	LOC119068606|XP_037028151.1|BCOP
OG0002136	LOC6052854|XP_038114943.1|CQUI	LOC119070453|XP_037030699.1|BCOP
OG0002137	LOC6035107|XP_001845343.2|CQUI	LOC119068487|XP_037027993.1|BCOP, LOC119068501|XP_037028006.1|BCOP, LOC119085510|XP_037051820.1|BCOP
OG0002138	LOC6053774|XP_001869800.2|CQUI	LOC119083180|XP_037048738.1|BCOP
OG0002139	LOC6054308|XP_038112556.1|CQUI	LOC119067435|XP_037026303.1|BCOP
