Orthogroup	CQUI.longest_only	DSER.longest_only
OG0001831	LOC6038352|XP_038109026.1|CQUI, LOC6038350|XP_001848165.2|CQUI	LOC110178876|XP_020801808.1|DSER
OG0001832	LOC6036088|XP_001846181.1|CQUI	LOC110181867|XP_020805448.1|DSER
OG0001833	LOC6043113|XP_001855895.2|CQUI	LOC110191505|XP_020818032.1|DSER
OG0001848	LOC6044339|XP_038122494.1|CQUI	LOC110180476|XP_020803818.1|DSER, LOC110185344|XP_020809781.1|DSER
OG0001849	LOC6044345|XP_001861875.1|CQUI	LOC110191339|XP_020817842.1|DSER
OG0001850	LOC6038326|XP_038110281.1|CQUI	LOC110185429|XP_020809903.1|DSER
OG0001851	LOC6052786|XP_038111864.1|CQUI	LOC110185451|XP_020809948.1|DSER
OG0001852	LOC6038309|XP_038105365.1|CQUI, LOC6038308|XP_038105255.1|CQUI	LOC110184504|XP_020808726.1|DSER
OG0001853	LOC6038307|XP_038117280.1|CQUI	LOC110186255|XP_020810996.1|DSER
OG0001854	LOC6041765|XP_038116879.1|CQUI	LOC110187024|XP_020812048.1|DSER
OG0001855	LOC6035157|XP_038105344.1|CQUI	LOC110180445|XP_020803777.1|DSER
OG0001856	LOC6046575|XP_001863756.2|CQUI	LOC110181854|XP_020805427.1|DSER
OG0001857	LOC6042718|XP_001870735.2|CQUI, LOC6042721|XP_001870738.2|CQUI	LOC110175938|XP_020797778.1|DSER
OG0001858	LOC6041772|XP_038104722.1|CQUI	LOC110182028|XP_020805618.1|DSER, LOC110182005|XP_020805596.1|DSER, LOC110181670|XP_020805155.1|DSER
OG0001859	LOC119767634|XP_038112546.1|CQUI	LOC110181866|XP_020805447.1|DSER
OG0001860	LOC6047045|XP_038104177.1|CQUI, LOC6042830|XP_001870827.1|CQUI	LOC110178975|XP_020801945.1|DSER
OG0001861	LOC6037954|XP_038104548.1|CQUI	LOC110186497|XP_020811350.1|DSER
OG0001862	LOC6045736|XP_038105476.1|CQUI, LOC6045737|XP_001863044.2|CQUI	LOC110175927|XP_020797765.1|DSER
OG0001863	LOC6042593|XP_038114195.1|CQUI, LOC6045734|XP_001863041.2|CQUI	LOC110175928|XP_020797766.1|DSER
OG0001864	LOC6053324|XP_038105480.1|CQUI	LOC110187716|XP_020812813.1|DSER
OG0001865	LOC6042722|XP_001870739.2|CQUI	LOC110179096|XP_020802140.1|DSER
OG0001866	LOC6042730|XP_038104345.1|CQUI	LOC110187760|XP_020812883.1|DSER, LOC110183815|XP_020807829.1|DSER
OG0001867	LOC6048195|XP_038116728.1|CQUI	LOC110185263|XP_020809661.1|DSER
OG0001868	LOC6052598|XP_038104287.1|CQUI	LOC110182727|XP_020806487.1|DSER
OG0001869	LOC6038423|XP_038105660.1|CQUI	LOC110177144|XP_020799380.1|DSER
OG0001870	LOC6044993|XP_001862417.2|CQUI	LOC110181521|XP_020804955.1|DSER
OG0001871	LOC6039039|XP_038104101.1|CQUI	LOC110180412|XP_020803736.1|DSER
OG0001872	LOC6034331|XP_038122572.1|CQUI	LOC110186402|XP_020811225.1|DSER
OG0001873	LOC6045619|XP_038104541.1|CQUI	LOC110187805|XP_020812939.1|DSER
OG0001874	LOC6043591|XP_038105079.1|CQUI	LOC110190988|XP_020817358.1|DSER
OG0001875	LOC6047655|XP_038112718.1|CQUI	LOC110186420|XP_020811259.1|DSER
OG0001876	LOC6034410|XP_001844728.2|CQUI	LOC110184487|XP_020808701.1|DSER
OG0001877	LOC6034426|XP_001844744.2|CQUI	LOC110179107|XP_020802154.1|DSER
OG0001878	LOC6034484|XP_038114409.1|CQUI	LOC110185097|XP_020809450.1|DSER
OG0001879	LOC6034762|XP_038105957.1|CQUI	LOC110191311|XP_020817783.1|DSER
OG0001880	LOC6036518|XP_001846563.2|CQUI	LOC110191177|XP_020817601.1|DSER
OG0001881	LOC6035632|XP_038104495.1|CQUI	LOC110188648|XP_020814085.1|DSER
OG0001882	LOC6035646|XP_001845785.2|CQUI	LOC110186888|XP_020811847.1|DSER
OG0001883	LOC6044618|XP_038104449.1|CQUI	LOC110191241|XP_020817678.1|DSER
OG0001884	LOC6035062|XP_001845298.1|CQUI	LOC110177223|XP_020799503.1|DSER
OG0001885	LOC119767037|XP_038110218.1|CQUI	LOC110180503|XP_020803839.1|DSER, LOC110184956|XP_020809262.1|DSER
OG0001886	LOC6044851|XP_001862296.1|CQUI	LOC110189150|XP_020814779.1|DSER
OG0001887	LOC6038584|XP_001848366.1|CQUI	LOC110177313|XP_020799648.1|DSER
OG0001888	LOC6041722|XP_038122909.1|CQUI	LOC110177118|XP_020799323.1|DSER
OG0001889	LOC6041728|XP_001850950.2|CQUI	LOC110184407|XP_020808597.1|DSER
OG0001890	LOC119765309|XP_038104857.1|CQUI	LOC110184632|XP_020808887.1|DSER
OG0001891	LOC6043184|XP_038105459.1|CQUI	LOC110188198|XP_020813453.1|DSER
OG0001892	LOC6035555|XP_001845713.2|CQUI	LOC110180481|XP_020803824.1|DSER
OG0001893	LOC6032693|XP_038105722.1|CQUI	LOC110177380|XP_020799738.1|DSER
OG0001894	LOC6032687|XP_001843247.2|CQUI	LOC110179105|XP_020802155.1|DSER, LOC110191586|XP_020818130.1|DSER
OG0001895	LOC6032626|XP_038117551.1|CQUI	LOC110185393|XP_020809828.1|DSER
OG0001896	LOC6033243|XP_038122668.1|CQUI	LOC110185359|XP_020809798.1|DSER, LOC110182626|XP_020806349.1|DSER
OG0001897	LOC6046290|XP_038104836.1|CQUI	LOC110187728|XP_020812838.1|DSER
OG0001898	LOC6031568|XP_001842347.2|CQUI	LOC110184268|XP_020808392.1|DSER
OG0001899	LOC6033679|XP_038122988.1|CQUI	LOC110186821|XP_020811768.1|DSER
OG0001900	LOC6041148|XP_038110611.1|CQUI	LOC110190263|XP_020816288.1|DSER, LOC110190297|XP_020816341.1|DSER
OG0001901	LOC6033710|XP_038105128.1|CQUI	LOC110183006|XP_020806854.1|DSER
OG0001902	LOC6035419|XP_038119268.1|CQUI	LOC110187879|XP_020813025.1|DSER, LOC110185378|XP_020809819.1|DSER
OG0001905	LOC6040704|XP_001850058.2|CQUI	LOC110176032|XP_020797903.1|DSER
OG0001906	LOC6037489|XP_038105690.1|CQUI	LOC110177233|XP_020799523.1|DSER
OG0001907	LOC6038035|XP_038114494.1|CQUI	LOC110184255|XP_020808376.1|DSER
OG0001908	LOC6042396|XP_038108468.1|CQUI	LOC110177363|XP_020799715.1|DSER
OG0001909	LOC6032044|XP_038104689.1|CQUI	LOC110184343|XP_020808497.1|DSER
OG0001910	LOC6035189|XP_038105072.1|CQUI, LOC6035190|XP_001845420.2|CQUI	LOC110188590|XP_020814012.1|DSER
OG0001912	LOC6033909|XP_001844298.2|CQUI	LOC110177746|XP_020800263.1|DSER
OG0001913	LOC6033916|XP_001844305.2|CQUI, LOC6033914|XP_038109497.1|CQUI, LOC6033918|XP_001844307.2|CQUI	LOC110183438|XP_020807378.1|DSER
OG0001914	LOC6044843|XP_001862288.2|CQUI, LOC6033904|XP_001844293.2|CQUI	LOC110187722|XP_020812826.1|DSER
OG0001915	LOC6032785|XP_038118978.1|CQUI	LOC110188816|XP_020814352.1|DSER
OG0001916	LOC6032807|XP_038118971.1|CQUI	LOC110184077|XP_020808121.1|DSER
OG0001917	LOC6032905|XP_038116382.1|CQUI	LOC110189118|XP_020814752.1|DSER, LOC110189127|XP_020814759.1|DSER
OG0001918	LOC6038679|XP_001848434.2|CQUI, LOC119767328|XP_038111632.1|CQUI	LOC110183561|XP_020807521.1|DSER
OG0001919	LOC6041034|XP_001850345.2|CQUI	LOC110182449|XP_020806183.1|DSER
OG0001920	LOC6053530|XP_038119323.1|CQUI	LOC110178788|XP_020801698.1|DSER
OG0001921	LOC6031101|XP_001841948.2|CQUI	LOC110177794|XP_020800328.1|DSER
OG0001922	LOC119770110|XP_038120318.1|CQUI, LOC6050944|XP_001867457.2|CQUI	LOC110176060|XP_020797942.1|DSER
OG0001924	LOC6047853|XP_001864856.2|CQUI	LOC110188784|XP_020814290.1|DSER
OG0001925	LOC6044576|XP_001862068.2|CQUI	LOC110189052|XP_020814677.1|DSER
OG0001926	LOC6031058|XP_038117318.1|CQUI	LOC110190670|XP_020816934.1|DSER
OG0001927	LOC6042822|XP_038119054.1|CQUI	LOC110178358|XP_020801150.1|DSER
OG0001928	LOC6042827|XP_001870824.2|CQUI	LOC110185155|XP_020809517.1|DSER
OG0001929	LOC6044582|XP_038117729.1|CQUI	LOC110185149|XP_020809509.1|DSER, LOC110184677|XP_020808944.1|DSER
OG0001930	LOC6052394|XP_038121632.1|CQUI	LOC110189541|XP_020815331.1|DSER
OG0001932	LOC6044950|XP_038115259.1|CQUI	LOC110183636|XP_020807614.1|DSER, LOC110182484|XP_020806191.1|DSER, LOC110180208|XP_020803523.1|DSER
OG0001933	LOC6051407|XP_001867852.2|CQUI	LOC110180069|XP_020803350.1|DSER
OG0001934	LOC119765391|XP_038105089.1|CQUI, LOC6047375|XP_001864443.2|CQUI	LOC110184683|XP_020808955.1|DSER
OG0001935	LOC6038818|XP_038120855.1|CQUI	LOC110190654|XP_020816913.1|DSER, LOC110190653|XP_020816912.1|DSER
OG0001937	LOC6042011|XP_038115412.1|CQUI	LOC110177798|XP_020800346.1|DSER
OG0001938	LOC6044645|XP_038115793.1|CQUI	LOC110179308|XP_020802453.1|DSER
OG0001939	LOC6048509|XP_001865422.2|CQUI	LOC110179224|XP_020802320.1|DSER
OG0001940	LOC6048947|XP_001865782.2|CQUI	LOC110181946|XP_020805545.1|DSER
OG0001941	LOC6036592|XP_038117237.1|CQUI	LOC110178789|XP_020801701.1|DSER
OG0001942	LOC6041098|XP_038119257.1|CQUI, LOC6037316|XP_001847243.2|CQUI, LOC6041117|XP_038121399.1|CQUI	LOC110189393|XP_020815101.1|DSER
OG0001943	LOC119769729|XP_038119123.1|CQUI	LOC110190727|XP_020817008.1|DSER
OG0001944	LOC6053439|XP_001869521.2|CQUI	LOC110178825|XP_020801751.1|DSER
OG0001945	LOC6041342|XP_038121860.1|CQUI	LOC110191588|XP_020818132.1|DSER, LOC110182957|XP_020806806.1|DSER
OG0001946	LOC6050479|XP_001867082.1|CQUI	LOC110191540|XP_020818071.1|DSER
OG0001947	LOC6050483|XP_001867086.1|CQUI	LOC110191226|XP_020817651.1|DSER
OG0001948	LOC6048050|XP_038116081.1|CQUI	LOC110187432|XP_020812481.1|DSER, LOC110175992|XP_020797845.1|DSER
OG0001949	LOC6050155|XP_038115622.1|CQUI	LOC110189877|XP_020815779.1|DSER
OG0001950	LOC6044944|XP_038114752.1|CQUI	LOC110177231|XP_020799509.1|DSER
OG0001951	LOC6038589|XP_038122017.1|CQUI	LOC110177670|XP_020800155.1|DSER
OG0001952	LOC6051573|XP_038119566.1|CQUI	LOC110189230|XP_020814872.1|DSER
OG0001953	LOC6037139|XP_001847079.2|CQUI	LOC110182765|XP_020806545.1|DSER
OG0001954	LOC6036398|XP_038119152.1|CQUI	LOC110178349|XP_020801133.1|DSER
OG0001955	LOC6036401|XP_001846454.2|CQUI	LOC110189499|XP_020815262.1|DSER
OG0001956	LOC6036547|XP_038117528.1|CQUI	LOC110189098|XP_020814734.1|DSER
OG0001957	LOC6036275|XP_001846341.1|CQUI	LOC110179342|XP_020802504.1|DSER
OG0001958	LOC6033549|XP_038117713.1|CQUI	LOC110189304|XP_020814996.1|DSER
OG0001959	LOC6038392|XP_001848199.2|CQUI, LOC6037710|XP_038114451.1|CQUI	LOC110184657|XP_020808918.1|DSER
OG0001960	LOC6040613|XP_001849983.2|CQUI	LOC110178727|XP_020801605.1|DSER
OG0001962	LOC6035473|XP_038120793.1|CQUI	LOC110191581|XP_020818123.1|DSER
OG0001963	LOC6033576|XP_038116392.1|CQUI	LOC110183559|XP_020807519.1|DSER
OG0001964	LOC119770350|XP_038120975.1|CQUI	LOC110176702|XP_020798797.1|DSER
OG0001966	LOC6045542|XP_038120964.1|CQUI	LOC110187851|XP_020812995.1|DSER
OG0001967	LOC6037159|XP_038116491.1|CQUI	LOC110181114|XP_020804444.1|DSER
OG0001968	LOC119769837|XP_038119461.1|CQUI	LOC110178648|XP_020801498.1|DSER
OG0001969	LOC6043784|XP_001861388.2|CQUI	LOC110191614|XP_020818162.1|DSER
OG0001970	LOC6033499|XP_001843940.1|CQUI	LOC110177059|XP_020799238.1|DSER
OG0001971	LOC119770383|XP_038121065.1|CQUI	LOC110181801|XP_020805346.1|DSER
OG0001972	LOC6050813|XP_038115650.1|CQUI	LOC110181190|XP_020804529.1|DSER
OG0001973	LOC6030808|XP_038115981.1|CQUI	LOC110178455|XP_020801249.1|DSER
OG0001974	LOC6040965|XP_001850286.2|CQUI	LOC110176999|XP_020799167.1|DSER
OG0001975	LOC6047202|XP_001864288.2|CQUI	LOC110188859|XP_020814425.1|DSER
OG0001976	LOC6037093|XP_001847040.1|CQUI	LOC110177838|XP_020800444.1|DSER
OG0001977	LOC119767020|XP_038110184.1|CQUI, LOC6032497|XP_001843086.1|CQUI	LOC110186031|XP_020810727.1|DSER
OG0001978	LOC6034119|XP_038111127.1|CQUI	LOC110187470|XP_020812516.1|DSER
OG0001979	LOC6046047|XP_001863303.1|CQUI	LOC110177001|XP_020799169.1|DSER
OG0001980	LOC6048883|XP_001865727.2|CQUI	LOC110178207|XP_020800902.1|DSER
OG0001981	LOC6041637|XP_038113783.1|CQUI	LOC110187384|XP_020812432.1|DSER, LOC110177654|XP_020800124.1|DSER
OG0001982	LOC6046048|XP_001863304.2|CQUI	LOC110184511|XP_020808732.1|DSER
OG0001983	LOC6037074|XP_038109968.1|CQUI	LOC110188122|XP_020813360.1|DSER
OG0001984	LOC6043314|XP_038108458.1|CQUI	LOC110185871|XP_020810540.1|DSER
OG0001985	LOC6041484|XP_038107733.1|CQUI	LOC110177884|XP_020800507.1|DSER
OG0001986	LOC6039572|XP_038113369.1|CQUI	LOC110186079|XP_020810773.1|DSER
OG0001987	LOC6033795|XP_038108902.1|CQUI, LOC6047193|XP_038106698.1|CQUI	LOC110182580|XP_020806286.1|DSER
OG0001988	LOC6031811|XP_038108479.1|CQUI	LOC110189297|XP_020814987.1|DSER, LOC110176787|XP_020798884.1|DSER
OG0001989	LOC6038274|XP_001848097.2|CQUI	LOC110178185|XP_020800878.1|DSER
OG0001990	LOC6038269|XP_038107998.1|CQUI	LOC110183371|XP_020807292.1|DSER
OG0001991	LOC6045657|XP_038110933.1|CQUI	LOC110180592|XP_020803941.1|DSER
OG0001992	LOC6048798|XP_038109494.1|CQUI	LOC110187325|XP_020812371.1|DSER
OG0001993	LOC6034237|XP_001844584.2|CQUI, LOC6040852|XP_001850184.1|CQUI	LOC110185078|XP_020809416.1|DSER
OG0001994	LOC6031207|XP_001842041.2|CQUI	LOC110188237|XP_020813556.1|DSER
OG0001995	LOC6033195|XP_001843675.2|CQUI	LOC110181357|XP_020804740.1|DSER, LOC110178694|XP_020801556.1|DSER
OG0001996	LOC6031275|XP_038108642.1|CQUI	LOC110187394|XP_020812444.1|DSER
OG0001997	LOC6042869|XP_001853641.1|CQUI	LOC110182069|XP_020805710.1|DSER, LOC110177802|XP_020800355.1|DSER
OG0001998	LOC6052519|XP_038108714.1|CQUI	LOC110191767|XP_020818372.1|DSER, LOC110182075|XP_020805721.1|DSER
OG0001999	LOC6049002|XP_038107788.1|CQUI	LOC110178274|XP_020801001.1|DSER
OG0002000	LOC6054187|XP_038109989.1|CQUI	LOC110176945|XP_020799105.1|DSER
OG0002001	LOC6033119|XP_038108756.1|CQUI	LOC110187468|XP_020812514.1|DSER
OG0002002	LOC6042111|XP_001851261.2|CQUI	LOC110178362|XP_020801156.1|DSER
OG0002003	LOC6044259|XP_001861798.1|CQUI	LOC110180601|XP_020803945.1|DSER, LOC110183012|XP_020806861.1|DSER, LOC110183033|XP_020806878.1|DSER
OG0002004	LOC6036173|XP_038111988.1|CQUI	LOC110187228|XP_020812284.1|DSER
OG0002005	LOC6033275|XP_038111843.1|CQUI	LOC110185706|XP_020810336.1|DSER
OG0002006	LOC6033224|XP_038110957.1|CQUI	LOC110182693|XP_020806446.1|DSER
OG0002008	LOC6036447|XP_038109172.1|CQUI	LOC110185394|XP_020809831.1|DSER
OG0002009	LOC6036465|XP_038112709.1|CQUI	LOC110179862|XP_020803123.1|DSER
OG0002010	LOC6036482|XP_001846532.2|CQUI	LOC110180604|XP_020803948.1|DSER, LOC110183016|XP_020806863.1|DSER, LOC110183035|XP_020806880.1|DSER
OG0002011	LOC6034391|XP_001844709.2|CQUI	LOC110185601|XP_020810203.1|DSER
OG0002012	LOC6036347|XP_038112714.1|CQUI	LOC110187401|XP_020812450.1|DSER
OG0002013	LOC6046639|XP_038107918.1|CQUI	LOC110179874|XP_020803132.1|DSER, LOC110181451|XP_020804854.1|DSER
OG0002014	LOC6035997|XP_038111448.1|CQUI	LOC110179210|XP_020802302.1|DSER
OG0002015	LOC6034825|XP_001845096.2|CQUI	LOC110177005|XP_020799174.1|DSER
OG0002016	LOC6050974|XP_038107602.1|CQUI	LOC110188951|XP_020814550.1|DSER, LOC110176377|XP_020798368.1|DSER
OG0002017	LOC6054171|XP_038108914.1|CQUI	LOC110183462|XP_020807401.1|DSER
OG0002018	LOC6032135|XP_001842789.2|CQUI	LOC110180580|XP_020803930.1|DSER
OG0002019	LOC6046126|XP_038110758.1|CQUI	LOC110183995|XP_020808011.1|DSER
OG0002020	LOC6038005|XP_038108837.1|CQUI	LOC110181362|XP_020804744.1|DSER, LOC110179511|XP_020802747.1|DSER
OG0002021	LOC6037998|XP_001847845.2|CQUI	LOC110181102|XP_020804432.1|DSER
OG0002022	LOC119767624|XP_038112509.1|CQUI	LOC110179897|XP_020803152.1|DSER
OG0002023	LOC6036020|XP_038109557.1|CQUI	LOC110187649|XP_020812716.1|DSER
OG0002024	LOC6033634|XP_001844061.1|CQUI	LOC110183352|XP_020807266.1|DSER
OG0002025	LOC6048337|XP_038109427.1|CQUI	LOC110184012|XP_020808037.1|DSER
OG0002026	LOC6046087|XP_038119029.1|CQUI	LOC110179811|XP_020803074.1|DSER
OG0002027	LOC6038993|XP_038118649.1|CQUI	LOC110180808|XP_020804147.1|DSER
OG0002028	LOC6038987|XP_038119452.1|CQUI	LOC110178205|XP_020800900.1|DSER, LOC110191504|XP_020818029.1|DSER
OG0002029	LOC6044744|XP_038117028.1|CQUI	LOC110176236|XP_020798194.1|DSER
OG0002030	LOC6036738|XP_001846737.1|CQUI	LOC110176804|XP_020798905.1|DSER
OG0002031	LOC6034192|XP_001844547.2|CQUI	LOC110189284|XP_020814967.1|DSER
OG0002032	LOC6047494|XP_001864549.2|CQUI	LOC110187925|XP_020813095.1|DSER
OG0002033	LOC6033021|XP_038119287.1|CQUI	LOC110181604|XP_020805062.1|DSER
OG0002034	LOC6033038|XP_038115410.1|CQUI	LOC110181728|XP_020805245.1|DSER, LOC110179469|XP_020802698.1|DSER
OG0002036	LOC6050995|XP_038121187.1|CQUI	LOC110188754|XP_020814255.1|DSER
OG0002037	LOC6046238|XP_001863465.1|CQUI	LOC110183557|XP_020807517.1|DSER
OG0002038	LOC6048866|XP_001865713.1|CQUI	LOC110188051|XP_020813260.1|DSER
OG0002039	LOC6041739|XP_001850959.1|CQUI	LOC110179905|XP_020803161.1|DSER
OG0002040	LOC6049016|XP_038115728.1|CQUI	LOC110187948|XP_020813122.1|DSER
OG0002041	LOC6053561|XP_038121322.1|CQUI	LOC110189738|XP_020815591.1|DSER
OG0002042	LOC6042060|XP_001851213.1|CQUI	LOC110188523|XP_020813924.1|DSER
OG0002043	LOC6046279|XP_001863506.2|CQUI	LOC110187687|XP_020812778.1|DSER, LOC110180925|XP_020804260.1|DSER
OG0002044	LOC6049246|XP_038115174.1|CQUI	LOC110188662|XP_020814107.1|DSER
OG0002045	LOC6046000|XP_038119279.1|CQUI	LOC110187820|XP_020812956.1|DSER
OG0002046	LOC6044308|XP_038119321.1|CQUI	LOC110181701|XP_020805204.1|DSER
OG0002047	LOC6050271|XP_038122220.1|CQUI	LOC110180145|XP_020803450.1|DSER
OG0002048	LOC6042553|XP_038120962.1|CQUI	LOC110191771|XP_020818374.1|DSER
OG0002049	LOC6039492|XP_038115951.1|CQUI	LOC110186490|XP_020811336.1|DSER
OG0002050	LOC6043404|XP_038115088.1|CQUI	LOC110191844|XP_020818471.1|DSER
OG0002051	LOC6051287|XP_038119820.1|CQUI	LOC110179354|XP_020802525.1|DSER
OG0002053	LOC6040835|XP_038116346.1|CQUI	LOC110188293|XP_020813654.1|DSER
OG0002054	LOC6035830|XP_001845950.2|CQUI	LOC110187970|XP_020813149.1|DSER
OG0002055	LOC6038958|XP_038120809.1|CQUI	LOC110176651|XP_020798741.1|DSER
OG0002056	LOC6038943|XP_038120800.1|CQUI	LOC110190754|XP_020817036.1|DSER
OG0002057	LOC6034056|XP_038120930.1|CQUI	LOC110183391|XP_020807317.1|DSER
OG0002058	LOC6033986|XP_001844369.2|CQUI	LOC110178815|XP_020801736.1|DSER
OG0002059	LOC6033981|XP_038120952.1|CQUI	LOC110186775|XP_020811704.1|DSER
OG0002060	LOC6033990|XP_038119391.1|CQUI	LOC110187156|XP_020812230.1|DSER, LOC110178597|XP_020801445.1|DSER
OG0002061	LOC6033991|XP_001844379.1|CQUI	LOC110191547|XP_020818079.1|DSER
OG0002062	LOC6037972|XP_038118109.1|CQUI	LOC110181697|XP_020805199.1|DSER
OG0002063	LOC119769819|XP_038119432.1|CQUI	LOC110187153|XP_020812229.1|DSER
OG0002064	LOC6047178|XP_038120724.1|CQUI	LOC110184412|XP_020808609.1|DSER, LOC110184377|XP_020808536.1|DSER
OG0002065	LOC6046202|XP_038120624.1|CQUI	LOC110185341|XP_020809779.1|DSER
OG0002066	LOC6039967|XP_038109379.1|CQUI	LOC110191929|XP_020818590.1|DSER
OG0002067	LOC6044111|XP_038112191.1|CQUI	LOC110191510|XP_020818037.1|DSER
OG0002068	LOC119766543|XP_038107216.1|CQUI	LOC110189567|XP_020815357.1|DSER
OG0002069	LOC6041145|XP_001850445.2|CQUI	LOC110188779|XP_020814283.1|DSER
OG0002070	LOC6041138|XP_001850438.2|CQUI	LOC110188084|XP_020813296.1|DSER
OG0002071	LOC6036873|XP_038107719.1|CQUI	LOC110191193|XP_020817620.1|DSER
OG0002072	LOC119767954|XP_038113954.1|CQUI, LOC119767948|XP_038113941.1|CQUI	LOC110176379|XP_020798369.1|DSER, LOC110188953|XP_020814552.1|DSER, LOC110188932|XP_020814529.1|DSER
OG0002073	LOC6037933|XP_038116801.1|CQUI	LOC110176210|XP_020798135.1|DSER
OG0002074	LOC6034286|XP_001844626.2|CQUI	LOC110177740|XP_020800256.1|DSER
OG0002075	LOC6051422|XP_001867860.2|CQUI	LOC110176907|XP_020799055.1|DSER
OG0002076	LOC6053604|XP_038109672.1|CQUI	LOC110182887|XP_020806694.1|DSER
OG0002077	LOC6048428|XP_038107454.1|CQUI	LOC110178659|XP_020801512.1|DSER
OG0002078	LOC6049195|XP_038108184.1|CQUI	LOC110189789|XP_020815681.1|DSER
OG0002079	LOC6035445|XP_038113391.1|CQUI	LOC110178549|XP_020801373.1|DSER
OG0002080	LOC6045702|XP_038109755.1|CQUI	LOC110191440|XP_020817965.1|DSER
OG0002081	LOC6045982|XP_001863256.2|CQUI	LOC110177373|XP_020799733.1|DSER
OG0002082	LOC6036748|XP_038113901.1|CQUI	LOC110182085|XP_020805729.1|DSER
OG0002083	LOC6035972|XP_038107184.1|CQUI	LOC110179593|XP_020802852.1|DSER, LOC110179425|XP_020802613.1|DSER
OG0002084	LOC6035707|XP_038108824.1|CQUI	LOC110177939|XP_020800579.1|DSER
OG0002085	LOC6042460|XP_038114127.1|CQUI	LOC110176480|XP_020798507.1|DSER
OG0002086	LOC6046954|XP_001864067.2|CQUI	LOC110177943|XP_020800584.1|DSER
OG0002087	LOC6035876|XP_038112932.1|CQUI	LOC110178934|XP_020801886.1|DSER
OG0002088	LOC6048576|XP_038109929.1|CQUI	LOC110184635|XP_020808892.1|DSER
OG0002090	LOC6048571|XP_038112054.1|CQUI	LOC110190964|XP_020817313.1|DSER
OG0002091	LOC6042356|XP_001851484.1|CQUI	LOC110181273|XP_020804647.1|DSER
OG0002092	LOC6042361|XP_001851488.2|CQUI, LOC6036907|XP_038108108.1|CQUI	LOC110188358|XP_020813725.1|DSER
OG0002093	LOC6046499|XP_038110633.1|CQUI	LOC110177687|XP_020800168.1|DSER
OG0002094	LOC6040957|XP_038113605.1|CQUI	LOC110191517|XP_020818044.1|DSER
OG0002095	LOC6036091|XP_001846184.1|CQUI	LOC110180098|XP_020803380.1|DSER, LOC110175980|XP_020797837.1|DSER
OG0002096	LOC6047564|XP_038107160.1|CQUI	LOC110191278|XP_020817738.1|DSER
OG0002097	LOC6032274|XP_038114310.1|CQUI	LOC110191871|XP_020818517.1|DSER
OG0002098	LOC6054484|XP_038109600.1|CQUI, LOC6050613|XP_038110230.1|CQUI	LOC110189900|XP_020815820.1|DSER
OG0002099	LOC6052912|XP_038113126.1|CQUI	LOC110186426|XP_020811267.1|DSER
OG0002100	LOC6037635|XP_001847522.2|CQUI, LOC6037636|XP_038113451.1|CQUI	LOC110176207|XP_020798129.1|DSER
OG0002101	LOC6034560|XP_038108470.1|CQUI	LOC110177963|XP_020800617.1|DSER
OG0002102	LOC6040553|XP_001849935.2|CQUI	LOC110182878|XP_020806680.1|DSER
OG0002103	LOC6039927|XP_038104265.1|CQUI	LOC110186718|XP_020811649.1|DSER
OG0002117	LOC6035092|XP_001845324.2|CQUI	LOC110181741|XP_020805259.1|DSER
OG0002118	LOC6038196|XP_001848026.2|CQUI	LOC110187751|XP_020812869.1|DSER
OG0002119	LOC6052831|XP_038104539.1|CQUI	LOC110189484|XP_020815235.1|DSER
OG0002120	LOC6038312|XP_038104590.1|CQUI	LOC110185469|XP_020809981.1|DSER
OG0002121	LOC6048963|XP_038111521.1|CQUI	LOC110186855|XP_020811800.1|DSER
OG0002123	LOC6040410|XP_038105742.1|CQUI	LOC110176917|XP_020799068.1|DSER
OG0002124	LOC119770815|XP_038122274.1|CQUI	LOC110175973|XP_020797827.1|DSER, LOC110176017|XP_020797885.1|DSER
OG0002125	LOC119771160|XP_038122537.1|CQUI, LOC119765095|XP_038104176.1|CQUI	LOC110177753|XP_020800273.1|DSER
OG0002126	LOC6053690|XP_001869735.2|CQUI	LOC110176706|XP_020798803.1|DSER
OG0002127	LOC6051305|XP_038105747.1|CQUI	LOC110187462|XP_020812509.1|DSER, LOC110177088|XP_020799275.1|DSER, LOC110184429|XP_020808624.1|DSER
OG0002128	LOC6050201|XP_038114963.1|CQUI	LOC110182636|XP_020806364.1|DSER
OG0002129	LOC6038188|XP_038108193.1|CQUI	LOC110186947|XP_020811941.1|DSER
OG0002130	LOC6048461|XP_001865375.1|CQUI	LOC110183549|XP_020807503.1|DSER, LOC110183491|XP_020807433.1|DSER
OG0002131	LOC6041291|XP_038105189.1|CQUI	LOC110188284|XP_020813640.1|DSER
OG0002132	LOC6042241|XP_001851379.1|CQUI	LOC110177641|XP_020800114.1|DSER, LOC110187302|XP_020812348.1|DSER
OG0002133	LOC6041277|XP_001850564.2|CQUI	LOC110180572|XP_020803925.1|DSER
OG0002134	LOC6053321|XP_038104459.1|CQUI	LOC110178203|XP_020800898.1|DSER
OG0002135	LOC6039380|XP_001848994.2|CQUI, LOC6038451|XP_038114365.1|CQUI	LOC110182187|XP_020805851.1|DSER
OG0002136	LOC6052854|XP_038114943.1|CQUI	LOC110190092|XP_020816060.1|DSER
OG0002137	LOC6035107|XP_001845343.2|CQUI	LOC110191381|XP_020817894.1|DSER
OG0002138	LOC6053774|XP_001869800.2|CQUI	LOC110184289|XP_020808433.1|DSER
