Orthogroup	CQUI.longest_only	AAEG.longest_only
OG0002370	LOC6042079|XP_038107575.1|CQUI	LOC5569882|XP_021703464.1|AAEG
OG0002371	LOC6042074|XP_038107576.1|CQUI	LOC110677096|XP_021703473.1|AAEG
OG0002372	LOC6033604|XP_038107033.1|CQUI	LOC5568083|XP_021695393.1|AAEG
OG0002373	LOC6042945|XP_001870884.2|CQUI	LOC110677914|XP_021705594.1|AAEG
OG0002373	LOC6053051|XP_001869210.1|CQUI	LOC5564878|XP_001649236.1|AAEG
OG0002374	LOC6048336|XP_038110935.1|CQUI	LOC5569774|XP_021704068.1|AAEG
OG0002375	LOC6037683|XP_038108247.1|CQUI	LOC5567894|XP_021710638.1|AAEG
OG0002376	LOC6048804|XP_038122078.1|CQUI	LOC5570318|XP_001653144.1|AAEG
OG0002377	LOC6040478|XP_001849864.2|CQUI	LOC5570225|XP_001659004.1|AAEG, LOC110680233|XP_021711740.1|AAEG
OG0002378	LOC6042670|XP_001853364.1|CQUI	LOC5579024|XP_001664205.1|AAEG
OG0002379	LOC6039013|XP_001848695.2|CQUI	LOC5572836|XP_021710372.1|AAEG
OG0002380	LOC6047575|XP_001864617.1|CQUI	LOC5578643|XP_001663981.1|AAEG
OG0002381	LOC6032249|XP_001842887.1|CQUI	LOC5576653|XP_001656190.1|AAEG
OG0002382	LOC6048718|XP_038115337.1|CQUI	LOC5576668|XP_021708017.1|AAEG
OG0002383	LOC6054417|XP_038118937.1|CQUI	LOC5567639|XP_001651832.2|AAEG
OG0002384	LOC6048311|XP_038119472.1|CQUI	LOC5570773|XP_001659363.2|AAEG
OG0002385	LOC6033033|XP_001843539.2|CQUI	LOC5567823|XP_001657729.1|AAEG
OG0002386	LOC6033077|XP_038120640.1|CQUI	LOC110680574|XP_021712048.1|AAEG, LOC5577684|XP_021705431.1|AAEG
OG0002387	LOC6051016|XP_038115133.1|CQUI	LOC5571231|XP_021707001.1|AAEG
OG0002388	LOC6053486|XP_038122199.1|CQUI	LOC5573963|XP_021709631.1|AAEG
OG0002389	LOC6047438|XP_001864493.1|CQUI, LOC6034238|XP_038106278.1|CQUI	LOC5570243|XP_001659022.1|AAEG
OG0002390	LOC6049310|XP_001866082.2|CQUI	LOC5573084|XP_001660716.2|AAEG
OG0002391	LOC6039477|XP_038119173.1|CQUI	LOC5567679|XP_021710468.1|AAEG
OG0002392	LOC6044685|XP_038120275.1|CQUI	LOC5569951|XP_021705381.1|AAEG, LOC110679141|XP_021708886.1|AAEG
OG0002393	LOC6045689|XP_038119329.1|CQUI	LOC5567391|XP_001651793.1|AAEG
OG0002394	LOC6039388|XP_038121848.1|CQUI	LOC5567399|XP_021704785.1|AAEG
OG0002395	LOC6046522|XP_038121760.1|CQUI	LOC5569257|XP_021710071.1|AAEG
OG0002396	LOC6035019|XP_038119412.1|CQUI	LOC5579179|XP_001664274.1|AAEG
OG0002397	LOC6043888|XP_001861470.1|CQUI	LOC5566175|XP_001650523.1|AAEG
OG0002398	LOC6050951|XP_001867465.2|CQUI	LOC5570976|XP_021710337.1|AAEG
OG0002399	LOC119768868|XP_038116323.1|CQUI	LOC5576189|XP_021708650.1|AAEG
OG0002400	LOC6049235|XP_038120383.1|CQUI	LOC5574224|XP_001661274.3|AAEG
OG0002401	LOC6050680|XP_001867244.2|CQUI	LOC5579277|XP_021707204.1|AAEG
OG0002402	LOC6047584|XP_038116540.1|CQUI	LOC5564866|XP_021711005.1|AAEG
OG0002403	LOC6053670|XP_038118861.1|CQUI	LOC5564863|XP_021704848.1|AAEG
OG0002404	LOC6044716|XP_038118794.1|CQUI	LOC5575190|XP_001655573.2|AAEG
OG0002405	LOC6042040|XP_038118600.1|CQUI	LOC5567058|XP_021706909.1|AAEG
OG0002406	LOC119768831|XP_038116131.1|CQUI	LOC5566937|XP_001651352.1|AAEG
OG0002407	LOC6039819|XP_038116523.1|CQUI	LOC5572556|XP_021708614.1|AAEG
OG0002408	LOC6039804|XP_038119512.1|CQUI	LOC5572566|XP_001654082.2|AAEG
OG0002410	LOC6054177|XP_038119593.1|CQUI	LOC110678703|XP_021707609.1|AAEG, LOC110678702|XP_021707608.1|AAEG
OG0002411	LOC6032563|XP_001843139.1|CQUI	LOC5567581|XP_001651824.1|AAEG
OG0002412	LOC6032566|XP_038122161.1|CQUI	LOC5567583|XP_001651826.2|AAEG
OG0002413	LOC6048880|XP_001865726.1|CQUI	LOC5574866|XP_021709482.1|AAEG
OG0002414	LOC6048854|XP_001865693.2|CQUI	LOC5568498|XP_001652320.1|AAEG
OG0002415	LOC6047147|XP_038117524.1|CQUI	LOC5576000|XP_021704716.1|AAEG
OG0002417	LOC6050407|XP_001867022.2|CQUI	LOC110678397|XP_021706925.1|AAEG, LOC110680763|XP_021712243.1|AAEG
OG0002418	LOC6046399|XP_038121391.1|CQUI	LOC5573880|XP_021710256.1|AAEG
OG0002419	LOC6037577|XP_038116558.1|CQUI	LOC5575798|XP_021711316.1|AAEG
OG0002419	LOC6050586|XP_001867168.2|CQUI	LOC5572132|XP_021704323.1|AAEG
OG0002420	LOC6037564|XP_038119772.1|CQUI	LOC5575813|XP_021705457.1|AAEG
OG0002421	LOC6048010|XP_001864984.2|CQUI	LOC5563968|XP_001648274.2|AAEG
OG0002422	LOC6032747|XP_038118698.1|CQUI	LOC110681313|XP_021712763.1|AAEG, LOC5571585|XP_021704754.1|AAEG
OG0002423	LOC6033816|XP_038118435.1|CQUI	LOC5568659|XP_021704951.1|AAEG
OG0002424	LOC6040845|XP_038118999.1|CQUI	LOC5577309|XP_001663344.1|AAEG, LOC5567163|XP_021710111.1|AAEG
OG0002425	LOC6053197|XP_038120572.1|CQUI, LOC6040839|XP_038122185.1|CQUI	LOC5567157|XP_001651586.1|AAEG
OG0002426	LOC6033988|XP_038115446.1|CQUI	LOC5577356|XP_021705993.1|AAEG
OG0002427	LOC6033992|XP_001844380.1|CQUI	LOC110678808|XP_021707902.1|AAEG, LOC5577360|XP_001656438.1|AAEG
OG0002428	LOC6034042|XP_038116028.1|CQUI	LOC5574165|XP_021709047.1|AAEG
OG0002429	LOC6050578|XP_038121197.1|CQUI	LOC5578296|XP_021706738.1|AAEG
OG0002430	LOC6039947|XP_001849442.1|CQUI	LOC5564781|XP_001649136.1|AAEG
OG0002431	LOC6046184|XP_001863416.2|CQUI	LOC5577034|XP_001663129.1|AAEG
OG0002432	LOC6045833|XP_038112946.1|CQUI	LOC5564767|XP_021710853.1|AAEG
OG0002434	LOC6033790|XP_001844192.2|CQUI	LOC5572853|XP_001660614.1|AAEG, LOC110680303|XP_021711831.1|AAEG
OG0002435	LOC119766111|XP_038106433.1|CQUI	LOC110681305|XP_021712754.1|AAEG, LOC5579840|XP_001651515.2|AAEG, LOC110679296|XP_021709304.1|AAEG
OG0002436	LOC6054064|XP_001870042.2|CQUI, LOC119767530|XP_038112259.1|CQUI	LOC5579830|XP_001651507.1|AAEG
OG0002437	LOC6051233|XP_038109096.1|CQUI	LOC5567948|XP_021707012.1|AAEG
OG0002438	LOC6043548|XP_038110094.1|CQUI, LOC6032484|XP_038116010.1|CQUI	LOC5566444|XP_021708252.1|AAEG
OG0002439	LOC119766963|XP_038109630.1|CQUI	LOC5566442|XP_001650832.1|AAEG
OG0002440	LOC6048677|XP_001865561.2|CQUI	LOC5568397|XP_001658036.2|AAEG
OG0002441	LOC6032364|XP_038107613.1|CQUI	LOC5566599|XP_021704764.1|AAEG
OG0002442	LOC6038122|XP_038111278.1|CQUI	LOC5566586|XP_021710452.1|AAEG
OG0002443	LOC6053099|XP_038108249.1|CQUI	LOC5565208|XP_021705313.1|AAEG
OG0002444	LOC6052487|XP_038106064.1|CQUI	LOC5565211|XP_021710883.1|AAEG
OG0002445	LOC6038541|XP_001848328.1|CQUI	LOC5563904|XP_001648219.1|AAEG
OG0002446	LOC6033408|XP_001843861.2|CQUI	LOC5578525|XP_001663916.1|AAEG
OG0002447	LOC6052098|XP_038111823.1|CQUI	LOC110680967|XP_021712433.1|AAEG, LOC5575321|XP_001655696.1|AAEG
OG0002448	LOC6051563|XP_001867979.2|CQUI	LOC5567501|XP_001651796.1|AAEG
OG0002449	LOC6053515|XP_001869584.1|CQUI	LOC5573760|XP_021706771.1|AAEG
OG0002450	LOC6043656|XP_038114104.1|CQUI	LOC5573729|XP_001654759.2|AAEG
OG0002451	LOC6043669|XP_038109669.1|CQUI	LOC5579658|XP_001648132.1|AAEG
OG0002452	LOC6050180|XP_038110120.1|CQUI	LOC5579799|XP_021707640.1|AAEG
OG0002453	LOC6038085|XP_038109782.1|CQUI	LOC5579796|XP_001648109.1|AAEG
OG0002454	LOC6047683|XP_038108688.1|CQUI	LOC5577227|XP_011493181.2|AAEG
OG0002455	LOC6047681|XP_001864711.2|CQUI	LOC5564719|XP_021707805.1|AAEG
OG0002456	LOC6036749|XP_038106369.1|CQUI	LOC5565493|XP_021706486.1|AAEG
OG0002457	LOC6037973|XP_038109981.1|CQUI	LOC5570997|XP_001653425.2|AAEG
OG0002459	LOC6040278|XP_038110319.1|CQUI	LOC110680779|XP_021712256.1|AAEG, LOC5567136|XP_021706135.1|AAEG
OG0002460	LOC6046545|XP_038107177.1|CQUI	LOC110678439|XP_021707020.1|AAEG
OG0002461	LOC6037728|XP_001847609.2|CQUI	LOC5573624|XP_001660944.1|AAEG
OG0002462	LOC6036728|XP_038106021.1|CQUI	LOC5565521|XP_021707602.1|AAEG
OG0002463	LOC6035951|XP_038107997.1|CQUI	LOC5574293|XP_021709612.1|AAEG
OG0002464	LOC6035936|XP_038113029.1|CQUI	LOC110679379|XP_021709520.1|AAEG
OG0002465	LOC6035937|XP_038107822.1|CQUI	LOC5574299|XP_021704242.1|AAEG
OG0002466	LOC6035693|XP_038106107.1|CQUI	LOC5571882|XP_021710824.1|AAEG
OG0002467	LOC6045031|XP_038113008.1|CQUI	LOC5574266|XP_021707016.1|AAEG
OG0002468	LOC6040091|XP_038107963.1|CQUI	LOC5577306|XP_021705874.1|AAEG
OG0002469	LOC6036071|XP_038108768.1|CQUI	LOC5567447|XP_021707985.1|AAEG
OG0002470	LOC6036080|XP_001846173.1|CQUI	LOC5567433|XP_001657447.2|AAEG
OG0002471	LOC6040384|XP_038107221.1|CQUI	LOC110681256|XP_021712718.1|AAEG, LOC5580237|XP_001662433.1|AAEG
OG0002472	LOC6042946|XP_038108067.1|CQUI	LOC5578048|XP_021707095.1|AAEG
OG0002473	LOC6042941|XP_001870880.2|CQUI	LOC5580235|XP_001662421.2|AAEG
OG0002474	LOC6049842|XP_038108015.1|CQUI	LOC5576761|XP_021710836.1|AAEG
OG0002475	LOC6038339|XP_001848154.1|CQUI	LOC5572090|XP_001660169.1|AAEG
OG0002476	LOC6040191|XP_001849641.1|CQUI	LOC5578123|XP_001656820.1|AAEG
OG0002477	LOC6043951|XP_038110645.1|CQUI	LOC5568272|XP_001657969.2|AAEG
OG0002478	LOC6043127|XP_001855949.2|CQUI	LOC5568262|XP_021707414.1|AAEG
OG0002479	LOC6046503|XP_001863689.2|CQUI	LOC5566865|XP_001651293.1|AAEG
OG0002480	LOC6036095|XP_038111231.1|CQUI	LOC5568458|XP_021706708.1|AAEG
OG0002481	LOC6037433|XP_001847344.2|CQUI	LOC5574182|XP_001661240.1|AAEG
OG0002482	LOC6054086|XP_001870060.2|CQUI	LOC110681389|XP_021712827.1|AAEG, LOC5567472|XP_001657477.1|AAEG
OG0002483	LOC6043110|XP_001855883.2|CQUI	LOC5571928|XP_001660024.2|AAEG
OG0002484	LOC6043115|XP_001855904.1|CQUI	LOC110679043|XP_021708664.1|AAEG
OG0002485	LOC6051768|XP_001868152.2|CQUI	LOC110674003|XP_021708830.1|AAEG, LOC5569747|XP_021711825.1|AAEG
OG0002486	LOC6050978|XP_001867487.1|CQUI	LOC5563671|XP_001647964.1|AAEG
OG0002487	LOC6052913|XP_038108954.1|CQUI	LOC5563687|XP_021709603.1|AAEG
OG0002488	LOC6053873|XP_038111830.1|CQUI	LOC5565442|XP_021710513.1|AAEG
OG0002489	LOC6037239|XP_038114170.1|CQUI	LOC5566703|XP_021711356.1|AAEG
OG0002490	LOC6037217|XP_038112765.1|CQUI	LOC5569490|XP_021711673.1|AAEG
OG0002491	LOC6040530|XP_001849914.2|CQUI	LOC5569131|XP_021704122.1|AAEG
OG0002492	LOC6040552|XP_001849934.2|CQUI	LOC5573211|XP_001654420.1|AAEG
OG0002493	LOC6040556|XP_038111560.1|CQUI	LOC110680935|XP_021712408.1|AAEG, LOC110677669|XP_021704333.1|AAEG, LOC5573229|XP_001654425.1|AAEG
OG0002508	LOC6035088|XP_038122670.1|CQUI	LOC5566229|XP_021694475.1|AAEG
OG0002509	LOC119765394|XP_038105104.1|CQUI, LOC119770056|XP_038120124.1|CQUI	LOC5566227|XP_001650614.1|AAEG
OG0002510	LOC6038187|XP_001848017.1|CQUI	LOC5579813|XP_001651034.1|AAEG
OG0002511	LOC6044330|XP_038110665.1|CQUI	LOC110680330|XP_021711845.1|AAEG, LOC5579809|XP_001651045.1|AAEG
OG0002512	LOC6038318|XP_038117657.1|CQUI	LOC5566531|XP_021694577.1|AAEG
OG0002513	LOC6038305|XP_001848124.2|CQUI	LOC5574331|XP_001661364.1|AAEG
OG0002514	LOC6044319|XP_001861845.1|CQUI	LOC5569471|XP_001658556.1|AAEG
OG0002515	LOC6047049|XP_038104535.1|CQUI	LOC5574724|XP_021694721.1|AAEG
OG0002515	LOC6047048|XP_001864156.2|CQUI	LOC5578674|XP_001657072.2|AAEG, LOC5565989|XP_021694961.1|AAEG
OG0002515	LOC6035140|XP_001845374.2|CQUI	LOC5576311|XP_021702748.1|AAEG
OG0002515	LOC6035141|XP_001845375.2|CQUI	LOC5576310|XP_001656050.2|AAEG
OG0002516	LOC6042706|XP_038116833.1|CQUI	LOC5563880|XP_001648191.1|AAEG
OG0002517	LOC6053207|XP_038116640.1|CQUI, LOC6053206|XP_038121940.1|CQUI, LOC119770678|XP_038121928.1|CQUI	LOC5565478|XP_021692939.1|AAEG
OG0002518	LOC6040416|XP_038105923.1|CQUI	LOC5579316|XP_001647624.2|AAEG
OG0002519	LOC119765096|XP_038104153.1|CQUI	LOC5576535|XP_021694797.1|AAEG
OG0002520	LOC119765152|XP_038104337.1|CQUI	LOC5576542|XP_021694799.1|AAEG, LOC110680949|XP_021712421.1|AAEG
OG0002521	LOC6045823|XP_038115345.1|CQUI	LOC5575945|XP_021694811.1|AAEG
OG0002522	LOC6041768|XP_001850986.2|CQUI	LOC5575266|XP_001661858.2|AAEG
OG0002523	LOC6040429|XP_038121903.1|CQUI	LOC5574208|XP_021694884.1|AAEG
OG0002524	LOC6043383|XP_038116054.1|CQUI	LOC5574419|XP_001661437.2|AAEG
OG0002525	LOC6041756|XP_038104229.1|CQUI	LOC5577191|XP_021695011.1|AAEG
OG0002526	LOC6041757|XP_001850972.2|CQUI	LOC5577193|XP_021695012.1|AAEG
OG0002528	LOC6053284|XP_038111580.1|CQUI	LOC110680616|XP_021712108.1|AAEG, LOC5578702|XP_021695083.1|AAEG
OG0002529	LOC6049217|XP_001866017.1|CQUI	LOC5578709|XP_001664008.2|AAEG
OG0002530	LOC6049213|XP_001866014.1|CQUI	LOC5578707|XP_001664006.1|AAEG
OG0002531	LOC6048445|XP_038113332.1|CQUI	LOC5570801|XP_021705515.1|AAEG, LOC5578706|XP_021695107.1|AAEG
OG0002532	LOC6040445|XP_038111080.1|CQUI	LOC5576758|XP_001656254.2|AAEG
OG0002533	LOC6035125|XP_038116394.1|CQUI	LOC110674174|XP_021693809.1|AAEG, LOC110674873|XP_021695127.1|AAEG, LOC5576752|XP_021712819.1|AAEG
OG0002534	LOC6035133|XP_001845368.2|CQUI	LOC5578374|XP_001663840.2|AAEG
OG0002535	LOC6049268|XP_038105706.1|CQUI, LOC6049269|XP_038105686.1|CQUI	LOC5579017|XP_021694477.1|AAEG
OG0002536	LOC6050127|XP_001866784.1|CQUI	LOC5569203|XP_001658374.1|AAEG
OG0002537	LOC6050067|XP_001866735.2|CQUI	LOC5566764|XP_001651171.1|AAEG
OG0002539	LOC6049760|XP_038105192.1|CQUI	LOC5573525|XP_021703231.1|AAEG
OG0002540	LOC6044376|XP_038104046.1|CQUI	LOC5570653|XP_001659248.1|AAEG
OG0002541	LOC6051486|XP_001867921.2|CQUI	LOC5570658|XP_001659252.2|AAEG
OG0002542	LOC6050195|XP_001866841.2|CQUI	LOC5573412|XP_021712942.1|AAEG
OG0002543	LOC6053285|XP_001869398.2|CQUI	LOC5580023|XP_001653905.2|AAEG
OG0002544	LOC6054124|XP_001870091.2|CQUI	LOC5578311|XP_021693147.1|AAEG
OG0002545	LOC6048459|XP_038122651.1|CQUI	LOC5570108|XP_001653087.2|AAEG
OG0002547	LOC119771193|XP_038122754.1|CQUI	LOC5571226|XP_001653523.2|AAEG
OG0002548	LOC119765155|XP_038104372.1|CQUI	LOC5579161|XP_021694174.1|AAEG
OG0002549	LOC119765154|XP_038104350.1|CQUI	LOC5579160|XP_021694164.1|AAEG
OG0002550	LOC6049174|XP_038105810.1|CQUI	LOC5569559|XP_021695182.1|AAEG
OG0002551	LOC6037404|XP_001847321.2|CQUI, LOC6038454|XP_038105325.1|CQUI	LOC5563945|XP_021695379.1|AAEG
OG0002552	LOC6038452|XP_001848249.2|CQUI	LOC5563946|XP_001648269.1|AAEG
OG0002553	LOC6045347|XP_038122761.1|CQUI	LOC5571311|XP_001653626.2|AAEG
OG0002554	LOC6035101|XP_001845337.1|CQUI	LOC5571308|XP_021696503.1|AAEG
OG0002555	LOC6035102|XP_001845338.2|CQUI	LOC5571306|XP_001653621.2|AAEG
OG0002556	LOC6044430|XP_038122718.1|CQUI	LOC5576596|XP_001656180.2|AAEG
OG0002557	LOC6052596|XP_001868839.1|CQUI	LOC5574995|XP_001655468.1|AAEG
OG0002558	LOC6049816|XP_001866517.1|CQUI	LOC5574980|XP_001655453.1|AAEG
OG0002559	LOC6044997|XP_038122831.1|CQUI	LOC5574974|XP_001655444.2|AAEG
OG0002560	LOC6045244|XP_038122871.1|CQUI	LOC5570583|XP_021698478.1|AAEG
OG0002561	LOC6052529|XP_001868783.1|CQUI	LOC5570597|XP_001653263.1|AAEG, LOC5576864|XP_001662961.1|AAEG
OG0002563	LOC6039045|XP_001848723.2|CQUI	LOC110676248|XP_021699074.1|AAEG
OG0002564	LOC119771222|XP_038122902.1|CQUI	LOC110674467|XP_021694368.1|AAEG
OG0002565	LOC119771165|XP_038122575.1|CQUI	LOC5576461|XP_001662654.2|AAEG
OG0002566	LOC6038465|XP_038112671.1|CQUI	LOC5576480|XP_021700589.1|AAEG
OG0002567	LOC6042686|XP_001853447.1|CQUI	LOC5570707|XP_021700929.1|AAEG
OG0002568	LOC6053666|XP_001869712.2|CQUI	LOC5565273|XP_001649602.2|AAEG
OG0002569	LOC6053776|XP_038105020.1|CQUI	LOC5565269|XP_001649593.2|AAEG
OG0002570	LOC6045624|XP_038112684.1|CQUI	LOC5565015|XP_021701984.1|AAEG
OG0002572	LOC6048780|XP_001865647.1|CQUI	LOC5575026|XP_001661759.2|AAEG
OG0002573	LOC6043596|XP_038111932.1|CQUI	LOC110673998|XP_021702275.1|AAEG
OG0002574	LOC6045003|XP_038104193.1|CQUI	LOC5567039|XP_021702405.1|AAEG
OG0002575	LOC6038492|XP_038112605.1|CQUI	LOC5576300|XP_021702630.1|AAEG
OG0002576	LOC6035137|XP_038104095.1|CQUI	LOC5566958|XP_001651356.2|AAEG
OG0002577	LOC6051202|XP_001867678.2|CQUI	LOC5567573|XP_001657549.2|AAEG, LOC5571609|XP_001659807.1|AAEG
OG0002578	LOC119768616|XP_038114721.1|CQUI, LOC119766588|XP_038107355.1|CQUI	LOC5576897|XP_001662997.2|AAEG
OG0002579	LOC6046334|XP_001863546.1|CQUI, LOC6036611|XP_001846641.1|CQUI	LOC5576882|XP_001662982.2|AAEG
OG0002580	LOC6053493|XP_038122769.1|CQUI	LOC5576879|XP_021703495.1|AAEG
OG0002581	LOC6034486|XP_038105426.1|CQUI	LOC5572102|XP_021704675.1|AAEG
OG0002582	LOC6034722|XP_001845004.2|CQUI	LOC5578145|XP_001663715.2|AAEG
OG0002583	LOC6034748|XP_038104664.1|CQUI	LOC5576558|XP_021705835.1|AAEG, LOC5576559|XP_021705870.1|AAEG
OG0002585	LOC119766613|XP_038107483.1|CQUI	LOC110674290|XP_021694262.1|AAEG, LOC110681263|XP_021712727.1|AAEG
OG0002586	LOC6034720|XP_038104422.1|CQUI	LOC5579214|XP_001657342.1|AAEG
OG0002587	LOC6034719|XP_038104581.1|CQUI	LOC5579215|XP_001657343.1|AAEG, LOC110678085|XP_021706354.1|AAEG
OG0002588	LOC6044481|XP_001861994.2|CQUI, LOC119765226|XP_038104620.1|CQUI	LOC5565333|XP_021706539.1|AAEG
OG0002589	LOC6053547|XP_038105601.1|CQUI	LOC5566636|XP_021706625.1|AAEG
OG0002590	LOC6053918|XP_038122805.1|CQUI	LOC5568549|XP_001652359.1|AAEG, LOC110681072|XP_021712538.1|AAEG
OG0002591	LOC6052322|XP_038111789.1|CQUI	LOC5578714|XP_021707878.1|AAEG
OG0002592	LOC6046471|XP_038104522.1|CQUI	LOC5572783|XP_001654182.2|AAEG, LOC110678898|XP_021708191.1|AAEG
OG0002593	LOC6046477|XP_038122167.1|CQUI	LOC5580226|XP_021708235.1|AAEG
OG0002594	LOC6050545|XP_038106001.1|CQUI	LOC5576867|XP_021708363.1|AAEG
OG0002595	LOC6046772|XP_038106619.1|CQUI	LOC110681100|XP_021712558.1|AAEG, LOC5576869|XP_021708482.1|AAEG
OG0002596	LOC6035372|XP_038122549.1|CQUI	LOC5570293|XP_021708725.1|AAEG
OG0002597	LOC6035360|XP_038104383.1|CQUI	LOC5568281|XP_001657977.2|AAEG
OG0002598	LOC6048982|XP_038115404.1|CQUI	LOC5567765|XP_001657664.2|AAEG
OG0002599	LOC6051236|XP_038104285.1|CQUI	LOC5574581|XP_021709408.1|AAEG
OG0002600	LOC6042018|XP_001851182.1|CQUI	LOC5573868|XP_001654904.1|AAEG
OG0002601	LOC6035637|XP_038117863.1|CQUI	LOC5568152|XP_001657902.2|AAEG
OG0002602	LOC6035648|XP_038104109.1|CQUI	LOC5566203|XP_021710294.1|AAEG
OG0002603	LOC6035230|XP_038104327.1|CQUI	LOC5567712|XP_021712083.1|AAEG, LOC5568344|XP_021710686.1|AAEG, LOC110680551|XP_021712034.1|AAEG
OG0002604	LOC6048390|XP_001865317.2|CQUI	LOC110673979|XP_021710716.1|AAEG
OG0002605	LOC119765196|XP_038104518.1|CQUI	LOC5577498|XP_001656516.2|AAEG
OG0002606	LOC6038063|XP_038105789.1|CQUI	LOC5577697|XP_021711675.1|AAEG
OG0002607	LOC6035056|XP_001845293.1|CQUI, LOC119766361|XP_038106787.1|CQUI	LOC5577700|XP_001663482.1|AAEG
OG0002609	LOC6033577|XP_001844006.2|CQUI	LOC23687795|XP_021694283.1|AAEG, LOC5573705|XP_021698924.1|AAEG
OG0002610	LOC6035548|XP_038122591.1|CQUI	LOC5571796|XP_021712744.1|AAEG
OG0002611	LOC6035544|XP_038122712.1|CQUI	LOC110680552|XP_021712035.1|AAEG, LOC5567069|XP_021712781.1|AAEG
OG0002612	LOC6050614|XP_038104404.1|CQUI	LOC5567072|XP_001651467.2|AAEG
OG0002613	LOC6044853|XP_038104158.1|CQUI	LOC5567073|XP_011493301.2|AAEG
OG0002614	LOC6047067|XP_038105087.1|CQUI, LOC6053941|XP_038106907.1|CQUI, LOC6044854|XP_038114256.1|CQUI	LOC5567074|XP_021712907.1|AAEG
OG0002615	LOC6048165|XP_038104471.1|CQUI	LOC5578996|XP_021712972.1|AAEG
OG0002616	LOC6032671|XP_038110774.1|CQUI	LOC5580293|XP_021713077.1|AAEG
OG0002617	LOC6039169|XP_001848824.2|CQUI	LOC5567839|XP_001657748.2|AAEG
OG0002618	LOC119765448|XP_038105233.1|CQUI, LOC6033979|XP_038106052.1|CQUI	LOC5568726|XP_001658105.1|AAEG, LOC110680260|XP_021711767.1|AAEG
OG0002619	LOC6032657|XP_038105617.1|CQUI	LOC5572167|XP_021713208.1|AAEG
OG0002620	LOC6040887|XP_038116857.1|CQUI	LOC5577060|XP_021713226.1|AAEG
OG0002621	LOC6046150|XP_001863389.2|CQUI	LOC5569230|XP_021713260.1|AAEG
OG0002622	LOC6042829|XP_038121167.1|CQUI	LOC110674322|XP_021694303.1|AAEG, LOC110680406|XP_021711899.1|AAEG, LOC5568115|XP_021696650.1|AAEG
OG0002623	LOC6046297|XP_038104081.1|CQUI	LOC110680812|XP_021712281.1|AAEG, LOC5565057|XP_021711970.1|AAEG, LOC110681558|XP_021713324.1|AAEG
OG0002624	LOC6046298|XP_001863523.1|CQUI	LOC5565056|XP_001649374.1|AAEG
OG0002625	LOC6046300|XP_038106082.1|CQUI	LOC5565069|XP_021713327.1|AAEG
OG0002626	LOC6031552|XP_038107347.1|CQUI, LOC6031551|XP_001842335.1|CQUI	LOC5580011|XP_021713340.1|AAEG
OG0002627	LOC6046532|XP_038104300.1|CQUI	LOC5567609|XP_021713398.1|AAEG
OG0002628	LOC6039938|XP_038104080.1|CQUI	LOC110679011|XP_021708566.1|AAEG, LOC5580206|XP_021713400.1|AAEG
OG0002629	LOC6035513|XP_038105534.1|CQUI	LOC5575988|XP_021692953.1|AAEG
OG0002630	LOC6034954|XP_038121386.1|CQUI	LOC5564678|XP_021693010.1|AAEG
OG0002631	LOC6037418|XP_038111833.1|CQUI	LOC110681181|XP_021712649.1|AAEG, LOC5570843|XP_021693039.1|AAEG
OG0002632	LOC6033709|XP_001844131.2|CQUI	LOC5576842|XP_001662950.2|AAEG
OG0002633	LOC6039200|XP_038122760.1|CQUI	LOC110674049|XP_021693079.1|AAEG
OG0002634	LOC6039199|XP_001848842.2|CQUI	LOC5580096|XP_021693080.1|AAEG
OG0002635	LOC6039610|XP_038122868.1|CQUI	LOC5566482|XP_021693091.1|AAEG
OG0002636	LOC6040685|XP_038112848.1|CQUI	LOC5566461|XP_021693131.1|AAEG
OG0002637	LOC6031662|XP_038122543.1|CQUI	LOC5563721|XP_021693215.1|AAEG
OG0002638	LOC6035387|XP_038104455.1|CQUI, LOC6035388|XP_038104698.1|CQUI	LOC5563717|XP_001647999.2|AAEG
OG0002639	LOC6035337|XP_001845549.1|CQUI	LOC5567290|XP_001651725.1|AAEG
OG0002640	LOC6046141|XP_038105323.1|CQUI	LOC5576726|XP_001656234.1|AAEG
OG0002641	LOC119765005|XP_038105425.1|CQUI	LOC5579244|XP_021693372.1|AAEG
OG0002642	LOC6046149|XP_001863388.1|CQUI	LOC23687643|XP_021693375.1|AAEG
OG0002643	LOC6042426|XP_038116514.1|CQUI	LOC5576737|XP_021693377.1|AAEG
OG0002644	LOC6040262|XP_001849697.1|CQUI	LOC5564423|XP_001648765.1|AAEG
OG0002645	LOC6039075|XP_038105065.1|CQUI	LOC5573640|XP_001660966.3|AAEG
OG0002646	LOC6049257|XP_038122895.1|CQUI	LOC5568913|XP_001658237.2|AAEG
OG0002647	LOC6049258|XP_001866049.2|CQUI	LOC5568912|XP_001658236.2|AAEG
OG0002648	LOC6047062|XP_038122743.1|CQUI	LOC5568917|XP_021693423.1|AAEG
OG0002649	LOC6040877|XP_038105238.1|CQUI	LOC5573318|XP_021693446.1|AAEG
OG0002650	LOC6037336|XP_001847260.2|CQUI	LOC5573326|XP_021693457.1|AAEG
OG0002651	LOC6042016|XP_001851181.1|CQUI	LOC110680999|XP_021712456.1|AAEG, LOC5575789|XP_021693476.1|AAEG
OG0002652	LOC6037488|XP_001847398.2|CQUI	LOC110674122|XP_021693515.1|AAEG
