Orthogroup	CQUI.longest_only	DELE.longest_only
OG0001341	LOC6037322|XP_001847247.2|CQUI	LOC108145254|XP_017126022.1|DELE, LOC108139781|XP_017117992.1|DELE, LOC108143102|XP_017122813.1|DELE
OG0001344	LOC6049262|XP_038111703.1|CQUI, LOC6049278|XP_038113436.1|CQUI	LOC108143905|XP_017123971.1|DELE
OG0001345	LOC6039603|XP_001849176.2|CQUI, LOC6035067|XP_001845303.1|CQUI	LOC108135159|XP_017111270.1|DELE
OG0001346	LOC119768737|XP_038115561.1|CQUI	LOC108143099|XP_017122809.1|DELE
OG0001347	LOC6037351|XP_001847274.2|CQUI	LOC108140939|XP_017119497.1|DELE
OG0001348	LOC6035324|XP_001845539.2|CQUI	LOC108150030|XP_017133480.1|DELE
OG0001349	LOC6031053|XP_038118485.1|CQUI	LOC108147481|XP_017129520.1|DELE
OG0001350	LOC6031018|XP_038118484.1|CQUI	LOC108150115|XP_017133568.1|DELE
OG0001351	LOC6039262|XP_001848897.2|CQUI	LOC108141388|XP_017120226.1|DELE
OG0001352	LOC6039281|XP_038119488.1|CQUI	LOC108134659|XP_017110540.1|DELE
OG0001353	LOC6047788|XP_001864800.2|CQUI, LOC6044635|XP_001862123.1|CQUI	LOC108136129|XP_017112609.1|DELE
OG0001354	LOC6047340|XP_038118747.1|CQUI	LOC108138399|XP_017116073.1|DELE, LOC108143544|XP_017123539.1|DELE
OG0001355	LOC6041332|XP_001850609.1|CQUI, LOC119768576|XP_038114525.1|CQUI, LOC6041748|XP_001850966.2|CQUI, LOC6045513|XP_001862876.1|CQUI, LOC6046214|XP_001863443.2|CQUI	LOC108137549|XP_017114763.1|DELE
OG0001356	LOC6036243|XP_038119253.1|CQUI, LOC6050488|XP_038120895.1|CQUI	LOC108147220|XP_017129087.1|DELE
OG0001357	LOC6040104|XP_001849570.2|CQUI	LOC108142216|XP_017121421.1|DELE
OG0001358	LOC6048059|XP_038118974.1|CQUI	LOC108135572|XP_017111829.1|DELE
OG0001359	LOC6050003|XP_038119402.1|CQUI, LOC6050011|XP_001866683.2|CQUI	LOC108135222|XP_017111341.1|DELE
OG0001360	LOC6036534|XP_001846579.2|CQUI	LOC108141282|XP_017120039.1|DELE
OG0001361	LOC6039413|XP_038114631.1|CQUI, LOC6031921|XP_038114630.1|CQUI	LOC108150189|XP_017133681.1|DELE
OG0001362	LOC6036218|XP_001846293.1|CQUI	LOC108150212|XP_017133720.1|DELE
OG0001363	LOC6039410|XP_001849022.1|CQUI, LOC6047507|XP_001864556.2|CQUI	LOC108149939|XP_017133348.1|DELE
OG0001364	LOC6045816|XP_038117771.1|CQUI, LOC6049405|XP_038110257.1|CQUI	LOC108144288|XP_017124464.1|DELE
OG0001365	LOC6036529|XP_001846574.1|CQUI	LOC108147524|XP_017129595.1|DELE
OG0001367	LOC6035628|XP_038118306.1|CQUI	LOC108136531|XP_017113306.1|DELE, LOC108137538|XP_017114750.1|DELE, LOC108138390|XP_017116061.1|DELE
OG0001368	LOC6033581|XP_038118796.1|CQUI	LOC108143395|XP_017123261.1|DELE
OG0001369	LOC6035620|XP_001845769.2|CQUI	LOC108136646|XP_017113458.1|DELE
OG0001370	LOC6030780|XP_001841674.2|CQUI	LOC108143578|XP_017123579.1|DELE
OG0001372	LOC6052802|XP_038118759.1|CQUI	LOC108144307|XP_017124488.1|DELE
OG0001373	LOC6041327|XP_038111903.1|CQUI	LOC108134951|XP_017110964.1|DELE
OG0001374	LOC6032452|XP_001843048.1|CQUI	LOC108149830|XP_017133193.1|DELE
OG0001375	LOC119766164|XP_038106502.1|CQUI	LOC108141205|XP_017119939.1|DELE
OG0001376	LOC6048889|XP_001865734.2|CQUI, LOC6048890|XP_001865735.2|CQUI	LOC108144719|XP_017125304.1|DELE
OG0001377	LOC6031968|XP_038112116.1|CQUI	LOC108138105|XP_017115591.1|DELE
OG0001378	LOC6039573|XP_001849170.2|CQUI	LOC108150696|XP_017134446.1|DELE
OG0001379	LOC6045361|XP_038113639.1|CQUI	LOC108134751|XP_017110681.1|DELE
OG0001381	LOC6033216|XP_001843693.2|CQUI	LOC108137937|XP_017115379.1|DELE
OG0001382	LOC6031266|XP_038109596.1|CQUI	LOC108138772|XP_017116716.1|DELE
OG0001383	LOC6048994|XP_001865828.1|CQUI	LOC108149783|XP_017133130.1|DELE
OG0001384	LOC6046637|XP_001863807.2|CQUI	LOC108139033|XP_017117131.1|DELE
OG0001385	LOC6034387|XP_038110617.1|CQUI	LOC108141833|XP_017120904.1|DELE
OG0001386	LOC6053855|XP_038106997.1|CQUI	LOC108135460|XP_017111693.1|DELE
OG0001387	LOC6047222|XP_001864306.1|CQUI, LOC6047224|XP_038112158.1|CQUI	LOC108138320|XP_017115967.1|DELE
OG0001388	LOC6032182|XP_038109835.1|CQUI, LOC6032181|XP_038113802.1|CQUI, LOC6052123|XP_001868440.2|CQUI	LOC108142018|XP_017121181.1|DELE
OG0001389	LOC6044883|XP_038121439.1|CQUI, LOC6038982|XP_038119289.1|CQUI	LOC108147296|XP_017129207.1|DELE
OG0001390	LOC6043555|XP_038119180.1|CQUI	LOC108138788|XP_017116753.1|DELE
OG0001391	LOC6048704|XP_038118530.1|CQUI	LOC108138983|XP_017117057.1|DELE
OG0001392	LOC6041800|XP_001851015.2|CQUI	LOC108135944|XP_017112385.1|DELE
OG0001393	LOC119770223|XP_038120602.1|CQUI	LOC108138889|XP_017116910.1|DELE
OG0001394	LOC6046271|XP_038119136.1|CQUI, LOC119766035|XP_038106314.1|CQUI, LOC6052486|XP_038108722.1|CQUI	LOC108141948|XP_017121079.1|DELE
OG0001395	LOC119770297|XP_038120835.1|CQUI	LOC108135509|XP_017111746.1|DELE
OG0001396	LOC6039739|XP_001849290.2|CQUI	LOC108142694|XP_017122192.1|DELE
OG0001397	LOC6047980|XP_038116129.1|CQUI, LOC6037602|XP_038121622.1|CQUI	LOC108140758|XP_017119231.1|DELE
OG0001399	LOC6046189|XP_038112799.1|CQUI	LOC108134646|XP_017110528.1|DELE, LOC108148498|XP_017131025.1|DELE
OG0001400	LOC6046814|XP_001863949.2|CQUI	LOC108149979|XP_017133393.1|DELE
OG0001401	LOC6035448|XP_001845635.2|CQUI, LOC6043103|XP_001855831.2|CQUI, LOC6035463|XP_001845649.1|CQUI	LOC108142236|XP_017121444.1|DELE
OG0001402	LOC6052985|XP_001869146.2|CQUI	LOC108142467|XP_017121837.1|DELE, LOC108142863|XP_017122425.1|DELE
OG0001403	LOC6035872|XP_001845986.2|CQUI, LOC6035873|XP_001845987.2|CQUI	LOC108145986|XP_017127216.1|DELE
OG0001404	LOC6031682|XP_038114066.1|CQUI	LOC108149114|XP_017132005.1|DELE
OG0001405	LOC6037799|XP_001847675.2|CQUI	LOC108143719|XP_017123744.1|DELE, LOC108136638|XP_017113450.1|DELE
OG0001406	LOC6051904|XP_001868262.1|CQUI	LOC108142253|XP_017121462.1|DELE
OG0001407	LOC6038938|XP_001848633.1|CQUI	LOC108135505|XP_017111738.1|DELE
OG0001408	LOC6054709|XP_001870580.2|CQUI	LOC108141275|XP_017120030.1|DELE
OG0001429	LOC6048863|XP_038105219.1|CQUI, LOC6047055|XP_038104443.1|CQUI	LOC108139299|XP_017117486.1|DELE
OG0001430	LOC6044329|XP_038105537.1|CQUI	LOC108139217|XP_017117358.1|DELE
OG0001431	LOC6035151|XP_038104540.1|CQUI	LOC108136385|XP_017112986.1|DELE
OG0001432	LOC6054521|XP_038122563.1|CQUI	LOC108140313|XP_017118492.1|DELE, LOC108143592|XP_017123606.1|DELE, LOC108136492|XP_017113199.1|DELE
OG0001433	LOC6046915|XP_038104735.1|CQUI	LOC108137400|XP_017114548.1|DELE
OG0001434	LOC6045215|XP_001862605.2|CQUI	LOC108135911|XP_017112323.1|DELE
OG0001435	LOC6051492|XP_038117227.1|CQUI, LOC6045719|XP_001863028.2|CQUI	LOC108145440|XP_017126356.1|DELE
OG0001436	LOC6050198|XP_038104525.1|CQUI	LOC108137167|XP_017114227.1|DELE
OG0001437	LOC6048183|XP_001865135.1|CQUI	LOC108149529|XP_017132650.1|DELE
OG0001438	LOC6037949|XP_038122757.1|CQUI	LOC108148766|XP_017131458.1|DELE
OG0001439	LOC6049817|XP_038122655.1|CQUI, LOC6052268|XP_038106474.1|CQUI, LOC6035724|XP_038116899.1|CQUI, LOC119766585|XP_038107328.1|CQUI	LOC108140772|XP_017119249.1|DELE
OG0001440	LOC6048960|XP_038105048.1|CQUI	LOC108137079|XP_017114093.1|DELE
OG0001442	LOC6044008|XP_001861568.1|CQUI	LOC108135189|XP_017111299.1|DELE
OG0001443	LOC6047470|XP_001864524.2|CQUI, LOC6047471|XP_001864525.2|CQUI	LOC108148654|XP_017131274.1|DELE
OG0001444	LOC6044859|XP_038104624.1|CQUI	LOC108143990|XP_017124094.1|DELE
OG0001445	LOC6039932|XP_001849430.1|CQUI	LOC108141231|XP_017119975.1|DELE
OG0001446	LOC6040670|XP_038122660.1|CQUI, LOC119765526|XP_038105472.1|CQUI	LOC108148679|XP_017131310.1|DELE
OG0001447	LOC6035336|XP_038104354.1|CQUI	LOC108140665|XP_017119096.1|DELE
OG0001448	LOC6035542|XP_001845700.1|CQUI, LOC6047272|XP_001864351.2|CQUI, LOC6047705|XP_001864727.2|CQUI	LOC108148784|XP_017131488.1|DELE
OG0001449	LOC6039600|XP_001849180.2|CQUI	LOC108141512|XP_017120430.1|DELE
OG0001450	LOC6031154|XP_038116027.1|CQUI	LOC108141588|XP_017120525.1|DELE
OG0001451	LOC6038893|XP_038113599.1|CQUI, LOC119767033|XP_038110189.1|CQUI, LOC119769371|XP_038117350.1|CQUI	LOC108147343|XP_017129259.1|DELE
OG0001452	LOC6052660|XP_038115024.1|CQUI	LOC108145442|XP_017126359.1|DELE
OG0001453	LOC6049785|XP_001866492.2|CQUI, LOC6049784|XP_001866491.2|CQUI	LOC108142749|XP_017122264.1|DELE
OG0001454	LOC6032932|XP_001843452.2|CQUI	LOC108148334|XP_017130825.1|DELE
OG0001455	LOC6051546|XP_038119698.1|CQUI	LOC108146754|XP_017128373.1|DELE
OG0001456	LOC6052304|XP_038116089.1|CQUI	LOC108135007|XP_017111030.1|DELE, LOC108141553|XP_017120480.1|DELE
OG0001457	LOC6039266|XP_038118474.1|CQUI	LOC108144984|XP_017125626.1|DELE
OG0001458	LOC6041453|XP_038116471.1|CQUI, LOC6041452|XP_038117278.1|CQUI	LOC108149686|XP_017132940.1|DELE
OG0001459	LOC6052886|XP_038112076.1|CQUI, LOC6045671|XP_038117105.1|CQUI	LOC108142652|XP_017122142.1|DELE
OG0001460	LOC6043365|XP_038120741.1|CQUI	LOC108149611|XP_017132809.1|DELE
OG0001461	LOC6048746|XP_038116352.1|CQUI	LOC108134901|XP_017110896.1|DELE
OG0001464	LOC6043979|XP_038118854.1|CQUI	LOC108136290|XP_017112865.1|DELE
OG0001465	LOC6052932|XP_038120832.1|CQUI	LOC108143606|XP_017123618.1|DELE
OG0001466	LOC6036432|XP_038121604.1|CQUI	LOC108138267|XP_017115907.1|DELE
OG0001467	LOC6050213|XP_001866857.1|CQUI, LOC6036548|XP_001846591.2|CQUI	LOC108134537|XP_017110373.1|DELE
OG0001468	LOC6038227|XP_001848055.2|CQUI	LOC108142839|XP_017122394.1|DELE
OG0001469	LOC6041964|XP_038118490.1|CQUI	LOC108149754|XP_017133054.1|DELE
OG0001470	LOC6050356|XP_038121253.1|CQUI, LOC6050354|XP_038117145.1|CQUI	LOC108142853|XP_017122410.1|DELE
OG0001471	LOC6037170|XP_038117414.1|CQUI	LOC108145847|XP_017126955.1|DELE
OG0001472	LOC6035488|XP_001845669.1|CQUI	LOC108146700|XP_017128253.1|DELE
OG0001473	LOC6043807|XP_001861406.2|CQUI, LOC6043808|XP_038122295.1|CQUI	LOC108141022|XP_017119592.1|DELE
OG0001474	LOC6040681|XP_038105414.1|CQUI	LOC108141073|XP_017119727.1|DELE
OG0001475	LOC6043752|XP_038110406.1|CQUI	LOC108141417|XP_017120278.1|DELE
OG0001476	LOC6048642|XP_038110160.1|CQUI	LOC108136582|XP_017113383.1|DELE
OG0001477	LOC6032451|XP_001843047.1|CQUI	LOC108148863|XP_017131652.1|DELE
OG0001478	LOC6034120|XP_001844488.2|CQUI	LOC108137845|XP_017115259.1|DELE
OG0001480	LOC6043201|XP_001857542.2|CQUI	LOC108137842|XP_017115257.1|DELE
OG0001481	LOC6031364|XP_038107828.1|CQUI	LOC108141815|XP_017120880.1|DELE
OG0001482	LOC6031947|XP_001842625.2|CQUI	LOC108137990|XP_017115456.1|DELE, LOC108137919|XP_017115349.1|DELE
OG0001483	LOC6043303|XP_038106817.1|CQUI	LOC108134652|XP_017110533.1|DELE, LOC108136485|XP_017113192.1|DELE
OG0001484	LOC6031200|XP_001842038.2|CQUI, LOC6036994|XP_038106889.1|CQUI	LOC108134680|XP_017110567.1|DELE
OG0001485	LOC6036177|XP_038106782.1|CQUI, LOC119766360|XP_038106781.1|CQUI, LOC6036179|XP_038113696.1|CQUI	LOC108146389|XP_017127872.1|DELE
OG0001486	LOC6034896|XP_038107061.1|CQUI	LOC108138611|XP_017116390.1|DELE, LOC108138913|XP_017116960.1|DELE
OG0001487	LOC6053489|XP_038110588.1|CQUI	LOC108134647|XP_017110529.1|DELE
OG0001488	LOC6047908|XP_038114121.1|CQUI	LOC108149044|XP_017131877.1|DELE
OG0001489	LOC6032104|XP_038107020.1|CQUI, LOC6032110|XP_038112609.1|CQUI	LOC108138728|XP_017116583.1|DELE
OG0001490	LOC6032134|XP_001842788.1|CQUI	LOC108147826|XP_017130069.1|DELE
OG0001491	LOC6033331|XP_001843796.1|CQUI	LOC108147914|XP_017130166.1|DELE
OG0001492	LOC6048340|XP_038111871.1|CQUI	LOC108150693|XP_017134443.1|DELE
OG0001493	LOC6040502|XP_001849888.1|CQUI	LOC108134915|XP_017110917.1|DELE
OG0001495	LOC6041805|XP_001851019.2|CQUI	LOC108145466|XP_017126405.1|DELE
OG0001496	LOC119769667|XP_038118888.1|CQUI	LOC108138531|XP_017116282.1|DELE
OG0001497	LOC6048948|XP_038120703.1|CQUI	LOC108143591|XP_017123601.1|DELE
OG0001500	LOC6050346|XP_038118495.1|CQUI	LOC108141596|XP_017120532.1|DELE
OG0001501	LOC6037771|XP_001847650.2|CQUI, LOC6037770|XP_001847649.2|CQUI	LOC108135095|XP_017111157.1|DELE
OG0001502	LOC6033994|XP_001844381.1|CQUI	LOC108144564|XP_017125039.1|DELE
OG0001503	LOC6031515|XP_038110033.1|CQUI	LOC108149657|XP_017132888.1|DELE
OG0001504	LOC6036866|XP_038107420.1|CQUI	LOC108137576|XP_017114792.1|DELE
OG0001506	LOC6043675|XP_038109186.1|CQUI	LOC108143448|XP_017123368.1|DELE
OG0001507	LOC6036616|XP_038108568.1|CQUI, LOC6049887|XP_038108917.1|CQUI	LOC108143675|XP_017123675.1|DELE
OG0001508	LOC6047098|XP_038110554.1|CQUI, LOC6051703|XP_038112138.1|CQUI	LOC108144979|XP_017125619.1|DELE
OG0001509	LOC6042455|XP_038114123.1|CQUI	LOC108141664|XP_017120627.1|DELE
OG0001510	LOC6049879|XP_001866569.2|CQUI, LOC6053362|XP_038112276.1|CQUI	LOC108148269|XP_017130716.1|DELE
OG0001511	LOC6034200|XP_001844554.2|CQUI	LOC108141361|XP_017120171.1|DELE
OG0001512	LOC6034555|XP_038113919.1|CQUI	LOC108142877|XP_017122440.1|DELE
OG0001513	LOC6034558|XP_038106054.1|CQUI	LOC108134672|XP_017110558.1|DELE, LOC108136874|XP_017113810.1|DELE
OG0001515	LOC6032502|XP_001843091.1|CQUI	LOC108138782|XP_017116746.1|DELE, LOC108137250|XP_017114322.1|DELE
OG0001534	LOC119768890|XP_038116590.1|CQUI, LOC6050116|XP_038116548.1|CQUI	LOC108138497|XP_017116191.1|DELE
OG0001535	LOC6049759|XP_001866470.2|CQUI	LOC108144673|XP_017125224.1|DELE
OG0001536	LOC6047702|XP_001864725.2|CQUI, LOC119769391|XP_038117458.1|CQUI	LOC108142446|XP_017121799.1|DELE
OG0001537	LOC6036962|XP_038104622.1|CQUI	LOC108137828|XP_017115242.1|DELE
OG0001538	LOC6051448|XP_001867887.1|CQUI	LOC108136228|XP_017112739.1|DELE
OG0001539	LOC6047629|XP_038111858.1|CQUI	LOC108143420|XP_017123313.1|DELE
OG0001540	LOC6045246|XP_038104466.1|CQUI	LOC108134728|XP_017110621.1|DELE
OG0001541	LOC6040730|XP_038108263.1|CQUI	LOC108143259|XP_017123059.1|DELE
OG0001542	LOC6040719|XP_038122365.1|CQUI	LOC108148333|XP_017130819.1|DELE
OG0001543	LOC6049648|XP_038119626.1|CQUI, LOC119766019|XP_038106279.1|CQUI	LOC108140042|XP_017118231.1|DELE, LOC108139561|XP_017117774.1|DELE, LOC108147639|XP_017129783.1|DELE
OG0001545	LOC6041845|XP_001851055.2|CQUI	LOC108140936|XP_017119493.1|DELE
OG0001546	LOC6041847|XP_038105040.1|CQUI, LOC6041843|XP_001851053.2|CQUI	LOC108140923|XP_017119475.1|DELE
OG0001547	LOC6034424|XP_038104911.1|CQUI	LOC108135885|XP_017112279.1|DELE
OG0001548	LOC6031444|XP_038107826.1|CQUI	LOC108137715|XP_017115087.1|DELE
OG0001549	LOC119771149|XP_038122501.1|CQUI, LOC6031765|XP_038110368.1|CQUI	LOC108150462|XP_017134133.1|DELE
OG0001550	LOC6034733|XP_001845013.1|CQUI	LOC108140690|XP_017119170.1|DELE
OG0001551	LOC6048977|XP_038105432.1|CQUI, LOC6048979|XP_038123020.1|CQUI	LOC108148628|XP_017131229.1|DELE
OG0001552	LOC6042417|XP_001851537.1|CQUI	LOC108143071|XP_017122773.1|DELE
OG0001553	LOC6049664|XP_038117806.1|CQUI	LOC108135937|XP_017112374.1|DELE
OG0001554	LOC6047921|XP_038115900.1|CQUI	LOC108135866|XP_017112257.1|DELE
OG0001555	LOC6041540|XP_038112803.1|CQUI, LOC6035547|XP_038111901.1|CQUI	LOC108139048|XP_017117155.1|DELE
OG0001556	LOC6036277|XP_001846343.1|CQUI	LOC108137982|XP_017115442.1|DELE
OG0001557	LOC6032557|XP_038117789.1|CQUI	LOC108137708|XP_017115077.1|DELE
OG0001559	LOC6032627|XP_038117581.1|CQUI	LOC108136943|XP_017113910.1|DELE
OG0001560	LOC6035520|XP_038105194.1|CQUI	LOC108141091|XP_017119779.1|DELE
OG0001561	LOC6039613|XP_001849187.2|CQUI	LOC108140752|XP_017119219.1|DELE
OG0001562	LOC6041461|XP_001850718.2|CQUI, LOC6047991|XP_001864968.2|CQUI, LOC6041457|XP_038118003.1|CQUI	LOC108135225|XP_017111343.1|DELE
OG0001563	LOC6037333|XP_038119352.1|CQUI	LOC108146894|XP_017128626.1|DELE
OG0001564	LOC6032190|XP_038114038.1|CQUI	LOC108143846|XP_017123887.1|DELE
OG0001565	LOC6049260|XP_038122779.1|CQUI, LOC6040673|XP_038108211.1|CQUI	LOC108143871|XP_017123927.1|DELE
OG0001566	LOC6045590|XP_001862931.1|CQUI	LOC108140401|XP_017118599.1|DELE
OG0001567	LOC6032066|XP_001842732.1|CQUI	LOC108144854|XP_017125490.1|DELE
OG0001568	LOC6032078|XP_038104758.1|CQUI	LOC108139165|XP_017117269.1|DELE
OG0001569	LOC6032085|XP_001842751.2|CQUI	LOC108139346|XP_017117559.1|DELE
OG0001570	LOC6033929|XP_038104685.1|CQUI	LOC108135327|XP_017111508.1|DELE
OG0001571	LOC6031781|XP_038112990.1|CQUI	LOC108141685|XP_017120653.1|DELE
OG0001572	LOC6031115|XP_001841960.1|CQUI, LOC6031114|XP_038118150.1|CQUI	LOC108141627|XP_017120585.1|DELE
OG0001573	LOC6047431|XP_038117579.1|CQUI	LOC108145946|XP_017127143.1|DELE
OG0001574	LOC6032294|XP_038113921.1|CQUI, LOC6043339|XP_001870938.1|CQUI	LOC108137200|XP_017114278.1|DELE
OG0001575	LOC6044655|XP_001862135.2|CQUI	LOC108136771|XP_017113621.1|DELE
OG0001576	LOC6036108|XP_038113191.1|CQUI	LOC108137030|XP_017114019.1|DELE
OG0001577	LOC6052635|XP_001868870.2|CQUI	LOC108148787|XP_017131492.1|DELE
OG0001578	LOC6043960|XP_001861544.2|CQUI	LOC108139075|XP_017117191.1|DELE
OG0001580	LOC6044030|XP_038120827.1|CQUI	LOC108143538|XP_017123523.1|DELE
OG0001581	LOC6033567|XP_038117164.1|CQUI	LOC108137269|XP_017114352.1|DELE, LOC108137728|XP_017115115.1|DELE
OG0001582	LOC6040624|XP_038117190.1|CQUI	LOC108144871|XP_017125511.1|DELE
OG0001583	LOC6033584|XP_038119265.1|CQUI	LOC108149935|XP_017133340.1|DELE, LOC108150541|XP_017134263.1|DELE
OG0001584	LOC6037160|XP_001847097.2|CQUI	LOC108146376|XP_017127855.1|DELE
OG0001586	LOC6033454|XP_038119090.1|CQUI	LOC108142782|XP_017122316.1|DELE
OG0001587	LOC119768753|XP_038115649.1|CQUI	LOC108137603|XP_017114863.1|DELE
OG0001588	LOC6044356|XP_038107986.1|CQUI	LOC108149671|XP_017132906.1|DELE
OG0001589	LOC6039992|XP_038107604.1|CQUI	LOC108134957|XP_017110968.1|DELE, LOC108138319|XP_017115972.1|DELE, LOC108148514|XP_017131044.1|DELE
OG0001590	LOC6041414|XP_038114421.1|CQUI	LOC108136812|XP_017113708.1|DELE, LOC108147041|XP_017128803.1|DELE
OG0001591	LOC6041386|XP_038110439.1|CQUI	LOC108148910|XP_017131715.1|DELE
OG0001593	LOC6037875|XP_038113769.1|CQUI	LOC108138125|XP_017115647.1|DELE
OG0001594	LOC6048482|XP_038113910.1|CQUI	LOC108138629|XP_017116405.1|DELE
OG0001595	LOC6048886|XP_038109078.1|CQUI	LOC108144692|XP_017125253.1|DELE
OG0001596	LOC6045156|XP_001862557.2|CQUI	LOC108138922|XP_017116978.1|DELE
OG0001597	LOC6046049|XP_001863305.1|CQUI	LOC108135009|XP_017111032.1|DELE, LOC108135010|XP_017111033.1|DELE
OG0001598	LOC6036156|XP_038107213.1|CQUI	LOC108138781|XP_017116741.1|DELE
OG0001599	LOC6038712|XP_001848456.2|CQUI	LOC108150721|XP_017134507.1|DELE
OG0001600	LOC6045655|XP_038110464.1|CQUI	LOC108138823|XP_017116811.1|DELE
OG0001601	LOC6043313|XP_001870928.1|CQUI	LOC108148223|XP_017130631.1|DELE
OG0001602	LOC6043309|XP_038108452.1|CQUI	LOC108142093|XP_017121277.1|DELE
OG0001603	LOC6038292|XP_038111276.1|CQUI, LOC6038293|XP_038114208.1|CQUI	LOC108141696|XP_017120668.1|DELE
OG0001604	LOC6050057|XP_001866724.1|CQUI	LOC108141059|XP_017119702.1|DELE
OG0001605	LOC6050058|XP_038109855.1|CQUI	LOC108145536|XP_017126524.1|DELE, LOC108146172|XP_017127600.1|DELE
OG0001606	LOC6037122|XP_001847065.1|CQUI	LOC108149206|XP_017132123.1|DELE
OG0001607	LOC6031810|XP_001842517.1|CQUI	LOC108150427|XP_017134074.1|DELE
OG0001608	LOC6044446|XP_038112177.1|CQUI	LOC108135282|XP_017111452.1|DELE
OG0001609	LOC6051399|XP_038111691.1|CQUI	LOC108144230|XP_017124396.1|DELE
OG0001610	LOC6042259|XP_001851397.2|CQUI	LOC108138978|XP_017117051.1|DELE
OG0001611	LOC6036366|XP_001846424.1|CQUI	LOC108141918|XP_017121031.1|DELE
OG0001612	LOC6031731|XP_038111935.1|CQUI, LOC6031732|XP_038113681.1|CQUI	LOC108149243|XP_017132168.1|DELE
OG0001613	LOC6048990|XP_001865824.1|CQUI, LOC6048992|XP_038113614.1|CQUI	LOC108142070|XP_017121245.1|DELE
OG0001614	LOC6043183|XP_038111683.1|CQUI	LOC108145527|XP_017126505.1|DELE
OG0001615	LOC6043231|XP_038112460.1|CQUI	LOC108149200|XP_017132114.1|DELE
OG0001616	LOC6034894|XP_038112470.1|CQUI	LOC108139650|XP_017117868.1|DELE, LOC108138291|XP_017115935.1|DELE
OG0001617	LOC6045785|XP_038113684.1|CQUI	LOC108138813|XP_017116796.1|DELE
OG0001618	LOC119768964|XP_038116737.1|CQUI, LOC6046678|XP_038116735.1|CQUI	LOC108141749|XP_017120733.1|DELE
OG0001619	LOC6044501|XP_038117207.1|CQUI, LOC6043468|XP_038108133.1|CQUI	LOC108141933|XP_017121059.1|DELE
OG0001620	LOC6053699|XP_038111510.1|CQUI	LOC108141529|XP_017120451.1|DELE
OG0001621	LOC6047973|XP_038111062.1|CQUI	LOC108141299|XP_017120053.1|DELE
OG0001622	LOC6052415|XP_038108162.1|CQUI, LOC6033089|XP_038116420.1|CQUI	LOC108136455|XP_017113126.1|DELE
OG0001623	LOC6033347|XP_001843810.2|CQUI	LOC108137838|XP_017115253.1|DELE
OG0001624	LOC6032136|XP_001842790.2|CQUI	LOC108135299|XP_017111473.1|DELE
OG0001625	LOC6032148|XP_038113764.1|CQUI	LOC108135244|XP_017111396.1|DELE
OG0001626	LOC6042208|XP_001851349.1|CQUI	LOC108147811|XP_017130043.1|DELE
OG0001627	LOC6045488|XP_038122368.1|CQUI, LOC6038139|XP_001847974.1|CQUI	LOC108148330|XP_017130817.1|DELE
OG0001628	LOC6033095|XP_038111732.1|CQUI	LOC108147078|XP_017128856.1|DELE
OG0001629	LOC6045147|XP_001862547.2|CQUI	LOC108136931|XP_017113900.1|DELE
OG0001630	LOC6039823|XP_038117663.1|CQUI	LOC108137028|XP_017114016.1|DELE
OG0001631	LOC6046005|XP_038120722.1|CQUI	LOC108141196|XP_017119929.1|DELE
OG0001632	LOC6043429|XP_038116389.1|CQUI	LOC108142020|XP_017121184.1|DELE
OG0001633	LOC6053368|XP_001869468.1|CQUI	LOC108140620|XP_017119023.1|DELE
OG0001635	LOC6037793|XP_038115973.1|CQUI, LOC6037794|XP_038119882.1|CQUI	LOC108147097|XP_017128872.1|DELE
OG0001636	LOC6040818|XP_038121776.1|CQUI, LOC6037782|XP_038121472.1|CQUI	LOC108141002|XP_017119566.1|DELE
OG0001637	LOC6043581|XP_001860242.2|CQUI	LOC108142989|XP_017122649.1|DELE
OG0001638	LOC6033998|XP_001844385.2|CQUI	LOC108136297|XP_017112871.1|DELE
OG0001639	LOC6041876|XP_001851074.2|CQUI	LOC108147594|XP_017129724.1|DELE
OG0001640	LOC6046196|XP_001863427.1|CQUI	LOC108141147|XP_017119861.1|DELE
OG0001641	LOC119767400|XP_038111848.1|CQUI, LOC6039957|XP_001849450.1|CQUI	LOC108140541|XP_017118860.1|DELE
OG0001642	LOC119768029|XP_038114244.1|CQUI	LOC108136634|XP_017113442.1|DELE
OG0001643	LOC6047363|XP_038112326.1|CQUI	LOC108138274|XP_017115915.1|DELE
OG0001644	LOC6053964|XP_038112903.1|CQUI	LOC108146971|XP_017128717.1|DELE
OG0001645	LOC6038116|XP_038112719.1|CQUI	LOC108143644|XP_017123645.1|DELE, LOC108147085|XP_017128899.1|DELE
OG0001646	LOC6037723|XP_038106396.1|CQUI	LOC108144316|XP_017124505.1|DELE
OG0001647	LOC6037737|XP_038109785.1|CQUI	LOC108149589|XP_017132712.1|DELE
OG0001648	LOC6040102|XP_038112402.1|CQUI	LOC108143200|XP_017122942.1|DELE
OG0001649	LOC6048211|XP_038112527.1|CQUI	LOC108149794|XP_017133147.1|DELE
OG0001650	LOC6031714|XP_038108789.1|CQUI	LOC108143696|XP_017123711.1|DELE
OG0001651	LOC6041652|XP_038107260.1|CQUI, LOC6043155|XP_038107430.1|CQUI	LOC108137552|XP_017114766.1|DELE
OG0001652	LOC6038348|XP_001848163.2|CQUI	LOC108135616|XP_017111920.1|DELE
OG0001653	LOC6040184|XP_038112148.1|CQUI	LOC108143228|XP_017123013.1|DELE
