Orthogroup	CQUI.longest_only	AEAL.longest_only
OG0002207	LOC6033007|XP_001843517.1|CQUI	LOC109411048|XP_019540032.1|AEAL, LOC109400268|XP_019528295.1|AEAL, LOC109411047|XP_019540031.2|AEAL
OG0002208	LOC6033006|XP_001843516.1|CQUI	LOC115266888|XP_029729352.1|AEAL, LOC109411045|XP_019540030.2|AEAL, LOC109400265|XP_029734082.1|AEAL, LOC115264165|XP_029723415.1|AEAL
OG0002209	LOC6045595|XP_001862936.2|CQUI	LOC115264148|XP_029723387.1|AEAL, LOC115264135|XP_029723360.1|AEAL, LOC109423636|XP_019554170.2|AEAL
OG0002210	LOC6045597|XP_001862938.1|CQUI	LOC109398580|XP_029714106.1|AEAL, LOC109423634|XP_029723339.1|AEAL, LOC115264139|XP_029723374.1|AEAL, LOC115264133|XP_029723349.1|AEAL, LOC115264142|XP_029723382.1|AEAL
OG0002211	LOC6045607|XP_001862945.1|CQUI	LOC109400248|XP_029723293.1|AEAL, LOC109423623|XP_029723318.1|AEAL
OG0002212	LOC6038038|XP_001847883.1|CQUI	LOC115254058|XP_029717996.1|AEAL, LOC115260814|XP_029717995.1|AEAL, LOC109405457|XP_029717119.1|AEAL, LOC109402442|XP_029732771.1|AEAL
OG0002213	LOC6051153|XP_001867636.1|CQUI	LOC115269183|XP_029733457.1|AEAL, LOC109405423|XP_019534033.1|AEAL, LOC109402447|XP_019530682.1|AEAL
OG0002214	LOC6032048|XP_038105292.1|CQUI	LOC109402950|XP_019531235.2|AEAL, LOC109416092|XP_019545605.2|AEAL
OG0002215	LOC6032095|XP_038106196.1|CQUI	LOC109406392|XP_029723522.1|AEAL, LOC109423654|XP_029723532.1|AEAL
OG0002216	LOC6032662|XP_038106882.1|CQUI	LOC109432052|XP_029723608.1|AEAL, LOC109404013|XP_029723675.1|AEAL
OG0002217	LOC6033961|XP_001844349.2|CQUI	LOC109405208|XP_019533769.2|AEAL
OG0002218	LOC6053396|XP_038104621.1|CQUI	LOC109432048|XP_019532443.2|AEAL
OG0002220	LOC6037348|XP_038105656.1|CQUI	LOC109432041|XP_029723883.1|AEAL, LOC109432033|XP_019563879.2|AEAL
OG0002221	LOC119770567|XP_038121611.1|CQUI, LOC119770566|XP_038121610.1|CQUI	LOC109409660|XP_029726005.1|AEAL, LOC115265367|XP_029725982.1|AEAL
OG0002222	LOC6032790|XP_001843329.2|CQUI	LOC109409670|XP_029726002.1|AEAL, LOC109406068|XP_029725978.1|AEAL
OG0002223	LOC6032796|XP_038115295.1|CQUI	LOC109409682|XP_029725971.1|AEAL, LOC109406052|XP_029726009.1|AEAL
OG0002224	LOC6032799|XP_038115284.1|CQUI	LOC109409684|XP_029725970.1|AEAL, LOC109406048|XP_029726015.1|AEAL
OG0002226	LOC6042794|XP_001870797.1|CQUI	LOC109410099|XP_019539184.2|AEAL
OG0002227	LOC6031136|XP_038120789.1|CQUI	LOC115265424|XP_029726304.1|AEAL, LOC109622509|XP_029726305.1|AEAL, LOC109408817|XP_029716641.1|AEAL
OG0002228	LOC6031157|XP_038120047.1|CQUI	LOC109621310|XP_029726341.1|AEAL, LOC109408584|XP_029733122.1|AEAL
OG0002229	LOC6031155|XP_001841998.2|CQUI	LOC109408654|XP_029726355.1|AEAL
OG0002230	LOC6031161|XP_038119537.1|CQUI	LOC109408557|XP_029733135.1|AEAL, LOC115268988|XP_029733139.1|AEAL, LOC109622493|XP_029726357.1|AEAL
OG0002231	LOC6050941|XP_038119258.1|CQUI, LOC119769702|XP_038119059.1|CQUI	LOC115257528|XP_029713106.1|AEAL, LOC109423370|XP_019553901.2|AEAL
OG0002233	LOC6047308|XP_038120904.1|CQUI	LOC109413983|XP_019543258.2|AEAL
OG0002234	LOC6049788|XP_038119930.1|CQUI	LOC109413996|XP_019543268.1|AEAL
OG0002234	LOC6049787|XP_001866494.1|CQUI	LOC109413995|XP_019543267.1|AEAL
OG0002235	LOC6040757|XP_038115690.1|CQUI	LOC109418028|XP_029726616.1|AEAL, LOC109622785|XP_029711997.1|AEAL
OG0002236	LOC6030997|XP_001841850.1|CQUI	LOC109418106|XP_029716549.1|AEAL, LOC109413127|XP_029726746.1|AEAL
OG0002237	LOC6047076|XP_001864183.2|CQUI	LOC109418107|XP_029716558.1|AEAL, LOC109413107|XP_029726748.1|AEAL
OG0002238	LOC6049703|XP_038118161.1|CQUI	LOC109397786|XP_029733578.1|AEAL
OG0002239	LOC6042825|XP_001870822.1|CQUI	LOC109419721|XP_019549532.1|AEAL, LOC109398638|XP_019526570.1|AEAL
OG0002240	LOC6041172|XP_038118497.1|CQUI	LOC109419705|XP_029709832.1|AEAL, LOC109398274|XP_019526143.2|AEAL
OG0002241	LOC6044078|XP_038116059.1|CQUI	LOC109419674|XP_019549454.2|AEAL, LOC115265750|XP_029727559.1|AEAL
OG0002242	LOC6044966|XP_038114646.1|CQUI	LOC109409987|XP_029725833.1|AEAL
OG0002243	LOC6044961|XP_038119719.1|CQUI	LOC115260850|XP_029718037.1|AEAL, LOC109409986|XP_019539057.2|AEAL
OG0002244	LOC6044948|XP_001862380.2|CQUI	LOC109420213|XP_019550082.2|AEAL, LOC109409980|XP_029715797.1|AEAL
OG0002245	LOC6045680|XP_038114857.1|CQUI	LOC109420236|XP_029725779.1|AEAL, LOC109397351|XP_029725794.1|AEAL
OG0002246	LOC6049979|XP_038118799.1|CQUI	LOC109420166|XP_029725764.1|AEAL, LOC109397311|XP_029725744.1|AEAL
OG0002247	LOC6038803|XP_001848521.2|CQUI	LOC109402590|XP_019530834.2|AEAL
OG0002248	LOC6047330|XP_038119197.1|CQUI	LOC109417270|XP_029725741.1|AEAL, LOC109406422|XP_029725716.1|AEAL
OG0002249	LOC6052976|XP_001869143.1|CQUI	LOC109414720|XP_019544101.1|AEAL, LOC115265296|XP_029725649.1|AEAL, LOC109427302|XP_029725650.1|AEAL
OG0002250	LOC6050221|XP_038121273.1|CQUI	LOC115267292|XP_029730066.1|AEAL, LOC109410520|XP_029725554.1|AEAL
OG0002251	LOC6049011|XP_038120599.1|CQUI	LOC109426672|XP_019557749.1|AEAL, LOC115265276|XP_029725587.1|AEAL, LOC115264036|XP_029723201.1|AEAL
OG0002252	LOC6040660|XP_001850021.2|CQUI	LOC109426637|XP_019557710.2|AEAL, LOC109417608|XP_029727509.1|AEAL
OG0002253	LOC119768700|XP_038115241.1|CQUI	LOC109417779|XP_029725534.1|AEAL, LOC109426682|XP_029725544.1|AEAL
OG0002254	LOC6052417|XP_038119674.1|CQUI	LOC109417615|XP_029725485.1|AEAL
OG0002255	LOC6041121|XP_001850425.2|CQUI	LOC109417839|XP_019547558.2|AEAL
OG0002256	LOC6053962|XP_038117648.1|CQUI	LOC109417951|XP_029727476.1|AEAL, LOC115257221|XP_029712523.1|AEAL, LOC109426839|XP_029725396.1|AEAL
OG0002257	LOC6036306|XP_038120022.1|CQUI	LOC109417975|XP_029728213.1|AEAL, LOC109426855|XP_029732512.1|AEAL
OG0002260	LOC6051586|XP_001868005.2|CQUI	LOC109406026|XP_029732398.1|AEAL, LOC109418001|XP_029732394.1|AEAL
OG0002261	LOC6039430|XP_038119745.1|CQUI	LOC109403655|XP_029735114.1|AEAL, LOC109403654|XP_019532014.1|AEAL
OG0002262	LOC6044825|XP_038120409.1|CQUI	LOC109403665|XP_019532034.2|AEAL, LOC109407962|XP_019536712.2|AEAL
OG0002263	LOC6037305|XP_001847231.1|CQUI	LOC109407927|XP_019536667.1|AEAL, LOC109413862|XP_029732340.1|AEAL
OG0002264	LOC6036281|XP_001846347.2|CQUI	LOC109405140|XP_019533693.2|AEAL
OG0002265	LOC6054106|XP_001870076.2|CQUI	LOC109410793|XP_019539874.2|AEAL
OG0002266	LOC6040111|XP_038114718.1|CQUI	LOC109404951|XP_029735001.1|AEAL, LOC109400616|XP_029735015.1|AEAL, LOC115270126|XP_029735070.1|AEAL, LOC115270128|XP_029735075.1|AEAL
OG0002267	LOC6041091|XP_001850398.2|CQUI	LOC109400684|XP_019528725.2|AEAL, LOC115270088|XP_029734914.1|AEAL, LOC115254247|XP_029734929.1|AEAL
OG0002268	LOC6041087|XP_001850394.2|CQUI	LOC115270092|XP_029734916.1|AEAL, LOC109400649|XP_029734931.1|AEAL, LOC109404580|XP_019533021.2|AEAL
OG0002269	LOC6044693|XP_038114553.1|CQUI	LOC115269977|XP_029734705.1|AEAL, LOC115265078|XP_029725149.1|AEAL
OG0002270	LOC6037148|XP_038117201.1|CQUI	LOC109430547|XP_029716894.1|AEAL
OG0002271	LOC6036553|XP_038118891.1|CQUI	LOC109415881|XP_019932697.2|AEAL, LOC109622621|XP_029712527.1|AEAL
OG0002272	LOC6035611|XP_001845760.1|CQUI	LOC109416729|XP_019546327.1|AEAL, LOC115254100|XP_029721898.1|AEAL, LOC115263107|XP_029721881.1|AEAL
OG0002273	LOC6033527|XP_038115340.1|CQUI	LOC115263250|XP_029722167.1|AEAL, LOC109407385|XP_029722197.1|AEAL, LOC109415948|XP_029722154.1|AEAL
OG0002274	LOC6048902|XP_038116037.1|CQUI	LOC109419413|XP_029722137.1|AEAL, LOC109407441|XP_029722088.1|AEAL, LOC115263249|XP_029722161.1|AEAL
OG0002275	LOC6038251|XP_038118213.1|CQUI	LOC109424157|XP_029722011.1|AEAL, LOC109430833|XP_029722024.1|AEAL
OG0002276	LOC6040614|XP_038116102.1|CQUI	LOC109430907|XP_019562550.2|AEAL, LOC115263178|XP_029721969.1|AEAL, LOC115263184|XP_029721980.1|AEAL, LOC115263171|XP_029721961.1|AEAL
OG0002277	LOC6035466|XP_038118942.1|CQUI	LOC109431677|XP_019563481.1|AEAL
OG0002278	LOC6042858|XP_038117047.1|CQUI	LOC109397949|XP_029719548.1|AEAL, LOC109431607|XP_029730328.1|AEAL, LOC115261799|XP_029719545.1|AEAL, LOC115267489|XP_029730366.1|AEAL
OG0002279	LOC6054516|XP_001870416.2|CQUI	LOC115267504|XP_029730441.1|AEAL, LOC109398044|XP_029730350.1|AEAL, LOC109431683|XP_029730337.1|AEAL
OG0002280	LOC6041979|XP_038116671.1|CQUI	LOC109431655|XP_029730342.1|AEAL
OG0002281	LOC6041008|XP_001850323.2|CQUI	LOC115267621|XP_029730624.1|AEAL, LOC109431688|XP_019563499.2|AEAL, LOC115267609|XP_029730598.1|AEAL
OG0002282	LOC119769211|XP_038117058.1|CQUI, LOC6031311|XP_001842128.2|CQUI	LOC109398065|XP_019525973.2|AEAL
OG0002283	LOC6035584|XP_038117065.1|CQUI	LOC109399443|XP_029730631.1|AEAL, LOC109398118|XP_029730550.1|AEAL
OG0002284	LOC6035592|XP_001845743.1|CQUI	LOC115267575|XP_029730512.1|AEAL, LOC109398015|XP_019525900.1|AEAL
OG0002285	LOC6050360|XP_001866980.2|CQUI	LOC115270392|XP_029735812.1|AEAL, LOC109403077|XP_019531359.2|AEAL, LOC115259999|XP_029716697.1|AEAL
OG0002286	LOC6047555|XP_038121299.1|CQUI	LOC115254000|XP_029713825.1|AEAL, LOC109412526|XP_019541694.2|AEAL
OG0002287	LOC6036821|XP_038115121.1|CQUI	LOC109411069|XP_029736017.1|AEAL, LOC109420856|XP_029735935.1|AEAL
OG0002288	LOC6036823|XP_038115902.1|CQUI	LOC109420858|XP_019550876.2|AEAL, LOC109411068|XP_029736012.1|AEAL
OG0002289	LOC6048142|XP_001865105.1|CQUI	LOC109401025|XP_029735943.1|AEAL, LOC109420869|XP_019550899.2|AEAL
OG0002290	LOC6032490|XP_001843080.1|CQUI	LOC109430645|XP_019562284.2|AEAL, LOC109423806|XP_019554383.1|AEAL
OG0002291	LOC6033513|XP_038118297.1|CQUI	LOC109423813|XP_029735409.1|AEAL, LOC109430616|XP_029735435.1|AEAL
OG0002292	LOC6033463|XP_038119085.1|CQUI	LOC115270289|XP_029735482.1|AEAL, LOC109430619|XP_029735511.1|AEAL
OG0002293	LOC119770382|XP_038121063.1|CQUI	LOC109423753|XP_019554301.2|AEAL, LOC109414259|XP_019543618.2|AEAL
OG0002294	LOC6053981|XP_001869971.2|CQUI	LOC109423740|XP_019554279.2|AEAL, LOC109414246|XP_019543602.2|AEAL
OG0002295	LOC6043755|XP_038110402.1|CQUI	LOC109403746|XP_029709909.1|AEAL
OG0002296	LOC6053408|XP_038107636.1|CQUI	LOC109421801|XP_019551899.2|AEAL
OG0002297	LOC6047771|XP_038111266.1|CQUI	LOC109414457|XP_019543832.1|AEAL, LOC115266329|XP_029728280.1|AEAL, LOC109622265|XP_029728161.1|AEAL
OG0002298	LOC6048640|XP_001865531.1|CQUI	LOC109414431|XP_029732967.1|AEAL, LOC115266339|XP_029728304.1|AEAL
OG0002299	LOC6048634|XP_001865530.1|CQUI	LOC109414429|XP_019543790.1|AEAL, LOC109622536|XP_029732969.1|AEAL
OG0002300	LOC6041296|XP_038109865.1|CQUI	LOC109428278|XP_029728476.1|AEAL, LOC109397796|XP_029728316.1|AEAL, LOC115263960|XP_029723122.1|AEAL, LOC115266385|XP_029728473.1|AEAL, LOC115266381|XP_029728472.1|AEAL
OG0002301	LOC6032442|XP_038109104.1|CQUI	LOC115258271|XP_029714204.1|AEAL, LOC109427908|XP_029728376.1|AEAL, LOC109428225|XP_029714343.1|AEAL, LOC115258317|XP_029714262.1|AEAL
OG0002302	LOC6032494|XP_038107401.1|CQUI	LOC115254026|XP_029715311.1|AEAL, LOC115259146|XP_029715524.1|AEAL
OG0002303	LOC119770001|XP_038119947.1|CQUI	LOC109406191|XP_029730920.1|AEAL, LOC109400867|XP_019528896.1|AEAL
OG0002304	LOC6034145|XP_038110271.1|CQUI	LOC115258551|XP_029714572.1|AEAL, LOC109622896|XP_029714419.1|AEAL, LOC115258243|XP_029714175.1|AEAL
OG0002305	LOC6037882|XP_038108990.1|CQUI	LOC109622876|XP_019932887.2|AEAL, LOC115258013|XP_029713870.1|AEAL
OG0002306	LOC6048483|XP_038112798.1|CQUI	LOC115257984|XP_029713826.1|AEAL, LOC115258034|XP_029713888.1|AEAL, LOC109622864|XP_019932872.2|AEAL
OG0002307	LOC6032953|XP_038114107.1|CQUI	LOC115255964|XP_029710054.1|AEAL, LOC109400958|XP_029712853.1|AEAL, LOC115257432|XP_029712874.1|AEAL, LOC109401076|XP_029713061.1|AEAL
OG0002308	LOC6054586|XP_038108430.1|CQUI	LOC109401379|XP_029711758.1|AEAL, LOC109432898|XP_029711973.1|AEAL
OG0002309	LOC6031325|XP_001842140.1|CQUI	LOC115261809|XP_029719553.1|AEAL, LOC109433039|XP_019564964.1|AEAL
OG0002310	LOC6031360|XP_038109101.1|CQUI	LOC109420544|XP_029710543.1|AEAL, LOC109621254|XP_029710641.1|AEAL
OG0002311	LOC6046331|XP_038108958.1|CQUI	LOC109425214|XP_029724846.1|AEAL
OG0002313	LOC6050065|XP_038111372.1|CQUI	LOC115253565|XP_029734367.1|AEAL, LOC109425089|XP_029725015.1|AEAL
OG0002314	LOC6050053|XP_001866720.2|CQUI	LOC115258458|XP_029714418.1|AEAL, LOC109429411|XP_019560907.2|AEAL
OG0002315	LOC6031936|XP_038109302.1|CQUI	LOC109419028|XP_019548792.1|AEAL
OG0002316	LOC6037125|XP_001847068.1|CQUI	LOC109425118|XP_019555857.2|AEAL, LOC115266964|XP_029729542.1|AEAL, LOC109429382|XP_019560837.2|AEAL
OG0002317	LOC6050062|XP_038111373.1|CQUI	LOC109413695|XP_029729448.1|AEAL
OG0002318	LOC6031952|XP_038108738.1|CQUI	LOC109419065|XP_029729417.1|AEAL, LOC109408111|XP_029729382.1|AEAL
OG0002319	LOC119767871|XP_038113550.1|CQUI, LOC6039423|XP_038106730.1|CQUI	LOC109419070|XP_019548826.2|AEAL
OG0002320	LOC6031812|XP_001842519.2|CQUI	LOC109419100|XP_019548865.2|AEAL, LOC115262905|XP_029721655.1|AEAL, LOC109409325|XP_019538319.2|AEAL
OG0002321	LOC6038275|XP_001848098.1|CQUI	LOC115258589|XP_029714704.1|AEAL, LOC109409318|XP_029714773.1|AEAL, LOC109419106|XP_029721666.1|AEAL
OG0002322	LOC6044453|XP_038109073.1|CQUI	LOC115258593|XP_029714708.1|AEAL, LOC109409301|XP_029718139.1|AEAL, LOC115258648|XP_029714815.1|AEAL
OG0002323	LOC6041510|XP_001850760.2|CQUI	LOC109622810|XP_019932811.2|AEAL, LOC115258600|XP_029714742.1|AEAL, LOC109397528|XP_019525373.2|AEAL
OG0002324	LOC6043907|XP_001861490.1|CQUI	LOC109398624|XP_029715039.1|AEAL
OG0002325	LOC6043898|XP_038113606.1|CQUI	LOC109398702|XP_029715228.1|AEAL, LOC115258909|XP_029715231.1|AEAL, LOC109404843|XP_029715250.1|AEAL
OG0002326	LOC6043897|XP_038106830.1|CQUI	LOC115258651|XP_029714818.1|AEAL, LOC115258916|XP_029715253.1|AEAL, LOC109404860|XP_029725189.1|AEAL
OG0002327	LOC6043899|XP_038108302.1|CQUI	LOC109398703|XP_029715053.1|AEAL, LOC109404878|XP_029725171.1|AEAL
OG0002328	LOC6036378|XP_001846433.2|CQUI	LOC109398714|XP_029708249.1|AEAL, LOC109406928|XP_029723176.1|AEAL
OG0002329	LOC6036369|XP_038110618.1|CQUI	LOC109407009|XP_029714678.1|AEAL
OG0002330	LOC6031186|XP_038106119.1|CQUI	LOC109398728|XP_019526668.1|AEAL
OG0002331	LOC6031208|XP_001842042.2|CQUI	LOC109407202|XP_019535727.2|AEAL, LOC109405876|XP_019534481.2|AEAL
OG0002332	LOC6042252|XP_001851390.2|CQUI	LOC115258606|XP_029714748.1|AEAL, LOC109407255|XP_019535807.2|AEAL
OG0002333	LOC6032002|XP_038113463.1|CQUI	LOC115253426|XP_029720647.1|AEAL, LOC109420918|XP_019550936.2|AEAL, LOC109412675|XP_019541850.1|AEAL
OG0002334	LOC6037004|XP_001846968.2|CQUI	LOC109420994|XP_019551015.2|AEAL
OG0002335	LOC6031823|XP_038109961.1|CQUI	LOC109420949|XP_029724682.1|AEAL, LOC115254014|XP_029714634.1|AEAL, LOC109428960|XP_019560353.2|AEAL
OG0002336	LOC6033193|XP_038109781.1|CQUI	LOC115267405|XP_029730246.1|AEAL, LOC115258521|XP_029714506.1|AEAL, LOC109405699|XP_029714581.1|AEAL
OG0002337	LOC6040014|XP_038106019.1|CQUI	LOC115263025|XP_029721815.1|AEAL, LOC109410219|XP_029729289.1|AEAL
OG0002338	LOC6040854|XP_038109267.1|CQUI	LOC115256185|XP_029710304.1|AEAL, LOC109410233|XP_029729145.1|AEAL, LOC109410232|XP_029729298.1|AEAL
OG0002339	LOC6031261|XP_038109126.1|CQUI, LOC6036110|XP_001846158.2|CQUI	LOC109622776|XP_029709355.1|AEAL, LOC109417651|XP_029709343.1|AEAL
OG0002340	LOC6041523|XP_001850773.2|CQUI	LOC109417661|XP_029709354.1|AEAL, LOC115255403|XP_029709332.1|AEAL, LOC109622154|XP_029728045.1|AEAL
OG0002341	LOC6040128|XP_001849587.2|CQUI	LOC109417669|XP_019547265.2|AEAL, LOC115255400|XP_029709328.1|AEAL
OG0002342	LOC6040132|XP_038114414.1|CQUI	LOC109417673|XP_029709304.1|AEAL, LOC115255391|XP_029709313.1|AEAL
OG0002343	LOC6036647|XP_038106750.1|CQUI	LOC109417704|XP_029709215.1|AEAL, LOC115255506|XP_029709496.1|AEAL, LOC109418207|XP_029709489.1|AEAL, LOC115255343|XP_029709221.1|AEAL, LOC115255505|XP_029709495.1|AEAL
OG0002344	LOC6036655|XP_038114418.1|CQUI	LOC109417712|XP_029709187.1|AEAL
OG0002345	LOC6033169|XP_038112404.1|CQUI	LOC115255294|XP_029709138.1|AEAL, LOC109417751|XP_029709133.1|AEAL
OG0002346	LOC6033282|XP_001843752.2|CQUI	LOC109420014|XP_019549856.2|AEAL, LOC109417754|XP_029709093.1|AEAL, LOC115253845|XP_029709132.1|AEAL
OG0002347	LOC6048996|XP_001865830.2|CQUI	LOC109420002|XP_019549835.2|AEAL, LOC109417770|XP_019547457.2|AEAL
OG0002348	LOC6050418|XP_038113237.1|CQUI	LOC109407168|XP_029709020.1|AEAL, LOC109417512|XP_029709029.1|AEAL
OG0002349	LOC6044752|XP_038122121.1|CQUI, LOC6039494|XP_038105822.1|CQUI, LOC119766897|XP_038109217.1|CQUI	LOC109419955|XP_019549788.2|AEAL
OG0002350	LOC6031634|XP_038119250.1|CQUI, LOC6033104|XP_001843599.2|CQUI	LOC109417569|XP_019547188.2|AEAL
OG0002351	LOC6042105|XP_038114014.1|CQUI	LOC109420605|XP_029708854.1|AEAL, LOC115255123|XP_029708849.1|AEAL
OG0002352	LOC6042118|XP_038112064.1|CQUI	LOC115253937|XP_029708842.1|AEAL, LOC109419875|XP_029708857.1|AEAL, LOC109420559|XP_029736336.1|AEAL
OG0002353	LOC6043228|XP_001857727.2|CQUI	LOC109417181|XP_019546847.2|AEAL
OG0002354	LOC6033274|XP_038113892.1|CQUI	LOC109419734|XP_019549552.2|AEAL, LOC115255547|XP_029709529.1|AEAL
OG0002355	LOC6038937|XP_038108240.1|CQUI	LOC109427703|XP_019558838.1|AEAL, LOC115268764|XP_029732785.1|AEAL
OG0002356	LOC6044243|XP_038114335.1|CQUI	LOC109427854|XP_019558977.2|AEAL
OG0002358	LOC6031859|XP_038106717.1|CQUI	LOC109433584|XP_029729226.1|AEAL, LOC109430123|XP_019561697.1|AEAL
OG0002359	LOC6031881|XP_038111803.1|CQUI	LOC109433559|XP_019565545.2|AEAL, LOC109430137|XP_019561715.2|AEAL
OG0002360	LOC6036445|XP_001846496.2|CQUI	LOC109430174|XP_019561771.2|AEAL
OG0002361	LOC119766965|XP_038109659.1|CQUI	LOC115265866|XP_029727671.1|AEAL, LOC109432762|XP_029727673.1|AEAL, LOC115265873|XP_029727676.1|AEAL
OG0002362	LOC6054587|XP_038107867.1|CQUI	LOC109404817|XP_029727261.1|AEAL, LOC109423925|XP_029727301.1|AEAL
OG0002363	LOC6038008|XP_001847855.1|CQUI	LOC109404794|XP_019533288.2|AEAL, LOC109423879|XP_019554478.2|AEAL
OG0002364	LOC6038009|XP_038113072.1|CQUI	LOC109404783|XP_029727265.1|AEAL, LOC109423877|XP_029727225.1|AEAL
OG0002365	LOC6038010|XP_001847857.2|CQUI	LOC109423876|XP_019554464.1|AEAL, LOC115265602|XP_029727205.1|AEAL, LOC115265603|XP_029727206.1|AEAL
OG0002366	LOC6036339|XP_038111196.1|CQUI	LOC115265578|XP_029727093.1|AEAL, LOC109409135|XP_019538094.2|AEAL
OG0002367	LOC6034393|XP_038109097.1|CQUI	LOC109432550|XP_029727013.1|AEAL, LOC109421441|XP_019551474.2|AEAL
OG0002368	LOC6039844|XP_038108567.1|CQUI	LOC109421419|XP_029727044.1|AEAL, LOC109432534|XP_019564409.2|AEAL
OG0002369	LOC6034866|XP_001845136.2|CQUI	LOC109421325|XP_029726939.1|AEAL, LOC109427814|XP_029727058.1|AEAL
OG0002370	LOC6042079|XP_038107575.1|CQUI	LOC109622939|XP_029710382.1|AEAL, LOC115265551|XP_029727003.1|AEAL
OG0002371	LOC6042074|XP_038107576.1|CQUI	LOC115256246|XP_029710372.1|AEAL, LOC115264550|XP_029724208.1|AEAL
OG0002372	LOC6033604|XP_038107033.1|CQUI	LOC109411674|XP_029720264.1|AEAL
OG0002373	LOC6042945|XP_001870884.2|CQUI	LOC109423381|XP_019553916.1|AEAL
OG0002373	LOC6053051|XP_001869210.1|CQUI	LOC109411733|XP_019540867.1|AEAL
OG0002374	LOC6048336|XP_038110935.1|CQUI	LOC109411739|XP_019540885.2|AEAL
OG0002375	LOC6037683|XP_038108247.1|CQUI	LOC115268060|XP_029731845.1|AEAL, LOC109425998|XP_019556969.2|AEAL
OG0002376	LOC6048804|XP_038122078.1|CQUI	LOC109426368|XP_029712496.1|AEAL, LOC115253927|XP_029707873.1|AEAL
OG0002377	LOC6040478|XP_001849864.2|CQUI	LOC109426328|XP_019557329.2|AEAL, LOC109406728|XP_029707824.1|AEAL, LOC115268887|XP_029732937.1|AEAL
OG0002378	LOC6042670|XP_001853364.1|CQUI	LOC115258089|XP_029713964.1|AEAL, LOC109421689|XP_029707778.1|AEAL
OG0002379	LOC6039013|XP_001848695.2|CQUI	LOC109425452|XP_029707809.1|AEAL, LOC109421727|XP_019551799.2|AEAL
OG0002380	LOC6047575|XP_001864617.1|CQUI	LOC109428058|XP_019559272.1|AEAL
OG0002381	LOC6032249|XP_001842887.1|CQUI	LOC109418291|XP_019548000.1|AEAL, LOC109428069|XP_019559289.1|AEAL
OG0002382	LOC6048718|XP_038115337.1|CQUI	LOC109428085|XP_029719956.1|AEAL, LOC109418308|XP_029720239.1|AEAL
OG0002383	LOC6054417|XP_038118937.1|CQUI	LOC115262160|XP_029720221.1|AEAL, LOC109418310|XP_029719966.1|AEAL, LOC109428086|XP_029733164.1|AEAL
OG0002384	LOC6048311|XP_038119472.1|CQUI	LOC109418403|XP_029721478.1|AEAL, LOC115253626|XP_029721792.1|AEAL
OG0002385	LOC6033033|XP_001843539.2|CQUI	LOC109418420|XP_019548148.2|AEAL, LOC109426151|XP_019557126.2|AEAL
OG0002386	LOC6033077|XP_038120640.1|CQUI	LOC109418457|XP_029722276.1|AEAL, LOC109426187|XP_029722404.1|AEAL
OG0002387	LOC6051016|XP_038115133.1|CQUI	LOC115264942|XP_029724974.1|AEAL, LOC115265121|XP_029725218.1|AEAL, LOC109401449|XP_029725016.1|AEAL
OG0002388	LOC6053486|XP_038122199.1|CQUI	LOC109401480|XP_029725758.1|AEAL, LOC109410452|XP_029710426.1|AEAL
OG0002389	LOC6047438|XP_001864493.1|CQUI, LOC6034238|XP_038106278.1|CQUI	LOC109405848|XP_019534454.1|AEAL
OG0002390	LOC6049310|XP_001866082.2|CQUI	LOC115261854|XP_029719634.1|AEAL, LOC109427059|XP_019558157.2|AEAL, LOC115265558|XP_029727010.1|AEAL
OG0002391	LOC6039477|XP_038119173.1|CQUI	LOC109416234|XP_029727083.1|AEAL
OG0002392	LOC6044685|XP_038120275.1|CQUI	LOC109425047|XP_019555801.2|AEAL, LOC115260173|XP_029716943.1|AEAL, LOC109415684|XP_029727734.1|AEAL
OG0002393	LOC6045689|XP_038119329.1|CQUI	LOC109400194|XP_029728105.1|AEAL, LOC109427121|XP_019558233.2|AEAL
OG0002394	LOC6039388|XP_038121848.1|CQUI	LOC109400185|XP_019528200.2|AEAL, LOC109427099|XP_029728199.1|AEAL
OG0002395	LOC6046522|XP_038121760.1|CQUI	LOC109399785|XP_029736337.1|AEAL
OG0002396	LOC6035019|XP_038119412.1|CQUI	LOC109410898|XP_029715336.1|AEAL
OG0002397	LOC6043888|XP_001861470.1|CQUI	LOC109415339|XP_019544771.1|AEAL, LOC109423677|XP_019554220.1|AEAL
OG0002398	LOC6050951|XP_001867465.2|CQUI	LOC109425601|XP_019556392.2|AEAL
OG0002399	LOC119768868|XP_038116323.1|CQUI	LOC115267640|XP_029730644.1|AEAL, LOC109411809|XP_029729954.1|AEAL
OG0002400	LOC6049235|XP_038120383.1|CQUI	LOC109411141|XP_029730623.1|AEAL, LOC109410907|XP_029729981.1|AEAL
OG0002401	LOC6050680|XP_001867244.2|CQUI	LOC109400885|XP_029730870.1|AEAL, LOC109415489|XP_019544917.2|AEAL
OG0002402	LOC6047584|XP_038116540.1|CQUI	LOC115253790|XP_029732418.1|AEAL, LOC115268477|XP_029732351.1|AEAL, LOC109409579|XP_029732261.1|AEAL
OG0002403	LOC6053670|XP_038118861.1|CQUI	LOC109409580|XP_029729178.1|AEAL, LOC115268451|XP_029732267.1|AEAL, LOC115268504|XP_029732438.1|AEAL, LOC109430479|XP_029732348.1|AEAL
OG0002404	LOC6044716|XP_038118794.1|CQUI	LOC115268711|XP_029732679.1|AEAL, LOC115261450|XP_029718981.1|AEAL
