Orthogroup	CQUI.longest_only	DYAK.longest_only
OG0000662	LOC6052557|XP_038120537.1|CQUI	LOC6532851|XP_002093588.1|DYAK, LOC6535694|XP_002096322.1|DYAK
OG0000663	LOC6039520|XP_001849122.2|CQUI	LOC6532139|XP_002092915.1|DYAK
OG0000664	LOC6046260|XP_038114809.1|CQUI	LOC6524215|XP_002100078.1|DYAK
OG0000665	LOC6048712|XP_001865588.1|CQUI	LOC6538561|XP_002099083.1|DYAK, LOC6538560|XP_002099082.1|DYAK
OG0000666	LOC6054798|XP_038119012.1|CQUI	LOC6530828|XP_002091711.1|DYAK, LOC26536383|XP_015046613.1|DYAK
OG0000667	LOC6046897|XP_038119403.1|CQUI	LOC6524387|XP_002100245.1|DYAK, LOC6536568|XP_002097144.3|DYAK
OG0000668	LOC6046395|XP_038118170.1|CQUI	LOC6540492|XP_002087287.1|DYAK, LOC120322355|XP_039233331.1|DYAK, LOC6537000|XP_002097569.1|DYAK
OG0000669	LOC119770724|XP_038122042.1|CQUI	LOC6524757|XP_002100601.2|DYAK
OG0000670	LOC6046815|XP_038111687.1|CQUI	LOC26534931|XP_039233753.1|DYAK, LOC6527850|XP_002088922.1|DYAK, LOC6524227|XP_002100090.1|DYAK
OG0000671	LOC6038345|XP_001848160.1|CQUI	LOC6535247|XP_002095903.1|DYAK, LOC6538180|XP_002098708.2|DYAK
OG0000672	LOC6043037|XP_038113688.1|CQUI	LOC6523991|XP_002099863.1|DYAK, LOC6525165|XP_002101003.1|DYAK
OG0000673	LOC6034544|XP_001844844.1|CQUI	LOC6524596|XP_002100453.1|DYAK, LOC6534464|XP_002095141.1|DYAK
OG0000677	LOC119771220|XP_038122896.1|CQUI	LOC6533795|XP_002094496.1|DYAK, LOC6525062|XP_002100901.1|DYAK
OG0000678	LOC6049218|XP_001866018.1|CQUI	LOC6536679|XP_002097252.1|DYAK, LOC6526344|XP_002087466.1|DYAK
OG0000679	LOC6043332|XP_001858497.2|CQUI, LOC6043334|XP_038120970.1|CQUI, LOC119770348|XP_038120969.1|CQUI, LOC6051380|XP_001867828.2|CQUI, LOC6041272|XP_001850558.1|CQUI, LOC6041270|XP_038114788.1|CQUI	LOC6525527|XP_002101362.1|DYAK
OG0000680	LOC6040463|XP_038110968.1|CQUI	LOC6525214|XP_039228893.1|DYAK, LOC6525201|XP_002101039.1|DYAK
OG0000681	LOC6034420|XP_038105001.1|CQUI	LOC6537015|XP_002097582.1|DYAK, LOC6524587|XP_002100444.1|DYAK
OG0000683	LOC119771188|XP_038122716.1|CQUI, LOC119771187|XP_038122715.1|CQUI, LOC6041367|XP_001850634.1|CQUI, LOC6035206|XP_001845435.2|CQUI	LOC6538769|XP_002099283.1|DYAK
OG0000684	LOC6048395|XP_001865319.1|CQUI	LOC6536765|XP_002097337.1|DYAK, LOC6537910|XP_002098450.1|DYAK
OG0000685	LOC6037400|XP_038114905.1|CQUI	LOC6526024|XP_002101841.1|DYAK, LOC6535915|XP_002096531.1|DYAK
OG0000686	LOC6051596|XP_038120199.1|CQUI	LOC6528327|XP_002089380.1|DYAK, LOC6525863|XP_002101683.1|DYAK
OG0000687	LOC6035321|XP_001845536.1|CQUI	LOC6530892|XP_002091744.1|DYAK, LOC6533513|XP_002094224.1|DYAK
OG0000688	LOC6040659|XP_038115242.1|CQUI	LOC6531182|XP_015051156.1|DYAK
OG0000689	LOC119769612|XP_038118657.1|CQUI	LOC6528854|XP_002089886.1|DYAK, LOC6528855|XP_002089887.1|DYAK
OG0000690	LOC6050670|XP_038115594.1|CQUI, LOC6038219|XP_001848048.1|CQUI, LOC6047742|XP_001864761.2|CQUI, LOC6042033|XP_001851195.2|CQUI, LOC6050673|XP_001867238.2|CQUI	LOC6526083|XP_002101900.1|DYAK
OG0000691	LOC6038874|XP_038122076.1|CQUI	LOC6527778|XP_002088851.1|DYAK, LOC6534182|XP_002094865.1|DYAK
OG0000692	LOC6050833|XP_038117216.1|CQUI, LOC6050834|XP_001867362.2|CQUI	LOC6539471|XP_002086361.2|DYAK, LOC6535043|XP_002095708.1|DYAK
OG0000694	LOC6047733|XP_038120382.1|CQUI	LOC6526040|XP_015046606.1|DYAK, LOC6533769|XP_002094473.2|DYAK
OG0000695	LOC6043622|XP_038113841.1|CQUI	LOC6527119|XP_002088212.3|DYAK, LOC6527114|XP_002088207.2|DYAK
OG0000696	LOC6034106|XP_001844471.1|CQUI	LOC6527642|XP_002088730.1|DYAK
OG0000697	LOC6037877|XP_001847743.2|CQUI	LOC6526118|XP_002101935.1|DYAK, LOC6528062|XP_002089129.1|DYAK
OG0000698	LOC6054309|XP_038113357.1|CQUI	LOC6526778|XP_002087881.2|DYAK, LOC6526779|XP_002087882.1|DYAK
OG0000699	LOC6031882|XP_038111805.1|CQUI	LOC6526974|XP_015053212.1|DYAK, LOC6537815|XP_002098356.2|DYAK
OG0000700	LOC6045669|XP_038108368.1|CQUI	LOC6526372|XP_002087491.1|DYAK, LOC6526603|XP_015053428.1|DYAK
OG0000701	LOC6050972|XP_038112604.1|CQUI	LOC6529966|XP_002090913.1|DYAK, LOC6524737|XP_002100581.1|DYAK
OG0000702	LOC6052432|XP_038117603.1|CQUI	LOC6538475|XP_039231629.1|DYAK, LOC6538476|XP_015048878.1|DYAK
OG0000703	LOC6035033|XP_038122275.1|CQUI	LOC6527538|XP_002088628.2|DYAK, LOC6531518|XP_002092317.1|DYAK
OG0000704	LOC6038164|XP_038120107.1|CQUI	LOC6524383|XP_039233591.1|DYAK, LOC6539002|XP_002099504.1|DYAK
OG0000705	LOC6052245|XP_038115015.1|CQUI	LOC6532388|XP_002093139.1|DYAK, LOC6532387|XP_015049320.1|DYAK
OG0000706	LOC6046887|XP_038117985.1|CQUI	LOC6529568|XP_002090565.1|DYAK, LOC6524048|XP_002099917.1|DYAK
OG0000707	LOC6045804|XP_038117453.1|CQUI	LOC6531787|XP_002092574.1|DYAK, LOC6524960|XP_002100800.1|DYAK
OG0000708	LOC6037569|XP_038120474.1|CQUI	LOC6524184|XP_039226429.1|DYAK, LOC6525558|XP_039229187.1|DYAK
OG0000709	LOC6039218|XP_038117369.1|CQUI	LOC6538928|XP_015049122.1|DYAK, LOC6524976|XP_002100816.1|DYAK
OG0000710	LOC6031510|XP_001842300.1|CQUI	LOC6536033|XP_002096648.1|DYAK, LOC6531189|XP_002092018.1|DYAK
OG0000711	LOC6036869|XP_001846852.1|CQUI	LOC6533586|XP_002094294.1|DYAK, LOC6525754|XP_002101575.1|DYAK
OG0000712	LOC119766789|XP_038108506.1|CQUI, LOC6045985|XP_038106057.1|CQUI	LOC6535760|XP_039232036.1|DYAK, LOC6535764|XP_002096387.1|DYAK
OG0000713	LOC6049870|XP_001866561.1|CQUI	LOC6537566|XP_002098112.1|DYAK, LOC6531542|XP_002092341.1|DYAK
OG0000714	LOC6045584|XP_038113889.1|CQUI	LOC6525643|XP_002101465.1|DYAK, LOC6533002|XP_002093737.1|DYAK
OG0000715	LOC119767953|XP_038113953.1|CQUI	LOC26535147|XP_015050509.1|DYAK, LOC6534207|XP_002094889.1|DYAK
OG0000716	LOC6040190|XP_001849640.2|CQUI	LOC6524095|XP_002099959.1|DYAK, LOC6534153|XP_002094837.1|DYAK
OG0000724	LOC6042711|XP_001870728.1|CQUI	LOC6526166|XP_002101976.1|DYAK, LOC6538910|XP_002099414.1|DYAK
OG0000726	LOC6035562|XP_038104583.1|CQUI	LOC6537030|XP_002097597.1|DYAK, LOC6537031|XP_002097598.1|DYAK
OG0000727	LOC6032646|XP_001843213.2|CQUI, LOC6032648|XP_038122826.1|CQUI	LOC26535257|XP_015047272.2|DYAK, LOC6535690|XP_039232687.1|DYAK, LOC26534573|XP_015047274.2|DYAK
OG0000730	LOC6031123|XP_001841967.1|CQUI	LOC6524975|XP_002100815.1|DYAK, LOC6526477|XP_002087594.2|DYAK
OG0000731	LOC6043928|XP_001861511.1|CQUI	LOC6532987|XP_039229603.1|DYAK, LOC6531558|XP_002092356.1|DYAK
OG0000732	LOC6041983|XP_001851156.1|CQUI	LOC6534397|XP_002095075.1|DYAK, LOC6534396|XP_002095074.1|DYAK
OG0000733	LOC6047563|XP_001864598.2|CQUI	LOC6538076|XP_002098610.1|DYAK, LOC6533054|XP_002093786.1|DYAK
OG0000734	LOC6052234|XP_038116578.1|CQUI	LOC6525095|XP_039233357.1|DYAK, LOC6532904|XP_002093640.1|DYAK
OG0000735	LOC6044469|XP_001861983.1|CQUI	LOC6524165|XP_002100028.1|DYAK, LOC6527878|XP_002088950.1|DYAK
OG0000736	LOC6037099|XP_038112503.1|CQUI	LOC6526672|XP_002087780.1|DYAK, LOC6526675|XP_002087781.2|DYAK
OG0000738	LOC6036448|XP_001846499.1|CQUI	LOC6527632|XP_002088720.1|DYAK, LOC6528233|XP_002089295.1|DYAK
OG0000739	LOC6036343|XP_038110352.1|CQUI	LOC6537255|XP_002097813.1|DYAK, LOC6537253|XP_002097811.1|DYAK
OG0000740	LOC6038854|XP_038113339.1|CQUI	LOC6536400|XP_039232567.1|DYAK
OG0000741	LOC6038156|XP_038115491.1|CQUI, LOC6038158|XP_001847991.2|CQUI	LOC6524962|XP_002100802.1|DYAK, LOC6536705|XP_002097277.1|DYAK
OG0000742	LOC6046871|XP_038115688.1|CQUI	LOC6526092|XP_015046635.2|DYAK, LOC6526094|XP_002101911.3|DYAK
OG0000743	LOC6050273|XP_001866910.2|CQUI	LOC6532345|XP_002093105.3|DYAK, LOC6531783|XP_002092570.1|DYAK
OG0000744	LOC6047300|XP_001864379.2|CQUI, LOC6047301|XP_001864380.2|CQUI	LOC6529347|XP_002090352.1|DYAK
OG0000746	LOC6043117|XP_001855912.2|CQUI	LOC6528520|XP_002089566.1|DYAK, LOC6528519|XP_002089565.1|DYAK
OG0000753	LOC6048959|XP_038122824.1|CQUI	LOC6536814|XP_002097384.1|DYAK, LOC6532606|XP_002093350.1|DYAK
OG0000754	LOC6049897|XP_001866577.2|CQUI	LOC6525594|XP_015046379.1|DYAK, LOC6523988|XP_002099860.1|DYAK
OG0000756	LOC6046145|XP_001863379.2|CQUI	LOC6538593|XP_002099115.1|DYAK
OG0000756	LOC6052700|XP_001868927.1|CQUI	LOC6538592|XP_002099114.2|DYAK
OG0000757	LOC6046554|XP_038118070.1|CQUI	LOC6532791|XP_039230756.1|DYAK
OG0000758	LOC6040607|XP_038119298.1|CQUI	LOC6535041|XP_002095706.2|DYAK, LOC6535040|XP_002095705.1|DYAK
OG0000761	LOC6033760|XP_038107373.1|CQUI	LOC6527138|XP_015053184.1|DYAK, LOC6527137|XP_015053617.1|DYAK
OG0000762	LOC6037908|XP_001847768.1|CQUI	LOC6527708|XP_002088792.1|DYAK, LOC6526582|XP_002087690.1|DYAK
OG0000764	LOC6039471|XP_038122347.1|CQUI	LOC6537705|XP_002098250.1|DYAK, LOC6525520|XP_002101355.3|DYAK
OG0000765	LOC6049633|XP_038120394.1|CQUI	LOC6532375|XP_002093127.1|DYAK, LOC6523904|XP_015045367.1|DYAK
OG0000766	LOC6046669|XP_001863836.1|CQUI	LOC6527825|XP_002088898.1|DYAK, LOC6523832|XP_002099707.1|DYAK
OG0000767	LOC6033818|XP_001844213.2|CQUI	LOC6537469|XP_002098025.3|DYAK, LOC6534924|XP_015050931.1|DYAK
OG0000768	LOC6037757|XP_038118780.1|CQUI	LOC6534818|XP_039229456.1|DYAK
OG0000769	LOC6036915|XP_001846890.2|CQUI	LOC6538501|XP_002099023.1|DYAK, LOC6526147|XP_002101961.2|DYAK
OG0000770	LOC119766679|XP_038107821.1|CQUI, LOC6032313|XP_001842945.1|CQUI	LOC6528857|XP_002089889.1|DYAK
OG0000771	LOC6037662|XP_038113592.1|CQUI	LOC6532849|XP_002093586.3|DYAK, LOC6532848|XP_002093585.3|DYAK
OG0000778	LOC6038198|XP_038117770.1|CQUI	LOC6533076|XP_002093808.1|DYAK, LOC6529128|XP_002090139.2|DYAK
OG0000779	LOC6051382|XP_038104144.1|CQUI, LOC6051383|XP_038115271.1|CQUI, LOC6041720|XP_038104033.1|CQUI, LOC6044161|XP_001861710.2|CQUI, LOC6044291|XP_038121588.1|CQUI	LOC6524612|XP_002100469.1|DYAK
OG0000780	LOC6044209|XP_038104803.1|CQUI, LOC6044211|XP_038104434.1|CQUI, LOC6044213|XP_038122683.1|CQUI	LOC6528815|XP_002089847.1|DYAK
OG0000781	LOC6037941|XP_038110485.1|CQUI	LOC6525328|XP_015046242.1|DYAK, LOC6539820|XP_002086704.1|DYAK
OG0000782	LOC6034796|XP_038114655.1|CQUI	LOC6533805|XP_002094506.1|DYAK, LOC6524609|XP_002100466.2|DYAK
OG0000783	LOC6034787|XP_001845060.1|CQUI	LOC6533813|XP_039230888.1|DYAK, LOC6524017|XP_002099889.1|DYAK
OG0000784	LOC6052698|XP_038104428.1|CQUI	LOC6534353|XP_002095032.1|DYAK, LOC6525695|XP_002101517.1|DYAK
OG0000785	LOC6046529|XP_001863710.2|CQUI, LOC6046527|XP_001863709.2|CQUI	LOC6538111|XP_002098646.1|DYAK, LOC6538274|XP_002098801.1|DYAK
OG0000786	LOC6037507|XP_038107901.1|CQUI	LOC6535874|XP_015047407.2|DYAK
OG0000787	LOC6035614|XP_001845763.1|CQUI	LOC6532554|XP_002093299.1|DYAK, LOC6523979|XP_002099851.1|DYAK
OG0000788	LOC6045925|XP_001863200.1|CQUI	LOC26534473|XP_015052819.1|DYAK, LOC6533310|XP_002094036.1|DYAK
OG0000789	LOC6047537|XP_001864587.2|CQUI	LOC6528123|XP_039226925.1|DYAK
OG0000790	LOC119767740|XP_038113035.1|CQUI	LOC6526258|XP_002087380.2|DYAK, LOC6526259|XP_002087381.3|DYAK
OG0000791	LOC6036471|XP_001846521.1|CQUI	LOC6538400|XP_002098924.2|DYAK, LOC6538042|XP_002098577.1|DYAK
OG0000792	LOC119767396|XP_038111828.1|CQUI, LOC6046623|XP_001863795.2|CQUI	LOC6526421|XP_002087540.3|DYAK
OG0000793	LOC6046063|XP_001863318.1|CQUI	LOC6535734|XP_002096357.1|DYAK, LOC26535498|XP_015046541.1|DYAK
OG0000794	LOC6050901|XP_001867420.2|CQUI, LOC6050899|XP_001867422.2|CQUI	LOC6526401|XP_002087520.1|DYAK, LOC6524072|XP_002099936.1|DYAK
OG0000795	LOC6034049|XP_001844428.2|CQUI	LOC6526041|XP_002101858.1|DYAK, LOC6535476|XP_002096107.1|DYAK
OG0000796	LOC6036713|XP_001846717.2|CQUI	LOC6536423|XP_002097005.2|DYAK, LOC6525071|XP_002100910.1|DYAK
OG0000797	LOC6037066|XP_001847023.1|CQUI, LOC6046197|XP_001863428.1|CQUI	LOC6536385|XP_002096967.1|DYAK, LOC6536384|XP_002096966.1|DYAK
OG0000798	LOC6052446|XP_038107346.1|CQUI	LOC6529930|XP_015052509.1|DYAK, LOC6529931|XP_015052513.1|DYAK
OG0000799	LOC6054174|XP_038108545.1|CQUI	LOC6536756|XP_002097328.1|DYAK, LOC6524027|XP_002099899.2|DYAK
OG0000801	LOC6046949|XP_001864068.1|CQUI	LOC6531791|XP_039228851.1|DYAK, LOC6530588|XP_002091501.1|DYAK
OG0000802	LOC6040365|XP_001849765.2|CQUI, LOC6051527|XP_038106125.1|CQUI, LOC6040366|XP_038110323.1|CQUI	LOC6524001|XP_002099873.2|DYAK, LOC6524000|XP_002099872.2|DYAK
OG0000803	LOC6036009|XP_001846113.1|CQUI	LOC6527176|XP_002088270.1|DYAK, LOC6532894|XP_002093630.1|DYAK
OG0000811	LOC6032795|XP_001843334.2|CQUI	LOC6531417|XP_002092220.1|DYAK
OG0000812	LOC6031005|XP_038117373.1|CQUI	LOC6524886|XP_002100726.1|DYAK, LOC26536196|XP_015050493.1|DYAK
OG0000813	LOC6036541|XP_001846586.2|CQUI	LOC6526322|XP_002087444.1|DYAK
OG0000814	LOC6042898|XP_038118763.1|CQUI	LOC6529410|XP_002090415.1|DYAK
OG0000815	LOC6031268|XP_038112299.1|CQUI, LOC6031267|XP_001842093.2|CQUI, LOC119766437|XP_038106914.1|CQUI, LOC6031271|XP_038111478.1|CQUI, LOC6031270|XP_038110981.1|CQUI	LOC6528157|XP_002089222.1|DYAK
OG0000816	LOC6036458|XP_001846508.1|CQUI	LOC6525077|XP_002100916.1|DYAK, LOC6536036|XP_002096651.2|DYAK
OG0000817	LOC6041737|XP_001850957.1|CQUI	LOC6538396|XP_002098920.2|DYAK, LOC120321768|XP_039231520.1|DYAK
OG0000819	LOC6051147|XP_038117088.1|CQUI	LOC6525713|XP_039231077.1|DYAK, LOC6525710|XP_002101532.1|DYAK
OG0000820	LOC6038086|XP_038108938.1|CQUI	LOC6525183|XP_002101021.1|DYAK, LOC6529361|XP_002090366.1|DYAK
OG0000821	LOC6036623|XP_001846651.2|CQUI	LOC6536881|XP_002097450.1|DYAK, LOC6531763|XP_002092551.1|DYAK
OG0000822	LOC6036736|XP_001846735.2|CQUI	LOC6534347|XP_002095027.3|DYAK, LOC6527723|XP_002088806.1|DYAK
OG0000830	LOC6040678|XP_001850034.1|CQUI, LOC6040677|XP_001850032.1|CQUI, LOC6040679|XP_001850033.2|CQUI	LOC6526056|XP_015046615.1|DYAK
OG0000831	LOC6032985|XP_038104688.1|CQUI, LOC6032982|XP_001843494.2|CQUI, LOC6039734|XP_001849286.2|CQUI	LOC6533845|XP_002094545.2|DYAK
OG0000832	LOC6038039|XP_001847884.1|CQUI	LOC6531490|XP_002092289.1|DYAK
OG0000833	LOC119770850|XP_038122366.1|CQUI, LOC6043801|XP_038117043.1|CQUI	LOC6535006|XP_002095676.3|DYAK
OG0000834	LOC6049792|XP_001866498.2|CQUI	LOC6537978|XP_002098515.1|DYAK
OG0000836	LOC6033191|XP_038110903.1|CQUI	LOC6528044|XP_039227579.1|DYAK
OG0000837	LOC6046885|XP_038117989.1|CQUI	LOC6524213|XP_002100076.1|DYAK
OG0000838	LOC6039707|XP_001849263.2|CQUI	LOC26536366|XP_039228223.1|DYAK, LOC26535269|XP_015052889.1|DYAK
OG0000839	LOC6032544|XP_001843124.2|CQUI	LOC6537494|XP_002098042.1|DYAK, LOC6535774|XP_015047348.2|DYAK
OG0000840	LOC6033814|XP_001844211.2|CQUI	LOC6529045|XP_002090076.1|DYAK, LOC6525407|XP_002101242.1|DYAK
OG0000842	LOC6052627|XP_038111165.1|CQUI	LOC6528509|XP_002089555.1|DYAK, LOC6535816|XP_002096438.1|DYAK
OG0000843	LOC6052901|XP_001869081.2|CQUI	LOC6531936|XP_039228503.1|DYAK
OG0000844	LOC6040955|XP_038108140.1|CQUI	LOC6531979|XP_015051651.1|DYAK, LOC6536096|XP_015047565.1|DYAK
OG0000845	LOC119769629|XP_038118744.1|CQUI, LOC6040642|XP_001850007.2|CQUI	LOC6525007|XP_002100846.1|DYAK, LOC6525009|XP_002100848.1|DYAK
OG0000854	LOC6041770|XP_001850988.2|CQUI	LOC6524103|XP_002099967.1|DYAK, LOC6524100|XP_039228477.1|DYAK
OG0000855	LOC6040439|XP_038111121.1|CQUI	LOC6523938|XP_002099810.1|DYAK, LOC6536188|XP_002096779.1|DYAK
OG0000856	LOC6042751|XP_038104746.1|CQUI	LOC6524744|XP_002100588.1|DYAK, LOC6534633|XP_002095308.3|DYAK
OG0000857	LOC6045738|XP_038104079.1|CQUI, LOC6045740|XP_001863047.2|CQUI, LOC6048852|XP_001865699.1|CQUI, LOC6052371|XP_001868657.2|CQUI	LOC6526134|XP_002101951.2|DYAK
OG0000858	LOC6033717|XP_001844137.2|CQUI	LOC6536892|XP_002097461.1|DYAK, LOC6536893|XP_002097462.1|DYAK
OG0000860	LOC6032867|XP_038115886.1|CQUI	LOC6534766|XP_002095441.3|DYAK, LOC6533426|XP_039230595.1|DYAK
OG0000861	LOC6037309|XP_001847235.1|CQUI	LOC6531869|XP_002092656.2|DYAK
OG0000862	LOC6043976|XP_001861556.2|CQUI	LOC6530708|XP_002091599.1|DYAK, LOC6528112|XP_002089179.1|DYAK
OG0000863	LOC6044024|XP_038115592.1|CQUI	LOC6537728|XP_002098273.1|DYAK, LOC6537686|XP_002098231.2|DYAK
OG0000864	LOC6041419|XP_038113943.1|CQUI	LOC6527509|XP_002088599.1|DYAK, LOC6524541|XP_002100398.1|DYAK
OG0000865	LOC6032934|XP_038112958.1|CQUI	LOC6526232|XP_002102041.1|DYAK, LOC6536375|XP_002096957.1|DYAK
OG0000866	LOC6041493|XP_038110702.1|CQUI	LOC6526399|XP_002087518.1|DYAK, LOC6526400|XP_002087519.2|DYAK
OG0000867	LOC6050061|XP_001866728.2|CQUI	LOC6528265|XP_002089318.1|DYAK, LOC6528005|XP_002089072.1|DYAK
OG0000868	LOC6037576|XP_001847472.2|CQUI, LOC6038283|XP_038112513.1|CQUI	LOC6525076|XP_002100915.1|DYAK
OG0000869	LOC119767364|XP_038111763.1|CQUI	LOC6536075|XP_002096685.1|DYAK
OG0000871	LOC6038540|XP_001848327.2|CQUI, LOC6038577|XP_038106280.1|CQUI, LOC6038538|XP_001848325.2|CQUI	LOC6530190|XP_002091128.1|DYAK
OG0000872	LOC6038131|XP_001847929.1|CQUI	LOC6525837|XP_002101657.1|DYAK, LOC6531967|XP_039228526.1|DYAK
OG0000873	LOC6047243|XP_001864326.2|CQUI, LOC6038744|XP_038111904.1|CQUI, LOC6036763|XP_038106219.1|CQUI	LOC6539817|XP_039229443.1|DYAK
OG0000874	LOC6037196|XP_038109655.1|CQUI	LOC6524198|XP_002100061.1|DYAK, LOC6531375|XP_015051292.1|DYAK
OG0000875	LOC6040537|XP_038110191.1|CQUI	LOC6534857|XP_002095529.1|DYAK
OG0000882	LOC6051045|XP_038104452.1|CQUI	LOC6525574|XP_002101409.1|DYAK, LOC6529231|XP_015052253.1|DYAK
OG0000883	LOC6048227|XP_038121671.1|CQUI, LOC6041000|XP_038121158.1|CQUI, LOC6030792|XP_001841691.2|CQUI, LOC6047675|XP_001864705.2|CQUI	LOC6524720|XP_039230630.1|DYAK
OG0000885	LOC6048168|XP_001865124.1|CQUI, LOC6048169|XP_001865125.1|CQUI, LOC6048170|XP_001865126.1|CQUI	LOC6535629|XP_015047244.1|DYAK
OG0000887	LOC6052421|XP_038120936.1|CQUI, LOC6052420|XP_038121806.1|CQUI, LOC6039002|XP_001848684.2|CQUI	LOC6525075|XP_015046084.1|DYAK
OG0000888	LOC6036591|XP_038115396.1|CQUI, LOC6036581|XP_038118642.1|CQUI	LOC6532220|XP_015049231.1|DYAK
OG0000889	LOC6033544|XP_001843978.2|CQUI	LOC6535174|XP_015051058.2|DYAK
OG0000890	LOC6043796|XP_001861395.2|CQUI	LOC6531333|XP_002092137.1|DYAK
OG0000891	LOC6041067|XP_038111593.1|CQUI	LOC6527532|XP_002088622.1|DYAK, LOC6527336|XP_002088428.1|DYAK
OG0000892	LOC6041555|XP_001850801.2|CQUI	LOC6533697|XP_002094402.1|DYAK, LOC6534771|XP_015050827.2|DYAK
OG0000893	LOC6034999|XP_001845244.2|CQUI, LOC6034994|XP_038116648.1|CQUI, LOC6034998|XP_038115749.1|CQUI, LOC6034997|XP_038115753.1|CQUI, LOC6034995|XP_001845241.2|CQUI, LOC119768921|XP_038116647.1|CQUI, LOC119768764|XP_038115747.1|CQUI, LOC119768763|XP_038115744.1|CQUI, LOC119768765|XP_038115748.1|CQUI	LOC6539878|XP_002086762.3|DYAK
OG0000894	LOC6043434|XP_001859054.2|CQUI	LOC6536100|XP_002096708.2|DYAK
OG0000895	LOC6050900|XP_001867421.2|CQUI	LOC6531432|XP_002092235.1|DYAK
OG0000896	LOC6048670|XP_038107984.1|CQUI	LOC6531414|XP_002092217.2|DYAK, LOC6524025|XP_002099897.1|DYAK
OG0000907	LOC6052354|XP_001868642.2|CQUI	LOC6531937|XP_002092723.1|DYAK
OG0000909	LOC6039203|XP_038105481.1|CQUI	LOC6523870|XP_002099743.1|DYAK, LOC6537951|XP_002098488.1|DYAK
OG0000910	LOC6034092|XP_038116190.1|CQUI	LOC6536551|XP_039232804.1|DYAK, LOC6524606|XP_039233765.1|DYAK
OG0000911	LOC6033485|XP_001843927.2|CQUI	LOC6531203|XP_002092031.1|DYAK
OG0000912	LOC6033531|XP_001843968.1|CQUI, LOC6033530|XP_001843967.1|CQUI	LOC6534551|XP_002095228.1|DYAK, LOC6534552|XP_002095229.1|DYAK
OG0000914	LOC6032957|XP_001843473.2|CQUI, LOC6032960|XP_001843476.1|CQUI, LOC6032959|XP_001843475.1|CQUI, LOC6042107|XP_001851258.1|CQUI	LOC6530117|XP_002091063.1|DYAK
OG0000915	LOC6049126|XP_038107760.1|CQUI	LOC6531445|XP_002092248.1|DYAK, LOC6524225|XP_002100088.1|DYAK
OG0000916	LOC6044540|XP_038107414.1|CQUI, LOC6044537|XP_038109271.1|CQUI	LOC6527679|XP_039227663.1|DYAK
OG0000917	LOC6036130|XP_038112959.1|CQUI	LOC6527664|XP_039227662.1|DYAK
OG0000918	LOC6053853|XP_038107451.1|CQUI	LOC6539125|XP_039226520.1|DYAK, LOC6526679|XP_002087785.1|DYAK
OG0000920	LOC6037854|XP_038106185.1|CQUI, LOC119766065|XP_038106368.1|CQUI, LOC6037857|XP_001847730.2|CQUI, LOC6037858|XP_038106186.1|CQUI, LOC119765965|XP_038106190.1|CQUI, LOC119765963|XP_038106188.1|CQUI, LOC119765964|XP_038106189.1|CQUI, LOC6039737|XP_001849288.1|CQUI	LOC6525308|XP_015046230.1|DYAK
OG0000921	LOC119770129|XP_038120407.1|CQUI, LOC6032513|XP_038120403.1|CQUI	LOC6524449|XP_039233515.1|DYAK, LOC6524450|XP_039233517.1|DYAK
OG0000922	LOC6035826|XP_001845946.2|CQUI	LOC6532914|XP_002093650.1|DYAK
OG0000923	LOC6039960|XP_001849453.1|CQUI	LOC6534227|XP_002094909.1|DYAK, LOC6536247|XP_002096833.1|DYAK
OG0000924	LOC6052729|XP_038108922.1|CQUI	LOC6524524|XP_002100381.1|DYAK
OG0000925	LOC6037245|XP_038114185.1|CQUI, LOC6037244|XP_001847173.1|CQUI	LOC6538932|XP_002099436.2|DYAK, LOC6538931|XP_002099435.1|DYAK
OG0000935	LOC6041293|XP_038115420.1|CQUI	LOC6538122|XP_002098657.2|DYAK
OG0000936	LOC6044999|XP_001862423.1|CQUI	LOC26535107|XP_015054583.1|DYAK, LOC6524692|XP_002100536.1|DYAK
OG0000937	LOC6047549|XP_038122304.1|CQUI, LOC6038645|XP_038109622.1|CQUI	LOC6538315|XP_039232217.1|DYAK
OG0000938	LOC6041884|XP_001851080.1|CQUI	LOC6531773|XP_002092560.1|DYAK, LOC6524789|XP_002100633.1|DYAK
OG0000939	LOC6044428|XP_001861946.1|CQUI	LOC6526903|XP_002088002.1|DYAK, LOC6526897|XP_002087996.1|DYAK
OG0000941	LOC6049171|XP_001865978.1|CQUI	LOC6538820|XP_002099333.1|DYAK, LOC6525927|XP_002101747.1|DYAK
OG0000942	LOC6050303|XP_001866931.2|CQUI	LOC26536025|XP_015045162.1|DYAK
OG0000943	LOC6036204|XP_038120020.1|CQUI	LOC6530250|XP_002091187.1|DYAK
OG0000944	LOC6038238|XP_038118238.1|CQUI	LOC6524674|XP_002100531.1|DYAK, LOC6528246|XP_002089301.2|DYAK
OG0000945	LOC6040018|XP_001849494.2|CQUI	LOC6532318|XP_002093078.1|DYAK, LOC6532317|XP_002093077.3|DYAK
OG0000946	LOC6044471|XP_038106712.1|CQUI, LOC6041548|XP_038107584.1|CQUI	LOC6527634|XP_002088722.1|DYAK
OG0000947	LOC6034360|XP_001844678.1|CQUI, LOC6034379|XP_038109332.1|CQUI, LOC6034378|XP_038109331.1|CQUI, LOC6034359|XP_001844677.2|CQUI	LOC6531959|XP_002092745.1|DYAK
