Orthogroup	CQUI.longest_only	HILL.longest_only
OG0001335	LOC6034790|XP_038104487.1|CQUI, LOC6034789|XP_038104575.1|CQUI	LOC119652343|XP_037912293.1|HILL
OG0001337	LOC6051267|XP_038106593.1|CQUI	LOC119657100|XP_037919783.1|HILL
OG0001338	LOC6052081|XP_001868402.1|CQUI	LOC119657367|XP_037920178.1|HILL
OG0001339	LOC6041047|XP_001850358.2|CQUI	LOC119655050|XP_037916668.1|HILL
OG0001340	LOC6035081|XP_001845316.2|CQUI	LOC119649314|XP_037907349.1|HILL
OG0001341	LOC6037322|XP_001847247.2|CQUI	LOC119651654|XP_037911265.1|HILL
OG0001342	LOC6035340|XP_038104390.1|CQUI	LOC119653250|XP_037913786.1|HILL
OG0001343	LOC6040250|XP_001849691.2|CQUI	LOC119652246|XP_037912155.1|HILL
OG0001344	LOC6049262|XP_038111703.1|CQUI, LOC6049278|XP_038113436.1|CQUI	LOC119651796|XP_037911507.1|HILL
OG0001345	LOC6039603|XP_001849176.2|CQUI, LOC6035067|XP_001845303.1|CQUI	LOC119652847|XP_037913127.1|HILL
OG0001346	LOC119768737|XP_038115561.1|CQUI	LOC119651609|XP_037911190.1|HILL
OG0001347	LOC6037351|XP_001847274.2|CQUI	LOC119656995|XP_037919658.1|HILL
OG0001348	LOC6035324|XP_001845539.2|CQUI	LOC119646138|XP_037902422.1|HILL
OG0001349	LOC6031053|XP_038118485.1|CQUI	LOC119650338|XP_037908930.1|HILL, LOC119648621|XP_037906319.1|HILL
OG0001350	LOC6031018|XP_038118484.1|CQUI	LOC119656031|XP_037918222.1|HILL
OG0001351	LOC6039262|XP_001848897.2|CQUI	LOC119646934|XP_037903549.1|HILL
OG0001352	LOC6039281|XP_038119488.1|CQUI	LOC119646485|XP_037902868.1|HILL
OG0001353	LOC6047788|XP_001864800.2|CQUI, LOC6044635|XP_001862123.1|CQUI	LOC119657814|XP_037920854.1|HILL
OG0001354	LOC6047340|XP_038118747.1|CQUI	LOC119661661|XP_037927022.1|HILL
OG0001355	LOC6041332|XP_001850609.1|CQUI, LOC119768576|XP_038114525.1|CQUI, LOC6041748|XP_001850966.2|CQUI, LOC6045513|XP_001862876.1|CQUI, LOC6046214|XP_001863443.2|CQUI	LOC119647144|XP_037903866.1|HILL
OG0001356	LOC6036243|XP_038119253.1|CQUI, LOC6050488|XP_038120895.1|CQUI	LOC119659914|XP_037924167.1|HILL
OG0001357	LOC6040104|XP_001849570.2|CQUI	LOC119650158|XP_037908633.1|HILL, LOC119650159|XP_037908634.1|HILL, LOC119655198|XP_037916898.1|HILL
OG0001358	LOC6048059|XP_038118974.1|CQUI	LOC119649831|XP_037908101.1|HILL
OG0001359	LOC6050003|XP_038119402.1|CQUI, LOC6050011|XP_001866683.2|CQUI	LOC119649801|XP_037908041.1|HILL
OG0001360	LOC6036534|XP_001846579.2|CQUI	LOC119660268|XP_037924655.1|HILL
OG0001361	LOC6039413|XP_038114631.1|CQUI, LOC6031921|XP_038114630.1|CQUI	LOC119649638|XP_037907817.1|HILL
OG0001362	LOC6036218|XP_001846293.1|CQUI	LOC119649515|XP_037907624.1|HILL
OG0001363	LOC6039410|XP_001849022.1|CQUI, LOC6047507|XP_001864556.2|CQUI	LOC119660259|XP_037924645.1|HILL
OG0001364	LOC6045816|XP_038117771.1|CQUI, LOC6049405|XP_038110257.1|CQUI	LOC119653200|XP_037913699.1|HILL
OG0001365	LOC6036529|XP_001846574.1|CQUI	LOC119648268|XP_037905850.1|HILL
OG0001366	LOC6041992|XP_038118369.1|CQUI	LOC119649229|XP_037907216.1|HILL
OG0001367	LOC6035628|XP_038118306.1|CQUI	LOC119646490|XP_037902877.1|HILL
OG0001368	LOC6033581|XP_038118796.1|CQUI	LOC119658811|XP_037922460.1|HILL
OG0001369	LOC6035620|XP_001845769.2|CQUI	LOC119654759|XP_037916228.1|HILL
OG0001370	LOC6030780|XP_001841674.2|CQUI	LOC119646383|XP_037902755.1|HILL
OG0001372	LOC119769633|XP_038118760.1|CQUI	LOC119646397|XP_037902768.1|HILL
OG0001373	LOC6041327|XP_038111903.1|CQUI	LOC119653079|XP_037913495.1|HILL
OG0001374	LOC6032452|XP_001843048.1|CQUI	LOC119661235|XP_037926392.1|HILL
OG0001375	LOC119766164|XP_038106502.1|CQUI	LOC119659993|XP_037924293.1|HILL
OG0001376	LOC6048889|XP_001865734.2|CQUI, LOC6048890|XP_001865735.2|CQUI	LOC119646276|XP_037902613.1|HILL
OG0001377	LOC6031968|XP_038112116.1|CQUI	LOC119650354|XP_037908968.1|HILL
OG0001378	LOC6039573|XP_001849170.2|CQUI	LOC119656648|XP_037919037.1|HILL, LOC119657864|XP_037920917.1|HILL
OG0001379	LOC6045361|XP_038113639.1|CQUI	LOC119651100|XP_037910387.1|HILL
OG0001381	LOC6033216|XP_001843693.2|CQUI	LOC119647953|XP_037905272.1|HILL
OG0001382	LOC6031266|XP_038109596.1|CQUI	LOC119661475|XP_037926765.1|HILL
OG0001383	LOC6048994|XP_001865828.1|CQUI	LOC119647254|XP_037904062.1|HILL
OG0001384	LOC6046637|XP_001863807.2|CQUI	LOC119650590|XP_037909365.1|HILL
OG0001386	LOC6048075|XP_038107435.1|CQUI, LOC6053855|XP_038106997.1|CQUI	LOC119648014|XP_037905349.1|HILL
OG0001387	LOC6047222|XP_001864306.1|CQUI, LOC6047224|XP_038112158.1|CQUI	LOC119658144|XP_037921342.1|HILL
OG0001388	LOC6032182|XP_038109835.1|CQUI, LOC6032181|XP_038113802.1|CQUI, LOC6052123|XP_001868440.2|CQUI	LOC119647241|XP_037904032.1|HILL
OG0001389	LOC6044883|XP_038121439.1|CQUI, LOC6038982|XP_038119289.1|CQUI	LOC119652995|XP_037913350.1|HILL
OG0001390	LOC6043555|XP_038119180.1|CQUI	LOC119659069|XP_037922906.1|HILL
OG0001391	LOC6048704|XP_038118530.1|CQUI	LOC119659041|XP_037922869.1|HILL, LOC119660450|XP_037924937.1|HILL
OG0001392	LOC6041800|XP_001851015.2|CQUI	LOC119654285|XP_037915501.1|HILL
OG0001393	LOC119770223|XP_038120602.1|CQUI	LOC119658993|XP_037922803.1|HILL
OG0001394	LOC6046271|XP_038119136.1|CQUI, LOC119766035|XP_038106314.1|CQUI, LOC6052486|XP_038108722.1|CQUI	LOC119660939|XP_037925866.1|HILL
OG0001395	LOC119770297|XP_038120835.1|CQUI	LOC119659967|XP_037924255.1|HILL
OG0001396	LOC6039739|XP_001849290.2|CQUI	LOC119654659|XP_037916078.1|HILL
OG0001397	LOC6047980|XP_038116129.1|CQUI, LOC6037602|XP_038121622.1|CQUI	LOC119660543|XP_037925106.1|HILL
OG0001399	LOC6046189|XP_038112799.1|CQUI	LOC119653725|XP_037914561.1|HILL
OG0001400	LOC6046814|XP_001863949.2|CQUI	LOC119649562|XP_037907686.1|HILL, LOC119649358|XP_037907399.1|HILL
OG0001401	LOC6035448|XP_001845635.2|CQUI, LOC6043103|XP_001855831.2|CQUI, LOC6035463|XP_001845649.1|CQUI	LOC119650076|XP_037908503.1|HILL
OG0001402	LOC6052985|XP_001869146.2|CQUI	LOC119649300|XP_037907323.1|HILL
OG0001403	LOC6035872|XP_001845986.2|CQUI, LOC6035873|XP_001845987.2|CQUI	LOC119657757|XP_037920740.1|HILL
OG0001404	LOC6031682|XP_038114066.1|CQUI	LOC119653478|XP_037914032.1|HILL
OG0001405	LOC6037799|XP_001847675.2|CQUI	LOC119654372|XP_037915653.1|HILL, LOC119654030|XP_037915121.1|HILL, LOC119655178|XP_037916858.1|HILL, LOC119654029|XP_037915120.1|HILL
OG0001406	LOC6051904|XP_001868262.1|CQUI	LOC119655945|XP_037918064.1|HILL
OG0001407	LOC6038938|XP_001848633.1|CQUI	LOC119649363|XP_037907405.1|HILL
OG0001408	LOC6054709|XP_001870580.2|CQUI	LOC119653786|XP_037914717.1|HILL, LOC119653785|XP_037914716.1|HILL, LOC119649778|XP_037908008.1|HILL, LOC119649900|XP_037908222.1|HILL, LOC119649959|XP_037908323.1|HILL, LOC119653782|XP_037914712.1|HILL, LOC119655494|XP_037917324.1|HILL, LOC119654611|XP_037916011.1|HILL
OG0001410	LOC119770332|XP_038120939.1|CQUI, LOC119771190|XP_038122723.1|CQUI, LOC119766092|XP_038106412.1|CQUI, LOC119766286|XP_038106664.1|CQUI, LOC119770593|XP_038121717.1|CQUI, LOC119765989|XP_038106230.1|CQUI, LOC119770154|XP_038120466.1|CQUI, LOC119769184|XP_038117017.1|CQUI	LOC119648418|XP_037906098.1|HILL, LOC119648417|XP_037906097.1|HILL
OG0001429	LOC6048863|XP_038105219.1|CQUI	LOC119653219|XP_037913722.1|HILL
OG0001429	LOC6047055|XP_038104443.1|CQUI	LOC119652468|XP_037912562.1|HILL
OG0001431	LOC6035151|XP_038104540.1|CQUI	LOC119658102|XP_037921296.1|HILL, LOC119657456|XP_037920298.1|HILL
OG0001432	LOC6054521|XP_038122563.1|CQUI	LOC119657036|XP_037919718.1|HILL
OG0001433	LOC6046915|XP_038104735.1|CQUI	LOC119652346|XP_037912300.1|HILL
OG0001434	LOC6045215|XP_001862605.2|CQUI	LOC119656546|XP_037918836.1|HILL
OG0001435	LOC6051492|XP_038117227.1|CQUI, LOC6045719|XP_001863028.2|CQUI	LOC119656806|XP_037919345.1|HILL
OG0001436	LOC6050198|XP_038104525.1|CQUI	LOC119656606|XP_037918968.1|HILL
OG0001437	LOC6048183|XP_001865135.1|CQUI	LOC119659054|XP_037922891.1|HILL
OG0001438	LOC6037949|XP_038122757.1|CQUI	LOC119656888|XP_037919486.1|HILL
OG0001439	LOC6049817|XP_038122655.1|CQUI, LOC6052268|XP_038106474.1|CQUI, LOC6035724|XP_038116899.1|CQUI, LOC119766585|XP_038107328.1|CQUI	LOC119659035|XP_037922858.1|HILL
OG0001440	LOC6048960|XP_038105048.1|CQUI	LOC119651352|XP_037910839.1|HILL
OG0001441	LOC6031440|XP_001842245.2|CQUI, LOC6031441|XP_038105457.1|CQUI	LOC119656960|XP_037919608.1|HILL
OG0001442	LOC6044008|XP_001861568.1|CQUI	LOC119657508|XP_037920372.1|HILL
OG0001443	LOC6047470|XP_001864524.2|CQUI, LOC6047471|XP_001864525.2|CQUI	LOC119653014|XP_037913378.1|HILL
OG0001444	LOC6044859|XP_038104624.1|CQUI	LOC119657226|XP_037919966.1|HILL, LOC119657317|XP_037920104.1|HILL, LOC119658133|XP_037921330.1|HILL
OG0001445	LOC6039932|XP_001849430.1|CQUI	LOC119650719|XP_037909661.1|HILL
OG0001446	LOC6040670|XP_038122660.1|CQUI, LOC119765526|XP_038105472.1|CQUI	LOC119650743|XP_037909739.1|HILL
OG0001447	LOC6035336|XP_038104354.1|CQUI	LOC119655582|XP_037917453.1|HILL
OG0001448	LOC6035542|XP_001845700.1|CQUI, LOC6047272|XP_001864351.2|CQUI, LOC6047705|XP_001864727.2|CQUI	LOC119652654|XP_037912834.1|HILL
OG0001449	LOC6039600|XP_001849180.2|CQUI	LOC119650287|XP_037908845.1|HILL
OG0001450	LOC6031154|XP_038116027.1|CQUI	LOC119657746|XP_037920724.1|HILL
OG0001451	LOC6038893|XP_038113599.1|CQUI, LOC119767033|XP_038110189.1|CQUI, LOC119769371|XP_038117350.1|CQUI	LOC119661787|XP_037927198.1|HILL
OG0001452	LOC6052660|XP_038115024.1|CQUI	LOC119647289|XP_037904121.1|HILL
OG0001453	LOC6049785|XP_001866492.2|CQUI, LOC6049784|XP_001866491.2|CQUI	LOC119649865|XP_037908164.1|HILL
OG0001454	LOC6032932|XP_001843452.2|CQUI	LOC119659256|XP_037923175.1|HILL
OG0001455	LOC6051546|XP_038119698.1|CQUI	LOC119648164|XP_037905667.1|HILL
OG0001456	LOC6052304|XP_038116089.1|CQUI	LOC119649465|XP_037907551.1|HILL
OG0001457	LOC6039266|XP_038118474.1|CQUI	LOC119661698|XP_037927072.1|HILL
OG0001458	LOC6041453|XP_038116471.1|CQUI, LOC6041452|XP_038117278.1|CQUI	LOC119646766|XP_037903273.1|HILL
OG0001459	LOC6052886|XP_038112076.1|CQUI, LOC6045671|XP_038117105.1|CQUI	LOC119649746|XP_037907963.1|HILL
OG0001460	LOC6043365|XP_038120741.1|CQUI	LOC119647907|XP_037905148.1|HILL
OG0001461	LOC6048746|XP_038116352.1|CQUI	LOC119655555|XP_037917406.1|HILL
OG0001464	LOC6043979|XP_038118854.1|CQUI	LOC119660865|XP_037925689.1|HILL
OG0001465	LOC6052932|XP_038120832.1|CQUI	LOC119661306|XP_037926524.1|HILL
OG0001466	LOC6036432|XP_038121604.1|CQUI	LOC119647116|XP_037903831.1|HILL
OG0001467	LOC6050213|XP_001866857.1|CQUI, LOC6036548|XP_001846591.2|CQUI	LOC119646387|XP_037902758.1|HILL
OG0001468	LOC6038227|XP_001848055.2|CQUI	LOC119649357|XP_037907395.1|HILL
OG0001469	LOC6041964|XP_038118490.1|CQUI	LOC119660627|XP_037925261.1|HILL
OG0001470	LOC6050356|XP_038121253.1|CQUI, LOC6050354|XP_038117145.1|CQUI	LOC119650028|XP_037908433.1|HILL
OG0001471	LOC6037170|XP_038117414.1|CQUI	LOC119650245|XP_037908763.1|HILL
OG0001472	LOC6035488|XP_001845669.1|CQUI	LOC119648953|XP_037906799.1|HILL
OG0001474	LOC6040681|XP_038105414.1|CQUI	LOC119655942|XP_037918063.1|HILL
OG0001475	LOC6043752|XP_038110406.1|CQUI	LOC119646535|XP_037902929.1|HILL
OG0001476	LOC6048642|XP_038110160.1|CQUI	LOC119646631|XP_037903069.1|HILL
OG0001477	LOC6032451|XP_001843047.1|CQUI	LOC119653829|XP_037914803.1|HILL
OG0001478	LOC6034120|XP_001844488.2|CQUI	LOC119652561|XP_037912697.1|HILL, LOC119652209|XP_037912077.1|HILL
OG0001480	LOC6043201|XP_001857542.2|CQUI	LOC119661320|XP_037926543.1|HILL
OG0001481	LOC6031364|XP_038107828.1|CQUI	LOC119652936|XP_037913257.1|HILL
OG0001482	LOC6031947|XP_001842625.2|CQUI	LOC119653980|XP_037915070.1|HILL
OG0001483	LOC6043303|XP_038106817.1|CQUI	LOC119653092|XP_037913523.1|HILL
OG0001484	LOC6031200|XP_001842038.2|CQUI, LOC6036994|XP_038106889.1|CQUI	LOC119647542|XP_037904460.1|HILL, LOC119647544|XP_037904463.1|HILL
OG0001485	LOC6036177|XP_038106782.1|CQUI, LOC119766360|XP_038106781.1|CQUI, LOC6036179|XP_038113696.1|CQUI	LOC119649244|XP_037907238.1|HILL
OG0001486	LOC6034896|XP_038107061.1|CQUI	LOC119652475|XP_037912573.1|HILL
OG0001487	LOC6053489|XP_038110588.1|CQUI	LOC119651066|XP_037910330.1|HILL
OG0001488	LOC6047908|XP_038114121.1|CQUI	LOC119661214|XP_037926365.1|HILL, LOC119657365|XP_037920176.1|HILL, LOC119661305|XP_037926523.1|HILL, LOC119651417|XP_037910940.1|HILL, LOC119661215|XP_037926367.1|HILL
OG0001489	LOC6032104|XP_038107020.1|CQUI, LOC6032110|XP_038112609.1|CQUI	LOC119651713|XP_037911355.1|HILL
OG0001490	LOC6032134|XP_001842788.1|CQUI	LOC119651715|XP_037911364.1|HILL
OG0001491	LOC6033331|XP_001843796.1|CQUI	LOC119646618|XP_037903052.1|HILL
OG0001492	LOC6048340|XP_038111871.1|CQUI	LOC119646771|XP_037903281.1|HILL
OG0001493	LOC6040502|XP_001849888.1|CQUI	LOC119655859|XP_037917907.1|HILL
OG0001494	LOC119770364|XP_038121011.1|CQUI, LOC6045228|XP_001862626.2|CQUI, LOC119770518|XP_038121458.1|CQUI, LOC119770266|XP_038120748.1|CQUI, LOC6054405|XP_001870323.1|CQUI	LOC119655481|XP_037917309.1|HILL
OG0001495	LOC6041805|XP_001851019.2|CQUI	LOC119653406|XP_037913898.1|HILL
OG0001496	LOC119769667|XP_038118888.1|CQUI	LOC119655329|XP_037917098.1|HILL
OG0001497	LOC6048948|XP_038120703.1|CQUI	LOC119657909|XP_037921011.1|HILL
OG0001498	LOC6054663|XP_038117860.1|CQUI	LOC119659865|XP_037924105.1|HILL
OG0001499	LOC6037595|XP_001847491.2|CQUI, LOC6037594|XP_001847490.2|CQUI, LOC6037593|XP_001847489.1|CQUI, LOC6037596|XP_038116789.1|CQUI, LOC6037599|XP_001847495.2|CQUI	LOC119657291|XP_037920069.1|HILL
OG0001500	LOC6050346|XP_038118495.1|CQUI	LOC119655204|XP_037916903.1|HILL
OG0001501	LOC6037771|XP_001847650.2|CQUI, LOC6037770|XP_001847649.2|CQUI	LOC119659833|XP_037924057.1|HILL, LOC119660373|XP_037924818.1|HILL
OG0001502	LOC6033994|XP_001844381.1|CQUI	LOC119652025|XP_037911887.1|HILL, LOC119660909|XP_037925784.1|HILL
OG0001503	LOC6031515|XP_038110033.1|CQUI	LOC119655492|XP_037917322.1|HILL
OG0001504	LOC119766113|XP_038106438.1|CQUI, LOC6036866|XP_038107420.1|CQUI	LOC119656214|XP_037918538.1|HILL
OG0001505	LOC6033422|XP_038106085.1|CQUI	LOC119653550|XP_037914166.1|HILL
OG0001506	LOC6043675|XP_038109186.1|CQUI	LOC119655596|XP_037917481.1|HILL
OG0001507	LOC6036616|XP_038108568.1|CQUI, LOC6049887|XP_038108917.1|CQUI	LOC119655846|XP_037917889.1|HILL
OG0001508	LOC6047098|XP_038110554.1|CQUI, LOC6051703|XP_038112138.1|CQUI	LOC119655979|XP_037918140.1|HILL, LOC119655613|XP_037917511.1|HILL
OG0001509	LOC6042455|XP_038114123.1|CQUI	LOC119656162|XP_037918432.1|HILL
OG0001510	LOC6049879|XP_001866569.2|CQUI, LOC6053362|XP_038112276.1|CQUI	LOC119650653|XP_037909517.1|HILL
OG0001511	LOC6034200|XP_001844554.2|CQUI	LOC119653884|XP_037914930.1|HILL
OG0001512	LOC6034555|XP_038113919.1|CQUI	LOC119655067|XP_037916688.1|HILL
OG0001513	LOC6034558|XP_038106054.1|CQUI	LOC119649806|XP_037908045.1|HILL
OG0001515	LOC6032502|XP_001843091.1|CQUI	LOC119655346|XP_037917125.1|HILL
OG0001534	LOC119768890|XP_038116590.1|CQUI, LOC6050116|XP_038116548.1|CQUI	LOC119656541|XP_037918815.1|HILL
OG0001535	LOC6049758|XP_001866469.1|CQUI	LOC119657700|XP_037920667.1|HILL
OG0001535	LOC6049759|XP_001866470.2|CQUI	LOC119657486|XP_037920336.1|HILL
OG0001536	LOC6047702|XP_001864725.2|CQUI, LOC119769391|XP_038117458.1|CQUI	LOC119646612|XP_037903042.1|HILL
OG0001537	LOC6036962|XP_038104622.1|CQUI	LOC119657890|XP_037920961.1|HILL
OG0001538	LOC6051448|XP_001867887.1|CQUI	LOC119657148|XP_037919853.1|HILL, LOC119649612|XP_037907760.1|HILL, LOC119656720|XP_037919175.1|HILL, LOC119656719|XP_037919174.1|HILL
OG0001539	LOC6047629|XP_038111858.1|CQUI	LOC119656642|XP_037919018.1|HILL
OG0001540	LOC6045246|XP_038104466.1|CQUI	LOC119652333|XP_037912272.1|HILL
OG0001541	LOC6040730|XP_038108263.1|CQUI	LOC119661222|XP_037926404.1|HILL, LOC119660851|XP_037926108.1|HILL, LOC119660158|XP_037924890.1|HILL, LOC119646856|XP_037903407.1|HILL, LOC119658780|XP_037922410.1|HILL, LOC119661139|XP_037926306.1|HILL
OG0001542	LOC6040719|XP_038122365.1|CQUI	LOC119655166|XP_037916846.1|HILL
OG0001543	LOC6049648|XP_038119626.1|CQUI, LOC119766019|XP_038106279.1|CQUI	LOC119656597|XP_037918952.1|HILL
OG0001545	LOC6041845|XP_001851055.2|CQUI	LOC119657548|XP_037920428.1|HILL
OG0001546	LOC6041847|XP_038105040.1|CQUI, LOC6041843|XP_001851053.2|CQUI	LOC119656786|XP_037919302.1|HILL
OG0001548	LOC6031444|XP_038107826.1|CQUI	LOC119657373|XP_037920185.1|HILL
OG0001549	LOC119771149|XP_038122501.1|CQUI, LOC6031765|XP_038110368.1|CQUI	LOC119650735|XP_037909704.1|HILL
OG0001550	LOC6034733|XP_001845013.1|CQUI	LOC119658946|XP_037922743.1|HILL
OG0001551	LOC6048977|XP_038105432.1|CQUI, LOC6048979|XP_038123020.1|CQUI	LOC119652541|XP_037912674.1|HILL
OG0001552	LOC6042417|XP_001851537.1|CQUI	LOC119651886|XP_037911635.1|HILL
OG0001553	LOC6049664|XP_038117806.1|CQUI	LOC119653576|XP_037914245.1|HILL
OG0001554	LOC6047921|XP_038115900.1|CQUI	LOC119651111|XP_037910405.1|HILL
OG0001555	LOC6041540|XP_038112803.1|CQUI, LOC6035547|XP_038111901.1|CQUI	LOC119661540|XP_037926852.1|HILL, LOC119659822|XP_037924038.1|HILL
OG0001556	LOC6036277|XP_001846343.1|CQUI	LOC119659266|XP_037923193.1|HILL
OG0001557	LOC6032557|XP_038117789.1|CQUI	LOC119660775|XP_037925478.1|HILL
OG0001559	LOC6032627|XP_038117581.1|CQUI	LOC119652859|XP_037913143.1|HILL
OG0001560	LOC6035520|XP_038105194.1|CQUI	LOC119658725|XP_037922308.1|HILL
OG0001561	LOC6039613|XP_001849187.2|CQUI	LOC119652816|XP_037913068.1|HILL, LOC119652603|XP_037912763.1|HILL
OG0001562	LOC6041461|XP_001850718.2|CQUI, LOC6047991|XP_001864968.2|CQUI, LOC6041457|XP_038118003.1|CQUI	LOC119649645|XP_037907828.1|HILL
OG0001563	LOC6037333|XP_038119352.1|CQUI	LOC119656807|XP_037919347.1|HILL
OG0001564	LOC6032190|XP_038114038.1|CQUI	LOC119650926|XP_037910081.1|HILL, LOC119651229|XP_037910628.1|HILL
OG0001565	LOC6049260|XP_038122779.1|CQUI, LOC6040673|XP_038108211.1|CQUI	LOC119659375|XP_037923359.1|HILL
OG0001566	LOC6045590|XP_001862931.1|CQUI	LOC119653247|XP_037913780.1|HILL
OG0001567	LOC6032066|XP_001842732.1|CQUI	LOC119655577|XP_037917438.1|HILL
OG0001569	LOC6032085|XP_001842751.2|CQUI	LOC119651771|XP_037911451.1|HILL
OG0001570	LOC6033929|XP_038104685.1|CQUI	LOC119650909|XP_037910058.1|HILL
OG0001571	LOC6049337|XP_038117255.1|CQUI	LOC119649007|XP_037906879.1|HILL
OG0001571	LOC6031781|XP_038112990.1|CQUI	LOC119653208|XP_037913703.1|HILL
OG0001572	LOC6031115|XP_001841960.1|CQUI, LOC6031114|XP_038118150.1|CQUI	LOC119661524|XP_037926828.1|HILL
OG0001573	LOC6047431|XP_038117579.1|CQUI	LOC119649346|XP_037907382.1|HILL
OG0001574	LOC6032294|XP_038113921.1|CQUI	LOC119649303|XP_037907328.1|HILL
OG0001574	LOC6043339|XP_001870938.1|CQUI	LOC119661447|XP_037926718.1|HILL
OG0001575	LOC6044655|XP_001862135.2|CQUI	LOC119653103|XP_037913546.1|HILL
OG0001576	LOC6036108|XP_038113191.1|CQUI	LOC119661767|XP_037927168.1|HILL, LOC119646441|XP_037902819.1|HILL
OG0001577	LOC6052635|XP_001868870.2|CQUI	LOC119649888|XP_037908198.1|HILL
OG0001578	LOC6043960|XP_001861544.2|CQUI	LOC119646947|XP_037903570.1|HILL
OG0001580	LOC6044030|XP_038120827.1|CQUI	LOC119648793|XP_037906607.1|HILL
OG0001581	LOC6033567|XP_038117164.1|CQUI	LOC119656055|XP_037918254.1|HILL, LOC119649348|XP_037907384.1|HILL
OG0001582	LOC6040624|XP_038117190.1|CQUI	LOC119651815|XP_037911536.1|HILL
OG0001583	LOC6033584|XP_038119265.1|CQUI	LOC119659720|XP_037923903.1|HILL
OG0001585	LOC6041806|XP_038122013.1|CQUI	LOC119656002|XP_037918168.1|HILL
OG0001586	LOC6033454|XP_038119090.1|CQUI	LOC119647932|XP_037905200.1|HILL
OG0001587	LOC119768753|XP_038115649.1|CQUI	LOC119659167|XP_037923046.1|HILL
OG0001588	LOC6044356|XP_038107986.1|CQUI	LOC119658583|XP_037921967.1|HILL
OG0001589	LOC6039992|XP_038107604.1|CQUI	LOC119651375|XP_037910878.1|HILL
OG0001590	LOC6041414|XP_038114421.1|CQUI	LOC119655218|XP_037916923.1|HILL
OG0001591	LOC6041386|XP_038110439.1|CQUI	LOC119650695|XP_037909607.1|HILL
OG0001593	LOC6037875|XP_038113769.1|CQUI	LOC119652228|XP_037912113.1|HILL, LOC119652545|XP_037912677.1|HILL
OG0001594	LOC6048482|XP_038113910.1|CQUI	LOC119655867|XP_037917922.1|HILL
OG0001595	LOC6048886|XP_038109078.1|CQUI	LOC119655772|XP_037917759.1|HILL
OG0001597	LOC6046049|XP_001863305.1|CQUI	LOC119653034|XP_037913409.1|HILL
OG0001598	LOC6036156|XP_038107213.1|CQUI	LOC119653202|XP_037913698.1|HILL
OG0001599	LOC6038712|XP_001848456.2|CQUI	LOC119651069|XP_037910334.1|HILL
OG0001600	LOC6036051|XP_038113443.1|CQUI	LOC119647024|XP_037903689.1|HILL
OG0001600	LOC6045655|XP_038110464.1|CQUI	LOC119652819|XP_037913074.1|HILL
OG0001601	LOC6043313|XP_001870928.1|CQUI	LOC119650829|XP_037909894.1|HILL
OG0001602	LOC6043309|XP_038108452.1|CQUI	LOC119651030|XP_037910270.1|HILL
OG0001603	LOC6038292|XP_038111276.1|CQUI, LOC6038293|XP_038114208.1|CQUI	LOC119651768|XP_037911436.1|HILL
OG0001604	LOC6050057|XP_001866724.1|CQUI	LOC119655583|XP_037917451.1|HILL
OG0001605	LOC6050058|XP_038109855.1|CQUI	LOC119661250|XP_037926426.1|HILL
OG0001606	LOC6037122|XP_001847065.1|CQUI	LOC119660918|XP_037925818.1|HILL, LOC119646508|XP_037902892.1|HILL
OG0001607	LOC6031810|XP_001842517.1|CQUI	LOC119653772|XP_037914699.1|HILL
OG0001608	LOC6044446|XP_038112177.1|CQUI	LOC119651382|XP_037910884.1|HILL
OG0001609	LOC6051399|XP_038111691.1|CQUI	LOC119661337|XP_037926568.1|HILL
OG0001610	LOC6042259|XP_001851397.2|CQUI	LOC119651658|XP_037911273.1|HILL
OG0001611	LOC6036366|XP_001846424.1|CQUI	LOC119659808|XP_037924012.1|HILL
OG0001612	LOC6031731|XP_038111935.1|CQUI, LOC6031732|XP_038113681.1|CQUI	LOC119661586|XP_037926916.1|HILL
OG0001613	LOC6048990|XP_001865824.1|CQUI, LOC6048992|XP_038113614.1|CQUI	LOC119652539|XP_037912671.1|HILL
OG0001614	LOC6043183|XP_038111683.1|CQUI	LOC119646811|XP_037903340.1|HILL
OG0001615	LOC6043231|XP_038112460.1|CQUI	LOC119652569|XP_037912710.1|HILL
OG0001616	LOC6034894|XP_038112470.1|CQUI	LOC119653567|XP_037914212.1|HILL
OG0001617	LOC6045785|XP_038113684.1|CQUI	LOC119650668|XP_037909544.1|HILL
OG0001618	LOC119768964|XP_038116737.1|CQUI, LOC6046678|XP_038116735.1|CQUI	LOC119660942|XP_037925872.1|HILL
OG0001619	LOC6044501|XP_038117207.1|CQUI, LOC6043468|XP_038108133.1|CQUI	LOC119652825|XP_037913082.1|HILL
OG0001620	LOC6053699|XP_038111510.1|CQUI	LOC119653577|XP_037914248.1|HILL
OG0001621	LOC6047973|XP_038111062.1|CQUI	LOC119660108|XP_037924418.1|HILL
OG0001622	LOC6052415|XP_038108162.1|CQUI, LOC6033089|XP_038116420.1|CQUI	LOC119656639|XP_037919011.1|HILL
OG0001623	LOC6033347|XP_001843810.2|CQUI	LOC119647236|XP_037904025.1|HILL, LOC119646591|XP_037903012.1|HILL
OG0001624	LOC6032136|XP_001842790.2|CQUI	LOC119650947|XP_037910108.1|HILL, LOC119650944|XP_037910102.1|HILL, LOC119650943|XP_037910101.1|HILL, LOC119650946|XP_037910106.1|HILL, LOC119650941|XP_037910099.1|HILL, LOC119650942|XP_037910100.1|HILL
