Orthogroup	CQUI.longest_only	BTRY.longest_only
OG0001078	LOC6032040|XP_001842707.2|CQUI, LOC6048058|XP_001865029.2|CQUI	LOC120775880|XP_039962191.1|BTRY
OG0001079	LOC6051664|XP_001868064.2|CQUI	LOC120778543|XP_039966326.1|BTRY
OG0001080	LOC6041053|XP_001850364.2|CQUI	LOC120777553|XP_039964875.1|BTRY
OG0001081	LOC6041039|XP_001850350.2|CQUI, LOC6042831|XP_001870828.1|CQUI	LOC120782278|XP_039970412.1|BTRY
OG0001082	LOC6043330|XP_038119590.1|CQUI	LOC120770577|XP_039954091.1|BTRY
OG0001083	LOC6031062|XP_038119861.1|CQUI	LOC120778324|XP_039966054.1|BTRY, LOC120776509|XP_039963145.1|BTRY
OG0001084	LOC6042294|XP_038114789.1|CQUI, LOC6047368|XP_038115486.1|CQUI	LOC120770056|XP_039953109.1|BTRY, LOC120770057|XP_039953110.1|BTRY
OG0001085	LOC6042005|XP_038115817.1|CQUI	LOC120771522|XP_039955514.1|BTRY
OG0001086	LOC6036258|XP_001846326.2|CQUI	LOC120772561|XP_039957182.1|BTRY
OG0001088	LOC6040518|XP_001849904.2|CQUI, LOC6033568|XP_038117163.1|CQUI, LOC6049750|XP_038119401.1|CQUI	LOC120776840|XP_039963800.1|BTRY
OG0001089	LOC6037275|XP_038117998.1|CQUI	LOC120777019|XP_039964066.1|BTRY
OG0001090	LOC6034576|XP_038120156.1|CQUI, LOC6034579|XP_038120153.1|CQUI, LOC6034580|XP_038120154.1|CQUI	LOC120777604|XP_039964976.1|BTRY
OG0001091	LOC6030795|XP_001841707.2|CQUI, LOC6030816|XP_001841702.2|CQUI, LOC6030812|XP_001841704.2|CQUI, LOC119770851|XP_038122367.1|CQUI, LOC6030822|XP_001841703.2|CQUI, LOC6030813|XP_001841708.2|CQUI	LOC120778588|XP_039966388.1|BTRY
OG0001092	LOC6036149|XP_038109368.1|CQUI	LOC120769335|XP_039952226.1|BTRY
OG0001093	LOC6036146|XP_001846236.2|CQUI	LOC120769130|XP_039951930.1|BTRY, LOC120768443|XP_039951065.1|BTRY
OG0001094	LOC6031336|XP_038112557.1|CQUI	LOC120769521|XP_039952492.1|BTRY, LOC120767210|XP_039948952.1|BTRY
OG0001095	LOC6049911|XP_001866601.1|CQUI, LOC6049910|XP_038111983.1|CQUI, LOC6049913|XP_001866603.1|CQUI	LOC120781862|XP_039970016.1|BTRY
OG0001096	LOC6031955|XP_038113300.1|CQUI, LOC6031954|XP_038108739.1|CQUI	LOC120768377|XP_039950977.1|BTRY
OG0001097	LOC6031863|XP_038109276.1|CQUI	LOC120780020|XP_039968237.1|BTRY
OG0001099	LOC6040335|XP_001849740.2|CQUI	LOC120778474|XP_039966223.1|BTRY
OG0001100	LOC6052097|XP_038112579.1|CQUI	LOC120771180|XP_039955008.1|BTRY
OG0001101	LOC6037726|XP_038113843.1|CQUI	LOC120770016|XP_039953043.1|BTRY
OG0001102	LOC6040098|XP_038110990.1|CQUI, LOC6040089|XP_038110333.1|CQUI	LOC120778286|XP_039966007.1|BTRY
OG0001103	LOC6040179|XP_001849630.2|CQUI, LOC6040178|XP_038112931.1|CQUI, LOC6040177|XP_001849628.2|CQUI	LOC120766738|XP_039948336.1|BTRY, LOC120766860|XP_039948523.1|BTRY
OG0001105	LOC6036714|XP_001846718.1|CQUI	LOC120774438|XP_039960012.1|BTRY
OG0001106	LOC6047766|XP_038112893.1|CQUI, LOC6047173|XP_038113034.1|CQUI	LOC120779428|XP_039967578.1|BTRY
OG0001118	LOC6053773|XP_001869802.1|CQUI	LOC120774999|XP_039960855.1|BTRY
OG0001119	LOC6040361|XP_038114062.1|CQUI, LOC6048162|XP_038104643.1|CQUI	LOC120780333|XP_039968562.1|BTRY
OG0001120	LOC6033952|XP_038104598.1|CQUI, LOC6033958|XP_038105273.1|CQUI	LOC120775222|XP_039961227.1|BTRY
OG0001122	LOC6047533|XP_038119301.1|CQUI	LOC120777868|XP_039965354.1|BTRY
OG0001124	LOC6044079|XP_038120683.1|CQUI	LOC120780361|XP_039968586.1|BTRY
OG0001125	LOC6039443|XP_001849053.2|CQUI	LOC120777575|XP_039964914.1|BTRY
OG0001127	LOC6052725|XP_001868949.2|CQUI, LOC6034690|XP_001844974.2|CQUI	LOC120778434|XP_039966150.1|BTRY
OG0001128	LOC6030950|XP_038115818.1|CQUI, LOC6040847|XP_038111443.1|CQUI	LOC120771012|XP_039954722.1|BTRY
OG0001129	LOC6041308|XP_038109340.1|CQUI	LOC120767218|XP_039948965.1|BTRY
OG0001130	LOC6046734|XP_001863893.2|CQUI	LOC120767548|XP_039949605.1|BTRY, LOC120769343|XP_039952237.1|BTRY
OG0001131	LOC6044602|XP_038107721.1|CQUI, LOC6042975|XP_038110225.1|CQUI, LOC6044604|XP_038107498.1|CQUI	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY
OG0001133	LOC6043724|XP_038111216.1|CQUI	LOC120768988|XP_039951754.1|BTRY
OG0001134	LOC6033084|XP_038114885.1|CQUI, LOC119767284|XP_038111486.1|CQUI, LOC119768949|XP_038116716.1|CQUI	LOC120770794|XP_039954307.1|BTRY, LOC120770501|XP_039953960.1|BTRY
OG0001135	LOC6039748|XP_001849295.2|CQUI	LOC120766891|XP_039948575.1|BTRY
OG0001136	LOC6050340|XP_038118633.1|CQUI	LOC120782689|XP_039971018.1|BTRY, LOC120771243|XP_039955097.1|BTRY
OG0001137	LOC6050281|XP_001866914.2|CQUI	LOC120766335|XP_039947694.1|BTRY
OG0001138	LOC6044622|XP_038109992.1|CQUI	LOC120777554|XP_039964876.1|BTRY
OG0001139	LOC6034191|XP_001844546.2|CQUI	LOC120778625|XP_039966443.1|BTRY
OG0001153	LOC6047706|XP_038117452.1|CQUI	LOC120771498|XP_039955480.1|BTRY
OG0001154	LOC6031240|XP_038109888.1|CQUI, LOC6044142|XP_038112928.1|CQUI	LOC120767238|XP_039949012.1|BTRY
OG0001155	LOC119767840|XP_038113429.1|CQUI	LOC120773595|XP_039958524.1|BTRY
OG0001157	LOC6031419|XP_001842227.2|CQUI	LOC120771435|XP_039955370.1|BTRY
OG0001158	LOC119765570|XP_038105637.1|CQUI	LOC120774545|XP_039960209.1|BTRY
OG0001158	LOC6038004|XP_001847851.2|CQUI	LOC120769740|XP_039952830.1|BTRY
OG0001159	LOC6047617|XP_038105916.1|CQUI	LOC120766559|XP_039948079.1|BTRY
OG0001160	LOC6035059|XP_038105567.1|CQUI, LOC119765010|XP_001845295.2|CQUI	LOC120767938|XP_039950243.1|BTRY
OG0001162	LOC6037355|XP_038105872.1|CQUI	LOC120766786|XP_039948421.1|BTRY
OG0001164	LOC6053766|XP_038105500.1|CQUI, LOC6042425|XP_038104494.1|CQUI	LOC120778103|XP_039965743.1|BTRY
OG0001165	LOC6040940|XP_001850268.2|CQUI	LOC120774997|XP_039960897.1|BTRY, LOC120766413|XP_039947799.1|BTRY, LOC120774923|XP_039960770.1|BTRY, LOC120782216|XP_039970310.1|BTRY
OG0001167	LOC6053462|XP_038118279.1|CQUI	LOC120770455|XP_039953883.1|BTRY
OG0001168	LOC119769703|XP_038119060.1|CQUI	LOC120771092|XP_039954853.1|BTRY
OG0001169	LOC6050237|XP_038120378.1|CQUI, LOC6050236|XP_001866875.2|CQUI, LOC6046275|XP_001863502.2|CQUI	LOC120773625|XP_039958564.1|BTRY, LOC120775753|XP_039962015.1|BTRY
OG0001171	LOC6038611|XP_038115237.1|CQUI	LOC120778304|XP_039966026.1|BTRY
OG0001172	LOC6040017|XP_038120821.1|CQUI	LOC120773117|XP_039958046.1|BTRY
OG0001173	LOC6044092|XP_001861654.2|CQUI, LOC6039973|XP_038108775.1|CQUI, LOC6034249|XP_038113447.1|CQUI, LOC6048284|XP_001865224.1|CQUI	LOC120766670|XP_039948242.1|BTRY
OG0001174	LOC6030890|XP_001841766.1|CQUI	LOC120777713|XP_039965125.1|BTRY
OG0001175	LOC6041411|XP_001850674.1|CQUI	LOC120772062|XP_039956384.1|BTRY
OG0001176	LOC6032450|XP_038112002.1|CQUI	LOC120772104|XP_039956448.1|BTRY
OG0001177	LOC6033652|XP_038114034.1|CQUI	LOC120769598|XP_039952593.1|BTRY
OG0001178	LOC6034872|XP_001845141.1|CQUI	LOC120768257|XP_039950784.1|BTRY
OG0001178	LOC6033262|XP_038111957.1|CQUI	LOC120771797|XP_039955933.1|BTRY
OG0001179	LOC6036453|XP_038114387.1|CQUI	LOC120771152|XP_039954957.1|BTRY
OG0001180	LOC6033626|XP_038112234.1|CQUI	LOC120779513|XP_039967776.1|BTRY
OG0001181	LOC6046070|XP_038119931.1|CQUI	LOC120778258|XP_039965962.1|BTRY
OG0001182	LOC6051010|XP_038121521.1|CQUI, LOC6051011|XP_038115128.1|CQUI	LOC120777935|XP_039965467.1|BTRY
OG0001183	LOC6050625|XP_038121048.1|CQUI	LOC120766464|XP_039947935.1|BTRY, LOC120766440|XP_039947887.1|BTRY
OG0001184	LOC119769600|XP_038118613.1|CQUI	LOC120766701|XP_039948283.1|BTRY
OG0001185	LOC6047138|XP_038115095.1|CQUI	LOC120767450|XP_039949474.1|BTRY
OG0001186	LOC6041144|XP_001850444.1|CQUI	LOC120782820|XP_039971268.1|BTRY
OG0001187	LOC6033407|XP_038110520.1|CQUI, LOC6033409|XP_001843862.2|CQUI	LOC120772434|XP_039956981.1|BTRY
OG0001188	LOC6043678|XP_001861307.2|CQUI, LOC6043677|XP_001861306.2|CQUI	LOC120771287|XP_039955151.1|BTRY, LOC120772401|XP_039956925.1|BTRY, LOC120772402|XP_039956927.1|BTRY, LOC120771911|XP_039956131.1|BTRY
OG0001189	LOC6044185|XP_038112058.1|CQUI, LOC6032264|XP_038112626.1|CQUI	LOC120771475|XP_039955439.1|BTRY
OG0001190	LOC6035971|XP_001846078.2|CQUI, LOC6035970|XP_038112722.1|CQUI	LOC120773997|XP_039959203.1|BTRY
OG0001191	LOC6040784|XP_038113888.1|CQUI, LOC6054211|XP_038113931.1|CQUI	LOC120772908|XP_039957729.1|BTRY
OG0001193	LOC119771227|XP_038122924.1|CQUI, LOC6052191|XP_038104147.1|CQUI, LOC6044486|XP_001861998.2|CQUI, LOC6038340|XP_001848155.1|CQUI	LOC120766165|XP_039947446.1|BTRY
OG0001194	LOC6042351|XP_001851478.1|CQUI	LOC120774215|XP_039959603.1|BTRY
OG0001195	LOC119767685|XP_038112768.1|CQUI	LOC120772607|XP_039957256.1|BTRY
OG0001201	LOC6050447|XP_001867055.2|CQUI	LOC120772524|XP_039957125.1|BTRY
OG0001202	LOC6038175|XP_038104882.1|CQUI, LOC6038173|XP_001848004.2|CQUI, LOC6038176|XP_001848007.2|CQUI	LOC120775089|XP_039961020.1|BTRY, LOC120775798|XP_039962076.1|BTRY, LOC120777552|XP_039964874.1|BTRY
OG0001203	LOC6038320|XP_038122940.1|CQUI, LOC6038329|XP_038110286.1|CQUI	LOC120779583|XP_039967860.1|BTRY, LOC120779582|XP_039967859.1|BTRY
OG0001204	LOC6053090|XP_001869239.2|CQUI, LOC6054712|XP_038106720.1|CQUI, LOC6033906|XP_038106238.1|CQUI, LOC6039955|XP_038115960.1|CQUI, LOC6039125|XP_038113258.1|CQUI, LOC6039327|XP_001848955.2|CQUI	LOC120767875|XP_039950134.1|BTRY
OG0001205	LOC6052900|XP_001869076.2|CQUI	LOC120782324|XP_039970483.1|BTRY
OG0001206	LOC6049919|XP_038114189.1|CQUI	LOC120767083|XP_039948885.1|BTRY, LOC120766936|XP_039948622.1|BTRY
OG0001207	LOC6035127|XP_038117837.1|CQUI	LOC120773763|XP_039958772.1|BTRY
OG0001208	LOC6044973|XP_038105992.1|CQUI	LOC120774799|XP_039960525.1|BTRY
OG0001209	LOC6051353|XP_038122782.1|CQUI	LOC120782456|XP_039970680.1|BTRY
OG0001210	LOC6050694|XP_038104085.1|CQUI	LOC120781067|XP_039969153.1|BTRY
OG0001212	LOC6031554|XP_001842338.2|CQUI, LOC6031553|XP_001842337.1|CQUI, LOC6049227|XP_001866023.2|CQUI, LOC119770564|XP_038121603.1|CQUI, LOC6049222|XP_001866022.2|CQUI	LOC120775868|XP_039962172.1|BTRY
OG0001213	LOC6039669|XP_001849233.2|CQUI, LOC6039670|XP_001849234.2|CQUI	LOC120782473|XP_039970701.1|BTRY
OG0001214	LOC6037486|XP_001847396.2|CQUI	LOC120782118|XP_039970198.1|BTRY
OG0001215	LOC6045600|XP_038104162.1|CQUI, LOC6045598|XP_038105791.1|CQUI	LOC120772960|XP_039957802.1|BTRY
OG0001216	LOC6045604|XP_038104859.1|CQUI, LOC6045606|XP_038106016.1|CQUI	LOC120767214|XP_039948964.1|BTRY
OG0001217	LOC6042395|XP_001851520.2|CQUI	LOC120769334|XP_039952224.1|BTRY
OG0001218	LOC6040898|XP_001850226.1|CQUI	LOC120767571|XP_039949642.1|BTRY
OG0001221	LOC6043322|XP_038116069.1|CQUI	LOC120770838|XP_039954366.1|BTRY
OG0001222	LOC6052140|XP_001868455.2|CQUI	LOC120779475|XP_039967685.1|BTRY
OG0001223	LOC6036538|XP_038119459.1|CQUI	LOC120781215|XP_039969272.1|BTRY
OG0001224	LOC6036744|XP_001846743.1|CQUI	LOC120772443|XP_039956998.1|BTRY
OG0001225	LOC6033514|XP_038117574.1|CQUI, LOC6033515|XP_001843955.2|CQUI	LOC120771642|XP_039955685.1|BTRY
OG0001226	LOC6030868|XP_038117520.1|CQUI	LOC120781225|XP_039969290.1|BTRY, LOC120781250|XP_039969332.1|BTRY, LOC120781221|XP_039969284.1|BTRY
OG0001227	LOC6037379|XP_038112500.1|CQUI	LOC120769342|XP_039952233.1|BTRY
OG0001228	LOC6050448|XP_001867052.2|CQUI	LOC120773685|XP_039958650.1|BTRY
OG0001229	LOC6033208|XP_038108952.1|CQUI	LOC120771702|XP_039955771.1|BTRY
OG0001230	LOC6042866|XP_038109988.1|CQUI	LOC120770558|XP_039954070.1|BTRY
OG0001233	LOC6034829|XP_038112300.1|CQUI	LOC120769398|XP_039952303.1|BTRY
OG0001234	LOC6036123|XP_001846216.1|CQUI	LOC120776530|XP_039963197.1|BTRY, LOC120771840|XP_039956017.1|BTRY
OG0001235	LOC119766514|XP_038107036.1|CQUI, LOC6033616|XP_001844043.2|CQUI, LOC6033618|XP_001844045.2|CQUI	LOC120768910|XP_039951611.1|BTRY
OG0001236	LOC6046075|XP_001863329.2|CQUI	LOC120777491|XP_039964766.1|BTRY
OG0001237	LOC6040473|XP_038114997.1|CQUI	LOC120767044|XP_039948831.1|BTRY
OG0001238	LOC6043265|XP_038121140.1|CQUI	LOC120780232|XP_039968416.1|BTRY
OG0001239	LOC6052626|XP_038111282.1|CQUI, LOC6032254|XP_038121026.1|CQUI	LOC120774122|XP_039959429.1|BTRY
OG0001240	LOC6045142|XP_001862540.2|CQUI, LOC6045143|XP_001862541.2|CQUI	LOC120778072|XP_039965700.1|BTRY
OG0001241	LOC6046394|XP_038116205.1|CQUI	LOC120780978|XP_039969140.1|BTRY
OG0001242	LOC6032717|XP_001843269.1|CQUI	LOC120774951|XP_039960766.1|BTRY
OG0001243	LOC6041156|XP_001850455.2|CQUI	LOC120776941|XP_039963954.1|BTRY
OG0001244	LOC6051908|XP_001868265.2|CQUI	LOC120766430|XP_039947868.1|BTRY
OG0001245	LOC6039632|XP_038111436.1|CQUI, LOC6039633|XP_038111530.1|CQUI, LOC6039631|XP_038106272.1|CQUI, LOC6053173|XP_038106273.1|CQUI	LOC120766544|XP_039948055.1|BTRY
OG0001247	LOC6036721|XP_038108755.1|CQUI	LOC120772950|XP_039957786.1|BTRY
OG0001248	LOC6047152|XP_038112085.1|CQUI	LOC120773646|XP_039958587.1|BTRY, LOC120773647|XP_039958588.1|BTRY
OG0001249	LOC6037219|XP_038111368.1|CQUI	LOC120775586|XP_039961756.1|BTRY
OG0001257	LOC6038325|XP_038121277.1|CQUI	LOC120779452|XP_039967641.1|BTRY
OG0001259	LOC6052314|XP_001868608.2|CQUI, LOC119767551|XP_038112327.1|CQUI	LOC120773990|XP_039959187.1|BTRY
OG0001260	LOC6047698|XP_001864721.2|CQUI, LOC6047703|XP_038122417.1|CQUI	LOC120782879|XP_039971359.1|BTRY
OG0001261	LOC6036966|XP_038105068.1|CQUI	LOC120773416|XP_039958221.1|BTRY
OG0001263	LOC6047408|XP_038111894.1|CQUI	LOC120782688|XP_039971017.1|BTRY
OG0001264	LOC6031873|XP_038111151.1|CQUI	LOC120768357|XP_039950949.1|BTRY
OG0001265	LOC6034456|XP_038105093.1|CQUI	LOC120773692|XP_039958660.1|BTRY, LOC120773686|XP_039958651.1|BTRY, LOC120776185|XP_039962739.1|BTRY
OG0001266	LOC6035643|XP_001845783.2|CQUI	LOC120771373|XP_039955268.1|BTRY
OG0001267	LOC6051047|XP_038122925.1|CQUI, LOC6044839|XP_038105651.1|CQUI	LOC120782261|XP_039970360.1|BTRY
OG0001269	LOC6034952|XP_001845211.1|CQUI	LOC120773072|XP_039957949.1|BTRY
OG0001270	LOC119767815|XP_038113307.1|CQUI, LOC6037485|XP_038104290.1|CQUI	LOC120766929|XP_039948610.1|BTRY
OG0001271	LOC6043921|XP_001861500.2|CQUI, LOC6043922|XP_001861501.1|CQUI	LOC120781206|XP_039969258.1|BTRY
OG0001272	LOC6038800|XP_038115010.1|CQUI	LOC120776794|XP_039963714.1|BTRY
OG0001273	LOC6044636|XP_001862124.1|CQUI, LOC6047353|XP_001864428.2|CQUI, LOC119767645|XP_038112581.1|CQUI, LOC6047352|XP_038106332.1|CQUI	LOC120782214|XP_039970307.1|BTRY
OG0001274	LOC6048052|XP_038120536.1|CQUI	LOC120778522|XP_039966291.1|BTRY
OG0001276	LOC6041249|XP_001850539.2|CQUI	LOC120776829|XP_039963784.1|BTRY
OG0001277	LOC6037285|XP_038119469.1|CQUI	LOC120776519|XP_039963176.1|BTRY, LOC120778706|XP_039966601.1|BTRY, LOC120776518|XP_039963174.1|BTRY, LOC120776520|XP_039963178.1|BTRY, LOC120777437|XP_039964679.1|BTRY, LOC120777052|XP_039964098.1|BTRY, LOC120777053|XP_039964099.1|BTRY, LOC120778771|XP_039966685.1|BTRY
OG0001278	LOC6036217|XP_038115918.1|CQUI	LOC120778350|XP_039966072.1|BTRY
OG0001279	LOC6036221|XP_001846296.1|CQUI	LOC120778595|XP_039966400.1|BTRY
OG0001280	LOC6038254|XP_038118225.1|CQUI	LOC120779201|XP_039967405.1|BTRY
OG0001281	LOC6034616|XP_038118327.1|CQUI, LOC6052807|XP_001869012.2|CQUI, LOC6052810|XP_038116188.1|CQUI	LOC120777403|XP_039964636.1|BTRY
OG0001282	LOC6035619|XP_001845768.2|CQUI, LOC119767190|XP_038111103.1|CQUI	LOC120768174|XP_039950672.1|BTRY, LOC120768795|XP_039951484.1|BTRY
OG0001283	LOC6053152|XP_038119033.1|CQUI	LOC120771416|XP_039955331.1|BTRY
OG0001284	LOC6032448|XP_001843044.1|CQUI	LOC120769538|XP_039952517.1|BTRY
OG0001285	LOC6040540|XP_001849924.2|CQUI, LOC6032470|XP_001843063.1|CQUI	LOC120778823|XP_039966764.1|BTRY
OG0001286	LOC6048784|XP_038109129.1|CQUI	LOC120769155|XP_039951972.1|BTRY
OG0001287	LOC6041527|XP_001850775.2|CQUI, LOC6042657|XP_001853256.2|CQUI	LOC120771188|XP_039955020.1|BTRY
OG0001288	LOC6049426|XP_038107510.1|CQUI	LOC120767599|XP_039949681.1|BTRY
OG0001289	LOC6049419|XP_001866187.2|CQUI, LOC6049418|XP_001866186.2|CQUI, LOC6049417|XP_038107259.1|CQUI	LOC120767734|XP_039949876.1|BTRY
OG0001290	LOC6048341|XP_038111865.1|CQUI	LOC120767370|XP_039949276.1|BTRY
OG0001291	LOC6048800|XP_001865667.2|CQUI	LOC120770972|XP_039954641.1|BTRY
OG0001292	LOC6037255|XP_038109974.1|CQUI, LOC6037188|XP_038109977.1|CQUI	LOC120770763|XP_039954281.1|BTRY
OG0001293	LOC6040512|XP_001849898.1|CQUI	LOC120775935|XP_039962275.1|BTRY
OG0001294	LOC6032208|XP_038117537.1|CQUI	LOC120777983|XP_039965560.1|BTRY
OG0001295	LOC6034917|XP_001845183.1|CQUI	LOC120774030|XP_039959262.1|BTRY
OG0001296	LOC6047495|XP_038119702.1|CQUI	LOC120771396|XP_039955299.1|BTRY
OG0001297	LOC6046059|XP_038117659.1|CQUI	LOC120781115|XP_039969186.1|BTRY, LOC120778383|XP_039966103.1|BTRY, LOC120768703|XP_039951410.1|BTRY, LOC120766645|XP_039948199.1|BTRY, LOC120779570|XP_039967846.1|BTRY, LOC120768690|XP_039951400.1|BTRY, LOC120780841|XP_039969016.1|BTRY, LOC120780826|XP_039969004.1|BTRY, LOC120766744|XP_039948351.1|BTRY
OG0001298	LOC6051290|XP_038120986.1|CQUI, LOC6045184|XP_038120344.1|CQUI	LOC120781508|XP_039969666.1|BTRY
OG0001299	LOC6049643|XP_038121699.1|CQUI, LOC6045696|XP_038115784.1|CQUI	LOC120778481|XP_039966231.1|BTRY
OG0001300	LOC6035030|XP_001845275.1|CQUI	LOC120774833|XP_039960584.1|BTRY
OG0001301	LOC6039153|XP_001848808.2|CQUI, LOC6039154|XP_001848809.2|CQUI	LOC120771300|XP_039955168.1|BTRY
OG0001302	LOC6047583|XP_001864626.2|CQUI	LOC120782630|XP_039970932.1|BTRY, LOC120766639|XP_039948191.1|BTRY
OG0001303	LOC6045151|XP_001862551.1|CQUI	LOC120780491|XP_039968699.1|BTRY
OG0001304	LOC6051294|XP_038115861.1|CQUI	LOC120770548|XP_039954046.1|BTRY
OG0001305	LOC6042960|XP_038116247.1|CQUI	LOC120770058|XP_039953116.1|BTRY
OG0001306	LOC6047141|XP_038115120.1|CQUI	LOC120766204|XP_039947505.1|BTRY
OG0001307	LOC6045564|XP_038118987.1|CQUI	LOC120776453|XP_039963044.1|BTRY
OG0001308	LOC6042267|XP_038118191.1|CQUI	LOC120775577|XP_039961745.1|BTRY
OG0001309	LOC6037560|XP_038120045.1|CQUI, LOC6037559|XP_001847457.2|CQUI	LOC120766342|XP_039947700.1|BTRY
OG0001310	LOC6047951|XP_038121204.1|CQUI	LOC120775440|XP_039961559.1|BTRY
OG0001311	LOC6033402|XP_038108518.1|CQUI, LOC6050205|XP_038104691.1|CQUI	LOC120773803|XP_039958846.1|BTRY
OG0001312	LOC6043662|XP_038113256.1|CQUI	LOC120776907|XP_039963912.1|BTRY
OG0001313	LOC6042364|XP_001851491.2|CQUI	LOC120770353|XP_039953690.1|BTRY
OG0001314	LOC119765376|XP_038105034.1|CQUI, LOC119768586|XP_038114575.1|CQUI, LOC6053091|XP_001869240.2|CQUI, LOC6047348|XP_038113711.1|CQUI, LOC6033905|XP_038106239.1|CQUI	LOC120767878|XP_039950138.1|BTRY
OG0001315	LOC6038959|XP_038120814.1|CQUI	LOC120774078|XP_039959337.1|BTRY, LOC120774081|XP_039959343.1|BTRY
OG0001326	LOC6035538|XP_001845699.1|CQUI, LOC6040423|XP_038104928.1|CQUI	LOC120782292|XP_039970429.1|BTRY
OG0001328	LOC6040979|XP_001850277.2|CQUI	LOC120775284|XP_039961330.1|BTRY
OG0001329	LOC6042511|XP_001870667.2|CQUI	LOC120773835|XP_039958891.1|BTRY
OG0001330	LOC6051124|XP_038112631.1|CQUI	LOC120773909|XP_039959027.1|BTRY
OG0001331	LOC6048186|XP_001865140.2|CQUI, LOC6048182|XP_001865139.2|CQUI	LOC120775101|XP_039961048.1|BTRY, LOC120775275|XP_039961305.1|BTRY
OG0001332	LOC6039048|XP_001848726.2|CQUI, LOC6039047|XP_001848725.2|CQUI	LOC120774956|XP_039960775.1|BTRY
OG0001333	LOC6045950|XP_038105005.1|CQUI, LOC6045951|XP_038117371.1|CQUI	LOC120775756|XP_039962023.1|BTRY
OG0001334	LOC6037928|XP_038116113.1|CQUI, LOC6054650|XP_038122534.1|CQUI	LOC120778828|XP_039966775.1|BTRY
OG0001335	LOC6034790|XP_038104487.1|CQUI, LOC6034789|XP_038104575.1|CQUI	LOC120773615|XP_039958551.1|BTRY
OG0001337	LOC6051267|XP_038106593.1|CQUI	LOC120773491|XP_039958367.1|BTRY
OG0001338	LOC6052081|XP_001868402.1|CQUI	LOC120771890|XP_039956093.1|BTRY
OG0001339	LOC6041047|XP_001850358.2|CQUI	LOC120773010|XP_039957866.1|BTRY
OG0001340	LOC6035081|XP_001845316.2|CQUI	LOC120775019|XP_039960904.1|BTRY
OG0001341	LOC6037322|XP_001847247.2|CQUI	LOC120767765|XP_039949941.1|BTRY
OG0001344	LOC6049262|XP_038111703.1|CQUI, LOC6049278|XP_038113436.1|CQUI	LOC120782334|XP_039970496.1|BTRY
OG0001345	LOC6039603|XP_001849176.2|CQUI, LOC6035067|XP_001845303.1|CQUI	LOC120773695|XP_039958702.1|BTRY
OG0001346	LOC119768737|XP_038115561.1|CQUI	LOC120776965|XP_039963995.1|BTRY
OG0001347	LOC6037351|XP_001847274.2|CQUI	LOC120773736|XP_039958726.1|BTRY
OG0001348	LOC6035324|XP_001845539.2|CQUI	LOC120770887|XP_039954463.1|BTRY
OG0001349	LOC6031053|XP_038118485.1|CQUI	LOC120776506|XP_039963135.1|BTRY
OG0001350	LOC6031018|XP_038118484.1|CQUI	LOC120775177|XP_039961165.1|BTRY
OG0001351	LOC6039262|XP_001848897.2|CQUI	LOC120772342|XP_039956839.1|BTRY
OG0001352	LOC6039281|XP_038119488.1|CQUI	LOC120770427|XP_039953812.1|BTRY
OG0001353	LOC6047788|XP_001864800.2|CQUI, LOC6044635|XP_001862123.1|CQUI	LOC120775085|XP_039961016.1|BTRY
OG0001354	LOC6047340|XP_038118747.1|CQUI	LOC120771766|XP_039955884.1|BTRY
OG0001355	LOC6041332|XP_001850609.1|CQUI, LOC119768576|XP_038114525.1|CQUI, LOC6041748|XP_001850966.2|CQUI, LOC6045513|XP_001862876.1|CQUI, LOC6046214|XP_001863443.2|CQUI	LOC120781279|XP_039969408.1|BTRY
OG0001356	LOC6036243|XP_038119253.1|CQUI, LOC6050488|XP_038120895.1|CQUI	LOC120766990|XP_039948727.1|BTRY
OG0001357	LOC6040104|XP_001849570.2|CQUI	LOC120777973|XP_039965545.1|BTRY
OG0001358	LOC6048059|XP_038118974.1|CQUI	LOC120778952|XP_039966955.1|BTRY
OG0001359	LOC6050003|XP_038119402.1|CQUI, LOC6050011|XP_001866683.2|CQUI	LOC120768999|XP_039951773.1|BTRY, LOC120769222|XP_039952052.1|BTRY
OG0001360	LOC6036534|XP_001846579.2|CQUI	LOC120770113|XP_039953218.1|BTRY
OG0001361	LOC6039413|XP_038114631.1|CQUI, LOC6031921|XP_038114630.1|CQUI	LOC120778468|XP_039966214.1|BTRY
OG0001362	LOC6036218|XP_001846293.1|CQUI	LOC120779122|XP_039967249.1|BTRY
OG0001363	LOC6039410|XP_001849022.1|CQUI, LOC6047507|XP_001864556.2|CQUI	LOC120774036|XP_039959270.1|BTRY, LOC120766220|XP_039947529.1|BTRY
OG0001364	LOC6045816|XP_038117771.1|CQUI, LOC6049405|XP_038110257.1|CQUI	LOC120771627|XP_039955651.1|BTRY
OG0001365	LOC6036529|XP_001846574.1|CQUI	LOC120777538|XP_039964860.1|BTRY
OG0001366	LOC6041992|XP_038118369.1|CQUI	LOC120777216|XP_039964327.1|BTRY
OG0001367	LOC6035628|XP_038118306.1|CQUI	LOC120771166|XP_039954983.1|BTRY
OG0001368	LOC6033581|XP_038118796.1|CQUI	LOC120773398|XP_039958182.1|BTRY
OG0001369	LOC6035620|XP_001845769.2|CQUI	LOC120773753|XP_039958753.1|BTRY
