Orthogroup	CQUI.longest_only	DANA.longest_only
OG0001722	LOC6032833|XP_001843370.1|CQUI	LOC6493529|XP_032309595.1|DANA
OG0001723	LOC6050945|XP_001867458.1|CQUI	LOC6496679|XP_001961382.1|DANA
OG0001724	LOC6052662|XP_038121953.1|CQUI	LOC6494953|XP_001959335.1|DANA
OG0001725	LOC6041022|XP_038122386.1|CQUI	LOC6494878|XP_014763044.1|DANA
OG0001726	LOC6049583|XP_038121941.1|CQUI	LOC6506922|XP_001956991.1|DANA
OG0001727	LOC6035294|XP_001845514.2|CQUI	LOC6501624|XP_001955631.1|DANA
OG0001728	LOC6049347|XP_038118815.1|CQUI	LOC6494665|XP_001959908.1|DANA
OG0001729	LOC6049354|XP_038118662.1|CQUI	LOC6494377|XP_032307165.1|DANA
OG0001730	LOC6041179|XP_038117743.1|CQUI, LOC6041180|XP_038117741.1|CQUI	LOC6504231|XP_001965118.1|DANA
OG0001732	LOC6052396|XP_001868677.2|CQUI, LOC119767123|XP_038110744.1|CQUI, LOC6031836|XP_038117068.1|CQUI, LOC6044964|XP_001862389.2|CQUI	LOC6498209|XP_001962305.1|DANA
OG0001733	LOC6043697|XP_001861323.2|CQUI	LOC6494966|XP_001959314.1|DANA
OG0001734	LOC6043698|XP_038117261.1|CQUI	LOC6495080|XP_001959106.1|DANA
OG0001735	LOC6040583|XP_001849963.2|CQUI	LOC6506825|XP_001957165.1|DANA
OG0001736	LOC6048738|XP_001865614.2|CQUI	LOC26514654|XP_032311617.1|DANA
OG0001737	LOC6037311|XP_038115534.1|CQUI	LOC6494690|XP_014762916.1|DANA
OG0001739	LOC6041340|XP_001850617.1|CQUI	LOC26515254|XP_014764110.1|DANA
OG0001740	LOC6036294|XP_038116515.1|CQUI	LOC6494717|XP_001959802.1|DANA
OG0001742	LOC6036265|XP_001846332.2|CQUI	LOC6494010|XP_001961152.1|DANA
OG0001743	LOC6036262|XP_038119186.1|CQUI	LOC6507462|XP_001955965.2|DANA
OG0001744	LOC6054588|XP_038121964.1|CQUI	LOC6496628|XP_001961293.3|DANA
OG0001745	LOC119769222|XP_038117074.1|CQUI, LOC6038595|XP_038118253.1|CQUI, LOC6038593|XP_038118254.1|CQUI	LOC6494192|XP_032307124.1|DANA
OG0001746	LOC6036558|XP_001846598.2|CQUI	LOC6493473|XP_001957829.1|DANA
OG0001747	LOC6036201|XP_038120017.1|CQUI	LOC6494542|XP_032306055.1|DANA
OG0001748	LOC6033564|XP_038117165.1|CQUI	LOC6493017|XP_001956861.3|DANA
OG0001749	LOC6036422|XP_001846474.1|CQUI	LOC6494105|XP_001960967.1|DANA
OG0001750	LOC6036421|XP_038119048.1|CQUI	LOC6496470|XP_001960966.1|DANA
OG0001751	LOC6042855|XP_038114678.1|CQUI	LOC6506946|XP_001956937.1|DANA
OG0001752	LOC6040996|XP_038119438.1|CQUI	LOC6506639|XP_032309861.1|DANA
OG0001753	LOC6054690|XP_038115069.1|CQUI, LOC6031315|XP_038115068.1|CQUI	LOC6506846|XP_014764919.1|DANA
OG0001754	LOC6050843|XP_001867373.2|CQUI	LOC6494332|XP_001960519.1|DANA
OG0001755	LOC6052250|XP_038120707.1|CQUI	LOC6493134|XP_032310211.1|DANA
OG0001756	LOC6053151|XP_038114960.1|CQUI	LOC6494154|XP_014762650.1|DANA
OG0001757	LOC6043790|XP_038121470.1|CQUI	LOC6495612|XP_001959203.1|DANA
OG0001758	LOC6043689|XP_038120429.1|CQUI	LOC6493831|XP_001958523.1|DANA
OG0001759	LOC6033506|XP_001843947.2|CQUI	LOC6495962|XP_001959939.3|DANA
OG0001760	LOC6053983|XP_001869974.2|CQUI	LOC6496564|XP_001961160.2|DANA
OG0001761	LOC6030821|XP_038116016.1|CQUI	LOC6495654|XP_001959312.2|DANA
OG0001762	LOC6032229|XP_038120484.1|CQUI, LOC119767059|XP_038110416.1|CQUI	LOC6497766|XP_001961402.2|DANA
OG0001763	LOC6042603|XP_038108791.1|CQUI	LOC6497299|XP_001962369.2|DANA
OG0001764	LOC6046458|XP_001863652.1|CQUI, LOC6047560|XP_001864605.2|CQUI	LOC6501276|XP_001954901.1|DANA
OG0001765	LOC6051485|XP_038107849.1|CQUI	LOC6495320|XP_032307199.1|DANA
OG0001766	LOC6032480|XP_038113756.1|CQUI	LOC6498343|XP_032307395.1|DANA
OG0001767	LOC6038630|XP_038111107.1|CQUI	LOC6503282|XP_032309180.1|DANA
OG0001768	LOC6043200|XP_001857537.1|CQUI	LOC6503349|XP_001965373.1|DANA
OG0001769	LOC6032939|XP_038112351.1|CQUI	LOC6498395|XP_032311253.1|DANA
OG0001770	LOC6031963|XP_001842639.2|CQUI, LOC6031964|XP_001842640.2|CQUI, LOC6031965|XP_001842641.2|CQUI	LOC6498634|XP_001963207.1|DANA
OG0001771	LOC6036359|XP_001846418.2|CQUI	LOC6498052|XP_001961972.1|DANA
OG0001772	LOC6037387|XP_001847305.2|CQUI	LOC6496939|XP_001963091.1|DANA
OG0001774	LOC6050045|XP_038113995.1|CQUI	LOC6494410|XP_001960386.2|DANA
OG0001776	LOC6031792|XP_001842500.2|CQUI	LOC6496997|XP_001962964.2|DANA
OG0001777	LOC6038084|XP_038107632.1|CQUI	LOC6498663|XP_032311087.1|DANA
OG0001778	LOC6048084|XP_038107441.1|CQUI	LOC6497403|XP_001962155.1|DANA
OG0001779	LOC6038075|XP_038113585.1|CQUI	LOC6496967|XP_032311183.1|DANA
OG0001781	LOC6041564|XP_001850809.2|CQUI	LOC6497269|XP_014761602.1|DANA
OG0001782	LOC6042229|XP_038107954.1|CQUI	LOC6505936|XP_014760518.1|DANA
OG0001783	LOC6031827|XP_038111291.1|CQUI	LOC6498362|XP_001962623.3|DANA
OG0001784	LOC6041615|XP_038107354.1|CQUI	LOC6496865|XP_001963248.1|DANA
OG0001785	LOC6042128|XP_038111879.1|CQUI	LOC6495346|XP_001958627.1|DANA
OG0001786	LOC6042125|XP_038111657.1|CQUI	LOC6507061|XP_001965301.1|DANA
OG0001787	LOC6040864|XP_038108373.1|CQUI	LOC6496863|XP_032310984.1|DANA
OG0001789	LOC6048506|XP_001865416.1|CQUI	LOC6496401|XP_001960836.1|DANA
OG0001790	LOC6041779|XP_001850996.1|CQUI	LOC6498661|XP_014762220.1|DANA
OG0001791	LOC6034040|XP_001844420.1|CQUI, LOC6043078|XP_038108346.1|CQUI	LOC6495408|XP_001958776.1|DANA
OG0001792	LOC6045612|XP_038111898.1|CQUI	LOC6497312|XP_014761637.1|DANA
OG0001793	LOC6046544|XP_038112495.1|CQUI	LOC6496333|XP_032306104.1|DANA
OG0001794	LOC6036321|XP_038109201.1|CQUI	LOC6498137|XP_032307616.1|DANA
OG0001795	LOC6047491|XP_038109664.1|CQUI	LOC6496830|XP_032311089.1|DANA
OG0001797	LOC6047551|XP_038118672.1|CQUI, LOC6050873|XP_038122154.1|CQUI	LOC6504350|XP_014759411.1|DANA
OG0001798	LOC6033088|XP_001843587.1|CQUI	LOC6495965|XP_001959945.1|DANA
OG0001799	LOC6043563|XP_001859940.2|CQUI	LOC6504385|XP_032308250.1|DANA
OG0001800	LOC6051493|XP_038117999.1|CQUI	LOC6496852|XP_001963274.2|DANA
OG0001801	LOC6049899|XP_038119313.1|CQUI	LOC6507756|XP_001956284.3|DANA
OG0001802	LOC119770526|XP_038121485.1|CQUI, LOC6046222|XP_001863451.2|CQUI	LOC6500958|XP_001954245.1|DANA
OG0001803	LOC6039393|XP_001849006.2|CQUI	LOC6499968|XP_001953531.2|DANA
OG0001804	LOC6053879|XP_038114581.1|CQUI	LOC6494512|XP_001965916.2|DANA
OG0001805	LOC6052240|XP_001868538.2|CQUI	LOC6506204|XP_001958349.1|DANA
OG0001806	LOC6032501|XP_001843089.2|CQUI	LOC6503400|XP_014759139.1|DANA
OG0001808	LOC6039490|XP_038115956.1|CQUI	LOC6499437|XP_014766067.1|DANA
OG0001809	LOC6046894|XP_038121868.1|CQUI	LOC6499459|XP_001954598.2|DANA
OG0001810	LOC119767837|XP_038113417.1|CQUI, LOC6048710|XP_038115683.1|CQUI, LOC6042778|XP_038119753.1|CQUI	LOC6500809|XP_001953956.2|DANA
OG0001811	LOC6052426|XP_038121257.1|CQUI	LOC6496493|XP_001961012.3|DANA
OG0001812	LOC6033997|XP_001844384.1|CQUI	LOC6503193|XP_001963617.2|DANA
OG0001813	LOC6045837|XP_038108395.1|CQUI	LOC6499350|XP_032305766.1|DANA
OG0001814	LOC6042171|XP_001851318.2|CQUI	LOC6500956|XP_001954240.1|DANA
OG0001815	LOC6052975|XP_038122237.1|CQUI	LOC6499133|XP_001955235.1|DANA
OG0001816	LOC6039946|XP_001849441.1|CQUI	LOC6496539|XP_001961102.1|DANA
OG0001817	LOC6033778|XP_038113959.1|CQUI	LOC6495984|XP_014763574.1|DANA
OG0001818	LOC6031465|XP_038110900.1|CQUI, LOC6031468|XP_038106439.1|CQUI	LOC6503113|XP_001963447.2|DANA
OG0001819	LOC6052485|XP_038106063.1|CQUI	LOC6496087|XP_001960194.2|DANA
OG0001820	LOC6031908|XP_038108785.1|CQUI	LOC6503827|XP_001963675.2|DANA
OG0001821	LOC6045851|XP_038113040.1|CQUI	LOC6494777|XP_001959691.1|DANA
OG0001822	LOC6051898|XP_038107802.1|CQUI	LOC6496389|XP_001960804.1|DANA
OG0001823	LOC6049608|XP_001866335.2|CQUI	LOC6507202|XP_001956494.1|DANA
OG0001824	LOC6043663|XP_001861292.2|CQUI, LOC6043665|XP_038111105.1|CQUI	LOC6496835|XP_001963310.1|DANA
OG0001825	LOC6052855|XP_038109737.1|CQUI	LOC6496019|XP_032306172.1|DANA
OG0001826	LOC6051516|XP_038113255.1|CQUI	LOC6496614|XP_001961263.1|DANA, LOC6497625|XP_001961680.1|DANA, LOC6504083|XP_001964142.1|DANA
OG0001827	LOC6047130|XP_038111924.1|CQUI, LOC6040294|XP_038110969.1|CQUI	LOC6494297|XP_001960581.1|DANA
OG0001828	LOC6037826|XP_038114259.1|CQUI	LOC6505186|XP_001965501.2|DANA
OG0001829	LOC6053615|XP_038114283.1|CQUI	LOC6495495|XP_001958971.1|DANA
OG0001830	LOC6049875|XP_001866565.2|CQUI	LOC6494169|XP_001960833.1|DANA
OG0001831	LOC6038352|XP_038109026.1|CQUI, LOC6038350|XP_001848165.2|CQUI	LOC6507210|XP_001956470.2|DANA
OG0001832	LOC6036088|XP_001846181.1|CQUI	LOC6503081|XP_001963397.1|DANA
OG0001833	LOC6043113|XP_001855895.2|CQUI	LOC6495723|XP_014763467.2|DANA
OG0001848	LOC6044339|XP_038122494.1|CQUI	LOC26514684|XP_032309153.1|DANA
OG0001849	LOC6044345|XP_001861875.1|CQUI	LOC6499812|XP_001953861.2|DANA
OG0001850	LOC6038326|XP_038110281.1|CQUI	LOC6502768|XP_001966880.2|DANA
OG0001851	LOC6052786|XP_038111864.1|CQUI	LOC6501786|XP_032311739.1|DANA
OG0001853	LOC6038307|XP_038117280.1|CQUI	LOC6499238|XP_032307961.1|DANA
OG0001854	LOC6041765|XP_038116879.1|CQUI	LOC6503919|XP_001963842.1|DANA
OG0001855	LOC6035157|XP_038105344.1|CQUI	LOC6494271|XP_001960622.1|DANA
OG0001856	LOC6046575|XP_001863756.2|CQUI	LOC6501884|XP_001966736.1|DANA
OG0001857	LOC6042718|XP_001870735.2|CQUI, LOC6042721|XP_001870738.2|CQUI	LOC6501972|XP_001966793.1|DANA
OG0001858	LOC6041772|XP_038104722.1|CQUI	LOC6505063|XP_001965531.1|DANA
OG0001859	LOC119767634|XP_038112546.1|CQUI	LOC6503623|XP_001964043.1|DANA
OG0001860	LOC6047045|XP_038104177.1|CQUI, LOC6042830|XP_001870827.1|CQUI	LOC6507843|XP_014765488.1|DANA
OG0001861	LOC6037954|XP_038104548.1|CQUI	LOC6501337|XP_001955018.1|DANA
OG0001862	LOC6045736|XP_038105476.1|CQUI, LOC6045737|XP_001863044.2|CQUI	LOC6504383|XP_001967076.1|DANA
OG0001863	LOC6042593|XP_038114195.1|CQUI, LOC6045734|XP_001863041.2|CQUI	LOC6505009|XP_001965638.1|DANA
OG0001864	LOC6053324|XP_038105480.1|CQUI	LOC6499683|XP_014766186.1|DANA
OG0001865	LOC6042722|XP_001870739.2|CQUI	LOC6504425|XP_032308114.1|DANA
OG0001866	LOC6042730|XP_038104345.1|CQUI	LOC6500365|XP_032305411.1|DANA
OG0001867	LOC6048195|XP_038116728.1|CQUI	LOC6493408|XP_032310305.1|DANA
OG0001868	LOC6052598|XP_038104287.1|CQUI	LOC6497143|XP_001962671.2|DANA
OG0001869	LOC6038423|XP_038105660.1|CQUI	LOC6500775|XP_014766708.1|DANA
OG0001870	LOC6044993|XP_001862417.2|CQUI	LOC6504747|XP_001966286.1|DANA
OG0001871	LOC6039039|XP_038104101.1|CQUI	LOC6504733|XP_001966303.1|DANA
OG0001872	LOC6034331|XP_038122572.1|CQUI	LOC6505981|XP_001964717.1|DANA, LOC26515565|XP_032305363.1|DANA, LOC116654491|XP_032305362.1|DANA
OG0001873	LOC6045619|XP_038104541.1|CQUI	LOC6500472|XP_001953287.1|DANA
OG0001874	LOC6043591|XP_038105079.1|CQUI	LOC6499218|XP_001955081.1|DANA
OG0001875	LOC6047655|XP_038112718.1|CQUI	LOC6505950|XP_014760855.2|DANA
OG0001876	LOC6034410|XP_001844728.2|CQUI	LOC6498705|XP_014759404.1|DANA
OG0001877	LOC6034426|XP_001844744.2|CQUI	LOC6505108|XP_001965443.1|DANA
OG0001878	LOC6034484|XP_038114409.1|CQUI	LOC6500383|XP_001953096.1|DANA
OG0001879	LOC6034762|XP_038105957.1|CQUI	LOC6500665|XP_001953681.2|DANA
OG0001880	LOC6036518|XP_001846563.2|CQUI	LOC6501367|XP_001955087.1|DANA
OG0001881	LOC6035632|XP_038104495.1|CQUI	LOC6499211|XP_032305788.1|DANA
OG0001882	LOC6035646|XP_001845785.2|CQUI	LOC6505921|XP_001964622.3|DANA
OG0001883	LOC6044618|XP_038104449.1|CQUI	LOC6500812|XP_014766742.1|DANA
OG0001884	LOC6035062|XP_001845298.1|CQUI	LOC6499801|XP_001953882.1|DANA
OG0001885	LOC119767037|XP_038110218.1|CQUI	LOC6506138|XP_001965120.1|DANA
OG0001886	LOC6044851|XP_001862296.1|CQUI	LOC6500550|XP_001953437.1|DANA
OG0001887	LOC6038584|XP_001848366.1|CQUI	LOC6496231|XP_001960503.1|DANA
OG0001888	LOC6041722|XP_038122909.1|CQUI	LOC6498863|XP_001955782.1|DANA
OG0001889	LOC6041728|XP_001850950.2|CQUI	LOC6501952|XP_001966754.1|DANA
OG0001890	LOC119765309|XP_038104857.1|CQUI	LOC6506770|XP_001957272.1|DANA
OG0001891	LOC6043184|XP_038105459.1|CQUI	LOC6505856|XP_014760817.1|DANA
OG0001892	LOC6035555|XP_001845713.2|CQUI	LOC6503268|XP_001965846.1|DANA
OG0001893	LOC6032693|XP_038105722.1|CQUI	LOC6499075|XP_001955359.1|DANA
OG0001894	LOC6032687|XP_001843247.2|CQUI	LOC6494099|XP_001960978.1|DANA
OG0001895	LOC6032626|XP_038117551.1|CQUI	LOC6505328|XP_032308019.1|DANA
OG0001896	LOC6033243|XP_038122668.1|CQUI	LOC26514303|XP_032311468.1|DANA
OG0001897	LOC6046290|XP_038104836.1|CQUI	LOC6500913|XP_014766791.1|DANA
OG0001898	LOC6031568|XP_001842347.2|CQUI	LOC6504920|XP_001966593.2|DANA
OG0001899	LOC6033679|XP_038122988.1|CQUI	LOC6505665|XP_032305530.1|DANA, LOC116654512|XP_032305533.1|DANA
OG0001900	LOC6041148|XP_038110611.1|CQUI	LOC6493590|XP_001958054.1|DANA
OG0001901	LOC6033710|XP_038105128.1|CQUI	LOC6498253|XP_032307463.1|DANA
OG0001902	LOC6035419|XP_038119268.1|CQUI	LOC26515191|XP_032309853.1|DANA
OG0001905	LOC6040704|XP_001850058.2|CQUI	LOC6505015|XP_014760249.1|DANA
OG0001906	LOC6037489|XP_038105690.1|CQUI	LOC6500778|XP_032305654.1|DANA
OG0001907	LOC6038035|XP_038114494.1|CQUI	LOC6501798|XP_001967178.1|DANA
OG0001908	LOC6042396|XP_038108468.1|CQUI	LOC6499096|XP_001955310.2|DANA
OG0001909	LOC6032044|XP_038104689.1|CQUI	LOC6501891|XP_001966721.1|DANA
OG0001910	LOC6035189|XP_038105072.1|CQUI, LOC6035190|XP_001845420.2|CQUI	LOC6500636|XP_032307457.1|DANA
OG0001912	LOC6033909|XP_001844298.2|CQUI	LOC6495473|XP_001958923.1|DANA, LOC26515159|XP_014767399.1|DANA
OG0001913	LOC6033916|XP_001844305.2|CQUI, LOC6033914|XP_038109497.1|CQUI, LOC6033918|XP_001844307.2|CQUI	LOC6496903|XP_001963176.1|DANA
OG0001914	LOC6044843|XP_001862288.2|CQUI, LOC6033904|XP_001844293.2|CQUI	LOC6498915|XP_032312153.1|DANA
OG0001915	LOC6032785|XP_038118978.1|CQUI	LOC6507485|XP_001955908.1|DANA
OG0001916	LOC6032807|XP_038118971.1|CQUI	LOC6493993|XP_032306130.1|DANA
OG0001917	LOC6032905|XP_038116382.1|CQUI	LOC6506788|XP_001957239.1|DANA
OG0001918	LOC6038679|XP_001848434.2|CQUI, LOC119767328|XP_038111632.1|CQUI	LOC6507368|XP_001956154.2|DANA
OG0001919	LOC6041034|XP_001850345.2|CQUI	LOC6494006|XP_001961158.1|DANA
OG0001920	LOC6053530|XP_038119323.1|CQUI	LOC6507678|XP_001956130.1|DANA
OG0001921	LOC6031101|XP_001841948.2|CQUI	LOC6494046|XP_001961086.1|DANA
OG0001922	LOC119770110|XP_038120318.1|CQUI, LOC6050944|XP_001867457.2|CQUI	LOC6496391|XP_001960808.1|DANA
OG0001924	LOC6047853|XP_001864856.2|CQUI	LOC6498492|XP_001965883.2|DANA
OG0001925	LOC6044576|XP_001862068.2|CQUI	LOC6493343|XP_001957559.1|DANA
OG0001926	LOC6031058|XP_038117318.1|CQUI	LOC6507025|XP_032310099.1|DANA
OG0001927	LOC6042822|XP_038119054.1|CQUI	LOC6494920|XP_001959420.1|DANA
OG0001928	LOC6042827|XP_001870824.2|CQUI	LOC6493468|XP_014764399.1|DANA
OG0001929	LOC6044582|XP_038117729.1|CQUI	LOC6493466|XP_032310108.1|DANA
OG0001930	LOC6052394|XP_038121632.1|CQUI	LOC116654683|XP_032306086.1|DANA, LOC6495788|XP_001959582.2|DANA
OG0001932	LOC6044950|XP_038115259.1|CQUI	LOC6493421|XP_032310163.1|DANA
OG0001933	LOC6051407|XP_001867852.2|CQUI	LOC6495977|XP_001959961.1|DANA
OG0001934	LOC119765391|XP_038105089.1|CQUI, LOC6047375|XP_001864443.2|CQUI	LOC6506470|XP_001957811.3|DANA
OG0001935	LOC6038818|XP_038120855.1|CQUI	LOC6506798|XP_001957220.1|DANA
OG0001937	LOC6042011|XP_038115412.1|CQUI	LOC6495470|XP_032306133.1|DANA
OG0001938	LOC6044645|XP_038115793.1|CQUI	LOC6495268|XP_001958733.1|DANA
OG0001939	LOC6048509|XP_001865422.2|CQUI	LOC6495581|XP_001959138.1|DANA
OG0001940	LOC6048947|XP_001865782.2|CQUI	LOC6494558|XP_032306917.1|DANA
OG0001941	LOC6036592|XP_038117237.1|CQUI	LOC6507676|XP_014765402.1|DANA
OG0001942	LOC6041098|XP_038119257.1|CQUI, LOC6037316|XP_001847243.2|CQUI, LOC6041117|XP_038121399.1|CQUI	LOC6494626|XP_032306812.1|DANA
OG0001943	LOC119769729|XP_038119123.1|CQUI	LOC6493184|XP_001957217.1|DANA
OG0001944	LOC6053439|XP_001869521.2|CQUI	LOC6507488|XP_001955902.1|DANA
OG0001945	LOC6041342|XP_038121860.1|CQUI	LOC6494097|XP_032306517.1|DANA
OG0001946	LOC6050479|XP_001867082.1|CQUI	LOC6496025|XP_001960070.1|DANA
OG0001947	LOC6050483|XP_001867086.1|CQUI	LOC6494536|XP_001960151.1|DANA
OG0001948	LOC6048050|XP_038116081.1|CQUI	LOC6505095|XP_001965475.2|DANA
OG0001949	LOC6050155|XP_038115622.1|CQUI	LOC6506936|XP_001956954.2|DANA
OG0001950	LOC6044944|XP_038114752.1|CQUI	LOC6500042|XP_032305691.1|DANA
OG0001951	LOC6038589|XP_038122017.1|CQUI	LOC6494193|XP_032307115.1|DANA
OG0001952	LOC6051573|XP_038119566.1|CQUI	LOC6496760|XP_001965809.2|DANA
OG0001953	LOC6037139|XP_001847079.2|CQUI	LOC6495171|XP_001958914.1|DANA
OG0001954	LOC6036398|XP_038119152.1|CQUI	LOC6494995|XP_001959255.1|DANA
OG0001955	LOC6036401|XP_001846454.2|CQUI	LOC6496603|XP_001961234.1|DANA
OG0001956	LOC6036547|XP_038117528.1|CQUI	LOC6506444|XP_001957869.3|DANA
OG0001957	LOC6036275|XP_001846341.1|CQUI	LOC6495655|XP_001959316.1|DANA
OG0001958	LOC6033549|XP_038117713.1|CQUI	LOC6495789|XP_032306308.1|DANA
OG0001959	LOC6038392|XP_001848199.2|CQUI, LOC6037710|XP_038114451.1|CQUI	LOC6506779|XP_001957258.1|DANA
OG0001960	LOC6040613|XP_001849983.2|CQUI	LOC6507399|XP_001956088.1|DANA
OG0001962	LOC6035473|XP_038120793.1|CQUI	LOC6496475|XP_032306524.1|DANA
OG0001963	LOC6033576|XP_038116392.1|CQUI	LOC6506568|XP_001957628.1|DANA
OG0001964	LOC119770350|XP_038120975.1|CQUI	LOC6493507|XP_001957892.1|DANA
OG0001966	LOC6045542|XP_038120964.1|CQUI	LOC6499206|XP_001955113.3|DANA
OG0001967	LOC6037159|XP_038116491.1|CQUI	LOC6495648|XP_001959296.1|DANA
OG0001968	LOC119769837|XP_038119461.1|CQUI	LOC6506459|XP_001957836.1|DANA
OG0001969	LOC6043784|XP_001861388.2|CQUI	LOC6496507|XP_001961042.1|DANA
OG0001970	LOC6033499|XP_001843940.1|CQUI	LOC6496376|XP_001960788.1|DANA
OG0001971	LOC119770383|XP_038121065.1|CQUI	LOC6494607|XP_001960020.1|DANA
OG0001972	LOC6050813|XP_038115650.1|CQUI	LOC6502662|XP_001953810.1|DANA
OG0001973	LOC6030808|XP_038115981.1|CQUI	LOC6495901|XP_001959820.2|DANA
OG0001974	LOC6040965|XP_001850286.2|CQUI	LOC6495929|XP_032306339.1|DANA
OG0001975	LOC6047202|XP_001864288.2|CQUI	LOC6507536|XP_001955877.1|DANA
OG0001976	LOC6037093|XP_001847040.1|CQUI	LOC6495148|XP_001958958.1|DANA
OG0001977	LOC119767020|XP_038110184.1|CQUI, LOC6032497|XP_001843086.1|CQUI	LOC6498248|XP_001962393.1|DANA
OG0001978	LOC6034119|XP_038111127.1|CQUI	LOC6506124|XP_032309509.1|DANA, LOC6497629|XP_001961675.1|DANA
OG0001979	LOC6046047|XP_001863303.1|CQUI	LOC6505489|XP_032311142.1|DANA
OG0001980	LOC6048883|XP_001865727.2|CQUI	LOC6497864|XP_001961593.1|DANA
OG0001981	LOC6041637|XP_038113783.1|CQUI	LOC6498322|XP_014762072.1|DANA
OG0001982	LOC6046048|XP_001863304.2|CQUI	LOC26515266|XP_014760161.1|DANA
OG0001983	LOC6037074|XP_038109968.1|CQUI	LOC6502733|XP_032309795.1|DANA
OG0001984	LOC6043314|XP_038108458.1|CQUI	LOC6498213|XP_001962313.1|DANA
OG0001985	LOC6041484|XP_038107733.1|CQUI	LOC6505437|XP_001964904.1|DANA
OG0001986	LOC6039572|XP_038113369.1|CQUI	LOC6497308|XP_001962350.1|DANA
OG0001987	LOC6033795|XP_038108902.1|CQUI, LOC6047193|XP_038106698.1|CQUI	LOC6503656|XP_032308432.1|DANA
OG0001988	LOC6031811|XP_038108479.1|CQUI	LOC6494646|XP_001959942.1|DANA
OG0001989	LOC6038274|XP_001848097.2|CQUI	LOC6497848|XP_001961563.1|DANA
OG0001990	LOC6038269|XP_038107998.1|CQUI	LOC6498599|XP_032311203.1|DANA
OG0001991	LOC6045657|XP_038110933.1|CQUI	LOC26514679|XP_032309416.1|DANA
OG0001992	LOC6048798|XP_038109494.1|CQUI	LOC6497017|XP_032311119.1|DANA
OG0001993	LOC6034237|XP_001844584.2|CQUI, LOC6040852|XP_001850184.1|CQUI	LOC6498511|XP_001962973.1|DANA
OG0001994	LOC6031207|XP_001842041.2|CQUI	LOC6501109|XP_014766894.1|DANA
OG0001995	LOC6033195|XP_001843675.2|CQUI	LOC6498436|XP_001962816.1|DANA
OG0001996	LOC6031275|XP_038108642.1|CQUI	LOC6497215|XP_032307580.1|DANA
OG0001997	LOC6042869|XP_001853641.1|CQUI	LOC6494437|XP_001960315.1|DANA
OG0001998	LOC6052519|XP_038108714.1|CQUI	LOC6497309|XP_001962348.1|DANA
OG0001999	LOC6049002|XP_038107788.1|CQUI	LOC6494992|XP_032307087.1|DANA
OG0002000	LOC6054187|XP_038109989.1|CQUI	LOC6497459|XP_001962032.2|DANA
OG0002001	LOC6033119|XP_038108756.1|CQUI	LOC6497897|XP_001961669.3|DANA
OG0002002	LOC6042111|XP_001851261.2|CQUI	LOC6495712|XP_001959418.1|DANA
OG0002003	LOC6044259|XP_001861798.1|CQUI	LOC6498361|XP_001962622.1|DANA
OG0002004	LOC6036173|XP_038111988.1|CQUI	LOC6497911|XP_014761883.1|DANA
OG0002005	LOC6033275|XP_038111843.1|CQUI	LOC6497758|XP_032307328.1|DANA
OG0002006	LOC6033224|XP_038110957.1|CQUI	LOC6498667|XP_014762234.1|DANA
OG0002008	LOC6036447|XP_038109172.1|CQUI	LOC6501774|XP_032308049.1|DANA
OG0002009	LOC6036465|XP_038112709.1|CQUI	LOC6496388|XP_001960803.1|DANA
OG0002010	LOC6036482|XP_001846532.2|CQUI	LOC6497174|XP_001962624.1|DANA
OG0002011	LOC6034391|XP_001844709.2|CQUI	LOC6498262|XP_001962421.1|DANA
OG0002012	LOC6036347|XP_038112714.1|CQUI	LOC6497209|XP_001962553.2|DANA
OG0002013	LOC6046639|XP_038107918.1|CQUI	LOC6498025|XP_014761934.1|DANA
OG0002014	LOC6035997|XP_038111448.1|CQUI	LOC6495826|XP_001959665.1|DANA
OG0002015	LOC6034825|XP_001845096.2|CQUI	LOC6498135|XP_001962151.1|DANA
OG0002016	LOC6050974|XP_038107602.1|CQUI	LOC6495076|XP_001959120.2|DANA
OG0002017	LOC6054171|XP_038108914.1|CQUI	LOC6496893|XP_001963196.1|DANA
OG0002018	LOC6032135|XP_001842789.2|CQUI	LOC6496993|XP_001962972.1|DANA
OG0002019	LOC6046126|XP_038110758.1|CQUI	LOC6498481|XP_032311103.1|DANA
OG0002020	LOC6038005|XP_038108837.1|CQUI	LOC6497063|XP_001962823.1|DANA, LOC6503474|XP_001964313.1|DANA
OG0002021	LOC6037998|XP_001847845.2|CQUI	LOC6495647|XP_001959295.1|DANA
OG0002022	LOC119767624|XP_038112509.1|CQUI	LOC6503752|XP_014760394.1|DANA
OG0002023	LOC6036020|XP_038109557.1|CQUI	LOC26515156|XP_032305400.1|DANA, LOC6507958|XP_001954064.1|DANA
OG0002024	LOC6033634|XP_001844061.1|CQUI	LOC6498568|XP_001963084.1|DANA
OG0002025	LOC6048337|XP_038109427.1|CQUI	LOC6497935|XP_001961749.2|DANA
OG0002026	LOC6046087|XP_038119029.1|CQUI	LOC6506135|XP_001958481.1|DANA
OG0002027	LOC6038993|XP_038118649.1|CQUI	LOC6495860|XP_001959724.2|DANA
OG0002028	LOC6038987|XP_038119452.1|CQUI	LOC6495360|XP_014763275.1|DANA
OG0002029	LOC6044744|XP_038117028.1|CQUI	LOC6493321|XP_001957522.1|DANA
OG0002030	LOC6036738|XP_001846737.1|CQUI	LOC6494102|XP_001960972.1|DANA
