Orthogroup	CQUI.longest_only	AALB.longest_only
OG0000425	LOC6049711|XP_038113311.1|CQUI	LOC118465549|XP_035789768.1|AALB
OG0000426	LOC6043942|XP_001861525.2|CQUI	LOC118464358|XP_035787574.1|AALB
OG0000433	LOC6042750|XP_001870760.2|CQUI	LOC118466448|XP_035791718.1|AALB
OG0000433	LOC6040995|XP_038119615.1|CQUI	LOC118463182|XP_035785489.1|AALB
OG0000434	LOC6042411|XP_001851531.2|CQUI	LOC118457926|XP_035775829.1|AALB
OG0000434	LOC119765343|XP_038104983.1|CQUI	LOC118457928|XP_035775831.1|AALB
OG0000435	LOC6038210|XP_001848042.2|CQUI, LOC6038215|XP_001848044.2|CQUI, LOC6038528|XP_038106285.1|CQUI, LOC6038862|XP_038117185.1|CQUI, LOC6033440|XP_001843891.2|CQUI, LOC6033751|XP_001844161.2|CQUI, LOC6040045|XP_001849517.2|CQUI, LOC6038217|XP_001848046.2|CQUI, LOC6038216|XP_001848045.2|CQUI, LOC6038860|XP_001848565.2|CQUI, LOC6038859|XP_001848564.2|CQUI, LOC6037532|XP_038109452.1|CQUI, LOC6037531|XP_001847431.2|CQUI, LOC6054227|XP_038119514.1|CQUI, LOC6039205|XP_038104995.1|CQUI	LOC118456488|XP_035773208.1|AALB
OG0000436	LOC6051334|XP_001867792.1|CQUI, LOC6032808|XP_001843347.2|CQUI, LOC119770616|XP_038121761.1|CQUI	LOC118462551|XP_035784211.1|AALB, LOC118463959|XP_035786836.1|AALB
OG0000436	LOC119766916|XP_038109316.1|CQUI, LOC6038739|XP_001848478.2|CQUI, LOC6038732|XP_001848474.2|CQUI, LOC6038730|XP_001848470.2|CQUI, LOC6038737|XP_001848476.2|CQUI, LOC119766029|XP_038106307.1|CQUI, LOC6046689|XP_038106288.1|CQUI, LOC6038741|XP_001848480.2|CQUI, LOC119767286|XP_038111490.1|CQUI, LOC6038748|XP_001848486.2|CQUI, LOC6038731|XP_038111723.1|CQUI, LOC6038747|XP_001848485.2|CQUI, LOC6038743|XP_001848482.2|CQUI, LOC6038742|XP_001848481.2|CQUI, LOC119769504|XP_038118126.1|CQUI, LOC119765990|XP_038106232.1|CQUI, LOC119769208|XP_038117053.1|CQUI, LOC6031294|XP_038117055.1|CQUI, LOC119765020|XP_038119256.1|CQUI, LOC6049114|XP_038118428.1|CQUI, LOC6031299|XP_038114780.1|CQUI	LOC118464304|XP_035787485.1|AALB
OG0000437	LOC6052828|XP_001869024.1|CQUI	LOC118466743|XP_035792325.1|AALB
OG0000437	LOC6048330|XP_001865266.2|CQUI	LOC118463664|XP_035786310.1|AALB
OG0000438	LOC6034110|XP_038111570.1|CQUI	LOC118466625|XP_035792104.1|AALB, LOC118468402|XP_035795059.1|AALB
OG0000439	LOC6039581|XP_038109671.1|CQUI	LOC118468378|XP_035795030.1|AALB
OG0000439	LOC6051719|XP_038113453.1|CQUI	LOC118464880|XP_035788516.1|AALB
OG0000440	LOC6036645|XP_001846671.2|CQUI	LOC118458547|XP_035777075.1|AALB
OG0000441	LOC6050426|XP_038113065.1|CQUI	LOC118461581|XP_035782965.1|AALB
OG0000442	LOC6035011|XP_038119411.1|CQUI	LOC118459932|XP_035779686.1|AALB
OG0000442	LOC6046278|XP_038116454.1|CQUI	LOC118459006|XP_035777903.1|AALB
OG0000443	LOC6034172|XP_001844528.2|CQUI, LOC6034174|XP_001844529.2|CQUI	LOC118466849|XP_035792569.1|AALB
OG0000444	LOC6034653|XP_001844941.2|CQUI	LOC118464884|XP_035788521.1|AALB
OG0000448	LOC6044342|XP_001861872.2|CQUI, LOC6044340|XP_038105584.1|CQUI	LOC118465143|XP_035788980.1|AALB
OG0000449	LOC6033785|XP_038109492.1|CQUI	LOC118465875|XP_035790405.1|AALB
OG0000450	LOC6050628|XP_038113806.1|CQUI	LOC118468652|XP_035795576.1|AALB
OG0000450	LOC6042731|XP_038116979.1|CQUI	LOC118464184|XP_035787232.1|AALB
OG0000451	LOC6034433|XP_001844750.1|CQUI	LOC118457112|XP_035774304.1|AALB
OG0000451	LOC6034434|XP_038105282.1|CQUI	LOC118465876|XP_035790406.1|AALB
OG0000452	LOC119766234|XP_038106602.1|CQUI	LOC118466194|XP_035791100.1|AALB
OG0000452	LOC119769477|XP_038117988.1|CQUI	LOC118456663|XP_035773514.1|AALB, LOC118468186|XP_035794899.1|AALB, LOC118468181|XP_035794893.1|AALB
OG0000453	LOC6041371|XP_038105173.1|CQUI	LOC118458770|XP_035777455.1|AALB
OG0000453	LOC6041353|XP_001850627.1|CQUI	LOC118458815|XP_035777578.1|AALB
OG0000454	LOC6031085|XP_001841933.2|CQUI	LOC118465813|XP_035790277.1|AALB
OG0000455	LOC6043370|XP_038121165.1|CQUI	LOC118463631|XP_035786245.1|AALB
OG0000456	LOC6047972|XP_038113525.1|CQUI	LOC118458660|XP_035777247.1|AALB
OG0000456	LOC6036162|XP_038107996.1|CQUI	LOC118457602|XP_035775201.1|AALB
OG0000457	LOC6047780|XP_038111522.1|CQUI	LOC118457563|XP_035775129.1|AALB
OG0000457	LOC6054790|XP_038111518.1|CQUI	LOC118457897|XP_035775767.1|AALB
OG0000458	LOC119766621|XP_038107556.1|CQUI	LOC118457431|XP_035774909.1|AALB
OG0000458	LOC6033358|XP_001843821.2|CQUI	LOC118457430|XP_035774906.1|AALB
OG0000458	LOC6033359|XP_001843822.2|CQUI	LOC118458307|XP_035776534.1|AALB
OG0000458	LOC6044558|XP_038108730.1|CQUI	LOC118461892|XP_035783639.1|AALB
OG0000459	LOC6045127|XP_001862530.2|CQUI, LOC6035762|XP_001845887.2|CQUI	LOC118467477|XP_035793911.1|AALB
OG0000459	LOC119767787|XP_038113196.1|CQUI	LOC118459435|XP_035778676.1|AALB
OG0000460	LOC6044256|XP_001861795.2|CQUI	LOC118457528|XP_035775067.1|AALB
OG0000465	LOC119768676|XP_038115066.1|CQUI, LOC6045189|XP_038112218.1|CQUI	LOC118456410|XP_035773015.1|AALB
OG0000466	LOC6035082|XP_038122526.1|CQUI	LOC118460911|XP_035781556.1|AALB
OG0000466	LOC6044248|XP_038107808.1|CQUI	LOC118466949|XP_035792745.1|AALB
OG0000467	LOC6045537|XP_038118816.1|CQUI	LOC118467127|XP_035793110.1|AALB
OG0000468	LOC6042212|XP_001851353.1|CQUI	LOC118458755|XP_035777438.1|AALB
OG0000468	LOC6041607|XP_038115266.1|CQUI	LOC118467881|XP_035794686.1|AALB
OG0000469	LOC6049763|XP_038113824.1|CQUI	LOC118461268|XP_035782294.1|AALB
OG0000470	LOC6036814|XP_038111507.1|CQUI	LOC118464390|XP_035787629.1|AALB
OG0000470	LOC6047359|XP_038112314.1|CQUI	LOC118464250|XP_035787346.1|AALB
OG0000471	LOC6036133|XP_001846226.2|CQUI	LOC118458777|XP_035777493.1|AALB
OG0000473	LOC6052350|XP_001868639.1|CQUI	LOC118460536|XP_035780820.1|AALB
OG0000474	LOC6049175|XP_038105811.1|CQUI	LOC118459736|XP_035779309.1|AALB
OG0000475	LOC6039907|XP_001849405.1|CQUI	LOC118462073|XP_035783973.1|AALB
OG0000476	LOC6042382|XP_038105827.1|CQUI	LOC118457122|XP_035774328.1|AALB
OG0000478	LOC6044656|XP_038115788.1|CQUI	LOC118465346|XP_035789395.1|AALB
OG0000478	LOC6044657|XP_001862137.1|CQUI	LOC118465348|XP_035789400.1|AALB
OG0000479	LOC6038213|XP_001848039.2|CQUI, LOC6038214|XP_001848040.2|CQUI, LOC6038209|XP_001848041.2|CQUI	LOC118465496|XP_035789694.1|AALB, LOC118465360|XP_035789425.1|AALB
OG0000480	LOC6041494|XP_001850745.1|CQUI	LOC118461644|XP_035783112.1|AALB
OG0000482	LOC6044292|XP_038118091.1|CQUI, LOC6044289|XP_001861821.1|CQUI	LOC118457534|XP_035775079.1|AALB
OG0000483	LOC6048006|XP_038120391.1|CQUI, LOC6048008|XP_038120760.1|CQUI, LOC6048016|XP_001864979.2|CQUI	LOC118456311|XP_035772843.1|AALB
OG0000484	LOC6051912|XP_001868269.2|CQUI, LOC6051911|XP_001868268.2|CQUI	LOC118457307|XP_035774683.1|AALB
OG0000485	LOC6041153|XP_038107076.1|CQUI	LOC118462932|XP_035784936.1|AALB
OG0000486	LOC6041660|XP_001850887.2|CQUI	LOC118467942|XP_035794804.1|AALB
OG0000489	LOC6045222|XP_038122215.1|CQUI	LOC118463309|XP_035785691.1|AALB
OG0000490	LOC6054008|XP_038122876.1|CQUI	LOC118468731|XP_035795767.1|AALB
OG0000490	LOC6042587|XP_038110786.1|CQUI	LOC118460006|XP_035779825.1|AALB
OG0000491	LOC6048388|XP_038107947.1|CQUI	LOC118459356|XP_035778538.1|AALB
OG0000492	LOC6040913|XP_001850241.1|CQUI	LOC118459831|XP_035779487.1|AALB
OG0000492	LOC6044260|XP_001861799.2|CQUI	LOC118460752|XP_035781233.1|AALB
OG0000493	LOC6040999|XP_038119325.1|CQUI	LOC118466934|XP_035792717.1|AALB
OG0000494	LOC119766647|XP_038107694.1|CQUI	LOC118456835|XP_035773824.1|AALB
OG0000495	LOC6031986|XP_038106727.1|CQUI	LOC118457677|XP_035775327.1|AALB
OG0000496	LOC6035746|XP_038113161.1|CQUI	LOC118461862|XP_035783558.1|AALB
OG0000496	LOC6035745|XP_038112206.1|CQUI	LOC118461863|XP_035783564.1|AALB
OG0000497	LOC6048339|XP_038111873.1|CQUI	LOC118460514|XP_035780773.1|AALB
OG0000498	LOC6039237|XP_001848874.2|CQUI	LOC118456312|XP_035772844.1|AALB
OG0000499	LOC6048807|XP_038112168.1|CQUI	LOC118468938|XP_035796164.1|AALB
OG0000500	LOC6043030|XP_001854846.2|CQUI	LOC118465195|XP_035789056.1|AALB
OG0000500	LOC6043544|XP_038111294.1|CQUI	LOC118466561|XP_035791997.1|AALB
OG0000504	LOC6041004|XP_001850319.2|CQUI, LOC119768650|XP_038114938.1|CQUI, LOC6041003|XP_038114937.1|CQUI, LOC6041005|XP_038114939.1|CQUI	LOC118467635|XP_035794252.1|AALB, LOC118467632|XP_035794247.1|AALB
OG0000504	LOC6047053|XP_038122845.1|CQUI	LOC118467633|XP_035794248.1|AALB, LOC118467634|XP_035794251.1|AALB
OG0000504	LOC6041006|XP_001850321.1|CQUI	LOC118467631|XP_035794245.1|AALB
OG0000505	LOC6041848|XP_038111190.1|CQUI	LOC118458049|XP_035776070.1|AALB
OG0000506	LOC6051537|XP_038104157.1|CQUI	LOC118457403|XP_035774860.1|AALB
OG0000506	LOC6051544|XP_001867970.2|CQUI, LOC119769336|XP_038117282.1|CQUI	LOC118458643|XP_035777225.1|AALB
OG0000507	LOC6045928|XP_001863205.1|CQUI	LOC118463549|XP_035786064.1|AALB
OG0000507	LOC6037479|XP_038113105.1|CQUI	LOC118460907|XP_035781550.1|AALB
OG0000508	LOC6049261|XP_001866046.2|CQUI	LOC118463026|XP_035785161.1|AALB
OG0000509	LOC6051070|XP_038117205.1|CQUI	LOC118467137|XP_035793145.1|AALB
OG0000510	LOC6052252|XP_001868549.2|CQUI	LOC118466910|XP_035792667.1|AALB
OG0000511	LOC6031766|XP_001842477.2|CQUI, LOC6031767|XP_001842478.2|CQUI	LOC118461163|XP_035782053.1|AALB
OG0000512	LOC6041515|XP_038107055.1|CQUI	LOC118459691|XP_035779220.1|AALB
OG0000512	LOC119766432|XP_038106904.1|CQUI, LOC6041512|XP_038106906.1|CQUI	LOC118459687|XP_035779214.1|AALB
OG0000513	LOC6036436|XP_001846489.2|CQUI	LOC118460302|XP_035780398.1|AALB
OG0000514	LOC6033627|XP_038108381.1|CQUI	LOC118468899|XP_035796089.1|AALB
OG0000515	LOC6038107|XP_038110142.1|CQUI	LOC118462668|XP_035784458.1|AALB, LOC118462669|XP_035784459.1|AALB
OG0000516	LOC6032715|XP_038122030.1|CQUI	LOC118457767|XP_035775484.1|AALB
OG0000516	LOC6032713|XP_038122029.1|CQUI	LOC118457766|XP_035775483.1|AALB
OG0000517	LOC6054293|XP_038114467.1|CQUI, LOC6054292|XP_038114468.1|CQUI	LOC118462787|XP_035784671.1|AALB
OG0000522	LOC6051600|XP_038112565.1|CQUI	LOC118461899|XP_035783649.1|AALB
OG0000523	LOC6040919|XP_001850247.1|CQUI	LOC118457544|XP_035775092.1|AALB
OG0000523	LOC6049044|XP_001865872.1|CQUI	LOC118462262|XP_035784006.1|AALB
OG0000524	LOC6032861|XP_001843386.2|CQUI	LOC118462497|XP_035784108.1|AALB
OG0000525	LOC6048514|XP_038118341.1|CQUI, LOC6048511|XP_038118339.1|CQUI	LOC118467117|XP_035793074.1|AALB
OG0000526	LOC6041304|XP_001850584.2|CQUI	LOC118457845|XP_035775623.1|AALB
OG0000527	LOC6043214|XP_038108510.1|CQUI	LOC118468585|XP_035795410.1|AALB
OG0000528	LOC6041374|XP_001850639.2|CQUI	LOC118461978|XP_035783799.1|AALB
OG0000528	LOC6041382|XP_038106839.1|CQUI, LOC6041381|XP_038110791.1|CQUI	LOC118468633|XP_035795544.1|AALB
OG0000529	LOC6036354|XP_038114138.1|CQUI	LOC118468721|XP_035795744.1|AALB
OG0000531	LOC6037540|XP_001847440.2|CQUI	LOC118459665|XP_035779162.1|AALB
OG0000532	LOC6035004|XP_001845249.2|CQUI	LOC118460342|XP_035780461.1|AALB
OG0000533	LOC6040722|XP_038104185.1|CQUI	LOC118463254|XP_035785620.1|AALB
OG0000533	LOC119767762|XP_038113133.1|CQUI	LOC118458530|XP_035777001.1|AALB
OG0000534	LOC6031452|XP_038106895.1|CQUI, LOC119766428|XP_038106898.1|CQUI	LOC118467664|XP_035794306.1|AALB
OG0000535	LOC119766820|XP_038108711.1|CQUI, LOC6054062|XP_001870041.1|CQUI	LOC118463303|XP_035785682.1|AALB
OG0000536	LOC6045038|XP_038109164.1|CQUI	LOC118465091|XP_035788890.1|AALB
OG0000536	LOC6041431|XP_038109661.1|CQUI	LOC118465658|XP_035789965.1|AALB
OG0000536	LOC6045036|XP_001862455.2|CQUI	LOC118463306|XP_035785684.1|AALB
OG0000536	LOC6045035|XP_038113937.1|CQUI	LOC118463517|XP_035786012.1|AALB
OG0000537	LOC6031704|XP_038111588.1|CQUI	LOC118463772|XP_035786479.1|AALB
OG0000538	LOC6037813|XP_038112386.1|CQUI	LOC118467836|XP_035794621.1|AALB
OG0000539	LOC6034554|XP_038112937.1|CQUI	LOC118465211|XP_035789096.1|AALB
OG0000542	LOC6044321|XP_001861851.1|CQUI	LOC118456326|XP_035772875.1|AALB
OG0000543	LOC6049267|XP_001866057.2|CQUI	LOC118466100|XP_035790912.1|AALB
OG0000544	LOC6041276|XP_038110067.1|CQUI	LOC118463604|XP_035786169.1|AALB
OG0000545	LOC6050345|XP_038105847.1|CQUI	LOC118456289|XP_035772796.1|AALB
OG0000546	LOC6037353|XP_001847276.2|CQUI, LOC6036816|XP_038106208.1|CQUI, LOC119770766|XP_038122171.1|CQUI	LOC118456580|XP_035773364.1|AALB
OG0000547	LOC6041026|XP_001850337.1|CQUI	LOC118463001|XP_035785122.1|AALB
OG0000548	LOC6050154|XP_001866808.2|CQUI	LOC118464674|XP_035788085.1|AALB
OG0000549	LOC119770531|XP_038121509.1|CQUI, LOC6037260|XP_038121503.1|CQUI	LOC118463968|XP_035786863.1|AALB
OG0000550	LOC6051476|XP_038121059.1|CQUI	LOC118463476|XP_035785959.1|AALB
OG0000551	LOC6045799|XP_038107691.1|CQUI	LOC118460219|XP_035780227.1|AALB
OG0000552	LOC6044119|XP_038113804.1|CQUI	LOC118457543|XP_035775089.1|AALB
OG0000553	LOC6044455|XP_038110346.1|CQUI, LOC6044457|XP_001861971.1|CQUI, LOC6044456|XP_001861970.1|CQUI	LOC118458233|XP_035776395.1|AALB
OG0000554	LOC6044882|XP_038118892.1|CQUI	LOC118458180|XP_035776301.1|AALB
OG0000555	LOC6052570|XP_038118745.1|CQUI	LOC118457196|XP_035774440.1|AALB
OG0000556	LOC6046889|XP_001864016.1|CQUI	LOC118459673|XP_035779173.1|AALB
OG0000557	LOC6042547|XP_001852003.1|CQUI	LOC118456647|XP_035773478.1|AALB
OG0000558	LOC6033842|XP_001844235.1|CQUI	LOC118468293|XP_035794913.1|AALB
OG0000559	LOC6053965|XP_038109366.1|CQUI	LOC118464460|XP_035787744.1|AALB
OG0000560	LOC6032389|XP_001842996.2|CQUI	LOC118464725|XP_035788198.1|AALB
OG0000561	LOC6034685|XP_038111388.1|CQUI	LOC118465034|XP_035788791.1|AALB
OG0000562	LOC6046454|XP_038113537.1|CQUI	LOC118467143|XP_035793164.1|AALB
OG0000566	LOC6044324|XP_038109243.1|CQUI	LOC118456333|XP_035772887.1|AALB
OG0000567	LOC6047020|XP_001864130.1|CQUI	LOC118460369|XP_035780518.1|AALB
OG0000568	LOC6044772|XP_038104706.1|CQUI	LOC118459614|XP_035779070.1|AALB
OG0000569	LOC6034776|XP_038104774.1|CQUI	LOC118461433|XP_035782635.1|AALB
OG0000570	LOC6032625|XP_001843197.2|CQUI	LOC118460155|XP_035780145.1|AALB
OG0000571	LOC6035169|XP_038113695.1|CQUI	LOC118466148|XP_035791004.1|AALB
OG0000572	LOC6031113|XP_038118152.1|CQUI	LOC118463820|XP_035786593.1|AALB
OG0000573	LOC6039567|XP_038120762.1|CQUI	LOC118466093|XP_035790895.1|AALB
OG0000574	LOC6041981|XP_001851157.1|CQUI	LOC118466277|XP_035791247.1|AALB
OG0000576	LOC6041376|XP_001850641.2|CQUI	LOC118468399|XP_035795056.1|AALB
OG0000577	LOC6036025|XP_001846129.1|CQUI	LOC118456890|XP_035773904.1|AALB
OG0000578	LOC6038985|XP_038118477.1|CQUI	LOC118456432|XP_035773082.1|AALB
OG0000579	LOC6039323|XP_001848951.1|CQUI	LOC118468848|XP_035795984.1|AALB
OG0000580	LOC6039817|XP_038116525.1|CQUI	LOC118460585|XP_035780898.1|AALB
OG0000582	LOC6037731|XP_038109003.1|CQUI	LOC118464258|XP_035787390.1|AALB
OG0000583	LOC6040188|XP_001849636.2|CQUI	LOC118468813|XP_035795921.1|AALB
OG0000589	LOC6038480|XP_038105819.1|CQUI	LOC118457054|XP_035774200.1|AALB
OG0000590	LOC6042729|XP_001870744.1|CQUI	LOC118458904|XP_035777758.1|AALB
OG0000591	LOC6041808|XP_001851022.2|CQUI, LOC6042520|XP_001870668.2|CQUI, LOC6041809|XP_001851023.2|CQUI	LOC118458001|XP_035775970.1|AALB, LOC118460324|XP_035780427.1|AALB
OG0000591	LOC6033130|XP_038106865.1|CQUI, LOC6033131|XP_038108812.1|CQUI, LOC119766831|XP_038108813.1|CQUI, LOC6033132|XP_038108811.1|CQUI	LOC118456396|XP_035772981.1|AALB, LOC118468986|XP_035796288.1|AALB, LOC118468929|XP_035796145.1|AALB
OG0000591	LOC6043769|XP_001861370.2|CQUI, LOC6039493|XP_038117561.1|CQUI	LOC118466301|XP_035791297.1|AALB
OG0000591	LOC6039744|XP_001849294.2|CQUI, LOC6033181|XP_001843663.2|CQUI	LOC118459165|XP_035778200.1|AALB
OG0000592	LOC6050769|XP_038107615.1|CQUI	LOC118461592|XP_035782989.1|AALB
OG0000593	LOC6053209|XP_001869339.2|CQUI	LOC118463504|XP_035786000.1|AALB, LOC118459699|XP_035779234.1|AALB
OG0000594	LOC6047884|XP_001864878.1|CQUI	LOC118459626|XP_035779096.1|AALB
OG0000595	LOC6032579|XP_038105753.1|CQUI	LOC118461907|XP_035783655.1|AALB
OG0000597	LOC6033673|XP_038118537.1|CQUI	LOC118456573|XP_035773348.1|AALB
OG0000598	LOC6051152|XP_038115526.1|CQUI, LOC6051150|XP_038115584.1|CQUI, LOC6051151|XP_001867634.2|CQUI, LOC119765893|XP_038106017.1|CQUI, LOC6051149|XP_001867632.1|CQUI	LOC118460216|XP_035780225.1|AALB, LOC118460212|XP_035780221.1|AALB
OG0000599	LOC6049535|XP_038116182.1|CQUI	LOC118459743|XP_035779313.1|AALB
OG0000600	LOC6050355|XP_001866971.1|CQUI	LOC118463137|XP_035785390.1|AALB, LOC118463136|XP_035785388.1|AALB
OG0000601	LOC6054167|XP_001870128.2|CQUI	LOC118466070|XP_035790827.1|AALB
OG0000602	LOC6038510|XP_038113028.1|CQUI	LOC118458568|XP_035777108.1|AALB
OG0000603	LOC6054012|XP_038110242.1|CQUI	LOC118459242|XP_035778337.1|AALB
OG0000604	LOC6043454|XP_038114068.1|CQUI	LOC118459212|XP_035778285.1|AALB
OG0000605	LOC6049416|XP_001866184.2|CQUI, LOC6049420|XP_001866188.2|CQUI, LOC6049414|XP_001866182.2|CQUI	LOC118462737|XP_035784586.1|AALB
OG0000605	LOC6049413|XP_001866181.2|CQUI, LOC6049411|XP_001866179.2|CQUI	LOC118461549|XP_035782893.1|AALB
OG0000606	LOC6046869|XP_038121859.1|CQUI	LOC118468876|XP_035796055.1|AALB
OG0000606	LOC6046870|XP_001864001.1|CQUI, LOC6049942|XP_001866628.1|CQUI, LOC6049943|XP_001866629.1|CQUI	LOC118468875|XP_035796054.1|AALB, LOC118457490|XP_035775015.1|AALB
OG0000606	LOC6046874|XP_001864002.2|CQUI, LOC6050792|XP_001867335.2|CQUI	LOC118457489|XP_035775014.1|AALB
OG0000607	LOC6039121|XP_001848783.1|CQUI	LOC118459255|XP_035778356.1|AALB
OG0000608	LOC6042037|XP_038115700.1|CQUI	LOC118468819|XP_035795943.1|AALB
OG0000609	LOC6048878|XP_038115264.1|CQUI	LOC118461320|XP_035782415.1|AALB
OG0000610	LOC6041438|XP_001850698.2|CQUI	LOC118464160|XP_035787187.1|AALB
OG0000611	LOC6038097|XP_038106033.1|CQUI	LOC118467141|XP_035793158.1|AALB
OG0000614	LOC6042715|XP_038112190.1|CQUI	LOC118461335|XP_035782440.1|AALB
OG0000616	LOC6048951|XP_038114828.1|CQUI	LOC118458181|XP_035776306.1|AALB
OG0000616	LOC119770520|XP_038121468.1|CQUI, LOC6048954|XP_038121478.1|CQUI	LOC118463975|XP_035786915.1|AALB
OG0000617	LOC6047468|XP_001864522.2|CQUI	LOC118468774|XP_035795857.1|AALB
OG0000618	LOC6039614|XP_001849188.1|CQUI	LOC118457060|XP_035774210.1|AALB
OG0000619	LOC6048450|XP_001865369.2|CQUI	LOC118467654|XP_035794288.1|AALB
OG0000619	LOC6040690|XP_001850045.2|CQUI	LOC118468301|XP_035794930.1|AALB, LOC118468302|XP_035794931.1|AALB
OG0000619	LOC119765528|XP_038105487.1|CQUI	LOC118467029|XP_035792888.1|AALB
OG0000620	LOC6032813|XP_038118430.1|CQUI	LOC118463555|XP_035786072.1|AALB
OG0000621	LOC6031110|XP_001841955.1|CQUI	LOC118462959|XP_035785006.1|AALB
OG0000622	LOC6040743|XP_038116870.1|CQUI	LOC118463531|XP_035786036.1|AALB
OG0000623	LOC119769481|XP_038118011.1|CQUI	LOC118466550|XP_035791957.1|AALB
OG0000624	LOC6044017|XP_001861591.1|CQUI	LOC118467760|XP_035794481.1|AALB
OG0000625	LOC6040993|XP_038116438.1|CQUI	LOC118463183|XP_035785491.1|AALB
OG0000626	LOC6051789|XP_001868161.1|CQUI	LOC118467393|XP_035793744.1|AALB
OG0000627	LOC6042124|XP_038110833.1|CQUI	LOC118457752|XP_035775461.1|AALB
OG0000628	LOC6031813|XP_001842520.1|CQUI	LOC118469037|XP_035796393.1|AALB
OG0000629	LOC119766976|XP_038109725.1|CQUI	LOC118457228|XP_035774500.1|AALB
OG0000630	LOC6035276|XP_038111598.1|CQUI	LOC118458897|XP_035777746.1|AALB
OG0000631	LOC6033752|XP_038111487.1|CQUI	LOC118456251|XP_035772740.1|AALB
OG0000632	LOC6039836|XP_038110109.1|CQUI	LOC118457296|XP_035774654.1|AALB
OG0000635	LOC6051292|XP_038119302.1|CQUI	LOC118460326|XP_035780430.1|AALB
OG0000636	LOC6053271|XP_038121208.1|CQUI	LOC118458194|XP_035776332.1|AALB
OG0000638	LOC6035960|XP_001846068.1|CQUI	LOC118463452|XP_035785932.1|AALB
OG0000639	LOC6034680|XP_038109438.1|CQUI	LOC118465352|XP_035789408.1|AALB
OG0000646	LOC6053145|XP_038116913.1|CQUI	LOC118456626|XP_035773443.1|AALB
OG0000647	LOC6052863|XP_038104142.1|CQUI	LOC118465633|XP_035789968.1|AALB
OG0000648	LOC6044379|XP_038104457.1|CQUI	LOC118459669|XP_035779169.1|AALB
OG0000649	LOC6052346|XP_038122673.1|CQUI	LOC118464708|XP_035788137.1|AALB
OG0000650	LOC119765291|XP_038104781.1|CQUI	LOC118464959|XP_035788652.1|AALB
OG0000651	LOC6034792|XP_038108743.1|CQUI	LOC118460445|XP_035780650.1|AALB
OG0000652	LOC6047846|XP_001864848.1|CQUI	LOC118459384|XP_035778579.1|AALB
OG0000653	LOC6035413|XP_038122495.1|CQUI	LOC118459586|XP_035779006.1|AALB
OG0000653	LOC6035412|XP_038122483.1|CQUI	LOC118462049|XP_035783924.1|AALB
OG0000654	LOC6039542|XP_038121287.1|CQUI	LOC118467469|XP_035793892.1|AALB
OG0000655	LOC6041337|XP_001850614.2|CQUI	LOC118463065|XP_035785214.1|AALB
OG0000656	LOC6051101|XP_038116957.1|CQUI	LOC118456929|XP_035773959.1|AALB
OG0000657	LOC6041310|XP_001850590.2|CQUI	LOC118467944|XP_035794810.1|AALB
OG0000658	LOC6037018|XP_038108424.1|CQUI	LOC118459780|XP_035779389.1|AALB
OG0000659	LOC6036999|XP_001846964.1|CQUI	LOC118468708|XP_035795725.1|AALB
OG0000660	LOC6053861|XP_001869873.1|CQUI	LOC118459644|XP_035779119.1|AALB, LOC118459649|XP_035779124.1|AALB, LOC118459645|XP_035779120.1|AALB
OG0000661	LOC6033622|XP_001844049.2|CQUI	LOC118457247|XP_035774525.1|AALB
OG0000662	LOC6052557|XP_038120537.1|CQUI	LOC118460958|XP_035781626.1|AALB
OG0000663	LOC6039520|XP_001849122.2|CQUI	LOC118467777|XP_035794508.1|AALB, LOC118460470|XP_035780686.1|AALB, LOC118461658|XP_035783130.1|AALB
OG0000664	LOC6046260|XP_038114809.1|CQUI	LOC118459849|XP_035779510.1|AALB
OG0000665	LOC6048712|XP_001865588.1|CQUI	LOC118461359|XP_035782488.1|AALB
OG0000666	LOC6054798|XP_038119012.1|CQUI	LOC118460644|XP_035780997.1|AALB
OG0000667	LOC6046897|XP_038119403.1|CQUI	LOC118459008|XP_035777906.1|AALB
OG0000668	LOC6046395|XP_038118170.1|CQUI	LOC118460380|XP_035780530.1|AALB
OG0000669	LOC119770724|XP_038122042.1|CQUI	LOC118457769|XP_035775488.1|AALB, LOC118457773|XP_035775495.1|AALB
OG0000670	LOC6046815|XP_038111687.1|CQUI	LOC118466181|XP_035791065.1|AALB
OG0000671	LOC6038345|XP_001848160.1|CQUI	LOC118466952|XP_035792744.1|AALB
OG0000672	LOC6043037|XP_038113688.1|CQUI	LOC118463337|XP_035785745.1|AALB
OG0000673	LOC6034544|XP_001844844.1|CQUI	LOC118466980|XP_035792788.1|AALB
OG0000677	LOC119771220|XP_038122896.1|CQUI	LOC118465970|XP_035790618.1|AALB, LOC118464463|XP_035787758.1|AALB
OG0000678	LOC6049218|XP_001866018.1|CQUI	LOC118463047|XP_035785190.1|AALB
OG0000679	LOC6043332|XP_001858497.2|CQUI, LOC6043334|XP_038120970.1|CQUI, LOC119770348|XP_038120969.1|CQUI	LOC118462636|XP_035784377.1|AALB, LOC118466988|XP_035792798.1|AALB
OG0000679	LOC6041272|XP_001850558.1|CQUI, LOC6041270|XP_038114788.1|CQUI	LOC118464971|XP_035788695.1|AALB
OG0000680	LOC6040463|XP_038110968.1|CQUI	LOC118457713|XP_035775395.1|AALB
OG0000681	LOC6034420|XP_038105001.1|CQUI	LOC118465454|XP_035789625.1|AALB
