Orthogroup	DKIK.longest_only	BTRY.longest_only
OG0000199	LOC108078008|XP_017027052.1|DKIK, LOC108078007|XP_017027051.1|DKIK, LOC108078061|XP_017027115.1|DKIK, LOC108078009|XP_017027053.1|DKIK	LOC120770720|XP_039954234.1|BTRY, LOC120770721|XP_039954235.1|BTRY, LOC120770722|XP_039954236.1|BTRY
OG0000200	LOC108075700|XP_017023713.1|DKIK, LOC108075728|XP_017023756.1|DKIK, LOC108075743|XP_017023784.1|DKIK, LOC108075742|XP_017023781.1|DKIK	LOC120779631|XP_039967916.1|BTRY
OG0000201	LOC108073340|XP_017020394.1|DKIK	LOC120776329|XP_039962793.1|BTRY, LOC120776328|XP_039962792.1|BTRY, LOC120766475|XP_039947951.1|BTRY
OG0000201	LOC108073307|XP_017020354.1|DKIK	LOC120782423|XP_039970609.1|BTRY
OG0000202	LOC108083225|XP_017034425.1|DKIK	LOC120778690|XP_039966574.1|BTRY
OG0000202	LOC108070398|XP_017016338.1|DKIK, LOC108070397|XP_017016337.1|DKIK	LOC120769099|XP_039951893.1|BTRY
OG0000203	LOC108072892|XP_017019704.1|DKIK, LOC108073055|XP_017020011.1|DKIK, LOC108073050|XP_017020004.1|DKIK, LOC108073051|XP_017020005.1|DKIK	LOC120772587|XP_039957228.1|BTRY
OG0000204	LOC108078068|XP_017027121.1|DKIK, LOC108071581|XP_017017850.1|DKIK, LOC108071583|XP_017017853.1|DKIK, LOC108071582|XP_017017852.1|DKIK, LOC108071580|XP_017017849.1|DKIK	LOC120781235|XP_039969307.1|BTRY
OG0000205	LOC108081028|XP_017031478.1|DKIK	LOC120782796|XP_039971206.1|BTRY
OG0000205	LOC108085697|XP_017037898.1|DKIK	LOC120774023|XP_039959249.1|BTRY
OG0000206	LOC108072239|XP_017018789.1|DKIK	LOC120771891|XP_039956094.1|BTRY
OG0000206	LOC108082243|XP_017033071.1|DKIK	LOC120769172|XP_039951989.1|BTRY
OG0000206	LOC108072372|XP_017018961.1|DKIK	LOC120772780|XP_039957492.1|BTRY
OG0000208	LOC108077918|XP_017026947.1|DKIK, LOC108077919|XP_017026948.1|DKIK, LOC108077922|XP_017026950.1|DKIK, LOC108077920|XP_017026949.1|DKIK, LOC108077917|XP_017026946.1|DKIK, LOC108077923|XP_017026951.1|DKIK	LOC120769985|XP_039952999.1|BTRY
OG0000210	LOC108079368|XP_017029167.1|DKIK	LOC120774794|XP_039960515.1|BTRY
OG0000211	LOC108077692|XP_017026614.1|DKIK	LOC120769697|XP_039952760.1|BTRY
OG0000211	LOC108077689|XP_017026610.1|DKIK	LOC120766505|XP_039947996.1|BTRY
OG0000212	LOC108079651|XP_017029534.1|DKIK	LOC120767923|XP_039950216.1|BTRY
OG0000212	LOC108073630|XP_017020821.1|DKIK, LOC108073632|XP_017020828.1|DKIK	LOC120767979|XP_039950325.1|BTRY
OG0000213	LOC108073915|XP_017021201.1|DKIK	LOC120776613|XP_039963337.1|BTRY
OG0000213	LOC108076415|XP_017024748.1|DKIK	LOC120772140|XP_039956500.1|BTRY
OG0000214	LOC108080136|XP_017030258.1|DKIK	LOC120773826|XP_039958873.1|BTRY
OG0000214	LOC108073110|XP_017020093.1|DKIK	LOC120771411|XP_039955323.1|BTRY
OG0000214	LOC108072153|XP_017018685.1|DKIK	LOC120772748|XP_039957444.1|BTRY
OG0000215	LOC108075115|XP_017022887.1|DKIK, LOC108075318|XP_017023213.1|DKIK	LOC120777620|XP_039965003.1|BTRY
OG0000215	LOC108075256|XP_017023106.1|DKIK	LOC120779185|XP_039967381.1|BTRY, LOC120779184|XP_039967377.1|BTRY
OG0000216	LOC108078790|XP_017028336.1|DKIK, LOC108072519|XP_017019179.1|DKIK, LOC108079143|XP_017028880.1|DKIK, LOC108079142|XP_017028879.1|DKIK	LOC120779121|XP_039967248.1|BTRY
OG0000217	LOC108076101|XP_017024312.1|DKIK	LOC120774184|XP_039959539.1|BTRY
OG0000217	LOC108080724|XP_017031066.1|DKIK, LOC108070977|XP_017017133.1|DKIK, LOC108071190|XP_017017362.1|DKIK	LOC120774183|XP_039959537.1|BTRY
OG0000219	LOC108080705|XP_017031031.1|DKIK	LOC120771679|XP_039955736.1|BTRY
OG0000219	LOC108080734|XP_017031083.1|DKIK	LOC120770516|XP_039953988.1|BTRY
OG0000219	LOC108082386|XP_017033218.1|DKIK, LOC108080738|XP_017031087.1|DKIK	LOC120770951|XP_039954598.1|BTRY
OG0000220	LOC108078634|XP_017028049.1|DKIK, LOC108078618|XP_017028031.1|DKIK	LOC120777893|XP_039965397.1|BTRY
OG0000220	LOC108078613|XP_017028025.1|DKIK	LOC120777745|XP_039965172.1|BTRY
OG0000221	LOC108081800|XP_017032522.1|DKIK	LOC120772685|XP_039957356.1|BTRY
OG0000221	LOC108075711|XP_017023731.1|DKIK, LOC108081798|XP_017032517.1|DKIK	LOC120771418|XP_039955333.1|BTRY
OG0000222	LOC108075444|XP_017023391.1|DKIK	LOC120768109|XP_039950589.1|BTRY
OG0000222	LOC108075420|XP_017023337.1|DKIK	LOC120768102|XP_039950581.1|BTRY
OG0000223	LOC108078895|XP_017028517.1|DKIK	LOC120778536|XP_039966311.1|BTRY
OG0000223	LOC108083719|XP_017035114.1|DKIK, LOC108078976|XP_017028634.1|DKIK, LOC108078975|XP_017028633.1|DKIK	LOC120776561|XP_039963252.1|BTRY
OG0000224	LOC108080913|XP_017031306.1|DKIK	LOC120772659|XP_039957324.1|BTRY
OG0000224	LOC108078338|XP_017027629.1|DKIK	LOC120770843|XP_039954373.1|BTRY
OG0000225	LOC108073187|XP_017020188.1|DKIK	LOC120766328|XP_039947686.1|BTRY
OG0000225	LOC108073196|XP_017020200.1|DKIK, LOC108073186|XP_017020187.1|DKIK	LOC120766993|XP_039948731.1|BTRY
OG0000226	LOC108078952|XP_017028593.1|DKIK	LOC120776785|XP_039963705.1|BTRY, LOC120769020|XP_039951796.1|BTRY, LOC120776783|XP_039963703.1|BTRY, LOC120769079|XP_039951872.1|BTRY, LOC120776784|XP_039963704.1|BTRY
OG0000229	LOC108083967|XP_017035462.1|DKIK	LOC120778329|XP_039966059.1|BTRY
OG0000229	LOC108084503|XP_017036229.1|DKIK, LOC108079522|XP_017029350.1|DKIK	LOC120766410|XP_039947795.1|BTRY
OG0000229	LOC108084819|XP_017036670.1|DKIK	LOC120770932|XP_039954575.1|BTRY
OG0000230	LOC108077939|XP_017026966.1|DKIK	LOC120772379|XP_039956903.1|BTRY, LOC120773112|XP_039958040.1|BTRY, LOC120773115|XP_039958041.1|BTRY, LOC120773111|XP_039958039.1|BTRY, LOC120772380|XP_039956905.1|BTRY, LOC120772381|XP_039956906.1|BTRY
OG0000232	LOC108071369|XP_017017601.1|DKIK	LOC120780393|XP_039968613.1|BTRY
OG0000233	LOC108073466|XP_017020595.1|DKIK	LOC120782482|XP_039970713.1|BTRY, LOC120766915|XP_039948595.1|BTRY
OG0000233	LOC108072087|XP_017018589.1|DKIK, LOC108075629|XP_017023655.1|DKIK	LOC120766893|XP_039948577.1|BTRY
OG0000234	LOC108074639|XP_017022244.1|DKIK, LOC108074681|XP_017022290.1|DKIK, LOC108074680|XP_017022289.1|DKIK	LOC120771255|XP_039955106.1|BTRY
OG0000235	LOC108077562|XP_017026446.1|DKIK, LOC108077698|XP_017026629.1|DKIK	LOC120766205|XP_039947506.1|BTRY
OG0000236	LOC108081296|XP_017031872.1|DKIK, LOC108073609|XP_017020789.1|DKIK, LOC108084469|XP_017036172.1|DKIK	LOC120779324|XP_039967460.1|BTRY
OG0000237	LOC108070526|XP_017016529.1|DKIK, LOC108081306|XP_017031881.1|DKIK, LOC108076212|XP_017024441.1|DKIK, LOC108072259|XP_017018816.1|DKIK, LOC108083798|XP_017035213.1|DKIK, LOC108079357|XP_017029154.1|DKIK, LOC108085506|XP_017037618.1|DKIK	LOC120770026|XP_039953060.1|BTRY
OG0000238	LOC108074777|XP_017022444.1|DKIK, LOC108074869|XP_017022575.1|DKIK	LOC120767817|XP_039950032.1|BTRY, LOC120767816|XP_039950029.1|BTRY
OG0000238	LOC108074781|XP_017022447.1|DKIK	LOC120767818|XP_039950033.1|BTRY
OG0000239	LOC108081604|XP_017032311.1|DKIK	LOC120781741|XP_039969908.1|BTRY
OG0000239	LOC108081505|XP_017032212.1|DKIK, LOC108081219|XP_017031785.1|DKIK	LOC120782210|XP_039970302.1|BTRY, LOC120782212|XP_039970305.1|BTRY
OG0000240	LOC108080454|XP_017030680.1|DKIK	LOC120766348|XP_039947708.1|BTRY
OG0000240	LOC108080483|XP_017030725.1|DKIK	LOC120767708|XP_039949841.1|BTRY
OG0000241	LOC108083050|XP_017034167.1|DKIK, LOC108075325|XP_017023219.1|DKIK, LOC108083740|XP_017035142.1|DKIK	LOC120776535|XP_039963203.1|BTRY
OG0000242	LOC108073979|XP_017021318.1|DKIK, LOC108085742|XP_017037966.1|DKIK	LOC120779602|XP_039967884.1|BTRY, LOC120781582|XP_039969749.1|BTRY
OG0000243	LOC108080871|XP_017031263.1|DKIK, LOC108078595|XP_017028004.1|DKIK, LOC108070516|XP_017016504.1|DKIK, LOC108078594|XP_017028003.1|DKIK	LOC120777870|XP_039965358.1|BTRY, LOC120782120|XP_039970196.1|BTRY, LOC120782121|XP_039970197.1|BTRY, LOC120767294|XP_039949112.1|BTRY
OG0000246	LOC108076294|XP_017024554.1|DKIK	LOC120771164|XP_039954981.1|BTRY, LOC120772367|XP_039956870.1|BTRY
OG0000247	LOC108073760|XP_017021014.1|DKIK, LOC108073841|XP_017021111.1|DKIK, LOC108073761|XP_017021015.1|DKIK, LOC108074009|XP_017021360.1|DKIK, LOC108073995|XP_017021337.1|DKIK	LOC120776691|XP_039963508.1|BTRY
OG0000248	LOC108071937|XP_017018391.1|DKIK	LOC120777084|XP_039964150.1|BTRY
OG0000249	LOC108079637|XP_017029512.1|DKIK	LOC120767842|XP_039950069.1|BTRY
OG0000249	LOC108079636|XP_017029511.1|DKIK, LOC108079527|XP_017029353.1|DKIK	LOC120767841|XP_039950068.1|BTRY
OG0000250	LOC108077217|XP_017025961.1|DKIK	LOC120769438|XP_039952355.1|BTRY
OG0000250	LOC108077227|XP_017025974.1|DKIK	LOC120767838|XP_039950063.1|BTRY
OG0000250	LOC108077296|XP_017026064.1|DKIK	LOC120769437|XP_039952352.1|BTRY
OG0000251	LOC108079280|XP_017029065.1|DKIK, LOC108070772|XP_017016860.1|DKIK, LOC108077502|XP_017026320.1|DKIK	LOC120774796|XP_039960519.1|BTRY
OG0000252	LOC108072272|XP_017018828.1|DKIK	LOC120771831|XP_039956003.1|BTRY
OG0000252	LOC108072253|XP_017018805.1|DKIK	LOC120771830|XP_039956002.1|BTRY
OG0000252	LOC108072268|XP_017018823.1|DKIK	LOC120771832|XP_039956004.1|BTRY
OG0000255	LOC108077954|XP_017026983.1|DKIK, LOC108074698|XP_017022328.1|DKIK	LOC120772461|XP_039957022.1|BTRY
OG0000255	LOC108074697|XP_017022327.1|DKIK	LOC120772459|XP_039957016.1|BTRY, LOC120772460|XP_039957017.1|BTRY, LOC120772462|XP_039957023.1|BTRY, LOC120772463|XP_039957024.1|BTRY, LOC120772455|XP_039957012.1|BTRY
OG0000256	LOC108082489|XP_017033392.1|DKIK	LOC120771716|XP_039955804.1|BTRY
OG0000256	LOC108082589|XP_017033541.1|DKIK	LOC120770923|XP_039954553.1|BTRY
OG0000257	LOC108082626|XP_017033595.1|DKIK	LOC120772453|XP_039957010.1|BTRY
OG0000258	LOC108081327|XP_017031954.1|DKIK, LOC108081326|XP_017031953.1|DKIK	LOC120774772|XP_039960478.1|BTRY
OG0000260	LOC108070845|XP_017016965.1|DKIK, LOC108073169|XP_017020165.1|DKIK, LOC108070849|XP_017016969.1|DKIK	LOC120772651|XP_039957311.1|BTRY, LOC120772119|XP_039956464.1|BTRY, LOC120770425|XP_039953809.1|BTRY, LOC120772652|XP_039957313.1|BTRY, LOC120766992|XP_039948730.1|BTRY
OG0000261	LOC108081381|XP_017032027.1|DKIK, LOC108081380|XP_017032026.1|DKIK	LOC120767229|XP_039948989.1|BTRY
OG0000262	LOC108071577|XP_017017847.1|DKIK	LOC120776457|XP_039963055.1|BTRY
OG0000262	LOC108081794|XP_017032509.1|DKIK	LOC120770297|XP_039953591.1|BTRY
OG0000263	LOC108082318|XP_017033137.1|DKIK	LOC120771776|XP_039955901.1|BTRY
OG0000263	LOC108071576|XP_017017846.1|DKIK	LOC120776891|XP_039963882.1|BTRY
OG0000264	LOC108085934|XP_017038202.1|DKIK	LOC120775717|XP_039961963.1|BTRY
OG0000264	LOC108085920|XP_017038184.1|DKIK	LOC120773582|XP_039958503.1|BTRY
OG0000264	LOC108085319|XP_017037363.1|DKIK	LOC120766704|XP_039948285.1|BTRY
OG0000265	LOC108078430|XP_017027797.1|DKIK, LOC108078453|XP_017027835.1|DKIK	LOC120777120|XP_039964198.1|BTRY
OG0000267	LOC108073743|XP_017020995.1|DKIK	LOC120766696|XP_039948278.1|BTRY
OG0000267	LOC108073671|XP_017020886.1|DKIK	LOC120778819|XP_039966762.1|BTRY
OG0000268	LOC108070643|XP_017016700.1|DKIK, LOC108070637|XP_017016692.1|DKIK	LOC120772995|XP_039957844.1|BTRY
OG0000269	LOC108071277|XP_017017458.1|DKIK	LOC120766524|XP_039948028.1|BTRY
OG0000269	LOC108073190|XP_017020191.1|DKIK	LOC120766196|XP_039947490.1|BTRY
OG0000270	LOC108076210|XP_017024437.1|DKIK	LOC120770505|XP_039953963.1|BTRY
OG0000271	LOC108082245|XP_017033074.1|DKIK	LOC120781422|XP_039969577.1|BTRY
OG0000271	LOC108070856|XP_017016976.1|DKIK	LOC120775334|XP_039961409.1|BTRY
OG0000272	LOC108072385|XP_017018983.1|DKIK	LOC120779531|XP_039967811.1|BTRY
OG0000273	LOC108077753|XP_017026715.1|DKIK	LOC120782144|XP_039970219.1|BTRY
OG0000274	LOC108076378|XP_017024678.1|DKIK, LOC108070911|XP_017017056.1|DKIK	LOC120782521|XP_039970764.1|BTRY, LOC120772279|XP_039956724.1|BTRY, LOC120771067|XP_039954808.1|BTRY, LOC120772768|XP_039957476.1|BTRY, LOC120772787|XP_039957503.1|BTRY
OG0000276	LOC108082549|XP_017033478.1|DKIK, LOC108071987|XP_017018450.1|DKIK, LOC108079570|XP_017029401.1|DKIK	LOC120770987|XP_039954666.1|BTRY, LOC120768923|XP_039951635.1|BTRY, LOC120778943|XP_039966938.1|BTRY, LOC120771629|XP_039955654.1|BTRY, LOC120770986|XP_039954662.1|BTRY, LOC120771816|XP_039955968.1|BTRY
OG0000277	LOC108074491|XP_017022053.1|DKIK, LOC108074492|XP_017022055.1|DKIK, LOC108073283|XP_017020327.1|DKIK, LOC108073371|XP_017020424.1|DKIK	LOC120775457|XP_039961619.1|BTRY
OG0000279	LOC108077546|XP_017026427.1|DKIK, LOC108077549|XP_017026430.1|DKIK	LOC120779005|XP_039967058.1|BTRY, LOC120777608|XP_039964991.1|BTRY
OG0000280	LOC108083748|XP_017035153.1|DKIK	LOC120776799|XP_039963722.1|BTRY
OG0000280	LOC108083645|XP_017035005.1|DKIK	LOC120776798|XP_039963721.1|BTRY
OG0000281	LOC108079108|XP_017028835.1|DKIK, LOC108076576|XP_017024978.1|DKIK, LOC108085220|XP_017037240.1|DKIK	LOC120779054|XP_039967123.1|BTRY
OG0000282	LOC108073291|XP_017020335.1|DKIK	LOC120778082|XP_039965713.1|BTRY, LOC120778087|XP_039965718.1|BTRY
OG0000282	LOC108071670|XP_017017964.1|DKIK	LOC120778084|XP_039965716.1|BTRY, LOC120778083|XP_039965715.1|BTRY
OG0000282	LOC108073266|XP_017020312.1|DKIK	LOC120778088|XP_039965719.1|BTRY
OG0000283	LOC108082387|XP_017033219.1|DKIK	LOC120771747|XP_039955852.1|BTRY
OG0000283	LOC108084994|XP_017036909.1|DKIK	LOC120767065|XP_039948854.1|BTRY
OG0000284	LOC108075930|XP_017024057.1|DKIK	LOC120769808|XP_039952943.1|BTRY
OG0000284	LOC108075953|XP_017024088.1|DKIK	LOC120769666|XP_039952714.1|BTRY
OG0000285	LOC108082613|XP_017033582.1|DKIK	LOC120771730|XP_039955823.1|BTRY
OG0000285	LOC108082604|XP_017033567.1|DKIK	LOC120770215|XP_039953419.1|BTRY, LOC120772745|XP_039957440.1|BTRY
OG0000286	LOC108075409|XP_017023326.1|DKIK	LOC120768103|XP_039950583.1|BTRY
OG0000286	LOC108075432|XP_017023350.1|DKIK	LOC120768105|XP_039950585.1|BTRY
OG0000286	LOC108075434|XP_017023366.1|DKIK	LOC120768104|XP_039950584.1|BTRY
OG0000287	LOC108085928|XP_017038197.1|DKIK	LOC120773940|XP_039959087.1|BTRY
OG0000287	LOC108085930|XP_017038199.1|DKIK	LOC120773944|XP_039959094.1|BTRY, LOC120773943|XP_039959093.1|BTRY
OG0000287	LOC108085932|XP_017038200.1|DKIK	LOC120773942|XP_039959092.1|BTRY
OG0000288	LOC108086151|XP_017038505.1|DKIK, LOC108086171|XP_017038525.1|DKIK, LOC108086143|XP_017038493.1|DKIK, LOC108086134|XP_017038480.1|DKIK	LOC120774584|XP_039960251.1|BTRY
OG0000289	LOC108078570|XP_017027979.1|DKIK	LOC120776887|XP_039963879.1|BTRY, LOC120776886|XP_039963877.1|BTRY
OG0000289	LOC108071869|XP_017018286.1|DKIK	LOC120776898|XP_039963894.1|BTRY
OG0000289	LOC108078571|XP_017027980.1|DKIK	LOC120776870|XP_039963861.1|BTRY
OG0000292	LOC108070424|XP_017016368.1|DKIK	LOC120776580|XP_039963280.1|BTRY
OG0000293	LOC108080970|XP_017031372.1|DKIK	LOC120766258|XP_039947578.1|BTRY
OG0000293	LOC108080907|XP_017031300.1|DKIK	LOC120766389|XP_039947764.1|BTRY
OG0000294	LOC108075867|XP_017023958.1|DKIK	LOC120779893|XP_039968175.1|BTRY
OG0000294	LOC108075232|XP_017023074.1|DKIK	LOC120776200|XP_039962765.1|BTRY
OG0000296	LOC108081851|XP_017032581.1|DKIK, LOC108079091|XP_017028806.1|DKIK, LOC108078406|XP_017027752.1|DKIK	LOC120774859|XP_039960620.1|BTRY
OG0000297	LOC108070740|XP_017016825.1|DKIK, LOC108070805|XP_017016895.1|DKIK	LOC120771123|XP_039954906.1|BTRY, LOC120771120|XP_039954904.1|BTRY, LOC120771121|XP_039954905.1|BTRY
OG0000298	LOC108085760|XP_017037989.1|DKIK, LOC108074277|XP_017021742.1|DKIK, LOC108085761|XP_017037991.1|DKIK, LOC108080677|XP_017030999.1|DKIK	LOC120775311|XP_039961380.1|BTRY
OG0000299	LOC108074087|XP_017021458.1|DKIK	LOC120766924|XP_039948603.1|BTRY
OG0000299	LOC108074100|XP_017021484.1|DKIK	LOC120777590|XP_039964988.1|BTRY
OG0000300	LOC108080622|XP_017030935.1|DKIK, LOC108080562|XP_017030856.1|DKIK, LOC108080561|XP_017030855.1|DKIK	LOC120778403|XP_039966121.1|BTRY
OG0000301	LOC108082627|XP_017033598.1|DKIK	LOC120779661|XP_039967950.1|BTRY
OG0000301	LOC108079664|XP_017029550.1|DKIK	LOC120767206|XP_039948949.1|BTRY
OG0000302	LOC108085812|XP_017038051.1|DKIK	LOC120778692|XP_039966580.1|BTRY, LOC120778344|XP_039966068.1|BTRY
OG0000302	LOC108085813|XP_017038052.1|DKIK	LOC120777937|XP_039965464.1|BTRY
OG0000303	LOC108073832|XP_017021100.1|DKIK, LOC108082962|XP_017034073.1|DKIK, LOC108079673|XP_017029560.1|DKIK	LOC120779740|XP_039968048.1|BTRY
OG0000304	LOC108085056|XP_017037005.1|DKIK, LOC108084904|XP_017036788.1|DKIK	LOC120776331|XP_039962801.1|BTRY
OG0000305	LOC108083033|XP_017034151.1|DKIK, LOC108083039|XP_017034158.1|DKIK	LOC120768131|XP_039950624.1|BTRY
OG0000305	LOC108082983|XP_017034094.1|DKIK	LOC120778426|XP_039966142.1|BTRY
OG0000306	LOC108072241|XP_017018791.1|DKIK, LOC108072394|XP_017018990.1|DKIK, LOC108084476|XP_017036185.1|DKIK	LOC120775066|XP_039960982.1|BTRY
OG0000307	LOC108084833|XP_017036688.1|DKIK	LOC120782706|XP_039971045.1|BTRY
OG0000307	LOC108083682|XP_017035048.1|DKIK	LOC120782833|XP_039971288.1|BTRY
OG0000308	LOC108085728|XP_017037945.1|DKIK, LOC108074846|XP_017022543.1|DKIK	LOC120774160|XP_039959511.1|BTRY
OG0000309	LOC108077646|XP_017026548.1|DKIK, LOC108077643|XP_017026546.1|DKIK, LOC108077853|XP_017026874.1|DKIK	LOC120770969|XP_039954638.1|BTRY
OG0000310	LOC108071755|XP_017018069.1|DKIK, LOC108072532|XP_017019195.1|DKIK, LOC108072535|XP_017019197.1|DKIK	LOC120774938|XP_039960752.1|BTRY
OG0000311	LOC108083694|XP_017035069.1|DKIK, LOC108071302|XP_017017497.1|DKIK, LOC108080140|XP_017030263.1|DKIK	LOC120774311|XP_039959777.1|BTRY
OG0000312	LOC108082222|XP_017033048.1|DKIK	LOC120768539|XP_039951210.1|BTRY
OG0000312	LOC108074344|XP_017021857.1|DKIK	LOC120768898|XP_039951586.1|BTRY
OG0000313	LOC108074817|XP_017022504.1|DKIK	LOC120767595|XP_039949678.1|BTRY
OG0000313	LOC108085300|XP_017037347.1|DKIK	LOC120767596|XP_039949679.1|BTRY
OG0000314	LOC108082217|XP_017033039.1|DKIK	LOC120768914|XP_039951615.1|BTRY
OG0000315	LOC108086123|XP_017038460.1|DKIK, LOC108086048|XP_017038356.1|DKIK, LOC108086121|XP_017038458.1|DKIK	LOC120767408|XP_039949384.1|BTRY
OG0000316	LOC108082363|XP_017033192.1|DKIK	LOC120771614|XP_039955637.1|BTRY
OG0000317	LOC108078071|XP_017027125.1|DKIK, LOC108077909|XP_017026937.1|DKIK, LOC108077908|XP_017026936.1|DKIK, LOC108080283|XP_017030440.1|DKIK, LOC108080273|XP_017030429.1|DKIK, LOC108080245|XP_017030395.1|DKIK, LOC108080254|XP_017030407.1|DKIK	LOC120767316|XP_039949186.1|BTRY
OG0000318	LOC108080832|XP_017031224.1|DKIK	LOC120779462|XP_039967658.1|BTRY
OG0000320	LOC108085002|XP_017036920.1|DKIK	LOC120780262|XP_039968454.1|BTRY
OG0000320	LOC108079589|XP_017029423.1|DKIK, LOC108084924|XP_017036810.1|DKIK	LOC120775663|XP_039961866.1|BTRY
OG0000321	LOC108082006|XP_017032749.1|DKIK, LOC108082007|XP_017032751.1|DKIK	LOC120767653|XP_039949760.1|BTRY
OG0000322	LOC108072283|XP_017018839.1|DKIK, LOC108080532|XP_017030820.1|DKIK, LOC108084375|XP_017036055.1|DKIK	LOC120773648|XP_039958591.1|BTRY
OG0000323	LOC108085289|XP_017037335.1|DKIK	LOC120781479|XP_039969632.1|BTRY
OG0000323	LOC108084527|XP_017036252.1|DKIK	LOC120768274|XP_039950811.1|BTRY
OG0000324	LOC108070858|XP_017016978.1|DKIK	LOC120772196|XP_039956595.1|BTRY
OG0000325	LOC108085496|XP_017037605.1|DKIK	LOC120780635|XP_039968827.1|BTRY, LOC120780634|XP_039968826.1|BTRY
OG0000325	LOC108085492|XP_017037600.1|DKIK	LOC120779055|XP_039967124.1|BTRY
OG0000327	LOC108076592|XP_017024994.1|DKIK, LOC108076806|XP_017025321.1|DKIK, LOC108074476|XP_017022037.1|DKIK	LOC120772284|XP_039956728.1|BTRY, LOC120772454|XP_039957011.1|BTRY, LOC120771900|XP_039956109.1|BTRY
OG0000328	LOC108070748|XP_017016834.1|DKIK, LOC108070870|XP_017016994.1|DKIK, LOC108070747|XP_017016833.1|DKIK, LOC108071872|XP_017018288.1|DKIK, LOC108071873|XP_017018289.1|DKIK	LOC120777056|XP_039964104.1|BTRY
OG0000331	LOC108076863|XP_017025382.1|DKIK, LOC108076947|XP_017025484.1|DKIK, LOC108077184|XP_017025914.1|DKIK	LOC120769238|XP_039952071.1|BTRY
OG0000332	LOC108075150|XP_017022924.1|DKIK	LOC120766326|XP_039947684.1|BTRY
OG0000332	LOC108080002|XP_017030057.1|DKIK	LOC120774351|XP_039959870.1|BTRY
OG0000332	LOC108080185|XP_017030325.1|DKIK, LOC108079516|XP_017029344.1|DKIK, LOC108074710|XP_017022344.1|DKIK	LOC120774932|XP_039960743.1|BTRY
OG0000333	LOC108078789|XP_017028332.1|DKIK, LOC108071648|XP_017017927.1|DKIK	LOC120776546|XP_039963228.1|BTRY, LOC120776544|XP_039963218.1|BTRY, LOC120776542|XP_039963214.1|BTRY
OG0000333	LOC108075191|XP_017023015.1|DKIK	LOC120776547|XP_039963229.1|BTRY
OG0000334	LOC108079494|XP_017029324.1|DKIK	LOC120768503|XP_039951161.1|BTRY
OG0000334	LOC108084521|XP_017036249.1|DKIK, LOC108074433|XP_017021959.1|DKIK	LOC120774998|XP_039960854.1|BTRY
OG0000334	LOC108076452|XP_017024817.1|DKIK	LOC120771849|XP_039956026.1|BTRY, LOC120772789|XP_039957505.1|BTRY
OG0000335	LOC108072517|XP_017019177.1|DKIK	LOC120767480|XP_039949505.1|BTRY
OG0000335	LOC108072562|XP_017019233.1|DKIK	LOC120767479|XP_039949503.1|BTRY
OG0000336	LOC108072032|XP_017018504.1|DKIK, LOC108072108|XP_017018619.1|DKIK, LOC108072107|XP_017018617.1|DKIK	LOC120769770|XP_039952889.1|BTRY
OG0000337	LOC108083617|XP_017034976.1|DKIK, LOC108071688|XP_017017990.1|DKIK, LOC108077472|XP_017026280.1|DKIK	LOC120766375|XP_039947742.1|BTRY
OG0000338	LOC108079873|XP_017029873.1|DKIK	LOC120777234|XP_039964352.1|BTRY
OG0000338	LOC108085131|XP_017037124.1|DKIK	LOC120770461|XP_039953889.1|BTRY
OG0000339	LOC108078640|XP_017028057.1|DKIK	LOC120778134|XP_039965792.1|BTRY
OG0000340	LOC108078314|XP_017027601.1|DKIK	LOC120771806|XP_039955946.1|BTRY
OG0000342	LOC108083351|XP_017034584.1|DKIK, LOC108070776|XP_017016864.1|DKIK	LOC120774021|XP_039959243.1|BTRY
OG0000343	LOC108073419|XP_017020526.1|DKIK	LOC120778308|XP_039966037.1|BTRY
OG0000344	LOC108073061|XP_017020019.1|DKIK	LOC120771051|XP_039954788.1|BTRY
OG0000344	LOC108084949|XP_017036838.1|DKIK	LOC120766693|XP_039948277.1|BTRY
OG0000345	LOC108076701|XP_017025148.1|DKIK	LOC120773088|XP_039957990.1|BTRY
OG0000345	LOC108081793|XP_017032500.1|DKIK	LOC120770320|XP_039953635.1|BTRY
OG0000346	LOC108078285|XP_017027542.1|DKIK, LOC108080433|XP_017030655.1|DKIK	LOC120771778|XP_039955902.1|BTRY
OG0000347	LOC108083140|XP_017034311.1|DKIK	LOC120777530|XP_039964847.1|BTRY
OG0000347	LOC108074444|XP_017021971.1|DKIK	LOC120767435|XP_039949430.1|BTRY
OG0000348	LOC108077443|XP_017026251.1|DKIK	LOC120769393|XP_039952297.1|BTRY
OG0000348	LOC108077313|XP_017026090.1|DKIK	LOC120767574|XP_039949645.1|BTRY
OG0000349	LOC108072608|XP_017019320.1|DKIK	LOC120768895|XP_039951582.1|BTRY
OG0000350	LOC108073774|XP_017021030.1|DKIK, LOC108073805|XP_017021068.1|DKIK	LOC120776422|XP_039963001.1|BTRY
OG0000350	LOC108084987|XP_017036900.1|DKIK	LOC120776439|XP_039963028.1|BTRY
OG0000351	LOC108072382|XP_017018971.1|DKIK	LOC120771786|XP_039955914.1|BTRY
OG0000351	LOC108072383|XP_017018974.1|DKIK	LOC120770740|XP_039954263.1|BTRY
OG0000353	LOC108085031|XP_017036967.1|DKIK	LOC120776473|XP_039963083.1|BTRY
OG0000353	LOC108075892|XP_017023995.1|DKIK	LOC120781466|XP_039969623.1|BTRY
