Orthogroup	DKIK.longest_only	DPSE.longest_only
OG0002286	LOC108072365|XP_017018948.1|DKIK	LOC6898207|XP_002138277.3|DPSE
OG0002287	LOC108078365|XP_017027676.1|DKIK	LOC4805355|XP_015040597.2|DPSE
OG0002288	LOC108078813|XP_017028381.1|DKIK	LOC4813986|XP_033240801.1|DPSE
OG0002289	LOC108077475|XP_017026283.1|DKIK	LOC4812738|XP_001353116.2|DPSE
OG0002290	LOC108082715|XP_017033712.1|DKIK	LOC4818177|XP_004444598.3|DPSE
OG0002291	LOC108072933|XP_017019771.1|DKIK	LOC4804924|XP_001361408.4|DPSE
OG0002292	LOC108080732|XP_017031080.1|DKIK	LOC4803417|XP_015039071.1|DPSE
OG0002293	LOC108072441|XP_017019057.1|DKIK	LOC4803332|XP_001357513.3|DPSE
OG0002294	LOC108085035|XP_017036971.1|DKIK	LOC4801805|XP_001358840.1|DPSE, LOC6897347|XP_002137500.1|DPSE
OG0002295	LOC108075848|XP_017023918.1|DKIK	LOC4818003|XP_033235189.1|DPSE
OG0002296	LOC108077150|XP_017025866.1|DKIK	LOC4817016|XP_033236783.1|DPSE
OG0002297	LOC108084192|XP_017035778.1|DKIK	LOC4803093|XP_033233877.1|DPSE
OG0002298	LOC108072130|XP_017018654.1|DKIK	LOC4804311|XP_001360891.1|DPSE
OG0002299	LOC108072928|XP_017019764.1|DKIK	LOC6898394|XP_002138441.1|DPSE, LOC6902289|XP_002133816.3|DPSE, LOC6902259|XP_002133786.1|DPSE
OG0002300	LOC108073627|XP_017020818.1|DKIK	LOC6902591|XP_015036696.2|DPSE
OG0002301	LOC108081527|XP_017032232.1|DKIK	LOC4817935|XP_001357416.4|DPSE
OG0002302	LOC108077192|XP_017025929.1|DKIK	LOC4818001|XP_033236505.1|DPSE
OG0002303	LOC108079459|XP_017029287.1|DKIK	LOC4814716|XP_001355137.1|DPSE, LOC6899448|XP_002136085.1|DPSE
OG0002304	LOC108085258|XP_017037295.1|DKIK	LOC6903466|XP_015035425.2|DPSE
OG0002305	LOC108075012|XP_017022748.1|DKIK	LOC4813969|XP_001354127.3|DPSE
OG0002306	LOC108074858|XP_017022558.1|DKIK	LOC6902343|XP_002133289.3|DPSE
OG0002307	LOC108074551|XP_017022136.1|DKIK	LOC4817520|XP_001356935.3|DPSE
OG0002308	LOC108077141|XP_017025844.1|DKIK	LOC4816964|XP_001356376.3|DPSE
OG0002309	LOC108081365|XP_017032006.1|DKIK	LOC4817161|XP_001356818.1|DPSE
OG0002310	LOC108081414|XP_017032082.1|DKIK	LOC4817996|XP_015035580.2|DPSE
OG0002311	LOC108082780|XP_017033804.1|DKIK	LOC6902405|XP_015036986.1|DPSE
OG0002312	LOC108072490|XP_017019146.1|DKIK	LOC4817953|XP_001357342.4|DPSE
OG0002313	LOC108076513|XP_017024908.1|DKIK	LOC4803967|XP_015039514.1|DPSE
OG0002314	LOC108070815|XP_017016904.1|DKIK	LOC6898050|XP_002138136.1|DPSE
OG0002315	LOC108082326|XP_017033144.1|DKIK	LOC4804144|XP_033233884.1|DPSE
OG0002316	LOC108081976|XP_017032701.1|DKIK	LOC4817270|XP_001356777.3|DPSE
OG0002317	LOC108072752|XP_017019510.1|DKIK	LOC6900355|XP_015042586.1|DPSE
OG0002318	LOC108082836|XP_017033889.1|DKIK	LOC4817648|XP_001357040.2|DPSE
OG0002319	LOC108072617|XP_017019333.1|DKIK	LOC4816342|XP_001356136.2|DPSE
OG0002320	LOC108078153|XP_017027285.1|DKIK	LOC4805511|XP_001361902.2|DPSE
OG0002321	LOC108074705|XP_017022334.1|DKIK	LOC4803680|XP_033234103.1|DPSE
OG0002322	LOC108075784|XP_017023832.1|DKIK	LOC4816583|XP_001356097.4|DPSE
OG0002323	LOC108079493|XP_017029322.1|DKIK	LOC4818190|XP_001357501.2|DPSE
OG0002324	LOC108083272|XP_017034481.1|DKIK	LOC6903667|XP_033239097.1|DPSE, LOC6900270|XP_015044041.2|DPSE
OG0002325	LOC108073516|XP_017020678.1|DKIK	LOC4813316|XP_015042984.1|DPSE
OG0002326	LOC108073512|XP_017020673.1|DKIK	LOC4813019|XP_015042986.2|DPSE
OG0002327	LOC108084858|XP_017036727.1|DKIK	LOC4803139|XP_003736916.2|DPSE
OG0002328	LOC108082681|XP_017033671.1|DKIK	LOC4816611|XP_015036723.1|DPSE
OG0002329	LOC108074448|XP_017021978.1|DKIK	LOC4817602|XP_001357004.1|DPSE
OG0002330	LOC108074439|XP_017021967.1|DKIK	LOC4817604|XP_001357006.3|DPSE
OG0002331	LOC108079154|XP_017028891.1|DKIK	LOC4814533|XP_001355103.2|DPSE
OG0002332	LOC108075294|XP_017023178.1|DKIK	LOC4812068|XP_001352719.3|DPSE
OG0002333	LOC108072349|XP_017018929.1|DKIK	LOC6898614|XP_002138619.3|DPSE
OG0002334	LOC108074568|XP_017022162.1|DKIK	LOC4818020|XP_001357220.3|DPSE
OG0002335	LOC108082571|XP_017033517.1|DKIK	LOC6898566|XP_002138586.3|DPSE
OG0002336	LOC108085541|XP_017037663.1|DKIK	LOC4812124|XP_033240410.1|DPSE
OG0002337	LOC108078100|XP_017027187.1|DKIK	LOC6898867|XP_033234569.1|DPSE
OG0002338	LOC108072860|XP_017019665.1|DKIK	LOC4817780|XP_001357144.3|DPSE
OG0002339	LOC108085352|XP_017037407.1|DKIK	LOC6902511|XP_002133053.3|DPSE
OG0002340	LOC108076117|XP_017024338.1|DKIK	LOC4817014|XP_001356841.3|DPSE
OG0002341	LOC108073144|XP_017020141.1|DKIK	LOC4804085|XP_001360702.1|DPSE
OG0002342	LOC108077405|XP_017026193.1|DKIK	LOC4817341|XP_015035889.1|DPSE
OG0002343	LOC108086246|XP_017038606.1|DKIK	LOC4816738|XP_001355956.3|DPSE
OG0002344	LOC108084691|XP_017036515.1|DKIK	LOC26533548|XP_033236789.1|DPSE
OG0002345	LOC108076757|XP_017025246.1|DKIK	LOC4805000|XP_001361470.2|DPSE
OG0002346	LOC108077427|XP_017026220.1|DKIK	LOC4816108|XP_001355782.2|DPSE
OG0002347	LOC108072420|XP_017019014.1|DKIK	LOC6898047|XP_002138133.2|DPSE
OG0002348	LOC108079615|XP_017029479.1|DKIK	LOC4817306|XP_033235353.1|DPSE
OG0002349	LOC108076758|XP_017025247.1|DKIK	LOC4805002|XP_003736961.3|DPSE
OG0002350	LOC108071781|XP_017018134.1|DKIK	LOC4805001|XP_033234249.1|DPSE
OG0002351	LOC108082587|XP_017033538.1|DKIK	LOC4804275|XP_001360856.3|DPSE
OG0002352	LOC108081833|XP_017032563.1|DKIK	LOC4805198|XP_001361643.2|DPSE
OG0002353	LOC108081464|XP_017032143.1|DKIK	LOC6903361|XP_002132242.2|DPSE
OG0002354	LOC108076260|XP_017024501.1|DKIK	LOC6902362|XP_002133308.1|DPSE
OG0002355	LOC108077269|XP_017026029.1|DKIK, LOC108072463|XP_017019088.1|DKIK	LOC6902745|XP_002133259.2|DPSE
OG0002356	LOC108072572|XP_017019266.1|DKIK	LOC6903123|XP_002132833.3|DPSE, LOC4817496|XP_001356915.2|DPSE
OG0002357	LOC108077785|XP_017026774.1|DKIK	LOC4801730|XP_001358773.2|DPSE
OG0002358	LOC108077055|XP_017025708.1|DKIK	LOC117184099|XP_033236157.1|DPSE, LOC117184409|XP_033237489.1|DPSE
OG0002359	LOC108071751|XP_017018065.1|DKIK	LOC4815909|XP_001355722.1|DPSE
OG0002360	LOC108082161|XP_017032951.1|DKIK	LOC4817280|XP_001356860.1|DPSE
OG0002361	LOC108083060|XP_017034182.1|DKIK	LOC6900843|XP_033237624.1|DPSE
OG0002362	LOC108073646|XP_017020854.1|DKIK	LOC4817195|XP_015035828.2|DPSE
OG0002363	LOC108072856|XP_017019660.1|DKIK	LOC4817299|XP_001356402.1|DPSE
OG0002364	LOC108072843|XP_017019628.1|DKIK	LOC4817033|XP_015035785.2|DPSE
OG0002365	LOC108072845|XP_017019646.1|DKIK	LOC6902796|XP_015035780.2|DPSE
OG0002366	LOC108086199|XP_017038550.1|DKIK	LOC4817444|XP_001356728.3|DPSE
OG0002367	LOC108074534|XP_017022108.1|DKIK, LOC108074498|XP_017022060.1|DKIK	LOC4817078|XP_015036059.2|DPSE
OG0002368	LOC108075787|XP_017023841.1|DKIK	LOC4818128|XP_001357192.1|DPSE
OG0002369	LOC108083408|XP_017034650.1|DKIK	LOC6897896|XP_002137998.2|DPSE, LOC4815283|XP_001354957.3|DPSE
OG0002370	LOC108075361|XP_017023264.1|DKIK	LOC6902704|XP_002133218.2|DPSE
OG0002371	LOC108085270|XP_017037310.1|DKIK, LOC108075339|XP_017023246.1|DKIK	LOC4816330|XP_015036804.1|DPSE
OG0002372	LOC108079600|XP_017029446.1|DKIK	LOC4817792|XP_001357109.4|DPSE
OG0002373	LOC108081413|XP_017032081.1|DKIK	LOC4817344|XP_001356547.1|DPSE
OG0002374	LOC108073436|XP_017020545.1|DKIK	LOC6897161|XP_003736489.2|DPSE
OG0002375	LOC108074074|XP_017021439.1|DKIK	LOC4802018|XP_001359021.1|DPSE
OG0002376	LOC108075842|XP_017023906.1|DKIK	LOC4816111|XP_001355773.1|DPSE
OG0002377	LOC108075577|XP_017023583.1|DKIK	LOC4802440|XP_001359359.2|DPSE
OG0002378	LOC108070419|XP_017016362.1|DKIK	LOC4813788|XP_001353501.1|DPSE
OG0002379	LOC108072551|XP_017019215.1|DKIK	LOC4817489|XP_001356908.3|DPSE
OG0002380	LOC108083781|XP_017035196.1|DKIK	LOC4814921|XP_001355096.1|DPSE
OG0002381	LOC108072878|XP_017019686.1|DKIK	LOC4805350|XP_001361764.1|DPSE
OG0002382	LOC108071776|XP_017018119.1|DKIK	LOC4815218|XP_033240934.1|DPSE
OG0002383	LOC108079883|XP_017029889.1|DKIK	LOC4812321|XP_001352753.2|DPSE
OG0002384	LOC108083520|XP_017034835.1|DKIK	LOC6901166|XP_002133867.3|DPSE
OG0002385	LOC108081319|XP_017031915.1|DKIK	LOC4811846|XP_015044280.1|DPSE
OG0002386	LOC108078311|XP_017027632.1|DKIK	LOC4802901|XP_001359728.3|DPSE
OG0002387	LOC108071333|XP_017017538.1|DKIK	LOC4801234|XP_015037102.2|DPSE
OG0002388	LOC108084172|XP_017035748.1|DKIK	LOC4803095|XP_001359893.3|DPSE
OG0002389	LOC108080297|XP_017030463.1|DKIK	LOC4800421|XP_001357699.1|DPSE
OG0002390	LOC108076893|XP_017025414.1|DKIK	LOC4816772|XP_001356055.3|DPSE
OG0002391	LOC108078371|XP_017027687.1|DKIK	LOC4805399|XP_001361804.2|DPSE
OG0002392	LOC108071878|XP_017018295.1|DKIK	LOC4811994|XP_001352669.3|DPSE
OG0002393	LOC108079903|XP_017029923.1|DKIK	LOC6900032|XP_033237408.1|DPSE, LOC6897885|XP_002137987.1|DPSE
OG0002394	LOC108081241|XP_017031808.1|DKIK	LOC4802422|XP_001359342.2|DPSE
OG0002395	LOC108081507|XP_017032214.1|DKIK	LOC6897931|XP_033236597.1|DPSE
OG0002396	LOC108078158|XP_017027297.1|DKIK	LOC4803356|XP_001360110.3|DPSE
OG0002397	LOC108079282|XP_017029068.1|DKIK	LOC4803333|XP_001357518.1|DPSE
OG0002398	LOC108083519|XP_017034834.1|DKIK	LOC4815335|XP_001354928.3|DPSE
OG0002399	LOC108085081|XP_017037040.1|DKIK	LOC4805672|XP_001362032.2|DPSE
OG0002400	LOC108073045|XP_017019997.1|DKIK	LOC4803936|XP_001360576.3|DPSE
OG0002401	LOC108085327|XP_017037371.1|DKIK	LOC117184353|XP_033237266.1|DPSE
OG0002402	LOC108081251|XP_017031825.1|DKIK	LOC6897836|XP_002137941.2|DPSE
OG0002403	LOC108080904|XP_017031297.1|DKIK	LOC6897835|XP_033232643.1|DPSE
OG0002404	LOC108073449|XP_017020562.1|DKIK	LOC4802777|XP_001359637.2|DPSE
OG0002405	LOC108075392|XP_017023291.1|DKIK	LOC4802446|XP_001359364.3|DPSE
OG0002406	LOC108071544|XP_017017809.1|DKIK	LOC4812613|XP_001352579.3|DPSE
OG0002407	LOC108084996|XP_017036910.1|DKIK	LOC6897412|XP_033234752.1|DPSE
OG0002408	LOC108075604|XP_017023625.1|DKIK	LOC4802434|XP_001359356.1|DPSE
OG0002409	LOC108075152|XP_017022926.1|DKIK	LOC4813025|XP_033240981.1|DPSE
OG0002410	LOC108078623|XP_017028073.1|DKIK	LOC4803285|XP_033241673.1|DPSE
OG0002411	LOC108072082|XP_017018582.1|DKIK	LOC4803036|XP_001359838.1|DPSE
OG0002412	LOC108085783|XP_017038021.1|DKIK	LOC13036350|XP_033233061.1|DPSE
OG0002413	LOC108075119|XP_017022891.1|DKIK, LOC108083560|XP_017034904.1|DKIK	LOC4815497|XP_001355571.1|DPSE
OG0002414	LOC108080654|XP_017030966.1|DKIK	LOC4812263|XP_001352456.2|DPSE
OG0002415	LOC108080468|XP_017030694.1|DKIK	LOC4802615|XP_001359502.4|DPSE
OG0002416	LOC108072161|XP_017018699.1|DKIK	LOC4811848|XP_033237142.1|DPSE
OG0002417	LOC108079674|XP_017029561.1|DKIK	LOC4817743|XP_001357106.1|DPSE
OG0002418	LOC108072903|XP_017019719.1|DKIK	LOC6897797|XP_002137902.2|DPSE
OG0002419	LOC108080377|XP_017030588.1|DKIK	LOC4816016|XP_015041091.2|DPSE
OG0002420	LOC108073944|XP_017021246.1|DKIK	LOC4812067|XP_001352481.1|DPSE
OG0002421	LOC108073173|XP_017020167.1|DKIK	LOC4802153|XP_001359129.3|DPSE
OG0002422	LOC108077697|XP_017026625.1|DKIK	LOC4802717|XP_015038028.1|DPSE
OG0002423	LOC108083117|XP_017034270.1|DKIK	LOC4813902|XP_001353940.2|DPSE
OG0002424	LOC108077341|XP_017026122.1|DKIK, LOC108079412|XP_017029231.1|DKIK, LOC108084516|XP_017036238.1|DKIK	LOC4811794|XP_001352361.1|DPSE
OG0002425	LOC108079428|XP_017029248.1|DKIK	LOC6902297|XP_033240720.1|DPSE, LOC6902295|XP_033240719.1|DPSE
OG0002426	LOC108073383|XP_017020453.1|DKIK	LOC4813386|XP_001353674.3|DPSE
OG0002427	LOC108085518|XP_017037638.1|DKIK	LOC4811793|XP_001352360.3|DPSE
OG0002428	LOC108080085|XP_017030171.1|DKIK	LOC6902138|XP_002133669.2|DPSE
OG0002429	LOC108075082|XP_017022853.1|DKIK	LOC4814034|XP_033238279.1|DPSE
OG0002430	LOC108081330|XP_017031956.1|DKIK	LOC4803493|XP_015039118.2|DPSE
OG0002431	LOC108076620|XP_017025036.1|DKIK	LOC6903882|XP_002136629.1|DPSE
OG0002432	LOC108071234|XP_017017406.1|DKIK	LOC4815138|XP_001355173.3|DPSE
OG0002433	LOC108073198|XP_017020206.1|DKIK	LOC6899369|XP_002136158.2|DPSE
OG0002434	LOC108083203|XP_017034396.1|DKIK	LOC4802132|XP_001359112.3|DPSE
OG0002435	LOC108083815|XP_017035250.1|DKIK	LOC6901476|XP_033239515.1|DPSE
OG0002436	LOC108085126|XP_017037117.1|DKIK	LOC4804876|XP_001361365.2|DPSE
OG0002437	LOC108080851|XP_017031242.1|DKIK	LOC4805164|XP_015040470.2|DPSE
OG0002438	LOC108079408|XP_017029224.1|DKIK	LOC4814729|XP_001354516.3|DPSE
OG0002439	LOC108075871|XP_017023963.1|DKIK	LOC4817941|XP_001357193.3|DPSE
OG0002440	LOC108080590|XP_017030884.1|DKIK, LOC108080684|XP_017031006.1|DKIK	LOC4813289|XP_001353958.3|DPSE
OG0002441	LOC108078226|XP_017027414.1|DKIK	LOC6898791|XP_002138767.3|DPSE
OG0002442	LOC108078201|XP_017027374.1|DKIK	LOC4804000|XP_001360631.2|DPSE
OG0002443	LOC108078499|XP_017027885.1|DKIK	LOC4804882|XP_001361370.4|DPSE
OG0002444	LOC108085145|XP_017037157.1|DKIK	LOC4805701|XP_001362059.3|DPSE
OG0002445	LOC108079861|XP_017029865.1|DKIK	LOC4805150|XP_004444403.3|DPSE
OG0002446	LOC108076379|XP_017024680.1|DKIK	LOC4803985|XP_001360618.3|DPSE
OG0002447	LOC108070425|XP_017016371.1|DKIK	LOC4812897|XP_001354000.2|DPSE
OG0002448	LOC108072381|XP_017018970.1|DKIK	LOC4803694|XP_001360371.1|DPSE
OG0002449	LOC108076284|XP_017024523.1|DKIK	LOC4804176|XP_001360779.2|DPSE
OG0002450	LOC108077854|XP_017026875.1|DKIK	LOC4803233|XP_001360007.2|DPSE
OG0002451	LOC108082449|XP_017033309.1|DKIK	LOC4805044|XP_001361509.3|DPSE
OG0002452	LOC108077957|XP_017026986.1|DKIK	LOC4805209|XP_001361650.4|DPSE
OG0002453	LOC108078375|XP_017027696.1|DKIK	LOC4805210|XP_001361651.1|DPSE
OG0002454	LOC108072799|XP_017019571.1|DKIK	LOC4812861|XP_015043275.2|DPSE
OG0002455	LOC108072797|XP_017019570.1|DKIK	LOC4812860|XP_001353889.3|DPSE
OG0002456	LOC108086042|XP_017038351.1|DKIK	LOC26532019|XP_033234230.1|DPSE
OG0002457	LOC108078248|XP_017027460.1|DKIK	LOC4804903|XP_004444345.2|DPSE
OG0002458	LOC108082869|XP_017033936.1|DKIK	LOC4818175|XP_001357172.4|DPSE
OG0002459	LOC108070830|XP_017016937.1|DKIK	LOC4804388|XP_001360959.3|DPSE
OG0002460	LOC108070766|XP_017016853.1|DKIK	LOC6899070|XP_002138994.1|DPSE
OG0002461	LOC108076295|XP_017024556.1|DKIK	LOC4804095|XP_001360713.2|DPSE
OG0002462	LOC108082475|XP_017033357.1|DKIK	LOC4804604|XP_015040042.2|DPSE
OG0002463	LOC108072122|XP_017018639.1|DKIK	LOC4804304|XP_001360884.3|DPSE
OG0002464	LOC108078199|XP_017027369.1|DKIK	LOC4803998|XP_001360629.2|DPSE
OG0002465	LOC108071388|XP_017017621.1|DKIK	LOC4804824|XP_001361326.3|DPSE
OG0002466	LOC108085199|XP_017037201.1|DKIK	LOC26534353|XP_033237121.1|DPSE
OG0002467	LOC108085984|XP_017038274.1|DKIK	LOC6900660|XP_002135028.4|DPSE
OG0002468	LOC108075305|XP_017023197.1|DKIK	LOC4813841|XP_001353591.4|DPSE
OG0002469	LOC108084371|XP_017036040.1|DKIK	LOC4802768|XP_001359628.2|DPSE
OG0002470	LOC108082441|XP_017033300.1|DKIK	LOC4805036|XP_001361503.2|DPSE
OG0002471	LOC108078146|XP_017027277.1|DKIK	LOC4803387|XP_001357537.1|DPSE
OG0002472	LOC108082598|XP_017033555.1|DKIK	LOC4803673|XP_033234233.1|DPSE
OG0002473	LOC108073140|XP_017020134.1|DKIK	LOC6898946|XP_002138907.2|DPSE
OG0002474	LOC108083067|XP_017034192.1|DKIK	LOC4813072|XP_033239972.1|DPSE
OG0002475	LOC108085907|XP_017038164.1|DKIK	LOC4800403|XP_001357686.1|DPSE
OG0002476	LOC108085575|XP_017037708.1|DKIK, LOC108073452|XP_017020577.1|DKIK, LOC108078324|XP_017027612.1|DKIK	LOC4804214|XP_033235129.1|DPSE
OG0002477	LOC108084018|XP_017035523.1|DKIK	LOC6898157|XP_002138235.2|DPSE
OG0002478	LOC108082539|XP_017033464.1|DKIK	LOC4804609|XP_033233735.1|DPSE
OG0002479	LOC108072990|XP_017019927.1|DKIK	LOC4803653|XP_001360336.1|DPSE
OG0002480	LOC108075352|XP_017023249.1|DKIK	LOC26533805|XP_033234126.1|DPSE
OG0002481	LOC108076103|XP_017024316.1|DKIK	LOC4814890|XP_001354740.1|DPSE
OG0002482	LOC108080847|XP_017031239.1|DKIK	LOC6898811|XP_002138785.2|DPSE
OG0002483	LOC108072188|XP_017018734.1|DKIK	LOC4803511|XP_001360224.3|DPSE
OG0002484	LOC108073015|XP_017019962.1|DKIK	LOC4803939|XP_001360579.1|DPSE
OG0002485	LOC108078514|XP_017027907.1|DKIK	LOC4805071|XP_001361533.2|DPSE
OG0002486	LOC108082997|XP_017034108.1|DKIK	LOC4812127|XP_001352406.3|DPSE
OG0002487	LOC108079337|XP_017029133.1|DKIK	LOC6902744|XP_015036866.2|DPSE
OG0002488	LOC108085209|XP_017037227.1|DKIK	LOC4805276|XP_001361701.2|DPSE
OG0002489	LOC108083157|XP_017034332.1|DKIK	LOC6903581|XP_002132449.2|DPSE, LOC4811983|XP_015044010.2|DPSE
OG0002490	LOC108084029|XP_017035535.1|DKIK	LOC4805549|XP_001361935.2|DPSE
OG0002491	LOC108084764|XP_017036570.1|DKIK	LOC4812815|XP_001353529.4|DPSE
OG0002492	LOC108082406|XP_017033243.1|DKIK	LOC4804151|XP_001360757.1|DPSE
OG0002493	LOC108078524|XP_017027923.1|DKIK	LOC4805078|XP_001361540.3|DPSE
OG0002494	LOC108073167|XP_017020163.1|DKIK	LOC4802709|XP_001359576.3|DPSE
OG0002495	LOC108073147|XP_017020145.1|DKIK	LOC4804014|XP_001360644.1|DPSE
OG0002496	LOC108085855|XP_017038102.1|DKIK	LOC4802213|XP_001359181.1|DPSE
OG0002497	LOC108078606|XP_017028016.1|DKIK	LOC4812038|XP_001352546.3|DPSE
OG0002499	LOC108080404|XP_017030621.1|DKIK, LOC108080775|XP_017031131.1|DKIK, LOC108072818|XP_017019601.1|DKIK	LOC4811945|XP_015043862.2|DPSE
OG0002500	LOC108084168|XP_017035738.1|DKIK, LOC108083870|XP_017035348.1|DKIK	LOC4801108|XP_001358256.3|DPSE
OG0002501	LOC108085432|XP_017037517.1|DKIK	LOC4817193|XP_001356730.1|DPSE
OG0002502	LOC108078041|XP_017027091.1|DKIK	LOC6898745|XP_002138732.1|DPSE
OG0002503	LOC108085600|XP_017037762.1|DKIK, LOC108074725|XP_017022365.1|DKIK	LOC117183721|XP_033234501.1|DPSE, LOC117184370|XP_033237356.1|DPSE
OG0002504	LOC108070411|XP_017016353.1|DKIK, LOC108070377|XP_017016315.1|DKIK, LOC108070378|XP_017016317.1|DKIK, LOC108070379|XP_017016318.1|DKIK	LOC6900526|XP_002134913.2|DPSE
OG0002505	LOC108082608|XP_017033576.1|DKIK	LOC6901952|XP_033239305.1|DPSE, LOC4803765|XP_001360428.2|DPSE
OG0002508	LOC108080526|XP_017030813.1|DKIK	LOC4814277|XP_033240116.1|DPSE
OG0002509	LOC108078384|XP_017027712.1|DKIK	LOC4804126|XP_001360734.2|DPSE
OG0002510	LOC108079864|XP_017029864.1|DKIK	LOC6902292|XP_033238943.1|DPSE
OG0002511	LOC108074090|XP_017021465.1|DKIK	LOC6897419|XP_015037531.2|DPSE
OG0002512	LOC108081027|XP_017031481.1|DKIK	LOC26533625|XP_033237132.1|DPSE
OG0002513	LOC108081188|XP_017031735.1|DKIK	LOC4801512|XP_033232302.1|DPSE
OG0002514	LOC108073931|XP_017021222.1|DKIK	LOC4811886|XP_015043580.2|DPSE
OG0002516	LOC108082746|XP_017033750.1|DKIK	LOC4802666|XP_001359538.1|DPSE
OG0002517	LOC108084383|XP_017036067.1|DKIK	LOC4814756|XP_033238544.1|DPSE
OG0002518	LOC108084008|XP_017035509.1|DKIK	LOC6897219|XP_002137391.3|DPSE
OG0002519	LOC108078250|XP_017027468.1|DKIK	LOC4805527|XP_001361915.2|DPSE
OG0002520	LOC108070994|XP_017017155.1|DKIK	LOC4815996|XP_001355317.2|DPSE
OG0002521	LOC108083375|XP_017034610.1|DKIK	LOC4814259|XP_033239694.1|DPSE
OG0002522	LOC108084035|XP_017035540.1|DKIK	LOC4801454|XP_001358548.4|DPSE
OG0002523	LOC108086035|XP_017038341.1|DKIK	LOC4800711|XP_001357936.3|DPSE
OG0002524	LOC108076073|XP_017024269.1|DKIK	LOC4815572|XP_001355713.4|DPSE
OG0002525	LOC108070577|XP_017016620.1|DKIK	LOC4814123|XP_001354282.1|DPSE
OG0002526	LOC108081038|XP_017031490.1|DKIK	LOC6897243|XP_002137414.1|DPSE
OG0002527	LOC108071363|XP_017017594.1|DKIK	LOC13036427|XP_033240741.1|DPSE
OG0002528	LOC108080325|XP_017030509.1|DKIK	LOC4815785|XP_015041267.2|DPSE
OG0002529	LOC108071446|XP_017017689.1|DKIK	LOC4802088|XP_033241767.1|DPSE
OG0002530	LOC108082835|XP_017033887.1|DKIK	LOC4818022|XP_033236989.1|DPSE
OG0002531	LOC108082202|XP_017033021.1|DKIK	LOC4817859|XP_015035247.1|DPSE
OG0002532	LOC108084500|XP_017036227.1|DKIK	LOC6899764|XP_002135772.1|DPSE
OG0002533	LOC108079854|XP_017029850.1|DKIK	LOC4815952|XP_033240907.1|DPSE
OG0002534	LOC108073134|XP_017020124.1|DKIK	LOC4803910|XP_001360554.3|DPSE
OG0002535	LOC108085535|XP_017037658.1|DKIK	LOC4811852|XP_001352921.3|DPSE
OG0002536	LOC108074376|XP_017021891.1|DKIK	LOC4800496|XP_001357763.1|DPSE
OG0002537	LOC108072183|XP_017018727.1|DKIK	LOC4804296|XP_001360876.3|DPSE
OG0002539	LOC108074758|XP_017022423.1|DKIK	LOC4804697|XP_001361216.2|DPSE
OG0002540	LOC108081040|XP_017031493.1|DKIK	LOC4800689|XP_003736283.1|DPSE
OG0002541	LOC108084810|XP_017036662.1|DKIK	LOC6901237|XP_002133938.2|DPSE
OG0002542	LOC108083542|XP_017034875.1|DKIK	LOC4815408|XP_001355490.1|DPSE
OG0002543	LOC108080391|XP_017030607.1|DKIK	LOC4814457|XP_001355087.2|DPSE
OG0002544	LOC108075591|XP_017023602.1|DKIK	LOC4801733|XP_001358776.4|DPSE
OG0002545	LOC108076108|XP_017024322.1|DKIK	LOC4815617|XP_001355430.3|DPSE
OG0002547	LOC108071256|XP_017017435.1|DKIK	LOC4815234|XP_001355092.1|DPSE
OG0002548	LOC108075222|XP_017023054.1|DKIK	LOC4815101|XP_015042018.2|DPSE
OG0002549	LOC108082649|XP_017033626.1|DKIK	LOC4814208|XP_001354329.4|DPSE
OG0002550	LOC108071799|XP_017018174.1|DKIK	LOC6901414|XP_015041668.2|DPSE
OG0002551	LOC108077867|XP_017026894.1|DKIK	LOC6897393|XP_002137545.2|DPSE
OG0002552	LOC108074850|XP_017022550.1|DKIK	LOC4816941|XP_001356842.2|DPSE
OG0002553	LOC108079787|XP_017029732.1|DKIK	LOC4815853|XP_001355287.4|DPSE
OG0002554	LOC108079339|XP_017029134.1|DKIK	LOC4814347|XP_001354470.3|DPSE
OG0002555	LOC108083890|XP_017035372.1|DKIK	LOC4814338|XP_001354453.3|DPSE
OG0002556	LOC108082203|XP_017033023.1|DKIK	LOC4818045|XP_001357191.3|DPSE
OG0002557	LOC108083529|XP_017034853.1|DKIK	LOC6902152|XP_002133683.1|DPSE, LOC6903126|XP_002132836.1|DPSE
OG0002558	LOC108081033|XP_017031484.1|DKIK	LOC4801560|XP_001358632.1|DPSE
OG0002559	LOC108071330|XP_017017533.1|DKIK	LOC26531986|XP_015044384.2|DPSE
OG0002560	LOC108071365|XP_017017596.1|DKIK	LOC4801543|XP_001358617.1|DPSE
OG0002561	LOC108073078|XP_017020037.1|DKIK	LOC4801009|XP_001358182.4|DPSE
OG0002562	LOC108071753|XP_017018067.1|DKIK	LOC4815405|XP_001355723.2|DPSE
OG0002564	LOC108073707|XP_017020931.1|DKIK	LOC4800387|XP_001357672.2|DPSE
OG0002565	LOC108083006|XP_017034122.1|DKIK	LOC4800362|XP_033232493.1|DPSE
OG0002566	LOC108084240|XP_017035863.1|DKIK	LOC6897218|XP_002137390.3|DPSE
OG0002567	LOC108071003|XP_017017166.1|DKIK	LOC4815922|XP_033240140.1|DPSE
OG0002568	LOC108085395|XP_017037452.1|DKIK	LOC4803014|XP_001359816.2|DPSE
OG0002569	LOC108075007|XP_017022741.1|DKIK	LOC4813608|XP_001353325.2|DPSE
