Orthogroup	DKIK.longest_only	DVIR.longest_only
OG0001955	LOC108074456|XP_017022007.1|DKIK	LOC6626572|XP_002050551.1|DVIR
OG0001956	LOC108070564|XP_017016591.1|DKIK	LOC6624021|XP_002048311.3|DVIR
OG0001957	LOC108082592|XP_017033546.1|DKIK	LOC6626358|XP_002050861.1|DVIR
OG0001958	LOC108081205|XP_017031762.1|DKIK	LOC6624884|XP_032291947.1|DVIR
OG0001959	LOC108074999|XP_017022730.1|DKIK	LOC6624711|XP_002048130.3|DVIR
OG0001960	LOC108079046|XP_017028740.1|DKIK	LOC6622927|XP_032291068.1|DVIR
OG0001961	LOC108072375|XP_017018964.1|DKIK	LOC6627254|XP_015029602.1|DVIR
OG0001962	LOC108076728|XP_017025192.1|DKIK	LOC6635923|XP_032292197.1|DVIR
OG0001963	LOC108079812|XP_017029784.1|DKIK	LOC6622663|XP_002047023.1|DVIR
OG0001964	LOC108083407|XP_017034653.1|DKIK, LOC108078348|XP_017027645.1|DKIK	LOC6622277|XP_002046649.2|DVIR
OG0001965	LOC108079120|XP_017028850.1|DKIK	LOC6623540|XP_002047328.2|DVIR
OG0001966	LOC108075622|XP_017023645.1|DKIK	LOC6630544|XP_002054415.1|DVIR
OG0001967	LOC108082341|XP_017033163.1|DKIK	LOC6625387|XP_002050304.1|DVIR
OG0001968	LOC108080382|XP_017030596.1|DKIK	LOC6623937|XP_002046279.1|DVIR
OG0001969	LOC108076754|XP_017025240.1|DKIK	LOC6625261|XP_002050690.1|DVIR
OG0001970	LOC108076485|XP_017024862.1|DKIK	LOC6625600|XP_002050260.1|DVIR
OG0001971	LOC108082153|XP_017032943.1|DKIK	LOC6626723|XP_032293156.1|DVIR
OG0001972	LOC108072588|XP_017019284.1|DKIK	LOC6626123|XP_002050030.1|DVIR
OG0001973	LOC108076160|XP_017024375.1|DKIK	LOC6627053|XP_015030141.1|DVIR
OG0001974	LOC108076466|XP_017024840.1|DKIK	LOC6625696|XP_002048846.2|DVIR
OG0001975	LOC108075125|XP_017022897.1|DKIK	LOC6623862|XP_002047408.1|DVIR
OG0001976	LOC108072443|XP_017019060.1|DKIK	LOC6626906|XP_002050966.1|DVIR
OG0001977	LOC108077381|XP_017026164.1|DKIK	LOC6627449|XP_032293907.1|DVIR
OG0001978	LOC108082679|XP_017033667.1|DKIK	LOC6628402|XP_032294042.1|DVIR
OG0001979	LOC108079603|XP_017029451.1|DKIK	LOC6628450|XP_002051653.1|DVIR
OG0001980	LOC108074340|XP_017021850.1|DKIK	LOC6635756|XP_002059113.1|DVIR
OG0001981	LOC108081418|XP_017032089.1|DKIK	LOC6628102|XP_032294392.1|DVIR
OG0001982	LOC108084648|XP_017036428.1|DKIK	LOC6629007|XP_002051276.2|DVIR
OG0001983	LOC108077151|XP_017025873.1|DKIK	LOC26531357|XP_032288987.1|DVIR
OG0001984	LOC108082233|XP_017033060.1|DKIK	LOC6628168|XP_002051464.2|DVIR
OG0001985	LOC108077046|XP_017025668.1|DKIK	LOC6634040|XP_032293613.1|DVIR
OG0001986	LOC108075831|XP_017023891.1|DKIK	LOC6628175|XP_002051445.1|DVIR
OG0001987	LOC108084662|XP_017036476.1|DKIK	LOC6633394|XP_032289114.1|DVIR
OG0001988	LOC108074716|XP_017022348.1|DKIK	LOC6625855|XP_002050111.1|DVIR
OG0001989	LOC108078918|XP_017028548.1|DKIK	LOC6628311|XP_002052865.1|DVIR
OG0001990	LOC108077307|XP_017026078.1|DKIK	LOC6627818|XP_002051143.2|DVIR
OG0001992	LOC108074610|XP_017022222.1|DKIK	LOC6627897|XP_032294616.1|DVIR
OG0001993	LOC108079977|XP_017030030.1|DKIK	LOC6634213|XP_002057806.1|DVIR
OG0001994	LOC108072992|XP_017019932.1|DKIK	LOC6629688|XP_015027572.1|DVIR
OG0001995	LOC108082686|XP_017033679.1|DKIK	LOC6634297|XP_002057449.1|DVIR
OG0001996	LOC108081354|XP_017031989.1|DKIK	LOC6628189|XP_032294003.1|DVIR
OG0001997	LOC108078336|XP_017027628.1|DKIK	LOC6626236|XP_002048860.1|DVIR
OG0001998	LOC108078297|XP_017027563.1|DKIK	LOC6626332|XP_032291752.1|DVIR
OG0001999	LOC108085136|XP_017037132.1|DKIK	LOC6627059|XP_015029165.1|DVIR
OG0002000	LOC108079580|XP_017029414.1|DKIK	LOC6627761|XP_002052650.1|DVIR
OG0002001	LOC108082742|XP_017033740.1|DKIK	LOC116650000|XP_032289206.1|DVIR, LOC6628530|XP_032294382.1|DVIR
OG0002002	LOC108082580|XP_017033526.1|DKIK	LOC6626541|XP_002050751.2|DVIR, LOC6625666|XP_002050787.1|DVIR
OG0002003	LOC108075839|XP_017023908.1|DKIK	LOC6633984|XP_002057848.1|DVIR
OG0002004	LOC108085364|XP_017037424.1|DKIK	LOC6628214|XP_015028608.1|DVIR
OG0002005	LOC108075919|XP_017024042.1|DKIK	LOC6633901|XP_015025296.2|DVIR
OG0002006	LOC108082555|XP_017033496.1|DKIK	LOC6628358|XP_032294603.1|DVIR
OG0002007	LOC108084450|XP_017036148.1|DKIK	LOC6628906|XP_002051550.1|DVIR
OG0002008	LOC108074895|XP_017022607.1|DKIK	LOC6636271|XP_032290159.1|DVIR
OG0002009	LOC108076204|XP_017024427.1|DKIK	LOC6624883|XP_032292330.1|DVIR
OG0002010	LOC108076333|XP_017024609.1|DKIK	LOC6633986|XP_002057850.1|DVIR
OG0002011	LOC108072603|XP_017019313.1|DKIK	LOC6634004|XP_002057825.3|DVIR
OG0002012	LOC108081383|XP_017032029.1|DKIK	LOC6627349|XP_002052460.2|DVIR
OG0002013	LOC108082851|XP_017033913.1|DKIK	LOC6634155|XP_032293567.1|DVIR
OG0002014	LOC108078411|XP_017027756.1|DKIK	LOC6626383|XP_002050057.1|DVIR
OG0002015	LOC108079558|XP_017029386.1|DKIK	LOC6632471|XP_002056172.1|DVIR, LOC116650345|XP_032289662.1|DVIR
OG0002016	LOC108078308|XP_017027589.1|DKIK	LOC6626610|XP_032292177.1|DVIR
OG0002017	LOC108077280|XP_017026047.1|DKIK	LOC6629111|XP_032293893.1|DVIR
OG0002018	LOC108082772|XP_017033794.1|DKIK	LOC6634214|XP_002057807.3|DVIR
OG0002019	LOC108076281|XP_017024550.1|DKIK	LOC6628983|XP_032293990.1|DVIR
OG0002020	LOC108082765|XP_017033781.1|DKIK	LOC6634183|XP_002057441.2|DVIR
OG0002021	LOC108082493|XP_017033401.1|DKIK	LOC6625386|XP_002050303.2|DVIR
OG0002022	LOC108081374|XP_017032017.1|DKIK	LOC6628404|XP_032294501.1|DVIR
OG0002023	LOC108080800|XP_017031180.1|DKIK	LOC6632895|XP_002056195.1|DVIR
OG0002025	LOC108082061|XP_017032828.1|DKIK	LOC6628942|XP_032293538.1|DVIR
OG0002026	LOC108080674|XP_017030996.1|DKIK	LOC6622563|XP_002047703.2|DVIR
OG0002027	LOC108078098|XP_017027181.1|DKIK	LOC6626290|XP_015029287.1|DVIR
OG0002028	LOC108076050|XP_017024218.1|DKIK, LOC108072159|XP_017018693.1|DKIK	LOC6626936|XP_032293080.1|DVIR
OG0002029	LOC108086000|XP_017038298.1|DKIK	LOC6623931|XP_002047397.2|DVIR
OG0002030	LOC108076201|XP_017024424.1|DKIK	LOC6625886|XP_002050357.1|DVIR
OG0002031	LOC108085132|XP_017037128.1|DKIK	LOC6624786|XP_015029730.1|DVIR
OG0002032	LOC108083177|XP_017034362.1|DKIK	LOC6629903|XP_002053401.1|DVIR
OG0002033	LOC108085957|XP_017038239.1|DKIK	LOC6633486|XP_002057345.1|DVIR
OG0002034	LOC108084665|XP_017036475.1|DKIK	LOC6634834|XP_002058015.3|DVIR
OG0002035	LOC108083182|XP_017034366.1|DKIK	LOC6633157|XP_002056606.1|DVIR, LOC6631504|XP_002055323.2|DVIR
OG0002036	LOC108084028|XP_017035530.1|DKIK	LOC6630386|XP_015027037.2|DVIR
OG0002037	LOC108079727|XP_017029626.1|DKIK	LOC6624342|XP_002046338.1|DVIR
OG0002038	LOC108079013|XP_017028680.1|DKIK, LOC108073373|XP_017020431.1|DKIK	LOC6629346|XP_002053262.1|DVIR
OG0002039	LOC108084632|XP_017036409.1|DKIK	LOC26530948|XP_015027846.1|DVIR
OG0002040	LOC108072873|XP_017019684.1|DKIK	LOC6629308|XP_032288888.1|DVIR
OG0002041	LOC108072293|XP_017018852.1|DKIK	LOC6631377|XP_032295933.1|DVIR, LOC6625763|XP_015029845.1|DVIR
OG0002042	LOC108085460|XP_017037564.1|DKIK	LOC6632341|XP_002056409.1|DVIR
OG0002043	LOC108085472|XP_017037577.1|DKIK	LOC6629647|XP_002053557.2|DVIR
OG0002044	LOC108084210|XP_017035814.1|DKIK	LOC6633046|XP_002056269.1|DVIR
OG0002045	LOC108083174|XP_017034350.1|DKIK	LOC6633162|XP_002056611.3|DVIR, LOC116652214|XP_032296159.1|DVIR
OG0002046	LOC108079961|XP_017030011.1|DKIK	LOC6634693|XP_002058304.1|DVIR
OG0002047	LOC108079211|XP_017028969.1|DKIK	LOC6634675|XP_032296474.1|DVIR
OG0002048	LOC108080447|XP_017030672.1|DKIK	LOC6632363|XP_002056724.2|DVIR
OG0002049	LOC108085687|XP_017037873.1|DKIK	LOC6632287|XP_002056729.1|DVIR
OG0002050	LOC108081042|XP_017031495.1|DKIK	LOC6629856|XP_032292860.1|DVIR
OG0002051	LOC108078149|XP_017027280.1|DKIK	LOC26531904|XP_015030378.1|DVIR
OG0002052	LOC108084431|XP_017036127.1|DKIK	LOC6623847|XP_002046229.1|DVIR
OG0002053	LOC108085453|XP_017037554.1|DKIK	LOC6629603|XP_002054668.2|DVIR
OG0002054	LOC108081176|XP_017031726.1|DKIK	LOC6632543|XP_002056186.1|DVIR
OG0002055	LOC108085636|XP_017037811.1|DKIK	LOC116651717|XP_032294562.1|DVIR, LOC6630898|XP_002053127.1|DVIR
OG0002056	LOC108070471|XP_017016445.1|DKIK	LOC6622886|XP_002048169.1|DVIR
OG0002057	LOC108077078|XP_017025735.1|DKIK	LOC6627975|XP_002051781.1|DVIR
OG0002058	LOC108079068|XP_017028771.1|DKIK	LOC6623174|XP_002046124.1|DVIR
OG0002059	LOC108072019|XP_017018488.1|DKIK	LOC6632616|XP_002056316.1|DVIR
OG0002060	LOC108076496|XP_017024878.1|DKIK	LOC6626587|XP_002049766.1|DVIR
OG0002061	LOC108072174|XP_017018719.1|DKIK	LOC6625739|XP_032291908.1|DVIR
OG0002062	LOC108079941|XP_017029974.1|DKIK	LOC6634648|XP_002058299.3|DVIR
OG0002063	LOC108072456|XP_017019079.1|DKIK, LOC108083947|XP_017035440.1|DKIK	LOC6633540|XP_002057238.1|DVIR
OG0002064	LOC108081170|XP_017031715.1|DKIK, LOC108085026|XP_017036964.1|DKIK	LOC6634505|XP_015025097.1|DVIR
OG0002065	LOC108075219|XP_017023050.1|DKIK	LOC6623715|XP_002047355.2|DVIR
OG0002066	LOC108081024|XP_017031465.1|DKIK	LOC6630811|XP_015027417.1|DVIR
OG0002067	LOC108072160|XP_017018695.1|DKIK	LOC6626937|XP_002049244.1|DVIR
OG0002068	LOC108081221|XP_017031787.1|DKIK	LOC6625314|XP_002048757.1|DVIR
OG0002069	LOC108080967|XP_017031373.1|DKIK	LOC6633275|XP_002057134.1|DVIR
OG0002070	LOC108081481|XP_017032169.1|DKIK	LOC6630130|XP_002053682.1|DVIR
OG0002071	LOC108073441|XP_017020553.1|DKIK	LOC6631122|XP_002054242.1|DVIR
OG0002072	LOC108078438|XP_017027809.1|DKIK	LOC6626533|XP_002050657.1|DVIR
OG0002073	LOC108072714|XP_017019454.1|DKIK	LOC6622626|XP_032290694.1|DVIR
OG0002074	LOC108073130|XP_017020119.1|DKIK	LOC6626580|XP_002049693.1|DVIR
OG0002075	LOC108079672|XP_017029559.1|DKIK	LOC26530442|XP_015028814.1|DVIR
OG0002076	LOC108086116|XP_017038441.1|DKIK	LOC6626692|XP_032292959.1|DVIR
OG0002077	LOC108071506|XP_017017759.1|DKIK	LOC6622532|XP_032291318.1|DVIR
OG0002078	LOC108079835|XP_017029829.1|DKIK	LOC6625145|XP_002049554.1|DVIR
OG0002079	LOC108075033|XP_017022778.1|DKIK	LOC6624462|XP_002048071.1|DVIR
OG0002080	LOC108078396|XP_017027741.1|DKIK	LOC6625119|XP_002049499.1|DVIR
OG0002081	LOC108070828|XP_017016935.1|DKIK	LOC6624784|XP_002049437.1|DVIR
OG0002082	LOC108076346|XP_017024623.1|DKIK	LOC6625656|XP_032293288.1|DVIR
OG0002083	LOC108084657|XP_017036467.1|DKIK	LOC6633873|XP_032296511.1|DVIR
OG0002084	LOC108072311|XP_017018872.1|DKIK	LOC6625624|XP_002049068.1|DVIR
OG0002085	LOC108078252|XP_017027474.1|DKIK	LOC6626264|XP_002050906.1|DVIR
OG0002086	LOC108072324|XP_017018890.1|DKIK	LOC6626480|XP_002049074.1|DVIR
OG0002087	LOC108073903|XP_017021182.1|DKIK	LOC26531396|XP_032289985.1|DVIR
OG0002088	LOC108075257|XP_017023107.1|DKIK	LOC6624726|XP_015030511.1|DVIR
OG0002089	LOC108078515|XP_017027910.1|DKIK	LOC6635359|XP_002058905.1|DVIR
OG0002090	LOC108075308|XP_017023201.1|DKIK	LOC6624051|XP_002047469.1|DVIR
OG0002091	LOC108070813|XP_017016901.1|DKIK	LOC6626001|XP_032293005.1|DVIR
OG0002092	LOC108071500|XP_017017750.1|DKIK	LOC6623949|XP_032291244.1|DVIR
OG0002093	LOC108085206|XP_017037219.1|DKIK	LOC6627267|XP_002049909.1|DVIR
OG0002094	LOC108072046|XP_017018520.1|DKIK	LOC6624979|XP_032289448.1|DVIR, LOC116650951|XP_032292149.1|DVIR
OG0002095	LOC108083413|XP_017034657.1|DKIK, LOC108080120|XP_017030240.1|DKIK	LOC6634544|XP_002058288.1|DVIR
OG0002096	LOC108076400|XP_017024728.1|DKIK	LOC6626956|XP_032292980.1|DVIR
OG0002097	LOC108078086|XP_017027163.1|DKIK	LOC6625109|XP_002049283.2|DVIR
OG0002098	LOC108084772|XP_017036580.1|DKIK	LOC6624287|XP_015031432.1|DVIR
OG0002099	LOC108085017|XP_017036950.1|DKIK	LOC6629885|XP_002054545.1|DVIR
OG0002100	LOC108083131|XP_017034296.1|DKIK	LOC6623652|XP_002048244.3|DVIR
OG0002101	LOC108070854|XP_017016973.1|DKIK	LOC6625848|XP_032292941.1|DVIR
OG0002102	LOC108076716|XP_017025168.1|DKIK	LOC6626790|XP_002049829.2|DVIR
OG0002103	LOC108085032|XP_017036968.1|DKIK	LOC6629840|XP_002054540.2|DVIR
OG0002106	LOC108085038|XP_017036977.1|DKIK, LOC108077712|XP_017026655.1|DKIK	LOC6629940|XP_002054368.2|DVIR
OG0002107	LOC108077061|XP_017025716.1|DKIK	LOC6629238|XP_002052614.1|DVIR
OG0002108	LOC108075463|XP_017023407.1|DKIK	LOC6630695|XP_002054402.2|DVIR
OG0002109	LOC108086025|XP_017038326.1|DKIK	LOC6629275|XP_002052981.2|DVIR
OG0002110	LOC108086160|XP_017038514.1|DKIK	LOC6628810|XP_002051233.2|DVIR
OG0002111	LOC108075924|XP_017024053.1|DKIK, LOC108075912|XP_017024031.1|DKIK	LOC116651459|XP_032293700.1|DVIR
OG0002112	LOC108082078|XP_017032859.1|DKIK	LOC6629115|XP_015028760.2|DVIR
OG0002113	LOC108075479|XP_017023422.1|DKIK, LOC108075371|XP_017023270.1|DKIK	LOC6630550|XP_002054421.3|DVIR
OG0002114	LOC108084942|XP_017036829.1|DKIK, LOC108085054|XP_017037003.1|DKIK	LOC6633067|XP_002056139.2|DVIR
OG0002115	LOC108078419|XP_017027773.1|DKIK, LOC108078420|XP_017027774.1|DKIK	LOC26531333|XP_015030311.1|DVIR
OG0002117	LOC108083904|XP_017035389.1|DKIK	LOC6635550|XP_002059097.1|DVIR
OG0002118	LOC108077352|XP_017026134.1|DKIK	LOC26531314|XP_032296684.1|DVIR
OG0002119	LOC108073443|XP_017020555.1|DKIK	LOC6631147|XP_015026969.1|DVIR
OG0002120	LOC108075356|XP_017023254.1|DKIK, LOC108077525|XP_017026383.1|DKIK	LOC6636209|XP_002059699.1|DVIR
OG0002121	LOC108075729|XP_017023758.1|DKIK	LOC6634874|XP_032295296.1|DVIR
OG0002123	LOC108079612|XP_017029475.1|DKIK	LOC6628453|XP_032294579.1|DVIR
OG0002124	LOC108083366|XP_017034598.1|DKIK, LOC108077143|XP_017025850.1|DKIK	LOC6635457|XP_002059059.2|DVIR
OG0002125	LOC108072439|XP_017019049.1|DKIK	LOC6626451|XP_002049681.1|DVIR
OG0002126	LOC108078369|XP_017027688.1|DKIK	LOC6622481|XP_015030519.1|DVIR
OG0002127	LOC108076412|XP_017024742.1|DKIK, LOC108083551|XP_017034884.1|DKIK	LOC6631364|XP_032296113.1|DVIR
OG0002128	LOC108084337|XP_017036006.1|DKIK	LOC6635484|XP_032296156.1|DVIR
OG0002129	LOC108085692|XP_017037889.1|DKIK	LOC6635015|XP_002058659.2|DVIR
OG0002130	LOC108079366|XP_017029163.1|DKIK	LOC6634737|XP_032289213.1|DVIR
OG0002131	LOC108084181|XP_017035761.1|DKIK	LOC6632912|XP_002056257.1|DVIR
OG0002132	LOC108074575|XP_017022166.1|DKIK	LOC6634124|XP_002057725.1|DVIR
OG0002133	LOC108080550|XP_017030843.1|DKIK	LOC6633868|XP_002056970.1|DVIR
OG0002134	LOC108076119|XP_017024336.1|DKIK	LOC6634526|XP_002057955.1|DVIR
OG0002135	LOC108074247|XP_017021698.1|DKIK	LOC6633633|XP_032296266.1|DVIR
OG0002136	LOC108077860|XP_017026882.1|DKIK	LOC6633024|XP_002055941.1|DVIR
OG0002137	LOC108084570|XP_017036323.1|DKIK	LOC6630771|XP_032294881.1|DVIR
OG0002138	LOC108083593|XP_017034944.1|DKIK	LOC6633690|XP_002057007.1|DVIR
OG0002139	LOC108079456|XP_017029285.1|DKIK	LOC6634723|XP_032289223.1|DVIR
OG0002140	LOC108076932|XP_017025470.1|DKIK	LOC6636033|XP_032296209.1|DVIR
OG0002141	LOC108079521|XP_017029349.1|DKIK	LOC6628236|XP_002051806.1|DVIR, LOC6635239|XP_002058767.1|DVIR
OG0002142	LOC108077735|XP_017026687.1|DKIK	LOC116651839|XP_032294831.1|DVIR, LOC6631029|XP_002054120.1|DVIR
OG0002143	LOC108074421|XP_017021943.1|DKIK	LOC6629068|XP_002051612.1|DVIR
OG0002144	LOC108074888|XP_017022585.1|DKIK	LOC6636217|XP_002059718.2|DVIR
OG0002145	LOC108083944|XP_017035438.1|DKIK	LOC6630186|XP_002053255.2|DVIR
OG0002146	LOC108077732|XP_017026677.1|DKIK	LOC6633035|XP_002056062.1|DVIR
OG0002147	LOC108083775|XP_017035188.1|DKIK	LOC6631667|XP_032295642.1|DVIR
OG0002148	LOC108073856|XP_017021127.1|DKIK	LOC6636821|XP_002060303.1|DVIR
OG0002149	LOC108074896|XP_017022608.1|DKIK	LOC6636273|XP_002059686.2|DVIR
OG0002150	LOC108071239|XP_017017416.1|DKIK	LOC6634442|XP_002058057.1|DVIR
OG0002151	LOC108076930|XP_017025465.1|DKIK	LOC6627819|XP_002051144.2|DVIR, LOC116651415|XP_032293610.1|DVIR
OG0002152	LOC108074082|XP_017021451.1|DKIK	LOC6632813|XP_015026071.2|DVIR
OG0002153	LOC108074370|XP_017021883.1|DKIK	LOC6632214|XP_002055882.1|DVIR
OG0002154	LOC108079435|XP_017029258.1|DKIK	LOC6634683|XP_015025121.1|DVIR
OG0002155	LOC108073678|XP_017020894.1|DKIK	LOC6629478|XP_002054093.1|DVIR
OG0002156	LOC108081866|XP_017032595.1|DKIK	LOC6622839|XP_002047681.1|DVIR
OG0002157	LOC108073232|XP_017020269.1|DKIK	LOC6632474|XP_002056175.1|DVIR
OG0002158	LOC108081222|XP_017031788.1|DKIK	LOC6626071|XP_015029587.1|DVIR
OG0002159	LOC108074227|XP_017021661.1|DKIK	LOC6626895|XP_002050817.1|DVIR
OG0002160	LOC108084061|XP_017035568.1|DKIK	LOC6630552|XP_032295302.1|DVIR
OG0002161	LOC108085683|XP_017037866.1|DKIK	LOC6631150|XP_002054253.1|DVIR
OG0002162	LOC108085915|XP_017038176.1|DKIK	LOC6631254|XP_015027358.1|DVIR
OG0002163	LOC108083867|XP_017035345.1|DKIK	LOC6633681|XP_002057286.2|DVIR, LOC6623976|XP_002047394.1|DVIR
OG0002164	LOC108081269|XP_017031855.1|DKIK	LOC6632752|XP_002056475.1|DVIR
OG0002165	LOC108077002|XP_017025564.1|DKIK	LOC6630211|XP_002053714.1|DVIR
OG0002166	LOC108076897|XP_017025420.1|DKIK	LOC6627363|XP_002051670.1|DVIR
OG0002167	LOC108082465|XP_017033337.1|DKIK	LOC6635352|XP_002058898.1|DVIR
OG0002168	LOC108072071|XP_017018563.1|DKIK	LOC116651107|XP_032292837.1|DVIR, LOC6626797|XP_002049948.2|DVIR
OG0002169	LOC108078902|XP_017028524.1|DKIK	LOC6622909|XP_002047074.1|DVIR
OG0002170	LOC108083287|XP_017034510.1|DKIK	LOC6636192|XP_002059738.1|DVIR
OG0002171	LOC108084567|XP_017036316.1|DKIK	LOC6631188|XP_002054833.1|DVIR
OG0002172	LOC108071346|XP_017017571.1|DKIK	LOC6630961|XP_002054738.1|DVIR
OG0002173	LOC108077190|XP_017025924.1|DKIK	LOC6629109|XP_002052603.1|DVIR
OG0002174	LOC108077618|XP_017026513.1|DKIK	LOC6630756|XP_002054495.1|DVIR
OG0002175	LOC108077619|XP_017026514.1|DKIK	LOC6630755|XP_002054494.1|DVIR
OG0002176	LOC108084624|XP_017036401.1|DKIK	LOC6631181|XP_002053236.1|DVIR
OG0002177	LOC108077623|XP_017026520.1|DKIK	LOC6630372|XP_002054347.1|DVIR
OG0002178	LOC108084945|XP_017036831.1|DKIK	LOC6630849|XP_015027057.1|DVIR
OG0002179	LOC108073526|XP_017020696.1|DKIK	LOC6630295|XP_002052947.2|DVIR
OG0002180	LOC108073711|XP_017020935.1|DKIK	LOC6632798|XP_002056114.3|DVIR
OG0002181	LOC108085776|XP_017038015.1|DKIK	LOC6632209|XP_002055523.1|DVIR
OG0002182	LOC108077748|XP_017026705.1|DKIK	LOC6634890|XP_015024853.1|DVIR
OG0002183	LOC108082601|XP_017033563.1|DKIK	LOC6635358|XP_002058904.1|DVIR
OG0002184	LOC108073212|XP_017020272.1|DKIK	LOC6630008|XP_002054770.1|DVIR
OG0002185	LOC108081067|XP_017031537.1|DKIK	LOC6633080|XP_002055958.2|DVIR
OG0002186	LOC108075799|XP_017023859.1|DKIK	LOC6627578|XP_002051391.1|DVIR
OG0002187	LOC108084256|XP_017035888.1|DKIK	LOC6635187|XP_002058386.1|DVIR
OG0002188	LOC108072123|XP_017018640.1|DKIK	LOC6625790|XP_032292638.1|DVIR
OG0002189	LOC108083802|XP_017035231.1|DKIK	LOC26531700|XP_015027924.1|DVIR
OG0002190	LOC108084592|XP_017036356.1|DKIK	LOC6630253|XP_002053767.1|DVIR
OG0002191	LOC108075206|XP_017023030.1|DKIK	LOC6622313|XP_002048080.1|DVIR
OG0002192	LOC108080665|XP_017030986.1|DKIK	LOC6624612|XP_002048264.1|DVIR
OG0002193	LOC108077737|XP_017026689.1|DKIK	LOC6631138|XP_002053034.1|DVIR
OG0002194	LOC108083684|XP_017035051.1|DKIK	LOC6632310|XP_002055999.1|DVIR
OG0002195	LOC108084613|XP_017036387.1|DKIK	LOC6634854|XP_002058644.1|DVIR
OG0002196	LOC108073401|XP_017020482.1|DKIK	LOC6629731|XP_002053607.1|DVIR
OG0002197	LOC108079024|XP_017028692.1|DKIK	LOC6622573|XP_002046440.3|DVIR, LOC116650597|XP_032290572.1|DVIR
OG0002198	LOC108081206|XP_017031764.1|DKIK	LOC6632743|XP_032289508.1|DVIR
OG0002199	LOC108085014|XP_017036947.1|DKIK	LOC6631217|XP_002053960.1|DVIR
OG0002200	LOC108079392|XP_017029204.1|DKIK	LOC6629698|XP_002052956.1|DVIR
OG0002202	LOC108084286|XP_017035932.1|DKIK	LOC6634848|XP_032295190.1|DVIR
OG0002203	LOC108077851|XP_017026872.1|DKIK	LOC6630351|XP_032295456.1|DVIR
OG0002204	LOC108073444|XP_017020556.1|DKIK	LOC6631146|XP_002054249.1|DVIR
OG0002205	LOC108074059|XP_017021420.1|DKIK	LOC6632422|XP_002056094.1|DVIR
OG0002206	LOC108083629|XP_017034988.1|DKIK	LOC6632381|XP_032289422.1|DVIR
OG0002207	LOC108085721|XP_017037933.1|DKIK	LOC6634938|XP_002058708.2|DVIR
OG0002208	LOC108085737|XP_017037955.1|DKIK	LOC6634934|XP_002058704.1|DVIR
OG0002209	LOC108079158|XP_017028895.1|DKIK	LOC6633415|XP_002056814.1|DVIR
OG0002210	LOC108070726|XP_017016811.1|DKIK	LOC6630804|XP_015026964.1|DVIR
OG0002211	LOC108074095|XP_017021476.1|DKIK	LOC6632236|XP_002056085.1|DVIR
OG0002212	LOC108084619|XP_017036394.1|DKIK	LOC6632549|XP_002055828.1|DVIR
OG0002213	LOC108080435|XP_017030658.1|DKIK	LOC6629314|XP_002053533.1|DVIR
OG0002214	LOC108073338|XP_017020391.1|DKIK	LOC6630950|XP_002053940.3|DVIR
OG0002215	LOC108075506|XP_017023462.1|DKIK	LOC6630827|XP_032296148.1|DVIR
OG0002216	LOC108078351|XP_017027649.1|DKIK	LOC6626204|XP_002049790.1|DVIR
OG0002217	LOC108085909|XP_017038166.1|DKIK	LOC6630403|XP_002054268.1|DVIR
OG0002218	LOC108083563|XP_017034907.1|DKIK	LOC6633846|XP_002057198.1|DVIR
OG0002219	LOC108074118|XP_017021507.1|DKIK	LOC6633129|XP_002056072.2|DVIR
OG0002220	LOC108074032|XP_017021388.1|DKIK	LOC6633128|XP_002056071.2|DVIR
OG0002221	LOC108078583|XP_017027992.1|DKIK	LOC6623193|XP_032291353.1|DVIR
OG0002222	LOC108078355|XP_017027659.1|DKIK	LOC6626423|XP_002050367.1|DVIR
OG0002224	LOC108078114|XP_017027206.1|DKIK	LOC6626188|XP_032292180.1|DVIR
OG0002225	LOC108070604|XP_017016663.1|DKIK	LOC6623942|XP_032290647.1|DVIR
OG0002226	LOC108076341|XP_017024617.1|DKIK	LOC6626479|XP_002050464.1|DVIR
OG0002227	LOC108085154|XP_017037171.1|DKIK	LOC6625061|XP_032291796.1|DVIR
OG0002228	LOC108074743|XP_017022405.1|DKIK	LOC6627283|XP_002049625.1|DVIR
OG0002229	LOC108076504|XP_017024891.1|DKIK, LOC108076155|XP_017024370.1|DKIK	LOC6626985|XP_015029593.1|DVIR
OG0002230	LOC108078257|XP_017027481.1|DKIK	LOC6636411|XP_015023923.1|DVIR, LOC116649746|XP_032292217.1|DVIR
OG0002231	LOC108081332|XP_017031962.1|DKIK	LOC6624866|XP_002048885.1|DVIR
OG0002232	LOC108078238|XP_017027433.1|DKIK	LOC6626278|XP_002050165.1|DVIR
OG0002233	LOC108070392|XP_017016330.1|DKIK	LOC6624109|XP_002047132.2|DVIR
OG0002235	LOC108078263|XP_017027491.1|DKIK	LOC6625800|XP_032291862.1|DVIR
OG0002236	LOC108072194|XP_017018742.1|DKIK	LOC6625978|XP_002049993.1|DVIR
OG0002237	LOC108072121|XP_017018634.1|DKIK	LOC6635397|XP_002058840.1|DVIR
OG0002238	LOC108070530|XP_017016541.1|DKIK	LOC6625720|XP_015030021.1|DVIR
OG0002239	LOC108078392|XP_017027736.1|DKIK	LOC6626218|XP_002050746.1|DVIR
OG0002240	LOC108076752|XP_017025237.1|DKIK	LOC6625868|XP_002050789.1|DVIR
