Orthogroup	DKIK.longest_only	AAEG.longest_only
OG0000594	LOC108075727|XP_017023755.1|DKIK, LOC108080439|XP_017030663.1|DKIK	LOC5567423|XP_001657403.1|AAEG
OG0000595	LOC108074078|XP_017021444.1|DKIK, LOC108084252|XP_017035879.1|DKIK	LOC5573372|XP_021712996.1|AAEG
OG0000596	LOC108080341|XP_017030530.1|DKIK, LOC108073310|XP_017020359.1|DKIK	LOC5569242|XP_021713275.1|AAEG
OG0000597	LOC108081090|XP_017031569.1|DKIK, LOC108075666|XP_017023704.1|DKIK, LOC108086015|XP_017038315.1|DKIK	LOC5580165|XP_021692926.1|AAEG
OG0000598	LOC108084589|XP_017036353.1|DKIK	LOC5564380|XP_001648725.1|AAEG, LOC5564382|XP_001648727.1|AAEG, LOC5564381|XP_001648726.1|AAEG
OG0000599	LOC108073360|XP_017020413.1|DKIK, LOC108073267|XP_017020313.1|DKIK	LOC5574457|XP_001661473.2|AAEG, LOC5563655|XP_021709330.1|AAEG
OG0000600	LOC108081263|XP_017031846.1|DKIK, LOC108081210|XP_017031772.1|DKIK	LOC5574458|XP_001661472.1|AAEG
OG0000601	LOC108075836|XP_017023900.1|DKIK, LOC108085347|XP_017037405.1|DKIK	LOC110676327|XP_021699471.1|AAEG
OG0000602	LOC108072498|XP_017019154.1|DKIK, LOC108072504|XP_017019164.1|DKIK	LOC5565773|XP_001650121.1|AAEG
OG0000603	LOC108074609|XP_017022218.1|DKIK, LOC108079639|XP_017029514.1|DKIK	LOC5569072|XP_021703041.1|AAEG
OG0000604	LOC108086255|XP_017038629.1|DKIK, LOC108086257|XP_017038630.1|DKIK	LOC5566987|XP_001651390.1|AAEG
OG0000605	LOC108081367|XP_017032009.1|DKIK	LOC5568178|XP_021703896.1|AAEG, LOC5568172|XP_001652108.2|AAEG, LOC5568173|XP_001652109.1|AAEG, LOC5568169|XP_021703894.1|AAEG, LOC5568164|XP_001652105.2|AAEG
OG0000606	LOC108073322|XP_017020372.1|DKIK	LOC5570005|XP_001658888.1|AAEG
OG0000607	LOC108071464|XP_017017716.1|DKIK, LOC108083212|XP_017034410.1|DKIK	LOC5570154|XP_001658956.1|AAEG
OG0000608	LOC108072009|XP_017018476.1|DKIK, LOC108078823|XP_017028403.1|DKIK	LOC5567031|XP_001651423.1|AAEG
OG0000609	LOC108074395|XP_017021909.1|DKIK, LOC108079563|XP_017029393.1|DKIK, LOC108075615|XP_017023640.1|DKIK, LOC108076057|XP_017024232.1|DKIK	LOC5574870|XP_021709064.1|AAEG
OG0000610	LOC108085528|XP_017037648.1|DKIK, LOC108072279|XP_017018833.1|DKIK	LOC5579045|XP_011493105.1|AAEG
OG0000611	LOC108078251|XP_017027469.1|DKIK, LOC108076520|XP_017024918.1|DKIK	LOC5572224|XP_021705793.1|AAEG
OG0000614	LOC108080098|XP_017030195.1|DKIK	LOC5578387|XP_021694851.1|AAEG
OG0000615	LOC108084268|XP_017035916.1|DKIK, LOC108084201|XP_017035801.1|DKIK	LOC5569196|XP_021699444.1|AAEG
OG0000616	LOC108083591|XP_017034940.1|DKIK, LOC108083607|XP_017034967.1|DKIK	LOC5564988|XP_001649322.2|AAEG
OG0000617	LOC108083732|XP_017035129.1|DKIK, LOC108077690|XP_017026613.1|DKIK	LOC5577523|XP_001656544.2|AAEG, LOC110674002|XP_021711205.1|AAEG
OG0000618	LOC108075303|XP_017023192.1|DKIK	LOC5566485|XP_001650875.1|AAEG
OG0000619	LOC108082559|XP_017033498.1|DKIK	LOC5566457|XP_001650838.1|AAEG
OG0000620	LOC108080056|XP_017030128.1|DKIK, LOC108078775|XP_017028306.1|DKIK	LOC5570947|XP_001653412.2|AAEG
OG0000621	LOC108084140|XP_017035673.1|DKIK, LOC108085770|XP_017038004.1|DKIK	LOC5568436|XP_001652269.1|AAEG
OG0000622	LOC108079023|XP_017028691.1|DKIK, LOC108078615|XP_017028027.1|DKIK	LOC5569846|XP_021696307.1|AAEG
OG0000623	LOC108074006|XP_017021356.1|DKIK, LOC108078295|XP_017027566.1|DKIK	LOC5572347|XP_001660306.2|AAEG
OG0000624	LOC108081185|XP_017031733.1|DKIK, LOC108081184|XP_017031732.1|DKIK	LOC5569174|XP_001658351.2|AAEG
OG0000625	LOC108084418|XP_017036112.1|DKIK, LOC108084393|XP_017036076.1|DKIK	LOC5564078|XP_021698835.1|AAEG
OG0000626	LOC108078051|XP_017027103.1|DKIK, LOC108076515|XP_017024912.1|DKIK	LOC5569119|XP_001652722.1|AAEG
OG0000627	LOC108071875|XP_017018292.1|DKIK, LOC108076113|XP_017024328.1|DKIK	LOC5564979|XP_001649333.2|AAEG
OG0000628	LOC108086261|XP_017038635.1|DKIK, LOC108076896|XP_017025418.1|DKIK	LOC5565869|XP_001650228.1|AAEG
OG0000629	LOC108081482|XP_017032170.1|DKIK, LOC108081399|XP_017032048.1|DKIK	LOC5580315|XP_001663037.1|AAEG
OG0000630	LOC108082830|XP_017033879.1|DKIK, LOC108082796|XP_017033835.1|DKIK	LOC5575168|XP_021702281.1|AAEG
OG0000631	LOC108074611|XP_017022223.1|DKIK, LOC108072625|XP_017019343.1|DKIK	LOC5569442|XP_021702401.1|AAEG
OG0000632	LOC108076936|XP_017025472.1|DKIK, LOC108074390|XP_017021903.1|DKIK	LOC5573892|XP_021703330.1|AAEG
OG0000635	LOC108084176|XP_017035757.1|DKIK, LOC108079714|XP_017029611.1|DKIK	LOC5572315|XP_001654005.2|AAEG
OG0000636	LOC108082705|XP_017033702.1|DKIK, LOC108082716|XP_017033713.1|DKIK	LOC5578295|XP_001656875.1|AAEG
OG0000637	LOC108075983|XP_017024125.1|DKIK, LOC108076118|XP_017024335.1|DKIK	LOC5564774|XP_021704609.1|AAEG
OG0000638	LOC108084584|XP_017036347.1|DKIK, LOC108084497|XP_017036225.1|DKIK	LOC5573827|XP_021706608.1|AAEG
OG0000639	LOC108085804|XP_017038040.1|DKIK	LOC5567245|XP_021710885.1|AAEG
OG0000646	LOC108084599|XP_017036366.1|DKIK, LOC108081121|XP_017031617.1|DKIK	LOC110674862|XP_021695067.1|AAEG
OG0000647	LOC108070657|XP_017016714.1|DKIK, LOC108085755|XP_017037983.1|DKIK	LOC5579005|XP_021694209.1|AAEG
OG0000648	LOC108084297|XP_017035952.1|DKIK	LOC5570655|XP_021706985.1|AAEG
OG0000649	LOC108083604|XP_017034962.1|DKIK, LOC108083350|XP_017034583.1|DKIK	LOC5571800|XP_001659930.2|AAEG
OG0000650	LOC108084541|XP_017036267.1|DKIK	LOC5573407|XP_001654581.2|AAEG
OG0000651	LOC108078903|XP_017028525.1|DKIK, LOC108073486|XP_017020633.1|DKIK	LOC5565048|XP_001649404.1|AAEG
OG0000652	LOC108076803|XP_017025318.1|DKIK, LOC108079433|XP_017029256.1|DKIK	LOC5573370|XP_001660865.1|AAEG
OG0000653	LOC108077719|XP_017026659.1|DKIK, LOC108079129|XP_017028866.1|DKIK	LOC5576350|XP_021693310.1|AAEG, LOC5576348|XP_001656086.1|AAEG, LOC5576346|XP_001656087.2|AAEG
OG0000654	LOC108078754|XP_017028271.1|DKIK	LOC5568292|XP_021697103.1|AAEG
OG0000655	LOC108078258|XP_017027484.1|DKIK, LOC108077401|XP_017026189.1|DKIK, LOC108085750|XP_017037975.1|DKIK	LOC5575242|XP_001655652.1|AAEG
OG0000656	LOC108085637|XP_017037812.1|DKIK, LOC108085638|XP_017037813.1|DKIK	LOC5574633|XP_001661549.2|AAEG
OG0000657	LOC108078517|XP_017027916.1|DKIK, LOC108086102|XP_017038417.1|DKIK	LOC5580250|XP_001662649.1|AAEG
OG0000658	LOC108083861|XP_017035336.1|DKIK, LOC108075610|XP_017023632.1|DKIK	LOC5578313|XP_001656889.1|AAEG
OG0000659	LOC108075870|XP_017023962.1|DKIK, LOC108083490|XP_017034778.1|DKIK	LOC5576865|XP_001662960.1|AAEG
OG0000660	LOC108076373|XP_017024672.1|DKIK	LOC5565850|XP_001650194.1|AAEG
OG0000661	LOC108071541|XP_017017805.1|DKIK, LOC108077120|XP_017025809.1|DKIK	LOC5567335|XP_001651759.1|AAEG
OG0000662	LOC108080704|XP_017031034.1|DKIK, LOC108085545|XP_017037673.1|DKIK	LOC5568430|XP_001652258.1|AAEG
OG0000663	LOC108072370|XP_017018956.1|DKIK	LOC5568431|XP_001652261.2|AAEG
OG0000664	LOC108071230|XP_017017403.1|DKIK	LOC5572517|XP_001660456.1|AAEG
OG0000665	LOC108073299|XP_017020343.1|DKIK, LOC108073369|XP_017020422.1|DKIK	LOC5575634|XP_001655779.1|AAEG, LOC110681162|XP_021712622.1|AAEG
OG0000666	LOC108084127|XP_017035658.1|DKIK, LOC108079237|XP_017029009.1|DKIK	LOC5567515|XP_021710706.1|AAEG
OG0000667	LOC108071691|XP_017017994.1|DKIK, LOC108081509|XP_017032217.1|DKIK	LOC5564165|XP_021705035.1|AAEG
OG0000668	LOC108084170|XP_017035745.1|DKIK	LOC5573885|XP_001654923.1|AAEG
OG0000669	LOC108079134|XP_017028871.1|DKIK, LOC108079183|XP_017028924.1|DKIK	LOC5563963|XP_021710654.1|AAEG
OG0000670	LOC108082858|XP_017033924.1|DKIK, LOC108084682|XP_017036503.1|DKIK	LOC110680765|XP_021712244.1|AAEG, LOC5572992|XP_001654319.1|AAEG
OG0000671	LOC108071215|XP_017017385.1|DKIK, LOC108077687|XP_017026608.1|DKIK	LOC5572082|XP_001660161.1|AAEG
OG0000672	LOC108075092|XP_017022863.1|DKIK, LOC108083372|XP_017034606.1|DKIK	LOC5568965|XP_001652618.1|AAEG
OG0000673	LOC108083475|XP_017034754.1|DKIK, LOC108083097|XP_017034239.1|DKIK	LOC5564117|XP_001648452.3|AAEG
OG0000677	LOC108073822|XP_017021091.1|DKIK, LOC108074131|XP_017021520.1|DKIK	LOC110674775|XP_021694756.1|AAEG
OG0000678	LOC108071447|XP_017017690.1|DKIK, LOC108079157|XP_017028898.1|DKIK	LOC5573033|XP_001654349.2|AAEG
OG0000679	LOC108071699|XP_017018002.1|DKIK	LOC5572891|XP_001654245.2|AAEG, LOC5572888|XP_001654244.1|AAEG, LOC5576067|XP_021713213.1|AAEG, LOC5568749|XP_001658126.1|AAEG, LOC5568745|XP_001658124.1|AAEG, LOC5568746|XP_021698051.1|AAEG, LOC5568744|XP_021698049.1|AAEG
OG0000680	LOC108084638|XP_017036414.1|DKIK, LOC108084675|XP_017036492.1|DKIK	LOC5570450|XP_021696861.1|AAEG
OG0000681	LOC108085641|XP_017037815.1|DKIK, LOC108080288|XP_017030446.1|DKIK	LOC5571511|XP_021704098.1|AAEG
OG0000683	LOC108084603|XP_017036374.1|DKIK, LOC108084534|XP_017036259.1|DKIK	LOC5567780|XP_021712292.1|AAEG, LOC5567781|XP_001657682.1|AAEG, LOC5567779|XP_001657680.2|AAEG, LOC5565951|XP_021693916.1|AAEG
OG0000684	LOC108080442|XP_017030667.1|DKIK, LOC108081086|XP_017031564.1|DKIK	LOC110681498|XP_021713031.1|AAEG, LOC5572598|XP_021711785.1|AAEG
OG0000685	LOC108085236|XP_017037268.1|DKIK, LOC108075614|XP_017023636.1|DKIK	LOC5565927|XP_001650303.1|AAEG
OG0000686	LOC108070538|XP_017016553.1|DKIK, LOC108078985|XP_017028650.1|DKIK	LOC5573238|XP_001660815.1|AAEG
OG0000687	LOC108082131|XP_017032922.1|DKIK, LOC108075059|XP_017022829.1|DKIK	LOC5571869|XP_001659976.1|AAEG, LOC110681189|XP_021712657.1|AAEG
OG0000688	LOC108072914|XP_017019733.1|DKIK	LOC5579438|XP_021697177.1|AAEG
OG0000689	LOC108073146|XP_017020143.1|DKIK, LOC108073145|XP_017020142.1|DKIK	LOC5575898|XP_001655893.1|AAEG
OG0000690	LOC108079228|XP_017029000.1|DKIK	LOC5563622|XP_001647922.2|AAEG, LOC5576180|XP_001655977.1|AAEG, LOC5563613|XP_001647923.1|AAEG, LOC5563595|XP_001647921.1|AAEG
OG0000691	LOC108074812|XP_017022497.1|DKIK, LOC108085522|XP_017037643.1|DKIK	LOC5577893|XP_001663600.1|AAEG
OG0000692	LOC108071478|XP_017017726.1|DKIK, LOC108071479|XP_017017727.1|DKIK	LOC5577134|XP_021699126.1|AAEG
OG0000693	LOC108083567|XP_017034912.1|DKIK, LOC108073438|XP_017020551.1|DKIK	LOC110676378|XP_021699721.1|AAEG
OG0000694	LOC108080146|XP_017030269.1|DKIK, LOC108073998|XP_017021340.1|DKIK	LOC5569581|XP_001658647.1|AAEG
OG0000695	LOC108082751|XP_017033756.1|DKIK, LOC108082750|XP_017033755.1|DKIK	LOC110675169|XP_021695251.1|AAEG, LOC5575443|XP_021700367.1|AAEG
OG0000696	LOC108085253|XP_017037293.1|DKIK, LOC108076939|XP_017025476.1|DKIK	LOC5570960|XP_001659424.1|AAEG
OG0000697	LOC108080046|XP_017030114.1|DKIK, LOC108082242|XP_017033070.1|DKIK	LOC5569502|XP_001658586.1|AAEG
OG0000698	LOC108074270|XP_017021730.1|DKIK, LOC108074264|XP_017021724.1|DKIK	LOC5572825|XP_001654210.2|AAEG
OG0000699	LOC108072863|XP_017019669.1|DKIK, LOC108083649|XP_017035010.1|DKIK	LOC5572903|XP_021702732.1|AAEG
OG0000700	LOC108079104|XP_017028827.1|DKIK, LOC108077455|XP_017026266.1|DKIK	LOC5572373|XP_021695335.1|AAEG
OG0000701	LOC108070795|XP_017016884.1|DKIK, LOC108071853|XP_017018260.1|DKIK	LOC5572067|XP_001653834.1|AAEG
OG0000702	LOC108077600|XP_017026483.1|DKIK, LOC108082899|XP_017034041.1|DKIK	LOC5576021|XP_021711648.1|AAEG
OG0000703	LOC108085303|XP_017037349.1|DKIK, LOC108082552|XP_017033486.1|DKIK	LOC5579187|XP_021706766.1|AAEG
OG0000704	LOC108071686|XP_017017989.1|DKIK, LOC108086018|XP_017038317.1|DKIK	LOC5566167|XP_021710754.1|AAEG
OG0000705	LOC108079057|XP_017028755.1|DKIK, LOC108079056|XP_017028752.1|DKIK	LOC5575011|XP_021708260.1|AAEG
OG0000706	LOC108074272|XP_017021732.1|DKIK, LOC108080504|XP_017030761.1|DKIK	LOC5564887|XP_001649217.2|AAEG, LOC110677898|XP_021705469.1|AAEG
OG0000707	LOC108072249|XP_017018799.1|DKIK, LOC108082650|XP_017033632.1|DKIK, LOC108083906|XP_017035391.1|DKIK	LOC5576097|XP_001662443.1|AAEG
OG0000708	LOC108076059|XP_017024235.1|DKIK, LOC108083464|XP_017034736.1|DKIK	LOC5575809|XP_021705328.1|AAEG
OG0000709	LOC108073680|XP_017020896.1|DKIK, LOC108079956|XP_017030004.1|DKIK	LOC5563960|XP_001648293.2|AAEG
OG0000710	LOC108084057|XP_017035565.1|DKIK, LOC108073036|XP_017019986.1|DKIK	LOC5570014|XP_001658903.1|AAEG
OG0000711	LOC108071897|XP_017018316.1|DKIK, LOC108071884|XP_017018302.1|DKIK, LOC108080141|XP_017030264.1|DKIK	LOC5577132|XP_021709303.1|AAEG
OG0000712	LOC108073287|XP_017020333.1|DKIK, LOC108073388|XP_017020465.1|DKIK	LOC5573740|XP_001654768.2|AAEG
OG0000713	LOC108070668|XP_017016729.1|DKIK, LOC108082348|XP_017033173.1|DKIK	LOC5574816|XP_001655376.1|AAEG
OG0000714	LOC108071238|XP_017017411.1|DKIK, LOC108078824|XP_017028400.1|DKIK	LOC5566058|XP_001650424.1|AAEG
OG0000715	LOC108080630|XP_017030943.1|DKIK, LOC108080586|XP_017030880.1|DKIK	LOC5566056|XP_001650428.1|AAEG
OG0000716	LOC108073683|XP_017020898.1|DKIK, LOC108072801|XP_017019576.1|DKIK	LOC5578121|XP_001656819.1|AAEG
OG0000724	LOC108074177|XP_017021602.1|DKIK, LOC108073732|XP_017020980.1|DKIK	LOC5565085|XP_001649429.1|AAEG
OG0000726	LOC108070648|XP_017016706.1|DKIK, LOC108070665|XP_017016725.1|DKIK	LOC5577130|XP_021712611.1|AAEG
OG0000727	LOC108084380|XP_017036061.1|DKIK	LOC5565705|XP_021713193.1|AAEG
OG0000728	LOC108071694|XP_017017997.1|DKIK, LOC108073376|XP_017020439.1|DKIK	LOC5573065|XP_021693529.1|AAEG
OG0000729	LOC108085022|XP_017036957.1|DKIK, LOC108085023|XP_017036958.1|DKIK	LOC5568367|XP_001658021.2|AAEG
OG0000730	LOC108078718|XP_017028206.1|DKIK, LOC108074512|XP_017022078.1|DKIK	LOC5570667|XP_001659264.1|AAEG
OG0000731	LOC108078970|XP_017028624.1|DKIK, LOC108076237|XP_017024472.1|DKIK	LOC5579031|XP_001664210.1|AAEG
OG0000732	LOC108078694|XP_017028134.1|DKIK, LOC108078695|XP_017028136.1|DKIK	LOC5572199|XP_001653865.1|AAEG
OG0000733	LOC108086012|XP_017038312.1|DKIK	LOC5575492|XP_001662013.1|AAEG
OG0000734	LOC108081454|XP_017032133.1|DKIK, LOC108073498|XP_017020647.1|DKIK	LOC5578486|XP_021699525.1|AAEG
OG0000735	LOC108077286|XP_017026052.1|DKIK	LOC5573851|XP_001654878.1|AAEG
OG0000736	LOC108085357|XP_017037416.1|DKIK, LOC108085350|XP_017037404.1|DKIK	LOC5568814|XP_001658180.2|AAEG
OG0000738	LOC108077040|XP_017025659.1|DKIK, LOC108077367|XP_017026152.1|DKIK	LOC5577544|XP_001656560.1|AAEG
OG0000739	LOC108075611|XP_017023633.1|DKIK, LOC108075657|XP_017023694.1|DKIK	LOC5575848|XP_001662256.1|AAEG
OG0000740	LOC108083172|XP_017034348.1|DKIK	LOC5572569|XP_001654085.2|AAEG
OG0000741	LOC108083876|XP_017035354.1|DKIK	LOC23687536|XP_021705281.1|AAEG
OG0000742	LOC108080040|XP_017030106.1|DKIK, LOC108080178|XP_017030315.1|DKIK	LOC5570003|XP_021705592.1|AAEG
OG0000743	LOC108075241|XP_017023086.1|DKIK, LOC108072242|XP_017018792.1|DKIK	LOC5574874|XP_001655398.1|AAEG, LOC110681160|XP_021712620.1|AAEG
OG0000744	LOC108078531|XP_017027932.1|DKIK	LOC5565206|XP_001649565.2|AAEG, LOC5565220|XP_001649576.2|AAEG
OG0000745	LOC108078033|XP_017027083.1|DKIK, LOC108078546|XP_017027950.1|DKIK	LOC5578669|XP_001657064.2|AAEG
OG0000746	LOC108076599|XP_017025001.1|DKIK	LOC110679049|XP_021708670.1|AAEG, LOC5569724|XP_001652949.1|AAEG
OG0000753	LOC108077811|XP_017026818.1|DKIK, LOC108078637|XP_017028055.1|DKIK	LOC5574701|XP_021698366.1|AAEG
OG0000754	LOC108077035|XP_017025657.1|DKIK, LOC108075221|XP_017023052.1|DKIK	LOC23687751|XP_021706737.1|AAEG
OG0000755	LOC108074038|XP_017021395.1|DKIK, LOC108074041|XP_017021398.1|DKIK	LOC5578924|XP_001657210.3|AAEG
OG0000756	LOC108073593|XP_017020776.1|DKIK	LOC5576731|XP_001656241.1|AAEG
OG0000756	LOC108073594|XP_017020777.1|DKIK	LOC5576736|XP_001656242.2|AAEG
OG0000757	LOC108079838|XP_017029830.1|DKIK	LOC5573994|XP_001661080.1|AAEG
OG0000758	LOC108071503|XP_017017755.1|DKIK, LOC108071501|XP_017017752.1|DKIK	LOC5573302|XP_021698645.1|AAEG
OG0000759	LOC108075098|XP_017022871.1|DKIK, LOC108075327|XP_017023221.1|DKIK	LOC5567691|XP_001651852.3|AAEG
OG0000761	LOC108077102|XP_017025776.1|DKIK, LOC108076899|XP_017025423.1|DKIK	LOC5569446|XP_021702395.1|AAEG
OG0000762	LOC108074861|XP_017022563.1|DKIK, LOC108077358|XP_017026141.1|DKIK	LOC5569068|XP_001658297.1|AAEG
OG0000763	LOC108081373|XP_017032016.1|DKIK, LOC108081376|XP_017032018.1|DKIK	LOC5568174|XP_021703903.1|AAEG
OG0000764	LOC108075393|XP_017023292.1|DKIK, LOC108071766|XP_017018095.1|DKIK	LOC5567685|XP_021708653.1|AAEG
OG0000765	LOC108079037|XP_017028707.1|DKIK, LOC108084679|XP_017036499.1|DKIK	LOC5576262|XP_001656034.2|AAEG
OG0000766	LOC108082721|XP_017033717.1|DKIK, LOC108076048|XP_017024211.1|DKIK	LOC5571467|XP_001659718.2|AAEG
OG0000767	LOC108075363|XP_017023262.1|DKIK, LOC108083293|XP_017034518.1|DKIK	LOC5568661|XP_021705791.1|AAEG
OG0000768	LOC108075006|XP_017022740.1|DKIK	LOC5577816|XP_001663586.1|AAEG
OG0000769	LOC108081048|XP_017031507.1|DKIK, LOC108078219|XP_017027399.1|DKIK	LOC5572989|XP_021706132.1|AAEG
OG0000770	LOC108073099|XP_017020075.1|DKIK, LOC108073098|XP_017020074.1|DKIK	LOC5579099|XP_001657293.2|AAEG, LOC110680759|XP_021712238.1|AAEG, LOC5579095|XP_001657289.2|AAEG, LOC5579094|XP_001657288.2|AAEG
OG0000771	LOC108080572|XP_017030869.1|DKIK, LOC108080560|XP_017030858.1|DKIK	LOC5565457|XP_001649766.2|AAEG
OG0000778	LOC108085994|XP_017038284.1|DKIK, LOC108085897|XP_017038155.1|DKIK	LOC5572380|XP_021694486.1|AAEG
OG0000779	LOC108083785|XP_017035200.1|DKIK	LOC5576071|XP_001662401.2|AAEG, LOC5576070|XP_001662400.2|AAEG, LOC5567791|XP_021712201.1|AAEG, LOC5569560|XP_001658622.2|AAEG, LOC5564166|XP_001648508.2|AAEG
OG0000780	LOC108078537|XP_017027937.1|DKIK	LOC5564012|XP_001648334.2|AAEG, LOC5564011|XP_021697098.1|AAEG
OG0000781	LOC108083493|XP_017034782.1|DKIK, LOC108084759|XP_017036563.1|DKIK	LOC5576472|XP_021700484.1|AAEG
OG0000782	LOC108073826|XP_017021095.1|DKIK, LOC108083360|XP_017034592.1|DKIK	LOC5565070|XP_001649412.1|AAEG
OG0000783	LOC108073809|XP_017021073.1|DKIK, LOC108079152|XP_017028889.1|DKIK	LOC5565051|XP_001649399.1|AAEG
OG0000784	LOC108080095|XP_017030193.1|DKIK	LOC5566654|XP_001651019.1|AAEG
OG0000785	LOC108070644|XP_017016701.1|DKIK, LOC108083987|XP_017035488.1|DKIK	LOC5567616|XP_021713394.1|AAEG
OG0000786	LOC108084831|XP_017036683.1|DKIK	LOC5575790|XP_021693483.1|AAEG
OG0000787	LOC108078803|XP_017028360.1|DKIK, LOC108076020|XP_017024167.1|DKIK	LOC5574159|XP_001655068.1|AAEG
OG0000788	LOC108074772|XP_017022438.1|DKIK, LOC108078215|XP_017027395.1|DKIK	LOC5575938|XP_021699162.1|AAEG
OG0000789	LOC108073602|XP_017020783.1|DKIK, LOC108073629|XP_017020820.1|DKIK	LOC5570933|XP_001659405.2|AAEG
OG0000790	LOC108079680|XP_017029571.1|DKIK, LOC108079681|XP_017029573.1|DKIK	LOC5572784|XP_001654187.2|AAEG
OG0000791	LOC108072165|XP_017018702.1|DKIK, LOC108074374|XP_017021887.1|DKIK	LOC5577917|XP_021702814.1|AAEG
OG0000792	LOC108074397|XP_017021913.1|DKIK	LOC110675237|XP_021695378.1|AAEG
OG0000793	LOC108078025|XP_017027112.1|DKIK	LOC5570063|XP_001653054.1|AAEG
OG0000794	LOC108083402|XP_017034641.1|DKIK	LOC5578434|XP_001656949.2|AAEG, LOC5578484|XP_001656950.2|AAEG, LOC5578432|XP_021705735.1|AAEG
OG0000795	LOC108080165|XP_017030299.1|DKIK, LOC108085397|XP_017037455.1|DKIK	LOC5568843|XP_001652571.1|AAEG
OG0000796	LOC108080930|XP_017031323.1|DKIK, LOC108084489|XP_017036210.1|DKIK	LOC5568998|XP_021709572.1|AAEG
OG0000797	LOC108073207|XP_017020216.1|DKIK, LOC108073208|XP_017020217.1|DKIK	LOC5571755|XP_001653781.1|AAEG
OG0000798	LOC108070898|XP_017017034.1|DKIK, LOC108070873|XP_017016997.1|DKIK	LOC5573757|XP_021708658.1|AAEG
OG0000799	LOC108085597|XP_017037753.1|DKIK, LOC108080536|XP_017030826.1|DKIK	LOC5575386|XP_001655738.1|AAEG
OG0000800	LOC108079032|XP_017028701.1|DKIK	LOC5563996|XP_021707646.1|AAEG
OG0000801	LOC108072269|XP_017018824.1|DKIK, LOC108072316|XP_017018879.1|DKIK	LOC5568707|XP_001652531.1|AAEG
OG0000802	LOC108075372|XP_017023271.1|DKIK, LOC108084301|XP_017035953.1|DKIK, LOC108070872|XP_017017000.1|DKIK	LOC5567358|XP_001657370.2|AAEG
OG0000810	LOC108081338|XP_017031968.1|DKIK, LOC108081339|XP_017031969.1|DKIK, LOC108081295|XP_017031871.1|DKIK	LOC5578919|XP_001657205.2|AAEG
OG0000811	LOC108085745|XP_017037967.1|DKIK, LOC108076422|XP_017024755.1|DKIK	LOC5566120|XP_001650490.2|AAEG
OG0000812	LOC108071815|XP_017018205.1|DKIK	LOC5568127|XP_021696627.1|AAEG
OG0000814	LOC108072487|XP_017019142.1|DKIK	LOC5567710|XP_001651876.1|AAEG
OG0000815	LOC108081417|XP_017032088.1|DKIK	LOC5564950|XP_021701900.1|AAEG, LOC5575209|XP_021701902.1|AAEG, LOC5575211|XP_001661846.2|AAEG
OG0000816	LOC108084446|XP_017036143.1|DKIK, LOC108084216|XP_017035828.1|DKIK	LOC5564019|XP_021702806.1|AAEG
OG0000817	LOC108072025|XP_017018495.1|DKIK, LOC108072044|XP_017018518.1|DKIK	LOC5579022|XP_001664202.1|AAEG
OG0000818	LOC108076097|XP_017024309.1|DKIK, LOC108076058|XP_017024238.1|DKIK	LOC5576102|XP_001662447.1|AAEG
OG0000819	LOC108083334|XP_017034566.1|DKIK, LOC108083605|XP_017034964.1|DKIK	LOC5568992|XP_021707431.1|AAEG
OG0000820	LOC108079173|XP_017028913.1|DKIK, LOC108078558|XP_017027965.1|DKIK	LOC5579797|XP_021706989.1|AAEG
OG0000821	LOC108084536|XP_017036262.1|DKIK, LOC108073060|XP_017020018.1|DKIK	LOC5573067|XP_001654398.2|AAEG
OG0000822	LOC108077471|XP_017026278.1|DKIK, LOC108074828|XP_017022517.1|DKIK	LOC5573841|XP_001654866.1|AAEG
OG0000830	LOC108074168|XP_017021587.1|DKIK	LOC5566467|XP_001650849.1|AAEG, LOC5566468|XP_001650850.1|AAEG, LOC5566471|XP_001650855.1|AAEG, LOC5566470|XP_001650852.2|AAEG
OG0000831	LOC108073965|XP_017021296.1|DKIK	LOC5578573|XP_001663963.2|AAEG, LOC5574451|XP_001661466.2|AAEG, LOC5571091|XP_001659531.1|AAEG
OG0000832	LOC108078439|XP_017027811.1|DKIK, LOC108081842|XP_017032572.1|DKIK	LOC5575640|XP_001655787.1|AAEG
OG0000833	LOC108085488|XP_017037597.1|DKIK	LOC5572312|XP_001654001.2|AAEG
OG0000834	LOC108073364|XP_017020416.1|DKIK, LOC108073274|XP_017020320.1|DKIK, LOC108084526|XP_017036251.1|DKIK	LOC5578133|XP_021696267.1|AAEG
OG0000836	LOC108081845|XP_017032575.1|DKIK, LOC108077157|XP_017025878.1|DKIK	LOC5571557|XP_001659779.1|AAEG
OG0000837	LOC108072114|XP_017018624.1|DKIK	LOC110681194|XP_021712664.1|AAEG
OG0000837	LOC108071240|XP_017017412.1|DKIK	LOC5564880|XP_021710587.1|AAEG
OG0000838	LOC108079554|XP_017029381.1|DKIK, LOC108079555|XP_017029382.1|DKIK	LOC5571070|XP_001659510.2|AAEG
OG0000839	LOC108073265|XP_017020315.1|DKIK	LOC5567590|XP_021704529.1|AAEG
OG0000840	LOC108085114|XP_017037083.1|DKIK, LOC108071845|XP_017018248.1|DKIK	LOC5568658|XP_021705463.1|AAEG
OG0000842	LOC108076637|XP_017025053.1|DKIK, LOC108084124|XP_017035651.1|DKIK	LOC5565224|XP_001649557.2|AAEG
OG0000843	LOC108072185|XP_017018730.1|DKIK	LOC5575084|XP_001661802.1|AAEG
