Orthogroup	DKIK.longest_only	DBIA.longest_only
OG0000134	LOC108077139|XP_017025842.1|DKIK	LOC108034196|XP_016964513.1|DBIA
OG0000136	LOC108080414|XP_017030635.1|DKIK	LOC108030929|XP_016959612.1|DBIA
OG0000137	LOC108070683|XP_017016744.1|DKIK	LOC108027255|XP_016954103.1|DBIA
OG0000137	LOC108079073|XP_017028777.1|DKIK	LOC108028330|XP_016955559.1|DBIA
OG0000138	LOC108085405|XP_017037462.1|DKIK	LOC108032199|XP_016961546.1|DBIA
OG0000138	LOC108085483|XP_017037593.1|DKIK	LOC108032198|XP_016961543.1|DBIA
OG0000138	LOC108085456|XP_017037558.1|DKIK	LOC108032221|XP_016961573.1|DBIA
OG0000138	LOC108085455|XP_017037557.1|DKIK	LOC108032211|XP_016961561.1|DBIA
OG0000138	LOC108085457|XP_017037559.1|DKIK	LOC108032223|XP_016961574.1|DBIA
OG0000139	LOC108077394|XP_017026177.1|DKIK	LOC108027713|XP_016954752.1|DBIA
OG0000139	LOC108078200|XP_017027373.1|DKIK	LOC108022694|XP_016947256.1|DBIA
OG0000139	LOC108076965|XP_017025505.1|DKIK	LOC108030965|XP_016959654.1|DBIA, LOC108027645|XP_016954650.1|DBIA
OG0000140	LOC108084947|XP_017036835.1|DKIK	LOC108025043|XP_016950788.1|DBIA
OG0000141	LOC108077479|XP_017026289.1|DKIK	LOC108034526|XP_016964939.1|DBIA
OG0000141	LOC108077557|XP_017026439.1|DKIK	LOC108034511|XP_016964924.1|DBIA
OG0000141	LOC108077558|XP_017026440.1|DKIK	LOC108035147|XP_016966079.1|DBIA
OG0000141	LOC108077517|XP_017026369.1|DKIK, LOC108077483|XP_017026294.1|DKIK	LOC108035148|XP_016966080.1|DBIA
OG0000142	LOC108073193|XP_017020195.1|DKIK	LOC108026100|XP_016952288.1|DBIA
OG0000142	LOC108072493|XP_017019152.1|DKIK	LOC108032915|XP_016962471.1|DBIA
OG0000142	LOC108083644|XP_017035008.1|DKIK	LOC108022038|XP_016946373.1|DBIA
OG0000142	LOC108078996|XP_017028664.1|DKIK	LOC108033124|XP_016962829.1|DBIA
OG0000143	LOC108080675|XP_017030997.1|DKIK, LOC108081288|XP_017031865.1|DKIK	LOC108028495|XP_016955860.1|DBIA
OG0000143	LOC108080652|XP_017030964.1|DKIK	LOC108028497|XP_016955861.1|DBIA
OG0000144	LOC108084005|XP_017035507.1|DKIK	LOC108031834|XP_016961066.1|DBIA
OG0000144	LOC108074187|XP_017021613.1|DKIK	LOC108025875|XP_016952038.1|DBIA
OG0000145	LOC108080161|XP_017030292.1|DKIK	LOC108027597|XP_016954605.1|DBIA
OG0000145	LOC108072611|XP_017019323.1|DKIK	LOC108034972|XP_016965780.1|DBIA
OG0000145	LOC108072579|XP_017019273.1|DKIK	LOC108034447|XP_016964824.1|DBIA
OG0000145	LOC108072578|XP_017019272.1|DKIK	LOC108034436|XP_016964813.1|DBIA
OG0000147	LOC108077260|XP_017026015.1|DKIK	LOC108034317|XP_016964676.1|DBIA
OG0000147	LOC108085646|XP_017037825.1|DKIK	LOC108027404|XP_016954331.1|DBIA
OG0000147	LOC108085647|XP_017037826.1|DKIK	LOC108027405|XP_016954333.1|DBIA
OG0000148	LOC108086104|XP_017038421.1|DKIK	LOC108028951|XP_016956479.1|DBIA
OG0000148	LOC108082842|XP_017033898.1|DKIK	LOC108032365|XP_016961667.1|DBIA
OG0000149	LOC108081466|XP_017032148.1|DKIK	LOC108032390|XP_016961701.1|DBIA
OG0000149	LOC108079227|XP_017028999.1|DKIK	LOC108025773|XP_016951860.1|DBIA
OG0000150	LOC108072350|XP_017018934.1|DKIK	LOC108027637|XP_016954643.1|DBIA
OG0000150	LOC108072341|XP_017018924.1|DKIK	LOC108027638|XP_016954644.1|DBIA, LOC108027635|XP_016954642.1|DBIA, LOC108027744|XP_016954786.1|DBIA
OG0000150	LOC108072361|XP_017018945.1|DKIK	LOC108027745|XP_016954787.1|DBIA
OG0000151	LOC108074988|XP_017022708.1|DKIK	LOC108028150|XP_016955296.1|DBIA
OG0000151	LOC108074989|XP_017022709.1|DKIK	LOC108027994|XP_016955110.1|DBIA
OG0000151	LOC108075025|XP_017022768.1|DKIK	LOC108028166|XP_016955315.1|DBIA
OG0000151	LOC108073775|XP_017021031.1|DKIK, LOC108073776|XP_017021032.1|DKIK	LOC108035515|XP_016966667.1|DBIA
OG0000152	LOC108070721|XP_017016804.1|DKIK	LOC108026369|XP_016952778.1|DBIA
OG0000152	LOC108075504|XP_017023460.1|DKIK	LOC108024629|XP_016950158.1|DBIA
OG0000152	LOC108070720|XP_017016803.1|DKIK	LOC108026368|XP_016952777.1|DBIA
OG0000152	LOC108070636|XP_017016691.1|DKIK	LOC108026064|XP_016952248.1|DBIA
OG0000153	LOC108075707|XP_017023727.1|DKIK	LOC108031875|XP_016961128.1|DBIA
OG0000153	LOC108075706|XP_017023724.1|DKIK, LOC108075658|XP_017023698.1|DKIK	LOC108032259|XP_016961614.1|DBIA
OG0000153	LOC108075703|XP_017023719.1|DKIK, LOC108075705|XP_017023723.1|DKIK	LOC108031874|XP_016961127.1|DBIA
OG0000154	LOC108073559|XP_017020734.1|DKIK	LOC108031961|XP_016961239.1|DBIA
OG0000154	LOC108073558|XP_017020733.1|DKIK	LOC108031960|XP_016961238.1|DBIA
OG0000154	LOC108072718|XP_017019464.1|DKIK	LOC108034901|XP_016965616.1|DBIA
OG0000155	LOC108078113|XP_017027210.1|DKIK	LOC108028198|XP_016955347.1|DBIA
OG0000155	LOC108078122|XP_017027238.1|DKIK	LOC108028194|XP_016955343.1|DBIA
OG0000155	LOC108078116|XP_017027224.1|DKIK	LOC108028164|XP_016955313.1|DBIA
OG0000157	LOC108078511|XP_017027902.1|DKIK, LOC108078510|XP_017027901.1|DKIK	LOC108029780|XP_016957778.1|DBIA, LOC108029781|XP_016957779.1|DBIA
OG0000157	LOC108078512|XP_017027903.1|DKIK	LOC108029406|XP_016957128.1|DBIA
OG0000158	LOC108084037|XP_017035546.1|DKIK	LOC108029726|XP_016957696.1|DBIA
OG0000158	LOC108071493|XP_017017744.1|DKIK	LOC108028216|XP_016955369.1|DBIA
OG0000158	LOC108071548|XP_017017814.1|DKIK	LOC108028229|XP_016955384.1|DBIA
OG0000159	LOC108083323|XP_017034554.1|DKIK	LOC108030879|XP_016959525.1|DBIA
OG0000159	LOC108080686|XP_017031009.1|DKIK	LOC108028558|XP_016955951.1|DBIA
OG0000159	LOC108083108|XP_017034255.1|DKIK	LOC108030648|XP_016959149.1|DBIA
OG0000160	LOC108073540|XP_017020713.1|DKIK	LOC108031925|XP_016961192.1|DBIA
OG0000161	LOC108080517|XP_017030789.1|DKIK	LOC108028392|XP_016955736.1|DBIA
OG0000162	LOC108070381|XP_017016320.1|DKIK, LOC108070382|XP_017016321.1|DKIK	LOC108028096|XP_016955229.1|DBIA
OG0000162	LOC108074971|XP_017022693.1|DKIK	LOC108034639|XP_016965066.1|DBIA
OG0000162	LOC108081847|XP_017032576.1|DKIK	LOC108033386|XP_016963195.1|DBIA
OG0000162	LOC108086259|XP_017038632.1|DKIK	LOC108027861|XP_016954951.1|DBIA
OG0000163	LOC108077980|XP_017027012.1|DKIK, LOC108078725|XP_017028218.1|DKIK	LOC108027951|XP_016955070.1|DBIA
OG0000163	LOC108073848|XP_017021118.1|DKIK	LOC108029020|XP_016956554.1|DBIA, LOC108028969|XP_016956498.1|DBIA
OG0000164	LOC108085133|XP_017037130.1|DKIK	LOC108030208|XP_016958457.1|DBIA
OG0000165	LOC108084663|XP_017036473.1|DKIK	LOC108033162|XP_016962883.1|DBIA
OG0000165	LOC108072437|XP_017019048.1|DKIK	LOC108034398|XP_016964769.1|DBIA
OG0000166	LOC108078362|XP_017027672.1|DKIK	LOC108022776|XP_016947379.1|DBIA
OG0000166	LOC108078410|XP_017027755.1|DKIK	LOC108022183|XP_016946523.1|DBIA
OG0000166	LOC108078364|XP_017027674.1|DKIK	LOC108022182|XP_016946522.1|DBIA
OG0000167	LOC108077485|XP_017026297.1|DKIK	LOC108027716|XP_016954760.1|DBIA
OG0000167	LOC108077501|XP_017026318.1|DKIK	LOC108028514|XP_016955888.1|DBIA
OG0000167	LOC108077487|XP_017026299.1|DKIK	LOC108028386|XP_016955691.1|DBIA
OG0000167	LOC108077494|XP_017026308.1|DKIK	LOC108027871|XP_016954979.1|DBIA
OG0000168	LOC108085103|XP_017037064.1|DKIK	LOC108022335|XP_016946687.1|DBIA
OG0000168	LOC108080889|XP_017031281.1|DKIK	LOC108024303|XP_016949694.1|DBIA, LOC108024430|XP_016949837.1|DBIA
OG0000168	LOC108080999|XP_017031414.1|DKIK	LOC108024484|XP_016949894.1|DBIA
OG0000168	LOC108080890|XP_017031282.1|DKIK	LOC108024304|XP_016949695.1|DBIA
OG0000169	LOC108084558|XP_017036302.1|DKIK	LOC108026158|XP_016952382.1|DBIA
OG0000169	LOC108078733|XP_017028224.1|DKIK	LOC108028466|XP_016955816.1|DBIA
OG0000169	LOC108085703|XP_017037906.1|DKIK	LOC108032033|XP_016961334.1|DBIA
OG0000170	LOC108079562|XP_017029391.1|DKIK	LOC108034111|XP_016964378.1|DBIA
OG0000170	LOC108079543|XP_017029368.1|DKIK	LOC108034110|XP_016964377.1|DBIA
OG0000170	LOC108079561|XP_017029390.1|DKIK	LOC108033485|XP_016963313.1|DBIA
OG0000171	LOC108075455|XP_017023402.1|DKIK	LOC108033635|XP_016963542.1|DBIA
OG0000171	LOC108077094|XP_017025759.1|DKIK	LOC108032501|XP_016961815.1|DBIA
OG0000171	LOC108079344|XP_017029138.1|DKIK	LOC108024170|XP_016949475.1|DBIA
OG0000172	LOC108079826|XP_017029808.1|DKIK	LOC108035179|XP_016966134.1|DBIA, LOC108030714|XP_016959245.1|DBIA
OG0000173	LOC108076238|XP_017024473.1|DKIK	LOC108022145|XP_016946475.1|DBIA, LOC108026728|XP_016953328.1|DBIA
OG0000173	LOC108076546|XP_017024947.1|DKIK	LOC108026725|XP_016953325.1|DBIA
OG0000174	LOC108081304|XP_017031879.1|DKIK	LOC108029878|XP_016957858.1|DBIA
OG0000174	LOC108082140|XP_017032932.1|DKIK	LOC108032478|XP_016961789.1|DBIA
OG0000174	LOC108078063|XP_017027117.1|DKIK	LOC108026515|XP_016952950.1|DBIA, LOC108029425|XP_016957158.1|DBIA
OG0000175	LOC108077633|XP_017026536.1|DKIK	LOC108024690|XP_016950256.1|DBIA
OG0000175	LOC108077812|XP_017026819.1|DKIK	LOC108025020|XP_016950765.1|DBIA
OG0000175	LOC108077568|XP_017026452.1|DKIK	LOC108025019|XP_016950764.1|DBIA
OG0000176	LOC108078826|XP_017028402.1|DKIK	LOC108035047|XP_016965910.1|DBIA
OG0000176	LOC108078827|XP_017028404.1|DKIK	LOC108035048|XP_016965911.1|DBIA
OG0000176	LOC108078830|XP_017028410.1|DKIK	LOC108035191|XP_016966170.1|DBIA
OG0000176	LOC108078833|XP_017028412.1|DKIK	LOC108035193|XP_016966172.1|DBIA
OG0000177	LOC108083492|XP_017034781.1|DKIK	LOC108025819|XP_016951960.1|DBIA
OG0000177	LOC108077686|XP_017026607.1|DKIK	LOC108024708|XP_016950288.1|DBIA
OG0000177	LOC108075170|XP_017022966.1|DKIK, LOC108083001|XP_017034114.1|DKIK	LOC108034960|XP_016965755.1|DBIA
OG0000178	LOC108080090|XP_017030191.1|DKIK	LOC108024177|XP_016949490.1|DBIA
OG0000179	LOC108078379|XP_017027703.1|DKIK	LOC108036576|XP_016968317.1|DBIA
OG0000179	LOC108082597|XP_017033553.1|DKIK	LOC108022792|XP_016947410.1|DBIA
OG0000179	LOC108072544|XP_017019210.1|DKIK	LOC108029190|XP_016956852.1|DBIA
OG0000180	LOC108076807|XP_017025323.1|DKIK	LOC108029913|XP_016957895.1|DBIA
OG0000180	LOC108074458|XP_017022008.1|DKIK	LOC108030233|XP_016958513.1|DBIA, LOC108030234|XP_016958514.1|DBIA
OG0000180	LOC108074471|XP_017022028.1|DKIK	LOC108030232|XP_016958512.1|DBIA
OG0000181	LOC108084606|XP_017036378.1|DKIK	LOC108024973|XP_016950705.1|DBIA
OG0000181	LOC108083988|XP_017035489.1|DKIK	LOC108024775|XP_016950377.1|DBIA
OG0000181	LOC108085564|XP_017037692.1|DKIK	LOC108025102|XP_016950854.1|DBIA
OG0000182	LOC108085450|XP_017037551.1|DKIK	LOC108027222|XP_016954039.1|DBIA
OG0000182	LOC108085449|XP_017037550.1|DKIK	LOC108027221|XP_016954038.1|DBIA
OG0000182	LOC108083205|XP_017034399.1|DKIK	LOC108027033|XP_016953719.1|DBIA
OG0000183	LOC108079966|XP_017030020.1|DKIK	LOC108024098|XP_016949362.1|DBIA, LOC108024392|XP_016949792.1|DBIA
OG0000183	LOC108079034|XP_017028703.1|DKIK	LOC108028157|XP_016955305.1|DBIA
OG0000183	LOC108078920|XP_017028550.1|DKIK	LOC108030920|XP_016959607.1|DBIA
OG0000184	LOC108073642|XP_017020850.1|DKIK	LOC108033641|XP_016963563.1|DBIA
OG0000184	LOC108073612|XP_017020793.1|DKIK, LOC108073641|XP_017020849.1|DKIK	LOC108033749|XP_016963809.1|DBIA
OG0000185	LOC108077885|XP_017026910.1|DKIK	LOC108026035|XP_016952216.1|DBIA
OG0000185	LOC108076748|XP_017025231.1|DKIK	LOC108029531|XP_016957322.1|DBIA
OG0000186	LOC108079257|XP_017029035.1|DKIK	LOC108025899|XP_016952070.1|DBIA
OG0000186	LOC108085246|XP_017037280.1|DKIK, LOC108079263|XP_017029043.1|DKIK	LOC108025761|XP_016951845.1|DBIA
OG0000187	LOC108071666|XP_017017960.1|DKIK	LOC108023791|XP_016948919.1|DBIA
OG0000188	LOC108071394|XP_017017626.1|DKIK	LOC108031864|XP_016961107.1|DBIA
OG0000188	LOC108078894|XP_017028516.1|DKIK	LOC108025728|XP_016951795.1|DBIA
OG0000188	LOC108079169|XP_017028908.1|DKIK	LOC108025627|XP_016951652.1|DBIA
OG0000189	LOC108075936|XP_017024064.1|DKIK	LOC108027777|XP_016954829.1|DBIA
OG0000189	LOC108083820|XP_017035261.1|DKIK	LOC108023377|XP_016948269.1|DBIA
OG0000189	LOC108079963|XP_017030012.1|DKIK	LOC108033331|XP_016963150.1|DBIA
OG0000190	LOC108076164|XP_017024378.1|DKIK	LOC108036401|XP_016968008.1|DBIA
OG0000190	LOC108076092|XP_017024300.1|DKIK	LOC108024635|XP_016950169.1|DBIA
OG0000190	LOC108076165|XP_017024379.1|DKIK	LOC108036653|XP_016968422.1|DBIA
OG0000191	LOC108080725|XP_017031068.1|DKIK	LOC108030249|XP_016958550.1|DBIA
OG0000191	LOC108080727|XP_017031074.1|DKIK	LOC108029951|XP_016957942.1|DBIA
OG0000191	LOC108072956|XP_017019872.1|DKIK	LOC108022619|XP_016947149.1|DBIA
OG0000192	LOC108082797|XP_017033839.1|DKIK	LOC108025181|XP_016950979.1|DBIA
OG0000192	LOC108074978|XP_017022700.1|DKIK	LOC108028235|XP_016955389.1|DBIA
OG0000192	LOC108075138|XP_017022910.1|DKIK	LOC108027990|XP_016955105.1|DBIA
OG0000193	LOC108079564|XP_017029394.1|DKIK	LOC108029279|XP_016956966.1|DBIA
OG0000193	LOC108079566|XP_017029397.1|DKIK	LOC108028995|XP_016956526.1|DBIA
OG0000193	LOC108075063|XP_017022832.1|DKIK	LOC108034791|XP_016965264.1|DBIA
OG0000194	LOC108074647|XP_017022251.1|DKIK	LOC108022126|XP_016946455.1|DBIA
OG0000194	LOC108074648|XP_017022252.1|DKIK, LOC108074646|XP_017022250.1|DKIK, LOC108074631|XP_017022235.1|DKIK	LOC108022127|XP_016946457.1|DBIA
OG0000195	LOC108076533|XP_017024933.1|DKIK	LOC108022956|XP_016947662.1|DBIA
OG0000195	LOC108076001|XP_017024144.1|DKIK	LOC108023462|XP_016948466.1|DBIA
OG0000195	LOC108082616|XP_017033585.1|DKIK	LOC108029939|XP_016957924.1|DBIA
OG0000196	LOC108076916|XP_017025448.1|DKIK	LOC108034102|XP_016964365.1|DBIA
OG0000196	LOC108076920|XP_017025453.1|DKIK	LOC108034093|XP_016964349.1|DBIA
OG0000196	LOC108077207|XP_017025944.1|DKIK	LOC108034159|XP_016964452.1|DBIA
OG0000197	LOC108079186|XP_017028926.1|DKIK	LOC108025839|XP_016951990.1|DBIA
OG0000197	LOC108079196|XP_017028947.1|DKIK	LOC108025956|XP_016952148.1|DBIA
OG0000197	LOC108079181|XP_017028922.1|DKIK	LOC108025814|XP_016951955.1|DBIA
OG0000198	LOC108076131|XP_017024347.1|DKIK, LOC108076132|XP_017024349.1|DKIK	LOC108029335|XP_016957016.1|DBIA, LOC108029336|XP_016957017.1|DBIA
OG0000198	LOC108077913|XP_017026941.1|DKIK, LOC108077911|XP_017026939.1|DKIK, LOC108077912|XP_017026940.1|DKIK, LOC108077915|XP_017026944.1|DKIK, LOC108077914|XP_017026943.1|DKIK	LOC108029971|XP_016957966.1|DBIA, LOC108030007|XP_016958012.1|DBIA, LOC108029885|XP_016957865.1|DBIA
OG0000199	LOC108078008|XP_017027052.1|DKIK	LOC108022244|XP_016946592.1|DBIA
OG0000199	LOC108078007|XP_017027051.1|DKIK	LOC108022286|XP_016946633.1|DBIA
OG0000199	LOC108078061|XP_017027115.1|DKIK	LOC108022340|XP_016946692.1|DBIA
OG0000199	LOC108078009|XP_017027053.1|DKIK	LOC108022245|XP_016946593.1|DBIA
OG0000200	LOC108075742|XP_017023781.1|DKIK	LOC108026394|XP_016952805.1|DBIA
OG0000201	LOC108073340|XP_017020394.1|DKIK	LOC108031002|XP_016959692.1|DBIA
OG0000201	LOC108073307|XP_017020354.1|DKIK	LOC108032235|XP_016961586.1|DBIA
OG0000202	LOC108083225|XP_017034425.1|DKIK	LOC108025484|XP_016951491.1|DBIA
OG0000202	LOC108070398|XP_017016338.1|DKIK	LOC108028145|XP_016955291.1|DBIA
OG0000202	LOC108070397|XP_017016337.1|DKIK	LOC108028170|XP_016955320.1|DBIA
OG0000203	LOC108072892|XP_017019704.1|DKIK	LOC108022280|XP_016946628.1|DBIA
OG0000203	LOC108073055|XP_017020011.1|DKIK	LOC108022958|XP_016947664.1|DBIA
OG0000203	LOC108073050|XP_017020004.1|DKIK, LOC108073051|XP_017020005.1|DKIK	LOC108023024|XP_016947746.1|DBIA
OG0000204	LOC108078068|XP_017027121.1|DKIK	LOC108022421|XP_016946796.1|DBIA
OG0000204	LOC108071581|XP_017017850.1|DKIK, LOC108071583|XP_017017853.1|DKIK, LOC108071582|XP_017017852.1|DKIK	LOC108028189|XP_016955339.1|DBIA, LOC108028646|XP_016956060.1|DBIA
OG0000204	LOC108071580|XP_017017849.1|DKIK	LOC108028220|XP_016955375.1|DBIA
OG0000205	LOC108081028|XP_017031478.1|DKIK	LOC108026184|XP_016952462.1|DBIA
OG0000205	LOC108085697|XP_017037898.1|DKIK	LOC108031690|XP_016960828.1|DBIA
OG0000206	LOC108072239|XP_017018789.1|DKIK	LOC108022162|XP_016946495.1|DBIA
OG0000206	LOC108082243|XP_017033071.1|DKIK	LOC108034269|XP_016964617.1|DBIA
OG0000206	LOC108072372|XP_017018961.1|DKIK	LOC108023096|XP_016947846.1|DBIA
OG0000207	LOC108072652|XP_017019373.1|DKIK	LOC108034527|XP_016964942.1|DBIA
OG0000207	LOC108070455|XP_017016425.1|DKIK	LOC108030692|XP_016959216.1|DBIA
OG0000208	LOC108077918|XP_017026947.1|DKIK, LOC108077919|XP_017026948.1|DKIK, LOC108077922|XP_017026950.1|DKIK, LOC108077920|XP_017026949.1|DKIK	LOC108026618|XP_016953092.1|DBIA, LOC108026481|XP_016952919.1|DBIA
OG0000208	LOC108077917|XP_017026946.1|DKIK	LOC108026482|XP_016952920.1|DBIA
OG0000208	LOC108077923|XP_017026951.1|DKIK	LOC108030011|XP_016958014.1|DBIA, LOC108026480|XP_016952918.1|DBIA, LOC108029890|XP_016957869.1|DBIA
OG0000209	LOC108080731|XP_017031079.1|DKIK	LOC108029882|XP_016957861.1|DBIA
OG0000210	LOC108072386|XP_017018979.1|DKIK	LOC108023033|XP_016947761.1|DBIA
OG0000210	LOC108086049|XP_017038357.1|DKIK, LOC108086052|XP_017038359.1|DKIK, LOC108086053|XP_017038360.1|DKIK, LOC108075772|XP_017023820.1|DKIK, LOC108076881|XP_017025400.1|DKIK, LOC108086051|XP_017038358.1|DKIK	LOC108032333|XP_016961633.1|DBIA
OG0000210	LOC108079368|XP_017029167.1|DKIK	LOC108028855|XP_016956330.1|DBIA
OG0000211	LOC108077847|XP_017026866.1|DKIK, LOC108077613|XP_017026509.1|DKIK	LOC108028727|XP_016956177.1|DBIA
OG0000211	LOC108077689|XP_017026610.1|DKIK	LOC108027188|XP_016953977.1|DBIA
OG0000212	LOC108079651|XP_017029534.1|DKIK	LOC108033998|XP_016964215.1|DBIA
OG0000212	LOC108073630|XP_017020821.1|DKIK, LOC108073632|XP_017020828.1|DKIK	LOC108033747|XP_016963800.1|DBIA
OG0000212	LOC108075771|XP_017023818.1|DKIK	LOC108022675|XP_016947234.1|DBIA, LOC108032801|XP_016962296.1|DBIA
OG0000213	LOC108073915|XP_017021201.1|DKIK	LOC108028462|XP_016955809.1|DBIA
OG0000213	LOC108076415|XP_017024748.1|DKIK	LOC108021870|XP_016946151.1|DBIA
OG0000214	LOC108080136|XP_017030258.1|DKIK	LOC108023573|XP_016948656.1|DBIA
OG0000214	LOC108073110|XP_017020093.1|DKIK	LOC108026766|XP_016953398.1|DBIA
OG0000214	LOC108072153|XP_017018685.1|DKIK	LOC108025095|XP_016950846.1|DBIA
OG0000215	LOC108075115|XP_017022887.1|DKIK	LOC108030836|XP_016959450.1|DBIA
OG0000215	LOC108075318|XP_017023213.1|DKIK	LOC108030904|XP_016959571.1|DBIA
OG0000215	LOC108075256|XP_017023106.1|DKIK	LOC108030875|XP_016959519.1|DBIA
OG0000216	LOC108078790|XP_017028336.1|DKIK	LOC108034933|XP_016965685.1|DBIA
OG0000216	LOC108072519|XP_017019179.1|DKIK	LOC108025668|XP_016951695.1|DBIA
OG0000217	LOC108076101|XP_017024312.1|DKIK	LOC108021968|XP_016946294.1|DBIA
OG0000217	LOC108080724|XP_017031066.1|DKIK	LOC108021963|XP_016946288.1|DBIA
OG0000218	LOC108082100|XP_017032885.1|DKIK	LOC108033570|XP_016963407.1|DBIA
OG0000218	LOC108082102|XP_017032887.1|DKIK	LOC108034384|XP_016964758.1|DBIA
OG0000219	LOC108080705|XP_017031031.1|DKIK	LOC108030252|XP_016958560.1|DBIA
OG0000219	LOC108080734|XP_017031083.1|DKIK	LOC108030335|XP_016958687.1|DBIA
OG0000219	LOC108082386|XP_017033218.1|DKIK, LOC108080738|XP_017031087.1|DKIK	LOC108030251|XP_016958559.1|DBIA
OG0000220	LOC108078634|XP_017028049.1|DKIK	LOC108028355|XP_016955607.1|DBIA
OG0000220	LOC108078618|XP_017028031.1|DKIK	LOC108028243|XP_016955413.1|DBIA
OG0000220	LOC108078613|XP_017028025.1|DKIK	LOC108031336|XP_016960090.1|DBIA
OG0000221	LOC108081800|XP_017032522.1|DKIK	LOC108029490|XP_016957247.1|DBIA
OG0000221	LOC108075711|XP_017023731.1|DKIK	LOC108030986|XP_016959675.1|DBIA
OG0000221	LOC108081798|XP_017032517.1|DKIK	LOC108029488|XP_016957245.1|DBIA
OG0000222	LOC108075444|XP_017023391.1|DKIK	LOC108033822|XP_016963936.1|DBIA
OG0000222	LOC108075420|XP_017023337.1|DKIK	LOC108033819|XP_016963932.1|DBIA
OG0000223	LOC108078895|XP_017028517.1|DKIK	LOC108034892|XP_016965592.1|DBIA
OG0000223	LOC108083719|XP_017035114.1|DKIK	LOC108028732|XP_016956186.1|DBIA
OG0000223	LOC108078976|XP_017028634.1|DKIK, LOC108078975|XP_017028633.1|DKIK	LOC108035520|XP_016966671.1|DBIA
OG0000224	LOC108080913|XP_017031306.1|DKIK	LOC108029907|XP_016957887.1|DBIA
OG0000224	LOC108078338|XP_017027629.1|DKIK	LOC108022529|XP_016946995.1|DBIA
OG0000225	LOC108073187|XP_017020188.1|DKIK	LOC108026127|XP_016952319.1|DBIA
OG0000225	LOC108073196|XP_017020200.1|DKIK	LOC108026126|XP_016952318.1|DBIA
OG0000225	LOC108073186|XP_017020187.1|DKIK	LOC108026129|XP_016952321.1|DBIA
OG0000226	LOC108078589|XP_017027997.1|DKIK	LOC108035347|XP_016966427.1|DBIA
OG0000226	LOC108078952|XP_017028593.1|DKIK	LOC108035350|XP_016966431.1|DBIA
OG0000226	LOC108078795|XP_017028347.1|DKIK	LOC108034913|XP_016965648.1|DBIA, LOC108034912|XP_016965646.1|DBIA
OG0000227	LOC108073860|XP_017021131.1|DKIK	LOC108034665|XP_016965093.1|DBIA
OG0000227	LOC108073888|XP_017021162.1|DKIK, LOC108073885|XP_017021159.1|DKIK	LOC108034587|XP_016965009.1|DBIA
OG0000227	LOC108073866|XP_017021141.1|DKIK	LOC108034611|XP_016965035.1|DBIA
OG0000228	LOC108075515|XP_017023492.1|DKIK	LOC108032882|XP_016962394.1|DBIA
OG0000228	LOC108086194|XP_017038545.1|DKIK	LOC108027508|XP_016954440.1|DBIA, LOC108028996|XP_016956528.1|DBIA
OG0000229	LOC108083967|XP_017035462.1|DKIK	LOC108024347|XP_016949737.1|DBIA
OG0000229	LOC108084503|XP_017036229.1|DKIK	LOC108025612|XP_016951672.1|DBIA
OG0000229	LOC108079522|XP_017029350.1|DKIK	LOC108027427|XP_016954400.1|DBIA
OG0000229	LOC108084819|XP_017036670.1|DKIK	LOC108027264|XP_016954123.1|DBIA
OG0000230	LOC108077939|XP_017026966.1|DKIK	LOC108036219|XP_016967700.1|DBIA
OG0000231	LOC108076858|XP_017025376.1|DKIK, LOC108076857|XP_017025375.1|DKIK	LOC108025772|XP_016951862.1|DBIA, LOC108036701|XP_016968479.1|DBIA
OG0000232	LOC108086088|XP_017038394.1|DKIK	LOC108030009|XP_016958013.1|DBIA
OG0000232	LOC108086057|XP_017038364.1|DKIK	LOC108029997|XP_016958000.1|DBIA
OG0000233	LOC108073466|XP_017020595.1|DKIK	LOC108025539|XP_016951556.1|DBIA
OG0000233	LOC108072087|XP_017018589.1|DKIK	LOC108025726|XP_016951794.1|DBIA
OG0000233	LOC108075629|XP_017023655.1|DKIK	LOC108023891|XP_016949066.1|DBIA
OG0000234	LOC108074639|XP_017022244.1|DKIK	LOC108022414|XP_016946790.1|DBIA
OG0000234	LOC108074681|XP_017022290.1|DKIK	LOC108022415|XP_016946791.1|DBIA
OG0000234	LOC108074680|XP_017022289.1|DKIK	LOC108022252|XP_016946599.1|DBIA
OG0000235	LOC108077749|XP_017026710.1|DKIK	LOC108024812|XP_016950425.1|DBIA
OG0000235	LOC108077562|XP_017026446.1|DKIK	LOC108023892|XP_016949067.1|DBIA
OG0000235	LOC108077698|XP_017026629.1|DKIK	LOC108023868|XP_016949036.1|DBIA
OG0000236	LOC108081296|XP_017031872.1|DKIK	LOC108028955|XP_016956482.1|DBIA
OG0000236	LOC108073609|XP_017020789.1|DKIK	LOC108033302|XP_016963061.1|DBIA
OG0000236	LOC108084469|XP_017036172.1|DKIK	LOC108025864|XP_016952021.1|DBIA
OG0000237	LOC108070526|XP_017016529.1|DKIK	LOC108030183|XP_016958419.1|DBIA
OG0000237	LOC108083798|XP_017035213.1|DKIK, LOC108079357|XP_017029154.1|DKIK	LOC108028944|XP_016956452.1|DBIA
OG0000238	LOC108074777|XP_017022444.1|DKIK	LOC108033953|XP_016964136.1|DBIA
OG0000238	LOC108074869|XP_017022575.1|DKIK	LOC108033952|XP_016964134.1|DBIA
