Orthogroup	DKIK.longest_only	DSUZ.longest_only
OG0000341	LOC108083009|XP_017034123.1|DKIK	LOC108007515|XP_036671453.1|DSUZ
OG0000342	LOC108083351|XP_017034584.1|DKIK	LOC108006275|XP_016925218.1|DSUZ
OG0000342	LOC108070776|XP_017016864.1|DKIK	LOC108008719|XP_016928108.1|DSUZ
OG0000343	LOC108073419|XP_017020526.1|DKIK	LOC108015850|XP_016937907.2|DSUZ
OG0000343	LOC108084328|XP_017035978.1|DKIK	LOC118879041|XP_036677929.1|DSUZ, LOC108011604|XP_016932263.1|DSUZ
OG0000344	LOC108073061|XP_017020019.1|DKIK	LOC108010080|XP_016930385.1|DSUZ
OG0000344	LOC108084949|XP_017036838.1|DKIK	LOC108015514|XP_016937465.2|DSUZ
OG0000345	LOC108076701|XP_017025148.1|DKIK	LOC108009447|XP_016929290.1|DSUZ
OG0000345	LOC108081793|XP_017032500.1|DKIK	LOC108019754|XP_016943187.1|DSUZ
OG0000346	LOC108078285|XP_017027542.1|DKIK	LOC108018136|XP_016941080.2|DSUZ
OG0000346	LOC108080433|XP_017030655.1|DKIK	LOC108017685|XP_036669909.1|DSUZ, LOC108008204|XP_016927484.1|DSUZ, LOC108008621|XP_016927991.1|DSUZ, LOC108017684|XP_036669817.1|DSUZ
OG0000347	LOC108083140|XP_017034311.1|DKIK	LOC108011420|XP_016932033.1|DSUZ
OG0000347	LOC108074444|XP_017021971.1|DKIK	LOC108021503|XP_016945741.1|DSUZ
OG0000348	LOC108077443|XP_017026251.1|DKIK	LOC108006336|XP_016925339.1|DSUZ
OG0000348	LOC108077313|XP_017026090.1|DKIK	LOC108009420|XP_016929281.2|DSUZ
OG0000349	LOC108072608|XP_017019320.1|DKIK	LOC108008902|XP_016928300.2|DSUZ, LOC108021713|XP_016946041.1|DSUZ
OG0000350	LOC108073805|XP_017021068.1|DKIK	LOC118877322|XP_036671481.1|DSUZ
OG0000350	LOC108084987|XP_017036900.1|DKIK	LOC118878120|XP_036675468.1|DSUZ
OG0000351	LOC108072382|XP_017018971.1|DKIK	LOC108008651|XP_016928026.1|DSUZ
OG0000351	LOC108072383|XP_017018974.1|DKIK	LOC108008560|XP_016927920.1|DSUZ
OG0000353	LOC108085031|XP_017036967.1|DKIK	LOC108006500|XP_016925512.2|DSUZ
OG0000353	LOC108075892|XP_017023995.1|DKIK	LOC108020252|XP_016943865.1|DSUZ
OG0000354	LOC108074538|XP_017022115.1|DKIK	LOC108012639|XP_016933554.1|DSUZ
OG0000354	LOC108074545|XP_017022128.1|DKIK	LOC108015166|XP_016936936.1|DSUZ
OG0000355	LOC108076779|XP_017025271.1|DKIK	LOC108019894|XP_016943462.1|DSUZ
OG0000355	LOC108070928|XP_017017068.1|DKIK	LOC108010255|XP_016930601.1|DSUZ
OG0000356	LOC108079649|XP_017029531.1|DKIK	LOC108016313|XP_016938439.1|DSUZ
OG0000356	LOC108079534|XP_017029359.1|DKIK	LOC108005197|XP_016923876.1|DSUZ
OG0000357	LOC108079465|XP_017029299.1|DKIK	LOC118878525|XP_036677421.1|DSUZ
OG0000358	LOC108084142|XP_017035676.1|DKIK	LOC108018294|XP_016941309.1|DSUZ
OG0000358	LOC108084114|XP_017035633.1|DKIK	LOC118877709|XP_036673476.1|DSUZ, LOC118877918|XP_036674374.1|DSUZ
OG0000358	LOC108072954|XP_017019870.1|DKIK	LOC118877877|XP_036674131.1|DSUZ, LOC108007808|XP_036678244.1|DSUZ
OG0000359	LOC108082980|XP_017034091.1|DKIK, LOC108082967|XP_017034079.1|DKIK	LOC108015707|XP_016937729.1|DSUZ
OG0000359	LOC108082966|XP_017034078.1|DKIK	LOC108007539|XP_016926718.1|DSUZ
OG0000359	LOC108082964|XP_017034075.1|DKIK	LOC108007536|XP_016926715.1|DSUZ
OG0000360	LOC108071283|XP_017017462.1|DKIK, LOC108071280|XP_017017461.1|DKIK	LOC108007904|XP_016927162.2|DSUZ
OG0000360	LOC108071366|XP_017017597.1|DKIK	LOC108007888|XP_036674339.1|DSUZ
OG0000360	LOC108071276|XP_017017457.1|DKIK, LOC108071278|XP_017017459.1|DKIK	LOC108007925|XP_016927185.2|DSUZ
OG0000361	LOC108083664|XP_017035029.1|DKIK, LOC108072180|XP_017018728.1|DKIK, LOC108074652|XP_017022260.1|DKIK	LOC108020808|XP_036674716.1|DSUZ, LOC108016015|XP_016938097.2|DSUZ
OG0000361	LOC108076860|XP_017025379.1|DKIK	LOC108011981|XP_016932738.1|DSUZ
OG0000362	LOC108085509|XP_017037625.1|DKIK	LOC108020346|XP_016944002.1|DSUZ
OG0000362	LOC108083316|XP_017034542.1|DKIK	LOC108007706|XP_016926938.1|DSUZ
OG0000363	LOC108081049|XP_017031508.1|DKIK	LOC108012077|XP_036674227.1|DSUZ
OG0000363	LOC108078917|XP_017028543.1|DKIK	LOC108013209|XP_016934414.1|DSUZ
OG0000364	LOC108074974|XP_017022696.1|DKIK	LOC118876793|XP_036670325.1|DSUZ
OG0000364	LOC108075035|XP_017022780.1|DKIK	LOC108012339|XP_036671083.1|DSUZ
OG0000365	LOC108076827|XP_017025350.1|DKIK	LOC108010078|XP_016930383.1|DSUZ
OG0000365	LOC108076900|XP_017025429.1|DKIK	LOC108021680|XP_016945986.1|DSUZ
OG0000366	LOC108081463|XP_017032141.1|DKIK	LOC108004719|XP_036676909.1|DSUZ
OG0000366	LOC108077678|XP_017026589.1|DKIK	LOC108015467|XP_036675257.1|DSUZ
OG0000367	LOC108078846|XP_017028430.1|DKIK	LOC108012989|XP_016934048.1|DSUZ
OG0000367	LOC108076616|XP_017025028.1|DKIK	LOC108009432|XP_016929256.1|DSUZ
OG0000368	LOC108073834|XP_017021102.1|DKIK	LOC108014502|XP_016936128.2|DSUZ
OG0000368	LOC108073870|XP_017021146.1|DKIK	LOC108010716|XP_016931123.2|DSUZ
OG0000370	LOC108085493|XP_017037601.1|DKIK	LOC108012246|XP_016933034.1|DSUZ
OG0000370	LOC108085497|XP_017037606.1|DKIK	LOC118877346|XP_036671625.1|DSUZ, LOC108020754|XP_016944620.1|DSUZ
OG0000370	LOC108080061|XP_017030132.1|DKIK	LOC108008086|XP_016927365.1|DSUZ
OG0000371	LOC108083770|XP_017035184.1|DKIK	LOC108018861|XP_036675738.1|DSUZ
OG0000371	LOC108078060|XP_017027114.1|DKIK	LOC108008578|XP_016927943.1|DSUZ
OG0000371	LOC108085574|XP_017037703.1|DKIK	LOC108014793|XP_036673552.1|DSUZ
OG0000372	LOC108071901|XP_017018321.1|DKIK	LOC118877260|XP_036670929.1|DSUZ
OG0000372	LOC108074555|XP_017022142.1|DKIK, LOC108074556|XP_017022144.1|DKIK	LOC108010410|XP_016930762.1|DSUZ, LOC108010396|XP_016930753.1|DSUZ
OG0000373	LOC108082127|XP_017032918.1|DKIK	LOC108008745|XP_016928131.1|DSUZ
OG0000375	LOC108078683|XP_017028118.1|DKIK, LOC108078682|XP_017028117.1|DKIK	LOC108012864|XP_016933831.1|DSUZ
OG0000375	LOC108078684|XP_017028120.1|DKIK	LOC108012865|XP_016933832.1|DSUZ
OG0000376	LOC108079441|XP_017029264.1|DKIK	LOC108018733|XP_036677080.1|DSUZ
OG0000377	LOC108079951|XP_017029996.1|DKIK	LOC108005176|XP_016923841.1|DSUZ
OG0000377	LOC108075491|XP_017023439.1|DKIK	LOC108015611|XP_016937589.2|DSUZ
OG0000378	LOC108072969|XP_017019891.1|DKIK	LOC108009736|XP_016929809.1|DSUZ
OG0000378	LOC108084242|XP_017035869.1|DKIK	LOC108016987|XP_016939423.1|DSUZ
OG0000379	LOC108070907|XP_017017052.1|DKIK	LOC108008582|XP_016927947.1|DSUZ
OG0000379	LOC108070909|XP_017017053.1|DKIK	LOC108008596|XP_016927963.1|DSUZ
OG0000379	LOC108070876|XP_017017009.1|DKIK	LOC108009438|XP_016929267.1|DSUZ
OG0000380	LOC108071660|XP_017017953.1|DKIK	LOC108012439|XP_016933295.1|DSUZ
OG0000381	LOC108075796|XP_017023854.1|DKIK	LOC108021364|XP_016945542.1|DSUZ
OG0000381	LOC108082838|XP_017033892.1|DKIK	LOC108019165|XP_016942408.1|DSUZ
OG0000382	LOC108072814|XP_017019600.1|DKIK	LOC108014442|XP_036671525.1|DSUZ, LOC108007671|XP_016926881.2|DSUZ
OG0000383	LOC108074604|XP_017022209.1|DKIK	LOC108021575|XP_016945846.1|DSUZ
OG0000383	LOC108077116|XP_017025799.1|DKIK	LOC108019536|XP_016942866.1|DSUZ
OG0000384	LOC108073142|XP_017020139.1|DKIK	LOC108008549|XP_016927909.2|DSUZ
OG0000384	LOC108073127|XP_017020115.1|DKIK	LOC108008538|XP_036669460.1|DSUZ
OG0000385	LOC108076741|XP_017025219.1|DKIK, LOC108079242|XP_017029016.1|DKIK	LOC108019194|XP_016942457.1|DSUZ
OG0000385	LOC108079241|XP_017029014.1|DKIK	LOC108019173|XP_016942422.1|DSUZ
OG0000386	LOC108078654|XP_017028074.1|DKIK	LOC108006929|XP_016926020.1|DSUZ
OG0000386	LOC108078647|XP_017028064.1|DKIK	LOC108006928|XP_016926019.2|DSUZ
OG0000386	LOC108074383|XP_017021898.1|DKIK	LOC108019458|XP_016942774.1|DSUZ
OG0000387	LOC108079572|XP_017029405.1|DKIK	LOC108005866|XP_016924773.1|DSUZ, LOC108005133|XP_016923795.2|DSUZ, LOC108005943|XP_016924899.1|DSUZ
OG0000388	LOC108075045|XP_017022802.1|DKIK	LOC108013462|XP_016934829.1|DSUZ
OG0000388	LOC108075042|XP_017022798.1|DKIK, LOC108075043|XP_017022800.1|DKIK	LOC108013461|XP_016934828.1|DSUZ, LOC108013463|XP_036671371.1|DSUZ
OG0000389	LOC108078911|XP_017028532.1|DKIK	LOC108013600|XP_016935026.1|DSUZ
OG0000390	LOC108077010|XP_017025577.1|DKIK	LOC108021469|XP_016945698.2|DSUZ, LOC108021436|XP_016945642.2|DSUZ
OG0000391	LOC108082331|XP_017033150.1|DKIK	LOC108018183|XP_016941173.2|DSUZ
OG0000391	LOC108082354|XP_017033182.1|DKIK	LOC108017731|XP_036669963.1|DSUZ
OG0000392	LOC108081362|XP_017032003.1|DKIK	LOC108005147|XP_016923847.2|DSUZ
OG0000392	LOC108081453|XP_017032132.1|DKIK	LOC108009595|XP_016929560.1|DSUZ
OG0000393	LOC108074822|XP_017022509.1|DKIK	LOC108014792|XP_016936477.1|DSUZ
OG0000393	LOC108074771|XP_017022437.1|DKIK	LOC108014867|XP_016936581.1|DSUZ
OG0000394	LOC108084456|XP_017036154.1|DKIK	LOC108004724|XP_016923235.1|DSUZ
OG0000394	LOC108084459|XP_017036159.1|DKIK	LOC108004723|XP_016923233.1|DSUZ
OG0000395	LOC108073819|XP_017021086.1|DKIK	LOC108014670|XP_016936325.2|DSUZ
OG0000395	LOC108073772|XP_017021027.1|DKIK	LOC108014648|XP_016936299.2|DSUZ
OG0000395	LOC108073830|XP_017021098.1|DKIK	LOC108014673|XP_016936328.1|DSUZ
OG0000396	LOC108079665|XP_017029551.1|DKIK	LOC108009024|XP_016928488.1|DSUZ, LOC108008654|XP_016928033.1|DSUZ, LOC108020462|XP_016944278.1|DSUZ, LOC108010579|XP_036675856.1|DSUZ, LOC108007590|XP_016926777.1|DSUZ, LOC108005430|XP_016924204.1|DSUZ
OG0000397	LOC108077902|XP_017026929.1|DKIK, LOC108077903|XP_017026930.1|DKIK	LOC108009153|XP_036668917.1|DSUZ
OG0000398	LOC108076214|XP_017024443.1|DKIK	LOC108009424|XP_016929242.1|DSUZ
OG0000399	LOC108075654|XP_017023689.1|DKIK	LOC108016136|XP_016938232.2|DSUZ
OG0000399	LOC108086118|XP_017038454.1|DKIK	LOC108008568|XP_016927927.1|DSUZ
OG0000400	LOC108084262|XP_017035905.1|DKIK	LOC108013681|XP_016935089.1|DSUZ
OG0000400	LOC108084455|XP_017036158.1|DKIK	LOC108014268|XP_016935800.2|DSUZ
OG0000400	LOC108084288|XP_017035940.1|DKIK	LOC108013687|XP_016935094.1|DSUZ
OG0000401	LOC108085230|XP_017037258.1|DKIK	LOC108015293|XP_016937157.2|DSUZ
OG0000402	LOC108083784|XP_017035199.1|DKIK	LOC108010454|XP_016930809.2|DSUZ
OG0000403	LOC108073480|XP_017020623.1|DKIK	LOC108015517|XP_016937469.1|DSUZ
OG0000403	LOC108076303|XP_017024563.1|DKIK	LOC108009792|XP_016929941.1|DSUZ
OG0000404	LOC108085838|XP_017038084.1|DKIK	LOC108016451|XP_036675438.1|DSUZ, LOC108018436|XP_036675625.1|DSUZ, LOC108016466|XP_036677671.1|DSUZ
OG0000405	LOC108071184|XP_017017359.1|DKIK	LOC108019207|XP_016942489.1|DSUZ
OG0000405	LOC108084223|XP_017035837.1|DKIK	LOC108016216|XP_016938335.2|DSUZ
OG0000406	LOC108078611|XP_017028020.1|DKIK	LOC108012463|XP_016933342.1|DSUZ
OG0000406	LOC108082334|XP_017033153.1|DKIK	LOC108008615|XP_016927985.1|DSUZ
OG0000407	LOC108078765|XP_017028292.1|DKIK	LOC108013044|XP_016934143.1|DSUZ
OG0000407	LOC108078763|XP_017028290.1|DKIK	LOC108013043|XP_016934141.1|DSUZ
OG0000408	LOC108073184|XP_017020182.1|DKIK	LOC108018482|XP_016941528.1|DSUZ
OG0000408	LOC108073620|XP_017020808.1|DKIK	LOC108021715|XP_016946040.1|DSUZ
OG0000409	LOC108072887|XP_017019697.1|DKIK	LOC108008656|XP_016928030.1|DSUZ
OG0000409	LOC108078205|XP_017027378.1|DKIK	LOC108010150|XP_016930474.1|DSUZ
OG0000410	LOC108085359|XP_017037418.1|DKIK	LOC108019214|XP_016942502.1|DSUZ
OG0000410	LOC108085330|XP_017037375.1|DKIK	LOC108021733|XP_016946060.1|DSUZ
OG0000410	LOC108085329|XP_017037374.1|DKIK	LOC108008493|XP_016927846.1|DSUZ
OG0000411	LOC108085431|XP_017037511.1|DKIK	LOC108007976|XP_016927240.1|DSUZ
OG0000411	LOC108082111|XP_017032900.1|DKIK	LOC108021717|XP_016946043.1|DSUZ
OG0000412	LOC108076714|XP_017025165.1|DKIK	LOC108012058|XP_016932826.1|DSUZ
OG0000412	LOC108072804|XP_017019584.1|DKIK	LOC108012372|XP_016933216.1|DSUZ
OG0000413	LOC108083175|XP_017034351.1|DKIK	LOC108007054|XP_016926149.2|DSUZ
OG0000413	LOC108075362|XP_017023261.1|DKIK	LOC108016241|XP_036674981.1|DSUZ
OG0000414	LOC108082351|XP_017033176.1|DKIK	LOC108004607|XP_016923036.1|DSUZ
OG0000414	LOC108071389|XP_017017622.1|DKIK	LOC118876758|XP_036669984.1|DSUZ, LOC108010718|XP_016931127.2|DSUZ
OG0000415	LOC108072374|XP_017018963.1|DKIK	LOC108009799|XP_016929952.1|DSUZ
OG0000415	LOC108072387|XP_017018980.1|DKIK	LOC108010054|XP_016930355.1|DSUZ
OG0000416	LOC108082924|XP_017034002.1|DKIK	LOC108016931|XP_016939348.1|DSUZ
OG0000416	LOC108071784|XP_017018136.1|DKIK	LOC108016946|XP_016939368.2|DSUZ
OG0000417	LOC108081123|XP_017031626.1|DKIK	LOC108017293|XP_036673996.1|DSUZ
OG0000417	LOC108073751|XP_017021008.1|DKIK	LOC108017246|XP_016939737.2|DSUZ
OG0000418	LOC108080261|XP_017030412.1|DKIK	LOC108016681|XP_036676753.1|DSUZ
OG0000418	LOC108084968|XP_017036877.1|DKIK	LOC108010424|XP_016930772.1|DSUZ
OG0000419	LOC108078168|XP_017027313.1|DKIK	LOC108017993|XP_016940829.1|DSUZ
OG0000419	LOC108080554|XP_017030848.1|DKIK	LOC108018970|XP_016942062.1|DSUZ
OG0000421	LOC108085242|XP_017037275.1|DKIK	LOC108020167|XP_016943760.1|DSUZ
OG0000421	LOC108073640|XP_017020848.1|DKIK	LOC108014991|XP_016936706.1|DSUZ
OG0000423	LOC108081152|XP_017031680.1|DKIK	LOC108018126|XP_016941056.1|DSUZ
OG0000423	LOC108081134|XP_017031644.1|DKIK	LOC108018203|XP_016941208.1|DSUZ
OG0000424	LOC108073403|XP_017020484.1|DKIK	LOC108018062|XP_016940947.1|DSUZ, LOC108010867|XP_016931335.2|DSUZ
OG0000424	LOC108082605|XP_017033569.1|DKIK	LOC108018232|XP_016941243.1|DSUZ
OG0000425	LOC108076249|XP_017024486.1|DKIK	LOC108008739|XP_016928125.1|DSUZ
OG0000425	LOC108076593|XP_017024995.1|DKIK	LOC108008648|XP_016928023.1|DSUZ
OG0000426	LOC108085091|XP_017037049.1|DKIK, LOC108078441|XP_017027813.1|DKIK	LOC108009868|XP_016930059.1|DSUZ, LOC108008524|XP_016927883.1|DSUZ, LOC108009867|XP_016930058.1|DSUZ
OG0000428	LOC108080197|XP_017030338.1|DKIK	LOC108013628|XP_016935061.1|DSUZ
OG0000428	LOC108080193|XP_017030334.1|DKIK	LOC108013561|XP_016934966.1|DSUZ
OG0000429	LOC108077906|XP_017026933.1|DKIK	LOC108010272|XP_016930622.2|DSUZ
OG0000430	LOC108073692|XP_017020913.1|DKIK	LOC108008042|XP_016927314.1|DSUZ, LOC108008043|XP_016927315.1|DSUZ
OG0000430	LOC108084830|XP_017036682.1|DKIK, LOC108071250|XP_017017425.1|DKIK	LOC108018589|XP_016941637.2|DSUZ
OG0000431	LOC108074970|XP_017022692.1|DKIK, LOC108074969|XP_017022691.1|DKIK, LOC108075366|XP_017023265.1|DKIK, LOC108075442|XP_017023386.1|DKIK, LOC108075467|XP_017023411.1|DKIK, LOC108075472|XP_017023415.1|DKIK, LOC108075468|XP_017023412.1|DKIK, LOC108075445|XP_017023388.1|DKIK, LOC108075461|XP_017023405.1|DKIK, LOC108075460|XP_017023404.1|DKIK, LOC108075478|XP_017023421.1|DKIK, LOC108075132|XP_017022904.1|DKIK, LOC108075180|XP_017023002.1|DKIK	LOC118876829|XP_036668788.1|DSUZ, LOC108016189|XP_016938306.1|DSUZ, LOC108012377|XP_016933224.1|DSUZ, LOC108011755|XP_016932477.1|DSUZ
OG0000433	LOC108083445|XP_017034694.1|DKIK	LOC108016799|XP_016939062.1|DSUZ
OG0000433	LOC108084394|XP_017036078.1|DKIK	LOC108011433|XP_036672323.1|DSUZ
OG0000434	LOC108083633|XP_017034992.1|DKIK	LOC108013873|XP_036673401.1|DSUZ
OG0000434	LOC108070932|XP_017017073.1|DKIK	LOC108019832|XP_016943340.1|DSUZ
OG0000435	LOC108080042|XP_017030109.1|DKIK	LOC108015101|XP_016936834.1|DSUZ
OG0000437	LOC108077166|XP_017025890.1|DKIK	LOC108005108|XP_016923774.1|DSUZ
OG0000437	LOC108077262|XP_017026017.1|DKIK	LOC108005847|XP_016924699.1|DSUZ
OG0000438	LOC108085874|XP_017038125.1|DKIK	LOC108019453|XP_036675388.1|DSUZ
OG0000439	LOC108076349|XP_017024634.1|DKIK	LOC108018966|XP_036678170.1|DSUZ
OG0000439	LOC108083169|XP_017034345.1|DKIK	LOC108013344|XP_016934639.1|DSUZ
OG0000440	LOC108077986|XP_017027018.1|DKIK	LOC108008672|XP_016928055.1|DSUZ
OG0000440	LOC108082620|XP_017033588.1|DKIK	LOC108019879|XP_016943439.1|DSUZ
OG0000441	LOC108074643|XP_017022247.1|DKIK	LOC108008822|XP_016928217.1|DSUZ
OG0000441	LOC108074644|XP_017022249.1|DKIK	LOC108008775|XP_016928162.1|DSUZ
OG0000443	LOC108080255|XP_017030403.1|DKIK, LOC108080396|XP_017030616.1|DKIK, LOC108072664|XP_017019388.1|DKIK	LOC108013304|XP_016934583.1|DSUZ
OG0000443	LOC108072655|XP_017019378.1|DKIK, LOC108080243|XP_017030390.1|DKIK, LOC108080352|XP_017030550.1|DKIK	LOC108012529|XP_016933432.1|DSUZ
OG0000444	LOC108074770|XP_017022436.1|DKIK	LOC108007875|XP_016927132.1|DSUZ
OG0000444	LOC108074843|XP_017022540.1|DKIK	LOC108007868|XP_016927122.1|DSUZ
OG0000446	LOC108071671|XP_017017965.1|DKIK	LOC108019010|XP_016942111.1|DSUZ
OG0000446	LOC108071847|XP_017018250.1|DKIK	LOC108004749|XP_036677041.1|DSUZ
OG0000446	LOC108081512|XP_017032220.1|DKIK	LOC108009402|XP_016929210.1|DSUZ
OG0000447	LOC108079776|XP_017029708.1|DKIK	LOC108013084|XP_016934197.1|DSUZ
OG0000448	LOC108082707|XP_017033707.1|DKIK	LOC108017085|XP_016939533.2|DSUZ
OG0000448	LOC108082730|XP_017033728.1|DKIK	LOC108014083|XP_016935592.2|DSUZ
OG0000449	LOC108071941|XP_017018395.1|DKIK	LOC108020868|XP_036671767.1|DSUZ
OG0000449	LOC108072563|XP_017019234.1|DKIK	LOC108021257|XP_016945368.1|DSUZ
OG0000450	LOC108079404|XP_017029217.1|DKIK	LOC108019075|XP_016942217.1|DSUZ
OG0000450	LOC108084703|XP_017036529.1|DKIK	LOC108016894|XP_036676322.1|DSUZ
OG0000451	LOC108076082|XP_017024283.1|DKIK	LOC108016591|XP_016938766.1|DSUZ
OG0000451	LOC108076081|XP_017024282.1|DKIK	LOC108016592|XP_036676188.1|DSUZ
OG0000453	LOC108084913|XP_017036799.1|DKIK	LOC118877963|XP_036674647.1|DSUZ, LOC108020853|XP_036672809.1|DSUZ
OG0000453	LOC108084917|XP_017036803.1|DKIK, LOC108077617|XP_017026516.1|DKIK	LOC108020851|XP_036672808.1|DSUZ, LOC118877962|XP_036674640.1|DSUZ
OG0000454	LOC108070654|XP_017016711.1|DKIK	LOC108015818|XP_016937871.2|DSUZ
OG0000454	LOC108079774|XP_017029706.1|DKIK	LOC108013082|XP_016934196.1|DSUZ
OG0000456	LOC108072278|XP_017018836.1|DKIK	LOC108020414|XP_016944206.1|DSUZ
OG0000456	LOC108074417|XP_017021940.1|DKIK	LOC108020927|XP_036671536.1|DSUZ
OG0000457	LOC108082674|XP_017033662.1|DKIK	LOC108005323|XP_016924031.1|DSUZ
OG0000457	LOC108082816|XP_017033863.1|DKIK	LOC108019578|XP_016942904.2|DSUZ
OG0000458	LOC108077048|XP_017025684.1|DKIK	LOC108014288|XP_016935825.1|DSUZ
OG0000460	LOC108074617|XP_017022232.1|DKIK	LOC108007890|XP_016927151.1|DSUZ
OG0000462	LOC108084354|XP_017036007.1|DKIK	LOC108010752|XP_016931167.2|DSUZ
OG0000462	LOC108084353|XP_017036005.1|DKIK	LOC108017564|XP_016940139.1|DSUZ
OG0000462	LOC108084355|XP_017036008.1|DKIK	LOC108017565|XP_016940140.2|DSUZ
OG0000463	LOC108080899|XP_017031290.1|DKIK, LOC108080898|XP_017031289.1|DKIK	LOC108007797|XP_016927042.2|DSUZ
OG0000463	LOC108079928|XP_017029952.1|DKIK	LOC108011215|XP_016931797.1|DSUZ
OG0000463	LOC108081015|XP_017031444.1|DKIK	LOC108007796|XP_016927041.2|DSUZ
OG0000464	LOC108077050|XP_017025685.1|DKIK	LOC108014289|XP_016935840.1|DSUZ
OG0000464	LOC108077213|XP_017025952.1|DKIK	LOC108014300|XP_016935856.1|DSUZ
OG0000465	LOC108073582|XP_017020757.1|DKIK	LOC108011527|XP_036673957.1|DSUZ
OG0000465	LOC108073460|XP_017020584.1|DKIK	LOC108011523|XP_036673955.1|DSUZ
OG0000466	LOC108074182|XP_017021608.1|DKIK	LOC108016918|XP_016939330.1|DSUZ
OG0000466	LOC108079659|XP_017029545.1|DKIK	LOC108013661|XP_016935075.1|DSUZ
OG0000467	LOC108081325|XP_017031949.1|DKIK	LOC108018020|XP_036670100.1|DSUZ
OG0000467	LOC108081341|XP_017031974.1|DKIK	LOC108017712|XP_036669874.1|DSUZ
OG0000468	LOC108084970|XP_017036876.1|DKIK	LOC108010784|XP_016931201.1|DSUZ
OG0000468	LOC108082452|XP_017033312.1|DKIK	LOC108009113|XP_016928673.1|DSUZ
OG0000469	LOC108076038|XP_017024189.1|DKIK	LOC108014119|XP_036668774.1|DSUZ
OG0000469	LOC108076065|XP_017024252.1|DKIK	LOC108014052|XP_016935562.1|DSUZ
OG0000470	LOC108070393|XP_017016331.1|DKIK	LOC108017617|XP_036672103.1|DSUZ, LOC108020082|XP_036677850.1|DSUZ
OG0000470	LOC108075274|XP_017023144.1|DKIK	LOC108013619|XP_036671664.1|DSUZ
OG0000471	LOC108079721|XP_017029619.1|DKIK	LOC108012591|XP_016933499.1|DSUZ
OG0000471	LOC108077428|XP_017026222.1|DKIK	LOC108009126|XP_016928709.1|DSUZ
OG0000473	LOC108071783|XP_017018135.1|DKIK	LOC108014968|XP_016936678.2|DSUZ
OG0000473	LOC108083596|XP_017034948.1|DKIK	LOC108016544|XP_036676746.1|DSUZ
OG0000474	LOC108079579|XP_017029413.1|DKIK, LOC108077899|XP_017026927.1|DKIK	LOC108005377|XP_016924125.1|DSUZ
OG0000474	LOC108073876|XP_017021151.1|DKIK	LOC108015900|XP_036671476.1|DSUZ
OG0000475	LOC108075636|XP_017023667.1|DKIK	LOC108020525|XP_036672950.1|DSUZ
OG0000475	LOC108075549|XP_017023543.1|DKIK	LOC118877864|XP_036674078.1|DSUZ, LOC118877773|XP_036673696.1|DSUZ, LOC108020495|XP_016944315.2|DSUZ
OG0000476	LOC108073314|XP_017020364.1|DKIK	LOC108016105|XP_036673125.1|DSUZ, LOC108016110|XP_016938200.1|DSUZ
OG0000476	LOC108073304|XP_017020350.1|DKIK	LOC108016111|XP_016938201.1|DSUZ
OG0000477	LOC108071406|XP_017017637.1|DKIK	LOC108014382|XP_016935973.2|DSUZ
OG0000477	LOC108071405|XP_017017636.1|DKIK	LOC108006246|XP_036673189.1|DSUZ
OG0000478	LOC108071712|XP_017018022.1|DKIK	LOC108004597|XP_016923025.2|DSUZ
OG0000478	LOC108078864|XP_017028465.1|DKIK	LOC108014075|XP_016935585.1|DSUZ
OG0000479	LOC108073343|XP_017020396.1|DKIK	LOC108006976|XP_016926072.2|DSUZ, LOC118877645|XP_036673110.1|DSUZ
OG0000480	LOC108086211|XP_017038563.1|DKIK	LOC108016562|XP_016938727.1|DSUZ
OG0000480	LOC108086210|XP_017038562.1|DKIK	LOC108016583|XP_016938760.1|DSUZ
OG0000482	LOC108080476|XP_017030709.1|DKIK	LOC108017408|XP_016939923.2|DSUZ
OG0000482	LOC108075900|XP_017024048.1|DKIK	LOC108015957|XP_016938028.2|DSUZ
OG0000483	LOC108073197|XP_017020201.1|DKIK	LOC108005709|XP_016924526.2|DSUZ
OG0000483	LOC108073174|XP_017020169.1|DKIK	LOC108005710|XP_016924527.2|DSUZ
OG0000484	LOC108084350|XP_017036002.1|DKIK	LOC108017569|XP_016940145.2|DSUZ
OG0000484	LOC108084351|XP_017036003.1|DKIK	LOC108017567|XP_016940142.1|DSUZ
OG0000485	LOC108080610|XP_017030923.1|DKIK	LOC118877427|XP_036672099.1|DSUZ
OG0000485	LOC108080626|XP_017030938.1|DKIK, LOC108080596|XP_017030896.1|DKIK	LOC108012216|XP_036672092.1|DSUZ
OG0000486	LOC108076434|XP_017024778.1|DKIK	LOC108009654|XP_016929661.1|DSUZ
OG0000486	LOC108076431|XP_017024774.1|DKIK	LOC108009652|XP_016929658.1|DSUZ
OG0000487	LOC108074667|XP_017022275.1|DKIK	LOC108008683|XP_016928066.1|DSUZ
OG0000487	LOC108074745|XP_017022408.1|DKIK	LOC108010089|XP_016930397.1|DSUZ
OG0000488	LOC108086095|XP_017038411.1|DKIK	LOC108020884|XP_016944776.1|DSUZ
OG0000488	LOC108086096|XP_017038412.1|DKIK	LOC108020896|XP_016944803.2|DSUZ
OG0000488	LOC108082664|XP_017033651.1|DKIK, LOC108082692|XP_017033686.1|DKIK	LOC108009623|XP_016929603.1|DSUZ
OG0000489	LOC108077567|XP_017026451.1|DKIK	LOC108010818|XP_016931254.2|DSUZ
