Orthogroup	DKIK.longest_only	DSEC.longest_only
OG0000899	LOC108071460|XP_017017712.1|DKIK	LOC6607307|XP_002032086.1|DSEC
OG0000900	LOC108076240|XP_017024477.1|DKIK	LOC6615584|XP_002039958.1|DSEC
OG0000900	LOC108076239|XP_017024476.1|DKIK	LOC6615583|XP_002039957.2|DSEC
OG0000901	LOC108072219|XP_017018771.1|DKIK, LOC108072217|XP_017018769.1|DKIK	LOC6615461|XP_002039841.2|DSEC
OG0000901	LOC108072218|XP_017018770.1|DKIK, LOC108072302|XP_017018858.1|DKIK	LOC6615462|XP_002039842.1|DSEC
OG0000902	LOC108071737|XP_017018050.1|DKIK	LOC116802200|XP_032581772.1|DSEC
OG0000902	LOC108071668|XP_017017962.1|DKIK	LOC6620244|XP_032580961.1|DSEC
OG0000903	LOC108073863|XP_017021138.1|DKIK	LOC6611102|XP_002035659.1|DSEC
OG0000903	LOC108073892|XP_017021170.1|DKIK	LOC6611100|XP_002035657.1|DSEC
OG0000904	LOC108079705|XP_017029600.1|DKIK	LOC6610580|XP_002035153.2|DSEC
OG0000904	LOC108079706|XP_017029601.1|DKIK	LOC6610581|XP_002035154.2|DSEC
OG0000904	LOC108079707|XP_017029602.1|DKIK	LOC6610582|XP_002035155.1|DSEC
OG0000906	LOC108078022|XP_017027072.1|DKIK, LOC108078065|XP_017027119.1|DKIK, LOC108078055|XP_017027108.1|DKIK	LOC6608612|XP_002033346.1|DSEC
OG0000906	LOC108078048|XP_017027100.1|DKIK	LOC6608613|XP_002033347.1|DSEC
OG0000907	LOC108072186|XP_017018731.1|DKIK	LOC6615815|XP_002040185.1|DSEC
OG0000909	LOC108075505|XP_017023461.1|DKIK	LOC6607638|XP_002032403.1|DSEC
OG0000910	LOC108085003|XP_017036921.1|DKIK	LOC6606919|XP_002031713.1|DSEC
OG0000911	LOC108072458|XP_017019080.1|DKIK, LOC108073054|XP_017020010.1|DKIK	LOC6609682|XP_002034340.1|DSEC
OG0000912	LOC108083145|XP_017034316.1|DKIK	LOC116801077|XP_032574508.1|DSEC, LOC6605832|XP_032574507.1|DSEC
OG0000913	LOC108070453|XP_017016419.1|DKIK	LOC6605466|XP_032574182.1|DSEC
OG0000914	LOC108082394|XP_017033228.1|DKIK	LOC6608834|XP_002033548.1|DSEC
OG0000915	LOC108082506|XP_017033424.1|DKIK	LOC6609408|XP_002034093.1|DSEC
OG0000915	LOC108076219|XP_017024450.1|DKIK	LOC6612492|XP_002037000.1|DSEC
OG0000916	LOC108079611|XP_017029464.1|DKIK	LOC6611642|XP_032580078.1|DSEC
OG0000917	LOC108075845|XP_017023912.1|DKIK	LOC6611627|XP_032583393.1|DSEC
OG0000918	LOC108072530|XP_017019193.1|DKIK	LOC6613207|XP_002037687.2|DSEC
OG0000920	LOC108080991|XP_017031409.1|DKIK	LOC6619810|XP_032580254.1|DSEC
OG0000921	LOC108083454|XP_017034713.1|DKIK	LOC6616091|XP_032580964.1|DSEC, LOC6616090|XP_032582357.1|DSEC
OG0000922	LOC108072650|XP_017019370.1|DKIK, LOC108072646|XP_017019365.1|DKIK	LOC6610726|XP_002035292.1|DSEC
OG0000923	LOC108080592|XP_017030889.1|DKIK	LOC6618300|XP_002042573.1|DSEC
OG0000923	LOC108083198|XP_017034390.1|DKIK	LOC6607230|XP_032577914.1|DSEC
OG0000924	LOC108072920|XP_017019757.1|DKIK, LOC108080521|XP_017030801.1|DKIK	LOC6618584|XP_002042843.1|DSEC
OG0000925	LOC108073679|XP_017020895.1|DKIK	LOC6612909|XP_032578017.1|DSEC, LOC6612908|XP_002037400.1|DSEC
OG0000926	LOC108080467|XP_017030693.1|DKIK	LOC6614154|XP_032577216.1|DSEC
OG0000926	LOC108080979|XP_017031394.1|DKIK	LOC6606220|XP_032577462.1|DSEC
OG0000927	LOC108085566|XP_017037694.1|DKIK	LOC6617059|XP_002041387.1|DSEC
OG0000927	LOC108085555|XP_017037682.1|DKIK	LOC6617062|XP_002041390.1|DSEC
OG0000928	LOC108082887|XP_017033958.1|DKIK	LOC6611773|XP_002036296.1|DSEC
OG0000928	LOC108082712|XP_017033709.1|DKIK	LOC6611772|XP_032571033.1|DSEC
OG0000929	LOC108077338|XP_017026116.1|DKIK	LOC6613114|XP_002037595.1|DSEC
OG0000929	LOC108077336|XP_017026114.1|DKIK	LOC6613113|XP_002037594.1|DSEC
OG0000930	LOC108078597|XP_017028007.1|DKIK, LOC108078712|XP_017028185.1|DKIK	LOC6605864|XP_002030678.1|DSEC
OG0000930	LOC108078596|XP_017028006.1|DKIK, LOC108078598|XP_017028008.1|DKIK	LOC6605865|XP_002030679.1|DSEC
OG0000931	LOC108072257|XP_017018813.1|DKIK	LOC6615664|XP_032572414.1|DSEC
OG0000931	LOC108075812|XP_017023873.1|DKIK	LOC6613649|XP_032577182.1|DSEC
OG0000932	LOC108075016|XP_017022756.1|DKIK	LOC6616250|XP_002040614.2|DSEC
OG0000932	LOC108074987|XP_017022707.1|DKIK	LOC6616251|XP_002040615.1|DSEC
OG0000933	LOC108076690|XP_017025132.1|DKIK	LOC6615257|XP_002039663.1|DSEC
OG0000933	LOC108076691|XP_017025133.1|DKIK	LOC6615258|XP_002039664.1|DSEC
OG0000934	LOC108070808|XP_017016898.1|DKIK	LOC6608176|XP_002032921.1|DSEC
OG0000934	LOC108070806|XP_017016896.1|DKIK	LOC6608175|XP_002032920.1|DSEC
OG0000935	LOC108081000|XP_017031423.1|DKIK	LOC6612625|XP_032578720.1|DSEC
OG0000936	LOC108084501|XP_017036228.1|DKIK	LOC116801584|XP_032577980.1|DSEC
OG0000936	LOC108079174|XP_017028914.1|DKIK	LOC6618499|XP_002042759.1|DSEC
OG0000937	LOC108085040|XP_017036981.1|DKIK	LOC6617126|XP_032579342.1|DSEC
OG0000938	LOC108072262|XP_017018819.1|DKIK	LOC6615658|XP_002040029.1|DSEC
OG0000938	LOC108071227|XP_017017404.1|DKIK	LOC6619597|XP_002043812.1|DSEC
OG0000939	LOC108079613|XP_017029477.1|DKIK	LOC116802135|XP_032581286.1|DSEC, LOC116802146|XP_032581342.1|DSEC, LOC6611576|XP_002036114.1|DSEC
OG0000939	LOC108079583|XP_017029416.1|DKIK	LOC6611582|XP_002036120.1|DSEC
OG0000940	LOC108074917|XP_017022636.1|DKIK	LOC6618983|XP_002043228.1|DSEC
OG0000940	LOC108079065|XP_017028768.1|DKIK	LOC6610338|XP_002034924.1|DSEC
OG0000941	LOC108085781|XP_017038020.1|DKIK	LOC6617464|XP_002041781.1|DSEC
OG0000942	LOC108085817|XP_017038057.1|DKIK	LOC6616407|XP_032574982.1|DSEC
OG0000943	LOC108073102|XP_017020081.1|DKIK	LOC6608698|XP_002033422.1|DSEC
OG0000943	LOC108073103|XP_017020083.1|DKIK	LOC6608699|XP_002033423.1|DSEC
OG0000944	LOC108079276|XP_017029060.1|DKIK	LOC6618481|XP_032581292.1|DSEC
OG0000945	LOC108071508|XP_017017763.1|DKIK	LOC6610272|XP_002034867.1|DSEC
OG0000945	LOC108071507|XP_017017762.1|DKIK	LOC6610271|XP_002034866.1|DSEC
OG0000946	LOC108077032|XP_017025650.1|DKIK	LOC6611600|XP_002036137.1|DSEC
OG0000947	LOC108072101|XP_017018604.1|DKIK	LOC6612995|XP_002037486.1|DSEC
OG0000948	LOC108079716|XP_017029614.1|DKIK	LOC6610640|XP_002035207.1|DSEC
OG0000949	LOC108084555|XP_017036300.1|DKIK, LOC108084576|XP_017036340.1|DKIK	LOC6618660|XP_032581651.1|DSEC
OG0000950	LOC108083483|XP_017034767.1|DKIK	LOC6615018|XP_032580003.1|DSEC
OG0000950	LOC108084079|XP_017035589.1|DKIK	LOC6614277|XP_002038717.2|DSEC
OG0000951	LOC108077880|XP_017026904.1|DKIK	LOC6606663|XP_002031463.1|DSEC
OG0000952	LOC108071722|XP_017018039.1|DKIK	LOC116803447|XP_032583053.1|DSEC
OG0000952	LOC108082189|XP_017032998.1|DKIK	LOC6617705|XP_002042017.1|DSEC
OG0000952	LOC108085616|XP_017037780.1|DKIK	LOC116803451|XP_032583054.1|DSEC
OG0000954	LOC108085099|XP_017037060.1|DKIK	LOC6619176|XP_002043402.1|DSEC
OG0000955	LOC108080214|XP_017030361.1|DKIK	LOC116801736|XP_032578838.1|DSEC
OG0000955	LOC108080203|XP_017030352.1|DKIK	LOC6607575|XP_032579427.1|DSEC
OG0000956	LOC108081765|XP_017032456.1|DKIK	LOC6619058|XP_002043299.1|DSEC
OG0000956	LOC108081768|XP_017032459.1|DKIK	LOC6619062|XP_002043303.1|DSEC
OG0000957	LOC108072874|XP_017019681.1|DKIK	LOC6609710|XP_032571919.1|DSEC
OG0000957	LOC108072872|XP_017019680.1|DKIK	LOC6609709|XP_002034366.1|DSEC
OG0000958	LOC108083524|XP_017034845.1|DKIK, LOC108084591|XP_017036355.1|DKIK, LOC108080064|XP_017030136.1|DKIK	LOC116801391|XP_032576342.1|DSEC
OG0000958	LOC108072285|XP_017018842.1|DKIK	LOC116800455|XP_032571445.1|DSEC
OG0000959	LOC108074312|XP_017021798.1|DKIK, LOC108085502|XP_017037611.1|DKIK	LOC6618346|XP_002042618.1|DSEC, LOC6617095|XP_002041422.1|DSEC
OG0000960	LOC108079356|XP_017029153.1|DKIK	LOC6616021|XP_032581363.1|DSEC
OG0000961	LOC108083661|XP_017035023.1|DKIK	LOC6605848|XP_002030662.1|DSEC
OG0000961	LOC108083660|XP_017035022.1|DKIK	LOC6605845|XP_002030659.1|DSEC
OG0000962	LOC108080897|XP_017031288.1|DKIK, LOC108080964|XP_017031367.1|DKIK, LOC108080947|XP_017031347.1|DKIK	LOC6607586|XP_032577821.1|DSEC, LOC116801558|XP_032577823.1|DSEC
OG0000962	LOC108080929|XP_017031321.1|DKIK	LOC6607587|XP_002032356.1|DSEC
OG0000963	LOC108083374|XP_017034609.1|DKIK	LOC6614871|XP_002039289.1|DSEC
OG0000964	LOC108082287|XP_017033107.1|DKIK	LOC6609407|XP_032571870.1|DSEC
OG0000965	LOC108071693|XP_017017996.1|DKIK	LOC6620465|XP_002044646.1|DSEC
OG0000966	LOC108085120|XP_017037110.1|DKIK	LOC6609068|XP_002033771.1|DSEC
OG0000966	LOC108073749|XP_017021006.1|DKIK	LOC6612914|XP_002037406.2|DSEC
OG0000968	LOC108073933|XP_017021226.1|DKIK	LOC6605972|XP_032574238.1|DSEC
OG0000969	LOC108078155|XP_017027287.1|DKIK	LOC6615281|XP_002039685.1|DSEC
OG0000970	LOC108083723|XP_017035118.1|DKIK, LOC108083724|XP_017035119.1|DKIK	LOC6618721|XP_002042980.1|DSEC
OG0000971	LOC108076913|XP_017025445.1|DKIK	LOC6614440|XP_002038873.1|DSEC
OG0000972	LOC108071650|XP_017017934.1|DKIK	LOC6610964|XP_002035521.1|DSEC
OG0000972	LOC108071219|XP_017017391.1|DKIK	LOC6616140|XP_002040505.1|DSEC
OG0000973	LOC108080070|XP_017030141.1|DKIK, LOC108080059|XP_017030130.1|DKIK	LOC6616205|XP_032581130.1|DSEC
OG0000974	LOC108073292|XP_017020336.1|DKIK	LOC6610698|XP_002035264.1|DSEC
OG0000975	LOC108072112|XP_017018622.1|DKIK, LOC108072110|XP_017018621.1|DKIK	LOC6606813|XP_032576736.1|DSEC
OG0000976	LOC108081096|XP_017031575.1|DKIK	LOC6607264|XP_032577403.1|DSEC
OG0000977	LOC108084189|XP_017035775.1|DKIK	LOC6606297|XP_002031102.2|DSEC
OG0000978	LOC108085097|XP_017037058.1|DKIK	LOC6608510|XP_032571996.1|DSEC
OG0000978	LOC108070731|XP_017016817.1|DKIK	LOC6606843|XP_002031640.1|DSEC
OG0000979	LOC108078293|XP_017027560.1|DKIK	LOC6615523|XP_002039902.2|DSEC
OG0000980	LOC108084938|XP_017036826.1|DKIK	LOC6617105|XP_002041432.2|DSEC
OG0000981	LOC108076948|XP_017025487.1|DKIK	LOC6611968|XP_002036485.1|DSEC
OG0000982	LOC108082775|XP_017033801.1|DKIK	LOC6606782|XP_002031579.1|DSEC
OG0000984	LOC108083699|XP_017035087.1|DKIK, LOC108082723|XP_017033720.1|DKIK	LOC6613597|XP_002038066.2|DSEC
OG0000985	LOC108072868|XP_017019676.1|DKIK	LOC6609651|XP_032573059.1|DSEC
OG0000985	LOC108073023|XP_017019970.1|DKIK	LOC116800704|XP_032573060.1|DSEC
OG0000986	LOC108072527|XP_017019190.1|DKIK	LOC6614392|XP_002038829.1|DSEC
OG0000986	LOC108081858|XP_017032586.1|DKIK	LOC6619315|XP_032578676.1|DSEC
OG0000987	LOC108082146|XP_017032938.1|DKIK	LOC6611783|XP_032581513.1|DSEC
OG0000988	LOC108076139|XP_017024359.1|DKIK	LOC6617686|XP_002041998.2|DSEC
OG0000990	LOC108083544|XP_017034878.1|DKIK	LOC6615014|XP_002039431.1|DSEC
OG0000991	LOC108083958|XP_017035454.1|DKIK	LOC6619823|XP_032582639.1|DSEC
OG0000992	LOC108071288|XP_017017470.1|DKIK	LOC6607556|XP_032577108.1|DSEC
OG0000993	LOC108085880|XP_017038130.1|DKIK	LOC6612814|XP_002037315.1|DSEC
OG0000993	LOC108085881|XP_017038132.1|DKIK	LOC6612813|XP_002037314.1|DSEC
OG0000994	LOC108080250|XP_017030398.1|DKIK	LOC6612314|XP_002036824.1|DSEC
OG0000995	LOC108084852|XP_017036721.1|DKIK	LOC6606093|XP_002030902.1|DSEC, LOC116802021|XP_032580766.1|DSEC, LOC6619930|XP_002044143.1|DSEC
OG0000996	LOC108082519|XP_017033435.1|DKIK	LOC6608733|XP_002033456.2|DSEC
OG0000997	LOC108081260|XP_017031843.1|DKIK	LOC6608935|XP_032571774.1|DSEC
OG0000998	LOC108078690|XP_017028177.1|DKIK	LOC6621276|XP_032573674.1|DSEC
OG0000999	LOC108072261|XP_017018818.1|DKIK	LOC6615673|XP_002040044.1|DSEC
OG0000999	LOC108079434|XP_017029257.1|DKIK	LOC6615898|XP_002040268.1|DSEC
OG0001000	LOC108070373|XP_017020185.1|DKIK	LOC116802433|XP_032582803.1|DSEC
OG0001001	LOC108078212|XP_017027386.1|DKIK	LOC6609276|XP_032572227.1|DSEC
OG0001002	LOC108074347|XP_017021860.1|DKIK	LOC6614556|XP_002038984.2|DSEC
OG0001003	LOC108075484|XP_017023431.1|DKIK	LOC6620475|XP_002044681.1|DSEC
OG0001003	LOC108079135|XP_017028875.1|DKIK	LOC116800331|XP_032570320.1|DSEC
OG0001004	LOC108083194|XP_017034385.1|DKIK	LOC6620038|XP_002044250.1|DSEC
OG0001004	LOC108083197|XP_017034389.1|DKIK	LOC6607065|XP_002031853.1|DSEC
OG0001005	LOC108082663|XP_017033650.1|DKIK	LOC6614645|XP_002039072.1|DSEC
OG0001005	LOC108083840|XP_017035306.1|DKIK	LOC116802128|XP_032581252.1|DSEC
OG0001006	LOC108084086|XP_017035598.1|DKIK	LOC6606329|XP_002031134.1|DSEC
OG0001006	LOC108073824|XP_017021093.1|DKIK	LOC6605347|XP_002030182.1|DSEC
OG0001007	LOC108072131|XP_017018655.1|DKIK	LOC6613009|XP_032571832.1|DSEC
OG0001008	LOC108077891|XP_017026917.1|DKIK	LOC6618753|XP_002043011.1|DSEC
OG0001008	LOC108083356|XP_017034588.1|DKIK	LOC6617907|XP_002042214.1|DSEC
OG0001009	LOC108073420|XP_017020527.1|DKIK	LOC6620892|XP_002045084.2|DSEC, LOC6617022|XP_032578844.1|DSEC
OG0001010	LOC108079536|XP_017029361.1|DKIK	LOC6617204|XP_002041531.1|DSEC
OG0001011	LOC108079000|XP_017028667.1|DKIK	LOC6618432|XP_032582690.1|DSEC
OG0001011	LOC108085343|XP_017037388.1|DKIK	LOC6614507|XP_002038938.1|DSEC
OG0001012	LOC108080501|XP_017030752.1|DKIK, LOC108080502|XP_017030754.1|DKIK	LOC6619947|XP_002044159.1|DSEC, LOC6619948|XP_002044160.2|DSEC
OG0001013	LOC108073829|XP_017021097.1|DKIK	LOC6605364|XP_032576099.1|DSEC
OG0001013	LOC108075023|XP_017022766.1|DKIK	LOC6616254|XP_032574596.1|DSEC
OG0001014	LOC108073967|XP_017021298.1|DKIK	LOC6605396|XP_032574091.1|DSEC
OG0001015	LOC108080031|XP_017030095.1|DKIK	LOC6620637|XP_032580583.1|DSEC
OG0001015	LOC108080038|XP_017030104.1|DKIK	LOC6620645|XP_002044839.1|DSEC
OG0001016	LOC108081050|XP_017031509.1|DKIK	LOC6616934|XP_002041264.1|DSEC
OG0001016	LOC108082915|XP_017033988.1|DKIK	LOC6618072|XP_002042370.1|DSEC
OG0001017	LOC108076348|XP_017024630.1|DKIK	LOC116800671|XP_032572823.1|DSEC
OG0001017	LOC108082984|XP_017034095.1|DKIK, LOC108083016|XP_017034133.1|DKIK	LOC6610515|XP_002035095.1|DSEC, LOC6605768|XP_002030583.1|DSEC
OG0001018	LOC108084093|XP_017035607.1|DKIK, LOC108080174|XP_017030310.1|DKIK, LOC108080173|XP_017030308.1|DKIK, LOC108080172|XP_017030307.1|DKIK	LOC6607639|XP_002032404.1|DSEC
OG0001019	LOC108084986|XP_017036899.1|DKIK	LOC6617123|XP_002041450.2|DSEC
OG0001020	LOC108080030|XP_017030092.1|DKIK	LOC6615137|XP_032581956.1|DSEC
OG0001021	LOC108075935|XP_017024061.1|DKIK	LOC6611427|XP_032574506.1|DSEC
OG0001022	LOC108071850|XP_017018253.1|DKIK	LOC6619991|XP_002044203.1|DSEC
OG0001024	LOC108085012|XP_017036943.1|DKIK	LOC6617108|XP_032579182.1|DSEC
OG0001025	LOC108074005|XP_017021355.1|DKIK	LOC6605410|XP_002030243.1|DSEC
OG0001026	LOC108076644|XP_017025065.1|DKIK	LOC6608092|XP_032570255.1|DSEC
OG0001027	LOC108085516|XP_017037630.1|DKIK	LOC6618348|XP_002042620.1|DSEC
OG0001028	LOC108074640|XP_017022248.1|DKIK	LOC6611347|XP_002035893.1|DSEC
OG0001029	LOC108078245|XP_017027457.1|DKIK	LOC6608579|XP_032570102.1|DSEC
OG0001031	LOC108084782|XP_017036594.1|DKIK	LOC6619338|XP_032583163.1|DSEC
OG0001032	LOC108079449|XP_017029276.1|DKIK	LOC6620695|XP_002044899.1|DSEC, LOC6621234|XP_002045411.1|DSEC, LOC6620696|XP_002044898.2|DSEC, LOC6620697|XP_002044897.2|DSEC
OG0001032	LOC108081290|XP_017031869.1|DKIK	LOC6620520|XP_032571457.1|DSEC
OG0001033	LOC108080217|XP_017030362.1|DKIK, LOC108078390|XP_017027734.1|DKIK	LOC6616612|XP_002040969.2|DSEC
OG0001034	LOC108084763|XP_017036569.1|DKIK	LOC6605606|XP_002030424.1|DSEC
OG0001035	LOC108074240|XP_017021673.1|DKIK	LOC6620089|XP_002044303.1|DSEC
OG0001035	LOC108074238|XP_017021671.1|DKIK	LOC6620090|XP_002044304.2|DSEC
OG0001037	LOC108073574|XP_017020750.1|DKIK, LOC108073575|XP_017020751.1|DKIK, LOC108073576|XP_017020752.1|DKIK	LOC6605205|XP_032574034.1|DSEC
OG0001038	LOC108073428|XP_017020539.1|DKIK	LOC6620384|XP_032577157.1|DSEC
OG0001038	LOC108073417|XP_017020528.1|DKIK	LOC6620385|XP_002044594.1|DSEC
OG0001039	LOC108077675|XP_017026585.1|DKIK, LOC108077674|XP_017026584.1|DKIK	LOC6606385|XP_032576162.1|DSEC
OG0001040	LOC108078696|XP_017028137.1|DKIK	LOC6606023|XP_002030834.1|DSEC
OG0001040	LOC108077648|XP_017026550.1|DKIK	LOC6616964|XP_002041292.1|DSEC, LOC6616965|XP_002041293.1|DSEC
OG0001041	LOC108071279|XP_017017460.1|DKIK	LOC6619198|XP_002043419.1|DSEC, LOC6619197|XP_002043418.1|DSEC, LOC6619195|XP_002043417.1|DSEC, LOC6619194|XP_002043416.1|DSEC
OG0001042	LOC108073663|XP_017020877.1|DKIK	LOC6612924|XP_002037416.1|DSEC
OG0001043	LOC108079351|XP_017029147.1|DKIK	LOC116802168|XP_032581465.1|DSEC
OG0001044	LOC108070916|XP_017017061.1|DKIK	LOC6608046|XP_032571244.1|DSEC
OG0001045	LOC108072423|XP_017019022.1|DKIK	LOC6609232|XP_032572772.1|DSEC
OG0001046	LOC108072898|XP_017019710.1|DKIK	LOC6609647|XP_002034321.1|DSEC, LOC6609648|XP_002034322.1|DSEC
OG0001047	LOC108070838|XP_017016949.1|DKIK, LOC108070744|XP_017016829.1|DKIK, LOC108078240|XP_017027436.1|DKIK	LOC6609010|XP_002033715.1|DSEC
OG0001048	LOC108072345|XP_017018925.1|DKIK	LOC6615445|XP_002039827.1|DSEC
OG0001049	LOC108078877|XP_017028491.1|DKIK	LOC6610803|XP_032574486.1|DSEC
OG0001050	LOC108079831|XP_017029820.1|DKIK	LOC6605984|XP_032574052.1|DSEC
OG0001051	LOC108076997|XP_017025556.1|DKIK	LOC6611855|XP_002036377.1|DSEC
OG0001052	LOC108074871|XP_017022580.1|DKIK	LOC6611669|XP_002036204.1|DSEC
OG0001053	LOC108080091|XP_017030188.1|DKIK	LOC6612514|XP_032582127.1|DSEC, LOC116802029|XP_032580820.1|DSEC
OG0001054	LOC108083707|XP_017035093.1|DKIK	LOC6607495|XP_002032264.1|DSEC
OG0001054	LOC108083709|XP_017035095.1|DKIK	LOC6607494|XP_002032263.1|DSEC
OG0001055	LOC108082646|XP_017033618.1|DKIK	LOC6606789|XP_002031586.2|DSEC
OG0001055	LOC108083163|XP_017034342.1|DKIK	LOC6606788|XP_002031585.2|DSEC
OG0001056	LOC108075630|XP_017023656.1|DKIK	LOC6614525|XP_002038956.1|DSEC
OG0001056	LOC108079283|XP_017029069.1|DKIK	LOC6620726|XP_032581188.1|DSEC
OG0001057	LOC108082223|XP_017033050.1|DKIK	LOC6611805|XP_002036327.1|DSEC
OG0001058	LOC108083573|XP_017034919.1|DKIK	LOC6618566|XP_002042825.2|DSEC
OG0001059	LOC108073902|XP_017021181.1|DKIK	LOC6619415|XP_032575640.1|DSEC
OG0001060	LOC108077859|XP_017026881.1|DKIK	LOC6616845|XP_002041181.1|DSEC
OG0001061	LOC108084014|XP_017035516.1|DKIK	LOC6621199|XP_002045375.1|DSEC
OG0001061	LOC108084015|XP_017035517.1|DKIK	LOC6606997|XP_002031786.1|DSEC
OG0001062	LOC108070727|XP_017016814.1|DKIK	LOC6614037|XP_002038491.2|DSEC
OG0001062	LOC108070669|XP_017016731.1|DKIK	LOC6614130|XP_032578487.1|DSEC
OG0001063	LOC108079933|XP_017029957.1|DKIK	LOC116802003|XP_032580671.1|DSEC
OG0001063	LOC108074202|XP_017021630.1|DKIK	LOC6618613|XP_002042872.1|DSEC
OG0001064	LOC108075994|XP_017024136.1|DKIK	LOC6618553|XP_002042810.2|DSEC
OG0001064	LOC108071663|XP_017017957.1|DKIK	LOC6619007|XP_002043252.1|DSEC
OG0001065	LOC108085212|XP_017037230.1|DKIK, LOC108078088|XP_017027164.1|DKIK	LOC6608429|XP_032571078.1|DSEC
OG0001066	LOC108082285|XP_017033104.1|DKIK, LOC108082284|XP_017033103.1|DKIK, LOC108082479|XP_017033377.1|DKIK	LOC6609899|XP_032570721.1|DSEC
OG0001066	LOC108082958|XP_017034063.1|DKIK	LOC6615037|XP_032580788.1|DSEC
OG0001067	LOC108075964|XP_017024102.1|DKIK	LOC6613660|XP_002038130.1|DSEC
OG0001067	LOC108075967|XP_017024104.1|DKIK	LOC116802959|XP_032582960.1|DSEC
OG0001068	LOC108085980|XP_017038270.1|DKIK	LOC6610878|XP_002035441.2|DSEC
OG0001068	LOC108073773|XP_017021028.1|DKIK	LOC6605375|XP_032576081.1|DSEC
OG0001069	LOC108070764|XP_017016849.1|DKIK	LOC116801973|XP_032580357.1|DSEC, LOC116800183|XP_032581367.1|DSEC, LOC6618532|XP_002042792.2|DSEC, LOC6618501|XP_032581003.1|DSEC, LOC116802155|XP_032581401.1|DSEC, LOC6618534|XP_002042794.2|DSEC, LOC6618531|XP_002042791.1|DSEC, LOC6618818|XP_002043067.1|DSEC
OG0001070	LOC108080457|XP_017030683.1|DKIK	LOC6614129|XP_032577464.1|DSEC
OG0001071	LOC108076910|XP_017025439.1|DKIK, LOC108077175|XP_017025901.1|DKIK	LOC6612099|XP_002036616.2|DSEC
OG0001072	LOC108073823|XP_017021092.1|DKIK	LOC6605344|XP_002030179.1|DSEC
OG0001073	LOC108085579|XP_017037729.1|DKIK	LOC6617087|XP_002041414.2|DSEC
OG0001074	LOC108070919|XP_017017067.1|DKIK	LOC6608973|XP_032571685.1|DSEC
OG0001075	LOC108078750|XP_017028265.1|DKIK	LOC6604868|XP_032574941.1|DSEC
OG0001077	LOC108071597|XP_017017866.1|DKIK, LOC108071213|XP_017017383.1|DKIK	LOC6621163|XP_002045341.1|DSEC
OG0001077	LOC108083044|XP_017034162.1|DKIK	LOC116801060|XP_032574380.1|DSEC
OG0001078	LOC108082944|XP_017034050.1|DKIK	LOC6614898|XP_002039315.1|DSEC
OG0001079	LOC108072731|XP_017019482.1|DKIK	LOC6610748|XP_002035314.1|DSEC
OG0001080	LOC108071527|XP_017017788.1|DKIK	LOC6610285|XP_002034880.2|DSEC
OG0001081	LOC108077554|XP_017026471.1|DKIK	LOC6619032|XP_002043277.1|DSEC
OG0001082	LOC108076768|XP_017025258.1|DKIK	LOC6621745|XP_032572277.1|DSEC
OG0001083	LOC108078724|XP_017028214.1|DKIK	LOC6604873|XP_032573381.1|DSEC
OG0001084	LOC108076334|XP_017024607.1|DKIK	LOC6607881|XP_002032635.1|DSEC
OG0001085	LOC108070934|XP_017017075.1|DKIK	LOC6619129|XP_032572986.1|DSEC
OG0001086	LOC108072084|XP_017018584.1|DKIK	LOC6613005|XP_002037495.1|DSEC
OG0001087	LOC108082001|XP_017032734.1|DKIK	LOC6612138|XP_032569915.1|DSEC, LOC6612140|XP_002036657.1|DSEC
OG0001088	LOC108078633|XP_017028046.1|DKIK	LOC6604959|XP_002029802.1|DSEC
OG0001089	LOC108079909|XP_017029932.1|DKIK	LOC6610761|XP_032576065.1|DSEC
OG0001090	LOC108080588|XP_017030885.1|DKIK	LOC6610668|XP_002035235.1|DSEC
OG0001092	LOC108085244|XP_017037278.1|DKIK	LOC6611331|XP_002035878.1|DSEC
OG0001093	LOC108077437|XP_017026241.1|DKIK	LOC6611264|XP_032583748.1|DSEC
OG0001094	LOC108074441|XP_017021969.1|DKIK, LOC108074385|XP_017021900.1|DKIK	LOC6611254|XP_032578107.1|DSEC
OG0001095	LOC108082550|XP_017033479.1|DKIK	LOC6609917|XP_002034567.1|DSEC
OG0001096	LOC108082837|XP_017033891.1|DKIK	LOC6614585|XP_002039013.1|DSEC
OG0001097	LOC108077768|XP_017026750.1|DKIK, LOC108085847|XP_017038097.1|DKIK	LOC116802437|XP_032582804.1|DSEC
OG0001098	LOC108073897|XP_017021175.1|DKIK	LOC6605318|XP_032575605.1|DSEC
OG0001099	LOC108085828|XP_017038071.1|DKIK, LOC108085788|XP_017038024.1|DKIK	LOC6616400|XP_032574808.1|DSEC
OG0001100	LOC108084959|XP_017036901.1|DKIK	LOC6620436|XP_032573194.1|DSEC
OG0001101	LOC108076293|XP_017024549.1|DKIK	LOC6609547|XP_002034230.1|DSEC
OG0001102	LOC108075176|XP_017022986.1|DKIK	LOC6605658|XP_002030476.1|DSEC
OG0001103	LOC108077848|XP_017026867.1|DKIK	LOC6616866|XP_002041202.1|DSEC
OG0001104	LOC108082432|XP_017033291.1|DKIK	LOC6608813|XP_002033527.1|DSEC
OG0001105	LOC108080121|XP_017030241.1|DKIK	LOC6608773|XP_002033494.1|DSEC
OG0001106	LOC108070700|XP_017016778.1|DKIK	LOC6620279|XP_032579869.1|DSEC
