Orthogroup	DKIK.longest_only	HILL.longest_only
OG0000547	LOC108084471|XP_017036174.1|DKIK	LOC119647208|XP_037903959.1|HILL
OG0000548	LOC108085792|XP_017038029.1|DKIK, LOC108085791|XP_017038028.1|DKIK	LOC119648167|XP_037905674.1|HILL
OG0000549	LOC108076479|XP_017024857.1|DKIK	LOC119660128|XP_037924458.1|HILL
OG0000550	LOC108079069|XP_017028772.1|DKIK, LOC108079054|XP_017028750.1|DKIK	LOC119650203|XP_037908697.1|HILL
OG0000551	LOC108072919|XP_017019753.1|DKIK	LOC119661503|XP_037926798.1|HILL
OG0000552	LOC108085919|XP_017038183.1|DKIK, LOC108085913|XP_017038175.1|DKIK	LOC119657020|XP_037919696.1|HILL, LOC119657023|XP_037919700.1|HILL, LOC119657073|XP_037919758.1|HILL, LOC119656915|XP_037919535.1|HILL
OG0000553	LOC108077083|XP_017025740.1|DKIK	LOC119652353|XP_037912361.1|HILL, LOC119651107|XP_037910399.1|HILL, LOC119652197|XP_037912068.1|HILL, LOC119652782|XP_037913025.1|HILL, LOC119652904|XP_037913208.1|HILL, LOC119652988|XP_037913340.1|HILL, LOC119653119|XP_037913572.1|HILL, LOC119652708|XP_037912917.1|HILL, LOC119652693|XP_037912898.1|HILL, LOC119651106|XP_037910398.1|HILL
OG0000554	LOC108081171|XP_017031716.1|DKIK, LOC108081172|XP_017031717.1|DKIK	LOC119651856|XP_037911586.1|HILL, LOC119652805|XP_037913057.1|HILL
OG0000555	LOC108078648|XP_017028068.1|DKIK, LOC108079897|XP_017029914.1|DKIK	LOC119648055|XP_037905444.1|HILL
OG0000556	LOC108080353|XP_017030546.1|DKIK, LOC108081229|XP_017031794.1|DKIK	LOC119659049|XP_037922885.1|HILL
OG0000557	LOC108080430|XP_017030652.1|DKIK, LOC108080431|XP_017030653.1|DKIK	LOC119659626|XP_037923754.1|HILL
OG0000558	LOC108080944|XP_017031338.1|DKIK, LOC108071723|XP_017018036.1|DKIK	LOC119659239|XP_037923147.1|HILL
OG0000559	LOC108085900|XP_017038154.1|DKIK	LOC119647433|XP_037904272.1|HILL
OG0000560	LOC108081832|XP_017032562.1|DKIK, LOC108081831|XP_017032561.1|DKIK	LOC119654637|XP_037916040.1|HILL
OG0000561	LOC108070495|XP_017016479.1|DKIK, LOC108070492|XP_017016474.1|DKIK	LOC119650153|XP_037908622.1|HILL
OG0000562	LOC108073960|XP_017021286.1|DKIK, LOC108073994|XP_017021336.1|DKIK	LOC119649585|XP_037907718.1|HILL
OG0000564	LOC108085799|XP_017038036.1|DKIK, LOC108085794|XP_017038032.1|DKIK	LOC119649867|XP_037908166.1|HILL, LOC119648690|XP_037906417.1|HILL, LOC119650426|XP_037909168.1|HILL, LOC119648337|XP_037905960.1|HILL, LOC119648889|XP_037906714.1|HILL, LOC119649866|XP_037908165.1|HILL
OG0000566	LOC108071462|XP_017017713.1|DKIK, LOC108075244|XP_017023090.1|DKIK	LOC119660791|XP_037925522.1|HILL
OG0000567	LOC108084641|XP_017036421.1|DKIK	LOC119657916|XP_037921030.1|HILL
OG0000567	LOC108084683|XP_017036504.1|DKIK	LOC119658459|XP_037921792.1|HILL
OG0000568	LOC108085757|XP_017037985.1|DKIK, LOC108083804|XP_017035235.1|DKIK, LOC108077780|XP_017026767.1|DKIK	LOC119651423|XP_037910946.1|HILL
OG0000570	LOC108077843|XP_017026860.1|DKIK, LOC108077850|XP_017026871.1|DKIK	LOC119651757|XP_037911423.1|HILL, LOC119651789|XP_037911477.1|HILL
OG0000571	LOC108077621|XP_017026518.1|DKIK, LOC108077798|XP_017026802.1|DKIK	LOC119650737|XP_037909726.1|HILL
OG0000572	LOC108083921|XP_017035405.1|DKIK, LOC108083922|XP_017035408.1|DKIK	LOC119656874|XP_037919466.1|HILL
OG0000573	LOC108075269|XP_017023129.1|DKIK, LOC108076428|XP_017024771.1|DKIK	LOC119647662|XP_037904661.1|HILL
OG0000574	LOC108078692|XP_017028132.1|DKIK, LOC108073352|XP_017020408.1|DKIK	LOC119648800|XP_037906577.1|HILL
OG0000575	LOC108070476|XP_017016449.1|DKIK, LOC108070487|XP_017016467.1|DKIK	LOC119649338|XP_037907372.1|HILL
OG0000576	LOC108085409|XP_017037467.1|DKIK, LOC108085392|XP_017037449.1|DKIK	LOC119654044|XP_037915135.1|HILL, LOC119656149|XP_037918413.1|HILL
OG0000577	LOC108079610|XP_017029463.1|DKIK	LOC119647125|XP_037903840.1|HILL
OG0000578	LOC108077257|XP_017026013.1|DKIK, LOC108086146|XP_017038495.1|DKIK	LOC119653922|XP_037915010.1|HILL
OG0000579	LOC108077659|XP_017026564.1|DKIK, LOC108070421|XP_017016364.1|DKIK	LOC119649997|XP_037908386.1|HILL
OG0000580	LOC108081497|XP_017032201.1|DKIK, LOC108081477|XP_017032163.1|DKIK, LOC108081498|XP_017032202.1|DKIK	LOC119659551|XP_037923629.1|HILL
OG0000581	LOC108084863|XP_017036739.1|DKIK	LOC119660219|XP_037924581.1|HILL
OG0000581	LOC108075271|XP_017023130.1|DKIK	LOC119656791|XP_037919319.1|HILL
OG0000582	LOC108082435|XP_017033298.1|DKIK	LOC119654484|XP_037915832.1|HILL
OG0000582	LOC108076617|XP_017025032.1|DKIK	LOC119655822|XP_037917856.1|HILL
OG0000583	LOC108074226|XP_017021659.1|DKIK, LOC108074225|XP_017021658.1|DKIK	LOC119652023|XP_037911888.1|HILL
OG0000590	LOC108079397|XP_017029211.1|DKIK	LOC119657678|XP_037920635.1|HILL
OG0000592	LOC108076818|XP_017025338.1|DKIK, LOC108074668|XP_017022276.1|DKIK	LOC119659301|XP_037923242.1|HILL
OG0000593	LOC108075714|XP_017023734.1|DKIK, LOC108084251|XP_017035882.1|DKIK	LOC119657963|XP_037921095.1|HILL
OG0000594	LOC108075727|XP_017023755.1|DKIK, LOC108080439|XP_017030663.1|DKIK	LOC119650603|XP_037909390.1|HILL
OG0000595	LOC108084252|XP_017035879.1|DKIK	LOC119656301|XP_037918671.1|HILL
OG0000596	LOC108080341|XP_017030530.1|DKIK, LOC108073310|XP_017020359.1|DKIK	LOC119660452|XP_037924939.1|HILL
OG0000597	LOC108081090|XP_017031569.1|DKIK, LOC108075666|XP_017023704.1|DKIK, LOC108086015|XP_017038315.1|DKIK	LOC119649414|XP_037907516.1|HILL
OG0000598	LOC108084589|XP_017036353.1|DKIK	LOC119658412|XP_037921737.1|HILL, LOC119658411|XP_037921736.1|HILL
OG0000599	LOC108073360|XP_017020413.1|DKIK	LOC119648545|XP_037906242.1|HILL
OG0000599	LOC108073267|XP_017020313.1|DKIK	LOC119649853|XP_037908137.1|HILL
OG0000600	LOC108081263|XP_017031846.1|DKIK, LOC108081210|XP_017031772.1|DKIK	LOC119649439|XP_037907520.1|HILL
OG0000601	LOC108075836|XP_017023900.1|DKIK, LOC108085347|XP_017037405.1|DKIK	LOC119651174|XP_037910521.1|HILL
OG0000602	LOC108072498|XP_017019154.1|DKIK, LOC108072504|XP_017019164.1|DKIK	LOC119652820|XP_037913075.1|HILL
OG0000603	LOC108074609|XP_017022218.1|DKIK, LOC108079639|XP_017029514.1|DKIK	LOC119648835|XP_037906632.1|HILL
OG0000604	LOC108086255|XP_017038629.1|DKIK, LOC108086257|XP_017038630.1|DKIK	LOC119646162|XP_037902463.1|HILL
OG0000605	LOC108081367|XP_017032009.1|DKIK	LOC119648165|XP_037905672.1|HILL, LOC119648166|XP_037905673.1|HILL, LOC119646796|XP_037903313.1|HILL, LOC119646425|XP_037902800.1|HILL
OG0000606	LOC108073322|XP_017020372.1|DKIK	LOC119654719|XP_037916167.1|HILL
OG0000607	LOC108071464|XP_017017716.1|DKIK, LOC108083212|XP_017034410.1|DKIK	LOC119658756|XP_037922377.1|HILL
OG0000608	LOC108072009|XP_017018476.1|DKIK	LOC119660519|XP_037925068.1|HILL
OG0000609	LOC108074395|XP_017021909.1|DKIK, LOC108079563|XP_017029393.1|DKIK, LOC108075615|XP_017023640.1|DKIK, LOC108076057|XP_017024232.1|DKIK	LOC119656119|XP_037918372.1|HILL
OG0000610	LOC108085528|XP_017037648.1|DKIK, LOC108072279|XP_017018833.1|DKIK	LOC119649121|XP_037907051.1|HILL, LOC119649122|XP_037907055.1|HILL
OG0000611	LOC108078251|XP_017027469.1|DKIK, LOC108076520|XP_017024918.1|DKIK	LOC119653447|XP_037913970.1|HILL
OG0000614	LOC108077821|XP_017026834.1|DKIK	LOC119656554|XP_037918852.1|HILL
OG0000615	LOC108084268|XP_017035916.1|DKIK, LOC108084201|XP_017035801.1|DKIK	LOC119660425|XP_037924901.1|HILL
OG0000616	LOC108083591|XP_017034940.1|DKIK, LOC108083607|XP_017034967.1|DKIK	LOC119658084|XP_037921275.1|HILL
OG0000617	LOC108083732|XP_017035129.1|DKIK, LOC108077690|XP_017026613.1|DKIK	LOC119657838|XP_037920889.1|HILL
OG0000618	LOC108075303|XP_017023192.1|DKIK	LOC119661044|XP_037926164.1|HILL
OG0000619	LOC108082559|XP_017033498.1|DKIK	LOC119651694|XP_037911332.1|HILL, LOC119651645|XP_037911248.1|HILL, LOC119651681|XP_037911308.1|HILL, LOC119661509|XP_037926807.1|HILL, LOC119660050|XP_037924358.1|HILL, LOC119651560|XP_037911121.1|HILL, LOC119652374|XP_037912399.1|HILL, LOC119651320|XP_037910781.1|HILL, LOC119652003|XP_037911861.1|HILL
OG0000620	LOC108080056|XP_017030128.1|DKIK, LOC108078775|XP_017028306.1|DKIK	LOC119648679|XP_037906400.1|HILL
OG0000621	LOC108084140|XP_017035673.1|DKIK, LOC108085770|XP_017038004.1|DKIK	LOC119657646|XP_037920585.1|HILL
OG0000622	LOC108079023|XP_017028691.1|DKIK, LOC108078615|XP_017028027.1|DKIK	LOC119648724|XP_037906463.1|HILL
OG0000623	LOC108074006|XP_017021356.1|DKIK	LOC119660837|XP_037925637.1|HILL
OG0000624	LOC108081185|XP_017031733.1|DKIK, LOC108081184|XP_017031732.1|DKIK	LOC119661506|XP_037926802.1|HILL
OG0000625	LOC108084418|XP_017036112.1|DKIK, LOC108084393|XP_017036076.1|DKIK	LOC119647703|XP_037904716.1|HILL
OG0000626	LOC108078051|XP_017027103.1|DKIK, LOC108076515|XP_017024912.1|DKIK	LOC119659286|XP_037923227.1|HILL
OG0000627	LOC108071875|XP_017018292.1|DKIK, LOC108076113|XP_017024328.1|DKIK	LOC119659638|XP_037923770.1|HILL
OG0000628	LOC108086261|XP_017038635.1|DKIK, LOC108076896|XP_017025418.1|DKIK	LOC119651049|XP_037910302.1|HILL
OG0000629	LOC108081482|XP_017032170.1|DKIK, LOC108081399|XP_017032048.1|DKIK	LOC119648529|XP_037906227.1|HILL
OG0000630	LOC108082830|XP_017033879.1|DKIK, LOC108082796|XP_017033835.1|DKIK	LOC119651180|XP_037910537.1|HILL
OG0000631	LOC108074611|XP_017022223.1|DKIK, LOC108072625|XP_017019343.1|DKIK	LOC119652812|XP_037913063.1|HILL
OG0000632	LOC108076936|XP_017025472.1|DKIK, LOC108074390|XP_017021903.1|DKIK	LOC119646777|XP_037903288.1|HILL
OG0000635	LOC108084176|XP_017035757.1|DKIK, LOC108079714|XP_017029611.1|DKIK	LOC119654737|XP_037916196.1|HILL
OG0000636	LOC108082705|XP_017033702.1|DKIK, LOC108082716|XP_017033713.1|DKIK	LOC119655022|XP_037916625.1|HILL
OG0000637	LOC108075983|XP_017024125.1|DKIK, LOC108076118|XP_017024335.1|DKIK	LOC119654896|XP_037916444.1|HILL
OG0000638	LOC108084584|XP_017036347.1|DKIK, LOC108084497|XP_017036225.1|DKIK	LOC119655413|XP_037917226.1|HILL
OG0000639	LOC108085804|XP_017038040.1|DKIK	LOC119650418|XP_037909141.1|HILL
OG0000642	LOC108082317|XP_017033136.1|DKIK, LOC108077329|XP_017026106.1|DKIK	LOC119660062|XP_037924369.1|HILL
OG0000644	LOC108073875|XP_017021150.1|DKIK, LOC108073783|XP_017021038.1|DKIK, LOC108073784|XP_017021039.1|DKIK	LOC119661516|XP_037926820.1|HILL
OG0000645	LOC108077460|XP_017026273.1|DKIK, LOC108077371|XP_017026155.1|DKIK	LOC119655188|XP_037916881.1|HILL, LOC119654809|XP_037916292.1|HILL, LOC119653941|XP_037915029.1|HILL, LOC119656165|XP_037918438.1|HILL, LOC119656265|XP_037918614.1|HILL
OG0000646	LOC108084599|XP_017036366.1|DKIK, LOC108081121|XP_017031617.1|DKIK	LOC119652293|XP_037912218.1|HILL
OG0000647	LOC108070657|XP_017016714.1|DKIK, LOC108085755|XP_017037983.1|DKIK	LOC119657425|XP_037920255.1|HILL
OG0000648	LOC108084297|XP_017035952.1|DKIK	LOC119657729|XP_037920700.1|HILL
OG0000649	LOC108083604|XP_017034962.1|DKIK, LOC108083350|XP_017034583.1|DKIK	LOC119656729|XP_037919190.1|HILL
OG0000650	LOC108084541|XP_017036267.1|DKIK	LOC119656608|XP_037918973.1|HILL
OG0000650	LOC108072475|XP_017019128.1|DKIK	LOC119660809|XP_037925577.1|HILL
OG0000651	LOC108078903|XP_017028525.1|DKIK, LOC108073486|XP_017020633.1|DKIK	LOC119651087|XP_037910365.1|HILL
OG0000652	LOC108076803|XP_017025318.1|DKIK, LOC108079433|XP_017029256.1|DKIK	LOC119647563|XP_037904526.1|HILL
OG0000653	LOC108077719|XP_017026659.1|DKIK, LOC108079129|XP_017028866.1|DKIK	LOC119652971|XP_037913303.1|HILL
OG0000654	LOC108078754|XP_017028271.1|DKIK	LOC119648654|XP_037906354.1|HILL
OG0000655	LOC108078258|XP_017027484.1|DKIK, LOC108077401|XP_017026189.1|DKIK, LOC108085750|XP_017037975.1|DKIK	LOC119661453|XP_037926732.1|HILL
OG0000656	LOC108085637|XP_017037812.1|DKIK, LOC108085638|XP_017037813.1|DKIK	LOC119659574|XP_037923659.1|HILL
OG0000657	LOC108078517|XP_017027916.1|DKIK	LOC119647275|XP_037904095.1|HILL
OG0000657	LOC108086102|XP_017038417.1|DKIK	LOC119661159|XP_037926303.1|HILL, LOC119651892|XP_037911641.1|HILL
OG0000658	LOC108083861|XP_017035336.1|DKIK, LOC108075610|XP_017023632.1|DKIK	LOC119653510|XP_037914098.1|HILL
OG0000660	LOC108076373|XP_017024672.1|DKIK	LOC119646862|XP_037903412.1|HILL
OG0000661	LOC108071541|XP_017017805.1|DKIK, LOC108077120|XP_017025809.1|DKIK	LOC119658210|XP_037921405.1|HILL
OG0000662	LOC108080704|XP_017031034.1|DKIK, LOC108085545|XP_017037673.1|DKIK	LOC119649469|XP_037907554.1|HILL
OG0000664	LOC108071230|XP_017017403.1|DKIK	LOC119653762|XP_037914671.1|HILL
OG0000665	LOC108073299|XP_017020343.1|DKIK, LOC108073369|XP_017020422.1|DKIK	LOC119660145|XP_037924473.1|HILL
OG0000666	LOC108084127|XP_017035658.1|DKIK, LOC108079237|XP_017029009.1|DKIK	LOC119659675|XP_037923827.1|HILL
OG0000667	LOC108071691|XP_017017994.1|DKIK, LOC108081509|XP_017032217.1|DKIK	LOC119659459|XP_037923471.1|HILL
OG0000668	LOC108084170|XP_017035745.1|DKIK	LOC119658829|XP_037922491.1|HILL
OG0000670	LOC108082858|XP_017033924.1|DKIK, LOC108084682|XP_017036503.1|DKIK	LOC119654928|XP_037916507.1|HILL
OG0000671	LOC108071215|XP_017017385.1|DKIK, LOC108077687|XP_017026608.1|DKIK	LOC119660816|XP_037925587.1|HILL
OG0000672	LOC108075092|XP_017022863.1|DKIK, LOC108083372|XP_017034606.1|DKIK	LOC119650087|XP_037908523.1|HILL
OG0000673	LOC108083475|XP_017034754.1|DKIK, LOC108083097|XP_017034239.1|DKIK	LOC119660964|XP_037925936.1|HILL
OG0000677	LOC108073822|XP_017021091.1|DKIK, LOC108074131|XP_017021520.1|DKIK	LOC119656746|XP_037919233.1|HILL
OG0000678	LOC108071447|XP_017017690.1|DKIK, LOC108079157|XP_017028898.1|DKIK	LOC119659257|XP_037923177.1|HILL
OG0000679	LOC108071699|XP_017018002.1|DKIK	LOC119656788|XP_037919316.1|HILL
OG0000680	LOC108084638|XP_017036414.1|DKIK, LOC108084675|XP_017036492.1|DKIK	LOC119657277|XP_037920044.1|HILL
OG0000681	LOC108085641|XP_017037815.1|DKIK, LOC108080288|XP_017030446.1|DKIK	LOC119656887|XP_037919485.1|HILL
OG0000683	LOC108084603|XP_017036374.1|DKIK, LOC108084534|XP_017036259.1|DKIK	LOC119650893|XP_037910000.1|HILL
OG0000684	LOC108080442|XP_017030667.1|DKIK, LOC108081086|XP_017031564.1|DKIK	LOC119651814|XP_037911533.1|HILL
OG0000685	LOC108085236|XP_017037268.1|DKIK, LOC108075614|XP_017023636.1|DKIK	LOC119650879|XP_037909972.1|HILL
OG0000686	LOC108070538|XP_017016553.1|DKIK, LOC108078985|XP_017028650.1|DKIK	LOC119661265|XP_037926448.1|HILL
OG0000687	LOC108082131|XP_017032922.1|DKIK, LOC108075059|XP_017022829.1|DKIK	LOC119648898|XP_037906728.1|HILL
OG0000688	LOC108072914|XP_017019733.1|DKIK	LOC119655131|XP_037916797.1|HILL
OG0000689	LOC108073146|XP_017020143.1|DKIK, LOC108073145|XP_017020142.1|DKIK	LOC119657177|XP_037919895.1|HILL
OG0000690	LOC108079228|XP_017029000.1|DKIK	LOC119653596|XP_037914274.1|HILL
OG0000691	LOC108074812|XP_017022497.1|DKIK, LOC108085522|XP_017037643.1|DKIK	LOC119649978|XP_037908346.1|HILL
OG0000692	LOC108071478|XP_017017726.1|DKIK, LOC108071479|XP_017017727.1|DKIK	LOC119648625|XP_037906323.1|HILL, LOC119647809|XP_037904952.1|HILL, LOC119652487|XP_037912595.1|HILL
OG0000693	LOC108083567|XP_017034912.1|DKIK	LOC119657578|XP_037920474.1|HILL
OG0000693	LOC108073438|XP_017020551.1|DKIK	LOC119657891|XP_037920962.1|HILL
OG0000694	LOC108080146|XP_017030269.1|DKIK, LOC108073998|XP_017021340.1|DKIK	LOC119653610|XP_037914300.1|HILL
OG0000695	LOC108082751|XP_017033756.1|DKIK, LOC108082750|XP_017033755.1|DKIK	LOC119652336|XP_037912278.1|HILL
OG0000696	LOC108085253|XP_017037293.1|DKIK	LOC119646793|XP_037903310.1|HILL
OG0000696	LOC108076939|XP_017025476.1|DKIK	LOC119661444|XP_037926717.1|HILL
OG0000697	LOC108080046|XP_017030114.1|DKIK, LOC108082242|XP_017033070.1|DKIK	LOC119650562|XP_037909296.1|HILL
OG0000698	LOC108074270|XP_017021730.1|DKIK	LOC119658246|XP_037921452.1|HILL
OG0000698	LOC108074264|XP_017021724.1|DKIK	LOC119647067|XP_037903752.1|HILL
OG0000699	LOC108072863|XP_017019669.1|DKIK, LOC108083649|XP_017035010.1|DKIK	LOC119651230|XP_037910634.1|HILL
OG0000700	LOC108079104|XP_017028827.1|DKIK, LOC108077455|XP_017026266.1|DKIK	LOC119646407|XP_037902779.1|HILL
OG0000701	LOC108070795|XP_017016884.1|DKIK, LOC108071853|XP_017018260.1|DKIK	LOC119646960|XP_037903587.1|HILL
OG0000702	LOC108077600|XP_017026483.1|DKIK, LOC108082899|XP_017034041.1|DKIK	LOC119660330|XP_037924740.1|HILL
OG0000703	LOC108085303|XP_017037349.1|DKIK, LOC108082552|XP_017033486.1|DKIK	LOC119654345|XP_037915612.1|HILL
OG0000704	LOC108071686|XP_017017989.1|DKIK, LOC108086018|XP_017038317.1|DKIK	LOC119656221|XP_037918548.1|HILL
OG0000705	LOC108079057|XP_017028755.1|DKIK, LOC108079056|XP_017028752.1|DKIK	LOC119647711|XP_037904729.1|HILL
OG0000707	LOC108072249|XP_017018799.1|DKIK, LOC108082650|XP_017033632.1|DKIK, LOC108083906|XP_017035391.1|DKIK	LOC119653490|XP_037914046.1|HILL
OG0000708	LOC108076059|XP_017024235.1|DKIK, LOC108083464|XP_017034736.1|DKIK	LOC119656653|XP_037919046.1|HILL
OG0000709	LOC108073680|XP_017020896.1|DKIK, LOC108079956|XP_017030004.1|DKIK	LOC119653532|XP_037914134.1|HILL
OG0000710	LOC108084057|XP_017035565.1|DKIK, LOC108073036|XP_017019986.1|DKIK	LOC119654565|XP_037915943.1|HILL
OG0000711	LOC108071897|XP_017018316.1|DKIK, LOC108071884|XP_017018302.1|DKIK, LOC108080141|XP_017030264.1|DKIK	LOC119656215|XP_037918541.1|HILL
OG0000713	LOC108070668|XP_017016729.1|DKIK, LOC108082348|XP_017033173.1|DKIK	LOC119655497|XP_037917327.1|HILL
OG0000714	LOC108071238|XP_017017411.1|DKIK, LOC108078824|XP_017028400.1|DKIK	LOC119648844|XP_037906647.1|HILL
OG0000716	LOC108073683|XP_017020898.1|DKIK, LOC108072801|XP_017019576.1|DKIK	LOC119649173|XP_037907129.1|HILL
OG0000717	LOC108072735|XP_017019491.1|DKIK	LOC119646150|XP_037902445.1|HILL, LOC119648535|XP_037906231.1|HILL, LOC119650388|XP_037909075.1|HILL, LOC119648930|XP_037906771.1|HILL
OG0000718	LOC108079305|XP_017029074.1|DKIK	LOC119660961|XP_037925932.1|HILL
OG0000719	LOC108078741|XP_017028253.1|DKIK, LOC108071564|XP_017017834.1|DKIK	LOC119649989|XP_037908372.1|HILL, LOC119649354|XP_037907390.1|HILL
OG0000724	LOC108074177|XP_017021602.1|DKIK, LOC108073732|XP_017020980.1|DKIK	LOC119657926|XP_037921041.1|HILL
OG0000726	LOC108070648|XP_017016706.1|DKIK, LOC108070665|XP_017016725.1|DKIK	LOC119653055|XP_037913462.1|HILL
OG0000727	LOC108084380|XP_017036061.1|DKIK	LOC119658886|XP_037922601.1|HILL
OG0000728	LOC108071694|XP_017017997.1|DKIK	LOC119650595|XP_037909372.1|HILL
OG0000729	LOC108085022|XP_017036957.1|DKIK, LOC108085023|XP_017036958.1|DKIK	LOC119652827|XP_037913083.1|HILL
OG0000730	LOC108078718|XP_017028206.1|DKIK, LOC108074512|XP_017022078.1|DKIK	LOC119647745|XP_037904788.1|HILL
OG0000731	LOC108078970|XP_017028624.1|DKIK, LOC108076237|XP_017024472.1|DKIK	LOC119646681|XP_037903161.1|HILL
OG0000732	LOC108078694|XP_017028134.1|DKIK, LOC108078695|XP_017028136.1|DKIK	LOC119648801|XP_037906578.1|HILL
OG0000733	LOC108086012|XP_017038312.1|DKIK	LOC119648378|XP_037906038.1|HILL
OG0000734	LOC108081454|XP_017032133.1|DKIK, LOC108073498|XP_017020647.1|DKIK	LOC119650154|XP_037908624.1|HILL
OG0000736	LOC108085357|XP_017037416.1|DKIK, LOC108085350|XP_017037404.1|DKIK	LOC119651873|XP_037911608.1|HILL
OG0000738	LOC108077040|XP_017025659.1|DKIK, LOC108077367|XP_017026152.1|DKIK	LOC119651288|XP_037910731.1|HILL
OG0000739	LOC108075611|XP_017023633.1|DKIK, LOC108075657|XP_017023694.1|DKIK	LOC119659661|XP_037923798.1|HILL
OG0000740	LOC108083172|XP_017034348.1|DKIK	LOC119660242|XP_037924623.1|HILL
OG0000741	LOC108083876|XP_017035354.1|DKIK	LOC119660617|XP_037925245.1|HILL
OG0000742	LOC108080040|XP_017030106.1|DKIK, LOC108080178|XP_017030315.1|DKIK	LOC119655245|XP_037916962.1|HILL
OG0000743	LOC108075241|XP_017023086.1|DKIK, LOC108072242|XP_017018792.1|DKIK	LOC119647882|XP_037905097.1|HILL
OG0000744	LOC108078531|XP_017027932.1|DKIK	LOC119654872|XP_037916395.1|HILL, LOC119655078|XP_037916705.1|HILL, LOC119655079|XP_037916706.1|HILL, LOC119653866|XP_037914852.1|HILL
OG0000745	LOC108078033|XP_017027083.1|DKIK, LOC108078546|XP_017027950.1|DKIK	LOC119659729|XP_037923913.1|HILL, LOC119657154|XP_037919858.1|HILL
OG0000746	LOC108076599|XP_017025001.1|DKIK	LOC119654765|XP_037916233.1|HILL
OG0000747	LOC108079115|XP_017028844.1|DKIK, LOC108083325|XP_017034558.1|DKIK	LOC119653703|XP_037914507.1|HILL
OG0000748	LOC108077369|XP_017026154.1|DKIK	LOC119657475|XP_037920323.1|HILL
OG0000750	LOC108082316|XP_017033135.1|DKIK, LOC108082584|XP_017033532.1|DKIK, LOC108073345|XP_017020399.1|DKIK	LOC119649340|XP_037907375.1|HILL, LOC119649569|XP_037907732.1|HILL, LOC119651028|XP_037910304.1|HILL, LOC119651099|XP_037910421.1|HILL
OG0000753	LOC108077811|XP_017026818.1|DKIK, LOC108078637|XP_017028055.1|DKIK	LOC119651896|XP_037911650.1|HILL
OG0000754	LOC108077035|XP_017025657.1|DKIK, LOC108075221|XP_017023052.1|DKIK	LOC119657544|XP_037920415.1|HILL
OG0000755	LOC108074038|XP_017021395.1|DKIK, LOC108074041|XP_017021398.1|DKIK	LOC119652498|XP_037912609.1|HILL
OG0000756	LOC108073593|XP_017020776.1|DKIK	LOC119651830|XP_037911552.1|HILL
OG0000756	LOC108073594|XP_017020777.1|DKIK	LOC119652905|XP_037913209.1|HILL
OG0000757	LOC108079838|XP_017029830.1|DKIK	LOC119647880|XP_037905096.1|HILL
OG0000758	LOC108071503|XP_017017755.1|DKIK, LOC108071501|XP_017017752.1|DKIK	LOC119648790|XP_037906564.1|HILL
OG0000759	LOC108075098|XP_017022871.1|DKIK, LOC108075327|XP_017023221.1|DKIK	LOC119648906|XP_037906739.1|HILL
OG0000760	LOC108076192|XP_017024412.1|DKIK	LOC119661608|XP_037926952.1|HILL
OG0000761	LOC108077102|XP_017025776.1|DKIK, LOC108076899|XP_017025423.1|DKIK	LOC119650713|XP_037909650.1|HILL
OG0000762	LOC108074861|XP_017022563.1|DKIK	LOC119661373|XP_037926619.1|HILL
OG0000763	LOC108081373|XP_017032016.1|DKIK, LOC108081376|XP_017032018.1|DKIK	LOC119646339|XP_037902693.1|HILL, LOC119647079|XP_037903764.1|HILL
OG0000764	LOC108075393|XP_017023292.1|DKIK	LOC119654962|XP_037916548.1|HILL
OG0000765	LOC108079037|XP_017028707.1|DKIK, LOC108084679|XP_017036499.1|DKIK	LOC119654298|XP_037915532.1|HILL
OG0000766	LOC108082721|XP_017033717.1|DKIK, LOC108076048|XP_017024211.1|DKIK	LOC119654919|XP_037916494.1|HILL
OG0000767	LOC108075363|XP_017023262.1|DKIK, LOC108083293|XP_017034518.1|DKIK	LOC119649895|XP_037908215.1|HILL
OG0000768	LOC108075006|XP_017022740.1|DKIK	LOC119650429|XP_037909174.1|HILL
OG0000769	LOC108081048|XP_017031507.1|DKIK, LOC108078219|XP_017027399.1|DKIK	LOC119657753|XP_037920735.1|HILL
OG0000770	LOC108073099|XP_017020075.1|DKIK, LOC108073098|XP_017020074.1|DKIK	LOC119661185|XP_037926332.1|HILL, LOC119653991|XP_037915091.1|HILL, LOC119661671|XP_037927036.1|HILL, LOC119653978|XP_037915071.1|HILL, LOC119654016|XP_037915109.1|HILL, LOC119653984|XP_037915075.1|HILL, LOC119658450|XP_037921786.1|HILL
OG0000771	LOC108080572|XP_017030869.1|DKIK, LOC108080560|XP_017030858.1|DKIK	LOC119658887|XP_037922605.1|HILL
OG0000772	LOC108072236|XP_017018787.1|DKIK, LOC108082553|XP_017033489.1|DKIK	LOC119647072|XP_037903758.1|HILL, LOC119646422|XP_037902795.1|HILL, LOC119661462|XP_037926751.1|HILL, LOC119646139|XP_037902424.1|HILL
OG0000774	LOC108072193|XP_017018741.1|DKIK, LOC108072192|XP_017018739.1|DKIK	LOC119657784|XP_037920791.1|HILL
OG0000778	LOC108085994|XP_017038284.1|DKIK, LOC108085897|XP_017038155.1|DKIK	LOC119657401|XP_037920220.1|HILL, LOC119657973|XP_037921113.1|HILL
OG0000779	LOC108083785|XP_017035200.1|DKIK	LOC119657107|XP_037919794.1|HILL
OG0000780	LOC108078537|XP_017027937.1|DKIK	LOC119657989|XP_037921134.1|HILL
