Orthogroup	DKIK.longest_only	DNOV.longest_only
OG0001825	LOC108082088|XP_017032873.1|DKIK, LOC108076685|XP_017025122.1|DKIK	LOC115767430|XP_030567569.1|DNOV
OG0001826	LOC108078548|XP_017027953.1|DKIK	LOC115759727|XP_030556608.1|DNOV
OG0001827	LOC108076265|XP_017024502.1|DKIK	LOC115758236|XP_030554648.1|DNOV
OG0001828	LOC108083831|XP_017035292.1|DKIK	LOC115767872|XP_030568092.1|DNOV, LOC115769940|XP_030570844.1|DNOV
OG0001829	LOC108082333|XP_017033152.1|DKIK	LOC115757828|XP_030554112.1|DNOV
OG0001830	LOC108086141|XP_017038486.1|DKIK	LOC115757906|XP_030554217.1|DNOV
OG0001831	LOC108080601|XP_017030909.1|DKIK	LOC115771387|XP_030572932.1|DNOV
OG0001832	LOC108071202|XP_017017372.1|DKIK	LOC115767569|XP_030567714.1|DNOV, LOC115767568|XP_030567713.1|DNOV, LOC115764066|XP_030562774.1|DNOV
OG0001833	LOC108071991|XP_017018454.1|DKIK	LOC115763798|XP_030562401.1|DNOV, LOC115761868|XP_030559731.1|DNOV
OG0001834	LOC108075532|XP_017023518.1|DKIK	LOC115761629|XP_030559318.1|DNOV
OG0001837	LOC108080258|XP_017030408.1|DKIK, LOC108072669|XP_017019393.1|DKIK, LOC108080413|XP_017030638.1|DKIK	LOC115769944|XP_030570848.1|DNOV
OG0001838	LOC108070809|XP_017016899.1|DKIK, LOC108083769|XP_017035183.1|DKIK, LOC108070910|XP_017017054.1|DKIK, LOC108070745|XP_017016830.1|DKIK	LOC115760883|XP_030558305.1|DNOV
OG0001839	LOC108076649|XP_017025070.1|DKIK	LOC115761395|XP_030559016.1|DNOV
OG0001841	LOC108071485|XP_017017732.1|DKIK, LOC108071483|XP_017017731.1|DKIK	LOC115770178|XP_030571198.1|DNOV
OG0001842	LOC108075052|XP_017022819.1|DKIK, LOC108075051|XP_017022818.1|DKIK	LOC115768084|XP_030568419.1|DNOV
OG0001843	LOC108083256|XP_017034452.1|DKIK	LOC115769341|XP_030569962.1|DNOV
OG0001844	LOC108072686|XP_017019413.1|DKIK	LOC115770246|XP_030571314.1|DNOV
OG0001845	LOC108072250|XP_017018800.1|DKIK	LOC115766547|XP_030566379.1|DNOV
OG0001846	LOC108075456|XP_017023398.1|DKIK, LOC108075464|XP_017023408.1|DKIK	LOC115771853|XP_030573595.1|DNOV
OG0001848	LOC108081262|XP_017031848.1|DKIK, LOC108075353|XP_017023250.1|DKIK	LOC115760422|XP_030557590.1|DNOV
OG0001849	LOC108084578|XP_017036341.1|DKIK	LOC115761359|XP_030558965.1|DNOV
OG0001850	LOC108084518|XP_017036241.1|DKIK	LOC115766803|XP_030566688.1|DNOV
OG0001851	LOC108082645|XP_017033607.1|DKIK	LOC115766706|XP_030566484.1|DNOV
OG0001852	LOC108078668|XP_017028092.1|DKIK	LOC115762768|XP_030560977.1|DNOV
OG0001853	LOC108085576|XP_017037704.1|DKIK	LOC115764018|XP_030562707.1|DNOV
OG0001854	LOC108085067|XP_017037022.1|DKIK	LOC115766463|XP_030566258.1|DNOV
OG0001855	LOC108076147|XP_017024363.1|DKIK	LOC115764515|XP_030563472.1|DNOV
OG0001856	LOC108083789|XP_017035203.1|DKIK	LOC115767288|XP_030567379.1|DNOV
OG0001857	LOC108080163|XP_017030295.1|DKIK	LOC115764274|XP_030563059.1|DNOV
OG0001858	LOC108082959|XP_017034065.1|DKIK	LOC115764273|XP_030563058.1|DNOV
OG0001859	LOC108084640|XP_017036420.1|DKIK	LOC115767823|XP_030568024.1|DNOV
OG0001860	LOC108080685|XP_017031007.1|DKIK	LOC115770400|XP_030571513.1|DNOV
OG0001861	LOC108073434|XP_017020585.1|DKIK	LOC115757772|XP_030554057.1|DNOV
OG0001862	LOC108074190|XP_017021621.1|DKIK	LOC115764693|XP_030563747.1|DNOV
OG0001863	LOC108080124|XP_017030244.1|DKIK	LOC115765257|XP_030564596.1|DNOV
OG0001864	LOC108075489|XP_017023433.1|DKIK	LOC115772134|XP_030573974.1|DNOV
OG0001865	LOC108076631|XP_017025050.1|DKIK	LOC115766372|XP_030566132.1|DNOV
OG0001866	LOC108081235|XP_017031806.1|DKIK	LOC115761422|XP_030559043.1|DNOV
OG0001867	LOC108071914|XP_017018350.1|DKIK	LOC115771049|XP_030572457.1|DNOV
OG0001868	LOC108073623|XP_017020812.1|DKIK	LOC115758670|XP_030555273.1|DNOV
OG0001869	LOC108071259|XP_017017434.1|DKIK	LOC115761194|XP_030558727.1|DNOV
OG0001870	LOC108084466|XP_017036166.1|DKIK	LOC115768684|XP_030569229.1|DNOV
OG0001871	LOC108080299|XP_017030461.1|DKIK	LOC115768171|XP_030568529.1|DNOV
OG0001872	LOC108073744|XP_017020996.1|DKIK	LOC115759595|XP_030556424.1|DNOV
OG0001873	LOC108073462|XP_017020587.1|DKIK	LOC115764771|XP_030563870.1|DNOV
OG0001874	LOC108073414|XP_017020508.1|DKIK	LOC115760351|XP_030557501.1|DNOV
OG0001875	LOC108073674|XP_017020889.1|DKIK	LOC115771918|XP_030573670.1|DNOV, LOC115771673|XP_030573347.1|DNOV
OG0001876	LOC108084712|XP_017036536.1|DKIK, LOC108084514|XP_017036239.1|DKIK	LOC115760594|XP_030557887.1|DNOV
OG0001877	LOC108078988|XP_017028652.1|DKIK	LOC115767797|XP_030567988.1|DNOV
OG0001878	LOC108074103|XP_017021490.1|DKIK	LOC115761751|XP_030559512.1|DNOV
OG0001879	LOC108073545|XP_017020717.1|DKIK	LOC115760404|XP_030557563.1|DNOV, LOC115760370|XP_030557523.1|DNOV, LOC115768249|XP_030568639.1|DNOV
OG0001880	LOC108084625|XP_017036402.1|DKIK	LOC115770589|XP_030571778.1|DNOV
OG0001881	LOC108084096|XP_017035612.1|DKIK	LOC115759502|XP_030556303.1|DNOV
OG0001882	LOC108085050|XP_017036999.1|DKIK	LOC115772033|XP_030573823.1|DNOV
OG0001883	LOC108071294|XP_017017482.1|DKIK	LOC115764818|XP_030563927.1|DNOV
OG0001884	LOC108071317|XP_017017514.1|DKIK	LOC115757676|XP_030553867.1|DNOV
OG0001885	LOC108082240|XP_017033066.1|DKIK	LOC115759111|XP_030555813.1|DNOV, LOC115760160|XP_030557232.1|DNOV
OG0001886	LOC108073418|XP_017020525.1|DKIK	LOC115761938|XP_030559833.1|DNOV
OG0001887	LOC108078247|XP_017027459.1|DKIK	LOC115758283|XP_030554707.1|DNOV
OG0001888	LOC108075589|XP_017023599.1|DKIK	LOC115763663|XP_030562194.1|DNOV
OG0001889	LOC108074160|XP_017021558.1|DKIK	LOC115767801|XP_030567992.1|DNOV
OG0001890	LOC108075070|XP_017022840.1|DKIK	LOC115771531|XP_030573128.1|DNOV
OG0001891	LOC108084021|XP_017035522.1|DKIK	LOC115771655|XP_030573320.1|DNOV
OG0001892	LOC108073953|XP_017021267.1|DKIK	LOC115758508|XP_030555058.1|DNOV
OG0001893	LOC108083981|XP_017035481.1|DKIK	LOC115764956|XP_030564138.1|DNOV
OG0001894	LOC108076730|XP_017025197.1|DKIK	LOC115762066|XP_030560013.1|DNOV
OG0001895	LOC108072470|XP_017019116.1|DKIK	LOC115766726|XP_030566542.1|DNOV
OG0001896	LOC108083536|XP_017034868.1|DKIK	LOC115763931|XP_030562582.1|DNOV
OG0001897	LOC108075601|XP_017023612.1|DKIK	LOC115771770|XP_030573484.1|DNOV
OG0001898	LOC108083562|XP_017034906.1|DKIK	LOC115768031|XP_030568313.1|DNOV
OG0001899	LOC108085725|XP_017037938.1|DKIK	LOC115764108|XP_030562823.1|DNOV
OG0001900	LOC108083250|XP_017034445.1|DKIK, LOC108083249|XP_017034443.1|DKIK	LOC115771504|XP_030573093.1|DNOV
OG0001901	LOC108075966|XP_017024107.1|DKIK	LOC115759717|XP_030556584.1|DNOV
OG0001903	LOC108077627|XP_017026526.1|DKIK	LOC115764070|XP_030562777.1|DNOV
OG0001904	LOC108084164|XP_017035732.1|DKIK	LOC115761380|XP_030558991.1|DNOV
OG0001905	LOC108082643|XP_017033606.1|DKIK	LOC115758229|XP_030554641.1|DNOV
OG0001906	LOC108084847|XP_017036710.1|DKIK	LOC115761740|XP_030559487.1|DNOV
OG0001907	LOC108083571|XP_017034916.1|DKIK	LOC115765120|XP_030564375.1|DNOV
OG0001908	LOC108083734|XP_017035131.1|DKIK	LOC115764870|XP_030564008.1|DNOV
OG0001909	LOC108071818|XP_017018213.1|DKIK	LOC115764258|XP_030563037.1|DNOV
OG0001910	LOC108084241|XP_017035864.1|DKIK	LOC115761223|XP_030558772.1|DNOV
OG0001911	LOC108077708|XP_017026648.1|DKIK	LOC115771744|XP_030573435.1|DNOV
OG0001912	LOC108073081|XP_017020038.1|DKIK	LOC115764176|XP_030562926.1|DNOV
OG0001913	LOC108076877|XP_017025395.1|DKIK	LOC115759034|XP_030555712.1|DNOV
OG0001914	LOC108084544|XP_017036272.1|DKIK	LOC115765000|XP_030564202.1|DNOV
OG0001915	LOC108075210|XP_017023035.1|DKIK	LOC115769764|XP_030570584.1|DNOV
OG0001916	LOC108082561|XP_017033500.1|DKIK	LOC115760856|XP_030558267.1|DNOV
OG0001917	LOC108070544|XP_017016559.1|DKIK	LOC115769493|XP_030570172.1|DNOV
OG0001918	LOC108079814|XP_017029786.1|DKIK	LOC115769529|XP_030570231.1|DNOV
OG0001919	LOC108076500|XP_017024882.1|DKIK	LOC115760024|XP_030557050.1|DNOV
OG0001920	LOC108079050|XP_017028743.1|DKIK	LOC115770603|XP_030571800.1|DNOV
OG0001921	LOC108070756|XP_017016842.1|DKIK	LOC115760460|XP_030557646.1|DNOV, LOC115760461|XP_030557647.1|DNOV, LOC115760458|XP_030557640.1|DNOV
OG0001922	LOC108076354|XP_017024639.1|DKIK	LOC115762129|XP_030560094.1|DNOV
OG0001923	LOC108073977|XP_017021312.1|DKIK	LOC115771012|XP_030572379.1|DNOV
OG0001924	LOC108072393|XP_017018992.1|DKIK	LOC115760157|XP_030557229.1|DNOV
OG0001925	LOC108070581|XP_017016624.1|DKIK	LOC115771261|XP_030572737.1|DNOV
OG0001926	LOC108078722|XP_017028208.1|DKIK	LOC115767167|XP_030567210.1|DNOV
OG0001927	LOC108082423|XP_017033278.1|DKIK	LOC115760492|XP_030557703.1|DNOV
OG0001928	LOC108071885|XP_017018303.1|DKIK	LOC115770504|XP_030571658.1|DNOV
OG0001929	LOC108071906|XP_017018327.1|DKIK	LOC115762803|XP_030561022.1|DNOV, LOC115770197|XP_030571221.1|DNOV
OG0001930	LOC108081091|XP_017031567.1|DKIK	LOC115760569|XP_030557842.1|DNOV
OG0001931	LOC108071866|XP_017018283.1|DKIK	LOC115769877|XP_030570739.1|DNOV
OG0001932	LOC108072728|XP_017019477.1|DKIK	LOC115769874|XP_030570734.1|DNOV
OG0001933	LOC108073016|XP_017019963.1|DKIK	LOC115760905|XP_030558336.1|DNOV
OG0001934	LOC108071971|XP_017018435.1|DKIK	LOC115770460|XP_030571597.1|DNOV
OG0001935	LOC108078905|XP_017028527.1|DKIK, LOC108078904|XP_017028526.1|DKIK	LOC115762662|XP_030560830.1|DNOV
OG0001937	LOC108073108|XP_017020088.1|DKIK	LOC115762183|XP_030560163.1|DNOV
OG0001938	LOC108078416|XP_017027769.1|DKIK	LOC115762263|XP_030560284.1|DNOV
OG0001939	LOC108077983|XP_017027015.1|DKIK	LOC115762272|XP_030560294.1|DNOV
OG0001940	LOC108084078|XP_017035592.1|DKIK	LOC115760577|XP_030557855.1|DNOV
OG0001941	LOC108079051|XP_017028746.1|DKIK	LOC115770706|XP_030571962.1|DNOV
OG0001942	LOC108080723|XP_017031065.1|DKIK	LOC115762127|XP_030560092.1|DNOV
OG0001943	LOC108078675|XP_017028097.1|DKIK	LOC115762841|XP_030561076.1|DNOV
OG0001944	LOC108079041|XP_017028713.1|DKIK	LOC115762568|XP_030560712.1|DNOV
OG0001945	LOC108076726|XP_017025187.1|DKIK	LOC115762425|XP_030560481.1|DNOV
OG0001946	LOC108076777|XP_017025270.1|DKIK	LOC115760940|XP_030558380.1|DNOV
OG0001947	LOC108072973|XP_017019897.1|DKIK	LOC115760661|XP_030557987.1|DNOV
OG0001948	LOC108081421|XP_017032093.1|DKIK, LOC108083353|XP_017034586.1|DKIK	LOC115771454|XP_030573029.1|DNOV
OG0001949	LOC108085827|XP_017038069.1|DKIK	LOC115768647|XP_030569182.1|DNOV
OG0001950	LOC108075508|XP_017023468.1|DKIK	LOC115759664|XP_030556520.1|DNOV
OG0001951	LOC108076290|XP_017024536.1|DKIK	LOC115758745|XP_030555365.1|DNOV
OG0001952	LOC108079474|XP_017029307.1|DKIK	LOC115762083|XP_030560039.1|DNOV
OG0001953	LOC108076782|XP_017025277.1|DKIK	LOC115762097|XP_030560057.1|DNOV
OG0001954	LOC108085139|XP_017037147.1|DKIK	LOC115763310|XP_030561671.1|DNOV
OG0001955	LOC108074456|XP_017022007.1|DKIK	LOC115771765|XP_030573482.1|DNOV
OG0001956	LOC108070564|XP_017016591.1|DKIK	LOC115766840|XP_030566748.1|DNOV
OG0001957	LOC108082592|XP_017033546.1|DKIK	LOC115760596|XP_030557890.1|DNOV
OG0001958	LOC108081205|XP_017031762.1|DKIK	LOC115760524|XP_030557758.1|DNOV
OG0001959	LOC108074999|XP_017022730.1|DKIK	LOC115770115|XP_030571096.1|DNOV
OG0001960	LOC108079046|XP_017028740.1|DKIK	LOC115765831|XP_030565415.1|DNOV
OG0001961	LOC108072375|XP_017018964.1|DKIK	LOC115762179|XP_030560160.1|DNOV
OG0001962	LOC108076728|XP_017025192.1|DKIK	LOC115762063|XP_030560010.1|DNOV
OG0001963	LOC108079812|XP_017029784.1|DKIK	LOC115769800|XP_030570627.1|DNOV
OG0001964	LOC108083407|XP_017034653.1|DKIK, LOC108078348|XP_017027645.1|DKIK	LOC115771265|XP_030572741.1|DNOV
OG0001965	LOC108079120|XP_017028850.1|DKIK	LOC115769589|XP_030570324.1|DNOV
OG0001966	LOC108075622|XP_017023645.1|DKIK	LOC115771932|XP_030573692.1|DNOV
OG0001967	LOC108082341|XP_017033163.1|DKIK	LOC115762391|XP_030560435.1|DNOV
OG0001968	LOC108080382|XP_017030596.1|DKIK	LOC115762913|XP_030561152.1|DNOV
OG0001969	LOC108076754|XP_017025240.1|DKIK	LOC115760761|XP_030558102.1|DNOV
OG0001970	LOC108076485|XP_017024862.1|DKIK	LOC115768334|XP_030568796.1|DNOV
OG0001971	LOC108082153|XP_017032943.1|DKIK	LOC115766604|XP_030566450.1|DNOV
OG0001972	LOC108072588|XP_017019284.1|DKIK	LOC115760311|XP_030557462.1|DNOV
OG0001973	LOC108076160|XP_017024375.1|DKIK	LOC115760699|XP_030558024.1|DNOV
OG0001974	LOC108076466|XP_017024840.1|DKIK	LOC115762105|XP_030560067.1|DNOV
OG0001975	LOC108075125|XP_017022897.1|DKIK	LOC115769364|XP_030570006.1|DNOV
OG0001976	LOC108072443|XP_017019060.1|DKIK	LOC115761148|XP_030558677.1|DNOV
OG0001977	LOC108077381|XP_017026164.1|DKIK	LOC115759789|XP_030556728.1|DNOV
OG0001978	LOC108082679|XP_017033667.1|DKIK	LOC115760175|XP_030557259.1|DNOV
OG0001979	LOC108079603|XP_017029451.1|DKIK	LOC115758658|XP_030555257.1|DNOV
OG0001980	LOC108074340|XP_017021850.1|DKIK	LOC115765570|XP_030565077.1|DNOV
OG0001981	LOC108081418|XP_017032089.1|DKIK	LOC115760038|XP_030557066.1|DNOV
OG0001982	LOC108084648|XP_017036428.1|DKIK	LOC115758463|XP_030554995.1|DNOV
OG0001983	LOC108077151|XP_017025873.1|DKIK	LOC115769289|XP_030569875.1|DNOV
OG0001984	LOC108082233|XP_017033060.1|DKIK	LOC115758903|XP_030555560.1|DNOV
OG0001985	LOC108077046|XP_017025668.1|DKIK	LOC115763598|XP_030562081.1|DNOV
OG0001986	LOC108075831|XP_017023891.1|DKIK	LOC115759304|XP_030556069.1|DNOV
OG0001987	LOC108084662|XP_017036476.1|DKIK	LOC115767543|XP_030567682.1|DNOV
OG0001988	LOC108074716|XP_017022348.1|DKIK	LOC115769820|XP_030570684.1|DNOV
OG0001989	LOC108078918|XP_017028548.1|DKIK	LOC115765971|XP_030565585.1|DNOV
OG0001990	LOC108077307|XP_017026078.1|DKIK	LOC115763028|XP_030561294.1|DNOV
OG0001992	LOC108074610|XP_017022222.1|DKIK	LOC115759131|XP_030555836.1|DNOV, LOC115759133|XP_030555842.1|DNOV
OG0001993	LOC108079977|XP_017030030.1|DKIK	LOC115763350|XP_030561728.1|DNOV
OG0001994	LOC108072992|XP_017019932.1|DKIK	LOC115757745|XP_030553995.1|DNOV
OG0001995	LOC108082686|XP_017033679.1|DKIK	LOC115769166|XP_030569725.1|DNOV
OG0001996	LOC108081354|XP_017031989.1|DKIK	LOC115765912|XP_030565518.1|DNOV
OG0001997	LOC108078336|XP_017027628.1|DKIK	LOC115762093|XP_030560054.1|DNOV
OG0001998	LOC108078297|XP_017027563.1|DKIK	LOC115762091|XP_030560049.1|DNOV
OG0001999	LOC108085136|XP_017037132.1|DKIK	LOC115763365|XP_030561756.1|DNOV
OG0002000	LOC108079580|XP_017029414.1|DKIK	LOC115760004|XP_030557022.1|DNOV
OG0002001	LOC108082742|XP_017033740.1|DKIK	LOC115759968|XP_030556976.1|DNOV
OG0002002	LOC108082580|XP_017033526.1|DKIK	LOC115760494|XP_030557705.1|DNOV, LOC115760740|XP_030558077.1|DNOV
OG0002003	LOC108075839|XP_017023908.1|DKIK	LOC115763218|XP_030561550.1|DNOV
OG0002004	LOC108085364|XP_017037424.1|DKIK	LOC115759781|XP_030556709.1|DNOV
OG0002005	LOC108075919|XP_017024042.1|DKIK	LOC115763578|XP_030562057.1|DNOV
OG0002006	LOC108082555|XP_017033496.1|DKIK	LOC115760208|XP_030557302.1|DNOV
OG0002007	LOC108084450|XP_017036148.1|DKIK	LOC115759324|XP_030556095.1|DNOV
OG0002008	LOC108074895|XP_017022607.1|DKIK	LOC115766796|XP_030566679.1|DNOV
OG0002009	LOC108076204|XP_017024427.1|DKIK	LOC115761031|XP_030558504.1|DNOV
OG0002010	LOC108076333|XP_017024609.1|DKIK	LOC115763050|XP_030561335.1|DNOV
OG0002011	LOC108072603|XP_017019313.1|DKIK	LOC115763011|XP_030561261.1|DNOV
OG0002012	LOC108081383|XP_017032029.1|DKIK	LOC115759718|XP_030556585.1|DNOV
OG0002013	LOC108082851|XP_017033913.1|DKIK	LOC115763443|XP_030561870.1|DNOV
OG0002014	LOC108078411|XP_017027756.1|DKIK	LOC115759745|XP_030556648.1|DNOV
OG0002015	LOC108079558|XP_017029386.1|DKIK	LOC115761514|XP_030559143.1|DNOV
OG0002016	LOC108078308|XP_017027589.1|DKIK	LOC115760906|XP_030558333.1|DNOV
OG0002017	LOC108077280|XP_017026047.1|DKIK	LOC115759752|XP_030556654.1|DNOV
OG0002018	LOC108082772|XP_017033794.1|DKIK	LOC115763535|XP_030562011.1|DNOV
OG0002019	LOC108076281|XP_017024550.1|DKIK	LOC115759772|XP_030556699.1|DNOV
OG0002020	LOC108082765|XP_017033781.1|DKIK	LOC115769293|XP_030569879.1|DNOV
OG0002021	LOC108082493|XP_017033401.1|DKIK	LOC115765447|XP_030564874.1|DNOV
OG0002022	LOC108081374|XP_017032017.1|DKIK	LOC115758806|XP_030555443.1|DNOV
OG0002023	LOC108080800|XP_017031180.1|DKIK	LOC115761667|XP_030559376.1|DNOV
OG0002024	LOC108076918|XP_017025450.1|DKIK	LOC115759881|XP_030556856.1|DNOV
OG0002025	LOC108082061|XP_017032828.1|DKIK	LOC115758848|XP_030555490.1|DNOV
OG0002026	LOC108080674|XP_017030996.1|DKIK	LOC115771419|XP_030572981.1|DNOV
OG0002027	LOC108078098|XP_017027181.1|DKIK	LOC115761741|XP_030559496.1|DNOV
OG0002028	LOC108076050|XP_017024218.1|DKIK, LOC108072159|XP_017018693.1|DKIK	LOC115758221|XP_030554631.1|DNOV
OG0002029	LOC108086000|XP_017038298.1|DKIK	LOC115769926|XP_030570825.1|DNOV
OG0002030	LOC108076201|XP_017024424.1|DKIK	LOC115771962|XP_030573735.1|DNOV
OG0002031	LOC108085132|XP_017037128.1|DKIK	LOC115757903|XP_030554211.1|DNOV
OG0002032	LOC108083177|XP_017034362.1|DKIK	LOC115770922|XP_030572240.1|DNOV
OG0002033	LOC108085957|XP_017038239.1|DKIK	LOC115768857|XP_030569418.1|DNOV
OG0002034	LOC108084665|XP_017036475.1|DKIK	LOC115767775|XP_030567960.1|DNOV
OG0002035	LOC108083182|XP_017034366.1|DKIK	LOC115763635|XP_030562124.1|DNOV, LOC115767251|XP_030567317.1|DNOV
OG0002036	LOC108084028|XP_017035530.1|DKIK	LOC115757738|XP_030553983.1|DNOV
OG0002037	LOC108079727|XP_017029626.1|DKIK	LOC115762826|XP_030561051.1|DNOV
OG0002038	LOC108079013|XP_017028680.1|DKIK, LOC108073373|XP_017020431.1|DKIK	LOC115770800|XP_030572083.1|DNOV
OG0002040	LOC108072873|XP_017019684.1|DKIK	LOC115761926|XP_030559817.1|DNOV
OG0002041	LOC108072293|XP_017018852.1|DKIK	LOC115766462|XP_030566257.1|DNOV, LOC115764556|XP_030563541.1|DNOV
OG0002042	LOC108085460|XP_017037564.1|DKIK	LOC115761759|XP_030559524.1|DNOV
OG0002043	LOC108085472|XP_017037577.1|DKIK	LOC115765736|XP_030565261.1|DNOV
OG0002044	LOC108084210|XP_017035814.1|DKIK	LOC115761617|XP_030559302.1|DNOV
OG0002045	LOC108083174|XP_017034350.1|DKIK	LOC115763890|XP_030562527.1|DNOV
OG0002046	LOC108079961|XP_017030011.1|DKIK	LOC115768309|XP_030568717.1|DNOV
OG0002047	LOC108079211|XP_017028969.1|DKIK	LOC115769126|XP_030569692.1|DNOV
OG0002048	LOC108080447|XP_017030672.1|DKIK	LOC115767928|XP_030568157.1|DNOV
OG0002049	LOC108085687|XP_017037873.1|DKIK	LOC115767880|XP_030568102.1|DNOV
OG0002050	LOC108081042|XP_017031495.1|DKIK	LOC115770932|XP_030572250.1|DNOV, LOC115770935|XP_030572252.1|DNOV
OG0002051	LOC108078149|XP_017027280.1|DKIK	LOC115771458|XP_030573037.1|DNOV
OG0002052	LOC108084431|XP_017036127.1|DKIK	LOC115762889|XP_030561123.1|DNOV
OG0002053	LOC108085453|XP_017037554.1|DKIK	LOC115759649|XP_030556497.1|DNOV
OG0002054	LOC108081176|XP_017031726.1|DKIK	LOC115761806|XP_030559611.1|DNOV
OG0002055	LOC108085636|XP_017037811.1|DKIK	LOC115770904|XP_030572203.1|DNOV
OG0002056	LOC108070471|XP_017016445.1|DKIK	LOC115770539|XP_030571703.1|DNOV
OG0002057	LOC108077078|XP_017025735.1|DKIK	LOC115758569|XP_030555140.1|DNOV
OG0002058	LOC108079068|XP_017028771.1|DKIK	LOC115762652|XP_030560818.1|DNOV
OG0002059	LOC108072019|XP_017018488.1|DKIK	LOC115766176|XP_030565879.1|DNOV
OG0002060	LOC108076496|XP_017024878.1|DKIK	LOC115761189|XP_030558725.1|DNOV
OG0002061	LOC108072174|XP_017018719.1|DKIK	LOC115765264|XP_030564882.1|DNOV
OG0002062	LOC108079941|XP_017029974.1|DKIK	LOC115768327|XP_030568744.1|DNOV
OG0002063	LOC108072456|XP_017019079.1|DKIK, LOC108083947|XP_017035440.1|DKIK	LOC115767993|XP_030568255.1|DNOV
OG0002064	LOC108081170|XP_017031715.1|DKIK, LOC108085026|XP_017036964.1|DKIK	LOC115768287|XP_030568686.1|DNOV
OG0002065	LOC108075219|XP_017023050.1|DKIK	LOC115769628|XP_030570396.1|DNOV
OG0002066	LOC108081024|XP_017031465.1|DKIK	LOC115770750|XP_030572015.1|DNOV
OG0002067	LOC108072160|XP_017018695.1|DKIK	LOC115758222|XP_030554632.1|DNOV
OG0002068	LOC108081221|XP_017031787.1|DKIK	LOC115760773|XP_030558121.1|DNOV
OG0002069	LOC108080967|XP_017031373.1|DKIK	LOC115767327|XP_030567430.1|DNOV
OG0002070	LOC108081481|XP_017032169.1|DKIK	LOC115766094|XP_030565763.1|DNOV
OG0002071	LOC108073441|XP_017020553.1|DKIK	LOC115772036|XP_030573833.1|DNOV
OG0002072	LOC108078438|XP_017027809.1|DKIK	LOC115760754|XP_030558092.1|DNOV
OG0002073	LOC108072714|XP_017019454.1|DKIK	LOC115770534|XP_030571696.1|DNOV
OG0002074	LOC108073130|XP_017020119.1|DKIK	LOC115764534|XP_030563505.1|DNOV
OG0002075	LOC108079672|XP_017029559.1|DKIK	LOC115759044|XP_030555728.1|DNOV
OG0002076	LOC108086116|XP_017038441.1|DKIK	LOC115758113|XP_030554497.1|DNOV
OG0002077	LOC108071506|XP_017017759.1|DKIK	LOC115762559|XP_030560699.1|DNOV
OG0002078	LOC108079835|XP_017029829.1|DKIK	LOC115757853|XP_030554149.1|DNOV
OG0002079	LOC108075033|XP_017022778.1|DKIK	LOC115770123|XP_030571117.1|DNOV
OG0002080	LOC108078396|XP_017027741.1|DKIK	LOC115757818|XP_030554101.1|DNOV
OG0002081	LOC108070828|XP_017016935.1|DKIK	LOC115757797|XP_030554073.1|DNOV
OG0002082	LOC108076346|XP_017024623.1|DKIK	LOC115764478|XP_030563404.1|DNOV
OG0002083	LOC108084657|XP_017036467.1|DKIK	LOC115766846|XP_030566755.1|DNOV
OG0002084	LOC108072311|XP_017018872.1|DKIK	LOC115766577|XP_030566422.1|DNOV
OG0002085	LOC108078252|XP_017027474.1|DKIK	LOC115760785|XP_030558138.1|DNOV
OG0002086	LOC108072324|XP_017018890.1|DKIK	LOC115766541|XP_030566370.1|DNOV
OG0002087	LOC108073903|XP_017021182.1|DKIK	LOC115769118|XP_030569686.1|DNOV
OG0002088	LOC108075257|XP_017023107.1|DKIK	LOC115770225|XP_030571287.1|DNOV
OG0002089	LOC108078515|XP_017027910.1|DKIK	LOC115764564|XP_030563548.1|DNOV
OG0002090	LOC108075308|XP_017023201.1|DKIK	LOC115769521|XP_030570221.1|DNOV
OG0002091	LOC108070813|XP_017016901.1|DKIK	LOC115758063|XP_030554437.1|DNOV
OG0002092	LOC108071500|XP_017017750.1|DKIK	LOC115762759|XP_030560961.1|DNOV
OG0002093	LOC108085206|XP_017037219.1|DKIK	LOC115757859|XP_030554158.1|DNOV
OG0002094	LOC108072046|XP_017018520.1|DKIK	LOC115762864|XP_030561102.1|DNOV
OG0002095	LOC108083413|XP_017034657.1|DKIK, LOC108080120|XP_017030240.1|DKIK	LOC115768317|XP_030568726.1|DNOV
OG0002096	LOC108076400|XP_017024728.1|DKIK	LOC115757832|XP_030554119.1|DNOV
OG0002097	LOC108078086|XP_017027163.1|DKIK	LOC115758293|XP_030554719.1|DNOV
OG0002098	LOC108084772|XP_017036580.1|DKIK	LOC115770196|XP_030571220.1|DNOV
OG0002099	LOC108085017|XP_017036950.1|DKIK	LOC115759503|XP_030556304.1|DNOV
OG0002100	LOC108083131|XP_017034296.1|DKIK	LOC115770037|XP_030570987.1|DNOV
OG0002101	LOC108070854|XP_017016973.1|DKIK	LOC115764454|XP_030563351.1|DNOV
OG0002102	LOC108076716|XP_017025168.1|DKIK	LOC115771985|XP_030573768.1|DNOV
OG0002103	LOC108085032|XP_017036968.1|DKIK	LOC115759497|XP_030556295.1|DNOV
OG0002106	LOC108085038|XP_017036977.1|DKIK, LOC108077712|XP_017026655.1|DKIK	LOC115771621|XP_030573259.1|DNOV
OG0002107	LOC108077061|XP_017025716.1|DKIK	LOC115759940|XP_030556938.1|DNOV
OG0002108	LOC108075463|XP_017023407.1|DKIK	LOC115771600|XP_030573217.1|DNOV
