Orthogroup	DKIK.longest_only	DPER.longest_only
OG0000956	LOC108081768|XP_017032459.1|DKIK	LOC6594329|XP_026850339.1|DPER
OG0000957	LOC108072874|XP_017019681.1|DKIK	LOC6590178|XP_026842773.1|DPER
OG0000957	LOC108072872|XP_017019680.1|DKIK	LOC6589982|XP_002016330.1|DPER
OG0000958	LOC108083524|XP_017034845.1|DKIK, LOC108084591|XP_017036355.1|DKIK, LOC108080064|XP_017030136.1|DKIK	LOC6588630|XP_002013874.2|DPER, LOC113564895|XP_026839941.1|DPER, LOC6587250|XP_002013872.2|DPER
OG0000958	LOC108072285|XP_017018842.1|DKIK	LOC6592506|XP_002018322.1|DPER
OG0000959	LOC108074312|XP_017021798.1|DKIK, LOC108085502|XP_017037611.1|DKIK	LOC6595823|XP_002021300.1|DPER, LOC6599608|XP_002024698.2|DPER
OG0000960	LOC108079356|XP_017029153.1|DKIK	LOC6596763|XP_002021916.2|DPER
OG0000961	LOC108083661|XP_017035023.1|DKIK	LOC6601868|XP_002026917.2|DPER
OG0000961	LOC108083660|XP_017035022.1|DKIK	LOC6601871|XP_002026920.1|DPER
OG0000962	LOC108080897|XP_017031288.1|DKIK, LOC108080964|XP_017031367.1|DKIK, LOC108080947|XP_017031347.1|DKIK, LOC108080929|XP_017031321.1|DKIK	LOC6595103|XP_002020177.1|DPER
OG0000963	LOC108083374|XP_017034609.1|DKIK	LOC6601775|XP_002026810.1|DPER
OG0000964	LOC108082287|XP_017033107.1|DKIK	LOC6590064|XP_026841347.1|DPER, LOC113566696|XP_026849250.1|DPER
OG0000965	LOC108071693|XP_017017996.1|DKIK	LOC6600658|XP_026848620.1|DPER
OG0000966	LOC108085120|XP_017037110.1|DKIK, LOC108073749|XP_017021006.1|DKIK	LOC6595173|XP_002020428.1|DPER
OG0000968	LOC108073933|XP_017021226.1|DKIK	LOC6599768|XP_002024888.1|DPER
OG0000969	LOC108078155|XP_017027287.1|DKIK	LOC6600916|XP_002025925.1|DPER
OG0000970	LOC108083723|XP_017035118.1|DKIK, LOC108083724|XP_017035119.1|DKIK	LOC6597419|XP_002022427.2|DPER, LOC6597420|XP_002022428.2|DPER, LOC6594924|XP_026850452.1|DPER
OG0000971	LOC108076837|XP_017025355.1|DKIK, LOC108076913|XP_017025445.1|DKIK	LOC6589751|XP_026844021.1|DPER
OG0000972	LOC108071650|XP_017017934.1|DKIK	LOC6601465|XP_026847757.1|DPER
OG0000973	LOC108080070|XP_017030141.1|DKIK, LOC108080059|XP_017030130.1|DKIK	LOC6598417|XP_002023661.1|DPER, LOC6598475|XP_002023666.1|DPER, LOC6598483|XP_002023674.1|DPER
OG0000974	LOC108073292|XP_017020336.1|DKIK	LOC6603288|XP_002028269.1|DPER
OG0000975	LOC108072112|XP_017018622.1|DKIK, LOC108072110|XP_017018621.1|DKIK	LOC6588475|XP_002012986.1|DPER, LOC6594595|XP_002019385.1|DPER
OG0000976	LOC108081096|XP_017031575.1|DKIK	LOC6591570|XP_026847216.1|DPER
OG0000977	LOC108084193|XP_017035779.1|DKIK	LOC6594498|XP_026850315.1|DPER
OG0000977	LOC108084189|XP_017035775.1|DKIK	LOC6594499|XP_026850299.1|DPER
OG0000978	LOC108085097|XP_017037058.1|DKIK, LOC108070731|XP_017016817.1|DKIK	LOC6594613|XP_002019836.1|DPER
OG0000979	LOC108078293|XP_017027560.1|DKIK	LOC6592635|XP_026841348.1|DPER
OG0000980	LOC108084938|XP_017036826.1|DKIK	LOC6588455|XP_002012991.1|DPER
OG0000981	LOC108076948|XP_017025487.1|DKIK	LOC6589390|XP_002014351.1|DPER
OG0000982	LOC108082775|XP_017033801.1|DKIK	LOC113567341|XP_026850659.1|DPER
OG0000984	LOC108083699|XP_017035087.1|DKIK, LOC108082723|XP_017033720.1|DKIK	LOC113565659|XP_026844128.1|DPER
OG0000985	LOC108072868|XP_017019676.1|DKIK	LOC6592664|XP_026840975.1|DPER
OG0000985	LOC108073023|XP_017019970.1|DKIK	LOC113565049|XP_026840976.1|DPER
OG0000986	LOC108072527|XP_017019190.1|DKIK	LOC6588878|XP_002015331.1|DPER
OG0000986	LOC108081858|XP_017032586.1|DKIK	LOC6593743|XP_026843669.1|DPER
OG0000987	LOC108082146|XP_017032938.1|DKIK	LOC6597222|XP_002022599.2|DPER
OG0000988	LOC108076139|XP_017024359.1|DKIK	LOC6589693|XP_002015206.1|DPER
OG0000990	LOC108083544|XP_017034878.1|DKIK	LOC113566097|XP_026845939.1|DPER, LOC113566096|XP_026845938.1|DPER, LOC6602908|XP_026849661.1|DPER
OG0000991	LOC108080885|XP_017031276.1|DKIK	LOC6588541|XP_002013581.1|DPER
OG0000991	LOC108083958|XP_017035454.1|DKIK	LOC6598182|XP_026846152.1|DPER
OG0000992	LOC108071288|XP_017017470.1|DKIK	LOC6587813|XP_002014097.1|DPER
OG0000993	LOC108085881|XP_017038132.1|DKIK	LOC6594900|XP_002020500.1|DPER
OG0000994	LOC108080250|XP_017030398.1|DKIK	LOC6599276|XP_002024271.2|DPER
OG0000995	LOC108084852|XP_017036721.1|DKIK	LOC6593313|XP_002018652.1|DPER
OG0000996	LOC108082519|XP_017033435.1|DKIK	LOC6600948|XP_002026019.1|DPER
OG0000997	LOC108081260|XP_017031843.1|DKIK	LOC6590895|XP_026840602.1|DPER
OG0000998	LOC108078690|XP_017028177.1|DKIK	LOC113566327|XP_026847309.1|DPER
OG0000999	LOC108079434|XP_017029257.1|DKIK	LOC6597395|XP_002022489.1|DPER
OG0001000	LOC108070373|XP_017020185.1|DKIK	LOC6603247|XP_026841996.1|DPER
OG0001001	LOC108078212|XP_017027386.1|DKIK	LOC6593132|XP_026842467.1|DPER
OG0001002	LOC108074347|XP_017021860.1|DKIK	LOC113565648|XP_026844089.1|DPER
OG0001003	LOC108075484|XP_017023431.1|DKIK, LOC108079135|XP_017028875.1|DKIK	LOC6594369|XP_002019337.2|DPER
OG0001004	LOC108083197|XP_017034389.1|DKIK	LOC6594320|XP_002019363.1|DPER
OG0001005	LOC108082663|XP_017033650.1|DKIK, LOC108083840|XP_017035306.1|DKIK	LOC6600156|XP_002025239.2|DPER
OG0001006	LOC108084086|XP_017035598.1|DKIK, LOC108073824|XP_017021093.1|DKIK	LOC6600640|XP_002025651.2|DPER
OG0001007	LOC108072131|XP_017018655.1|DKIK	LOC6590156|XP_002016578.1|DPER
OG0001008	LOC108083356|XP_017034588.1|DKIK	LOC6603108|XP_002028093.1|DPER
OG0001009	LOC108073420|XP_017020527.1|DKIK	LOC6591673|XP_002016888.1|DPER, LOC6594917|XP_002020125.1|DPER
OG0001010	LOC108079536|XP_017029361.1|DKIK	LOC6595599|XP_002020947.2|DPER
OG0001011	LOC108079000|XP_017028667.1|DKIK	LOC6602662|XP_026845926.1|DPER
OG0001011	LOC108085343|XP_017037388.1|DKIK	LOC113565632|XP_026843970.1|DPER
OG0001012	LOC108080501|XP_017030752.1|DKIK, LOC108080502|XP_017030754.1|DKIK	LOC6597765|XP_002022896.2|DPER, LOC6597767|XP_026846571.1|DPER
OG0001013	LOC108073829|XP_017021097.1|DKIK	LOC113566022|XP_026845559.1|DPER
OG0001013	LOC108075023|XP_017022766.1|DKIK	LOC6596028|XP_002021027.1|DPER
OG0001014	LOC108073967|XP_017021298.1|DKIK	LOC6602325|XP_002027339.1|DPER
OG0001015	LOC108080031|XP_017030095.1|DKIK	LOC6597881|XP_026846934.1|DPER
OG0001015	LOC108080038|XP_017030104.1|DKIK	LOC6597882|XP_026846977.1|DPER
OG0001016	LOC108081050|XP_017031509.1|DKIK, LOC108082915|XP_017033988.1|DKIK	LOC6598500|XP_002023588.1|DPER
OG0001017	LOC108076348|XP_017024630.1|DKIK	LOC6601589|XP_002026610.2|DPER
OG0001017	LOC108082984|XP_017034095.1|DKIK, LOC108083016|XP_017034133.1|DKIK	LOC6601601|XP_002026622.2|DPER
OG0001018	LOC108084093|XP_017035607.1|DKIK, LOC108080174|XP_017030310.1|DKIK, LOC108080173|XP_017030308.1|DKIK, LOC108080172|XP_017030307.1|DKIK	LOC6597520|XP_002022702.2|DPER, LOC6587452|XP_026840389.1|DPER
OG0001019	LOC108084986|XP_017036899.1|DKIK	LOC6587304|XP_002013005.1|DPER
OG0001020	LOC108080030|XP_017030092.1|DKIK	LOC6599375|XP_002024549.1|DPER
OG0001021	LOC108075935|XP_017024061.1|DKIK	LOC113565421|XP_026843158.1|DPER
OG0001022	LOC108071850|XP_017018253.1|DKIK	LOC6602844|XP_002027870.1|DPER
OG0001024	LOC108085012|XP_017036943.1|DKIK	LOC6588193|XP_002012994.1|DPER
OG0001025	LOC108074005|XP_017021355.1|DKIK	LOC6596133|XP_002021097.1|DPER
OG0001026	LOC108076644|XP_017025065.1|DKIK	LOC6590551|XP_002016231.1|DPER
OG0001027	LOC108085516|XP_017037630.1|DKIK	LOC6595821|XP_026845283.1|DPER
OG0001028	LOC108074640|XP_017022248.1|DKIK	LOC6596609|XP_002021605.1|DPER
OG0001029	LOC108078245|XP_017027457.1|DKIK	LOC6592205|XP_002017840.1|DPER
OG0001031	LOC108084782|XP_017036594.1|DKIK	LOC6593647|XP_026844596.1|DPER
OG0001032	LOC108079449|XP_017029276.1|DKIK, LOC108081290|XP_017031869.1|DKIK	LOC6597923|XP_026843427.1|DPER
OG0001033	LOC108080217|XP_017030362.1|DKIK, LOC108078390|XP_017027734.1|DKIK	LOC6589258|XP_026844114.1|DPER, LOC6599988|XP_026849155.1|DPER
OG0001034	LOC108085348|XP_017037402.1|DKIK	LOC6589513|XP_026844027.1|DPER
OG0001034	LOC108084763|XP_017036569.1|DKIK	LOC6602157|XP_026847975.1|DPER
OG0001035	LOC108074240|XP_017021673.1|DKIK	LOC6597788|XP_002022920.1|DPER
OG0001035	LOC108074238|XP_017021671.1|DKIK	LOC6597841|XP_002022919.2|DPER
OG0001037	LOC108073574|XP_017020750.1|DKIK, LOC108073575|XP_017020751.1|DKIK, LOC108073576|XP_017020752.1|DKIK	LOC113566563|XP_026848491.1|DPER, LOC6589938|XP_002015966.1|DPER
OG0001038	LOC108073428|XP_017020539.1|DKIK	LOC6594210|XP_002019669.1|DPER
OG0001038	LOC108073417|XP_017020528.1|DKIK	LOC6594211|XP_002019670.1|DPER
OG0001039	LOC108077675|XP_017026585.1|DKIK, LOC108077674|XP_017026584.1|DKIK	LOC6587420|XP_002013503.1|DPER, LOC6587178|XP_002013502.1|DPER
OG0001041	LOC108071279|XP_017017460.1|DKIK	LOC113567379|XP_026850833.1|DPER
OG0001042	LOC108073663|XP_017020877.1|DKIK	LOC6595062|XP_002020416.1|DPER
OG0001043	LOC108079351|XP_017029147.1|DKIK	LOC6597811|XP_002022943.1|DPER
OG0001044	LOC108070916|XP_017017061.1|DKIK	LOC6590851|XP_002016364.1|DPER
OG0001045	LOC108072423|XP_017019022.1|DKIK	LOC6590815|XP_026841175.1|DPER
OG0001046	LOC108072898|XP_017019710.1|DKIK	LOC6592667|XP_002018391.1|DPER
OG0001047	LOC108078240|XP_017027436.1|DKIK	LOC6592751|XP_002017868.1|DPER
OG0001048	LOC108072345|XP_017018925.1|DKIK	LOC6592711|XP_002018078.1|DPER
OG0001049	LOC108072832|XP_017019612.1|DKIK	LOC6595456|XP_002020889.1|DPER
OG0001049	LOC108078877|XP_017028491.1|DKIK	LOC6599675|XP_002024807.2|DPER
OG0001050	LOC108079831|XP_017029820.1|DKIK	LOC6587782|XP_002012768.2|DPER, LOC6599758|XP_002024878.1|DPER, LOC6588958|XP_002014341.1|DPER
OG0001051	LOC108076997|XP_017025556.1|DKIK	LOC6589449|XP_002014476.1|DPER
OG0001052	LOC108074871|XP_017022580.1|DKIK	LOC6589073|XP_002014522.1|DPER
OG0001053	LOC108080091|XP_017030188.1|DKIK	LOC113566194|XP_026846524.1|DPER, LOC6597402|XP_002022494.2|DPER
OG0001054	LOC108083707|XP_017035093.1|DKIK	LOC6587843|XP_002012745.1|DPER
OG0001054	LOC108083709|XP_017035095.1|DKIK	LOC6587777|XP_002012746.1|DPER
OG0001055	LOC108082646|XP_017033618.1|DKIK, LOC108083163|XP_017034342.1|DKIK	LOC6594157|XP_026840245.1|DPER
OG0001056	LOC108075630|XP_017023656.1|DKIK, LOC108079283|XP_017029069.1|DKIK	LOC6603665|XP_026845775.1|DPER
OG0001057	LOC108082223|XP_017033050.1|DKIK	LOC6593374|XP_002019040.1|DPER
OG0001058	LOC108083573|XP_017034919.1|DKIK	LOC6596934|XP_026845640.1|DPER
OG0001059	LOC108073902|XP_017021181.1|DKIK	LOC6599082|XP_026849010.1|DPER
OG0001060	LOC108077859|XP_017026881.1|DKIK	LOC6598408|XP_002023652.1|DPER, LOC6598414|XP_002023658.1|DPER, LOC113566155|XP_026846306.1|DPER, LOC6598406|XP_002023650.2|DPER, LOC6588407|XP_002014155.1|DPER
OG0001061	LOC108084014|XP_017035516.1|DKIK	LOC6598636|XP_002023817.1|DPER
OG0001061	LOC108084015|XP_017035517.1|DKIK	LOC6598635|XP_002023816.2|DPER
OG0001062	LOC108070727|XP_017016814.1|DKIK	LOC6588645|XP_002013255.1|DPER
OG0001062	LOC108070669|XP_017016731.1|DKIK	LOC6587409|XP_002013254.2|DPER
OG0001063	LOC108079933|XP_017029957.1|DKIK	LOC6602588|XP_002027612.1|DPER
OG0001063	LOC108074202|XP_017021630.1|DKIK	LOC6602591|XP_002027615.2|DPER
OG0001064	LOC108075994|XP_017024136.1|DKIK	LOC6596975|XP_002022139.2|DPER
OG0001064	LOC108071663|XP_017017957.1|DKIK	LOC6597627|XP_002022730.2|DPER
OG0001065	LOC108085212|XP_017037230.1|DKIK, LOC108078088|XP_017027164.1|DKIK	LOC113565195|XP_026842411.1|DPER, LOC6601092|XP_026847341.1|DPER
OG0001066	LOC108077976|XP_017027007.1|DKIK, LOC108077910|XP_017026938.1|DKIK, LOC108082285|XP_017033104.1|DKIK, LOC108082284|XP_017033103.1|DKIK, LOC108082479|XP_017033377.1|DKIK, LOC108073289|XP_017020332.1|DKIK, LOC108082958|XP_017034063.1|DKIK	LOC6600740|XP_002025778.2|DPER
OG0001067	LOC108075964|XP_017024102.1|DKIK	LOC6602450|XP_026843674.1|DPER
OG0001067	LOC108075967|XP_017024104.1|DKIK	LOC113565559|XP_026843675.1|DPER
OG0001068	LOC108085980|XP_017038270.1|DKIK	LOC113566663|XP_026849043.1|DPER
OG0001068	LOC108073773|XP_017021028.1|DKIK	LOC6596011|XP_002021000.1|DPER
OG0001069	LOC108070764|XP_017016849.1|DKIK	LOC6601306|XP_002026344.2|DPER
OG0001070	LOC108080457|XP_017030683.1|DKIK	LOC6587941|XP_002012812.2|DPER, LOC6591662|XP_002016991.2|DPER
OG0001071	LOC108076910|XP_017025439.1|DKIK, LOC108077175|XP_017025901.1|DKIK, LOC108076876|XP_017025394.1|DKIK	LOC6596647|XP_002021655.1|DPER
OG0001072	LOC108073823|XP_017021092.1|DKIK	LOC6600589|XP_002025644.2|DPER
OG0001073	LOC108085579|XP_017037729.1|DKIK	LOC6598750|XP_002023784.2|DPER
OG0001074	LOC108070919|XP_017017067.1|DKIK	LOC6590379|XP_002015481.1|DPER
OG0001075	LOC108078750|XP_017028265.1|DKIK	LOC6601212|XP_026848096.1|DPER
OG0001077	LOC108071213|XP_017017383.1|DKIK	LOC6592151|XP_002016807.1|DPER
OG0001078	LOC108082944|XP_017034050.1|DKIK	LOC6601724|XP_026847007.1|DPER
OG0001079	LOC108072731|XP_017019482.1|DKIK	LOC6601903|XP_002026952.2|DPER, LOC6604053|XP_026850184.1|DPER, LOC113566780|XP_026849676.1|DPER, LOC6604111|XP_026849643.1|DPER, LOC6603727|XP_026849521.1|DPER, LOC113566740|XP_026849520.1|DPER, LOC113566774|XP_026849642.1|DPER, LOC113566775|XP_026849644.1|DPER, LOC113566781|XP_026849677.1|DPER, LOC113566836|XP_026849807.1|DPER, LOC113567166|XP_026850140.1|DPER, LOC113566954|XP_026849997.1|DPER
OG0001080	LOC108071527|XP_017017788.1|DKIK	LOC6601038|XP_026849752.1|DPER
OG0001081	LOC108077554|XP_017026471.1|DKIK	LOC113565172|XP_026842217.1|DPER
OG0001082	LOC108076768|XP_017025258.1|DKIK	LOC6598435|XP_026846128.1|DPER, LOC6598437|XP_026846126.1|DPER, LOC6593268|XP_002017919.1|DPER
OG0001083	LOC108074906|XP_017022624.1|DKIK, LOC108075336|XP_017023240.1|DKIK, LOC108078724|XP_017028214.1|DKIK	LOC113567101|XP_026850079.1|DPER, LOC6601217|XP_002026313.1|DPER
OG0001084	LOC108076334|XP_017024607.1|DKIK	LOC6590304|XP_026840668.1|DPER
OG0001085	LOC108070934|XP_017017075.1|DKIK	LOC6602130|XP_002027102.1|DPER
OG0001086	LOC108072084|XP_017018584.1|DKIK	LOC6590020|XP_002016574.1|DPER
OG0001087	LOC108082001|XP_017032734.1|DKIK	LOC6589737|XP_002015141.1|DPER
OG0001088	LOC108078633|XP_017028046.1|DKIK	LOC6600581|XP_026847597.1|DPER
OG0001089	LOC108079909|XP_017029932.1|DKIK	LOC6599787|XP_026847285.1|DPER
OG0001090	LOC108080588|XP_017030885.1|DKIK	LOC6595874|XP_026845576.1|DPER
OG0001092	LOC108085244|XP_017037278.1|DKIK	LOC6593748|XP_002018852.1|DPER
OG0001093	LOC108077437|XP_017026241.1|DKIK	LOC6598113|XP_002023269.1|DPER
OG0001094	LOC108074385|XP_017021900.1|DKIK	LOC6598086|XP_026843510.1|DPER
OG0001095	LOC108082550|XP_017033479.1|DKIK	LOC6602657|XP_002027676.2|DPER
OG0001096	LOC108082837|XP_017033891.1|DKIK	LOC6595704|XP_026844660.1|DPER
OG0001097	LOC108077768|XP_017026750.1|DKIK, LOC108085847|XP_017038097.1|DKIK	LOC113565686|XP_026844277.1|DPER
OG0001098	LOC108073897|XP_017021175.1|DKIK	LOC6602802|XP_026847858.1|DPER
OG0001099	LOC108085828|XP_017038071.1|DKIK, LOC108085788|XP_017038024.1|DKIK	LOC6602991|XP_002028018.1|DPER
OG0001100	LOC108084959|XP_017036901.1|DKIK	LOC6594666|XP_026841605.1|DPER
OG0001101	LOC108076293|XP_017024549.1|DKIK	LOC6589976|XP_026840594.1|DPER
OG0001102	LOC108075176|XP_017022986.1|DKIK	LOC6601953|XP_026849623.1|DPER
OG0001103	LOC108077848|XP_017026867.1|DKIK	LOC6598605|XP_002023850.1|DPER
OG0001104	LOC108082432|XP_017033291.1|DKIK	LOC6591285|XP_026841023.1|DPER
OG0001105	LOC108080121|XP_017030241.1|DKIK	LOC6602893|XP_002027916.1|DPER
OG0001106	LOC108070700|XP_017016778.1|DKIK	LOC6602541|XP_026846779.1|DPER
OG0001108	LOC108073157|XP_017020153.1|DKIK	LOC6592125|XP_002016832.1|DPER
OG0001108	LOC108073156|XP_017020152.1|DKIK	LOC6592113|XP_002016839.1|DPER
OG0001109	LOC108074637|XP_017022242.1|DKIK	LOC6590226|XP_002016075.2|DPER
OG0001109	LOC108074664|XP_017022271.1|DKIK	LOC6590227|XP_026842893.1|DPER
OG0001111	LOC108076206|XP_017024429.1|DKIK, LOC108076127|XP_017024344.1|DKIK	LOC6589997|XP_002016047.1|DPER
OG0001112	LOC108072225|XP_017018777.1|DKIK	LOC6590441|XP_002015868.1|DPER
OG0001113	LOC108075963|XP_017024101.1|DKIK	LOC6602451|XP_002027464.1|DPER
OG0001113	LOC108075965|XP_017024103.1|DKIK	LOC6602449|XP_002027462.1|DPER
OG0001114	LOC108076905|XP_017025434.1|DKIK, LOC108076906|XP_017025435.1|DKIK	LOC6596588|XP_002021675.1|DPER
OG0001115	LOC108070508|XP_017016493.1|DKIK	LOC6588890|XP_002014678.2|DPER
OG0001116	LOC108085157|XP_017037181.1|DKIK	LOC6591127|XP_026842706.1|DPER
OG0001117	LOC108080618|XP_017030931.1|DKIK, LOC108080617|XP_017030930.1|DKIK	LOC6598915|XP_002024102.2|DPER, LOC6598896|XP_026847934.1|DPER
OG0001118	LOC108073421|XP_017020529.1|DKIK	LOC113566759|XP_026849595.1|DPER, LOC113566178|XP_026846367.1|DPER, LOC113566757|XP_026849593.1|DPER, LOC113566758|XP_026849594.1|DPER, LOC113566174|XP_026846363.1|DPER, LOC113566761|XP_026849597.1|DPER, LOC113566762|XP_026849598.1|DPER, LOC113566176|XP_026846365.1|DPER, LOC113566177|XP_026846366.1|DPER, LOC113566760|XP_026849596.1|DPER, LOC113566175|XP_026846364.1|DPER
OG0001119	LOC108085306|XP_017037353.1|DKIK	LOC6594399|XP_002019345.1|DPER
OG0001120	LOC108073569|XP_017020744.1|DKIK	LOC6598804|XP_026851183.1|DPER
OG0001121	LOC108076404|XP_017024736.1|DKIK, LOC108076423|XP_017024761.1|DKIK, LOC108075349|XP_017023247.1|DKIK	LOC6590764|XP_026840653.1|DPER
OG0001122	LOC108071557|XP_017017825.1|DKIK	LOC6604104|XP_026850106.1|DPER, LOC6603658|XP_026849785.1|DPER, LOC113566828|XP_026849787.1|DPER, LOC113567157|XP_026850131.1|DPER, LOC6604114|XP_026849782.1|DPER, LOC113566827|XP_026849783.1|DPER, LOC6603657|XP_026849786.1|DPER, LOC6604125|XP_026850093.1|DPER, LOC6604087|XP_026849784.1|DPER, LOC113567119|XP_026850092.1|DPER, LOC113567161|XP_026850138.1|DPER, LOC6604210|XP_026848005.1|DPER
OG0001124	LOC108071456|XP_017017706.1|DKIK	LOC6588595|XP_026850803.1|DPER
OG0001125	LOC108084059|XP_017035566.1|DKIK	LOC6587936|XP_002013333.1|DPER
OG0001126	LOC108082968|XP_017034080.1|DKIK	LOC6600320|XP_026849097.1|DPER
OG0001127	LOC108073820|XP_017021088.1|DKIK	LOC6596010|XP_002020999.1|DPER
OG0001128	LOC108072883|XP_017019693.1|DKIK	LOC6590181|XP_002016334.2|DPER
OG0001129	LOC108072593|XP_017019294.1|DKIK	LOC6588784|XP_026843915.1|DPER
OG0001130	LOC108082022|XP_017032779.1|DKIK	LOC6589276|XP_002014454.1|DPER
OG0001130	LOC108071945|XP_017018403.1|DKIK	LOC6602924|XP_002027947.2|DPER
OG0001131	LOC108081837|XP_017032566.1|DKIK	LOC6601989|XP_026846838.1|DPER
OG0001133	LOC108073635|XP_017020841.1|DKIK	LOC6596614|XP_026843742.1|DPER
OG0001134	LOC108082180|XP_017032986.1|DKIK	LOC6590624|XP_026841099.1|DPER
OG0001135	LOC108077868|XP_017026895.1|DKIK	LOC6588013|XP_002013605.1|DPER
OG0001136	LOC108072041|XP_017018512.1|DKIK	LOC6592073|XP_002017522.1|DPER
OG0001137	LOC108084936|XP_017036823.1|DKIK	LOC6588247|XP_002013400.1|DPER
OG0001138	LOC108071528|XP_017017789.1|DKIK	LOC6601036|XP_026849753.1|DPER
OG0001139	LOC108070486|XP_017016466.1|DKIK	LOC6602846|XP_002027875.1|DPER
OG0001140	LOC108084247|XP_017035873.1|DKIK, LOC108070458|XP_017016432.1|DKIK, LOC108083808|XP_017035244.1|DKIK	LOC6594883|XP_026843503.1|DPER
OG0001141	LOC108071349|XP_017017573.1|DKIK	LOC6587811|XP_002013703.2|DPER, LOC6587979|XP_002013704.2|DPER
OG0001142	LOC108071314|XP_017017510.1|DKIK	LOC6598694|XP_002023948.1|DPER
OG0001142	LOC108071315|XP_017017512.1|DKIK	LOC6598693|XP_026851074.1|DPER
OG0001143	LOC108077399|XP_017026184.1|DKIK	LOC6593284|XP_002018797.2|DPER, LOC113565503|XP_026843515.1|DPER, LOC6593660|XP_002018830.2|DPER
OG0001144	LOC108076226|XP_017024458.1|DKIK	LOC6601600|XP_002026621.1|DPER
OG0001145	LOC108078005|XP_017027048.1|DKIK	LOC6593094|XP_002017725.1|DPER
OG0001145	LOC108077948|XP_017026976.1|DKIK	LOC6593095|XP_002017726.1|DPER
OG0001146	LOC108082694|XP_017033689.1|DKIK	LOC6593715|XP_002018894.2|DPER
OG0001146	LOC108074236|XP_017021668.1|DKIK	LOC6599979|XP_002025168.1|DPER
OG0001148	LOC108086073|XP_017038381.1|DKIK	LOC6589023|XP_002014974.1|DPER, LOC6589090|XP_002014972.1|DPER
OG0001149	LOC108078067|XP_017027123.1|DKIK	LOC6597168|XP_002022346.1|DPER
OG0001150	LOC108076205|XP_017024428.1|DKIK	LOC6590946|XP_026841666.1|DPER
OG0001151	LOC108081764|XP_017032455.1|DKIK	LOC6594445|XP_002019910.1|DPER
OG0001152	LOC108070629|XP_017016686.1|DKIK	LOC6587711|XP_002013288.2|DPER
OG0001153	LOC108072173|XP_017018713.1|DKIK	LOC6590367|XP_026840936.1|DPER
OG0001154	LOC108082069|XP_017032842.1|DKIK	LOC6589018|XP_026844895.1|DPER
OG0001155	LOC108072453|XP_017019072.1|DKIK	LOC6599267|XP_026848269.1|DPER
OG0001157	LOC108074040|XP_017021397.1|DKIK	LOC6588527|XP_026850640.1|DPER
OG0001158	LOC108081435|XP_017032106.1|DKIK	LOC6593710|XP_002018634.2|DPER
OG0001159	LOC108075715|XP_017023735.1|DKIK	LOC6594979|XP_026841100.1|DPER
OG0001160	LOC108077750|XP_017026712.1|DKIK	LOC6587327|XP_002014020.1|DPER
OG0001161	LOC108077693|XP_017026615.1|DKIK	LOC6588637|XP_026851202.1|DPER
OG0001162	LOC108073251|XP_017020296.1|DKIK	LOC6592142|XP_002017278.1|DPER
OG0001163	LOC108074093|XP_017021470.1|DKIK	LOC6588545|XP_026843729.1|DPER
OG0001164	LOC108075390|XP_017023290.1|DKIK	LOC6588621|XP_026851163.1|DPER, LOC6588396|XP_002012935.1|DPER
OG0001165	LOC108074219|XP_017021652.1|DKIK	LOC6593163|XP_002018177.1|DPER
OG0001166	LOC108075047|XP_017022804.1|DKIK	LOC6601181|XP_026848214.1|DPER
OG0001167	LOC108085092|XP_017037050.1|DKIK	LOC6590526|XP_002016455.2|DPER
OG0001168	LOC108076723|XP_017025181.1|DKIK	LOC6593148|XP_002018525.1|DPER
OG0001169	LOC108071242|XP_017017415.1|DKIK	LOC6598450|XP_002023577.1|DPER
OG0001170	LOC108071263|XP_017017441.1|DKIK	LOC6588034|XP_002014103.2|DPER
OG0001171	LOC108077511|XP_017026358.1|DKIK	LOC6602498|XP_026848757.1|DPER
OG0001172	LOC108074216|XP_017021648.1|DKIK	LOC6590757|XP_002016149.1|DPER, LOC6590759|XP_002016151.1|DPER
OG0001173	LOC108084998|XP_017036915.1|DKIK	LOC6588636|XP_002013183.1|DPER
OG0001174	LOC108071631|XP_017017902.1|DKIK	LOC6599464|XP_002024613.2|DPER
OG0001175	LOC108073062|XP_017020020.1|DKIK	LOC6592666|XP_002018390.1|DPER
OG0001176	LOC108074727|XP_017022371.1|DKIK	LOC6594907|XP_002020507.1|DPER, LOC6600881|XP_026842637.1|DPER
OG0001178	LOC108076635|XP_017025051.1|DKIK	LOC6593081|XP_002017894.2|DPER
OG0001179	LOC108073141|XP_017020135.1|DKIK	LOC6590510|XP_026841353.1|DPER
OG0001180	LOC108083258|XP_017034458.1|DKIK	LOC6602021|XP_002027032.1|DPER
OG0001181	LOC108072810|XP_017019592.1|DKIK	LOC6596938|XP_026845636.1|DPER
OG0001182	LOC108081261|XP_017031844.1|DKIK	LOC6595106|XP_026840159.1|DPER
OG0001183	LOC108072059|XP_017018542.1|DKIK	LOC6594123|XP_026847707.1|DPER
OG0001184	LOC108084889|XP_017036774.1|DKIK	LOC6594087|XP_026850354.1|DPER
OG0001185	LOC108084162|XP_017035731.1|DKIK	LOC6594459|XP_026850304.1|DPER
OG0001186	LOC108074098|XP_017021481.1|DKIK	LOC6594162|XP_026850760.1|DPER
OG0001187	LOC108076376|XP_017024676.1|DKIK	LOC6591203|XP_026841640.1|DPER
OG0001188	LOC108078382|XP_017027709.1|DKIK	LOC6590799|XP_026840771.1|DPER
