Orthogroup	DKIK.longest_only	DYAK.longest_only
OG0001877	LOC108078988|XP_017028652.1|DKIK	LOC6524375|XP_002100233.1|DYAK
OG0001878	LOC108074103|XP_017021490.1|DKIK	LOC6536954|XP_015048029.1|DYAK
OG0001879	LOC108073545|XP_017020717.1|DKIK	LOC6538602|XP_002099124.2|DYAK
OG0001880	LOC108084625|XP_017036402.1|DKIK	LOC6535639|XP_002096267.1|DYAK
OG0001881	LOC108084096|XP_017035612.1|DKIK	LOC6535952|XP_002096568.2|DYAK
OG0001882	LOC108085050|XP_017036999.1|DKIK	LOC6538302|XP_002098829.1|DYAK
OG0001883	LOC108071294|XP_017017482.1|DKIK	LOC6537841|XP_015048540.1|DYAK
OG0001884	LOC108071317|XP_017017514.1|DKIK	LOC6535853|XP_002096472.2|DYAK
OG0001885	LOC108082240|XP_017033066.1|DKIK	LOC6527341|XP_002088433.1|DYAK
OG0001886	LOC108073418|XP_017020525.1|DKIK	LOC6536352|XP_002096934.1|DYAK
OG0001887	LOC108078247|XP_017027459.1|DKIK	LOC6529342|XP_002090347.1|DYAK
OG0001888	LOC108075589|XP_017023599.1|DKIK	LOC6535378|XP_015047097.1|DYAK
OG0001889	LOC108074160|XP_017021558.1|DKIK	LOC6525245|XP_002101082.1|DYAK
OG0001890	LOC108075070|XP_017022840.1|DKIK	LOC6539743|XP_002086623.1|DYAK
OG0001891	LOC108084021|XP_017035522.1|DKIK	LOC6535791|XP_015047354.2|DYAK
OG0001893	LOC108083981|XP_017035481.1|DKIK	LOC6538289|XP_002098816.1|DYAK
OG0001894	LOC108076730|XP_017025197.1|DKIK	LOC6528488|XP_002089534.1|DYAK
OG0001895	LOC108072470|XP_017019116.1|DKIK	LOC6523748|XP_015046915.2|DYAK
OG0001896	LOC108083536|XP_017034868.1|DKIK	LOC6539265|XP_039227277.1|DYAK
OG0001897	LOC108075601|XP_017023612.1|DKIK	LOC6536486|XP_002097064.1|DYAK
OG0001898	LOC108083562|XP_017034906.1|DKIK	LOC6524832|XP_002100674.1|DYAK
OG0001899	LOC108085725|XP_017037938.1|DKIK	LOC6535610|XP_039231329.1|DYAK
OG0001900	LOC108083250|XP_017034445.1|DKIK, LOC108083249|XP_017034443.1|DKIK	LOC6540283|XP_039229939.1|DYAK
OG0001901	LOC108075966|XP_017024107.1|DKIK	LOC6527061|XP_039226320.1|DYAK
OG0001902	LOC108084499|XP_017036226.1|DKIK	LOC26536261|XP_039233618.1|DYAK
OG0001903	LOC108077627|XP_017026526.1|DKIK	LOC6535277|XP_002095933.1|DYAK
OG0001904	LOC108084164|XP_017035732.1|DKIK	LOC6538205|XP_002098733.1|DYAK
OG0001905	LOC108082643|XP_017033606.1|DKIK	LOC6525046|XP_002100885.1|DYAK
OG0001906	LOC108084847|XP_017036710.1|DKIK	LOC6535875|XP_039232664.1|DYAK
OG0001907	LOC108083571|XP_017034916.1|DKIK	LOC26534649|XP_039233759.1|DYAK
OG0001908	LOC108083734|XP_017035131.1|DKIK	LOC6538234|XP_002098761.1|DYAK
OG0001909	LOC108071818|XP_017018213.1|DKIK	LOC6525276|XP_039230950.1|DYAK
OG0001910	LOC108084241|XP_017035864.1|DKIK	LOC6536467|XP_002097048.1|DYAK
OG0001911	LOC108077708|XP_017026648.1|DKIK	LOC6536724|XP_015047916.1|DYAK
OG0001912	LOC108073081|XP_017020038.1|DKIK	LOC6530493|XP_002091408.1|DYAK
OG0001913	LOC108076877|XP_017025395.1|DKIK	LOC6527170|XP_002088264.1|DYAK
OG0001914	LOC108084544|XP_017036272.1|DKIK	LOC6538752|XP_015049010.1|DYAK
OG0001915	LOC108075210|XP_017023035.1|DKIK	LOC6532504|XP_002093250.1|DYAK
OG0001916	LOC108082561|XP_017033500.1|DKIK	LOC6530996|XP_002091834.1|DYAK
OG0001917	LOC108070544|XP_017016559.1|DKIK	LOC6533358|XP_015049945.1|DYAK
OG0001918	LOC108079814|XP_017029786.1|DKIK	LOC6532956|XP_002093691.2|DYAK
OG0001919	LOC108076500|XP_017024882.1|DKIK	LOC6531557|XP_002092355.1|DYAK
OG0001920	LOC108079050|XP_017028743.1|DKIK	LOC6532221|XP_002092994.1|DYAK
OG0001921	LOC108070756|XP_017016842.1|DKIK	LOC6529944|XP_002090899.1|DYAK
OG0001922	LOC108076354|XP_017024639.1|DKIK	LOC6531734|XP_015051535.1|DYAK
OG0001923	LOC108073977|XP_017021312.1|DKIK	LOC6533257|XP_039229400.1|DYAK
OG0001924	LOC108072393|XP_017018992.1|DKIK	LOC6540553|XP_039226247.1|DYAK
OG0001925	LOC108070581|XP_017016624.1|DKIK	LOC6533039|XP_002093774.2|DYAK
OG0001926	LOC108078722|XP_017028208.1|DKIK	LOC6532725|XP_002093467.1|DYAK
OG0001927	LOC108082423|XP_017033278.1|DKIK	LOC6530105|XP_002091051.1|DYAK
OG0001928	LOC108071885|XP_017018303.1|DKIK	LOC6533605|XP_015050185.1|DYAK
OG0001929	LOC108071906|XP_017018327.1|DKIK	LOC6533598|XP_039230382.1|DYAK
OG0001930	LOC108081091|XP_017031567.1|DKIK	LOC6531068|XP_002091902.2|DYAK
OG0001931	LOC108071866|XP_017018283.1|DKIK	LOC6533659|XP_002094365.2|DYAK
OG0001932	LOC108072728|XP_017019477.1|DKIK	LOC6533658|XP_039229966.1|DYAK
OG0001933	LOC108073016|XP_017019963.1|DKIK	LOC6531269|XP_002092078.1|DYAK, LOC6531628|XP_002092425.1|DYAK
OG0001934	LOC108071971|XP_017018435.1|DKIK	LOC6533592|XP_002094300.3|DYAK
OG0001935	LOC108078905|XP_017028527.1|DKIK, LOC108078904|XP_017028526.1|DKIK	LOC6539512|XP_002086400.2|DYAK
OG0001937	LOC108073108|XP_017020088.1|DKIK	LOC6530498|XP_039227875.1|DYAK
OG0001938	LOC108078416|XP_017027769.1|DKIK	LOC6529293|XP_002090298.1|DYAK
OG0001939	LOC108077983|XP_017027015.1|DKIK	LOC6530724|XP_039228706.1|DYAK
OG0001940	LOC108084078|XP_017035592.1|DKIK	LOC6528475|XP_002089521.2|DYAK
OG0001941	LOC108079051|XP_017028746.1|DKIK	LOC6532224|XP_039229587.1|DYAK
OG0001942	LOC108080723|XP_017031065.1|DKIK	LOC6528335|XP_015054422.1|DYAK
OG0001943	LOC108078675|XP_017028097.1|DKIK	LOC6535087|XP_002095751.2|DYAK
OG0001944	LOC108079041|XP_017028713.1|DKIK	LOC6532190|XP_039229778.1|DYAK
OG0001945	LOC108076726|XP_017025187.1|DKIK	LOC6528491|XP_039227640.1|DYAK
OG0001946	LOC108076777|XP_017025270.1|DKIK	LOC6528442|XP_002089488.1|DYAK
OG0001947	LOC108072973|XP_017019897.1|DKIK	LOC6531199|XP_002092027.1|DYAK
OG0001948	LOC108083353|XP_017034586.1|DKIK	LOC6525780|XP_002101601.1|DYAK
OG0001949	LOC108085827|XP_017038069.1|DKIK	LOC6534684|XP_002095359.2|DYAK
OG0001950	LOC108075508|XP_017023468.1|DKIK	LOC6535420|XP_002096069.3|DYAK
OG0001951	LOC108076290|XP_017024536.1|DKIK	LOC6531326|XP_002092130.3|DYAK
OG0001952	LOC108079474|XP_017029307.1|DKIK	LOC6539140|XP_002086036.2|DYAK
OG0001953	LOC108076782|XP_017025277.1|DKIK	LOC6531602|XP_015051430.1|DYAK
OG0001954	LOC108085139|XP_017037147.1|DKIK	LOC6528877|XP_039227329.1|DYAK
OG0001955	LOC108074456|XP_017022007.1|DKIK	LOC6529399|XP_002090404.1|DYAK
OG0001956	LOC108070564|XP_017016591.1|DKIK	LOC6533384|XP_002094109.1|DYAK
OG0001957	LOC108082592|XP_017033546.1|DKIK	LOC6530652|XP_039229198.1|DYAK
OG0001958	LOC108081205|XP_017031762.1|DKIK	LOC6531075|XP_039227943.1|DYAK
OG0001959	LOC108074999|XP_017022730.1|DKIK	LOC6534803|XP_002095475.1|DYAK
OG0001960	LOC108079046|XP_017028740.1|DKIK	LOC6532382|XP_002093133.1|DYAK
OG0001961	LOC108072375|XP_017018964.1|DKIK	LOC6532125|XP_015051712.1|DYAK
OG0001962	LOC108076728|XP_017025192.1|DKIK	LOC6528487|XP_002089533.2|DYAK
OG0001963	LOC108079812|XP_017029784.1|DKIK	LOC6534407|XP_002095085.1|DYAK
OG0001964	LOC108083407|XP_017034653.1|DKIK, LOC108078348|XP_017027645.1|DKIK	LOC6533312|XP_015049897.1|DYAK
OG0001965	LOC108079120|XP_017028850.1|DKIK	LOC6533205|XP_002093931.2|DYAK
OG0001966	LOC108075622|XP_017023645.1|DKIK	LOC6535429|XP_015047154.1|DYAK
OG0001967	LOC108082341|XP_017033163.1|DKIK	LOC6530671|XP_002091569.1|DYAK
OG0001968	LOC108080382|XP_017030596.1|DKIK	LOC6533617|XP_002094324.1|DYAK
OG0001969	LOC108076754|XP_017025240.1|DKIK	LOC6528440|XP_039227163.1|DYAK
OG0001970	LOC108076485|XP_017024862.1|DKIK	LOC6531332|XP_002092136.1|DYAK
OG0001971	LOC108082153|XP_017032943.1|DKIK	LOC6530847|XP_002091728.2|DYAK
OG0001972	LOC108072588|XP_017019284.1|DKIK	LOC6539198|XP_002086099.1|DYAK, LOC26535449|XP_039226542.1|DYAK, LOC26534781|XP_039226541.1|DYAK, LOC26536421|XP_015045273.1|DYAK
OG0001973	LOC108076160|XP_017024375.1|DKIK	LOC6531836|XP_015051570.1|DYAK
OG0001974	LOC108076466|XP_017024840.1|DKIK	LOC6528742|XP_002089777.1|DYAK
OG0001975	LOC108075125|XP_017022897.1|DKIK	LOC6533525|XP_002094235.1|DYAK
OG0001976	LOC108072443|XP_017019060.1|DKIK	LOC6530182|XP_002091120.1|DYAK
OG0001977	LOC108077381|XP_017026164.1|DKIK	LOC6527054|XP_002088147.2|DYAK
OG0001978	LOC108082679|XP_017033667.1|DKIK	LOC6529426|XP_002090430.1|DYAK
OG0001979	LOC108079603|XP_017029451.1|DKIK	LOC6526899|XP_002087998.1|DYAK
OG0001980	LOC108074340|XP_017021850.1|DKIK	LOC6526245|XP_002087369.1|DYAK
OG0001981	LOC108081418|XP_017032089.1|DKIK	LOC6528158|XP_002089223.1|DYAK
OG0001982	LOC108084648|XP_017036428.1|DKIK	LOC26536130|XP_015045256.1|DYAK
OG0001983	LOC108077151|XP_017025873.1|DKIK	LOC26535169|XP_039233278.1|DYAK
OG0001984	LOC108082233|XP_017033060.1|DKIK	LOC6528057|XP_002089124.1|DYAK
OG0001985	LOC108077046|XP_017025668.1|DKIK	LOC6527881|XP_002088953.2|DYAK
OG0001986	LOC108075831|XP_017023891.1|DKIK	LOC6527040|XP_002088133.1|DYAK
OG0001987	LOC108084662|XP_017036476.1|DKIK	LOC6523823|XP_002099698.1|DYAK
OG0001988	LOC108074716|XP_017022348.1|DKIK	LOC6531647|XP_002092444.1|DYAK
OG0001989	LOC108078918|XP_017028548.1|DKIK	LOC6526343|XP_002087465.2|DYAK
OG0001990	LOC108077307|XP_017026078.1|DKIK	LOC6527134|XP_002088228.1|DYAK
OG0001992	LOC108074610|XP_017022222.1|DKIK	LOC6527363|XP_002088455.2|DYAK
OG0001993	LOC108079977|XP_017030030.1|DKIK	LOC6527086|XP_002088179.1|DYAK
OG0001994	LOC108072992|XP_017019932.1|DKIK	LOC6535809|XP_015047365.1|DYAK
OG0001995	LOC108082686|XP_017033679.1|DKIK	LOC6529718|XP_002090711.1|DYAK
OG0001997	LOC108078336|XP_017027628.1|DKIK	LOC6532109|XP_002092885.1|DYAK
OG0001998	LOC108078297|XP_017027563.1|DKIK	LOC6532111|XP_002092887.2|DYAK
OG0001999	LOC108085136|XP_017037132.1|DKIK	LOC6528880|XP_039227334.1|DYAK
OG0002000	LOC108079580|XP_017029414.1|DKIK	LOC6527699|XP_002088783.1|DYAK
OG0002001	LOC108082742|XP_017033740.1|DKIK	LOC6529556|XP_002090553.3|DYAK
OG0002002	LOC108082580|XP_017033526.1|DKIK	LOC6530107|XP_002091053.1|DYAK
OG0002003	LOC108075839|XP_017023908.1|DKIK	LOC6527799|XP_015053817.1|DYAK
OG0002004	LOC108085364|XP_017037424.1|DKIK	LOC6529453|XP_015052357.1|DYAK
OG0002005	LOC108075919|XP_017024042.1|DKIK	LOC6528940|XP_039227391.1|DYAK
OG0002006	LOC108082555|XP_017033496.1|DKIK	LOC6526937|XP_015053526.1|DYAK
OG0002007	LOC108084450|XP_017036148.1|DKIK	LOC6527706|XP_015053783.1|DYAK
OG0002008	LOC108074895|XP_017022607.1|DKIK	LOC6523751|XP_039233120.1|DYAK
OG0002009	LOC108076204|XP_017024427.1|DKIK	LOC6531729|XP_002092519.1|DYAK
OG0002010	LOC108076333|XP_017024609.1|DKIK	LOC120320428|XP_015053007.1|DYAK
OG0002011	LOC108072603|XP_017019313.1|DKIK	LOC6529799|XP_002090783.1|DYAK
OG0002012	LOC108081383|XP_017032029.1|DKIK	LOC6528173|XP_002089236.3|DYAK
OG0002013	LOC108082851|XP_017033913.1|DKIK	LOC6529671|XP_039228207.1|DYAK
OG0002014	LOC108078411|XP_017027756.1|DKIK	LOC6530702|XP_002091593.1|DYAK
OG0002015	LOC108079558|XP_017029386.1|DKIK	LOC6526909|XP_002088008.1|DYAK
OG0002016	LOC108078308|XP_017027589.1|DKIK	LOC6528674|XP_039227534.1|DYAK
OG0002017	LOC108077280|XP_017026047.1|DKIK	LOC6527190|XP_002088284.1|DYAK
OG0002018	LOC108082772|XP_017033794.1|DKIK	LOC6527085|XP_002088178.2|DYAK
OG0002019	LOC108076281|XP_017024550.1|DKIK	LOC6527378|XP_002088470.1|DYAK
OG0002020	LOC108082765|XP_017033781.1|DKIK	LOC6529711|XP_002090704.1|DYAK
OG0002021	LOC108082493|XP_017033401.1|DKIK	LOC6530672|XP_002091570.1|DYAK
OG0002022	LOC108081374|XP_017032017.1|DKIK	LOC6529253|XP_002090258.2|DYAK
OG0002023	LOC108080800|XP_017031180.1|DKIK	LOC6536902|XP_002097471.1|DYAK
OG0002024	LOC108076918|XP_017025450.1|DKIK	LOC6528008|XP_002089075.1|DYAK
OG0002025	LOC108082061|XP_017032828.1|DKIK	LOC6527267|XP_002088361.2|DYAK
OG0002026	LOC108080674|XP_017030996.1|DKIK	LOC6539337|XP_002086229.2|DYAK, LOC6540168|XP_039230565.1|DYAK
OG0002027	LOC108078098|XP_017027181.1|DKIK	LOC6531277|XP_002092086.1|DYAK
OG0002028	LOC108072159|XP_017018693.1|DKIK	LOC6531905|XP_039228916.1|DYAK
OG0002029	LOC108086000|XP_017038298.1|DKIK	LOC6533085|XP_002093817.1|DYAK
OG0002030	LOC108076201|XP_017024424.1|DKIK	LOC6532080|XP_002092857.1|DYAK
OG0002031	LOC108085132|XP_017037128.1|DKIK	LOC6529887|XP_015052449.1|DYAK
OG0002032	LOC108083177|XP_017034362.1|DKIK	LOC6535903|XP_002096519.2|DYAK
OG0002033	LOC108085957|XP_017038239.1|DKIK	LOC6525098|XP_039233354.1|DYAK
OG0002034	LOC108084665|XP_017036475.1|DKIK	LOC6523902|XP_039233412.1|DYAK
OG0002035	LOC108083182|XP_017034366.1|DKIK	LOC6536239|XP_002096828.1|DYAK
OG0002036	LOC108084028|XP_017035530.1|DKIK	LOC6536455|XP_002097036.2|DYAK
OG0002037	LOC108079727|XP_017029626.1|DKIK	LOC6532943|XP_002093678.1|DYAK
OG0002038	LOC108073373|XP_017020431.1|DKIK	LOC6535769|XP_002096392.1|DYAK
OG0002039	LOC108084632|XP_017036409.1|DKIK	LOC26535238|XP_015044598.1|DYAK
OG0002040	LOC108072873|XP_017019684.1|DKIK	LOC26534948|XP_039231392.1|DYAK
OG0002041	LOC108072293|XP_017018852.1|DKIK	LOC6528625|XP_002089668.1|DYAK
OG0002042	LOC108085460|XP_017037564.1|DKIK	LOC6536064|XP_002096674.2|DYAK
OG0002043	LOC108085472|XP_017037577.1|DKIK	LOC6537523|XP_002098069.2|DYAK
OG0002044	LOC108084210|XP_017035814.1|DKIK	LOC6537781|XP_015048507.1|DYAK
OG0002045	LOC108083174|XP_017034350.1|DKIK	LOC6536232|XP_015047616.2|DYAK
OG0002046	LOC108079961|XP_017030011.1|DKIK	LOC6523757|XP_002099632.1|DYAK
OG0002047	LOC108079211|XP_017028969.1|DKIK	LOC6525186|XP_039227624.1|DYAK
OG0002048	LOC108080447|XP_017030672.1|DKIK	LOC6536787|XP_002097357.2|DYAK
OG0002049	LOC108085687|XP_017037873.1|DKIK	LOC6536642|XP_002097214.1|DYAK
OG0002050	LOC108081042|XP_017031495.1|DKIK	LOC6537135|XP_002097696.1|DYAK
OG0002051	LOC108078149|XP_017027280.1|DKIK	LOC6530283|XP_015052627.1|DYAK
OG0002052	LOC108084431|XP_017036127.1|DKIK	LOC6535050|XP_002095714.1|DYAK
OG0002053	LOC108085453|XP_017037554.1|DKIK	LOC6536268|XP_002096854.3|DYAK
OG0002054	LOC108081176|XP_017031726.1|DKIK	LOC6537507|XP_002098053.1|DYAK
OG0002055	LOC108085636|XP_017037811.1|DKIK	LOC6536739|XP_002097311.1|DYAK
OG0002056	LOC108070471|XP_017016445.1|DKIK	LOC6533900|XP_002094600.1|DYAK
OG0002057	LOC108077078|XP_017025735.1|DKIK	LOC6527141|XP_002088235.1|DYAK
OG0002058	LOC108079068|XP_017028771.1|DKIK	LOC6532197|XP_002092971.2|DYAK
OG0002059	LOC108072019|XP_017018488.1|DKIK	LOC6538511|XP_002099033.1|DYAK
OG0002060	LOC108076496|XP_017024878.1|DKIK	LOC6530428|XP_002091344.1|DYAK
OG0002061	LOC108072174|XP_017018719.1|DKIK	LOC6531977|XP_039228520.1|DYAK
OG0002062	LOC108079941|XP_017029974.1|DKIK	LOC6526178|XP_002101988.1|DYAK
OG0002063	LOC108072456|XP_017019079.1|DKIK, LOC108083947|XP_017035440.1|DKIK	LOC6524045|XP_002099914.1|DYAK
OG0002064	LOC108081170|XP_017031715.1|DKIK, LOC108085026|XP_017036964.1|DKIK	LOC6532910|XP_002093646.1|DYAK
OG0002065	LOC108075219|XP_017023050.1|DKIK	LOC6533477|XP_015050047.1|DYAK
OG0002066	LOC108081024|XP_017031465.1|DKIK	LOC6537090|XP_015048107.1|DYAK
OG0002067	LOC108072160|XP_017018695.1|DKIK	LOC6531904|XP_002092690.1|DYAK
OG0002068	LOC108081221|XP_017031787.1|DKIK	LOC6531059|XP_002091893.1|DYAK
OG0002069	LOC108080967|XP_017031373.1|DKIK	LOC26535583|XP_039227618.1|DYAK, LOC26535361|XP_039227619.1|DYAK
OG0002070	LOC108081481|XP_017032169.1|DKIK	LOC6536569|XP_002097145.1|DYAK
OG0002071	LOC108073441|XP_017020553.1|DKIK	LOC6538625|XP_002099147.1|DYAK
OG0002072	LOC108078438|XP_017027809.1|DKIK	LOC6531491|XP_002092290.1|DYAK
OG0002073	LOC108072714|XP_017019454.1|DKIK	LOC6534167|XP_039230319.1|DYAK
OG0002074	LOC108073130|XP_017020119.1|DKIK	LOC6530489|XP_015052689.1|DYAK
OG0002075	LOC108079672|XP_017029559.1|DKIK	LOC26534725|XP_015054544.1|DYAK
OG0002076	LOC108086116|XP_017038441.1|DKIK	LOC6531741|XP_015051537.1|DYAK
OG0002077	LOC108071506|XP_017017759.1|DKIK	LOC6532326|XP_015049281.1|DYAK
OG0002078	LOC108079835|XP_017029829.1|DKIK	LOC6529896|XP_015052506.1|DYAK
OG0002079	LOC108075033|XP_017022778.1|DKIK	LOC6539416|XP_002086307.1|DYAK
OG0002080	LOC108078396|XP_017027741.1|DKIK	LOC6531685|XP_002092476.2|DYAK
OG0002081	LOC108070828|XP_017016935.1|DKIK	LOC6532011|XP_002092790.1|DYAK
OG0002082	LOC108076346|XP_017024623.1|DKIK	LOC6531363|XP_015051280.1|DYAK
OG0002083	LOC108084657|XP_017036467.1|DKIK	LOC6524407|XP_039233701.1|DYAK
OG0002084	LOC108072311|XP_017018872.1|DKIK	LOC6531809|XP_002092596.1|DYAK
OG0002085	LOC108078252|XP_017027474.1|DKIK	LOC6531616|XP_015051442.1|DYAK
OG0002086	LOC108072324|XP_017018890.1|DKIK	LOC6530589|XP_039228145.1|DYAK
OG0002087	LOC108073903|XP_017021182.1|DKIK	LOC26535083|XP_039229464.1|DYAK
OG0002088	LOC108075257|XP_017023107.1|DKIK	LOC6534765|XP_015050822.2|DYAK
OG0002089	LOC108078515|XP_017027910.1|DKIK	LOC6528639|XP_002089681.1|DYAK
OG0002090	LOC108075308|XP_017023201.1|DKIK	LOC6533973|XP_002094668.1|DYAK
OG0002091	LOC108070813|XP_017016901.1|DKIK	LOC6532018|XP_002092796.1|DYAK
OG0002092	LOC108071500|XP_017017750.1|DKIK	LOC6535038|XP_002095703.1|DYAK
OG0002093	LOC108085206|XP_017037219.1|DKIK	LOC6530515|XP_002091430.2|DYAK
OG0002094	LOC108072046|XP_017018520.1|DKIK	LOC6531917|XP_002092703.1|DYAK
OG0002095	LOC108083413|XP_017034657.1|DKIK, LOC108080120|XP_017030240.1|DKIK	LOC6525160|XP_002100998.1|DYAK
OG0002096	LOC108076400|XP_017024728.1|DKIK	LOC6530395|XP_002091321.1|DYAK
OG0002097	LOC108078086|XP_017027163.1|DKIK	LOC6528783|XP_015054260.1|DYAK
OG0002098	LOC108084772|XP_017036580.1|DKIK	LOC6539364|XP_015045187.1|DYAK
OG0002099	LOC108085017|XP_017036950.1|DKIK	LOC6536208|XP_002096799.1|DYAK
OG0002100	LOC108083131|XP_017034296.1|DKIK	LOC6539578|XP_015045092.1|DYAK
OG0002101	LOC108070854|XP_017016973.1|DKIK	LOC6528582|XP_039227584.1|DYAK
OG0002102	LOC108076716|XP_017025168.1|DKIK	LOC6530817|XP_039228948.1|DYAK
OG0002103	LOC108085032|XP_017036968.1|DKIK	LOC6536201|XP_002096792.1|DYAK
OG0002106	LOC108085038|XP_017036977.1|DKIK, LOC108077712|XP_017026655.1|DKIK	LOC6536214|XP_002096805.2|DYAK
OG0002107	LOC108077061|XP_017025716.1|DKIK	LOC6527179|XP_002088273.1|DYAK
OG0002108	LOC108075463|XP_017023407.1|DKIK	LOC6537460|XP_002098016.3|DYAK
OG0002109	LOC108086025|XP_017038326.1|DKIK	LOC6538990|XP_002099492.1|DYAK, LOC26536065|XP_015049153.2|DYAK
OG0002110	LOC108086160|XP_017038514.1|DKIK	LOC6534974|XP_002095644.1|DYAK, LOC6527525|XP_002088615.1|DYAK
OG0002111	LOC108075924|XP_017024053.1|DKIK	LOC6527791|XP_002088864.1|DYAK
OG0002111	LOC108075912|XP_017024031.1|DKIK	LOC6527792|XP_002088865.1|DYAK
OG0002112	LOC108082078|XP_017032859.1|DKIK	LOC6527275|XP_002088369.1|DYAK
OG0002113	LOC108075479|XP_017023422.1|DKIK	LOC6535435|XP_002096084.1|DYAK
OG0002113	LOC108075371|XP_017023270.1|DKIK	LOC6535436|XP_002096085.1|DYAK
OG0002114	LOC108084942|XP_017036829.1|DKIK	LOC6538824|XP_002099337.2|DYAK
OG0002114	LOC108085054|XP_017037003.1|DKIK	LOC6538823|XP_002099336.1|DYAK
OG0002115	LOC108078419|XP_017027773.1|DKIK	LOC6531572|XP_002092370.1|DYAK
OG0002115	LOC108078420|XP_017027774.1|DKIK	LOC6531573|XP_002092371.2|DYAK
OG0002116	LOC108072478|XP_017019133.1|DKIK	LOC6529792|XP_002090776.1|DYAK
OG0002117	LOC108083904|XP_017035389.1|DKIK	LOC6530938|XP_002091780.1|DYAK
OG0002118	LOC108077352|XP_017026134.1|DKIK	LOC26535507|XP_039229577.1|DYAK, LOC26535881|XP_039233327.1|DYAK, LOC26535306|XP_039229578.1|DYAK
OG0002119	LOC108073443|XP_017020555.1|DKIK	LOC6538611|XP_002099133.1|DYAK
OG0002120	LOC108077525|XP_017026383.1|DKIK	LOC6523764|XP_002099639.1|DYAK
OG0002121	LOC108075729|XP_017023758.1|DKIK	LOC6538069|XP_002098604.1|DYAK
OG0002123	LOC108079612|XP_017029475.1|DKIK	LOC6526902|XP_002088001.1|DYAK
OG0002124	LOC108077143|XP_017025850.1|DKIK	LOC6525786|XP_039230038.1|DYAK
OG0002125	LOC108072439|XP_017019049.1|DKIK	LOC6530472|XP_002091388.1|DYAK
OG0002126	LOC108078369|XP_017027688.1|DKIK	LOC6534736|XP_039229725.1|DYAK
OG0002127	LOC108076412|XP_017024742.1|DKIK, LOC108083551|XP_017034884.1|DKIK	LOC6525688|XP_015046410.1|DYAK
OG0002128	LOC108084337|XP_017036006.1|DKIK	LOC6525803|XP_015046503.1|DYAK
OG0002129	LOC108085692|XP_017037889.1|DKIK	LOC6535609|XP_002096237.3|DYAK
OG0002130	LOC108079366|XP_017029163.1|DKIK	LOC120321193|XP_039229116.1|DYAK
OG0002131	LOC108084181|XP_017035761.1|DKIK	LOC6535548|XP_002096177.1|DYAK
OG0002132	LOC108074575|XP_017022166.1|DKIK	LOC6527972|XP_002089039.1|DYAK
OG0002133	LOC108080550|XP_017030843.1|DKIK	LOC6524529|XP_002100386.1|DYAK
OG0002134	LOC108076119|XP_017024336.1|DKIK	LOC6525705|XP_002101527.1|DYAK
OG0002135	LOC108074247|XP_017021698.1|DKIK	LOC6525363|XP_015046261.1|DYAK
OG0002136	LOC108077860|XP_017026882.1|DKIK	LOC6537975|XP_002098512.1|DYAK
OG0002137	LOC108084570|XP_017036323.1|DKIK	LOC6538799|XP_002099312.1|DYAK
OG0002138	LOC108083593|XP_017034944.1|DKIK	LOC6525732|XP_002101554.1|DYAK
OG0002139	LOC108079456|XP_017029285.1|DKIK	LOC6524282|XP_002100144.2|DYAK
OG0002140	LOC108076932|XP_017025470.1|DKIK	LOC6525236|XP_002101074.1|DYAK
OG0002141	LOC108079521|XP_017029349.1|DKIK	LOC6535215|XP_002095874.1|DYAK
OG0002142	LOC108077735|XP_017026687.1|DKIK	LOC6535287|XP_002095943.1|DYAK
OG0002143	LOC108074421|XP_017021943.1|DKIK	LOC6526392|XP_015053387.1|DYAK
OG0002144	LOC108074888|XP_017022585.1|DKIK	LOC6523773|XP_015046967.1|DYAK
OG0002145	LOC108083944|XP_017035438.1|DKIK	LOC6535778|XP_039231645.1|DYAK
OG0002146	LOC108077732|XP_017026677.1|DKIK	LOC6535289|XP_002095945.1|DYAK
OG0002147	LOC108083775|XP_017035188.1|DKIK	LOC6526028|XP_039226048.1|DYAK
OG0002148	LOC108073856|XP_017021127.1|DKIK	LOC6532815|XP_002093552.1|DYAK
OG0002149	LOC108074896|XP_017022608.1|DKIK	LOC6523753|XP_002099628.1|DYAK
OG0002150	LOC108071239|XP_017017416.1|DKIK	LOC6524788|XP_002100632.1|DYAK
OG0002151	LOC108076930|XP_017025465.1|DKIK	LOC6527133|XP_002088227.2|DYAK
OG0002152	LOC108074082|XP_017021451.1|DKIK	LOC6535569|XP_039232554.1|DYAK
OG0002153	LOC108074370|XP_017021883.1|DKIK	LOC6538026|XP_002098561.1|DYAK
OG0002154	LOC108079435|XP_017029258.1|DKIK	LOC120321172|XP_039228938.1|DYAK
OG0002155	LOC108073678|XP_017020894.1|DKIK	LOC6538940|XP_002099444.1|DYAK
OG0002156	LOC108081866|XP_017032595.1|DKIK	LOC6535184|XP_002095846.1|DYAK
OG0002157	LOC108073232|XP_017020269.1|DKIK	LOC6536916|XP_002097485.2|DYAK
OG0002158	LOC108081222|XP_017031788.1|DKIK	LOC6531060|XP_002091894.1|DYAK
OG0002159	LOC108074227|XP_017021661.1|DKIK	LOC6531820|XP_002092607.1|DYAK
OG0002160	LOC108084061|XP_017035568.1|DKIK	LOC6535958|XP_002096574.3|DYAK
OG0002161	LOC108085683|XP_017037866.1|DKIK	LOC6535632|XP_002096260.1|DYAK
OG0002162	LOC108085915|XP_017038176.1|DKIK	LOC6536491|XP_002097069.2|DYAK
