Orthogroup	DKIK.longest_only	DSAN.longest_only
OG0000814	LOC108072487|XP_017019142.1|DKIK	LOC120445121|XP_039481202.1|DSAN
OG0000815	LOC108081417|XP_017032088.1|DKIK	LOC120458043|XP_039501486.1|DSAN
OG0000816	LOC108084446|XP_017036143.1|DKIK	LOC120456056|XP_039498572.1|DSAN
OG0000816	LOC108084216|XP_017035828.1|DKIK	LOC120450930|XP_039490130.1|DSAN
OG0000817	LOC108072025|XP_017018495.1|DKIK	LOC120453171|XP_039493665.1|DSAN
OG0000817	LOC108072044|XP_017018518.1|DKIK	LOC120453172|XP_039493666.1|DSAN
OG0000818	LOC108076097|XP_017024309.1|DKIK	LOC120456248|XP_039498903.1|DSAN
OG0000818	LOC108076058|XP_017024238.1|DKIK	LOC120457839|XP_039501313.1|DSAN
OG0000819	LOC108083334|XP_017034566.1|DKIK	LOC120455813|XP_039498207.1|DSAN
OG0000819	LOC108083605|XP_017034964.1|DKIK	LOC120456883|XP_039499914.1|DSAN
OG0000820	LOC108079173|XP_017028913.1|DKIK	LOC120455095|XP_039496906.1|DSAN
OG0000820	LOC108078558|XP_017027965.1|DKIK	LOC120446226|XP_039483027.1|DSAN
OG0000821	LOC108084536|XP_017036262.1|DKIK	LOC120452061|XP_039492058.1|DSAN
OG0000821	LOC108073060|XP_017020018.1|DKIK	LOC120446324|XP_039483174.1|DSAN
OG0000822	LOC108077471|XP_017026278.1|DKIK	LOC120447780|XP_039485268.1|DSAN
OG0000822	LOC108074828|XP_017022517.1|DKIK	LOC120455573|XP_039497878.1|DSAN
OG0000824	LOC108075832|XP_017023896.1|DKIK	LOC120458685|XP_039502356.1|DSAN
OG0000825	LOC108077499|XP_017026316.1|DKIK	LOC120447781|XP_039485269.1|DSAN
OG0000825	LOC108086201|XP_017038552.1|DKIK	LOC120449965|XP_039488607.1|DSAN
OG0000826	LOC108074722|XP_017022354.1|DKIK	LOC120446185|XP_039482961.1|DSAN
OG0000827	LOC108071616|XP_017017888.1|DKIK, LOC108071615|XP_017017887.1|DKIK	LOC120449279|XP_039487596.1|DSAN, LOC120449276|XP_039487592.1|DSAN, LOC120449278|XP_039487594.1|DSAN, LOC120449280|XP_039487597.1|DSAN
OG0000828	LOC108075448|XP_017023392.1|DKIK	LOC120452032|XP_039492015.1|DSAN, LOC120452031|XP_039492013.1|DSAN
OG0000830	LOC108074168|XP_017021587.1|DKIK	LOC120456576|XP_039499398.1|DSAN
OG0000831	LOC108073965|XP_017021296.1|DKIK	LOC120448994|XP_039487194.1|DSAN
OG0000832	LOC108078439|XP_017027811.1|DKIK	LOC120444575|XP_039480270.1|DSAN
OG0000833	LOC108085488|XP_017037597.1|DKIK	LOC120450279|XP_039489129.1|DSAN
OG0000834	LOC108073364|XP_017020416.1|DKIK	LOC120452176|XP_039492218.1|DSAN
OG0000835	LOC108074001|XP_017021344.1|DKIK	LOC120447995|XP_039485626.1|DSAN
OG0000836	LOC108081845|XP_017032575.1|DKIK	LOC120444786|XP_039480663.1|DSAN
OG0000836	LOC108077157|XP_017025878.1|DKIK	LOC120446466|XP_039483405.1|DSAN
OG0000837	LOC108072114|XP_017018624.1|DKIK	LOC120444654|XP_039480428.1|DSAN
OG0000837	LOC108071240|XP_017017412.1|DKIK	LOC120456017|XP_039498514.1|DSAN
OG0000838	LOC108079554|XP_017029381.1|DKIK	LOC120446392|XP_039483264.1|DSAN
OG0000838	LOC108079555|XP_017029382.1|DKIK	LOC120445305|XP_039481548.1|DSAN
OG0000839	LOC108073265|XP_017020315.1|DKIK	LOC120451944|XP_039491897.1|DSAN
OG0000840	LOC108085114|XP_017037083.1|DKIK	LOC120458694|XP_039502372.1|DSAN
OG0000840	LOC108071845|XP_017018248.1|DKIK	LOC120455729|XP_039498077.1|DSAN
OG0000841	LOC108072127|XP_017018652.1|DKIK	LOC120451377|XP_039490961.1|DSAN
OG0000842	LOC108076637|XP_017025053.1|DKIK	LOC120444150|XP_039479660.1|DSAN
OG0000842	LOC108084124|XP_017035651.1|DKIK	LOC120453999|XP_039494901.1|DSAN
OG0000843	LOC108072185|XP_017018730.1|DKIK	LOC120444653|XP_039480427.1|DSAN
OG0000844	LOC108072172|XP_017018712.1|DKIK	LOC120444529|XP_039480210.1|DSAN
OG0000844	LOC108081019|XP_017031455.1|DKIK	LOC120453662|XP_039494404.1|DSAN
OG0000845	LOC108084585|XP_017036351.1|DKIK	LOC120455685|XP_039498028.1|DSAN
OG0000845	LOC108080381|XP_017030592.1|DKIK	LOC120455684|XP_039498027.1|DSAN
OG0000846	LOC108074382|XP_017021897.1|DKIK	LOC120450891|XP_039490065.1|DSAN
OG0000847	LOC108077946|XP_017026973.1|DKIK	LOC120446471|XP_039483408.1|DSAN
OG0000847	LOC108076449|XP_017024813.1|DKIK	LOC120444283|XP_039479732.1|DSAN
OG0000848	LOC108074497|XP_017022059.1|DKIK	LOC120458084|XP_039501535.1|DSAN
OG0000848	LOC108081848|XP_017032577.1|DKIK	LOC120445536|XP_039481937.1|DSAN
OG0000849	LOC108081968|XP_017032692.1|DKIK	LOC120458656|XP_039502321.1|DSAN
OG0000849	LOC108074388|XP_017021902.1|DKIK	LOC120458664|XP_039502331.1|DSAN
OG0000850	LOC108076292|XP_017024548.1|DKIK	LOC120446442|XP_039483353.1|DSAN
OG0000850	LOC108076291|XP_017024545.1|DKIK	LOC120446441|XP_039483352.1|DSAN
OG0000851	LOC108076179|XP_017024398.1|DKIK	LOC120446458|XP_039483389.1|DSAN
OG0000852	LOC108082277|XP_017033097.1|DKIK	LOC120445586|XP_039482011.1|DSAN
OG0000854	LOC108070940|XP_017017097.1|DKIK	LOC120456889|XP_039499921.1|DSAN
OG0000855	LOC108079425|XP_017029245.1|DKIK	LOC120456587|XP_039499429.1|DSAN
OG0000855	LOC108084909|XP_017036794.1|DKIK, LOC108084911|XP_017036795.1|DKIK	LOC120452454|XP_039492618.1|DSAN
OG0000856	LOC108079194|XP_017028945.1|DKIK	LOC120456765|XP_039499697.1|DSAN
OG0000856	LOC108083284|XP_017034502.1|DKIK	LOC120448942|XP_039487120.1|DSAN
OG0000857	LOC108074185|XP_017021611.1|DKIK	LOC120456001|XP_039498491.1|DSAN
OG0000858	LOC108080811|XP_017031202.1|DKIK	LOC120454674|XP_039496124.1|DSAN, LOC120454671|XP_039496121.1|DSAN
OG0000860	LOC108079823|XP_017029801.1|DKIK	LOC120448017|XP_039485680.1|DSAN
OG0000861	LOC108076215|XP_017024445.1|DKIK	LOC120445935|XP_039482533.1|DSAN
OG0000862	LOC108078395|XP_017027740.1|DKIK	LOC120445067|XP_039481127.1|DSAN
OG0000862	LOC108074511|XP_017022081.1|DKIK	LOC120449568|XP_039488058.1|DSAN
OG0000863	LOC108075544|XP_017023536.1|DKIK	LOC120452710|XP_039493008.1|DSAN
OG0000863	LOC108077924|XP_017026952.1|DKIK, LOC108077677|XP_017026588.1|DKIK, LOC108077587|XP_017026470.1|DKIK	LOC120451101|XP_039490441.1|DSAN
OG0000864	LOC108077333|XP_017026109.1|DKIK	LOC120458866|XP_039502633.1|DSAN
OG0000864	LOC108079898|XP_017029915.1|DKIK	LOC120456710|XP_039499618.1|DSAN
OG0000865	LOC108073211|XP_017020228.1|DKIK	LOC120454494|XP_039495776.1|DSAN
OG0000866	LOC108074435|XP_017021962.1|DKIK	LOC120458947|XP_039502742.1|DSAN
OG0000866	LOC108074434|XP_017021960.1|DKIK	LOC120458948|XP_039502745.1|DSAN
OG0000867	LOC108077348|XP_017026126.1|DKIK	LOC120458860|XP_039502624.1|DSAN
OG0000867	LOC108077226|XP_017025973.1|DKIK	LOC120456126|XP_039498692.1|DSAN
OG0000868	LOC108084496|XP_017036224.1|DKIK	LOC120456055|XP_039498570.1|DSAN
OG0000869	LOC108085474|XP_017037580.1|DKIK	LOC120450850|XP_039489994.1|DSAN
OG0000870	LOC108072068|XP_017018561.1|DKIK	LOC120446059|XP_039482770.1|DSAN
OG0000871	LOC108082582|XP_017033529.1|DKIK	LOC120444943|XP_039480880.1|DSAN
OG0000872	LOC108082911|XP_017033984.1|DKIK	LOC120455959|XP_039498435.1|DSAN
OG0000872	LOC108072088|XP_017018585.1|DKIK	LOC120444483|XP_039480097.1|DSAN
OG0000873	LOC108080638|XP_017030953.1|DKIK	LOC120448886|XP_039487036.1|DSAN
OG0000874	LOC108076509|XP_017024903.1|DKIK	LOC120445218|XP_039481407.1|DSAN
OG0000875	LOC108083057|XP_017034177.1|DKIK	LOC120449630|XP_039488152.1|DSAN
OG0000877	LOC108083303|XP_017034530.1|DKIK, LOC108075071|XP_017022841.1|DKIK	LOC120450519|XP_039489528.1|DSAN
OG0000877	LOC108080265|XP_017030416.1|DKIK	LOC120456282|XP_039498957.1|DSAN
OG0000878	LOC108072395|XP_017018991.1|DKIK	LOC120446343|XP_039483198.1|DSAN
OG0000879	LOC108082148|XP_017032939.1|DKIK	LOC120445790|XP_039482330.1|DSAN
OG0000880	LOC108076029|XP_017024177.1|DKIK	LOC120452249|XP_039492310.1|DSAN
OG0000880	LOC108071563|XP_017017833.1|DKIK	LOC120448817|XP_039486949.1|DSAN
OG0000881	LOC108080202|XP_017030347.1|DKIK, LOC108080196|XP_017030337.1|DKIK	LOC120448117|XP_039485857.1|DSAN
OG0000881	LOC108080194|XP_017030336.1|DKIK	LOC120448116|XP_039485855.1|DSAN, LOC120448115|XP_039485854.1|DSAN
OG0000882	LOC108085972|XP_017038259.1|DKIK	LOC120456525|XP_039499328.1|DSAN
OG0000883	LOC108076650|XP_017025075.1|DKIK	LOC120456738|XP_039499661.1|DSAN
OG0000884	LOC108076882|XP_017025401.1|DKIK	LOC120458906|XP_039502686.1|DSAN
OG0000884	LOC108071208|XP_017017378.1|DKIK	LOC120457285|XP_039500661.1|DSAN
OG0000885	LOC108085674|XP_017037856.1|DKIK	LOC120451838|XP_039491748.1|DSAN
OG0000886	LOC108083928|XP_017035418.1|DKIK	LOC120453092|XP_039493557.1|DSAN
OG0000887	LOC108084443|XP_017036139.1|DKIK	LOC120456689|XP_039499587.1|DSAN
OG0000888	LOC108079021|XP_017028689.1|DKIK	LOC120447461|XP_039484775.1|DSAN
OG0000889	LOC108072677|XP_017019407.1|DKIK	LOC120449582|XP_039488072.1|DSAN
OG0000890	LOC108076459|XP_017024830.1|DKIK	LOC120445596|XP_039482028.1|DSAN
OG0000891	LOC108072850|XP_017019656.1|DKIK	LOC120453799|XP_039494648.1|DSAN
OG0000891	LOC108082237|XP_017033064.1|DKIK	LOC120453967|XP_039494856.1|DSAN
OG0000892	LOC108073887|XP_017021161.1|DKIK	LOC120449958|XP_039488593.1|DSAN
OG0000892	LOC108075250|XP_017023099.1|DKIK	LOC120447954|XP_039485575.1|DSAN
OG0000893	LOC108084102|XP_017035618.1|DKIK	LOC120452311|XP_039492395.1|DSAN
OG0000894	LOC108081231|XP_017031799.1|DKIK	LOC120454624|XP_039496026.1|DSAN
OG0000895	LOC108076326|XP_017024599.1|DKIK, LOC108076325|XP_017024597.1|DKIK	LOC120445658|XP_039482137.1|DSAN
OG0000896	LOC108080549|XP_017030842.1|DKIK	LOC120455968|XP_039498448.1|DSAN
OG0000897	LOC108085859|XP_017038105.1|DKIK	LOC120452187|XP_039492231.1|DSAN
OG0000897	LOC108085856|XP_017038103.1|DKIK	LOC120452226|XP_039492286.1|DSAN
OG0000898	LOC108076187|XP_017024408.1|DKIK	LOC120445297|XP_039481534.1|DSAN
OG0000898	LOC108086056|XP_017038363.1|DKIK	LOC120446171|XP_039482939.1|DSAN
OG0000899	LOC108071399|XP_017017631.1|DKIK, LOC108076129|XP_017024345.1|DKIK, LOC108071414|XP_017017649.1|DKIK, LOC108071400|XP_017017632.1|DKIK, LOC108071398|XP_017017630.1|DKIK	LOC120454020|XP_039494942.1|DSAN
OG0000899	LOC108071460|XP_017017712.1|DKIK	LOC120453373|XP_039493981.1|DSAN
OG0000900	LOC108076240|XP_017024477.1|DKIK	LOC120446165|XP_039482930.1|DSAN
OG0000900	LOC108076239|XP_017024476.1|DKIK	LOC120446360|XP_039483225.1|DSAN
OG0000901	LOC108072219|XP_017018771.1|DKIK, LOC108072217|XP_017018769.1|DKIK	LOC120444842|XP_039480733.1|DSAN
OG0000901	LOC108072218|XP_017018770.1|DKIK, LOC108072302|XP_017018858.1|DKIK	LOC120444841|XP_039480732.1|DSAN
OG0000902	LOC108071737|XP_017018050.1|DKIK	LOC120456192|XP_039498806.1|DSAN
OG0000902	LOC108071668|XP_017017962.1|DKIK	LOC120456190|XP_039498804.1|DSAN
OG0000903	LOC108073863|XP_017021138.1|DKIK	LOC120448496|XP_039486461.1|DSAN
OG0000903	LOC108073892|XP_017021170.1|DKIK	LOC120450018|XP_039488675.1|DSAN
OG0000904	LOC108079705|XP_017029600.1|DKIK	LOC120448084|XP_039485810.1|DSAN
OG0000904	LOC108079706|XP_017029601.1|DKIK	LOC120450000|XP_039488644.1|DSAN
OG0000904	LOC108079707|XP_017029602.1|DKIK	LOC120450002|XP_039488646.1|DSAN
OG0000906	LOC108078022|XP_017027072.1|DKIK, LOC108078065|XP_017027119.1|DKIK, LOC108078055|XP_017027108.1|DKIK	LOC120457762|XP_039501195.1|DSAN
OG0000906	LOC108078048|XP_017027100.1|DKIK	LOC120457738|XP_039501171.1|DSAN
OG0000907	LOC108072186|XP_017018731.1|DKIK	LOC120444657|XP_039480431.1|DSAN
OG0000909	LOC108075505|XP_017023461.1|DKIK	LOC120452531|XP_039492729.1|DSAN
OG0000910	LOC108085003|XP_017036921.1|DKIK	LOC120451624|XP_039491411.1|DSAN
OG0000911	LOC108072458|XP_017019080.1|DKIK, LOC108073054|XP_017020010.1|DKIK	LOC120445177|XP_039481324.1|DSAN
OG0000912	LOC108083145|XP_017034316.1|DKIK	LOC120449325|XP_039487657.1|DSAN, LOC120449830|XP_039488413.1|DSAN
OG0000913	LOC108070453|XP_017016419.1|DKIK	LOC120448754|XP_039486872.1|DSAN
OG0000914	LOC108082394|XP_017033228.1|DKIK	LOC120445632|XP_039482093.1|DSAN
OG0000915	LOC108082506|XP_017033424.1|DKIK	LOC120445399|XP_039481743.1|DSAN
OG0000915	LOC108076219|XP_017024450.1|DKIK	LOC120455056|XP_039496843.1|DSAN
OG0000916	LOC108079611|XP_017029464.1|DKIK	LOC120448894|XP_039487049.1|DSAN
OG0000917	LOC108075845|XP_017023912.1|DKIK	LOC120443759|XP_039478980.1|DSAN
OG0000918	LOC108072530|XP_017019193.1|DKIK	LOC120458795|XP_039502522.1|DSAN
OG0000920	LOC108080991|XP_017031409.1|DKIK	LOC120455269|XP_039497204.1|DSAN
OG0000921	LOC108083454|XP_017034713.1|DKIK	LOC120455312|XP_039497296.1|DSAN, LOC120455529|XP_039497753.1|DSAN
OG0000922	LOC108072650|XP_017019370.1|DKIK, LOC108072646|XP_017019365.1|DKIK	LOC120449549|XP_039488010.1|DSAN
OG0000923	LOC108080592|XP_017030889.1|DKIK	LOC120449799|XP_039488378.1|DSAN
OG0000923	LOC108083198|XP_017034390.1|DKIK	LOC120452812|XP_039493149.1|DSAN
OG0000924	LOC108072920|XP_017019757.1|DKIK, LOC108080521|XP_017030801.1|DKIK	LOC120457146|XP_039500351.1|DSAN
OG0000925	LOC108073679|XP_017020895.1|DKIK	LOC120452943|XP_039493359.1|DSAN, LOC120452942|XP_039493357.1|DSAN
OG0000926	LOC108080467|XP_017030693.1|DKIK	LOC120453948|XP_039494827.1|DSAN
OG0000926	LOC108080979|XP_017031394.1|DKIK	LOC120452211|XP_039492265.1|DSAN
OG0000927	LOC108085566|XP_017037694.1|DKIK	LOC120452668|XP_039492940.1|DSAN
OG0000927	LOC108085555|XP_017037682.1|DKIK	LOC120451719|XP_039491556.1|DSAN
OG0000928	LOC108082887|XP_017033958.1|DKIK	LOC120453182|XP_039493682.1|DSAN
OG0000928	LOC108082712|XP_017033709.1|DKIK	LOC120450500|XP_039489488.1|DSAN
OG0000929	LOC108077338|XP_017026116.1|DKIK	LOC120454685|XP_039496141.1|DSAN
OG0000929	LOC108077336|XP_017026114.1|DKIK	LOC120454690|XP_039496156.1|DSAN
OG0000930	LOC108078597|XP_017028007.1|DKIK, LOC108078712|XP_017028185.1|DKIK	LOC120448836|XP_039486971.1|DSAN
OG0000930	LOC108078596|XP_017028006.1|DKIK, LOC108078598|XP_017028008.1|DKIK	LOC120448834|XP_039486968.1|DSAN
OG0000931	LOC108072257|XP_017018813.1|DKIK	LOC120446746|XP_039483808.1|DSAN
OG0000931	LOC108075812|XP_017023873.1|DKIK	LOC120450996|XP_039490243.1|DSAN
OG0000932	LOC108075016|XP_017022756.1|DKIK	LOC120447802|XP_039485307.1|DSAN
OG0000932	LOC108074987|XP_017022707.1|DKIK	LOC120450086|XP_039488813.1|DSAN
OG0000933	LOC108076690|XP_017025132.1|DKIK	LOC120446012|XP_039482699.1|DSAN
OG0000933	LOC108076691|XP_017025133.1|DKIK	LOC120446011|XP_039482697.1|DSAN
OG0000934	LOC108070808|XP_017016898.1|DKIK	LOC120444450|XP_039480466.1|DSAN
OG0000934	LOC108070806|XP_017016896.1|DKIK	LOC120458048|XP_039501492.1|DSAN, LOC120458910|XP_039502689.1|DSAN
OG0000935	LOC108081000|XP_017031423.1|DKIK	LOC120454172|XP_039495186.1|DSAN
OG0000936	LOC108079174|XP_017028914.1|DKIK	LOC120456108|XP_039498655.1|DSAN
OG0000937	LOC108085040|XP_017036981.1|DKIK	LOC120453196|XP_039493703.1|DSAN
OG0000938	LOC108072262|XP_017018819.1|DKIK	LOC120446366|XP_039483232.1|DSAN
OG0000938	LOC108071227|XP_017017404.1|DKIK	LOC120457616|XP_039501060.1|DSAN, LOC120456793|XP_039499746.1|DSAN
OG0000939	LOC108079613|XP_017029477.1|DKIK	LOC120444100|XP_039479561.1|DSAN
OG0000939	LOC108079583|XP_017029416.1|DKIK	LOC120443996|XP_039479408.1|DSAN
OG0000940	LOC108074917|XP_017022636.1|DKIK	LOC120457064|XP_039500176.1|DSAN
OG0000940	LOC108079065|XP_017028768.1|DKIK	LOC120450530|XP_039489552.1|DSAN
OG0000941	LOC108085781|XP_017038020.1|DKIK	LOC120456665|XP_039499539.1|DSAN
OG0000942	LOC108085817|XP_017038057.1|DKIK	LOC120448252|XP_039486098.1|DSAN
OG0000943	LOC108073102|XP_017020081.1|DKIK	LOC120446599|XP_039483563.1|DSAN
OG0000944	LOC108079276|XP_017029060.1|DKIK	LOC120455886|XP_039498313.1|DSAN
OG0000945	LOC108071508|XP_017017763.1|DKIK	LOC120449724|XP_039488286.1|DSAN
OG0000945	LOC108071507|XP_017017762.1|DKIK	LOC120449723|XP_039488285.1|DSAN
OG0000946	LOC108077032|XP_017025650.1|DKIK	LOC120446102|XP_039482832.1|DSAN
OG0000947	LOC108072101|XP_017018604.1|DKIK	LOC120446316|XP_039483166.1|DSAN
OG0000948	LOC108079716|XP_017029614.1|DKIK	LOC120447544|XP_039484924.1|DSAN
OG0000949	LOC108084555|XP_017036300.1|DKIK, LOC108084576|XP_017036340.1|DKIK	LOC120457290|XP_039500675.1|DSAN
OG0000950	LOC108084079|XP_017035589.1|DKIK	LOC120453981|XP_039494869.1|DSAN
OG0000951	LOC108077880|XP_017026904.1|DKIK	LOC120454644|XP_039496079.1|DSAN
OG0000952	LOC108082189|XP_017032998.1|DKIK	LOC120443821|XP_039479096.1|DSAN
OG0000954	LOC108085099|XP_017037060.1|DKIK	LOC120450747|XP_039489807.1|DSAN
OG0000955	LOC108080214|XP_017030361.1|DKIK	LOC120454230|XP_039495265.1|DSAN
OG0000955	LOC108080203|XP_017030352.1|DKIK	LOC120454208|XP_039495239.1|DSAN
OG0000956	LOC108081765|XP_017032456.1|DKIK	LOC120453269|XP_039493831.1|DSAN
OG0000956	LOC108081768|XP_017032459.1|DKIK	LOC120451994|XP_039491956.1|DSAN
OG0000957	LOC108072874|XP_017019681.1|DKIK	LOC120444373|XP_039479914.1|DSAN
OG0000957	LOC108072872|XP_017019680.1|DKIK	LOC120444374|XP_039479915.1|DSAN
OG0000958	LOC108083524|XP_017034845.1|DKIK, LOC108084591|XP_017036355.1|DKIK, LOC108080064|XP_017030136.1|DKIK	LOC120451079|XP_039490374.1|DSAN
OG0000958	LOC108072285|XP_017018842.1|DKIK	LOC120445611|XP_039482055.1|DSAN
OG0000959	LOC108074312|XP_017021798.1|DKIK, LOC108085502|XP_017037611.1|DKIK	LOC120450567|XP_039489612.1|DSAN, LOC120454592|XP_039495977.1|DSAN
OG0000960	LOC108079356|XP_017029153.1|DKIK	LOC120456919|XP_039499987.1|DSAN
OG0000961	LOC108083661|XP_017035023.1|DKIK	LOC120447479|XP_039484809.1|DSAN
OG0000961	LOC108083660|XP_017035022.1|DKIK	LOC120447482|XP_039484811.1|DSAN
OG0000962	LOC108080897|XP_017031288.1|DKIK, LOC108080964|XP_017031367.1|DKIK, LOC108080947|XP_017031347.1|DKIK	LOC120454238|XP_039495277.1|DSAN, LOC120451686|XP_039491506.1|DSAN
OG0000963	LOC108083374|XP_017034609.1|DKIK	LOC120455594|XP_039497901.1|DSAN
OG0000964	LOC108082287|XP_017033107.1|DKIK	LOC120446394|XP_039483265.1|DSAN
OG0000965	LOC108071693|XP_017017996.1|DKIK	LOC120456306|XP_039498988.1|DSAN
OG0000966	LOC108085120|XP_017037110.1|DKIK	LOC120446275|XP_039483092.1|DSAN
OG0000966	LOC108073749|XP_017021006.1|DKIK	LOC120451682|XP_039491498.1|DSAN
OG0000968	LOC108073933|XP_017021226.1|DKIK	LOC120448664|XP_039486733.1|DSAN
OG0000969	LOC108078155|XP_017027287.1|DKIK	LOC120445060|XP_039481119.1|DSAN
OG0000970	LOC108083723|XP_017035118.1|DKIK, LOC108083724|XP_017035119.1|DKIK	LOC120452588|XP_039492810.1|DSAN
OG0000971	LOC108076913|XP_017025445.1|DKIK	LOC120446029|XP_039482723.1|DSAN
OG0000972	LOC108071650|XP_017017934.1|DKIK	LOC120449099|XP_039487341.1|DSAN
OG0000972	LOC108071219|XP_017017391.1|DKIK	LOC120456843|XP_039499832.1|DSAN
OG0000973	LOC108080070|XP_017030141.1|DKIK, LOC108080059|XP_017030130.1|DKIK	LOC120456547|XP_039499360.1|DSAN
OG0000974	LOC108073292|XP_017020336.1|DKIK	LOC120448578|XP_039486582.1|DSAN
OG0000975	LOC108072112|XP_017018622.1|DKIK, LOC108072110|XP_017018621.1|DKIK	LOC120454476|XP_039495743.1|DSAN, LOC120454475|XP_039495742.1|DSAN
OG0000976	LOC108081096|XP_017031575.1|DKIK	LOC120454251|XP_039495311.1|DSAN
OG0000977	LOC108084189|XP_017035775.1|DKIK	LOC120451473|XP_039491099.1|DSAN
OG0000978	LOC108070731|XP_017016817.1|DKIK	LOC120450937|XP_039490138.1|DSAN
OG0000979	LOC108078293|XP_017027560.1|DKIK	LOC120446135|XP_039482893.1|DSAN
OG0000980	LOC108084938|XP_017036826.1|DKIK	LOC120452724|XP_039493023.1|DSAN
OG0000981	LOC108076948|XP_017025487.1|DKIK	LOC120450838|XP_039489963.1|DSAN
OG0000982	LOC108082775|XP_017033801.1|DKIK	LOC120452074|XP_039492072.1|DSAN
OG0000984	LOC108083699|XP_017035087.1|DKIK, LOC108082723|XP_017033720.1|DKIK	LOC120458502|XP_039502103.1|DSAN
OG0000985	LOC108072868|XP_017019676.1|DKIK	LOC120446948|XP_039484134.1|DSAN
OG0000985	LOC108073023|XP_017019970.1|DKIK	LOC120446949|XP_039484135.1|DSAN
OG0000986	LOC108072527|XP_017019190.1|DKIK	LOC120446407|XP_039483284.1|DSAN
OG0000986	LOC108081858|XP_017032586.1|DKIK	LOC120446839|XP_039483965.1|DSAN
OG0000987	LOC108082146|XP_017032938.1|DKIK	LOC120453155|XP_039493648.1|DSAN
OG0000988	LOC108076139|XP_017024359.1|DKIK	LOC120452839|XP_039493240.1|DSAN
OG0000990	LOC108083544|XP_017034878.1|DKIK	LOC120455100|XP_039496910.1|DSAN
OG0000991	LOC108083958|XP_017035454.1|DKIK	LOC120457286|XP_039500666.1|DSAN
OG0000992	LOC108071288|XP_017017470.1|DKIK	LOC120454236|XP_039495274.1|DSAN
OG0000993	LOC108085880|XP_017038130.1|DKIK	LOC120453696|XP_039494451.1|DSAN
OG0000993	LOC108085881|XP_017038132.1|DKIK	LOC120453599|XP_039494298.1|DSAN
OG0000994	LOC108080250|XP_017030398.1|DKIK	LOC120456742|XP_039499666.1|DSAN
OG0000995	LOC108084852|XP_017036721.1|DKIK	LOC120452296|XP_039492365.1|DSAN, LOC120455545|XP_039497816.1|DSAN
OG0000996	LOC108082519|XP_017033435.1|DKIK	LOC120446908|XP_039484069.1|DSAN
OG0000997	LOC108081260|XP_017031843.1|DKIK	LOC120446528|XP_039483474.1|DSAN
OG0000998	LOC108078690|XP_017028177.1|DKIK	LOC120447516|XP_039484869.1|DSAN
OG0000999	LOC108072261|XP_017018818.1|DKIK	LOC120445343|XP_039481614.1|DSAN
OG0000999	LOC108079434|XP_017029257.1|DKIK	LOC120455345|XP_039497368.1|DSAN
OG0001000	LOC108070373|XP_017020185.1|DKIK	LOC120454284|XP_039495404.1|DSAN
OG0001001	LOC108078212|XP_017027386.1|DKIK	LOC120445948|XP_039482562.1|DSAN
OG0001002	LOC108074347|XP_017021860.1|DKIK	LOC120446278|XP_039483095.1|DSAN
OG0001003	LOC108075484|XP_017023431.1|DKIK	LOC120451690|XP_039491517.1|DSAN
OG0001003	LOC108079135|XP_017028875.1|DKIK	LOC120444117|XP_039479584.1|DSAN
OG0001004	LOC108083194|XP_017034385.1|DKIK	LOC120452436|XP_039492597.1|DSAN
OG0001004	LOC108083197|XP_017034389.1|DKIK	LOC120450853|XP_039490000.1|DSAN
OG0001005	LOC108082663|XP_017033650.1|DKIK	LOC120444820|XP_039480710.1|DSAN
OG0001005	LOC108083840|XP_017035306.1|DKIK	LOC120455392|XP_039497460.1|DSAN
OG0001006	LOC108084086|XP_017035598.1|DKIK	LOC120451890|XP_039491830.1|DSAN
OG0001006	LOC108073824|XP_017021093.1|DKIK	LOC120448928|XP_039487098.1|DSAN
OG0001007	LOC108072131|XP_017018655.1|DKIK	LOC120444674|XP_039480464.1|DSAN
OG0001008	LOC108077891|XP_017026917.1|DKIK	LOC120452298|XP_039492368.1|DSAN
OG0001008	LOC108083356|XP_017034588.1|DKIK	LOC120457233|XP_039500548.1|DSAN
OG0001009	LOC108073420|XP_017020527.1|DKIK	LOC120453776|XP_039494551.1|DSAN, LOC120452783|XP_039493109.1|DSAN
OG0001010	LOC108079536|XP_017029361.1|DKIK	LOC120443932|XP_039479308.1|DSAN
OG0001011	LOC108079000|XP_017028667.1|DKIK	LOC120456642|XP_039499501.1|DSAN
OG0001011	LOC108085343|XP_017037388.1|DKIK	LOC120445442|XP_039481810.1|DSAN
OG0001012	LOC108080501|XP_017030752.1|DKIK, LOC108080502|XP_017030754.1|DKIK	LOC120456975|XP_039500056.1|DSAN, LOC120455721|XP_039498069.1|DSAN
OG0001013	LOC108075023|XP_017022766.1|DKIK	LOC120448647|XP_039486709.1|DSAN
OG0001014	LOC108073967|XP_017021298.1|DKIK	LOC120449803|XP_039488382.1|DSAN
OG0001015	LOC108080031|XP_017030095.1|DKIK	LOC120456803|XP_039499771.1|DSAN
OG0001015	LOC108080038|XP_017030104.1|DKIK	LOC120455701|XP_039498043.1|DSAN
OG0001016	LOC108081050|XP_017031509.1|DKIK	LOC120451726|XP_039491569.1|DSAN
OG0001016	LOC108082915|XP_017033988.1|DKIK	LOC120456093|XP_039498623.1|DSAN
OG0001017	LOC108076348|XP_017024630.1|DKIK	LOC120446757|XP_039483829.1|DSAN
