Orthogroup	DKIK.longest_only	DGUA.longest_only
OG0000560	LOC108081832|XP_017032562.1|DKIK	LOC117585147|XP_034130371.1|DGUA
OG0000560	LOC108081831|XP_017032561.1|DKIK	LOC117585128|XP_034130348.1|DGUA
OG0000561	LOC108070495|XP_017016479.1|DKIK	LOC117589361|XP_034137148.1|DGUA
OG0000561	LOC108070492|XP_017016474.1|DKIK	LOC117589364|XP_034137157.1|DGUA
OG0000562	LOC108073960|XP_017021286.1|DKIK	LOC117580154|XP_034122359.1|DGUA
OG0000562	LOC108073994|XP_017021336.1|DKIK	LOC117579209|XP_034120869.1|DGUA
OG0000563	LOC108070399|XP_017016339.1|DKIK, LOC108070400|XP_017016341.1|DKIK	LOC117579196|XP_034120856.1|DGUA
OG0000564	LOC108085799|XP_017038036.1|DKIK	LOC117587186|XP_034133596.1|DGUA
OG0000564	LOC108085794|XP_017038032.1|DKIK	LOC117587187|XP_034133598.1|DGUA, LOC117587188|XP_034133599.1|DGUA
OG0000566	LOC108071462|XP_017017713.1|DKIK	LOC117584925|XP_034129967.1|DGUA
OG0000566	LOC108075244|XP_017023090.1|DKIK	LOC117587076|XP_034133429.1|DGUA
OG0000567	LOC108084641|XP_017036421.1|DKIK	LOC117581492|XP_034124630.1|DGUA
OG0000567	LOC108084683|XP_017036504.1|DKIK	LOC117581493|XP_034124631.1|DGUA
OG0000568	LOC108085757|XP_017037985.1|DKIK	LOC117588354|XP_034135457.1|DGUA
OG0000568	LOC108077780|XP_017026767.1|DKIK	LOC117590112|XP_034138353.1|DGUA
OG0000569	LOC108081189|XP_017031736.1|DKIK	LOC117589738|XP_034137805.1|DGUA
OG0000570	LOC108077843|XP_017026860.1|DKIK	LOC117585278|XP_034130592.1|DGUA
OG0000570	LOC108077850|XP_017026871.1|DKIK	LOC117585271|XP_034130583.1|DGUA
OG0000571	LOC108077621|XP_017026518.1|DKIK	LOC117583103|XP_034127172.1|DGUA
OG0000571	LOC108077798|XP_017026802.1|DKIK	LOC117582993|XP_034127032.1|DGUA
OG0000572	LOC108083921|XP_017035405.1|DKIK	LOC117589584|XP_034137538.1|DGUA
OG0000572	LOC108083922|XP_017035408.1|DKIK	LOC117589787|XP_034137877.1|DGUA
OG0000573	LOC108075269|XP_017023129.1|DKIK	LOC117587512|XP_034134197.1|DGUA
OG0000573	LOC108076428|XP_017024771.1|DKIK	LOC117592092|XP_034141502.1|DGUA
OG0000574	LOC108078692|XP_017028132.1|DKIK	LOC117589057|XP_034136577.1|DGUA
OG0000574	LOC108073352|XP_017020408.1|DKIK	LOC117586278|XP_034132121.1|DGUA
OG0000575	LOC108070476|XP_017016449.1|DKIK	LOC117586972|XP_034133239.1|DGUA
OG0000575	LOC108070487|XP_017016467.1|DKIK	LOC117586973|XP_034133242.1|DGUA
OG0000576	LOC108085392|XP_017037449.1|DKIK	LOC117586383|XP_034132304.1|DGUA
OG0000577	LOC108079650|XP_017029533.1|DKIK	LOC117582211|XP_034125710.1|DGUA
OG0000577	LOC108079610|XP_017029463.1|DKIK	LOC117582212|XP_034125711.1|DGUA
OG0000578	LOC108077257|XP_017026013.1|DKIK	LOC117584092|XP_034128731.1|DGUA
OG0000578	LOC108086146|XP_017038495.1|DKIK	LOC117592651|XP_034142486.1|DGUA
OG0000579	LOC108077659|XP_017026564.1|DKIK	LOC117589609|XP_034137575.1|DGUA
OG0000579	LOC108070421|XP_017016364.1|DKIK	LOC117579079|XP_034120678.1|DGUA
OG0000580	LOC108081497|XP_017032201.1|DKIK, LOC108081477|XP_017032163.1|DKIK	LOC117585508|XP_034130898.1|DGUA
OG0000580	LOC108081498|XP_017032202.1|DKIK	LOC117585507|XP_034130897.1|DGUA
OG0000581	LOC108084863|XP_017036739.1|DKIK	LOC117585100|XP_034130268.1|DGUA
OG0000581	LOC108075271|XP_017023130.1|DKIK	LOC117590359|XP_034138789.1|DGUA
OG0000582	LOC108076617|XP_017025032.1|DKIK	LOC117591657|XP_034140875.1|DGUA
OG0000583	LOC108074226|XP_017021659.1|DKIK	LOC117578733|XP_034120287.1|DGUA
OG0000583	LOC108074225|XP_017021658.1|DKIK	LOC117579684|XP_034121566.1|DGUA
OG0000584	LOC108082720|XP_017033716.1|DKIK	LOC117587725|XP_034134534.1|DGUA
OG0000584	LOC108082719|XP_017033715.1|DKIK	LOC117579666|XP_034121542.1|DGUA, LOC117588224|XP_034135261.1|DGUA
OG0000585	LOC108072706|XP_017019431.1|DKIK	LOC117589047|XP_034136565.1|DGUA, LOC117589071|XP_034136594.1|DGUA
OG0000586	LOC108072270|XP_017018825.1|DKIK	LOC117592412|XP_034142047.1|DGUA
OG0000586	LOC108070913|XP_017017058.1|DKIK	LOC117592047|XP_034141423.1|DGUA
OG0000589	LOC108071756|XP_017018070.1|DKIK	LOC117588744|XP_034136112.1|DGUA
OG0000590	LOC108073189|XP_017020194.1|DKIK	LOC117582989|XP_034127028.1|DGUA
OG0000590	LOC108079397|XP_017029211.1|DKIK	LOC117580648|XP_034123138.1|DGUA
OG0000592	LOC108076818|XP_017025338.1|DKIK	LOC117585643|XP_034131123.1|DGUA
OG0000592	LOC108074668|XP_017022276.1|DKIK	LOC117581799|XP_034125134.1|DGUA
OG0000593	LOC108075714|XP_017023734.1|DKIK	LOC117585054|XP_034130204.1|DGUA
OG0000593	LOC108084251|XP_017035882.1|DKIK	LOC117588805|XP_034136211.1|DGUA
OG0000594	LOC108075727|XP_017023755.1|DKIK	LOC117582712|XP_034126526.1|DGUA
OG0000594	LOC108080439|XP_017030663.1|DKIK	LOC117586283|XP_034132128.1|DGUA
OG0000595	LOC108074078|XP_017021444.1|DKIK	LOC117589615|XP_034137583.1|DGUA
OG0000595	LOC108084252|XP_017035879.1|DKIK	LOC117583377|XP_034127551.1|DGUA
OG0000596	LOC108080341|XP_017030530.1|DKIK	LOC117590742|XP_034139543.1|DGUA
OG0000596	LOC108073310|XP_017020359.1|DKIK	LOC117586675|XP_034132815.1|DGUA
OG0000597	LOC108081090|XP_017031569.1|DKIK, LOC108075666|XP_017023704.1|DKIK	LOC117583126|XP_034127208.1|DGUA
OG0000597	LOC108086015|XP_017038315.1|DKIK	LOC117582731|XP_034126549.1|DGUA
OG0000598	LOC108084589|XP_017036353.1|DKIK	LOC117589712|XP_034137767.1|DGUA
OG0000599	LOC108073360|XP_017020413.1|DKIK	LOC117587247|XP_034133709.1|DGUA
OG0000599	LOC108073267|XP_017020313.1|DKIK	LOC117587144|XP_034133541.1|DGUA
OG0000600	LOC108081263|XP_017031846.1|DKIK	LOC117578500|XP_034119939.1|DGUA
OG0000600	LOC108081210|XP_017031772.1|DKIK	LOC117586868|XP_034133060.1|DGUA
OG0000601	LOC108075836|XP_017023900.1|DKIK	LOC117584252|XP_034128946.1|DGUA
OG0000601	LOC108085347|XP_017037405.1|DKIK	LOC117587595|XP_034134337.1|DGUA
OG0000602	LOC108072498|XP_017019154.1|DKIK	LOC117587992|XP_034134897.1|DGUA
OG0000602	LOC108072504|XP_017019164.1|DKIK	LOC117587993|XP_034134898.1|DGUA
OG0000603	LOC108079639|XP_017029514.1|DKIK	LOC117581775|XP_034125089.1|DGUA
OG0000604	LOC108086255|XP_017038629.1|DKIK	LOC117584229|XP_034128902.1|DGUA
OG0000604	LOC108086257|XP_017038630.1|DKIK	LOC117584228|XP_034128901.1|DGUA
OG0000605	LOC108081367|XP_017032009.1|DKIK	LOC117583867|XP_034128404.1|DGUA
OG0000606	LOC108073322|XP_017020372.1|DKIK	LOC117584923|XP_034129964.1|DGUA
OG0000607	LOC108071464|XP_017017716.1|DKIK	LOC117585348|XP_034130682.1|DGUA
OG0000607	LOC108083212|XP_017034410.1|DKIK	LOC117586092|XP_034131839.1|DGUA
OG0000608	LOC108072009|XP_017018476.1|DKIK	LOC117585552|XP_034130967.1|DGUA
OG0000608	LOC108078823|XP_017028403.1|DKIK	LOC117584929|XP_034129976.1|DGUA
OG0000609	LOC108074395|XP_017021909.1|DKIK	LOC117581840|XP_034125185.1|DGUA
OG0000609	LOC108079563|XP_017029393.1|DKIK, LOC108075615|XP_017023640.1|DKIK, LOC108076057|XP_017024232.1|DKIK	LOC117590797|XP_034139643.1|DGUA
OG0000610	LOC108085528|XP_017037648.1|DKIK	LOC117579557|XP_034121368.1|DGUA
OG0000610	LOC108072279|XP_017018833.1|DKIK	LOC117583646|XP_034127993.1|DGUA
OG0000611	LOC108078251|XP_017027469.1|DKIK	LOC117585964|XP_034131668.1|DGUA
OG0000611	LOC108076520|XP_017024918.1|DKIK	LOC117592288|XP_034141840.1|DGUA
OG0000612	LOC108080619|XP_017030933.1|DKIK, LOC108080581|XP_017030874.1|DKIK	LOC117580539|XP_034123023.1|DGUA
OG0000612	LOC108080608|XP_017030919.1|DKIK	LOC117580242|XP_034122556.1|DGUA
OG0000615	LOC108084268|XP_017035916.1|DKIK	LOC117579823|XP_034121805.1|DGUA
OG0000615	LOC108084201|XP_017035801.1|DKIK	LOC117589730|XP_034137796.1|DGUA
OG0000616	LOC108083591|XP_017034940.1|DKIK, LOC108083607|XP_017034967.1|DKIK	LOC117588730|XP_034136090.1|DGUA
OG0000617	LOC108083732|XP_017035129.1|DKIK	LOC117582826|XP_034126768.1|DGUA
OG0000617	LOC108077690|XP_017026613.1|DKIK	LOC117582775|XP_034126636.1|DGUA
OG0000618	LOC108073541|XP_017020714.1|DKIK	LOC117585391|XP_034130744.1|DGUA
OG0000618	LOC108075303|XP_017023192.1|DKIK	LOC117579105|XP_034120722.1|DGUA
OG0000619	LOC108082559|XP_017033498.1|DKIK	LOC117579367|XP_034121122.1|DGUA
OG0000620	LOC108080056|XP_017030128.1|DKIK	LOC117581579|XP_034124820.1|DGUA
OG0000620	LOC108078775|XP_017028306.1|DKIK	LOC117580022|XP_034122135.1|DGUA
OG0000621	LOC108084140|XP_017035673.1|DKIK	LOC117584987|XP_034130101.1|DGUA, LOC117580759|XP_034123345.1|DGUA
OG0000621	LOC108085770|XP_017038004.1|DKIK	LOC117581388|XP_034124421.1|DGUA
OG0000622	LOC108079023|XP_017028691.1|DKIK	LOC117589044|XP_034136563.1|DGUA
OG0000622	LOC108078615|XP_017028027.1|DKIK	LOC117587041|XP_034133363.1|DGUA
OG0000623	LOC108074006|XP_017021356.1|DKIK	LOC117586964|XP_034133228.1|DGUA
OG0000623	LOC108078295|XP_017027566.1|DKIK	LOC117579413|XP_034121183.1|DGUA
OG0000624	LOC108081184|XP_017031732.1|DKIK	LOC117582076|XP_034125527.1|DGUA
OG0000625	LOC108084418|XP_017036112.1|DKIK	LOC117580303|XP_034122684.1|DGUA
OG0000625	LOC108084393|XP_017036076.1|DKIK	LOC117580313|XP_034122699.1|DGUA
OG0000626	LOC108078051|XP_017027103.1|DKIK	LOC117582928|XP_034126923.1|DGUA
OG0000626	LOC108076515|XP_017024912.1|DKIK	LOC117591983|XP_034141316.1|DGUA
OG0000627	LOC108071875|XP_017018292.1|DKIK	LOC117589193|XP_034136811.1|DGUA
OG0000627	LOC108076113|XP_017024328.1|DKIK	LOC117591399|XP_034140535.1|DGUA
OG0000628	LOC108086261|XP_017038635.1|DKIK	LOC117587890|XP_034134758.1|DGUA
OG0000628	LOC108076896|XP_017025418.1|DKIK	LOC117584012|XP_034128635.1|DGUA
OG0000629	LOC108081482|XP_017032170.1|DKIK	LOC117585483|XP_034130868.1|DGUA
OG0000629	LOC108081399|XP_017032048.1|DKIK	LOC117584833|XP_034129854.1|DGUA
OG0000630	LOC108082830|XP_017033879.1|DKIK	LOC117587638|XP_034134413.1|DGUA
OG0000630	LOC108082796|XP_017033835.1|DKIK	LOC117587683|XP_034134467.1|DGUA
OG0000631	LOC108074611|XP_017022223.1|DKIK	LOC117581821|XP_034125155.1|DGUA
OG0000631	LOC108072625|XP_017019343.1|DKIK	LOC117591147|XP_034140146.1|DGUA
OG0000632	LOC108076936|XP_017025472.1|DKIK	LOC117582272|XP_034125792.1|DGUA
OG0000632	LOC108074390|XP_017021903.1|DKIK	LOC117582523|XP_034126212.1|DGUA
OG0000633	LOC108073828|XP_017021096.1|DKIK	LOC117587501|XP_034134163.1|DGUA
OG0000633	LOC108073771|XP_017021026.1|DKIK	LOC117587485|XP_034134113.1|DGUA
OG0000635	LOC108084176|XP_017035757.1|DKIK	LOC117579755|XP_034121676.1|DGUA
OG0000635	LOC108079714|XP_017029611.1|DKIK	LOC117589248|XP_034136912.1|DGUA
OG0000636	LOC108082705|XP_017033702.1|DKIK	LOC117587665|XP_034134447.1|DGUA
OG0000636	LOC108082716|XP_017033713.1|DKIK	LOC117587680|XP_034134462.1|DGUA
OG0000637	LOC108075983|XP_017024125.1|DKIK	LOC117581470|XP_034124597.1|DGUA
OG0000637	LOC108076118|XP_017024335.1|DKIK	LOC117581269|XP_034124171.1|DGUA
OG0000638	LOC108084584|XP_017036347.1|DKIK	LOC117585494|XP_034130883.1|DGUA
OG0000638	LOC108084497|XP_017036225.1|DKIK	LOC117581215|XP_034124084.1|DGUA
OG0000639	LOC108085804|XP_017038040.1|DKIK	LOC117579090|XP_034120691.1|DGUA
OG0000642	LOC108077329|XP_017026106.1|DKIK	LOC117590891|XP_034139814.1|DGUA
OG0000643	LOC108083624|XP_017034984.1|DKIK, LOC108083623|XP_017034983.1|DKIK	LOC117583164|XP_034127250.1|DGUA
OG0000644	LOC108073875|XP_017021150.1|DKIK, LOC108073783|XP_017021038.1|DKIK, LOC108073784|XP_017021039.1|DKIK	LOC117579187|XP_034120847.1|DGUA, LOC117579116|XP_034120736.1|DGUA
OG0000645	LOC108077460|XP_017026273.1|DKIK	LOC117582322|XP_034125859.1|DGUA
OG0000645	LOC108077371|XP_017026155.1|DKIK	LOC117582325|XP_034125863.1|DGUA
OG0000646	LOC108084599|XP_017036366.1|DKIK	LOC117585005|XP_034130135.1|DGUA
OG0000646	LOC108081121|XP_017031617.1|DKIK	LOC117589673|XP_034137707.1|DGUA
OG0000647	LOC108070657|XP_017016714.1|DKIK	LOC117582836|XP_034126783.1|DGUA
OG0000647	LOC108085755|XP_017037983.1|DKIK	LOC117588352|XP_034135455.1|DGUA
OG0000648	LOC108084227|XP_017035843.1|DKIK	LOC117581055|XP_034123783.1|DGUA
OG0000648	LOC108084297|XP_017035952.1|DKIK	LOC117581366|XP_034124390.1|DGUA
OG0000649	LOC108083604|XP_017034962.1|DKIK	LOC117588311|XP_034135392.1|DGUA
OG0000649	LOC108083350|XP_017034583.1|DKIK	LOC117588433|XP_034135605.1|DGUA
OG0000650	LOC108084541|XP_017036267.1|DKIK	LOC117585598|XP_034131034.1|DGUA
OG0000650	LOC108072475|XP_017019128.1|DKIK	LOC117590638|XP_034139358.1|DGUA
OG0000651	LOC108078903|XP_017028525.1|DKIK	LOC117587038|XP_034133359.1|DGUA
OG0000651	LOC108073486|XP_017020633.1|DKIK	LOC117587089|XP_034133450.1|DGUA
OG0000652	LOC108076803|XP_017025318.1|DKIK	LOC117591566|XP_034140771.1|DGUA
OG0000652	LOC108079433|XP_017029256.1|DKIK	LOC117581065|XP_034123828.1|DGUA
OG0000653	LOC108077719|XP_017026659.1|DKIK	LOC117583021|XP_034127062.1|DGUA
OG0000653	LOC108079129|XP_017028866.1|DKIK	LOC117583524|XP_034127762.1|DGUA
OG0000654	LOC108079125|XP_017028858.1|DKIK	LOC117579525|XP_034121329.1|DGUA
OG0000654	LOC108078754|XP_017028271.1|DKIK	LOC117586979|XP_034133259.1|DGUA
OG0000655	LOC108078258|XP_017027484.1|DKIK	LOC117580176|XP_034122421.1|DGUA
OG0000655	LOC108077401|XP_017026189.1|DKIK	LOC117582532|XP_034126228.1|DGUA
OG0000656	LOC108085637|XP_017037812.1|DKIK	LOC117586054|XP_034131788.1|DGUA
OG0000656	LOC108085638|XP_017037813.1|DKIK	LOC117586055|XP_034131790.1|DGUA
OG0000657	LOC108078517|XP_017027916.1|DKIK	LOC117587237|XP_034133697.1|DGUA
OG0000657	LOC108086102|XP_017038417.1|DKIK	LOC117582430|XP_034126025.1|DGUA
OG0000658	LOC108083861|XP_017035336.1|DKIK	LOC117588494|XP_034135695.1|DGUA
OG0000658	LOC108075610|XP_017023632.1|DKIK	LOC117585496|XP_034130886.1|DGUA
OG0000659	LOC108075870|XP_017023962.1|DKIK	LOC117584578|XP_034129445.1|DGUA
OG0000659	LOC108083490|XP_017034778.1|DKIK	LOC117587910|XP_034134782.1|DGUA
OG0000660	LOC108076373|XP_017024672.1|DKIK	LOC117581767|XP_034125062.1|DGUA
OG0000661	LOC108071541|XP_017017805.1|DKIK	LOC117580308|XP_034122692.1|DGUA
OG0000661	LOC108077120|XP_017025809.1|DKIK	LOC117582157|XP_034125641.1|DGUA
OG0000662	LOC108080704|XP_017031034.1|DKIK	LOC117587134|XP_034133532.1|DGUA
OG0000662	LOC108085545|XP_017037673.1|DKIK	LOC117590729|XP_034139528.1|DGUA
OG0000663	LOC108072370|XP_017018956.1|DKIK	LOC117582471|XP_034126099.1|DGUA
OG0000664	LOC108081758|XP_017032448.1|DKIK	LOC117589519|XP_034137401.1|DGUA
OG0000664	LOC108071230|XP_017017403.1|DKIK	LOC117580737|XP_034123304.1|DGUA
OG0000665	LOC108073369|XP_017020422.1|DKIK	LOC117586390|XP_034132312.1|DGUA
OG0000666	LOC108084127|XP_017035658.1|DKIK	LOC117589054|XP_034136578.1|DGUA
OG0000666	LOC108079237|XP_017029009.1|DKIK	LOC117590811|XP_034139668.1|DGUA
OG0000667	LOC108071691|XP_017017994.1|DKIK	LOC117591004|XP_034139977.1|DGUA
OG0000667	LOC108081509|XP_017032217.1|DKIK	LOC117585512|XP_034130902.1|DGUA
OG0000668	LOC108084170|XP_017035745.1|DKIK	LOC117583846|XP_034128356.1|DGUA
OG0000669	LOC108079134|XP_017028871.1|DKIK	LOC117581041|XP_034123762.1|DGUA
OG0000669	LOC108079183|XP_017028924.1|DKIK	LOC117581039|XP_034123760.1|DGUA
OG0000670	LOC108082858|XP_017033924.1|DKIK	LOC117590829|XP_034139694.1|DGUA
OG0000670	LOC108084682|XP_017036503.1|DKIK	LOC117581165|XP_034123999.1|DGUA
OG0000671	LOC108071215|XP_017017385.1|DKIK	LOC117590066|XP_034138282.1|DGUA
OG0000671	LOC108077687|XP_017026608.1|DKIK	LOC117582949|XP_034126952.1|DGUA
OG0000672	LOC108075092|XP_017022863.1|DKIK	LOC117590356|XP_034138783.1|DGUA
OG0000672	LOC108083372|XP_017034606.1|DKIK	LOC117590920|XP_034139843.1|DGUA
OG0000673	LOC108083475|XP_017034754.1|DKIK	LOC117581250|XP_034124144.1|DGUA
OG0000673	LOC108083097|XP_017034239.1|DKIK	LOC117579640|XP_034121509.1|DGUA
OG0000675	LOC108074866|XP_017022567.1|DKIK	LOC117587565|XP_034134280.1|DGUA
OG0000677	LOC108073822|XP_017021091.1|DKIK	LOC117587464|XP_034134079.1|DGUA
OG0000677	LOC108074131|XP_017021520.1|DKIK	LOC117588639|XP_034135958.1|DGUA
OG0000678	LOC108071447|XP_017017690.1|DKIK	LOC117585025|XP_034130158.1|DGUA
OG0000678	LOC108079157|XP_017028898.1|DKIK	LOC117582354|XP_034125901.1|DGUA
OG0000679	LOC108071699|XP_017018002.1|DKIK	LOC117590292|XP_034138671.1|DGUA
OG0000680	LOC108084638|XP_017036414.1|DKIK	LOC117590209|XP_034138553.1|DGUA
OG0000680	LOC108084675|XP_017036492.1|DKIK	LOC117590207|XP_034138550.1|DGUA
OG0000681	LOC108085641|XP_017037815.1|DKIK	LOC117582744|XP_034126575.1|DGUA
OG0000681	LOC108080288|XP_017030446.1|DKIK	LOC117580695|XP_034123211.1|DGUA
OG0000683	LOC108084603|XP_017036374.1|DKIK, LOC108084534|XP_017036259.1|DKIK	LOC117585148|XP_034130368.1|DGUA
OG0000684	LOC108080442|XP_017030667.1|DKIK	LOC117586435|XP_034132362.1|DGUA
OG0000684	LOC108081086|XP_017031564.1|DKIK	LOC117583750|XP_034128160.1|DGUA
OG0000685	LOC108085236|XP_017037268.1|DKIK	LOC117590841|XP_034139725.1|DGUA, LOC117590884|XP_034139804.1|DGUA
OG0000685	LOC108075614|XP_017023636.1|DKIK	LOC117589960|XP_034138151.1|DGUA
OG0000686	LOC108070538|XP_017016553.1|DKIK	LOC117578459|XP_034119881.1|DGUA
OG0000686	LOC108078985|XP_017028650.1|DKIK	LOC117588776|XP_034136156.1|DGUA
OG0000687	LOC108075059|XP_017022829.1|DKIK	LOC117589238|XP_034136892.1|DGUA
OG0000688	LOC108072914|XP_017019733.1|DKIK	LOC117591957|XP_034141274.1|DGUA
OG0000689	LOC108073146|XP_017020143.1|DKIK	LOC117586466|XP_034132429.1|DGUA
OG0000689	LOC108073145|XP_017020142.1|DKIK	LOC117586462|XP_034132414.1|DGUA
OG0000690	LOC108079228|XP_017029000.1|DKIK	LOC117580806|XP_034123398.1|DGUA
OG0000691	LOC108074812|XP_017022497.1|DKIK	LOC117584758|XP_034129750.1|DGUA
OG0000691	LOC108085522|XP_017037643.1|DKIK	LOC117579309|XP_034121011.1|DGUA
OG0000692	LOC108071478|XP_017017726.1|DKIK	LOC117589105|XP_034136648.1|DGUA
OG0000692	LOC108071479|XP_017017727.1|DKIK	LOC117589107|XP_034136650.1|DGUA
OG0000693	LOC108083567|XP_017034912.1|DKIK	LOC117581053|XP_034123782.1|DGUA
OG0000693	LOC108073438|XP_017020551.1|DKIK	LOC117586215|XP_034132045.1|DGUA
OG0000694	LOC108080146|XP_017030269.1|DKIK	LOC117581140|XP_034123964.1|DGUA
OG0000694	LOC108073998|XP_017021340.1|DKIK	LOC117580535|XP_034123020.1|DGUA
OG0000695	LOC108082751|XP_017033756.1|DKIK	LOC117588067|XP_034135018.1|DGUA
OG0000695	LOC108082750|XP_017033755.1|DKIK	LOC117588066|XP_034135017.1|DGUA
OG0000696	LOC108076939|XP_017025476.1|DKIK	LOC117581867|XP_034125221.1|DGUA
OG0000697	LOC108080046|XP_017030114.1|DKIK	LOC117588302|XP_034135380.1|DGUA
OG0000697	LOC108082242|XP_017033070.1|DKIK	LOC117588102|XP_034135064.1|DGUA
OG0000698	LOC108074270|XP_017021730.1|DKIK	LOC117581845|XP_034125191.1|DGUA
OG0000698	LOC108074264|XP_017021724.1|DKIK	LOC117582341|XP_034125883.1|DGUA
OG0000699	LOC108072863|XP_017019669.1|DKIK	LOC117584717|XP_034129655.1|DGUA
OG0000699	LOC108083649|XP_017035010.1|DKIK	LOC117585384|XP_034130724.1|DGUA
OG0000700	LOC108079104|XP_017028827.1|DKIK	LOC117582105|XP_034125561.1|DGUA
OG0000700	LOC108077455|XP_017026266.1|DKIK	LOC117584471|XP_034129283.1|DGUA
OG0000701	LOC108070795|XP_017016884.1|DKIK	LOC117591937|XP_034141236.1|DGUA
OG0000701	LOC108071853|XP_017018260.1|DKIK	LOC117590220|XP_034138578.1|DGUA
OG0000702	LOC108077600|XP_017026483.1|DKIK	LOC117591218|XP_034140278.1|DGUA
OG0000702	LOC108082899|XP_017034041.1|DKIK	LOC117591217|XP_034140254.1|DGUA
OG0000703	LOC108085303|XP_017037349.1|DKIK	LOC117584158|XP_034128811.1|DGUA
OG0000703	LOC108082552|XP_017033486.1|DKIK	LOC117580650|XP_034123144.1|DGUA
OG0000704	LOC108071686|XP_017017989.1|DKIK	LOC117588726|XP_034136082.1|DGUA
OG0000704	LOC108086018|XP_017038317.1|DKIK	LOC117583831|XP_034128314.1|DGUA
OG0000705	LOC108079057|XP_017028755.1|DKIK	LOC117587018|XP_034133320.1|DGUA, LOC117589019|XP_034136534.1|DGUA, LOC117588698|XP_034136038.1|DGUA
OG0000705	LOC108079056|XP_017028752.1|DKIK	LOC117587016|XP_034133317.1|DGUA
OG0000706	LOC108074272|XP_017021732.1|DKIK	LOC117582340|XP_034125882.1|DGUA
OG0000706	LOC108080504|XP_017030761.1|DKIK	LOC117581613|XP_034124867.1|DGUA
OG0000707	LOC108072249|XP_017018799.1|DKIK	LOC117581280|XP_034124198.1|DGUA
OG0000707	LOC108083906|XP_017035391.1|DKIK	LOC117591032|XP_034140017.1|DGUA
OG0000708	LOC108076059|XP_017024235.1|DKIK	LOC117590471|XP_034139012.1|DGUA
OG0000708	LOC108083464|XP_017034736.1|DKIK	LOC117588421|XP_034135586.1|DGUA
OG0000709	LOC108073680|XP_017020896.1|DKIK	LOC117583485|XP_034127686.1|DGUA
OG0000709	LOC108079956|XP_017030004.1|DKIK	LOC117581329|XP_034124334.1|DGUA
OG0000710	LOC108084057|XP_017035565.1|DKIK	LOC117586015|XP_034131737.1|DGUA
OG0000710	LOC108073036|XP_017019986.1|DKIK	LOC117591965|XP_034141293.1|DGUA
OG0000711	LOC108071897|XP_017018316.1|DKIK, LOC108071884|XP_017018302.1|DKIK	LOC117591549|XP_034140735.1|DGUA
OG0000711	LOC108080141|XP_017030264.1|DKIK	LOC117588733|XP_034136099.1|DGUA
OG0000712	LOC108073287|XP_017020333.1|DKIK	LOC117586204|XP_034132032.1|DGUA
OG0000712	LOC108073388|XP_017020465.1|DKIK	LOC117586202|XP_034132027.1|DGUA
OG0000713	LOC108070668|XP_017016729.1|DKIK	LOC117582839|XP_034126787.1|DGUA
OG0000713	LOC108082348|XP_017033173.1|DKIK	LOC117592072|XP_034141470.1|DGUA
OG0000714	LOC108071238|XP_017017411.1|DKIK	LOC117581351|XP_034124374.1|DGUA
OG0000714	LOC108078824|XP_017028400.1|DKIK	LOC117579059|XP_034120654.1|DGUA
OG0000715	LOC108080586|XP_017030880.1|DKIK	LOC117580246|XP_034122560.1|DGUA, LOC117581178|XP_034124014.1|DGUA
OG0000716	LOC108073683|XP_017020898.1|DKIK	LOC117580822|XP_034123433.1|DGUA
OG0000716	LOC108072801|XP_017019576.1|DKIK	LOC117579165|XP_034120817.1|DGUA
OG0000717	LOC108072735|XP_017019491.1|DKIK	LOC117579251|XP_034120928.1|DGUA
OG0000718	LOC108072215|XP_017018765.1|DKIK	LOC117590590|XP_034139236.1|DGUA
OG0000718	LOC108079305|XP_017029074.1|DKIK	LOC117590671|XP_034139432.1|DGUA
OG0000719	LOC108078741|XP_017028253.1|DKIK	LOC117589363|XP_034137156.1|DGUA
OG0000719	LOC108071564|XP_017017834.1|DKIK	LOC117579494|XP_034121286.1|DGUA
OG0000720	LOC108077834|XP_017026849.1|DKIK, LOC108083625|XP_017034985.1|DKIK, LOC108083647|XP_017035007.1|DKIK	LOC117583684|XP_034128050.1|DGUA
OG0000721	LOC108083390|XP_017034629.1|DKIK	LOC117587679|XP_034134461.1|DGUA
OG0000721	LOC108072516|XP_017019175.1|DKIK	LOC117587930|XP_034134807.1|DGUA
OG0000722	LOC108070749|XP_017016835.1|DKIK	LOC117592355|XP_034141943.1|DGUA
OG0000722	LOC108070750|XP_017016836.1|DKIK	LOC117592356|XP_034141944.1|DGUA, LOC117592357|XP_034141945.1|DGUA
OG0000723	LOC108080868|XP_017031260.1|DKIK, LOC108080952|XP_017031353.1|DKIK	LOC117580333|XP_034122727.1|DGUA
OG0000724	LOC108074177|XP_017021602.1|DKIK	LOC117590994|XP_034139965.1|DGUA
OG0000724	LOC108073732|XP_017020980.1|DKIK	LOC117582786|XP_034126658.1|DGUA
OG0000726	LOC108070648|XP_017016706.1|DKIK	LOC117585463|XP_034130845.1|DGUA
OG0000726	LOC108070665|XP_017016725.1|DKIK	LOC117585583|XP_034131011.1|DGUA
OG0000727	LOC108084380|XP_017036061.1|DKIK	LOC117586526|XP_034132551.1|DGUA
OG0000728	LOC108071694|XP_017017997.1|DKIK	LOC117590265|XP_034138642.1|DGUA
OG0000728	LOC108073376|XP_017020439.1|DKIK	LOC117583760|XP_034128182.1|DGUA
OG0000729	LOC108085022|XP_017036957.1|DKIK	LOC117582713|XP_034126527.1|DGUA
