Orthogroup	DKIK.longest_only	DALB.longest_only
OG0000556	LOC108080353|XP_017030546.1|DKIK	LOC117569341|XP_034106365.1|DALB
OG0000556	LOC108081229|XP_017031794.1|DKIK	LOC117575005|XP_034114973.1|DALB
OG0000557	LOC108080430|XP_017030652.1|DKIK	LOC117575409|XP_034115480.1|DALB
OG0000557	LOC108080431|XP_017030653.1|DKIK	LOC117576870|XP_034117862.1|DALB
OG0000558	LOC108080944|XP_017031338.1|DKIK	LOC117576425|XP_034117059.1|DALB
OG0000558	LOC108071723|XP_017018036.1|DKIK	LOC117565670|XP_034100797.1|DALB
OG0000559	LOC108085900|XP_017038154.1|DKIK	LOC117575571|XP_034115725.1|DALB
OG0000559	LOC108083011|XP_017034125.1|DKIK	LOC117568325|XP_034104797.1|DALB
OG0000560	LOC108081832|XP_017032562.1|DKIK	LOC117567917|XP_034104087.1|DALB, LOC117567916|XP_034104086.1|DALB
OG0000560	LOC108081831|XP_017032561.1|DKIK	LOC117567915|XP_034104085.1|DALB
OG0000561	LOC108070495|XP_017016479.1|DKIK	LOC117570739|XP_034108452.1|DALB
OG0000561	LOC108070492|XP_017016474.1|DKIK	LOC117570772|XP_034108498.1|DALB
OG0000562	LOC108073960|XP_017021286.1|DKIK	LOC117568411|XP_034104943.1|DALB
OG0000562	LOC108073994|XP_017021336.1|DKIK	LOC117567105|XP_034102777.1|DALB
OG0000563	LOC108070399|XP_017016339.1|DKIK	LOC117571684|XP_034109815.1|DALB
OG0000563	LOC108070400|XP_017016341.1|DKIK	LOC117570842|XP_034108613.1|DALB
OG0000564	LOC108085799|XP_017038036.1|DKIK	LOC117569885|XP_034107115.1|DALB
OG0000564	LOC108085794|XP_017038032.1|DKIK	LOC117569684|XP_034106823.1|DALB
OG0000566	LOC108071462|XP_017017713.1|DKIK	LOC117575463|XP_034115566.1|DALB
OG0000566	LOC108075244|XP_017023090.1|DKIK	LOC117572277|XP_034110872.1|DALB
OG0000567	LOC108084641|XP_017036421.1|DKIK	LOC117577760|XP_034118562.1|DALB
OG0000567	LOC108084683|XP_017036504.1|DKIK	LOC117577978|XP_034118955.1|DALB
OG0000568	LOC108085757|XP_017037985.1|DKIK	LOC117567383|XP_034103226.1|DALB
OG0000568	LOC108083804|XP_017035235.1|DKIK, LOC108077780|XP_017026767.1|DKIK	LOC117573488|XP_034112606.1|DALB
OG0000569	LOC108081189|XP_017031736.1|DKIK	LOC117576605|XP_034117395.1|DALB
OG0000570	LOC108077843|XP_017026860.1|DKIK	LOC117576577|XP_034117342.1|DALB
OG0000570	LOC108077850|XP_017026871.1|DKIK	LOC117576578|XP_034117343.1|DALB
OG0000571	LOC108077621|XP_017026518.1|DKIK	LOC117574018|XP_034113497.1|DALB
OG0000571	LOC108077798|XP_017026802.1|DKIK	LOC117576764|XP_034117702.1|DALB
OG0000572	LOC108083921|XP_017035405.1|DKIK	LOC117574189|XP_034113773.1|DALB
OG0000572	LOC108083922|XP_017035408.1|DKIK	LOC117575540|XP_034115685.1|DALB
OG0000573	LOC108075269|XP_017023129.1|DKIK	LOC117568114|XP_034104406.1|DALB
OG0000573	LOC108076428|XP_017024771.1|DKIK	LOC117566653|XP_034102087.1|DALB
OG0000574	LOC108078692|XP_017028132.1|DKIK	LOC117567035|XP_034102632.1|DALB
OG0000574	LOC108073352|XP_017020408.1|DKIK	LOC117575445|XP_034115546.1|DALB
OG0000575	LOC108070476|XP_017016449.1|DKIK	LOC117570493|XP_034108078.1|DALB
OG0000575	LOC108070487|XP_017016467.1|DKIK	LOC117570894|XP_034108687.1|DALB
OG0000576	LOC108085409|XP_017037467.1|DKIK, LOC108085392|XP_017037449.1|DKIK	LOC117576193|XP_034116677.1|DALB
OG0000577	LOC108079650|XP_017029533.1|DKIK	LOC117563678|XP_034097996.1|DALB
OG0000577	LOC108079610|XP_017029463.1|DKIK	LOC117563369|XP_034097560.1|DALB
OG0000578	LOC108077257|XP_017026013.1|DKIK	LOC117563541|XP_034097811.1|DALB
OG0000578	LOC108086146|XP_017038495.1|DKIK	LOC117566833|XP_034102300.1|DALB
OG0000579	LOC108077659|XP_017026564.1|DKIK	LOC117574311|XP_034114011.1|DALB
OG0000579	LOC108070421|XP_017016364.1|DKIK	LOC117568033|XP_034104264.1|DALB
OG0000580	LOC108081497|XP_017032201.1|DKIK, LOC108081477|XP_017032163.1|DKIK	LOC117573545|XP_034112716.1|DALB
OG0000580	LOC108081498|XP_017032202.1|DKIK	LOC117573543|XP_034112713.1|DALB
OG0000581	LOC108084863|XP_017036739.1|DKIK	LOC117574002|XP_034113459.1|DALB
OG0000581	LOC108075271|XP_017023130.1|DKIK	LOC117572373|XP_034111034.1|DALB
OG0000582	LOC108082435|XP_017033298.1|DKIK	LOC117572467|XP_034111205.1|DALB
OG0000582	LOC108076617|XP_017025032.1|DKIK	LOC117572271|XP_034110865.1|DALB
OG0000583	LOC108074226|XP_017021659.1|DKIK	LOC117569459|XP_034106516.1|DALB
OG0000583	LOC108074225|XP_017021658.1|DKIK	LOC117569458|XP_034106515.1|DALB
OG0000584	LOC108082720|XP_017033716.1|DKIK	LOC117564165|XP_034098722.1|DALB
OG0000584	LOC108082719|XP_017033715.1|DKIK	LOC117563586|XP_034097863.1|DALB, LOC117564368|XP_034098976.1|DALB
OG0000585	LOC108072706|XP_017019431.1|DKIK	LOC117569442|XP_034106496.1|DALB, LOC117569920|XP_034107163.1|DALB
OG0000586	LOC108082572|XP_017033518.1|DKIK, LOC108070913|XP_017017058.1|DKIK	LOC117571332|XP_034109314.1|DALB
OG0000589	LOC108071756|XP_017018070.1|DKIK	LOC117570513|XP_034108145.1|DALB
OG0000590	LOC108073189|XP_017020194.1|DKIK	LOC117574715|XP_034114528.1|DALB
OG0000590	LOC108079397|XP_017029211.1|DKIK	LOC117574333|XP_034114042.1|DALB
OG0000592	LOC108076818|XP_017025338.1|DKIK	LOC117572376|XP_034111035.1|DALB
OG0000592	LOC108074668|XP_017022276.1|DKIK	LOC117571583|XP_034109690.1|DALB
OG0000593	LOC108075714|XP_017023734.1|DKIK	LOC117563424|XP_034097650.1|DALB
OG0000593	LOC108084251|XP_017035882.1|DKIK	LOC117566355|XP_034101733.1|DALB
OG0000594	LOC108075727|XP_017023755.1|DKIK	LOC117574067|XP_034113581.1|DALB
OG0000594	LOC108080439|XP_017030663.1|DKIK	LOC117576155|XP_034116619.1|DALB
OG0000595	LOC108074078|XP_017021444.1|DKIK	LOC117575204|XP_034115214.1|DALB
OG0000595	LOC108084252|XP_017035879.1|DKIK	LOC117573641|XP_034112843.1|DALB
OG0000596	LOC108080341|XP_017030530.1|DKIK	LOC117577918|XP_034118806.1|DALB
OG0000596	LOC108073310|XP_017020359.1|DKIK	LOC117573268|XP_034112239.1|DALB, LOC117573267|XP_034112238.1|DALB, LOC117563806|XP_034098230.1|DALB
OG0000597	LOC108081090|XP_017031569.1|DKIK	LOC117574430|XP_034114158.1|DALB
OG0000597	LOC108075666|XP_017023704.1|DKIK	LOC117573713|XP_034112974.1|DALB
OG0000597	LOC108086015|XP_017038315.1|DKIK	LOC117574431|XP_034114159.1|DALB
OG0000598	LOC108084589|XP_017036353.1|DKIK	LOC117574273|XP_034113913.1|DALB
OG0000599	LOC108073267|XP_017020313.1|DKIK	LOC117566392|XP_034101791.1|DALB
OG0000600	LOC108081263|XP_017031846.1|DKIK	LOC117570761|XP_034108482.1|DALB
OG0000601	LOC108075836|XP_017023900.1|DKIK	LOC117565708|XP_034100844.1|DALB
OG0000601	LOC108085347|XP_017037405.1|DKIK	LOC117565706|XP_034100839.1|DALB
OG0000603	LOC108074609|XP_017022218.1|DKIK, LOC108079639|XP_017029514.1|DKIK	LOC117566116|XP_034101478.1|DALB
OG0000604	LOC108086255|XP_017038629.1|DKIK	LOC117564075|XP_034098592.1|DALB
OG0000604	LOC108086257|XP_017038630.1|DKIK	LOC117564382|XP_034098992.1|DALB
OG0000605	LOC108081367|XP_017032009.1|DKIK	LOC117563778|XP_034098176.1|DALB, LOC117563777|XP_034098175.1|DALB
OG0000606	LOC108073322|XP_017020372.1|DKIK	LOC117574263|XP_034113889.1|DALB
OG0000607	LOC108071464|XP_017017716.1|DKIK	LOC117573731|XP_034112993.1|DALB
OG0000607	LOC108083212|XP_017034410.1|DKIK	LOC117573336|XP_034112336.1|DALB
OG0000608	LOC108072009|XP_017018476.1|DKIK	LOC117575661|XP_034115840.1|DALB
OG0000609	LOC108079563|XP_017029393.1|DKIK	LOC117564819|XP_034099631.1|DALB
OG0000609	LOC108075615|XP_017023640.1|DKIK	LOC117564818|XP_034099630.1|DALB
OG0000610	LOC108085528|XP_017037648.1|DKIK	LOC117567740|XP_034103816.1|DALB
OG0000610	LOC108072279|XP_017018833.1|DKIK	LOC117568908|XP_034105704.1|DALB
OG0000611	LOC108078251|XP_017027469.1|DKIK	LOC117572225|XP_034110794.1|DALB
OG0000611	LOC108076520|XP_017024918.1|DKIK	LOC117569955|XP_034107216.1|DALB
OG0000612	LOC108080619|XP_017030933.1|DKIK, LOC108080581|XP_017030874.1|DKIK, LOC108080608|XP_017030919.1|DKIK	LOC117571175|XP_034109093.1|DALB
OG0000615	LOC108084268|XP_017035916.1|DKIK	LOC117569740|XP_034106917.1|DALB
OG0000615	LOC108084201|XP_017035801.1|DKIK	LOC117574393|XP_034114122.1|DALB
OG0000616	LOC108083591|XP_017034940.1|DKIK, LOC108083607|XP_017034967.1|DKIK	LOC117575413|XP_034115488.1|DALB
OG0000617	LOC108083732|XP_017035129.1|DKIK	LOC117575989|XP_034116376.1|DALB
OG0000617	LOC108077690|XP_017026613.1|DKIK	LOC117575506|XP_034115640.1|DALB
OG0000618	LOC108073541|XP_017020714.1|DKIK	LOC117573703|XP_034112962.1|DALB
OG0000618	LOC108075303|XP_017023192.1|DKIK	LOC117572345|XP_034110993.1|DALB
OG0000619	LOC108082559|XP_017033498.1|DKIK	LOC117572298|XP_034110901.1|DALB
OG0000620	LOC108078775|XP_017028306.1|DKIK	LOC117567579|XP_034103547.1|DALB
OG0000621	LOC108084140|XP_017035673.1|DKIK	LOC117576522|XP_034117232.1|DALB
OG0000621	LOC108085770|XP_017038004.1|DKIK	LOC117570374|XP_034107863.1|DALB
OG0000622	LOC108079023|XP_017028691.1|DKIK	LOC117570206|XP_034107585.1|DALB
OG0000622	LOC108078615|XP_017028027.1|DKIK	LOC117569833|XP_034107049.1|DALB
OG0000623	LOC108074006|XP_017021356.1|DKIK	LOC117569825|XP_034107040.1|DALB
OG0000623	LOC108078295|XP_017027566.1|DKIK	LOC117571426|XP_034109457.1|DALB
OG0000624	LOC108081184|XP_017031732.1|DKIK	LOC117570531|XP_034108127.1|DALB
OG0000625	LOC108084418|XP_017036112.1|DKIK	LOC117572722|XP_034111677.1|DALB
OG0000625	LOC108084393|XP_017036076.1|DKIK	LOC117572724|XP_034111680.1|DALB
OG0000626	LOC108078051|XP_017027103.1|DKIK	LOC117566761|XP_034102195.1|DALB
OG0000626	LOC108076515|XP_017024912.1|DKIK	LOC117569433|XP_034106484.1|DALB
OG0000627	LOC108071875|XP_017018292.1|DKIK	LOC117572507|XP_034111252.1|DALB
OG0000627	LOC108076113|XP_017024328.1|DKIK	LOC117574429|XP_034114161.1|DALB
OG0000628	LOC108076896|XP_017025418.1|DKIK	LOC117565246|XP_034100148.1|DALB
OG0000629	LOC108081482|XP_017032170.1|DKIK	LOC117574207|XP_034113802.1|DALB, LOC117574206|XP_034113801.1|DALB
OG0000629	LOC108081399|XP_017032048.1|DKIK	LOC117565174|XP_034100057.1|DALB, LOC117564067|XP_034098584.1|DALB
OG0000630	LOC108082830|XP_017033879.1|DKIK	LOC117564045|XP_034098545.1|DALB
OG0000630	LOC108082796|XP_017033835.1|DKIK	LOC117565056|XP_034099894.1|DALB
OG0000631	LOC108074611|XP_017022223.1|DKIK	LOC117564713|XP_034099485.1|DALB
OG0000631	LOC108072625|XP_017019343.1|DKIK	LOC117565173|XP_034100055.1|DALB
OG0000632	LOC108076936|XP_017025472.1|DKIK	LOC117565524|XP_034100553.1|DALB
OG0000632	LOC108074390|XP_017021903.1|DKIK	LOC117565870|XP_034101098.1|DALB
OG0000635	LOC108084176|XP_017035757.1|DKIK	LOC117567613|XP_034103593.1|DALB
OG0000635	LOC108079714|XP_017029611.1|DKIK	LOC117577669|XP_034118448.1|DALB
OG0000636	LOC108082705|XP_017033702.1|DKIK	LOC117564269|XP_034098862.1|DALB
OG0000636	LOC108082716|XP_017033713.1|DKIK	LOC117564177|XP_034098736.1|DALB
OG0000637	LOC108075983|XP_017024125.1|DKIK	LOC117567319|XP_034103113.1|DALB
OG0000637	LOC108076118|XP_017024335.1|DKIK	LOC117576420|XP_034117048.1|DALB
OG0000638	LOC108084584|XP_017036347.1|DKIK	LOC117569856|XP_034107080.1|DALB
OG0000638	LOC108084497|XP_017036225.1|DKIK	LOC117565791|XP_034100967.1|DALB
OG0000639	LOC108085804|XP_017038040.1|DKIK	LOC117572595|XP_034111394.1|DALB
OG0000641	LOC108085384|XP_017037441.1|DKIK, LOC108082099|XP_017032884.1|DKIK, LOC108082098|XP_017032882.1|DKIK	LOC117574421|XP_034114149.1|DALB, LOC117576933|XP_034117967.1|DALB
OG0000642	LOC108082317|XP_017033136.1|DKIK	LOC117563538|XP_034097808.1|DALB
OG0000643	LOC108083624|XP_017034984.1|DKIK, LOC108083623|XP_017034983.1|DKIK	LOC117574455|XP_034114184.1|DALB
OG0000644	LOC108073875|XP_017021150.1|DKIK, LOC108073783|XP_017021038.1|DKIK, LOC108073784|XP_017021039.1|DKIK	LOC117567265|XP_034103015.1|DALB
OG0000645	LOC108077460|XP_017026273.1|DKIK	LOC117564942|XP_034099787.1|DALB
OG0000645	LOC108077371|XP_017026155.1|DKIK	LOC117563298|XP_034097433.1|DALB, LOC117563299|XP_034097434.1|DALB
OG0000646	LOC108084599|XP_017036366.1|DKIK	LOC117576972|XP_034118040.1|DALB
OG0000646	LOC108081121|XP_017031617.1|DKIK	LOC117573382|XP_034112460.1|DALB
OG0000647	LOC108070657|XP_017016714.1|DKIK	LOC117575946|XP_034116298.1|DALB
OG0000647	LOC108085755|XP_017037983.1|DKIK	LOC117569887|XP_034107121.1|DALB
OG0000648	LOC108084227|XP_017035843.1|DKIK	LOC117577850|XP_034118682.1|DALB
OG0000648	LOC108084297|XP_017035952.1|DKIK	LOC117577986|XP_034118972.1|DALB
OG0000649	LOC108083604|XP_017034962.1|DKIK	LOC117577572|XP_034118299.1|DALB
OG0000649	LOC108083350|XP_017034583.1|DKIK	LOC117577482|XP_034118253.1|DALB
OG0000650	LOC108084541|XP_017036267.1|DKIK	LOC117576519|XP_034117219.1|DALB
OG0000650	LOC108072475|XP_017019128.1|DKIK	LOC117573113|XP_034111930.1|DALB
OG0000651	LOC108078903|XP_017028525.1|DKIK	LOC117567804|XP_034103930.1|DALB
OG0000651	LOC108073486|XP_017020633.1|DKIK	LOC117568586|XP_034105209.1|DALB
OG0000652	LOC108076803|XP_017025318.1|DKIK	LOC117569337|XP_034106358.1|DALB
OG0000652	LOC108079433|XP_017029256.1|DKIK	LOC117577682|XP_034118468.1|DALB
OG0000653	LOC108077719|XP_017026659.1|DKIK, LOC108079129|XP_017028866.1|DKIK	LOC117576011|XP_034116409.1|DALB
OG0000654	LOC108079125|XP_017028858.1|DKIK	LOC117572400|XP_034111072.1|DALB
OG0000654	LOC108078754|XP_017028271.1|DKIK	LOC117566801|XP_034102235.1|DALB
OG0000655	LOC108078258|XP_017027484.1|DKIK	LOC117567327|XP_034103125.1|DALB
OG0000656	LOC108085637|XP_017037812.1|DKIK	LOC117574283|XP_034113925.1|DALB
OG0000657	LOC108078517|XP_017027916.1|DKIK	LOC117568889|XP_034105680.1|DALB
OG0000657	LOC108086102|XP_017038417.1|DKIK	LOC117564144|XP_034098698.1|DALB
OG0000658	LOC108083861|XP_017035336.1|DKIK	LOC117569426|XP_034106479.1|DALB
OG0000658	LOC108075610|XP_017023632.1|DKIK	LOC117573941|XP_034113359.1|DALB
OG0000659	LOC108083490|XP_017034778.1|DKIK	LOC117563557|XP_034097828.1|DALB
OG0000660	LOC108076373|XP_017024672.1|DKIK	LOC117564213|XP_034098789.1|DALB
OG0000661	LOC108071541|XP_017017805.1|DKIK	LOC117572351|XP_034111002.1|DALB
OG0000661	LOC108077120|XP_017025809.1|DKIK	LOC117565090|XP_034099931.1|DALB
OG0000662	LOC108080704|XP_017031034.1|DKIK	LOC117570924|XP_034108745.1|DALB
OG0000662	LOC108085545|XP_017037673.1|DKIK	LOC117577860|XP_034118700.1|DALB
OG0000663	LOC108072370|XP_017018956.1|DKIK	LOC117569390|XP_034106410.1|DALB
OG0000664	LOC108081758|XP_017032448.1|DKIK	LOC117564016|XP_034098505.1|DALB
OG0000664	LOC108071230|XP_017017403.1|DKIK	LOC117570880|XP_034108667.1|DALB
OG0000665	LOC108073299|XP_017020343.1|DKIK	LOC117573325|XP_034112325.1|DALB
OG0000665	LOC108073369|XP_017020422.1|DKIK	LOC117575323|XP_034115370.1|DALB
OG0000666	LOC108084127|XP_017035658.1|DKIK	LOC117569897|XP_034107129.1|DALB
OG0000666	LOC108079237|XP_017029009.1|DKIK	LOC117578059|XP_034119086.1|DALB
OG0000667	LOC108071691|XP_017017994.1|DKIK	LOC117578274|XP_034119594.1|DALB
OG0000667	LOC108081509|XP_017032217.1|DKIK	LOC117573551|XP_034112722.1|DALB
OG0000668	LOC108084170|XP_017035745.1|DKIK	LOC117576626|XP_034117441.1|DALB
OG0000669	LOC108079134|XP_017028871.1|DKIK	LOC117578037|XP_034119049.1|DALB
OG0000669	LOC108079183|XP_017028924.1|DKIK	LOC117578011|XP_034119005.1|DALB
OG0000670	LOC108084682|XP_017036503.1|DKIK	LOC117565760|XP_034100947.1|DALB
OG0000671	LOC108071215|XP_017017385.1|DKIK	LOC117575061|XP_034115033.1|DALB
OG0000671	LOC108077687|XP_017026608.1|DKIK	LOC117575017|XP_034114987.1|DALB
OG0000672	LOC108075092|XP_017022863.1|DKIK	LOC117567786|XP_034103901.1|DALB
OG0000672	LOC108083372|XP_017034606.1|DKIK	LOC117571431|XP_034109468.1|DALB
OG0000673	LOC108083475|XP_017034754.1|DKIK	LOC117576886|XP_034117903.1|DALB
OG0000673	LOC108083097|XP_017034239.1|DKIK	LOC117568027|XP_034104258.1|DALB
OG0000675	LOC108074866|XP_017022567.1|DKIK	LOC117577641|XP_034118401.1|DALB, LOC117571689|XP_034109870.1|DALB, LOC117577754|XP_034118556.1|DALB
OG0000677	LOC108073822|XP_017021091.1|DKIK	LOC117571268|XP_034109222.1|DALB
OG0000677	LOC108074131|XP_017021520.1|DKIK	LOC117578262|XP_034119575.1|DALB
OG0000678	LOC108071447|XP_017017690.1|DKIK	LOC117574094|XP_034113622.1|DALB
OG0000678	LOC108079157|XP_017028898.1|DKIK	LOC117565020|XP_034099855.1|DALB
OG0000679	LOC108071699|XP_017018002.1|DKIK	LOC117577714|XP_034118508.1|DALB
OG0000680	LOC108084638|XP_017036414.1|DKIK	LOC117577640|XP_034118400.1|DALB
OG0000680	LOC108084675|XP_017036492.1|DKIK	LOC117568471|XP_034105051.1|DALB
OG0000681	LOC108085641|XP_017037815.1|DKIK	LOC117573364|XP_034112384.1|DALB
OG0000681	LOC108080288|XP_017030446.1|DKIK	LOC117566126|XP_034101500.1|DALB
OG0000683	LOC108084603|XP_017036374.1|DKIK, LOC108084534|XP_017036259.1|DKIK	LOC117574071|XP_034113592.1|DALB
OG0000684	LOC108080442|XP_017030667.1|DKIK	LOC117575991|XP_034116379.1|DALB
OG0000684	LOC108081086|XP_017031564.1|DKIK	LOC117576609|XP_034117401.1|DALB
OG0000685	LOC108075614|XP_017023636.1|DKIK	LOC117574214|XP_034113812.1|DALB
OG0000686	LOC108070538|XP_017016553.1|DKIK	LOC117570004|XP_034107290.1|DALB
OG0000686	LOC108078985|XP_017028650.1|DKIK	LOC117578192|XP_034119401.1|DALB
OG0000687	LOC108082131|XP_017032922.1|DKIK	LOC117568559|XP_034105178.1|DALB
OG0000687	LOC108075059|XP_017022829.1|DKIK	LOC117572061|XP_034110530.1|DALB
OG0000688	LOC108072914|XP_017019733.1|DKIK	LOC117566937|XP_034102459.1|DALB
OG0000689	LOC108073146|XP_017020143.1|DKIK	LOC117570131|XP_034107487.1|DALB
OG0000689	LOC108073145|XP_017020142.1|DKIK	LOC117570130|XP_034107486.1|DALB
OG0000690	LOC108079228|XP_017029000.1|DKIK	LOC117577602|XP_034118339.1|DALB
OG0000691	LOC108074812|XP_017022497.1|DKIK	LOC117563341|XP_034097509.1|DALB
OG0000691	LOC108085522|XP_017037643.1|DKIK	LOC117572769|XP_034111749.1|DALB
OG0000692	LOC108071479|XP_017017727.1|DKIK	LOC117572055|XP_034110522.1|DALB
OG0000693	LOC108083567|XP_017034912.1|DKIK	LOC117578299|XP_034119635.1|DALB
OG0000693	LOC108073438|XP_017020551.1|DKIK	LOC117574730|XP_034114551.1|DALB
OG0000694	LOC108080146|XP_017030269.1|DKIK	LOC117573076|XP_034111850.1|DALB
OG0000694	LOC108073998|XP_017021340.1|DKIK	LOC117572591|XP_034111369.1|DALB
OG0000695	LOC108082751|XP_017033756.1|DKIK	LOC117563999|XP_034098480.1|DALB
OG0000695	LOC108082750|XP_017033755.1|DKIK	LOC117564236|XP_034098818.1|DALB
OG0000696	LOC108076939|XP_017025476.1|DKIK	LOC117563384|XP_034097588.1|DALB
OG0000697	LOC108080046|XP_017030114.1|DKIK	LOC117577858|XP_034118698.1|DALB
OG0000697	LOC108082242|XP_017033070.1|DKIK	LOC117564401|XP_034099016.1|DALB
OG0000698	LOC108074270|XP_017021730.1|DKIK	LOC117564328|XP_034098925.1|DALB
OG0000698	LOC108074264|XP_017021724.1|DKIK	LOC117565639|XP_034100740.1|DALB
OG0000699	LOC108072863|XP_017019669.1|DKIK	LOC117564258|XP_034098852.1|DALB
OG0000699	LOC108083649|XP_017035010.1|DKIK	LOC117576161|XP_034116627.1|DALB
OG0000700	LOC108079104|XP_017028827.1|DKIK	LOC117565951|XP_034101231.1|DALB
OG0000700	LOC108077455|XP_017026266.1|DKIK	LOC117564896|XP_034099736.1|DALB
OG0000701	LOC108070795|XP_017016884.1|DKIK	LOC117568902|XP_034105696.1|DALB
OG0000701	LOC108071853|XP_017018260.1|DKIK	LOC117577732|XP_034118526.1|DALB
OG0000702	LOC108077600|XP_017026483.1|DKIK	LOC117574244|XP_034113862.1|DALB
OG0000702	LOC108082899|XP_017034041.1|DKIK	LOC117574242|XP_034113854.1|DALB
OG0000703	LOC108082552|XP_017033486.1|DKIK	LOC117571007|XP_034108853.1|DALB
OG0000704	LOC108071686|XP_017017989.1|DKIK	LOC117577622|XP_034118367.1|DALB
OG0000704	LOC108086018|XP_017038317.1|DKIK	LOC117574946|XP_034114891.1|DALB
OG0000705	LOC108079056|XP_017028752.1|DKIK	LOC117568186|XP_034104530.1|DALB
OG0000706	LOC108074272|XP_017021732.1|DKIK	LOC117565201|XP_034100096.1|DALB
OG0000706	LOC108080504|XP_017030761.1|DKIK	LOC117578084|XP_034119137.1|DALB
OG0000707	LOC108072249|XP_017018799.1|DKIK	LOC117571527|XP_034109597.1|DALB
OG0000707	LOC108083906|XP_017035391.1|DKIK	LOC117577825|XP_034118653.1|DALB
OG0000708	LOC108076059|XP_017024235.1|DKIK	LOC117566954|XP_034102489.1|DALB
OG0000708	LOC108083464|XP_017034736.1|DKIK	LOC117568465|XP_034105038.1|DALB
OG0000709	LOC108073680|XP_017020896.1|DKIK	LOC117576075|XP_034116503.1|DALB
OG0000709	LOC108079956|XP_017030004.1|DKIK	LOC117567689|XP_034103708.1|DALB
OG0000710	LOC108084057|XP_017035565.1|DKIK	LOC117576461|XP_034117123.1|DALB
OG0000710	LOC108073036|XP_017019986.1|DKIK	LOC117566942|XP_034102465.1|DALB
OG0000711	LOC108071897|XP_017018316.1|DKIK, LOC108071884|XP_017018302.1|DKIK	LOC117571032|XP_034108886.1|DALB
OG0000711	LOC108080141|XP_017030264.1|DKIK	LOC117575987|XP_034116783.1|DALB
OG0000712	LOC108073287|XP_017020333.1|DKIK	LOC117575191|XP_034115194.1|DALB
OG0000712	LOC108073388|XP_017020465.1|DKIK	LOC117575190|XP_034115193.1|DALB
OG0000713	LOC108070668|XP_017016729.1|DKIK	LOC117575947|XP_034116299.1|DALB
OG0000713	LOC108082348|XP_017033173.1|DKIK	LOC117573086|XP_034111870.1|DALB
OG0000714	LOC108071238|XP_017017411.1|DKIK	LOC117577929|XP_034118823.1|DALB
OG0000714	LOC108078824|XP_017028400.1|DKIK	LOC117570895|XP_034108689.1|DALB
OG0000715	LOC108080630|XP_017030943.1|DKIK	LOC117570536|XP_034108134.1|DALB
OG0000715	LOC108080586|XP_017030880.1|DKIK	LOC117570535|XP_034108132.1|DALB
OG0000716	LOC108073683|XP_017020898.1|DKIK	LOC117569972|XP_034107243.1|DALB
OG0000716	LOC108072801|XP_017019576.1|DKIK	LOC117568974|XP_034105825.1|DALB
OG0000717	LOC108072735|XP_017019491.1|DKIK	LOC117566524|XP_034101955.1|DALB
OG0000718	LOC108072215|XP_017018765.1|DKIK	LOC117573107|XP_034111920.1|DALB
OG0000718	LOC108079305|XP_017029074.1|DKIK	LOC117573166|XP_034112022.1|DALB
OG0000719	LOC108078741|XP_017028253.1|DKIK	LOC117571875|XP_034110223.1|DALB, LOC117571876|XP_034110226.1|DALB, LOC117571771|XP_034110019.1|DALB, LOC117571877|XP_034110227.1|DALB, LOC117571878|XP_034110228.1|DALB, LOC117569348|XP_034106372.1|DALB
OG0000719	LOC108071564|XP_017017834.1|DKIK	LOC117568699|XP_034105404.1|DALB
OG0000720	LOC108077834|XP_017026849.1|DKIK, LOC108083625|XP_017034985.1|DKIK, LOC108083647|XP_017035007.1|DKIK	LOC117573621|XP_034112814.1|DALB, LOC117573623|XP_034112816.1|DALB, LOC117573351|XP_034112368.1|DALB, LOC117573622|XP_034112815.1|DALB, LOC117573353|XP_034112369.1|DALB
OG0000721	LOC108072516|XP_017019175.1|DKIK	LOC117565112|XP_034099962.1|DALB, LOC117565111|XP_034099961.1|DALB
OG0000723	LOC108080868|XP_017031260.1|DKIK, LOC108080952|XP_017031353.1|DKIK	LOC117571371|XP_034109377.1|DALB, LOC117571179|XP_034109098.1|DALB
OG0000724	LOC108074177|XP_017021602.1|DKIK	LOC117569982|XP_034107254.1|DALB
OG0000724	LOC108073732|XP_017020980.1|DKIK	LOC117576001|XP_034116395.1|DALB
OG0000726	LOC108070648|XP_017016706.1|DKIK	LOC117575529|XP_034115668.1|DALB
OG0000726	LOC108070665|XP_017016725.1|DKIK	LOC117574905|XP_034114838.1|DALB
OG0000727	LOC108084380|XP_017036061.1|DKIK	LOC117576060|XP_034116485.1|DALB
OG0000728	LOC108071694|XP_017017997.1|DKIK	LOC117578224|XP_034119488.1|DALB
OG0000729	LOC108085022|XP_017036957.1|DKIK	LOC117574265|XP_034113893.1|DALB
OG0000729	LOC108085023|XP_017036958.1|DKIK	LOC117574266|XP_034113894.1|DALB
OG0000730	LOC108078718|XP_017028206.1|DKIK	LOC117570590|XP_034108225.1|DALB
OG0000730	LOC108074512|XP_017022078.1|DKIK	LOC117565891|XP_034101124.1|DALB
OG0000731	LOC108078970|XP_017028624.1|DKIK	LOC117572709|XP_034111657.1|DALB
OG0000731	LOC108076237|XP_017024472.1|DKIK	LOC117568865|XP_034105643.1|DALB
OG0000732	LOC108078694|XP_017028134.1|DKIK	LOC117569565|XP_034106675.1|DALB
OG0000732	LOC108078695|XP_017028136.1|DKIK	LOC117569564|XP_034106673.1|DALB
OG0000733	LOC108086012|XP_017038312.1|DKIK	LOC117568400|XP_034104923.1|DALB
