Orthogroup	DKIK.longest_only	DBUS.longest_only
OG0002049	LOC108085687|XP_017037873.1|DKIK	LOC108603237|XP_017847346.1|DBUS
OG0002050	LOC108081042|XP_017031495.1|DKIK	LOC108603263|XP_017847406.1|DBUS
OG0002051	LOC108078149|XP_017027280.1|DKIK	LOC108597486|XP_017839552.1|DBUS
OG0002052	LOC108084431|XP_017036127.1|DKIK	LOC108598102|XP_017840208.1|DBUS
OG0002053	LOC108085453|XP_017037554.1|DKIK	LOC108603630|XP_017848078.1|DBUS
OG0002054	LOC108081176|XP_017031726.1|DKIK	LOC108601985|XP_017845469.2|DBUS
OG0002056	LOC108070471|XP_017016445.1|DKIK	LOC108600332|XP_017843335.1|DBUS
OG0002057	LOC108077078|XP_017025735.1|DKIK	LOC108608035|XP_017854703.1|DBUS
OG0002058	LOC108079068|XP_017028771.1|DKIK	LOC108599488|XP_017841824.2|DBUS
OG0002059	LOC108072019|XP_017018488.1|DKIK	LOC108604082|XP_017848845.1|DBUS
OG0002060	LOC108076496|XP_017024878.1|DKIK	LOC108597754|XP_017839952.1|DBUS
OG0002061	LOC108072174|XP_017018719.1|DKIK	LOC108597583|XP_017839688.1|DBUS
OG0002062	LOC108079941|XP_017029974.1|DKIK	LOC108606314|XP_017851808.1|DBUS
OG0002063	LOC108072456|XP_017019079.1|DKIK, LOC108083947|XP_017035440.1|DKIK	LOC108605420|XP_017850581.1|DBUS
OG0002064	LOC108081170|XP_017031715.1|DKIK, LOC108085026|XP_017036964.1|DKIK	LOC108605301|XP_017850454.1|DBUS
OG0002065	LOC108075219|XP_017023050.1|DKIK	LOC108600167|XP_033149619.1|DBUS
OG0002066	LOC108081024|XP_017031465.1|DKIK	LOC108603144|XP_017847171.1|DBUS
OG0002067	LOC108072160|XP_017018695.1|DKIK	LOC108596882|XP_017838550.1|DBUS
OG0002068	LOC108081221|XP_017031787.1|DKIK	LOC108597293|XP_017839260.1|DBUS
OG0002069	LOC108080967|XP_017031373.1|DKIK	LOC108604986|XP_017850045.1|DBUS
OG0002070	LOC108081481|XP_017032169.1|DKIK	LOC108602096|XP_017845608.1|DBUS
OG0002071	LOC108073441|XP_017020553.1|DKIK	LOC108604443|XP_017849410.1|DBUS
OG0002072	LOC108078438|XP_017027809.1|DKIK	LOC108596835|XP_017838449.1|DBUS
OG0002073	LOC108072714|XP_017019454.1|DKIK	LOC108599530|XP_033149653.1|DBUS
OG0002074	LOC108073130|XP_017020119.1|DKIK	LOC108596969|XP_017838706.1|DBUS
OG0002075	LOC108079672|XP_017029559.1|DKIK	LOC108600607|XP_017843117.1|DBUS
OG0002076	LOC108086116|XP_017038441.1|DKIK	LOC108597154|XP_017839044.1|DBUS
OG0002077	LOC108071506|XP_017017759.1|DKIK	LOC108599846|XP_017842461.1|DBUS
OG0002078	LOC108079835|XP_017029829.1|DKIK	LOC108596427|XP_017837640.1|DBUS
OG0002079	LOC108075033|XP_017022778.1|DKIK	LOC108599449|XP_017841769.1|DBUS
OG0002080	LOC108078396|XP_017027741.1|DKIK	LOC108597581|XP_017839684.1|DBUS
OG0002081	LOC108070828|XP_017016935.1|DKIK	LOC108595395|XP_017836109.1|DBUS
OG0002082	LOC108076346|XP_017024623.1|DKIK	LOC108596850|XP_017838478.1|DBUS
OG0002083	LOC108084657|XP_017036467.1|DKIK	LOC117134954|XP_033150471.1|DBUS
OG0002084	LOC108072311|XP_017018872.1|DKIK	LOC108595293|XP_017835995.1|DBUS
OG0002085	LOC108078252|XP_017027474.1|DKIK	LOC108596903|XP_017838581.1|DBUS
OG0002086	LOC108072324|XP_017018890.1|DKIK	LOC108595332|XP_017836041.1|DBUS
OG0002087	LOC108073903|XP_017021182.1|DKIK	LOC108599127|XP_033149662.1|DBUS
OG0002088	LOC108075257|XP_017023107.1|DKIK	LOC108600635|XP_017843811.1|DBUS
OG0002089	LOC108078515|XP_017027910.1|DKIK	LOC108596939|XP_017838664.1|DBUS
OG0002090	LOC108075308|XP_017023201.1|DKIK	LOC108601142|XP_017844558.1|DBUS
OG0002091	LOC108070813|XP_017016901.1|DKIK	LOC108594847|XP_017835474.1|DBUS
OG0002092	LOC108071500|XP_017017750.1|DKIK	LOC108600213|XP_017843121.1|DBUS
OG0002093	LOC108085206|XP_017037219.1|DKIK	LOC108597411|XP_017839448.1|DBUS
OG0002094	LOC108072046|XP_017018520.1|DKIK	LOC108595952|XP_017836726.1|DBUS
OG0002095	LOC108083413|XP_017034657.1|DKIK, LOC108080120|XP_017030240.1|DKIK	LOC108605225|XP_017850325.1|DBUS
OG0002096	LOC108076400|XP_017024728.1|DKIK	LOC108596986|XP_017838737.1|DBUS
OG0002098	LOC108084772|XP_017036580.1|DKIK	LOC108600822|XP_017844118.2|DBUS
OG0002099	LOC108085017|XP_017036950.1|DKIK	LOC108604652|XP_017849691.1|DBUS
OG0002100	LOC108083131|XP_017034296.1|DKIK	LOC108598760|XP_017840987.1|DBUS
OG0002102	LOC108076716|XP_017025168.1|DKIK	LOC108596480|XP_017837740.1|DBUS
OG0002103	LOC108085032|XP_017036968.1|DKIK	LOC108604478|XP_017849453.1|DBUS
OG0002106	LOC108085038|XP_017036977.1|DKIK, LOC108077712|XP_017026655.1|DKIK	LOC117134960|XP_033150499.1|DBUS
OG0002107	LOC108077061|XP_017025716.1|DKIK	LOC108608267|XP_017855050.2|DBUS
OG0002108	LOC108075463|XP_017023407.1|DKIK	LOC108602714|XP_017846357.1|DBUS, LOC108601398|XP_017844787.1|DBUS, LOC108602689|XP_017846317.1|DBUS, LOC108602715|XP_017846359.1|DBUS, LOC108602724|XP_017846366.1|DBUS, LOC108601399|XP_017844788.1|DBUS
OG0002109	LOC108086025|XP_017038326.1|DKIK	LOC108602607|XP_017846234.1|DBUS, LOC108602578|XP_017846205.1|DBUS
OG0002110	LOC108086160|XP_017038514.1|DKIK	LOC108601474|XP_017844862.1|DBUS
OG0002111	LOC108075912|XP_017024031.1|DKIK	LOC108601419|XP_017844810.2|DBUS, LOC108607551|XP_017853932.2|DBUS
OG0002112	LOC108082078|XP_017032859.1|DKIK	LOC108604653|XP_017849695.1|DBUS
OG0002113	LOC108075479|XP_017023422.1|DKIK	LOC108602673|XP_017846306.1|DBUS, LOC108602678|XP_017846310.1|DBUS, LOC108602677|XP_017846309.1|DBUS, LOC108602653|XP_017846287.1|DBUS, LOC108602618|XP_017846246.1|DBUS
OG0002114	LOC108084942|XP_017036829.1|DKIK, LOC108085054|XP_017037003.1|DKIK	LOC108604318|XP_017849228.1|DBUS
OG0002115	LOC108078419|XP_017027773.1|DKIK, LOC108078420|XP_017027774.1|DKIK	LOC108596138|XP_017837095.1|DBUS
OG0002117	LOC108083904|XP_017035389.1|DKIK	LOC108607160|XP_017853299.1|DBUS
OG0002118	LOC108077352|XP_017026134.1|DKIK	LOC108602354|XP_017845942.1|DBUS
OG0002119	LOC108073443|XP_017020555.1|DKIK	LOC108603016|XP_017846901.1|DBUS
OG0002120	LOC108075356|XP_017023254.1|DKIK, LOC108077525|XP_017026383.1|DKIK	LOC108607374|XP_017853584.1|DBUS
OG0002121	LOC108075729|XP_017023758.1|DKIK	LOC108604405|XP_017849356.1|DBUS
OG0002123	LOC108079612|XP_017029475.1|DKIK	LOC108607448|XP_017853774.2|DBUS
OG0002124	LOC108083366|XP_017034598.1|DKIK, LOC108077143|XP_017025850.1|DKIK	LOC108605570|XP_017850826.1|DBUS
OG0002125	LOC108072439|XP_017019049.1|DKIK	LOC108597375|XP_017839396.1|DBUS
OG0002126	LOC108078369|XP_017027688.1|DKIK	LOC108598783|XP_017841013.2|DBUS
OG0002127	LOC108076412|XP_017024742.1|DKIK, LOC108083551|XP_017034884.1|DKIK	LOC108607051|XP_017853151.1|DBUS
OG0002128	LOC108084337|XP_017036006.1|DKIK	LOC108606278|XP_017851747.1|DBUS, LOC108596321|XP_017837432.1|DBUS
OG0002129	LOC108085692|XP_017037889.1|DKIK	LOC108603945|XP_017848626.1|DBUS
OG0002130	LOC108079366|XP_017029163.1|DKIK	LOC108606483|XP_017852111.1|DBUS
OG0002131	LOC108084181|XP_017035761.1|DKIK	LOC108603106|XP_017847099.1|DBUS
OG0002132	LOC108074575|XP_017022166.1|DKIK	LOC108594263|XP_017834878.2|DBUS
OG0002133	LOC108080550|XP_017030843.1|DKIK	LOC108605212|XP_017850308.1|DBUS
OG0002134	LOC108076119|XP_017024336.1|DKIK	LOC108605887|XP_017851191.1|DBUS
OG0002135	LOC108074247|XP_017021698.1|DKIK	LOC108606573|XP_017852282.1|DBUS
OG0002136	LOC108077860|XP_017026882.1|DKIK	LOC108604283|XP_017849175.1|DBUS
OG0002137	LOC108084570|XP_017036323.1|DKIK	LOC108601788|XP_017845208.1|DBUS
OG0002138	LOC108083593|XP_017034944.1|DKIK	LOC108605665|XP_017850941.1|DBUS
OG0002139	LOC108079456|XP_017029285.1|DKIK	LOC108606962|XP_017853010.1|DBUS
OG0002140	LOC108076932|XP_017025470.1|DKIK	LOC108606469|XP_017852086.1|DBUS
OG0002141	LOC108079521|XP_017029349.1|DKIK	LOC108597516|XP_017839598.1|DBUS
OG0002142	LOC108077735|XP_017026687.1|DKIK	LOC108604580|XP_017849600.1|DBUS
OG0002143	LOC108074421|XP_017021943.1|DKIK	LOC108594295|XP_017834976.2|DBUS
OG0002144	LOC108074888|XP_017022585.1|DKIK	LOC108607392|XP_017853644.1|DBUS
OG0002145	LOC108083944|XP_017035438.1|DKIK	LOC108601942|XP_017845411.1|DBUS
OG0002146	LOC108077732|XP_017026677.1|DKIK	LOC108603716|XP_017848246.1|DBUS
OG0002147	LOC108083775|XP_017035188.1|DKIK	LOC108605328|XP_033150296.1|DBUS
OG0002148	LOC108073856|XP_017021127.1|DKIK	LOC108599114|XP_017841393.1|DBUS
OG0002149	LOC108074896|XP_017022608.1|DKIK	LOC108607406|XP_017853678.1|DBUS
OG0002150	LOC108071239|XP_017017416.1|DKIK	LOC108607190|XP_017853338.1|DBUS
OG0002151	LOC108076930|XP_017025465.1|DKIK	LOC108599958|XP_017842701.1|DBUS
OG0002152	LOC108074082|XP_017021451.1|DKIK	LOC108604266|XP_017849149.1|DBUS
OG0002153	LOC108074370|XP_017021883.1|DKIK	LOC108601505|XP_017844894.1|DBUS
OG0002154	LOC108079435|XP_017029258.1|DKIK	LOC108606482|XP_017852107.1|DBUS
OG0002155	LOC108073678|XP_017020894.1|DKIK	LOC108602644|XP_017846278.1|DBUS
OG0002156	LOC108081866|XP_017032595.1|DKIK	LOC108600549|XP_017843697.1|DBUS
OG0002157	LOC108073232|XP_017020269.1|DKIK	LOC108601566|XP_017844954.1|DBUS
OG0002158	LOC108081222|XP_017031788.1|DKIK	LOC108597294|XP_017839261.1|DBUS
OG0002159	LOC108074227|XP_017021661.1|DKIK	LOC108596147|XP_017837129.1|DBUS
OG0002160	LOC108084061|XP_017035568.1|DKIK	LOC108604843|XP_017849952.1|DBUS
OG0002161	LOC108085683|XP_017037866.1|DKIK	LOC108602549|XP_017846173.1|DBUS
OG0002162	LOC108085915|XP_017038176.1|DKIK	LOC108604471|XP_017849445.1|DBUS
OG0002163	LOC108083867|XP_017035345.1|DKIK	LOC108606813|XP_017852775.1|DBUS, LOC108600919|XP_017844241.2|DBUS
OG0002164	LOC108081269|XP_017031855.1|DKIK	LOC108603770|XP_017848346.1|DBUS
OG0002165	LOC108077002|XP_017025564.1|DKIK	LOC108601843|XP_017845279.1|DBUS
OG0002166	LOC108076897|XP_017025420.1|DKIK	LOC108599577|XP_017843683.1|DBUS
OG0002167	LOC108082465|XP_017033337.1|DKIK	LOC108595581|XP_017836332.1|DBUS
OG0002168	LOC108072071|XP_017018563.1|DKIK	LOC108596917|XP_017838617.1|DBUS
OG0002169	LOC108078902|XP_017028524.1|DKIK	LOC108599395|XP_017841693.1|DBUS
OG0002170	LOC108083287|XP_017034510.1|DKIK	LOC108607387|XP_017853625.1|DBUS
OG0002171	LOC108084567|XP_017036316.1|DKIK	LOC108603157|XP_017847202.1|DBUS
OG0002172	LOC108071346|XP_017017571.1|DKIK	LOC108602192|XP_017845729.1|DBUS
OG0002173	LOC108077190|XP_017025924.1|DKIK	LOC108598362|XP_017840475.1|DBUS
OG0002174	LOC108077618|XP_017026513.1|DKIK	LOC108602155|XP_017845677.1|DBUS
OG0002175	LOC108077619|XP_017026514.1|DKIK	LOC108602157|XP_017845678.1|DBUS
OG0002176	LOC108084624|XP_017036401.1|DKIK	LOC108604046|XP_017848797.1|DBUS
OG0002177	LOC108077623|XP_017026520.1|DKIK	LOC108604741|XP_017849813.1|DBUS
OG0002178	LOC108084945|XP_017036831.1|DKIK	LOC108602970|XP_017846841.1|DBUS
OG0002179	LOC108073526|XP_017020696.1|DKIK	LOC108601898|XP_017845364.2|DBUS
OG0002180	LOC108073711|XP_017020935.1|DKIK	LOC108603618|XP_017848056.1|DBUS
OG0002181	LOC108085776|XP_017038015.1|DKIK	LOC108606947|XP_017852993.1|DBUS
OG0002182	LOC108077748|XP_017026705.1|DKIK	LOC108603256|XP_017847384.1|DBUS
OG0002183	LOC108082601|XP_017033563.1|DKIK	LOC108595213|XP_017835889.1|DBUS
OG0002184	LOC108073212|XP_017020272.1|DKIK	LOC108604061|XP_017848813.1|DBUS
OG0002185	LOC108081067|XP_017031537.1|DKIK	LOC108603726|XP_017848257.1|DBUS
OG0002186	LOC108075799|XP_017023859.1|DKIK	LOC108602769|XP_017846434.1|DBUS
OG0002187	LOC108084256|XP_017035888.1|DKIK	LOC108604227|XP_017849081.1|DBUS
OG0002188	LOC108072123|XP_017018640.1|DKIK	LOC108596080|XP_017836986.1|DBUS
OG0002189	LOC108083802|XP_017035231.1|DKIK	LOC117135100|XP_033150991.1|DBUS
OG0002190	LOC108084592|XP_017036356.1|DKIK	LOC108602627|XP_017846255.1|DBUS
OG0002191	LOC108075206|XP_017023030.1|DKIK	LOC108599950|XP_017842687.2|DBUS
OG0002192	LOC108080665|XP_017030986.1|DKIK	LOC108598672|XP_017840878.2|DBUS
OG0002193	LOC108077737|XP_017026689.1|DKIK	LOC108602179|XP_017845708.1|DBUS
OG0002194	LOC108083684|XP_017035051.1|DKIK	LOC108603981|XP_017848696.1|DBUS
OG0002195	LOC108084613|XP_017036387.1|DKIK	LOC108604800|XP_017849889.1|DBUS
OG0002196	LOC108073401|XP_017020482.1|DKIK	LOC108602494|XP_017846110.1|DBUS
OG0002197	LOC108079024|XP_017028692.1|DKIK	LOC108598704|XP_017840918.1|DBUS
OG0002198	LOC108081206|XP_017031764.1|DKIK	LOC108603576|XP_033150123.1|DBUS
OG0002199	LOC108085014|XP_017036947.1|DKIK	LOC108601919|XP_017845386.1|DBUS
OG0002200	LOC108079392|XP_017029204.1|DKIK	LOC108604390|XP_017849337.1|DBUS
OG0002202	LOC108084286|XP_017035932.1|DKIK	LOC108602750|XP_017846406.1|DBUS
OG0002203	LOC108077851|XP_017026872.1|DKIK	LOC108603839|XP_017848474.1|DBUS
OG0002204	LOC108073444|XP_017020556.1|DKIK	LOC108603017|XP_017846902.1|DBUS
OG0002205	LOC108074059|XP_017021420.1|DKIK	LOC108602737|XP_017846378.1|DBUS
OG0002206	LOC108083629|XP_017034988.1|DKIK	LOC108602176|XP_017845702.1|DBUS
OG0002207	LOC108085721|XP_017037933.1|DKIK	LOC108604660|XP_017849701.2|DBUS
OG0002208	LOC108085737|XP_017037955.1|DKIK	LOC108603306|XP_017847476.1|DBUS
OG0002209	LOC108079158|XP_017028895.1|DKIK	LOC108605670|XP_017850951.1|DBUS
OG0002210	LOC108070726|XP_017016811.1|DKIK	LOC108603040|XP_017846947.1|DBUS
OG0002211	LOC108074095|XP_017021476.1|DKIK	LOC108603206|XP_017847280.1|DBUS
OG0002212	LOC108084619|XP_017036394.1|DKIK	LOC108602997|XP_017846881.1|DBUS
OG0002213	LOC108080435|XP_017030658.1|DKIK	LOC108606120|XP_033150360.1|DBUS, LOC108603368|XP_017847620.1|DBUS
OG0002214	LOC108073338|XP_017020391.1|DKIK	LOC108602664|XP_017846300.1|DBUS
OG0002215	LOC108075506|XP_017023462.1|DKIK	LOC108603279|XP_033150047.1|DBUS
OG0002216	LOC108078351|XP_017027649.1|DKIK	LOC108596455|XP_017837691.1|DBUS
OG0002217	LOC108085909|XP_017038166.1|DKIK	LOC108603461|XP_017847783.1|DBUS
OG0002218	LOC108083563|XP_017034907.1|DKIK	LOC108606960|XP_017853009.1|DBUS
OG0002219	LOC108074118|XP_017021507.1|DKIK	LOC108604765|XP_017849848.1|DBUS
OG0002220	LOC108074032|XP_017021388.1|DKIK	LOC108601387|XP_017844776.1|DBUS
OG0002221	LOC108078583|XP_017027992.1|DKIK	LOC108598063|XP_033149585.1|DBUS
OG0002222	LOC108078355|XP_017027659.1|DKIK	LOC108595387|XP_017836102.1|DBUS
OG0002224	LOC108078114|XP_017027206.1|DKIK	LOC108596318|XP_017837424.1|DBUS
OG0002225	LOC108070604|XP_017016663.1|DKIK	LOC108600897|XP_017844210.1|DBUS
OG0002226	LOC108076341|XP_017024617.1|DKIK	LOC108596252|XP_017837294.1|DBUS
OG0002227	LOC108085154|XP_017037171.1|DKIK	LOC108596494|XP_033149116.1|DBUS
OG0002228	LOC108074743|XP_017022405.1|DKIK	LOC108597535|XP_017839624.1|DBUS, LOC108605881|XP_017851186.2|DBUS
OG0002229	LOC108076504|XP_017024891.1|DKIK, LOC108076155|XP_017024370.1|DKIK	LOC108597171|XP_017839074.1|DBUS
OG0002230	LOC108078257|XP_017027481.1|DKIK	LOC108597390|XP_017839413.1|DBUS
OG0002231	LOC108081332|XP_017031962.1|DKIK	LOC108597713|XP_017839891.1|DBUS
OG0002232	LOC108078238|XP_017027433.1|DKIK	LOC108597132|XP_017839006.1|DBUS
OG0002233	LOC108070392|XP_017016330.1|DKIK	LOC108600814|XP_017844089.1|DBUS
OG0002235	LOC108078263|XP_017027491.1|DKIK	LOC108596646|XP_017838110.1|DBUS
OG0002236	LOC108072194|XP_017018742.1|DKIK	LOC108596047|XP_017836922.1|DBUS
OG0002237	LOC108072121|XP_017018634.1|DKIK	LOC108596076|XP_017836978.1|DBUS
OG0002238	LOC108070530|XP_017016541.1|DKIK	LOC108596892|XP_017838566.1|DBUS
OG0002239	LOC108078392|XP_017027736.1|DKIK	LOC108596947|XP_017838675.1|DBUS
OG0002240	LOC108076752|XP_017025237.1|DKIK	LOC108596447|XP_017837680.1|DBUS
OG0002241	LOC108078761|XP_017028286.1|DKIK	LOC108600708|XP_017843927.1|DBUS
OG0002242	LOC108078843|XP_017028427.1|DKIK	LOC108600924|XP_017844245.2|DBUS
OG0002243	LOC108084138|XP_017035670.1|DKIK	LOC108603300|XP_017847466.1|DBUS
OG0002244	LOC108072729|XP_017019478.1|DKIK	LOC108600572|XP_017843730.2|DBUS
OG0002245	LOC108070559|XP_017016573.1|DKIK	LOC108599828|XP_017842424.1|DBUS
OG0002246	LOC108080699|XP_017031026.1|DKIK	LOC108597526|XP_017839612.1|DBUS
OG0002247	LOC108072073|XP_017018565.1|DKIK	LOC108597335|XP_017839321.1|DBUS
OG0002248	LOC108079845|XP_017029841.1|DKIK	LOC108600577|XP_017843735.2|DBUS
OG0002249	LOC108078622|XP_017028034.1|DKIK	LOC108598563|XP_017840736.1|DBUS
OG0002250	LOC108077971|XP_017027002.1|DKIK	LOC108594857|XP_017835485.1|DBUS
OG0002251	LOC108076816|XP_017025336.1|DKIK	LOC108594793|XP_033148901.1|DBUS
OG0002252	LOC108076826|XP_017025348.1|DKIK	LOC108597349|XP_017839345.1|DBUS
OG0002253	LOC108070899|XP_017017038.1|DKIK	LOC108597637|XP_017839770.1|DBUS
OG0002254	LOC108073346|XP_017020400.1|DKIK	LOC108602655|XP_017846290.1|DBUS
OG0002255	LOC108079393|XP_017029205.1|DKIK	LOC108606742|XP_017852629.1|DBUS
OG0002256	LOC108078519|XP_017027913.1|DKIK	LOC108596980|XP_017838725.1|DBUS
OG0002257	LOC108078218|XP_017027396.1|DKIK	LOC108597752|XP_017839950.1|DBUS
OG0002258	LOC108079805|XP_017029773.1|DKIK	LOC108600398|XP_017843435.1|DBUS
OG0002259	LOC108084876|XP_017036762.1|DKIK	LOC108606369|XP_017851906.1|DBUS
OG0002260	LOC108073923|XP_017021209.1|DKIK	LOC108600387|XP_017843422.1|DBUS
OG0002261	LOC108083240|XP_017034435.1|DKIK	LOC108598994|XP_017841258.1|DBUS
OG0002262	LOC108078267|XP_017027505.1|DKIK	LOC108596029|XP_017836881.1|DBUS
OG0002263	LOC108078708|XP_017028158.1|DKIK	LOC108600256|XP_017843183.1|DBUS
OG0002264	LOC108078354|XP_017027658.1|DKIK	LOC108595084|XP_017835724.1|DBUS
OG0002265	LOC108071925|XP_017018374.1|DKIK	LOC108598928|XP_017843961.1|DBUS
OG0002266	LOC108083015|XP_017034130.1|DKIK	LOC117134994|XP_033150599.1|DBUS, LOC117134995|XP_033150600.1|DBUS
OG0002267	LOC108078921|XP_017028556.1|DKIK	LOC108601089|XP_033149589.1|DBUS
OG0002268	LOC108085810|XP_017038050.1|DKIK	LOC108598844|XP_017841087.1|DBUS
OG0002269	LOC108082421|XP_017033274.1|DKIK	LOC108597393|XP_017839418.1|DBUS
OG0002270	LOC108078377|XP_017027699.1|DKIK	LOC108597202|XP_017839129.1|DBUS
OG0002271	LOC108078887|XP_017028506.1|DKIK	LOC108599179|XP_017841456.1|DBUS
OG0002272	LOC108079874|XP_017029879.1|DKIK	LOC108598172|XP_033149555.1|DBUS
OG0002273	LOC108083741|XP_017035143.1|DKIK	LOC108599877|XP_017842522.1|DBUS
OG0002274	LOC108075173|XP_017022984.1|DKIK	LOC108598341|XP_033149723.1|DBUS
OG0002275	LOC108078704|XP_017028151.1|DKIK	LOC108601019|XP_017844382.1|DBUS
OG0002276	LOC108079044|XP_017028719.1|DKIK	LOC108599841|XP_017842450.2|DBUS
OG0002277	LOC108079117|XP_017028846.1|DKIK	LOC108598739|XP_033150626.1|DBUS
OG0002278	LOC108085979|XP_017038269.1|DKIK	LOC108597888|XP_017839995.1|DBUS
OG0002279	LOC108078809|XP_017028376.1|DKIK	LOC108600073|XP_017842918.1|DBUS
OG0002280	LOC108078691|XP_017028130.1|DKIK	LOC108600141|XP_017843023.2|DBUS
OG0002281	LOC108079769|XP_017029684.1|DKIK	LOC108600021|XP_017842828.1|DBUS
OG0002282	LOC108073942|XP_017021245.1|DKIK	LOC108599639|XP_017842100.1|DBUS
OG0002283	LOC108076266|XP_017024503.1|DKIK	LOC117134718|XP_033149189.1|DBUS
OG0002284	LOC108076781|XP_017025276.1|DKIK	LOC108595577|XP_017836327.1|DBUS
OG0002285	LOC108079346|XP_017029142.1|DKIK	LOC108605938|XP_017851248.1|DBUS
OG0002286	LOC108072365|XP_017018948.1|DKIK	LOC108597606|XP_017839732.1|DBUS
OG0002287	LOC108078365|XP_017027676.1|DKIK	LOC108597429|XP_017839473.1|DBUS
OG0002288	LOC108078813|XP_017028381.1|DKIK	LOC108599178|XP_017841454.1|DBUS
OG0002289	LOC108077475|XP_017026283.1|DKIK	LOC108598865|XP_017841112.1|DBUS
OG0002290	LOC108082715|XP_017033712.1|DKIK	LOC117135025|XP_033150725.1|DBUS
OG0002291	LOC108072933|XP_017019771.1|DKIK	LOC108595545|XP_033149021.1|DBUS
OG0002292	LOC108080732|XP_017031080.1|DKIK	LOC108597312|XP_017839287.1|DBUS
OG0002293	LOC108072441|XP_017019057.1|DKIK	LOC108596515|XP_017837846.1|DBUS
OG0002294	LOC108085035|XP_017036971.1|DKIK	LOC108604456|XP_017849425.1|DBUS
OG0002295	LOC108075848|XP_017023918.1|DKIK	LOC108607702|XP_017854182.1|DBUS
OG0002296	LOC108077150|XP_017025866.1|DKIK	LOC108607595|XP_017851272.2|DBUS
OG0002297	LOC108084192|XP_017035778.1|DKIK	LOC108603180|XP_017847227.1|DBUS
OG0002298	LOC108072130|XP_017018654.1|DKIK	LOC108596773|XP_017838361.1|DBUS
OG0002299	LOC108072928|XP_017019764.1|DKIK	LOC108595725|XP_017836496.1|DBUS
OG0002300	LOC108073627|XP_017020818.1|DKIK	LOC108600064|XP_017842909.1|DBUS
OG0002301	LOC108081527|XP_017032232.1|DKIK	LOC108607442|XP_017853762.2|DBUS
OG0002302	LOC108077192|XP_017025929.1|DKIK	LOC108608099|XP_017854794.1|DBUS
OG0002303	LOC108079459|XP_017029287.1|DKIK	LOC108605492|XP_017850726.1|DBUS
OG0002304	LOC108085258|XP_017037295.1|DKIK	LOC108594417|XP_017835075.2|DBUS
OG0002305	LOC108075012|XP_017022748.1|DKIK	LOC108601003|XP_017844357.1|DBUS
OG0002306	LOC108074858|XP_017022558.1|DKIK	LOC108594502|XP_017835190.2|DBUS
OG0002307	LOC108074551|XP_017022136.1|DKIK	LOC108604272|XP_033149867.1|DBUS
OG0002308	LOC108077141|XP_017025844.1|DKIK	LOC108608092|XP_033149028.1|DBUS
OG0002309	LOC108081365|XP_017032006.1|DKIK	LOC108603479|XP_017847820.1|DBUS
OG0002310	LOC108081414|XP_017032082.1|DKIK	LOC108594511|XP_033150958.1|DBUS
OG0002311	LOC108082780|XP_017033804.1|DKIK	LOC108607860|XP_017854432.1|DBUS
OG0002312	LOC108072490|XP_017019146.1|DKIK	LOC108594527|XP_017835219.2|DBUS
OG0002313	LOC108076513|XP_017024908.1|DKIK	LOC108596616|XP_017838048.1|DBUS
OG0002314	LOC108070815|XP_017016904.1|DKIK	LOC108595384|XP_017836098.1|DBUS
OG0002315	LOC108082326|XP_017033144.1|DKIK	LOC108596794|XP_033150903.1|DBUS
OG0002316	LOC108081976|XP_017032701.1|DKIK	LOC108602477|XP_017846093.1|DBUS
OG0002317	LOC108072752|XP_017019510.1|DKIK	LOC108600900|XP_017844214.1|DBUS
OG0002318	LOC108082836|XP_017033889.1|DKIK	LOC108607814|XP_017854351.1|DBUS
OG0002319	LOC108072617|XP_017019333.1|DKIK	LOC108607599|XP_017853991.1|DBUS
OG0002320	LOC108078153|XP_017027285.1|DKIK	LOC108597643|XP_017839781.1|DBUS
OG0002321	LOC108074705|XP_017022334.1|DKIK	LOC108595228|XP_017835912.1|DBUS, LOC108597895|XP_033150610.1|DBUS
OG0002322	LOC108075784|XP_017023832.1|DKIK	LOC108608478|XP_017855359.1|DBUS
OG0002323	LOC108081447|XP_017032125.1|DKIK, LOC108079493|XP_017029322.1|DKIK	LOC108607505|XP_017853857.1|DBUS
OG0002324	LOC108083272|XP_017034481.1|DKIK	LOC108601005|XP_017844360.1|DBUS
OG0002325	LOC108073516|XP_017020678.1|DKIK	LOC108600301|XP_017843275.1|DBUS
OG0002326	LOC108073512|XP_017020673.1|DKIK	LOC108600663|XP_017843848.1|DBUS
OG0002327	LOC108084858|XP_017036727.1|DKIK	LOC108603572|XP_017847979.1|DBUS
OG0002328	LOC108082681|XP_017033671.1|DKIK	LOC108596495|XP_017837810.1|DBUS
OG0002329	LOC108074448|XP_017021978.1|DKIK	LOC108607632|XP_017854045.1|DBUS
OG0002330	LOC108074439|XP_017021967.1|DKIK	LOC108607637|XP_017854049.1|DBUS
OG0002331	LOC108079154|XP_017028891.1|DKIK	LOC108606419|XP_017852004.1|DBUS
OG0002332	LOC108075294|XP_017023178.1|DKIK	LOC108600051|XP_017842887.1|DBUS
OG0002333	LOC108072349|XP_017018929.1|DKIK	LOC108595684|XP_017836454.1|DBUS
OG0002334	LOC108074568|XP_017022162.1|DKIK	LOC108596792|XP_017838388.1|DBUS
OG0002335	LOC108082571|XP_017033517.1|DKIK	LOC108595361|XP_017836074.1|DBUS
OG0002336	LOC108085541|XP_017037663.1|DKIK	LOC108600317|XP_017843304.1|DBUS
