Orthogroup	DKIK.longest_only	SLEB.longest_only
OG0001982	LOC108084648|XP_017036428.1|DKIK	LOC115626379|XP_030377594.1|SLEB
OG0001983	LOC108077151|XP_017025873.1|DKIK	LOC115630060|XP_030382554.1|SLEB
OG0001984	LOC108082233|XP_017033060.1|DKIK	LOC115626407|XP_030377632.1|SLEB
OG0001985	LOC108077046|XP_017025668.1|DKIK	LOC115626195|XP_030377336.1|SLEB
OG0001986	LOC108075831|XP_017023891.1|DKIK	LOC115629074|XP_030381250.1|SLEB
OG0001987	LOC108084662|XP_017036476.1|DKIK	LOC115627361|XP_030378870.1|SLEB
OG0001988	LOC108074716|XP_017022348.1|DKIK	LOC115624248|XP_030375102.1|SLEB
OG0001989	LOC108078918|XP_017028548.1|DKIK	LOC115631503|XP_030384123.1|SLEB
OG0001990	LOC108077307|XP_017026078.1|DKIK	LOC115631549|XP_030384186.1|SLEB
OG0001992	LOC108074610|XP_017022222.1|DKIK	LOC115631134|XP_030383662.1|SLEB
OG0001993	LOC108079977|XP_017030030.1|DKIK	LOC115626212|XP_030377363.1|SLEB
OG0001994	LOC108072992|XP_017019932.1|DKIK	LOC115620309|XP_030369353.1|SLEB
OG0001995	LOC108082686|XP_017033679.1|DKIK	LOC115625791|XP_030376825.1|SLEB
OG0001996	LOC108081354|XP_017031989.1|DKIK	LOC115628484|XP_030380467.1|SLEB
OG0001997	LOC108078336|XP_017027628.1|DKIK	LOC115623018|XP_030373048.1|SLEB, LOC115626740|XP_030378052.1|SLEB
OG0001998	LOC108078297|XP_017027563.1|DKIK	LOC115627825|XP_030379523.1|SLEB
OG0001999	LOC108085136|XP_017037132.1|DKIK, LOC108085086|XP_017037044.1|DKIK	LOC115627840|XP_030379555.1|SLEB
OG0002000	LOC108079580|XP_017029414.1|DKIK	LOC115631813|XP_030384509.1|SLEB
OG0002001	LOC108082742|XP_017033740.1|DKIK	LOC115630473|XP_030382905.1|SLEB
OG0002002	LOC108082580|XP_017033526.1|DKIK	LOC115631299|XP_030383877.1|SLEB
OG0002003	LOC108075839|XP_017023908.1|DKIK	LOC115626386|XP_030377604.1|SLEB
OG0002004	LOC108085364|XP_017037424.1|DKIK	LOC115630532|XP_030382996.1|SLEB
OG0002005	LOC108075919|XP_017024042.1|DKIK	LOC115626358|XP_030377569.1|SLEB
OG0002006	LOC108082555|XP_017033496.1|DKIK	LOC115631952|XP_030384666.1|SLEB
OG0002007	LOC108084450|XP_017036148.1|DKIK	LOC115625655|XP_030376642.1|SLEB
OG0002008	LOC108074895|XP_017022607.1|DKIK	LOC115628013|XP_030379798.1|SLEB
OG0002009	LOC108076204|XP_017024427.1|DKIK	LOC115633645|XP_030386950.1|SLEB
OG0002010	LOC108076333|XP_017024609.1|DKIK	LOC115626262|XP_030377431.1|SLEB
OG0002011	LOC108072603|XP_017019313.1|DKIK	LOC115625985|XP_030377091.1|SLEB
OG0002012	LOC108081383|XP_017032029.1|DKIK	LOC115630790|XP_030383305.1|SLEB
OG0002014	LOC108078411|XP_017027756.1|DKIK	LOC115624613|XP_030375225.1|SLEB
OG0002015	LOC108079558|XP_017029386.1|DKIK	LOC115632054|XP_030384888.1|SLEB
OG0002016	LOC108078308|XP_017027589.1|DKIK	LOC115634113|XP_030387531.1|SLEB
OG0002017	LOC108077280|XP_017026047.1|DKIK	LOC115630966|XP_030383405.1|SLEB
OG0002018	LOC108082772|XP_017033794.1|DKIK	LOC115626211|XP_030377362.1|SLEB
OG0002019	LOC108076281|XP_017024550.1|DKIK	LOC115631600|XP_030384262.1|SLEB
OG0002020	LOC108082765|XP_017033781.1|DKIK	LOC115625933|XP_030377030.1|SLEB
OG0002021	LOC108082493|XP_017033401.1|DKIK	LOC115634191|XP_030387638.1|SLEB
OG0002022	LOC108081374|XP_017032017.1|DKIK	LOC115630511|XP_030382971.1|SLEB
OG0002023	LOC108080800|XP_017031180.1|DKIK	LOC115620321|XP_030369374.1|SLEB
OG0002024	LOC108076918|XP_017025450.1|DKIK	LOC115625374|XP_030376271.1|SLEB, LOC115630976|XP_030383415.1|SLEB, LOC115627214|XP_030378694.1|SLEB
OG0002025	LOC108082061|XP_017032828.1|DKIK	LOC115631413|XP_030383999.1|SLEB
OG0002026	LOC108080674|XP_017030996.1|DKIK	LOC115625951|XP_030377050.1|SLEB
OG0002027	LOC108078098|XP_017027181.1|DKIK	LOC115620035|XP_030369006.1|SLEB
OG0002028	LOC108076050|XP_017024218.1|DKIK, LOC108072159|XP_017018693.1|DKIK	LOC115629426|XP_030381744.1|SLEB
OG0002029	LOC108086000|XP_017038298.1|DKIK	LOC115623073|XP_030373134.1|SLEB
OG0002030	LOC108076201|XP_017024424.1|DKIK	LOC115632284|XP_030385238.1|SLEB
OG0002031	LOC108085132|XP_017037128.1|DKIK	LOC115627216|XP_030378699.1|SLEB
OG0002032	LOC108083177|XP_017034362.1|DKIK	LOC115623392|XP_030373559.1|SLEB
OG0002033	LOC108085957|XP_017038239.1|DKIK	LOC115629149|XP_030381371.1|SLEB
OG0002034	LOC108084665|XP_017036475.1|DKIK	LOC115627811|XP_030379501.1|SLEB
OG0002035	LOC108083182|XP_017034366.1|DKIK	LOC115623568|XP_030373825.1|SLEB
OG0002036	LOC108084028|XP_017035530.1|DKIK	LOC115625563|XP_030376516.1|SLEB
OG0002037	LOC108079727|XP_017029626.1|DKIK	LOC115624723|XP_030375404.1|SLEB
OG0002038	LOC108073373|XP_017020431.1|DKIK	LOC115623497|XP_030373734.1|SLEB
OG0002039	LOC108084632|XP_017036409.1|DKIK	LOC115628097|XP_030379938.1|SLEB
OG0002040	LOC108072873|XP_017019684.1|DKIK	LOC115621440|XP_030370953.1|SLEB
OG0002041	LOC108072293|XP_017018852.1|DKIK	LOC115620037|XP_030369016.1|SLEB
OG0002042	LOC108085460|XP_017037564.1|DKIK	LOC115623851|XP_030374255.1|SLEB
OG0002043	LOC108085472|XP_017037577.1|DKIK	LOC115625179|XP_030376004.1|SLEB
OG0002044	LOC108084210|XP_017035814.1|DKIK	LOC115621986|XP_030371698.1|SLEB
OG0002045	LOC108083174|XP_017034350.1|DKIK	LOC115624425|XP_030375024.1|SLEB
OG0002046	LOC108079961|XP_017030011.1|DKIK	LOC115626883|XP_030378253.1|SLEB
OG0002047	LOC108079211|XP_017028969.1|DKIK	LOC115629153|XP_030381378.1|SLEB
OG0002048	LOC108080447|XP_017030672.1|DKIK	LOC115623913|XP_030374329.1|SLEB, LOC115624061|XP_030374506.1|SLEB
OG0002049	LOC108085687|XP_017037873.1|DKIK	LOC115623340|XP_030373471.1|SLEB
OG0002050	LOC108081042|XP_017031495.1|DKIK	LOC115625161|XP_030375950.1|SLEB
OG0002051	LOC108078149|XP_017027280.1|DKIK	LOC115621966|XP_030371678.1|SLEB
OG0002052	LOC108084431|XP_017036127.1|DKIK	LOC115632629|XP_030385719.1|SLEB
OG0002053	LOC108085453|XP_017037554.1|DKIK	LOC115623759|XP_030374154.1|SLEB
OG0002054	LOC108081176|XP_017031726.1|DKIK	LOC115621869|XP_030371551.1|SLEB
OG0002055	LOC108085636|XP_017037811.1|DKIK	LOC115623698|XP_030374034.1|SLEB
OG0002056	LOC108070471|XP_017016445.1|DKIK	LOC115624615|XP_030375226.1|SLEB
OG0002057	LOC108077078|XP_017025735.1|DKIK	LOC115631304|XP_030383879.1|SLEB
OG0002058	LOC108079068|XP_017028771.1|DKIK	LOC115623467|XP_030373689.1|SLEB
OG0002059	LOC108072019|XP_017018488.1|DKIK	LOC115625167|XP_030375958.1|SLEB
OG0002060	LOC108076496|XP_017024878.1|DKIK	LOC115623559|XP_030373854.1|SLEB
OG0002061	LOC108072174|XP_017018719.1|DKIK	LOC115620148|XP_030369153.1|SLEB
OG0002062	LOC108079941|XP_017029974.1|DKIK	LOC115626652|XP_030377917.1|SLEB
OG0002063	LOC108072456|XP_017019079.1|DKIK, LOC108083947|XP_017035440.1|DKIK	LOC115633954|XP_030387331.1|SLEB, LOC115633277|XP_030386548.1|SLEB
OG0002064	LOC108081170|XP_017031715.1|DKIK, LOC108085026|XP_017036964.1|DKIK	LOC115629217|XP_030381483.1|SLEB
OG0002065	LOC108075219|XP_017023050.1|DKIK	LOC115622317|XP_030372083.1|SLEB
OG0002066	LOC108081024|XP_017031465.1|DKIK	LOC115625064|XP_030375799.1|SLEB
OG0002067	LOC108072160|XP_017018695.1|DKIK	LOC115624831|XP_030375538.1|SLEB, LOC115629428|XP_030381746.1|SLEB
OG0002068	LOC108081221|XP_017031787.1|DKIK	LOC115630546|XP_030383015.1|SLEB
OG0002069	LOC108080967|XP_017031373.1|DKIK	LOC115625986|XP_030377092.1|SLEB
OG0002070	LOC108081481|XP_017032169.1|DKIK	LOC115625296|XP_030376171.1|SLEB
OG0002071	LOC108073441|XP_017020553.1|DKIK	LOC115621844|XP_030371516.1|SLEB
OG0002072	LOC108078438|XP_017027809.1|DKIK	LOC115630045|XP_030382539.1|SLEB
OG0002073	LOC108072714|XP_017019454.1|DKIK	LOC115632904|XP_030386056.1|SLEB
OG0002074	LOC108073130|XP_017020119.1|DKIK	LOC115623135|XP_030373208.1|SLEB
OG0002075	LOC108079672|XP_017029559.1|DKIK	LOC115631765|XP_030384461.1|SLEB
OG0002076	LOC108086116|XP_017038441.1|DKIK	LOC115624601|XP_030375202.1|SLEB
OG0002077	LOC108071506|XP_017017759.1|DKIK	LOC115624933|XP_030375643.1|SLEB
OG0002078	LOC108079835|XP_017029829.1|DKIK	LOC115622810|XP_030372741.1|SLEB
OG0002079	LOC108075033|XP_017022778.1|DKIK	LOC115623009|XP_030373040.1|SLEB
OG0002080	LOC108078396|XP_017027741.1|DKIK	LOC115633907|XP_030387272.1|SLEB
OG0002081	LOC108070828|XP_017016935.1|DKIK	LOC115624699|XP_030375374.1|SLEB
OG0002082	LOC108076346|XP_017024623.1|DKIK	LOC115620006|XP_030368956.1|SLEB
OG0002083	LOC108084657|XP_017036467.1|DKIK	LOC115629905|XP_030382370.1|SLEB
OG0002084	LOC108072311|XP_017018872.1|DKIK	LOC115633999|XP_030387383.1|SLEB
OG0002085	LOC108078252|XP_017027474.1|DKIK	LOC115633911|XP_030387280.1|SLEB
OG0002086	LOC108072324|XP_017018890.1|DKIK	LOC115626810|XP_030378146.1|SLEB
OG0002087	LOC108073903|XP_017021182.1|DKIK	LOC115622580|XP_030372427.1|SLEB
OG0002088	LOC108075257|XP_017023107.1|DKIK	LOC115629448|XP_030381775.1|SLEB
OG0002089	LOC108078515|XP_017027910.1|DKIK	LOC115624440|XP_030375026.1|SLEB
OG0002090	LOC108075308|XP_017023201.1|DKIK	LOC115633667|XP_030386971.1|SLEB
OG0002091	LOC108070813|XP_017016901.1|DKIK	LOC115624859|XP_030375564.1|SLEB
OG0002092	LOC108071500|XP_017017750.1|DKIK	LOC115622120|XP_030371827.1|SLEB
OG0002093	LOC108085206|XP_017037219.1|DKIK	LOC115624531|XP_030375115.1|SLEB
OG0002094	LOC108072046|XP_017018520.1|DKIK	LOC115633832|XP_030387179.1|SLEB
OG0002095	LOC108083413|XP_017034657.1|DKIK, LOC108080120|XP_017030240.1|DKIK	LOC115628909|XP_030381029.1|SLEB
OG0002096	LOC108076400|XP_017024728.1|DKIK	LOC115628190|XP_030380042.1|SLEB
OG0002097	LOC108078086|XP_017027163.1|DKIK	LOC115633710|XP_030387031.1|SLEB
OG0002098	LOC108084772|XP_017036580.1|DKIK	LOC115624927|XP_030375638.1|SLEB
OG0002099	LOC108085017|XP_017036950.1|DKIK	LOC115620410|XP_030369490.1|SLEB
OG0002100	LOC108083131|XP_017034296.1|DKIK	LOC115624637|XP_030375259.1|SLEB
OG0002101	LOC108070854|XP_017016973.1|DKIK	LOC115634535|XP_030388205.1|SLEB
OG0002102	LOC108076716|XP_017025168.1|DKIK	LOC115624985|XP_030375702.1|SLEB
OG0002103	LOC108085032|XP_017036968.1|DKIK	LOC115620416|XP_030369499.1|SLEB
OG0002106	LOC108085038|XP_017036977.1|DKIK, LOC108077712|XP_017026655.1|DKIK	LOC115629477|XP_030381807.1|SLEB, LOC115621093|XP_030370487.1|SLEB
OG0002107	LOC108077061|XP_017025716.1|DKIK	LOC115630515|XP_030382977.1|SLEB
OG0002108	LOC108075463|XP_017023407.1|DKIK	LOC115621476|XP_030370996.1|SLEB
OG0002109	LOC108086025|XP_017038326.1|DKIK	LOC115625424|XP_030376323.1|SLEB
OG0002110	LOC108086160|XP_017038514.1|DKIK	LOC115626542|XP_030377780.1|SLEB, LOC115625429|XP_030376329.1|SLEB, LOC115626540|XP_030377779.1|SLEB
OG0002111	LOC108075924|XP_017024053.1|DKIK, LOC108075912|XP_017024031.1|DKIK	LOC115626514|XP_030377760.1|SLEB
OG0002112	LOC108082078|XP_017032859.1|DKIK	LOC115633079|XP_030386315.1|SLEB, LOC115631891|XP_030384600.1|SLEB
OG0002114	LOC108084942|XP_017036829.1|DKIK, LOC108085054|XP_017037003.1|DKIK	LOC115621819|XP_030371469.1|SLEB
OG0002115	LOC108078419|XP_017027773.1|DKIK, LOC108078420|XP_017027774.1|DKIK	LOC115634023|XP_030387416.1|SLEB
OG0002116	LOC108072478|XP_017019133.1|DKIK	LOC115626587|XP_030377829.1|SLEB, LOC115626465|XP_030377707.1|SLEB
OG0002117	LOC108083904|XP_017035389.1|DKIK	LOC115633265|XP_030386529.1|SLEB
OG0002118	LOC108077352|XP_017026134.1|DKIK	LOC115628087|XP_030379924.1|SLEB
OG0002119	LOC108073443|XP_017020555.1|DKIK	LOC115621113|XP_030370517.1|SLEB
OG0002120	LOC108075356|XP_017023254.1|DKIK, LOC108077525|XP_017026383.1|DKIK	LOC115627826|XP_030379521.1|SLEB
OG0002121	LOC108075729|XP_017023758.1|DKIK	LOC115621258|XP_030370715.1|SLEB
OG0002123	LOC108079612|XP_017029475.1|DKIK	LOC115631094|XP_030383605.1|SLEB
OG0002124	LOC108083366|XP_017034598.1|DKIK, LOC108077143|XP_017025850.1|DKIK	LOC115627689|XP_030379292.1|SLEB
OG0002125	LOC108072439|XP_017019049.1|DKIK	LOC115634444|XP_030388013.1|SLEB
OG0002126	LOC108078369|XP_017027688.1|DKIK	LOC115634377|XP_030387917.1|SLEB
OG0002127	LOC108076412|XP_017024742.1|DKIK, LOC108083551|XP_017034884.1|DKIK	LOC115628717|XP_030380773.1|SLEB, LOC115621757|XP_030371351.1|SLEB
OG0002128	LOC108084337|XP_017036006.1|DKIK	LOC115627455|XP_030378983.1|SLEB
OG0002129	LOC108085692|XP_017037889.1|DKIK	LOC115621730|XP_030371319.1|SLEB
OG0002131	LOC108084181|XP_017035761.1|DKIK	LOC115621353|XP_030370836.1|SLEB
OG0002132	LOC108074575|XP_017022166.1|DKIK	LOC115625780|XP_030376811.1|SLEB
OG0002133	LOC108080550|XP_017030843.1|DKIK	LOC115629924|XP_030382389.1|SLEB
OG0002134	LOC108076119|XP_017024336.1|DKIK	LOC115627168|XP_030378618.1|SLEB
OG0002135	LOC108074247|XP_017021698.1|DKIK	LOC115626712|XP_030378012.1|SLEB
OG0002136	LOC108077860|XP_017026882.1|DKIK	LOC115621955|XP_030371662.1|SLEB
OG0002137	LOC108084570|XP_017036323.1|DKIK	LOC115621392|XP_030370893.1|SLEB
OG0002138	LOC108083593|XP_017034944.1|DKIK	LOC115626773|XP_030378095.1|SLEB
OG0002139	LOC108079456|XP_017029285.1|DKIK	LOC115628962|XP_030381098.1|SLEB
OG0002140	LOC108076932|XP_017025470.1|DKIK	LOC115633405|XP_030386708.1|SLEB
OG0002141	LOC108079521|XP_017029349.1|DKIK	LOC115628074|XP_030379908.1|SLEB
OG0002142	LOC108077735|XP_017026687.1|DKIK	LOC115621132|XP_030370544.1|SLEB
OG0002143	LOC108074421|XP_017021943.1|DKIK	LOC115630615|XP_030383101.1|SLEB
OG0002144	LOC108074888|XP_017022585.1|DKIK	LOC115627724|XP_030379334.1|SLEB
OG0002145	LOC108083944|XP_017035438.1|DKIK	LOC115624035|XP_030374473.1|SLEB
OG0002146	LOC108077732|XP_017026677.1|DKIK	LOC115620575|XP_030369736.1|SLEB
OG0002147	LOC108083775|XP_017035188.1|DKIK	LOC115629482|XP_030381813.1|SLEB
OG0002148	LOC108073856|XP_017021127.1|DKIK	LOC115632865|XP_030385988.1|SLEB
OG0002149	LOC108074896|XP_017022608.1|DKIK	LOC115627831|XP_030379531.1|SLEB
OG0002150	LOC108071239|XP_017017416.1|DKIK	LOC115629871|XP_030382326.1|SLEB
OG0002151	LOC108076930|XP_017025465.1|DKIK	LOC115622316|XP_030372082.1|SLEB, LOC115628387|XP_030380331.1|SLEB
OG0002152	LOC108074082|XP_017021451.1|DKIK	LOC115621415|XP_030370923.1|SLEB
OG0002153	LOC108074370|XP_017021883.1|DKIK	LOC115621584|XP_030371135.1|SLEB
OG0002154	LOC108079435|XP_017029258.1|DKIK	LOC115626760|XP_030378076.1|SLEB
OG0002155	LOC108073678|XP_017020894.1|DKIK	LOC115621539|XP_030371065.1|SLEB
OG0002156	LOC108081866|XP_017032595.1|DKIK	LOC115632371|XP_030385350.1|SLEB
OG0002157	LOC108073232|XP_017020269.1|DKIK	LOC115620998|XP_030370378.1|SLEB
OG0002158	LOC108081222|XP_017031788.1|DKIK	LOC115628903|XP_030381025.1|SLEB
OG0002159	LOC108074227|XP_017021661.1|DKIK	LOC115634010|XP_030387396.1|SLEB
OG0002160	LOC108084061|XP_017035568.1|DKIK	LOC115621570|XP_030371117.1|SLEB
OG0002161	LOC108085683|XP_017037866.1|DKIK	LOC115621407|XP_030370910.1|SLEB
OG0002162	LOC108085915|XP_017038176.1|DKIK	LOC115620919|XP_030370276.1|SLEB
OG0002163	LOC108083867|XP_017035345.1|DKIK	LOC115627293|XP_030378785.1|SLEB
OG0002164	LOC108081269|XP_017031855.1|DKIK	LOC115623724|XP_030374065.1|SLEB
OG0002165	LOC108077002|XP_017025564.1|DKIK	LOC115621187|XP_030370623.1|SLEB
OG0002166	LOC108076897|XP_017025420.1|DKIK	LOC115631635|XP_030384304.1|SLEB
OG0002167	LOC108082465|XP_017033337.1|DKIK	LOC115633048|XP_030386256.1|SLEB
OG0002168	LOC108072071|XP_017018563.1|DKIK	LOC115626523|XP_030377767.1|SLEB
OG0002169	LOC108078902|XP_017028524.1|DKIK	LOC115622527|XP_030372350.1|SLEB
OG0002170	LOC108083287|XP_017034510.1|DKIK	LOC115628020|XP_030379807.1|SLEB
OG0002171	LOC108084567|XP_017036316.1|DKIK	LOC115620219|XP_030369219.1|SLEB
OG0002172	LOC108071346|XP_017017571.1|DKIK	LOC115621399|XP_030370903.1|SLEB
OG0002173	LOC108077190|XP_017025924.1|DKIK	LOC115631462|XP_030384072.1|SLEB
OG0002174	LOC108077618|XP_017026513.1|DKIK	LOC115620241|XP_030369248.1|SLEB
OG0002175	LOC108077619|XP_017026514.1|DKIK	LOC115620242|XP_030369250.1|SLEB
OG0002176	LOC108084624|XP_017036401.1|DKIK	LOC115629527|XP_030381865.1|SLEB
OG0002177	LOC108077623|XP_017026520.1|DKIK	LOC115620809|XP_030370093.1|SLEB
OG0002178	LOC108084945|XP_017036831.1|DKIK	LOC115620788|XP_030370063.1|SLEB
OG0002179	LOC108073526|XP_017020696.1|DKIK	LOC115630554|XP_030383025.1|SLEB
OG0002180	LOC108073711|XP_017020935.1|DKIK	LOC115621505|XP_030371034.1|SLEB
OG0002181	LOC108085776|XP_017038015.1|DKIK	LOC115630083|XP_030382568.1|SLEB
OG0002182	LOC108077748|XP_017026705.1|DKIK	LOC115621485|XP_030371006.1|SLEB
OG0002183	LOC108082601|XP_017033563.1|DKIK	LOC115623509|XP_030373752.1|SLEB
OG0002184	LOC108073212|XP_017020272.1|DKIK	LOC115621752|XP_030371346.1|SLEB, LOC115626045|XP_030377156.1|SLEB
OG0002185	LOC108081067|XP_017031537.1|DKIK	LOC115620372|XP_030369436.1|SLEB
OG0002186	LOC108075799|XP_017023859.1|DKIK	LOC115626433|XP_030377668.1|SLEB
OG0002187	LOC108084256|XP_017035888.1|DKIK	LOC115620645|XP_030369853.1|SLEB
OG0002188	LOC108072123|XP_017018640.1|DKIK	LOC115634041|XP_030387445.1|SLEB
OG0002189	LOC108083802|XP_017035231.1|DKIK	LOC115629970|XP_030382449.1|SLEB
OG0002190	LOC108084592|XP_017036356.1|DKIK	LOC115620341|XP_030369401.1|SLEB
OG0002191	LOC108075206|XP_017023030.1|DKIK	LOC115634376|XP_030387916.1|SLEB
OG0002192	LOC108080665|XP_017030986.1|DKIK	LOC115622715|XP_030372613.1|SLEB
OG0002193	LOC108077737|XP_017026689.1|DKIK	LOC115621536|XP_030371062.1|SLEB
OG0002194	LOC108083684|XP_017035051.1|DKIK	LOC115621452|XP_030370966.1|SLEB
OG0002195	LOC108084613|XP_017036387.1|DKIK	LOC115620502|XP_030369615.1|SLEB
OG0002196	LOC108073401|XP_017020482.1|DKIK	LOC115627300|XP_030378796.1|SLEB
OG0002197	LOC108079024|XP_017028692.1|DKIK	LOC115624554|XP_030375141.1|SLEB
OG0002198	LOC108081206|XP_017031764.1|DKIK	LOC115623510|XP_030373749.1|SLEB
OG0002199	LOC108085014|XP_017036947.1|DKIK	LOC115620633|XP_030369823.1|SLEB
OG0002200	LOC108079392|XP_017029204.1|DKIK	LOC115629549|XP_030381891.1|SLEB, LOC115621724|XP_030371298.1|SLEB, LOC115625638|XP_030376627.1|SLEB
OG0002202	LOC108084286|XP_017035932.1|DKIK	LOC115620495|XP_030369601.1|SLEB
OG0002203	LOC108077851|XP_017026872.1|DKIK	LOC115625105|XP_030375868.1|SLEB
OG0002204	LOC108073444|XP_017020556.1|DKIK	LOC115620636|XP_030369833.1|SLEB
OG0002205	LOC108074059|XP_017021420.1|DKIK	LOC115621680|XP_030371250.1|SLEB, LOC115621691|XP_030371260.1|SLEB
OG0002206	LOC108083629|XP_017034988.1|DKIK	LOC115621603|XP_030371156.1|SLEB
OG0002207	LOC108085721|XP_017037933.1|DKIK	LOC115620325|XP_030369379.1|SLEB
OG0002208	LOC108085737|XP_017037955.1|DKIK	LOC115620911|XP_030370263.1|SLEB
OG0002209	LOC108079158|XP_017028895.1|DKIK	LOC115628848|XP_030380957.1|SLEB
OG0002210	LOC108070726|XP_017016811.1|DKIK	LOC115625302|XP_030376180.1|SLEB
OG0002211	LOC108074095|XP_017021476.1|DKIK	LOC115620489|XP_030369587.1|SLEB
OG0002212	LOC108084619|XP_017036394.1|DKIK	LOC115621569|XP_030371116.1|SLEB
OG0002213	LOC108080435|XP_017030658.1|DKIK	LOC115624038|XP_030374476.1|SLEB, LOC115624034|XP_030374472.1|SLEB
OG0002214	LOC108073338|XP_017020391.1|DKIK	LOC115621549|XP_030371077.1|SLEB
OG0002215	LOC108075506|XP_017023462.1|DKIK	LOC115620281|XP_030369315.1|SLEB
OG0002216	LOC108078351|XP_017027649.1|DKIK	LOC115631264|XP_030383835.1|SLEB
OG0002217	LOC108085909|XP_017038166.1|DKIK	LOC115625291|XP_030376164.1|SLEB
OG0002218	LOC108083563|XP_017034907.1|DKIK	LOC115627664|XP_030379266.1|SLEB
OG0002219	LOC108074118|XP_017021507.1|DKIK	LOC115620459|XP_030369550.1|SLEB
OG0002220	LOC108074032|XP_017021388.1|DKIK	LOC115620458|XP_030369549.1|SLEB
OG0002221	LOC108078583|XP_017027992.1|DKIK	LOC115632759|XP_030385868.1|SLEB
OG0002222	LOC108078355|XP_017027659.1|DKIK	LOC115630656|XP_030383161.1|SLEB
OG0002224	LOC108078114|XP_017027206.1|DKIK	LOC115620838|XP_030370135.1|SLEB
OG0002225	LOC108070604|XP_017016663.1|DKIK	LOC115632265|XP_030385202.1|SLEB
OG0002226	LOC108076341|XP_017024617.1|DKIK	LOC115633854|XP_030387206.1|SLEB
OG0002227	LOC108085154|XP_017037171.1|DKIK	LOC115634121|XP_030387544.1|SLEB
OG0002228	LOC108074743|XP_017022405.1|DKIK	LOC115621375|XP_030370866.1|SLEB
OG0002229	LOC108076504|XP_017024891.1|DKIK, LOC108076155|XP_017024370.1|DKIK	LOC115626474|XP_030377722.1|SLEB
OG0002230	LOC108078257|XP_017027481.1|DKIK	LOC115625458|XP_030376369.1|SLEB
OG0002231	LOC108081332|XP_017031962.1|DKIK	LOC115633893|XP_030387258.1|SLEB
OG0002232	LOC108078238|XP_017027433.1|DKIK	LOC115629443|XP_030381761.1|SLEB
OG0002233	LOC108070392|XP_017016330.1|DKIK	LOC115632421|XP_030385422.1|SLEB
OG0002234	LOC108082621|XP_017033590.1|DKIK	LOC115628565|XP_030380592.1|SLEB
OG0002235	LOC108078263|XP_017027491.1|DKIK	LOC115633399|XP_030386705.1|SLEB
OG0002236	LOC108072194|XP_017018742.1|DKIK	LOC115630431|XP_030382851.1|SLEB
OG0002237	LOC108072121|XP_017018634.1|DKIK	LOC115628574|XP_030380606.1|SLEB
OG0002238	LOC108070530|XP_017016541.1|DKIK	LOC115628347|XP_030380279.1|SLEB
OG0002239	LOC108078392|XP_017027736.1|DKIK	LOC115621487|XP_030371017.1|SLEB
OG0002240	LOC108076752|XP_017025237.1|DKIK	LOC115634354|XP_030387873.1|SLEB
OG0002241	LOC108078761|XP_017028286.1|DKIK, LOC108081331|XP_017031958.1|DKIK	LOC115632775|XP_030385881.1|SLEB
OG0002242	LOC108078843|XP_017028427.1|DKIK	LOC115622977|XP_030372988.1|SLEB
OG0002243	LOC108084138|XP_017035670.1|DKIK	LOC115626469|XP_030377712.1|SLEB, LOC115626389|XP_030377609.1|SLEB, LOC115626432|XP_030377666.1|SLEB
OG0002244	LOC108072729|XP_017019478.1|DKIK	LOC115629850|XP_030382291.1|SLEB
OG0002245	LOC108070559|XP_017016573.1|DKIK	LOC115632735|XP_030385841.1|SLEB
OG0002246	LOC108080699|XP_017031026.1|DKIK	LOC115631968|XP_030384718.1|SLEB
OG0002247	LOC108072073|XP_017018565.1|DKIK	LOC115628972|XP_030381114.1|SLEB
OG0002248	LOC108079845|XP_017029841.1|DKIK	LOC115624989|XP_030375717.1|SLEB
OG0002249	LOC108078622|XP_017028034.1|DKIK	LOC115622515|XP_030372329.1|SLEB
OG0002250	LOC108077971|XP_017027002.1|DKIK	LOC115634673|XP_030388392.1|SLEB
OG0002251	LOC108076816|XP_017025336.1|DKIK	LOC115634674|XP_030388393.1|SLEB
OG0002252	LOC108076826|XP_017025348.1|DKIK	LOC115620012|XP_030368973.1|SLEB
OG0002253	LOC108070899|XP_017017038.1|DKIK	LOC115624581|XP_030375181.1|SLEB
OG0002254	LOC108073346|XP_017020400.1|DKIK	LOC115620972|XP_030370353.1|SLEB
OG0002255	LOC108079393|XP_017029205.1|DKIK	LOC115629150|XP_030381373.1|SLEB
OG0002256	LOC108078519|XP_017027913.1|DKIK	LOC115628490|XP_030380484.1|SLEB
OG0002257	LOC108078218|XP_017027396.1|DKIK	LOC115633350|XP_030386648.1|SLEB
OG0002258	LOC108079805|XP_017029773.1|DKIK	LOC115622305|XP_030372070.1|SLEB
OG0002260	LOC108073923|XP_017021209.1|DKIK	LOC115622216|XP_030371973.1|SLEB
OG0002261	LOC108083240|XP_017034435.1|DKIK	LOC115623553|XP_030373808.1|SLEB
OG0002262	LOC108078267|XP_017027505.1|DKIK	LOC115634791|XP_030388559.1|SLEB
OG0002263	LOC108078708|XP_017028158.1|DKIK	LOC115632436|XP_030385440.1|SLEB
OG0002264	LOC108078354|XP_017027658.1|DKIK	LOC115626809|XP_030378182.1|SLEB
OG0002265	LOC108071925|XP_017018374.1|DKIK	LOC115632858|XP_030385978.1|SLEB
OG0002266	LOC108083015|XP_017034130.1|DKIK	LOC115624816|XP_030375522.1|SLEB
OG0002267	LOC108078921|XP_017028556.1|DKIK	LOC115632152|XP_030385029.1|SLEB
