Orthogroup	DKIK.longest_only	DHYD.longest_only
OG0001633	LOC108072113|XP_017018623.1|DKIK	LOC111604559|XP_023178427.1|DHYD
OG0001634	LOC108082607|XP_017033579.1|DKIK	LOC111598529|XP_023169582.2|DHYD
OG0001635	LOC108077864|XP_017026886.1|DKIK	LOC111602957|XP_023176097.1|DHYD
OG0001636	LOC108080786|XP_017031142.1|DKIK	LOC111603635|XP_023177073.1|DHYD
OG0001637	LOC108073405|XP_017020491.1|DKIK	LOC111595693|XP_023165306.2|DHYD
OG0001638	LOC108083401|XP_017034640.1|DKIK, LOC108081971|XP_017032694.1|DKIK	LOC111596783|XP_023166904.2|DHYD
OG0001639	LOC108085273|XP_017037316.1|DKIK, LOC108071377|XP_017017602.1|DKIK, LOC108070621|XP_017016675.1|DKIK	LOC111600886|XP_030080932.1|DHYD
OG0001640	LOC108081175|XP_017031720.1|DKIK	LOC111603569|XP_023176983.1|DHYD
OG0001641	LOC108084128|XP_017035655.1|DKIK	LOC111593317|XP_023161788.1|DHYD
OG0001642	LOC108083877|XP_017035355.1|DKIK, LOC108075077|XP_017022848.1|DKIK	LOC111594990|XP_023164258.1|DHYD
OG0001643	LOC108079671|XP_017029558.1|DKIK	LOC111602458|XP_023175286.2|DHYD
OG0001644	LOC108075331|XP_017023231.1|DKIK	LOC111591856|XP_023159506.1|DHYD
OG0001645	LOC108085134|XP_017037134.1|DKIK	LOC111597101|XP_023167411.1|DHYD
OG0001646	LOC108076417|XP_017024746.1|DKIK	LOC111595404|XP_023164883.1|DHYD
OG0001647	LOC108081318|XP_017031897.1|DKIK	LOC111601264|XP_030081947.1|DHYD
OG0001648	LOC108075147|XP_017022917.1|DKIK	LOC111603320|XP_023176610.2|DHYD
OG0001649	LOC108074737|XP_017022395.1|DKIK	LOC111593741|XP_023162501.1|DHYD
OG0001650	LOC108082566|XP_017033507.1|DKIK	LOC111594609|XP_023163757.1|DHYD
OG0001651	LOC108076425|XP_017024759.1|DKIK	LOC111600615|XP_023172581.2|DHYD
OG0001652	LOC108080667|XP_017030988.1|DKIK	LOC111603313|XP_023176602.1|DHYD
OG0001653	LOC108070433|XP_017016391.1|DKIK	LOC111600997|XP_023173159.2|DHYD
OG0001654	LOC108078195|XP_017027359.1|DKIK	LOC111604364|XP_023178200.2|DHYD
OG0001655	LOC108078090|XP_017027171.1|DKIK	LOC111592168|XP_023159990.2|DHYD
OG0001656	LOC108075776|XP_017023824.1|DKIK	LOC111597211|XP_023167547.2|DHYD
OG0001657	LOC108083095|XP_017034236.1|DKIK	LOC111595069|XP_023164394.1|DHYD
OG0001658	LOC108073806|XP_017021069.1|DKIK	LOC111591858|XP_023159508.1|DHYD
OG0001659	LOC108084785|XP_017036607.1|DKIK	LOC111604328|XP_023178156.1|DHYD
OG0001660	LOC108079752|XP_017029657.1|DKIK	LOC111602918|XP_023176031.2|DHYD
OG0001661	LOC108071423|XP_017017662.1|DKIK	LOC111602175|XP_023174905.2|DHYD, LOC111602562|XP_023175490.1|DHYD
OG0001662	LOC108072757|XP_017019518.1|DKIK	LOC111592825|XP_023161018.1|DHYD
OG0001664	LOC108076623|XP_017025038.1|DKIK, LOC108080415|XP_017030636.1|DKIK	LOC111595091|XP_023164422.1|DHYD
OG0001666	LOC108082196|XP_017033007.1|DKIK	LOC111596133|XP_023165975.2|DHYD, LOC111596134|XP_023165977.2|DHYD, LOC111596135|XP_023165978.2|DHYD
OG0001667	LOC108072912|XP_017019726.1|DKIK	LOC111605367|XP_023179614.2|DHYD
OG0001668	LOC108071571|XP_017017841.1|DKIK, LOC108071601|XP_017017871.1|DKIK	LOC111596948|XP_023167172.2|DHYD
OG0001669	LOC108073293|XP_017020337.1|DKIK, LOC108073294|XP_017020338.1|DKIK	LOC111597476|XP_023167993.2|DHYD
OG0001670	LOC108079361|XP_017029158.1|DKIK, LOC108085111|XP_017037077.1|DKIK	LOC111604338|XP_023178169.1|DHYD
OG0001671	LOC108079735|XP_017029636.1|DKIK	LOC111601949|XP_023174573.1|DHYD, LOC111601662|XP_023174117.1|DHYD
OG0001672	LOC108076589|XP_017024989.1|DKIK, LOC108076588|XP_017024988.1|DKIK	LOC111604406|XP_023178230.2|DHYD
OG0001673	LOC108072323|XP_017018887.1|DKIK, LOC108072321|XP_017018885.1|DKIK	LOC111602569|XP_023175493.2|DHYD
OG0001674	LOC108075590|XP_017023600.1|DKIK, LOC108079381|XP_017029191.1|DKIK	LOC111604799|XP_023178784.1|DHYD
OG0001675	LOC108077884|XP_017026909.1|DKIK, LOC108077883|XP_017026908.1|DKIK	LOC111604999|XP_023179088.1|DHYD
OG0001678	LOC108083457|XP_017034716.1|DKIK	LOC111596592|XP_030079912.1|DHYD
OG0001679	LOC108074936|XP_017022656.1|DKIK	LOC111597238|XP_023167600.2|DHYD
OG0001680	LOC108083502|XP_017034800.1|DKIK	LOC111594508|XP_023163593.2|DHYD, LOC111593990|XP_023162849.2|DHYD
OG0001681	LOC108080175|XP_017030311.1|DKIK	LOC111596548|XP_023166589.2|DHYD
OG0001682	LOC108075410|XP_017023323.1|DKIK	LOC111602400|XP_023175186.2|DHYD
OG0001683	LOC108074825|XP_017022512.1|DKIK	LOC111598945|XP_023170191.1|DHYD
OG0001684	LOC108082652|XP_017033629.1|DKIK	LOC111597773|XP_023168404.2|DHYD
OG0001685	LOC108072626|XP_017019346.1|DKIK	LOC111602495|XP_023175334.2|DHYD
OG0001686	LOC108082938|XP_017034034.1|DKIK, LOC108073600|XP_017020780.1|DKIK	LOC111595961|XP_023165703.2|DHYD
OG0001687	LOC108082908|XP_017033980.1|DKIK	LOC111591990|XP_023159718.1|DHYD
OG0001688	LOC108084445|XP_017036142.1|DKIK	LOC111597304|XP_023167696.2|DHYD
OG0001689	LOC108079329|XP_017029119.1|DKIK	LOC111597266|XP_030078961.1|DHYD
OG0001690	LOC108084409|XP_017036097.1|DKIK	LOC111594835|XP_023164068.1|DHYD
OG0001691	LOC108079574|XP_017029407.1|DKIK	LOC111602506|XP_023175352.1|DHYD
OG0001692	LOC108085670|XP_017037850.1|DKIK	LOC111604229|XP_023177973.2|DHYD
OG0001693	LOC108083477|XP_017034756.1|DKIK	LOC111604955|XP_023179004.1|DHYD
OG0001694	LOC108083926|XP_017035413.1|DKIK	LOC111596682|XP_023166758.2|DHYD
OG0001695	LOC108081270|XP_017031856.1|DKIK	LOC111594618|XP_023163776.2|DHYD, LOC111597791|XP_030080056.1|DHYD
OG0001696	LOC108085883|XP_017038135.1|DKIK	LOC111601770|XP_023174281.2|DHYD
OG0001697	LOC108073330|XP_017020381.1|DKIK	LOC111598559|XP_023169624.1|DHYD
OG0001698	LOC108074165|XP_017021567.1|DKIK	LOC111593415|XP_023161916.1|DHYD
OG0001699	LOC108077601|XP_017026484.1|DKIK	LOC111601805|XP_023174360.1|DHYD
OG0001700	LOC108073178|XP_017020173.1|DKIK	LOC111603629|XP_023177066.2|DHYD
OG0001701	LOC108070733|XP_017016818.1|DKIK	LOC111594514|XP_030080684.1|DHYD
OG0001702	LOC108082020|XP_017032775.1|DKIK	LOC111603883|XP_023177467.2|DHYD
OG0001703	LOC108073270|XP_017020317.1|DKIK	LOC111603478|XP_023176837.2|DHYD
OG0001704	LOC108073271|XP_017020318.1|DKIK	LOC111603487|XP_023176852.1|DHYD
OG0001705	LOC108073467|XP_017020596.1|DKIK	LOC111595246|XP_023164654.2|DHYD, LOC115483437|XP_030081268.1|DHYD
OG0001706	LOC108070635|XP_017016694.1|DKIK, LOC108072414|XP_017019011.1|DKIK	LOC111594101|XP_030079104.1|DHYD
OG0001707	LOC108071285|XP_017017465.1|DKIK	LOC111596596|XP_030080570.1|DHYD
OG0001708	LOC108084267|XP_017035912.1|DKIK	LOC111594471|XP_023163540.1|DHYD
OG0001709	LOC108079900|XP_017029920.1|DKIK	LOC111598683|XP_023169814.2|DHYD
OG0001710	LOC108073543|XP_017020715.1|DKIK	LOC111599432|XP_023170853.1|DHYD
OG0001711	LOC108084179|XP_017035759.1|DKIK	LOC111603584|XP_023177006.2|DHYD
OG0001712	LOC108084572|XP_017036328.1|DKIK	LOC111602701|XP_023175701.1|DHYD
OG0001713	LOC108070719|XP_017016801.1|DKIK	LOC111593603|XP_023162232.1|DHYD
OG0001714	LOC108080783|XP_017031138.1|DKIK	LOC111604906|XP_023178914.2|DHYD
OG0001715	LOC108077123|XP_017025818.1|DKIK	LOC111603362|XP_023176676.2|DHYD
OG0001716	LOC108083907|XP_017035392.1|DKIK	LOC111593511|XP_023162066.2|DHYD, LOC111595001|XP_023164269.2|DHYD
OG0001717	LOC108077739|XP_017026691.1|DKIK	LOC111598234|XP_023169163.2|DHYD
OG0001718	LOC108083628|XP_017034987.1|DKIK	LOC111602668|XP_023175621.2|DHYD
OG0001719	LOC108071293|XP_017017479.1|DKIK	LOC111596599|XP_030080723.1|DHYD
OG0001720	LOC108071395|XP_017017627.1|DKIK	LOC111601320|XP_023173618.2|DHYD
OG0001721	LOC108084922|XP_017036807.1|DKIK	LOC111596260|XP_023166164.2|DHYD
OG0001722	LOC108078783|XP_017028323.1|DKIK	LOC111598680|XP_023169809.1|DHYD
OG0001723	LOC108083503|XP_017034804.1|DKIK	LOC111600877|XP_023172977.1|DHYD, LOC115483411|XP_030081107.1|DHYD
OG0001724	LOC108074686|XP_017022294.1|DKIK	LOC111593560|XP_030081358.1|DHYD
OG0001725	LOC108073143|XP_017020140.1|DKIK	LOC115483452|XP_030081321.1|DHYD
OG0001725	LOC108073087|XP_017020048.1|DKIK	LOC115483439|XP_030081279.1|DHYD, LOC111593725|XP_023162471.2|DHYD
OG0001726	LOC108080474|XP_017030708.1|DKIK	LOC111592966|XP_023161226.1|DHYD
OG0001727	LOC108084071|XP_017035578.1|DKIK	LOC111605434|XP_023179718.1|DHYD
OG0001728	LOC108082574|XP_017033520.1|DKIK	LOC111603275|XP_023176559.1|DHYD
OG0001729	LOC108072312|XP_017018873.1|DKIK	LOC111605391|XP_023179655.2|DHYD
OG0001730	LOC108082187|XP_017032995.1|DKIK	LOC111602498|XP_023175337.2|DHYD
OG0001731	LOC108081008|XP_017031432.1|DKIK	LOC111595326|XP_023164751.2|DHYD
OG0001732	LOC108082893|XP_017033968.1|DKIK	LOC111602219|XP_023174965.1|DHYD
OG0001733	LOC108082340|XP_017033162.1|DKIK	LOC115483068|XP_030079787.1|DHYD, LOC111593181|XP_023161559.1|DHYD
OG0001734	LOC108078401|XP_017027747.1|DKIK	LOC111597733|XP_023168346.1|DHYD
OG0001735	LOC108078819|XP_017028392.1|DKIK	LOC111601564|XP_023173978.2|DHYD
OG0001736	LOC108082623|XP_017033592.1|DKIK, LOC108082622|XP_017033591.1|DKIK	LOC111604074|XP_023177728.1|DHYD
OG0001737	LOC108076389|XP_017024712.1|DKIK	LOC111593789|XP_023162575.2|DHYD
OG0001738	LOC108077560|XP_017026441.1|DKIK	LOC111605171|XP_023179327.2|DHYD
OG0001739	LOC108072432|XP_017019046.1|DKIK	LOC111601629|XP_023174068.1|DHYD
OG0001740	LOC108074205|XP_017021633.1|DKIK	LOC111603835|XP_023177368.2|DHYD
OG0001741	LOC108084964|XP_017036869.1|DKIK	LOC111594473|XP_023163542.1|DHYD
OG0001742	LOC108085149|XP_017037161.1|DKIK	LOC111600646|XP_023172631.1|DHYD
OG0001743	LOC108079889|XP_017029901.1|DKIK	LOC111596967|XP_023167209.2|DHYD
OG0001744	LOC108076387|XP_017024702.1|DKIK	LOC115482847|XP_030078947.1|DHYD, LOC111598211|XP_023169119.2|DHYD
OG0001745	LOC108076523|XP_017024922.1|DKIK	LOC111604336|XP_023178199.2|DHYD
OG0001746	LOC108071921|XP_017018370.1|DKIK	LOC111599795|XP_023171339.2|DHYD
OG0001747	LOC108072913|XP_017019727.1|DKIK	LOC111605346|XP_023179588.2|DHYD
OG0001748	LOC108078963|XP_017028611.1|DKIK	LOC111592732|XP_023160892.2|DHYD
OG0001749	LOC108076458|XP_017024828.1|DKIK	LOC111604096|XP_023177761.1|DHYD
OG0001750	LOC108076456|XP_017024824.1|DKIK	LOC111604111|XP_023177786.2|DHYD
OG0001751	LOC108077527|XP_017026380.1|DKIK	LOC111594875|XP_023164126.2|DHYD
OG0001752	LOC108084388|XP_017036070.1|DKIK	LOC111594853|XP_023164098.2|DHYD
OG0001753	LOC108079896|XP_017029912.1|DKIK	LOC111601566|XP_023173980.2|DHYD
OG0001754	LOC108078433|XP_017027803.1|DKIK	LOC111593546|XP_023162167.1|DHYD
OG0001755	LOC108079770|XP_017029685.1|DKIK	LOC111601591|XP_030081156.1|DHYD
OG0001756	LOC108078262|XP_017027490.1|DKIK	LOC111594019|XP_023162889.1|DHYD
OG0001757	LOC108074474|XP_017022034.1|DKIK	LOC111602252|XP_023175011.1|DHYD
OG0001758	LOC108084781|XP_017036590.1|DKIK	LOC111595052|XP_023164348.1|DHYD
OG0001759	LOC108074721|XP_017022353.1|DKIK	LOC111600579|XP_023172534.1|DHYD
OG0001760	LOC108074021|XP_017021382.1|DKIK, LOC108079454|XP_017029281.1|DKIK, LOC108077969|XP_017027000.1|DKIK	LOC111602108|XP_023174818.2|DHYD
OG0001761	LOC108082578|XP_017033523.1|DKIK	LOC111604148|XP_023177840.2|DHYD
OG0001762	LOC108075785|XP_017023833.1|DKIK	LOC111602244|XP_023175002.1|DHYD
OG0001763	LOC108075952|XP_017024086.1|DKIK	LOC111605023|XP_023179122.2|DHYD, LOC111605029|XP_023179127.2|DHYD
OG0001764	LOC108070651|XP_017016708.1|DKIK	LOC111603464|XP_023176821.1|DHYD
OG0001765	LOC108078281|XP_017027532.1|DKIK	LOC111604618|XP_030081093.1|DHYD
OG0001766	LOC108074838|XP_017022535.1|DKIK	LOC111603920|XP_023177513.2|DHYD
OG0001767	LOC108085337|XP_017037383.1|DKIK	LOC111599494|XP_023170929.2|DHYD
OG0001768	LOC108086140|XP_017038485.1|DKIK	LOC111599092|XP_023170400.1|DHYD
OG0001769	LOC108074323|XP_017021816.1|DKIK	LOC111602300|XP_023175068.2|DHYD
OG0001770	LOC108077189|XP_017025922.1|DKIK	LOC111600845|XP_023172922.2|DHYD
OG0001771	LOC108079687|XP_017029582.1|DKIK	LOC111602499|XP_023175338.2|DHYD, LOC111602482|XP_023175313.1|DHYD
OG0001772	LOC108077220|XP_017025965.1|DKIK	LOC111597781|XP_023168414.1|DHYD
OG0001773	LOC108082059|XP_017032826.1|DKIK	LOC111603868|XP_023177443.2|DHYD
OG0001774	LOC108074744|XP_017022406.1|DKIK	LOC111593833|XP_023162639.2|DHYD
OG0001775	LOC108080298|XP_017030460.1|DKIK	LOC111605338|XP_023179583.1|DHYD
OG0001776	LOC108082809|XP_017033857.1|DKIK	LOC111596281|XP_023166196.1|DHYD
OG0001777	LOC108072859|XP_017019664.1|DKIK	LOC111600698|XP_023172724.2|DHYD
OG0001778	LOC108072554|XP_017019219.1|DKIK	LOC111602536|XP_023175434.1|DHYD
OG0001779	LOC108081958|XP_017032682.1|DKIK	LOC111603983|XP_030079083.1|DHYD
OG0001780	LOC108070938|XP_017017081.1|DKIK	LOC111600899|XP_023173008.1|DHYD
OG0001781	LOC108072622|XP_017019337.1|DKIK	LOC111600369|XP_023172213.2|DHYD
OG0001782	LOC108086222|XP_017038581.1|DKIK	LOC111594776|XP_023163994.2|DHYD
OG0001783	LOC108076342|XP_017024621.1|DKIK	LOC111600384|XP_023172229.1|DHYD
OG0001784	LOC108081397|XP_017032046.1|DKIK	LOC111595795|XP_023165453.2|DHYD
OG0001785	LOC108078101|XP_017027191.1|DKIK	LOC111605246|XP_023179451.2|DHYD
OG0001786	LOC108072855|XP_017019658.1|DKIK	LOC111600724|XP_023172768.2|DHYD
OG0001787	LOC108072853|XP_017019657.1|DKIK	LOC111601053|XP_030080281.1|DHYD
OG0001788	LOC108079843|XP_017029842.1|DKIK	LOC111595569|XP_023165134.2|DHYD
OG0001789	LOC108072366|XP_017018949.1|DKIK	LOC111593927|XP_023162774.1|DHYD, LOC111593133|XP_023161505.2|DHYD
OG0001790	LOC108072828|XP_017019608.1|DKIK	LOC111601111|XP_023173329.2|DHYD
OG0001791	LOC108076388|XP_017024714.1|DKIK, LOC108073101|XP_017020080.1|DKIK	LOC111605415|XP_023179689.2|DHYD
OG0001792	LOC108079641|XP_017029517.1|DKIK	LOC111605541|XP_023179871.2|DHYD
OG0001793	LOC108074730|XP_017022376.1|DKIK	LOC111593288|XP_030081006.1|DHYD
OG0001794	LOC108072555|XP_017019220.1|DKIK	LOC111602535|XP_023175433.2|DHYD
OG0001795	LOC108072522|XP_017019182.1|DKIK	LOC111596272|XP_030079020.1|DHYD, LOC111594186|XP_030080498.1|DHYD
OG0001796	LOC108076687|XP_017025131.1|DKIK	LOC111598302|XP_023169258.1|DHYD
OG0001797	LOC108072469|XP_017019115.1|DKIK	LOC111598115|XP_023168940.1|DHYD
OG0001798	LOC108074671|XP_017022279.1|DKIK	LOC115482819|XP_030078842.1|DHYD, LOC111600584|XP_023172539.1|DHYD
OG0001799	LOC108074135|XP_017021523.1|DKIK	LOC111596867|XP_023167081.1|DHYD
OG0001800	LOC108072866|XP_017019672.1|DKIK	LOC111601898|XP_023174512.2|DHYD
OG0001801	LOC108078856|XP_017028449.1|DKIK	LOC111598745|XP_023169913.2|DHYD
OG0001802	LOC108085465|XP_017037571.1|DKIK	LOC111595302|XP_023164730.1|DHYD
OG0001803	LOC108084125|XP_017035652.1|DKIK	LOC111592379|XP_030078720.1|DHYD
OG0001804	LOC108075524|XP_017023508.1|DKIK	LOC111603589|XP_023177013.1|DHYD
OG0001805	LOC108071964|XP_017018429.1|DKIK	LOC111601024|XP_023173200.1|DHYD
OG0001806	LOC108073239|XP_017020280.1|DKIK	LOC111598897|XP_023170131.2|DHYD, LOC111593361|XP_030078732.1|DHYD
OG0001807	LOC108084233|XP_017035846.1|DKIK	LOC111602986|XP_023176150.1|DHYD
OG0001808	LOC108085690|XP_017037886.1|DKIK	LOC111604587|XP_023178463.1|DHYD
OG0001809	LOC108080770|XP_017031121.1|DKIK	LOC111600859|XP_023172946.2|DHYD
OG0001810	LOC108071255|XP_017017431.1|DKIK	LOC111599593|XP_023171044.2|DHYD
OG0001811	LOC108076828|XP_017025351.1|DKIK	LOC111593286|XP_023161727.2|DHYD
OG0001812	LOC108079394|XP_017029206.1|DKIK	LOC111604186|XP_023177949.1|DHYD
OG0001813	LOC108084360|XP_017036014.1|DKIK	LOC111604277|XP_030080854.1|DHYD
OG0001814	LOC108081141|XP_017031665.1|DKIK	LOC111596232|XP_023166120.2|DHYD
OG0001815	LOC108084381|XP_017036062.1|DKIK	LOC111604843|XP_023178843.2|DHYD
OG0001816	LOC108080860|XP_017031253.1|DKIK	LOC111599709|XP_023171208.1|DHYD
OG0001817	LOC108078520|XP_017027915.1|DKIK	LOC111600020|XP_030081215.1|DHYD
OG0001818	LOC108084491|XP_017036217.1|DKIK	LOC111605416|XP_023179694.2|DHYD
OG0001819	LOC108085164|XP_017037188.1|DKIK	LOC111597000|XP_023167269.2|DHYD
OG0001820	LOC108079418|XP_017029234.1|DKIK	LOC111602856|XP_023175939.1|DHYD
OG0001821	LOC108076527|XP_017024928.1|DKIK	LOC111593846|XP_023162660.2|DHYD
OG0001822	LOC108076253|XP_017024492.1|DKIK	LOC111593744|XP_023162505.1|DHYD
OG0001823	LOC108083146|XP_017034317.1|DKIK	LOC111604418|XP_023178242.1|DHYD
OG0001824	LOC108072623|XP_017019341.1|DKIK	LOC111596286|XP_023166208.2|DHYD
OG0001825	LOC108082088|XP_017032873.1|DKIK, LOC108076685|XP_017025122.1|DKIK	LOC111594467|XP_023163557.2|DHYD
OG0001826	LOC108078548|XP_017027953.1|DKIK	LOC111600045|XP_023171738.1|DHYD
OG0001827	LOC108076265|XP_017024502.1|DKIK	LOC111592165|XP_023159986.2|DHYD
OG0001828	LOC108083831|XP_017035292.1|DKIK	LOC111593003|XP_023161297.2|DHYD, LOC111598712|XP_023169869.2|DHYD
OG0001829	LOC108082333|XP_017033152.1|DKIK	LOC111595434|XP_023164926.1|DHYD
OG0001830	LOC108086141|XP_017038486.1|DKIK	LOC111599663|XP_023171134.2|DHYD
OG0001831	LOC108080601|XP_017030909.1|DKIK	LOC111593520|XP_023162076.1|DHYD
OG0001832	LOC108071202|XP_017017372.1|DKIK	LOC115482747|XP_030079449.1|DHYD, LOC111592331|XP_023160246.1|DHYD
OG0001833	LOC108071991|XP_017018454.1|DKIK	LOC111596673|XP_023166745.2|DHYD, LOC111600091|XP_023171798.2|DHYD
OG0001834	LOC108075532|XP_017023518.1|DKIK	LOC115483096|XP_030080065.1|DHYD, LOC111605443|XP_023179728.2|DHYD
OG0001837	LOC108080258|XP_017030408.1|DKIK, LOC108072669|XP_017019393.1|DKIK, LOC108080413|XP_017030638.1|DKIK	LOC111598696|XP_023169830.2|DHYD
OG0001838	LOC108070809|XP_017016899.1|DKIK, LOC108083769|XP_017035183.1|DKIK, LOC108070910|XP_017017054.1|DKIK, LOC108070745|XP_017016830.1|DKIK	LOC111597660|XP_030081021.1|DHYD
OG0001839	LOC108076649|XP_017025070.1|DKIK	LOC111600776|XP_023172824.1|DHYD
OG0001840	LOC108076988|XP_017025536.1|DKIK, LOC108076946|XP_017025483.1|DKIK	LOC111603537|XP_023176941.1|DHYD
OG0001841	LOC108071485|XP_017017732.1|DKIK, LOC108071483|XP_017017731.1|DKIK	LOC111597511|XP_023168048.2|DHYD
OG0001842	LOC108075052|XP_017022819.1|DKIK, LOC108075051|XP_017022818.1|DKIK	LOC111597786|XP_023168428.1|DHYD
OG0001843	LOC108083256|XP_017034452.1|DKIK	LOC111605098|XP_023179208.2|DHYD
OG0001844	LOC108072686|XP_017019413.1|DKIK	LOC115483473|XP_030081443.1|DHYD
OG0001845	LOC108072250|XP_017018800.1|DKIK	LOC111592770|XP_023160944.1|DHYD
OG0001846	LOC108075456|XP_017023398.1|DKIK, LOC108075464|XP_017023408.1|DKIK	LOC111601486|XP_023173842.2|DHYD
OG0001848	LOC108081262|XP_017031848.1|DKIK, LOC108075353|XP_017023250.1|DKIK	LOC111598636|XP_023169748.2|DHYD
OG0001849	LOC108084578|XP_017036341.1|DKIK	LOC111598355|XP_023169334.1|DHYD
OG0001850	LOC108084518|XP_017036241.1|DKIK	LOC111594139|XP_023163074.2|DHYD
OG0001851	LOC108082645|XP_017033607.1|DKIK	LOC111600230|XP_030079833.1|DHYD
OG0001852	LOC108078668|XP_017028092.1|DKIK	LOC115482982|XP_030079462.1|DHYD, LOC111601098|XP_023173302.2|DHYD
OG0001853	LOC108085576|XP_017037704.1|DKIK	LOC111596097|XP_023165930.2|DHYD
OG0001854	LOC108085067|XP_017037022.1|DKIK	LOC111604042|XP_023177665.2|DHYD
OG0001855	LOC108076147|XP_017024363.1|DKIK	LOC111594945|XP_023164210.1|DHYD
OG0001856	LOC108083789|XP_017035203.1|DKIK	LOC111603129|XP_023176371.1|DHYD
OG0001857	LOC108080163|XP_017030295.1|DKIK	LOC111593031|XP_023161365.2|DHYD
OG0001858	LOC108082959|XP_017034065.1|DKIK	LOC111603213|XP_030079318.1|DHYD
OG0001859	LOC108084640|XP_017036420.1|DKIK	LOC111603384|XP_023176711.1|DHYD
OG0001860	LOC108080685|XP_017031007.1|DKIK	LOC111599785|XP_023171327.2|DHYD
OG0001861	LOC108073434|XP_017020585.1|DKIK	LOC111600624|XP_023172594.1|DHYD
OG0001862	LOC108074190|XP_017021621.1|DKIK	LOC111604236|XP_023177981.2|DHYD
OG0001863	LOC108080124|XP_017030244.1|DKIK	LOC111598257|XP_023169200.1|DHYD
OG0001864	LOC108075489|XP_017023433.1|DKIK	LOC111602017|XP_023174682.2|DHYD
OG0001865	LOC108076631|XP_017025050.1|DKIK	LOC111598300|XP_023169255.1|DHYD
OG0001866	LOC108081235|XP_017031806.1|DKIK	LOC111594523|XP_023163621.2|DHYD
OG0001867	LOC108071914|XP_017018350.1|DKIK	LOC111601092|XP_023173286.2|DHYD
OG0001868	LOC108073623|XP_017020812.1|DKIK	LOC111602214|XP_023174959.2|DHYD
OG0001869	LOC108071259|XP_017017434.1|DKIK	LOC111599767|XP_023171295.2|DHYD
OG0001870	LOC108084466|XP_017036166.1|DKIK	LOC111597332|XP_030078957.1|DHYD
OG0001871	LOC108080299|XP_017030461.1|DKIK	LOC111605448|XP_023179736.2|DHYD
OG0001872	LOC108073744|XP_017020996.1|DKIK	LOC111592477|XP_023160461.2|DHYD
OG0001873	LOC108073462|XP_017020587.1|DKIK	LOC111595801|XP_023165462.2|DHYD
OG0001874	LOC108073414|XP_017020508.1|DKIK	LOC111598573|XP_023169642.2|DHYD
OG0001875	LOC108073674|XP_017020889.1|DKIK	LOC111601977|XP_023174627.2|DHYD
OG0001876	LOC108084712|XP_017036536.1|DKIK, LOC108084514|XP_017036239.1|DKIK	LOC111593726|XP_023162476.2|DHYD, LOC115483462|XP_030081404.1|DHYD
OG0001877	LOC108078988|XP_017028652.1|DKIK	LOC111605310|XP_023179537.1|DHYD
OG0001878	LOC108074103|XP_017021490.1|DKIK	LOC111605477|XP_023179778.1|DHYD
OG0001879	LOC108073545|XP_017020717.1|DKIK	LOC111598585|XP_023169663.2|DHYD
OG0001880	LOC108084625|XP_017036402.1|DKIK	LOC111601503|XP_023173865.1|DHYD
OG0001881	LOC108084096|XP_017035612.1|DKIK	LOC111602653|XP_023175594.1|DHYD
OG0001882	LOC108085050|XP_017036999.1|DKIK	LOC111597768|XP_030080617.1|DHYD
OG0001883	LOC108071294|XP_017017482.1|DKIK	LOC111599610|XP_023171065.2|DHYD
OG0001884	LOC108071317|XP_017017514.1|DKIK	LOC111600786|XP_023172844.2|DHYD
OG0001885	LOC108082240|XP_017033066.1|DKIK	LOC111602475|XP_023175305.1|DHYD, LOC111601163|XP_023173409.1|DHYD
OG0001886	LOC108073418|XP_017020525.1|DKIK	LOC111595707|XP_023165320.2|DHYD
OG0001887	LOC108078247|XP_017027459.1|DKIK	LOC111592118|XP_023159917.1|DHYD
OG0001888	LOC108075589|XP_017023599.1|DKIK	LOC111604798|XP_023178783.1|DHYD
OG0001889	LOC108074160|XP_017021558.1|DKIK	LOC111593042|XP_023161377.2|DHYD
OG0001890	LOC108075070|XP_017022840.1|DKIK	LOC111591873|XP_023159524.2|DHYD
OG0001891	LOC108084021|XP_017035522.1|DKIK	LOC111595977|XP_030080699.1|DHYD
OG0001892	LOC108073953|XP_017021267.1|DKIK	LOC111592630|XP_030079102.1|DHYD
OG0001893	LOC108083981|XP_017035481.1|DKIK	LOC111597811|XP_023168468.2|DHYD
OG0001894	LOC108076730|XP_017025197.1|DKIK	LOC111599909|XP_023171502.1|DHYD
OG0001895	LOC108072470|XP_017019116.1|DKIK	LOC111594135|XP_023163066.2|DHYD
OG0001896	LOC108083536|XP_017034868.1|DKIK	LOC111596643|XP_023166706.1|DHYD
OG0001897	LOC108075601|XP_017023612.1|DKIK	LOC111603570|XP_023176984.1|DHYD
OG0001898	LOC108083562|XP_017034906.1|DKIK	LOC111596764|XP_023166881.2|DHYD
OG0001899	LOC108085725|XP_017037938.1|DKIK	LOC111604224|XP_023177962.1|DHYD
OG0001900	LOC108083250|XP_017034445.1|DKIK, LOC108083249|XP_017034443.1|DKIK	LOC111605088|XP_023179193.2|DHYD
OG0001901	LOC108075966|XP_017024107.1|DKIK	LOC111596980|XP_023167232.2|DHYD
OG0001903	LOC108077627|XP_017026526.1|DKIK	LOC111595719|XP_023165338.1|DHYD
OG0001904	LOC108084164|XP_017035732.1|DKIK	LOC111603264|XP_023176544.2|DHYD
OG0001906	LOC108084847|XP_017036710.1|DKIK	LOC111603514|XP_023176898.1|DHYD
