Orthogroup	DKIK.longest_only	DERE.longest_only
OG0000428	LOC108080197|XP_017030338.1|DKIK	LOC6546147|XP_001973563.2|DERE
OG0000428	LOC108080193|XP_017030334.1|DKIK	LOC6546145|XP_026832723.1|DERE
OG0000429	LOC108077906|XP_017026933.1|DKIK	LOC6547187|XP_001976085.3|DERE
OG0000429	LOC108078209|XP_017027382.1|DKIK	LOC6547186|XP_001976084.1|DERE
OG0000430	LOC108073692|XP_017020913.1|DKIK	LOC6555154|XP_001981165.2|DERE, LOC26526835|XP_015009411.1|DERE
OG0000430	LOC108084830|XP_017036682.1|DKIK, LOC108071250|XP_017017425.1|DKIK	LOC6551745|XP_001979695.1|DERE
OG0000431	LOC108074970|XP_017022692.1|DKIK, LOC108074969|XP_017022691.1|DKIK, LOC108075366|XP_017023265.1|DKIK, LOC108075442|XP_017023386.1|DKIK, LOC108075467|XP_017023411.1|DKIK, LOC108075472|XP_017023415.1|DKIK, LOC108075468|XP_017023412.1|DKIK, LOC108075445|XP_017023388.1|DKIK, LOC108075461|XP_017023405.1|DKIK, LOC108075460|XP_017023404.1|DKIK, LOC108075478|XP_017023421.1|DKIK, LOC108075132|XP_017022904.1|DKIK, LOC108075180|XP_017023002.1|DKIK	LOC26527104|XP_015012911.1|DERE, LOC6548907|XP_001974174.2|DERE, LOC113564226|XP_026835613.1|DERE, LOC6540667|XP_001968794.1|DERE
OG0000433	LOC108083445|XP_017034694.1|DKIK	LOC6550058|XP_001977625.1|DERE
OG0000433	LOC108084394|XP_017036078.1|DKIK	LOC6545197|XP_001972043.1|DERE
OG0000434	LOC108083633|XP_017034992.1|DKIK	LOC6554450|XP_001981518.1|DERE
OG0000435	LOC108080042|XP_017030109.1|DKIK	LOC6551567|XP_001977288.1|DERE
OG0000437	LOC108077166|XP_017025890.1|DKIK	LOC6541367|XP_001969488.1|DERE
OG0000437	LOC108077262|XP_017026017.1|DKIK	LOC6542222|XP_001969930.1|DERE
OG0000438	LOC108085874|XP_017038125.1|DKIK	LOC6554229|XP_001981246.1|DERE, LOC6554231|XP_001981248.1|DERE
OG0000439	LOC108076349|XP_017024634.1|DKIK	LOC6543220|XP_026834908.1|DERE
OG0000439	LOC108083169|XP_017034345.1|DKIK	LOC6545599|XP_001972711.1|DERE
OG0000440	LOC108077986|XP_017027018.1|DKIK	LOC6548087|XP_001975203.1|DERE
OG0000440	LOC108082620|XP_017033588.1|DKIK	LOC6549359|XP_001975788.1|DERE
OG0000441	LOC108074643|XP_017022247.1|DKIK	LOC6547838|XP_001975049.1|DERE
OG0000441	LOC108074644|XP_017022249.1|DKIK	LOC6547839|XP_001975050.1|DERE
OG0000443	LOC108080255|XP_017030403.1|DKIK, LOC108080396|XP_017030616.1|DKIK, LOC108072664|XP_017019388.1|DKIK	LOC6545066|XP_001971044.1|DERE
OG0000443	LOC108072655|XP_017019378.1|DKIK, LOC108080243|XP_017030390.1|DKIK, LOC108080352|XP_017030550.1|DKIK	LOC6545065|XP_001971043.1|DERE
OG0000444	LOC108074770|XP_017022436.1|DKIK	LOC6541692|XP_001969225.1|DERE
OG0000444	LOC108074843|XP_017022540.1|DKIK	LOC6543168|XP_001969226.1|DERE
OG0000446	LOC108071671|XP_017017965.1|DKIK	LOC26526402|XP_015011457.1|DERE
OG0000446	LOC108071847|XP_017018250.1|DKIK	LOC6551018|XP_026838113.1|DERE
OG0000446	LOC108081512|XP_017032220.1|DKIK	LOC26526918|XP_026834137.1|DERE
OG0000447	LOC108079776|XP_017029708.1|DKIK	LOC6545850|XP_001971189.1|DERE
OG0000448	LOC108082707|XP_017033707.1|DKIK	LOC6554938|XP_001981119.1|DERE
OG0000448	LOC108082730|XP_017033728.1|DKIK	LOC6554935|XP_001981116.1|DERE
OG0000449	LOC108071941|XP_017018395.1|DKIK	LOC6546221|XP_001972916.1|DERE
OG0000449	LOC108072563|XP_017019234.1|DKIK	LOC6549306|XP_001974228.2|DERE
OG0000450	LOC108079404|XP_017029217.1|DKIK	LOC6551729|XP_026838730.1|DERE
OG0000450	LOC108084703|XP_017036529.1|DKIK	LOC6549845|XP_026837799.1|DERE
OG0000451	LOC108076082|XP_017024283.1|DKIK	LOC6555630|XP_001982514.1|DERE
OG0000451	LOC108076081|XP_017024282.1|DKIK	LOC6555628|XP_026838890.1|DERE
OG0000453	LOC108084913|XP_017036799.1|DKIK	LOC6553387|XP_001980204.1|DERE
OG0000453	LOC108084917|XP_017036803.1|DKIK, LOC108077617|XP_017026516.1|DKIK	LOC6553389|XP_026839856.1|DERE
OG0000454	LOC108070654|XP_017016711.1|DKIK	LOC6552798|XP_001979026.1|DERE
OG0000454	LOC108079774|XP_017029706.1|DKIK	LOC6545848|XP_001971187.1|DERE
OG0000456	LOC108072278|XP_017018836.1|DKIK	LOC6555845|XP_026839106.1|DERE
OG0000456	LOC108074417|XP_017021940.1|DKIK	LOC6543479|XP_001969523.3|DERE
OG0000457	LOC108082674|XP_017033662.1|DKIK	LOC6541199|XP_026834904.1|DERE
OG0000457	LOC108082816|XP_017033863.1|DKIK	LOC6540932|XP_001970008.2|DERE
OG0000458	LOC108077048|XP_017025684.1|DKIK	LOC6542983|XP_026834846.1|DERE
OG0000460	LOC108074617|XP_017022232.1|DKIK	LOC6543218|XP_001968296.1|DERE
OG0000462	LOC108084354|XP_017036007.1|DKIK	LOC6554032|XP_001979542.1|DERE
OG0000462	LOC108084353|XP_017036005.1|DKIK	LOC6554031|XP_001979541.1|DERE
OG0000462	LOC108084355|XP_017036008.1|DKIK	LOC6554030|XP_001979540.1|DERE
OG0000463	LOC108080899|XP_017031290.1|DKIK, LOC108080898|XP_017031289.1|DKIK	LOC6554442|XP_001982140.1|DERE
OG0000463	LOC108079928|XP_017029952.1|DKIK	LOC6549964|XP_001978702.1|DERE
OG0000463	LOC108081015|XP_017031444.1|DKIK	LOC6554440|XP_001982138.1|DERE
OG0000464	LOC108077050|XP_017025685.1|DKIK	LOC6542625|XP_026834860.1|DERE
OG0000464	LOC108077213|XP_017025952.1|DKIK	LOC6541151|XP_026834124.1|DERE
OG0000465	LOC108073582|XP_017020757.1|DKIK	LOC6554545|XP_001981947.1|DERE
OG0000465	LOC108073460|XP_017020584.1|DKIK	LOC6554546|XP_026839787.1|DERE
OG0000466	LOC108074182|XP_017021608.1|DKIK	LOC6551620|XP_001977123.1|DERE
OG0000466	LOC108079659|XP_017029545.1|DKIK	LOC6542273|XP_026834865.1|DERE
OG0000467	LOC108081325|XP_017031949.1|DKIK	LOC6543079|XP_026835072.1|DERE
OG0000467	LOC108081341|XP_017031974.1|DKIK	LOC6542395|XP_001970669.2|DERE
OG0000468	LOC108084970|XP_017036876.1|DKIK	LOC6554570|XP_026832000.1|DERE
OG0000468	LOC108082452|XP_017033312.1|DKIK	LOC6547056|XP_001976015.1|DERE
OG0000469	LOC108076038|XP_017024189.1|DKIK	LOC6541598|XP_026835526.1|DERE
OG0000469	LOC108076065|XP_017024252.1|DKIK	LOC6541100|XP_026834040.1|DERE
OG0000470	LOC108070393|XP_017016331.1|DKIK	LOC6544061|XP_015014160.1|DERE
OG0000470	LOC108075274|XP_017023144.1|DKIK	LOC6546426|XP_001973520.1|DERE
OG0000471	LOC108079721|XP_017029619.1|DKIK	LOC6545852|XP_001971191.1|DERE
OG0000471	LOC108077428|XP_017026222.1|DKIK	LOC6542731|XP_001968408.1|DERE
OG0000473	LOC108071783|XP_017018135.1|DKIK	LOC6549750|XP_001977353.1|DERE
OG0000473	LOC108083596|XP_017034948.1|DKIK	LOC6555497|XP_001982622.1|DERE
OG0000474	LOC108079579|XP_017029413.1|DKIK, LOC108077899|XP_017026927.1|DKIK	LOC6550045|XP_001977511.1|DERE
OG0000474	LOC108073876|XP_017021151.1|DKIK	LOC6544583|XP_001972382.3|DERE
OG0000475	LOC108075636|XP_017023667.1|DKIK	LOC6555199|XP_001982295.1|DERE
OG0000475	LOC108075549|XP_017023543.1|DKIK	LOC6555198|XP_001982294.1|DERE
OG0000476	LOC108073314|XP_017020364.1|DKIK	LOC6551873|XP_001980823.1|DERE
OG0000476	LOC108073304|XP_017020350.1|DKIK	LOC6551872|XP_015010000.1|DERE
OG0000477	LOC108071406|XP_017017637.1|DKIK	LOC6552938|XP_001981015.1|DERE
OG0000477	LOC108071405|XP_017017636.1|DKIK	LOC6552937|XP_001981014.1|DERE
OG0000478	LOC108071712|XP_017018022.1|DKIK	LOC6551026|XP_001978261.1|DERE
OG0000478	LOC108078864|XP_017028465.1|DKIK	LOC6554140|XP_001981692.1|DERE
OG0000479	LOC108073343|XP_017020396.1|DKIK	LOC6552250|XP_001980845.1|DERE, LOC6552251|XP_026839785.1|DERE
OG0000480	LOC108086211|XP_017038563.1|DKIK	LOC6543134|XP_001968454.1|DERE
OG0000480	LOC108086210|XP_017038562.1|DKIK	LOC6542950|XP_001968452.1|DERE
OG0000482	LOC108080476|XP_017030709.1|DKIK	LOC6554098|XP_001980455.1|DERE
OG0000482	LOC108075900|XP_017024048.1|DKIK	LOC6553940|XP_001979491.1|DERE
OG0000483	LOC108073197|XP_017020201.1|DKIK	LOC6554835|XP_001981991.1|DERE
OG0000483	LOC108073174|XP_017020169.1|DKIK	LOC6554834|XP_001981990.1|DERE
OG0000484	LOC108084350|XP_017036002.1|DKIK	LOC6554027|XP_001979537.1|DERE
OG0000484	LOC108084351|XP_017036003.1|DKIK	LOC6554028|XP_001979538.1|DERE
OG0000485	LOC108080610|XP_017030923.1|DKIK	LOC6546302|XP_001972843.2|DERE
OG0000485	LOC108080626|XP_017030938.1|DKIK, LOC108080596|XP_017030896.1|DKIK	LOC6546438|XP_001972842.1|DERE
OG0000486	LOC108076434|XP_017024778.1|DKIK	LOC6547921|XP_001976440.1|DERE
OG0000486	LOC108076431|XP_017024774.1|DKIK	LOC6547919|XP_001976438.2|DERE
OG0000487	LOC108074667|XP_017022275.1|DKIK	LOC26526179|XP_015012757.1|DERE
OG0000487	LOC108074745|XP_017022408.1|DKIK	LOC26526601|XP_015012821.1|DERE
OG0000488	LOC108086095|XP_017038411.1|DKIK	LOC6543175|XP_001968161.1|DERE
OG0000488	LOC108086096|XP_017038412.1|DKIK	LOC6543167|XP_026835327.1|DERE
OG0000488	LOC108082664|XP_017033651.1|DKIK, LOC108082692|XP_017033686.1|DKIK	LOC6549148|XP_001974277.2|DERE
OG0000489	LOC108077567|XP_017026451.1|DKIK	LOC6555132|XP_001981040.1|DERE
OG0000489	LOC108084511|XP_017036237.1|DKIK	LOC6551419|XP_001977145.1|DERE
OG0000490	LOC108079994|XP_017030049.1|DKIK	LOC6550898|XP_001976806.1|DERE
OG0000490	LOC108079926|XP_017029950.1|DKIK	LOC6549960|XP_026837677.1|DERE
OG0000491	LOC108072985|XP_017019916.1|DKIK	LOC6546779|XP_001976006.1|DERE
OG0000492	LOC108076274|XP_017024511.1|DKIK	LOC6540633|XP_026834534.1|DERE
OG0000492	LOC108075819|XP_017023881.1|DKIK	LOC6542048|XP_001969013.1|DERE
OG0000493	LOC108077890|XP_017026916.1|DKIK	LOC6554273|XP_001981469.1|DERE, LOC6554274|XP_001981470.1|DERE
OG0000494	LOC108073506|XP_017020668.1|DKIK	LOC6555341|XP_001981866.1|DERE
OG0000494	LOC108085241|XP_017037272.1|DKIK	LOC6541912|XP_026834319.1|DERE
OG0000495	LOC108084975|XP_017036890.1|DKIK	LOC6551709|XP_001978516.1|DERE
OG0000495	LOC108082614|XP_017033583.1|DKIK	LOC6548849|XP_026837143.1|DERE
OG0000496	LOC108074467|XP_017022027.1|DKIK	LOC6540766|XP_026834635.1|DERE
OG0000497	LOC108072479|XP_017019134.1|DKIK, LOC108072826|XP_017019606.1|DKIK	LOC6541829|XP_001970124.3|DERE
OG0000497	LOC108072849|XP_017019649.1|DKIK	LOC6542026|XP_015014862.2|DERE
OG0000498	LOC108073158|XP_017020154.1|DKIK	LOC6554788|XP_015009281.1|DERE
OG0000498	LOC108073161|XP_017020156.1|DKIK	LOC6554786|XP_001981983.1|DERE
OG0000499	LOC108076167|XP_017024383.1|DKIK	LOC6548813|XP_001975493.1|DERE
OG0000499	LOC108085747|XP_017037969.1|DKIK	LOC6555757|XP_001982663.2|DERE
OG0000500	LOC108080611|XP_017030924.1|DKIK	LOC6546434|XP_001972838.1|DERE
OG0000500	LOC108080589|XP_017030883.1|DKIK	LOC6546436|XP_001972840.3|DERE
OG0000501	LOC108070906|XP_017017051.1|DKIK	LOC6542866|XP_001970463.1|DERE
OG0000501	LOC108070790|XP_017016878.1|DKIK	LOC6541244|XP_001970462.1|DERE
OG0000502	LOC108078460|XP_017027841.1|DKIK	LOC6547727|XP_001975016.1|DERE
OG0000503	LOC108072232|XP_017018783.1|DKIK	LOC6547870|XP_001976346.2|DERE
OG0000503	LOC108074489|XP_017022051.1|DKIK, LOC108072233|XP_017018784.1|DKIK	LOC6547869|XP_001976345.1|DERE
OG0000504	LOC108079882|XP_017029888.1|DKIK, LOC108083296|XP_017034522.1|DKIK	LOC6544016|XP_001973016.2|DERE
OG0000505	LOC108071787|XP_017018141.1|DKIK	LOC6549759|XP_026838291.1|DERE
OG0000505	LOC108080116|XP_017030236.1|DKIK	LOC6550325|XP_026838292.1|DERE
OG0000506	LOC108073342|XP_017020395.1|DKIK	LOC6555387|XP_001981849.1|DERE
OG0000506	LOC108073351|XP_017020404.1|DKIK	LOC6555386|XP_001981848.2|DERE
OG0000507	LOC108079265|XP_017029045.1|DKIK	LOC6551395|XP_001977207.1|DERE
OG0000507	LOC108079261|XP_017029039.1|DKIK	LOC6551394|XP_001977206.1|DERE
OG0000508	LOC108078445|XP_017027823.1|DKIK	LOC6545905|XP_026833881.1|DERE
OG0000508	LOC108084753|XP_017036554.1|DKIK	LOC6545638|XP_001970970.1|DERE
OG0000509	LOC108076359|XP_017024645.1|DKIK	LOC6548916|XP_015011719.1|DERE
OG0000509	LOC108076397|XP_017024724.1|DKIK	LOC6548841|XP_015011718.1|DERE
OG0000510	LOC108073052|XP_017020008.1|DKIK	LOC6549367|XP_001975677.1|DERE
OG0000510	LOC108073053|XP_017020009.1|DKIK	LOC6549366|XP_001975676.1|DERE
OG0000511	LOC108077021|XP_017025618.1|DKIK	LOC6547750|XP_001976259.3|DERE
OG0000511	LOC108077316|XP_017026094.1|DKIK	LOC6547751|XP_026835738.1|DERE
OG0000512	LOC108082064|XP_017032830.1|DKIK	LOC6541173|XP_001969864.1|DERE
OG0000512	LOC108073755|XP_017021011.1|DKIK	LOC6544445|XP_001972432.1|DERE
OG0000513	LOC108076494|XP_017024874.1|DKIK	LOC6540981|XP_001970741.1|DERE
OG0000513	LOC108082169|XP_017032964.1|DKIK	LOC6549438|XP_001974303.1|DERE
OG0000514	LOC108077215|XP_017025957.1|DKIK	LOC6541560|XP_001969718.1|DERE
OG0000514	LOC108077193|XP_017025926.1|DKIK	LOC6542408|XP_015014932.1|DERE
OG0000515	LOC108074899|XP_017022614.1|DKIK	LOC6555828|XP_001982694.1|DERE
OG0000515	LOC108078616|XP_017028028.1|DKIK, LOC108078617|XP_017028029.1|DKIK	LOC6544863|XP_001973175.3|DERE
OG0000516	LOC108079189|XP_017028935.1|DKIK	LOC6550639|XP_001978151.1|DERE
OG0000516	LOC108079188|XP_017028934.1|DKIK	LOC6550729|XP_001978152.1|DERE
OG0000517	LOC108083663|XP_017035025.1|DKIK	LOC6544410|XP_001973154.2|DERE
OG0000517	LOC108083662|XP_017035024.1|DKIK	LOC26526842|XP_026833878.1|DERE
OG0000518	LOC108071893|XP_017018309.1|DKIK	LOC6544776|XP_001971682.2|DERE, LOC6544774|XP_001971680.1|DERE, LOC113563876|XP_026832335.1|DERE
OG0000519	LOC108086047|XP_017038355.1|DKIK	LOC6544456|XP_001972394.1|DERE, LOC6544453|XP_001972391.1|DERE, LOC6544454|XP_001972392.1|DERE
OG0000521	LOC108082937|XP_017034033.1|DKIK	LOC6550123|XP_026837592.1|DERE
OG0000521	LOC108082900|XP_017033972.1|DKIK	LOC6550298|XP_001977700.3|DERE
OG0000522	LOC108085396|XP_017037453.1|DKIK	LOC6552669|XP_001979177.1|DERE
OG0000522	LOC108083609|XP_017034970.1|DKIK	LOC6550542|XP_001977967.1|DERE
OG0000523	LOC108073457|XP_017020581.1|DKIK	LOC6555318|XP_001981879.1|DERE
OG0000523	LOC108074183|XP_017021609.1|DKIK	LOC6549876|XP_001978657.1|DERE
OG0000524	LOC108083745|XP_017035150.1|DKIK	LOC6554799|XP_026832035.1|DERE
OG0000524	LOC108077841|XP_017026857.1|DKIK	LOC6552028|XP_001980674.1|DERE
OG0000525	LOC108077961|XP_017026990.1|DKIK	LOC6542565|XP_001970348.2|DERE
OG0000525	LOC108078079|XP_017027155.1|DKIK	LOC6540928|XP_001970349.1|DERE
OG0000526	LOC108075598|XP_017023609.1|DKIK	LOC6549085|XP_001974224.1|DERE
OG0000526	LOC108083996|XP_017035502.1|DKIK	LOC6547759|XP_001974882.1|DERE
OG0000527	LOC108086082|XP_017038389.1|DKIK	LOC6541645|XP_001968639.1|DERE
OG0000527	LOC108086168|XP_017038519.1|DKIK	LOC6542342|XP_026834232.1|DERE
OG0000528	LOC108082197|XP_017033009.1|DKIK	LOC6542296|XP_001968544.1|DERE
OG0000529	LOC108077335|XP_017026113.1|DKIK	LOC6542175|XP_001968414.2|DERE
OG0000529	LOC108081382|XP_017032028.1|DKIK	LOC6540612|XP_026834495.1|DERE
OG0000530	LOC108073264|XP_017020311.1|DKIK	LOC6543789|XP_001972323.2|DERE
OG0000530	LOC108075126|XP_017022898.1|DKIK	LOC6546456|XP_001971236.1|DERE
OG0000531	LOC108074321|XP_017021810.1|DKIK	LOC6549141|XP_001974394.1|DERE
OG0000532	LOC108081474|XP_017032161.1|DKIK	LOC6553779|XP_001979446.1|DERE
OG0000532	LOC108081490|XP_017032177.1|DKIK	LOC6553778|XP_001979445.1|DERE
OG0000533	LOC108074179|XP_017021605.1|DKIK	LOC6549933|XP_001978681.1|DERE
OG0000533	LOC108083184|XP_017034371.1|DKIK	LOC6552518|XP_001980943.1|DERE
OG0000534	LOC108080348|XP_017030538.1|DKIK	LOC6551053|XP_001978297.2|DERE
OG0000534	LOC108085252|XP_017037288.1|DKIK	LOC6543014|XP_001968922.1|DERE
OG0000535	LOC108072895|XP_017019708.1|DKIK	LOC6541518|XP_001969049.1|DERE
OG0000535	LOC108078405|XP_017027751.1|DKIK	LOC6542472|XP_001970497.1|DERE
OG0000536	LOC108085983|XP_017038273.1|DKIK	LOC6544506|XP_026832668.1|DERE
OG0000537	LOC108081340|XP_017031970.1|DKIK	LOC6543099|XP_001970648.1|DERE
OG0000538	LOC108078003|XP_017027045.1|DKIK	LOC26526344|XP_015012786.1|DERE
OG0000538	LOC108082499|XP_017033408.1|DKIK	LOC6543110|XP_026835295.1|DERE
OG0000539	LOC108085851|XP_017038098.1|DKIK	LOC6554460|XP_001981719.1|DERE
OG0000539	LOC108085840|XP_017038086.1|DKIK	LOC6554459|XP_001981718.1|DERE
OG0000540	LOC108074773|XP_017022440.1|DKIK	LOC6548742|XP_001974099.1|DERE
OG0000541	LOC108076820|XP_017025340.1|DKIK, LOC108076821|XP_017025342.1|DKIK	LOC6547022|XP_001974664.1|DERE, LOC6547089|XP_026836795.1|DERE
OG0000542	LOC108072052|XP_017018534.1|DKIK	LOC6554819|XP_001981800.1|DERE
OG0000542	LOC108085121|XP_017037152.1|DKIK	LOC113564707|XP_026839367.1|DERE, LOC6555859|XP_001982722.1|DERE
OG0000543	LOC108080291|XP_017030452.1|DKIK	LOC6554239|XP_001982148.2|DERE
OG0000543	LOC108076794|XP_017025304.1|DKIK	LOC6541169|XP_001970543.2|DERE
OG0000544	LOC108079123|XP_017028855.1|DKIK	LOC6544722|XP_001971529.1|DERE
OG0000544	LOC108074099|XP_017021482.1|DKIK	LOC6553430|XP_001979236.1|DERE
OG0000545	LOC108075398|XP_017023309.1|DKIK	LOC6552080|XP_001979780.1|DERE
OG0000545	LOC108075645|XP_017023678.1|DKIK	LOC6552076|XP_026831511.1|DERE
OG0000546	LOC108084378|XP_017036054.1|DKIK	LOC6552881|XP_001979981.1|DERE
OG0000546	LOC108083522|XP_017034844.1|DKIK, LOC108079245|XP_017029019.1|DKIK	LOC6550860|XP_001978220.1|DERE
OG0000548	LOC108085792|XP_017038029.1|DKIK	LOC6546276|XP_001973595.1|DERE
OG0000548	LOC108085791|XP_017038028.1|DKIK	LOC6546275|XP_001973594.1|DERE
OG0000549	LOC108076479|XP_017024857.1|DKIK	LOC6547866|XP_026836610.1|DERE
OG0000550	LOC108079069|XP_017028772.1|DKIK	LOC6544830|XP_026832867.1|DERE
OG0000550	LOC108079054|XP_017028750.1|DKIK	LOC26526910|XP_015014359.1|DERE
OG0000551	LOC108072919|XP_017019753.1|DKIK	LOC6548715|XP_026836015.1|DERE
OG0000552	LOC108085919|XP_017038183.1|DKIK	LOC6554222|XP_001981239.1|DERE
OG0000552	LOC108085913|XP_017038175.1|DKIK	LOC6554223|XP_001981240.1|DERE
OG0000553	LOC108077083|XP_017025740.1|DKIK	LOC6542737|XP_001969344.1|DERE
OG0000554	LOC108081171|XP_017031716.1|DKIK	LOC6554164|XP_001982122.1|DERE
OG0000554	LOC108081172|XP_017031717.1|DKIK	LOC6554163|XP_001982121.1|DERE
OG0000555	LOC108078648|XP_017028068.1|DKIK	LOC6545238|XP_026833405.1|DERE
OG0000555	LOC108079897|XP_017029914.1|DKIK	LOC6546036|XP_026833306.1|DERE
OG0000556	LOC108080353|XP_017030546.1|DKIK	LOC6550079|XP_001977529.3|DERE
OG0000556	LOC108081229|XP_017031794.1|DKIK	LOC6553088|XP_001980107.1|DERE
OG0000557	LOC108080430|XP_017030652.1|DKIK	LOC6554095|XP_001980452.1|DERE
OG0000557	LOC108080431|XP_017030653.1|DKIK	LOC6554096|XP_001980453.1|DERE
OG0000558	LOC108080944|XP_017031338.1|DKIK	LOC6553256|XP_001980123.1|DERE
OG0000558	LOC108071723|XP_017018036.1|DKIK	LOC6551655|XP_001978569.1|DERE
OG0000559	LOC108085900|XP_017038154.1|DKIK	LOC6552104|XP_026839461.1|DERE
OG0000559	LOC108083011|XP_017034125.1|DKIK	LOC6544309|XP_001973071.1|DERE
OG0000560	LOC108081832|XP_017032562.1|DKIK	LOC6541843|XP_001970632.1|DERE
OG0000560	LOC108081831|XP_017032561.1|DKIK	LOC6542759|XP_001970633.1|DERE
OG0000561	LOC108070495|XP_017016479.1|DKIK	LOC6545006|XP_001972533.1|DERE
OG0000561	LOC108070492|XP_017016474.1|DKIK	LOC6545184|XP_001972532.1|DERE
OG0000562	LOC108073960|XP_017021286.1|DKIK	LOC6544590|XP_001972389.1|DERE
OG0000562	LOC108073994|XP_017021336.1|DKIK	LOC6544173|XP_001972370.1|DERE
OG0000563	LOC108070400|XP_017016341.1|DKIK	LOC6545361|XP_001972596.2|DERE
OG0000564	LOC108085799|XP_017038036.1|DKIK	LOC6543600|XP_001973602.1|DERE
OG0000564	LOC108085794|XP_017038032.1|DKIK	LOC6543601|XP_001973603.1|DERE
OG0000565	LOC108085285|XP_017037325.1|DKIK	LOC26526533|XP_026838623.1|DERE
OG0000566	LOC108071462|XP_017017713.1|DKIK	LOC6552360|XP_001979824.1|DERE
OG0000566	LOC108075244|XP_017023090.1|DKIK	LOC6546289|XP_001971312.1|DERE
OG0000567	LOC108084641|XP_017036421.1|DKIK	LOC6550429|XP_026838816.1|DERE
OG0000567	LOC108084683|XP_017036504.1|DKIK	LOC6550430|XP_001977044.1|DERE
OG0000568	LOC108085757|XP_017037985.1|DKIK	LOC6550762|XP_001976799.1|DERE
OG0000568	LOC108077780|XP_017026767.1|DKIK	LOC6552135|XP_026839861.1|DERE
OG0000569	LOC108081189|XP_017031736.1|DKIK	LOC6552277|XP_001980757.1|DERE
OG0000570	LOC108077843|XP_017026860.1|DKIK	LOC6554945|XP_001982016.1|DERE
OG0000570	LOC108077850|XP_017026871.1|DKIK	LOC6554944|XP_001982015.1|DERE
OG0000571	LOC108077621|XP_017026518.1|DKIK	LOC6554276|XP_026839883.1|DERE
OG0000571	LOC108077798|XP_017026802.1|DKIK	LOC6554278|XP_015009027.2|DERE
OG0000572	LOC108083921|XP_017035405.1|DKIK	LOC6553668|XP_026831549.1|DERE
OG0000572	LOC108083922|XP_017035408.1|DKIK	LOC6553706|XP_026831637.1|DERE
OG0000573	LOC108075269|XP_017023129.1|DKIK	LOC6546500|XP_015013486.1|DERE
OG0000573	LOC108076428|XP_017024771.1|DKIK	LOC6547895|XP_001976454.1|DERE
OG0000574	LOC108078692|XP_017028132.1|DKIK	LOC6544145|XP_001973000.1|DERE
OG0000574	LOC108073352|XP_017020408.1|DKIK	LOC6553998|XP_001979457.1|DERE
OG0000575	LOC108070476|XP_017016449.1|DKIK	LOC6545176|XP_001972562.2|DERE
OG0000575	LOC108070487|XP_017016467.1|DKIK	LOC6545175|XP_026833448.1|DERE
OG0000576	LOC108085409|XP_017037467.1|DKIK	LOC6552979|XP_001979163.1|DERE
OG0000576	LOC108085392|XP_017037449.1|DKIK	LOC6552978|XP_001979162.2|DERE
OG0000577	LOC108079650|XP_017029533.1|DKIK	LOC6549265|XP_001974341.1|DERE
OG0000577	LOC108079610|XP_017029463.1|DKIK	LOC6549264|XP_001974340.1|DERE
OG0000578	LOC108077257|XP_017026013.1|DKIK	LOC6541304|XP_015014476.1|DERE
OG0000578	LOC108086146|XP_017038495.1|DKIK	LOC6547329|XP_026836378.1|DERE
OG0000579	LOC108077659|XP_017026564.1|DKIK	LOC6552690|XP_026839678.1|DERE
OG0000579	LOC108070421|XP_017016364.1|DKIK	LOC6545021|XP_001972611.1|DERE
OG0000580	LOC108081497|XP_017032201.1|DKIK, LOC108081477|XP_017032163.1|DKIK	LOC6551941|XP_001980629.1|DERE
OG0000580	LOC108081498|XP_017032202.1|DKIK	LOC6551940|XP_001980628.1|DERE
OG0000581	LOC108084863|XP_017036739.1|DKIK	LOC6553515|XP_026839634.1|DERE
OG0000581	LOC108075271|XP_017023130.1|DKIK	LOC6550563|XP_001977941.1|DERE
OG0000582	LOC108076617|XP_017025032.1|DKIK	LOC6547422|XP_026836000.1|DERE
OG0000583	LOC108074226|XP_017021659.1|DKIK	LOC6547765|XP_001976387.2|DERE
OG0000583	LOC108074225|XP_017021658.1|DKIK	LOC6547898|XP_026836631.1|DERE
OG0000584	LOC108082720|XP_017033716.1|DKIK	LOC6541610|XP_001969270.1|DERE
OG0000584	LOC108082719|XP_017033715.1|DKIK	LOC6541408|XP_001969269.1|DERE
OG0000585	LOC108072706|XP_017019431.1|DKIK	LOC26526428|XP_015014278.1|DERE
OG0000585	LOC108072692|XP_017019419.1|DKIK	LOC6544391|XP_001971692.1|DERE
OG0000586	LOC108072270|XP_017018825.1|DKIK	LOC6548298|XP_001975096.1|DERE
OG0000586	LOC108070913|XP_017017058.1|DKIK	LOC6549484|XP_026836707.1|DERE
OG0000589	LOC108071756|XP_017018070.1|DKIK	LOC6551367|XP_015010904.1|DERE
OG0000590	LOC108073189|XP_017020194.1|DKIK	LOC6554615|XP_001982173.1|DERE
OG0000590	LOC108079397|XP_017029211.1|DKIK	LOC6550881|XP_001976828.1|DERE
OG0000592	LOC108076818|XP_017025338.1|DKIK	LOC6543136|XP_001970568.1|DERE
OG0000592	LOC108074668|XP_017022276.1|DKIK	LOC6549334|XP_001975634.1|DERE
OG0000593	LOC108075714|XP_017023734.1|DKIK	LOC6554625|XP_026839512.1|DERE
OG0000593	LOC108084251|XP_017035882.1|DKIK	LOC6550666|XP_001977994.1|DERE
OG0000594	LOC108075727|XP_017023755.1|DKIK	LOC6555056|XP_001981384.1|DERE
