Orthogroup	DKIK.longest_only	DSER.longest_only
OG0000433	LOC108083445|XP_017034694.1|DKIK	LOC110184324|XP_020808476.1|DSER
OG0000433	LOC108084394|XP_017036078.1|DKIK	LOC110190627|XP_020816880.1|DSER
OG0000434	LOC108070932|XP_017017073.1|DKIK	LOC110189545|XP_020815336.1|DSER
OG0000435	LOC108080042|XP_017030109.1|DKIK	LOC110179047|XP_020802062.1|DSER
OG0000437	LOC108077166|XP_017025890.1|DKIK	LOC110183318|XP_020807223.1|DSER
OG0000437	LOC108077262|XP_017026017.1|DKIK	LOC110183414|XP_020807350.1|DSER
OG0000438	LOC108085874|XP_017038125.1|DKIK	LOC110186178|XP_020810895.1|DSER
OG0000439	LOC108076349|XP_017024634.1|DKIK	LOC110183899|XP_020807900.1|DSER
OG0000439	LOC108083169|XP_017034345.1|DKIK	LOC110190278|XP_020816311.1|DSER
OG0000440	LOC108077986|XP_017027018.1|DKIK	LOC110176942|XP_020799106.1|DSER
OG0000440	LOC108082620|XP_017033588.1|DKIK	LOC110179341|XP_020802503.1|DSER
OG0000441	LOC108074643|XP_017022247.1|DKIK	LOC110189671|XP_020815486.1|DSER
OG0000441	LOC108074644|XP_017022249.1|DKIK	LOC110189653|XP_020815458.1|DSER
OG0000443	LOC108080255|XP_017030403.1|DKIK, LOC108080396|XP_017030616.1|DKIK, LOC108072664|XP_017019388.1|DKIK	LOC110183676|XP_020807673.1|DSER
OG0000443	LOC108080448|XP_017030676.1|DKIK, LOC108072681|XP_017019409.1|DKIK, LOC108080266|XP_017030417.1|DKIK	LOC110183678|XP_020807674.1|DSER
OG0000443	LOC108072655|XP_017019378.1|DKIK, LOC108080243|XP_017030390.1|DKIK, LOC108080352|XP_017030550.1|DKIK	LOC110183646|XP_020807627.1|DSER
OG0000444	LOC108074770|XP_017022436.1|DKIK	LOC110183892|XP_020807896.1|DSER, LOC110178072|XP_020800736.1|DSER
OG0000444	LOC108074843|XP_017022540.1|DKIK	LOC110183893|XP_020807897.1|DSER
OG0000445	LOC108072256|XP_017018815.1|DKIK	LOC110185382|XP_020809823.1|DSER
OG0000446	LOC108071847|XP_017018250.1|DKIK	LOC110184182|XP_020808251.1|DSER
OG0000446	LOC108081512|XP_017032220.1|DKIK	LOC110185138|XP_020809498.1|DSER, LOC110185139|XP_020809499.1|DSER
OG0000447	LOC108079776|XP_017029708.1|DKIK	LOC110177628|XP_020800101.1|DSER
OG0000448	LOC108082707|XP_017033707.1|DKIK	LOC110186701|XP_020811633.1|DSER
OG0000448	LOC108082730|XP_017033728.1|DKIK	LOC110186601|XP_020811491.1|DSER
OG0000449	LOC108071941|XP_017018395.1|DKIK	LOC110185203|XP_020809588.1|DSER
OG0000449	LOC108072563|XP_017019234.1|DKIK	LOC110185970|XP_020810648.1|DSER
OG0000450	LOC108079404|XP_017029217.1|DKIK	LOC110180292|XP_020803608.1|DSER
OG0000450	LOC108084703|XP_017036529.1|DKIK	LOC110175936|XP_020797776.1|DSER
OG0000451	LOC108076082|XP_017024283.1|DKIK	LOC110182461|XP_020806156.1|DSER
OG0000451	LOC108076081|XP_017024282.1|DKIK	LOC110182460|XP_020806155.1|DSER
OG0000453	LOC108084913|XP_017036799.1|DKIK	LOC110186460|XP_020811307.1|DSER
OG0000454	LOC108070654|XP_017016711.1|DKIK	LOC110190971|XP_020817321.1|DSER
OG0000454	LOC108079774|XP_017029706.1|DKIK	LOC110177627|XP_020800100.1|DSER
OG0000455	LOC108078224|XP_017027407.1|DKIK	LOC110191233|XP_020817667.1|DSER
OG0000456	LOC108072278|XP_017018836.1|DKIK	LOC110185447|XP_020809934.1|DSER
OG0000456	LOC108074417|XP_017021940.1|DKIK	LOC110185733|XP_020810377.1|DSER
OG0000457	LOC108082674|XP_017033662.1|DKIK	LOC110181409|XP_020804804.1|DSER
OG0000457	LOC108082816|XP_017033863.1|DKIK	LOC110185761|XP_020810422.1|DSER
OG0000458	LOC108077048|XP_017025684.1|DKIK	LOC110183917|XP_020807935.1|DSER
OG0000460	LOC108074617|XP_017022232.1|DKIK	LOC110183094|XP_020806946.1|DSER
OG0000462	LOC108084354|XP_017036007.1|DKIK	LOC110188619|XP_020814045.1|DSER
OG0000462	LOC108084353|XP_017036005.1|DKIK	LOC110188618|XP_020814044.1|DSER
OG0000462	LOC108084355|XP_017036008.1|DKIK	LOC110188620|XP_020814046.1|DSER
OG0000463	LOC108080899|XP_017031290.1|DKIK	LOC110185880|XP_020810554.1|DSER
OG0000463	LOC108080898|XP_017031289.1|DKIK	LOC110185891|XP_020810565.1|DSER
OG0000463	LOC108079928|XP_017029952.1|DKIK	LOC110182079|XP_020805720.1|DSER
OG0000463	LOC108081015|XP_017031444.1|DKIK	LOC110185000|XP_020809317.1|DSER
OG0000464	LOC108077050|XP_017025685.1|DKIK	LOC110183922|XP_020807942.1|DSER, LOC110183919|XP_020807939.1|DSER
OG0000464	LOC108077213|XP_017025952.1|DKIK	LOC110183929|XP_020807952.1|DSER
OG0000465	LOC108073582|XP_017020757.1|DKIK	LOC110190848|XP_020817156.1|DSER
OG0000465	LOC108073460|XP_017020584.1|DKIK	LOC110190999|XP_020817371.1|DSER
OG0000466	LOC108074182|XP_017021608.1|DKIK	LOC110176019|XP_020797889.1|DSER
OG0000466	LOC108079659|XP_017029545.1|DKIK	LOC110177034|XP_020799210.1|DSER
OG0000467	LOC108081325|XP_017031949.1|DKIK	LOC110189658|XP_020815461.1|DSER
OG0000467	LOC108081341|XP_017031974.1|DKIK	LOC110189600|XP_020815393.1|DSER
OG0000468	LOC108084970|XP_017036876.1|DKIK	LOC110186259|XP_020811025.1|DSER
OG0000468	LOC108082452|XP_017033312.1|DKIK	LOC110178299|XP_020801046.1|DSER
OG0000469	LOC108076038|XP_017024189.1|DKIK	LOC110184005|XP_020808021.1|DSER
OG0000469	LOC108076065|XP_017024252.1|DKIK	LOC110183003|XP_020806852.1|DSER
OG0000470	LOC108070393|XP_017016331.1|DKIK	LOC110177527|XP_020799945.1|DSER
OG0000470	LOC108075274|XP_017023144.1|DKIK	LOC110179694|XP_020802963.1|DSER
OG0000471	LOC108079721|XP_017029619.1|DKIK	LOC110177592|XP_020800035.1|DSER
OG0000471	LOC108077428|XP_017026222.1|DKIK	LOC110184959|XP_020809266.1|DSER, LOC110180495|XP_020803835.1|DSER
OG0000473	LOC108071783|XP_017018135.1|DKIK	LOC110184193|XP_020808283.1|DSER
OG0000473	LOC108083596|XP_017034948.1|DKIK	LOC110180138|XP_020803443.1|DSER
OG0000474	LOC108079579|XP_017029413.1|DKIK	LOC110177012|XP_020799184.1|DSER
OG0000474	LOC108077899|XP_017026927.1|DKIK	LOC110191202|XP_020817628.1|DSER
OG0000474	LOC108073876|XP_017021151.1|DKIK	LOC110181260|XP_020804626.1|DSER
OG0000475	LOC108075636|XP_017023667.1|DKIK	LOC110187715|XP_020812811.1|DSER
OG0000475	LOC108075549|XP_017023543.1|DKIK	LOC110188027|XP_020813224.1|DSER
OG0000476	LOC108073314|XP_017020364.1|DKIK	LOC110188422|XP_020813805.1|DSER, LOC110191003|XP_020817380.1|DSER
OG0000476	LOC108073304|XP_017020350.1|DKIK	LOC110190847|XP_020817154.1|DSER
OG0000477	LOC108071406|XP_017017637.1|DKIK	LOC110184237|XP_020808356.1|DSER
OG0000477	LOC108071405|XP_017017636.1|DKIK	LOC110184661|XP_020808928.1|DSER
OG0000478	LOC108071712|XP_017018022.1|DKIK	LOC110184166|XP_020808236.1|DSER
OG0000478	LOC108078864|XP_017028465.1|DKIK	LOC110186160|XP_020810870.1|DSER
OG0000479	LOC108073343|XP_017020396.1|DKIK	LOC110191129|XP_020817541.1|DSER, LOC110191372|XP_020817883.1|DSER
OG0000479	LOC108073563|XP_017020739.1|DKIK	LOC110190998|XP_020817370.1|DSER
OG0000480	LOC108086211|XP_017038563.1|DKIK	LOC110182342|XP_020806042.1|DSER
OG0000480	LOC108086210|XP_017038562.1|DKIK	LOC110182344|XP_020806043.1|DSER
OG0000482	LOC108080476|XP_017030709.1|DKIK	LOC110176614|XP_020798699.1|DSER
OG0000482	LOC108075900|XP_017024048.1|DKIK	LOC110188404|XP_020813788.1|DSER
OG0000483	LOC108073197|XP_017020201.1|DKIK	LOC110186151|XP_020810861.1|DSER
OG0000483	LOC108073174|XP_017020169.1|DKIK	LOC110186225|XP_020810947.1|DSER
OG0000484	LOC108084350|XP_017036002.1|DKIK	LOC110188615|XP_020814041.1|DSER
OG0000484	LOC108084351|XP_017036003.1|DKIK	LOC110188616|XP_020814042.1|DSER
OG0000485	LOC108080610|XP_017030923.1|DKIK	LOC110178952|XP_020801912.1|DSER
OG0000485	LOC108080626|XP_017030938.1|DKIK, LOC108080596|XP_017030896.1|DKIK	LOC110178935|XP_020801891.1|DSER
OG0000486	LOC108076434|XP_017024778.1|DKIK	LOC110181098|XP_020804426.1|DSER
OG0000486	LOC108076431|XP_017024774.1|DKIK	LOC110181097|XP_020804425.1|DSER
OG0000487	LOC108074667|XP_017022275.1|DKIK	LOC110189204|XP_020814834.1|DSER
OG0000487	LOC108074745|XP_017022408.1|DKIK	LOC110189197|XP_020814827.1|DSER
OG0000488	LOC108086096|XP_017038412.1|DKIK	LOC110187594|XP_020812646.1|DSER
OG0000488	LOC108082664|XP_017033651.1|DKIK, LOC108082692|XP_017033686.1|DKIK	LOC110181376|XP_020804764.1|DSER
OG0000489	LOC108077567|XP_017026451.1|DKIK	LOC110176502|XP_020798535.1|DSER
OG0000489	LOC108084511|XP_017036237.1|DKIK	LOC110176097|XP_020797995.1|DSER
OG0000490	LOC108079994|XP_017030049.1|DKIK	LOC110176103|XP_020798001.1|DSER
OG0000490	LOC108079926|XP_017029950.1|DKIK	LOC110181845|XP_020805411.1|DSER
OG0000491	LOC108074088|XP_017021461.1|DKIK	LOC110185453|XP_020809953.1|DSER
OG0000491	LOC108072985|XP_017019916.1|DKIK	LOC110178525|XP_020801340.1|DSER
OG0000492	LOC108076274|XP_017024511.1|DKIK	LOC110177090|XP_020799277.1|DSER
OG0000492	LOC108075819|XP_017023881.1|DKIK	LOC110186030|XP_020810725.1|DSER
OG0000493	LOC108077890|XP_017026916.1|DKIK	LOC110176446|XP_020798454.1|DSER, LOC110176465|XP_020798483.1|DSER
OG0000494	LOC108073506|XP_017020668.1|DKIK	LOC110190506|XP_020816690.1|DSER
OG0000494	LOC108085241|XP_017037272.1|DKIK	LOC110186083|XP_020810779.1|DSER
OG0000495	LOC108084975|XP_017036890.1|DKIK	LOC110182569|XP_020806277.1|DSER
OG0000495	LOC108082614|XP_017033583.1|DKIK	LOC110178319|XP_020801088.1|DSER
OG0000496	LOC108074467|XP_017022027.1|DKIK	LOC110183129|XP_020806976.1|DSER
OG0000497	LOC108072479|XP_017019134.1|DKIK, LOC108072826|XP_017019606.1|DKIK	LOC110181200|XP_020804540.1|DSER
OG0000497	LOC108072849|XP_017019649.1|DKIK	LOC110182683|XP_020806434.1|DSER
OG0000498	LOC108073158|XP_017020154.1|DKIK	LOC110186148|XP_020810858.1|DSER
OG0000498	LOC108073161|XP_017020156.1|DKIK	LOC110186146|XP_020810856.1|DSER
OG0000499	LOC108076167|XP_017024383.1|DKIK	LOC110182915|XP_020806776.1|DSER
OG0000499	LOC108085747|XP_017037969.1|DKIK	LOC110179499|XP_020802733.1|DSER
OG0000500	LOC108080611|XP_017030924.1|DKIK	LOC110190890|XP_020817207.1|DSER
OG0000500	LOC108080589|XP_017030883.1|DKIK	LOC110178950|XP_020801910.1|DSER
OG0000501	LOC108070906|XP_017017051.1|DKIK	LOC110176180|XP_020798090.1|DSER
OG0000501	LOC108070790|XP_017016878.1|DKIK	LOC110176189|XP_020798102.1|DSER
OG0000501	LOC108076884|XP_017025404.1|DKIK	LOC110177879|XP_020800503.1|DSER
OG0000502	LOC108078460|XP_017027841.1|DKIK	LOC110179199|XP_020802275.1|DSER
OG0000503	LOC108072232|XP_017018783.1|DKIK	LOC110185501|XP_020810054.1|DSER
OG0000503	LOC108072228|XP_017018780.1|DKIK	LOC110185502|XP_020810056.1|DSER, LOC110177941|XP_020800582.1|DSER, LOC110179744|XP_020803019.1|DSER
OG0000503	LOC108074489|XP_017022051.1|DKIK, LOC108072233|XP_017018784.1|DKIK	LOC110185503|XP_020810057.1|DSER
OG0000504	LOC108079882|XP_017029888.1|DKIK, LOC108083296|XP_017034522.1|DKIK	LOC110183558|XP_020807518.1|DSER
OG0000505	LOC108071787|XP_017018141.1|DKIK	LOC110179747|XP_020803021.1|DSER
OG0000505	LOC108080116|XP_017030236.1|DKIK	LOC110179751|XP_020803026.1|DSER
OG0000506	LOC108073342|XP_017020395.1|DKIK	LOC110189034|XP_020814662.1|DSER
OG0000506	LOC108073351|XP_017020404.1|DKIK	LOC110189038|XP_020814666.1|DSER
OG0000506	LOC108073370|XP_017020423.1|DKIK	LOC110189014|XP_020814631.1|DSER
OG0000507	LOC108079265|XP_017029045.1|DKIK	LOC110182054|XP_020805669.1|DSER
OG0000507	LOC108079261|XP_017029039.1|DKIK	LOC110182092|XP_020805732.1|DSER
OG0000508	LOC108078445|XP_017027823.1|DKIK	LOC110178795|XP_020801706.1|DSER
OG0000508	LOC108084753|XP_017036554.1|DKIK	LOC110187907|XP_020813071.1|DSER, LOC110190180|XP_020816187.1|DSER
OG0000509	LOC108076359|XP_017024645.1|DKIK	LOC110177555|XP_020799989.1|DSER
OG0000509	LOC108076397|XP_017024724.1|DKIK	LOC110181469|XP_020804882.1|DSER
OG0000510	LOC108073052|XP_017020008.1|DKIK	LOC110179275|XP_020802421.1|DSER
OG0000510	LOC108073053|XP_017020009.1|DKIK	LOC110179276|XP_020802422.1|DSER
OG0000511	LOC108077021|XP_017025618.1|DKIK	LOC110184918|XP_020809222.1|DSER
OG0000511	LOC108077316|XP_017026094.1|DKIK	LOC110184891|XP_020809196.1|DSER
OG0000512	LOC108082064|XP_017032830.1|DKIK	LOC110183165|XP_020807016.1|DSER
OG0000512	LOC108073755|XP_017021011.1|DKIK	LOC110178868|XP_020801801.1|DSER
OG0000513	LOC108076494|XP_017024874.1|DKIK	LOC110189268|XP_020814942.1|DSER
OG0000513	LOC108082169|XP_017032964.1|DKIK	LOC110183775|XP_020807791.1|DSER
OG0000514	LOC108077215|XP_017025957.1|DKIK	LOC110183923|XP_020807944.1|DSER, LOC110177981|XP_020800633.1|DSER
OG0000514	LOC108077193|XP_017025926.1|DKIK	LOC110183911|XP_020807915.1|DSER
OG0000515	LOC108078616|XP_017028028.1|DKIK, LOC108078617|XP_017028029.1|DKIK	LOC110190531|XP_020816736.1|DSER, LOC110190530|XP_020816735.1|DSER
OG0000516	LOC108079189|XP_017028935.1|DKIK	LOC110187129|XP_020812199.1|DSER
OG0000516	LOC108079188|XP_017028934.1|DKIK	LOC110187149|XP_020812221.1|DSER
OG0000517	LOC108083663|XP_017035025.1|DKIK	LOC110189862|XP_020815740.1|DSER
OG0000517	LOC108083662|XP_017035024.1|DKIK	LOC110189860|XP_020815738.1|DSER
OG0000518	LOC108078001|XP_017027046.1|DKIK	LOC110176722|XP_020798822.1|DSER
OG0000518	LOC108071886|XP_017018304.1|DKIK	LOC110183709|XP_020807716.1|DSER
OG0000518	LOC108071893|XP_017018309.1|DKIK	LOC110191302|XP_020817772.1|DSER
OG0000518	LOC108080761|XP_017031103.1|DKIK	LOC110179657|XP_020802914.1|DSER, LOC110187963|XP_020813141.1|DSER
OG0000519	LOC108086047|XP_017038355.1|DKIK	LOC110187523|XP_020812578.1|DSER
OG0000519	LOC108073785|XP_017021041.1|DKIK	LOC110181259|XP_020804625.1|DSER
OG0000520	LOC108080607|XP_017030918.1|DKIK	LOC110178958|XP_020801920.1|DSER
OG0000521	LOC108082937|XP_017034033.1|DKIK	LOC110182031|XP_020805620.1|DSER
OG0000521	LOC108082900|XP_017033972.1|DKIK	LOC110182032|XP_020805621.1|DSER
OG0000522	LOC108085396|XP_017037453.1|DKIK	LOC110188505|XP_020813898.1|DSER
OG0000522	LOC108083609|XP_017034970.1|DKIK	LOC110184251|XP_020808371.1|DSER
OG0000523	LOC108073457|XP_017020581.1|DKIK	LOC110191312|XP_020817790.1|DSER
OG0000523	LOC108074183|XP_017021609.1|DKIK	LOC110176082|XP_020797983.1|DSER
OG0000524	LOC108083745|XP_017035150.1|DKIK	LOC110177426|XP_020799807.1|DSER
OG0000524	LOC108077615|XP_017026511.1|DKIK	LOC110191360|XP_020817867.1|DSER
OG0000524	LOC108077841|XP_017026857.1|DKIK	LOC110189030|XP_020814659.1|DSER
OG0000525	LOC108077961|XP_017026990.1|DKIK	LOC110188987|XP_020814595.1|DSER
OG0000525	LOC108078079|XP_017027155.1|DKIK	LOC110188986|XP_020814594.1|DSER
OG0000526	LOC108075598|XP_017023609.1|DKIK	LOC110177188|XP_020799442.1|DSER
OG0000526	LOC108083996|XP_017035502.1|DKIK	LOC110177140|XP_020799377.1|DSER
OG0000527	LOC108086082|XP_017038389.1|DKIK	LOC110187498|XP_020812550.1|DSER
OG0000527	LOC108086168|XP_017038519.1|DKIK	LOC110187536|XP_020812589.1|DSER
OG0000528	LOC108082197|XP_017033009.1|DKIK	LOC110183785|XP_020807801.1|DSER
OG0000529	LOC108077335|XP_017026113.1|DKIK	LOC110184964|XP_020809271.1|DSER
OG0000529	LOC108081382|XP_017032028.1|DKIK	LOC110187374|XP_020812423.1|DSER
OG0000530	LOC108073264|XP_017020311.1|DKIK	LOC110178608|XP_020801452.1|DSER
OG0000530	LOC108075126|XP_017022898.1|DKIK	LOC110188887|XP_020814463.1|DSER
OG0000531	LOC108081471|XP_017032156.1|DKIK	LOC110185061|XP_020809397.1|DSER
OG0000531	LOC108074321|XP_017021810.1|DKIK	LOC110178108|XP_020800782.1|DSER
OG0000532	LOC108081474|XP_017032161.1|DKIK	LOC110188006|XP_020813188.1|DSER
OG0000532	LOC108081490|XP_017032177.1|DKIK	LOC110188005|XP_020813186.1|DSER
OG0000533	LOC108074179|XP_017021605.1|DKIK	LOC110176029|XP_020797898.1|DSER
OG0000533	LOC108083184|XP_017034371.1|DKIK	LOC110187943|XP_020813116.1|DSER
OG0000534	LOC108080387|XP_017030602.1|DKIK	LOC110180345|XP_020803666.1|DSER
OG0000534	LOC108080348|XP_017030538.1|DKIK	LOC110180325|XP_020803641.1|DSER
OG0000534	LOC108085252|XP_017037288.1|DKIK	LOC110185545|XP_020810118.1|DSER
OG0000535	LOC108072895|XP_017019708.1|DKIK	LOC110180040|XP_020803311.1|DSER
OG0000535	LOC108078405|XP_017027751.1|DKIK	LOC110176886|XP_020799029.1|DSER
OG0000536	LOC108085983|XP_017038273.1|DKIK	LOC110176177|XP_020798079.1|DSER
OG0000537	LOC108081340|XP_017031970.1|DKIK	LOC110189300|XP_020814989.1|DSER
OG0000538	LOC108078003|XP_017027045.1|DKIK	LOC110191630|XP_020818182.1|DSER
OG0000538	LOC108082499|XP_017033408.1|DKIK	LOC110178407|XP_020801207.1|DSER
OG0000539	LOC108085851|XP_017038098.1|DKIK	LOC110186215|XP_020810937.1|DSER
OG0000539	LOC108085840|XP_017038086.1|DKIK	LOC110186190|XP_020810907.1|DSER
OG0000540	LOC108074782|XP_017022448.1|DKIK	LOC110187273|XP_020812320.1|DSER
OG0000540	LOC108074773|XP_017022440.1|DKIK	LOC110187269|XP_020812315.1|DSER
OG0000542	LOC108072052|XP_017018534.1|DKIK	LOC110186788|XP_020811725.1|DSER
OG0000542	LOC108085121|XP_017037152.1|DKIK	LOC110185410|XP_020809876.1|DSER
OG0000543	LOC108080291|XP_017030452.1|DKIK	LOC110184670|XP_020808940.1|DSER
OG0000543	LOC108076794|XP_017025304.1|DKIK	LOC110182885|XP_020806688.1|DSER
OG0000544	LOC108079123|XP_017028855.1|DKIK	LOC110178724|XP_020801589.1|DSER
OG0000544	LOC108074099|XP_017021482.1|DKIK	LOC110184507|XP_020808731.1|DSER
OG0000545	LOC108075398|XP_017023309.1|DKIK	LOC110187823|XP_020812958.1|DSER
OG0000545	LOC108075645|XP_017023678.1|DKIK	LOC110187739|XP_020812855.1|DSER
OG0000546	LOC108084378|XP_017036054.1|DKIK	LOC110188731|XP_020814204.1|DSER
OG0000546	LOC108083522|XP_017034844.1|DKIK, LOC108079245|XP_017029019.1|DKIK	LOC110179470|XP_020802700.1|DSER
OG0000547	LOC108084471|XP_017036174.1|DKIK	LOC110181593|XP_020805045.1|DSER
OG0000548	LOC108085792|XP_017038029.1|DKIK	LOC110190295|XP_020816338.1|DSER
OG0000548	LOC108085791|XP_017038028.1|DKIK	LOC110190296|XP_020816339.1|DSER
OG0000549	LOC108076479|XP_017024857.1|DKIK	LOC110177056|XP_020799233.1|DSER
OG0000550	LOC108079069|XP_017028772.1|DKIK	LOC110178745|XP_020801635.1|DSER
OG0000550	LOC108079054|XP_017028750.1|DKIK	LOC110178791|XP_020801703.1|DSER
OG0000551	LOC108072919|XP_017019753.1|DKIK	LOC110178527|XP_020801342.1|DSER
OG0000552	LOC108085919|XP_017038183.1|DKIK	LOC110186838|XP_020811787.1|DSER
OG0000552	LOC108085913|XP_017038175.1|DKIK	LOC110186668|XP_020811592.1|DSER
OG0000553	LOC108077083|XP_017025740.1|DKIK	LOC110177872|XP_020800488.1|DSER
OG0000554	LOC108081171|XP_017031716.1|DKIK	LOC110185315|XP_020809743.1|DSER
OG0000554	LOC108081172|XP_017031717.1|DKIK	LOC110185264|XP_020809666.1|DSER
OG0000555	LOC108078648|XP_017028068.1|DKIK	LOC110179417|XP_020802605.1|DSER
OG0000555	LOC108079897|XP_017029914.1|DKIK	LOC110181233|XP_020804594.1|DSER, LOC110180473|XP_020803815.1|DSER
OG0000556	LOC108080353|XP_017030546.1|DKIK	LOC110179726|XP_020803004.1|DSER
OG0000556	LOC108081229|XP_017031794.1|DKIK	LOC110191833|XP_020818457.1|DSER
OG0000557	LOC108080430|XP_017030652.1|DKIK	LOC110176580|XP_020798653.1|DSER
OG0000557	LOC108080431|XP_017030653.1|DKIK	LOC110176610|XP_020798692.1|DSER
OG0000558	LOC108080944|XP_017031338.1|DKIK	LOC110191842|XP_020818469.1|DSER
OG0000558	LOC108071723|XP_017018036.1|DKIK	LOC110184573|XP_020808806.1|DSER
OG0000559	LOC108085900|XP_017038154.1|DKIK	LOC110186176|XP_020810888.1|DSER
OG0000559	LOC108083011|XP_017034125.1|DKIK	LOC110176282|XP_020798260.1|DSER
OG0000560	LOC108081832|XP_017032562.1|DKIK	LOC110189432|XP_020815161.1|DSER
OG0000560	LOC108081831|XP_017032561.1|DKIK	LOC110189431|XP_020815160.1|DSER
OG0000561	LOC108070495|XP_017016479.1|DKIK	LOC110190641|XP_020816898.1|DSER
OG0000561	LOC108070492|XP_017016474.1|DKIK	LOC110190559|XP_020816778.1|DSER
OG0000562	LOC108073960|XP_017021286.1|DKIK	LOC110181239|XP_020804603.1|DSER
OG0000562	LOC108073994|XP_017021336.1|DKIK	LOC110181232|XP_020804593.1|DSER
OG0000563	LOC108070399|XP_017016339.1|DKIK	LOC110177523|XP_020799938.1|DSER
OG0000563	LOC108070400|XP_017016341.1|DKIK	LOC110177481|XP_020799887.1|DSER
OG0000564	LOC108085799|XP_017038036.1|DKIK	LOC110190320|XP_020816374.1|DSER
OG0000564	LOC108085794|XP_017038032.1|DKIK	LOC110190071|XP_020816035.1|DSER
OG0000565	LOC108077542|XP_017026424.1|DKIK	LOC110179864|XP_020803122.1|DSER
OG0000565	LOC108085285|XP_017037325.1|DKIK	LOC110189525|XP_020815311.1|DSER
OG0000565	LOC108071274|XP_017017455.1|DKIK	LOC110177194|XP_020799448.1|DSER
OG0000566	LOC108071462|XP_017017713.1|DKIK	LOC110190849|XP_020817157.1|DSER
OG0000566	LOC108075244|XP_017023090.1|DKIK	LOC110185332|XP_020809767.1|DSER
OG0000567	LOC108084641|XP_017036421.1|DKIK	LOC110181567|XP_020805016.1|DSER
OG0000567	LOC108084683|XP_017036504.1|DKIK	LOC110181566|XP_020805015.1|DSER
OG0000568	LOC108085757|XP_017037985.1|DKIK	LOC110184417|XP_020808611.1|DSER
OG0000568	LOC108083804|XP_017035235.1|DKIK	LOC110180560|XP_020803913.1|DSER
OG0000568	LOC108077780|XP_017026767.1|DKIK	LOC110176469|XP_020798487.1|DSER
OG0000569	LOC108081189|XP_017031736.1|DKIK	LOC110191824|XP_020818448.1|DSER
OG0000570	LOC108077843|XP_017026860.1|DKIK	LOC110176422|XP_020798426.1|DSER
OG0000570	LOC108077850|XP_017026871.1|DKIK	LOC110176424|XP_020798429.1|DSER
OG0000571	LOC108077621|XP_017026518.1|DKIK	LOC110176399|XP_020798393.1|DSER
OG0000572	LOC108083921|XP_017035405.1|DKIK	LOC110187812|XP_020812947.1|DSER
OG0000572	LOC108083922|XP_017035408.1|DKIK	LOC110187757|XP_020812877.1|DSER
OG0000573	LOC108075269|XP_017023129.1|DKIK	LOC110188824|XP_020814373.1|DSER
OG0000573	LOC108076428|XP_017024771.1|DKIK	LOC110176936|XP_020799095.1|DSER
OG0000574	LOC108078692|XP_017028132.1|DKIK	LOC110190321|XP_020816375.1|DSER
OG0000574	LOC108073352|XP_017020408.1|DKIK	LOC110188049|XP_020813257.1|DSER
OG0000575	LOC108070476|XP_017016449.1|DKIK	LOC110190569|XP_020816803.1|DSER
OG0000575	LOC108070487|XP_017016467.1|DKIK	LOC110190593|XP_020816844.1|DSER
OG0000576	LOC108085409|XP_017037467.1|DKIK	LOC110188526|XP_020813928.1|DSER
OG0000576	LOC108085392|XP_017037449.1|DKIK	LOC110188412|XP_020813795.1|DSER
OG0000577	LOC108079650|XP_017029533.1|DKIK	LOC110176941|XP_020799102.1|DSER
OG0000577	LOC108079610|XP_017029463.1|DKIK	LOC110176873|XP_020799007.1|DSER
OG0000578	LOC108077257|XP_017026013.1|DKIK	LOC110183305|XP_020807203.1|DSER
OG0000578	LOC108086146|XP_017038495.1|DKIK	LOC110179138|XP_020802190.1|DSER
OG0000579	LOC108077659|XP_017026564.1|DKIK	LOC110191052|XP_020817437.1|DSER
OG0000579	LOC108070421|XP_017016364.1|DKIK	LOC110177486|XP_020799897.1|DSER
OG0000580	LOC108081497|XP_017032201.1|DKIK, LOC108081477|XP_017032163.1|DKIK	LOC110187872|XP_020813015.1|DSER
OG0000580	LOC108081498|XP_017032202.1|DKIK	LOC110188083|XP_020813295.1|DSER
OG0000581	LOC108084863|XP_017036739.1|DKIK	LOC110190173|XP_020816182.1|DSER
OG0000581	LOC108075271|XP_017023130.1|DKIK	LOC110181771|XP_020805302.1|DSER
OG0000582	LOC108076617|XP_017025032.1|DKIK	LOC110176253|XP_020798223.1|DSER
OG0000583	LOC108074226|XP_017021659.1|DKIK	LOC110178512|XP_020801322.1|DSER
OG0000583	LOC108074225|XP_017021658.1|DKIK	LOC110178511|XP_020801321.1|DSER
OG0000584	LOC108082720|XP_017033716.1|DKIK	LOC110181441|XP_020804844.1|DSER, LOC110179871|XP_020803130.1|DSER
OG0000584	LOC108082719|XP_017033715.1|DKIK	LOC110181436|XP_020804837.1|DSER, LOC110179870|XP_020803129.1|DSER
OG0000585	LOC108072706|XP_017019431.1|DKIK	LOC110183669|XP_020807662.1|DSER
OG0000585	LOC108072691|XP_017019417.1|DKIK, LOC108072692|XP_017019419.1|DKIK	LOC110183712|XP_020807719.1|DSER
OG0000586	LOC108072270|XP_017018825.1|DKIK	LOC110177776|XP_020800302.1|DSER
OG0000586	LOC108082572|XP_017033518.1|DKIK	LOC110178265|XP_020800989.1|DSER
OG0000586	LOC108070913|XP_017017058.1|DKIK	LOC110191327|XP_020817823.1|DSER
OG0000587	LOC108085365|XP_017037426.1|DKIK	LOC110183757|XP_020807774.1|DSER, LOC110181117|XP_020804451.1|DSER
