Orthogroup	DKIK.longest_only	AALB.longest_only
OG0001727	LOC108084071|XP_017035578.1|DKIK	LOC118462531|XP_035784180.1|AALB, LOC118465085|XP_035788882.1|AALB
OG0001728	LOC108082574|XP_017033520.1|DKIK	LOC118465405|XP_035789517.1|AALB
OG0001729	LOC108072312|XP_017018873.1|DKIK	LOC118463780|XP_035786487.1|AALB
OG0001730	LOC108082187|XP_017032995.1|DKIK	LOC118465198|XP_035789073.1|AALB
OG0001732	LOC108082893|XP_017033968.1|DKIK	LOC118466551|XP_035791965.1|AALB
OG0001733	LOC108082340|XP_017033162.1|DKIK	LOC118463168|XP_035785455.1|AALB
OG0001734	LOC108078401|XP_017027747.1|DKIK	LOC118463164|XP_035785444.1|AALB, LOC118463882|XP_035786695.1|AALB
OG0001735	LOC108078819|XP_017028392.1|DKIK	LOC118464676|XP_035788087.1|AALB
OG0001736	LOC108082623|XP_017033592.1|DKIK, LOC108082622|XP_017033591.1|DKIK	LOC118464472|XP_035787774.1|AALB
OG0001737	LOC108076389|XP_017024712.1|DKIK	LOC118467076|XP_035793005.1|AALB
OG0001738	LOC108077560|XP_017026441.1|DKIK	LOC118467899|XP_035794711.1|AALB
OG0001739	LOC108072432|XP_017019046.1|DKIK	LOC118467179|XP_035793255.1|AALB
OG0001740	LOC108074205|XP_017021633.1|DKIK	LOC118467871|XP_035794672.1|AALB
OG0001742	LOC108085149|XP_017037161.1|DKIK	LOC118466231|XP_035791164.1|AALB, LOC118466234|XP_035791167.1|AALB
OG0001743	LOC108079889|XP_017029901.1|DKIK	LOC118463291|XP_035785666.1|AALB
OG0001744	LOC108076387|XP_017024702.1|DKIK	LOC118465954|XP_035790576.1|AALB
OG0001745	LOC108076523|XP_017024922.1|DKIK	LOC118462653|XP_035784405.1|AALB
OG0001746	LOC108071921|XP_017018370.1|DKIK	LOC118467234|XP_035793385.1|AALB
OG0001747	LOC108072913|XP_017019727.1|DKIK	LOC118464679|XP_035788090.1|AALB
OG0001748	LOC108078963|XP_017028611.1|DKIK	LOC118466182|XP_035791066.1|AALB
OG0001749	LOC108076458|XP_017024828.1|DKIK	LOC118462693|XP_035784510.1|AALB
OG0001750	LOC108076456|XP_017024824.1|DKIK	LOC118462689|XP_035784499.1|AALB
OG0001751	LOC108077527|XP_017026380.1|DKIK	LOC118462534|XP_035784182.1|AALB
OG0001752	LOC108084388|XP_017036070.1|DKIK	LOC118467358|XP_035793650.1|AALB
OG0001753	LOC108079896|XP_017029912.1|DKIK	LOC118463634|XP_035786248.1|AALB
OG0001754	LOC108078433|XP_017027803.1|DKIK	LOC118467596|XP_035794166.1|AALB
OG0001755	LOC108079770|XP_017029685.1|DKIK	LOC118466400|XP_035791556.1|AALB
OG0001756	LOC108078262|XP_017027490.1|DKIK	LOC118467243|XP_035793403.1|AALB
OG0001757	LOC108074474|XP_017022034.1|DKIK	LOC118467289|XP_035793496.1|AALB
OG0001758	LOC108084781|XP_017036590.1|DKIK	LOC118467787|XP_035794522.1|AALB
OG0001759	LOC108074721|XP_017022353.1|DKIK	LOC118467683|XP_035794347.1|AALB
OG0001760	LOC108074021|XP_017021382.1|DKIK, LOC108079454|XP_017029281.1|DKIK, LOC108077969|XP_017027000.1|DKIK	LOC118466140|XP_035790985.1|AALB
OG0001761	LOC108082578|XP_017033523.1|DKIK	LOC118467356|XP_035793647.1|AALB
OG0001762	LOC108075785|XP_017023833.1|DKIK	LOC118458303|XP_035776524.1|AALB, LOC118461870|XP_035783587.1|AALB
OG0001763	LOC108075952|XP_017024086.1|DKIK	LOC118458029|XP_035776031.1|AALB
OG0001764	LOC108070651|XP_017016708.1|DKIK	LOC118458934|XP_035777805.1|AALB
OG0001765	LOC108078281|XP_017027532.1|DKIK	LOC118459878|XP_035779561.1|AALB
OG0001766	LOC108074838|XP_017022535.1|DKIK	LOC118458956|XP_035777830.1|AALB
OG0001767	LOC108085337|XP_017037383.1|DKIK	LOC118461641|XP_035783104.1|AALB
OG0001768	LOC108086140|XP_017038485.1|DKIK	LOC118461019|XP_035781762.1|AALB
OG0001769	LOC108074323|XP_017021816.1|DKIK	LOC118458855|XP_035777669.1|AALB
OG0001770	LOC108077189|XP_017025922.1|DKIK	LOC118460106|XP_035780034.1|AALB
OG0001771	LOC108079687|XP_017029582.1|DKIK	LOC118460109|XP_035780037.1|AALB
OG0001772	LOC108081559|XP_017032267.1|DKIK, LOC108077220|XP_017025965.1|DKIK	LOC118457976|XP_035775917.1|AALB
OG0001774	LOC108074744|XP_017022406.1|DKIK	LOC118467738|XP_035794441.1|AALB
OG0001776	LOC108082809|XP_017033857.1|DKIK	LOC118456899|XP_035773916.1|AALB
OG0001777	LOC108072859|XP_017019664.1|DKIK	LOC118461661|XP_035783137.1|AALB
OG0001778	LOC108072554|XP_017019219.1|DKIK	LOC118467223|XP_035793371.1|AALB
OG0001779	LOC108081958|XP_017032682.1|DKIK	LOC118467877|XP_035794685.1|AALB
OG0001780	LOC108070938|XP_017017081.1|DKIK	LOC118457366|XP_035774776.1|AALB
OG0001781	LOC108077492|XP_017026305.1|DKIK, LOC108072622|XP_017019337.1|DKIK	LOC118456960|XP_035774035.1|AALB, LOC118459133|XP_035778101.1|AALB
OG0001782	LOC108086222|XP_017038581.1|DKIK	LOC118459318|XP_035778456.1|AALB
OG0001783	LOC108076342|XP_017024621.1|DKIK	LOC118457468|XP_035774987.1|AALB
OG0001784	LOC108081397|XP_017032046.1|DKIK	LOC118457600|XP_035775193.1|AALB
OG0001785	LOC108078101|XP_017027191.1|DKIK	LOC118459198|XP_035778252.1|AALB
OG0001786	LOC108072855|XP_017019658.1|DKIK	LOC118457687|XP_035775348.1|AALB
OG0001787	LOC108072853|XP_017019657.1|DKIK	LOC118461166|XP_035782058.1|AALB
OG0001788	LOC108079843|XP_017029842.1|DKIK	LOC118459773|XP_035779377.1|AALB
OG0001789	LOC108072366|XP_017018949.1|DKIK	LOC118459174|XP_035778213.1|AALB
OG0001790	LOC108072828|XP_017019608.1|DKIK	LOC118456504|XP_035773225.1|AALB
OG0001791	LOC108073073|XP_017020028.1|DKIK, LOC108076388|XP_017024714.1|DKIK, LOC108073101|XP_017020080.1|DKIK	LOC118468460|XP_035795140.1|AALB
OG0001792	LOC108079641|XP_017029517.1|DKIK	LOC118457359|XP_035774764.1|AALB
OG0001793	LOC108074730|XP_017022376.1|DKIK	LOC118458657|XP_035777239.1|AALB
OG0001794	LOC108072555|XP_017019220.1|DKIK	LOC118459760|XP_035779350.1|AALB
OG0001795	LOC108072522|XP_017019182.1|DKIK	LOC118461128|XP_035781973.1|AALB
OG0001797	LOC108072469|XP_017019115.1|DKIK	LOC118468780|XP_035795864.1|AALB
OG0001798	LOC108074671|XP_017022279.1|DKIK	LOC118459945|XP_035779716.1|AALB
OG0001799	LOC108074135|XP_017021523.1|DKIK	LOC118468611|XP_035795503.1|AALB
OG0001800	LOC108072866|XP_017019672.1|DKIK	LOC118459578|XP_035778999.1|AALB
OG0001801	LOC108078856|XP_017028449.1|DKIK	LOC118459867|XP_035779541.1|AALB, LOC118459868|XP_035779543.1|AALB
OG0001802	LOC108085465|XP_017037571.1|DKIK	LOC118461528|XP_035782853.1|AALB
OG0001803	LOC108084125|XP_017035652.1|DKIK	LOC118457995|XP_035775959.1|AALB
OG0001804	LOC108075524|XP_017023508.1|DKIK	LOC118469068|XP_035796443.1|AALB
OG0001805	LOC108071964|XP_017018429.1|DKIK	LOC118459706|XP_035779245.1|AALB
OG0001806	LOC108073239|XP_017020280.1|DKIK	LOC118459865|XP_035779533.1|AALB
OG0001808	LOC108085690|XP_017037886.1|DKIK	LOC118458523|XP_035776993.1|AALB
OG0001809	LOC108080770|XP_017031121.1|DKIK	LOC118468963|XP_035796220.1|AALB
OG0001810	LOC108071255|XP_017017431.1|DKIK	LOC118461188|XP_035782110.1|AALB, LOC118457042|XP_035774183.1|AALB, LOC118461352|XP_035782471.1|AALB
OG0001811	LOC108076828|XP_017025351.1|DKIK	LOC118457890|XP_035775718.1|AALB
OG0001812	LOC108079394|XP_017029206.1|DKIK	LOC118461261|XP_035782275.1|AALB
OG0001813	LOC108081770|XP_017032467.1|DKIK	LOC118456487|XP_035773205.1|AALB
OG0001814	LOC108081141|XP_017031665.1|DKIK	LOC118459749|XP_035779336.1|AALB, LOC118461482|XP_035782735.1|AALB
OG0001815	LOC108084381|XP_017036062.1|DKIK	LOC118456700|XP_035773600.1|AALB
OG0001816	LOC108080860|XP_017031253.1|DKIK	LOC118466383|XP_035791508.1|AALB
OG0001817	LOC108078520|XP_017027915.1|DKIK	LOC118467216|XP_035793353.1|AALB
OG0001818	LOC108084491|XP_017036217.1|DKIK	LOC118464318|XP_035787507.1|AALB
OG0001819	LOC108085164|XP_017037188.1|DKIK	LOC118462873|XP_035784827.1|AALB
OG0001820	LOC108079418|XP_017029234.1|DKIK	LOC118465556|XP_035789793.1|AALB
OG0001821	LOC108076527|XP_017024928.1|DKIK	LOC118465215|XP_035789099.1|AALB
OG0001822	LOC108076253|XP_017024492.1|DKIK	LOC118467908|XP_035794729.1|AALB, LOC118464032|XP_035786982.1|AALB
OG0001823	LOC108083146|XP_017034317.1|DKIK	LOC118462928|XP_035784930.1|AALB, LOC118463894|XP_035786717.1|AALB
OG0001824	LOC108072623|XP_017019341.1|DKIK	LOC118464185|XP_035787228.1|AALB
OG0001825	LOC108082088|XP_017032873.1|DKIK, LOC108076685|XP_017025122.1|DKIK	LOC118463584|XP_035786117.1|AALB
OG0001826	LOC108078548|XP_017027953.1|DKIK	LOC118464758|XP_035788270.1|AALB
OG0001827	LOC108076265|XP_017024502.1|DKIK	LOC118467103|XP_035793050.1|AALB
OG0001828	LOC108083831|XP_017035292.1|DKIK	LOC118467531|XP_035793992.1|AALB
OG0001829	LOC108082333|XP_017033152.1|DKIK	LOC118463602|XP_035786157.1|AALB
OG0001830	LOC108086141|XP_017038486.1|DKIK	LOC118465675|XP_035789998.1|AALB
OG0001831	LOC108080601|XP_017030909.1|DKIK	LOC118466821|XP_035792503.1|AALB, LOC118465394|XP_035789485.1|AALB
OG0001832	LOC108071202|XP_017017372.1|DKIK	LOC118466066|XP_035790822.1|AALB
OG0001833	LOC108071991|XP_017018454.1|DKIK	LOC118464943|XP_035788623.1|AALB
OG0001834	LOC108075532|XP_017023518.1|DKIK	LOC118465432|XP_035789566.1|AALB, LOC118457154|XP_035774372.1|AALB, LOC118464683|XP_035788098.1|AALB
OG0001848	LOC108081262|XP_017031848.1|DKIK, LOC108075353|XP_017023250.1|DKIK	LOC118465206|XP_035789090.1|AALB
OG0001849	LOC108084578|XP_017036341.1|DKIK	LOC118459869|XP_035779547.1|AALB
OG0001850	LOC108084518|XP_017036241.1|DKIK	LOC118469022|XP_035796362.1|AALB
OG0001851	LOC108082645|XP_017033607.1|DKIK	LOC118465447|XP_035789644.1|AALB
OG0001852	LOC108078668|XP_017028092.1|DKIK	LOC118457849|XP_035775633.1|AALB
OG0001853	LOC108085576|XP_017037704.1|DKIK	LOC118457756|XP_035775472.1|AALB
OG0001854	LOC108085067|XP_017037022.1|DKIK	LOC118461080|XP_035781865.1|AALB
OG0001855	LOC108076147|XP_017024363.1|DKIK	LOC118460223|XP_035780285.1|AALB
OG0001856	LOC108083789|XP_017035203.1|DKIK	LOC118458941|XP_035777816.1|AALB
OG0001857	LOC108080163|XP_017030295.1|DKIK	LOC118466146|XP_035791000.1|AALB
OG0001858	LOC108082959|XP_017034065.1|DKIK	LOC118468495|XP_035795222.1|AALB, LOC118468344|XP_035794999.1|AALB
OG0001859	LOC108084640|XP_017036420.1|DKIK	LOC118467497|XP_035793941.1|AALB
OG0001860	LOC108080685|XP_017031007.1|DKIK	LOC118466780|XP_035792400.1|AALB
OG0001861	LOC108073434|XP_017020585.1|DKIK	LOC118458106|XP_035776175.1|AALB
OG0001862	LOC108074190|XP_017021621.1|DKIK	LOC118458712|XP_035777348.1|AALB
OG0001863	LOC108080124|XP_017030244.1|DKIK	LOC118458321|XP_035776558.1|AALB
OG0001864	LOC108075489|XP_017023433.1|DKIK	LOC118463422|XP_035785873.1|AALB
OG0001865	LOC108076631|XP_017025050.1|DKIK	LOC118463551|XP_035786067.1|AALB
OG0001866	LOC108081235|XP_017031806.1|DKIK	LOC118460461|XP_035780674.1|AALB, LOC118459514|XP_035778853.1|AALB
OG0001867	LOC108071914|XP_017018350.1|DKIK	LOC118461842|XP_035783519.1|AALB, LOC118459176|XP_035778223.1|AALB
OG0001868	LOC108073623|XP_017020812.1|DKIK	LOC118462697|XP_035784521.1|AALB
OG0001869	LOC108071259|XP_017017434.1|DKIK	LOC118462647|XP_035784394.1|AALB
OG0001870	LOC108084466|XP_017036166.1|DKIK	LOC118461327|XP_035782468.1|AALB
OG0001871	LOC108080299|XP_017030461.1|DKIK	LOC118460099|XP_035780023.1|AALB
OG0001872	LOC108073744|XP_017020996.1|DKIK	LOC118458559|XP_035777099.1|AALB
OG0001873	LOC108073462|XP_017020587.1|DKIK	LOC118463298|XP_035785680.1|AALB
OG0001874	LOC108073414|XP_017020508.1|DKIK	LOC118463238|XP_035785601.1|AALB
OG0001875	LOC108073674|XP_017020889.1|DKIK	LOC118459269|XP_035778393.1|AALB
OG0001876	LOC108084712|XP_017036536.1|DKIK, LOC108084514|XP_017036239.1|DKIK	LOC118456712|XP_035773640.1|AALB
OG0001877	LOC108078988|XP_017028652.1|DKIK	LOC118460019|XP_035779843.1|AALB
OG0001878	LOC108074103|XP_017021490.1|DKIK	LOC118467756|XP_035794476.1|AALB, LOC118460268|XP_035780341.1|AALB
OG0001879	LOC108073545|XP_017020717.1|DKIK	LOC118461633|XP_035783092.1|AALB
OG0001880	LOC108084625|XP_017036402.1|DKIK	LOC118459503|XP_035778821.1|AALB
OG0001881	LOC108084096|XP_017035612.1|DKIK	LOC118458748|XP_035777419.1|AALB
OG0001882	LOC108085050|XP_017036999.1|DKIK	LOC118460923|XP_035781570.1|AALB
OG0001883	LOC108071294|XP_017017482.1|DKIK	LOC118458159|XP_035776249.1|AALB
OG0001884	LOC108071317|XP_017017514.1|DKIK, LOC108081610|XP_017032318.1|DKIK	LOC118457820|XP_035775588.1|AALB
OG0001885	LOC108082240|XP_017033066.1|DKIK	LOC118466364|XP_035791443.1|AALB
OG0001886	LOC108073418|XP_017020525.1|DKIK	LOC118462034|XP_035783901.1|AALB
OG0001887	LOC108078247|XP_017027459.1|DKIK	LOC118460313|XP_035780415.1|AALB
OG0001888	LOC108075589|XP_017023599.1|DKIK	LOC118457191|XP_035774433.1|AALB
OG0001889	LOC108074160|XP_017021558.1|DKIK	LOC118460534|XP_035780813.1|AALB
OG0001890	LOC108075070|XP_017022840.1|DKIK	LOC118461638|XP_035783101.1|AALB
OG0001891	LOC108084021|XP_017035522.1|DKIK	LOC118461558|XP_035782905.1|AALB
OG0001892	LOC108079921|XP_017029943.1|DKIK, LOC108073953|XP_017021267.1|DKIK	LOC118458094|XP_035776149.1|AALB
OG0001893	LOC108083981|XP_017035481.1|DKIK	LOC118457921|XP_035775815.1|AALB
OG0001894	LOC108076730|XP_017025197.1|DKIK	LOC118457092|XP_035774273.1|AALB
OG0001895	LOC108072470|XP_017019116.1|DKIK	LOC118460144|XP_035780126.1|AALB
OG0001896	LOC108083536|XP_017034868.1|DKIK	LOC118468567|XP_035795386.1|AALB
OG0001897	LOC108075601|XP_017023612.1|DKIK	LOC118461457|XP_035782679.1|AALB
OG0001898	LOC108083562|XP_017034906.1|DKIK	LOC118459352|XP_035778529.1|AALB
OG0001899	LOC108085725|XP_017037938.1|DKIK	LOC118457755|XP_035775464.1|AALB
OG0001900	LOC108083250|XP_017034445.1|DKIK, LOC108083249|XP_017034443.1|DKIK	LOC118461924|XP_035783691.1|AALB, LOC118466570|XP_035792007.1|AALB
OG0001901	LOC108075966|XP_017024107.1|DKIK	LOC118459615|XP_035779065.1|AALB
OG0001902	LOC108084499|XP_017036226.1|DKIK	LOC118460310|XP_035780406.1|AALB
OG0001903	LOC108077627|XP_017026526.1|DKIK	LOC118468926|XP_035796130.1|AALB
OG0001904	LOC108084164|XP_017035732.1|DKIK	LOC118461183|XP_035782104.1|AALB
OG0001905	LOC108082643|XP_017033606.1|DKIK	LOC118459505|XP_035778824.1|AALB
OG0001906	LOC108084847|XP_017036710.1|DKIK	LOC118457003|XP_035774120.1|AALB
OG0001907	LOC108083571|XP_017034916.1|DKIK	LOC118468772|XP_035795844.1|AALB
OG0001908	LOC108083734|XP_017035131.1|DKIK	LOC118460422|XP_035780606.1|AALB
OG0001909	LOC108071818|XP_017018213.1|DKIK	LOC118458057|XP_035776081.1|AALB
OG0001910	LOC108084241|XP_017035864.1|DKIK	LOC118465922|XP_035790514.1|AALB
OG0001911	LOC108077708|XP_017026648.1|DKIK	LOC118468826|XP_035795950.1|AALB
OG0001912	LOC108073081|XP_017020038.1|DKIK	LOC118459120|XP_035778082.1|AALB, LOC118459121|XP_035778083.1|AALB
OG0001913	LOC108076877|XP_017025395.1|DKIK	LOC118464510|XP_035787839.1|AALB
OG0001914	LOC108084544|XP_017036272.1|DKIK	LOC118458576|XP_035777117.1|AALB
OG0001915	LOC108075210|XP_017023035.1|DKIK	LOC118466116|XP_035790946.1|AALB
OG0001916	LOC108082561|XP_017033500.1|DKIK	LOC118464648|XP_035788005.1|AALB
OG0001917	LOC108070544|XP_017016559.1|DKIK	LOC118465717|XP_035790046.1|AALB
OG0001918	LOC108079814|XP_017029786.1|DKIK	LOC118462993|XP_035785112.1|AALB
OG0001919	LOC108076500|XP_017024882.1|DKIK	LOC118466690|XP_035792213.1|AALB
OG0001920	LOC108079050|XP_017028743.1|DKIK	LOC118466682|XP_035792196.1|AALB
OG0001921	LOC108070756|XP_017016842.1|DKIK	LOC118462989|XP_035785095.1|AALB
OG0001922	LOC108076354|XP_017024639.1|DKIK	LOC118465947|XP_035790567.1|AALB
OG0001924	LOC108072393|XP_017018992.1|DKIK	LOC118463191|XP_035785514.1|AALB
OG0001926	LOC108078722|XP_017028208.1|DKIK	LOC118463886|XP_035786703.1|AALB
OG0001927	LOC108082423|XP_017033278.1|DKIK	LOC118462460|XP_035784026.1|AALB
OG0001928	LOC108071885|XP_017018303.1|DKIK	LOC118466784|XP_035792413.1|AALB
OG0001929	LOC108071906|XP_017018327.1|DKIK	LOC118465196|XP_035789058.1|AALB
OG0001930	LOC108081091|XP_017031567.1|DKIK	LOC118466113|XP_035790939.1|AALB
OG0001932	LOC108072728|XP_017019477.1|DKIK, LOC108075992|XP_017024134.1|DKIK	LOC118465335|XP_035789373.1|AALB
OG0001933	LOC108073016|XP_017019963.1|DKIK	LOC118463843|XP_035786640.1|AALB
OG0001934	LOC108071971|XP_017018435.1|DKIK	LOC118462699|XP_035784520.1|AALB
OG0001935	LOC108078905|XP_017028527.1|DKIK, LOC108078904|XP_017028526.1|DKIK	LOC118465905|XP_035790462.1|AALB
OG0001937	LOC108073108|XP_017020088.1|DKIK	LOC118463769|XP_035786477.1|AALB
OG0001938	LOC108078416|XP_017027769.1|DKIK	LOC118463036|XP_035785174.1|AALB
OG0001939	LOC108077983|XP_017027015.1|DKIK	LOC118467120|XP_035793082.1|AALB
OG0001940	LOC108084078|XP_017035592.1|DKIK	LOC118465234|XP_035789133.1|AALB
OG0001941	LOC108079051|XP_017028746.1|DKIK	LOC118464487|XP_035787805.1|AALB
OG0001942	LOC108080723|XP_017031065.1|DKIK	LOC118462917|XP_035784915.1|AALB
OG0001943	LOC108078675|XP_017028097.1|DKIK	LOC118467090|XP_035793028.1|AALB
OG0001944	LOC108079041|XP_017028713.1|DKIK	LOC118464839|XP_035788413.1|AALB
OG0001945	LOC108076726|XP_017025187.1|DKIK	LOC118467171|XP_035793233.1|AALB
OG0001946	LOC108076777|XP_017025270.1|DKIK	LOC118467876|XP_035794681.1|AALB
OG0001947	LOC108072973|XP_017019897.1|DKIK	LOC118465373|XP_035789461.1|AALB
OG0001948	LOC108081421|XP_017032093.1|DKIK, LOC108083353|XP_017034586.1|DKIK	LOC118466945|XP_035792739.1|AALB
OG0001949	LOC108085827|XP_017038069.1|DKIK	LOC118464673|XP_035788080.1|AALB
OG0001950	LOC108075508|XP_017023468.1|DKIK	LOC118464269|XP_035787406.1|AALB
OG0001951	LOC108076290|XP_017024536.1|DKIK	LOC118465238|XP_035789144.1|AALB
OG0001952	LOC108079474|XP_017029307.1|DKIK	LOC118464710|XP_035788134.1|AALB
OG0001953	LOC108076782|XP_017025277.1|DKIK	LOC118465210|XP_035789095.1|AALB
OG0001954	LOC108085139|XP_017037147.1|DKIK	LOC118465792|XP_035790223.1|AALB
OG0001955	LOC108074456|XP_017022007.1|DKIK	LOC118466131|XP_035790974.1|AALB
OG0001956	LOC108070564|XP_017016591.1|DKIK	LOC118467350|XP_035793626.1|AALB
OG0001957	LOC108082592|XP_017033546.1|DKIK	LOC118462580|XP_035784281.1|AALB
OG0001958	LOC108081205|XP_017031762.1|DKIK	LOC118467524|XP_035793979.1|AALB
OG0001959	LOC108074999|XP_017022730.1|DKIK	LOC118464785|XP_035788309.1|AALB, LOC118465453|XP_035789620.1|AALB
OG0001960	LOC108079046|XP_017028740.1|DKIK	LOC118462936|XP_035784947.1|AALB
OG0001961	LOC108072375|XP_017018964.1|DKIK	LOC118463019|XP_035785144.1|AALB
OG0001962	LOC108076728|XP_017025192.1|DKIK	LOC118462603|XP_035784325.1|AALB
OG0001963	LOC108079812|XP_017029784.1|DKIK	LOC118466213|XP_035791129.1|AALB
OG0001964	LOC108083407|XP_017034653.1|DKIK, LOC108078348|XP_017027645.1|DKIK	LOC118463972|XP_035786867.1|AALB
OG0001966	LOC108075622|XP_017023645.1|DKIK	LOC118462549|XP_035784208.1|AALB
OG0001967	LOC108082341|XP_017033163.1|DKIK	LOC118465763|XP_035790164.1|AALB
OG0001968	LOC108080382|XP_017030596.1|DKIK	LOC118467721|XP_035794416.1|AALB
OG0001970	LOC108076485|XP_017024862.1|DKIK	LOC118466245|XP_035791190.1|AALB
OG0001971	LOC108082153|XP_017032943.1|DKIK	LOC118466947|XP_035792741.1|AALB
OG0001972	LOC108072588|XP_017019284.1|DKIK	LOC118466948|XP_035792742.1|AALB
OG0001973	LOC108076160|XP_017024375.1|DKIK	LOC118463909|XP_035786739.1|AALB
OG0001974	LOC108076466|XP_017024840.1|DKIK	LOC118464029|XP_035786981.1|AALB
OG0001975	LOC108075125|XP_017022897.1|DKIK	LOC118464007|XP_035786948.1|AALB
OG0001976	LOC108072443|XP_017019060.1|DKIK	LOC118465834|XP_035790321.1|AALB
OG0001978	LOC108082679|XP_017033667.1|DKIK	LOC118460388|XP_035780554.1|AALB
OG0001979	LOC108079603|XP_017029451.1|DKIK	LOC118457363|XP_035774773.1|AALB
OG0001980	LOC108074340|XP_017021850.1|DKIK	LOC118459531|XP_035778883.1|AALB
OG0001981	LOC108081418|XP_017032089.1|DKIK	LOC118458374|XP_035776666.1|AALB
OG0001982	LOC108084648|XP_017036428.1|DKIK	LOC118458378|XP_035776677.1|AALB
OG0001983	LOC108077151|XP_017025873.1|DKIK	LOC118456372|XP_035772949.1|AALB
OG0001984	LOC108082233|XP_017033060.1|DKIK	LOC118456830|XP_035773819.1|AALB
OG0001985	LOC108077046|XP_017025668.1|DKIK	LOC118460403|XP_035780575.1|AALB
OG0001986	LOC108075831|XP_017023891.1|DKIK	LOC118457311|XP_035774690.1|AALB
OG0001987	LOC108084662|XP_017036476.1|DKIK	LOC118464150|XP_035787163.1|AALB
OG0001988	LOC108074716|XP_017022348.1|DKIK	LOC118461200|XP_035782144.1|AALB
OG0001989	LOC108078918|XP_017028548.1|DKIK	LOC118457447|XP_035774934.1|AALB
OG0001990	LOC108077307|XP_017026078.1|DKIK	LOC118468625|XP_035795533.1|AALB, LOC118468629|XP_035795536.1|AALB
OG0001992	LOC108074610|XP_017022222.1|DKIK	LOC118457463|XP_035774972.1|AALB
OG0001993	LOC108079977|XP_017030030.1|DKIK	LOC118458744|XP_035777414.1|AALB
OG0001994	LOC108072992|XP_017019932.1|DKIK	LOC118456461|XP_035773130.1|AALB
OG0001995	LOC108082686|XP_017033679.1|DKIK	LOC118457440|XP_035774923.1|AALB, LOC118457439|XP_035774922.1|AALB
OG0001996	LOC108081354|XP_017031989.1|DKIK	LOC118457486|XP_035775006.1|AALB
OG0001997	LOC108078336|XP_017027628.1|DKIK	LOC118468715|XP_035795739.1|AALB
OG0001998	LOC108078297|XP_017027563.1|DKIK	LOC118467467|XP_035793878.1|AALB
OG0001999	LOC108085136|XP_017037132.1|DKIK, LOC108085086|XP_017037044.1|DKIK	LOC118456269|XP_035772762.1|AALB
OG0002000	LOC108079580|XP_017029414.1|DKIK	LOC118458276|XP_035776489.1|AALB
OG0002001	LOC108082742|XP_017033740.1|DKIK	LOC118460756|XP_035781243.1|AALB
OG0002002	LOC108082580|XP_017033526.1|DKIK	LOC118457985|XP_035775940.1|AALB
OG0002003	LOC108075839|XP_017023908.1|DKIK	LOC118456221|XP_035772698.1|AALB
OG0002004	LOC108085364|XP_017037424.1|DKIK	LOC118459240|XP_035778334.1|AALB
OG0002005	LOC108075919|XP_017024042.1|DKIK	LOC118460927|XP_035781580.1|AALB
OG0002006	LOC108082555|XP_017033496.1|DKIK	LOC118457699|XP_035775369.1|AALB
OG0002008	LOC108074895|XP_017022607.1|DKIK	LOC118458715|XP_035777351.1|AALB
OG0002009	LOC108076204|XP_017024427.1|DKIK	LOC118459020|XP_035777917.1|AALB
OG0002010	LOC108076333|XP_017024609.1|DKIK	LOC118461945|XP_035783720.1|AALB
OG0002011	LOC108072603|XP_017019313.1|DKIK	LOC118459834|XP_035779492.1|AALB
OG0002012	LOC108081383|XP_017032029.1|DKIK	LOC118458497|XP_035776943.1|AALB
OG0002013	LOC108082851|XP_017033913.1|DKIK	LOC118457373|XP_035774795.1|AALB
OG0002014	LOC108078411|XP_017027756.1|DKIK	LOC118456393|XP_035772978.1|AALB, LOC118456381|XP_035772961.1|AALB
OG0002015	LOC108079558|XP_017029386.1|DKIK	LOC118458177|XP_035776278.1|AALB
OG0002016	LOC108078308|XP_017027589.1|DKIK	LOC118458665|XP_035777255.1|AALB
OG0002017	LOC108077280|XP_017026047.1|DKIK	LOC118456466|XP_035773138.1|AALB
OG0002018	LOC108082772|XP_017033794.1|DKIK	LOC118459393|XP_035778589.1|AALB
OG0002019	LOC108076281|XP_017024550.1|DKIK	LOC118466846|XP_035792570.1|AALB
OG0002020	LOC108082765|XP_017033781.1|DKIK	LOC118458077|XP_035776125.1|AALB
OG0002021	LOC108082493|XP_017033401.1|DKIK	LOC118458073|XP_035776119.1|AALB
OG0002022	LOC108081374|XP_017032017.1|DKIK	LOC118460165|XP_035780165.1|AALB
OG0002023	LOC108080800|XP_017031180.1|DKIK	LOC118456887|XP_035773901.1|AALB
OG0002024	LOC108076918|XP_017025450.1|DKIK	LOC118456171|XP_035772608.1|AALB
OG0002025	LOC108082061|XP_017032828.1|DKIK	LOC118468434|XP_035795090.1|AALB
OG0002026	LOC108080674|XP_017030996.1|DKIK	LOC118460286|XP_035780368.1|AALB
OG0002027	LOC108078098|XP_017027181.1|DKIK	LOC118461419|XP_035782605.1|AALB
OG0002028	LOC108076050|XP_017024218.1|DKIK, LOC108072159|XP_017018693.1|DKIK	LOC118456713|XP_035773641.1|AALB
OG0002029	LOC108086000|XP_017038298.1|DKIK	LOC118468842|XP_035795977.1|AALB
OG0002030	LOC108076201|XP_017024424.1|DKIK	LOC118466200|XP_035791111.1|AALB
OG0002031	LOC108085132|XP_017037128.1|DKIK	LOC118465852|XP_035790373.1|AALB
OG0002032	LOC108083177|XP_017034362.1|DKIK	LOC118457242|XP_035774516.1|AALB
