Orthogroup	DKIK.longest_only	CQUI.longest_only
OG0001407	LOC108077481|XP_017026292.1|DKIK	LOC6038938|XP_001848633.1|CQUI
OG0001408	LOC108072879|XP_017019687.1|DKIK	LOC6054709|XP_001870580.2|CQUI
OG0001429	LOC108077873|XP_017026899.1|DKIK	LOC6048863|XP_038105219.1|CQUI, LOC6047055|XP_038104443.1|CQUI
OG0001430	LOC108074073|XP_017021436.1|DKIK	LOC6044329|XP_038105537.1|CQUI
OG0001431	LOC108074162|XP_017021560.1|DKIK	LOC6035151|XP_038104540.1|CQUI
OG0001432	LOC108081943|XP_017032676.1|DKIK, LOC108083570|XP_017034915.1|DKIK	LOC6054521|XP_038122563.1|CQUI
OG0001433	LOC108083705|XP_017035091.1|DKIK	LOC6046915|XP_038104735.1|CQUI
OG0001434	LOC108082943|XP_017034045.1|DKIK	LOC6045215|XP_001862605.2|CQUI
OG0001435	LOC108078106|XP_017027199.1|DKIK	LOC6051492|XP_038117227.1|CQUI, LOC6045719|XP_001863028.2|CQUI
OG0001436	LOC108082898|XP_017033971.1|DKIK, LOC108080386|XP_017030599.1|DKIK	LOC6050198|XP_038104525.1|CQUI
OG0001437	LOC108074834|XP_017022524.1|DKIK	LOC6048183|XP_001865135.1|CQUI
OG0001438	LOC108081129|XP_017031636.1|DKIK	LOC6037949|XP_038122757.1|CQUI
OG0001439	LOC108071362|XP_017017593.1|DKIK	LOC6049817|XP_038122655.1|CQUI, LOC6052268|XP_038106474.1|CQUI, LOC6035724|XP_038116899.1|CQUI, LOC119766585|XP_038107328.1|CQUI
OG0001440	LOC108076668|XP_017025092.1|DKIK	LOC6048960|XP_038105048.1|CQUI
OG0001442	LOC108077388|XP_017026170.1|DKIK	LOC6044008|XP_001861568.1|CQUI
OG0001443	LOC108085870|XP_017038117.1|DKIK	LOC6047470|XP_001864524.2|CQUI, LOC6047471|XP_001864525.2|CQUI
OG0001444	LOC108073531|XP_017020701.1|DKIK	LOC6044859|XP_038104624.1|CQUI
OG0001445	LOC108077760|XP_017026730.1|DKIK	LOC6039932|XP_001849430.1|CQUI
OG0001446	LOC108071324|XP_017017523.1|DKIK	LOC6040670|XP_038122660.1|CQUI, LOC119765526|XP_038105472.1|CQUI
OG0001447	LOC108084261|XP_017035894.1|DKIK	LOC6035336|XP_038104354.1|CQUI
OG0001448	LOC108073720|XP_017020955.1|DKIK	LOC6035542|XP_001845700.1|CQUI, LOC6047272|XP_001864351.2|CQUI, LOC6047705|XP_001864727.2|CQUI
OG0001449	LOC108078532|XP_017027933.1|DKIK	LOC6039600|XP_001849180.2|CQUI
OG0001450	LOC108074553|XP_017022143.1|DKIK	LOC6031154|XP_038116027.1|CQUI
OG0001451	LOC108081317|XP_017031895.1|DKIK	LOC6038893|XP_038113599.1|CQUI, LOC119767033|XP_038110189.1|CQUI, LOC119769371|XP_038117350.1|CQUI
OG0001452	LOC108076786|XP_017025281.1|DKIK, LOC108076573|XP_017024972.1|DKIK	LOC6052660|XP_038115024.1|CQUI
OG0001453	LOC108080204|XP_017030349.1|DKIK	LOC6049785|XP_001866492.2|CQUI, LOC6049784|XP_001866491.2|CQUI
OG0001454	LOC108071444|XP_017017688.1|DKIK	LOC6032932|XP_001843452.2|CQUI
OG0001455	LOC108078800|XP_017028354.1|DKIK	LOC6051546|XP_038119698.1|CQUI
OG0001456	LOC108085115|XP_017037084.1|DKIK	LOC6052304|XP_038116089.1|CQUI
OG0001457	LOC108081009|XP_017031434.1|DKIK	LOC6039266|XP_038118474.1|CQUI
OG0001458	LOC108074665|XP_017022273.1|DKIK	LOC6041453|XP_038116471.1|CQUI, LOC6041452|XP_038117278.1|CQUI
OG0001459	LOC108071653|XP_017017938.1|DKIK	LOC6052886|XP_038112076.1|CQUI, LOC6045671|XP_038117105.1|CQUI
OG0001460	LOC108072869|XP_017019677.1|DKIK, LOC108072056|XP_017018537.1|DKIK	LOC6043365|XP_038120741.1|CQUI
OG0001461	LOC108079179|XP_017028919.1|DKIK, LOC108085462|XP_017037565.1|DKIK	LOC6048746|XP_038116352.1|CQUI
OG0001464	LOC108079450|XP_017029273.1|DKIK	LOC6043979|XP_038118854.1|CQUI
OG0001465	LOC108078560|XP_017027967.1|DKIK	LOC6052932|XP_038120832.1|CQUI
OG0001466	LOC108076904|XP_017025433.1|DKIK	LOC6036432|XP_038121604.1|CQUI
OG0001467	LOC108082000|XP_017032732.1|DKIK	LOC6050213|XP_001866857.1|CQUI, LOC6036548|XP_001846591.2|CQUI
OG0001468	LOC108078612|XP_017028021.1|DKIK	LOC6038227|XP_001848055.2|CQUI
OG0001469	LOC108072949|XP_017019815.1|DKIK	LOC6041964|XP_038118490.1|CQUI
OG0001470	LOC108083002|XP_017034115.1|DKIK	LOC6050356|XP_038121253.1|CQUI, LOC6050354|XP_038117145.1|CQUI
OG0001471	LOC108071519|XP_017017777.1|DKIK	LOC6037170|XP_038117414.1|CQUI
OG0001472	LOC108079718|XP_017029616.1|DKIK	LOC6035488|XP_001845669.1|CQUI
OG0001473	LOC108084327|XP_017035977.1|DKIK	LOC6043807|XP_001861406.2|CQUI, LOC6043808|XP_038122295.1|CQUI
OG0001474	LOC108083886|XP_017035365.1|DKIK	LOC6040681|XP_038105414.1|CQUI
OG0001475	LOC108073092|XP_017020067.1|DKIK	LOC6043752|XP_038110406.1|CQUI
OG0001476	LOC108077564|XP_017026444.1|DKIK, LOC108070762|XP_017016851.1|DKIK	LOC6048642|XP_038110160.1|CQUI
OG0001477	LOC108073488|XP_017020635.1|DKIK	LOC6032451|XP_001843047.1|CQUI
OG0001478	LOC108086106|XP_017038423.1|DKIK	LOC6034120|XP_001844488.2|CQUI
OG0001480	LOC108086128|XP_017038469.1|DKIK	LOC6043201|XP_001857542.2|CQUI
OG0001481	LOC108079606|XP_017029456.1|DKIK	LOC6031364|XP_038107828.1|CQUI
OG0001482	LOC108076251|XP_017024489.1|DKIK	LOC6031947|XP_001842625.2|CQUI
OG0001483	LOC108083449|XP_017034710.1|DKIK	LOC6043303|XP_038106817.1|CQUI
OG0001484	LOC108082118|XP_017032908.1|DKIK	LOC6031200|XP_001842038.2|CQUI, LOC6036994|XP_038106889.1|CQUI
OG0001485	LOC108085507|XP_017037620.1|DKIK	LOC6036177|XP_038106782.1|CQUI, LOC119766360|XP_038106781.1|CQUI, LOC6036179|XP_038113696.1|CQUI
OG0001486	LOC108077031|XP_017025647.1|DKIK	LOC6034896|XP_038107061.1|CQUI
OG0001487	LOC108085948|XP_017038227.1|DKIK	LOC6053489|XP_038110588.1|CQUI
OG0001488	LOC108070774|XP_017016862.1|DKIK	LOC6047908|XP_038114121.1|CQUI
OG0001489	LOC108082761|XP_017033767.1|DKIK	LOC6032104|XP_038107020.1|CQUI, LOC6032110|XP_038112609.1|CQUI
OG0001490	LOC108075910|XP_017024024.1|DKIK	LOC6032134|XP_001842788.1|CQUI
OG0001491	LOC108074557|XP_017022145.1|DKIK	LOC6033331|XP_001843796.1|CQUI
OG0001492	LOC108072515|XP_017019174.1|DKIK	LOC6048340|XP_038111871.1|CQUI
OG0001493	LOC108083358|XP_017034590.1|DKIK	LOC6040502|XP_001849888.1|CQUI
OG0001494	LOC108074923|XP_017022639.1|DKIK	LOC119770364|XP_038121011.1|CQUI, LOC6045228|XP_001862626.2|CQUI, LOC119770518|XP_038121458.1|CQUI, LOC119770266|XP_038120748.1|CQUI, LOC6054405|XP_001870323.1|CQUI
OG0001495	LOC108078112|XP_017027205.1|DKIK	LOC6041805|XP_001851019.2|CQUI
OG0001496	LOC108083439|XP_017034684.1|DKIK	LOC119769667|XP_038118888.1|CQUI
OG0001497	LOC108078450|XP_017027827.1|DKIK	LOC6048948|XP_038120703.1|CQUI
OG0001500	LOC108082520|XP_017033438.1|DKIK	LOC6050346|XP_038118495.1|CQUI
OG0001501	LOC108085601|XP_017037759.1|DKIK	LOC6037771|XP_001847650.2|CQUI, LOC6037770|XP_001847649.2|CQUI
OG0001502	LOC108072449|XP_017019065.1|DKIK	LOC6033994|XP_001844381.1|CQUI
OG0001503	LOC108081784|XP_017032491.1|DKIK, LOC108081294|XP_017031870.1|DKIK	LOC6031515|XP_038110033.1|CQUI
OG0001504	LOC108080304|XP_017030467.1|DKIK	LOC6036866|XP_038107420.1|CQUI
OG0001506	LOC108078357|XP_017027663.1|DKIK	LOC6043675|XP_038109186.1|CQUI
OG0001507	LOC108072343|XP_017018922.1|DKIK	LOC6036616|XP_038108568.1|CQUI, LOC6049887|XP_038108917.1|CQUI
OG0001508	LOC108084163|XP_017035735.1|DKIK	LOC6047098|XP_038110554.1|CQUI, LOC6051703|XP_038112138.1|CQUI
OG0001509	LOC108072294|XP_017018849.1|DKIK	LOC6042455|XP_038114123.1|CQUI
OG0001510	LOC108075961|XP_017024099.1|DKIK	LOC6049879|XP_001866569.2|CQUI, LOC6053362|XP_038112276.1|CQUI
OG0001511	LOC108072373|XP_017018962.1|DKIK	LOC6034200|XP_001844554.2|CQUI
OG0001512	LOC108078289|XP_017027553.1|DKIK	LOC6034555|XP_038113919.1|CQUI
OG0001513	LOC108079253|XP_017029034.1|DKIK, LOC108075443|XP_017023423.1|DKIK	LOC6034558|XP_038106054.1|CQUI
OG0001515	LOC108080333|XP_017030522.1|DKIK	LOC6032502|XP_001843091.1|CQUI
OG0001534	LOC108079248|XP_017029025.1|DKIK, LOC108072440|XP_017019052.1|DKIK, LOC108079136|XP_017028872.1|DKIK	LOC119768890|XP_038116590.1|CQUI, LOC6050116|XP_038116548.1|CQUI
OG0001535	LOC108074180|XP_017021606.1|DKIK	LOC6049759|XP_001866470.2|CQUI
OG0001536	LOC108083352|XP_017034585.1|DKIK	LOC6047702|XP_001864725.2|CQUI, LOC119769391|XP_038117458.1|CQUI
OG0001537	LOC108074263|XP_017021723.1|DKIK	LOC6036962|XP_038104622.1|CQUI
OG0001538	LOC108083574|XP_017034920.1|DKIK	LOC6051448|XP_001867887.1|CQUI
OG0001539	LOC108074204|XP_017021632.1|DKIK	LOC6047629|XP_038111858.1|CQUI
OG0001540	LOC108077214|XP_017025955.1|DKIK	LOC6045246|XP_038104466.1|CQUI
OG0001541	LOC108072628|XP_017019351.1|DKIK	LOC6040730|XP_038108263.1|CQUI
OG0001542	LOC108071453|XP_017017699.1|DKIK	LOC6040719|XP_038122365.1|CQUI
OG0001543	LOC108071053|XP_017017218.1|DKIK, LOC108081675|XP_017032382.1|DKIK, LOC108071703|XP_017018008.1|DKIK	LOC6049648|XP_038119626.1|CQUI, LOC119766019|XP_038106279.1|CQUI
OG0001545	LOC108084685|XP_017036506.1|DKIK	LOC6041845|XP_001851055.2|CQUI
OG0001546	LOC108084671|XP_017036487.1|DKIK	LOC6041847|XP_038105040.1|CQUI, LOC6041843|XP_001851053.2|CQUI
OG0001548	LOC108083964|XP_017035460.1|DKIK, LOC108085956|XP_017038232.1|DKIK	LOC6031444|XP_038107826.1|CQUI
OG0001549	LOC108077018|XP_017025610.1|DKIK	LOC119771149|XP_038122501.1|CQUI, LOC6031765|XP_038110368.1|CQUI
OG0001550	LOC108073921|XP_017021211.1|DKIK	LOC6034733|XP_001845013.1|CQUI
OG0001551	LOC108073557|XP_017020732.1|DKIK	LOC6048977|XP_038105432.1|CQUI, LOC6048979|XP_038123020.1|CQUI
OG0001552	LOC108083248|XP_017034446.1|DKIK	LOC6042417|XP_001851537.1|CQUI
OG0001553	LOC108082895|XP_017033969.1|DKIK, LOC108074139|XP_017021528.1|DKIK	LOC6049664|XP_038117806.1|CQUI
OG0001554	LOC108077586|XP_017026469.1|DKIK	LOC6047921|XP_038115900.1|CQUI
OG0001555	LOC108079550|XP_017029376.1|DKIK	LOC6041540|XP_038112803.1|CQUI, LOC6035547|XP_038111901.1|CQUI
OG0001556	LOC108076802|XP_017025316.1|DKIK	LOC6036277|XP_001846343.1|CQUI
OG0001557	LOC108083534|XP_017034857.1|DKIK	LOC6032557|XP_038117789.1|CQUI
OG0001559	LOC108077791|XP_017026780.1|DKIK	LOC6032627|XP_038117581.1|CQUI
OG0001560	LOC108074075|XP_017021440.1|DKIK	LOC6035520|XP_038105194.1|CQUI
OG0001561	LOC108075567|XP_017023571.1|DKIK	LOC6039613|XP_001849187.2|CQUI
OG0001562	LOC108077347|XP_017026125.1|DKIK	LOC6041461|XP_001850718.2|CQUI, LOC6047991|XP_001864968.2|CQUI, LOC6041457|XP_038118003.1|CQUI
OG0001563	LOC108078562|XP_017027970.1|DKIK, LOC108077779|XP_017026770.1|DKIK	LOC6037333|XP_038119352.1|CQUI
OG0001564	LOC108073472|XP_017020605.1|DKIK	LOC6032190|XP_038114038.1|CQUI
OG0001565	LOC108071432|XP_017017673.1|DKIK	LOC6049260|XP_038122779.1|CQUI, LOC6040673|XP_038108211.1|CQUI
OG0001566	LOC108084141|XP_017035674.1|DKIK	LOC6045590|XP_001862931.1|CQUI
OG0001567	LOC108078330|XP_017027617.1|DKIK	LOC6032066|XP_001842732.1|CQUI
OG0001568	LOC108077604|XP_017026489.1|DKIK	LOC6032078|XP_038104758.1|CQUI
OG0001569	LOC108084264|XP_017035908.1|DKIK, LOC108084263|XP_017035906.1|DKIK	LOC6032085|XP_001842751.2|CQUI
OG0001570	LOC108074097|XP_017021480.1|DKIK	LOC6033929|XP_038104685.1|CQUI
OG0001571	LOC108077178|XP_017025905.1|DKIK	LOC6031781|XP_038112990.1|CQUI
OG0001572	LOC108083608|XP_017034968.1|DKIK	LOC6031115|XP_001841960.1|CQUI, LOC6031114|XP_038118150.1|CQUI
OG0001573	LOC108078828|XP_017028405.1|DKIK	LOC6047431|XP_038117579.1|CQUI
OG0001574	LOC108080249|XP_017030396.1|DKIK	LOC6032294|XP_038113921.1|CQUI, LOC6043339|XP_001870938.1|CQUI
OG0001575	LOC108084548|XP_017036285.1|DKIK	LOC6044655|XP_001862135.2|CQUI
OG0001576	LOC108084814|XP_017036663.1|DKIK	LOC6036108|XP_038113191.1|CQUI
OG0001577	LOC108073455|XP_017020578.1|DKIK	LOC6052635|XP_001868870.2|CQUI
OG0001578	LOC108081150|XP_017031678.1|DKIK	LOC6043960|XP_001861544.2|CQUI
OG0001580	LOC108078541|XP_017027943.1|DKIK	LOC6044030|XP_038120827.1|CQUI
OG0001581	LOC108080104|XP_017030208.1|DKIK	LOC6033567|XP_038117164.1|CQUI
OG0001582	LOC108072926|XP_017019761.1|DKIK	LOC6040624|XP_038117190.1|CQUI
OG0001583	LOC108076699|XP_017025144.1|DKIK	LOC6033584|XP_038119265.1|CQUI
OG0001584	LOC108073454|XP_017020576.1|DKIK	LOC6037160|XP_001847097.2|CQUI
OG0001586	LOC108078206|XP_017027383.1|DKIK, LOC108083811|XP_017035247.1|DKIK	LOC6033454|XP_038119090.1|CQUI
OG0001587	LOC108083716|XP_017035112.1|DKIK	LOC119768753|XP_038115649.1|CQUI
OG0001588	LOC108078452|XP_017027830.1|DKIK	LOC6044356|XP_038107986.1|CQUI
OG0001589	LOC108083946|XP_017035439.1|DKIK	LOC6039992|XP_038107604.1|CQUI
OG0001590	LOC108076613|XP_017025024.1|DKIK	LOC6041414|XP_038114421.1|CQUI
OG0001591	LOC108075717|XP_017023744.1|DKIK	LOC6041386|XP_038110439.1|CQUI
OG0001593	LOC108077273|XP_017026031.1|DKIK	LOC6037875|XP_038113769.1|CQUI
OG0001594	LOC108076981|XP_017025528.1|DKIK	LOC6048482|XP_038113910.1|CQUI
OG0001595	LOC108073115|XP_017020098.1|DKIK	LOC6048886|XP_038109078.1|CQUI
OG0001596	LOC108072582|XP_017019279.1|DKIK	LOC6045156|XP_001862557.2|CQUI
OG0001597	LOC108083513|XP_017034816.1|DKIK	LOC6046049|XP_001863305.1|CQUI
OG0001598	LOC108074416|XP_017021933.1|DKIK	LOC6036156|XP_038107213.1|CQUI
OG0001599	LOC108075940|XP_017024072.1|DKIK	LOC6038712|XP_001848456.2|CQUI
OG0001600	LOC108085254|XP_017037290.1|DKIK	LOC6045655|XP_038110464.1|CQUI
OG0001601	LOC108082234|XP_017033061.1|DKIK	LOC6043313|XP_001870928.1|CQUI
OG0001602	LOC108082251|XP_017033083.1|DKIK	LOC6043309|XP_038108452.1|CQUI
OG0001603	LOC108077291|XP_017026059.1|DKIK	LOC6038292|XP_038111276.1|CQUI, LOC6038293|XP_038114208.1|CQUI
OG0001604	LOC108073533|XP_017020703.1|DKIK, LOC108080402|XP_017030619.1|DKIK	LOC6050057|XP_001866724.1|CQUI
OG0001605	LOC108079410|XP_017029226.1|DKIK, LOC108070917|XP_017017065.1|DKIK	LOC6050058|XP_038109855.1|CQUI
OG0001606	LOC108081307|XP_017031889.1|DKIK	LOC6037122|XP_001847065.1|CQUI
OG0001607	LOC108077410|XP_017026199.1|DKIK	LOC6031810|XP_001842517.1|CQUI
OG0001608	LOC108081533|XP_017032240.1|DKIK	LOC6044446|XP_038112177.1|CQUI
OG0001609	LOC108077978|XP_017027009.1|DKIK	LOC6051399|XP_038111691.1|CQUI
OG0001610	LOC108072496|XP_017019151.1|DKIK	LOC6042259|XP_001851397.2|CQUI
OG0001611	LOC108082173|XP_017032967.1|DKIK	LOC6036366|XP_001846424.1|CQUI
OG0001612	LOC108079576|XP_017029409.1|DKIK	LOC6031731|XP_038111935.1|CQUI, LOC6031732|XP_038113681.1|CQUI
OG0001613	LOC108077187|XP_017025920.1|DKIK	LOC6048990|XP_001865824.1|CQUI, LOC6048992|XP_038113614.1|CQUI
OG0001614	LOC108078307|XP_017027582.1|DKIK	LOC6043183|XP_038111683.1|CQUI
OG0001615	LOC108081465|XP_017032147.1|DKIK	LOC6043231|XP_038112460.1|CQUI
OG0001616	LOC108081412|XP_017032085.1|DKIK, LOC108082235|XP_017033062.1|DKIK	LOC6034894|XP_038112470.1|CQUI
OG0001617	LOC108082801|XP_017033845.1|DKIK	LOC6045785|XP_038113684.1|CQUI
OG0001618	LOC108076986|XP_017025534.1|DKIK	LOC119768964|XP_038116737.1|CQUI, LOC6046678|XP_038116735.1|CQUI
OG0001619	LOC108082886|XP_017033957.1|DKIK	LOC6044501|XP_038117207.1|CQUI, LOC6043468|XP_038108133.1|CQUI
OG0001620	LOC108078403|XP_017027749.1|DKIK	LOC6053699|XP_038111510.1|CQUI
OG0001621	LOC108078058|XP_017027110.1|DKIK	LOC6047973|XP_038111062.1|CQUI
OG0001622	LOC108076867|XP_017025389.1|DKIK	LOC6052415|XP_038108162.1|CQUI, LOC6033089|XP_038116420.1|CQUI
OG0001623	LOC108074306|XP_017021789.1|DKIK	LOC6033347|XP_001843810.2|CQUI
OG0001624	LOC108082778|XP_017033800.1|DKIK	LOC6032136|XP_001842790.2|CQUI
OG0001625	LOC108081529|XP_017032236.1|DKIK	LOC6032148|XP_038113764.1|CQUI
OG0001626	LOC108077105|XP_017025788.1|DKIK	LOC6042208|XP_001851349.1|CQUI
OG0001627	LOC108084174|XP_017035751.1|DKIK	LOC6045488|XP_038122368.1|CQUI, LOC6038139|XP_001847974.1|CQUI
OG0001628	LOC108071990|XP_017018453.1|DKIK	LOC6033095|XP_038111732.1|CQUI
OG0001630	LOC108084607|XP_017036379.1|DKIK	LOC6039823|XP_038117663.1|CQUI
OG0001631	LOC108080818|XP_017031210.1|DKIK	LOC6046005|XP_038120722.1|CQUI
OG0001632	LOC108077012|XP_017025580.1|DKIK	LOC6043429|XP_038116389.1|CQUI
OG0001633	LOC108072113|XP_017018623.1|DKIK	LOC6053368|XP_001869468.1|CQUI
OG0001635	LOC108077864|XP_017026886.1|DKIK	LOC6037793|XP_038115973.1|CQUI, LOC6037794|XP_038119882.1|CQUI
OG0001636	LOC108080786|XP_017031142.1|DKIK	LOC6040818|XP_038121776.1|CQUI, LOC6037782|XP_038121472.1|CQUI
OG0001637	LOC108073405|XP_017020491.1|DKIK	LOC6043581|XP_001860242.2|CQUI
OG0001638	LOC108083401|XP_017034640.1|DKIK, LOC108081971|XP_017032694.1|DKIK	LOC6033998|XP_001844385.2|CQUI
OG0001639	LOC108085273|XP_017037316.1|DKIK, LOC108071377|XP_017017602.1|DKIK, LOC108070621|XP_017016675.1|DKIK	LOC6041876|XP_001851074.2|CQUI
OG0001640	LOC108081175|XP_017031720.1|DKIK	LOC6046196|XP_001863427.1|CQUI
OG0001641	LOC108084128|XP_017035655.1|DKIK	LOC119767400|XP_038111848.1|CQUI, LOC6039957|XP_001849450.1|CQUI
OG0001642	LOC108083877|XP_017035355.1|DKIK, LOC108075077|XP_017022848.1|DKIK	LOC119768029|XP_038114244.1|CQUI
OG0001643	LOC108079671|XP_017029558.1|DKIK	LOC6047363|XP_038112326.1|CQUI
OG0001644	LOC108075331|XP_017023231.1|DKIK	LOC6053964|XP_038112903.1|CQUI
OG0001645	LOC108085134|XP_017037134.1|DKIK	LOC6038116|XP_038112719.1|CQUI
OG0001646	LOC108076417|XP_017024746.1|DKIK	LOC6037723|XP_038106396.1|CQUI
OG0001647	LOC108081318|XP_017031897.1|DKIK	LOC6037737|XP_038109785.1|CQUI
OG0001648	LOC108075147|XP_017022917.1|DKIK	LOC6040102|XP_038112402.1|CQUI
OG0001649	LOC108074737|XP_017022395.1|DKIK	LOC6048211|XP_038112527.1|CQUI
OG0001650	LOC108082566|XP_017033507.1|DKIK	LOC6031714|XP_038108789.1|CQUI
OG0001651	LOC108076425|XP_017024759.1|DKIK	LOC6041652|XP_038107260.1|CQUI, LOC6043155|XP_038107430.1|CQUI
OG0001652	LOC108080667|XP_017030988.1|DKIK	LOC6038348|XP_001848163.2|CQUI
OG0001653	LOC108070433|XP_017016391.1|DKIK	LOC6040184|XP_038112148.1|CQUI
OG0001654	LOC108078195|XP_017027359.1|DKIK	LOC6043055|XP_001855187.2|CQUI
OG0001655	LOC108078090|XP_017027171.1|DKIK	LOC6040170|XP_038118838.1|CQUI, LOC6049138|XP_001865945.2|CQUI
OG0001656	LOC108075776|XP_017023824.1|DKIK	LOC6051216|XP_038107612.1|CQUI
OG0001657	LOC108083095|XP_017034236.1|DKIK	LOC6052468|XP_038112062.1|CQUI
OG0001658	LOC108073806|XP_017021069.1|DKIK	LOC6047164|XP_038111356.1|CQUI
OG0001659	LOC108084785|XP_017036607.1|DKIK	LOC6037205|XP_038111675.1|CQUI
OG0001660	LOC108079752|XP_017029657.1|DKIK	LOC6034452|XP_038110838.1|CQUI
OG0001661	LOC108071423|XP_017017662.1|DKIK	LOC6035035|XP_001845278.1|CQUI
OG0001666	LOC108082196|XP_017033007.1|DKIK	LOC6041378|XP_001850642.2|CQUI
OG0001678	LOC108083457|XP_017034716.1|DKIK	LOC6040414|XP_038104840.1|CQUI
OG0001680	LOC108083502|XP_017034800.1|DKIK	LOC6045214|XP_001862604.2|CQUI
OG0001681	LOC108080175|XP_017030311.1|DKIK	LOC6052447|XP_038121734.1|CQUI
OG0001682	LOC108075410|XP_017023323.1|DKIK	LOC6041755|XP_038105185.1|CQUI
OG0001683	LOC108074825|XP_017022512.1|DKIK	LOC6038194|XP_001848024.2|CQUI, LOC6034883|XP_038108971.1|CQUI
OG0001684	LOC108082652|XP_017033629.1|DKIK	LOC6047707|XP_038112375.1|CQUI
OG0001685	LOC108072626|XP_017019346.1|DKIK	LOC6032441|XP_001843038.1|CQUI, LOC6031862|XP_001842563.2|CQUI
OG0001686	LOC108082938|XP_017034034.1|DKIK, LOC108073600|XP_017020780.1|DKIK	LOC6045350|XP_001862738.2|CQUI
OG0001687	LOC108082908|XP_017033980.1|DKIK	LOC6052845|XP_001869041.1|CQUI, LOC6040466|XP_038122912.1|CQUI
OG0001688	LOC108084445|XP_017036142.1|DKIK	LOC6048190|XP_001865144.2|CQUI
OG0001689	LOC108079329|XP_017029119.1|DKIK	LOC6048192|XP_001865146.2|CQUI
OG0001690	LOC108084409|XP_017036097.1|DKIK	LOC6040726|XP_001850079.1|CQUI
OG0001691	LOC108079574|XP_017029407.1|DKIK	LOC6039041|XP_001848719.1|CQUI
OG0001693	LOC108084535|XP_017036260.1|DKIK	LOC6038431|XP_038122521.1|CQUI
OG0001694	LOC108083926|XP_017035413.1|DKIK	LOC6045627|XP_038105482.1|CQUI, LOC6054003|XP_038113589.1|CQUI
OG0001695	LOC108081270|XP_017031856.1|DKIK	LOC6038271|XP_038107999.1|CQUI, LOC6034418|XP_001844736.1|CQUI
OG0001696	LOC108085883|XP_017038135.1|DKIK	LOC6034727|XP_038122578.1|CQUI
OG0001697	LOC108073330|XP_017020381.1|DKIK	LOC119765468|XP_038105276.1|CQUI
OG0001698	LOC108074165|XP_017021567.1|DKIK	LOC6031437|XP_038105157.1|CQUI
OG0001699	LOC108077601|XP_017026484.1|DKIK	LOC6045521|XP_038105211.1|CQUI
OG0001700	LOC108073178|XP_017020173.1|DKIK	LOC6033579|XP_001844007.2|CQUI, LOC6033580|XP_038121073.1|CQUI
OG0001701	LOC108070733|XP_017016818.1|DKIK	LOC6039306|XP_038104058.1|CQUI
OG0001702	LOC108082020|XP_017032775.1|DKIK	LOC6031800|XP_001842507.1|CQUI
OG0001703	LOC108073270|XP_017020317.1|DKIK	LOC6036490|XP_001846536.2|CQUI, LOC119765219|XP_038104576.1|CQUI
OG0001704	LOC108073271|XP_017020318.1|DKIK	LOC6036489|XP_038105371.1|CQUI, LOC119765234|XP_038104634.1|CQUI
OG0001705	LOC108073467|XP_017020596.1|DKIK	LOC6036505|XP_038105296.1|CQUI
OG0001706	LOC108070635|XP_017016694.1|DKIK, LOC108072414|XP_017019011.1|DKIK	LOC6039889|XP_038104652.1|CQUI
OG0001707	LOC108071285|XP_017017465.1|DKIK	LOC6042423|XP_038104240.1|CQUI
OG0001708	LOC108084267|XP_017035912.1|DKIK	LOC6039909|XP_001849407.2|CQUI
OG0001709	LOC108079704|XP_017029599.1|DKIK, LOC108079900|XP_017029920.1|DKIK	LOC6041726|XP_038122907.1|CQUI
OG0001710	LOC108073543|XP_017020715.1|DKIK	LOC6040133|XP_001849591.2|CQUI, LOC6040873|XP_001850203.1|CQUI
OG0001711	LOC108084179|XP_017035759.1|DKIK	LOC119766888|XP_038109163.1|CQUI, LOC6046294|XP_038106161.1|CQUI
OG0001712	LOC108084572|XP_017036328.1|DKIK	LOC6041358|XP_001850628.1|CQUI
OG0001713	LOC108070719|XP_017016801.1|DKIK	LOC6035505|XP_001845679.1|CQUI
OG0001714	LOC108080783|XP_017031138.1|DKIK	LOC6039666|XP_038122615.1|CQUI
OG0001715	LOC108077123|XP_017025818.1|DKIK	LOC6048329|XP_038118337.1|CQUI, LOC6040675|XP_038122584.1|CQUI
OG0001716	LOC108083907|XP_017035392.1|DKIK	LOC6035411|XP_001845604.1|CQUI
OG0001717	LOC108077739|XP_017026691.1|DKIK	LOC6045596|XP_038105790.1|CQUI
OG0001719	LOC108071293|XP_017017479.1|DKIK	LOC6040900|XP_038104586.1|CQUI
OG0001720	LOC108071395|XP_017017627.1|DKIK	LOC6040916|XP_038104970.1|CQUI
OG0001721	LOC108084922|XP_017036807.1|DKIK	LOC6036809|XP_001846803.2|CQUI, LOC6036808|XP_001846802.2|CQUI, LOC6036807|XP_001846801.2|CQUI
OG0001722	LOC108078783|XP_017028323.1|DKIK	LOC6032833|XP_001843370.1|CQUI
OG0001723	LOC108083503|XP_017034804.1|DKIK	LOC6050945|XP_001867458.1|CQUI
OG0001724	LOC108074686|XP_017022294.1|DKIK	LOC6052662|XP_038121953.1|CQUI
OG0001725	LOC108073143|XP_017020140.1|DKIK, LOC108073087|XP_017020048.1|DKIK	LOC6041022|XP_038122386.1|CQUI
OG0001726	LOC108080474|XP_017030708.1|DKIK	LOC6049583|XP_038121941.1|CQUI
OG0001727	LOC108084071|XP_017035578.1|DKIK	LOC6035294|XP_001845514.2|CQUI
