Orthogroup	DKIK.longest_only	DANA.longest_only
OG0000990	LOC108083544|XP_017034878.1|DKIK	LOC6503115|XP_001963452.1|DANA
OG0000991	LOC108080885|XP_017031276.1|DKIK	LOC6499220|XP_001955079.1|DANA
OG0000991	LOC108083958|XP_017035454.1|DKIK	LOC6505034|XP_001965595.1|DANA
OG0000992	LOC108071288|XP_017017470.1|DKIK	LOC6499776|XP_032311388.1|DANA
OG0000993	LOC108085880|XP_017038130.1|DKIK	LOC6501590|XP_001955534.1|DANA
OG0000993	LOC108085881|XP_017038132.1|DKIK	LOC6501589|XP_001955533.2|DANA
OG0000994	LOC108080250|XP_017030398.1|DKIK	LOC6503026|XP_014761286.1|DANA
OG0000995	LOC108084852|XP_017036721.1|DKIK	LOC6504916|XP_001966586.1|DANA
OG0000996	LOC108082519|XP_017033435.1|DKIK	LOC6494660|XP_001959915.1|DANA
OG0000997	LOC108081260|XP_017031843.1|DKIK	LOC6494847|XP_001959560.1|DANA
OG0000998	LOC108078690|XP_017028177.1|DKIK	LOC6507504|XP_014765275.1|DANA
OG0000999	LOC108072261|XP_017018818.1|DKIK	LOC6496150|XP_001960336.1|DANA
OG0000999	LOC108079434|XP_017029257.1|DKIK	LOC6504884|XP_001966529.1|DANA
OG0001000	LOC108070373|XP_017020185.1|DKIK	LOC26514490|XP_032311485.1|DANA
OG0001001	LOC108078212|XP_017027386.1|DKIK	LOC6495875|XP_032306453.1|DANA
OG0001002	LOC108074347|XP_017021860.1|DKIK	LOC6497872|XP_032307571.1|DANA
OG0001003	LOC108079135|XP_017028875.1|DKIK	LOC6501150|XP_001954645.1|DANA
OG0001004	LOC108083197|XP_017034389.1|DKIK	LOC6505811|XP_001964413.1|DANA
OG0001005	LOC108083840|XP_017035306.1|DKIK	LOC6504891|XP_014759849.1|DANA
OG0001006	LOC108084086|XP_017035598.1|DKIK	LOC6500613|XP_001953564.1|DANA
OG0001006	LOC108073824|XP_017021093.1|DKIK	LOC6507142|XP_001956597.1|DANA
OG0001007	LOC108072131|XP_017018655.1|DKIK	LOC6494227|XP_001960699.1|DANA
OG0001008	LOC108077891|XP_017026917.1|DKIK	LOC6502409|XP_001962939.3|DANA
OG0001008	LOC108083356|XP_017034588.1|DKIK	LOC6502386|XP_001967180.1|DANA
OG0001009	LOC108073420|XP_017020527.1|DKIK	LOC6500551|XP_001953439.1|DANA
OG0001010	LOC108079536|XP_017029361.1|DKIK	LOC6497859|XP_001961583.1|DANA
OG0001011	LOC108079000|XP_017028667.1|DKIK	LOC6504431|XP_001966993.3|DANA
OG0001011	LOC108085343|XP_017037388.1|DKIK	LOC6497903|XP_001961687.1|DANA
OG0001012	LOC108080501|XP_017030752.1|DKIK, LOC108080502|XP_017030754.1|DKIK	LOC6504910|XP_001966575.1|DANA, LOC6504587|XP_001966574.1|DANA
OG0001013	LOC108073829|XP_017021097.1|DKIK	LOC6507134|XP_001956611.2|DANA
OG0001013	LOC108075023|XP_017022766.1|DKIK	LOC6507110|XP_032310444.1|DANA
OG0001014	LOC108073967|XP_017021298.1|DKIK	LOC6506228|XP_001958303.2|DANA
OG0001015	LOC108080031|XP_017030095.1|DKIK	LOC6501921|XP_001966694.1|DANA
OG0001015	LOC108080038|XP_017030104.1|DKIK	LOC6501905|XP_001966693.1|DANA
OG0001016	LOC108081050|XP_017031509.1|DKIK	LOC6500054|XP_001953308.2|DANA, LOC6500056|XP_001953307.1|DANA
OG0001016	LOC108082915|XP_017033988.1|DKIK	LOC6504997|XP_032307909.1|DANA
OG0001017	LOC108076348|XP_017024630.1|DKIK	LOC26513697|XP_014763928.1|DANA
OG0001018	LOC108084093|XP_017035607.1|DKIK, LOC108080174|XP_017030310.1|DKIK, LOC108080173|XP_017030308.1|DKIK, LOC108080172|XP_017030307.1|DKIK	LOC6501501|XP_001955380.1|DANA
OG0001019	LOC108084986|XP_017036899.1|DKIK	LOC6505912|XP_032305482.1|DANA
OG0001020	LOC108080030|XP_017030092.1|DKIK	LOC6498764|XP_001967253.1|DANA
OG0001021	LOC108075935|XP_017024061.1|DKIK	LOC6497767|XP_032307532.1|DANA
OG0001022	LOC108071850|XP_017018253.1|DKIK	LOC6500200|XP_001966665.2|DANA
OG0001024	LOC108085012|XP_017036943.1|DKIK	LOC6505615|XP_014760728.1|DANA
OG0001025	LOC108074005|XP_017021355.1|DKIK	LOC6507437|XP_001956022.1|DANA, LOC6507435|XP_001956023.1|DANA
OG0001026	LOC108076644|XP_017025065.1|DKIK	LOC6494089|XP_001961002.1|DANA
OG0001027	LOC108085516|XP_017037630.1|DKIK	LOC6493671|XP_001958201.1|DANA
OG0001028	LOC108074640|XP_017022248.1|DKIK	LOC6497353|XP_001962260.1|DANA
OG0001029	LOC108078245|XP_017027457.1|DKIK	LOC6496232|XP_001960505.1|DANA
OG0001031	LOC108084782|XP_017036594.1|DKIK	LOC6496735|XP_032309181.1|DANA
OG0001032	LOC108079449|XP_017029276.1|DKIK, LOC108081290|XP_017031869.1|DKIK	LOC6498871|XP_014760129.1|DANA
OG0001033	LOC108080217|XP_017030362.1|DKIK, LOC108078390|XP_017027734.1|DKIK	LOC6503028|XP_001963380.1|DANA
OG0001034	LOC108084763|XP_017036569.1|DKIK	LOC6506118|XP_001958514.2|DANA
OG0001035	LOC108074240|XP_017021673.1|DKIK	LOC6504824|XP_001966401.1|DANA
OG0001035	LOC108074238|XP_017021671.1|DKIK	LOC6504823|XP_001966400.1|DANA
OG0001037	LOC108073574|XP_017020750.1|DKIK, LOC108073575|XP_017020751.1|DKIK, LOC108073576|XP_017020752.1|DKIK	LOC6493492|XP_001957858.2|DANA, LOC6493493|XP_001957859.1|DANA
OG0001038	LOC108073428|XP_017020539.1|DKIK	LOC6500419|XP_001953180.1|DANA
OG0001039	LOC108077589|XP_017026472.1|DKIK, LOC108077675|XP_017026585.1|DKIK, LOC108077674|XP_017026584.1|DKIK	LOC6500260|XP_001952920.1|DANA
OG0001040	LOC108078696|XP_017028137.1|DKIK	LOC6506576|XP_001957615.2|DANA
OG0001040	LOC108077648|XP_017026550.1|DKIK	LOC6502672|XP_001954372.1|DANA
OG0001042	LOC108073663|XP_017020877.1|DKIK	LOC6505579|XP_001964663.1|DANA
OG0001043	LOC108079351|XP_017029147.1|DKIK	LOC6504581|XP_001966588.2|DANA
OG0001044	LOC108070916|XP_017017061.1|DKIK	LOC6494560|XP_001960100.1|DANA
OG0001045	LOC108072423|XP_017019022.1|DKIK	LOC6495482|XP_032306158.1|DANA
OG0001046	LOC108072898|XP_017019710.1|DKIK	LOC6494524|XP_001960176.1|DANA
OG0001047	LOC108070838|XP_017016949.1|DKIK, LOC108070744|XP_017016829.1|DKIK, LOC108078240|XP_017027436.1|DKIK	LOC6507963|XP_001961087.1|DANA
OG0001048	LOC108072345|XP_017018925.1|DKIK	LOC6494479|XP_001960254.1|DANA
OG0001049	LOC108072832|XP_017019612.1|DKIK	LOC6503490|XP_001965305.1|DANA, LOC6502748|XP_001965304.3|DANA
OG0001049	LOC108078877|XP_017028491.1|DKIK	LOC6507707|XP_001956182.1|DANA
OG0001050	LOC108079831|XP_017029820.1|DKIK	LOC6507216|XP_032309833.1|DANA, LOC6506558|XP_014764811.1|DANA
OG0001051	LOC108076997|XP_017025556.1|DKIK	LOC6504548|XP_001964924.1|DANA
OG0001052	LOC108074871|XP_017022580.1|DKIK	LOC6498035|XP_001961941.1|DANA
OG0001053	LOC108080091|XP_017030188.1|DKIK	LOC6503484|XP_001964290.1|DANA
OG0001054	LOC108083707|XP_017035093.1|DKIK	LOC6501062|XP_001954486.1|DANA
OG0001054	LOC108083709|XP_017035095.1|DKIK	LOC6501063|XP_001954487.2|DANA
OG0001055	LOC108082646|XP_017033618.1|DKIK	LOC116655767|XP_032309837.1|DANA
OG0001055	LOC108083163|XP_017034342.1|DKIK	LOC6499419|XP_032309817.1|DANA
OG0001056	LOC108075630|XP_017023656.1|DKIK, LOC108079283|XP_017029069.1|DKIK	LOC6503214|XP_032311844.1|DANA
OG0001057	LOC108082223|XP_017033050.1|DKIK	LOC6505382|XP_001964871.1|DANA
OG0001058	LOC108083573|XP_017034919.1|DKIK	LOC6504597|XP_001966557.1|DANA
OG0001059	LOC108073902|XP_017021181.1|DKIK	LOC6493709|XP_001958281.2|DANA
OG0001060	LOC108077859|XP_017026881.1|DKIK	LOC6499855|XP_001953768.1|DANA
OG0001061	LOC108084014|XP_017035516.1|DKIK	LOC6502657|XP_032305514.1|DANA
OG0001061	LOC108084015|XP_017035517.1|DKIK	LOC6502658|XP_001953625.1|DANA
OG0001062	LOC108070727|XP_017016814.1|DKIK	LOC6499155|XP_001955199.2|DANA
OG0001062	LOC108070669|XP_017016731.1|DKIK	LOC6499154|XP_001955200.2|DANA
OG0001063	LOC108079933|XP_017029957.1|DKIK	LOC6504077|XP_001964133.1|DANA
OG0001063	LOC108074202|XP_017021630.1|DKIK	LOC6503571|XP_032309452.1|DANA
OG0001064	LOC108075994|XP_017024136.1|DKIK	LOC6502264|XP_001966117.1|DANA
OG0001064	LOC108071663|XP_017017957.1|DKIK	LOC6503716|XP_001963871.1|DANA
OG0001065	LOC108085212|XP_017037230.1|DKIK, LOC108078088|XP_017027164.1|DKIK	LOC6495345|XP_014763266.1|DANA
OG0001066	LOC108077976|XP_017027007.1|DKIK, LOC108077910|XP_017026938.1|DKIK, LOC108082285|XP_017033104.1|DKIK, LOC108082284|XP_017033103.1|DKIK, LOC108082479|XP_017033377.1|DKIK, LOC108073289|XP_017020332.1|DKIK, LOC108082958|XP_017034063.1|DKIK	LOC6502982|XP_001963475.3|DANA
OG0001067	LOC108075964|XP_017024102.1|DKIK	LOC6497748|XP_001961430.1|DANA
OG0001067	LOC108075967|XP_017024104.1|DKIK	LOC6497747|XP_001961431.1|DANA
OG0001068	LOC108085980|XP_017038270.1|DKIK	LOC6506616|XP_001957540.2|DANA
OG0001068	LOC108073773|XP_017021028.1|DKIK	LOC6507928|XP_001956621.1|DANA
OG0001069	LOC108070764|XP_017016849.1|DKIK	LOC6494111|XP_014762641.1|DANA
OG0001070	LOC108080457|XP_017030683.1|DKIK	LOC6501145|XP_001954632.2|DANA
OG0001071	LOC108076910|XP_017025439.1|DKIK, LOC108077175|XP_017025901.1|DKIK	LOC6502427|XP_001962212.2|DANA, LOC6496901|XP_014761430.1|DANA, LOC26514866|XP_014762383.1|DANA
OG0001071	LOC108076876|XP_017025394.1|DKIK	LOC6498624|XP_001963178.1|DANA
OG0001072	LOC108073823|XP_017021092.1|DKIK	LOC6507140|XP_001956602.1|DANA
OG0001072	LOC108079448|XP_017029271.1|DKIK	LOC6504838|XP_032309065.1|DANA
OG0001073	LOC108085579|XP_017037729.1|DKIK	LOC6499252|XP_001955021.1|DANA
OG0001074	LOC108070919|XP_017017067.1|DKIK	LOC6496521|XP_001961061.1|DANA
OG0001075	LOC108078750|XP_017028265.1|DKIK	LOC6492987|XP_014764165.1|DANA
OG0001077	LOC108071213|XP_017017383.1|DKIK	LOC6502725|XP_001964343.1|DANA
OG0001077	LOC108083044|XP_017034162.1|DKIK	LOC6502791|XP_032310000.1|DANA
OG0001078	LOC108082944|XP_017034050.1|DKIK	LOC6505060|XP_001965537.1|DANA
OG0001079	LOC108072731|XP_017019482.1|DKIK	LOC6493436|XP_001957746.1|DANA
OG0001080	LOC108071527|XP_017017788.1|DKIK	LOC6492944|XP_001956710.1|DANA
OG0001081	LOC108077554|XP_017026471.1|DKIK	LOC6500140|XP_032305745.1|DANA
OG0001082	LOC108076768|XP_017025258.1|DKIK	LOC6495595|XP_001959169.1|DANA
OG0001083	LOC108078724|XP_017028214.1|DKIK	LOC6492985|XP_001956794.2|DANA
OG0001084	LOC108076334|XP_017024607.1|DKIK	LOC6496634|XP_001961298.2|DANA
OG0001085	LOC108070934|XP_017017075.1|DKIK	LOC6493897|XP_001961372.2|DANA
OG0001086	LOC108072084|XP_017018584.1|DKIK	LOC6496322|XP_001960702.1|DANA
OG0001087	LOC108082001|XP_017032734.1|DKIK	LOC6497587|XP_032307769.1|DANA, LOC6497939|XP_001961759.2|DANA
OG0001088	LOC108078633|XP_017028046.1|DKIK	LOC6506999|XP_001956855.2|DANA
OG0001089	LOC108079909|XP_017029932.1|DKIK	LOC6507685|XP_001956146.1|DANA
OG0001090	LOC108080588|XP_017030885.1|DKIK	LOC6506861|XP_001957104.3|DANA
OG0001092	LOC108085244|XP_017037278.1|DKIK	LOC6498369|XP_001962641.1|DANA
OG0001093	LOC108077437|XP_017026241.1|DKIK	LOC6497317|XP_001962334.1|DANA
OG0001094	LOC108074441|XP_017021969.1|DKIK	LOC6497108|XP_014761518.2|DANA
OG0001094	LOC108074385|XP_017021900.1|DKIK	LOC6497109|XP_001962739.1|DANA
OG0001095	LOC108082550|XP_017033479.1|DKIK	LOC6506293|XP_001958185.2|DANA
OG0001096	LOC108082837|XP_017033891.1|DKIK	LOC6497635|XP_001961667.1|DANA
OG0001097	LOC108077768|XP_017026750.1|DKIK	LOC26515443|XP_032311479.1|DANA, LOC26515555|XP_014760222.2|DANA
OG0001099	LOC108085828|XP_017038071.1|DKIK, LOC108085788|XP_017038024.1|DKIK	LOC6506930|XP_001956969.1|DANA
OG0001100	LOC108084959|XP_017036901.1|DKIK	LOC26515027|XP_014760933.1|DANA
OG0001101	LOC108076293|XP_017024549.1|DKIK	LOC6496268|XP_032306371.1|DANA
OG0001102	LOC108075176|XP_017022986.1|DKIK	LOC6507232|XP_001956425.3|DANA
OG0001103	LOC108077848|XP_017026867.1|DKIK	LOC6500718|XP_001953787.1|DANA
OG0001104	LOC108082432|XP_017033291.1|DKIK	LOC6502561|XP_001959387.2|DANA
OG0001105	LOC108080121|XP_017030241.1|DKIK	LOC6503124|XP_001963467.1|DANA
OG0001106	LOC108070700|XP_017016778.1|DKIK, LOC108070682|XP_017016748.1|DKIK	LOC6502092|XP_032311726.1|DANA
OG0001108	LOC108073157|XP_017020153.1|DKIK	LOC6503441|XP_001967487.1|DANA
OG0001108	LOC108073156|XP_017020152.1|DKIK	LOC6503411|XP_032312313.1|DANA
OG0001109	LOC108074637|XP_017022242.1|DKIK	LOC6496341|XP_032306019.1|DANA
OG0001110	LOC108080663|XP_017030985.1|DKIK	LOC6506131|XP_001958488.1|DANA
OG0001111	LOC108076206|XP_017024429.1|DKIK	LOC6496384|XP_001960797.3|DANA
OG0001111	LOC108076127|XP_017024344.1|DKIK	LOC6496383|XP_032306366.1|DANA
OG0001112	LOC108072225|XP_017018777.1|DKIK	LOC6496147|XP_001960333.2|DANA
OG0001113	LOC108075963|XP_017024101.1|DKIK	LOC6497778|XP_001961433.1|DANA
OG0001113	LOC108075965|XP_017024103.1|DKIK	LOC6502442|XP_001961429.1|DANA
OG0001114	LOC108076905|XP_017025434.1|DKIK	LOC6496889|XP_001963203.1|DANA
OG0001114	LOC108076906|XP_017025435.1|DKIK	LOC6496890|XP_001963202.1|DANA
OG0001115	LOC108070508|XP_017016493.1|DKIK	LOC6497650|XP_001961633.1|DANA, LOC6497651|XP_001961632.2|DANA
OG0001116	LOC108085157|XP_017037181.1|DKIK	LOC6502535|XP_001959277.1|DANA
OG0001117	LOC108080618|XP_017030931.1|DKIK, LOC108080617|XP_017030930.1|DKIK	LOC6507852|XP_001956471.1|DANA
OG0001118	LOC108073421|XP_017020529.1|DKIK	LOC6502461|XP_001962445.1|DANA
OG0001119	LOC108085306|XP_017037353.1|DKIK, LOC108080752|XP_017031095.1|DKIK	LOC6503261|XP_001965829.2|DANA
OG0001120	LOC108073569|XP_017020744.1|DKIK	LOC6501048|XP_014766872.1|DANA
OG0001121	LOC108076404|XP_017024736.1|DKIK, LOC108076423|XP_017024761.1|DKIK, LOC108075349|XP_017023247.1|DKIK	LOC6496680|XP_032311515.1|DANA
OG0001122	LOC108071557|XP_017017825.1|DKIK	LOC6507065|XP_001956726.1|DANA
OG0001124	LOC108071456|XP_017017706.1|DKIK	LOC6499861|XP_001953751.1|DANA
OG0001125	LOC108084059|XP_017035566.1|DKIK	LOC6505849|XP_001964481.1|DANA
OG0001126	LOC108082968|XP_017034080.1|DKIK	LOC6506624|XP_032309894.1|DANA
OG0001127	LOC108073820|XP_017021088.1|DKIK	LOC6507129|XP_001956620.2|DANA
OG0001128	LOC108072883|XP_017019693.1|DKIK	LOC6496056|XP_001960126.2|DANA
OG0001129	LOC108072593|XP_017019294.1|DKIK	LOC6498396|XP_014762113.1|DANA
OG0001130	LOC108082022|XP_017032779.1|DKIK	LOC6496979|XP_001963009.1|DANA
OG0001130	LOC108071945|XP_017018403.1|DKIK	LOC6502599|XP_001967702.2|DANA
OG0001131	LOC108081837|XP_017032566.1|DKIK	LOC6501803|XP_032308074.1|DANA
OG0001133	LOC108073635|XP_017020841.1|DKIK	LOC6497357|XP_001962255.1|DANA
OG0001134	LOC108082180|XP_017032986.1|DKIK	LOC6496015|XP_032306105.1|DANA
OG0001135	LOC108077868|XP_017026895.1|DKIK	LOC6499029|XP_014765875.1|DANA
OG0001136	LOC108072041|XP_017018512.1|DKIK	LOC6501200|XP_014766930.1|DANA
OG0001137	LOC108084936|XP_017036823.1|DKIK	LOC6499465|XP_032307090.1|DANA
OG0001138	LOC108071528|XP_017017789.1|DKIK	LOC6507074|XP_001956711.1|DANA
OG0001139	LOC108070486|XP_017016466.1|DKIK	LOC6507258|XP_001956374.1|DANA
OG0001140	LOC108084247|XP_017035873.1|DKIK	LOC6501631|XP_001955641.1|DANA
OG0001140	LOC108070458|XP_017016432.1|DKIK	LOC26515437|XP_032312049.1|DANA
OG0001140	LOC108083808|XP_017035244.1|DKIK	LOC116656528|XP_032312048.1|DANA
OG0001141	LOC108071349|XP_017017573.1|DKIK	LOC6500771|XP_032308057.1|DANA
OG0001142	LOC108071314|XP_017017510.1|DKIK	LOC6501101|XP_001954550.1|DANA
OG0001142	LOC108071315|XP_017017512.1|DKIK	LOC6501102|XP_001954551.3|DANA
OG0001143	LOC108077399|XP_017026184.1|DKIK	LOC6492907|XP_001961522.1|DANA
OG0001144	LOC108084100|XP_017035617.1|DKIK	LOC6499209|XP_001955105.1|DANA
OG0001144	LOC108076226|XP_017024458.1|DKIK	LOC6494265|XP_032306733.1|DANA
OG0001145	LOC108078005|XP_017027048.1|DKIK	LOC6495334|XP_001958612.1|DANA
OG0001145	LOC108077948|XP_017026976.1|DKIK	LOC6495336|XP_001958610.1|DANA, LOC6495335|XP_001958611.1|DANA
OG0001146	LOC108082694|XP_017033689.1|DKIK	LOC6504325|XP_001965038.2|DANA
OG0001146	LOC108074236|XP_017021668.1|DKIK	LOC6503982|XP_032308591.1|DANA
OG0001148	LOC108086073|XP_017038381.1|DKIK	LOC6497479|XP_001961994.1|DANA, LOC6502432|XP_001961993.1|DANA
OG0001149	LOC108077945|XP_017026975.1|DKIK	LOC116655807|XP_032310082.1|DANA
OG0001149	LOC108078067|XP_017027123.1|DKIK	LOC6506422|XP_001957909.3|DANA, LOC6506423|XP_001957908.2|DANA
OG0001151	LOC108081764|XP_017032455.1|DKIK	LOC6499353|XP_001954809.1|DANA, LOC6499354|XP_001954808.1|DANA
OG0001152	LOC108070629|XP_017016686.1|DKIK	LOC6499168|XP_001955171.2|DANA
OG0001153	LOC108072173|XP_017018713.1|DKIK	LOC6495302|XP_001958665.1|DANA
OG0001154	LOC108082069|XP_017032842.1|DKIK	LOC6498541|XP_014762175.1|DANA
OG0001155	LOC108072453|XP_017019072.1|DKIK	LOC6504931|XP_001966609.2|DANA
OG0001157	LOC108074040|XP_017021397.1|DKIK	LOC6500183|XP_032305917.1|DANA
OG0001158	LOC108081435|XP_017032106.1|DKIK	LOC6497957|XP_001961792.3|DANA
OG0001159	LOC108075715|XP_017023735.1|DKIK	LOC6505984|XP_032305333.1|DANA
OG0001160	LOC108077750|XP_017026712.1|DKIK	LOC6499665|XP_001954191.1|DANA
OG0001161	LOC108077693|XP_017026615.1|DKIK	LOC6501566|XP_001955486.1|DANA
OG0001162	LOC108073251|XP_017020296.1|DKIK	LOC6498852|XP_001955800.1|DANA
OG0001163	LOC108074093|XP_017021470.1|DKIK	LOC6500392|XP_014766526.1|DANA
OG0001164	LOC108075390|XP_017023290.1|DKIK	LOC6500846|XP_001954026.2|DANA
OG0001165	LOC108074219|XP_017021652.1|DKIK	LOC6494718|XP_001959800.1|DANA
OG0001166	LOC108075047|XP_017022804.1|DKIK	LOC6507547|XP_032310546.1|DANA
OG0001167	LOC108085092|XP_017037050.1|DKIK	LOC6495633|XP_032307093.1|DANA
OG0001168	LOC108076723|XP_017025181.1|DKIK	LOC6495623|XP_001959243.1|DANA
OG0001169	LOC108071242|XP_017017415.1|DKIK	LOC6504991|XP_001965677.1|DANA
OG0001170	LOC108071263|XP_017017441.1|DKIK	LOC6500797|XP_001953936.1|DANA
OG0001171	LOC108077511|XP_017026358.1|DKIK	LOC6506988|XP_014765020.1|DANA
OG0001172	LOC108074216|XP_017021648.1|DKIK	LOC6494636|XP_001959972.1|DANA
OG0001173	LOC108084998|XP_017036915.1|DKIK	LOC6505900|XP_001964577.1|DANA
OG0001174	LOC108071631|XP_017017902.1|DKIK	LOC6506174|XP_001958413.1|DANA
OG0001175	LOC108073062|XP_017020020.1|DKIK	LOC6496079|XP_001960175.1|DANA
OG0001176	LOC108074727|XP_017022371.1|DKIK	LOC6494221|XP_014762673.1|DANA
OG0001178	LOC108076635|XP_017025051.1|DKIK	LOC6495060|XP_001959148.1|DANA
OG0001179	LOC108073141|XP_017020135.1|DKIK	LOC6495406|XP_032307195.1|DANA
OG0001180	LOC108083258|XP_017034458.1|DKIK	LOC6506057|XP_001966646.2|DANA
OG0001181	LOC108072810|XP_017019592.1|DKIK	LOC6506328|XP_032310084.1|DANA
OG0001182	LOC108081261|XP_017031844.1|DKIK	LOC6501533|XP_014767093.1|DANA
OG0001183	LOC108072059|XP_017018542.1|DKIK	LOC6499429|XP_032307004.1|DANA
OG0001184	LOC108084889|XP_017036774.1|DKIK	LOC6499549|XP_032309364.1|DANA
OG0001185	LOC108084161|XP_017035711.1|DKIK	LOC6494317|XP_014760068.1|DANA
OG0001186	LOC108074098|XP_017021481.1|DKIK	LOC6500957|XP_001954242.1|DANA
OG0001187	LOC108076376|XP_017024676.1|DKIK	LOC6496355|XP_014763778.1|DANA
OG0001188	LOC108078382|XP_017027709.1|DKIK	LOC6494330|XP_001960524.2|DANA
OG0001189	LOC108086055|XP_017038362.1|DKIK	LOC6494172|XP_001960828.1|DANA, LOC6494173|XP_001960827.1|DANA
OG0001190	LOC108074233|XP_017021665.1|DKIK	LOC6504693|XP_001966392.2|DANA
OG0001191	LOC108082257|XP_017033090.1|DKIK	LOC6504707|XP_001964861.1|DANA
OG0001192	LOC108075806|XP_017023866.1|DKIK	LOC6497301|XP_032307725.1|DANA
OG0001193	LOC108071320|XP_017017519.1|DKIK	LOC6500766|XP_001953880.1|DANA
OG0001194	LOC108082925|XP_017034005.1|DKIK	LOC6504137|XP_001964256.1|DANA
OG0001195	LOC108074632|XP_017022236.1|DKIK	LOC6495447|XP_001958865.1|DANA
OG0001196	LOC108074401|XP_017021917.1|DKIK, LOC108079221|XP_017028990.1|DKIK	LOC6505111|XP_001965437.1|DANA
OG0001197	LOC108083966|XP_017035461.1|DKIK, LOC108083963|XP_017035459.1|DKIK	LOC6499084|XP_001955336.2|DANA
OG0001197	LOC108083753|XP_017035158.1|DKIK	LOC6499489|XP_001954526.1|DANA
OG0001198	LOC108073570|XP_017020745.1|DKIK	LOC6500836|XP_001954008.1|DANA
OG0001200	LOC108077001|XP_017025563.1|DKIK	LOC6497927|XP_001961735.1|DANA
OG0001201	LOC108072158|XP_017018692.1|DKIK	LOC6500864|XP_001954060.1|DANA
OG0001202	LOC108074257|XP_017021717.1|DKIK	LOC6504820|XP_001966397.2|DANA
OG0001203	LOC108074900|XP_017022615.1|DKIK	LOC6504547|XP_001967430.1|DANA
OG0001204	LOC108085295|XP_017037342.1|DKIK	LOC6502470|XP_001962780.2|DANA
OG0001205	LOC108075522|XP_017023507.1|DKIK	LOC6494458|XP_001965917.2|DANA
OG0001206	LOC108072947|XP_017019830.1|DKIK, LOC108072952|XP_017019846.1|DKIK	LOC6505848|XP_001964479.2|DANA
OG0001207	LOC108071740|XP_017018054.1|DKIK	LOC26513919|XP_014759490.1|DANA
OG0001208	LOC108080115|XP_017030235.1|DKIK	LOC6501911|XP_032308117.1|DANA
OG0001209	LOC108083917|XP_017035401.1|DKIK	LOC6500876|XP_001954088.2|DANA
OG0001210	LOC108071801|XP_017018179.1|DKIK	LOC6502060|XP_001967440.1|DANA
OG0001211	LOC108075426|XP_017023340.1|DKIK	LOC6500483|XP_001953319.1|DANA
OG0001212	LOC108071807|XP_017018195.1|DKIK	LOC6505053|XP_001965553.1|DANA
OG0001213	LOC108085469|XP_017037575.1|DKIK	LOC6505727|XP_001964374.1|DANA
OG0001214	LOC108083743|XP_017035144.1|DKIK	LOC6499792|XP_001953904.1|DANA
OG0001215	LOC108070729|XP_017016815.1|DKIK	LOC6499158|XP_001955197.1|DANA
OG0001216	LOC108085882|XP_017038134.1|DKIK	LOC6500322|XP_014766503.1|DANA
OG0001217	LOC108077756|XP_017026724.1|DKIK	LOC6502333|XP_001967631.2|DANA
OG0001218	LOC108071266|XP_017017446.1|DKIK	LOC6500793|XP_001953932.1|DANA
OG0001220	LOC108081299|XP_017031875.1|DKIK	LOC6495550|XP_001959083.1|DANA
OG0001222	LOC108070734|XP_017016821.1|DKIK	LOC6501499|XP_001955377.1|DANA
OG0001223	LOC108076464|XP_017024842.1|DKIK	LOC6495127|XP_032306369.1|DANA
OG0001224	LOC108076172|XP_017024392.1|DKIK	LOC6496288|XP_001960624.3|DANA
OG0001225	LOC108072934|XP_017019773.1|DKIK	LOC6496516|XP_014763864.2|DANA
OG0001226	LOC108078233|XP_017027424.1|DKIK	LOC6495260|XP_001958742.1|DANA
OG0001227	LOC108072838|XP_017019619.1|DKIK	LOC6496850|XP_014761401.1|DANA
OG0001228	LOC108079216|XP_017028981.1|DKIK	LOC6494328|XP_032305515.1|DANA
OG0001229	LOC108075202|XP_017023066.1|DKIK	LOC26515246|XP_032312042.1|DANA
OG0001230	LOC108076410|XP_017024740.1|DKIK	LOC6494134|XP_032307143.1|DANA
OG0001231	LOC108083465|XP_017034742.1|DKIK	LOC6505408|XP_001966905.1|DANA
OG0001232	LOC108077039|XP_017025658.1|DKIK	LOC6498145|XP_001962173.1|DANA
OG0001233	LOC108079556|XP_017029383.1|DKIK	LOC6498133|XP_001962148.1|DANA
OG0001234	LOC108078440|XP_017027812.1|DKIK, LOC108073010|XP_017019956.1|DKIK	LOC6496168|XP_001960364.1|DANA
OG0001235	LOC108074339|XP_017021848.1|DKIK	LOC6503363|XP_001965357.2|DANA
OG0001236	LOC108075014|XP_017022752.1|DKIK	LOC6493200|XP_001957251.2|DANA
OG0001237	LOC108078174|XP_017027371.1|DKIK	LOC6500136|XP_014766395.1|DANA
OG0001238	LOC108085889|XP_017038140.1|DKIK	LOC6499597|XP_032312139.1|DANA
OG0001240	LOC108078788|XP_017028334.1|DKIK	LOC6499556|XP_001954389.1|DANA
OG0001241	LOC108082370|XP_017033200.1|DKIK	LOC6495700|XP_001959400.1|DANA
OG0001242	LOC108079224|XP_017028995.1|DKIK	LOC6502245|XP_001966075.1|DANA
OG0001243	LOC108083279|XP_017034495.1|DKIK	LOC6493589|XP_032309839.1|DANA
OG0001244	LOC108077773|XP_017026755.1|DKIK	LOC6500325|XP_001952976.1|DANA
OG0001245	LOC108084020|XP_017035521.1|DKIK	LOC6505672|XP_032305737.1|DANA
OG0001246	LOC108072021|XP_017018490.1|DKIK	LOC6495728|XP_014763470.1|DANA
