Orthogroup	DKIK.longest_only	DSIM.longest_only
OG0000165	LOC108072437|XP_017019048.1|DKIK	LOC6736878|XP_016030522.1|DSIM, LOC6736817|XP_002083673.1|DSIM
OG0000166	LOC108078362|XP_017027672.1|DKIK	LOC27207201|XP_016028816.1|DSIM
OG0000166	LOC108078410|XP_017027755.1|DKIK	LOC6735482|XP_002082421.1|DSIM
OG0000166	LOC108078364|XP_017027674.1|DKIK	LOC6735481|XP_016028817.2|DSIM
OG0000167	LOC108077485|XP_017026297.1|DKIK	LOC6737345|XP_016031072.1|DSIM
OG0000167	LOC108077501|XP_017026318.1|DKIK	LOC6737343|XP_002084181.1|DSIM
OG0000167	LOC108077487|XP_017026299.1|DKIK	LOC27209018|XP_016031073.1|DSIM, LOC6737346|XP_002084184.1|DSIM
OG0000167	LOC108077494|XP_017026308.1|DKIK	LOC6737344|XP_016031071.2|DSIM
OG0000168	LOC108085103|XP_017037064.1|DKIK	LOC6733827|XP_016026811.1|DSIM
OG0000168	LOC108080889|XP_017031281.1|DKIK	LOC6729947|XP_002105242.2|DSIM
OG0000168	LOC108080999|XP_017031414.1|DKIK	LOC6729945|XP_002105240.2|DSIM
OG0000168	LOC108080890|XP_017031282.1|DKIK	LOC6729944|XP_002105239.1|DSIM
OG0000169	LOC108084558|XP_017036302.1|DKIK	LOC6729334|XP_002104651.1|DSIM
OG0000169	LOC108078733|XP_017028224.1|DKIK	LOC27207558|XP_016031169.1|DSIM
OG0000169	LOC108085703|XP_017037906.1|DKIK	LOC6728313|XP_002103662.1|DSIM
OG0000170	LOC108079562|XP_017029391.1|DKIK	LOC6732657|XP_016025370.1|DSIM
OG0000170	LOC108079543|XP_017029368.1|DKIK	LOC6732658|XP_002079775.1|DSIM
OG0000170	LOC108079561|XP_017029390.1|DKIK	LOC6732656|XP_002079773.2|DSIM
OG0000171	LOC108075455|XP_017023402.1|DKIK	LOC6732305|XP_039147991.1|DSIM
OG0000171	LOC108077094|XP_017025759.1|DKIK	LOC6731680|XP_039154479.1|DSIM
OG0000171	LOC108079344|XP_017029138.1|DKIK	LOC27208953|XP_039152349.1|DSIM
OG0000172	LOC108079826|XP_017029808.1|DKIK	LOC6736567|XP_016030152.1|DSIM
OG0000173	LOC108076238|XP_017024473.1|DKIK	LOC6735740|XP_016029110.1|DSIM
OG0000173	LOC108076546|XP_017024947.1|DKIK	LOC6735737|XP_002082650.1|DSIM
OG0000174	LOC108081304|XP_017031879.1|DKIK	LOC6733346|XP_002080403.2|DSIM
OG0000174	LOC108082140|XP_017032932.1|DKIK	LOC6731603|XP_039153037.1|DSIM
OG0000174	LOC108078063|XP_017027117.1|DKIK	LOC6734227|XP_002081256.1|DSIM
OG0000175	LOC108077633|XP_017026536.1|DKIK	LOC6728524|XP_016035184.1|DSIM
OG0000175	LOC108077812|XP_017026819.1|DKIK	LOC6729686|XP_016036350.1|DSIM
OG0000176	LOC108078826|XP_017028402.1|DKIK	LOC27206250|XP_016030468.1|DSIM
OG0000176	LOC108078827|XP_017028404.1|DKIK	LOC27206279|XP_039149189.1|DSIM
OG0000176	LOC108078830|XP_017028410.1|DKIK	LOC27206281|XP_016030475.1|DSIM
OG0000176	LOC108078833|XP_017028412.1|DKIK	LOC27206280|XP_016030473.1|DSIM
OG0000177	LOC108083492|XP_017034781.1|DKIK	LOC6740497|XP_016039622.1|DSIM
OG0000177	LOC108077686|XP_017026607.1|DKIK	LOC6729924|XP_002105226.1|DSIM
OG0000177	LOC108075170|XP_017022966.1|DKIK, LOC108083001|XP_017034114.1|DKIK	LOC27209289|XP_016031840.1|DSIM
OG0000178	LOC108080090|XP_017030191.1|DKIK	LOC6740296|XP_002077172.2|DSIM
OG0000179	LOC108078379|XP_017027703.1|DKIK	LOC6733762|XP_016026719.1|DSIM
OG0000179	LOC108082597|XP_017033553.1|DKIK	LOC6734112|XP_016027125.2|DSIM
OG0000179	LOC108072544|XP_017019210.1|DKIK	LOC6732371|XP_016025021.1|DSIM
OG0000180	LOC108076807|XP_017025323.1|DKIK	LOC6735106|XP_002082083.1|DSIM
OG0000180	LOC108074458|XP_017022008.1|DKIK	LOC6735110|XP_002082087.1|DSIM, LOC6735109|XP_002082086.1|DSIM
OG0000180	LOC108074471|XP_017022028.1|DKIK	LOC6735108|XP_002082085.2|DSIM
OG0000181	LOC108084606|XP_017036378.1|DKIK	LOC6726671|XP_002102082.2|DSIM
OG0000181	LOC108083988|XP_017035489.1|DKIK	LOC27206427|XP_016036575.1|DSIM
OG0000181	LOC108085564|XP_017037692.1|DKIK	LOC6729772|XP_016036457.1|DSIM
OG0000182	LOC108085450|XP_017037551.1|DKIK	LOC120285037|XP_039151314.1|DSIM
OG0000182	LOC108085449|XP_017037550.1|DKIK	LOC6726850|XP_002102252.1|DSIM
OG0000182	LOC108083205|XP_017034399.1|DKIK	LOC27207083|XP_016033359.1|DSIM
OG0000183	LOC108079966|XP_017030020.1|DKIK	LOC6724843|XP_016037625.1|DSIM, LOC6729990|XP_016036757.1|DSIM
OG0000183	LOC108079034|XP_017028703.1|DKIK	LOC6737036|XP_002083883.1|DSIM
OG0000183	LOC108078920|XP_017028550.1|DKIK	LOC6737416|XP_016031176.1|DSIM
OG0000184	LOC108073642|XP_017020850.1|DKIK	LOC6731373|XP_002078527.1|DSIM
OG0000184	LOC108073612|XP_017020793.1|DKIK, LOC108073641|XP_017020849.1|DKIK	LOC6731374|XP_002078528.1|DSIM
OG0000185	LOC108077885|XP_017026910.1|DKIK	LOC27206484|XP_039150846.1|DSIM
OG0000185	LOC108076748|XP_017025231.1|DKIK	LOC27206152|XP_016026408.1|DSIM
OG0000186	LOC108079257|XP_017029035.1|DKIK	LOC27209397|XP_039153485.1|DSIM
OG0000186	LOC108085246|XP_017037280.1|DKIK, LOC108079263|XP_017029043.1|DKIK	LOC27209302|XP_016038841.1|DSIM
OG0000187	LOC108071666|XP_017017960.1|DKIK	LOC6725393|XP_016038445.1|DSIM
OG0000188	LOC108071394|XP_017017626.1|DKIK	LOC6728604|XP_002103945.1|DSIM
OG0000188	LOC108078894|XP_017028516.1|DKIK	LOC6740155|XP_002077035.1|DSIM
OG0000188	LOC108079169|XP_017028908.1|DKIK	LOC6740153|XP_002077034.2|DSIM
OG0000189	LOC108075936|XP_017024064.1|DKIK	LOC6730795|XP_039150946.1|DSIM
OG0000189	LOC108083820|XP_017035261.1|DKIK	LOC27206375|XP_016037541.1|DSIM
OG0000189	LOC108079963|XP_017030012.1|DKIK	LOC6725808|XP_039152905.1|DSIM
OG0000190	LOC108076164|XP_017024378.1|DKIK	LOC6734837|XP_016028075.1|DSIM
OG0000190	LOC108076092|XP_017024300.1|DKIK	LOC6725779|XP_039152424.1|DSIM
OG0000190	LOC108076165|XP_017024379.1|DKIK	LOC6734836|XP_002081838.1|DSIM
OG0000191	LOC108080725|XP_017031068.1|DKIK	LOC6733283|XP_039147301.1|DSIM
OG0000191	LOC108080727|XP_017031074.1|DKIK	LOC6733284|XP_002080347.1|DSIM
OG0000191	LOC108072956|XP_017019872.1|DKIK	LOC6735047|XP_002082028.1|DSIM
OG0000192	LOC108082797|XP_017033839.1|DKIK	LOC6728478|XP_002103823.1|DSIM
OG0000192	LOC108074978|XP_017022700.1|DKIK	LOC27209212|XP_016031686.1|DSIM
OG0000192	LOC108075138|XP_017022910.1|DKIK	LOC6737916|XP_002084740.2|DSIM
OG0000193	LOC108079564|XP_017029394.1|DKIK	LOC6730872|XP_002078036.1|DSIM
OG0000193	LOC108079566|XP_017029397.1|DKIK	LOC6730871|XP_002078035.1|DSIM
OG0000193	LOC108075063|XP_017022832.1|DKIK	LOC6736531|XP_016030115.1|DSIM
OG0000194	LOC108074648|XP_017022252.1|DKIK, LOC108074646|XP_017022250.1|DKIK, LOC108074631|XP_017022235.1|DKIK	LOC6735579|XP_016028941.2|DSIM
OG0000195	LOC108076533|XP_017024933.1|DKIK	LOC6726483|XP_039153983.1|DSIM, LOC6735878|XP_002082788.1|DSIM
OG0000195	LOC108076001|XP_017024144.1|DKIK	LOC6726641|XP_016037582.1|DSIM
OG0000195	LOC108082616|XP_017033585.1|DKIK	LOC6734092|XP_016027086.1|DSIM
OG0000196	LOC108076916|XP_017025448.1|DKIK	LOC27206561|XP_016025274.1|DSIM
OG0000196	LOC108076920|XP_017025453.1|DKIK	LOC6732583|XP_016025268.1|DSIM
OG0000196	LOC108077207|XP_017025944.1|DKIK	LOC6732595|XP_016025278.1|DSIM
OG0000197	LOC108079186|XP_017028926.1|DKIK	LOC6725972|XP_039153181.1|DSIM
OG0000197	LOC108079196|XP_017028947.1|DKIK	LOC120284207|XP_039153182.1|DSIM
OG0000197	LOC108079181|XP_017028922.1|DKIK	LOC27206332|XP_016039327.1|DSIM
OG0000198	LOC108076131|XP_017024347.1|DKIK, LOC108076132|XP_017024349.1|DKIK	LOC6734267|XP_039148445.1|DSIM
OG0000198	LOC108077913|XP_017026941.1|DKIK, LOC108077911|XP_017026939.1|DKIK, LOC108077912|XP_017026940.1|DKIK, LOC108077915|XP_017026944.1|DKIK, LOC108077914|XP_017026943.1|DKIK	LOC120284483|XP_039148824.1|DSIM, LOC6734577|XP_016027701.1|DSIM, LOC6733233|XP_016026112.1|DSIM
OG0000199	LOC108078008|XP_017027052.1|DKIK	LOC6739461|XP_002076361.1|DSIM
OG0000199	LOC108078007|XP_017027051.1|DKIK	LOC6734886|XP_002081883.2|DSIM
OG0000199	LOC108078061|XP_017027115.1|DKIK	LOC6734883|XP_002081880.1|DSIM
OG0000199	LOC108078009|XP_017027053.1|DKIK	LOC27206611|XP_016028135.1|DSIM
OG0000200	LOC108075742|XP_017023781.1|DKIK	LOC6730037|XP_016036802.1|DSIM
OG0000201	LOC108073340|XP_017020394.1|DKIK	LOC6729184|XP_002104505.1|DSIM
OG0000201	LOC108073307|XP_017020354.1|DKIK	LOC6729185|XP_016035832.1|DSIM
OG0000202	LOC108083225|XP_017034425.1|DKIK	LOC6727595|XP_016034192.1|DSIM
OG0000202	LOC108070398|XP_017016338.1|DKIK	LOC6737893|XP_002084721.2|DSIM
OG0000202	LOC108070397|XP_017016337.1|DKIK	LOC6737892|XP_002084720.2|DSIM
OG0000203	LOC108072892|XP_017019704.1|DKIK	LOC6734918|XP_002081915.1|DSIM
OG0000203	LOC108073055|XP_017020011.1|DKIK	LOC6734915|XP_016028186.1|DSIM
OG0000203	LOC108073050|XP_017020004.1|DKIK, LOC108073051|XP_017020005.1|DKIK	LOC6734917|XP_016028188.1|DSIM
OG0000204	LOC108078068|XP_017027121.1|DKIK	LOC6733983|XP_002081027.1|DSIM
OG0000204	LOC108071581|XP_017017850.1|DKIK, LOC108071583|XP_017017853.1|DKIK, LOC108071582|XP_017017852.1|DKIK	LOC6737012|XP_002083859.1|DSIM, LOC6737013|XP_002083860.1|DSIM
OG0000204	LOC108071580|XP_017017849.1|DKIK	LOC6737011|XP_002083858.1|DSIM
OG0000205	LOC108081028|XP_017031478.1|DKIK	LOC6727949|XP_002103304.1|DSIM
OG0000205	LOC108085697|XP_017037898.1|DKIK	LOC6727522|XP_002102902.1|DSIM
OG0000206	LOC108072239|XP_017018789.1|DKIK	LOC6736172|XP_002083072.1|DSIM
OG0000206	LOC108082243|XP_017033071.1|DKIK	LOC6732056|XP_002079188.1|DSIM
OG0000206	LOC108072372|XP_017018961.1|DKIK	LOC6736171|XP_002083071.1|DSIM
OG0000207	LOC108072652|XP_017019373.1|DKIK	LOC6736686|XP_002083542.1|DSIM
OG0000207	LOC108070455|XP_017016425.1|DKIK	LOC6737831|XP_016031606.1|DSIM
OG0000208	LOC108077918|XP_017026947.1|DKIK, LOC108077919|XP_017026948.1|DKIK, LOC108077922|XP_017026950.1|DKIK, LOC108077920|XP_017026949.1|DKIK	LOC27207055|XP_016027776.1|DSIM, LOC27209173|XP_016027774.1|DSIM
OG0000208	LOC108077917|XP_017026946.1|DKIK	LOC6734623|XP_002081631.2|DSIM
OG0000208	LOC108077923|XP_017026951.1|DKIK	LOC27207345|XP_016027777.2|DSIM, LOC6734624|XP_016027778.1|DSIM, LOC27208171|XP_016027775.1|DSIM
OG0000209	LOC108080731|XP_017031079.1|DKIK	LOC6733286|XP_016026188.1|DSIM
OG0000210	LOC108086049|XP_017038357.1|DKIK, LOC108086052|XP_017038359.1|DKIK, LOC108086053|XP_017038360.1|DKIK, LOC108075772|XP_017023820.1|DKIK, LOC108076881|XP_017025400.1|DKIK, LOC108086051|XP_017038358.1|DKIK	LOC120285054|XP_039151574.1|DSIM, LOC6730612|XP_039152182.1|DSIM
OG0000210	LOC108079368|XP_017029167.1|DKIK	LOC6740015|XP_016038473.1|DSIM
OG0000211	LOC108077692|XP_017026614.1|DKIK	LOC6728351|XP_002103699.1|DSIM
OG0000211	LOC108077847|XP_017026866.1|DKIK, LOC108077613|XP_017026509.1|DKIK	LOC6737597|XP_002084429.1|DSIM
OG0000211	LOC108077689|XP_017026610.1|DKIK	LOC6728348|XP_016034972.1|DSIM
OG0000212	LOC108079651|XP_017029534.1|DKIK	LOC27206647|XP_016023995.1|DSIM
OG0000212	LOC108073630|XP_017020821.1|DKIK, LOC108073632|XP_017020828.1|DKIK	LOC6731375|XP_016023994.1|DSIM
OG0000212	LOC108075771|XP_017023818.1|DKIK	LOC6732467|XP_002079587.1|DSIM
OG0000213	LOC108073915|XP_017021201.1|DKIK	LOC6738736|XP_016032549.1|DSIM
OG0000213	LOC108076415|XP_017024748.1|DKIK	LOC6739267|XP_016025993.2|DSIM
OG0000214	LOC108080136|XP_017030258.1|DKIK	LOC27206589|XP_016038690.1|DSIM
OG0000214	LOC108073110|XP_017020093.1|DKIK	LOC6734594|XP_002081602.1|DSIM
OG0000214	LOC108072153|XP_017018685.1|DKIK	LOC6729740|XP_002105046.2|DSIM
OG0000215	LOC108075115|XP_017022887.1|DKIK	LOC6739085|XP_002085878.2|DSIM
OG0000215	LOC108075318|XP_017023213.1|DKIK	LOC6739086|XP_002085879.2|DSIM
OG0000215	LOC108075256|XP_017023106.1|DKIK	LOC6739082|XP_039150241.1|DSIM
OG0000216	LOC108078790|XP_017028336.1|DKIK	LOC6737470|XP_002084306.2|DSIM
OG0000216	LOC108072519|XP_017019179.1|DKIK	LOC6726102|XP_002107083.1|DSIM
OG0000217	LOC108076101|XP_017024312.1|DKIK	LOC6725120|XP_016038097.1|DSIM
OG0000217	LOC108080724|XP_017031066.1|DKIK	LOC6725121|XP_002106147.1|DSIM
OG0000218	LOC108082102|XP_017032887.1|DKIK	LOC6730849|XP_002078013.1|DSIM
OG0000218	LOC108082101|XP_017032886.1|DKIK	LOC6730850|XP_039146943.1|DSIM
OG0000219	LOC108080705|XP_017031031.1|DKIK	LOC6733309|XP_002080368.1|DSIM
OG0000219	LOC108080734|XP_017031083.1|DKIK	LOC6733306|XP_016026230.1|DSIM
OG0000219	LOC108082386|XP_017033218.1|DKIK, LOC108080738|XP_017031087.1|DKIK	LOC6733310|XP_016026232.1|DSIM
OG0000220	LOC108078634|XP_017028049.1|DKIK	LOC6737374|XP_002084212.1|DSIM
OG0000220	LOC108078618|XP_017028031.1|DKIK	LOC6737377|XP_002084215.1|DSIM
OG0000220	LOC108078613|XP_017028025.1|DKIK	LOC6737376|XP_016031117.1|DSIM
OG0000221	LOC108081800|XP_017032522.1|DKIK	LOC6734234|XP_002081263.1|DSIM
OG0000221	LOC108075711|XP_017023731.1|DKIK	LOC6728131|XP_002103482.1|DSIM
OG0000221	LOC108081798|XP_017032517.1|DKIK	LOC6734235|XP_016027282.1|DSIM
OG0000222	LOC108075444|XP_017023391.1|DKIK	LOC6732286|XP_002079415.1|DSIM
OG0000222	LOC108075420|XP_017023337.1|DKIK	LOC6732285|XP_002079414.1|DSIM
OG0000223	LOC108078895|XP_017028517.1|DKIK	LOC6738418|XP_016032265.1|DSIM
OG0000223	LOC108083719|XP_017035114.1|DKIK	LOC6737124|XP_016030751.1|DSIM
OG0000223	LOC108078976|XP_017028634.1|DKIK, LOC108078975|XP_017028633.1|DKIK	LOC6736797|XP_002083653.1|DSIM
OG0000224	LOC108080913|XP_017031306.1|DKIK	LOC6735126|XP_016028410.1|DSIM
OG0000224	LOC108078338|XP_017027629.1|DKIK	LOC6736126|XP_016029514.1|DSIM
OG0000225	LOC108073187|XP_017020188.1|DKIK	LOC6729404|XP_016036050.2|DSIM
OG0000225	LOC108073196|XP_017020200.1|DKIK	LOC27206725|XP_016036049.1|DSIM
OG0000225	LOC108073186|XP_017020187.1|DKIK	LOC6729403|XP_002104718.1|DSIM
OG0000226	LOC108078589|XP_017027997.1|DKIK	LOC6737490|XP_002084326.1|DSIM
OG0000226	LOC108078952|XP_017028593.1|DKIK	LOC6737492|XP_002084328.1|DSIM
OG0000226	LOC108078795|XP_017028347.1|DKIK	LOC6737496|XP_002084332.2|DSIM
OG0000227	LOC108073860|XP_017021131.1|DKIK	LOC27206256|XP_016030223.1|DSIM
OG0000227	LOC108073888|XP_017021162.1|DKIK, LOC108073885|XP_017021159.1|DKIK	LOC6736624|XP_002083480.1|DSIM, LOC6736623|XP_016030209.1|DSIM
OG0000227	LOC108073866|XP_017021141.1|DKIK	LOC6736625|XP_002083481.1|DSIM
OG0000228	LOC108075515|XP_017023492.1|DKIK	LOC6726788|XP_002102196.1|DSIM
OG0000228	LOC108086194|XP_017038545.1|DKIK	LOC6740270|XP_002077149.1|DSIM, LOC27206558|XP_016025080.1|DSIM
OG0000229	LOC108083967|XP_017035462.1|DKIK	LOC6739686|XP_016036577.2|DSIM
OG0000229	LOC108084819|XP_017036670.1|DKIK	LOC6727253|XP_016033760.1|DSIM
OG0000230	LOC108077939|XP_017026966.1|DKIK	LOC6734707|XP_016027916.1|DSIM, LOC6734706|XP_002081713.3|DSIM
OG0000231	LOC108076858|XP_017025376.1|DKIK, LOC108076857|XP_017025375.1|DKIK	LOC6732136|XP_016024818.1|DSIM
OG0000232	LOC108071369|XP_017017601.1|DKIK	LOC6727850|XP_002103205.1|DSIM
OG0000232	LOC108086088|XP_017038394.1|DKIK	LOC6740758|XP_002077547.2|DSIM
OG0000232	LOC108086057|XP_017038364.1|DKIK	LOC6733113|XP_002080190.1|DSIM
OG0000233	LOC108073466|XP_017020595.1|DKIK	LOC6730111|XP_016036870.1|DSIM
OG0000233	LOC108072087|XP_017018589.1|DKIK	LOC6730343|XP_039150901.1|DSIM
OG0000233	LOC108075629|XP_017023655.1|DKIK	LOC6730344|XP_016037112.1|DSIM
OG0000234	LOC108074639|XP_017022244.1|DKIK	LOC6734469|XP_016027593.1|DSIM
OG0000234	LOC108074681|XP_017022290.1|DKIK	LOC6734470|XP_016027594.1|DSIM
OG0000234	LOC108074680|XP_017022289.1|DKIK	LOC27207761|XP_016027595.1|DSIM
OG0000235	LOC108077749|XP_017026710.1|DKIK	LOC6730374|XP_002105656.1|DSIM
OG0000235	LOC108077562|XP_017026446.1|DKIK	LOC6730373|XP_016037146.1|DSIM
OG0000235	LOC108077698|XP_017026629.1|DKIK	LOC6730372|XP_016037143.1|DSIM
OG0000236	LOC108081296|XP_017031872.1|DKIK	LOC6730488|XP_002077669.1|DSIM
OG0000236	LOC108073609|XP_017020789.1|DKIK	LOC6731102|XP_016023635.1|DSIM
OG0000236	LOC108084469|XP_017036172.1|DKIK	LOC6725646|XP_016038869.1|DSIM
OG0000237	LOC108070526|XP_017016529.1|DKIK	LOC6733264|XP_039148508.1|DSIM
OG0000237	LOC108083798|XP_017035213.1|DKIK, LOC108079357|XP_017029154.1|DKIK	LOC6730940|XP_002078103.2|DSIM
OG0000238	LOC108074777|XP_017022444.1|DKIK	LOC6733005|XP_016025689.1|DSIM
OG0000238	LOC108074869|XP_017022575.1|DKIK	LOC6733002|XP_016025688.1|DSIM
OG0000238	LOC108074781|XP_017022447.1|DKIK	LOC6733004|XP_002080083.1|DSIM
OG0000239	LOC108081505|XP_017032212.1|DKIK	LOC6728587|XP_002103928.2|DSIM
OG0000239	LOC108081219|XP_017031785.1|DKIK	LOC6727027|XP_002102425.1|DSIM
OG0000240	LOC108080444|XP_017030669.1|DKIK	LOC6728426|XP_016035014.1|DSIM
OG0000240	LOC108080454|XP_017030680.1|DKIK	LOC6728421|XP_039150869.1|DSIM
OG0000240	LOC108080483|XP_017030725.1|DKIK	LOC6726977|XP_016033484.1|DSIM
OG0000241	LOC108083050|XP_017034167.1|DKIK	LOC6738161|XP_016031993.1|DSIM
OG0000243	LOC108080871|XP_017031263.1|DKIK	LOC27208535|XP_016033456.1|DSIM
OG0000243	LOC108078594|XP_017028003.1|DKIK	LOC6738234|XP_002085046.2|DSIM
OG0000244	LOC108075761|XP_017023809.1|DKIK, LOC108075701|XP_017023714.1|DKIK	LOC6728129|XP_002103480.1|DSIM, LOC6728130|XP_002103481.1|DSIM
OG0000244	LOC108075759|XP_017023806.1|DKIK	LOC6728133|XP_002103484.2|DSIM
OG0000246	LOC108076294|XP_017024554.1|DKIK	LOC6734862|XP_016028120.1|DSIM
OG0000247	LOC108073760|XP_017021014.1|DKIK, LOC108073841|XP_017021111.1|DKIK, LOC108073761|XP_017021015.1|DKIK	LOC6737788|XP_002084616.1|DSIM
OG0000247	LOC108074009|XP_017021360.1|DKIK, LOC108073995|XP_017021337.1|DKIK	LOC6737787|XP_002084615.1|DSIM
OG0000248	LOC108071937|XP_017018391.1|DKIK	LOC6738502|XP_016032346.1|DSIM
OG0000249	LOC108079637|XP_017029512.1|DKIK	LOC6731458|XP_002078609.1|DSIM
OG0000249	LOC108079636|XP_017029511.1|DKIK	LOC6731459|XP_002078610.1|DSIM
OG0000249	LOC108079527|XP_017029353.1|DKIK	LOC6731460|XP_002078611.1|DSIM
OG0000250	LOC108077217|XP_017025961.1|DKIK	LOC6732138|XP_039148170.1|DSIM
OG0000250	LOC108077227|XP_017025974.1|DKIK	LOC6732141|XP_016024821.1|DSIM
OG0000250	LOC108077296|XP_017026064.1|DKIK	LOC6732139|XP_016024820.1|DSIM
OG0000251	LOC108079280|XP_017029065.1|DKIK	LOC6726451|XP_002107408.1|DSIM
OG0000251	LOC108070772|XP_017016860.1|DKIK	LOC6736061|XP_002082962.2|DSIM
OG0000251	LOC108077502|XP_017026320.1|DKIK	LOC6737348|XP_002084186.1|DSIM
OG0000252	LOC108072272|XP_017018828.1|DKIK	LOC6735633|XP_002082553.1|DSIM
OG0000252	LOC108072253|XP_017018805.1|DKIK	LOC6735630|XP_002082550.2|DSIM
OG0000252	LOC108072268|XP_017018823.1|DKIK	LOC6735631|XP_002082551.1|DSIM
OG0000253	LOC108076608|XP_017025011.1|DKIK	LOC6735105|XP_002082082.1|DSIM
OG0000253	LOC108076610|XP_017025013.1|DKIK	LOC27207913|XP_016028370.1|DSIM
OG0000253	LOC108076796|XP_017025307.1|DKIK, LOC108076797|XP_017025308.1|DKIK, LOC108076600|XP_017025003.1|DKIK	LOC6735103|XP_002082080.1|DSIM, LOC27208314|XP_016028369.1|DSIM
OG0000254	LOC108075387|XP_017023287.1|DKIK	LOC27207765|XP_016035708.1|DSIM
OG0000254	LOC108075386|XP_017023286.1|DKIK, LOC108075385|XP_017023285.1|DKIK, LOC108082641|XP_017033604.1|DKIK	LOC6729052|XP_039151031.1|DSIM
OG0000254	LOC108085076|XP_017037035.1|DKIK	LOC6733855|XP_002080899.1|DSIM
OG0000255	LOC108077954|XP_017026983.1|DKIK, LOC108074698|XP_017022328.1|DKIK	LOC6739414|XP_002076318.2|DSIM
OG0000255	LOC108074697|XP_017022327.1|DKIK	LOC27206327|XP_016027103.1|DSIM
OG0000256	LOC108082489|XP_017033392.1|DKIK	LOC6735180|XP_016028464.1|DSIM
OG0000256	LOC108082589|XP_017033541.1|DKIK	LOC6739470|XP_016028466.1|DSIM
OG0000257	LOC108082626|XP_017033595.1|DKIK	LOC6735945|XP_002082854.1|DSIM
OG0000258	LOC108081327|XP_017031954.1|DKIK	LOC6733339|XP_002080396.1|DSIM
OG0000258	LOC108081326|XP_017031953.1|DKIK	LOC6733340|XP_002080397.2|DSIM
OG0000259	LOC108080958|XP_017031362.1|DKIK	LOC6729943|XP_016036704.1|DSIM
OG0000259	LOC108082696|XP_017033691.1|DKIK	LOC6731585|XP_002078726.2|DSIM, LOC6731586|XP_016024262.1|DSIM
OG0000259	LOC108082884|XP_017033955.1|DKIK	LOC6731587|XP_002078728.1|DSIM
OG0000260	LOC108070845|XP_017016965.1|DKIK	LOC6739345|XP_002076255.1|DSIM
OG0000260	LOC108073169|XP_017020165.1|DKIK	LOC6729401|XP_002104716.1|DSIM
OG0000260	LOC108070849|XP_017016969.1|DKIK	LOC27206906|XP_016026488.1|DSIM
OG0000261	LOC108081381|XP_017032027.1|DKIK	LOC6731062|XP_002078221.2|DSIM, LOC120285323|XP_039153186.1|DSIM
OG0000261	LOC108081380|XP_017032026.1|DKIK	LOC6731061|XP_016023581.2|DSIM
OG0000262	LOC108071577|XP_017017847.1|DKIK	LOC6737006|XP_016030631.1|DSIM, LOC6737005|XP_002083852.2|DSIM
OG0000262	LOC108081794|XP_017032509.1|DKIK	LOC6734246|XP_016027297.1|DSIM
OG0000263	LOC108082318|XP_017033137.1|DKIK	LOC6734138|XP_016027148.1|DSIM
OG0000263	LOC108071576|XP_017017846.1|DKIK	LOC27207930|XP_016030616.1|DSIM
OG0000264	LOC108085934|XP_017038202.1|DKIK	LOC120285233|XP_039152311.1|DSIM
OG0000264	LOC108085920|XP_017038184.1|DKIK	LOC6726146|XP_002107122.3|DSIM
OG0000264	LOC108085319|XP_017037363.1|DKIK	LOC6730294|XP_016037052.1|DSIM
OG0000265	LOC108078453|XP_017027835.1|DKIK	LOC6734418|XP_016029712.1|DSIM, LOC6734905|XP_039147542.1|DSIM, LOC27206740|XP_039147541.1|DSIM, LOC6734906|XP_039147545.1|DSIM, LOC6736897|XP_002083750.1|DSIM
OG0000266	LOC108074791|XP_017022458.1|DKIK, LOC108076822|XP_017025343.1|DKIK	LOC6735097|XP_002082074.1|DSIM
OG0000266	LOC108076581|XP_017024980.1|DKIK	LOC6735100|XP_002082077.1|DSIM
OG0000267	LOC108073743|XP_017020995.1|DKIK	LOC6730222|XP_016036975.1|DSIM
OG0000267	LOC108073671|XP_017020886.1|DKIK	LOC6730221|XP_002105504.2|DSIM
OG0000268	LOC108070643|XP_017016700.1|DKIK	LOC6726907|XP_002102309.1|DSIM
OG0000268	LOC108070637|XP_017016692.1|DKIK	LOC6726906|XP_016033416.1|DSIM
OG0000269	LOC108071277|XP_017017458.1|DKIK	LOC6729217|XP_016035871.1|DSIM
OG0000269	LOC108073190|XP_017020191.1|DKIK	LOC6729386|XP_002104701.2|DSIM
OG0000270	LOC108076210|XP_017024437.1|DKIK	LOC6735912|XP_039148365.1|DSIM
OG0000271	LOC108082245|XP_017033074.1|DKIK	LOC6731163|XP_016023715.1|DSIM
OG0000271	LOC108070856|XP_017016976.1|DKIK	LOC27208645|XP_016028255.1|DSIM
OG0000272	LOC108070586|XP_017016631.1|DKIK	LOC6737171|XP_039149989.1|DSIM
OG0000272	LOC108072385|XP_017018983.1|DKIK	LOC27207714|XP_039152082.1|DSIM
OG0000273	LOC108081046|XP_017031505.1|DKIK	LOC27207191|XP_016034538.1|DSIM
OG0000273	LOC108077044|XP_017025666.1|DKIK	LOC6731854|XP_016024537.1|DSIM
OG0000273	LOC108077753|XP_017026715.1|DKIK	LOC6727157|XP_002102550.1|DSIM
OG0000274	LOC108076378|XP_017024678.1|DKIK	LOC6734530|XP_016027645.1|DSIM, LOC6734529|XP_002081538.1|DSIM
OG0000274	LOC108070911|XP_017017056.1|DKIK	LOC6734310|XP_016027363.1|DSIM
OG0000277	LOC108074492|XP_017022055.1|DKIK	LOC6729011|XP_002104332.1|DSIM
