Orthogroup	DKIK.longest_only	DSUB.longest_only
OG0001329	LOC108085967|XP_017038253.1|DKIK	LOC117899694|XP_034665792.1|DSUB
OG0001330	LOC108078222|XP_017027403.1|DKIK	LOC117890337|XP_034651058.1|DSUB
OG0001331	LOC108076110|XP_017024323.1|DKIK	LOC117891842|XP_034653486.1|DSUB
OG0001332	LOC108080351|XP_017030545.1|DKIK	LOC117901146|XP_034667683.1|DSUB
OG0001333	LOC108082250|XP_017033078.1|DKIK	LOC117901604|XP_034668308.1|DSUB
OG0001334	LOC108073727|XP_017020973.1|DKIK	LOC117896429|XP_034660643.1|DSUB
OG0001335	LOC108085642|XP_017037816.1|DKIK	LOC117898406|XP_034663664.1|DSUB
OG0001336	LOC108083275|XP_017034488.1|DKIK	LOC117902908|XP_034670359.1|DSUB
OG0001336	LOC108074061|XP_017021422.1|DKIK	LOC117896969|XP_034661409.1|DSUB
OG0001337	LOC108082647|XP_017033615.1|DKIK	LOC117895494|XP_034659121.1|DSUB
OG0001338	LOC108076482|XP_017024860.1|DKIK	LOC117891857|XP_034653506.1|DSUB
OG0001339	LOC108072944|XP_017019788.1|DKIK	LOC117890250|XP_034650887.1|DSUB
OG0001340	LOC108085578|XP_017037724.1|DKIK	LOC117897876|XP_034662843.1|DSUB
OG0001341	LOC108073588|XP_017020770.1|DKIK	LOC117897797|XP_034662738.1|DSUB
OG0001342	LOC108085037|XP_017036972.1|DKIK	LOC117897282|XP_034661906.1|DSUB
OG0001343	LOC108085621|XP_017037782.1|DKIK	LOC117896044|XP_034659943.1|DSUB
OG0001344	LOC108073668|XP_017020883.1|DKIK	LOC117897464|XP_034662202.1|DSUB
OG0001345	LOC108084275|XP_017035920.1|DKIK	LOC117897803|XP_034662743.1|DSUB
OG0001346	LOC108083070|XP_017034201.1|DKIK	LOC117898267|XP_034663412.1|DSUB
OG0001347	LOC108079445|XP_017029268.1|DKIK	LOC117889718|XP_034650030.1|DSUB, LOC117892747|XP_034655062.1|DSUB, LOC117901005|XP_034667497.1|DSUB
OG0001348	LOC108085973|XP_017038263.1|DKIK	LOC117901176|XP_034667723.1|DSUB
OG0001349	LOC108078723|XP_017028209.1|DKIK	LOC117895328|XP_034658789.1|DSUB
OG0001350	LOC108073839|XP_017021108.1|DKIK, LOC108073787|XP_017021043.1|DKIK, LOC108073865|XP_017021140.1|DKIK	LOC117895178|XP_034658531.1|DSUB
OG0001351	LOC108073077|XP_017020033.1|DKIK, LOC108073107|XP_017020086.1|DKIK	LOC117891192|XP_034652419.1|DSUB
OG0001352	LOC108071379|XP_017017604.1|DKIK	LOC117890471|XP_034651217.1|DSUB
OG0001353	LOC108083094|XP_017034235.1|DKIK	LOC117895552|XP_034659149.1|DSUB
OG0001354	LOC108076426|XP_017024762.1|DKIK	LOC117890676|XP_034651548.1|DSUB
OG0001355	LOC108078185|XP_017027340.1|DKIK	LOC117891843|XP_034653484.1|DSUB
OG0001356	LOC108081495|XP_017032195.1|DKIK	LOC117899784|XP_034665948.1|DSUB
OG0001357	LOC108070594|XP_017016652.1|DKIK	LOC117893337|XP_034655817.1|DSUB
OG0001358	LOC108085515|XP_017037628.1|DKIK	LOC117895008|XP_034658248.1|DSUB
OG0001359	LOC108077383|XP_017026166.1|DKIK	LOC117902602|XP_034670005.1|DSUB
OG0001360	LOC108077959|XP_017026988.1|DKIK	LOC117890925|XP_034651947.1|DSUB
OG0001361	LOC108078565|XP_017027973.1|DKIK	LOC117894211|XP_034657017.1|DSUB
OG0001362	LOC108078791|XP_017028337.1|DKIK	LOC117894487|XP_034657486.1|DSUB
OG0001363	LOC108081763|XP_017032454.1|DKIK	LOC117897980|XP_034662984.1|DSUB
OG0001364	LOC108072050|XP_017018523.1|DKIK	LOC117890480|XP_034651237.1|DSUB
OG0001365	LOC108071966|XP_017018431.1|DKIK	LOC117894181|XP_034656982.1|DSUB, LOC117894623|XP_034657679.1|DSUB
OG0001366	LOC108070573|XP_017016614.1|DKIK, LOC108070572|XP_017016613.1|DKIK	LOC117895291|XP_034658733.1|DSUB
OG0001367	LOC108078180|XP_017027333.1|DKIK	LOC117891830|XP_034653467.1|DSUB
OG0001368	LOC108078078|XP_017027152.1|DKIK	LOC117891775|XP_034653330.1|DSUB
OG0001369	LOC108080726|XP_017031076.1|DKIK	LOC117903064|XP_034670708.1|DSUB
OG0001370	LOC108074209|XP_017021636.1|DKIK	LOC117891622|XP_034653049.1|DSUB
OG0001371	LOC108083294|XP_017034523.1|DKIK, LOC108085490|XP_017037602.1|DKIK	LOC117902328|XP_034669509.1|DSUB
OG0001372	LOC108078418|XP_017027772.1|DKIK	LOC117891269|XP_034652534.1|DSUB
OG0001373	LOC108073621|XP_017020809.1|DKIK	LOC117901814|XP_034668619.1|DSUB
OG0001374	LOC108074728|XP_017022373.1|DKIK	LOC117890749|XP_034651698.1|DSUB
OG0001375	LOC108080763|XP_017031106.1|DKIK	LOC117897235|XP_034661842.1|DSUB
OG0001376	LOC108077968|XP_017026998.1|DKIK	LOC117889793|XP_034650156.1|DSUB
OG0001377	LOC108079619|XP_017029484.1|DKIK	LOC117902522|XP_034669840.1|DSUB
OG0001378	LOC108075972|XP_017024112.1|DKIK	LOC117902119|XP_034669132.1|DSUB, LOC117901745|XP_034668523.1|DSUB
OG0001379	LOC108086159|XP_017038509.1|DKIK	LOC117901577|XP_034668267.1|DSUB
OG0001380	LOC108070939|XP_017017083.1|DKIK	LOC117892138|XP_034654066.1|DSUB
OG0001381	LOC108076372|XP_017024666.1|DKIK	LOC117890026|XP_034650532.1|DSUB
OG0001382	LOC108085346|XP_017037393.1|DKIK	LOC117902248|XP_034669384.1|DSUB
OG0001383	LOC108078032|XP_017027081.1|DKIK	LOC117902679|XP_034670102.1|DSUB, LOC117892025|XP_034653813.1|DSUB
OG0001384	LOC108082673|XP_017033661.1|DKIK	LOC117901688|XP_034668421.1|DSUB
OG0001385	LOC108077108|XP_017025789.1|DKIK	LOC117900317|XP_034666537.1|DSUB
OG0001387	LOC108072861|XP_017019666.1|DKIK	LOC117901473|XP_034668127.1|DSUB
OG0001388	LOC108077056|XP_017025709.1|DKIK	LOC117901584|XP_034668282.1|DSUB
OG0001389	LOC108080941|XP_017031336.1|DKIK	LOC117899067|XP_034664725.1|DSUB
OG0001390	LOC108076306|XP_017024569.1|DKIK	LOC117902089|XP_034669076.1|DSUB
OG0001391	LOC108082840|XP_017033895.1|DKIK	LOC117902287|XP_034669455.1|DSUB
OG0001392	LOC108080170|XP_017030303.1|DKIK	LOC117903787|XP_034672105.1|DSUB
OG0001393	LOC108074824|XP_017022511.1|DKIK	LOC117901432|XP_034668070.1|DSUB
OG0001394	LOC108077194|XP_017025927.1|DKIK	LOC117902461|XP_034669755.1|DSUB
OG0001395	LOC108084260|XP_017035893.1|DKIK	LOC117899220|XP_034664984.1|DSUB
OG0001395	LOC108080877|XP_017031269.1|DKIK	LOC117898498|XP_034663831.1|DSUB
OG0001396	LOC108074130|XP_017021519.1|DKIK	LOC117900707|XP_034667055.1|DSUB, LOC117893191|XP_034655595.1|DSUB
OG0001397	LOC108072000|XP_017018466.1|DKIK	LOC117897974|XP_034662977.1|DSUB
OG0001398	LOC108079446|XP_017029269.1|DKIK	LOC117898156|XP_034663257.1|DSUB
OG0001399	LOC108075503|XP_017023464.1|DKIK, LOC108077294|XP_017026066.1|DKIK, LOC108083654|XP_017035018.1|DKIK, LOC108084505|XP_017036231.1|DKIK	LOC117892167|XP_034654124.1|DSUB
OG0001400	LOC108080802|XP_017031182.1|DKIK	LOC117898537|XP_034663902.1|DSUB
OG0001401	LOC108075026|XP_017022769.1|DKIK	LOC117894765|XP_034657874.1|DSUB
OG0001402	LOC108083761|XP_017035173.1|DKIK	LOC117895826|XP_034659654.1|DSUB
OG0001403	LOC108083302|XP_017034529.1|DKIK	LOC117894413|XP_034657314.1|DSUB
OG0001404	LOC108070874|XP_017017001.1|DKIK	LOC117890829|XP_034651797.1|DSUB
OG0001405	LOC108085102|XP_017037067.1|DKIK	LOC117891988|XP_034653756.1|DSUB
OG0001406	LOC108078919|XP_017028549.1|DKIK	LOC117900291|XP_034666494.1|DSUB
OG0001406	LOC108084642|XP_017036422.1|DKIK	LOC117889756|XP_034650096.1|DSUB
OG0001407	LOC108077481|XP_017026292.1|DKIK	LOC117894005|XP_034656719.1|DSUB
OG0001408	LOC108072879|XP_017019687.1|DKIK	LOC117890466|XP_034651212.1|DSUB
OG0001411	LOC108075736|XP_017023772.1|DKIK	LOC117899476|XP_034665397.1|DSUB
OG0001412	LOC108072566|XP_017019243.1|DKIK	LOC117900416|XP_034666667.1|DSUB
OG0001413	LOC108073031|XP_017019981.1|DKIK	LOC117892584|XP_034654813.1|DSUB
OG0001414	LOC108085085|XP_017037043.1|DKIK	LOC117892633|XP_034654876.1|DSUB
OG0001414	LOC108085084|XP_017037042.1|DKIK	LOC117892632|XP_034654875.1|DSUB
OG0001415	LOC108073075|XP_017020031.1|DKIK	LOC117892668|XP_034654948.1|DSUB
OG0001416	LOC108077353|XP_017026133.1|DKIK	LOC117902610|XP_034670013.1|DSUB
OG0001417	LOC108076095|XP_017024307.1|DKIK, LOC108076096|XP_017024308.1|DKIK	LOC117903636|XP_034671801.1|DSUB
OG0001418	LOC108077495|XP_017026309.1|DKIK, LOC108077478|XP_017026288.1|DKIK	LOC117895383|XP_034658897.1|DSUB
OG0001419	LOC108074831|XP_017022521.1|DKIK	LOC117902301|XP_034669473.1|DSUB
OG0001420	LOC108084228|XP_017035840.1|DKIK	LOC117897233|XP_034661841.1|DSUB
OG0001422	LOC108080615|XP_017030932.1|DKIK, LOC108073932|XP_017021225.1|DKIK	LOC117895629|XP_034659276.1|DSUB
OG0001423	LOC108080916|XP_017031309.1|DKIK	LOC117896421|XP_034660629.1|DSUB
OG0001424	LOC108070866|XP_017016988.1|DKIK, LOC108070867|XP_017016989.1|DKIK	LOC117889762|XP_034650100.1|DSUB, LOC117893779|XP_034656411.1|DSUB
OG0001425	LOC108076601|XP_017025004.1|DKIK, LOC108076817|XP_017025337.1|DKIK	LOC117890886|XP_034651870.1|DSUB, LOC117890887|XP_034651871.1|DSUB
OG0001426	LOC108074615|XP_017022227.1|DKIK	LOC117901641|XP_034668366.1|DSUB
OG0001427	LOC108070850|XP_017016970.1|DKIK, LOC108077350|XP_017026129.1|DKIK, LOC108076018|XP_017024163.1|DKIK	LOC117892689|XP_034654991.1|DSUB
OG0001429	LOC108077873|XP_017026899.1|DKIK	LOC117896213|XP_034660236.1|DSUB
OG0001430	LOC108074073|XP_017021436.1|DKIK	LOC117899690|XP_034665782.1|DSUB
OG0001431	LOC108074162|XP_017021560.1|DKIK	LOC117897075|XP_034661605.1|DSUB
OG0001432	LOC108083570|XP_017034915.1|DKIK	LOC117891043|XP_034652107.1|DSUB
OG0001433	LOC108083705|XP_017035091.1|DKIK	LOC117898003|XP_034663025.1|DSUB, LOC117903908|XP_034672305.1|DSUB, LOC117897514|XP_034662319.1|DSUB
OG0001434	LOC108082943|XP_017034045.1|DKIK	LOC117890696|XP_034651597.1|DSUB
OG0001435	LOC108078106|XP_017027199.1|DKIK	LOC117892714|XP_034655025.1|DSUB, LOC117898570|XP_034663948.1|DSUB, LOC117890732|XP_034651677.1|DSUB
OG0001436	LOC108080386|XP_017030599.1|DKIK	LOC117889589|XP_034649889.1|DSUB
OG0001437	LOC108074834|XP_017022524.1|DKIK	LOC117902347|XP_034669541.1|DSUB
OG0001438	LOC108081129|XP_017031636.1|DKIK	LOC117899464|XP_034665370.1|DSUB
OG0001439	LOC108071362|XP_017017593.1|DKIK	LOC117898704|XP_034664213.1|DSUB
OG0001440	LOC108076668|XP_017025092.1|DKIK	LOC117897098|XP_034661637.1|DSUB
OG0001441	LOC108074195|XP_017021625.1|DKIK	LOC117903203|XP_034670980.1|DSUB
OG0001442	LOC108077388|XP_017026170.1|DKIK	LOC117902612|XP_034670015.1|DSUB
OG0001443	LOC108085870|XP_017038117.1|DKIK	LOC117896138|XP_034660098.1|DSUB
OG0001444	LOC108073531|XP_017020701.1|DKIK	LOC117897118|XP_034661661.1|DSUB
OG0001445	LOC108077760|XP_017026730.1|DKIK	LOC117891243|XP_034652480.1|DSUB, LOC117897937|XP_034662918.1|DSUB
OG0001446	LOC108071324|XP_017017523.1|DKIK	LOC117896614|XP_034660939.1|DSUB
OG0001447	LOC108084261|XP_017035894.1|DKIK	LOC117898380|XP_034663615.1|DSUB
OG0001448	LOC108073720|XP_017020955.1|DKIK	LOC117899559|XP_034665542.1|DSUB
OG0001449	LOC108078532|XP_017027933.1|DKIK	LOC117890356|XP_034651041.1|DSUB
OG0001450	LOC108074553|XP_017022143.1|DKIK	LOC117902675|XP_034670096.1|DSUB
OG0001451	LOC108081317|XP_017031895.1|DKIK	LOC117890625|XP_034651463.1|DSUB
OG0001452	LOC108076786|XP_017025281.1|DKIK	LOC117890385|XP_034651077.1|DSUB
OG0001452	LOC108076573|XP_017024972.1|DKIK	LOC117890384|XP_034651076.1|DSUB
OG0001453	LOC108080204|XP_017030349.1|DKIK	LOC117893475|XP_034655989.1|DSUB
OG0001454	LOC108071444|XP_017017688.1|DKIK	LOC117896877|XP_034661296.1|DSUB
OG0001455	LOC108078800|XP_017028354.1|DKIK	LOC117894075|XP_034656827.1|DSUB, LOC117893639|XP_034656217.1|DSUB
OG0001456	LOC108085115|XP_017037084.1|DKIK	LOC117892340|XP_034654385.1|DSUB
OG0001457	LOC108081009|XP_017031434.1|DKIK	LOC117891098|XP_034652174.1|DSUB
OG0001458	LOC108074665|XP_017022273.1|DKIK	LOC117891572|XP_034652985.1|DSUB
OG0001459	LOC108071653|XP_017017938.1|DKIK	LOC117894577|XP_034657609.1|DSUB
OG0001460	LOC108072869|XP_017019677.1|DKIK, LOC108072056|XP_017018537.1|DKIK	LOC117891972|XP_034653735.1|DSUB
OG0001461	LOC108079179|XP_017028919.1|DKIK, LOC108085462|XP_017037565.1|DKIK	LOC117894609|XP_034657654.1|DSUB
OG0001462	LOC108079761|XP_017029672.1|DKIK	LOC117893099|XP_034655422.1|DSUB
OG0001463	LOC108081136|XP_017031646.1|DKIK	LOC117897740|XP_034662667.1|DSUB
OG0001464	LOC108079450|XP_017029273.1|DKIK	LOC117891597|XP_034653023.1|DSUB
OG0001465	LOC108078560|XP_017027967.1|DKIK	LOC117891949|XP_034653695.1|DSUB
OG0001466	LOC108076904|XP_017025433.1|DKIK	LOC117901653|XP_034668380.1|DSUB
OG0001467	LOC108082000|XP_017032732.1|DKIK	LOC117901534|XP_034668215.1|DSUB
OG0001468	LOC108078612|XP_017028021.1|DKIK	LOC117894733|XP_034657820.1|DSUB
OG0001469	LOC108072949|XP_017019815.1|DKIK	LOC117891252|XP_034652512.1|DSUB
OG0001470	LOC108083002|XP_017034115.1|DKIK	LOC117894710|XP_034657782.1|DSUB
OG0001471	LOC108071519|XP_017017777.1|DKIK	LOC117894182|XP_034656978.1|DSUB
OG0001472	LOC108079718|XP_017029616.1|DKIK	LOC117894040|XP_034656780.1|DSUB
OG0001473	LOC108084327|XP_017035977.1|DKIK	LOC117898645|XP_034664097.1|DSUB
OG0001474	LOC108083886|XP_017035365.1|DKIK	LOC117903264|XP_034671061.1|DSUB
OG0001475	LOC108073092|XP_017020067.1|DKIK	LOC117891182|XP_034652399.1|DSUB, LOC117891183|XP_034652400.1|DSUB
OG0001476	LOC108070762|XP_017016851.1|DKIK	LOC117889780|XP_034650136.1|DSUB
OG0001477	LOC108073488|XP_017020635.1|DKIK	LOC117897720|XP_034662636.1|DSUB
OG0001478	LOC108086106|XP_017038423.1|DKIK	LOC117902477|XP_034669777.1|DSUB
OG0001479	LOC108075133|XP_017022905.1|DKIK	LOC117900242|XP_034666425.1|DSUB
OG0001480	LOC108086128|XP_017038469.1|DKIK	LOC117902474|XP_034669773.1|DSUB
OG0001481	LOC108079606|XP_017029456.1|DKIK	LOC117902652|XP_034670069.1|DSUB
OG0001482	LOC108076251|XP_017024489.1|DKIK	LOC117891261|XP_034652525.1|DSUB
OG0001483	LOC108083449|XP_017034710.1|DKIK	LOC117902183|XP_034669247.1|DSUB
OG0001484	LOC108082118|XP_017032908.1|DKIK	LOC117900371|XP_034666612.1|DSUB
OG0001485	LOC108085507|XP_017037620.1|DKIK	LOC117894670|XP_034657739.1|DSUB
OG0001486	LOC108077031|XP_017025647.1|DKIK	LOC117900841|XP_034667244.1|DSUB
OG0001487	LOC108085948|XP_017038227.1|DKIK	LOC117900529|XP_034666819.1|DSUB
OG0001488	LOC108070774|XP_017016862.1|DKIK	LOC117890602|XP_034651432.1|DSUB
OG0001489	LOC108082761|XP_017033767.1|DKIK	LOC117901252|XP_034667823.1|DSUB
OG0001490	LOC108075910|XP_017024024.1|DKIK	LOC117900228|XP_034666404.1|DSUB
OG0001491	LOC108074557|XP_017022145.1|DKIK	LOC117902809|XP_034670323.1|DSUB
OG0001492	LOC108072515|XP_017019174.1|DKIK	LOC117900677|XP_034667013.1|DSUB
OG0001493	LOC108083358|XP_017034590.1|DKIK	LOC117898574|XP_034663982.1|DSUB
OG0001494	LOC108074923|XP_017022639.1|DKIK	LOC117891814|XP_034653420.1|DSUB
OG0001495	LOC108078112|XP_017027205.1|DKIK	LOC117892726|XP_034655040.1|DSUB
OG0001496	LOC108083439|XP_017034684.1|DKIK	LOC117903379|XP_034671240.1|DSUB
OG0001497	LOC108078450|XP_017027827.1|DKIK	LOC117891137|XP_034652236.1|DSUB
OG0001498	LOC108085481|XP_017037588.1|DKIK	LOC117898888|XP_034664462.1|DSUB
OG0001500	LOC108082520|XP_017033438.1|DKIK	LOC117892233|XP_034654228.1|DSUB, LOC117892232|XP_034654226.1|DSUB
OG0001501	LOC108085601|XP_017037759.1|DKIK	LOC117899270|XP_034665059.1|DSUB
OG0001502	LOC108072449|XP_017019065.1|DKIK	LOC117891487|XP_034652859.1|DSUB
OG0001503	LOC108081784|XP_017032491.1|DKIK, LOC108081294|XP_017031870.1|DKIK	LOC117891931|XP_034653657.1|DSUB
OG0001504	LOC108080304|XP_017030467.1|DKIK	LOC117903170|XP_034670905.1|DSUB
OG0001505	LOC108078073|XP_017027127.1|DKIK	LOC117891721|XP_034653204.1|DSUB
OG0001506	LOC108078357|XP_017027663.1|DKIK	LOC117891934|XP_034653667.1|DSUB
OG0001507	LOC108072343|XP_017018922.1|DKIK	LOC117890879|XP_034651863.1|DSUB
OG0001508	LOC108084163|XP_017035735.1|DKIK	LOC117890404|XP_034651105.1|DSUB
OG0001509	LOC108072294|XP_017018849.1|DKIK	LOC117889997|XP_034650474.1|DSUB
OG0001510	LOC108075961|XP_017024099.1|DKIK	LOC117901448|XP_034668084.1|DSUB
OG0001511	LOC108072373|XP_017018962.1|DKIK	LOC117890645|XP_034651488.1|DSUB
OG0001512	LOC108078289|XP_017027553.1|DKIK	LOC117894835|XP_034657974.1|DSUB
OG0001513	LOC108079253|XP_017029034.1|DKIK, LOC108075443|XP_017023423.1|DKIK	LOC117893187|XP_034655588.1|DSUB
OG0001515	LOC108080333|XP_017030522.1|DKIK	LOC117903350|XP_034671192.1|DSUB, LOC117898275|XP_034663421.1|DSUB
OG0001517	LOC108083643|XP_017035004.1|DKIK	LOC117897547|XP_034662365.1|DSUB
OG0001518	LOC108071701|XP_017018005.1|DKIK	LOC117903496|XP_034671467.1|DSUB
OG0001519	LOC108084306|XP_017035958.1|DKIK	LOC117899405|XP_034665282.1|DSUB
OG0001520	LOC108070666|XP_017016726.1|DKIK, LOC108070687|XP_017016753.1|DKIK	LOC117899769|XP_034665919.1|DSUB
OG0001521	LOC108072568|XP_017019249.1|DKIK	LOC117901673|XP_034668404.1|DSUB
OG0001522	LOC108082658|XP_017033644.1|DKIK	LOC117900472|XP_034666742.1|DSUB
OG0001523	LOC108076591|XP_017024993.1|DKIK	LOC117891262|XP_034652526.1|DSUB
OG0001524	LOC108073070|XP_017020024.1|DKIK, LOC108073071|XP_017020026.1|DKIK	LOC117890557|XP_034651380.1|DSUB
OG0001525	LOC108084452|XP_017036151.1|DKIK	LOC117900471|XP_034666745.1|DSUB
OG0001525	LOC108084448|XP_017036146.1|DKIK	LOC117903033|XP_034670653.1|DSUB
OG0001526	LOC108071697|XP_017018000.1|DKIK, LOC108071698|XP_017018001.1|DKIK	LOC117903897|XP_034672291.1|DSUB
OG0001527	LOC108080052|XP_017030122.1|DKIK	LOC117899155|XP_034664890.1|DSUB, LOC117899158|XP_034664905.1|DSUB
OG0001528	LOC108077584|XP_017026467.1|DKIK	LOC117899040|XP_034664692.1|DSUB
OG0001529	LOC108080229|XP_017030374.1|DKIK	LOC117894657|XP_034657726.1|DSUB
OG0001530	LOC108076640|XP_017025063.1|DKIK, LOC108076681|XP_017025117.1|DKIK, LOC108076414|XP_017024744.1|DKIK, LOC108076596|XP_017025002.1|DKIK	LOC117902419|XP_034669665.1|DSUB
OG0001531	LOC108082342|XP_017033164.1|DKIK	LOC117892495|XP_034654660.1|DSUB, LOC117889809|XP_034650179.1|DSUB
OG0001534	LOC108072440|XP_017019052.1|DKIK, LOC108079136|XP_017028872.1|DKIK	LOC117902737|XP_034670225.1|DSUB
OG0001535	LOC108074180|XP_017021606.1|DKIK	LOC117903488|XP_034671446.1|DSUB
OG0001536	LOC108083352|XP_017034585.1|DKIK	LOC117891715|XP_034653203.1|DSUB
OG0001537	LOC108074263|XP_017021723.1|DKIK	LOC117902482|XP_034669784.1|DSUB, LOC117900716|XP_034667071.1|DSUB, LOC117901961|XP_034668832.1|DSUB
OG0001538	LOC108083574|XP_017034920.1|DKIK	LOC117903735|XP_034671984.1|DSUB
OG0001539	LOC108074204|XP_017021632.1|DKIK	LOC117891047|XP_034652108.1|DSUB
OG0001540	LOC108077214|XP_017025955.1|DKIK	LOC117900426|XP_034666681.1|DSUB
OG0001541	LOC108072628|XP_017019351.1|DKIK	LOC117893218|XP_034655643.1|DSUB
OG0001542	LOC108071453|XP_017017699.1|DKIK	LOC117897389|XP_034662089.1|DSUB
OG0001543	LOC108071703|XP_017018008.1|DKIK	LOC117903305|XP_034671128.1|DSUB
OG0001544	LOC108071210|XP_017017382.1|DKIK	LOC117900134|XP_034666254.1|DSUB
OG0001545	LOC108084685|XP_017036506.1|DKIK	LOC117890747|XP_034651697.1|DSUB
OG0001546	LOC108084671|XP_017036487.1|DKIK	LOC117890738|XP_034651685.1|DSUB
OG0001548	LOC108083964|XP_017035460.1|DKIK	LOC117900396|XP_034666641.1|DSUB
OG0001548	LOC108085956|XP_017038232.1|DKIK	LOC117895482|XP_034659058.1|DSUB
OG0001549	LOC108077018|XP_017025610.1|DKIK	LOC117902575|XP_034669944.1|DSUB
OG0001550	LOC108085903|XP_017038161.1|DKIK	LOC117897302|XP_034661940.1|DSUB
OG0001551	LOC108073557|XP_017020732.1|DKIK	LOC117895967|XP_034659812.1|DSUB
OG0001552	LOC108083248|XP_017034446.1|DKIK	LOC117898270|XP_034663416.1|DSUB
OG0001553	LOC108082895|XP_017033969.1|DKIK, LOC108074139|XP_017021528.1|DKIK	LOC117903035|XP_034670656.1|DSUB
OG0001554	LOC108077586|XP_017026469.1|DKIK	LOC117897250|XP_034661864.1|DSUB
OG0001555	LOC108079550|XP_017029376.1|DKIK	LOC117902236|XP_034669370.1|DSUB
OG0001556	LOC108076802|XP_017025316.1|DKIK	LOC117890875|XP_034651858.1|DSUB
OG0001557	LOC108083534|XP_017034857.1|DKIK	LOC117903857|XP_034672228.1|DSUB
OG0001558	LOC108084733|XP_017036544.1|DKIK	LOC117892157|XP_034654113.1|DSUB
OG0001559	LOC108077791|XP_017026780.1|DKIK	LOC117897583|XP_034662428.1|DSUB
OG0001560	LOC108074075|XP_017021440.1|DKIK	LOC117899756|XP_034665898.1|DSUB
OG0001561	LOC108075567|XP_017023571.1|DKIK	LOC117899387|XP_034665260.1|DSUB
OG0001562	LOC108077347|XP_017026125.1|DKIK	LOC117902611|XP_034670014.1|DSUB
OG0001563	LOC108078562|XP_017027970.1|DKIK, LOC108077779|XP_017026770.1|DKIK	LOC117897154|XP_034661717.1|DSUB
OG0001564	LOC108073472|XP_017020605.1|DKIK	LOC117899770|XP_034665920.1|DSUB
OG0001565	LOC108071432|XP_017017673.1|DKIK	LOC117897544|XP_034662360.1|DSUB
OG0001566	LOC108084141|XP_017035674.1|DKIK	LOC117899162|XP_034664912.1|DSUB
OG0001567	LOC108078330|XP_017027617.1|DKIK	LOC117889936|XP_034650358.1|DSUB
OG0001568	LOC108077604|XP_017026489.1|DKIK	LOC117899329|XP_034665156.1|DSUB
OG0001569	LOC108084264|XP_017035908.1|DKIK, LOC108084263|XP_017035906.1|DKIK	LOC117896785|XP_034661173.1|DSUB
OG0001570	LOC108074097|XP_017021480.1|DKIK	LOC117896829|XP_034661233.1|DSUB
OG0001571	LOC108077178|XP_017025905.1|DKIK	LOC117899979|XP_034666035.1|DSUB
OG0001572	LOC108083608|XP_017034968.1|DKIK	LOC117895837|XP_034659675.1|DSUB
OG0001573	LOC108078828|XP_017028405.1|DKIK	LOC117895848|XP_034659700.1|DSUB
OG0001574	LOC108080249|XP_017030396.1|DKIK	LOC117903383|XP_034671259.1|DSUB
OG0001575	LOC108084548|XP_017036285.1|DKIK	LOC117899564|XP_034665560.1|DSUB
OG0001576	LOC108084814|XP_017036663.1|DKIK	LOC117897611|XP_034662466.1|DSUB
OG0001577	LOC108073455|XP_017020578.1|DKIK	LOC117896651|XP_034660988.1|DSUB, LOC117898066|XP_034663130.1|DSUB
OG0001578	LOC108081150|XP_017031678.1|DKIK	LOC117891087|XP_034652157.1|DSUB
OG0001579	LOC108083411|XP_017034654.1|DKIK	LOC117903517|XP_034671520.1|DSUB
OG0001580	LOC108078541|XP_017027943.1|DKIK	LOC117891945|XP_034653689.1|DSUB
OG0001581	LOC108080104|XP_017030208.1|DKIK	LOC117895947|XP_034659792.1|DSUB
OG0001582	LOC108072926|XP_017019761.1|DKIK	LOC117890276|XP_034650926.1|DSUB
OG0001583	LOC108076699|XP_017025144.1|DKIK	LOC117890416|XP_034651121.1|DSUB
OG0001584	LOC108073454|XP_017020576.1|DKIK	LOC117894199|XP_034657005.1|DSUB, LOC117894198|XP_034657004.1|DSUB
OG0001585	LOC108083460|XP_017034727.1|DKIK	LOC117892924|XP_034655133.1|DSUB
OG0001586	LOC108078206|XP_017027383.1|DKIK	LOC117895044|XP_034658313.1|DSUB
OG0001586	LOC108083811|XP_017035247.1|DKIK	LOC117895785|XP_034659580.1|DSUB
OG0001587	LOC108083716|XP_017035112.1|DKIK	LOC117891315|XP_034652618.1|DSUB
OG0001588	LOC108078452|XP_017027830.1|DKIK	LOC117891201|XP_034652428.1|DSUB
OG0001589	LOC108083946|XP_017035439.1|DKIK	LOC117900959|XP_034667425.1|DSUB
OG0001590	LOC108076613|XP_017025024.1|DKIK	LOC117892401|XP_034654508.1|DSUB
OG0001591	LOC108075717|XP_017023744.1|DKIK	LOC117897168|XP_034661730.1|DSUB
OG0001592	LOC108076993|XP_017025542.1|DKIK	LOC117901778|XP_034668573.1|DSUB
OG0001593	LOC108077273|XP_017026031.1|DKIK	LOC117901540|XP_034668222.1|DSUB
OG0001594	LOC108076981|XP_017025528.1|DKIK	LOC117902348|XP_034669548.1|DSUB
OG0001595	LOC108073115|XP_017020098.1|DKIK	LOC117891589|XP_034653007.1|DSUB
OG0001596	LOC108072582|XP_017019279.1|DKIK	LOC117901676|XP_034668409.1|DSUB
OG0001597	LOC108083513|XP_017034816.1|DKIK	LOC117900159|XP_034666290.1|DSUB
OG0001598	LOC108074416|XP_017021933.1|DKIK	LOC117902649|XP_034670065.1|DSUB
OG0001599	LOC108075940|XP_017024072.1|DKIK	LOC117900608|XP_034666914.1|DSUB
