Orthogroup	BCOP.longest_only	DMEL.longest_only
OG0000480	LOC119085939|XP_037052387.1|BCOP	Pgk|NP_476676.1|DMEL, CG9961|NP_608704.2|DMEL
OG0000482	LOC119081966|XP_037047171.1|BCOP	CG4860|NP_650163.2|DMEL
OG0000482	LOC119068376|XP_037027843.1|BCOP	Arc42|NP_650840.1|DMEL
OG0000483	LOC119079738|XP_037043739.1|BCOP	CG33341|NP_996282.1|DMEL, CG13614|NP_651256.2|DMEL
OG0000484	LOC119083522|XP_037049136.1|BCOP, LOC119069580|XP_037029560.1|BCOP, LOC119077684|XP_037040840.1|BCOP, LOC119080355|XP_037044551.1|BCOP	CG18493|NP_650803.1|DMEL, CG3734|NP_650802.1|DMEL
OG0000485	LOC119076451|XP_037039113.1|BCOP, LOC119084291|XP_037050113.1|BCOP, LOC119084458|XP_037050335.1|BCOP	CG32196|NP_730334.2|DMEL, CG4306|NP_649038.1|DMEL
OG0000486	LOC119080487|XP_037044773.1|BCOP, LOC119066531|XP_037024947.1|BCOP, LOC119082804|XP_037048345.1|BCOP	Eglp4|NP_001261154.1|DMEL, Eglp2|NP_788433.2|DMEL
OG0000487	LOC119067927|XP_037027134.1|BCOP	Arc2|NP_610956.1|DMEL, Arc1|NP_610955.1|DMEL
OG0000489	LOC119070021|XP_037030197.1|BCOP	Ir100a|NP_651898.2|DMEL, Ir10a|NP_001096949.1|DMEL
OG0000490	LOC119068825|XP_037028492.1|BCOP	DIP-alpha|NP_726871.1|DMEL
OG0000490	LOC119078887|XP_037042505.1|BCOP	DIP-beta|NP_001138225.1|DMEL
OG0000491	LOC119073534|XP_037034970.1|BCOP	CG30037|NP_725097.2|DMEL, CG30036|NP_725096.2|DMEL, GalT1|NP_788328.1|DMEL
OG0000492	LOC119070141|XP_037030362.1|BCOP	CG8800|NP_610483.1|DMEL
OG0000492	LOC119066042|XP_037024161.1|BCOP	CG10839|NP_609776.1|DMEL
OG0000494	LOC119075562|XP_037037924.1|BCOP	FDY|NP_001303579.2|DMEL, vig2|NP_733083.1|DMEL
OG0000494	LOC119079908|XP_037043894.1|BCOP	vig|NP_523572.1|DMEL
OG0000495	LOC119083767|XP_037049445.1|BCOP, LOC119083917|XP_037049624.1|BCOP, LOC119072727|XP_037033896.1|BCOP	CG4607|NP_572380.1|DMEL, CG8249|NP_611060.2|DMEL
OG0000496	LOC119066241|XP_037024453.1|BCOP	CG9171|NP_723117.1|DMEL
OG0000497	LOC119078655|XP_037042147.1|BCOP	Pvf2|NP_523499.2|DMEL
OG0000497	LOC119079153|XP_037042864.1|BCOP	Pvf3|NP_001097107.1|DMEL
OG0000498	LOC119074352|XP_037036389.1|BCOP, LOC119074439|XP_037036505.1|BCOP, LOC119077710|XP_037040884.1|BCOP	CG5768|NP_001369031.1|DMEL, CG13616|NP_651262.1|DMEL
OG0000499	LOC119081984|XP_037047200.1|BCOP	Vha36-1|NP_651987.1|DMEL
OG0000499	LOC119077427|XP_037040535.1|BCOP, LOC119068488|XP_037027994.1|BCOP	Vha36-3|NP_570008.1|DMEL
OG0000500	LOC119071040|XP_037031535.1|BCOP, LOC119071045|XP_037031542.1|BCOP	AstC-R1|NP_649040.2|DMEL, AstC-R2|NP_001303398.1|DMEL
OG0000504	LOC119077990|XP_037041265.1|BCOP	CG9701|NP_648918.1|DMEL
OG0000505	LOC119067672|XP_037026673.1|BCOP	kirre|NP_726844.1|DMEL, rst|NP_525058.2|DMEL
OG0000506	LOC119068467|XP_037027957.1|BCOP, LOC119079970|XP_037044004.1|BCOP	CG31106|NP_733086.2|DMEL, CG31103|NP_001097914.1|DMEL
OG0000507	LOC119081653|XP_037046630.1|BCOP	Ant2|NP_511110.1|DMEL
OG0000507	LOC119068763|XP_037028394.1|BCOP	sesB|NP_727448.1|DMEL
OG0000508	LOC119081073|XP_037045709.1|BCOP	CG32320|NP_001097472.3|DMEL, CG6845|NP_612000.3|DMEL
OG0000509	LOC119073953|XP_037035734.1|BCOP	Sema2a|NP_477507.1|DMEL, Sema2b|NP_001261024.1|DMEL
OG0000510	LOC119081474|XP_037046366.1|BCOP	CG8323|NP_610933.1|DMEL, CG18327|NP_610934.1|DMEL
OG0000511	LOC119078667|XP_037042216.1|BCOP	Cyt-b5-r|NP_477154.1|DMEL, CG17928|NP_609810.1|DMEL
OG0000513	LOC119071560|XP_037032382.1|BCOP	CG3270|NP_610228.1|DMEL, l_2_37Bb|NP_536791.1|DMEL
OG0000514	LOC119066747|XP_037025267.1|BCOP	pdm2|NP_723763.1|DMEL, nub|NP_001097153.1|DMEL
OG0000515	LOC119080178|XP_037044299.1|BCOP	ATPsynbeta|NP_001259081.1|DMEL
OG0000516	LOC119074878|XP_037037111.1|BCOP	CG9522|NP_644677.1|DMEL, CG12539|NP_572976.1|DMEL
OG0000517	LOC119078309|XP_037041708.1|BCOP	CG17029|NP_648821.1|DMEL, CG17028|NP_648822.1|DMEL
OG0000521	LOC119084098|XP_037049844.1|BCOP, LOC119067405|XP_037026246.1|BCOP	CCKLR-17D3|NP_001097023.1|DMEL, CCKLR-17D1|NP_001097021.1|DMEL
OG0000522	LOC119067459|XP_037026337.1|BCOP	CG10029|NP_649716.1|DMEL, CG9911|NP_573111.1|DMEL
OG0000523	LOC119067260|XP_037026032.1|BCOP	Stt3B|NP_524494.1|DMEL
OG0000523	LOC119068976|XP_037028740.1|BCOP	Stt3A|NP_608425.1|DMEL
OG0000524	LOC119067974|XP_037027215.1|BCOP	Irp-1A|NP_477371.1|DMEL, Irp-1B|NP_524303.2|DMEL
OG0000525	LOC119081070|XP_037045687.1|BCOP	CG30345|NP_724760.2|DMEL, CG30344|NP_724759.1|DMEL
OG0000526	LOC119078975|XP_037042621.1|BCOP	PCNA2|NP_609994.1|DMEL, PCNA|NP_476905.1|DMEL
OG0000527	LOC119082764|XP_037048246.1|BCOP	ed|NP_523469.2|DMEL, fred|NP_608812.3|DMEL
OG0000528	LOC119076750|XP_037039592.1|BCOP, LOC119071645|XP_037032503.1|BCOP, LOC119066646|XP_037025109.1|BCOP, LOC119066205|XP_037024419.1|BCOP, LOC119085327|XP_037051604.1|BCOP, LOC119072892|XP_037034110.1|BCOP, LOC119077328|XP_037040406.1|BCOP, LOC119076340|XP_037038928.1|BCOP, LOC119078619|XP_037042110.1|BCOP, LOC119078521|XP_037041980.1|BCOP, LOC119071755|XP_037032689.1|BCOP, LOC119072785|XP_037033974.1|BCOP, LOC119076244|XP_037038802.1|BCOP	CG33281|NP_995620.1|DMEL
OG0000529	LOC119073005|XP_037034225.1|BCOP	CG34447|NP_001097060.1|DMEL, CG14034|NP_001036339.1|DMEL
OG0000530	LOC119073760|XP_037035317.1|BCOP, LOC119073759|XP_037035316.1|BCOP	CG32079|NP_729645.3|DMEL, CG1139|NP_647686.1|DMEL
OG0000531	LOC119085223|XP_037051430.1|BCOP	CG17493|NP_001260692.1|DMEL, CG31802|NP_724103.1|DMEL
OG0000532	LOC119077975|XP_037041252.1|BCOP	CG4367|NP_001287421.2|DMEL, CG4362|NP_650876.1|DMEL
OG0000534	LOC119077103|XP_037040157.1|BCOP	sno|NP_001096967.1|DMEL, CG3491|NP_609731.1|DMEL
OG0000535	LOC119071812|XP_037032775.1|BCOP	CG12895|NP_001260868.1|DMEL, CG14757|NP_610363.1|DMEL
OG0000536	LOC119069281|XP_037029238.1|BCOP	frm|NP_001137887.1|DMEL
OG0000537	LOC119079032|XP_037042711.1|BCOP	Incenp|NP_523648.3|DMEL
OG0000538	LOC119085377|XP_037051658.1|BCOP	CG43324|NP_001246399.1|DMEL, Ggamma1|NP_523662.1|DMEL
OG0000539	LOC119071307|XP_037032080.1|BCOP	E_spl_mgamma-HLH|NP_524504.2|DMEL, E_spl_mbeta-HLH|NP_524505.2|DMEL
OG0000542	LOC119074089|XP_037035944.1|BCOP	ND-49L|NP_651392.2|DMEL, ND-49|NP_651926.1|DMEL
OG0000543	LOC119068098|XP_037027417.1|BCOP	CG4408|NP_651141.2|DMEL, CG2915|NP_610338.1|DMEL
OG0000544	LOC119068980|XP_037028746.1|BCOP	Prat2|NP_523949.2|DMEL, Prat|NP_524271.2|DMEL
OG0000545	LOC119068518|XP_037028019.1|BCOP, LOC119069506|XP_037029478.1|BCOP	beat-IIb|NP_650613.2|DMEL, beat-IIa|NP_524384.3|DMEL
OG0000546	LOC119068569|XP_037028107.1|BCOP	Nup93-2|NP_650404.1|DMEL, Nup93-1|NP_572929.1|DMEL
OG0000547	LOC119074047|XP_037035888.1|BCOP	Ran|NP_651969.1|DMEL, Ran-like|NP_524082.1|DMEL
OG0000548	LOC119083707|XP_037049391.1|BCOP	CG9389|NP_649295.1|DMEL, CG9391|NP_649294.1|DMEL
OG0000549	LOC119067694|XP_037026713.1|BCOP	l_2_efl|NP_523827.1|DMEL
OG0000550	LOC119073291|XP_037034572.1|BCOP	Kaz1-ORFB|NP_001027091.1|DMEL
OG0000552	LOC119083277|XP_037048860.1|BCOP, LOC119083171|XP_037048726.1|BCOP	CG31029|NP_733347.1|DMEL, Ppi1|NP_733345.2|DMEL
OG0000553	LOC119082066|XP_037047300.1|BCOP	CG17633|NP_609310.2|DMEL
OG0000554	LOC119070470|XP_037030721.1|BCOP	GILT3|NP_651165.1|DMEL, GILT2|NP_651166.1|DMEL
OG0000555	LOC119085881|XP_037052292.1|BCOP	Ppm1|NP_612039.1|DMEL, CG17746|NP_647794.1|DMEL
OG0000556	LOC119077410|XP_037040553.1|BCOP	Arpc3B|NP_573193.1|DMEL, Arpc3A|NP_650498.3|DMEL
OG0000557	LOC119076133|XP_037038702.1|BCOP	CG12256|NP_650166.2|DMEL, CG17404|NP_650165.2|DMEL
OG0000558	LOC119082201|XP_037047530.1|BCOP	blp|NP_524370.2|DMEL, CG1409|NP_572409.2|DMEL
OG0000559	LOC119066909|XP_037025495.1|BCOP	Best1|NP_001247018.1|DMEL, Best3|NP_730039.1|DMEL
OG0000560	LOC119069268|XP_037029220.1|BCOP	CG30503|NP_001137612.1|DMEL, sPLA2|NP_724556.1|DMEL
OG0000561	LOC119074217|XP_037036113.1|BCOP	eyg|NP_524042.2|DMEL, toe|NP_524041.2|DMEL
OG0000562	LOC119066879|XP_037025459.1|BCOP	chrb|NP_648470.2|DMEL, scyl|NP_648456.2|DMEL
OG0000563	LOC119066025|XP_037024138.1|BCOP	CG12520|NP_001097596.1|DMEL
OG0000564	LOC119080545|XP_037044855.1|BCOP	Edg78E|NP_524198.1|DMEL, Cpr78Cc|NP_649300.1|DMEL
OG0000566	LOC119081012|XP_037045588.1|BCOP	AhcyL2|NP_996221.1|DMEL, AhcyL1|NP_647746.1|DMEL
OG0000567	LOC119068523|XP_037028027.1|BCOP	mab-21|NP_651971.2|DMEL
OG0000568	LOC119068289|XP_037027721.1|BCOP, LOC119080071|XP_037044182.1|BCOP	CG16781|NP_001259211.1|DMEL, CG9855|NP_649463.2|DMEL
OG0000569	LOC119084660|XP_037050628.1|BCOP	Snap24|NP_524298.1|DMEL
OG0000569	LOC119084581|XP_037050535.1|BCOP	Snap25|NP_001036641.1|DMEL
OG0000570	LOC119069556|XP_037029532.1|BCOP	Orct2|NP_651238.2|DMEL, Orct|NP_524479.1|DMEL
OG0000571	LOC119069735|XP_037029761.1|BCOP	CG34354|NP_001097953.2|DMEL, trv|NP_001163754.3|DMEL
OG0000572	LOC119084086|XP_037049819.1|BCOP, LOC119071786|XP_037032742.1|BCOP, LOC119084895|XP_037050940.1|BCOP	CG10126|NP_788664.2|DMEL, CG31345|NP_731744.1|DMEL
OG0000573	LOC119075079|XP_037037366.1|BCOP, LOC119071850|XP_037032806.1|BCOP	CG16758|NP_001261330.1|DMEL, CG18128|NP_611822.1|DMEL
OG0000574	LOC119081453|XP_037046287.1|BCOP	Rh4|NP_476701.1|DMEL, Rh3|NP_524411.1|DMEL
OG0000575	LOC119080687|XP_037045018.1|BCOP	caup|NP_524046.2|DMEL, ara|NP_524045.2|DMEL
OG0000576	LOC119076338|XP_037038925.1|BCOP	CG14605|NP_731145.1|DMEL, CG14606|NP_001334690.1|DMEL
OG0000577	LOC119084662|XP_037050634.1|BCOP	CG17597|NP_609912.1|DMEL
OG0000577	LOC119082768|XP_037048257.1|BCOP	ScpX|NP_524715.2|DMEL
OG0000578	LOC119072065|XP_037033095.1|BCOP	Fatp1|NP_001162940.3|DMEL, Fatp2|NP_995925.2|DMEL
OG0000579	LOC119084174|XP_037049928.1|BCOP	CG9920|NP_650333.1|DMEL, CG11267|NP_648622.1|DMEL
OG0000580	LOC119076778|XP_037039633.1|BCOP, LOC119074749|XP_037036909.1|BCOP	CG14694|NP_650028.1|DMEL, CG6574|NP_650029.1|DMEL
OG0000581	LOC119079094|XP_037042806.1|BCOP, LOC119083987|XP_037049730.1|BCOP	AnxB9|NP_476603.1|DMEL
OG0000581	LOC119067460|XP_037026339.1|BCOP	AnxB11|NP_727978.1|DMEL
OG0000582	LOC119071172|XP_037031830.1|BCOP	SdhAL|NP_648523.1|DMEL, SdhA|NP_477210.1|DMEL
OG0000583	LOC119074106|XP_037035968.1|BCOP, LOC119082826|XP_037048373.1|BCOP	CG34423|NP_001163263.1|DMEL
OG0000589	LOC119068864|XP_037028596.1|BCOP	Drak|NP_001162723.1|DMEL
OG0000590	LOC119071848|XP_037032802.1|BCOP	VhaAC39-1|NP_570080.1|DMEL
OG0000592	LOC119084008|XP_037049716.1|BCOP	cathD|NP_001334713.1|DMEL, CG10104|NP_610961.1|DMEL
OG0000593	LOC119083155|XP_037048698.1|BCOP, LOC119083147|XP_037048689.1|BCOP	ND-20L|NP_651698.1|DMEL, ND-20|NP_573097.1|DMEL
OG0000594	LOC119067943|XP_037027155.1|BCOP	Pglym78|NP_524546.2|DMEL, Pglym87|NP_652041.2|DMEL
OG0000595	LOC119070400|XP_037030619.1|BCOP	Hrb87F|NP_476807.1|DMEL, Hrb98DE|NP_524543.1|DMEL
OG0000596	LOC119069672|XP_037029687.1|BCOP	CG3690|NP_569876.3|DMEL, CG31272|NP_650013.3|DMEL
OG0000597	LOC119067936|XP_037027146.1|BCOP, LOC119071640|XP_037032500.1|BCOP	ppk22|NP_733051.2|DMEL, ppk24|NP_651860.2|DMEL
OG0000598	LOC119072158|XP_037033214.1|BCOP, LOC119080438|XP_037044695.1|BCOP	Cyp304a1|NP_731751.1|DMEL
OG0000599	LOC119066037|XP_037024150.1|BCOP, LOC119073532|XP_037034972.1|BCOP	Gr64a|NP_728920.1|DMEL, Gr61a|NP_523877.1|DMEL
OG0000600	LOC119077332|XP_037040413.1|BCOP	CG13321|NP_610831.1|DMEL, CG44250|NP_001163133.1|DMEL
OG0000601	LOC119066781|XP_037025335.1|BCOP, LOC119073283|XP_037034566.1|BCOP, LOC119067385|XP_037026205.1|BCOP	MME1|NP_609093.1|DMEL, colt|NP_477221.1|DMEL
OG0000602	LOC119072724|XP_037033894.1|BCOP	CG5867|NP_609625.2|DMEL, CG5945|NP_609626.1|DMEL
OG0000603	LOC119076325|XP_037038897.1|BCOP	CG31262|NP_732222.2|DMEL, CG33124|NP_001097056.3|DMEL, CG31668|NP_001097055.2|DMEL, SLC5A11|NP_609192.1|DMEL
OG0000604	LOC119078486|XP_037041938.1|BCOP	Taf10|NP_477463.1|DMEL, Taf10b|NP_477418.1|DMEL
OG0000605	LOC119078625|XP_037042117.1|BCOP	CG9259|NP_610084.1|DMEL
OG0000606	LOC119068548|XP_037028075.1|BCOP	CG6660|NP_651104.1|DMEL
OG0000607	LOC119083705|XP_037049388.1|BCOP	CG5220|NP_650590.1|DMEL, CG7009|NP_650947.1|DMEL
OG0000608	LOC119066266|XP_037024518.1|BCOP	Ald2|NP_651476.1|DMEL, Ald1|NP_733140.2|DMEL
OG0000609	LOC119082211|XP_037047555.1|BCOP	Cdlc2|NP_477408.1|DMEL
OG0000610	LOC119070949|XP_037031396.1|BCOP, LOC119083489|XP_037049112.1|BCOP	Grx1|NP_649065.1|DMEL, Grx1t|NP_611609.1|DMEL
OG0000611	LOC119083546|XP_037049160.1|BCOP, LOC119072190|XP_037033244.1|BCOP	Treh|NP_726025.1|DMEL, CG6262|NP_611123.2|DMEL
OG0000614	LOC119077296|XP_037040353.1|BCOP	alpha-Man-Ic|NP_733331.1|DMEL, alpha-Man-Ia|NP_727408.2|DMEL
OG0000615	LOC119069401|XP_037029342.1|BCOP, LOC119070642|XP_037030966.1|BCOP, LOC119068755|XP_037028378.1|BCOP	CG6470|NP_573304.1|DMEL, CG8478|NP_001163576.1|DMEL
OG0000616	LOC119069996|XP_037030135.1|BCOP	Hayan|NP_001097020.1|DMEL, psh|NP_573297.1|DMEL
OG0000617	LOC119081325|XP_037046008.1|BCOP	CG5611|NP_651574.1|DMEL, Srlp|NP_650199.1|DMEL
OG0000618	LOC119070536|XP_037030804.1|BCOP	P5CDh2|NP_788705.1|DMEL
OG0000618	LOC119076049|XP_037038574.1|BCOP, LOC119076050|XP_037038577.1|BCOP	P5CDh1|NP_730695.1|DMEL
OG0000620	LOC119082516|XP_037047926.1|BCOP, LOC119082181|XP_037047490.1|BCOP	CG17003|NP_608365.1|DMEL, Tat|NP_648310.1|DMEL
OG0000621	LOC119082160|XP_037047463.1|BCOP	eIF3g2|NP_650887.1|DMEL, eIF3g1|NP_570011.1|DMEL
OG0000622	LOC119069597|XP_037029587.1|BCOP	GluRIA|NP_476855.1|DMEL, GluRIB|NP_001261621.2|DMEL
OG0000623	LOC119066479|XP_037024879.1|BCOP	Rac1|NP_476950.1|DMEL, Rac2|NP_648121.1|DMEL
OG0000624	LOC119079882|XP_037043859.1|BCOP	CG5323|NP_611346.1|DMEL, CG5327|NP_725807.1|DMEL
OG0000625	LOC119083676|XP_037049354.1|BCOP	CG33523|NP_001261457.1|DMEL, CG32407|NP_729113.1|DMEL
OG0000626	LOC119082188|XP_037047507.1|BCOP	CG10459|NP_610513.2|DMEL, wmd|NP_001097436.1|DMEL
OG0000627	LOC119082760|XP_037048241.1|BCOP	SecCl|NP_001261986.1|DMEL, CG6927|NP_572194.1|DMEL
OG0000628	LOC119085988|XP_037052448.1|BCOP	Prosalpha6T|NP_609623.1|DMEL, Prosalpha6|NP_523532.1|DMEL
OG0000629	LOC119066341|XP_037024648.1|BCOP	mAcon2|NP_650042.2|DMEL, mAcon1|NP_524708.1|DMEL
OG0000630	LOC119084654|XP_037050617.1|BCOP	dnt|NP_477341.2|DMEL, drl|NP_001260566.1|DMEL
OG0000631	LOC119071768|XP_037032710.1|BCOP	ZnT33D|NP_723732.2|DMEL, ZnT35C|NP_609741.3|DMEL
OG0000632	LOC119077150|XP_037040230.1|BCOP	CG34351|NP_001260044.1|DMEL, CG14340|NP_608567.2|DMEL
OG0000633	LOC119071731|XP_037032650.1|BCOP	CG42397|NP_001163428.1|DMEL, Muc68E|NP_996064.1|DMEL
OG0000634	LOC119071953|XP_037032978.1|BCOP	Snp|NP_611632.3|DMEL
OG0000635	LOC119066896|XP_037025480.1|BCOP	Efhc1.2|NP_611459.1|DMEL, Efhc1.1|NP_573075.1|DMEL
OG0000636	LOC119073578|XP_037035042.1|BCOP	CG17564|NP_609954.1|DMEL, CG10750|NP_001286084.1|DMEL
OG0000637	LOC119084264|XP_037050067.1|BCOP	Vsx2|NP_001284897.1|DMEL, Vsx1|NP_572232.2|DMEL
OG0000638	LOC119067567|XP_037026543.1|BCOP	RpS19b|NP_651195.1|DMEL, RpS19a|NP_523376.1|DMEL
OG0000639	LOC119071882|XP_037032869.1|BCOP	siz|NP_730594.1|DMEL
OG0000641	LOC119070465|XP_037030715.1|BCOP, LOC119084774|XP_037050733.1|BCOP	Toll-4|NP_523519.2|DMEL, MstProx|NP_649719.2|DMEL
OG0000642	LOC119074558|XP_037036652.1|BCOP	CG30048|NP_001014521.2|DMEL, CG42685|NP_609717.5|DMEL
OG0000646	LOC119069169|XP_037028974.1|BCOP	Apc2|NP_001334699.1|DMEL, Apc|NP_477152.1|DMEL
OG0000647	LOC119068465|XP_037027953.1|BCOP	CG31559|NP_731045.1|DMEL, CG12206|NP_570060.1|DMEL
OG0000648	LOC119067168|XP_037025865.1|BCOP	B-H2|NP_523386.1|DMEL
OG0000648	LOC119067154|XP_037025842.1|BCOP	B-H1|NP_523387.1|DMEL
OG0000649	LOC119067054|XP_037025695.1|BCOP	Frq1|NP_573271.1|DMEL, Frq2|NP_525093.1|DMEL
OG0000650	LOC119081019|XP_037045596.1|BCOP	Rad23|NP_651918.2|DMEL
OG0000651	LOC119068676|XP_037028252.1|BCOP	Fit2|NP_648947.1|DMEL, Fit1|NP_728936.1|DMEL
OG0000652	LOC119073327|XP_037034614.1|BCOP	CanB2|NP_524874.2|DMEL, CanB|NP_524741.1|DMEL
OG0000653	LOC119069227|XP_037029156.1|BCOP	Sccpdh2|NP_650190.1|DMEL, Sccpdh1|NP_649517.1|DMEL
OG0000654	LOC119076735|XP_037039548.1|BCOP	CG33791|NP_001027100.1|DMEL
OG0000654	LOC119077290|XP_037040337.1|BCOP	Nc73EF|NP_001097629.1|DMEL
OG0000655	LOC119066518|XP_037024930.1|BCOP	Nacalpha|NP_477216.1|DMEL, CG4415|NP_608561.2|DMEL
OG0000656	LOC119069203|XP_037029067.1|BCOP	GC1|NP_650134.1|DMEL, GC2|NP_731657.2|DMEL
OG0000658	LOC119071304|XP_037032078.1|BCOP	RpS5a|NP_523382.1|DMEL, RpS5b|NP_650407.1|DMEL
OG0000659	LOC119081960|XP_037047158.1|BCOP	gammaTub23C|NP_476804.1|DMEL, gammaTub37C|NP_476922.1|DMEL
OG0000660	LOC119076100|XP_037038651.1|BCOP, LOC119080500|XP_037044794.1|BCOP, LOC119080471|XP_037044744.1|BCOP, LOC119077116|XP_037040180.1|BCOP, LOC119077115|XP_037040178.1|BCOP	alpha4GT1|NP_608737.1|DMEL
OG0000661	LOC119082339|XP_037047743.1|BCOP	mrva|NP_648103.1|DMEL, CG12194|NP_001162873.1|DMEL
OG0000662	LOC119084304|XP_037050118.1|BCOP	Scsalpha1|NP_523905.2|DMEL, Scsalpha2|NP_650809.1|DMEL
OG0000663	LOC119083526|XP_037049138.1|BCOP, LOC119084562|XP_037050476.1|BCOP	pain|NP_611979.1|DMEL
OG0000664	LOC119084314|XP_037050128.1|BCOP	Cbp80|NP_726938.1|DMEL
OG0000666	LOC119074750|XP_037036911.1|BCOP	CG10444|NP_611465.2|DMEL, CG32669|NP_727460.1|DMEL
OG0000667	LOC119083972|XP_037049670.1|BCOP	Tsp3A|NP_525054.2|DMEL, Tsp86D|NP_001262468.1|DMEL
OG0000668	LOC119081834|XP_037046967.1|BCOP	CG40045|NP_001036640.1|DMEL
OG0000669	LOC119074873|XP_037037104.1|BCOP	CG9521|NP_572977.1|DMEL, CG9519|NP_572978.1|DMEL
OG0000670	LOC119066550|XP_037024984.1|BCOP	CG4438|NP_609286.1|DMEL, CG11444|NP_572171.1|DMEL
OG0000671	LOC119083639|XP_037049271.1|BCOP	Gfat1|NP_001015157.2|DMEL, Gfat2|NP_651617.1|DMEL
OG0000672	LOC119072493|XP_037033628.1|BCOP	CG18130|NP_572772.1|DMEL, CG14221|NP_001259713.1|DMEL
OG0000673	LOC119085042|XP_037051146.1|BCOP, LOC119070959|XP_037031418.1|BCOP	Jafrac1|NP_477510.1|DMEL, CG6888|NP_648759.1|DMEL
OG0000677	LOC119069211|XP_037029077.1|BCOP	Lint-1|NP_572692.1|DMEL
OG0000678	LOC119072581|XP_037033726.1|BCOP	CG3534|NP_650582.1|DMEL, CG3544|NP_608543.1|DMEL
OG0000679	LOC119082586|XP_037048025.1|BCOP	CG15739|NP_572760.1|DMEL
OG0000680	LOC119068909|XP_037028663.1|BCOP	CG14196|NP_573367.1|DMEL, out|NP_573378.1|DMEL
OG0000681	LOC119067235|XP_037025986.1|BCOP	Nsf2|NP_788676.1|DMEL, comt|NP_524877.1|DMEL
OG0000683	LOC119070419|XP_037030650.1|BCOP, LOC119084212|XP_037050002.1|BCOP, LOC119078992|XP_037042650.1|BCOP, LOC119070420|XP_037030652.1|BCOP	CG6178|NP_651221.1|DMEL
OG0000684	LOC119070467|XP_037030717.1|BCOP	eIF3d2|NP_731675.1|DMEL, eIF3d1|NP_524463.2|DMEL
OG0000685	LOC119067026|XP_037025653.1|BCOP	Rab1|NP_732610.1|DMEL
OG0000686	LOC119076703|XP_037039511.1|BCOP	SdhB|NP_477101.1|DMEL, SdhBL|NP_573340.1|DMEL
OG0000687	LOC119068625|XP_037028186.1|BCOP	CG8517|NP_611446.3|DMEL, CG8993|NP_647716.1|DMEL
OG0000688	LOC119077281|XP_037040326.1|BCOP	olf186-F|NP_001137696.1|DMEL
OG0000689	LOC119072600|XP_037033753.1|BCOP	COX7C|NP_652397.1|DMEL, CG44296|NP_001286270.1|DMEL
OG0000690	LOC119074983|XP_037037281.1|BCOP, LOC119074701|XP_037036884.1|BCOP, LOC119074703|XP_037036886.1|BCOP	Obp19a|NP_728338.2|DMEL
OG0000691	LOC119080294|XP_037044461.1|BCOP	CG9314|NP_609248.1|DMEL, Cat|NP_536731.1|DMEL
OG0000692	LOC119081061|XP_037045671.1|BCOP	Cpr72Ea|NP_648882.1|DMEL, Cpr72Eb|NP_648883.1|DMEL
OG0000694	LOC119076648|XP_037039417.1|BCOP	Tango5|NP_727444.1|DMEL, CG32087|NP_729740.2|DMEL
OG0000695	LOC119070822|XP_037031215.1|BCOP	smal|NP_723165.2|DMEL, Ddr|NP_001285666.1|DMEL
OG0000696	LOC119079130|XP_037042854.1|BCOP	baf|NP_609176.1|DMEL
OG0000697	LOC119066369|XP_037024688.1|BCOP	I-3|NP_728367.3|DMEL, CG13994|NP_608988.1|DMEL
OG0000698	LOC119078762|XP_037042365.1|BCOP	slp1|NP_476730.1|DMEL, slp2|NP_476834.1|DMEL
OG0000699	LOC119066436|XP_037024823.1|BCOP	MICU1|NP_001097110.1|DMEL, CG4704|NP_651103.1|DMEL
OG0000700	LOC119066147|XP_037024337.1|BCOP	CG4341|NP_608558.1|DMEL, CG31690|NP_995615.2|DMEL
OG0000701	LOC119073563|XP_037035015.1|BCOP	CG10814|NP_610868.1|DMEL, CG5321|NP_572967.2|DMEL
OG0000702	LOC119084342|XP_037050169.1|BCOP	LpR1|NP_001097934.2|DMEL, LpR2|NP_001097928.1|DMEL
OG0000703	LOC119083168|XP_037048717.1|BCOP	Gpo3|NP_609667.2|DMEL, Gpo1|NP_001097332.1|DMEL
OG0000704	LOC119074966|XP_037037253.1|BCOP, LOC119076501|XP_037039177.1|BCOP	sgg|NP_001259193.1|DMEL, gskt|NP_733426.1|DMEL
OG0000705	LOC119084181|XP_037049937.1|BCOP	Pcyt2|NP_647622.1|DMEL, Pcyt1|NP_647621.1|DMEL
OG0000706	LOC119069039|XP_037028806.1|BCOP	CG5790|NP_609876.2|DMEL, Cdc7|NP_727103.1|DMEL
OG0000707	LOC119075958|XP_037038430.1|BCOP	LS2|NP_611769.2|DMEL, U2af50|NP_001245708.1|DMEL
OG0000708	LOC119068541|XP_037028054.1|BCOP	Ptp4E|NP_525076.2|DMEL, Ptp10D|NP_996413.2|DMEL
OG0000709	LOC119084049|XP_037049780.1|BCOP	eIF4H2|NP_651820.1|DMEL, eIF4H1|NP_001285330.1|DMEL
OG0000710	LOC119084227|XP_037050021.1|BCOP	Ubc84D|NP_524260.1|DMEL, Ubc10|NP_477414.1|DMEL
OG0000711	LOC119066858|XP_037025427.1|BCOP	CG12362|NP_648392.1|DMEL, ari-1|NP_523399.1|DMEL
OG0000712	LOC119071224|XP_037031933.1|BCOP	trem|NP_650861.1|DMEL, CG4936|NP_650862.1|DMEL
OG0000713	LOC119068151|XP_037027518.1|BCOP	Vha14-2|NP_649614.1|DMEL, Vha14-1|NP_476969.1|DMEL
