Orthogroup	BCOP.longest_only	DMAU.longest_only
OG0001877	LOC119079092|XP_037042804.1|BCOP, LOC119078455|XP_037041881.1|BCOP	LOC117147395|XP_033170155.1|DMAU
OG0001878	LOC119069846|XP_037029911.1|BCOP, LOC119069844|XP_037029908.1|BCOP	LOC117143973|XP_033164800.1|DMAU
OG0001879	LOC119068334|XP_037027784.1|BCOP	LOC117143194|XP_033163621.1|DMAU
OG0001880	LOC119067915|XP_037027111.1|BCOP	LOC117143107|XP_033163480.1|DMAU
OG0001881	LOC119069356|XP_037029324.1|BCOP	LOC117143780|XP_033164504.1|DMAU
OG0001882	LOC119069099|XP_037028886.1|BCOP	LOC117143895|XP_033164690.1|DMAU
OG0001883	LOC119067716|XP_037026727.1|BCOP	LOC117145908|XP_033167653.1|DMAU
OG0001884	LOC119069433|XP_037029385.1|BCOP	LOC117144102|XP_033165011.1|DMAU
OG0001885	LOC119080560|XP_037044870.1|BCOP	LOC117150674|XP_033173570.1|DMAU
OG0001886	LOC119085717|XP_037052061.1|BCOP	LOC117142439|XP_033162294.1|DMAU
OG0001887	LOC119085543|XP_037051856.1|BCOP	LOC117138376|XP_033156335.1|DMAU
OG0001888	LOC119067103|XP_037025761.1|BCOP	LOC117145098|XP_033166508.1|DMAU
OG0001889	LOC119067521|XP_037026443.1|BCOP	LOC117147800|XP_033170741.1|DMAU
OG0001890	LOC119079313|XP_037043002.1|BCOP, LOC119079311|XP_037043001.1|BCOP	LOC117139848|XP_033158386.1|DMAU
OG0001891	LOC119067582|XP_037026572.1|BCOP	LOC117144169|XP_033165102.1|DMAU
OG0001892	LOC119075316|XP_037037631.1|BCOP	LOC117139156|XP_033157206.1|DMAU
OG0001893	LOC119067846|XP_037026973.1|BCOP	LOC117143031|XP_033163311.1|DMAU
OG0001894	LOC119080082|XP_037044198.1|BCOP	LOC117137008|XP_033154087.1|DMAU
OG0001895	LOC119080999|XP_037045562.1|BCOP	LOC117146235|XP_033168031.1|DMAU
OG0001897	LOC119067082|XP_037025726.1|BCOP	LOC117146040|XP_033167868.1|DMAU
OG0001898	LOC119069834|XP_037029897.1|BCOP	LOC117148600|XP_033171972.1|DMAU, LOC117148601|XP_033171973.1|DMAU
OG0001899	LOC119069346|XP_037029311.1|BCOP	LOC117143115|XP_033163491.1|DMAU
OG0001900	LOC119084482|XP_037050365.1|BCOP, LOC119084090|XP_037049822.1|BCOP	LOC117140396|XP_033159154.1|DMAU
OG0001901	LOC119068227|XP_037027630.1|BCOP	LOC117150513|XP_033173313.1|DMAU
OG0001902	LOC119069170|XP_037028975.1|BCOP	LOC117141917|XP_033161537.1|DMAU
OG0001903	LOC119066507|XP_037024912.1|BCOP	LOC117143453|XP_033164053.1|DMAU
OG0001904	LOC119080209|XP_037044342.1|BCOP, LOC119067074|XP_037025701.1|BCOP, LOC119074193|XP_037036081.1|BCOP	LOC117145527|XP_033167110.1|DMAU
OG0001905	LOC119080106|XP_037044231.1|BCOP, LOC119069818|XP_037029875.1|BCOP	LOC117147360|XP_033170115.1|DMAU
OG0001906	LOC119067171|XP_037025879.1|BCOP, LOC119080675|XP_037045001.1|BCOP	LOC117143289|XP_033163767.1|DMAU
OG0001907	LOC119068764|XP_037028398.1|BCOP	LOC117147626|XP_033170481.1|DMAU
OG0001908	LOC119085477|XP_037051790.1|BCOP	LOC117145943|XP_033167714.1|DMAU
OG0001909	LOC119069055|XP_037028823.1|BCOP	LOC117148752|XP_033172234.1|DMAU
OG0001910	LOC119068662|XP_037028238.1|BCOP	LOC117143974|XP_033164802.1|DMAU
OG0001911	LOC119067469|XP_037026355.1|BCOP	LOC117146088|XP_033167931.1|DMAU
OG0001912	LOC119085811|XP_037052189.1|BCOP	LOC117136466|XP_033153288.1|DMAU
OG0001914	LOC119067414|XP_037026262.1|BCOP	LOC117142681|XP_033162711.1|DMAU
OG0001915	LOC119084835|XP_037050815.1|BCOP	LOC117140447|XP_033159263.1|DMAU
OG0001916	LOC119081737|XP_037046800.1|BCOP	LOC117136515|XP_033153350.1|DMAU
OG0001917	LOC119073456|XP_037034846.1|BCOP	LOC117140951|XP_033160060.1|DMAU
OG0001918	LOC119084932|XP_037050966.1|BCOP	LOC117139412|XP_033157580.1|DMAU
OG0001919	LOC119074137|XP_037036018.1|BCOP	LOC117135662|XP_033151944.1|DMAU
OG0001920	LOC119080390|XP_037044600.1|BCOP, LOC119081340|XP_037046034.1|BCOP	LOC117142126|XP_033161913.1|DMAU
OG0001921	LOC119075484|XP_037037831.1|BCOP	LOC117135628|XP_033151891.1|DMAU
OG0001922	LOC119073165|XP_037034362.1|BCOP, LOC119073166|XP_037034364.1|BCOP	LOC117135431|XP_033151484.1|DMAU
OG0001924	LOC119082349|XP_037047762.1|BCOP	LOC117135844|XP_033152248.1|DMAU
OG0001925	LOC119080967|XP_037045501.1|BCOP, LOC119085592|XP_037051909.1|BCOP	LOC117139245|XP_033157347.1|DMAU
OG0001926	LOC119075663|XP_037038070.1|BCOP	LOC117139146|XP_033157195.1|DMAU
OG0001927	LOC119084335|XP_037050159.1|BCOP	LOC117135791|XP_033152174.1|DMAU
OG0001928	LOC119084906|XP_037050956.1|BCOP	LOC117141730|XP_033161238.1|DMAU
OG0001929	LOC119080713|XP_037045072.1|BCOP	LOC117141641|XP_033161087.1|DMAU
OG0001930	LOC119079460|XP_037043282.1|BCOP	LOC117135510|XP_033151637.1|DMAU
OG0001931	LOC119080261|XP_037044404.1|BCOP	LOC117141390|XP_033160696.1|DMAU
OG0001932	LOC119081873|XP_037047006.1|BCOP	LOC117139963|XP_033158553.1|DMAU
OG0001933	LOC119073719|XP_037035237.1|BCOP	LOC117137475|XP_033154840.1|DMAU
OG0001934	LOC119077487|XP_037040595.1|BCOP	LOC117140427|XP_033159232.1|DMAU
OG0001935	LOC119080985|XP_037045525.1|BCOP	LOC117140603|XP_033159505.1|DMAU
OG0001937	LOC119073518|XP_037034942.1|BCOP	LOC117138654|XP_033156773.1|DMAU
OG0001938	LOC119070232|XP_037030398.1|BCOP, LOC119075124|XP_037037405.1|BCOP	LOC117138328|XP_033156256.1|DMAU
OG0001939	LOC119073670|XP_037035170.1|BCOP	LOC117137232|XP_033154481.1|DMAU
OG0001940	LOC119079400|XP_037043178.1|BCOP	LOC117137818|XP_033155387.1|DMAU
OG0001941	LOC119084724|XP_037050696.1|BCOP	LOC117139746|XP_033158197.1|DMAU
OG0001943	LOC119080982|XP_037045522.1|BCOP	LOC117140426|XP_033159231.1|DMAU
OG0001944	LOC119080072|XP_037044186.1|BCOP	LOC117141194|XP_033160433.1|DMAU
OG0001945	LOC119073449|XP_037034837.1|BCOP	LOC117136038|XP_033152559.1|DMAU
OG0001946	LOC119082790|XP_037048279.1|BCOP, LOC119075499|XP_037037860.1|BCOP	LOC117136659|XP_033153551.1|DMAU
OG0001947	LOC119079362|XP_037043105.1|BCOP	LOC117136488|XP_033153318.1|DMAU
OG0001948	LOC119080503|XP_037044798.1|BCOP	LOC117147188|XP_033169881.1|DMAU
OG0001949	LOC119077322|XP_037040397.1|BCOP	LOC117139563|XP_033157850.1|DMAU
OG0001950	LOC119073232|XP_037034439.1|BCOP	LOC117144259|XP_033165248.1|DMAU
OG0001951	LOC119081713|XP_037046718.1|BCOP	LOC117137839|XP_033155422.1|DMAU
OG0001952	LOC119074053|XP_037035898.1|BCOP	LOC117138225|XP_033156061.1|DMAU, LOC117138224|XP_033156060.1|DMAU
OG0001953	LOC119079610|XP_037043499.1|BCOP	LOC117137857|XP_033155461.1|DMAU
OG0001954	LOC119079366|XP_037043115.1|BCOP	LOC117135569|XP_033151775.1|DMAU
OG0001955	LOC119079390|XP_037043171.1|BCOP	LOC117137756|XP_033155261.1|DMAU
OG0001956	LOC119080715|XP_037045092.1|BCOP	LOC117141197|XP_033160439.1|DMAU
OG0001957	LOC119079960|XP_037043967.1|BCOP	LOC117137963|XP_033155625.1|DMAU
OG0001958	LOC119081650|XP_037046627.1|BCOP	LOC117137177|XP_033154382.1|DMAU
OG0001959	LOC119072456|XP_037033575.1|BCOP	LOC117139984|XP_033158579.1|DMAU
OG0001960	LOC119078235|XP_037041588.1|BCOP, LOC119079928|XP_037043923.1|BCOP	LOC117140017|XP_033158636.1|DMAU
OG0001961	LOC119079675|XP_037043622.1|BCOP	LOC117136055|XP_033152592.1|DMAU
OG0001962	LOC119079441|XP_037043249.1|BCOP	LOC117137007|XP_033154085.1|DMAU
OG0001963	LOC119072920|XP_037034134.1|BCOP, LOC119084186|XP_037049950.1|BCOP, LOC119081573|XP_037046503.1|BCOP	LOC117139437|XP_033157629.1|DMAU
OG0001964	LOC119073177|XP_037034382.1|BCOP	LOC117139888|XP_033158457.1|DMAU
OG0001965	LOC119083324|XP_037048904.1|BCOP, LOC119083366|XP_037048978.1|BCOP	LOC117141983|XP_033161683.1|DMAU
OG0001966	LOC119067255|XP_037026026.1|BCOP	LOC117145559|XP_033167153.1|DMAU
OG0001967	LOC119085549|XP_037051863.1|BCOP, LOC119073362|XP_037034662.1|BCOP	LOC117137536|XP_033154921.1|DMAU
OG0001968	LOC119080491|XP_037044779.1|BCOP	LOC117141284|XP_033160545.1|DMAU
OG0001969	LOC119084839|XP_037050831.1|BCOP, LOC119080417|XP_037044656.1|BCOP	LOC117136246|XP_033152941.1|DMAU
OG0001970	LOC119080020|XP_037044093.1|BCOP	LOC117136601|XP_033153475.1|DMAU
OG0001971	LOC119085338|XP_037051616.1|BCOP	LOC117138048|XP_033155753.1|DMAU
OG0001972	LOC119071816|XP_037032780.1|BCOP	LOC117137533|XP_033154911.1|DMAU
OG0001973	LOC119079603|XP_037043489.1|BCOP	LOC117137414|XP_033154733.1|DMAU
OG0001974	LOC119081078|XP_037045716.1|BCOP	LOC117138072|XP_033155787.1|DMAU
OG0001975	LOC119076310|XP_037038872.1|BCOP, LOC119078786|XP_037042397.1|BCOP	LOC117140196|XP_033158870.1|DMAU
OG0001976	LOC119084443|XP_037050319.1|BCOP	LOC117135652|XP_033151927.1|DMAU
OG0001978	LOC119066330|XP_037024625.1|BCOP	LOC117150269|XP_033172966.1|DMAU
OG0001979	LOC119070930|XP_037031369.1|BCOP	LOC117150684|XP_033173587.1|DMAU
OG0001980	LOC119078499|XP_037041948.1|BCOP	LOC117135239|XP_033151268.1|DMAU
OG0001982	LOC119081937|XP_037047088.1|BCOP	LOC117150047|XP_033172803.1|DMAU
OG0001983	LOC119080917|XP_037045428.1|BCOP, LOC119080401|XP_037044625.1|BCOP, LOC119068171|XP_037027550.1|BCOP, LOC119068854|XP_037028575.1|BCOP	LOC117139408|XP_033157573.1|DMAU
OG0001984	LOC119078695|XP_037042252.1|BCOP	LOC117135161|XP_033151113.1|DMAU
OG0001985	LOC119078457|XP_037041886.1|BCOP	LOC117147033|XP_033169622.1|DMAU
OG0001986	LOC119072804|XP_037033996.1|BCOP	LOC117150431|XP_033173200.1|DMAU
OG0001987	LOC119073791|XP_037035415.1|BCOP, LOC119068065|XP_037027361.1|BCOP	LOC117148473|XP_033171738.1|DMAU
OG0001988	LOC119074080|XP_037035925.1|BCOP	LOC117138366|XP_033156323.1|DMAU
OG0001989	LOC119076077|XP_037038621.1|BCOP	LOC117150202|XP_033172883.1|DMAU
OG0001990	LOC119066370|XP_037024689.1|BCOP	LOC117150332|XP_033173068.1|DMAU
OG0001991	LOC119076320|XP_037038884.1|BCOP	LOC117150634|XP_033173497.1|DMAU
OG0001992	LOC119075686|XP_037038099.1|BCOP	LOC117144104|XP_033165017.1|DMAU
OG0001993	LOC119071486|XP_037032232.1|BCOP	LOC117150858|XP_033173845.1|DMAU
OG0001994	LOC119076301|XP_037038860.1|BCOP, LOC119076299|XP_037038858.1|BCOP, LOC119066634|XP_037025093.1|BCOP, LOC119066632|XP_037025090.1|BCOP	LOC117142641|XP_033162637.1|DMAU
OG0001995	LOC119085141|XP_037051313.1|BCOP	LOC117136696|XP_033153645.1|DMAU
OG0001996	LOC119076361|XP_037038960.1|BCOP	LOC117150329|XP_033173064.1|DMAU
OG0001997	LOC119073369|XP_037034684.1|BCOP	LOC117135726|XP_033152060.1|DMAU
OG0001998	LOC119073380|XP_037034699.1|BCOP	LOC117135720|XP_033152046.1|DMAU
OG0001999	LOC119083775|XP_037049456.1|BCOP	LOC117136120|XP_033152710.1|DMAU
OG0002000	LOC119066480|XP_037024884.1|BCOP, LOC119085551|XP_037051865.1|BCOP, LOC119076607|XP_037039358.1|BCOP, LOC119084359|XP_037050201.1|BCOP, LOC119068360|XP_037027824.1|BCOP	LOC117142310|XP_033162108.1|DMAU
OG0002001	LOC119085307|XP_037051552.1|BCOP	LOC117151095|XP_033174235.1|DMAU
OG0002002	LOC119081466|XP_037046350.1|BCOP	LOC117135794|XP_033152178.1|DMAU
OG0002003	LOC119076345|XP_037038935.1|BCOP	LOC117136070|XP_033152659.1|DMAU
OG0002004	LOC119082567|XP_037047988.1|BCOP	LOC117150958|XP_033174028.1|DMAU
OG0002005	LOC119066968|XP_037025594.1|BCOP	LOC117144331|XP_033165338.1|DMAU
OG0002006	LOC119069445|XP_037029394.1|BCOP, LOC119076358|XP_037038950.1|BCOP, LOC119069460|XP_037029406.1|BCOP	LOC117135302|XP_033151371.1|DMAU
OG0002007	LOC119075381|XP_037037717.1|BCOP, LOC119085517|XP_037051827.1|BCOP, LOC119085233|XP_037051442.1|BCOP	LOC117139414|XP_033157794.1|DMAU
OG0002008	LOC119067811|XP_037026857.1|BCOP, LOC119085004|XP_037051078.1|BCOP	LOC117146238|XP_033168037.1|DMAU
OG0002009	LOC119076740|XP_037039568.1|BCOP	LOC117136380|XP_033153162.1|DMAU
OG0002010	LOC119072338|XP_037033424.1|BCOP	LOC117145889|XP_033167626.1|DMAU
OG0002011	LOC119076348|XP_037038940.1|BCOP	LOC117146550|XP_033168742.1|DMAU
OG0002012	LOC119081891|XP_037047014.1|BCOP, LOC119076292|XP_037038850.1|BCOP	LOC117150197|XP_033172877.1|DMAU
OG0002013	LOC119072256|XP_037033334.1|BCOP	LOC117150248|XP_033172935.1|DMAU
OG0002014	LOC119068127|XP_037027481.1|BCOP	LOC117137311|XP_033154582.1|DMAU
OG0002015	LOC119077146|XP_037040226.1|BCOP	LOC117150747|XP_033173671.1|DMAU
OG0002016	LOC119081426|XP_037046240.1|BCOP	LOC117135472|XP_033151576.1|DMAU
OG0002017	LOC119085893|XP_037052325.1|BCOP, LOC119078115|XP_037041463.1|BCOP	LOC117150424|XP_033173189.1|DMAU
OG0002018	LOC119075634|XP_037038010.1|BCOP	LOC117150857|XP_033173843.1|DMAU
OG0002019	LOC119079090|XP_037042801.1|BCOP	LOC117146280|XP_033168171.1|DMAU
OG0002020	LOC119085889|XP_037052320.1|BCOP	LOC117147440|XP_033170216.1|DMAU
OG0002021	LOC119074077|XP_037035919.1|BCOP, LOC119074075|XP_037035913.1|BCOP, LOC119074074|XP_037035912.1|BCOP	LOC117138433|XP_033156435.1|DMAU
OG0002022	LOC119070933|XP_037031376.1|BCOP	LOC117138718|XP_033156857.1|DMAU
OG0002023	LOC119082763|XP_037048245.1|BCOP, LOC119070653|XP_037030979.1|BCOP	LOC117144218|XP_033165163.1|DMAU
OG0002024	LOC119066321|XP_037024605.1|BCOP	LOC117135185|XP_033151186.1|DMAU
OG0002025	LOC119085816|XP_037052200.1|BCOP	LOC117138135|XP_033155899.1|DMAU
OG0002026	LOC119070840|XP_037031248.1|BCOP	LOC117141705|XP_033161207.1|DMAU
OG0002027	LOC119082838|XP_037048389.1|BCOP	LOC117135962|XP_033152451.1|DMAU
OG0002028	LOC119082846|XP_037048407.1|BCOP	LOC117136785|XP_033153731.1|DMAU
OG0002029	LOC119067718|XP_037026730.1|BCOP, LOC119077752|XP_037040959.1|BCOP, LOC119073642|XP_037035134.1|BCOP	LOC117141146|XP_033160370.1|DMAU
OG0002030	LOC119073674|XP_037035175.1|BCOP, LOC119084288|XP_037050109.1|BCOP	LOC117136336|XP_033153087.1|DMAU
OG0002031	LOC119066123|XP_037024303.1|BCOP	LOC117136069|XP_033152614.1|DMAU
OG0002032	LOC119081115|XP_037045753.1|BCOP, LOC119074600|XP_037036746.1|BCOP	LOC117143784|XP_033164516.1|DMAU
OG0002033	LOC119076024|XP_037038523.1|BCOP, LOC119071625|XP_037032474.1|BCOP, LOC119076028|XP_037038541.1|BCOP, LOC119076027|XP_037038540.1|BCOP	LOC117147922|XP_033170936.1|DMAU
OG0002034	LOC119074965|XP_037037248.1|BCOP	LOC117146668|XP_033168906.1|DMAU
OG0002035	LOC119076751|XP_037039593.1|BCOP	LOC117145582|XP_033167179.1|DMAU
OG0002036	LOC119076673|XP_037039463.1|BCOP	LOC117145832|XP_033167524.1|DMAU
OG0002037	LOC119074391|XP_037036405.1|BCOP	LOC117140049|XP_033158677.1|DMAU
OG0002038	LOC119082225|XP_037047573.1|BCOP	LOC117143600|XP_033164242.1|DMAU
OG0002039	LOC119069135|XP_037028936.1|BCOP	LOC117141356|XP_033160655.1|DMAU
OG0002040	LOC119076843|XP_037039742.1|BCOP	LOC117139300|XP_033157426.1|DMAU, LOC117139299|XP_033157423.1|DMAU
OG0002041	LOC119071703|XP_037032588.1|BCOP	LOC117135698|XP_033151995.1|DMAU
OG0002042	LOC119071706|XP_037032598.1|BCOP	LOC117143380|XP_033163949.1|DMAU
OG0002043	LOC119084128|XP_037049872.1|BCOP, LOC119073545|XP_037034992.1|BCOP	LOC117145716|XP_033167353.1|DMAU
OG0002044	LOC119074435|XP_037036458.1|BCOP	LOC117142452|XP_033162313.1|DMAU
OG0002045	LOC119076462|XP_037039124.1|BCOP	LOC117143740|XP_033164441.1|DMAU
OG0002046	LOC119074348|XP_037036338.1|BCOP	LOC117146270|XP_033168154.1|DMAU
OG0002047	LOC119084246|XP_037050039.1|BCOP	LOC117146433|XP_033168532.1|DMAU
OG0002048	LOC119076119|XP_037038682.1|BCOP	LOC117144863|XP_033166158.1|DMAU
OG0002049	LOC119066552|XP_037024990.1|BCOP	LOC117145332|XP_033166828.1|DMAU
OG0002050	LOC119074831|XP_037037016.1|BCOP	LOC117145882|XP_033167598.1|DMAU
OG0002051	LOC119074387|XP_037036401.1|BCOP	LOC117136703|XP_033153612.1|DMAU
OG0002053	LOC119067125|XP_037025799.1|BCOP	LOC117143518|XP_033164131.1|DMAU
OG0002054	LOC119076474|XP_037039146.1|BCOP	LOC117142520|XP_033162454.1|DMAU
OG0002055	LOC119078030|XP_037041338.1|BCOP	LOC117143327|XP_033163874.1|DMAU
OG0002056	LOC119072096|XP_037033145.1|BCOP	LOC117140636|XP_033159554.1|DMAU
OG0002057	LOC119083151|XP_037048692.1|BCOP	LOC117146442|XP_033168592.1|DMAU
OG0002058	LOC119083154|XP_037048696.1|BCOP	LOC117142096|XP_033161871.1|DMAU
OG0002059	LOC119071955|XP_037032980.1|BCOP	LOC117142839|XP_033162963.1|DMAU
OG0002060	LOC119072723|XP_037033893.1|BCOP	LOC117137935|XP_033155580.1|DMAU
OG0002061	LOC119075375|XP_037037700.1|BCOP	LOC117138453|XP_033156470.1|DMAU
OG0002062	LOC119076630|XP_037039430.1|BCOP, LOC119078348|XP_037041745.1|BCOP	LOC117148784|XP_033172284.1|DMAU
OG0002063	LOC119074412|XP_037036437.1|BCOP	LOC117147135|XP_033169804.1|DMAU
OG0002064	LOC119084475|XP_037050355.1|BCOP	LOC117139026|XP_033157015.1|DMAU
OG0002065	LOC119084520|XP_037050428.1|BCOP, LOC119083954|XP_037049658.1|BCOP, LOC119083333|XP_037048917.1|BCOP, LOC119083956|XP_037049659.1|BCOP	LOC117141237|XP_033160491.1|DMAU
OG0002066	LOC119074548|XP_037036613.1|BCOP	LOC117143765|XP_033164474.1|DMAU
OG0002067	LOC119074674|XP_037036852.1|BCOP	LOC117136786|XP_033153733.1|DMAU
OG0002068	LOC119074954|XP_037037238.1|BCOP	LOC117136801|XP_033153756.1|DMAU
OG0002069	LOC119074755|XP_037036916.1|BCOP	LOC117135593|XP_033151819.1|DMAU
OG0002070	LOC119068727|XP_037028316.1|BCOP	LOC117144757|XP_033166007.1|DMAU
OG0002071	LOC119071555|XP_037032373.1|BCOP	LOC117143742|XP_033164444.1|DMAU
OG0002072	LOC119080154|XP_037044269.1|BCOP	LOC117137737|XP_033155210.1|DMAU
OG0002073	LOC119078320|XP_037041719.1|BCOP	LOC117142016|XP_033161760.1|DMAU
OG0002074	LOC119074748|XP_037036906.1|BCOP	LOC117145044|XP_033166444.1|DMAU, LOC117137388|XP_033154695.1|DMAU
OG0002075	LOC119078225|XP_037041580.1|BCOP	LOC117145514|XP_033167098.1|DMAU
OG0002076	LOC119070671|XP_037030998.1|BCOP	LOC117135540|XP_033151710.1|DMAU
OG0002077	LOC119072345|XP_037033428.1|BCOP	LOC117139193|XP_033157254.1|DMAU
OG0002078	LOC119070722|XP_037031070.1|BCOP	LOC117136281|XP_033153006.1|DMAU
OG0002079	LOC119071814|XP_037032777.1|BCOP	LOC117138951|XP_033156882.1|DMAU
OG0002080	LOC119070971|XP_037031441.1|BCOP	LOC117137411|XP_033154729.1|DMAU
OG0002081	LOC119079101|XP_037042814.1|BCOP	LOC117136117|XP_033152704.1|DMAU
OG0002082	LOC119076952|XP_037039900.1|BCOP	LOC117135458|XP_033151534.1|DMAU
OG0002083	LOC119075772|XP_037038214.1|BCOP, LOC119075781|XP_037038236.1|BCOP	LOC117148582|XP_033171940.1|DMAU
OG0002084	LOC119071316|XP_037032094.1|BCOP	LOC117136838|XP_033153810.1|DMAU
OG0002085	LOC119082803|XP_037048343.1|BCOP	LOC117135979|XP_033152483.1|DMAU
OG0002086	LOC119071097|XP_037031637.1|BCOP	LOC117137380|XP_033154684.1|DMAU
OG0002087	LOC119066517|XP_037024925.1|BCOP	LOC117140674|XP_033159618.1|DMAU
OG0002088	LOC119071860|XP_037032817.1|BCOP	LOC117139421|XP_033157598.1|DMAU
OG0002089	LOC119071904|XP_037032912.1|BCOP	LOC117135899|XP_033152338.1|DMAU
OG0002090	LOC119066947|XP_037025561.1|BCOP	LOC117140720|XP_033159676.1|DMAU
OG0002091	LOC119074240|XP_037036157.1|BCOP	LOC117136441|XP_033153249.1|DMAU
OG0002092	LOC119072408|XP_037033520.1|BCOP, LOC119069249|XP_037029196.1|BCOP, LOC119071245|XP_037031977.1|BCOP	LOC117139311|XP_033157444.1|DMAU
OG0002093	LOC119066901|XP_037025485.1|BCOP	LOC117135903|XP_033152356.1|DMAU
OG0002094	LOC119083173|XP_037048728.1|BCOP	LOC117137217|XP_033154464.1|DMAU
OG0002095	LOC119074654|XP_037036828.1|BCOP	LOC117150808|XP_033173757.1|DMAU, LOC117148039|XP_033171106.1|DMAU
OG0002096	LOC119071682|XP_037032558.1|BCOP	LOC117135507|XP_033151630.1|DMAU
OG0002097	LOC119072630|XP_037033769.1|BCOP	LOC117137562|XP_033154956.1|DMAU
OG0002098	LOC119066099|XP_037024266.1|BCOP	LOC117140567|XP_033159455.1|DMAU
OG0002099	LOC119078295|XP_037041685.1|BCOP, LOC119078343|XP_037041741.1|BCOP	LOC117143878|XP_033164655.1|DMAU
OG0002100	LOC119071084|XP_037031618.1|BCOP	LOC117139954|XP_033158533.1|DMAU
OG0002101	LOC119066386|XP_037024713.1|BCOP	LOC117138227|XP_033156063.1|DMAU
OG0002102	LOC119071138|XP_037031727.1|BCOP	LOC117135858|XP_033152272.1|DMAU
OG0002103	LOC119085732|XP_037052097.1|BCOP	LOC117144196|XP_033165136.1|DMAU
OG0002105	LOC119069623|XP_037029617.1|BCOP, LOC119083924|XP_037049633.1|BCOP, LOC119082950|XP_037048494.1|BCOP, LOC119078121|XP_037041469.1|BCOP	LOC117146874|XP_033169358.1|DMAU
OG0002106	LOC119069921|XP_037030037.1|BCOP, LOC119066113|XP_037024289.1|BCOP, LOC119066695|XP_037025187.1|BCOP, LOC119084692|XP_037050667.1|BCOP, LOC119076372|XP_037038977.1|BCOP, LOC119071196|XP_037031877.1|BCOP	LOC117143522|XP_033164136.1|DMAU
OG0002107	LOC119077008|XP_037040013.1|BCOP	LOC117136767|XP_033153707.1|DMAU
OG0002117	LOC119079205|XP_037042886.1|BCOP, LOC119067803|XP_037026848.1|BCOP	LOC117137084|XP_033154204.1|DMAU
OG0002118	LOC119075266|XP_037037558.1|BCOP, LOC119069940|XP_037030060.1|BCOP	LOC117139879|XP_033158428.1|DMAU
OG0002119	LOC119070028|XP_037030208.1|BCOP	LOC117143195|XP_033163626.1|DMAU
OG0002120	LOC119085060|XP_037051186.1|BCOP	LOC117146332|XP_033168320.1|DMAU
OG0002121	LOC119073069|XP_037034268.1|BCOP, LOC119082165|XP_037047474.1|BCOP, LOC119083340|XP_037048932.1|BCOP	LOC117145818|XP_033167510.1|DMAU
OG0002123	LOC119083896|XP_037049601.1|BCOP	LOC117151022|XP_033174119.1|DMAU
OG0002124	LOC119069671|XP_037029684.1|BCOP	LOC117148433|XP_033171697.1|DMAU
OG0002125	LOC119079473|XP_037043301.1|BCOP	LOC117135952|XP_033152436.1|DMAU
OG0002126	LOC119073593|XP_037035062.1|BCOP	LOC117141211|XP_033160456.1|DMAU
OG0002127	LOC119085600|XP_037051916.1|BCOP	LOC117147022|XP_033169601.1|DMAU
OG0002128	LOC119070370|XP_037030566.1|BCOP, LOC119070369|XP_037030565.1|BCOP	LOC117148483|XP_033171753.1|DMAU
OG0002129	LOC119068015|XP_037027269.1|BCOP	LOC117145980|XP_033167778.1|DMAU
OG0002131	LOC119067244|XP_037026006.1|BCOP, LOC119069693|XP_037029717.1|BCOP	LOC117144400|XP_033165427.1|DMAU
OG0002132	LOC119076232|XP_037038785.1|BCOP	LOC117135483|XP_033151596.1|DMAU
OG0002133	LOC119068988|XP_037028755.1|BCOP	LOC117147788|XP_033170720.1|DMAU
OG0002134	LOC119084479|XP_037050362.1|BCOP	LOC117147996|XP_033171041.1|DMAU
OG0002135	LOC119068606|XP_037028151.1|BCOP	LOC117148523|XP_033171827.1|DMAU
OG0002136	LOC119070453|XP_037030699.1|BCOP	LOC117143359|XP_033163923.1|DMAU
OG0002137	LOC119068487|XP_037027993.1|BCOP, LOC119068501|XP_037028006.1|BCOP, LOC119085510|XP_037051820.1|BCOP	LOC117146119|XP_033168004.1|DMAU
OG0002138	LOC119083180|XP_037048738.1|BCOP	LOC117147690|XP_033170568.1|DMAU
OG0002139	LOC119067435|XP_037026303.1|BCOP	LOC117148181|XP_033171342.1|DMAU
OG0002140	LOC119069470|XP_037029418.1|BCOP, LOC119069437|XP_037029390.1|BCOP, LOC119069436|XP_037029389.1|BCOP	LOC117147534|XP_033170357.1|DMAU
OG0002141	LOC119068176|XP_037027559.1|BCOP	LOC117140339|XP_033159079.1|DMAU
OG0002142	LOC119068290|XP_037027723.1|BCOP	LOC117144311|XP_033165314.1|DMAU
OG0002143	LOC119068125|XP_037027478.1|BCOP	LOC117145346|XP_033166856.1|DMAU
OG0002144	LOC119080273|XP_037044430.1|BCOP	LOC117146334|XP_033168330.1|DMAU
OG0002145	LOC119067269|XP_037026043.1|BCOP, LOC119083079|XP_037048597.1|BCOP	LOC117145142|XP_033166573.1|DMAU
OG0002146	LOC119069157|XP_037028956.1|BCOP	LOC117142654|XP_033162669.1|DMAU
OG0002147	LOC119068311|XP_037027749.1|BCOP	LOC117148581|XP_033171939.1|DMAU
OG0002148	LOC119068400|XP_037027855.1|BCOP	LOC117141143|XP_033160366.1|DMAU
OG0002149	LOC119075571|XP_037037936.1|BCOP	LOC117146339|XP_033168354.1|DMAU
OG0002150	LOC119085647|XP_037051979.1|BCOP	LOC117147674|XP_033170541.1|DMAU
OG0002151	LOC119074031|XP_037035868.1|BCOP, LOC119074101|XP_037035960.1|BCOP	LOC117148417|XP_033171679.1|DMAU
