Orthogroup	BCOP.longest_only	AALB.longest_only
OG0000619	LOC119074250|XP_037036169.1|BCOP	LOC118467654|XP_035794288.1|AALB
OG0000620	LOC119082516|XP_037047926.1|BCOP, LOC119082181|XP_037047490.1|BCOP	LOC118463555|XP_035786072.1|AALB
OG0000621	LOC119082160|XP_037047463.1|BCOP	LOC118462959|XP_035785006.1|AALB
OG0000622	LOC119069597|XP_037029587.1|BCOP	LOC118463531|XP_035786036.1|AALB
OG0000623	LOC119066479|XP_037024879.1|BCOP	LOC118466550|XP_035791957.1|AALB
OG0000624	LOC119079882|XP_037043859.1|BCOP	LOC118467760|XP_035794481.1|AALB
OG0000625	LOC119083676|XP_037049354.1|BCOP	LOC118463183|XP_035785491.1|AALB
OG0000626	LOC119082188|XP_037047507.1|BCOP	LOC118467393|XP_035793744.1|AALB
OG0000627	LOC119082760|XP_037048241.1|BCOP	LOC118457752|XP_035775461.1|AALB
OG0000628	LOC119085988|XP_037052448.1|BCOP	LOC118469037|XP_035796393.1|AALB
OG0000629	LOC119066341|XP_037024648.1|BCOP	LOC118457228|XP_035774500.1|AALB
OG0000630	LOC119084654|XP_037050617.1|BCOP	LOC118458897|XP_035777746.1|AALB
OG0000631	LOC119071768|XP_037032710.1|BCOP	LOC118456251|XP_035772740.1|AALB
OG0000632	LOC119077150|XP_037040230.1|BCOP	LOC118457296|XP_035774654.1|AALB
OG0000633	LOC119077287|XP_037040336.1|BCOP	LOC118464388|XP_035787626.1|AALB
OG0000635	LOC119066896|XP_037025480.1|BCOP	LOC118460326|XP_035780430.1|AALB
OG0000636	LOC119073578|XP_037035042.1|BCOP	LOC118458194|XP_035776332.1|AALB
OG0000638	LOC119067567|XP_037026543.1|BCOP	LOC118463452|XP_035785932.1|AALB
OG0000639	LOC119071882|XP_037032869.1|BCOP	LOC118465352|XP_035789408.1|AALB
OG0000646	LOC119069169|XP_037028974.1|BCOP	LOC118456626|XP_035773443.1|AALB
OG0000647	LOC119068465|XP_037027953.1|BCOP	LOC118465633|XP_035789968.1|AALB
OG0000648	LOC119067154|XP_037025842.1|BCOP	LOC118459669|XP_035779169.1|AALB
OG0000649	LOC119067054|XP_037025695.1|BCOP	LOC118464708|XP_035788137.1|AALB
OG0000651	LOC119068676|XP_037028252.1|BCOP	LOC118460445|XP_035780650.1|AALB
OG0000652	LOC119073327|XP_037034614.1|BCOP	LOC118459384|XP_035778579.1|AALB
OG0000653	LOC119069227|XP_037029156.1|BCOP	LOC118459586|XP_035779006.1|AALB, LOC118462049|XP_035783924.1|AALB
OG0000654	LOC119077290|XP_037040337.1|BCOP	LOC118467469|XP_035793892.1|AALB
OG0000655	LOC119066518|XP_037024930.1|BCOP	LOC118463065|XP_035785214.1|AALB
OG0000656	LOC119069203|XP_037029067.1|BCOP	LOC118456929|XP_035773959.1|AALB
OG0000658	LOC119071304|XP_037032078.1|BCOP	LOC118459780|XP_035779389.1|AALB
OG0000659	LOC119081960|XP_037047158.1|BCOP	LOC118468708|XP_035795725.1|AALB
OG0000660	LOC119076100|XP_037038651.1|BCOP, LOC119080500|XP_037044794.1|BCOP, LOC119080471|XP_037044744.1|BCOP, LOC119077116|XP_037040180.1|BCOP, LOC119077115|XP_037040178.1|BCOP	LOC118459644|XP_035779119.1|AALB, LOC118459649|XP_035779124.1|AALB, LOC118459645|XP_035779120.1|AALB
OG0000661	LOC119082339|XP_037047743.1|BCOP	LOC118457247|XP_035774525.1|AALB
OG0000662	LOC119084304|XP_037050118.1|BCOP	LOC118460958|XP_035781626.1|AALB
OG0000663	LOC119083526|XP_037049138.1|BCOP, LOC119084562|XP_037050476.1|BCOP	LOC118467777|XP_035794508.1|AALB, LOC118460470|XP_035780686.1|AALB, LOC118461658|XP_035783130.1|AALB
OG0000663	LOC119068907|XP_037028664.1|BCOP	LOC118458787|XP_035777521.1|AALB
OG0000664	LOC119084314|XP_037050128.1|BCOP	LOC118459849|XP_035779510.1|AALB
OG0000666	LOC119074750|XP_037036911.1|BCOP	LOC118460644|XP_035780997.1|AALB
OG0000667	LOC119083972|XP_037049670.1|BCOP	LOC118459008|XP_035777906.1|AALB
OG0000668	LOC119081834|XP_037046967.1|BCOP	LOC118460380|XP_035780530.1|AALB
OG0000669	LOC119074873|XP_037037104.1|BCOP	LOC118457769|XP_035775488.1|AALB, LOC118457773|XP_035775495.1|AALB
OG0000670	LOC119066550|XP_037024984.1|BCOP	LOC118466181|XP_035791065.1|AALB
OG0000671	LOC119083639|XP_037049271.1|BCOP	LOC118466952|XP_035792744.1|AALB
OG0000672	LOC119072493|XP_037033628.1|BCOP	LOC118463337|XP_035785745.1|AALB
OG0000673	LOC119085042|XP_037051146.1|BCOP, LOC119070959|XP_037031418.1|BCOP	LOC118466980|XP_035792788.1|AALB
OG0000677	LOC119069211|XP_037029077.1|BCOP	LOC118465970|XP_035790618.1|AALB, LOC118464463|XP_035787758.1|AALB
OG0000678	LOC119072581|XP_037033726.1|BCOP	LOC118463047|XP_035785190.1|AALB
OG0000679	LOC119082586|XP_037048025.1|BCOP	LOC118462636|XP_035784377.1|AALB, LOC118466988|XP_035792798.1|AALB, LOC118464971|XP_035788695.1|AALB
OG0000680	LOC119068909|XP_037028663.1|BCOP	LOC118457713|XP_035775395.1|AALB
OG0000681	LOC119067235|XP_037025986.1|BCOP	LOC118465454|XP_035789625.1|AALB
OG0000683	LOC119084212|XP_037050002.1|BCOP, LOC119078992|XP_037042650.1|BCOP	LOC118457329|XP_035774716.1|AALB, LOC118457327|XP_035774713.1|AALB, LOC118457331|XP_035774718.1|AALB
OG0000683	LOC119070420|XP_037030652.1|BCOP	LOC118460755|XP_035781245.1|AALB, LOC118461198|XP_035782136.1|AALB
OG0000684	LOC119070467|XP_037030717.1|BCOP	LOC118468548|XP_035795336.1|AALB
OG0000685	LOC119067026|XP_037025653.1|BCOP	LOC118460918|XP_035781564.1|AALB
OG0000686	LOC119076703|XP_037039511.1|BCOP	LOC118466111|XP_035790938.1|AALB
OG0000687	LOC119068625|XP_037028186.1|BCOP	LOC118467740|XP_035794439.1|AALB
OG0000688	LOC119077281|XP_037040326.1|BCOP	LOC118467394|XP_035793749.1|AALB
OG0000689	LOC119072600|XP_037033753.1|BCOP	LOC118465952|XP_035790573.1|AALB
OG0000690	LOC119074983|XP_037037281.1|BCOP, LOC119074701|XP_037036884.1|BCOP	LOC118459366|XP_035778558.1|AALB
OG0000690	LOC119074703|XP_037036886.1|BCOP	LOC118462504|XP_035784121.1|AALB, LOC118459367|XP_035778559.1|AALB, LOC118460492|XP_035780738.1|AALB
OG0000691	LOC119080294|XP_037044461.1|BCOP	LOC118463499|XP_035785991.1|AALB
OG0000692	LOC119081061|XP_037045671.1|BCOP	LOC118464218|XP_035787283.1|AALB
OG0000694	LOC119076648|XP_037039417.1|BCOP	LOC118458931|XP_035777794.1|AALB
OG0000695	LOC119070822|XP_037031215.1|BCOP	LOC118460282|XP_035780358.1|AALB
OG0000696	LOC119079130|XP_037042854.1|BCOP	LOC118468894|XP_035796080.1|AALB
OG0000697	LOC119066369|XP_037024688.1|BCOP	LOC118457744|XP_035775449.1|AALB
OG0000698	LOC119078762|XP_037042365.1|BCOP	LOC118459033|XP_035777943.1|AALB
OG0000699	LOC119066436|XP_037024823.1|BCOP	LOC118459522|XP_035778866.1|AALB
OG0000700	LOC119066147|XP_037024337.1|BCOP	LOC118461571|XP_035782952.1|AALB
OG0000701	LOC119073563|XP_037035015.1|BCOP	LOC118458667|XP_035777265.1|AALB
OG0000702	LOC119084342|XP_037050169.1|BCOP	LOC118458785|XP_035777520.1|AALB
OG0000703	LOC119083168|XP_037048717.1|BCOP	LOC118459354|XP_035778531.1|AALB
OG0000704	LOC119074966|XP_037037253.1|BCOP, LOC119076501|XP_037039177.1|BCOP	LOC118456706|XP_035773616.1|AALB
OG0000705	LOC119084181|XP_037049937.1|BCOP	LOC118457192|XP_035774434.1|AALB
OG0000706	LOC119069039|XP_037028806.1|BCOP	LOC118459712|XP_035779266.1|AALB
OG0000707	LOC119075958|XP_037038430.1|BCOP	LOC118461133|XP_035781987.1|AALB
OG0000708	LOC119068541|XP_037028054.1|BCOP	LOC118459946|XP_035779717.1|AALB
OG0000709	LOC119084049|XP_037049780.1|BCOP	LOC118459873|XP_035779553.1|AALB
OG0000710	LOC119084227|XP_037050021.1|BCOP	LOC118465879|XP_035790409.1|AALB
OG0000711	LOC119066858|XP_037025427.1|BCOP	LOC118462952|XP_035784988.1|AALB
OG0000713	LOC119068151|XP_037027518.1|BCOP	LOC118461387|XP_035782541.1|AALB
OG0000714	LOC119071230|XP_037031942.1|BCOP	LOC118466714|XP_035792269.1|AALB
OG0000716	LOC119082038|XP_037047261.1|BCOP	LOC118464220|XP_035787285.1|AALB
OG0000717	LOC119066304|XP_037024582.1|BCOP, LOC119071962|XP_037032988.1|BCOP, LOC119075911|XP_037038390.1|BCOP, LOC119071961|XP_037032987.1|BCOP, LOC119075675|XP_037038088.1|BCOP, LOC119080157|XP_037044276.1|BCOP, LOC119073186|XP_037034388.1|BCOP	LOC118466327|XP_035791336.1|AALB, LOC118467557|XP_035794080.1|AALB, LOC118464093|XP_035787051.1|AALB, LOC118467556|XP_035794078.1|AALB
OG0000724	LOC119067821|XP_037026879.1|BCOP	LOC118464210|XP_035787273.1|AALB
OG0000726	LOC119077102|XP_037040156.1|BCOP	LOC118458096|XP_035776151.1|AALB
OG0000727	LOC119068219|XP_037027607.1|BCOP	LOC118461070|XP_035781855.1|AALB, LOC118460163|XP_035780158.1|AALB
OG0000729	LOC119067929|XP_037027138.1|BCOP, LOC119077431|XP_037040541.1|BCOP	LOC118457526|XP_035775064.1|AALB
OG0000730	LOC119081281|XP_037045937.1|BCOP	LOC118463159|XP_035785437.1|AALB
OG0000731	LOC119071760|XP_037032699.1|BCOP	LOC118464461|XP_035787755.1|AALB
OG0000732	LOC119081475|XP_037046368.1|BCOP	LOC118466282|XP_035791255.1|AALB
OG0000733	LOC119081060|XP_037045670.1|BCOP	LOC118466217|XP_035791133.1|AALB
OG0000734	LOC119080046|XP_037044143.1|BCOP	LOC118463976|XP_035786870.1|AALB
OG0000735	LOC119083131|XP_037048665.1|BCOP	LOC118457158|XP_035774377.1|AALB
OG0000736	LOC119078601|XP_037042085.1|BCOP	LOC118460963|XP_035781632.1|AALB
OG0000737	LOC119069714|XP_037029733.1|BCOP	LOC118467259|XP_035793435.1|AALB, LOC118458472|XP_035776897.1|AALB
OG0000738	LOC119071595|XP_037032445.1|BCOP	LOC118458725|XP_035777386.1|AALB
OG0000739	LOC119080521|XP_037044826.1|BCOP	LOC118467299|XP_035793513.1|AALB
OG0000740	LOC119073420|XP_037034760.1|BCOP	LOC118462970|XP_035785030.1|AALB
OG0000740	LOC119084094|XP_037049828.1|BCOP	LOC118456537|XP_035773278.1|AALB
OG0000741	LOC119074818|XP_037037001.1|BCOP, LOC119076670|XP_037039459.1|BCOP	LOC118459732|XP_035779299.1|AALB
OG0000742	LOC119072457|XP_037033579.1|BCOP	LOC118457488|XP_035775012.1|AALB
OG0000743	LOC119075774|XP_037038222.1|BCOP	LOC118461608|XP_035783027.1|AALB
OG0000744	LOC119071070|XP_037031601.1|BCOP, LOC119066587|XP_037025039.1|BCOP	LOC118467957|XP_035794832.1|AALB
OG0000744	LOC119072391|XP_037033495.1|BCOP, LOC119072390|XP_037033494.1|BCOP	LOC118464721|XP_035788186.1|AALB
OG0000745	LOC119077588|XP_037040691.1|BCOP	LOC118463435|XP_035785897.1|AALB
OG0000746	LOC119071521|XP_037032289.1|BCOP, LOC119084193|XP_037049965.1|BCOP	LOC118463465|XP_035785948.1|AALB
OG0000753	LOC119081088|XP_037045727.1|BCOP	LOC118463405|XP_035785850.1|AALB
OG0000754	LOC119080422|XP_037044658.1|BCOP	LOC118459560|XP_035778956.1|AALB
OG0000755	LOC119070065|XP_037030253.1|BCOP	LOC118456484|XP_035773202.1|AALB
OG0000756	LOC119069805|XP_037029857.1|BCOP	LOC118459267|XP_035778383.1|AALB
OG0000756	LOC119069813|XP_037029868.1|BCOP	LOC118459021|XP_035777918.1|AALB
OG0000757	LOC119081608|XP_037046545.1|BCOP	LOC118466731|XP_035792307.1|AALB
OG0000758	LOC119080295|XP_037044462.1|BCOP, LOC119073870|XP_037035636.1|BCOP	LOC118464489|XP_035787809.1|AALB
OG0000759	LOC119078818|XP_037042423.1|BCOP	LOC118464958|XP_035788642.1|AALB
OG0000760	LOC119074076|XP_037035916.1|BCOP	LOC118461199|XP_035782137.1|AALB
OG0000761	LOC119082602|XP_037048054.1|BCOP	LOC118459145|XP_035778122.1|AALB
OG0000762	LOC119076339|XP_037038927.1|BCOP, LOC119078534|XP_037041996.1|BCOP	LOC118468393|XP_035795050.1|AALB
OG0000763	LOC119070925|XP_037031362.1|BCOP	LOC118461552|XP_035782895.1|AALB
OG0000764	LOC119074476|XP_037036512.1|BCOP	LOC118458907|XP_035777759.1|AALB
OG0000765	LOC119066365|XP_037024682.1|BCOP	LOC118461038|XP_035781818.1|AALB
OG0000766	LOC119067516|XP_037026432.1|BCOP	LOC118459074|XP_035778009.1|AALB
OG0000767	LOC119079320|XP_037043010.1|BCOP	LOC118460152|XP_035780143.1|AALB
OG0000768	LOC119074908|XP_037037150.1|BCOP	LOC118461516|XP_035782839.1|AALB
OG0000769	LOC119084810|XP_037050774.1|BCOP	LOC118466179|XP_035791062.1|AALB
OG0000771	LOC119085304|XP_037051547.1|BCOP, LOC119070582|XP_037030885.1|BCOP, LOC119070583|XP_037030886.1|BCOP	LOC118465832|XP_035790318.1|AALB
OG0000778	LOC119067498|XP_037026398.1|BCOP	LOC118467710|XP_035794817.1|AALB
OG0000779	LOC119072148|XP_037033186.1|BCOP	LOC118464822|XP_035788386.1|AALB, LOC118464827|XP_035788399.1|AALB, LOC118461976|XP_035783792.1|AALB, LOC118468874|XP_035796053.1|AALB
OG0000780	LOC119069133|XP_037028934.1|BCOP, LOC119074652|XP_037036825.1|BCOP, LOC119067816|XP_037026870.1|BCOP, LOC119075273|XP_037037562.1|BCOP, LOC119069641|XP_037029651.1|BCOP	LOC118461097|XP_035781946.1|AALB, LOC118460885|XP_035781560.1|AALB
OG0000781	LOC119067818|XP_037026875.1|BCOP	LOC118466381|XP_035791507.1|AALB, LOC118459642|XP_035779115.1|AALB
OG0000782	LOC119085853|XP_037052258.1|BCOP	LOC118462004|XP_035783833.1|AALB
OG0000783	LOC119074637|XP_037036808.1|BCOP	LOC118461989|XP_035783818.1|AALB
OG0000784	LOC119083273|XP_037048859.1|BCOP	LOC118457596|XP_035775188.1|AALB
OG0000785	LOC119071481|XP_037032226.1|BCOP	LOC118459271|XP_035778400.1|AALB
OG0000786	LOC119083249|XP_037048807.1|BCOP, LOC119067170|XP_037025869.1|BCOP	LOC118457367|XP_035774777.1|AALB
OG0000787	LOC119073161|XP_037034357.1|BCOP, LOC119073160|XP_037034356.1|BCOP	LOC118467704|XP_035794380.1|AALB
OG0000788	LOC119081625|XP_037046569.1|BCOP	LOC118466414|XP_035791576.1|AALB
OG0000789	LOC119085993|XP_037052459.1|BCOP	LOC118468941|XP_035796172.1|AALB
OG0000791	LOC119069590|XP_037029575.1|BCOP	LOC118456204|XP_035772663.1|AALB
OG0000792	LOC119076146|XP_037038723.1|BCOP, LOC119072709|XP_037033875.1|BCOP	LOC118457101|XP_035774282.1|AALB, LOC118456843|XP_035773832.1|AALB
OG0000792	LOC119084707|XP_037050684.1|BCOP, LOC119072704|XP_037033871.1|BCOP	LOC118458779|XP_035777497.1|AALB
OG0000793	LOC119076761|XP_037039614.1|BCOP, LOC119068736|XP_037028329.1|BCOP	LOC118459860|XP_035779527.1|AALB
OG0000794	LOC119082300|XP_037047679.1|BCOP, LOC119066181|XP_037024381.1|BCOP, LOC119082299|XP_037047678.1|BCOP	LOC118460044|XP_035779899.1|AALB, LOC118458710|XP_035777343.1|AALB, LOC118458832|XP_035777620.1|AALB
OG0000795	LOC119084406|XP_037050268.1|BCOP	LOC118456526|XP_035773263.1|AALB
OG0000796	LOC119084327|XP_037050152.1|BCOP	LOC118459067|XP_035777997.1|AALB
OG0000797	LOC119076167|XP_037038747.1|BCOP	LOC118463511|XP_035786006.1|AALB
OG0000798	LOC119071212|XP_037031903.1|BCOP	LOC118464225|XP_035787294.1|AALB
OG0000799	LOC119074621|XP_037036780.1|BCOP	LOC118462798|XP_035784688.1|AALB
OG0000801	LOC119071073|XP_037031606.1|BCOP	LOC118463198|XP_035785525.1|AALB
OG0000802	LOC119081430|XP_037046246.1|BCOP, LOC119084813|XP_037050780.1|BCOP, LOC119070483|XP_037030768.1|BCOP	LOC118467277|XP_035793472.1|AALB
OG0000803	LOC119075633|XP_037038009.1|BCOP	LOC118467719|XP_035794418.1|AALB
OG0000809	LOC119068665|XP_037028241.1|BCOP, LOC119070701|XP_037031047.1|BCOP, LOC119066670|XP_037025151.1|BCOP, LOC119070736|XP_037031090.1|BCOP, LOC119074996|XP_037037293.1|BCOP, LOC119067044|XP_037025685.1|BCOP, LOC119082536|XP_037047942.1|BCOP, LOC119074771|XP_037036937.1|BCOP, LOC119083928|XP_037049637.1|BCOP, LOC119075065|XP_037037355.1|BCOP, LOC119079735|XP_037043695.1|BCOP, LOC119083822|XP_037049511.1|BCOP	LOC118459815|XP_035779452.1|AALB, LOC118460814|XP_035781324.1|AALB, LOC118460813|XP_035781323.1|AALB, LOC118460812|XP_035781322.1|AALB, LOC118464086|XP_035787043.1|AALB
OG0000811	LOC119072707|XP_037033872.1|BCOP	LOC118466450|XP_035791682.1|AALB
OG0000812	LOC119083724|XP_037049416.1|BCOP	LOC118467412|XP_035793789.1|AALB
OG0000813	LOC119080286|XP_037044451.1|BCOP	LOC118463261|XP_035785624.1|AALB
OG0000814	LOC119078943|XP_037042585.1|BCOP, LOC119069742|XP_037029776.1|BCOP, LOC119075556|XP_037037919.1|BCOP, LOC119085690|XP_037052031.1|BCOP, LOC119070575|XP_037030881.1|BCOP, LOC119084670|XP_037050642.1|BCOP, LOC119066154|XP_037024353.1|BCOP, LOC119078433|XP_037041841.1|BCOP, LOC119078432|XP_037041840.1|BCOP, LOC119075461|XP_037037800.1|BCOP, LOC119082399|XP_037047825.1|BCOP, LOC119077705|XP_037040876.1|BCOP, LOC119077703|XP_037040874.1|BCOP, LOC119077704|XP_037040875.1|BCOP, LOC119074417|XP_037036441.1|BCOP, LOC119079959|XP_037043966.1|BCOP, LOC119073096|XP_037034309.1|BCOP	LOC118465745|XP_035790105.1|AALB
OG0000815	LOC119082603|XP_037048059.1|BCOP, LOC119080426|XP_037044671.1|BCOP	LOC118459814|XP_035779450.1|AALB
OG0000816	LOC119070839|XP_037031244.1|BCOP	LOC118466970|XP_035792778.1|AALB
OG0000818	LOC119075904|XP_037038375.1|BCOP	LOC118461934|XP_035783701.1|AALB
OG0000819	LOC119068462|XP_037027949.1|BCOP	LOC118457457|XP_035774950.1|AALB
OG0000820	LOC119072983|XP_037034198.1|BCOP	LOC118463815|XP_035786587.1|AALB
OG0000821	LOC119083527|XP_037049139.1|BCOP	LOC118465578|XP_035789840.1|AALB
OG0000822	LOC119074660|XP_037036836.1|BCOP	LOC118466197|XP_035791108.1|AALB
OG0000830	LOC119081667|XP_037046645.1|BCOP, LOC119066986|XP_037025607.1|BCOP, LOC119081668|XP_037046646.1|BCOP, LOC119081676|XP_037046656.1|BCOP	LOC118459962|XP_035779743.1|AALB, LOC118459960|XP_035779742.1|AALB, LOC118459959|XP_035779740.1|AALB
OG0000831	LOC119068183|XP_037027573.1|BCOP, LOC119068182|XP_037027572.1|BCOP, LOC119081077|XP_037045715.1|BCOP, LOC119069201|XP_037029057.1|BCOP, LOC119068184|XP_037027574.1|BCOP, LOC119068185|XP_037027575.1|BCOP	LOC118459079|XP_035778024.1|AALB, LOC118461902|XP_035783648.1|AALB, LOC118458536|XP_035777010.1|AALB
OG0000832	LOC119081551|XP_037046469.1|BCOP	LOC118460735|XP_035781187.1|AALB
OG0000833	LOC119074585|XP_037036713.1|BCOP, LOC119081927|XP_037047075.1|BCOP	LOC118464025|XP_035786974.1|AALB, LOC118466689|XP_035792212.1|AALB, LOC118463826|XP_035786602.1|AALB
OG0000835	LOC119073426|XP_037034776.1|BCOP	LOC118465621|XP_035789897.1|AALB
OG0000836	LOC119085395|XP_037051689.1|BCOP	LOC118460970|XP_035781675.1|AALB
OG0000837	LOC119076471|XP_037039142.1|BCOP	LOC118459718|XP_035779272.1|AALB
OG0000838	LOC119068074|XP_037027375.1|BCOP	LOC118458035|XP_035776046.1|AALB
OG0000839	LOC119070071|XP_037030263.1|BCOP	LOC118460038|XP_035779893.1|AALB
OG0000840	LOC119080753|XP_037045206.1|BCOP	LOC118460519|XP_035780787.1|AALB
OG0000841	LOC119083016|XP_037048548.1|BCOP	LOC118457107|XP_035774292.1|AALB
OG0000842	LOC119072389|XP_037033493.1|BCOP, LOC119072384|XP_037033480.1|BCOP	LOC118467493|XP_035793936.1|AALB
OG0000843	LOC119079035|XP_037042717.1|BCOP	LOC118467383|XP_035793713.1|AALB
OG0000844	LOC119083170|XP_037048724.1|BCOP	LOC118462801|XP_035784693.1|AALB
OG0000854	LOC119069498|XP_037029463.1|BCOP	LOC118468375|XP_035795031.1|AALB
OG0000855	LOC119068890|XP_037028652.1|BCOP	LOC118462018|XP_035783872.1|AALB
OG0000856	LOC119067987|XP_037027238.1|BCOP	LOC118462080|XP_035783992.1|AALB
OG0000857	LOC119068999|XP_037028771.1|BCOP, LOC119072698|XP_037033864.1|BCOP	LOC118461650|XP_035783123.1|AALB, LOC118461663|XP_035783145.1|AALB
OG0000858	LOC119083251|XP_037048820.1|BCOP, LOC119067888|XP_037027065.1|BCOP	LOC118460903|XP_035781540.1|AALB
OG0000860	LOC119079717|XP_037043668.1|BCOP, LOC119075551|XP_037037913.1|BCOP	LOC118467315|XP_035793543.1|AALB
OG0000861	LOC119074061|XP_037035907.1|BCOP	LOC118467097|XP_035793036.1|AALB
OG0000863	LOC119066209|XP_037024425.1|BCOP	LOC118462855|XP_035784804.1|AALB
OG0000864	LOC119066527|XP_037024946.1|BCOP	LOC118461400|XP_035782558.1|AALB
OG0000865	LOC119073880|XP_037035655.1|BCOP	LOC118457283|XP_035774637.1|AALB
OG0000866	LOC119066067|XP_037024188.1|BCOP	LOC118461640|XP_035783103.1|AALB
OG0000867	LOC119067861|XP_037027007.1|BCOP	LOC118457872|XP_035775679.1|AALB
OG0000868	LOC119072834|XP_037034037.1|BCOP	LOC118459923|XP_035779666.1|AALB
OG0000870	LOC119079910|XP_037043895.1|BCOP	LOC118463907|XP_035786738.1|AALB
OG0000870	LOC119078613|XP_037042103.1|BCOP, LOC119072956|XP_037034172.1|BCOP, LOC119079874|XP_037043851.1|BCOP	LOC118467783|XP_035794518.1|AALB, LOC118463873|XP_035786686.1|AALB
OG0000871	LOC119066342|XP_037024650.1|BCOP, LOC119080211|XP_037044344.1|BCOP, LOC119084154|XP_037049900.1|BCOP, LOC119073231|XP_037034438.1|BCOP, LOC119073153|XP_037034349.1|BCOP, LOC119084536|XP_037050440.1|BCOP, LOC119079324|XP_037043015.1|BCOP, LOC119069709|XP_037029728.1|BCOP, LOC119069530|XP_037029500.1|BCOP, LOC119070130|XP_037030348.1|BCOP, LOC119071216|XP_037031920.1|BCOP, LOC119079423|XP_037043223.1|BCOP, LOC119082646|XP_037048121.1|BCOP, LOC119071173|XP_037031831.1|BCOP	LOC118466733|XP_035792309.1|AALB
OG0000872	LOC119072985|XP_037034201.1|BCOP	LOC118463586|XP_035786133.1|AALB
OG0000873	LOC119066871|XP_037025438.1|BCOP, LOC119066872|XP_037025441.1|BCOP	LOC118464246|XP_035787341.1|AALB, LOC118463744|XP_035786431.1|AALB, LOC118464222|XP_035787287.1|AALB
OG0000874	LOC119071112|XP_037031653.1|BCOP	LOC118463225|XP_035785567.1|AALB
OG0000875	LOC119085447|XP_037051763.1|BCOP	LOC118466928|XP_035792707.1|AALB
OG0000882	LOC119067316|XP_037026121.1|BCOP	LOC118460321|XP_035780429.1|AALB
OG0000883	LOC119068362|XP_037027826.1|BCOP, LOC119068300|XP_037027736.1|BCOP, LOC119080995|XP_037045546.1|BCOP, LOC119080818|XP_037045280.1|BCOP, LOC119085737|XP_037052100.1|BCOP, LOC119080377|XP_037044580.1|BCOP, LOC119085741|XP_037052103.1|BCOP, LOC119073230|XP_037034437.1|BCOP, LOC119078909|XP_037042534.1|BCOP	LOC118456749|XP_035773701.1|AALB, LOC118457045|XP_035774188.1|AALB, LOC118466014|XP_035790719.1|AALB
OG0000884	LOC119068721|XP_037028308.1|BCOP	LOC118468700|XP_035795717.1|AALB
OG0000885	LOC119068824|XP_037028491.1|BCOP	LOC118457725|XP_035775410.1|AALB, LOC118457727|XP_035775411.1|AALB, LOC118457724|XP_035775409.1|AALB
OG0000886	LOC119072335|XP_037033418.1|BCOP, LOC119066585|XP_037025037.1|BCOP, LOC119076932|XP_037039862.1|BCOP	LOC118462546|XP_035784206.1|AALB
OG0000887	LOC119070304|XP_037030468.1|BCOP	LOC118468811|XP_035795919.1|AALB, LOC118468809|XP_035795918.1|AALB
OG0000888	LOC119080382|XP_037044584.1|BCOP	LOC118465638|XP_035789937.1|AALB, LOC118465634|XP_035789929.1|AALB
OG0000889	LOC119080079|XP_037044194.1|BCOP	LOC118463477|XP_035785960.1|AALB
OG0000890	LOC119074495|XP_037036542.1|BCOP	LOC118465805|XP_035790266.1|AALB
OG0000891	LOC119071905|XP_037032913.1|BCOP	LOC118457690|XP_035775354.1|AALB
OG0000892	LOC119078708|XP_037042273.1|BCOP	LOC118461667|XP_035783148.1|AALB
OG0000893	LOC119075563|XP_037037925.1|BCOP, LOC119075564|XP_037037927.1|BCOP, LOC119077985|XP_037041261.1|BCOP, LOC119084453|XP_037050329.1|BCOP, LOC119067881|XP_037027052.1|BCOP, LOC119074918|XP_037037203.1|BCOP	LOC118461100|XP_035781909.1|AALB
OG0000894	LOC119068826|XP_037028494.1|BCOP	LOC118457777|XP_035775501.1|AALB
OG0000907	LOC119069087|XP_037028864.1|BCOP	LOC118459253|XP_035778358.1|AALB
OG0000908	LOC119076713|XP_037039526.1|BCOP, LOC119079933|XP_037043931.1|BCOP, LOC119082720|XP_037048194.1|BCOP, LOC119073889|XP_037035672.1|BCOP, LOC119077796|XP_037041002.1|BCOP, LOC119080511|XP_037044815.1|BCOP, LOC119070347|XP_037030531.1|BCOP, LOC119070345|XP_037030530.1|BCOP, LOC119066601|XP_037025059.1|BCOP	LOC118460948|XP_035781610.1|AALB, LOC118460947|XP_035781609.1|AALB
OG0000908	LOC119073801|XP_037035455.1|BCOP	LOC118460597|XP_035780917.1|AALB, LOC118460950|XP_035781612.1|AALB
OG0000909	LOC119067056|XP_037025697.1|BCOP	LOC118459629|XP_035779099.1|AALB
OG0000910	LOC119075482|XP_037037828.1|BCOP	LOC118462988|XP_035785093.1|AALB
OG0000911	LOC119072888|XP_037034106.1|BCOP	LOC118464594|XP_035787930.1|AALB
OG0000912	LOC119075043|XP_037037336.1|BCOP	LOC118467011|XP_035792847.1|AALB, LOC118462929|XP_035784931.1|AALB
OG0000913	LOC119080701|XP_037045051.1|BCOP	LOC118462550|XP_035784209.1|AALB
OG0000914	LOC119081480|XP_037046373.1|BCOP	LOC118467845|XP_035794645.1|AALB, LOC118459089|XP_035778047.1|AALB
OG0000915	LOC119084701|XP_037050673.1|BCOP	LOC118457378|XP_035774806.1|AALB
