Orthogroup	BCOP.longest_only	ASTE.longest_only
OG0001264	LOC119068128|XP_037027482.1|BCOP	LOC118517408|XP_035919375.1|ASTE
OG0001266	LOC119077021|XP_037040031.1|BCOP	LOC118507536|XP_035902006.1|ASTE
OG0001267	LOC119084811|XP_037050775.1|BCOP	LOC118502916|XP_035891542.1|ASTE
OG0001267	LOC119069963|XP_037030093.1|BCOP	LOC118502906|XP_035891520.1|ASTE
OG0001268	LOC119076989|XP_037039990.1|BCOP, LOC119077376|XP_037040462.1|BCOP, LOC119071090|XP_037031627.1|BCOP	LOC118510060|XP_035907343.1|ASTE
OG0001269	LOC119070358|XP_037030547.1|BCOP	LOC118507188|XP_035901153.1|ASTE
OG0001270	LOC119077657|XP_037040770.1|BCOP	LOC118503699|XP_035893154.1|ASTE, LOC118508000|XP_035903266.1|ASTE
OG0001271	LOC119080744|XP_037045188.1|BCOP, LOC119084964|XP_037051008.1|BCOP	LOC118511452|XP_035910445.1|ASTE, LOC118511451|XP_035910444.1|ASTE, LOC118508844|XP_035904487.1|ASTE
OG0001272	LOC119066265|XP_037024514.1|BCOP, LOC119080600|XP_037044897.1|BCOP, LOC119080172|XP_037044289.1|BCOP	LOC118509409|XP_035905868.1|ASTE
OG0001273	LOC119085730|XP_037052091.1|BCOP	LOC118507925|XP_035903121.1|ASTE
OG0001274	LOC119071667|XP_037032541.1|BCOP	LOC118516387|XP_035918144.1|ASTE, LOC118512763|XP_035913553.1|ASTE, LOC118512772|XP_035913569.1|ASTE, LOC118516384|XP_035918138.1|ASTE, LOC118516383|XP_035918137.1|ASTE, LOC118512771|XP_035913568.1|ASTE
OG0001275	LOC119067843|XP_037026912.1|BCOP, LOC119080711|XP_037045067.1|BCOP	LOC118516385|XP_035918139.1|ASTE, LOC118512773|XP_035913571.1|ASTE
OG0001276	LOC119078766|XP_037042372.1|BCOP	LOC118513068|XP_035914309.1|ASTE
OG0001278	LOC119083449|XP_037049066.1|BCOP, LOC119082191|XP_037047510.1|BCOP	LOC118512294|XP_035912414.1|ASTE
OG0001279	LOC119082184|XP_037047501.1|BCOP, LOC119083062|XP_037048580.1|BCOP	LOC118512298|XP_035912422.1|ASTE
OG0001280	LOC119073374|XP_037034692.1|BCOP	LOC118514238|XP_035916834.1|ASTE
OG0001281	LOC119080642|XP_037044951.1|BCOP	LOC118512634|XP_035913223.1|ASTE
OG0001282	LOC119070562|XP_037030865.1|BCOP	LOC118514262|XP_035916871.1|ASTE
OG0001283	LOC119082204|XP_037047534.1|BCOP, LOC119076452|XP_037039114.1|BCOP	LOC118511551|XP_035910663.1|ASTE
OG0001284	LOC119072278|XP_037033366.1|BCOP	LOC118513903|XP_035916119.1|ASTE
OG0001285	LOC119071935|XP_037032952.1|BCOP	LOC118503095|XP_035891886.1|ASTE
OG0001285	LOC119073343|XP_037034632.1|BCOP	LOC118512716|XP_035913448.1|ASTE
OG0001286	LOC119075695|XP_037038116.1|BCOP	LOC118512447|XP_035912804.1|ASTE
OG0001287	LOC119068416|XP_037027883.1|BCOP	LOC118512730|XP_035913483.1|ASTE
OG0001288	LOC119077031|XP_037040049.1|BCOP	LOC118512489|XP_035912886.1|ASTE
OG0001289	LOC119070699|XP_037031045.1|BCOP	LOC118514047|XP_035916431.1|ASTE
OG0001290	LOC119077062|XP_037040094.1|BCOP	LOC118510651|XP_035908659.1|ASTE
OG0001291	LOC119072054|XP_037033079.1|BCOP	LOC118506591|XP_035899841.1|ASTE
OG0001292	LOC119071121|XP_037031664.1|BCOP	LOC118503098|XP_035891890.1|ASTE, LOC118503104|XP_035891929.1|ASTE
OG0001293	LOC119072053|XP_037033082.1|BCOP	LOC118506581|XP_035899830.1|ASTE
OG0001294	LOC119086076|XP_037052546.1|BCOP	LOC118504858|XP_035895786.1|ASTE
OG0001295	LOC119074602|XP_037036749.1|BCOP	LOC118505807|XP_035898040.1|ASTE
OG0001296	LOC119074741|XP_037036898.1|BCOP	LOC118508335|XP_035903896.1|ASTE, LOC118517059|XP_035918802.1|ASTE
OG0001297	LOC119076741|XP_037039580.1|BCOP	LOC118505340|XP_035896889.1|ASTE
OG0001298	LOC119085776|XP_037052167.1|BCOP	LOC118502576|XP_035890795.1|ASTE
OG0001298	LOC119067013|XP_037025637.1|BCOP	LOC118506506|XP_035899615.1|ASTE
OG0001299	LOC119074935|XP_037037221.1|BCOP	LOC118505511|XP_035897300.1|ASTE, LOC118505510|XP_035897296.1|ASTE
OG0001300	LOC119083181|XP_037048736.1|BCOP	LOC118505015|XP_035896097.1|ASTE
OG0001301	LOC119068447|XP_037027923.1|BCOP	LOC118517591|XP_035919764.1|ASTE, LOC118505292|XP_035896780.1|ASTE, LOC118517184|XP_035918995.1|ASTE
OG0001302	LOC119082840|XP_037048392.1|BCOP, LOC119084858|XP_037050887.1|BCOP	LOC118506830|XP_035900433.1|ASTE
OG0001303	LOC119067286|XP_037026066.1|BCOP	LOC118517568|XP_035919706.1|ASTE
OG0001304	LOC119085120|XP_037051277.1|BCOP	LOC118502586|XP_035890824.1|ASTE
OG0001304	LOC119078465|XP_037041902.1|BCOP	LOC118502579|XP_035890806.1|ASTE
OG0001305	LOC119078132|XP_037041498.1|BCOP	LOC118508529|XP_035904296.1|ASTE
OG0001306	LOC119069549|XP_037029523.1|BCOP	LOC118507719|XP_035902560.1|ASTE
OG0001307	LOC119074401|XP_037036417.1|BCOP	LOC118502798|XP_035891298.1|ASTE
OG0001308	LOC119083019|XP_037048552.1|BCOP	LOC118506555|XP_035899757.1|ASTE
OG0001309	LOC119077885|XP_037041144.1|BCOP	LOC118507709|XP_035902497.1|ASTE, LOC118507710|XP_035902498.1|ASTE
OG0001310	LOC119082443|XP_037047866.1|BCOP	LOC118506859|XP_035900482.1|ASTE
OG0001311	LOC119083176|XP_037048730.1|BCOP	LOC118503317|XP_035892341.1|ASTE
OG0001311	LOC119070013|XP_037030187.1|BCOP	LOC118517427|XP_035919433.1|ASTE
OG0001313	LOC119072484|XP_037033612.1|BCOP	LOC118507236|XP_035901379.1|ASTE
OG0001315	LOC119067438|XP_037026308.1|BCOP	LOC118513217|XP_035914632.1|ASTE
OG0001315	LOC119083708|XP_037049392.1|BCOP, LOC119071029|XP_037031519.1|BCOP	LOC118506659|XP_035899970.1|ASTE
OG0001326	LOC119068673|XP_037028250.1|BCOP	LOC118508303|XP_035903851.1|ASTE
OG0001328	LOC119070657|XP_037030983.1|BCOP	LOC118503066|XP_035891829.1|ASTE
OG0001329	LOC119067609|XP_037026597.1|BCOP	LOC118509272|XP_035905520.1|ASTE
OG0001330	LOC119082152|XP_037047448.1|BCOP	LOC118517158|XP_035918929.1|ASTE
OG0001331	LOC119069973|XP_037030111.1|BCOP	LOC118512722|XP_035913464.1|ASTE
OG0001332	LOC119068843|XP_037028545.1|BCOP, LOC119068844|XP_037028552.1|BCOP	LOC118511331|XP_035910159.1|ASTE, LOC118511265|XP_035910034.1|ASTE
OG0001333	LOC119069998|XP_037030145.1|BCOP	LOC118509806|XP_035906845.1|ASTE
OG0001333	LOC119070001|XP_037030147.1|BCOP	LOC118509778|XP_035906813.1|ASTE
OG0001334	LOC119067734|XP_037026742.1|BCOP	LOC118502597|XP_035890857.1|ASTE, LOC118502813|XP_035891349.1|ASTE
OG0001335	LOC119068138|XP_037027494.1|BCOP, LOC119068921|XP_037028678.1|BCOP	LOC118505565|XP_035897415.1|ASTE, LOC118505566|XP_035897416.1|ASTE
OG0001337	LOC119067232|XP_037025981.1|BCOP	LOC118511391|XP_035910312.1|ASTE
OG0001338	LOC119085777|XP_037052168.1|BCOP	LOC118505063|XP_035896234.1|ASTE, LOC118516461|XP_035918252.1|ASTE
OG0001339	LOC119068739|XP_037028335.1|BCOP	LOC118502918|XP_035891545.1|ASTE
OG0001339	LOC119079641|XP_037043560.1|BCOP	LOC118512193|XP_035912188.1|ASTE
OG0001340	LOC119068557|XP_037028078.1|BCOP, LOC119068772|XP_037028422.1|BCOP	LOC118506774|XP_035900262.1|ASTE
OG0001341	LOC119067839|XP_037026909.1|BCOP	LOC118507844|XP_035902868.1|ASTE
OG0001342	LOC119069051|XP_037028813.1|BCOP	LOC118517621|XP_035919810.1|ASTE
OG0001343	LOC119068821|XP_037028489.1|BCOP	LOC118502423|XP_035890543.1|ASTE
OG0001344	LOC119067089|XP_037025743.1|BCOP, LOC119067088|XP_037025742.1|BCOP	LOC118506366|XP_035899279.1|ASTE, LOC118506365|XP_035899272.1|ASTE
OG0001345	LOC119068712|XP_037028296.1|BCOP	LOC118516458|XP_035918249.1|ASTE, LOC118505112|XP_035896307.1|ASTE, LOC118516457|XP_035918247.1|ASTE, LOC118505111|XP_035896305.1|ASTE
OG0001346	LOC119070059|XP_037030247.1|BCOP	LOC118505438|XP_035897125.1|ASTE
OG0001347	LOC119068588|XP_037028129.1|BCOP	LOC118508585|XP_035904383.1|ASTE
OG0001348	LOC119081782|XP_037046887.1|BCOP	LOC118517273|XP_035919140.1|ASTE, LOC118514280|XP_035916915.1|ASTE
OG0001349	LOC119076108|XP_037038668.1|BCOP	LOC118510488|XP_035908267.1|ASTE
OG0001350	LOC119069222|XP_037029139.1|BCOP	LOC118512205|XP_035912208.1|ASTE
OG0001351	LOC119084977|XP_037051024.1|BCOP, LOC119084881|XP_037050921.1|BCOP	LOC118512096|XP_035911955.1|ASTE
OG0001352	LOC119073437|XP_037034814.1|BCOP	LOC118509480|XP_035906015.1|ASTE
OG0001353	LOC119067652|XP_037026648.1|BCOP	LOC118504607|XP_035895177.1|ASTE, LOC118509513|XP_035906095.1|ASTE
OG0001354	LOC119084538|XP_037050441.1|BCOP, LOC119073015|XP_037034233.1|BCOP	LOC118511541|XP_035910637.1|ASTE
OG0001355	LOC119076251|XP_037038813.1|BCOP, LOC119078126|XP_037041488.1|BCOP	LOC118511525|XP_035910607.1|ASTE
OG0001356	LOC119079525|XP_037043401.1|BCOP	LOC118513488|XP_035915204.1|ASTE, LOC118509738|XP_035906760.1|ASTE
OG0001357	LOC119080183|XP_037044308.1|BCOP, LOC119080187|XP_037044319.1|BCOP, LOC119071034|XP_037031528.1|BCOP, LOC119071033|XP_037031527.1|BCOP, LOC119080460|XP_037044726.1|BCOP	LOC118512759|XP_035913542.1|ASTE, LOC118516367|XP_035918113.1|ASTE
OG0001358	LOC119080184|XP_037044309.1|BCOP	LOC118512760|XP_035913544.1|ASTE, LOC118516364|XP_035918093.1|ASTE
OG0001359	LOC119076426|XP_037039066.1|BCOP	LOC118514604|XP_035917493.1|ASTE, LOC118512664|XP_035913309.1|ASTE
OG0001360	LOC119074489|XP_037036534.1|BCOP	LOC118514357|XP_035917072.1|ASTE
OG0001361	LOC119076931|XP_037039861.1|BCOP	LOC118509799|XP_035906828.1|ASTE, LOC118509800|XP_035906829.1|ASTE
OG0001362	LOC119082193|XP_037047522.1|BCOP, LOC119083450|XP_037049069.1|BCOP	LOC118512297|XP_035912420.1|ASTE
OG0001363	LOC119076875|XP_037039779.1|BCOP	LOC118503687|XP_035893121.1|ASTE
OG0001363	LOC119080901|XP_037045380.1|BCOP	LOC118512288|XP_035912404.1|ASTE
OG0001364	LOC119073335|XP_037034624.1|BCOP	LOC118514188|XP_035916767.1|ASTE
OG0001365	LOC119084893|XP_037050938.1|BCOP	LOC118513191|XP_035914572.1|ASTE
OG0001366	LOC119080290|XP_037044453.1|BCOP	LOC118510332|XP_035907883.1|ASTE
OG0001367	LOC119078008|XP_037041291.1|BCOP	LOC118509863|XP_035906966.1|ASTE
OG0001368	LOC119081869|XP_037046996.1|BCOP, LOC119081865|XP_037046989.1|BCOP, LOC119081866|XP_037046990.1|BCOP	LOC118513233|XP_035914671.1|ASTE
OG0001369	LOC119080425|XP_037044670.1|BCOP, LOC119076370|XP_037038973.1|BCOP	LOC118514260|XP_035916869.1|ASTE
OG0001370	LOC119079586|XP_037043471.1|BCOP	LOC118517323|XP_035919196.1|ASTE, LOC118509379|XP_035905813.1|ASTE
OG0001371	LOC119072744|XP_037033922.1|BCOP	LOC118509649|XP_035906463.1|ASTE
OG0001372	LOC119081890|XP_037047013.1|BCOP, LOC119073081|XP_037034289.1|BCOP	LOC118512013|XP_035911681.1|ASTE
OG0001373	LOC119071460|XP_037032211.1|BCOP	LOC118511033|XP_035909507.1|ASTE
OG0001374	LOC119081445|XP_037046274.1|BCOP	LOC118513899|XP_035916109.1|ASTE
OG0001376	LOC119073483|XP_037034883.1|BCOP	LOC118515231|XP_035917809.1|ASTE, LOC118513577|XP_035915418.1|ASTE, LOC118515229|XP_035917808.1|ASTE, LOC118513576|XP_035915417.1|ASTE
OG0001377	LOC119085360|XP_037051633.1|BCOP	LOC118513915|XP_035916158.1|ASTE
OG0001378	LOC119073535|XP_037034971.1|BCOP	LOC118512644|XP_035913253.1|ASTE
OG0001379	LOC119084693|XP_037050668.1|BCOP	LOC118513889|XP_035916095.1|ASTE
OG0001380	LOC119081665|XP_037046643.1|BCOP	LOC118508988|XP_035904879.1|ASTE
OG0001381	LOC119068711|XP_037028295.1|BCOP, LOC119068709|XP_037028294.1|BCOP	LOC118514539|XP_035917415.1|ASTE
OG0001382	LOC119076360|XP_037038954.1|BCOP	LOC118512516|XP_035912927.1|ASTE
OG0001383	LOC119078241|XP_037041605.1|BCOP	LOC118511029|XP_035909502.1|ASTE
OG0001384	LOC119074606|XP_037036758.1|BCOP, LOC119072248|XP_037033323.1|BCOP, LOC119072247|XP_037033322.1|BCOP	LOC118509868|XP_035906984.1|ASTE
OG0001385	LOC119082316|XP_037047712.1|BCOP	LOC118506497|XP_035899585.1|ASTE
OG0001387	LOC119077011|XP_037040019.1|BCOP, LOC119073952|XP_037035732.1|BCOP	LOC118510806|XP_035909014.1|ASTE, LOC118510807|XP_035909016.1|ASTE
OG0001388	LOC119078838|XP_037042435.1|BCOP	LOC118510750|XP_035908882.1|ASTE, LOC118510751|XP_035908887.1|ASTE
OG0001389	LOC119070229|XP_037030392.1|BCOP	LOC118504458|XP_035894846.1|ASTE, LOC118504454|XP_035894839.1|ASTE
OG0001390	LOC119066921|XP_037025519.1|BCOP, LOC119076711|XP_037039523.1|BCOP, LOC119079002|XP_037042664.1|BCOP, LOC119067954|XP_037027173.1|BCOP	LOC118506752|XP_035900235.1|ASTE
OG0001391	LOC119066428|XP_037024846.1|BCOP	LOC118504503|XP_035894922.1|ASTE
OG0001392	LOC119074919|XP_037037205.1|BCOP	LOC118506657|XP_035899968.1|ASTE
OG0001393	LOC119076493|XP_037039173.1|BCOP	LOC118502606|XP_035890863.1|ASTE
OG0001394	LOC119075488|XP_037037849.1|BCOP	LOC118507094|XP_035900977.1|ASTE, LOC118504798|XP_035895669.1|ASTE
OG0001395	LOC119074955|XP_037037239.1|BCOP	LOC118505832|XP_035898080.1|ASTE
OG0001396	LOC119083406|XP_037049020.1|BCOP, LOC119076413|XP_037039043.1|BCOP	LOC118506543|XP_035899727.1|ASTE
OG0001397	LOC119084135|XP_037049881.1|BCOP	LOC118508436|XP_035904108.1|ASTE, LOC118507361|XP_035901666.1|ASTE
OG0001399	LOC119066910|XP_037025505.1|BCOP	LOC118512891|XP_035913888.1|ASTE
OG0001400	LOC119075955|XP_037038417.1|BCOP	LOC118503474|XP_035892665.1|ASTE
OG0001401	LOC119080499|XP_037044793.1|BCOP, LOC119071758|XP_037032692.1|BCOP, LOC119081901|XP_037047030.1|BCOP	LOC118508071|XP_035903427.1|ASTE
OG0001401	LOC119070024|XP_037030205.1|BCOP	LOC118509254|XP_035905482.1|ASTE
OG0001402	LOC119078307|XP_037041703.1|BCOP	LOC118508085|XP_035903453.1|ASTE
OG0001403	LOC119072446|XP_037033558.1|BCOP	LOC118512335|XP_035912510.1|ASTE
OG0001404	LOC119075529|XP_037037893.1|BCOP	LOC118505990|XP_035898449.1|ASTE
OG0001405	LOC119071739|XP_037032666.1|BCOP	LOC118516517|XP_035918344.1|ASTE, LOC118516525|XP_035918353.1|ASTE, LOC118506091|XP_035898664.1|ASTE
OG0001406	LOC119071455|XP_037032202.1|BCOP	LOC118506116|XP_035898717.1|ASTE
OG0001407	LOC119072463|XP_037033582.1|BCOP	LOC118508052|XP_035903398.1|ASTE
OG0001429	LOC119069720|XP_037029741.1|BCOP	LOC118504939|XP_035895931.1|ASTE
OG0001429	LOC119069004|XP_037028776.1|BCOP	LOC118504930|XP_035895920.1|ASTE
OG0001430	LOC119069695|XP_037029719.1|BCOP	LOC118513099|XP_035914393.1|ASTE
OG0001431	LOC119068849|XP_037028560.1|BCOP	LOC118502803|XP_035891317.1|ASTE
OG0001432	LOC119068544|XP_037028058.1|BCOP	LOC118517173|XP_035918974.1|ASTE, LOC118505181|XP_035896528.1|ASTE
OG0001433	LOC119085603|XP_037051921.1|BCOP, LOC119085621|XP_037051939.1|BCOP	LOC118503728|XP_035893234.1|ASTE
OG0001434	LOC119067814|XP_037026864.1|BCOP	LOC118503987|XP_035893827.1|ASTE
OG0001435	LOC119070281|XP_037030442.1|BCOP	LOC118511737|XP_035911080.1|ASTE
OG0001436	LOC119070372|XP_037030568.1|BCOP	LOC118517432|XP_035919444.1|ASTE
OG0001437	LOC119077714|XP_037040888.1|BCOP	LOC118513084|XP_035914345.1|ASTE
OG0001438	LOC119070579|XP_037030882.1|BCOP	LOC118503425|XP_035892562.1|ASTE, LOC118511093|XP_035909688.1|ASTE
OG0001439	LOC119068124|XP_037027476.1|BCOP	LOC118506957|XP_035900670.1|ASTE, LOC118505187|XP_035896539.1|ASTE
OG0001440	LOC119070767|XP_037031143.1|BCOP	LOC118508086|XP_035903459.1|ASTE
OG0001441	LOC119068830|XP_037028495.1|BCOP	LOC118517125|XP_035918882.1|ASTE, LOC118517113|XP_035918874.1|ASTE, LOC118517106|XP_035918863.1|ASTE
OG0001442	LOC119085588|XP_037051900.1|BCOP	LOC118505129|XP_035896339.1|ASTE
OG0001443	LOC119068350|XP_037027809.1|BCOP	LOC118506833|XP_035900438.1|ASTE, LOC118506832|XP_035900437.1|ASTE
OG0001444	LOC119074569|XP_037036689.1|BCOP, LOC119082837|XP_037048387.1|BCOP	LOC118502379|XP_035890493.1|ASTE
OG0001445	LOC119066291|XP_037024561.1|BCOP	LOC118503034|XP_035891758.1|ASTE
OG0001446	LOC119067925|XP_037027128.1|BCOP, LOC119066853|XP_037025416.1|BCOP, LOC119067923|XP_037027122.1|BCOP	LOC118505222|XP_035896639.1|ASTE
OG0001447	LOC119067041|XP_037025676.1|BCOP	LOC118504441|XP_035894794.1|ASTE
OG0001448	LOC119084574|XP_037050524.1|BCOP, LOC119068674|XP_037028251.1|BCOP	LOC118508304|XP_035903852.1|ASTE
OG0001449	LOC119067787|XP_037026829.1|BCOP	LOC118502961|XP_035891617.1|ASTE
OG0001450	LOC119068156|XP_037027525.1|BCOP	LOC118512095|XP_035911953.1|ASTE
OG0001451	LOC119083373|XP_037048982.1|BCOP, LOC119083330|XP_037048911.1|BCOP	LOC118510862|XP_035909101.1|ASTE
OG0001452	LOC119084935|XP_037050969.1|BCOP	LOC118508899|XP_035904631.1|ASTE
OG0001453	LOC119080452|XP_037044714.1|BCOP, LOC119080451|XP_037044711.1|BCOP	LOC118513011|XP_035914178.1|ASTE, LOC118513010|XP_035914177.1|ASTE
OG0001454	LOC119068491|XP_037027998.1|BCOP, LOC119069190|XP_037029031.1|BCOP	LOC118511629|XP_035910833.1|ASTE, LOC118512994|XP_035914143.1|ASTE
OG0001455	LOC119077311|XP_037040372.1|BCOP	LOC118512978|XP_035914115.1|ASTE
OG0001456	LOC119083642|XP_037049278.1|BCOP	LOC118513600|XP_035915513.1|ASTE, LOC118517282|XP_035919146.1|ASTE
OG0001457	LOC119081950|XP_037047134.1|BCOP, LOC119072427|XP_037033540.1|BCOP	LOC118512050|XP_035911786.1|ASTE
OG0001458	LOC119079434|XP_037043242.1|BCOP	LOC118512939|XP_035914013.1|ASTE, LOC118508836|XP_035904476.1|ASTE
OG0001459	LOC119081762|XP_037046850.1|BCOP	LOC118514612|XP_035917501.1|ASTE, LOC118512686|XP_035913362.1|ASTE
OG0001460	LOC119079206|XP_037042887.1|BCOP, LOC119079363|XP_037043106.1|BCOP, LOC119079207|XP_037042889.1|BCOP	LOC118509617|XP_035906336.1|ASTE
OG0001461	LOC119084438|XP_037050343.1|BCOP, LOC119085389|XP_037051678.1|BCOP	LOC118512844|XP_035913798.1|ASTE
OG0001462	LOC119080004|XP_037044071.1|BCOP	LOC118514225|XP_035916816.1|ASTE, LOC118514224|XP_035916815.1|ASTE, LOC118514226|XP_035916817.1|ASTE
OG0001463	LOC119081083|XP_037045720.1|BCOP, LOC119082702|XP_037048175.1|BCOP, LOC119074416|XP_037036440.1|BCOP	LOC118511239|XP_035909970.1|ASTE
OG0001464	LOC119073222|XP_037034428.1|BCOP, LOC119085508|XP_037051817.1|BCOP, LOC119085075|XP_037051210.1|BCOP, LOC119085507|XP_037051816.1|BCOP, LOC119085501|XP_037051812.1|BCOP, LOC119082133|XP_037047406.1|BCOP, LOC119085074|XP_037051207.1|BCOP, LOC119073018|XP_037034235.1|BCOP	LOC118510298|XP_035907815.1|ASTE
OG0001466	LOC119079375|XP_037043143.1|BCOP, LOC119079376|XP_037043148.1|BCOP	LOC118509517|XP_035906111.1|ASTE
OG0001467	LOC119085874|XP_037052278.1|BCOP	LOC118517642|XP_035919855.1|ASTE, LOC118510380|XP_035908019.1|ASTE
OG0001468	LOC119080863|XP_037045335.1|BCOP	LOC118517241|XP_035919108.1|ASTE
OG0001469	LOC119081330|XP_037046012.1|BCOP	LOC118512310|XP_035912446.1|ASTE
OG0001470	LOC119074223|XP_037036130.1|BCOP, LOC119074224|XP_037036133.1|BCOP, LOC119074272|XP_037036189.1|BCOP	LOC118509554|XP_035906198.1|ASTE, LOC118509555|XP_035906200.1|ASTE
OG0001471	LOC119075238|XP_037037529.1|BCOP	LOC118509952|XP_035907180.1|ASTE
OG0001472	LOC119073631|XP_037035117.1|BCOP	LOC118511819|XP_035911252.1|ASTE
OG0001473	LOC119068774|XP_037028428.1|BCOP	LOC118509034|XP_035904965.1|ASTE, LOC118509031|XP_035904961.1|ASTE, LOC118509018|XP_035904929.1|ASTE
OG0001474	LOC119083216|XP_037048778.1|BCOP	LOC118511983|XP_035911615.1|ASTE
OG0001475	LOC119085938|XP_037052386.1|BCOP	LOC118505830|XP_035898077.1|ASTE
OG0001476	LOC119073252|XP_037034502.1|BCOP	LOC118510956|XP_035909305.1|ASTE
OG0001477	LOC119080073|XP_037044187.1|BCOP	LOC118513902|XP_035916117.1|ASTE
OG0001478	LOC119084634|XP_037050598.1|BCOP, LOC119066327|XP_037024619.1|BCOP	LOC118509976|XP_035907249.1|ASTE, LOC118513674|XP_035915670.1|ASTE
OG0001480	LOC119079619|XP_037043510.1|BCOP	LOC118513940|XP_035916216.1|ASTE
OG0001481	LOC119085854|XP_037052259.1|BCOP	LOC118511126|XP_035909752.1|ASTE
OG0001482	LOC119078892|XP_037042517.1|BCOP	LOC118514014|XP_035916376.1|ASTE
OG0001483	LOC119069194|XP_037029036.1|BCOP	LOC118510033|XP_035907314.1|ASTE
OG0001485	LOC119066875|XP_037025444.1|BCOP	LOC118512587|XP_035913119.1|ASTE
OG0001486	LOC119075372|XP_037037693.1|BCOP	LOC118513256|XP_035914712.1|ASTE, LOC118513257|XP_035914713.1|ASTE
OG0001487	LOC119071292|XP_037032057.1|BCOP	LOC118511555|XP_035910677.1|ASTE
OG0001488	LOC119080267|XP_037044416.1|BCOP, LOC119080265|XP_037044409.1|BCOP	LOC118509962|XP_035907234.1|ASTE
OG0001489	LOC119082548|XP_037047954.1|BCOP	LOC118510785|XP_035908963.1|ASTE
OG0001490	LOC119082084|XP_037047339.1|BCOP	LOC118510781|XP_035908959.1|ASTE
OG0001491	LOC119078712|XP_037042279.1|BCOP	LOC118514099|XP_035916532.1|ASTE
OG0001493	LOC119075234|XP_037037521.1|BCOP	LOC118506650|XP_035899947.1|ASTE
OG0001494	LOC119077643|XP_037040759.1|BCOP	LOC118517546|XP_035919678.1|ASTE
OG0001495	LOC119074897|XP_037037139.1|BCOP	LOC118506658|XP_035899969.1|ASTE
OG0001496	LOC119074211|XP_037036147.1|BCOP	LOC118507659|XP_035902329.1|ASTE
OG0001497	LOC119078593|XP_037042074.1|BCOP, LOC119081292|XP_037045948.1|BCOP, LOC119072594|XP_037033744.1|BCOP	LOC118502537|XP_035890702.1|ASTE
OG0001498	LOC119074573|XP_037036695.1|BCOP	LOC118505728|XP_035897806.1|ASTE
OG0001500	LOC119068893|XP_037028658.1|BCOP	LOC118505138|XP_035896380.1|ASTE
OG0001501	LOC119080610|XP_037044907.1|BCOP	LOC118507979|XP_035903221.1|ASTE
OG0001502	LOC119079851|XP_037043814.1|BCOP	LOC118504323|XP_035894545.1|ASTE
OG0001503	LOC119083702|XP_037049389.1|BCOP, LOC119077333|XP_037040410.1|BCOP	LOC118512405|XP_035912684.1|ASTE
OG0001504	LOC119072387|XP_037033490.1|BCOP	LOC118507224|XP_035901272.1|ASTE
OG0001505	LOC119082642|XP_037048106.1|BCOP	LOC118503504|XP_035892740.1|ASTE
OG0001506	LOC119079020|XP_037042692.1|BCOP	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE
OG0001507	LOC119071742|XP_037032669.1|BCOP	LOC118508184|XP_035903636.1|ASTE, LOC118508187|XP_035903638.1|ASTE
OG0001508	LOC119080040|XP_037044136.1|BCOP, LOC119066573|XP_037025018.1|BCOP	LOC118506283|XP_035899092.1|ASTE, LOC118506285|XP_035899099.1|ASTE
OG0001509	LOC119083247|XP_037048804.1|BCOP	LOC118505926|XP_035898319.1|ASTE
OG0001510	LOC119081977|XP_037047185.1|BCOP	LOC118507303|XP_035901570.1|ASTE
OG0001510	LOC119072757|XP_037033941.1|BCOP	LOC118503983|XP_035893820.1|ASTE
OG0001511	LOC119066136|XP_037024322.1|BCOP	LOC118507242|XP_035901387.1|ASTE
OG0001512	LOC119071191|XP_037031860.1|BCOP, LOC119077034|XP_037040054.1|BCOP, LOC119071183|XP_037031848.1|BCOP, LOC119071407|XP_037032181.1|BCOP, LOC119071406|XP_037032179.1|BCOP, LOC119071408|XP_037032182.1|BCOP, LOC119071188|XP_037031857.1|BCOP	LOC118503073|XP_035891843.1|ASTE
OG0001513	LOC119071130|XP_037031699.1|BCOP	LOC118508391|XP_035904027.1|ASTE
OG0001515	LOC119076873|XP_037039777.1|BCOP	LOC118503019|XP_035891735.1|ASTE
OG0001534	LOC119069790|XP_037029827.1|BCOP	LOC118505899|XP_035898676.1|ASTE
OG0001535	LOC119082911|XP_037048465.1|BCOP	LOC118517738|XP_035890421.1|ASTE
OG0001535	LOC119081291|XP_037045952.1|BCOP	LOC118517720|XP_035920066.1|ASTE
OG0001536	LOC119083641|XP_037049277.1|BCOP	LOC118506790|XP_035900302.1|ASTE
OG0001537	LOC119070285|XP_037030449.1|BCOP, LOC119070287|XP_037030450.1|BCOP	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE
OG0001538	LOC119084761|XP_037050722.1|BCOP	LOC118503667|XP_035893096.1|ASTE
OG0001539	LOC119080435|XP_037044693.1|BCOP	LOC118517360|XP_035919269.1|ASTE
OG0001540	LOC119077061|XP_037040084.1|BCOP	LOC118511146|XP_035909770.1|ASTE
OG0001541	LOC119067503|XP_037026408.1|BCOP, LOC119074747|XP_037036905.1|BCOP	LOC118517446|XP_035919481.1|ASTE
OG0001542	LOC119083755|XP_037049434.1|BCOP	LOC118502635|XP_035890979.1|ASTE
OG0001543	LOC119067212|XP_037025951.1|BCOP	LOC118504021|XP_035893887.1|ASTE
