Orthogroup	BCOP.longest_only	DSAN.longest_only
OG0000915	LOC119084701|XP_037050673.1|BCOP	LOC120445399|XP_039481743.1|DSAN, LOC120455056|XP_039496843.1|DSAN
OG0000916	LOC119085310|XP_037051561.1|BCOP, LOC119083725|XP_037049418.1|BCOP, LOC119083824|XP_037049514.1|BCOP, LOC119083729|XP_037049422.1|BCOP	LOC120448894|XP_039487049.1|DSAN
OG0000917	LOC119082593|XP_037048030.1|BCOP	LOC120457517|XP_039500999.1|DSAN, LOC120457589|XP_039501032.1|DSAN, LOC120443759|XP_039478980.1|DSAN
OG0000918	LOC119076314|XP_037038876.1|BCOP	LOC120458079|XP_039501527.1|DSAN, LOC120458795|XP_039502522.1|DSAN
OG0000920	LOC119083049|XP_037048568.1|BCOP	LOC120455269|XP_039497204.1|DSAN
OG0000921	LOC119078052|XP_037041367.1|BCOP	LOC120455312|XP_039497296.1|DSAN, LOC120455529|XP_039497753.1|DSAN
OG0000922	LOC119068338|XP_037027793.1|BCOP, LOC119082934|XP_037048485.1|BCOP	LOC120449549|XP_039488010.1|DSAN
OG0000923	LOC119075006|XP_037037304.1|BCOP	LOC120449799|XP_039488378.1|DSAN, LOC120452812|XP_039493149.1|DSAN
OG0000924	LOC119076113|XP_037038669.1|BCOP	LOC120457146|XP_039500351.1|DSAN
OG0000925	LOC119066547|XP_037024978.1|BCOP	LOC120452943|XP_039493359.1|DSAN, LOC120452942|XP_039493357.1|DSAN
OG0000935	LOC119085662|XP_037052005.1|BCOP	LOC120454172|XP_039495186.1|DSAN
OG0000936	LOC119068158|XP_037027530.1|BCOP	LOC120456108|XP_039498655.1|DSAN
OG0000937	LOC119069164|XP_037028965.1|BCOP, LOC119069166|XP_037028969.1|BCOP, LOC119071087|XP_037031624.1|BCOP	LOC120453196|XP_039493703.1|DSAN
OG0000938	LOC119069567|XP_037029542.1|BCOP	LOC120446366|XP_039483232.1|DSAN, LOC120457616|XP_039501060.1|DSAN, LOC120456793|XP_039499746.1|DSAN
OG0000939	LOC119069209|XP_037029080.1|BCOP	LOC120444100|XP_039479561.1|DSAN, LOC120443996|XP_039479408.1|DSAN
OG0000940	LOC119067541|XP_037026493.1|BCOP	LOC120457064|XP_039500176.1|DSAN, LOC120450530|XP_039489552.1|DSAN
OG0000941	LOC119069063|XP_037028834.1|BCOP	LOC120454414|XP_039495618.1|DSAN, LOC120456665|XP_039499539.1|DSAN
OG0000942	LOC119080805|XP_037045271.1|BCOP	LOC120448252|XP_039486098.1|DSAN
OG0000943	LOC119075876|XP_037038336.1|BCOP	LOC120446599|XP_039483563.1|DSAN
OG0000944	LOC119081864|XP_037046988.1|BCOP	LOC120455886|XP_039498313.1|DSAN, LOC120451710|XP_039491549.1|DSAN
OG0000945	LOC119083903|XP_037049611.1|BCOP	LOC120449724|XP_039488286.1|DSAN, LOC120449723|XP_039488285.1|DSAN
OG0000947	LOC119081502|XP_037046404.1|BCOP	LOC120446316|XP_039483166.1|DSAN
OG0000948	LOC119071154|XP_037031801.1|BCOP	LOC120447544|XP_039484924.1|DSAN
OG0000949	LOC119076037|XP_037038552.1|BCOP, LOC119076075|XP_037038619.1|BCOP	LOC120457290|XP_039500675.1|DSAN
OG0000950	LOC119081508|XP_037046414.1|BCOP	LOC120453981|XP_039494869.1|DSAN
OG0000951	LOC119084350|XP_037050187.1|BCOP	LOC120454644|XP_039496079.1|DSAN
OG0000954	LOC119081383|XP_037046166.1|BCOP, LOC119080804|XP_037045270.1|BCOP, LOC119074225|XP_037036139.1|BCOP	LOC120450747|XP_039489807.1|DSAN
OG0000964	LOC119085822|XP_037052212.1|BCOP	LOC120446394|XP_039483265.1|DSAN
OG0000965	LOC119083829|XP_037049526.1|BCOP	LOC120456306|XP_039498988.1|DSAN
OG0000966	LOC119073645|XP_037035139.1|BCOP, LOC119073195|XP_037034398.1|BCOP	LOC120446275|XP_039483092.1|DSAN, LOC120451682|XP_039491498.1|DSAN
OG0000968	LOC119066471|XP_037024872.1|BCOP, LOC119068517|XP_037028018.1|BCOP, LOC119080041|XP_037044138.1|BCOP, LOC119067361|XP_037026171.1|BCOP, LOC119080036|XP_037044121.1|BCOP	LOC120448664|XP_039486733.1|DSAN
OG0000969	LOC119074494|XP_037036541.1|BCOP	LOC120445060|XP_039481119.1|DSAN, LOC120451969|XP_039491929.1|DSAN
OG0000970	LOC119073002|XP_037034221.1|BCOP, LOC119072601|XP_037033750.1|BCOP, LOC119077095|XP_037040152.1|BCOP, LOC119077140|XP_037040218.1|BCOP	LOC120452588|XP_039492810.1|DSAN
OG0000971	LOC119072932|XP_037034147.1|BCOP	LOC120446029|XP_039482723.1|DSAN
OG0000972	LOC119066215|XP_037024433.1|BCOP	LOC120449099|XP_039487341.1|DSAN, LOC120456843|XP_039499832.1|DSAN
OG0000975	LOC119075022|XP_037037326.1|BCOP	LOC120454476|XP_039495743.1|DSAN, LOC120454475|XP_039495742.1|DSAN
OG0000977	LOC119077973|XP_037041250.1|BCOP	LOC120451473|XP_039491099.1|DSAN
OG0000978	LOC119079549|XP_037043432.1|BCOP	LOC120450937|XP_039490138.1|DSAN
OG0000980	LOC119085810|XP_037052186.1|BCOP, LOC119078875|XP_037042486.1|BCOP	LOC120452724|XP_039493023.1|DSAN, LOC120453327|XP_039493922.1|DSAN
OG0000981	LOC119077440|XP_037040551.1|BCOP	LOC120450838|XP_039489963.1|DSAN
OG0000981	LOC119070854|XP_037031262.1|BCOP	LOC120456303|XP_039498984.1|DSAN
OG0000988	LOC119068079|XP_037027381.1|BCOP, LOC119080941|XP_037045463.1|BCOP	LOC120452839|XP_039493240.1|DSAN
OG0000990	LOC119070368|XP_037030562.1|BCOP	LOC120451095|XP_039490434.1|DSAN, LOC120455100|XP_039496910.1|DSAN
OG0000991	LOC119066633|XP_037025092.1|BCOP, LOC119081459|XP_037046325.1|BCOP	LOC120457286|XP_039500666.1|DSAN
OG0000992	LOC119074967|XP_037037258.1|BCOP	LOC120454236|XP_039495274.1|DSAN
OG0000994	LOC119081336|XP_037046032.1|BCOP	LOC120456742|XP_039499666.1|DSAN
OG0000995	LOC119081827|XP_037046960.1|BCOP	LOC120452296|XP_039492365.1|DSAN, LOC120455545|XP_039497816.1|DSAN
OG0000996	LOC119081619|XP_037046563.1|BCOP, LOC119081223|XP_037045842.1|BCOP, LOC119070962|XP_037031421.1|BCOP	LOC120446908|XP_039484069.1|DSAN
OG0000997	LOC119076354|XP_037038949.1|BCOP	LOC120446528|XP_039483474.1|DSAN
OG0000998	LOC119074775|XP_037036948.1|BCOP, LOC119073498|XP_037034908.1|BCOP, LOC119074718|XP_037036896.1|BCOP	LOC120447516|XP_039484869.1|DSAN
OG0000999	LOC119084413|XP_037050276.1|BCOP	LOC120445343|XP_039481614.1|DSAN, LOC120455345|XP_039497368.1|DSAN
OG0001000	LOC119073777|XP_037035340.1|BCOP	LOC120454284|XP_039495404.1|DSAN
OG0001001	LOC119075735|XP_037038174.1|BCOP	LOC120445948|XP_039482562.1|DSAN
OG0001002	LOC119074361|XP_037036358.1|BCOP, LOC119070352|XP_037030564.1|BCOP	LOC120446278|XP_039483095.1|DSAN
OG0001003	LOC119066211|XP_037024432.1|BCOP	LOC120451690|XP_039491517.1|DSAN, LOC120444117|XP_039479584.1|DSAN
OG0001004	LOC119084063|XP_037049796.1|BCOP	LOC120452436|XP_039492597.1|DSAN, LOC120450853|XP_039490000.1|DSAN
OG0001005	LOC119074410|XP_037036429.1|BCOP	LOC120444820|XP_039480710.1|DSAN, LOC120455392|XP_039497460.1|DSAN
OG0001006	LOC119071631|XP_037032484.1|BCOP	LOC120451890|XP_039491830.1|DSAN, LOC120448928|XP_039487098.1|DSAN
OG0001007	LOC119072482|XP_037033606.1|BCOP	LOC120444674|XP_039480464.1|DSAN
OG0001008	LOC119086069|XP_037052540.1|BCOP	LOC120452298|XP_039492368.1|DSAN, LOC120457233|XP_039500548.1|DSAN
OG0001009	LOC119075361|XP_037037690.1|BCOP	LOC120453776|XP_039494551.1|DSAN, LOC120452783|XP_039493109.1|DSAN
OG0001019	LOC119069347|XP_037029316.1|BCOP	LOC120453195|XP_039493697.1|DSAN
OG0001020	LOC119078481|XP_037041936.1|BCOP, LOC119078471|XP_037041924.1|BCOP, LOC119069995|XP_037030138.1|BCOP	LOC120456345|XP_039499062.1|DSAN, LOC120456344|XP_039499060.1|DSAN
OG0001022	LOC119081328|XP_037046015.1|BCOP	LOC120453436|XP_039494078.1|DSAN, LOC120455555|XP_039497835.1|DSAN
OG0001024	LOC119082402|XP_037047828.1|BCOP, LOC119069342|XP_037029308.1|BCOP, LOC119069345|XP_037029310.1|BCOP, LOC119085058|XP_037051170.1|BCOP, LOC119085254|XP_037051486.1|BCOP	LOC120452486|XP_039492668.1|DSAN
OG0001025	LOC119081450|XP_037046283.1|BCOP, LOC119083125|XP_037048657.1|BCOP, LOC119083124|XP_037048656.1|BCOP, LOC119073089|XP_037034296.1|BCOP	LOC120449332|XP_039487665.1|DSAN
OG0001026	LOC119065982|XP_037024085.1|BCOP, LOC119075085|XP_037037371.1|BCOP, LOC119074505|XP_037036557.1|BCOP	LOC120444133|XP_039479632.1|DSAN
OG0001027	LOC119076434|XP_037039078.1|BCOP	LOC120450533|XP_039489556.1|DSAN
OG0001028	LOC119080337|XP_037044529.1|BCOP, LOC119082899|XP_037048456.1|BCOP, LOC119077960|XP_037041235.1|BCOP, LOC119077717|XP_037040893.1|BCOP, LOC119077716|XP_037040890.1|BCOP	LOC120458808|XP_039502538.1|DSAN
OG0001031	LOC119071712|XP_037032601.1|BCOP	LOC120446002|XP_039482669.1|DSAN
OG0001032	LOC119081634|XP_037046580.1|BCOP, LOC119081743|XP_037046809.1|BCOP, LOC119075007|XP_037037305.1|BCOP	LOC120458909|XP_039502692.1|DSAN
OG0001033	LOC119068730|XP_037028321.1|BCOP, LOC119066556|XP_037024997.1|BCOP	LOC120449125|XP_039487372.1|DSAN
OG0001034	LOC119076343|XP_037038934.1|BCOP	LOC120448271|XP_039486129.1|DSAN
OG0001042	LOC119084984|XP_037051038.1|BCOP	LOC120453353|XP_039493959.1|DSAN
OG0001043	LOC119085900|XP_037052342.1|BCOP, LOC119069916|XP_037030028.1|BCOP	LOC120455994|XP_039498486.1|DSAN
OG0001044	LOC119073827|XP_037035519.1|BCOP, LOC119085590|XP_037051902.1|BCOP	LOC120458750|XP_039502456.1|DSAN
OG0001045	LOC119069797|XP_037029846.1|BCOP	LOC120446449|XP_039483373.1|DSAN
OG0001046	LOC119085214|XP_037051420.1|BCOP	LOC120444454|XP_039480052.1|DSAN, LOC120444453|XP_039480051.1|DSAN
OG0001047	LOC119066651|XP_037025117.1|BCOP, LOC119073202|XP_037034406.1|BCOP	LOC120444776|XP_039480645.1|DSAN
OG0001048	LOC119085139|XP_037051310.1|BCOP	LOC120444290|XP_039479742.1|DSAN
OG0001049	LOC119080206|XP_037044340.1|BCOP	LOC120448287|XP_039486155.1|DSAN
OG0001050	LOC119081569|XP_037046495.1|BCOP	LOC120449866|XP_039488460.1|DSAN
OG0001051	LOC119076391|XP_037039010.1|BCOP	LOC120450476|XP_039489458.1|DSAN
OG0001052	LOC119075377|XP_037037706.1|BCOP	LOC120458457|XP_039502039.1|DSAN
OG0001053	LOC119072009|XP_037033024.1|BCOP, LOC119071048|XP_037031555.1|BCOP	LOC120455309|XP_039497293.1|DSAN
OG0001054	LOC119077890|XP_037041149.1|BCOP	LOC120453611|XP_039494320.1|DSAN
OG0001056	LOC119075793|XP_037038255.1|BCOP	LOC120447232|XP_039484692.1|DSAN, LOC120456120|XP_039498681.1|DSAN
OG0001057	LOC119081015|XP_037045593.1|BCOP	LOC120447044|XP_039484345.1|DSAN
OG0001058	LOC119067766|XP_037026805.1|BCOP	LOC120456498|XP_039499300.1|DSAN
OG0001059	LOC119082553|XP_037047962.1|BCOP	LOC120448782|XP_039486905.1|DSAN, LOC120449208|XP_039487507.1|DSAN
OG0001060	LOC119067032|XP_037025663.1|BCOP	LOC120452707|XP_039493001.1|DSAN
OG0001072	LOC119076224|XP_037038774.1|BCOP	LOC120448169|XP_039485941.1|DSAN, LOC120450478|XP_039489459.1|DSAN, LOC120456585|XP_039499425.1|DSAN
OG0001073	LOC119068180|XP_037027566.1|BCOP	LOC120454273|XP_039495371.1|DSAN
OG0001074	LOC119083179|XP_037048734.1|BCOP	LOC120446558|XP_039483510.1|DSAN
OG0001075	LOC119073761|XP_037035323.1|BCOP	LOC120448326|XP_039486210.1|DSAN
OG0001077	LOC119070585|XP_037030891.1|BCOP	LOC120449248|XP_039487557.1|DSAN
OG0001078	LOC119083630|XP_037049263.1|BCOP, LOC119083310|XP_037048891.1|BCOP, LOC119085253|XP_037051484.1|BCOP, LOC119083868|XP_037049572.1|BCOP, LOC119066619|XP_037025072.1|BCOP, LOC119074776|XP_037036944.1|BCOP, LOC119073855|XP_037035613.1|BCOP	LOC120456502|XP_039499303.1|DSAN
OG0001079	LOC119080836|XP_037045291.1|BCOP	LOC120450169|XP_039488951.1|DSAN
OG0001080	LOC119076015|XP_037038502.1|BCOP	LOC120449717|XP_039488273.1|DSAN
OG0001081	LOC119077092|XP_037040147.1|BCOP, LOC119076408|XP_037039035.1|BCOP, LOC119073269|XP_037034544.1|BCOP	LOC120450864|XP_039490021.1|DSAN
OG0001082	LOC119076850|XP_037039752.1|BCOP	LOC120444412|XP_039479969.1|DSAN
OG0001083	LOC119082042|XP_037047264.1|BCOP, LOC119066221|XP_037024443.1|BCOP, LOC119074746|XP_037036908.1|BCOP	LOC120449530|XP_039487984.1|DSAN
OG0001084	LOC119076818|XP_037039701.1|BCOP, LOC119073995|XP_037035817.1|BCOP	LOC120455461|XP_039497657.1|DSAN
OG0001085	LOC119073430|XP_037034797.1|BCOP	LOC120458914|XP_039502697.1|DSAN
OG0001086	LOC119071574|XP_037032409.1|BCOP	LOC120452319|XP_039492406.1|DSAN, LOC120444673|XP_039480463.1|DSAN
OG0001087	LOC119074448|XP_037036474.1|BCOP	LOC120443869|XP_039479170.1|DSAN, LOC120444698|XP_039480504.1|DSAN
OG0001088	LOC119076941|XP_037039884.1|BCOP	LOC120447616|XP_039485043.1|DSAN, LOC120450317|XP_039489205.1|DSAN
OG0001089	LOC119080047|XP_037044149.1|BCOP	LOC120447557|XP_039484944.1|DSAN
OG0001090	LOC119081801|XP_037046915.1|BCOP	LOC120448541|XP_039486520.1|DSAN
OG0001092	LOC119076984|XP_037039983.1|BCOP	LOC120458364|XP_039501912.1|DSAN
OG0001093	LOC119076993|XP_037039996.1|BCOP, LOC119076994|XP_037039998.1|BCOP	LOC120458873|XP_039502644.1|DSAN
OG0001094	LOC119078595|XP_037042077.1|BCOP	LOC120455016|XP_039496779.1|DSAN
OG0001095	LOC119085955|XP_037052407.1|BCOP	LOC120444920|XP_039480848.1|DSAN
OG0001096	LOC119078915|XP_037042541.1|BCOP, LOC119078916|XP_037042544.1|BCOP	LOC120446582|XP_039483538.1|DSAN
OG0001097	LOC119066245|XP_037024464.1|BCOP	LOC120444063|XP_039479508.1|DSAN
OG0001099	LOC119071399|XP_037032180.1|BCOP	LOC120449298|XP_039487623.1|DSAN
OG0001100	LOC119083187|XP_037048744.1|BCOP	LOC120453952|XP_039494832.1|DSAN, LOC120453966|XP_039494852.1|DSAN, LOC120447083|XP_039484416.1|DSAN
OG0001101	LOC119066925|XP_037025528.1|BCOP	LOC120446909|XP_039484079.1|DSAN
OG0001102	LOC119083309|XP_037048890.1|BCOP	LOC120448491|XP_039486455.1|DSAN
OG0001103	LOC119069160|XP_037028962.1|BCOP, LOC119069161|XP_037028963.1|BCOP	LOC120453655|XP_039494383.1|DSAN
OG0001104	LOC119078780|XP_037042387.1|BCOP, LOC119070322|XP_037030485.1|BCOP	LOC120446512|XP_039483454.1|DSAN
OG0001105	LOC119084069|XP_037049806.1|BCOP	LOC120455850|XP_039498254.1|DSAN, LOC120446944|XP_039484127.1|DSAN
OG0001106	LOC119079471|XP_037043296.1|BCOP	LOC120454932|XP_039496623.1|DSAN
OG0001108	LOC119066919|XP_037025557.1|BCOP	LOC120453488|XP_039494159.1|DSAN, LOC120453348|XP_039493951.1|DSAN
OG0001109	LOC119066649|XP_037025115.1|BCOP	LOC120446462|XP_039483394.1|DSAN
OG0001110	LOC119081651|XP_037046628.1|BCOP	LOC120454944|XP_039496646.1|DSAN, LOC120449054|XP_039487282.1|DSAN
OG0001118	LOC119084904|XP_037050954.1|BCOP	LOC120455275|XP_039497230.1|DSAN
OG0001120	LOC119068668|XP_037028247.1|BCOP, LOC119075141|XP_037037422.1|BCOP	LOC120453326|XP_039493920.1|DSAN
OG0001122	LOC119083683|XP_037049363.1|BCOP	LOC120449721|XP_039488282.1|DSAN
OG0001124	LOC119067257|XP_037026028.1|BCOP	LOC120451342|XP_039490854.1|DSAN
OG0001125	LOC119076572|XP_037039262.1|BCOP, LOC119083869|XP_037049573.1|BCOP, LOC119075720|XP_037038146.1|BCOP, LOC119081761|XP_037046847.1|BCOP, LOC119081370|XP_037046142.1|BCOP	LOC120453784|XP_039494568.1|DSAN
OG0001127	LOC119083838|XP_037049535.1|BCOP, LOC119080648|XP_037044957.1|BCOP	LOC120450189|XP_039488988.1|DSAN
OG0001128	LOC119084880|XP_037050919.1|BCOP	LOC120444371|XP_039479912.1|DSAN
OG0001129	LOC119066268|XP_037024516.1|BCOP	LOC120445603|XP_039482043.1|DSAN
OG0001130	LOC119075759|XP_037038195.1|BCOP	LOC120449775|XP_039488352.1|DSAN
OG0001131	LOC119081050|XP_037045650.1|BCOP	LOC120454928|XP_039496619.1|DSAN
OG0001133	LOC119080676|XP_037045003.1|BCOP	LOC120444390|XP_039479942.1|DSAN
OG0001134	LOC119071186|XP_037031854.1|BCOP	LOC120445094|XP_039481159.1|DSAN
OG0001135	LOC119075541|XP_037037907.1|BCOP, LOC119075800|XP_037038262.1|BCOP, LOC119084470|XP_037050350.1|BCOP	LOC120452560|XP_039492773.1|DSAN
OG0001136	LOC119074562|XP_037036667.1|BCOP	LOC120453627|XP_039494344.1|DSAN
OG0001138	LOC119069810|XP_037029867.1|BCOP	LOC120449719|XP_039488279.1|DSAN
OG0001139	LOC119072089|XP_037033143.1|BCOP	LOC120449173|XP_039487449.1|DSAN
OG0001153	LOC119083126|XP_037048661.1|BCOP, LOC119083102|XP_037048628.1|BCOP	LOC120445845|XP_039482408.1|DSAN
OG0001154	LOC119066290|XP_037024558.1|BCOP	LOC120454265|XP_039495355.1|DSAN
OG0001155	LOC119069788|XP_037029824.1|BCOP	LOC120457406|XP_039500936.1|DSAN
OG0001157	LOC119080403|XP_037044631.1|BCOP	LOC120451044|XP_039490332.1|DSAN
OG0001158	LOC119076925|XP_037039845.1|BCOP	LOC120451907|XP_039491853.1|DSAN
OG0001159	LOC119069139|XP_037028940.1|BCOP	LOC120452045|XP_039492032.1|DSAN
OG0001160	LOC119067229|XP_037025978.1|BCOP	LOC120453881|XP_039494731.1|DSAN
OG0001162	LOC119067561|XP_037026522.1|BCOP	LOC120452327|XP_039492414.1|DSAN
OG0001163	LOC119067765|XP_037026793.1|BCOP, LOC119069849|XP_037029917.1|BCOP	LOC120451673|XP_039491483.1|DSAN
OG0001165	LOC119067345|XP_037026149.1|BCOP, LOC119072182|XP_037033240.1|BCOP	LOC120444551|XP_039480235.1|DSAN
OG0001166	LOC119069403|XP_037029344.1|BCOP	LOC120447831|XP_039485352.1|DSAN
OG0001167	LOC119083692|XP_037049371.1|BCOP	LOC120451546|XP_039491267.1|DSAN
OG0001168	LOC119077995|XP_037041270.1|BCOP	LOC120445633|XP_039482094.1|DSAN
OG0001169	LOC119072301|XP_037033380.1|BCOP, LOC119067534|XP_037026483.1|BCOP, LOC119067537|XP_037026487.1|BCOP, LOC119067536|XP_037026486.1|BCOP	LOC120456646|XP_039499506.1|DSAN
OG0001171	LOC119076805|XP_037039665.1|BCOP	LOC120450307|XP_039489189.1|DSAN
OG0001172	LOC119068932|XP_037028692.1|BCOP, LOC119078004|XP_037041278.1|BCOP	LOC120444563|XP_039480253.1|DSAN
OG0001173	LOC119068107|XP_037027443.1|BCOP, LOC119075232|XP_037037519.1|BCOP, LOC119075233|XP_037037520.1|BCOP	LOC120451160|XP_039490528.1|DSAN
OG0001174	LOC119081275|XP_037045926.1|BCOP	LOC120450389|XP_039489314.1|DSAN, LOC120450390|XP_039489316.1|DSAN
OG0001176	LOC119082251|XP_037047610.1|BCOP, LOC119083690|XP_037049369.1|BCOP	LOC120447206|XP_039484643.1|DSAN
OG0001177	LOC119075291|XP_037037586.1|BCOP	LOC120444708|XP_039480515.1|DSAN
OG0001178	LOC119078444|XP_037041862.1|BCOP	LOC120445338|XP_039481608.1|DSAN
OG0001179	LOC119079282|XP_037042963.1|BCOP, LOC119079285|XP_037042970.1|BCOP	LOC120444978|XP_039480936.1|DSAN
OG0001180	LOC119073882|XP_037035657.1|BCOP	LOC120454873|XP_039496364.1|DSAN
OG0001181	LOC119074458|XP_037036490.1|BCOP	LOC120448262|XP_039486114.1|DSAN
OG0001182	LOC119084440|XP_037050310.1|BCOP	LOC120452613|XP_039492845.1|DSAN
OG0001183	LOC119076536|XP_037039219.1|BCOP	LOC120454469|XP_039495723.1|DSAN
OG0001185	LOC119074306|XP_037036224.1|BCOP	LOC120451475|XP_039491102.1|DSAN
OG0001186	LOC119075891|XP_037038358.1|BCOP	LOC120450762|XP_039489836.1|DSAN
OG0001187	LOC119082640|XP_037048102.1|BCOP	LOC120445110|XP_039481189.1|DSAN
OG0001188	LOC119082080|XP_037047332.1|BCOP	LOC120446633|XP_039483631.1|DSAN
OG0001189	LOC119072520|XP_037033662.1|BCOP	LOC120445876|XP_039482455.1|DSAN
OG0001190	LOC119077611|XP_037040722.1|BCOP, LOC119075878|XP_037038337.1|BCOP, LOC119079782|XP_037043748.1|BCOP, LOC119077323|XP_037040399.1|BCOP	LOC120456657|XP_039499522.1|DSAN
OG0001191	LOC119084385|XP_037050242.1|BCOP	LOC120458092|XP_039501553.1|DSAN
OG0001193	LOC119085455|XP_037051773.1|BCOP, LOC119085454|XP_037051772.1|BCOP, LOC119085453|XP_037051771.1|BCOP	LOC120452043|XP_039492029.1|DSAN
OG0001200	LOC119074580|XP_037036705.1|BCOP	LOC120444432|XP_039480016.1|DSAN
OG0001201	LOC119078460|XP_037041892.1|BCOP, LOC119085192|XP_037051398.1|BCOP, LOC119078825|XP_037042428.1|BCOP, LOC119078965|XP_037042609.1|BCOP	LOC120452215|XP_039492271.1|DSAN
OG0001202	LOC119074986|XP_037037283.1|BCOP, LOC119074987|XP_037037284.1|BCOP, LOC119074985|XP_037037282.1|BCOP, LOC119066078|XP_037024245.1|BCOP, LOC119084725|XP_037050694.1|BCOP	LOC120456566|XP_039499381.1|DSAN
OG0001203	LOC119083571|XP_037049212.1|BCOP, LOC119079488|XP_037043326.1|BCOP	LOC120454906|XP_039496521.1|DSAN
OG0001204	LOC119080679|XP_037045012.1|BCOP	LOC120458037|XP_039501480.1|DSAN
OG0001205	LOC119079043|XP_037042725.1|BCOP	LOC120454066|XP_039495009.1|DSAN
OG0001206	LOC119078341|XP_037041739.1|BCOP, LOC119078340|XP_037041738.1|BCOP, LOC119069337|XP_037029299.1|BCOP, LOC119084775|XP_037050734.1|BCOP	LOC120454522|XP_039495822.1|DSAN
OG0001207	LOC119084185|XP_037049953.1|BCOP	LOC120456024|XP_039498523.1|DSAN
OG0001210	LOC119068077|XP_037027378.1|BCOP	LOC120456370|XP_039499116.1|DSAN
OG0001211	LOC119070321|XP_037030488.1|BCOP	LOC120453762|XP_039494530.1|DSAN
OG0001212	LOC119068310|XP_037027746.1|BCOP	LOC120456875|XP_039499905.1|DSAN
OG0001213	LOC119068313|XP_037027752.1|BCOP	LOC120452768|XP_039493087.1|DSAN
OG0001214	LOC119066168|XP_037024358.1|BCOP, LOC119068969|XP_037028729.1|BCOP	LOC120451940|XP_039491894.1|DSAN
OG0001215	LOC119067338|XP_037026138.1|BCOP	LOC120451059|XP_039490351.1|DSAN
OG0001216	LOC119067343|XP_037026146.1|BCOP, LOC119067344|XP_037026147.1|BCOP	LOC120454395|XP_039495580.1|DSAN
OG0001217	LOC119085676|XP_037052019.1|BCOP	LOC120445263|XP_039481487.1|DSAN
OG0001220	LOC119080143|XP_037044254.1|BCOP, LOC119080142|XP_037044252.1|BCOP, LOC119080141|XP_037044251.1|BCOP	LOC120458812|XP_039502544.1|DSAN
OG0001221	LOC119072814|XP_037034004.1|BCOP, LOC119078069|XP_037041414.1|BCOP, LOC119073652|XP_037035146.1|BCOP	LOC120444421|XP_039479985.1|DSAN
OG0001222	LOC119078371|XP_037041771.1|BCOP	LOC120453021|XP_039493474.1|DSAN
OG0001223	LOC119079449|XP_037043258.1|BCOP, LOC119071545|XP_037032339.1|BCOP	LOC120447652|XP_039485103.1|DSAN
OG0001224	LOC119071511|XP_037032275.1|BCOP	LOC120445232|XP_039481425.1|DSAN
OG0001225	LOC119079331|XP_037043024.1|BCOP	LOC120454278|XP_039495426.1|DSAN
OG0001226	LOC119079509|XP_037043359.1|BCOP	LOC120457783|XP_039501212.1|DSAN
OG0001227	LOC119072561|XP_037033694.1|BCOP, LOC119072562|XP_037033697.1|BCOP	LOC120451098|XP_039490440.1|DSAN
OG0001229	LOC119080001|XP_037044068.1|BCOP	LOC120457614|XP_039501056.1|DSAN
OG0001230	LOC119075518|XP_037037885.1|BCOP	LOC120444322|XP_039479804.1|DSAN
OG0001231	LOC119069408|XP_037029352.1|BCOP, LOC119085250|XP_037051481.1|BCOP	LOC120445468|XP_039481848.1|DSAN
OG0001233	LOC119066408|XP_037024775.1|BCOP, LOC119071493|XP_037032246.1|BCOP	LOC120458720|XP_039502403.1|DSAN, LOC120458811|XP_039502543.1|DSAN
OG0001233	LOC119077143|XP_037040222.1|BCOP	LOC120458719|XP_039502402.1|DSAN, LOC120458810|XP_039502542.1|DSAN
OG0001234	LOC119080165|XP_037044281.1|BCOP	LOC120444577|XP_039480271.1|DSAN
OG0001235	LOC119066204|XP_037024418.1|BCOP	LOC120451821|XP_039491728.1|DSAN
OG0001236	LOC119076423|XP_037039060.1|BCOP	LOC120449391|XP_039487768.1|DSAN
OG0001237	LOC119066412|XP_037024783.1|BCOP	LOC120449126|XP_039487373.1|DSAN, LOC120454516|XP_039495810.1|DSAN
OG0001238	LOC119067592|XP_037026588.1|BCOP	LOC120451010|XP_039490261.1|DSAN
OG0001239	LOC119080900|XP_037045379.1|BCOP, LOC119071778|XP_037032732.1|BCOP	LOC120454636|XP_039496059.1|DSAN
OG0001240	LOC119071571|XP_037032408.1|BCOP, LOC119071617|XP_037032455.1|BCOP, LOC119069733|XP_037029759.1|BCOP	LOC120451855|XP_039491781.1|DSAN
OG0001241	LOC119076890|XP_037039790.1|BCOP	LOC120446433|XP_039483332.1|DSAN
OG0001242	LOC119074893|XP_037037134.1|BCOP	LOC120455383|XP_039497443.1|DSAN
OG0001243	LOC119080215|XP_037044349.1|BCOP	LOC120448299|XP_039486170.1|DSAN
OG0001244	LOC119081757|XP_037046842.1|BCOP, LOC119084826|XP_037050801.1|BCOP	LOC120451704|XP_039491536.1|DSAN
OG0001245	LOC119072143|XP_037033181.1|BCOP	LOC120452409|XP_039492564.1|DSAN
OG0001246	LOC119082098|XP_037047361.1|BCOP	LOC120444883|XP_039480799.1|DSAN
OG0001248	LOC119075245|XP_037037539.1|BCOP	LOC120449397|XP_039487774.1|DSAN
OG0001249	LOC119080457|XP_037044720.1|BCOP	LOC120453962|XP_039494846.1|DSAN, LOC120455502|XP_039497698.1|DSAN
OG0001257	LOC119085040|XP_037051135.1|BCOP	LOC120454919|XP_039496583.1|DSAN
