Orthogroup	BCOP.longest_only	HILL.longest_only
OG0001992	LOC119075686|XP_037038099.1|BCOP	LOC119647247|XP_037904053.1|HILL
OG0001993	LOC119071486|XP_037032232.1|BCOP	LOC119651039|XP_037910285.1|HILL
OG0001994	LOC119076301|XP_037038860.1|BCOP, LOC119076299|XP_037038858.1|BCOP, LOC119066634|XP_037025093.1|BCOP, LOC119066632|XP_037025090.1|BCOP	LOC119661576|XP_037926903.1|HILL
OG0001995	LOC119085141|XP_037051313.1|BCOP	LOC119652957|XP_037913281.1|HILL
OG0001996	LOC119076361|XP_037038960.1|BCOP	LOC119646634|XP_037903074.1|HILL
OG0001997	LOC119073369|XP_037034684.1|BCOP	LOC119661401|XP_037926657.1|HILL
OG0001998	LOC119073380|XP_037034699.1|BCOP	LOC119646269|XP_037902604.1|HILL
OG0001999	LOC119083775|XP_037049456.1|BCOP	LOC119654824|XP_037916320.1|HILL
OG0002000	LOC119066480|XP_037024884.1|BCOP, LOC119085551|XP_037051865.1|BCOP, LOC119076607|XP_037039358.1|BCOP, LOC119084359|XP_037050201.1|BCOP, LOC119068360|XP_037027824.1|BCOP	LOC119657620|XP_037920554.1|HILL
OG0002001	LOC119085307|XP_037051552.1|BCOP	LOC119651608|XP_037911192.1|HILL
OG0002002	LOC119081466|XP_037046350.1|BCOP	LOC119646462|XP_037902838.1|HILL
OG0002003	LOC119076345|XP_037038935.1|BCOP	LOC119653100|XP_037913542.1|HILL, LOC119651921|XP_037911677.1|HILL
OG0002004	LOC119082567|XP_037047988.1|BCOP	LOC119652691|XP_037912896.1|HILL
OG0002005	LOC119066968|XP_037025594.1|BCOP	LOC119652676|XP_037912873.1|HILL
OG0002006	LOC119069445|XP_037029394.1|BCOP, LOC119076358|XP_037038950.1|BCOP, LOC119069460|XP_037029406.1|BCOP	LOC119652692|XP_037912901.1|HILL
OG0002007	LOC119075381|XP_037037717.1|BCOP, LOC119085517|XP_037051827.1|BCOP, LOC119085233|XP_037051442.1|BCOP	LOC119647145|XP_037903867.1|HILL
OG0002008	LOC119067811|XP_037026857.1|BCOP, LOC119085004|XP_037051078.1|BCOP	LOC119660773|XP_037925469.1|HILL
OG0002009	LOC119076740|XP_037039568.1|BCOP	LOC119661080|XP_037926200.1|HILL
OG0002010	LOC119072338|XP_037033424.1|BCOP	LOC119652866|XP_037913151.1|HILL
OG0002011	LOC119076348|XP_037038940.1|BCOP	LOC119646725|XP_037903232.1|HILL
OG0002012	LOC119067546|XP_037026505.1|BCOP	LOC119658038|XP_037921207.1|HILL
OG0002012	LOC119081891|XP_037047014.1|BCOP, LOC119076292|XP_037038850.1|BCOP	LOC119656680|XP_037919095.1|HILL
OG0002013	LOC119072256|XP_037033334.1|BCOP	LOC119650589|XP_037909361.1|HILL
OG0002014	LOC119068127|XP_037027481.1|BCOP	LOC119650239|XP_037908753.1|HILL, LOC119650220|XP_037908725.1|HILL
OG0002015	LOC119077146|XP_037040226.1|BCOP	LOC119646430|XP_037902808.1|HILL
OG0002016	LOC119081426|XP_037046240.1|BCOP	LOC119646971|XP_037903601.1|HILL
OG0002017	LOC119085893|XP_037052325.1|BCOP, LOC119078115|XP_037041463.1|BCOP	LOC119651134|XP_037910456.1|HILL
OG0002018	LOC119075634|XP_037038010.1|BCOP	LOC119651428|XP_037910953.1|HILL
OG0002019	LOC119079090|XP_037042801.1|BCOP	LOC119646570|XP_037902989.1|HILL
OG0002020	LOC119085889|XP_037052320.1|BCOP	LOC119652879|XP_037913171.1|HILL
OG0002021	LOC119074077|XP_037035919.1|BCOP, LOC119074075|XP_037035913.1|BCOP, LOC119074074|XP_037035912.1|BCOP	LOC119659470|XP_037923533.1|HILL
OG0002022	LOC119070933|XP_037031376.1|BCOP	LOC119646797|XP_037903314.1|HILL, LOC119650151|XP_037908617.1|HILL
OG0002023	LOC119082763|XP_037048245.1|BCOP, LOC119070653|XP_037030979.1|BCOP	LOC119656328|XP_037918719.1|HILL
OG0002024	LOC119066321|XP_037024605.1|BCOP	LOC119658398|XP_037921718.1|HILL
OG0002025	LOC119085816|XP_037052200.1|BCOP	LOC119661327|XP_037926555.1|HILL
OG0002026	LOC119070840|XP_037031248.1|BCOP	LOC119647988|XP_037905301.1|HILL
OG0002027	LOC119082838|XP_037048389.1|BCOP	LOC119655920|XP_037918014.1|HILL
OG0002028	LOC119082846|XP_037048407.1|BCOP	LOC119654882|XP_037916419.1|HILL
OG0002029	LOC119067718|XP_037026730.1|BCOP, LOC119077752|XP_037040959.1|BCOP, LOC119073642|XP_037035134.1|BCOP	LOC119659931|XP_037924197.1|HILL
OG0002030	LOC119073674|XP_037035175.1|BCOP, LOC119084288|XP_037050109.1|BCOP	LOC119659276|XP_037923212.1|HILL
OG0002031	LOC119066123|XP_037024303.1|BCOP	LOC119655014|XP_037916612.1|HILL
OG0002032	LOC119081115|XP_037045753.1|BCOP, LOC119074600|XP_037036746.1|BCOP	LOC119653873|XP_037914909.1|HILL
OG0002033	LOC119076024|XP_037038523.1|BCOP, LOC119071625|XP_037032474.1|BCOP, LOC119076028|XP_037038541.1|BCOP, LOC119076027|XP_037038540.1|BCOP	LOC119656155|XP_037918417.1|HILL
OG0002034	LOC119074965|XP_037037248.1|BCOP	LOC119654370|XP_037915646.1|HILL
OG0002035	LOC119076751|XP_037039593.1|BCOP	LOC119660316|XP_037924719.1|HILL
OG0002036	LOC119076673|XP_037039463.1|BCOP	LOC119660612|XP_037925233.1|HILL
OG0002037	LOC119074391|XP_037036405.1|BCOP	LOC119649129|XP_037907062.1|HILL
OG0002038	LOC119082225|XP_037047573.1|BCOP	LOC119647281|XP_037904102.1|HILL
OG0002039	LOC119069135|XP_037028936.1|BCOP	LOC119658624|XP_037922050.1|HILL
OG0002040	LOC119076843|XP_037039742.1|BCOP	LOC119660134|XP_037924461.1|HILL
OG0002041	LOC119071703|XP_037032588.1|BCOP	LOC119653539|XP_037914144.1|HILL
OG0002042	LOC119071706|XP_037032598.1|BCOP	LOC119659806|XP_037924004.1|HILL
OG0002043	LOC119084128|XP_037049872.1|BCOP, LOC119073545|XP_037034992.1|BCOP	LOC119658578|XP_037921956.1|HILL
OG0002044	LOC119074435|XP_037036458.1|BCOP	LOC119658718|XP_037922266.1|HILL
OG0002045	LOC119076462|XP_037039124.1|BCOP	LOC119659915|XP_037924168.1|HILL
OG0002046	LOC119074348|XP_037036338.1|BCOP	LOC119659215|XP_037923116.1|HILL
OG0002047	LOC119084246|XP_037050039.1|BCOP	LOC119655731|XP_037917709.1|HILL, LOC119656297|XP_037918663.1|HILL
OG0002048	LOC119076119|XP_037038682.1|BCOP	LOC119659298|XP_037923237.1|HILL
OG0002049	LOC119066552|XP_037024990.1|BCOP	LOC119658688|XP_037922201.1|HILL
OG0002050	LOC119074831|XP_037037016.1|BCOP	LOC119658589|XP_037921977.1|HILL
OG0002051	LOC119074387|XP_037036401.1|BCOP	LOC119655921|XP_037918017.1|HILL, LOC119649941|XP_037908287.1|HILL
OG0002053	LOC119067125|XP_037025799.1|BCOP	LOC119659501|XP_037923555.1|HILL
OG0002054	LOC119076474|XP_037039146.1|BCOP	LOC119660002|XP_037924308.1|HILL
OG0002055	LOC119078030|XP_037041338.1|BCOP	LOC119659025|XP_037922848.1|HILL
OG0002056	LOC119072096|XP_037033145.1|BCOP	LOC119653891|XP_037914941.1|HILL
OG0002057	LOC119083151|XP_037048692.1|BCOP	LOC119655930|XP_037918040.1|HILL
OG0002058	LOC119083154|XP_037048696.1|BCOP	LOC119655360|XP_037917145.1|HILL
OG0002059	LOC119071955|XP_037032980.1|BCOP	LOC119655733|XP_037917711.1|HILL
OG0002060	LOC119072723|XP_037033893.1|BCOP	LOC119655395|XP_037917200.1|HILL
OG0002061	LOC119075375|XP_037037700.1|BCOP	LOC119653456|XP_037913993.1|HILL
OG0002062	LOC119076630|XP_037039430.1|BCOP, LOC119078348|XP_037041745.1|BCOP	LOC119653676|XP_037914444.1|HILL
OG0002063	LOC119074412|XP_037036437.1|BCOP	LOC119655005|XP_037916601.1|HILL
OG0002064	LOC119084475|XP_037050355.1|BCOP	LOC119654268|XP_037915463.1|HILL, LOC119655743|XP_037917724.1|HILL
OG0002065	LOC119084520|XP_037050428.1|BCOP, LOC119083954|XP_037049658.1|BCOP, LOC119083333|XP_037048917.1|BCOP, LOC119083956|XP_037049659.1|BCOP	LOC119648983|XP_037906831.1|HILL
OG0002066	LOC119074548|XP_037036613.1|BCOP	LOC119659689|XP_037923854.1|HILL
OG0002067	LOC119074674|XP_037036852.1|BCOP	LOC119660524|XP_037925073.1|HILL
OG0002068	LOC119074954|XP_037037238.1|BCOP	LOC119659187|XP_037923075.1|HILL
OG0002069	LOC119074755|XP_037036916.1|BCOP	LOC119653847|XP_037914822.1|HILL
OG0002070	LOC119068727|XP_037028316.1|BCOP	LOC119656700|XP_037919135.1|HILL
OG0002071	LOC119071555|XP_037032373.1|BCOP	LOC119655665|XP_037917579.1|HILL
OG0002072	LOC119080154|XP_037044269.1|BCOP	LOC119659080|XP_037922923.1|HILL
OG0002073	LOC119078320|XP_037041719.1|BCOP	LOC119650208|XP_037908702.1|HILL
OG0002074	LOC119074748|XP_037036906.1|BCOP	LOC119655850|XP_037917896.1|HILL
OG0002075	LOC119078225|XP_037041580.1|BCOP	LOC119649972|XP_037908337.1|HILL
OG0002076	LOC119070671|XP_037030998.1|BCOP	LOC119656236|XP_037918582.1|HILL
OG0002077	LOC119072345|XP_037033428.1|BCOP	LOC119654575|XP_037915958.1|HILL
OG0002078	LOC119070722|XP_037031070.1|BCOP	LOC119655664|XP_037917578.1|HILL
OG0002079	LOC119071814|XP_037032777.1|BCOP	LOC119650394|XP_037909083.1|HILL
OG0002080	LOC119070971|XP_037031441.1|BCOP	LOC119654626|XP_037916026.1|HILL
OG0002081	LOC119079101|XP_037042814.1|BCOP	LOC119654662|XP_037916081.1|HILL
OG0002082	LOC119076952|XP_037039900.1|BCOP	LOC119656303|XP_037918675.1|HILL
OG0002083	LOC119075772|XP_037038214.1|BCOP, LOC119075781|XP_037038236.1|BCOP	LOC119653504|XP_037914088.1|HILL
OG0002084	LOC119071316|XP_037032094.1|BCOP	LOC119656315|XP_037918691.1|HILL
OG0002085	LOC119082803|XP_037048343.1|BCOP	LOC119656233|XP_037918577.1|HILL, LOC119655275|XP_037917019.1|HILL, LOC119655274|XP_037917014.1|HILL
OG0002086	LOC119071097|XP_037031637.1|BCOP	LOC119655635|XP_037917536.1|HILL
OG0002087	LOC119066517|XP_037024925.1|BCOP	LOC119654374|XP_037915655.1|HILL
OG0002088	LOC119071860|XP_037032817.1|BCOP	LOC119647909|XP_037905155.1|HILL
OG0002089	LOC119071904|XP_037032912.1|BCOP	LOC119654913|XP_037916475.1|HILL
OG0002090	LOC119066947|XP_037025561.1|BCOP	LOC119648685|XP_037906409.1|HILL
OG0002091	LOC119074240|XP_037036157.1|BCOP	LOC119653647|XP_037914390.1|HILL, LOC119653648|XP_037914392.1|HILL, LOC119653646|XP_037914389.1|HILL
OG0002092	LOC119072408|XP_037033520.1|BCOP, LOC119069249|XP_037029196.1|BCOP, LOC119071245|XP_037031977.1|BCOP	LOC119647664|XP_037904667.1|HILL
OG0002093	LOC119066901|XP_037025485.1|BCOP	LOC119653692|XP_037914490.1|HILL
OG0002094	LOC119083173|XP_037048728.1|BCOP	LOC119653481|XP_037914036.1|HILL
OG0002095	LOC119074654|XP_037036828.1|BCOP	LOC119653426|XP_037913933.1|HILL
OG0002096	LOC119071682|XP_037032558.1|BCOP	LOC119653799|XP_037914741.1|HILL, LOC119655532|XP_037917374.1|HILL
OG0002097	LOC119072630|XP_037033769.1|BCOP	LOC119654127|XP_037915218.1|HILL
OG0002098	LOC119066099|XP_037024266.1|BCOP	LOC119649830|XP_037908100.1|HILL
OG0002099	LOC119078295|XP_037041685.1|BCOP, LOC119078343|XP_037041741.1|BCOP	LOC119653875|XP_037914911.1|HILL
OG0002100	LOC119071084|XP_037031618.1|BCOP	LOC119647613|XP_037904574.1|HILL
OG0002101	LOC119066386|XP_037024713.1|BCOP	LOC119655574|XP_037917430.1|HILL
OG0002102	LOC119071138|XP_037031727.1|BCOP	LOC119653572|XP_037914228.1|HILL
OG0002103	LOC119085732|XP_037052097.1|BCOP	LOC119652473|XP_037912571.1|HILL
OG0002104	LOC119083415|XP_037049029.1|BCOP, LOC119068940|XP_037028700.1|BCOP, LOC119075256|XP_037037548.1|BCOP, LOC119082539|XP_037047945.1|BCOP	LOC119656974|XP_037919636.1|HILL
OG0002105	LOC119069623|XP_037029617.1|BCOP, LOC119083924|XP_037049633.1|BCOP, LOC119082950|XP_037048494.1|BCOP, LOC119078121|XP_037041469.1|BCOP	LOC119659108|XP_037922959.1|HILL, LOC119653958|XP_037915046.1|HILL, LOC119654000|XP_037915089.1|HILL, LOC119653987|XP_037915076.1|HILL, LOC119648465|XP_037906151.1|HILL, LOC119661412|XP_037926678.1|HILL, LOC119661190|XP_037926342.1|HILL, LOC119661084|XP_037926202.1|HILL
OG0002107	LOC119077008|XP_037040013.1|BCOP	LOC119646747|XP_037903252.1|HILL
OG0002117	LOC119079205|XP_037042886.1|BCOP, LOC119067803|XP_037026848.1|BCOP	LOC119657828|XP_037920874.1|HILL
OG0002118	LOC119075266|XP_037037558.1|BCOP, LOC119069940|XP_037030060.1|BCOP	LOC119656808|XP_037919354.1|HILL
OG0002119	LOC119070028|XP_037030208.1|BCOP	LOC119658634|XP_037922087.1|HILL
OG0002120	LOC119085060|XP_037051186.1|BCOP	LOC119660744|XP_037925393.1|HILL
OG0002121	LOC119073069|XP_037034268.1|BCOP, LOC119082165|XP_037047474.1|BCOP, LOC119083340|XP_037048932.1|BCOP	LOC119651294|XP_037910741.1|HILL
OG0002123	LOC119083896|XP_037049601.1|BCOP	LOC119648401|XP_037906075.1|HILL
OG0002124	LOC119069671|XP_037029684.1|BCOP	LOC119657220|XP_037919960.1|HILL
OG0002125	LOC119079473|XP_037043301.1|BCOP	LOC119650671|XP_037909550.1|HILL
OG0002126	LOC119073593|XP_037035062.1|BCOP	LOC119647832|XP_037905001.1|HILL
OG0002127	LOC119085600|XP_037051916.1|BCOP	LOC119657602|XP_037920529.1|HILL
OG0002128	LOC119070370|XP_037030566.1|BCOP, LOC119070369|XP_037030565.1|BCOP	LOC119656607|XP_037918970.1|HILL
OG0002129	LOC119068015|XP_037027269.1|BCOP	LOC119652830|XP_037913086.1|HILL
OG0002131	LOC119067244|XP_037026006.1|BCOP, LOC119069693|XP_037029717.1|BCOP	LOC119651496|XP_037911040.1|HILL
OG0002132	LOC119076232|XP_037038785.1|BCOP	LOC119651555|XP_037911116.1|HILL
OG0002133	LOC119068988|XP_037028755.1|BCOP	LOC119656658|XP_037919062.1|HILL
OG0002134	LOC119084479|XP_037050362.1|BCOP	LOC119653848|XP_037914824.1|HILL
OG0002135	LOC119068606|XP_037028151.1|BCOP	LOC119656668|XP_037919077.1|HILL
OG0002136	LOC119070453|XP_037030699.1|BCOP	LOC119659975|XP_037924269.1|HILL
OG0002137	LOC119068487|XP_037027993.1|BCOP, LOC119068501|XP_037028006.1|BCOP, LOC119085510|XP_037051820.1|BCOP	LOC119656530|XP_037918803.1|HILL
OG0002138	LOC119083180|XP_037048738.1|BCOP	LOC119661326|XP_037926552.1|HILL
OG0002139	LOC119067435|XP_037026303.1|BCOP	LOC119646344|XP_037902706.1|HILL
OG0002140	LOC119069470|XP_037029418.1|BCOP, LOC119069437|XP_037029390.1|BCOP, LOC119069436|XP_037029389.1|BCOP	LOC119658046|XP_037921217.1|HILL, LOC119657104|XP_037919788.1|HILL
OG0002141	LOC119068176|XP_037027559.1|BCOP	LOC119658647|XP_037922113.1|HILL
OG0002142	LOC119068290|XP_037027723.1|BCOP	LOC119652352|XP_037912360.1|HILL
OG0002143	LOC119068125|XP_037027478.1|BCOP	LOC119646616|XP_037903050.1|HILL
OG0002144	LOC119080273|XP_037044430.1|BCOP	LOC119660743|XP_037925386.1|HILL
OG0002145	LOC119067269|XP_037026043.1|BCOP, LOC119083079|XP_037048597.1|BCOP	LOC119661362|XP_037926640.1|HILL
OG0002146	LOC119069157|XP_037028956.1|BCOP	LOC119650779|XP_037909815.1|HILL
OG0002147	LOC119068311|XP_037027749.1|BCOP	LOC119657972|XP_037921111.1|HILL
OG0002148	LOC119068400|XP_037027855.1|BCOP	LOC119656565|XP_037918877.1|HILL
OG0002149	LOC119075571|XP_037037936.1|BCOP	LOC119660866|XP_037925690.1|HILL
OG0002150	LOC119085647|XP_037051979.1|BCOP	LOC119646740|XP_037903246.1|HILL
OG0002151	LOC119074031|XP_037035868.1|BCOP, LOC119074101|XP_037035960.1|BCOP	LOC119661168|XP_037926312.1|HILL, LOC119646524|XP_037902916.1|HILL
OG0002152	LOC119082372|XP_037047794.1|BCOP	LOC119652511|XP_037912633.1|HILL
OG0002153	LOC119068706|XP_037028290.1|BCOP	LOC119652345|XP_037912298.1|HILL
OG0002154	LOC119067768|XP_037026807.1|BCOP	LOC119657793|XP_037920805.1|HILL
OG0002155	LOC119069323|XP_037029275.1|BCOP	LOC119658159|XP_037921355.1|HILL
OG0002156	LOC119081040|XP_037045635.1|BCOP	LOC119660802|XP_037925559.1|HILL
OG0002157	LOC119069857|XP_037029927.1|BCOP	LOC119651054|XP_037910311.1|HILL
OG0002158	LOC119074956|XP_037037240.1|BCOP, LOC119068516|XP_037028020.1|BCOP	LOC119651960|XP_037911747.1|HILL, LOC119651888|XP_037911638.1|HILL, LOC119659188|XP_037923076.1|HILL
OG0002159	LOC119068701|XP_037028287.1|BCOP	LOC119651415|XP_037910937.1|HILL
OG0002160	LOC119068295|XP_037027729.1|BCOP	LOC119653182|XP_037913664.1|HILL
OG0002161	LOC119085218|XP_037051427.1|BCOP	LOC119650997|XP_037910210.1|HILL
OG0002162	LOC119067373|XP_037026189.1|BCOP	LOC119659601|XP_037923697.1|HILL
OG0002163	LOC119067190|XP_037025916.1|BCOP	LOC119652577|XP_037912719.1|HILL
OG0002164	LOC119068336|XP_037027789.1|BCOP	LOC119658470|XP_037921820.1|HILL
OG0002165	LOC119068466|XP_037027955.1|BCOP	LOC119651145|XP_037910477.1|HILL, LOC119646845|XP_037903395.1|HILL
OG0002166	LOC119066227|XP_037024446.1|BCOP	LOC119646480|XP_037902861.1|HILL
OG0002167	LOC119066372|XP_037024695.1|BCOP	LOC119660949|XP_037925889.1|HILL
OG0002168	LOC119068986|XP_037028752.1|BCOP	LOC119658017|XP_037921174.1|HILL
OG0002169	LOC119068737|XP_037028331.1|BCOP	LOC119658302|XP_037921533.1|HILL
OG0002170	LOC119083567|XP_037049205.1|BCOP	LOC119660722|XP_037925301.1|HILL
OG0002171	LOC119069264|XP_037029217.1|BCOP	LOC119657940|XP_037921057.1|HILL
OG0002172	LOC119067940|XP_037027151.1|BCOP	LOC119657818|XP_037920860.1|HILL
OG0002173	LOC119078710|XP_037042275.1|BCOP	LOC119660310|XP_037924716.1|HILL
OG0002174	LOC119082710|XP_037048184.1|BCOP	LOC119651946|XP_037911728.1|HILL
OG0002175	LOC119082813|XP_037048363.1|BCOP	LOC119651947|XP_037911729.1|HILL
OG0002176	LOC119067918|XP_037027114.1|BCOP	LOC119652239|XP_037912142.1|HILL
OG0002177	LOC119067430|XP_037026297.1|BCOP	LOC119651431|XP_037910957.1|HILL
OG0002178	LOC119069100|XP_037028887.1|BCOP	LOC119656556|XP_037918862.1|HILL
OG0002179	LOC119067611|XP_037026600.1|BCOP, LOC119067624|XP_037026612.1|BCOP	LOC119652952|XP_037913273.1|HILL
OG0002180	LOC119068090|XP_037027402.1|BCOP	LOC119653216|XP_037913716.1|HILL
OG0002181	LOC119069061|XP_037028831.1|BCOP	LOC119657501|XP_037920363.1|HILL
OG0002182	LOC119067226|XP_037025967.1|BCOP	LOC119653170|XP_037913639.1|HILL
OG0002183	LOC119071530|XP_037032309.1|BCOP	LOC119654245|XP_037915415.1|HILL
OG0002184	LOC119067354|XP_037026158.1|BCOP	LOC119660227|XP_037924603.1|HILL, LOC119660228|XP_037924604.1|HILL
OG0002185	LOC119069969|XP_037030103.1|BCOP	LOC119651143|XP_037910474.1|HILL
OG0002186	LOC119079315|XP_037043004.1|BCOP	LOC119651163|XP_037910509.1|HILL
OG0002187	LOC119069210|XP_037029076.1|BCOP, LOC119070066|XP_037030256.1|BCOP	LOC119651707|XP_037911348.1|HILL
OG0002188	LOC119080885|XP_037045359.1|BCOP	LOC119656601|XP_037918961.1|HILL
OG0002189	LOC119069499|XP_037029465.1|BCOP	LOC119656534|XP_037918808.1|HILL
OG0002190	LOC119084695|XP_037050671.1|BCOP	LOC119656531|XP_037918804.1|HILL
OG0002191	LOC119067687|XP_037026702.1|BCOP	LOC119658503|XP_037921893.1|HILL
OG0002192	LOC119078993|XP_037042652.1|BCOP	LOC119650042|XP_037908453.1|HILL
OG0002193	LOC119085773|XP_037052160.1|BCOP	LOC119650569|XP_037909314.1|HILL
OG0002194	LOC119070038|XP_037030217.1|BCOP	LOC119651777|XP_037911459.1|HILL
OG0002195	LOC119067218|XP_037025959.1|BCOP	LOC119651763|XP_037911430.1|HILL
OG0002196	LOC119078582|XP_037042054.1|BCOP	LOC119660377|XP_037924823.1|HILL
OG0002197	LOC119069309|XP_037029255.1|BCOP	LOC119651176|XP_037910531.1|HILL
OG0002198	LOC119068092|XP_037027404.1|BCOP	LOC119660590|XP_037925187.1|HILL
OG0002199	LOC119074834|XP_037037026.1|BCOP	LOC119660116|XP_037924433.1|HILL
OG0002200	LOC119070571|XP_037030872.1|BCOP	LOC119652671|XP_037912865.1|HILL
OG0002202	LOC119068798|XP_037028455.1|BCOP	LOC119651531|XP_037911090.1|HILL
OG0002203	LOC119069182|XP_037029011.1|BCOP	LOC119652412|XP_037912453.1|HILL
OG0002204	LOC119069037|XP_037028801.1|BCOP	LOC119651218|XP_037910600.1|HILL
OG0002205	LOC119070447|XP_037030693.1|BCOP	LOC119651865|XP_037911601.1|HILL
OG0002206	LOC119067466|XP_037026348.1|BCOP	LOC119652902|XP_037913206.1|HILL
OG0002207	LOC119068191|XP_037027584.1|BCOP, LOC119068192|XP_037027585.1|BCOP	LOC119650917|XP_037910070.1|HILL
OG0002208	LOC119068186|XP_037027576.1|BCOP	LOC119652747|XP_037912974.1|HILL
OG0002209	LOC119076431|XP_037039074.1|BCOP	LOC119646183|XP_037902493.1|HILL
OG0002210	LOC119067337|XP_037026136.1|BCOP	LOC119652626|XP_037912800.1|HILL
OG0002211	LOC119070046|XP_037030224.1|BCOP	LOC119650782|XP_037909821.1|HILL
OG0002212	LOC119069248|XP_037029195.1|BCOP, LOC119070313|XP_037030474.1|BCOP	LOC119651457|XP_037910991.1|HILL
OG0002213	LOC119069748|XP_037029784.1|BCOP	LOC119656652|XP_037919045.1|HILL
OG0002214	LOC119069073|XP_037028846.1|BCOP	LOC119658013|XP_037921167.1|HILL, LOC119657904|XP_037920992.1|HILL, LOC119657607|XP_037920534.1|HILL
OG0002215	LOC119069952|XP_037030076.1|BCOP	LOC119651153|XP_037910489.1|HILL
OG0002216	LOC119081256|XP_037045888.1|BCOP	LOC119658048|XP_037921220.1|HILL
OG0002217	LOC119069242|XP_037029190.1|BCOP	LOC119651310|XP_037910765.1|HILL
OG0002218	LOC119067252|XP_037026023.1|BCOP	LOC119657383|XP_037920196.1|HILL
OG0002219	LOC119078248|XP_037041621.1|BCOP, LOC119069089|XP_037028872.1|BCOP	LOC119657494|XP_037920350.1|HILL
OG0002220	LOC119072018|XP_037033032.1|BCOP, LOC119074239|XP_037036156.1|BCOP	LOC119658101|XP_037921295.1|HILL
OG0002221	LOC119084830|XP_037050808.1|BCOP	LOC119648528|XP_037906224.1|HILL
OG0002222	LOC119083959|XP_037049662.1|BCOP, LOC119083465|XP_037049080.1|BCOP, LOC119079723|XP_037043682.1|BCOP, LOC119082955|XP_037048497.1|BCOP	LOC119659466|XP_037923481.1|HILL
OG0002223	LOC119081781|XP_037046883.1|BCOP	LOC119660616|XP_037925236.1|HILL
OG0002224	LOC119081716|XP_037046729.1|BCOP	LOC119659327|XP_037923288.1|HILL
OG0002225	LOC119073439|XP_037034818.1|BCOP	LOC119647812|XP_037904959.1|HILL
OG0002226	LOC119081374|XP_037046151.1|BCOP	LOC119646855|XP_037903406.1|HILL
OG0002227	LOC119080299|XP_037044467.1|BCOP	LOC119654275|XP_037915480.1|HILL
OG0002228	LOC119082140|XP_037047415.1|BCOP, LOC119079257|XP_037042931.1|BCOP	LOC119646814|XP_037903343.1|HILL
OG0002229	LOC119081545|XP_037046455.1|BCOP	LOC119647063|XP_037903749.1|HILL, LOC119647328|XP_037904194.1|HILL
OG0002230	LOC119079254|XP_037042930.1|BCOP	LOC119651222|XP_037910610.1|HILL
OG0002231	LOC119073448|XP_037034836.1|BCOP	LOC119650627|XP_037909458.1|HILL
OG0002233	LOC119075212|XP_037037494.1|BCOP	LOC119649443|XP_037907522.1|HILL
OG0002235	LOC119083565|XP_037049197.1|BCOP	LOC119656207|XP_037918530.1|HILL
OG0002236	LOC119080175|XP_037044295.1|BCOP	LOC119654446|XP_037915780.1|HILL
OG0002237	LOC119079255|XP_037042933.1|BCOP	LOC119648981|XP_037906834.1|HILL
OG0002238	LOC119083149|XP_037048686.1|BCOP, LOC119076738|XP_037039550.1|BCOP	LOC119646673|XP_037903131.1|HILL
OG0002239	LOC119085382|XP_037051663.1|BCOP	LOC119650661|XP_037909529.1|HILL, LOC119660823|XP_037925614.1|HILL
OG0002240	LOC119079503|XP_037043346.1|BCOP	LOC119653608|XP_037914303.1|HILL
OG0002241	LOC119081255|XP_037045885.1|BCOP	LOC119649540|XP_037907655.1|HILL
OG0002242	LOC119080678|XP_037045006.1|BCOP	LOC119650457|XP_037909241.1|HILL
OG0002243	LOC119083632|XP_037049262.1|BCOP	LOC119648974|XP_037906824.1|HILL
OG0002244	LOC119084555|XP_037050465.1|BCOP, LOC119073695|XP_037035190.1|BCOP, LOC119084557|XP_037050468.1|BCOP	LOC119648399|XP_037906071.1|HILL
OG0002245	LOC119073696|XP_037035191.1|BCOP	LOC119647821|XP_037904979.1|HILL
OG0002246	LOC119079508|XP_037043357.1|BCOP	LOC119661166|XP_037926309.1|HILL
OG0002247	LOC119079492|XP_037043336.1|BCOP	LOC119649772|XP_037908000.1|HILL
OG0002248	LOC119079312|XP_037043005.1|BCOP	LOC119650105|XP_037908553.1|HILL
OG0002249	LOC119080647|XP_037044956.1|BCOP	LOC119650067|XP_037908492.1|HILL
OG0002250	LOC119073479|XP_037034879.1|BCOP	LOC119661059|XP_037926188.1|HILL
OG0002251	LOC119073572|XP_037035026.1|BCOP	LOC119646912|XP_037903511.1|HILL
OG0002252	LOC119077679|XP_037040836.1|BCOP	LOC119647096|XP_037903794.1|HILL, LOC119661252|XP_037926428.1|HILL, LOC119661187|XP_037926335.1|HILL
OG0002253	LOC119074011|XP_037035841.1|BCOP	LOC119661309|XP_037926529.1|HILL
OG0002254	LOC119079368|XP_037043133.1|BCOP	LOC119659864|XP_037924104.1|HILL
OG0002255	LOC119084172|XP_037049926.1|BCOP	LOC119659877|XP_037924124.1|HILL
OG0002256	LOC119081221|XP_037045840.1|BCOP, LOC119074128|XP_037036006.1|BCOP	LOC119647267|XP_037904084.1|HILL
OG0002257	LOC119070242|XP_037030411.1|BCOP, LOC119075133|XP_037037414.1|BCOP	LOC119659138|XP_037923001.1|HILL
OG0002258	LOC119079286|XP_037042971.1|BCOP, LOC119079287|XP_037042972.1|BCOP	LOC119649712|XP_037907914.1|HILL
OG0002259	LOC119078492|XP_037041943.1|BCOP	LOC119660723|XP_037925304.1|HILL
OG0002260	LOC119079351|XP_037043075.1|BCOP	LOC119650103|XP_037908551.1|HILL
