Orthogroup	BCOP.longest_only	DALB.longest_only
OG0001128	LOC119084880|XP_037050919.1|BCOP	LOC117568896|XP_034105688.1|DALB
OG0001129	LOC119066268|XP_037024516.1|BCOP	LOC117563751|XP_034098123.1|DALB
OG0001130	LOC119075759|XP_037038195.1|BCOP	LOC117564994|XP_034099830.1|DALB
OG0001131	LOC119081050|XP_037045650.1|BCOP	LOC117573165|XP_034112021.1|DALB
OG0001133	LOC119080676|XP_037045003.1|BCOP	LOC117563361|XP_034097542.1|DALB
OG0001134	LOC119071186|XP_037031854.1|BCOP	LOC117568847|XP_034105615.1|DALB
OG0001135	LOC119075541|XP_037037907.1|BCOP, LOC119075800|XP_037038262.1|BCOP, LOC119084470|XP_037050350.1|BCOP	LOC117576431|XP_034117071.1|DALB
OG0001136	LOC119074562|XP_037036667.1|BCOP	LOC117573877|XP_034113245.1|DALB
OG0001138	LOC119069810|XP_037029867.1|BCOP	LOC117567042|XP_034102644.1|DALB
OG0001139	LOC119072089|XP_037033143.1|BCOP	LOC117571325|XP_034109302.1|DALB
OG0001153	LOC119083126|XP_037048661.1|BCOP, LOC119083102|XP_037048628.1|BCOP	LOC117568314|XP_034104756.1|DALB
OG0001154	LOC119066290|XP_037024558.1|BCOP	LOC117564345|XP_034098948.1|DALB
OG0001155	LOC119069788|XP_037029824.1|BCOP	LOC117571549|XP_034109645.1|DALB
OG0001157	LOC119080403|XP_037044631.1|BCOP	LOC117576483|XP_034117145.1|DALB
OG0001158	LOC119076925|XP_037039845.1|BCOP	LOC117565636|XP_034100736.1|DALB
OG0001159	LOC119069139|XP_037028940.1|BCOP	LOC117574869|XP_034114778.1|DALB
OG0001160	LOC119067229|XP_037025978.1|BCOP	LOC117574142|XP_034113709.1|DALB, LOC117574136|XP_034113692.1|DALB, LOC117574138|XP_034113696.1|DALB, LOC117574140|XP_034113706.1|DALB, LOC117574139|XP_034113705.1|DALB, LOC117574141|XP_034113707.1|DALB
OG0001161	LOC119078594|XP_037042075.1|BCOP	LOC117576430|XP_034117067.1|DALB
OG0001162	LOC119067561|XP_037026522.1|BCOP	LOC117574552|XP_034114314.1|DALB
OG0001163	LOC119067765|XP_037026793.1|BCOP, LOC119069849|XP_037029917.1|BCOP	LOC117575205|XP_034115216.1|DALB
OG0001165	LOC119067345|XP_037026149.1|BCOP, LOC119072182|XP_037033240.1|BCOP	LOC117569451|XP_034106506.1|DALB
OG0001166	LOC119069403|XP_037029344.1|BCOP	LOC117570607|XP_034108242.1|DALB
OG0001167	LOC119083692|XP_037049371.1|BCOP	LOC117569731|XP_034106896.1|DALB
OG0001168	LOC119077995|XP_037041270.1|BCOP	LOC117571849|XP_034110131.1|DALB
OG0001169	LOC119072301|XP_037033380.1|BCOP, LOC119067534|XP_037026483.1|BCOP, LOC119067537|XP_037026487.1|BCOP, LOC119067536|XP_037026486.1|BCOP	LOC117572465|XP_034111204.1|DALB
OG0001171	LOC119076805|XP_037039665.1|BCOP	LOC117572136|XP_034110662.1|DALB
OG0001172	LOC119068932|XP_037028692.1|BCOP, LOC119078004|XP_037041278.1|BCOP	LOC117570134|XP_034107490.1|DALB
OG0001174	LOC119081275|XP_037045926.1|BCOP	LOC117567918|XP_034104088.1|DALB
OG0001175	LOC119071951|XP_037032974.1|BCOP	LOC117566824|XP_034102283.1|DALB
OG0001176	LOC119082251|XP_037047610.1|BCOP, LOC119083690|XP_037049369.1|BCOP	LOC117568626|XP_034105308.1|DALB
OG0001178	LOC119078444|XP_037041862.1|BCOP	LOC117568384|XP_034104886.1|DALB
OG0001179	LOC119079282|XP_037042963.1|BCOP, LOC119079285|XP_037042970.1|BCOP	LOC117568304|XP_034104738.1|DALB
OG0001180	LOC119073882|XP_037035657.1|BCOP	LOC117573171|XP_034112034.1|DALB
OG0001181	LOC119074458|XP_037036490.1|BCOP	LOC117569941|XP_034107190.1|DALB
OG0001182	LOC119084440|XP_037050310.1|BCOP	LOC117574277|XP_034113917.1|DALB
OG0001183	LOC119076536|XP_037039219.1|BCOP	LOC117568713|XP_034105419.1|DALB, LOC117573502|XP_034112620.1|DALB
OG0001185	LOC119074306|XP_037036224.1|BCOP	LOC117573534|XP_034112676.1|DALB
OG0001186	LOC119075891|XP_037038358.1|BCOP	LOC117569076|XP_034105981.1|DALB, LOC117571955|XP_034110344.1|DALB
OG0001187	LOC119082640|XP_037048102.1|BCOP	LOC117567136|XP_034102838.1|DALB
OG0001188	LOC119082080|XP_037047332.1|BCOP	LOC117568935|XP_034105751.1|DALB
OG0001189	LOC119072520|XP_037033662.1|BCOP	LOC117568052|XP_034104289.1|DALB
OG0001190	LOC119077611|XP_037040722.1|BCOP, LOC119075878|XP_037038337.1|BCOP, LOC119079782|XP_037043748.1|BCOP, LOC119077323|XP_037040399.1|BCOP	LOC117568825|XP_034105594.1|DALB
OG0001191	LOC119084385|XP_037050242.1|BCOP	LOC117565705|XP_034100837.1|DALB
OG0001200	LOC119074580|XP_037036705.1|BCOP	LOC117572172|XP_034110712.1|DALB
OG0001201	LOC119078460|XP_037041892.1|BCOP, LOC119085192|XP_037051398.1|BCOP, LOC119078825|XP_037042428.1|BCOP, LOC119078965|XP_037042609.1|BCOP	LOC117574341|XP_034114052.1|DALB
OG0001202	LOC119074986|XP_037037283.1|BCOP, LOC119074987|XP_037037284.1|BCOP, LOC119074985|XP_037037282.1|BCOP, LOC119066078|XP_037024245.1|BCOP, LOC119084725|XP_037050694.1|BCOP	LOC117572403|XP_034111078.1|DALB
OG0001203	LOC119083571|XP_037049212.1|BCOP, LOC119079488|XP_037043326.1|BCOP	LOC117573226|XP_034112164.1|DALB
OG0001204	LOC119080679|XP_037045012.1|BCOP	LOC117565835|XP_034101036.1|DALB
OG0001205	LOC119079043|XP_037042725.1|BCOP	LOC117576681|XP_034117568.1|DALB
OG0001206	LOC119078341|XP_037041739.1|BCOP, LOC119078340|XP_037041738.1|BCOP, LOC119069337|XP_037029299.1|BCOP, LOC119084775|XP_037050734.1|BCOP	LOC117567475|XP_034103397.1|DALB, LOC117564954|XP_034099800.1|DALB, LOC117576986|XP_034118063.1|DALB
OG0001207	LOC119084185|XP_037049953.1|BCOP	LOC117566189|XP_034101597.1|DALB, LOC117576517|XP_034117221.1|DALB
OG0001210	LOC119068077|XP_037027378.1|BCOP	LOC117577709|XP_034118504.1|DALB
OG0001211	LOC119070321|XP_037030488.1|BCOP	LOC117574211|XP_034113807.1|DALB
OG0001212	LOC119068310|XP_037027746.1|BCOP	LOC117577925|XP_034118818.1|DALB
OG0001213	LOC119068313|XP_037027752.1|BCOP	LOC117575912|XP_034116256.1|DALB
OG0001214	LOC119066168|XP_037024358.1|BCOP, LOC119068969|XP_037028729.1|BCOP	LOC117573465|XP_034112581.1|DALB
OG0001217	LOC119085676|XP_037052019.1|BCOP	LOC117564634|XP_034099387.1|DALB, LOC117563791|XP_034098212.1|DALB
OG0001220	LOC119080143|XP_037044254.1|BCOP, LOC119080142|XP_037044252.1|BCOP, LOC119080141|XP_037044251.1|BCOP	LOC117570318|XP_034107751.1|DALB
OG0001221	LOC119072814|XP_037034004.1|BCOP, LOC119078069|XP_037041414.1|BCOP, LOC119073652|XP_037035146.1|BCOP	LOC117569679|XP_034106818.1|DALB
OG0001222	LOC119078371|XP_037041771.1|BCOP	LOC117574147|XP_034113715.1|DALB
OG0001223	LOC119079449|XP_037043258.1|BCOP, LOC119071545|XP_037032339.1|BCOP	LOC117567117|XP_034102811.1|DALB
OG0001224	LOC119071511|XP_037032275.1|BCOP	LOC117567927|XP_034104104.1|DALB
OG0001225	LOC119079331|XP_037043024.1|BCOP	LOC117568940|XP_034105764.1|DALB
OG0001226	LOC119079509|XP_037043359.1|BCOP	LOC117567826|XP_034103960.1|DALB
OG0001227	LOC119072561|XP_037033694.1|BCOP, LOC119072562|XP_037033697.1|BCOP	LOC117565183|XP_034100072.1|DALB
OG0001229	LOC119080001|XP_037044068.1|BCOP	LOC117569028|XP_034105910.1|DALB
OG0001230	LOC119075518|XP_037037885.1|BCOP	LOC117568309|XP_034104750.1|DALB
OG0001231	LOC119069408|XP_037029352.1|BCOP, LOC119085250|XP_037051481.1|BCOP	LOC117565681|XP_034100805.1|DALB
OG0001233	LOC119077143|XP_037040222.1|BCOP	LOC117566236|XP_034101675.1|DALB
OG0001234	LOC119080165|XP_037044281.1|BCOP	LOC117571987|XP_034110386.1|DALB
OG0001235	LOC119066204|XP_037024418.1|BCOP	LOC117566219|XP_034101654.1|DALB
OG0001236	LOC119076423|XP_037039060.1|BCOP	LOC117571273|XP_034109226.1|DALB
OG0001237	LOC119066412|XP_037024783.1|BCOP	LOC117573844|XP_034113203.1|DALB
OG0001238	LOC119067592|XP_037026588.1|BCOP	LOC117575761|XP_034116014.1|DALB
OG0001240	LOC119071571|XP_037032408.1|BCOP, LOC119071617|XP_037032455.1|BCOP, LOC119069733|XP_037029759.1|BCOP	LOC117574154|XP_034113726.1|DALB
OG0001241	LOC119076890|XP_037039790.1|BCOP	LOC117566698|XP_034102135.1|DALB, LOC117577389|XP_034118187.1|DALB
OG0001242	LOC119074893|XP_037037134.1|BCOP	LOC117572701|XP_034111648.1|DALB, LOC117577559|XP_034118288.1|DALB
OG0001243	LOC119080215|XP_037044349.1|BCOP	LOC117572050|XP_034110515.1|DALB
OG0001245	LOC119072143|XP_037033181.1|BCOP	LOC117575317|XP_034115364.1|DALB
OG0001246	LOC119082098|XP_037047361.1|BCOP	LOC117569883|XP_034107113.1|DALB, LOC117566735|XP_034102168.1|DALB
OG0001248	LOC119075245|XP_037037539.1|BCOP	LOC117570002|XP_034107289.1|DALB
OG0001249	LOC119080457|XP_037044720.1|BCOP	LOC117564616|XP_034099366.1|DALB
OG0001257	LOC119085040|XP_037051135.1|BCOP	LOC117573250|XP_034112207.1|DALB
OG0001258	LOC119069519|XP_037029493.1|BCOP, LOC119076546|XP_037039236.1|BCOP	LOC117575112|XP_034115102.1|DALB
OG0001259	LOC119070552|XP_037030845.1|BCOP	LOC117574289|XP_034113944.1|DALB
OG0001260	LOC119068993|XP_037028764.1|BCOP	LOC117575472|XP_034115580.1|DALB
OG0001261	LOC119070076|XP_037030271.1|BCOP	LOC117575972|XP_034116345.1|DALB
OG0001262	LOC119085722|XP_037052066.1|BCOP	LOC117567012|XP_034102588.1|DALB
OG0001263	LOC119070353|XP_037030541.1|BCOP	LOC117573702|XP_034112961.1|DALB
OG0001264	LOC119078566|XP_037042032.1|BCOP, LOC119068128|XP_037027482.1|BCOP	LOC117566011|XP_034101323.1|DALB
OG0001265	LOC119069911|XP_037030014.1|BCOP	LOC117570830|XP_034108626.1|DALB
OG0001266	LOC119077021|XP_037040031.1|BCOP	LOC117571973|XP_034110366.1|DALB
OG0001267	LOC119084811|XP_037050775.1|BCOP, LOC119069963|XP_037030093.1|BCOP	LOC117575549|XP_034115697.1|DALB
OG0001269	LOC119070358|XP_037030547.1|BCOP	LOC117567450|XP_034103354.1|DALB
OG0001270	LOC119077657|XP_037040770.1|BCOP	LOC117576926|XP_034117960.1|DALB
OG0001271	LOC119080744|XP_037045188.1|BCOP, LOC119084964|XP_037051008.1|BCOP	LOC117568208|XP_034104569.1|DALB
OG0001272	LOC119066265|XP_037024514.1|BCOP, LOC119080600|XP_037044897.1|BCOP, LOC119080172|XP_037044289.1|BCOP	LOC117568281|XP_034104684.1|DALB
OG0001273	LOC119085730|XP_037052091.1|BCOP	LOC117575075|XP_034115060.1|DALB
OG0001274	LOC119071667|XP_037032541.1|BCOP	LOC117570742|XP_034108455.1|DALB
OG0001275	LOC119077876|XP_037041124.1|BCOP	LOC117568362|XP_034104857.1|DALB
OG0001276	LOC119078766|XP_037042372.1|BCOP	LOC117568691|XP_034105392.1|DALB
OG0001278	LOC119083449|XP_037049066.1|BCOP, LOC119082191|XP_037047510.1|BCOP	LOC117567236|XP_034102958.1|DALB
OG0001279	LOC119082184|XP_037047501.1|BCOP, LOC119083062|XP_037048580.1|BCOP	LOC117571559|XP_034109655.1|DALB
OG0001280	LOC119073374|XP_037034692.1|BCOP	LOC117569756|XP_034106939.1|DALB
OG0001281	LOC119080644|XP_037044952.1|BCOP, LOC119080642|XP_037044951.1|BCOP	LOC117572414|XP_034111087.1|DALB
OG0001283	LOC119082204|XP_037047534.1|BCOP, LOC119076452|XP_037039114.1|BCOP	LOC117572416|XP_034111092.1|DALB
OG0001284	LOC119072278|XP_037033366.1|BCOP	LOC117565517|XP_034100543.1|DALB
OG0001285	LOC119071935|XP_037032952.1|BCOP, LOC119073343|XP_037034632.1|BCOP	LOC117568913|XP_034105710.1|DALB
OG0001286	LOC119075691|XP_037038109.1|BCOP, LOC119074449|XP_037036475.1|BCOP, LOC119075693|XP_037038110.1|BCOP, LOC119075696|XP_037038117.1|BCOP, LOC119078022|XP_037041313.1|BCOP, LOC119075694|XP_037038115.1|BCOP, LOC119072764|XP_037033954.1|BCOP, LOC119075695|XP_037038116.1|BCOP	LOC117565165|XP_034100041.1|DALB
OG0001287	LOC119068416|XP_037027883.1|BCOP	LOC117575981|XP_034116356.1|DALB
OG0001288	LOC119077031|XP_037040049.1|BCOP	LOC117565108|XP_034099957.1|DALB
OG0001289	LOC119070699|XP_037031045.1|BCOP	LOC117565064|XP_034099902.1|DALB, LOC117565646|XP_034100751.1|DALB
OG0001290	LOC119077062|XP_037040094.1|BCOP	LOC117563755|XP_034098128.1|DALB
OG0001291	LOC119072054|XP_037033079.1|BCOP	LOC117567201|XP_034102920.1|DALB
OG0001292	LOC119071121|XP_037031664.1|BCOP	LOC117572410|XP_034111083.1|DALB
OG0001293	LOC119072053|XP_037033082.1|BCOP	LOC117572786|XP_034111780.1|DALB
OG0001294	LOC119086076|XP_037052546.1|BCOP	LOC117566517|XP_034101949.1|DALB, LOC117571308|XP_034109273.1|DALB, LOC117571045|XP_034108903.1|DALB, LOC117573737|XP_034113006.1|DALB
OG0001295	LOC119074602|XP_037036749.1|BCOP	LOC117573071|XP_034111837.1|DALB
OG0001296	LOC119074741|XP_037036898.1|BCOP	LOC117567348|XP_034103166.1|DALB, LOC117574834|XP_034114710.1|DALB
OG0001297	LOC119076741|XP_037039580.1|BCOP	LOC117575570|XP_034115723.1|DALB
OG0001298	LOC119085776|XP_037052167.1|BCOP, LOC119067013|XP_037025637.1|BCOP	LOC117574210|XP_034113805.1|DALB
OG0001299	LOC119074935|XP_037037221.1|BCOP	LOC117566409|XP_034101821.1|DALB
OG0001300	LOC119083181|XP_037048736.1|BCOP	LOC117574085|XP_034113611.1|DALB, LOC117571353|XP_034109353.1|DALB
OG0001301	LOC119068447|XP_037027923.1|BCOP	LOC117564501|XP_034099208.1|DALB
OG0001302	LOC119082840|XP_037048392.1|BCOP, LOC119084858|XP_037050887.1|BCOP	LOC117570091|XP_034107428.1|DALB
OG0001303	LOC119067286|XP_037026066.1|BCOP	LOC117575045|XP_034115019.1|DALB
OG0001304	LOC119078465|XP_037041902.1|BCOP	LOC117567267|XP_034103017.1|DALB
OG0001305	LOC119078132|XP_037041498.1|BCOP	LOC117570656|XP_034108331.1|DALB, LOC117576927|XP_034117961.1|DALB, LOC117575784|XP_034116046.1|DALB
OG0001306	LOC119069549|XP_037029523.1|BCOP	LOC117574783|XP_034114629.1|DALB
OG0001307	LOC119074401|XP_037036417.1|BCOP	LOC117572723|XP_034111679.1|DALB
OG0001309	LOC119077885|XP_037041144.1|BCOP	LOC117576337|XP_034116902.1|DALB
OG0001310	LOC119084874|XP_037050909.1|BCOP, LOC119085692|XP_037052037.1|BCOP	LOC117576444|XP_034117102.1|DALB
OG0001311	LOC119083176|XP_037048730.1|BCOP, LOC119070013|XP_037030187.1|BCOP, LOC119070031|XP_037030212.1|BCOP	LOC117578065|XP_034119095.1|DALB
OG0001313	LOC119072484|XP_037033612.1|BCOP	LOC117569218|XP_034106185.1|DALB
OG0001315	LOC119083708|XP_037049392.1|BCOP, LOC119071029|XP_037031519.1|BCOP	LOC117563882|XP_034098334.1|DALB, LOC117575188|XP_034115195.1|DALB
OG0001326	LOC119068673|XP_037028250.1|BCOP	LOC117573495|XP_034112613.1|DALB
OG0001328	LOC119070657|XP_037030983.1|BCOP, LOC119067324|XP_037026125.1|BCOP	LOC117577566|XP_034118294.1|DALB
OG0001329	LOC119067609|XP_037026597.1|BCOP	LOC117576432|XP_034117075.1|DALB
OG0001330	LOC119082152|XP_037047448.1|BCOP	LOC117564280|XP_034099277.1|DALB
OG0001331	LOC119069973|XP_037030111.1|BCOP	LOC117569384|XP_034106409.1|DALB
OG0001332	LOC119068843|XP_037028545.1|BCOP, LOC119068844|XP_037028552.1|BCOP	LOC117569321|XP_034106342.1|DALB
OG0001333	LOC119069998|XP_037030145.1|BCOP, LOC119070001|XP_037030147.1|BCOP	LOC117577099|XP_034118093.1|DALB
OG0001334	LOC119067734|XP_037026742.1|BCOP	LOC117574234|XP_034113835.1|DALB
OG0001335	LOC119068138|XP_037027494.1|BCOP, LOC119068921|XP_037028678.1|BCOP	LOC117575035|XP_034115005.1|DALB
OG0001337	LOC119067232|XP_037025981.1|BCOP	LOC117578201|XP_034119421.1|DALB
OG0001338	LOC119085777|XP_037052168.1|BCOP	LOC117569979|XP_034107247.1|DALB
OG0001339	LOC119068739|XP_037028335.1|BCOP, LOC119079641|XP_037043560.1|BCOP	LOC117571897|XP_034110256.1|DALB
OG0001340	LOC119068557|XP_037028078.1|BCOP, LOC119068772|XP_037028422.1|BCOP	LOC117567430|XP_034103319.1|DALB
OG0001341	LOC119067839|XP_037026909.1|BCOP	LOC117575550|XP_034115702.1|DALB
OG0001342	LOC119069051|XP_037028813.1|BCOP	LOC117565563|XP_034100622.1|DALB
OG0001343	LOC119068821|XP_037028489.1|BCOP, LOC119068819|XP_037028488.1|BCOP	LOC117573444|XP_034112556.1|DALB
OG0001344	LOC119067089|XP_037025743.1|BCOP, LOC119067088|XP_037025742.1|BCOP	LOC117573437|XP_034112547.1|DALB
OG0001345	LOC119068712|XP_037028296.1|BCOP	LOC117573917|XP_034113321.1|DALB
OG0001346	LOC119070059|XP_037030247.1|BCOP	LOC117573938|XP_034113355.1|DALB
OG0001347	LOC119068588|XP_037028129.1|BCOP	LOC117578117|XP_034119193.1|DALB
OG0001348	LOC119081782|XP_037046887.1|BCOP	LOC117578246|XP_034119556.1|DALB
OG0001349	LOC119076108|XP_037038668.1|BCOP	LOC117570051|XP_034107370.1|DALB, LOC117571506|XP_034109566.1|DALB
OG0001350	LOC119069222|XP_037029139.1|BCOP	LOC117568355|XP_034104847.1|DALB, LOC117568352|XP_034104841.1|DALB, LOC117568351|XP_034104839.1|DALB
OG0001351	LOC119084977|XP_037051024.1|BCOP, LOC119084881|XP_037050921.1|BCOP	LOC117569929|XP_034107180.1|DALB
OG0001352	LOC119073437|XP_037034814.1|BCOP	LOC117568256|XP_034104629.1|DALB
OG0001353	LOC119067652|XP_037026648.1|BCOP	LOC117572807|XP_034111804.1|DALB
OG0001354	LOC119075131|XP_037037410.1|BCOP, LOC119084554|XP_037050464.1|BCOP, LOC119084538|XP_037050441.1|BCOP, LOC119073015|XP_037034233.1|BCOP	LOC117567795|XP_034103909.1|DALB
OG0001355	LOC119076251|XP_037038813.1|BCOP, LOC119078126|XP_037041488.1|BCOP	LOC117567116|XP_034102810.1|DALB
OG0001356	LOC119079525|XP_037043401.1|BCOP	LOC117575623|XP_034115790.1|DALB
OG0001357	LOC119080183|XP_037044308.1|BCOP, LOC119080187|XP_037044319.1|BCOP, LOC119071034|XP_037031528.1|BCOP, LOC119071033|XP_037031527.1|BCOP, LOC119080460|XP_037044726.1|BCOP	LOC117571169|XP_034109090.1|DALB
OG0001358	LOC119080184|XP_037044309.1|BCOP, LOC119083376|XP_037048985.1|BCOP	LOC117570910|XP_034108711.1|DALB, LOC117568486|XP_034105064.1|DALB
OG0001359	LOC119076426|XP_037039066.1|BCOP	LOC117565039|XP_034099878.1|DALB
OG0001360	LOC119074489|XP_037036534.1|BCOP	LOC117568862|XP_034105640.1|DALB
OG0001361	LOC119076931|XP_037039861.1|BCOP	LOC117567241|XP_034102979.1|DALB
OG0001362	LOC119082193|XP_037047522.1|BCOP, LOC119083450|XP_037049069.1|BCOP	LOC117567238|XP_034102964.1|DALB
OG0001363	LOC119076875|XP_037039779.1|BCOP, LOC119080901|XP_037045380.1|BCOP	LOC117574942|XP_034114882.1|DALB
OG0001364	LOC119073335|XP_037034624.1|BCOP	LOC117567621|XP_034103604.1|DALB
OG0001365	LOC119084893|XP_037050938.1|BCOP	LOC117572073|XP_034110551.1|DALB
OG0001366	LOC119082924|XP_037048474.1|BCOP	LOC117566876|XP_034102376.1|DALB
OG0001367	LOC119078008|XP_037041291.1|BCOP	LOC117568932|XP_034105743.1|DALB
OG0001368	LOC119081869|XP_037046996.1|BCOP, LOC119081865|XP_037046989.1|BCOP, LOC119081866|XP_037046990.1|BCOP	LOC117566811|XP_034102250.1|DALB
OG0001369	LOC119080425|XP_037044670.1|BCOP, LOC119076370|XP_037038973.1|BCOP	LOC117577649|XP_034118425.1|DALB
OG0001370	LOC119079586|XP_037043471.1|BCOP	LOC117569818|XP_034107030.1|DALB
OG0001371	LOC119072744|XP_037033922.1|BCOP	LOC117565129|XP_034099985.1|DALB
OG0001372	LOC119081890|XP_037047013.1|BCOP, LOC119073081|XP_037034289.1|BCOP	LOC117571211|XP_034109148.1|DALB
OG0001373	LOC119071460|XP_037032211.1|BCOP	LOC117564504|XP_034099212.1|DALB
OG0001374	LOC119081445|XP_037046274.1|BCOP	LOC117570254|XP_034107658.1|DALB
OG0001375	LOC119077671|XP_037040810.1|BCOP, LOC119077676|XP_037040822.1|BCOP, LOC119072638|XP_037033781.1|BCOP, LOC119078464|XP_037041896.1|BCOP, LOC119077673|XP_037040816.1|BCOP, LOC119077675|XP_037040820.1|BCOP	LOC117575073|XP_034115055.1|DALB
OG0001376	LOC119073483|XP_037034883.1|BCOP	LOC117572781|XP_034111768.1|DALB
OG0001377	LOC119085360|XP_037051633.1|BCOP	LOC117566053|XP_034101399.1|DALB
OG0001378	LOC119073535|XP_037034971.1|BCOP	LOC117565030|XP_034099868.1|DALB, LOC117565313|XP_034100240.1|DALB
OG0001380	LOC119081665|XP_037046643.1|BCOP	LOC117571067|XP_034108927.1|DALB
OG0001381	LOC119068711|XP_037028295.1|BCOP, LOC119068709|XP_037028294.1|BCOP	LOC117566945|XP_034102468.1|DALB
OG0001382	LOC119076360|XP_037038954.1|BCOP	LOC117577268|XP_034118144.1|DALB, LOC117566716|XP_034102152.1|DALB, LOC117565103|XP_034099952.1|DALB
OG0001383	LOC119078241|XP_037041605.1|BCOP	LOC117570330|XP_034107769.1|DALB
OG0001384	LOC119074606|XP_037036758.1|BCOP, LOC119072248|XP_037033323.1|BCOP, LOC119072247|XP_037033322.1|BCOP	LOC117566033|XP_034101370.1|DALB
OG0001386	LOC119081244|XP_037045865.1|BCOP, LOC119082514|XP_037047921.1|BCOP, LOC119081242|XP_037045862.1|BCOP, LOC119081592|XP_037046522.1|BCOP, LOC119070351|XP_037030533.1|BCOP	LOC117564335|XP_034098932.1|DALB
OG0001387	LOC119077011|XP_037040019.1|BCOP, LOC119073952|XP_037035732.1|BCOP	LOC117564013|XP_034098503.1|DALB
OG0001388	LOC119078838|XP_037042435.1|BCOP	LOC117564849|XP_034099675.1|DALB
OG0001389	LOC119070229|XP_037030392.1|BCOP	LOC117573791|XP_034113089.1|DALB
OG0001390	LOC119066921|XP_037025519.1|BCOP, LOC119076711|XP_037039523.1|BCOP, LOC119079002|XP_037042664.1|BCOP, LOC119067954|XP_037027173.1|BCOP	LOC117564791|XP_034099600.1|DALB
OG0001391	LOC119066428|XP_037024846.1|BCOP	LOC117565682|XP_034100806.1|DALB
OG0001392	LOC119074919|XP_037037205.1|BCOP	LOC117578023|XP_034119013.1|DALB
OG0001393	LOC119076493|XP_037039173.1|BCOP	LOC117576139|XP_034116599.1|DALB
OG0001394	LOC119075488|XP_037037849.1|BCOP	LOC117573215|XP_034112121.1|DALB
OG0001395	LOC119074955|XP_037037239.1|BCOP	LOC117576142|XP_034116598.1|DALB
OG0001396	LOC119083406|XP_037049020.1|BCOP, LOC119076413|XP_037039043.1|BCOP	LOC117570481|XP_034108057.1|DALB, LOC117578267|XP_034119579.1|DALB
OG0001397	LOC119084135|XP_037049881.1|BCOP	LOC117575580|XP_034115737.1|DALB
OG0001398	LOC119073267|XP_037034539.1|BCOP	LOC117578216|XP_034119479.1|DALB
OG0001399	LOC119066910|XP_037025505.1|BCOP	LOC117567369|XP_034103202.1|DALB
OG0001400	LOC119075955|XP_037038417.1|BCOP	LOC117575733|XP_034115969.1|DALB
OG0001401	LOC119080499|XP_037044793.1|BCOP, LOC119071758|XP_037032692.1|BCOP, LOC119081901|XP_037047030.1|BCOP, LOC119070024|XP_037030205.1|BCOP	LOC117568707|XP_034105412.1|DALB
OG0001402	LOC119078307|XP_037041703.1|BCOP	LOC117571806|XP_034110067.1|DALB
OG0001403	LOC119072446|XP_037033558.1|BCOP	LOC117569395|XP_034106422.1|DALB
OG0001404	LOC119075529|XP_037037893.1|BCOP	LOC117568164|XP_034104485.1|DALB
OG0001405	LOC119071739|XP_037032666.1|BCOP	LOC117571173|XP_034109092.1|DALB
OG0001406	LOC119071455|XP_037032202.1|BCOP	LOC117574610|XP_034114389.1|DALB
OG0001407	LOC119072463|XP_037033582.1|BCOP	LOC117572098|XP_034110596.1|DALB
OG0001411	LOC119083601|XP_037049232.1|BCOP, LOC119077377|XP_037040463.1|BCOP, LOC119083602|XP_037049233.1|BCOP, LOC119070386|XP_037030600.1|BCOP, LOC119074488|XP_037036531.1|BCOP	LOC117575151|XP_034115145.1|DALB, LOC117574447|XP_034114176.1|DALB, LOC117575262|XP_034115289.1|DALB, LOC117574448|XP_034114177.1|DALB, LOC117574843|XP_034114730.1|DALB, LOC117575293|XP_034115331.1|DALB, LOC117574446|XP_034114175.1|DALB, LOC117575026|XP_034114996.1|DALB, LOC117576912|XP_034117942.1|DALB, LOC117575145|XP_034115142.1|DALB
OG0001429	LOC119069720|XP_037029741.1|BCOP, LOC119069004|XP_037028776.1|BCOP	LOC117575675|XP_034115854.1|DALB
OG0001430	LOC119069695|XP_037029719.1|BCOP	LOC117575859|XP_034116169.1|DALB
OG0001431	LOC119068849|XP_037028560.1|BCOP	LOC117569330|XP_034106354.1|DALB
OG0001432	LOC119068544|XP_037028058.1|BCOP	LOC117570359|XP_034107822.1|DALB
OG0001434	LOC119067814|XP_037026864.1|BCOP	LOC117565423|XP_034100401.1|DALB
OG0001435	LOC119070281|XP_037030442.1|BCOP	LOC117572107|XP_034110617.1|DALB
OG0001436	LOC119070372|XP_037030568.1|BCOP	LOC117568711|XP_034105420.1|DALB
OG0001437	LOC119077714|XP_037040888.1|BCOP	LOC117576707|XP_034117613.1|DALB, LOC117563458|XP_034097702.1|DALB
OG0001438	LOC119070579|XP_037030882.1|BCOP	LOC117573392|XP_034112483.1|DALB
OG0001440	LOC119070767|XP_037031143.1|BCOP	LOC117577621|XP_034118366.1|DALB
OG0001442	LOC119085588|XP_037051900.1|BCOP	LOC117565043|XP_034099881.1|DALB, LOC117576163|XP_034116633.1|DALB
OG0001443	LOC119068350|XP_037027809.1|BCOP	LOC117573360|XP_034112379.1|DALB
OG0001444	LOC119074569|XP_037036689.1|BCOP, LOC119082837|XP_037048387.1|BCOP	LOC117576733|XP_034117650.1|DALB
OG0001445	LOC119066291|XP_037024561.1|BCOP	LOC117574322|XP_034114024.1|DALB, LOC117575699|XP_034115902.1|DALB
OG0001446	LOC119067925|XP_037027128.1|BCOP, LOC119066853|XP_037025416.1|BCOP, LOC119067923|XP_037027122.1|BCOP	LOC117576974|XP_034118042.1|DALB
