Orthogroup	BCOP.longest_only	DVIR.longest_only
OG0000312	LOC119073038|XP_037034250.1|BCOP	LOC6634109|XP_032293864.1|DVIR
OG0000312	LOC119073030|XP_037034242.1|BCOP	LOC6627720|XP_015028651.1|DVIR
OG0000313	LOC119076263|XP_037038832.1|BCOP	LOC6628146|XP_002052433.1|DVIR, LOC6633976|XP_002057484.1|DVIR
OG0000314	LOC119079033|XP_037042712.1|BCOP	LOC6628315|XP_002052739.1|DVIR, LOC6628314|XP_032293982.1|DVIR
OG0000315	LOC119081600|XP_037046530.1|BCOP	LOC6629170|XP_002051909.1|DVIR
OG0000316	LOC119077155|XP_037040238.1|BCOP, LOC119077157|XP_037040242.1|BCOP	LOC6627031|XP_002050946.2|DVIR, LOC6627033|XP_032292256.1|DVIR
OG0000320	LOC119070506|XP_037030758.1|BCOP	LOC6633166|XP_002055796.2|DVIR
OG0000321	LOC119077080|XP_037040136.1|BCOP, LOC119066402|XP_037024758.1|BCOP, LOC119077079|XP_037040134.1|BCOP	LOC6627886|XP_032294458.1|DVIR, LOC6627887|XP_002052293.2|DVIR
OG0000322	LOC119073840|XP_037035607.1|BCOP	LOC6633096|XP_002056279.2|DVIR, LOC6634783|XP_032296376.1|DVIR, LOC6633392|XP_002056776.1|DVIR
OG0000323	LOC119082091|XP_037047353.1|BCOP	LOC6634317|XP_002057457.1|DVIR, LOC6635151|XP_002058635.2|DVIR
OG0000324	LOC119083568|XP_037049210.1|BCOP, LOC119066852|XP_037025414.1|BCOP, LOC119084265|XP_037050074.1|BCOP	LOC6635346|XP_002058873.2|DVIR
OG0000325	LOC119067532|XP_037026481.1|BCOP, LOC119072810|XP_037033999.1|BCOP, LOC119071922|XP_037032939.1|BCOP	LOC6624446|XP_002047583.1|DVIR, LOC6624325|XP_002047582.1|DVIR
OG0000326	LOC119077566|XP_037040671.1|BCOP, LOC119077546|XP_037040650.1|BCOP	LOC6627854|XP_032294374.1|DVIR, LOC6630108|XP_032288878.1|DVIR, LOC6630841|XP_032294533.1|DVIR
OG0000331	LOC119085094|XP_037051233.1|BCOP	LOC6628041|XP_015028515.1|DVIR
OG0000332	LOC119074533|XP_037036595.1|BCOP	LOC6633382|XP_002056793.1|DVIR
OG0000332	LOC119069770|XP_037029801.1|BCOP	LOC6632187|XP_002055642.2|DVIR
OG0000333	LOC119077073|XP_037040116.1|BCOP	LOC6623853|XP_002047831.2|DVIR
OG0000334	LOC119072496|XP_037033633.1|BCOP	LOC6626702|XP_002049901.1|DVIR, LOC6625879|XP_002049329.1|DVIR
OG0000335	LOC119084089|XP_037049821.1|BCOP, LOC119082721|XP_037048196.1|BCOP, LOC119085128|XP_037051293.1|BCOP, LOC119076242|XP_037038801.1|BCOP	LOC6633943|XP_002057613.1|DVIR, LOC6633922|XP_032293633.1|DVIR
OG0000338	LOC119078007|XP_037041294.1|BCOP	LOC6624390|XP_032290896.1|DVIR
OG0000338	LOC119066489|XP_037024892.1|BCOP, LOC119083850|XP_037049552.1|BCOP	LOC6627233|XP_002050522.1|DVIR
OG0000340	LOC119071512|XP_037032276.1|BCOP	LOC6627223|XP_002049852.1|DVIR
OG0000342	LOC119081258|XP_037045890.1|BCOP	LOC6636671|XP_002060149.1|DVIR, LOC6631407|XP_002055416.1|DVIR, LOC6624973|XP_002049481.2|DVIR
OG0000343	LOC119068531|XP_037028036.1|BCOP	LOC6629592|XP_002052999.1|DVIR
OG0000344	LOC119081422|XP_037046227.1|BCOP, LOC119079476|XP_037043308.1|BCOP	LOC6625816|XP_002050598.2|DVIR, LOC6635085|XP_002058415.1|DVIR
OG0000345	LOC119073774|XP_037035336.1|BCOP	LOC6635881|XP_002059354.1|DVIR
OG0000345	LOC119072359|XP_037033443.1|BCOP	LOC116649760|XP_032293380.1|DVIR, LOC6626995|XP_032293082.1|DVIR
OG0000346	LOC119073446|XP_037034834.1|BCOP, LOC119073447|XP_037034835.1|BCOP	LOC6636472|XP_002059921.1|DVIR
OG0000347	LOC119080480|XP_037044760.1|BCOP	LOC6636009|XP_002059509.1|DVIR, LOC6624009|XP_002047401.1|DVIR
OG0000347	LOC119083271|XP_037048852.1|BCOP	LOC6627535|XP_015028234.1|DVIR
OG0000348	LOC119078747|XP_037042342.1|BCOP	LOC116651583|XP_032294117.1|DVIR, LOC6628887|XP_032294611.1|DVIR, LOC6627480|XP_032294250.1|DVIR
OG0000349	LOC119066541|XP_037024966.1|BCOP	LOC6634352|XP_002057816.1|DVIR
OG0000351	LOC119086050|XP_037052519.1|BCOP, LOC119081793|XP_037046898.1|BCOP	LOC6627015|XP_032292806.1|DVIR, LOC116651100|XP_032292810.1|DVIR
OG0000353	LOC119076419|XP_037039057.1|BCOP	LOC6629839|XP_002054539.1|DVIR
OG0000353	LOC119078690|XP_037042246.1|BCOP	LOC6628915|XP_002051383.1|DVIR
OG0000354	LOC119081704|XP_037046709.1|BCOP, LOC119083874|XP_037049582.1|BCOP	LOC6628870|XP_002052336.1|DVIR
OG0000355	LOC119073525|XP_037034957.1|BCOP, LOC119073519|XP_037034946.1|BCOP	LOC6626312|XP_002050391.1|DVIR, LOC6625535|XP_002051017.2|DVIR, LOC6625536|XP_002051018.1|DVIR
OG0000356	LOC119066150|XP_037024343.1|BCOP, LOC119082767|XP_037048255.1|BCOP, LOC119082769|XP_037048258.1|BCOP, LOC119082770|XP_037048260.1|BCOP	LOC6628778|XP_032294389.1|DVIR
OG0000361	LOC119067236|XP_037025990.1|BCOP	LOC6629248|XP_002051272.2|DVIR, LOC6629004|XP_032293481.1|DVIR
OG0000362	LOC119077956|XP_037041225.1|BCOP	LOC6636218|XP_002059719.1|DVIR
OG0000362	LOC119070686|XP_037031031.1|BCOP	LOC6622984|XP_002047666.1|DVIR
OG0000363	LOC119077736|XP_037040910.1|BCOP	LOC6632747|XP_032289618.1|DVIR
OG0000363	LOC119081248|XP_037045869.1|BCOP	LOC6624106|XP_032290277.1|DVIR
OG0000364	LOC119067630|XP_037026618.1|BCOP	LOC6624256|XP_032290918.1|DVIR
OG0000365	LOC119077426|XP_037040546.1|BCOP	LOC6635815|XP_015024216.1|DVIR
OG0000365	LOC119076237|XP_037038792.1|BCOP	LOC6635784|XP_002059180.3|DVIR
OG0000366	LOC119068589|XP_037028130.1|BCOP	LOC6631804|XP_032295746.1|DVIR
OG0000366	LOC119084358|XP_037050199.1|BCOP	LOC6630235|XP_032294927.1|DVIR
OG0000367	LOC119083166|XP_037048708.1|BCOP	LOC6624243|XP_002047113.1|DVIR, LOC6626796|XP_002049947.1|DVIR
OG0000368	LOC119077211|XP_037040291.1|BCOP	LOC6623736|XP_002048595.2|DVIR
OG0000376	LOC119067548|XP_037026508.1|BCOP	LOC6633807|XP_002057096.1|DVIR, LOC6626663|XP_002049474.1|DVIR, LOC6631359|XP_002055663.1|DVIR
OG0000377	LOC119068724|XP_037028311.1|BCOP, LOC119072152|XP_037033188.1|BCOP	LOC6636655|XP_002060133.2|DVIR
OG0000378	LOC119075875|XP_037038334.1|BCOP, LOC119070094|XP_037030300.1|BCOP, LOC119079900|XP_037043884.1|BCOP	LOC6626616|XP_002050600.1|DVIR
OG0000378	LOC119074113|XP_037035975.1|BCOP, LOC119067000|XP_037025623.1|BCOP	LOC6633790|XP_002056962.1|DVIR
OG0000379	LOC119079407|XP_037043192.1|BCOP	LOC6626307|XP_032291609.1|DVIR
OG0000380	LOC119077504|XP_037040628.1|BCOP	LOC26531320|XP_032292952.1|DVIR, LOC116651570|XP_032294229.1|DVIR, LOC116651219|XP_032293001.1|DVIR, LOC116651134|XP_032292898.1|DVIR, LOC6629019|XP_002052761.2|DVIR, LOC6623355|XP_002047314.1|DVIR
OG0000381	LOC119070927|XP_037031365.1|BCOP	LOC6628737|XP_002051074.1|DVIR, LOC6627385|XP_002051075.1|DVIR, LOC6627386|XP_002051076.1|DVIR
OG0000382	LOC119085521|XP_037051831.1|BCOP, LOC119075789|XP_037038247.1|BCOP, LOC119076298|XP_037038857.1|BCOP	LOC6622325|XP_002047918.1|DVIR, LOC6622330|XP_002047920.1|DVIR
OG0000383	LOC119078292|XP_037041681.1|BCOP, LOC119078293|XP_037041682.1|BCOP, LOC119075711|XP_037038129.1|BCOP, LOC119076382|XP_037038996.1|BCOP, LOC119073281|XP_037034560.1|BCOP	LOC6628922|XP_002052345.1|DVIR
OG0000383	LOC119077405|XP_037040510.1|BCOP	LOC6628955|XP_002052358.2|DVIR
OG0000384	LOC119081632|XP_037046579.1|BCOP	LOC6624930|XP_032292262.1|DVIR
OG0000384	LOC119081631|XP_037046578.1|BCOP	LOC6624931|XP_002050131.3|DVIR
OG0000385	LOC119069487|XP_037029452.1|BCOP	LOC6634703|XP_002058314.3|DVIR
OG0000385	LOC119073148|XP_037034343.1|BCOP, LOC119073149|XP_037034345.1|BCOP	LOC6634704|XP_002058315.2|DVIR
OG0000386	LOC119076950|XP_037039898.1|BCOP	LOC6636608|XP_002060045.2|DVIR, LOC116650022|XP_032289247.1|DVIR, LOC6632705|XP_002055843.1|DVIR
OG0000389	LOC119068236|XP_037027651.1|BCOP	LOC6635270|XP_002058731.2|DVIR
OG0000389	LOC119080247|XP_037044392.1|BCOP	LOC6623180|XP_015031013.1|DVIR
OG0000390	LOC119069527|XP_037029496.1|BCOP, LOC119072159|XP_037033211.1|BCOP, LOC119075143|XP_037037430.1|BCOP, LOC119068172|XP_037027552.1|BCOP	LOC6627760|XP_002051133.2|DVIR
OG0000391	LOC119083572|XP_037049213.1|BCOP	LOC6626810|XP_002050927.1|DVIR
OG0000391	LOC119082568|XP_037047991.1|BCOP	LOC6626946|XP_032291914.1|DVIR
OG0000392	LOC119076352|XP_037038944.1|BCOP, LOC119076375|XP_037038986.1|BCOP	LOC6628186|XP_002052920.1|DVIR, LOC6628188|XP_002052921.1|DVIR
OG0000393	LOC119075844|XP_037038286.1|BCOP	LOC6628271|XP_032294358.1|DVIR
OG0000394	LOC119081515|XP_037046420.1|BCOP, LOC119081232|XP_037045853.1|BCOP	LOC6633270|XP_002057151.2|DVIR, LOC6633271|XP_002057152.1|DVIR
OG0000399	LOC119069132|XP_037028932.1|BCOP	LOC6631075|XP_015027615.1|DVIR, LOC6631076|XP_032295388.1|DVIR, LOC116651955|XP_032295392.1|DVIR
OG0000401	LOC119070397|XP_037030612.1|BCOP	LOC6631915|XP_032296271.1|DVIR
OG0000402	LOC119085779|XP_037052174.1|BCOP, LOC119085789|XP_037052185.1|BCOP, LOC119085815|XP_037052202.1|BCOP, LOC119074641|XP_037036812.1|BCOP, LOC119069172|XP_037028988.1|BCOP, LOC119085637|XP_037051976.1|BCOP, LOC119085750|XP_037052130.1|BCOP, LOC119085771|XP_037052162.1|BCOP, LOC119085617|XP_037051940.1|BCOP, LOC119068987|XP_037028754.1|BCOP, LOC119074271|XP_037036188.1|BCOP	LOC6631433|XP_002055541.1|DVIR
OG0000404	LOC119069038|XP_037028802.1|BCOP	LOC6632792|XP_002056110.2|DVIR, LOC6632793|XP_002056111.3|DVIR
OG0000405	LOC119069670|XP_037029683.1|BCOP	LOC6634524|XP_032296377.1|DVIR
OG0000406	LOC119081238|XP_037045860.1|BCOP	LOC6623096|XP_002046615.1|DVIR, LOC6636490|XP_002059852.1|DVIR
OG0000407	LOC119075885|XP_037038349.1|BCOP, LOC119077364|XP_037040444.1|BCOP	LOC6623995|XP_002046273.1|DVIR
OG0000407	LOC119078083|XP_037041440.1|BCOP	LOC6623973|XP_032290458.1|DVIR
OG0000408	LOC119085892|XP_037052324.1|BCOP, LOC119085890|XP_037052322.1|BCOP, LOC119071801|XP_037032762.1|BCOP	LOC6634016|XP_002057859.1|DVIR, LOC6634015|XP_032293425.1|DVIR, LOC26531741|XP_015025408.1|DVIR, LOC6634012|XP_002057855.2|DVIR, LOC6628005|XP_002051411.1|DVIR
OG0000409	LOC119081920|XP_037047057.1|BCOP	LOC6626944|XP_002050082.1|DVIR, LOC6625366|XP_002049062.1|DVIR, LOC6625365|XP_002049061.1|DVIR, LOC6635796|XP_002059384.2|DVIR
OG0000410	LOC119085985|XP_037052445.1|BCOP	LOC6628219|XP_002052705.3|DVIR
OG0000411	LOC119072768|XP_037033957.1|BCOP	LOC6629263|XP_032295172.1|DVIR
OG0000411	LOC119066259|XP_037024507.1|BCOP	LOC6634116|XP_002057884.1|DVIR
OG0000412	LOC119072266|XP_037033352.1|BCOP	LOC6626771|XP_002049835.1|DVIR
OG0000412	LOC119074392|XP_037036407.1|BCOP	LOC6624144|XP_002047876.1|DVIR
OG0000413	LOC119081075|XP_037045713.1|BCOP, LOC119083270|XP_037048851.1|BCOP	LOC6633161|XP_002056610.1|DVIR, LOC6632904|XP_032289862.1|DVIR
OG0000414	LOC119071902|XP_037032907.1|BCOP, LOC119078540|XP_037042004.1|BCOP	LOC6626855|XP_002049226.1|DVIR
OG0000415	LOC119078879|XP_037042495.1|BCOP, LOC119072483|XP_037033610.1|BCOP	LOC6625903|XP_032292853.1|DVIR, LOC6625900|XP_002049712.1|DVIR
OG0000416	LOC119068914|XP_037028672.1|BCOP	LOC6634473|XP_002058244.1|DVIR
OG0000416	LOC119070339|XP_037030522.1|BCOP	LOC6631751|XP_002055030.1|DVIR
OG0000417	LOC119072578|XP_037033722.1|BCOP, LOC119070102|XP_037030312.1|BCOP	LOC6631278|XP_002054062.1|DVIR
OG0000418	LOC119069913|XP_037030024.1|BCOP, LOC119077957|XP_037041226.1|BCOP, LOC119069912|XP_037030021.1|BCOP	LOC6633412|XP_002056811.2|DVIR, LOC6635436|XP_002059072.2|DVIR
OG0000419	LOC119080011|XP_037044082.1|BCOP	LOC6625526|XP_032292265.1|DVIR
OG0000421	LOC119070896|XP_037031317.1|BCOP	LOC6628515|XP_032293742.1|DVIR
OG0000421	LOC119075312|XP_037037621.1|BCOP	LOC6635620|XP_002059139.1|DVIR
OG0000422	LOC119082139|XP_037047413.1|BCOP, LOC119067832|XP_037026904.1|BCOP, LOC119066110|XP_037024282.1|BCOP, LOC119071053|XP_037031566.1|BCOP, LOC119078059|XP_037041429.1|BCOP, LOC119077681|XP_037040878.1|BCOP, LOC119077605|XP_037040750.1|BCOP, LOC119078233|XP_037041633.1|BCOP	LOC6630926|XP_002054315.2|DVIR
OG0000423	LOC119071892|XP_037032887.1|BCOP	LOC6624795|XP_002049346.2|DVIR, LOC6624794|XP_002049345.1|DVIR
OG0000424	LOC119066684|XP_037025172.1|BCOP, LOC119066686|XP_037025173.1|BCOP, LOC119066687|XP_037025174.1|BCOP	LOC6635364|XP_015024683.1|DVIR
OG0000424	LOC119071386|XP_037032150.1|BCOP	LOC6635365|XP_032293201.1|DVIR
OG0000425	LOC119085445|XP_037051761.1|BCOP	LOC6626769|XP_002049833.2|DVIR
OG0000427	LOC119084043|XP_037049771.1|BCOP	LOC26531354|XP_032296680.1|DVIR, LOC116652373|XP_032296715.1|DVIR
OG0000433	LOC119067715|XP_037026723.1|BCOP	LOC6633599|XP_002056995.1|DVIR
OG0000433	LOC119080957|XP_037045481.1|BCOP	LOC6624694|XP_002047192.1|DVIR
OG0000434	LOC119081547|XP_037046463.1|BCOP	LOC6632297|XP_002055986.1|DVIR
OG0000434	LOC119081557|XP_037046485.1|BCOP	LOC26530473|XP_015024370.1|DVIR, LOC6635878|XP_002059351.2|DVIR
OG0000435	LOC119069656|XP_037029670.1|BCOP	LOC6631572|XP_032296112.1|DVIR
OG0000437	LOC119082280|XP_037047651.1|BCOP	LOC6628087|XP_002051147.1|DVIR
OG0000437	LOC119084491|XP_037050396.1|BCOP	LOC6629200|XP_002052619.1|DVIR
OG0000438	LOC119081686|XP_037046672.1|BCOP	LOC6633075|XP_002056147.1|DVIR
OG0000439	LOC119072864|XP_037034066.1|BCOP	LOC6633953|XP_002057840.2|DVIR
OG0000439	LOC119066792|XP_037025350.1|BCOP	LOC6622954|XP_032290936.1|DVIR
OG0000440	LOC119081700|XP_037046700.1|BCOP	LOC6626763|XP_002050917.1|DVIR, LOC6626417|XP_015029038.1|DVIR, LOC6625760|XP_002048726.2|DVIR
OG0000441	LOC119068102|XP_037027421.1|BCOP	LOC6624752|XP_032292151.1|DVIR, LOC6624751|XP_032292299.1|DVIR
OG0000444	LOC119066750|XP_037025276.1|BCOP, LOC119082651|XP_037048128.1|BCOP	LOC6629079|XP_002051602.1|DVIR, LOC6629198|XP_002051600.1|DVIR
OG0000448	LOC119068228|XP_037027631.1|BCOP, LOC119078003|XP_037041277.1|BCOP, LOC119085502|XP_037051813.1|BCOP, LOC119073203|XP_037034408.1|BCOP	LOC6632922|XP_002055925.1|DVIR, LOC6632920|XP_002055923.2|DVIR, LOC6627517|XP_002051626.1|DVIR
OG0000449	LOC119074382|XP_037036392.1|BCOP	LOC6623397|XP_002046815.1|DVIR
OG0000450	LOC119067806|XP_037026850.1|BCOP	LOC6631951|XP_032295430.1|DVIR
OG0000450	LOC119069185|XP_037029014.1|BCOP	LOC6631321|XP_015026456.1|DVIR
OG0000451	LOC119083054|XP_037048572.1|BCOP	LOC6634727|XP_002058326.1|DVIR
OG0000451	LOC119083043|XP_037048564.1|BCOP	LOC6634729|XP_002058328.1|DVIR
OG0000453	LOC119069044|XP_037028809.1|BCOP	LOC6629644|XP_002054849.2|DVIR, LOC6629567|XP_002054850.1|DVIR
OG0000454	LOC119081428|XP_037046244.1|BCOP	LOC6628227|XP_002051175.1|DVIR
OG0000455	LOC119085270|XP_037051517.1|BCOP	LOC6626215|XP_002050743.1|DVIR
OG0000456	LOC119081862|XP_037046991.1|BCOP	LOC6636214|XP_002059715.2|DVIR
OG0000456	LOC119081940|XP_037047096.1|BCOP	LOC6634129|XP_032289015.1|DVIR
OG0000457	LOC119078469|XP_037041917.1|BCOP	LOC6627633|XP_002051099.1|DVIR
OG0000457	LOC119078454|XP_037041880.1|BCOP	LOC6628705|XP_002051323.2|DVIR
OG0000458	LOC119083128|XP_037048658.1|BCOP, LOC119075186|XP_037037472.1|BCOP, LOC119079595|XP_037043484.1|BCOP, LOC119079594|XP_037043483.1|BCOP, LOC119084802|XP_037050764.1|BCOP, LOC119066719|XP_037025227.1|BCOP, LOC119076661|XP_037039440.1|BCOP	LOC6635764|XP_015024523.1|DVIR
OG0000460	LOC119078530|XP_037041991.1|BCOP	LOC6627660|XP_002051724.1|DVIR
OG0000465	LOC119067946|XP_037027159.1|BCOP, LOC119081205|XP_037045819.1|BCOP	LOC6630641|XP_032288927.1|DVIR, LOC6630604|XP_002053023.1|DVIR
OG0000466	LOC119068775|XP_037028429.1|BCOP	LOC6635471|XP_015024613.1|DVIR
OG0000466	LOC119066267|XP_037024515.1|BCOP	LOC6635652|XP_002059120.1|DVIR
OG0000467	LOC119074151|XP_037036046.1|BCOP, LOC119083429|XP_037049047.1|BCOP	LOC6636513|XP_032292686.1|DVIR, LOC6636427|XP_032291673.1|DVIR
OG0000468	LOC119075149|XP_037037437.1|BCOP	LOC6629331|XP_002053872.1|DVIR
OG0000468	LOC119081771|XP_037046868.1|BCOP	LOC6635965|XP_002059330.1|DVIR
OG0000469	LOC119079053|XP_037042746.1|BCOP	LOC6628977|XP_002052729.2|DVIR
OG0000470	LOC119078216|XP_037041569.1|BCOP	LOC6624115|XP_002048640.1|DVIR
OG0000470	LOC119078221|XP_037041577.1|BCOP	LOC6623584|XP_032290408.1|DVIR
OG0000471	LOC119085140|XP_037051312.1|BCOP	LOC6636857|XP_002060287.1|DVIR, LOC6627352|XP_002051963.2|DVIR
OG0000473	LOC119080264|XP_037044408.1|BCOP, LOC119069800|XP_037029850.1|BCOP	LOC6632052|XP_002055249.1|DVIR, LOC6633398|XP_002057208.2|DVIR
OG0000474	LOC119081379|XP_037046155.1|BCOP	LOC6631703|XP_002055351.1|DVIR, LOC6624562|XP_002048563.2|DVIR
OG0000475	LOC119070442|XP_037030687.1|BCOP	LOC6629941|XP_002054369.2|DVIR, LOC26531120|XP_015030288.1|DVIR, LOC26531386|XP_032295277.1|DVIR
OG0000476	LOC119067456|XP_037026334.1|BCOP	LOC6629949|XP_002053007.2|DVIR, LOC6629950|XP_015027269.1|DVIR
OG0000477	LOC119081215|XP_037045836.1|BCOP	LOC6630953|XP_002053943.1|DVIR, LOC6630954|XP_002053944.1|DVIR
OG0000478	LOC119071207|XP_037031898.1|BCOP, LOC119080802|XP_037045267.1|BCOP, LOC119072042|XP_037033061.1|BCOP	LOC6631782|XP_002055709.1|DVIR, LOC6630997|XP_002053499.1|DVIR
OG0000479	LOC119080776|XP_037045239.1|BCOP, LOC119069458|XP_037029404.1|BCOP	LOC6629776|XP_002052990.1|DVIR
OG0000480	LOC119085939|XP_037052387.1|BCOP	LOC6629122|XP_002052114.1|DVIR, LOC6629120|XP_002052112.1|DVIR
OG0000482	LOC119081966|XP_037047171.1|BCOP	LOC6632349|XP_002056711.1|DVIR
OG0000482	LOC119068376|XP_037027843.1|BCOP	LOC6632502|XP_002056520.1|DVIR
OG0000483	LOC119079738|XP_037043739.1|BCOP	LOC6630656|XP_002053312.1|DVIR, LOC6630657|XP_002053313.2|DVIR
OG0000484	LOC119083522|XP_037049136.1|BCOP, LOC119069580|XP_037029560.1|BCOP, LOC119077684|XP_037040840.1|BCOP, LOC119080355|XP_037044551.1|BCOP	LOC6630348|XP_002054597.1|DVIR, LOC6630349|XP_002054598.1|DVIR
OG0000485	LOC119076451|XP_037039113.1|BCOP, LOC119084291|XP_037050113.1|BCOP, LOC119084458|XP_037050335.1|BCOP	LOC6622212|XP_015030467.1|DVIR, LOC6624170|XP_002048365.1|DVIR
OG0000486	LOC119080487|XP_037044773.1|BCOP, LOC119066531|XP_037024947.1|BCOP, LOC119082804|XP_037048345.1|BCOP	LOC116650930|XP_032292028.1|DVIR
OG0000487	LOC119067927|XP_037027134.1|BCOP	LOC26531076|XP_015030278.1|DVIR, LOC26531897|XP_015030376.2|DVIR, LOC26530933|XP_015030265.1|DVIR
OG0000489	LOC119070021|XP_037030197.1|BCOP	LOC6629365|XP_002054443.1|DVIR, LOC6631808|XP_032295745.1|DVIR
OG0000490	LOC119068825|XP_037028492.1|BCOP	LOC6635583|XP_002058996.3|DVIR
OG0000490	LOC119078887|XP_037042505.1|BCOP	LOC6634698|XP_032296379.1|DVIR
OG0000491	LOC119073534|XP_037034970.1|BCOP	LOC6635812|XP_002059321.1|DVIR
OG0000492	LOC119070141|XP_037030362.1|BCOP	LOC6626120|XP_032292939.1|DVIR
OG0000492	LOC119066042|XP_037024161.1|BCOP	LOC6634260|XP_002057542.1|DVIR
OG0000494	LOC119075562|XP_037037924.1|BCOP	LOC6634515|XP_032296435.1|DVIR, LOC116652283|XP_032296480.1|DVIR, LOC6630857|XP_015027275.1|DVIR
OG0000494	LOC119079908|XP_037043894.1|BCOP	LOC6628513|XP_002051499.1|DVIR
OG0000495	LOC119083767|XP_037049445.1|BCOP, LOC119083917|XP_037049624.1|BCOP, LOC119072727|XP_037033896.1|BCOP	LOC6633236|XP_032288949.1|DVIR, LOC6635917|XP_002059286.1|DVIR
OG0000496	LOC119066241|XP_037024453.1|BCOP	LOC6634241|XP_002057792.1|DVIR
OG0000497	LOC119078655|XP_037042147.1|BCOP	LOC6635648|XP_002059194.2|DVIR
OG0000497	LOC119079153|XP_037042864.1|BCOP	LOC6635649|XP_002059195.2|DVIR
OG0000498	LOC119074352|XP_037036389.1|BCOP, LOC119074439|XP_037036505.1|BCOP, LOC119077710|XP_037040884.1|BCOP	LOC6629340|XP_002053317.2|DVIR, LOC6629342|XP_002053319.3|DVIR
OG0000499	LOC119081984|XP_037047200.1|BCOP	LOC6625342|XP_002050424.2|DVIR
OG0000499	LOC119077427|XP_037040535.1|BCOP, LOC119068488|XP_037027994.1|BCOP	LOC6633407|XP_032288799.1|DVIR
OG0000500	LOC119071040|XP_037031535.1|BCOP, LOC119071045|XP_037031542.1|BCOP	LOC6624707|XP_002048373.1|DVIR, LOC6623877|XP_002048370.2|DVIR
OG0000504	LOC119077990|XP_037041265.1|BCOP	LOC6622641|XP_002047019.1|DVIR
OG0000505	LOC119067672|XP_037026673.1|BCOP	LOC6635516|XP_015024619.1|DVIR, LOC6635573|XP_002058928.1|DVIR
OG0000506	LOC119068467|XP_037027957.1|BCOP, LOC119079970|XP_037044004.1|BCOP	LOC6632313|XP_002055790.1|DVIR, LOC6633108|XP_002055791.2|DVIR
OG0000507	LOC119081653|XP_037046630.1|BCOP	LOC6634405|XP_032289263.1|DVIR
OG0000507	LOC119068763|XP_037028394.1|BCOP	LOC6634406|XP_002057927.1|DVIR
OG0000508	LOC119081073|XP_037045709.1|BCOP	LOC6622632|XP_032291372.1|DVIR, LOC6624655|XP_032291375.1|DVIR
OG0000509	LOC119073953|XP_037035734.1|BCOP	LOC6624850|XP_032292418.1|DVIR, LOC6627103|XP_032292417.1|DVIR
OG0000510	LOC119081474|XP_037046366.1|BCOP	LOC6626757|XP_002050708.1|DVIR
OG0000511	LOC119078667|XP_037042216.1|BCOP	LOC6627928|XP_002051994.1|DVIR, LOC6627929|XP_002051995.1|DVIR
OG0000513	LOC119071560|XP_037032382.1|BCOP	LOC6626707|XP_002050469.1|DVIR, LOC6628067|XP_002051536.1|DVIR
OG0000514	LOC119066747|XP_037025267.1|BCOP	LOC6635747|XP_002059218.3|DVIR, LOC6635746|XP_032294678.1|DVIR
OG0000515	LOC119080178|XP_037044299.1|BCOP	LOC6636204|XP_002059694.1|DVIR
OG0000516	LOC119074878|XP_037037111.1|BCOP	LOC6633766|XP_032296526.1|DVIR, LOC6633765|XP_002056951.3|DVIR
OG0000517	LOC119078309|XP_037041708.1|BCOP	LOC6622665|XP_002047694.1|DVIR, LOC26531561|XP_015031760.1|DVIR
OG0000521	LOC119084098|XP_037049844.1|BCOP, LOC119067405|XP_037026246.1|BCOP	LOC6631329|XP_032295927.1|DVIR, LOC6631324|XP_032295977.1|DVIR
OG0000522	LOC119067459|XP_037026337.1|BCOP	LOC6628112|XP_002052017.3|DVIR, LOC6636666|XP_002060144.1|DVIR
OG0000523	LOC119067260|XP_037026032.1|BCOP	LOC6629702|XP_002052960.1|DVIR
OG0000523	LOC119068976|XP_037028740.1|BCOP	LOC6631562|XP_002055439.1|DVIR
OG0000524	LOC119067974|XP_037027215.1|BCOP	LOC6629407|XP_002053064.1|DVIR
OG0000525	LOC119081070|XP_037045687.1|BCOP	LOC116650891|XP_032291760.1|DVIR, LOC6635978|XP_002059407.1|DVIR
OG0000526	LOC119078975|XP_037042621.1|BCOP	LOC6628331|XP_002051203.2|DVIR, LOC6625070|XP_032293348.1|DVIR
OG0000527	LOC119082764|XP_037048246.1|BCOP	LOC6629171|XP_032294634.1|DVIR, LOC6627405|XP_032294080.1|DVIR
OG0000528	LOC119076750|XP_037039592.1|BCOP, LOC119071645|XP_037032503.1|BCOP, LOC119066646|XP_037025109.1|BCOP, LOC119066205|XP_037024419.1|BCOP, LOC119085327|XP_037051604.1|BCOP, LOC119072892|XP_037034110.1|BCOP, LOC119077328|XP_037040406.1|BCOP, LOC119076340|XP_037038928.1|BCOP, LOC119078619|XP_037042110.1|BCOP, LOC119078521|XP_037041980.1|BCOP, LOC119071755|XP_037032689.1|BCOP, LOC119072785|XP_037033974.1|BCOP, LOC119076244|XP_037038802.1|BCOP	LOC6628001|XP_002051790.2|DVIR
OG0000529	LOC119073005|XP_037034225.1|BCOP	LOC6627522|XP_002051969.1|DVIR, LOC6627962|XP_002051615.2|DVIR, LOC6628865|XP_002052084.1|DVIR
OG0000530	LOC119073760|XP_037035317.1|BCOP, LOC119073759|XP_037035316.1|BCOP	LOC26531513|XP_015031752.2|DVIR, LOC6624333|XP_002047446.1|DVIR
OG0000531	LOC119085223|XP_037051430.1|BCOP	LOC6627748|XP_002051302.1|DVIR, LOC6627505|XP_002052788.1|DVIR
