Orthogroup	BCOP.longest_only	DHYD.longest_only
OG0002285	LOC119072366|XP_037033455.1|BCOP, LOC119077792|XP_037040999.1|BCOP	LOC111593416|XP_023161926.2|DHYD
OG0002286	LOC119079844|XP_037043804.1|BCOP	LOC111593911|XP_023162754.2|DHYD
OG0002287	LOC119074511|XP_037036568.1|BCOP	LOC111594033|XP_023162913.2|DHYD
OG0002288	LOC119080406|XP_037044632.1|BCOP	LOC111599778|XP_023171313.2|DHYD
OG0002289	LOC119073547|XP_037034995.1|BCOP, LOC119073548|XP_037034996.1|BCOP	LOC111605170|XP_023179326.1|DHYD
OG0002290	LOC119076753|XP_037039597.1|BCOP, LOC119069972|XP_037030110.1|BCOP	LOC111602260|XP_023175022.2|DHYD
OG0002291	LOC119079329|XP_037043021.1|BCOP	LOC111599945|XP_023171564.1|DHYD
OG0002292	LOC119079063|XP_037042770.1|BCOP	LOC111599942|XP_023171559.1|DHYD
OG0002293	LOC119073985|XP_037035791.1|BCOP	LOC111600001|XP_023171671.2|DHYD
OG0002294	LOC119079625|XP_037043517.1|BCOP, LOC119079626|XP_037043519.1|BCOP	LOC111596259|XP_023166162.1|DHYD
OG0002295	LOC119066270|XP_037024521.1|BCOP	LOC111602338|XP_023175111.1|DHYD
OG0002296	LOC119072829|XP_037034024.1|BCOP	LOC111603874|XP_023177449.2|DHYD
OG0002297	LOC119080976|XP_037045515.1|BCOP	LOC111602985|XP_023176148.2|DHYD
OG0002298	LOC119073204|XP_037034409.1|BCOP, LOC119081199|XP_037045810.1|BCOP	LOC111600034|XP_023171720.1|DHYD
OG0002299	LOC119081201|XP_037045816.1|BCOP, LOC119073225|XP_037034432.1|BCOP	LOC111593196|XP_023161588.1|DHYD
OG0002300	LOC119071456|XP_037032203.1|BCOP	LOC111602223|XP_023174970.2|DHYD
OG0002301	LOC119082756|XP_037048233.1|BCOP	LOC111592510|XP_023160508.2|DHYD
OG0002302	LOC119070830|XP_037031227.1|BCOP	LOC111603743|XP_023177229.2|DHYD
OG0002303	LOC119077038|XP_037040057.1|BCOP	LOC111593483|XP_023162012.1|DHYD, LOC111593125|XP_023161494.2|DHYD
OG0002304	LOC119081963|XP_037047162.1|BCOP	LOC111598991|XP_023170262.1|DHYD
OG0002305	LOC119085146|XP_037051319.1|BCOP	LOC111592277|XP_023160146.2|DHYD
OG0002306	LOC119070890|XP_037031307.1|BCOP	LOC111603953|XP_023177556.2|DHYD
OG0002307	LOC119066739|XP_037025256.1|BCOP	LOC111596297|XP_023166221.2|DHYD
OG0002308	LOC119072832|XP_037034035.1|BCOP	LOC111603880|XP_023177462.2|DHYD
OG0002309	LOC119069832|XP_037029895.1|BCOP	LOC111603932|XP_023177526.1|DHYD
OG0002310	LOC119085817|XP_037052203.1|BCOP	LOC111599187|XP_030080347.1|DHYD
OG0002311	LOC119082307|XP_037047697.1|BCOP	LOC111594348|XP_023163372.2|DHYD
OG0002312	LOC119072674|XP_037033844.1|BCOP, LOC119084664|XP_037050636.1|BCOP	LOC111592565|XP_023160630.2|DHYD
OG0002313	LOC119085561|XP_037051885.1|BCOP	LOC111602589|XP_023175514.1|DHYD
OG0002314	LOC119073895|XP_037035679.1|BCOP	LOC111602277|XP_023175041.2|DHYD
OG0002315	LOC119066318|XP_037024602.1|BCOP	LOC111595473|XP_023165006.2|DHYD
OG0002316	LOC119072614|XP_037033763.1|BCOP	LOC111596128|XP_023165967.1|DHYD
OG0002317	LOC119072700|XP_037033865.1|BCOP, LOC119085442|XP_037051760.1|BCOP, LOC119072701|XP_037033866.1|BCOP	LOC111604313|XP_023178131.1|DHYD
OG0002318	LOC119082095|XP_037047357.1|BCOP	LOC111599332|XP_023170721.2|DHYD
OG0002319	LOC119072731|XP_037033902.1|BCOP	LOC111603913|XP_023177504.1|DHYD
OG0002320	LOC119079431|XP_037043237.1|BCOP	LOC111593382|XP_023161872.2|DHYD
OG0002321	LOC119066374|XP_037024694.1|BCOP	LOC111598013|XP_023168780.1|DHYD
OG0002322	LOC119082065|XP_037047298.1|BCOP	LOC111600374|XP_023172220.2|DHYD
OG0002323	LOC119084003|XP_037049710.1|BCOP	LOC111605568|XP_023179912.1|DHYD
OG0002324	LOC119073596|XP_037035065.1|BCOP	LOC111605097|XP_023179204.2|DHYD
OG0002325	LOC119066721|XP_037025230.1|BCOP, LOC119073537|XP_037034975.1|BCOP, LOC119073517|XP_037034939.1|BCOP	LOC111597517|XP_023168057.1|DHYD
OG0002326	LOC119076472|XP_037039144.1|BCOP, LOC119072872|XP_037034074.1|BCOP, LOC119073530|XP_037034964.1|BCOP	LOC111597595|XP_023168164.1|DHYD
OG0002327	LOC119073735|XP_037035282.1|BCOP	LOC111600242|XP_023172050.2|DHYD
OG0002328	LOC119082380|XP_037047798.1|BCOP	LOC111592577|XP_023160656.2|DHYD
OG0002329	LOC119070923|XP_037031360.1|BCOP	LOC111599094|XP_023170403.2|DHYD, LOC111599108|XP_023170429.1|DHYD
OG0002330	LOC119077117|XP_037040181.1|BCOP	LOC111600271|XP_023172087.2|DHYD, LOC111599095|XP_023170404.1|DHYD
OG0002331	LOC119076302|XP_037038862.1|BCOP	LOC111594901|XP_023164154.2|DHYD
OG0002332	LOC119085089|XP_037051225.1|BCOP	LOC111597483|XP_023168002.1|DHYD
OG0002333	LOC119079279|XP_037042960.1|BCOP, LOC119079284|XP_037042968.1|BCOP	LOC111593912|XP_023162753.1|DHYD
OG0002334	LOC119084807|XP_037050773.1|BCOP, LOC119080246|XP_037044389.1|BCOP	LOC111596277|XP_023166190.2|DHYD
OG0002335	LOC119084622|XP_037050583.1|BCOP	LOC111594091|XP_023163009.2|DHYD
OG0002336	LOC119071160|XP_037031810.1|BCOP	LOC111592278|XP_023160147.2|DHYD
OG0002337	LOC119081396|XP_037046177.1|BCOP	LOC111605214|XP_030081081.1|DHYD
OG0002338	LOC119082046|XP_037047267.1|BCOP	LOC111600812|XP_023172878.2|DHYD
OG0002339	LOC119076373|XP_037038978.1|BCOP	LOC111599171|XP_030080329.1|DHYD
OG0002340	LOC119076367|XP_037038968.1|BCOP	LOC111603770|XP_030080423.1|DHYD
OG0002341	LOC119068618|XP_037028179.1|BCOP, LOC119073643|XP_037035136.1|BCOP, LOC119072585|XP_037033733.1|BCOP	LOC111597686|XP_023168286.1|DHYD
OG0002342	LOC119085397|XP_037051694.1|BCOP	LOC111599315|XP_023170693.1|DHYD
OG0002343	LOC119077071|XP_037040108.1|BCOP	LOC111599301|XP_023170679.2|DHYD
OG0002344	LOC119082390|XP_037047814.1|BCOP	LOC111594679|XP_023163858.1|DHYD
OG0002345	LOC119074085|XP_037035935.1|BCOP	LOC111599897|XP_023171488.2|DHYD
OG0002346	LOC119084611|XP_037050572.1|BCOP, LOC119072567|XP_037033702.1|BCOP	LOC111598778|XP_023169958.2|DHYD
OG0002347	LOC119081380|XP_037046159.1|BCOP	LOC111602321|XP_023175090.2|DHYD
OG0002348	LOC119066932|XP_037025540.1|BCOP	LOC111596221|XP_023166106.2|DHYD
OG0002349	LOC119073881|XP_037035656.1|BCOP	LOC111599887|XP_023171478.1|DHYD
OG0002350	LOC119081404|XP_037046193.1|BCOP	LOC111599916|XP_023171513.2|DHYD
OG0002351	LOC119081501|XP_037046402.1|BCOP	LOC111593548|XP_023162169.2|DHYD
OG0002352	LOC119081468|XP_037046352.1|BCOP	LOC111592699|XP_023160849.1|DHYD
OG0002353	LOC119082403|XP_037047829.1|BCOP	LOC111592066|XP_023159836.1|DHYD
OG0002354	LOC119085918|XP_037052367.1|BCOP	LOC111600385|XP_023172230.2|DHYD
OG0002355	LOC119082262|XP_037047617.1|BCOP	LOC111592075|XP_023159859.2|DHYD
OG0002356	LOC119083269|XP_037048850.1|BCOP	LOC111594185|XP_023163136.2|DHYD
OG0002357	LOC119079343|XP_037043066.1|BCOP, LOC119080488|XP_037044780.1|BCOP	LOC111597075|XP_023167377.2|DHYD
OG0002358	LOC119066242|XP_037024457.1|BCOP	LOC111597443|XP_023167930.1|DHYD
OG0002359	LOC119077069|XP_037040106.1|BCOP	LOC111605292|XP_023179511.1|DHYD
OG0002360	LOC119071573|XP_037032407.1|BCOP	LOC111594705|XP_023163895.2|DHYD
OG0002361	LOC119077610|XP_037040726.1|BCOP	LOC111604452|XP_023178290.1|DHYD
OG0002362	LOC119076930|XP_037039853.1|BCOP	LOC111595195|XP_023164554.2|DHYD
OG0002363	LOC119076926|XP_037039846.1|BCOP	LOC111602107|XP_023174822.2|DHYD
OG0002364	LOC119076922|XP_037039831.1|BCOP	LOC111602018|XP_023174689.2|DHYD
OG0002365	LOC119075602|XP_037037966.1|BCOP	LOC111601061|XP_023173254.2|DHYD
OG0002366	LOC119072718|XP_037033884.1|BCOP	LOC111591961|XP_023159672.1|DHYD
OG0002367	LOC119068278|XP_037027704.1|BCOP, LOC119084601|XP_037050551.1|BCOP	LOC111599402|XP_023170823.1|DHYD
OG0002368	LOC119077129|XP_037040198.1|BCOP	LOC111596358|XP_023166323.1|DHYD
OG0002369	LOC119077133|XP_037040207.1|BCOP	LOC111596876|XP_023167092.2|DHYD
OG0002370	LOC119075583|XP_037037946.1|BCOP	LOC111600333|XP_030081032.1|DHYD, LOC115483001|XP_030079516.1|DHYD
OG0002371	LOC119076257|XP_037038820.1|BCOP	LOC111600319|XP_023172146.1|DHYD
OG0002372	LOC119078905|XP_037042529.1|BCOP	LOC111598489|XP_023169514.2|DHYD
OG0002373	LOC119076965|XP_037039952.1|BCOP	LOC111592923|XP_023161143.1|DHYD
OG0002374	LOC119069869|XP_037029935.1|BCOP	LOC111596179|XP_023166050.1|DHYD
OG0002375	LOC119081144|XP_037045783.1|BCOP	LOC111604968|XP_023179025.2|DHYD
OG0002376	LOC119081928|XP_037047078.1|BCOP	LOC111605053|XP_023179158.1|DHYD
OG0002377	LOC119065987|XP_037024088.1|BCOP, LOC119077235|XP_037040319.1|BCOP	LOC111603573|XP_023176991.2|DHYD
OG0002378	LOC119084173|XP_037049927.1|BCOP	LOC111597242|XP_023167605.2|DHYD
OG0002379	LOC119078936|XP_037042577.1|BCOP	LOC111595825|XP_023165499.2|DHYD, LOC111594182|XP_023163133.1|DHYD
OG0002380	LOC119082244|XP_037047603.1|BCOP	LOC111605141|XP_023179289.1|DHYD
OG0002381	LOC119066384|XP_037024711.1|BCOP	LOC111595640|XP_023165221.1|DHYD
OG0002382	LOC119071174|XP_037031832.1|BCOP	LOC111598281|XP_023169229.2|DHYD
OG0002383	LOC119071194|XP_037031870.1|BCOP	LOC111596973|XP_023167217.2|DHYD
OG0002384	LOC119074536|XP_037036598.1|BCOP	LOC111597221|XP_030079955.1|DHYD
OG0002386	LOC119084151|XP_037049893.1|BCOP	LOC111596694|XP_023166778.2|DHYD
OG0002387	LOC119084427|XP_037050299.1|BCOP	LOC111598255|XP_023169189.2|DHYD
OG0002388	LOC119066565|XP_037025007.1|BCOP, LOC119080347|XP_037044540.1|BCOP, LOC119078065|XP_037041397.1|BCOP	LOC111602950|XP_023176079.2|DHYD
OG0002389	LOC119076759|XP_037039611.1|BCOP	LOC111594830|XP_023164063.1|DHYD
OG0002390	LOC119073788|XP_037035407.1|BCOP	LOC111600943|XP_023173085.2|DHYD
OG0002391	LOC119085224|XP_037051432.1|BCOP	LOC111595471|XP_023165005.2|DHYD
OG0002392	LOC119072765|XP_037033958.1|BCOP, LOC119075003|XP_037037300.1|BCOP	LOC111604483|XP_023178338.2|DHYD
OG0002393	LOC119074933|XP_037037218.1|BCOP	LOC111597775|XP_030079468.1|DHYD
OG0002394	LOC119068580|XP_037028158.1|BCOP	LOC111603008|XP_023176184.1|DHYD
OG0002395	LOC119078061|XP_037041390.1|BCOP	LOC111600267|XP_023172083.2|DHYD
OG0002396	LOC119080349|XP_037044542.1|BCOP	LOC111600890|XP_023172995.2|DHYD
OG0002397	LOC119076486|XP_037039166.1|BCOP	LOC111600123|XP_023171856.1|DHYD
OG0002398	LOC119082077|XP_037047312.1|BCOP, LOC119073932|XP_037035696.1|BCOP, LOC119072043|XP_037033057.1|BCOP, LOC119072044|XP_037033063.1|BCOP	LOC111603215|XP_030079312.1|DHYD
OG0002399	LOC119071691|XP_037032574.1|BCOP	LOC111604369|XP_030081985.1|DHYD
OG0002400	LOC119071702|XP_037032585.1|BCOP	LOC111600567|XP_023172519.2|DHYD
OG0002401	LOC119079502|XP_037043345.1|BCOP	LOC111595880|XP_023165574.2|DHYD
OG0002402	LOC119076888|XP_037039787.1|BCOP	LOC111604631|XP_023178530.2|DHYD
OG0002403	LOC119074386|XP_037036399.1|BCOP, LOC119076884|XP_037039783.1|BCOP	LOC111604650|XP_023178575.2|DHYD
OG0002404	LOC119084374|XP_037050221.1|BCOP	LOC111598325|XP_023169290.2|DHYD
OG0002405	LOC119071729|XP_037032653.1|BCOP	LOC111598640|XP_023169755.1|DHYD
OG0002406	LOC119074007|XP_037035839.1|BCOP	LOC111604721|XP_030079639.1|DHYD
OG0002407	LOC119084019|XP_037049728.1|BCOP	LOC111594430|XP_023163487.2|DHYD
OG0002408	LOC119068865|XP_037028601.1|BCOP	LOC111603553|XP_030080599.1|DHYD
OG0002410	LOC119074783|XP_037036952.1|BCOP	LOC111604994|XP_023179080.2|DHYD
OG0002411	LOC119068782|XP_037028437.1|BCOP	LOC111604919|XP_023178935.1|DHYD
OG0002412	LOC119068166|XP_037027543.1|BCOP	LOC111600801|XP_030081575.1|DHYD
OG0002413	LOC119085333|XP_037051612.1|BCOP	LOC111602039|XP_023174713.1|DHYD
OG0002414	LOC119083075|XP_037048592.1|BCOP	LOC111595390|XP_023164860.1|DHYD
OG0002415	LOC119076085|XP_037038633.1|BCOP, LOC119076088|XP_037038636.1|BCOP	LOC111604574|XP_023178444.2|DHYD
OG0002416	LOC119078096|XP_037041460.1|BCOP	LOC111593712|XP_023162445.1|DHYD
OG0002417	LOC119070846|XP_037031251.1|BCOP	LOC111596000|XP_023165769.1|DHYD
OG0002418	LOC119066192|XP_037024404.1|BCOP	LOC111598520|XP_023169570.2|DHYD
OG0002419	LOC119077851|XP_037041073.1|BCOP	LOC111596815|XP_023166951.2|DHYD
OG0002420	LOC119079301|XP_037042983.1|BCOP, LOC119078134|XP_037041505.1|BCOP, LOC119082199|XP_037047528.1|BCOP	LOC111595301|XP_023164724.1|DHYD
OG0002421	LOC119079652|XP_037043628.1|BCOP, LOC119076131|XP_037038698.1|BCOP, LOC119079578|XP_037043500.1|BCOP	LOC111593366|XP_023161846.2|DHYD
OG0002422	LOC119078114|XP_037041461.1|BCOP, LOC119080523|XP_037044828.1|BCOP	LOC111597159|XP_023167483.2|DHYD
OG0002423	LOC119074331|XP_037036310.1|BCOP	LOC111604467|XP_023178317.2|DHYD
OG0002424	LOC119076864|XP_037039764.1|BCOP	LOC111597707|XP_023168316.1|DHYD
OG0002425	LOC119067380|XP_037026195.1|BCOP	LOC111601954|XP_023174586.2|DHYD
OG0002426	LOC119083250|XP_037048809.1|BCOP	LOC111597471|XP_023167988.2|DHYD
OG0002427	LOC119078692|XP_037042251.1|BCOP	LOC111595885|XP_023165581.1|DHYD
OG0002428	LOC119067826|XP_037026893.1|BCOP	LOC111593497|XP_023162032.2|DHYD
OG0002429	LOC119082512|XP_037047919.1|BCOP	LOC111604750|XP_023178698.1|DHYD
OG0002430	LOC119078236|XP_037041589.1|BCOP	LOC111597043|XP_023167325.2|DHYD
OG0002431	LOC119071319|XP_037032097.1|BCOP	LOC111600050|XP_023171742.1|DHYD
OG0002432	LOC119074344|XP_037036332.1|BCOP	LOC111600164|XP_023171965.1|DHYD
OG0002433	LOC119077797|XP_037041003.1|BCOP	LOC111603484|XP_023176848.1|DHYD
OG0002434	LOC119084220|XP_037050014.1|BCOP	LOC111598562|XP_023169628.1|DHYD
OG0002436	LOC119071260|XP_037032010.1|BCOP	LOC111592228|XP_023160078.1|DHYD
OG0002437	LOC119085315|XP_037051589.1|BCOP	LOC111595466|XP_023164997.2|DHYD
OG0002438	LOC119071047|XP_037031544.1|BCOP	LOC111596840|XP_030079892.1|DHYD
OG0002439	LOC119070966|XP_037031432.1|BCOP	LOC111596336|XP_023166279.2|DHYD
OG0002440	LOC119085381|XP_037051662.1|BCOP, LOC119067279|XP_037026051.1|BCOP	LOC111603334|XP_030080927.1|DHYD
OG0002441	LOC119071391|XP_037032162.1|BCOP	LOC111592154|XP_023159970.2|DHYD
OG0002442	LOC119074198|XP_037036089.1|BCOP	LOC111604371|XP_023178210.2|DHYD
OG0002443	LOC119072386|XP_037033484.1|BCOP, LOC119072392|XP_037033496.1|BCOP	LOC111596994|XP_023167258.2|DHYD
OG0002444	LOC119084080|XP_037049810.1|BCOP	LOC111596986|XP_023167238.2|DHYD
OG0002445	LOC119069836|XP_037029898.1|BCOP	LOC111595530|XP_023165080.1|DHYD
OG0002447	LOC119071927|XP_037032945.1|BCOP	LOC111597227|XP_023167584.2|DHYD
OG0002448	LOC119066229|XP_037024448.1|BCOP	LOC111597948|XP_023168678.1|DHYD
OG0002449	LOC119071329|XP_037032108.1|BCOP	LOC111593612|XP_023162250.1|DHYD
OG0002450	LOC119084537|XP_037050445.1|BCOP, LOC119084500|XP_037050417.1|BCOP	LOC111597186|XP_023167524.1|DHYD
OG0002451	LOC119084029|XP_037049746.1|BCOP, LOC119077965|XP_037041240.1|BCOP	LOC111598040|XP_023168845.1|DHYD
OG0002452	LOC119066537|XP_037024957.1|BCOP	LOC111595249|XP_023164662.2|DHYD, LOC115483432|XP_030081259.1|DHYD
OG0002453	LOC119072839|XP_037034047.1|BCOP	LOC111595255|XP_023164669.2|DHYD
OG0002454	LOC119066170|XP_037024361.1|BCOP	LOC111598690|XP_023169823.2|DHYD
OG0002455	LOC119072032|XP_037033048.1|BCOP	LOC111598686|XP_023169818.2|DHYD
OG0002456	LOC119072082|XP_037033133.1|BCOP	LOC111599729|XP_023171243.2|DHYD
OG0002457	LOC119085354|XP_037051625.1|BCOP	LOC111604118|XP_023177793.2|DHYD
OG0002458	LOC119066843|XP_037025406.1|BCOP	LOC111602221|XP_023174968.1|DHYD
OG0002459	LOC119077043|XP_037040065.1|BCOP	LOC111599691|XP_023171166.2|DHYD
OG0002460	LOC119066116|XP_037024292.1|BCOP	LOC111599711|XP_023171211.2|DHYD
OG0002461	LOC119082739|XP_037048214.1|BCOP	LOC111599755|XP_023171277.1|DHYD
OG0002462	LOC119071060|XP_037031574.1|BCOP	LOC111597922|XP_030081203.1|DHYD
OG0002463	LOC119078240|XP_037041597.1|BCOP	LOC111600051|XP_023171743.1|DHYD
OG0002464	LOC119071679|XP_037032555.1|BCOP	LOC111604373|XP_023178212.1|DHYD
OG0002465	LOC119082101|XP_037047366.1|BCOP	LOC111604365|XP_023178203.1|DHYD
OG0002466	LOC119085098|XP_037051237.1|BCOP, LOC119083407|XP_037049021.1|BCOP	LOC111593707|XP_023162433.2|DHYD
OG0002467	LOC119073227|XP_037034433.1|BCOP, LOC119081200|XP_037045812.1|BCOP	LOC111593084|XP_023161446.1|DHYD
OG0002468	LOC119083241|XP_037048794.1|BCOP, LOC119083240|XP_037048791.1|BCOP, LOC119083221|XP_037048782.1|BCOP	LOC111604515|XP_023178380.2|DHYD
OG0002469	LOC119067785|XP_037026821.1|BCOP	LOC111602649|XP_023175585.2|DHYD
OG0002470	LOC119083279|XP_037048862.1|BCOP	LOC111599305|XP_023170683.1|DHYD, LOC111597936|XP_023168658.1|DHYD
OG0002471	LOC119086078|XP_037052549.1|BCOP	LOC111592655|XP_023160778.1|DHYD
OG0002472	LOC119071492|XP_037032238.1|BCOP	LOC111598015|XP_023168783.1|DHYD
OG0002473	LOC119072615|XP_037033765.1|BCOP	LOC111592197|XP_023160033.1|DHYD
OG0002474	LOC119071844|XP_037032794.1|BCOP	LOC111597217|XP_023167560.2|DHYD
OG0002475	LOC119071960|XP_037032986.1|BCOP	LOC111603239|XP_023176513.1|DHYD
OG0002476	LOC119085339|XP_037051617.1|BCOP	LOC111600554|XP_023172471.1|DHYD
OG0002477	LOC119072433|XP_037033542.1|BCOP	LOC111594683|XP_023163874.1|DHYD
OG0002478	LOC119078989|XP_037042640.1|BCOP	LOC111598024|XP_023168804.2|DHYD
OG0002479	LOC119066902|XP_037025487.1|BCOP	LOC111597982|XP_023168726.2|DHYD
OG0002480	LOC119071163|XP_037031815.1|BCOP	LOC111600089|XP_023171797.1|DHYD
OG0002481	LOC119067505|XP_037026410.1|BCOP, LOC119078450|XP_037041875.1|BCOP	LOC111593406|XP_023161894.1|DHYD
OG0002482	LOC119071591|XP_037032433.1|BCOP, LOC119068653|XP_037028226.1|BCOP	LOC111595485|XP_023165023.2|DHYD
OG0002483	LOC119076934|XP_037039866.1|BCOP	LOC111600012|XP_023171685.2|DHYD
OG0002484	LOC119075973|XP_037038455.1|BCOP, LOC119067411|XP_037026253.1|BCOP	LOC111600564|XP_023172516.2|DHYD
OG0002485	LOC119070974|XP_037031447.1|BCOP	LOC111598001|XP_023168759.2|DHYD
OG0002486	LOC119085992|XP_037052458.1|BCOP	LOC111592334|XP_023160228.1|DHYD
OG0002487	LOC119072776|XP_037033960.1|BCOP	LOC111592097|XP_023159891.2|DHYD
OG0002488	LOC119080997|XP_037045556.1|BCOP	LOC111597107|XP_023167418.1|DHYD
OG0002489	LOC119076718|XP_037039536.1|BCOP	LOC111604512|XP_023178376.1|DHYD
OG0002490	LOC119071118|XP_037031662.1|BCOP, LOC119080097|XP_037044221.1|BCOP	LOC111594694|XP_023163885.1|DHYD
OG0002491	LOC119071526|XP_037032302.1|BCOP	LOC111600975|XP_030082021.1|DHYD, LOC111600992|XP_030081640.1|DHYD
OG0002492	LOC119071175|XP_037031838.1|BCOP	LOC111595509|XP_023165051.1|DHYD
OG0002493	LOC119071162|XP_037031814.1|BCOP	LOC111598007|XP_023168770.1|DHYD
OG0002494	LOC119084257|XP_037050057.1|BCOP	LOC111603470|XP_023176828.2|DHYD
OG0002495	LOC119083517|XP_037049129.1|BCOP	LOC111602548|XP_023175467.2|DHYD
OG0002497	LOC119073156|XP_037034353.1|BCOP, LOC119080635|XP_037044944.1|BCOP, LOC119085952|XP_037052398.1|BCOP, LOC119066403|XP_037024759.1|BCOP, LOC119082531|XP_037047938.1|BCOP, LOC119080978|XP_037045518.1|BCOP	LOC111604662|XP_023178590.2|DHYD
OG0002499	LOC119075573|XP_037037935.1|BCOP	LOC111598720|XP_030081471.1|DHYD
OG0002500	LOC119083584|XP_037049227.1|BCOP	LOC111603302|XP_023176596.2|DHYD
OG0002508	LOC119069496|XP_037029462.1|BCOP	LOC111603119|XP_023176359.2|DHYD
OG0002509	LOC119067530|XP_037026479.1|BCOP	LOC111604176|XP_023177889.2|DHYD
OG0002510	LOC119083413|XP_037049026.1|BCOP, LOC119067720|XP_037026732.1|BCOP	LOC111598420|XP_023169428.2|DHYD
OG0002511	LOC119068188|XP_037027577.1|BCOP	LOC111605550|XP_023179879.1|DHYD
OG0002512	LOC119080990|XP_037045531.1|BCOP	LOC111593720|XP_023162459.2|DHYD
OG0002513	LOC119085629|XP_037051960.1|BCOP	LOC111602721|XP_023175734.1|DHYD
OG0002514	LOC119068027|XP_037027285.1|BCOP	LOC111598795|XP_023169979.1|DHYD
OG0002516	LOC119082549|XP_037047964.1|BCOP	LOC111596680|XP_023166752.1|DHYD
OG0002517	LOC119068638|XP_037028203.1|BCOP	LOC111596964|XP_023167193.2|DHYD
OG0002518	LOC119069694|XP_037029718.1|BCOP	LOC111605435|XP_023179719.2|DHYD
OG0002519	LOC119082002|XP_037047215.1|BCOP	LOC111600145|XP_023171890.2|DHYD
OG0002520	LOC119067422|XP_037026288.1|BCOP	LOC111598113|XP_023168934.2|DHYD
OG0002521	LOC119067294|XP_037026080.1|BCOP	LOC111603173|XP_023176421.2|DHYD
OG0002522	LOC119070134|XP_037030353.1|BCOP	LOC111592927|XP_023161152.2|DHYD
OG0002523	LOC119068173|XP_037027556.1|BCOP	LOC111598503|XP_023169537.2|DHYD, LOC115483534|XP_030081571.1|DHYD
OG0002524	LOC119084814|XP_037050786.1|BCOP	LOC111598131|XP_023168960.2|DHYD
OG0002525	LOC119068315|XP_037027762.1|BCOP	LOC111601653|XP_023174102.1|DHYD
OG0002528	LOC119068748|XP_037028349.1|BCOP	LOC111598874|XP_023170092.2|DHYD
OG0002529	LOC119067909|XP_037027097.1|BCOP	LOC111602511|XP_023175363.1|DHYD
OG0002530	LOC119076992|XP_037039995.1|BCOP, LOC119082545|XP_037047950.1|BCOP	LOC111600283|XP_023172105.1|DHYD
OG0002531	LOC119075664|XP_037038067.1|BCOP	LOC111596346|XP_023166305.1|DHYD
OG0002532	LOC119067488|XP_037026389.1|BCOP	LOC111598528|XP_023169581.1|DHYD
OG0002533	LOC119070601|XP_037030914.1|BCOP	LOC111603383|XP_023176709.1|DHYD
OG0002534	LOC119067662|XP_037026659.1|BCOP, LOC119068320|XP_037027771.1|BCOP	LOC111600536|XP_023172442.2|DHYD
OG0002535	LOC119072304|XP_037033385.1|BCOP	LOC111592270|XP_023160137.2|DHYD
OG0002536	LOC119080712|XP_037045073.1|BCOP	LOC111599424|XP_023170843.1|DHYD
OG0002537	LOC119074362|XP_037036360.1|BCOP	LOC111600043|XP_023171736.1|DHYD
OG0002539	LOC119082169|XP_037047479.1|BCOP, LOC119083386|XP_037048996.1|BCOP	LOC111593834|XP_023162640.2|DHYD
OG0002540	LOC119067310|XP_037026113.1|BCOP	LOC111594972|XP_023164240.1|DHYD
OG0002541	LOC119067209|XP_037025948.1|BCOP	LOC111596554|XP_023166596.2|DHYD
OG0002542	LOC119070371|XP_037030567.1|BCOP	LOC111591976|XP_023159694.1|DHYD
OG0002543	LOC119068574|XP_037028114.1|BCOP	LOC111602858|XP_023175982.1|DHYD
OG0002544	LOC119069560|XP_037029537.1|BCOP, LOC119073986|XP_037035793.1|BCOP	LOC111598356|XP_023169335.2|DHYD
OG0002545	LOC119069993|XP_037030132.1|BCOP, LOC119071287|XP_037032052.1|BCOP	LOC111602940|XP_023176109.1|DHYD
OG0002547	LOC119070262|XP_037030427.1|BCOP	LOC111592350|XP_023160272.2|DHYD
OG0002548	LOC119070613|XP_037030933.1|BCOP	LOC111592361|XP_023160287.2|DHYD
OG0002549	LOC119067667|XP_037026667.1|BCOP	LOC111604732|XP_030079527.1|DHYD
OG0002550	LOC119074515|XP_037036573.1|BCOP, LOC119074532|XP_037036591.1|BCOP	LOC111596756|XP_030079884.1|DHYD
OG0002551	LOC119082264|XP_037047628.1|BCOP	LOC111601513|XP_030078781.1|DHYD
OG0002552	LOC119068697|XP_037028283.1|BCOP	LOC111594718|XP_023163914.2|DHYD
OG0002553	LOC119068612|XP_037028164.1|BCOP	LOC111603381|XP_023176705.2|DHYD
OG0002554	LOC119085663|XP_037052006.1|BCOP	LOC111603171|XP_023176419.1|DHYD
OG0002555	LOC119067291|XP_037026076.1|BCOP, LOC119081549|XP_037046467.1|BCOP	LOC111605617|XP_030079839.1|DHYD
OG0002556	LOC119067989|XP_037027241.1|BCOP	LOC111596352|XP_023166312.1|DHYD
OG0002557	LOC119067147|XP_037025840.1|BCOP	LOC111596879|XP_023167096.1|DHYD
OG0002558	LOC119070376|XP_037030583.1|BCOP	LOC111602962|XP_023176113.1|DHYD, LOC115483798|XP_030081914.1|DHYD
OG0002559	LOC119068160|XP_037027532.1|BCOP	LOC111594882|XP_023164136.1|DHYD
OG0002560	LOC119068324|XP_037027774.1|BCOP	LOC111599852|XP_023171429.2|DHYD
OG0002561	LOC119069500|XP_037029467.1|BCOP	LOC111601788|XP_023174324.1|DHYD
