Orthogroup	BCOP.longest_only	DEUG.longest_only
OG0000614	LOC119077296|XP_037040353.1|BCOP	LOC108111298|XP_017076180.1|DEUG, LOC108109678|XP_017073757.1|DEUG
OG0000615	LOC119069401|XP_037029342.1|BCOP, LOC119070642|XP_037030966.1|BCOP, LOC119068755|XP_037028378.1|BCOP	LOC108109938|XP_017074228.1|DEUG, LOC108110053|XP_017074421.1|DEUG
OG0000616	LOC119069996|XP_037030135.1|BCOP	LOC108109997|XP_017074322.1|DEUG, LOC108110001|XP_017074327.1|DEUG
OG0000617	LOC119081325|XP_037046008.1|BCOP	LOC108115802|XP_017082876.1|DEUG, LOC108111820|XP_017076917.1|DEUG
OG0000618	LOC119070536|XP_037030804.1|BCOP	LOC108109549|XP_017073608.1|DEUG
OG0000618	LOC119076049|XP_037038574.1|BCOP, LOC119076050|XP_037038577.1|BCOP	LOC108108749|XP_017072394.1|DEUG
OG0000620	LOC119082516|XP_037047926.1|BCOP, LOC119082181|XP_037047490.1|BCOP	LOC108105014|XP_017066902.1|DEUG, LOC108117355|XP_017085222.1|DEUG
OG0000621	LOC119082160|XP_037047463.1|BCOP	LOC108117147|XP_017084894.1|DEUG, LOC108105470|XP_017067558.1|DEUG
OG0000622	LOC119069597|XP_037029587.1|BCOP	LOC108114602|XP_017081151.1|DEUG, LOC108108321|XP_017071838.1|DEUG
OG0000623	LOC119066479|XP_037024879.1|BCOP	LOC108102839|XP_017063521.1|DEUG, LOC108102735|XP_017063372.1|DEUG
OG0000624	LOC119079882|XP_037043859.1|BCOP	LOC108113155|XP_017079153.1|DEUG, LOC108113154|XP_017079152.1|DEUG
OG0000625	LOC119083676|XP_037049354.1|BCOP	LOC108107929|XP_017071244.1|DEUG, LOC108107930|XP_017071248.1|DEUG
OG0000626	LOC119082188|XP_037047507.1|BCOP	LOC108104769|XP_017066494.1|DEUG, LOC108109243|XP_017073209.1|DEUG
OG0000627	LOC119082760|XP_037048241.1|BCOP	LOC108108604|XP_017072192.1|DEUG, LOC108110276|XP_017074751.1|DEUG
OG0000628	LOC119085988|XP_037052448.1|BCOP	LOC108110580|XP_017075165.1|DEUG, LOC108110804|XP_017075523.1|DEUG
OG0000629	LOC119066341|XP_037024648.1|BCOP	LOC108116526|XP_017083953.1|DEUG, LOC108115487|XP_017082461.1|DEUG
OG0000630	LOC119084654|XP_037050617.1|BCOP	LOC108107029|XP_017069866.1|DEUG, LOC108107090|XP_017069956.1|DEUG
OG0000631	LOC119071768|XP_037032710.1|BCOP	LOC108104117|XP_017065506.1|DEUG, LOC108105175|XP_017067115.1|DEUG
OG0000632	LOC119077150|XP_037040230.1|BCOP	LOC108102667|XP_017063296.1|DEUG, LOC108102530|XP_017063056.1|DEUG
OG0000633	LOC119077287|XP_037040336.1|BCOP	LOC108105626|XP_017067836.1|DEUG
OG0000633	LOC119071731|XP_037032650.1|BCOP	LOC108107950|XP_017071271.1|DEUG, LOC108107538|XP_017070567.1|DEUG
OG0000634	LOC119071953|XP_037032978.1|BCOP	LOC108112903|XP_017078749.1|DEUG
OG0000635	LOC119066896|XP_037025480.1|BCOP	LOC108109171|XP_017073084.1|DEUG, LOC108115221|XP_017082066.1|DEUG
OG0000636	LOC119073578|XP_037035042.1|BCOP	LOC108106897|XP_017069635.1|DEUG, LOC108106905|XP_017069643.1|DEUG
OG0000637	LOC119084264|XP_037050067.1|BCOP	LOC108103691|XP_017064769.1|DEUG, LOC108103690|XP_017064768.1|DEUG
OG0000638	LOC119067567|XP_037026543.1|BCOP	LOC108116715|XP_017084225.1|DEUG, LOC108103947|XP_017065200.1|DEUG
OG0000639	LOC119071882|XP_037032869.1|BCOP	LOC108114134|XP_017080399.1|DEUG
OG0000641	LOC119070465|XP_037030715.1|BCOP, LOC119084774|XP_037050733.1|BCOP	LOC108110420|XP_017074976.1|DEUG, LOC108115049|XP_017081786.1|DEUG
OG0000642	LOC119074558|XP_037036652.1|BCOP	LOC108105728|XP_017067931.1|DEUG
OG0000646	LOC119069169|XP_037028974.1|BCOP	LOC108116686|XP_017084188.1|DEUG, LOC108116025|XP_017083201.1|DEUG
OG0000647	LOC119068465|XP_037027953.1|BCOP	LOC108115405|XP_017082332.1|DEUG, LOC108104307|XP_017065774.1|DEUG
OG0000648	LOC119067168|XP_037025865.1|BCOP	LOC108105393|XP_017067425.1|DEUG
OG0000648	LOC119067154|XP_037025842.1|BCOP	LOC108105322|XP_017067304.1|DEUG
OG0000649	LOC119067054|XP_037025695.1|BCOP	LOC108109958|XP_017074262.1|DEUG, LOC108109965|XP_017074270.1|DEUG
OG0000650	LOC119081019|XP_037045596.1|BCOP	LOC108102382|XP_017062809.1|DEUG
OG0000651	LOC119068676|XP_037028252.1|BCOP	LOC108114205|XP_017080513.1|DEUG, LOC108108089|XP_017071469.1|DEUG
OG0000652	LOC119073327|XP_037034614.1|BCOP	LOC108113185|XP_017079201.1|DEUG, LOC108104435|XP_017065982.1|DEUG
OG0000653	LOC119069227|XP_037029156.1|BCOP	LOC108111757|XP_017076803.1|DEUG, LOC108115014|XP_017081744.1|DEUG
OG0000654	LOC119076735|XP_037039548.1|BCOP	LOC108102828|XP_017063506.1|DEUG
OG0000654	LOC119077290|XP_037040337.1|BCOP	LOC108114343|XP_017080764.1|DEUG
OG0000655	LOC119066518|XP_037024930.1|BCOP	LOC108112546|XP_017077971.1|DEUG, LOC108102558|XP_017063118.1|DEUG
OG0000656	LOC119069203|XP_037029067.1|BCOP	LOC108111793|XP_017076871.1|DEUG, LOC108111794|XP_017076872.1|DEUG
OG0000658	LOC119071304|XP_037032078.1|BCOP	LOC108105385|XP_017067418.1|DEUG, LOC108116173|XP_017083402.1|DEUG
OG0000659	LOC119081960|XP_037047158.1|BCOP	LOC108111083|XP_017075907.1|DEUG, LOC108107107|XP_017069985.1|DEUG
OG0000660	LOC119076100|XP_037038651.1|BCOP, LOC119080500|XP_037044794.1|BCOP, LOC119080471|XP_037044744.1|BCOP, LOC119077116|XP_037040180.1|BCOP, LOC119077115|XP_037040178.1|BCOP	LOC108111148|XP_017076005.1|DEUG
OG0000661	LOC119082339|XP_037047743.1|BCOP	LOC108102739|XP_017063377.1|DEUG, LOC108102586|XP_017063176.1|DEUG
OG0000662	LOC119084304|XP_037050118.1|BCOP	LOC108108110|XP_017071509.1|DEUG, LOC108117089|XP_017084776.1|DEUG
OG0000663	LOC119083526|XP_037049138.1|BCOP, LOC119084562|XP_037050476.1|BCOP	LOC108112294|XP_017077607.1|DEUG, LOC108110443|XP_017075000.1|DEUG, LOC108107275|XP_017070205.1|DEUG
OG0000664	LOC119084314|XP_037050128.1|BCOP	LOC108110316|XP_017074818.1|DEUG
OG0000666	LOC119074750|XP_037036911.1|BCOP	LOC108109163|XP_017073075.1|DEUG, LOC108117598|XP_017085603.1|DEUG
OG0000667	LOC119083972|XP_037049670.1|BCOP	LOC108102454|XP_017062949.1|DEUG, LOC108116415|XP_017083789.1|DEUG
OG0000668	LOC119081834|XP_037046967.1|BCOP	LOC108116182|XP_017083415.1|DEUG
OG0000669	LOC119074873|XP_037037104.1|BCOP	LOC108104333|XP_017065809.1|DEUG, LOC108104334|XP_017065810.1|DEUG
OG0000670	LOC119066550|XP_037024984.1|BCOP	LOC108105499|XP_017067607.1|DEUG, LOC108110330|XP_017074850.1|DEUG
OG0000671	LOC119083639|XP_037049271.1|BCOP	LOC108110149|XP_017074553.1|DEUG, LOC108116077|XP_017083284.1|DEUG
OG0000672	LOC119072493|XP_037033628.1|BCOP	LOC108102940|XP_017063698.1|DEUG, LOC108105077|XP_017066990.1|DEUG
OG0000673	LOC119085042|XP_037051146.1|BCOP, LOC119070959|XP_037031418.1|BCOP	LOC108118391|XP_017086556.1|DEUG, LOC108104252|XP_017065690.1|DEUG
OG0000677	LOC119069211|XP_037029077.1|BCOP	LOC108114741|XP_017081345.1|DEUG, LOC108111882|XP_017077001.1|DEUG
OG0000678	LOC119072581|XP_037033726.1|BCOP	LOC108117258|XP_017085098.1|DEUG, LOC108111145|XP_017076003.1|DEUG
OG0000679	LOC119082586|XP_037048025.1|BCOP	LOC108118066|XP_017086098.1|DEUG, LOC108103029|XP_017063844.1|DEUG
OG0000680	LOC119068909|XP_037028663.1|BCOP	LOC108103778|XP_017064897.1|DEUG, LOC108103776|XP_017064893.1|DEUG
OG0000681	LOC119067235|XP_037025986.1|BCOP	LOC108116924|XP_017084553.1|DEUG, LOC108103812|XP_017064987.1|DEUG
OG0000683	LOC119070419|XP_037030650.1|BCOP, LOC119084212|XP_037050002.1|BCOP, LOC119078992|XP_037042650.1|BCOP, LOC119070420|XP_037030652.1|BCOP	LOC108116667|XP_017084152.1|DEUG
OG0000684	LOC119070467|XP_037030717.1|BCOP	LOC108111733|XP_017076776.1|DEUG, LOC108116688|XP_017084190.1|DEUG
OG0000685	LOC119067026|XP_037025653.1|BCOP	LOC108110206|XP_017074671.1|DEUG
OG0000686	LOC119076703|XP_037039511.1|BCOP	LOC108113341|XP_017079391.1|DEUG, LOC108106043|XP_017068384.1|DEUG
OG0000687	LOC119068625|XP_037028186.1|BCOP	LOC108108943|XP_017072687.1|DEUG, LOC108107575|XP_017070625.1|DEUG
OG0000688	LOC119077281|XP_037040326.1|BCOP	LOC108112525|XP_017077938.1|DEUG, LOC108118395|XP_017086560.1|DEUG, LOC108118306|XP_017086405.1|DEUG, LOC108117444|XP_017085353.1|DEUG, LOC108114749|XP_017081350.1|DEUG, LOC108116194|XP_017083427.1|DEUG, LOC108111830|XP_017076926.1|DEUG, LOC108118307|XP_017086406.1|DEUG
OG0000689	LOC119072600|XP_037033753.1|BCOP	LOC108104872|XP_017066687.1|DEUG, LOC108104871|XP_017066686.1|DEUG
OG0000690	LOC119074983|XP_037037281.1|BCOP, LOC119074701|XP_037036884.1|BCOP, LOC119074703|XP_037036886.1|BCOP	LOC108104991|XP_017066856.1|DEUG
OG0000691	LOC119080294|XP_037044461.1|BCOP	LOC108110679|XP_017075292.1|DEUG, LOC108108549|XP_017072116.1|DEUG
OG0000692	LOC119081061|XP_037045671.1|BCOP	LOC108113899|XP_017080094.1|DEUG, LOC108113898|XP_017080093.1|DEUG
OG0000694	LOC119076648|XP_037039417.1|BCOP	LOC108110125|XP_017074520.1|DEUG, LOC108114369|XP_017080808.1|DEUG
OG0000695	LOC119070822|XP_037031215.1|BCOP	LOC108113459|XP_017079529.1|DEUG, LOC108113466|XP_017079536.1|DEUG
OG0000696	LOC119079130|XP_037042854.1|BCOP	LOC108114087|XP_017080331.1|DEUG, LOC108106081|XP_017068428.1|DEUG, LOC108106091|XP_017068439.1|DEUG
OG0000697	LOC119066369|XP_037024688.1|BCOP	LOC108109672|XP_017073744.1|DEUG, LOC108113442|XP_017079501.1|DEUG
OG0000698	LOC119078762|XP_037042365.1|BCOP	LOC108110525|XP_017075095.1|DEUG, LOC108110474|XP_017075031.1|DEUG
OG0000699	LOC119066436|XP_037024823.1|BCOP	LOC108107128|XP_017070011.1|DEUG, LOC108115583|XP_017082584.1|DEUG
OG0000700	LOC119066147|XP_037024337.1|BCOP	LOC108110951|XP_017075735.1|DEUG, LOC108111056|XP_017075873.1|DEUG
OG0000701	LOC119073563|XP_037035015.1|BCOP	LOC108111904|XP_017077031.1|DEUG, LOC108103030|XP_017063845.1|DEUG
OG0000702	LOC119084342|XP_037050169.1|BCOP	LOC108113581|XP_017079713.1|DEUG, LOC108113580|XP_017079690.1|DEUG
OG0000703	LOC119083168|XP_037048717.1|BCOP	LOC108105835|XP_017068071.1|DEUG, LOC108112711|XP_017078423.1|DEUG
OG0000704	LOC119074966|XP_037037253.1|BCOP, LOC119076501|XP_037039177.1|BCOP	LOC108102438|XP_017062914.1|DEUG, LOC108103999|XP_017065278.1|DEUG
OG0000705	LOC119084181|XP_037049937.1|BCOP	LOC108102844|XP_017063525.1|DEUG, LOC108102860|XP_017063551.1|DEUG
OG0000706	LOC119069039|XP_037028806.1|BCOP	LOC108105717|XP_017067920.1|DEUG, LOC108109737|XP_017073876.1|DEUG
OG0000707	LOC119075958|XP_037038430.1|BCOP	LOC108112148|XP_017077385.1|DEUG, LOC108102919|XP_017063660.1|DEUG
OG0000708	LOC119068541|XP_037028054.1|BCOP	LOC108110297|XP_017074788.1|DEUG, LOC108109942|XP_017074233.1|DEUG
OG0000709	LOC119084049|XP_037049780.1|BCOP	LOC108113488|XP_017079563.1|DEUG, LOC108103905|XP_017065142.1|DEUG
OG0000710	LOC119084227|XP_037050021.1|BCOP	LOC108115119|XP_017081859.1|DEUG, LOC108113239|XP_017079272.1|DEUG
OG0000711	LOC119066858|XP_037025427.1|BCOP	LOC108114734|XP_017081333.1|DEUG, LOC108117614|XP_017085632.1|DEUG
OG0000712	LOC119071224|XP_037031933.1|BCOP	LOC108117219|XP_017085034.1|DEUG, LOC108117289|XP_017085133.1|DEUG
OG0000713	LOC119068151|XP_037027518.1|BCOP	LOC108115264|XP_017082110.1|DEUG, LOC108113229|XP_017079255.1|DEUG
OG0000714	LOC119071230|XP_037031942.1|BCOP	LOC108105346|XP_017067341.1|DEUG, LOC108107988|XP_017071325.1|DEUG
OG0000716	LOC119082038|XP_037047261.1|BCOP	LOC108103229|XP_017064118.1|DEUG, LOC108104285|XP_017065744.1|DEUG
OG0000717	LOC119066304|XP_037024582.1|BCOP, LOC119071962|XP_037032988.1|BCOP, LOC119075911|XP_037038390.1|BCOP, LOC119071961|XP_037032987.1|BCOP, LOC119075675|XP_037038088.1|BCOP, LOC119080157|XP_037044276.1|BCOP, LOC119073186|XP_037034388.1|BCOP	LOC108116753|XP_017084260.1|DEUG
OG0000718	LOC119079854|XP_037043819.1|BCOP	LOC108102328|XP_017062609.1|DEUG, LOC108102387|XP_017062818.1|DEUG
OG0000719	LOC119066568|XP_037025011.1|BCOP, LOC119078939|XP_037042584.1|BCOP	LOC108114245|XP_017080623.1|DEUG, LOC108114069|XP_017080312.1|DEUG
OG0000724	LOC119067821|XP_037026879.1|BCOP	LOC108117712|XP_017085756.1|DEUG, LOC108111329|XP_017076238.1|DEUG
OG0000726	LOC119077102|XP_037040156.1|BCOP	LOC108111510|XP_017076514.1|DEUG, LOC108111471|XP_017076431.1|DEUG
OG0000727	LOC119068219|XP_037027607.1|BCOP	LOC108117302|XP_017085151.1|DEUG, LOC108117304|XP_017085152.1|DEUG, LOC108117045|XP_017084705.1|DEUG
OG0000729	LOC119067929|XP_037027138.1|BCOP, LOC119077431|XP_037040541.1|BCOP	LOC108115744|XP_017082803.1|DEUG, LOC108115763|XP_017082820.1|DEUG
OG0000730	LOC119081281|XP_037045937.1|BCOP	LOC108103906|XP_017065144.1|DEUG, LOC108111468|XP_017076432.1|DEUG
OG0000731	LOC119071760|XP_037032699.1|BCOP	LOC108108134|XP_017071544.1|DEUG, LOC108112333|XP_017077650.1|DEUG
OG0000732	LOC119081475|XP_037046368.1|BCOP	LOC108114189|XP_017080488.1|DEUG, LOC108114188|XP_017080486.1|DEUG
OG0000733	LOC119081060|XP_037045670.1|BCOP	LOC108115945|XP_017083070.1|DEUG, LOC108108015|XP_017071360.1|DEUG
OG0000734	LOC119080046|XP_037044143.1|BCOP	LOC108117606|XP_017085618.1|DEUG, LOC108108068|XP_017071434.1|DEUG
OG0000735	LOC119083131|XP_037048665.1|BCOP	LOC108104440|XP_017065989.1|DEUG, LOC108110844|XP_017075577.1|DEUG
OG0000736	LOC119078601|XP_037042085.1|BCOP	LOC108110540|XP_017075110.1|DEUG, LOC108110541|XP_017075112.1|DEUG
OG0000737	LOC119069714|XP_037029733.1|BCOP	LOC108106638|XP_017069331.1|DEUG
OG0000738	LOC119071595|XP_037032445.1|BCOP	LOC108118339|XP_017086462.1|DEUG, LOC108105767|XP_017067976.1|DEUG
OG0000739	LOC119080521|XP_037044826.1|BCOP	LOC108116175|XP_017083406.1|DEUG, LOC108116174|XP_017083403.1|DEUG
OG0000740	LOC119084094|XP_037049828.1|BCOP	LOC108110537|XP_017075111.1|DEUG
OG0000741	LOC119074818|XP_037037001.1|BCOP, LOC119076670|XP_037039459.1|BCOP	LOC108102917|XP_017063657.1|DEUG, LOC108111527|XP_017076537.1|DEUG
OG0000742	LOC119072457|XP_037033579.1|BCOP	LOC108109700|XP_017073815.1|DEUG, LOC108109715|XP_017073836.1|DEUG
OG0000743	LOC119075774|XP_037038222.1|BCOP	LOC108102832|XP_017063512.1|DEUG, LOC108112147|XP_017077383.1|DEUG
OG0000744	LOC119071070|XP_037031601.1|BCOP, LOC119066587|XP_037025039.1|BCOP	LOC108102417|XP_017062880.1|DEUG
OG0000744	LOC119072391|XP_037033495.1|BCOP, LOC119072390|XP_037033494.1|BCOP	LOC108112201|XP_017077504.1|DEUG
OG0000745	LOC119077588|XP_037040691.1|BCOP	LOC108108865|XP_017072571.1|DEUG, LOC108112741|XP_017078468.1|DEUG
OG0000746	LOC119071521|XP_037032289.1|BCOP, LOC119084193|XP_037049965.1|BCOP	LOC108109130|XP_017073016.1|DEUG, LOC108109131|XP_017073017.1|DEUG
OG0000747	LOC119071913|XP_037032930.1|BCOP	LOC108116783|XP_017084317.1|DEUG, LOC108116731|XP_017084237.1|DEUG
OG0000748	LOC119067557|XP_037026516.1|BCOP	LOC108110603|XP_017075190.1|DEUG, LOC108102460|XP_017062957.1|DEUG
OG0000749	LOC119067451|XP_037026330.1|BCOP	LOC108110155|XP_017074566.1|DEUG, LOC108117199|XP_017084993.1|DEUG, LOC108116292|XP_017083570.1|DEUG, LOC108116532|XP_017083960.1|DEUG, LOC108116531|XP_017083959.1|DEUG, LOC108113828|XP_017080026.1|DEUG, LOC108115755|XP_017082813.1|DEUG, LOC108115754|XP_017082812.1|DEUG, LOC108116669|XP_017084153.1|DEUG, LOC108117254|XP_017085093.1|DEUG, LOC108117253|XP_017085092.1|DEUG
OG0000753	LOC119081088|XP_037045727.1|BCOP	LOC108111821|XP_017076918.1|DEUG, LOC108108286|XP_017071778.1|DEUG
OG0000754	LOC119080422|XP_037044658.1|BCOP	LOC108103468|XP_017064455.1|DEUG, LOC108102941|XP_017063699.1|DEUG
OG0000755	LOC119070065|XP_037030253.1|BCOP	LOC108116810|XP_017084347.1|DEUG, LOC108116811|XP_017084348.1|DEUG
OG0000756	LOC119069805|XP_037029857.1|BCOP	LOC108113705|XP_017079873.1|DEUG
OG0000756	LOC119069813|XP_037029868.1|BCOP	LOC108113701|XP_017079867.1|DEUG
OG0000757	LOC119081608|XP_037046545.1|BCOP	LOC108107777|XP_017070961.1|DEUG
OG0000758	LOC119080295|XP_037044462.1|BCOP, LOC119073870|XP_037035636.1|BCOP	LOC108114719|XP_017081309.1|DEUG, LOC108114694|XP_017081279.1|DEUG
OG0000759	LOC119078818|XP_037042423.1|BCOP	LOC108108222|XP_017071678.1|DEUG, LOC108108236|XP_017071692.1|DEUG
OG0000760	LOC119074093|XP_037035947.1|BCOP	LOC108113340|XP_017079389.1|DEUG
OG0000761	LOC119082602|XP_037048054.1|BCOP	LOC108111088|XP_017075913.1|DEUG, LOC108110915|XP_017075672.1|DEUG
OG0000762	LOC119076339|XP_037038927.1|BCOP	LOC108106188|XP_017068601.1|DEUG
OG0000762	LOC119078534|XP_037041996.1|BCOP	LOC108110597|XP_017075184.1|DEUG
OG0000763	LOC119070925|XP_037031362.1|BCOP	LOC108115442|XP_017082367.1|DEUG, LOC108115433|XP_017082359.1|DEUG
OG0000764	LOC119074476|XP_037036512.1|BCOP	LOC108115594|XP_017082597.1|DEUG
OG0000765	LOC119066365|XP_037024682.1|BCOP	LOC108102787|XP_017063437.1|DEUG, LOC108118528|XP_017086764.1|DEUG
OG0000766	LOC119067516|XP_037026432.1|BCOP	LOC108110590|XP_017075176.1|DEUG, LOC108105457|XP_017067544.1|DEUG
OG0000767	LOC119079320|XP_037043010.1|BCOP	LOC108115233|XP_017082079.1|DEUG, LOC108108782|XP_017072442.1|DEUG
OG0000768	LOC119074908|XP_037037150.1|BCOP	LOC108114684|XP_017081265.1|DEUG
OG0000769	LOC119084810|XP_037050774.1|BCOP	LOC108113698|XP_017079863.1|DEUG, LOC108117719|XP_017085767.1|DEUG
OG0000771	LOC119085304|XP_037051547.1|BCOP, LOC119070582|XP_037030885.1|BCOP, LOC119070583|XP_037030886.1|BCOP	LOC108108167|XP_017071596.1|DEUG, LOC108108156|XP_017071578.1|DEUG
OG0000772	LOC119078461|XP_037041893.1|BCOP, LOC119085562|XP_037051890.1|BCOP, LOC119069554|XP_037029530.1|BCOP	LOC108107296|XP_017070241.1|DEUG, LOC108112712|XP_017078427.1|DEUG
OG0000778	LOC119067498|XP_037026398.1|BCOP	LOC108108047|XP_017071410.1|DEUG, LOC108117455|XP_017085359.1|DEUG
OG0000779	LOC119072148|XP_037033186.1|BCOP, LOC119070336|XP_037030511.1|BCOP	LOC108118383|XP_017086547.1|DEUG
OG0000780	LOC119069133|XP_037028934.1|BCOP, LOC119074652|XP_037036825.1|BCOP, LOC119067816|XP_037026870.1|BCOP, LOC119075273|XP_037037562.1|BCOP	LOC108104863|XP_017066674.1|DEUG
OG0000781	LOC119067818|XP_037026875.1|BCOP	LOC108103425|XP_017064381.1|DEUG, LOC108116732|XP_017084238.1|DEUG
OG0000782	LOC119085853|XP_037052258.1|BCOP	LOC108114382|XP_017080829.1|DEUG, LOC108118358|XP_017086514.1|DEUG
OG0000783	LOC119074637|XP_037036808.1|BCOP	LOC108108199|XP_017071640.1|DEUG, LOC108103269|XP_017064170.1|DEUG
OG0000784	LOC119083273|XP_037048859.1|BCOP	LOC108114067|XP_017080311.1|DEUG, LOC108105383|XP_017067416.1|DEUG
OG0000785	LOC119071481|XP_037032226.1|BCOP	LOC108115949|XP_017083073.1|DEUG, LOC108116076|XP_017083283.1|DEUG, LOC108115872|XP_017082992.1|DEUG
OG0000786	LOC119083249|XP_037048807.1|BCOP	LOC108109101|XP_017072978.1|DEUG
OG0000786	LOC119067170|XP_037025869.1|BCOP	LOC108110197|XP_017074650.1|DEUG
OG0000787	LOC119073161|XP_037034357.1|BCOP, LOC119073160|XP_037034356.1|BCOP	LOC108114165|XP_017080446.1|DEUG, LOC108103918|XP_017065156.1|DEUG
OG0000788	LOC119081625|XP_037046569.1|BCOP	LOC108103061|XP_017063880.1|DEUG, LOC108102730|XP_017063366.1|DEUG
OG0000789	LOC119085993|XP_037052459.1|BCOP	LOC108102470|XP_017062968.1|DEUG, LOC108102487|XP_017062988.1|DEUG
OG0000791	LOC119069590|XP_037029575.1|BCOP	LOC108113587|XP_017079722.1|DEUG, LOC108116032|XP_017083210.1|DEUG
OG0000792	LOC119084707|XP_037050684.1|BCOP, LOC119072704|XP_037033871.1|BCOP	LOC108111217|XP_017076110.1|DEUG
OG0000793	LOC119076761|XP_037039614.1|BCOP, LOC119068736|XP_037028329.1|BCOP	LOC108117185|XP_017084966.1|DEUG, LOC108103150|XP_017064013.1|DEUG
OG0000794	LOC119082300|XP_037047679.1|BCOP, LOC119066181|XP_037024381.1|BCOP, LOC119082299|XP_037047678.1|BCOP	LOC108102562|XP_017063125.1|DEUG, LOC108109732|XP_017073869.1|DEUG
OG0000795	LOC119084406|XP_037050268.1|BCOP	LOC108110146|XP_017074549.1|DEUG, LOC108111570|XP_017076582.1|DEUG
OG0000796	LOC119084327|XP_037050152.1|BCOP	LOC108109415|XP_017073405.1|DEUG, LOC108111881|XP_017077000.1|DEUG
OG0000797	LOC119076167|XP_037038747.1|BCOP	LOC108109914|XP_017074211.1|DEUG, LOC108109927|XP_017074219.1|DEUG
OG0000798	LOC119071212|XP_037031903.1|BCOP	LOC108114915|XP_017081588.1|DEUG, LOC108114912|XP_017081580.1|DEUG
OG0000799	LOC119074621|XP_037036780.1|BCOP	LOC108111730|XP_017076772.1|DEUG, LOC108103224|XP_017064112.1|DEUG
OG0000800	LOC119080459|XP_037044724.1|BCOP, LOC119066846|XP_037025409.1|BCOP, LOC119066057|XP_037024177.1|BCOP	LOC108114145|XP_017080416.1|DEUG
OG0000801	LOC119071073|XP_037031606.1|BCOP	LOC108112149|XP_017077386.1|DEUG, LOC108113322|XP_017079365.1|DEUG
OG0000802	LOC119081430|XP_037046246.1|BCOP, LOC119084813|XP_037050780.1|BCOP, LOC119070483|XP_037030768.1|BCOP	LOC108103199|XP_017064077.1|DEUG, LOC108103205|XP_017064084.1|DEUG
OG0000803	LOC119075633|XP_037038009.1|BCOP	LOC108110884|XP_017075631.1|DEUG, LOC108108171|XP_017071602.1|DEUG
OG0000804	LOC119071673|XP_037032547.1|BCOP	LOC108106808|XP_017069544.1|DEUG, LOC108116139|XP_017083358.1|DEUG
OG0000805	LOC119076350|XP_037038942.1|BCOP	LOC108111910|XP_017077038.1|DEUG, LOC108112026|XP_017077259.1|DEUG
OG0000811	LOC119084745|XP_037050710.1|BCOP, LOC119072707|XP_037033872.1|BCOP	LOC108112639|XP_017078238.1|DEUG
OG0000812	LOC119083724|XP_037049416.1|BCOP	LOC108115215|XP_017082050.1|DEUG, LOC108104290|XP_017065753.1|DEUG
OG0000813	LOC119067956|XP_037027175.1|BCOP	LOC108112758|XP_017078503.1|DEUG
OG0000813	LOC119080286|XP_037044451.1|BCOP	LOC108111101|XP_017075931.1|DEUG
OG0000814	LOC119078943|XP_037042585.1|BCOP, LOC119069742|XP_037029776.1|BCOP, LOC119075556|XP_037037919.1|BCOP, LOC119085690|XP_037052031.1|BCOP, LOC119070575|XP_037030881.1|BCOP, LOC119084670|XP_037050642.1|BCOP, LOC119066154|XP_037024353.1|BCOP, LOC119078433|XP_037041841.1|BCOP, LOC119078432|XP_037041840.1|BCOP, LOC119075461|XP_037037800.1|BCOP, LOC119082399|XP_037047825.1|BCOP, LOC119077705|XP_037040876.1|BCOP, LOC119077703|XP_037040874.1|BCOP, LOC119077704|XP_037040875.1|BCOP, LOC119074417|XP_037036441.1|BCOP, LOC119079959|XP_037043966.1|BCOP, LOC119073096|XP_037034309.1|BCOP	LOC108103476|XP_017064507.1|DEUG
OG0000815	LOC119082603|XP_037048059.1|BCOP, LOC119080426|XP_037044671.1|BCOP	LOC108102669|XP_017063299.1|DEUG
OG0000816	LOC119070839|XP_037031244.1|BCOP	LOC108111835|XP_017076929.1|DEUG, LOC108115160|XP_017081960.1|DEUG
OG0000818	LOC119075904|XP_037038375.1|BCOP	LOC108105507|XP_017067620.1|DEUG, LOC108104078|XP_017065462.1|DEUG
OG0000819	LOC119068462|XP_037027949.1|BCOP	LOC108117429|XP_017085336.1|DEUG, LOC108117415|XP_017085316.1|DEUG
OG0000820	LOC119072983|XP_037034198.1|BCOP	LOC108103772|XP_017064889.1|DEUG
OG0000821	LOC119083527|XP_037049139.1|BCOP	LOC108116832|XP_017084372.1|DEUG, LOC108113378|XP_017079436.1|DEUG
OG0000822	LOC119074660|XP_037036836.1|BCOP	LOC108108461|XP_017072004.1|DEUG, LOC108106093|XP_017068440.1|DEUG
OG0000824	LOC119069942|XP_037030062.1|BCOP	LOC108104034|XP_017065358.1|DEUG
OG0000830	LOC119081667|XP_037046645.1|BCOP, LOC119066986|XP_037025607.1|BCOP, LOC119081668|XP_037046646.1|BCOP, LOC119081676|XP_037046656.1|BCOP	LOC108105074|XP_017066986.1|DEUG
OG0000831	LOC119068183|XP_037027573.1|BCOP, LOC119068182|XP_037027572.1|BCOP, LOC119081077|XP_037045715.1|BCOP, LOC119069201|XP_037029057.1|BCOP, LOC119068184|XP_037027574.1|BCOP, LOC119068185|XP_037027575.1|BCOP	LOC108108187|XP_017071622.1|DEUG
OG0000832	LOC119081551|XP_037046469.1|BCOP	LOC108113369|XP_017079425.1|DEUG, LOC108114845|XP_017081480.1|DEUG
OG0000836	LOC119085395|XP_037051689.1|BCOP	LOC108114767|XP_017081368.1|DEUG, LOC108110784|XP_017075493.1|DEUG
