Orthogroup	DERE.longest_only	DPSE.longest_only
OG0000244	LOC6552557|XP_001979895.1|DERE, LOC6552614|XP_001979894.1|DERE	LOC4801624|XP_001358683.2|DPSE
OG0000244	LOC6552610|XP_001979890.1|DERE	LOC6897282|XP_002137442.3|DPSE, LOC6897281|XP_002137441.2|DPSE
OG0000246	LOC6548230|XP_026835825.1|DERE	LOC4804096|XP_001360714.4|DPSE
OG0000247	LOC6544591|XP_001972511.1|DERE, LOC6544476|XP_001972510.1|DERE	LOC4813130|XP_002134835.2|DPSE, LOC4813124|XP_002134836.2|DPSE, LOC6900444|XP_033238714.1|DPSE
OG0000248	LOC6546282|XP_026833059.1|DERE	LOC4813216|XP_001353442.3|DPSE
OG0000248	LOC6546283|XP_001972907.1|DERE	LOC4813642|XP_001353443.1|DPSE
OG0000248	LOC6548819|XP_001975604.1|DERE	LOC4803973|XP_001360610.3|DPSE
OG0000249	LOC6541894|XP_001970259.1|DERE	LOC4816954|XP_001356610.1|DPSE
OG0000249	LOC6542688|XP_001970260.1|DERE	LOC4817054|XP_033235668.1|DPSE
OG0000249	LOC6541935|XP_001970261.1|DERE	LOC4817053|XP_001356608.2|DPSE
OG0000250	LOC6541190|XP_001969696.1|DERE	LOC6902470|XP_002133015.1|DPSE
OG0000250	LOC6542152|XP_026834041.1|DERE	LOC4816651|XP_001355902.1|DPSE
OG0000250	LOC6542277|XP_001969695.1|DERE	LOC4816428|XP_001355900.2|DPSE
OG0000251	LOC6550350|XP_015010759.1|DERE	LOC4815596|XP_001355481.3|DPSE
OG0000251	LOC6548093|XP_001976599.3|DERE	LOC4805604|XP_001361981.3|DPSE
OG0000251	LOC26526064|XP_015014213.1|DERE	LOC4812701|XP_015044137.2|DPSE
OG0000252	LOC6548156|XP_001975119.1|DERE	LOC4805249|XP_001361681.4|DPSE
OG0000252	LOC6548154|XP_001975117.1|DERE	LOC117183753|XP_033234708.1|DPSE
OG0000252	LOC6548155|XP_001975118.1|DERE	LOC4805248|XP_001361680.2|DPSE
OG0000253	LOC6546575|XP_001974674.1|DERE, LOC6546573|XP_001974672.1|DERE	LOC4804806|XP_001361307.2|DPSE
OG0000253	LOC6547028|XP_001974670.1|DERE, LOC6547029|XP_026836720.1|DERE	LOC4804808|XP_001361309.3|DPSE
OG0000254	LOC6555301|XP_001982322.2|DERE, LOC6555300|XP_001982321.2|DERE	LOC4801462|XP_033233166.1|DPSE, LOC6897220|XP_002137392.2|DPSE
OG0000255	LOC6546886|XP_001975967.1|DERE	LOC4803685|XP_001360362.1|DPSE
OG0000255	LOC6546887|XP_001975968.2|DERE	LOC4803683|XP_001360361.3|DPSE
OG0000256	LOC6547191|XP_001974738.1|DERE	LOC6898212|XP_002138279.2|DPSE
OG0000256	LOC6547193|XP_001974740.2|DERE	LOC4803621|XP_001360310.3|DPSE
OG0000257	LOC6548009|XP_001976472.1|DERE	LOC4803393|XP_001357527.2|DPSE
OG0000258	LOC6542887|XP_001970657.1|DERE	LOC6903489|XP_002132368.2|DPSE
OG0000258	LOC6542697|XP_026835074.1|DERE	LOC6896859|XP_002137050.2|DPSE
OG0000258	LOC6542771|XP_001970656.1|DERE	LOC6900544|XP_002134928.2|DPSE
OG0000259	LOC6541943|XP_001969258.2|DERE, LOC6541887|XP_001969259.2|DERE	LOC4816168|XP_033237034.1|DPSE
OG0000260	LOC6541331|XP_001970473.1|DERE	LOC4803591|XP_001360292.2|DPSE
OG0000260	LOC6554839|XP_001981995.1|DERE	LOC6897484|XP_002137633.2|DPSE
OG0000260	LOC6543140|XP_026834057.1|DERE	LOC4803594|XP_001360293.2|DPSE
OG0000261	LOC6540674|XP_001968786.1|DERE, LOC6540625|XP_001968784.1|DERE	LOC6903061|XP_033235985.1|DPSE
OG0000261	LOC6540676|XP_001968785.2|DERE	LOC117184047|XP_033235983.1|DPSE
OG0000262	LOC6545073|XP_001972107.1|DERE	LOC4814152|XP_001354221.2|DPSE
OG0000262	LOC6545072|XP_001972106.2|DERE	LOC6900950|XP_002134651.2|DPSE
OG0000262	LOC6546615|XP_001975831.1|DERE	LOC4804040|XP_001360667.2|DPSE
OG0000263	LOC6546686|XP_015011602.2|DERE	LOC4804268|XP_001360850.4|DPSE
OG0000263	LOC6544914|XP_001972091.1|DERE	LOC4813749|XP_001353826.3|DPSE
OG0000264	LOC6549668|XP_026837820.1|DERE	LOC4814957|XP_001354675.3|DPSE
OG0000264	LOC6549667|XP_026837591.1|DERE	LOC6903699|XP_033238568.1|DPSE
OG0000264	LOC6554921|XP_001981126.1|DERE	LOC6896671|XP_033241760.1|DPSE
OG0000265	LOC6545428|XP_026832183.1|DERE, LOC6556115|XP_026836587.1|DERE, LOC6556117|XP_026836577.1|DERE, LOC6548146|XP_001975220.3|DERE, LOC6544669|XP_001972006.2|DERE	LOC26533489|XP_033240601.1|DPSE, LOC26532572|XP_015043605.2|DPSE
OG0000266	LOC26526401|XP_015015500.2|DERE	LOC26534101|XP_015036958.2|DPSE
OG0000266	LOC6547023|XP_001974665.1|DERE	LOC6898654|XP_002138659.1|DPSE
OG0000266	LOC6547025|XP_001974667.1|DERE	LOC15382870|XP_004444303.1|DPSE
OG0000267	LOC6555286|XP_001981202.1|DERE	LOC4800389|XP_001357674.3|DPSE
OG0000267	LOC6555287|XP_001981203.1|DERE	LOC4800390|XP_033234321.1|DPSE
OG0000268	LOC6552701|XP_001979020.1|DERE	LOC4801921|XP_001358939.1|DPSE
OG0000268	LOC6552700|XP_026839875.1|DERE	LOC4801922|XP_015037460.2|DPSE
OG0000269	LOC6554521|XP_001982158.1|DERE	LOC4801222|XP_001358345.3|DPSE
OG0000269	LOC6554845|XP_001982009.2|DERE	LOC4802171|XP_033232396.1|DPSE
OG0000270	LOC6547864|XP_001976443.3|DERE	LOC6898515|XP_033233829.1|DPSE
OG0000271	LOC6543518|XP_001969499.1|DERE	LOC4817872|XP_001357188.1|DPSE
OG0000271	LOC26526366|XP_026836936.1|DERE	LOC15382901|XP_004444271.2|DPSE
OG0000271	LOC6546770|XP_001975527.1|DERE	LOC4803358|XP_001360108.4|DPSE
OG0000272	LOC6544119|XP_026833800.1|DERE	LOC6900405|XP_033239375.1|DPSE
OG0000272	LOC6555876|XP_026838983.1|DERE	LOC4811801|XP_015044228.2|DPSE
OG0000273	LOC26526099|XP_015010442.1|DERE, LOC6553105|XP_001980100.2|DERE	LOC6897647|XP_002137790.3|DPSE
OG0000273	LOC6541495|XP_001969952.1|DERE	LOC6902569|XP_002133097.1|DPSE
OG0000273	LOC6553579|XP_001979250.1|DERE	LOC6897763|XP_003736800.3|DPSE
OG0000274	LOC6549077|XP_001975596.1|DERE, LOC6549076|XP_001975595.1|DERE	LOC6897269|XP_002137429.2|DPSE, LOC6897287|XP_002137447.2|DPSE, LOC4803982|XP_001360617.3|DPSE
OG0000277	LOC6553996|XP_026839855.1|DERE	LOC4800970|XP_033232696.1|DPSE
OG0000277	LOC6554391|XP_001982363.1|DERE	LOC4800969|XP_001358151.2|DPSE
OG0000279	LOC6545735|XP_001971629.1|DERE	LOC4812730|XP_001353109.3|DPSE
OG0000279	LOC6545734|XP_001971628.1|DERE	LOC6900325|XP_002135646.2|DPSE
OG0000280	LOC6545331|XP_001973339.1|DERE	LOC4812040|XP_001352944.3|DPSE
OG0000280	LOC6545330|XP_001973338.2|DERE	LOC4812240|XP_001352945.4|DPSE
OG0000280	LOC6545500|XP_001973340.1|DERE	LOC6900262|XP_002135591.3|DPSE
OG0000281	LOC6545448|XP_001972131.1|DERE	LOC4812514|XP_001352852.2|DPSE
OG0000281	LOC6550369|XP_001977866.1|DERE	LOC4814446|XP_033239823.1|DPSE
OG0000281	LOC6550410|XP_026838119.1|DERE	LOC4815170|XP_001355124.3|DPSE
OG0000282	LOC6543563|XP_001971823.1|DERE	LOC4813095|XP_033241089.1|DPSE
OG0000282	LOC6543562|XP_015013816.1|DERE	LOC6900613|XP_033241083.1|DPSE
OG0000283	LOC6555061|XP_001981603.1|DERE	LOC4801127|XP_015037041.1|DPSE
OG0000284	LOC6543100|XP_026834275.1|DERE	LOC4816625|XP_001356182.3|DPSE
OG0000284	LOC6542591|XP_026835148.1|DERE	LOC4816281|XP_033235930.1|DPSE
OG0000285	LOC6547109|XP_001974750.1|DERE	LOC4804056|XP_001360677.2|DPSE
OG0000285	LOC6547110|XP_001974751.1|DERE	LOC4804058|XP_001360679.3|DPSE
OG0000286	LOC6540743|XP_001969546.1|DERE	LOC4816402|XP_001356217.2|DPSE
OG0000286	LOC6540949|XP_001969549.1|DERE	LOC4816639|XP_001356222.2|DPSE
OG0000286	LOC6540770|XP_001969545.2|DERE	LOC4816634|XP_001356221.2|DPSE
OG0000287	LOC6550024|XP_001977490.2|DERE	LOC4815584|XP_033241077.1|DPSE
OG0000287	LOC6550021|XP_001977487.1|DERE	LOC4815812|XP_033241078.1|DPSE
OG0000287	LOC6550022|XP_001977488.1|DERE	LOC6902196|XP_002133723.2|DPSE
OG0000288	LOC6542933|XP_001969603.2|DERE	LOC6903430|XP_002132309.2|DPSE, LOC6903431|XP_002132310.3|DPSE
OG0000288	LOC6541580|XP_001969606.1|DERE, LOC6541400|XP_001969607.1|DERE	LOC6903432|XP_002132311.2|DPSE
OG0000289	LOC6543704|XP_026832685.1|DERE	LOC6900049|XP_002135413.3|DPSE
OG0000289	LOC6543739|XP_026833353.1|DERE	LOC6900064|XP_002135428.3|DPSE
OG0000289	LOC6543703|XP_026833505.1|DERE	LOC4812126|XP_033239936.1|DPSE
OG0000290	LOC26526437|XP_015015507.1|DERE	LOC6898420|XP_033234595.1|DPSE
OG0000290	LOC6543281|XP_001969057.1|DERE	LOC4804225|XP_033234594.1|DPSE
OG0000290	LOC6542141|XP_001969056.1|DERE	LOC6898421|XP_033233390.1|DPSE
OG0000292	LOC6546746|XP_001974539.1|DERE	LOC4804683|XP_001361204.1|DPSE
OG0000292	LOC6545379|XP_001972586.1|DERE	LOC6900831|XP_002135189.1|DPSE
OG0000293	LOC6554173|XP_001982115.1|DERE	LOC6896817|XP_002137020.2|DPSE
OG0000293	LOC6543255|XP_001969917.1|DERE	LOC4816408|XP_001356068.4|DPSE
OG0000294	LOC6543266|XP_026834080.1|DERE	LOC4816326|XP_033235567.1|DPSE
OG0000294	LOC6551177|XP_026838820.1|DERE	LOC6901693|XP_033240484.1|DPSE
OG0000295	LOC6549134|XP_026836175.1|DERE	LOC4803989|XP_001360622.3|DPSE
OG0000295	LOC6554588|XP_001981544.3|DERE	LOC6897089|XP_002137273.2|DPSE
OG0000296	LOC6548586|XP_026838685.1|DERE	LOC6903392|XP_002132271.2|DPSE
OG0000296	LOC6545137|XP_001971003.2|DERE	LOC4811989|XP_001352490.4|DPSE
OG0000296	LOC6550768|XP_001976750.1|DERE	LOC4814998|XP_001354646.1|DPSE
OG0000297	LOC6543276|XP_001970468.1|DERE, LOC6542357|XP_001970467.1|DERE	LOC6898146|XP_002138224.2|DPSE, LOC4803600|XP_001360296.4|DPSE
OG0000298	LOC6550760|XP_026837834.1|DERE	LOC4815646|XP_001355655.1|DPSE
OG0000298	LOC6550759|XP_001976796.1|DERE	LOC6903582|XP_002132450.1|DPSE
OG0000298	LOC6553083|XP_001979078.1|DERE	LOC6902685|XP_002133200.3|DPSE
OG0000299	LOC6552753|XP_026835061.1|DERE	LOC4801277|XP_033233198.1|DPSE
OG0000299	LOC113563703|XP_026839621.1|DERE	LOC117183220|XP_033233213.1|DPSE
OG0000299	LOC6552755|XP_001980293.1|DERE	LOC4801278|XP_001358398.3|DPSE
OG0000300	LOC26526901|XP_015014358.1|DERE	LOC26532098|XP_033237386.1|DPSE
OG0000300	LOC6546348|XP_015013996.1|DERE	LOC4813853|XP_033239121.1|DPSE
OG0000300	LOC6546349|XP_001972896.2|DERE	LOC4813186|XP_001353951.3|DPSE
OG0000301	LOC6555853|XP_001982716.1|DERE	LOC117184349|XP_033237256.1|DPSE
OG0000301	LOC6541875|XP_001970181.1|DERE	LOC4817295|XP_001356463.1|DPSE
OG0000302	LOC6543602|XP_026833828.1|DERE	LOC4813644|XP_001354079.2|DPSE
OG0000302	LOC6543619|XP_001973605.1|DERE	LOC4813218|XP_001354080.2|DPSE
OG0000303	LOC6544449|XP_001972435.1|DERE	LOC4812221|XP_001352787.2|DPSE
OG0000303	LOC26526676|XP_015011471.1|DERE	LOC26532636|XP_015042225.2|DPSE
OG0000303	LOC26526197|XP_015015466.1|DERE	LOC6902978|XP_002132704.2|DPSE
OG0000304	LOC6554737|XP_001981072.2|DERE	LOC6897050|XP_002137234.2|DPSE
OG0000304	LOC6554739|XP_026831735.1|DERE	LOC6897051|XP_002137235.2|DPSE
OG0000305	LOC6544562|XP_001973096.1|DERE	LOC4813541|XP_033237375.1|DPSE
OG0000305	LOC6544559|XP_001973093.3|DERE	LOC6900344|XP_033239977.1|DPSE
OG0000306	LOC6547877|XP_001976353.1|DERE	LOC4803725|XP_001360398.2|DPSE
OG0000306	LOC6551523|XP_001977166.2|DERE	LOC6901320|XP_002134021.1|DPSE
OG0000307	LOC6551965|XP_015010252.1|DERE	LOC6897965|XP_002138064.4|DPSE
OG0000307	LOC6554356|XP_026832001.1|DERE	LOC6897092|XP_033233062.1|DPSE
OG0000308	LOC6541893|XP_001969291.1|DERE	LOC4817912|XP_001357252.1|DPSE, LOC6903371|XP_002132253.2|DPSE
OG0000308	LOC6553745|XP_001980363.1|DERE, LOC6553743|XP_001980361.1|DERE	LOC6897153|XP_003736488.2|DPSE
OG0000308	LOC26526555|XP_015015529.1|DERE	LOC6903381|XP_002132263.1|DPSE
OG0000309	LOC6551970|XP_001980655.2|DERE, LOC6551975|XP_001980660.1|DERE, LOC6551974|XP_001980659.1|DERE	LOC6897977|XP_002138076.2|DPSE, LOC6897978|XP_002138077.2|DPSE, LOC4803229|XP_001360005.1|DPSE
OG0000310	LOC6550871|XP_026837987.1|DERE	LOC6898326|XP_015039526.2|DPSE, LOC6901217|XP_002133918.2|DPSE
OG0000311	LOC6554796|XP_001982227.2|DERE	LOC4800935|XP_001358122.3|DPSE
OG0000311	LOC6553652|XP_001979386.3|DERE	LOC4800898|XP_001358092.3|DPSE
OG0000311	LOC6549783|XP_026837464.1|DERE	LOC4815061|XP_001355037.2|DPSE
OG0000312	LOC6543375|XP_001969294.2|DERE	LOC6903368|XP_033235618.1|DPSE
OG0000312	LOC6542907|XP_026835001.1|DERE	LOC4817262|XP_015036102.2|DPSE
OG0000313	LOC6541763|XP_001969218.1|DERE	LOC6903376|XP_015035319.2|DPSE
OG0000313	LOC6540890|XP_001969558.1|DERE	LOC6903759|XP_033235956.1|DPSE, LOC6904117|XP_033235957.1|DPSE, LOC6902709|XP_033235145.1|DPSE
OG0000314	LOC6540991|XP_026834226.1|DERE	LOC6902567|XP_015036663.2|DPSE, LOC6902568|XP_033235397.1|DPSE
OG0000315	LOC6542055|XP_001968578.1|DERE, LOC6546879|XP_026836861.1|DERE, LOC6542174|XP_026834681.1|DERE	LOC6902834|XP_002132570.3|DPSE
OG0000316	LOC6547237|XP_001974755.1|DERE	LOC4804060|XP_001360681.3|DPSE
OG0000316	LOC6547236|XP_001974754.1|DERE	LOC6898349|XP_002138402.2|DPSE, LOC4804059|XP_001360680.2|DPSE
OG0000319	LOC6551810|XP_001980579.1|DERE, LOC6551828|XP_001980589.1|DERE, LOC6551811|XP_001980580.2|DERE	LOC26532861|XP_033232774.1|DPSE, LOC4803148|XP_001359938.3|DPSE
OG0000320	LOC6551773|XP_001980642.2|DERE	LOC4802112|XP_001359093.3|DPSE
OG0000320	LOC6542388|XP_001968653.1|DERE	LOC4817805|XP_001357113.2|DPSE
OG0000320	LOC6553384|XP_001980201.1|DERE	LOC6897290|XP_015037340.2|DPSE
OG0000321	LOC6542704|XP_001969804.1|DERE	LOC4817559|XP_001356966.4|DPSE
OG0000321	LOC6540944|XP_001969805.1|DERE	LOC4817558|XP_001356965.3|DPSE
OG0000322	LOC6553127|XP_001980072.1|DERE, LOC6555729|XP_026838878.1|DERE	LOC6902088|XP_033239953.1|DPSE
OG0000322	LOC6551711|XP_026837676.1|DERE	LOC6902175|XP_033240800.1|DPSE
OG0000323	LOC6543162|XP_001969586.2|DERE	LOC4816406|XP_001356250.2|DPSE
OG0000323	LOC6554972|XP_026839756.1|DERE	LOC6897337|XP_002137490.2|DPSE
OG0000323	LOC6554971|XP_026839682.1|DERE	LOC4801777|XP_001358816.1|DPSE
OG0000324	LOC6549548|XP_001975754.1|DERE	LOC4804386|XP_001360957.3|DPSE
OG0000325	LOC6544993|XP_001973285.1|DERE	LOC4812079|XP_001352912.1|DPSE
OG0000325	LOC6544995|XP_001973287.1|DERE	LOC4812298|XP_001352914.1|DPSE
OG0000327	LOC6541164|XP_001970615.2|DERE	LOC4804916|XP_001361401.4|DPSE
OG0000327	LOC6541825|XP_001970616.1|DERE	LOC4804918|XP_001361402.4|DPSE
OG0000327	LOC6541106|XP_001970617.1|DERE	LOC4804917|XP_001361403.3|DPSE
OG0000328	LOC6548254|XP_001976619.2|DERE	LOC4805588|XP_033233550.1|DPSE
OG0000328	LOC6546183|XP_001972276.1|DERE	LOC4812892|XP_001353773.3|DPSE
OG0000328	LOC6546182|XP_001972275.1|DERE	LOC4812891|XP_001353772.4|DPSE
OG0000329	LOC6540844|XP_001970046.1|DERE	LOC4816136|XP_001355793.2|DPSE
OG0000331	LOC6541107|XP_026834568.1|DERE	LOC117183910|XP_033235261.1|DPSE, LOC26533173|XP_033235255.1|DPSE, LOC6902481|XP_033235262.1|DPSE, LOC6902478|XP_015036555.2|DPSE, LOC6902482|XP_002133027.3|DPSE
OG0000331	LOC6542639|XP_026834567.1|DERE	LOC4816736|XP_001355921.3|DPSE
OG0000332	LOC6543380|XP_001969483.1|DERE	LOC6901932|XP_002133466.3|DPSE
OG0000332	LOC6550374|XP_001977855.1|DERE	LOC4815127|XP_033240065.1|DPSE
OG0000333	LOC6546503|XP_001972269.1|DERE	LOC4813862|XP_001353768.3|DPSE
OG0000333	LOC6546464|XP_001971336.1|DERE	LOC4812753|XP_001353869.1|DPSE
OG0000334	LOC6550690|XP_001978015.1|DERE	LOC4811785|XP_001352353.1|DPSE
OG0000334	LOC6548002|XP_001975281.1|DERE	LOC4804189|XP_001360791.2|DPSE
OG0000335	LOC6549308|XP_001974230.1|DERE	LOC4816217|XP_001355821.2|DPSE
OG0000335	LOC6549307|XP_001974229.1|DERE	LOC4816216|XP_001355820.4|DPSE
OG0000336	LOC6554017|XP_026839688.1|DERE	LOC4802852|XP_001359687.3|DPSE
OG0000336	LOC6554824|XP_001981805.1|DERE	LOC6897568|XP_002137713.4|DPSE
OG0000336	LOC6554823|XP_001981804.2|DERE	LOC4802340|XP_033234442.1|DPSE
OG0000337	LOC6545329|XP_001973337.1|DERE	LOC6900260|XP_002135589.2|DPSE, LOC6900263|XP_015044032.1|DPSE
OG0000337	LOC6555516|XP_001982674.1|DERE	LOC6900380|XP_002134773.2|DPSE
OG0000337	LOC6543656|XP_001972956.1|DERE	LOC4813029|XP_001353805.2|DPSE
OG0000338	LOC6545423|XP_026833396.1|DERE	LOC6900118|XP_015043836.2|DPSE
OG0000338	LOC6541880|XP_015015371.1|DERE	LOC4804206|XP_033233731.1|DPSE
OG0000339	LOC6544746|XP_001973208.1|DERE	LOC6900475|XP_002134865.2|DPSE
OG0000339	LOC6544747|XP_001973209.1|DERE	LOC6900144|XP_002135484.2|DPSE, LOC6900476|XP_002134866.2|DPSE, LOC6900143|XP_002135483.1|DPSE
OG0000340	LOC6546748|XP_026836935.1|DERE	LOC6898612|XP_002138617.2|DPSE
OG0000341	LOC6544460|XP_001973114.1|DERE, LOC6544463|XP_001973117.3|DERE	LOC6900339|XP_033239067.1|DPSE, LOC4813572|XP_001353614.2|DPSE
OG0000341	LOC6544467|XP_001973121.1|DERE, LOC6544465|XP_001973119.1|DERE	LOC4812968|XP_001353131.2|DPSE
OG0000342	LOC6550507|XP_001977972.1|DERE	LOC6903397|XP_002132276.1|DPSE, LOC4814783|XP_001355106.2|DPSE
OG0000342	LOC6548071|XP_026836299.1|DERE	LOC6899056|XP_002138981.1|DPSE
OG0000343	LOC6552539|XP_001980835.1|DERE, LOC6552308|XP_001980833.2|DERE	LOC4800599|XP_001357845.3|DPSE
OG0000344	LOC6546557|XP_001974571.1|DERE	LOC6898900|XP_002138870.1|DPSE
OG0000344	LOC6554188|XP_026831512.1|DERE	LOC4800262|XP_015038742.2|DPSE
OG0000345	LOC6542450|XP_001970556.1|DERE	LOC4805005|XP_001361475.1|DPSE
OG0000345	LOC6549529|XP_015012480.2|DERE	LOC6898583|XP_015040086.2|DPSE
OG0000346	LOC6548932|XP_001975532.1|DERE, LOC6548931|XP_001975531.1|DERE	LOC4803362|XP_001360105.3|DPSE
OG0000347	LOC6544677|XP_001972013.1|DERE	LOC4812114|XP_001352723.2|DPSE
OG0000347	LOC6543128|XP_026834037.1|DERE	LOC4817618|XP_015036377.1|DPSE
OG0000348	LOC6542740|XP_001968431.1|DERE	LOC4816341|XP_001355982.3|DPSE
OG0000348	LOC6543484|XP_001968698.3|DERE	LOC4817695|XP_001357077.3|DPSE
OG0000349	LOC6549117|XP_001974189.1|DERE	LOC4816365|XP_001356112.2|DPSE, LOC6901757|XP_033238691.1|DPSE, LOC117184562|XP_033238692.1|DPSE, LOC117184265|XP_033236925.1|DPSE, LOC6902615|XP_033236918.1|DPSE, LOC6902613|XP_033236922.1|DPSE, LOC6903865|XP_033236915.1|DPSE
OG0000350	LOC6544378|XP_001972467.2|DERE	LOC117184479|XP_033238170.1|DPSE
OG0000350	LOC6544377|XP_001972466.1|DERE	LOC4813254|XP_033238168.1|DPSE
OG0000350	LOC6555043|XP_026837186.1|DERE	LOC6897056|XP_002137240.3|DPSE
OG0000351	LOC6548288|XP_001975114.1|DERE	LOC4805246|XP_001361678.3|DPSE
OG0000351	LOC6548287|XP_001975113.1|DERE	LOC4805245|XP_001361677.3|DPSE
OG0000353	LOC6552898|XP_001980981.1|DERE	LOC4801811|XP_001358845.1|DPSE
OG0000353	LOC6540677|XP_001968873.2|DERE	LOC4817945|XP_001357204.2|DPSE
OG0000354	LOC6541026|XP_001968386.1|DERE	LOC4816841|XP_001356631.2|DPSE
OG0000354	LOC6541906|XP_026835080.1|DERE	LOC4817041|XP_001356627.4|DPSE
OG0000355	LOC6542516|XP_001970521.1|DERE	LOC4804351|XP_001360924.2|DPSE
OG0000355	LOC6542864|XP_001970797.2|DERE	LOC4804849|XP_001361343.3|DPSE, LOC6898675|XP_002138680.2|DPSE
OG0000356	LOC6549266|XP_026836544.1|DERE	LOC4817331|XP_001356665.3|DPSE
OG0000356	LOC6549236|XP_001974343.2|DERE	LOC4816868|XP_001356663.2|DPSE
OG0000358	LOC6553771|XP_001979438.1|DERE	LOC6897362|XP_002137515.2|DPSE
OG0000358	LOC6553715|XP_001979426.1|DERE	LOC6897368|XP_002137521.1|DPSE
OG0000359	LOC6544462|XP_026833054.1|DERE	LOC4813553|XP_001353132.2|DPSE, LOC6900593|XP_033240841.1|DPSE
OG0000359	LOC6544466|XP_001973120.3|DERE	LOC4813174|XP_001353130.2|DPSE
OG0000360	LOC6554985|XP_001981828.2|DERE, LOC6554987|XP_001981830.1|DERE, LOC6554988|XP_001981831.2|DERE, LOC6554986|XP_001981829.2|DERE	LOC4802351|XP_001359284.2|DPSE
OG0000361	LOC6552329|XP_001979788.2|DERE, LOC6553077|XP_001979072.1|DERE	LOC6902756|XP_002133268.2|DPSE
OG0000361	LOC113564062|XP_026834307.1|DERE, LOC6541092|XP_001969684.1|DERE	LOC4816455|XP_015036545.2|DPSE
OG0000362	LOC6555885|XP_001982687.1|DERE	LOC4811758|XP_001352329.1|DPSE
OG0000362	LOC6544260|XP_026832810.1|DERE	LOC4813437|XP_001353378.1|DPSE
OG0000363	LOC6554700|XP_015008975.1|DERE	LOC6897597|XP_033241884.1|DPSE
OG0000363	LOC6543693|XP_026832427.1|DERE	LOC6900901|XP_033240760.1|DPSE
OG0000365	LOC6547737|XP_001974951.1|DERE	LOC6898484|XP_002138526.3|DPSE
OG0000365	LOC6543411|XP_001969897.2|DERE	LOC6899816|XP_002135718.3|DPSE
OG0000366	LOC6551424|XP_026838791.1|DERE	LOC4815236|XP_033239445.1|DPSE
OG0000366	LOC6554311|XP_026831436.1|DERE	LOC4802650|XP_033236276.1|DPSE
OG0000367	LOC6546079|XP_026833637.1|DERE	LOC4813290|XP_001353717.2|DPSE
OG0000367	LOC6547428|XP_001974807.2|DERE	LOC6898114|XP_033233883.1|DPSE
OG0000368	LOC6544726|XP_015013197.1|DERE	LOC4812913|XP_015043305.1|DPSE
OG0000368	LOC6544727|XP_001972411.1|DERE	LOC4813333|XP_001353907.2|DPSE
OG0000370	LOC6544981|XP_001971549.1|DERE	LOC4812481|XP_001352913.3|DPSE
OG0000370	LOC113564307|XP_026836569.1|DERE	LOC6898262|XP_002138328.2|DPSE
OG0000371	LOC6551390|XP_001977235.1|DERE	LOC4814486|XP_001354859.2|DPSE
OG0000371	LOC6547140|XP_001976115.1|DERE	LOC4804730|XP_001361244.3|DPSE
OG0000371	LOC6554197|XP_001981463.3|DERE	LOC4801313|XP_001358429.3|DPSE
OG0000372	LOC26526519|XP_015014294.1|DERE	LOC4816180|XP_001355736.4|DPSE
OG0000373	LOC6547383|XP_026836189.1|DERE	LOC4804951|XP_001361432.4|DPSE
OG0000374	LOC6545513|XP_026832187.1|DERE	LOC6903020|XP_015036185.2|DPSE
OG0000375	LOC6543972|XP_001972206.1|DERE, LOC6544630|XP_026832424.1|DERE	LOC4812692|XP_001353075.3|DPSE, LOC4812693|XP_001353076.2|DPSE
OG0000376	LOC6551611|XP_026837375.1|DERE	LOC6899893|XP_002132196.1|DPSE, LOC6901971|XP_002133505.1|DPSE
OG0000377	LOC6551301|XP_001978400.3|DERE	LOC4815330|XP_001354682.4|DPSE
OG0000377	LOC6552778|XP_001979963.1|DERE	LOC26532961|XP_015038960.2|DPSE
OG0000378	LOC6546662|XP_001974574.1|DERE	LOC4805369|XP_001361780.1|DPSE
OG0000378	LOC6551554|XP_001978502.1|DERE	LOC4816031|XP_001355272.3|DPSE
OG0000379	LOC6541593|XP_026834595.1|DERE	LOC4804130|XP_001360736.3|DPSE
OG0000379	LOC6542039|XP_026834544.1|DERE	LOC6898378|XP_002138431.2|DPSE
OG0000379	LOC6542428|XP_001970581.1|DERE	LOC4803645|XP_001360329.2|DPSE
OG0000380	LOC6549180|XP_001975741.1|DERE	LOC6898812|XP_002138786.2|DPSE
OG0000380	LOC6545076|XP_001972110.1|DERE	LOC4814156|XP_001354223.1|DPSE
OG0000381	LOC6542777|XP_001970503.1|DERE	LOC6902654|XP_002133170.2|DPSE
OG0000381	LOC6542268|XP_026834987.1|DERE	LOC4816132|XP_033237037.1|DPSE
OG0000382	LOC6544104|XP_001973759.1|DERE	LOC6899927|XP_015043537.2|DPSE, LOC6899889|XP_002132197.2|DPSE, LOC117183290|XP_033232589.1|DPSE, LOC117183289|XP_033232580.1|DPSE, LOC117183288|XP_033232577.1|DPSE, LOC6896659|XP_002136875.3|DPSE
OG0000383	LOC6541604|XP_026834924.1|DERE	LOC4817398|XP_001356620.1|DPSE
OG0000383	LOC6547628|XP_001976263.1|DERE	LOC4816794|XP_001356532.4|DPSE
OG0000384	LOC6546857|XP_001976053.1|DERE	LOC4803908|XP_001360552.2|DPSE
OG0000384	LOC113564313|XP_026836612.1|DERE	LOC4803906|XP_001360550.3|DPSE
OG0000385	LOC6550911|XP_026838256.1|DERE	LOC4815013|XP_015041789.2|DPSE
OG0000385	LOC6550912|XP_026838253.1|DERE	LOC6901555|XP_033238724.1|DPSE
