Orthogroup	DERE.longest_only	DBIA.longest_only
OG0001086	LOC6551951|XP_001980705.1|DERE	LOC108031172|XP_016959881.1|DBIA
OG0001086	LOC6548122|XP_001976536.1|DERE	LOC108026537|XP_016952974.1|DBIA
OG0001087	LOC6541276|XP_026834873.1|DERE	LOC108034016|XP_016964239.1|DBIA
OG0001087	LOC6541801|XP_026834006.1|DERE	LOC108033872|XP_016964003.1|DBIA
OG0001088	LOC6545473|XP_001971585.1|DERE	LOC108030787|XP_016959355.1|DBIA
OG0001089	LOC6543830|XP_026832275.1|DERE	LOC108035611|XP_016966785.1|DBIA
OG0001090	LOC6546232|XP_001971791.3|DERE	LOC108035682|XP_016966882.1|DBIA
OG0001092	LOC6542602|XP_001968937.1|DERE	LOC108029282|XP_016956970.1|DBIA
OG0001093	LOC6543506|XP_001969516.1|DERE	LOC108032377|XP_016961687.1|DBIA
OG0001094	LOC6543515|XP_026834869.1|DERE	LOC108034147|XP_016964435.1|DBIA, LOC108033427|XP_016963239.1|DBIA
OG0001095	LOC6547331|XP_001974791.1|DERE	LOC108036587|XP_016968332.1|DBIA
OG0001096	LOC6549228|XP_001974353.1|DERE	LOC108034072|XP_016964320.1|DBIA
OG0001097	LOC113564597|XP_026838609.1|DERE	LOC108021860|XP_016946138.1|DBIA
OG0001097	LOC26526510|XP_026838608.1|DERE	LOC108026758|XP_016953387.1|DBIA
OG0001098	LOC6544571|XP_026832795.1|DERE	LOC108030595|XP_016959063.1|DBIA
OG0001099	LOC6546179|XP_026833536.1|DERE	LOC108028764|XP_016956228.1|DBIA
OG0001100	LOC26526295|XP_026839310.1|DERE	LOC108030487|XP_016958857.1|DBIA
OG0001101	LOC6548229|XP_026835824.1|DERE	LOC108022546|XP_016947019.1|DBIA
OG0001102	LOC6545871|XP_001972722.3|DERE	LOC108035360|XP_016966447.1|DBIA
OG0001103	LOC6552618|XP_001979864.1|DERE	LOC108023404|XP_016948347.1|DBIA
OG0001104	LOC6546833|XP_015011601.1|DERE	LOC108022836|XP_016947495.1|DBIA
OG0001105	LOC6546892|XP_001975973.1|DERE	LOC108024099|XP_016949364.1|DBIA
OG0001106	LOC6555877|XP_015008636.1|DERE	LOC108024899|XP_016950537.1|DBIA
OG0001108	LOC6554790|XP_001981987.1|DERE	LOC108025971|XP_016952153.1|DBIA
OG0001108	LOC6554838|XP_001981994.1|DERE	LOC108026061|XP_016952245.1|DBIA
OG0001109	LOC6549551|XP_001975639.1|DERE	LOC108022097|XP_016946429.1|DBIA
OG0001109	LOC6549552|XP_026836298.1|DERE	LOC108022098|XP_016946430.1|DBIA
OG0001110	LOC6551056|XP_001978300.1|DERE	LOC108033019|XP_016962635.1|DBIA
OG0001110	LOC6544289|XP_001973717.1|DERE	LOC108030843|XP_016959467.1|DBIA
OG0001111	LOC6547537|XP_001976303.1|DERE	LOC108026555|XP_016952995.1|DBIA
OG0001111	LOC6547536|XP_026836454.1|DERE, LOC6547535|XP_026836503.1|DERE	LOC108026509|XP_016952944.1|DBIA
OG0001112	LOC6547690|XP_001976370.1|DERE	LOC108022227|XP_016946574.1|DBIA
OG0001113	LOC26526204|XP_015015471.1|DERE	LOC108032719|XP_016962189.1|DBIA
OG0001113	LOC6541977|XP_001969016.1|DERE	LOC108032721|XP_016962191.1|DBIA
OG0001114	LOC6543176|XP_001969910.1|DERE	LOC108033470|XP_016963295.1|DBIA
OG0001114	LOC6542998|XP_001969911.1|DERE	LOC108033462|XP_016963287.1|DBIA
OG0001115	LOC26526176|XP_015012756.2|DERE	LOC108034347|XP_016964721.1|DBIA
OG0001115	LOC6549177|XP_001974366.2|DERE	LOC108033429|XP_016963241.1|DBIA
OG0001115	LOC6549178|XP_001974367.2|DERE	LOC108034346|XP_016964718.1|DBIA
OG0001116	LOC6543428|XP_001969062.1|DERE	LOC108022539|XP_016947006.1|DBIA
OG0001118	LOC6550617|XP_001978002.2|DERE	LOC108025727|XP_016951793.1|DBIA
OG0001119	LOC6544440|XP_001973810.2|DERE	LOC108035862|XP_016967097.1|DBIA
OG0001120	LOC6554756|XP_015009336.1|DERE	LOC108032108|XP_016961427.1|DBIA
OG0001122	LOC6543862|XP_001971089.1|DERE	LOC108030625|XP_016959120.1|DBIA
OG0001124	LOC6556243|XP_001983074.2|DERE, LOC6552358|XP_026839828.1|DERE, LOC113564848|XP_026839556.1|DERE	LOC108025347|XP_016951292.1|DBIA
OG0001125	LOC6553716|XP_001979427.2|DERE	LOC108032185|XP_016961529.1|DBIA
OG0001126	LOC6544675|XP_026832254.1|DERE	LOC108028240|XP_016955393.1|DBIA
OG0001127	LOC6544379|XP_001972468.1|DERE	LOC108034433|XP_016964807.1|DBIA
OG0001128	LOC6546950|XP_001974600.2|DERE	LOC108022996|XP_016947714.1|DBIA
OG0001129	LOC6540722|XP_026834707.1|DERE	LOC108021913|XP_016946225.1|DBIA
OG0001130	LOC6540989|XP_001969367.1|DERE	LOC108035315|XP_016966382.1|DBIA
OG0001130	LOC26526775|XP_026839374.1|DERE, LOC113564709|XP_026839384.1|DERE	LOC108024771|XP_016950412.1|DBIA
OG0001131	LOC6555851|XP_026839285.1|DERE	LOC108035984|XP_016967317.1|DBIA
OG0001133	LOC6549041|XP_026835641.1|DERE	LOC108033813|XP_016963923.1|DBIA
OG0001134	LOC6547384|XP_026836227.1|DERE	LOC108026831|XP_016953491.1|DBIA
OG0001135	LOC6552839|XP_001979872.1|DERE	LOC108031327|XP_016960066.1|DBIA
OG0001136	LOC6552418|XP_026839613.1|DERE	LOC108031335|XP_016960077.1|DBIA
OG0001137	LOC6552901|XP_026836196.1|DERE	LOC108031025|XP_016959714.1|DBIA
OG0001138	LOC6545499|XP_001971101.1|DERE	LOC108029097|XP_016956681.1|DBIA
OG0001139	LOC6545017|XP_001972607.3|DERE	LOC108028099|XP_016955233.1|DBIA, LOC108036641|XP_016968443.1|DBIA, LOC108036682|XP_016968452.1|DBIA, LOC108036828|XP_016968662.1|DBIA
OG0001140	LOC6554892|XP_001982247.1|DERE	LOC108032014|XP_016961307.1|DBIA
OG0001140	LOC26526238|XP_026839356.1|DERE	LOC108033752|XP_016964233.1|DBIA
OG0001141	LOC6553447|XP_001979374.1|DERE	LOC108031047|XP_016959737.1|DBIA, LOC108032218|XP_016961569.1|DBIA
OG0001142	LOC6553527|XP_001979402.1|DERE	LOC108031045|XP_016959735.1|DBIA
OG0001143	LOC6540581|XP_001968897.1|DERE	LOC108029070|XP_016956631.1|DBIA
OG0001144	LOC6553415|XP_001979267.1|DERE	LOC108031230|XP_016959954.1|DBIA
OG0001144	LOC6548311|XP_001975324.2|DERE	LOC108036512|XP_016968205.1|DBIA
OG0001145	LOC6542654|XP_001969169.1|DERE	LOC108036186|XP_016967666.1|DBIA
OG0001146	LOC6541609|XP_026834974.1|DERE	LOC108032398|XP_016961707.1|DBIA
OG0001146	LOC6551736|XP_001978607.1|DERE	LOC108023930|XP_016949104.1|DBIA
OG0001147	LOC6546396|XP_026832757.1|DERE, LOC6546355|XP_001972887.2|DERE, LOC113563855|XP_026832180.1|DERE	LOC108027974|XP_016955088.1|DBIA
OG0001148	LOC6542365|XP_001968594.1|DERE	LOC108029245|XP_016956929.1|DBIA, LOC108029247|XP_016956930.1|DBIA
OG0001149	LOC6546148|XP_026832204.1|DERE	LOC108028005|XP_016955122.1|DBIA
OG0001149	LOC6544073|XP_001971432.1|DERE	LOC108028719|XP_016956166.1|DBIA
OG0001150	LOC6549316|XP_001974487.1|DERE	LOC108026727|XP_016953327.1|DBIA
OG0001151	LOC6554081|XP_001979519.2|DERE	LOC108032188|XP_016961533.1|DBIA, LOC108032187|XP_016961532.1|DBIA
OG0001151	LOC6554080|XP_001979518.1|DERE	LOC108032194|XP_016961538.1|DBIA
OG0001152	LOC6542854|XP_001969392.1|DERE	LOC108027075|XP_016953778.1|DBIA
OG0001153	LOC6548015|XP_026836900.1|DERE	LOC108026889|XP_016953582.1|DBIA
OG0001154	LOC6542013|XP_015014406.1|DERE	LOC108034834|XP_016965442.1|DBIA
OG0001155	LOC6551547|XP_001978458.1|DERE	LOC108023631|XP_016948733.1|DBIA
OG0001157	LOC6553654|XP_001980303.1|DERE	LOC108024110|XP_016949380.1|DBIA
OG0001158	LOC6540730|XP_026834891.1|DERE	LOC108034152|XP_016964440.1|DBIA
OG0001159	LOC6554771|XP_001981357.3|DERE	LOC108026209|XP_016952507.1|DBIA
OG0001160	LOC6553578|XP_001979249.1|DERE	LOC108031492|XP_016960474.1|DBIA
OG0001161	LOC6552623|XP_015010212.1|DERE	LOC108031325|XP_016960062.1|DBIA
OG0001162	LOC6551798|XP_001980811.1|DERE	LOC108024735|XP_016950320.1|DBIA
OG0001163	LOC6553611|XP_026832768.1|DERE	LOC108031575|XP_016960622.1|DBIA
OG0001164	LOC6555406|XP_001982326.1|DERE	LOC108031431|XP_016960331.1|DBIA
OG0001165	LOC6547899|XP_001976393.1|DERE	LOC108022478|XP_016946918.1|DBIA
OG0001166	LOC6546499|XP_015013652.1|DERE	LOC108034502|XP_016964909.1|DBIA
OG0001166	LOC6546493|XP_001971279.2|DERE, LOC113563696|XP_026832703.1|DERE	LOC108034501|XP_016964895.1|DBIA
OG0001167	LOC6542973|XP_026835168.1|DERE	LOC108022176|XP_016946512.1|DBIA
OG0001168	LOC6547045|XP_001974634.1|DERE	LOC108030228|XP_016958507.1|DBIA
OG0001169	LOC6550146|XP_001977543.1|DERE	LOC108033198|XP_016962933.1|DBIA
OG0001170	LOC6554520|XP_001982157.1|DERE	LOC108024718|XP_016950298.1|DBIA
OG0001171	LOC6544784|XP_015013395.1|DERE	LOC108029333|XP_016957018.1|DBIA
OG0001172	LOC6548218|XP_001975076.1|DERE	LOC108022456|XP_016946853.1|DBIA
OG0001173	LOC6554295|XP_001981063.1|DERE	LOC108023855|XP_016948991.1|DBIA
OG0001174	LOC6545211|XP_026832299.1|DERE, LOC6556363|XP_026832301.1|DERE	LOC108028277|XP_016955470.1|DBIA
OG0001174	LOC6545210|XP_001972101.1|DERE	LOC108028523|XP_016955895.1|DBIA
OG0001175	LOC6546762|XP_001974552.1|DERE	LOC108023107|XP_016947862.1|DBIA
OG0001176	LOC6549417|XP_001975650.1|DERE	LOC108036220|XP_016967701.1|DBIA
OG0001177	LOC6549398|XP_026836077.1|DERE	LOC108033344|XP_016963136.1|DBIA
OG0001178	LOC6547609|XP_001974969.2|DERE	LOC108022948|XP_016947653.1|DBIA
OG0001179	LOC6546862|XP_001976058.1|DERE	LOC108030181|XP_016958416.1|DBIA
OG0001180	LOC6555868|XP_026839017.1|DERE	LOC108024915|XP_016950603.1|DBIA
OG0001181	LOC6544519|XP_001973059.1|DERE	LOC108030664|XP_016959177.1|DBIA
OG0001182	LOC6554438|XP_015009316.1|DERE	LOC108024650|XP_016950197.1|DBIA
OG0001183	LOC6554014|XP_026831973.1|DERE	LOC108026249|XP_016952581.1|DBIA
OG0001184	LOC6551748|XP_001979698.3|DERE	LOC108024793|XP_016950404.1|DBIA
OG0001185	LOC6553169|XP_026833348.1|DERE	LOC108030946|XP_016959634.1|DBIA
OG0001185	LOC113563928|XP_026833309.1|DERE	LOC108031371|XP_016960179.1|DBIA
OG0001186	LOC6553429|XP_001979235.1|DERE	LOC108027198|XP_016953994.1|DBIA
OG0001187	LOC6549073|XP_026835657.1|DERE	LOC108022866|XP_016947533.1|DBIA
OG0001188	LOC6546714|XP_001975875.1|DERE	LOC108029644|XP_016957542.1|DBIA
OG0001189	LOC6547324|XP_001976331.1|DERE	LOC108023037|XP_016947767.1|DBIA
OG0001190	LOC6549983|XP_026837292.1|DERE	LOC108033393|XP_016963204.1|DBIA
OG0001191	LOC6542368|XP_001969283.2|DERE	LOC108032794|XP_016962288.1|DBIA
OG0001192	LOC6542870|XP_001970075.2|DERE	LOC108033368|XP_016963172.1|DBIA
OG0001193	LOC6553452|XP_026838909.1|DERE	LOC108032209|XP_016961558.1|DBIA
OG0001194	LOC6555802|XP_026838946.1|DERE, LOC6555807|XP_015008775.1|DERE	LOC108023567|XP_016948647.1|DBIA
OG0001195	LOC6542351|XP_001970484.2|DERE	LOC108029787|XP_016957786.1|DBIA
OG0001196	LOC6550586|XP_026837451.1|DERE	LOC108030953|XP_016959641.1|DBIA, LOC108025850|XP_016952003.1|DBIA
OG0001197	LOC6554589|XP_001981545.1|DERE	LOC108024368|XP_016949761.1|DBIA
OG0001197	LOC6554910|XP_001982232.1|DERE	LOC108032256|XP_016961609.1|DBIA
OG0001198	LOC6555424|XP_001982343.1|DERE	LOC108032238|XP_016961591.1|DBIA
OG0001200	LOC6549572|XP_026836334.1|DERE	LOC108033621|XP_016963483.1|DBIA
OG0001201	LOC6554821|XP_001981802.1|DERE	LOC108026346|XP_016952740.1|DBIA
OG0001202	LOC6549979|XP_001978752.1|DERE	LOC108027181|XP_016953965.1|DBIA
OG0001203	LOC6555832|XP_001982698.1|DERE	LOC108036025|XP_016967445.1|DBIA
OG0001204	LOC6540728|XP_001969571.1|DERE	LOC108032662|XP_016962112.1|DBIA
OG0001205	LOC6552812|XP_001978943.2|DERE	LOC108027289|XP_016954168.1|DBIA
OG0001206	LOC6553695|XP_026831638.1|DERE	LOC108031508|XP_016960506.1|DBIA
OG0001207	LOC6549664|XP_026837731.1|DERE	LOC108023955|XP_016949148.1|DBIA
OG0001208	LOC6551453|XP_001977278.2|DERE	LOC108027557|XP_016954518.1|DBIA
OG0001209	LOC6553710|XP_026831674.1|DERE	LOC108025654|XP_016951685.1|DBIA
OG0001210	LOC6550627|XP_001978166.2|DERE	LOC108025896|XP_016952067.1|DBIA
OG0001211	LOC6553417|XP_026831495.1|DERE	LOC108027348|XP_016954256.1|DBIA
OG0001212	LOC6550867|XP_001978227.1|DERE	LOC108024031|XP_016949290.1|DBIA
OG0001213	LOC6552120|XP_001979727.1|DERE	LOC108025518|XP_016951528.1|DBIA
OG0001214	LOC6554916|XP_001982238.1|DERE	LOC108032004|XP_016961291.1|DBIA
OG0001215	LOC6552713|XP_026831440.1|DERE	LOC108027342|XP_016954243.1|DBIA
OG0001216	LOC6552772|XP_001979957.2|DERE	LOC108024651|XP_016950199.1|DBIA
OG0001217	LOC6548324|XP_001973939.2|DERE	LOC108034371|XP_016964747.1|DBIA
OG0001218	LOC6554519|XP_001982156.1|DERE	LOC108024411|XP_016949816.1|DBIA
OG0001220	LOC6543155|XP_001970651.1|DERE	LOC108029895|XP_016957873.1|DBIA
OG0001221	LOC6547787|XP_026836644.1|DERE	LOC108022848|XP_016947509.1|DBIA
OG0001222	LOC6555040|XP_026831439.1|DERE	LOC108024795|XP_016950402.1|DBIA
OG0001223	LOC6541021|XP_001970869.3|DERE	LOC108035983|XP_016967358.1|DBIA
OG0001224	LOC6548498|XP_001975311.1|DERE	LOC108036228|XP_016967728.1|DBIA
OG0001225	LOC6543112|XP_026834471.1|DERE	LOC108030210|XP_016958459.1|DBIA
OG0001226	LOC6547174|XP_001976091.1|DERE	LOC108022587|XP_016947103.1|DBIA
OG0001227	LOC6541093|XP_015014849.1|DERE	LOC108033453|XP_016963276.1|DBIA
OG0001228	LOC113564521|XP_026837926.1|DERE	LOC108032986|XP_016962553.1|DBIA
OG0001229	LOC6541715|XP_026838627.1|DERE	LOC108032733|XP_016962206.1|DBIA
OG0001230	LOC6548529|XP_001975369.1|DERE	LOC108036481|XP_016968151.1|DBIA
OG0001231	LOC6548545|XP_001973923.1|DERE	LOC108030491|XP_016958866.1|DBIA
OG0001232	LOC6541378|XP_001970225.1|DERE	LOC108036703|XP_016968486.1|DBIA
OG0001233	LOC6541493|XP_026835028.1|DERE	LOC108033321|XP_016963089.1|DBIA
OG0001234	LOC6548779|XP_001975434.1|DERE	LOC108036538|XP_016968251.1|DBIA
OG0001235	LOC6540819|XP_001968183.1|DERE	LOC108029136|XP_016956748.1|DBIA
OG0001236	LOC6545231|XP_001973465.3|DERE	LOC108028394|XP_016955696.1|DBIA
OG0001237	LOC6553936|XP_026839887.1|DERE	LOC108031349|XP_016960103.1|DBIA
OG0001238	LOC6554410|XP_026838513.1|DERE	LOC108025285|XP_016951151.1|DBIA
OG0001239	LOC6553742|XP_001980360.2|DERE	LOC108031735|XP_016960906.1|DBIA
OG0001240	LOC6554398|XP_026839734.1|DERE	LOC108025555|XP_016951578.1|DBIA
OG0001241	LOC6546818|XP_001975928.1|DERE	LOC108022337|XP_016946688.1|DBIA
OG0001242	LOC6550330|XP_026838219.1|DERE	LOC108025769|XP_016951855.1|DBIA
OG0001243	LOC6545346|XP_015012980.1|DERE	LOC108030861|XP_016959493.1|DBIA
OG0001244	LOC6552764|XP_001979949.1|DERE	LOC108024371|XP_016949763.1|DBIA
OG0001245	LOC6553773|XP_001979440.2|DERE	LOC108031044|XP_016959734.1|DBIA
OG0001246	LOC6548132|XP_001976509.1|DERE	LOC108026538|XP_016952975.1|DBIA
OG0001247	LOC26526228|XP_015015475.1|DERE	LOC108036882|XP_016968746.1|DBIA
OG0001248	LOC6545475|XP_001971587.1|DERE	LOC108031009|XP_016959701.1|DBIA
OG0001249	LOC6551192|XP_001977026.1|DERE	LOC108036325|XP_016967831.1|DBIA
OG0001251	LOC6553279|XP_026831633.1|DERE	LOC108027280|XP_016954146.1|DBIA
OG0001251	LOC6553283|XP_001979201.1|DERE	LOC108027147|XP_016953856.1|DBIA
OG0001252	LOC6555165|XP_001981421.2|DERE, LOC6555095|XP_026833415.1|DERE	LOC108024277|XP_016949664.1|DBIA
OG0001253	LOC6546837|XP_026836068.1|DERE	LOC108022220|XP_016946563.1|DBIA
OG0001254	LOC6547736|XP_001974950.2|DERE	LOC108022377|XP_016946747.1|DBIA
OG0001254	LOC113564264|XP_026836033.1|DERE	LOC108022074|XP_016946408.1|DBIA
OG0001255	LOC6542980|XP_001970630.1|DERE	LOC108030239|XP_016958532.1|DBIA
OG0001256	LOC6548578|XP_001976683.2|DERE	LOC108022371|XP_016946741.1|DBIA
OG0001257	LOC6555838|XP_026839144.1|DERE	LOC108035914|XP_016967189.1|DBIA
OG0001258	LOC6552916|XP_001980979.1|DERE	LOC108031944|XP_016961213.1|DBIA
OG0001259	LOC6555762|XP_001982668.1|DERE	LOC108023590|XP_016948681.1|DBIA
OG0001260	LOC6551952|XP_001980706.1|DERE	LOC108031595|XP_016960660.1|DBIA
OG0001261	LOC6549872|XP_001978653.2|DERE	LOC108027609|XP_016954619.1|DBIA
OG0001262	LOC6543849|XP_001972350.3|DERE	LOC108028296|XP_016955506.1|DBIA
OG0001263	LOC6554157|XP_026839561.1|DERE	LOC108031993|XP_016961276.1|DBIA
OG0001264	LOC6541322|XP_001968615.2|DERE	LOC108029105|XP_016956698.1|DBIA
OG0001265	LOC6555689|XP_015008807.1|DERE	LOC108023490|XP_016948503.1|DBIA
OG0001266	LOC6548086|XP_001975202.2|DERE	LOC108026878|XP_016953559.1|DBIA
OG0001267	LOC6555281|XP_015008835.1|DERE	LOC108031938|XP_016961207.1|DBIA
OG0001268	LOC6551837|XP_001979634.1|DERE	LOC108023797|XP_016948929.1|DBIA
OG0001269	LOC6546997|XP_001976039.1|DERE	LOC108030084|XP_016958211.1|DBIA
OG0001270	LOC6552687|XP_001978950.1|DERE	LOC108027243|XP_016954082.1|DBIA
OG0001271	LOC6542309|XP_001969101.1|DERE	LOC108022814|XP_016947440.1|DBIA
OG0001272	LOC6545961|XP_026832486.1|DERE	LOC108035327|XP_016966390.1|DBIA
OG0001273	LOC6552245|XP_026839525.1|DERE	LOC108024444|XP_016949850.1|DBIA
OG0001274	LOC6545550|XP_001973389.1|DERE	LOC108028472|XP_016955823.1|DBIA
OG0001275	LOC6550628|XP_015011303.1|DERE	LOC108025826|XP_016951968.1|DBIA
OG0001276	LOC6546447|XP_001971816.1|DERE	LOC108035463|XP_016966598.1|DBIA
OG0001277	LOC6546365|XP_001971326.1|DERE	LOC108034695|XP_016965124.1|DBIA
OG0001278	LOC6543976|XP_001972210.1|DERE	LOC108034932|XP_016965679.1|DBIA
OG0001279	LOC6545644|XP_001972165.1|DERE	LOC108028182|XP_016955335.1|DBIA
OG0001280	LOC6544826|XP_026832479.1|DERE	LOC108029516|XP_016957307.1|DBIA
OG0001281	LOC6546026|XP_001971211.2|DERE	LOC108035485|XP_016966625.1|DBIA
OG0001282	LOC6541864|XP_026835270.1|DERE, LOC113564235|XP_026835624.1|DERE	LOC108027763|XP_016954810.1|DBIA
OG0001283	LOC6548769|XP_001975424.1|DERE	LOC108036218|XP_016967699.1|DBIA
OG0001284	LOC6541564|XP_001970923.1|DERE	LOC108027603|XP_016954616.1|DBIA, LOC108027594|XP_016954604.1|DBIA
OG0001285	LOC6545081|XP_001971036.1|DERE	LOC108030815|XP_016959408.1|DBIA
OG0001286	LOC6548746|XP_001974103.1|DERE	LOC108034295|XP_016964646.1|DBIA
OG0001287	LOC6553174|XP_001980010.1|DERE	LOC108032255|XP_016961608.1|DBIA
OG0001288	LOC6542539|XP_001968211.1|DERE	LOC108029194|XP_016956859.1|DBIA
OG0001289	LOC6548956|XP_026836394.1|DERE	LOC108033279|XP_016963034.1|DBIA
OG0001290	LOC6541299|XP_026834189.1|DERE, LOC113564240|XP_026835632.1|DERE	LOC108028949|XP_016956458.1|DBIA
OG0001291	LOC6547993|XP_001976495.1|DERE	LOC108026738|XP_016953347.1|DBIA
OG0001292	LOC6548308|XP_026837047.1|DERE	LOC108036368|XP_016967939.1|DBIA
OG0001293	LOC6550994|XP_001976870.1|DERE	LOC108021971|XP_016946297.1|DBIA
OG0001294	LOC6551990|XP_026832086.1|DERE	LOC108024763|XP_016950365.1|DBIA
OG0001295	LOC6550653|XP_001978043.1|DERE	LOC108033190|XP_016962921.1|DBIA
OG0001296	LOC113564239|XP_026835631.1|DERE, LOC6541458|XP_026834489.1|DERE	LOC108030486|XP_016958856.1|DBIA
OG0001297	LOC6554487|XP_001981932.1|DERE	LOC108031742|XP_016960926.1|DBIA
OG0001298	LOC6553334|XP_001979307.1|DERE	LOC108027437|XP_016954374.1|DBIA
OG0001299	LOC6544268|XP_001971954.1|DERE	LOC108035390|XP_016966491.1|DBIA
OG0001300	LOC6551784|XP_001980597.1|DERE	LOC108024842|XP_016950469.1|DBIA
OG0001301	LOC6542841|XP_001970076.1|DERE	LOC108033378|XP_016963187.1|DBIA
OG0001302	LOC6547451|XP_026836566.1|DERE	LOC108029755|XP_016957741.1|DBIA
OG0001303	LOC6556244|XP_026839555.1|DERE, LOC6552357|XP_001979821.1|DERE, LOC6552355|XP_001979819.1|DERE	LOC108025344|XP_016951277.1|DBIA
OG0001304	LOC6549513|XP_026836132.1|DERE	LOC108030192|XP_016958433.1|DBIA
OG0001305	LOC6552686|XP_026835679.1|DERE	LOC108027314|XP_016954198.1|DBIA
OG0001306	LOC6552486|XP_001979835.1|DERE	LOC108025565|XP_016951585.1|DBIA
OG0001307	LOC6545096|XP_015013259.1|DERE	LOC108028380|XP_016955665.1|DBIA
OG0001308	LOC6555528|XP_026837276.1|DERE	LOC108023519|XP_016948555.1|DBIA
OG0001309	LOC6553357|XP_001980186.1|DERE	LOC108024074|XP_016949338.1|DBIA
OG0001310	LOC6550372|XP_001977853.1|DERE	LOC108024761|XP_016950358.1|DBIA
OG0001311	LOC6550257|XP_026838073.1|DERE	LOC108035769|XP_016966962.1|DBIA
OG0001312	LOC6543867|XP_001972343.1|DERE	LOC108028630|XP_016956040.1|DBIA
OG0001313	LOC6549055|XP_001975577.1|DERE	LOC108022998|XP_016947718.1|DBIA
OG0001314	LOC26526017|XP_015015431.1|DERE	LOC108032664|XP_016962113.1|DBIA
OG0001315	LOC6555559|XP_001982584.1|DERE	LOC108023281|XP_016948062.1|DBIA
OG0001316	LOC6547044|XP_001974633.1|DERE	LOC108030467|XP_016958853.1|DBIA
OG0001316	LOC113564260|XP_026836018.1|DERE	LOC108036191|XP_016967671.1|DBIA, LOC108036193|XP_016967672.1|DBIA
OG0001317	LOC6541183|XP_001968953.2|DERE	LOC108029209|XP_016956878.1|DBIA
OG0001318	LOC113564233|XP_026835622.1|DERE, LOC6541923|XP_001968497.1|DERE	LOC108027762|XP_016954809.1|DBIA
OG0001319	LOC6543459|XP_026834871.1|DERE	LOC108033356|XP_016963156.1|DBIA
OG0001319	LOC6543463|XP_001969528.1|DERE	LOC108033334|XP_016963108.1|DBIA
OG0001320	LOC6546847|XP_001975949.2|DERE	LOC108022094|XP_016946427.1|DBIA
OG0001321	LOC6547103|XP_001974744.1|DERE	LOC108029910|XP_016957891.1|DBIA
OG0001322	LOC6554010|XP_001980540.3|DERE	LOC108026027|XP_016952207.1|DBIA
OG0001322	LOC6552480|XP_001978917.1|DERE	LOC108032866|XP_016962355.1|DBIA
OG0001323	LOC6541565|XP_001968637.2|DERE	LOC108029026|XP_016956563.1|DBIA
OG0001324	LOC6549223|XP_001974457.1|DERE	LOC108033455|XP_016963281.1|DBIA
OG0001325	LOC6552848|XP_001980956.1|DERE	LOC108031081|XP_016959776.1|DBIA
OG0001325	LOC6552847|XP_001980955.1|DERE	LOC108031133|XP_016959835.1|DBIA
OG0001326	LOC6555294|XP_026839773.1|DERE	LOC108025465|XP_016951456.1|DBIA
OG0001328	LOC6550709|XP_026838036.1|DERE	LOC108025909|XP_016952082.1|DBIA
OG0001329	LOC6550002|XP_001977468.1|DERE	LOC108036877|XP_016968742.1|DBIA, LOC108024037|XP_016949300.1|DBIA
OG0001330	LOC6550582|XP_001978183.1|DERE	LOC108023908|XP_016949082.1|DBIA
OG0001331	LOC6555632|XP_001982516.1|DERE	LOC108023215|XP_016947974.1|DBIA
OG0001332	LOC6550077|XP_026837754.1|DERE	LOC108033169|XP_016962891.1|DBIA
OG0001333	LOC6542171|XP_001968537.2|DERE	LOC108035042|XP_016965903.1|DBIA
OG0001334	LOC6555347|XP_026839639.1|DERE	LOC108025452|XP_016951441.1|DBIA
OG0001335	LOC6553840|XP_026839811.1|DERE	LOC108031918|XP_016961179.1|DBIA
OG0001337	LOC6550059|XP_026838050.1|DERE	LOC108033081|XP_016962740.1|DBIA
OG0001338	LOC6548277|XP_001975259.1|DERE	LOC108022971|XP_016947685.1|DBIA
OG0001339	LOC6546591|XP_001975905.2|DERE	LOC108022704|XP_016947267.1|DBIA
OG0001340	LOC6544880|XP_001973840.2|DERE	LOC108036873|XP_016968739.1|DBIA
OG0001341	LOC6554548|XP_001981949.1|DERE	LOC108031650|XP_016960769.1|DBIA
OG0001342	LOC6554185|XP_001981261.1|DERE	LOC108025406|XP_016951373.1|DBIA
OG0001343	LOC6552718|XP_001979047.1|DERE	LOC108027128|XP_016953836.1|DBIA
OG0001344	LOC6554960|XP_026839874.1|DERE	LOC108025403|XP_016951368.1|DBIA
OG0001345	LOC6552044|XP_001980720.1|DERE	LOC108032178|XP_016961522.1|DBIA
OG0001346	LOC6552501|XP_001980856.2|DERE, LOC6552502|XP_026834514.1|DERE	LOC108032145|XP_016961475.1|DBIA
OG0001347	LOC6549692|XP_001978725.1|DERE	LOC108028892|XP_016956402.1|DBIA
OG0001348	LOC6550033|XP_001977499.1|DERE	LOC108033074|XP_016962732.1|DBIA
OG0001349	LOC6545659|XP_026833979.1|DERE	LOC108035499|XP_016966642.1|DBIA
OG0001350	LOC6544580|XP_026833344.1|DERE	LOC108028082|XP_016955213.1|DBIA
OG0001351	LOC6541096|XP_001969111.1|DERE	LOC108036382|XP_016967974.1|DBIA
OG0001352	LOC6541987|XP_015014695.1|DERE	LOC108024268|XP_016949643.1|DBIA
OG0001353	LOC6544339|XP_026833190.1|DERE	LOC108030668|XP_016959184.1|DBIA
OG0001354	LOC6547922|XP_015012652.1|DERE	LOC108022880|XP_016947563.1|DBIA
OG0001355	LOC6546656|XP_001974499.1|DERE	LOC108026526|XP_016952962.1|DBIA
