Orthogroup	DERE.longest_only	DSUB.longest_only
OG0001599	LOC6542962|XP_001970072.1|DERE	LOC117900608|XP_034666914.1|DSUB
OG0001600	LOC6541124|XP_001968921.2|DERE	LOC117900751|XP_034667123.1|DSUB
OG0001601	LOC6543528|XP_001969494.1|DERE	LOC117901741|XP_034668519.1|DSUB
OG0001602	LOC6541349|XP_001969299.2|DERE	LOC117901073|XP_034667576.1|DSUB
OG0001603	LOC6541741|XP_001969320.2|DERE	LOC117902196|XP_034669288.1|DSUB
OG0001604	LOC6551380|XP_026838202.1|DERE	LOC117903868|XP_034672249.1|DSUB
OG0001605	LOC6541962|XP_001970442.1|DERE	LOC117891307|XP_034652605.1|DSUB
OG0001606	LOC26526125|XP_015015454.1|DERE	LOC117891530|XP_034652922.1|DSUB
OG0001607	LOC6547612|XP_001976249.1|DERE	LOC117901398|XP_034668022.1|DSUB
OG0001608	LOC6548733|XP_001973984.1|DERE	LOC117902028|XP_034668978.1|DSUB
OG0001609	LOC6548348|XP_001975519.2|DERE	LOC117891618|XP_034653045.1|DSUB
OG0001610	LOC6549115|XP_001974187.1|DERE	LOC117901200|XP_034667745.1|DSUB
OG0001611	LOC6548268|XP_001974114.1|DERE	LOC117900150|XP_034666276.1|DSUB
OG0001612	LOC6543536|XP_001970266.1|DERE	LOC117902815|XP_034670331.1|DSUB
OG0001613	LOC6543298|XP_001969486.1|DERE	LOC117900847|XP_034667255.1|DSUB
OG0001614	LOC6543169|XP_026835190.1|DERE	LOC117891108|XP_034652189.1|DSUB
OG0001615	LOC26526341|XP_015012785.1|DERE, LOC113564623|XP_026838710.1|DERE	LOC117902754|XP_034670234.1|DSUB
OG0001616	LOC6541538|XP_001969786.1|DERE	LOC117900948|XP_034667411.1|DSUB
OG0001617	LOC6549098|XP_001974210.1|DERE	LOC117902314|XP_034669490.1|DSUB
OG0001618	LOC6542940|XP_001969459.2|DERE	LOC117901841|XP_034668673.1|DSUB
OG0001619	LOC6541411|XP_001969266.1|DERE	LOC117901169|XP_034667713.1|DSUB
OG0001620	LOC6548386|XP_001976467.1|DERE	LOC117890962|XP_034651992.1|DSUB
OG0001621	LOC6548774|XP_001975429.1|DERE	LOC117890062|XP_034650591.1|DSUB
OG0001622	LOC6549894|XP_001977371.1|DERE	LOC117897015|XP_034661482.1|DSUB
OG0001623	LOC6540782|XP_001968178.1|DERE	LOC117901404|XP_034668029.1|DSUB
OG0001624	LOC6540930|XP_026835251.1|DERE	LOC117899983|XP_034666039.1|DSUB
OG0001625	LOC6548879|XP_001973975.1|DERE	LOC117900091|XP_034666193.1|DSUB
OG0001626	LOC6542166|XP_001970232.1|DERE	LOC117902819|XP_034670336.1|DSUB
OG0001627	LOC6553164|XP_026831472.1|DERE	LOC117896523|XP_034660783.1|DSUB
OG0001628	LOC6554261|XP_001981682.2|DERE	LOC117896031|XP_034659930.1|DSUB
OG0001629	LOC26526708|XP_026832188.1|DERE	LOC117897148|XP_034661708.1|DSUB
OG0001630	LOC6555109|XP_026832741.1|DERE	LOC117896774|XP_034661142.1|DSUB
OG0001631	LOC6552286|XP_001978841.3|DERE	LOC117897444|XP_034662177.1|DSUB
OG0001632	LOC6542621|XP_001969358.1|DERE	LOC117900039|XP_034666119.1|DSUB
OG0001633	LOC6554061|XP_001980550.1|DERE	LOC117899576|XP_034665580.1|DSUB
OG0001634	LOC6553930|XP_026834447.1|DERE	LOC117899637|XP_034665686.1|DSUB
OG0001635	LOC6554529|XP_026835736.1|DERE	LOC117897651|XP_034662519.1|DSUB
OG0001636	LOC6553006|XP_001979149.1|DERE	LOC117897008|XP_034661465.1|DSUB
OG0001637	LOC6552544|XP_001980840.1|DERE	LOC117897633|XP_034662497.1|DSUB
OG0001638	LOC6555527|XP_001982636.1|DERE	LOC117903513|XP_034671510.1|DSUB
OG0001639	LOC6541774|XP_001970795.2|DERE	LOC117892560|XP_034654770.1|DSUB
OG0001640	LOC6553193|XP_001979137.1|DERE	LOC117897401|XP_034662110.1|DSUB
OG0001641	LOC6553989|XP_026832136.1|DERE	LOC117897129|XP_034661674.1|DSUB
OG0001642	LOC6550308|XP_001977896.1|DERE	LOC117896163|XP_034660133.1|DSUB, LOC117897322|XP_034661984.1|DSUB
OG0001643	LOC6543075|XP_026834815.1|DERE	LOC117901479|XP_034668139.1|DSUB
OG0001644	LOC6544930|XP_001972644.1|DERE	LOC117894983|XP_034658218.1|DSUB
OG0001645	LOC6548108|XP_001975149.1|DERE	LOC117891688|XP_034653165.1|DSUB
OG0001646	LOC6548275|XP_001975257.1|DERE	LOC117890082|XP_034650631.1|DSUB
OG0001647	LOC6543211|XP_026835356.1|DERE	LOC117892061|XP_034653885.1|DSUB
OG0001648	LOC6545876|XP_026833666.1|DERE	LOC117895580|XP_034659196.1|DSUB
OG0001649	LOC6549618|XP_001975655.1|DERE	LOC117890745|XP_034651691.1|DSUB
OG0001650	LOC6547204|XP_015012183.1|DERE	LOC117892257|XP_034654259.1|DSUB
OG0001651	LOC6547480|XP_026836888.1|DERE	LOC117892438|XP_034654569.1|DSUB
OG0001652	LOC6546360|XP_001972892.2|DERE	LOC117893597|XP_034656162.1|DSUB
OG0001653	LOC6543990|XP_001973669.1|DERE	LOC117893310|XP_034655789.1|DSUB
OG0001654	LOC6546745|XP_001974538.1|DERE	LOC117891872|XP_034653529.1|DSUB
OG0001655	LOC6541640|XP_001969177.1|DERE	LOC117891381|XP_034652711.1|DSUB
OG0001656	LOC6541227|XP_001968477.1|DERE	LOC117901166|XP_034667709.1|DSUB
OG0001657	LOC6544341|XP_001973084.1|DERE	LOC117897180|XP_034661770.1|DSUB, LOC117895557|XP_034659157.1|DSUB
OG0001658	LOC6544613|XP_001972447.1|DERE	LOC117894841|XP_034657982.1|DSUB
OG0001659	LOC6545441|XP_026832461.1|DERE	LOC117894325|XP_034657199.1|DSUB
OG0001660	LOC6545606|XP_001971158.1|DERE	LOC117895575|XP_034659187.1|DSUB
OG0001661	LOC6551944|XP_001980632.1|DERE	LOC117896577|XP_034660874.1|DSUB
OG0001662	LOC6543742|XP_001971701.1|DERE	LOC117893580|XP_034656144.1|DSUB
OG0001663	LOC6553733|XP_026832084.1|DERE	LOC117898542|XP_034663910.1|DSUB
OG0001664	LOC6547423|XP_001974805.1|DERE	LOC117890306|XP_034650976.1|DSUB
OG0001666	LOC6541012|XP_001968540.1|DERE	LOC117901219|XP_034667779.1|DSUB
OG0001667	LOC6546718|XP_001974590.1|DERE	LOC117890073|XP_034650609.1|DSUB
OG0001668	LOC6545276|XP_001972065.1|DERE	LOC117894576|XP_034657608.1|DSUB
OG0001669	LOC6546452|XP_001971821.1|DERE	LOC117894192|XP_034656999.1|DSUB
OG0001670	LOC6551732|XP_001977218.3|DERE, LOC6541459|XP_015014697.2|DERE	LOC117891458|XP_034652832.1|DSUB
OG0001672	LOC6547050|XP_001974639.1|DERE, LOC6547049|XP_001974638.1|DERE	LOC117890198|XP_034650796.1|DSUB
OG0001673	LOC113563692|XP_026836820.1|DERE, LOC26527098|XP_026836818.1|DERE	LOC117889993|XP_034650468.1|DSUB
OG0001674	LOC6553978|XP_001980435.1|DERE	LOC117897490|XP_034662272.1|DSUB
OG0001675	LOC6554317|XP_026837424.1|DERE, LOC6554281|XP_001981749.1|DERE	LOC117897805|XP_034662745.1|DSUB
OG0001678	LOC6550071|XP_001977568.2|DERE	LOC117889621|XP_034649960.1|DSUB
OG0001679	LOC6550428|XP_001977042.1|DERE	LOC117889641|XP_034649994.1|DSUB
OG0001680	LOC6551629|XP_001978559.2|DERE	LOC117903607|XP_034671753.1|DSUB
OG0001681	LOC6551726|XP_001977305.1|DERE	LOC117899543|XP_034665517.1|DSUB
OG0001682	LOC6550268|XP_001977627.3|DERE	LOC117901328|XP_034667928.1|DSUB, LOC117893856|XP_034656514.1|DSUB
OG0001683	LOC6540992|XP_026835224.1|DERE	LOC117902293|XP_034669463.1|DSUB
OG0001684	LOC6555810|XP_026839034.1|DERE	LOC117902952|XP_034670465.1|DSUB
OG0001685	LOC6541297|XP_001969035.1|DERE	LOC117902060|XP_034669023.1|DSUB
OG0001686	LOC6550125|XP_001977706.1|DERE	LOC117897905|XP_034662877.1|DSUB
OG0001687	LOC6555646|XP_001982387.1|DERE	LOC117891813|XP_034653404.1|DSUB
OG0001688	LOC113564629|XP_026838767.1|DERE	LOC117891891|XP_034653585.1|DSUB
OG0001689	LOC6551347|XP_001977081.2|DERE	LOC117903276|XP_034671069.1|DSUB
OG0001690	LOC6544400|XP_001972030.1|DERE	LOC117895521|XP_034659117.1|DSUB
OG0001691	LOC6542969|XP_001970209.1|DERE	LOC117900525|XP_034666814.1|DSUB
OG0001692	LOC6554088|XP_001979600.3|DERE	LOC117899532|XP_034665492.1|DSUB
OG0001693	LOC6551137|XP_001978283.1|DERE	LOC117895007|XP_034658249.1|DSUB
OG0001694	LOC6551818|XP_001979625.2|DERE	LOC117896266|XP_034660348.1|DSUB
OG0001695	LOC6546638|XP_001974710.1|DERE	LOC117902281|XP_034669444.1|DSUB
OG0001696	LOC6552102|XP_015010043.1|DERE	LOC117899424|XP_034665310.1|DSUB
OG0001697	LOC6555323|XP_001981884.1|DERE	LOC117898624|XP_034664071.1|DSUB
OG0001698	LOC6550363|XP_026837355.1|DERE	LOC117903191|XP_034670942.1|DSUB
OG0001699	LOC6552022|XP_001980668.1|DERE	LOC117898337|XP_034663552.1|DSUB
OG0001700	LOC6552128|XP_015009992.1|DERE	LOC117898138|XP_034663224.1|DSUB
OG0001701	LOC6552572|XP_026831962.1|DERE	LOC117896173|XP_034660145.1|DSUB
OG0001702	LOC6541812|XP_001969378.1|DERE	LOC117901998|XP_034668903.1|DSUB
OG0001703	LOC6554764|XP_026831652.1|DERE	LOC117898053|XP_034663105.1|DSUB
OG0001704	LOC6554763|XP_001982199.1|DERE	LOC117896571|XP_034660862.1|DSUB
OG0001705	LOC6554466|XP_015009189.1|DERE	LOC117897467|XP_034662207.1|DSUB
OG0001706	LOC6542047|XP_001970822.1|DERE	LOC117902107|XP_034669106.1|DSUB
OG0001707	LOC6554523|XP_026835453.1|DERE	LOC117897850|XP_034662809.1|DSUB
OG0001708	LOC6553500|XP_001980227.1|DERE	LOC117896790|XP_034661178.1|DSUB
OG0001709	LOC6543891|XP_001971886.1|DERE	LOC117894285|XP_034657134.1|DSUB
OG0001710	LOC6554372|XP_001982355.1|DERE	LOC117899699|XP_034665797.1|DSUB
OG0001711	LOC6555211|XP_026831902.1|DERE	LOC117896310|XP_034660425.1|DSUB
OG0001712	LOC6555071|XP_026831786.1|DERE	LOC117897542|XP_034662359.1|DSUB
OG0001713	LOC6551808|XP_001980577.1|DERE	LOC117899583|XP_034665590.1|DSUB
OG0001714	LOC6552377|XP_001978888.2|DERE	LOC117899714|XP_034665820.1|DSUB
OG0001715	LOC6550038|XP_001977504.2|DERE	LOC117898307|XP_034663477.1|DSUB
OG0001716	LOC6550312|XP_001977900.1|DERE	LOC117896220|XP_034660249.1|DSUB
OG0001717	LOC6554120|XP_026831726.1|DERE	LOC117898609|XP_034664050.1|DSUB
OG0001718	LOC6554887|XP_001982242.2|DERE	LOC117896497|XP_034660729.1|DSUB
OG0001719	LOC6554517|XP_015009322.1|DERE	LOC117897852|XP_034662813.1|DSUB
OG0001720	LOC6551770|XP_026839523.1|DERE	LOC117896038|XP_034659938.1|DSUB
OG0001721	LOC6552921|XP_001980994.1|DERE	LOC117899569|XP_034665573.1|DSUB
OG0001722	LOC6544871|XP_026833874.1|DERE	LOC117895185|XP_034658555.1|DSUB
OG0001723	LOC6541545|XP_001970814.1|DERE, LOC6542112|XP_001970815.1|DERE	LOC117890227|XP_034650856.1|DSUB
OG0001724	LOC6547973|XP_015011808.1|DERE	LOC117891687|XP_034653157.1|DSUB
OG0001725	LOC6543331|XP_015015049.1|DERE	LOC117891670|XP_034653130.1|DSUB
OG0001726	LOC6546157|XP_026832555.1|DERE	LOC117893624|XP_034656195.1|DSUB
OG0001727	LOC6555115|XP_001982257.1|DERE	LOC117896307|XP_034660421.1|DSUB
OG0001728	LOC6547058|XP_001976016.1|DERE	LOC117891650|XP_034653090.1|DSUB
OG0001729	LOC6548454|XP_026836239.1|DERE	LOC117891659|XP_034653105.1|DSUB
OG0001730	LOC6543159|XP_001969775.1|DERE	LOC117900752|XP_034667125.1|DSUB
OG0001731	LOC6549524|XP_026835828.1|DERE	LOC117891096|XP_034652170.1|DSUB
OG0001732	LOC26526926|XP_015015576.1|DERE	LOC117901736|XP_034668510.1|DSUB
OG0001733	LOC6547856|XP_001975039.1|DERE	LOC117892183|XP_034654161.1|DSUB
OG0001734	LOC6541069|XP_001970371.1|DERE	LOC117891240|XP_034652477.1|DSUB
OG0001735	LOC6543540|XP_001973624.3|DERE	LOC117895799|XP_034659610.1|DSUB
OG0001736	LOC6547189|XP_026836842.1|DERE	LOC117892113|XP_034654019.1|DSUB
OG0001737	LOC6547889|XP_001976448.1|DERE	LOC117891221|XP_034652457.1|DSUB
OG0001738	LOC6543659|XP_001972958.1|DERE	LOC117894606|XP_034657648.1|DSUB
OG0001739	LOC26526943|XP_015012884.1|DERE	LOC117890680|XP_034651555.1|DSUB
OG0001740	LOC6547768|XP_026835815.1|DERE	LOC117891621|XP_034653048.1|DSUB
OG0001741	LOC6554566|XP_001981055.1|DERE	LOC117899653|XP_034665724.1|DSUB
OG0001742	LOC6543026|XP_001969090.2|DERE	LOC117890131|XP_034650709.1|DSUB, LOC117890132|XP_034650710.1|DSUB
OG0001743	LOC6543767|XP_015013635.1|DERE	LOC117893557|XP_034656110.1|DSUB
OG0001744	LOC113563695|XP_026834339.1|DERE	LOC117889742|XP_034650056.1|DSUB
OG0001745	LOC6547364|XP_026836567.1|DERE	LOC117892426|XP_034654551.1|DSUB
OG0001746	LOC6543583|XP_001972296.1|DERE	LOC117894423|XP_034657357.1|DSUB
OG0001747	LOC6546829|XP_026837149.1|DERE	LOC117890076|XP_034650610.1|DSUB
OG0001748	LOC6545480|XP_015013763.1|DERE	LOC117895669|XP_034659381.1|DSUB
OG0001749	LOC6548642|XP_001976630.1|DERE	LOC117892211|XP_034654202.1|DSUB
OG0001750	LOC6548641|XP_001976629.1|DERE	LOC117892206|XP_034654195.1|DSUB
OG0001751	LOC6543618|XP_026832342.1|DERE	LOC117893996|XP_034656699.1|DSUB
OG0001752	LOC6545196|XP_001972042.1|DERE	LOC117895535|XP_034659133.1|DSUB
OG0001753	LOC6546254|XP_015013806.2|DERE	LOC117893684|XP_034656264.1|DSUB
OG0001754	LOC6546728|XP_026836558.1|DERE	LOC117889901|XP_034650307.1|DSUB
OG0001755	LOC6546210|XP_015013342.1|DERE	LOC117894184|XP_034656988.1|DSUB
OG0001756	LOC6548768|XP_001975423.1|DERE	LOC117891537|XP_034652939.1|DSUB
OG0001757	LOC6546582|XP_001974681.1|DERE	LOC117891011|XP_034652060.1|DSUB
OG0001758	LOC6545567|XP_026833748.1|DERE	LOC117895768|XP_034659533.1|DSUB
OG0001759	LOC6548151|XP_001975225.3|DERE	LOC117890765|XP_034651722.1|DSUB
OG0001760	LOC6541584|XP_001970345.1|DERE	LOC117891361|XP_034652688.1|DSUB
OG0001761	LOC6547930|XP_026835843.1|DERE	LOC117892178|XP_034654150.1|DSUB
OG0001762	LOC6543015|XP_026835149.1|DERE	LOC117902728|XP_034670191.1|DSUB
OG0001763	LOC6542692|XP_001970082.2|DERE	LOC117902566|XP_034669900.1|DSUB
OG0001764	LOC6553240|XP_001980195.2|DERE	LOC117897455|XP_034662192.1|DSUB
OG0001765	LOC6542673|XP_026835300.1|DERE	LOC117892288|XP_034654299.1|DSUB
OG0001766	LOC6542157|XP_001969221.1|DERE	LOC117900266|XP_034666466.1|DSUB
OG0001767	LOC6542220|XP_001968535.2|DERE	LOC117900609|XP_034666915.1|DSUB, LOC117901185|XP_034667730.1|DSUB
OG0001768	LOC6540814|XP_001968169.1|DERE	LOC117902484|XP_034669786.1|DSUB
OG0001769	LOC6542916|XP_001968860.1|DERE	LOC117901087|XP_034667603.1|DSUB
OG0001770	LOC6543132|XP_001969906.1|DERE	LOC117899985|XP_034666044.1|DSUB
OG0001771	LOC6541155|XP_001968570.1|DERE	LOC117902713|XP_034670166.1|DSUB
OG0001772	LOC6541743|XP_001969450.1|DERE	LOC117902463|XP_034669757.1|DSUB
OG0001773	LOC6542834|XP_001969385.3|DERE	LOC117901992|XP_034668895.1|DSUB
OG0001774	LOC6548401|XP_001976667.2|DERE	LOC117891437|XP_034652801.1|DSUB
OG0001775	LOC6551095|XP_001977109.1|DERE	LOC117894004|XP_034656722.1|DSUB
OG0001776	LOC6540894|XP_001970029.1|DERE	LOC117900734|XP_034667100.1|DSUB
OG0001777	LOC6541371|XP_001970155.1|DERE	LOC117901125|XP_034667655.1|DSUB
OG0001778	LOC6542552|XP_001969041.1|DERE	LOC117902058|XP_034669021.1|DSUB
OG0001779	LOC6542676|XP_001969396.2|DERE	LOC117900601|XP_034666904.1|DSUB
OG0001780	LOC6542071|XP_001970812.1|DERE	LOC117892514|XP_034654688.1|DSUB
OG0001781	LOC6549116|XP_015011973.1|DERE	LOC117901199|XP_034667742.1|DSUB
OG0001782	LOC6542033|XP_015014952.1|DERE	LOC117900207|XP_034666373.1|DSUB
OG0001783	LOC6542058|XP_026834983.1|DERE	LOC117902122|XP_034669137.1|DSUB
OG0001784	LOC6541877|XP_001968301.1|DERE	LOC117900170|XP_034666306.1|DSUB
OG0001785	LOC6541287|XP_001969182.1|DERE	LOC117891113|XP_034652207.1|DSUB
OG0001786	LOC6542807|XP_026839340.1|DERE, LOC6543340|XP_001970129.1|DERE	LOC117900476|XP_034666749.1|DSUB
OG0001787	LOC6542003|XP_001970132.2|DERE	LOC117900425|XP_034666680.1|DSUB
OG0001788	LOC6549272|XP_001975714.1|DERE	LOC117891498|XP_034652877.1|DSUB
OG0001789	LOC6547318|XP_001976342.1|DERE	LOC117890090|XP_034650641.1|DSUB
OG0001790	LOC6543267|XP_026834061.1|DERE	LOC117901611|XP_034668321.1|DSUB
OG0001791	LOC6546860|XP_001976056.1|DERE	LOC117892276|XP_034654287.1|DSUB
OG0001792	LOC6549240|XP_026836485.1|DERE	LOC117901206|XP_034667751.1|DSUB
OG0001793	LOC6549416|XP_026835784.1|DERE	LOC117892145|XP_034654076.1|DSUB
OG0001794	LOC6541508|XP_001969042.1|DERE	LOC117902057|XP_034669020.1|DSUB
OG0001795	LOC6547499|XP_026836864.1|DERE	LOC117901874|XP_034668722.1|DSUB
OG0001796	LOC6550035|XP_026838226.1|DERE	LOC117893845|XP_034656505.1|DSUB
OG0001797	LOC6555824|XP_026839263.1|DERE	LOC117902992|XP_034670599.1|DSUB
OG0001798	LOC6548144|XP_001975218.2|DERE	LOC117890798|XP_034651765.1|DSUB
OG0001799	LOC26526250|XP_015011445.1|DERE	LOC117895794|XP_034659593.1|DSUB
OG0001800	LOC6541412|XP_026834716.1|DERE	LOC117900297|XP_034666500.1|DSUB
OG0001801	LOC6543969|XP_001972219.2|DERE	LOC117894317|XP_034657179.1|DSUB
OG0001802	LOC6552446|XP_001980935.1|DERE	LOC117897197|XP_034661791.1|DSUB
OG0001803	LOC6553409|XP_026839543.1|DERE	LOC117896991|XP_034661439.1|DSUB, LOC117896797|XP_034661186.1|DSUB
OG0001804	LOC6552681|XP_015009470.1|DERE	LOC117898217|XP_034663336.1|DSUB
OG0001805	LOC6544772|XP_001971678.1|DERE	LOC117894620|XP_034657676.1|DSUB
OG0001806	LOC6554680|XP_026831948.1|DERE	LOC117896836|XP_034661242.1|DSUB
OG0001807	LOC6553042|XP_001980030.1|DERE	LOC117896387|XP_034660583.1|DSUB
OG0001808	LOC6553855|XP_001980559.2|DERE	LOC117899422|XP_034665303.1|DSUB
OG0001809	LOC6552290|XP_001978845.2|DERE	LOC117897776|XP_034662712.1|DSUB
OG0001810	LOC6554620|XP_001982178.1|DERE	LOC117898187|XP_034663294.1|DSUB
OG0001811	LOC6541200|XP_001970528.1|DERE	LOC117891331|XP_034652641.1|DSUB
OG0001812	LOC6550394|XP_001977776.2|DERE	LOC117901271|XP_034667860.1|DSUB
OG0001813	LOC6553906|XP_026834532.1|DERE	LOC117896350|XP_034660513.1|DSUB
OG0001814	LOC6553608|XP_026839004.1|DERE	LOC117898951|XP_034664566.1|DSUB
OG0001815	LOC6552551|XP_001978961.1|DERE	LOC117899630|XP_034665677.1|DSUB
OG0001816	LOC6549183|XP_001975743.1|DERE	LOC117892673|XP_034654960.1|DSUB
OG0001817	LOC6541305|XP_026834271.1|DERE	LOC117892674|XP_034654961.1|DSUB
OG0001818	LOC6551515|XP_001977183.2|DERE	LOC117903508|XP_034671482.1|DSUB
OG0001819	LOC6548328|XP_001975163.1|DERE	LOC117890011|XP_034650501.1|DSUB
OG0001820	LOC6551437|XP_001978535.1|DERE	LOC117901671|XP_034668402.1|DSUB
OG0001821	LOC6548373|XP_001976648.1|DERE	LOC117892050|XP_034653869.1|DSUB
OG0001822	LOC6547403|XP_001976311.1|DERE	LOC117890767|XP_034651725.1|DSUB
OG0001823	LOC6543848|XP_001972349.1|DERE	LOC117895529|XP_034659126.1|DSUB
OG0001824	LOC6541589|XP_001968314.1|DERE	LOC117901929|XP_034668789.1|DSUB
OG0001825	LOC6547488|XP_026836490.1|DERE	LOC117891815|XP_034653418.1|DSUB
OG0001826	LOC6547165|XP_001976166.1|DERE	LOC117890007|XP_034650495.1|DSUB
OG0001827	LOC6548235|XP_001975267.1|DERE	LOC117892122|XP_034654045.1|DSUB
OG0001828	LOC6551019|XP_026837511.1|DERE	LOC117899319|XP_034665145.1|DSUB
OG0001829	LOC6546911|XP_001975990.1|DERE	LOC117891309|XP_034652610.1|DSUB
OG0001830	LOC6547311|XP_001976338.1|DERE	LOC117890381|XP_034651072.1|DSUB
OG0001831	LOC6546392|XP_001972882.1|DERE	LOC117894885|XP_034658057.1|DSUB
OG0001832	LOC6551342|XP_026837782.1|DERE	LOC117900284|XP_034666490.1|DSUB
OG0001833	LOC6548005|XP_001976500.2|DERE	LOC117891257|XP_034652518.1|DSUB
OG0001834	LOC6552870|XP_001979978.1|DERE	LOC117899185|XP_034664937.1|DSUB
OG0001838	LOC6549462|XP_001975769.1|DERE	LOC117891127|XP_034652222.1|DSUB
OG0001839	LOC6542934|XP_001968212.1|DERE, LOC6547396|XP_001974927.1|DERE	LOC117890231|XP_034650860.1|DSUB
OG0001840	LOC6549580|XP_001974465.1|DERE	LOC117901632|XP_034668353.1|DSUB
OG0001841	LOC6545124|XP_001971070.1|DERE, LOC6545123|XP_001971069.1|DERE	LOC117894195|XP_034657002.1|DSUB
OG0001842	LOC6546496|XP_026833883.1|DERE, LOC6541472|XP_001970172.1|DERE	LOC117895589|XP_034659229.1|DSUB
OG0001843	LOC6545502|XP_001973342.1|DERE	LOC117894263|XP_034657108.1|DSUB
OG0001844	LOC6543961|XP_001972767.1|DERE	LOC117893929|XP_034656602.1|DSUB
OG0001845	LOC6547437|XP_026836340.1|DERE	LOC117890229|XP_034650858.1|DSUB
OG0001846	LOC6552077|XP_001979777.2|DERE, LOC6552078|XP_001979778.1|DERE	LOC117896672|XP_034661010.1|DSUB
OG0001848	LOC26526554|XP_026832531.1|DERE	LOC117896316|XP_034660438.1|DSUB
OG0001849	LOC6555207|XP_001982075.1|DERE	LOC117899030|XP_034664680.1|DSUB
OG0001850	LOC6555841|XP_001982707.1|DERE	LOC117902978|XP_034670536.1|DSUB
OG0001851	LOC6555808|XP_026839214.1|DERE	LOC117902914|XP_034670374.1|DSUB
OG0001852	LOC6545159|XP_026833894.1|DERE	LOC117894012|XP_034656728.1|DSUB
OG0001853	LOC6554202|XP_026833795.1|DERE	LOC117896467|XP_034660691.1|DSUB
OG0001854	LOC6550716|XP_001978098.1|DERE	LOC117903633|XP_034671797.1|DSUB
OG0001855	LOC6548496|XP_001975309.1|DERE	LOC117892107|XP_034654008.1|DSUB
OG0001856	LOC6549866|XP_001977396.1|DERE	LOC117900882|XP_034667300.1|DSUB, LOC117903167|XP_034670903.1|DSUB
OG0001857	LOC6549751|XP_001978613.1|DERE	LOC117903887|XP_034672280.1|DSUB
OG0001858	LOC6550239|XP_001977690.1|DERE	LOC117903832|XP_034672174.1|DSUB
OG0001859	LOC6549660|XP_001978709.1|DERE	LOC117900987|XP_034667478.1|DSUB
OG0001860	LOC6546168|XP_001972865.1|DERE	LOC117894414|XP_034657315.1|DSUB
OG0001861	LOC6555253|XP_001981634.1|DERE	LOC117896120|XP_034660066.1|DSUB
OG0001862	LOC6549875|XP_001978656.1|DERE	LOC117903476|XP_034671422.1|DSUB
OG0001863	LOC6550951|XP_026837666.1|DERE	LOC117903757|XP_034672058.1|DSUB
OG0001864	LOC6552814|XP_015009776.1|DERE	LOC117896534|XP_034660804.1|DSUB
OG0001865	LOC6550044|XP_001977510.1|DERE	LOC117896088|XP_034660021.1|DSUB
OG0001866	LOC6553633|XP_015010111.1|DERE	LOC117899544|XP_034665513.1|DSUB
OG0001867	LOC6546442|XP_001972928.1|DERE	LOC117894240|XP_034657052.1|DSUB
OG0001868	LOC6548794|XP_001974051.2|DERE	LOC117901979|XP_034668877.1|DSUB
OG0001869	LOC6553487|XP_015010366.1|DERE	LOC117897866|XP_034662830.1|DSUB
OG0001870	LOC6551196|XP_001977030.1|DERE	LOC117901331|XP_034667934.1|DSUB
OG0001871	LOC6551365|XP_001977110.3|DERE	LOC117894097|XP_034656865.1|DSUB
OG0001872	LOC6555285|XP_026835075.1|DERE	LOC117897151|XP_034661714.1|DSUB
OG0001873	LOC6552018|XP_001978783.1|DERE	LOC117899457|XP_034665359.1|DSUB
OG0001874	LOC6555444|XP_001981888.1|DERE	LOC117899763|XP_034665911.1|DSUB
OG0001875	LOC6555123|XP_026839514.1|DERE	LOC117899728|XP_034665863.1|DSUB
OG0001876	LOC6550652|XP_001978042.1|DERE	LOC117903031|XP_034670655.1|DSUB
OG0001877	LOC6551236|XP_001976738.1|DERE	LOC117895602|XP_034659664.1|DSUB, LOC117896339|XP_034660898.1|DSUB, LOC117898690|XP_034664599.1|DSUB
OG0001878	LOC6553582|XP_001980278.1|DERE	LOC117899117|XP_034664797.1|DSUB
OG0001879	LOC6555321|XP_001981882.2|DERE	LOC117898617|XP_034664062.1|DSUB
OG0001880	LOC6553901|XP_026834374.1|DERE	LOC117897570|XP_034662404.1|DSUB
OG0001881	LOC6553618|XP_001979276.1|DERE	LOC117899168|XP_034664918.1|DSUB
OG0001882	LOC6554902|XP_026839589.1|DERE	LOC117896981|XP_034661427.1|DSUB
OG0001883	LOC6554779|XP_015009332.1|DERE	LOC117898459|XP_034663772.1|DSUB
OG0001884	LOC6553450|XP_001979377.1|DERE	LOC117896332|XP_034660463.1|DSUB
OG0001885	LOC6542763|XP_001969777.1|DERE	LOC117902391|XP_034669606.1|DSUB
OG0001886	LOC113563738|XP_026831723.1|DERE, LOC6552307|XP_001980832.1|DERE	LOC117897635|XP_034662500.1|DSUB
OG0001887	LOC6547282|XP_001976149.1|DERE	LOC117890177|XP_034650766.1|DSUB
OG0001888	LOC6552381|XP_001978899.2|DERE	LOC117898084|XP_034663153.1|DSUB
OG0001889	LOC6549901|XP_001977377.1|DERE	LOC117898691|XP_034664199.1|DSUB
OG0001890	LOC6545882|XP_026832634.1|DERE	LOC117895778|XP_034659565.1|DSUB
OG0001891	LOC6553768|XP_015009666.1|DERE	LOC117896271|XP_034660365.1|DSUB
OG0001892	LOC26527112|XP_026832226.1|DERE, LOC26526220|XP_015014243.1|DERE	LOC117896929|XP_034661359.1|DSUB
OG0001893	LOC6554639|XP_001981570.1|DERE	LOC117897260|XP_034661875.1|DSUB
