Orthogroup	DERE.longest_only	DGUA.longest_only
OG0002081	LOC6547775|XP_001976570.1|DERE	LOC117592680|XP_034142530.1|DGUA
OG0002082	LOC6548500|XP_026835633.1|DERE	LOC117592222|XP_034141739.1|DGUA
OG0002083	LOC6555599|XP_026838356.1|DERE	LOC117580742|XP_034123309.1|DGUA
OG0002084	LOC6547763|XP_001976385.1|DERE	LOC117592642|XP_034142476.1|DGUA
OG0002085	LOC6548244|XP_026835765.1|DERE	LOC117578881|XP_034120569.1|DGUA
OG0002086	LOC6548200|XP_026837108.1|DERE	LOC117592646|XP_034142480.1|DGUA
OG0002087	LOC26526062|XP_026833953.1|DERE	LOC117580451|XP_034122905.1|DGUA
OG0002088	LOC6546054|XP_015014114.2|DERE	LOC117580004|XP_034122096.1|DGUA
OG0002089	LOC6542321|XP_001970421.1|DERE	LOC117592366|XP_034141956.1|DGUA
OG0002090	LOC6545372|XP_001972621.1|DERE	LOC117579718|XP_034121603.1|DGUA
OG0002091	LOC6548291|XP_001976576.2|DERE	LOC117583822|XP_034128302.1|DGUA
OG0002092	LOC6545401|XP_001973264.1|DERE	LOC117589099|XP_034136638.1|DGUA
OG0002093	LOC6548174|XP_001975157.2|DERE	LOC117579029|XP_034120609.1|DGUA
OG0002094	LOC6548207|XP_001976486.1|DERE	LOC117578424|XP_034119776.1|DGUA
OG0002095	LOC6550416|XP_001977801.1|DERE	LOC117591370|XP_034140499.1|DGUA
OG0002096	LOC6549535|XP_026837081.1|DERE	LOC117578729|XP_034120279.1|DGUA
OG0002097	LOC6541760|XP_001969175.2|DERE	LOC117592018|XP_034141362.1|DGUA
OG0002099	LOC6552909|XP_001980972.1|DERE	LOC117585310|XP_034130629.1|DGUA
OG0002100	LOC6544345|XP_001973088.3|DERE	LOC117591256|XP_034140331.1|DGUA
OG0002101	LOC6542090|XP_026834055.1|DERE	LOC117578787|XP_034120392.1|DGUA
OG0002102	LOC6547599|XP_026836042.1|DERE	LOC117578759|XP_034120340.1|DGUA
OG0002103	LOC6552917|XP_001980980.1|DERE	LOC117585231|XP_034130516.1|DGUA
OG0002105	LOC6541001|XP_001968248.1|DERE	LOC117582246|XP_034125748.1|DGUA
OG0002106	LOC6552965|XP_026838283.1|DERE	LOC117589572|XP_034137514.1|DGUA
OG0002107	LOC6542678|XP_001969925.1|DERE	LOC117584785|XP_034129788.1|DGUA
OG0002108	LOC6552347|XP_026831938.1|DERE	LOC117583512|XP_034127747.1|DGUA, LOC117583513|XP_034127748.1|DGUA
OG0002109	LOC26526583|XP_015009388.1|DERE, LOC26526382|XP_015009378.1|DERE	LOC117582729|XP_034126547.1|DGUA
OG0002110	LOC6545253|XP_001973310.1|DERE, LOC6542923|XP_001969604.1|DERE	LOC117587811|XP_034134658.1|DGUA
OG0002111	LOC6542690|XP_001969242.1|DERE	LOC117584182|XP_034128841.1|DGUA
OG0002113	LOC6552227|XP_001979748.1|DERE	LOC117583106|XP_034127179.1|DGUA
OG0002114	LOC6554366|XP_001981256.1|DERE, LOC6554367|XP_001981257.1|DERE	LOC117582869|XP_034126830.1|DGUA
OG0002115	LOC6547077|XP_015012350.1|DERE, LOC6547079|XP_026836646.1|DERE	LOC117588225|XP_034135265.1|DGUA
OG0002116	LOC6549114|XP_001974186.3|DERE	LOC117588148|XP_034135137.1|DGUA
OG0002116	LOC6545908|XP_001971132.2|DERE	LOC117587159|XP_034133556.1|DGUA
OG0002117	LOC6547657|XP_001974814.1|DERE	LOC117590202|XP_034138545.1|DGUA
OG0002118	LOC26527012|XP_026833152.1|DERE	LOC117590026|XP_034138213.1|DGUA
OG0002119	LOC6555447|XP_001981891.1|DERE	LOC117585706|XP_034131228.1|DGUA
OG0002120	LOC6555887|XP_026839276.1|DERE	LOC117590635|XP_034139346.1|DGUA
OG0002121	LOC6554872|XP_001981368.1|DERE	LOC117583595|XP_034127878.1|DGUA
OG0002123	LOC6542814|XP_001970199.2|DERE	LOC117582561|XP_034126285.1|DGUA
OG0002124	LOC6550132|XP_015010773.1|DERE	LOC117588559|XP_034135835.1|DGUA
OG0002125	LOC6548973|XP_001975556.1|DERE	LOC117579433|XP_034121211.1|DGUA
OG0002126	LOC6546122|XP_026833527.1|DERE	LOC117579290|XP_034120983.1|DGUA
OG0002127	LOC6549841|XP_001977572.1|DERE	LOC117581475|XP_034124603.1|DGUA
OG0002128	LOC6550252|XP_026838072.1|DERE	LOC117581651|XP_034124919.1|DGUA
OG0002129	LOC6554092|XP_001979604.2|DERE	LOC117583662|XP_034128017.1|DGUA
OG0002130	LOC6555639|XP_001982522.1|DERE	LOC117588325|XP_034135412.1|DGUA
OG0002131	LOC6551861|XP_001979658.3|DERE	LOC117589710|XP_034137765.1|DGUA
OG0002132	LOC6542598|XP_001969408.1|DERE	LOC117587778|XP_034134611.1|DGUA
OG0002133	LOC6551233|XP_001978345.1|DERE	LOC117590469|XP_034139006.1|DGUA
OG0002134	LOC6549771|XP_001977591.1|DERE	LOC117584162|XP_034128817.1|DGUA, LOC117581427|XP_034124488.1|DGUA
OG0002135	LOC6551734|XP_026837371.1|DERE	LOC117590519|XP_034139122.1|DGUA
OG0002136	LOC6554434|XP_001981285.2|DERE	LOC117583275|XP_034127391.1|DGUA
OG0002137	LOC6555073|XP_015008887.1|DERE	LOC117585795|XP_034131386.1|DGUA
OG0002138	LOC6550218|XP_001977613.1|DERE	LOC117581073|XP_034123842.1|DGUA
OG0002139	LOC6550887|XP_026838017.1|DERE	LOC117586222|XP_034132050.1|DGUA, LOC117580658|XP_034123153.1|DGUA
OG0002140	LOC6549893|XP_026838523.1|DERE	LOC117590249|XP_034138612.1|DGUA
OG0002141	LOC6544507|XP_001973791.1|DERE	LOC117590042|XP_034138252.1|DGUA
OG0002142	LOC6552136|XP_001978818.1|DERE	LOC117590092|XP_034138325.1|DGUA
OG0002143	LOC6543251|XP_026834047.1|DERE	LOC117582083|XP_034125533.1|DGUA
OG0002144	LOC6555846|XP_001982680.1|DERE	LOC117590613|XP_034139293.1|DGUA
OG0002145	LOC6553995|XP_001979454.1|DERE	LOC117586363|XP_034132273.1|DGUA
OG0002146	LOC6552147|XP_001978820.1|DERE	LOC117590013|XP_034138191.1|DGUA
OG0002147	LOC6551402|XP_001977221.3|DERE	LOC117590886|XP_034139807.1|DGUA
OG0002148	LOC6546049|XP_026833757.1|DERE	LOC117589149|XP_034136735.1|DGUA
OG0002149	LOC6555834|XP_026839056.1|DERE	LOC117590595|XP_034139246.1|DGUA
OG0002150	LOC6550705|XP_001978119.1|DERE	LOC117580722|XP_034123279.1|DGUA
OG0002151	LOC6542949|XP_001969975.2|DERE	LOC117584005|XP_034128625.1|DGUA
OG0002152	LOC6551844|XP_001979641.3|DERE	LOC117589630|XP_034137610.1|DGUA
OG0002153	LOC6554595|XP_001981330.1|DERE	LOC117585003|XP_034130131.1|DGUA
OG0002154	LOC6555640|XP_015008794.1|DERE	LOC117588324|XP_034135411.1|DGUA
OG0002155	LOC6555127|XP_001981146.2|DERE	LOC117583534|XP_034127779.1|DGUA
OG0002156	LOC6544109|XP_001973764.1|DERE	LOC117579944|XP_034121995.1|DGUA
OG0002157	LOC6553629|XP_001980312.1|DERE	LOC117589569|XP_034137511.1|DGUA
OG0002158	LOC6546636|XP_001974708.1|DERE	LOC117584493|XP_034129317.1|DGUA
OG0002159	LOC6547903|XP_001976397.1|DERE	LOC117579694|XP_034121578.1|DGUA
OG0002160	LOC6553400|XP_001979269.3|DERE	LOC117583423|XP_034127611.1|DGUA
OG0002161	LOC6554071|XP_001979581.1|DERE	LOC117585713|XP_034131242.1|DGUA
OG0002162	LOC6552103|XP_015009956.1|DERE	LOC117589668|XP_034137698.1|DGUA
OG0002163	LOC6550840|XP_026838584.1|DERE	LOC117581339|XP_034124353.1|DGUA
OG0002164	LOC6554670|XP_026831531.1|DERE	LOC117585427|XP_034130792.1|DGUA, LOC117585340|XP_034130672.1|DGUA
OG0002165	LOC6549574|XP_026836335.1|DERE	LOC117583523|XP_034127761.1|DGUA
OG0002166	LOC6541789|XP_001969694.1|DERE	LOC117584404|XP_034129158.1|DGUA
OG0002167	LOC6547102|XP_001974782.1|DERE	LOC117591861|XP_034141121.1|DGUA
OG0002168	LOC6548013|XP_026836903.1|DERE	LOC117582741|XP_034126572.1|DGUA
OG0002169	LOC6543970|XP_001972220.1|DERE	LOC117589352|XP_034137127.1|DGUA
OG0002170	LOC6555870|XP_026839059.1|DERE	LOC117590582|XP_034139229.1|DGUA
OG0002171	LOC26526507|XP_026831785.1|DERE	LOC117584899|XP_034129928.1|DGUA
OG0002172	LOC6554619|XP_001982177.1|DERE	LOC117583656|XP_034128010.1|DGUA
OG0002173	LOC6543051|XP_001969904.1|DERE	LOC117584138|XP_034128784.1|DGUA
OG0002174	LOC6552138|XP_001979931.1|DERE	LOC117583398|XP_034127573.1|DGUA
OG0002175	LOC6552633|XP_001979930.1|DERE	LOC117583400|XP_034127574.1|DGUA
OG0002176	LOC6553900|XP_001979573.1|DERE	LOC117585754|XP_034131300.1|DGUA
OG0002177	LOC6552656|XP_001979855.1|DERE	LOC117583353|XP_034127514.1|DGUA
OG0002178	LOC6554807|XP_001981585.1|DERE	LOC117583752|XP_034128162.1|DGUA
OG0002179	LOC6555481|XP_015009274.2|DERE	LOC117585373|XP_034130711.1|DGUA
OG0002180	LOC6555326|XP_001981213.2|DERE	LOC117583821|XP_034128298.1|DGUA
OG0002181	LOC6549795|XP_001977318.1|DERE	LOC117588491|XP_034135685.1|DGUA
OG0002182	LOC6553577|XP_015009618.2|DERE	LOC117582887|XP_034126857.1|DGUA
OG0002183	LOC6547203|XP_001974789.1|DERE	LOC117579888|XP_034121918.1|DGUA
OG0002184	LOC6552608|XP_001979888.1|DERE	LOC117589556|XP_034137459.1|DGUA
OG0002185	LOC6553094|XP_026833944.1|DERE	LOC117583215|XP_034127323.1|DGUA
OG0002186	LOC6543493|XP_001969511.1|DERE	LOC117587893|XP_034134761.1|DGUA
OG0002187	LOC6555168|XP_001982266.1|DERE	LOC117589675|XP_034137719.1|DGUA
OG0002188	LOC6548119|XP_001976533.1|DERE	LOC117584845|XP_034129878.1|DGUA
OG0002189	LOC26526499|XP_015014290.1|DERE	LOC117590058|XP_034138270.1|DGUA
OG0002190	LOC6555203|XP_001982071.1|DERE	LOC117585790|XP_034131377.1|DGUA
OG0002191	LOC6546301|XP_026833000.1|DERE	LOC117580119|XP_034122302.1|DGUA
OG0002192	LOC6546319|XP_001972827.1|DERE	LOC117580241|XP_034122555.1|DGUA
OG0002193	LOC6552034|XP_001980679.1|DERE	LOC117589852|XP_034138003.1|DGUA
OG0002194	LOC6554357|XP_001981532.1|DERE	LOC117583557|XP_034127811.1|DGUA
OG0002195	LOC6554348|XP_001982046.1|DERE	LOC117585304|XP_034130624.1|DGUA
OG0002196	LOC6551765|XP_001980649.1|DERE	LOC117586679|XP_034132822.1|DGUA
OG0002197	LOC6544639|XP_001970974.2|DERE	LOC117587438|XP_034134010.1|DGUA
OG0002198	LOC6553605|XP_026839437.1|DERE	LOC117586613|XP_034132697.1|DGUA
OG0002199	LOC6552924|XP_001980997.1|DERE	LOC117585267|XP_034130577.1|DGUA
OG0002200	LOC6551457|XP_001977248.1|DERE	LOC117581580|XP_034124821.1|DGUA
OG0002202	LOC6553393|XP_026832119.1|DERE	LOC117583841|XP_034128341.1|DGUA
OG0002203	LOC6552139|XP_001979932.3|DERE	LOC117585111|XP_034130283.1|DGUA
OG0002204	LOC6555448|XP_001981892.1|DERE	LOC117582953|XP_034126954.1|DGUA
OG0002205	LOC6553203|XP_001980296.1|DERE	LOC117589708|XP_034137764.1|DGUA
OG0002206	LOC6554915|XP_001982237.1|DERE	LOC117589501|XP_034137374.1|DGUA
OG0002207	LOC6555453|XP_001981453.3|DERE	LOC117583375|XP_034127549.1|DGUA
OG0002208	LOC6555455|XP_001981455.1|DERE	LOC117583842|XP_034128350.1|DGUA
OG0002209	LOC6551540|XP_001978452.1|DERE	LOC117590837|XP_034139721.1|DGUA
OG0002210	LOC6552712|XP_026831603.1|DERE	LOC117583789|XP_034128260.1|DGUA
OG0002211	LOC6552747|XP_026839373.1|DERE	LOC117589594|XP_034137552.1|DGUA
OG0002212	LOC6554067|XP_001979577.1|DERE	LOC117585755|XP_034131301.1|DGUA
OG0002213	LOC6553183|XP_001979102.1|DERE	LOC117586584|XP_034132643.1|DGUA
OG0002214	LOC6552940|XP_001981017.3|DERE	LOC117585556|XP_034130971.1|DGUA
OG0002215	LOC6552819|XP_026831444.1|DERE	LOC117589478|XP_034137312.1|DGUA
OG0002216	LOC6554599|XP_001981334.1|DERE	LOC117590219|XP_034138577.1|DGUA, LOC117582124|XP_034125594.1|DGUA
OG0002217	LOC6552769|XP_001979954.1|DERE	LOC117583810|XP_034128282.1|DGUA
OG0002218	LOC6550825|XP_001978083.1|DERE	LOC117581392|XP_034124425.1|DGUA
OG0002219	LOC6553475|XP_026831678.1|DERE	LOC117589760|XP_034137839.1|DGUA
OG0002220	LOC6553474|XP_001980268.2|DERE	LOC117589886|XP_034138048.1|DGUA
OG0002221	LOC6545830|XP_026833942.1|DERE	LOC117580518|XP_034123002.1|DGUA
OG0002222	LOC6548260|XP_001976625.2|DERE	LOC117578456|XP_034119876.1|DGUA
OG0002224	LOC6541082|XP_026834935.1|DERE	LOC117584693|XP_034129621.1|DGUA
OG0002225	LOC6544055|XP_026833391.1|DERE	LOC117589448|XP_034137283.1|DGUA
OG0002226	LOC6541471|XP_001970746.1|DERE	LOC117592615|XP_034142391.1|DGUA
OG0002227	LOC6542537|XP_026834120.1|DERE	LOC117592458|XP_034142161.1|DGUA
OG0002228	LOC6541455|XP_001970492.1|DERE	LOC117581644|XP_034124911.1|DGUA
OG0002229	LOC6548569|XP_001976641.2|DERE	LOC117578880|XP_034120565.1|DGUA
OG0002230	LOC6546667|XP_001975860.1|DERE	LOC117578724|XP_034120273.1|DGUA
OG0002231	LOC6542927|XP_001970649.1|DERE	LOC117583464|XP_034127665.1|DGUA
OG0002232	LOC6547660|XP_001974987.1|DERE	LOC117592594|XP_034142411.1|DGUA
OG0002233	LOC6545012|XP_001972539.2|DERE	LOC117589376|XP_034137179.1|DGUA
OG0002234	LOC6547117|XP_001976108.1|DERE	LOC117591868|XP_034141128.1|DGUA
OG0002235	LOC6548470|XP_026836561.1|DERE	LOC117592387|XP_034141989.1|DGUA
OG0002236	LOC6548056|XP_001976517.2|DERE	LOC117578718|XP_034120262.1|DGUA
OG0002237	LOC6548400|XP_026836443.1|DERE	LOC117584832|XP_034129857.1|DGUA
OG0002238	LOC6541031|XP_015014715.1|DERE	LOC117578440|XP_034119850.1|DGUA
OG0002239	LOC6546726|XP_001975879.1|DERE	LOC117588842|XP_034136230.1|DGUA
OG0002240	LOC6548078|XP_001975170.1|DERE	LOC117578661|XP_034120174.1|DGUA
OG0002241	LOC6545820|XP_001972173.2|DERE	LOC117580342|XP_034122738.1|DGUA
OG0002242	LOC6545674|XP_001971656.1|DERE	LOC117586921|XP_034133167.1|DGUA
OG0002243	LOC6553722|XP_001979433.1|DERE	LOC117584986|XP_034130100.1|DGUA
OG0002244	LOC6544035|XP_001972338.1|DERE	LOC117579434|XP_034121212.1|DGUA
OG0002245	LOC6543945|XP_001971402.3|DERE	LOC117589317|XP_034137017.1|DGUA
OG0002246	LOC6543118|XP_026835007.1|DERE	LOC117578493|XP_034119917.1|DGUA
OG0002247	LOC26527057|XP_015012905.1|DERE	LOC117582749|XP_034126584.1|DGUA
OG0002248	LOC6543887|XP_026833911.1|DERE	LOC117579587|XP_034121408.1|DGUA
OG0002249	LOC26527080|XP_015014393.1|DERE	LOC117586822|XP_034132993.1|DGUA
OG0002250	LOC6547824|XP_001974972.1|DERE	LOC117592006|XP_034141345.1|DGUA
OG0002251	LOC6547822|XP_026836725.1|DERE	LOC117580016|XP_034122118.1|DGUA
OG0002253	LOC26526461|XP_015012805.1|DERE	LOC117585240|XP_034130534.1|DGUA
OG0002254	LOC6554486|XP_001981931.1|DERE	LOC117583814|XP_034128288.1|DGUA
OG0002255	LOC6550392|XP_001977774.1|DERE	LOC117583100|XP_034127170.1|DGUA, LOC117591518|XP_034140705.1|DGUA
OG0002256	LOC6547554|XP_026836187.1|DERE	LOC117579318|XP_034121025.1|DGUA
OG0002257	LOC6547278|XP_026837132.1|DERE	LOC117591866|XP_034141125.1|DGUA
OG0002258	LOC6544800|XP_001971519.1|DERE	LOC117589055|XP_034136575.1|DGUA
OG0002259	LOC6550691|XP_026837358.1|DERE	LOC117588716|XP_034136060.1|DGUA
OG0002260	LOC6545489|XP_026832831.1|DERE	LOC117580470|XP_034122937.1|DGUA
OG0002261	LOC6545523|XP_001973364.1|DERE	LOC117580142|XP_034122334.1|DGUA
OG0002262	LOC6542982|XP_026835098.1|DERE	LOC117578684|XP_034120207.1|DGUA
OG0002263	LOC6544894|XP_001973182.1|DERE	LOC117588877|XP_034136276.1|DGUA
OG0002264	LOC6548639|XP_001976627.1|DERE	LOC117578446|XP_034119864.1|DGUA
OG0002265	LOC6543584|XP_026832678.1|DERE	LOC117579764|XP_034121708.1|DGUA
OG0002266	LOC6545781|XP_001973417.2|DERE	LOC117591264|XP_034140345.1|DGUA
OG0002267	LOC6545154|XP_026833194.1|DERE	LOC117580166|XP_034122377.1|DGUA
OG0002268	LOC6543620|XP_001973606.1|DERE	LOC117587182|XP_034133593.1|DGUA
OG0002269	LOC6549006|XP_001975470.1|DERE	LOC117591814|XP_034141039.1|DGUA
OG0002270	LOC6548773|XP_026836209.1|DERE	LOC117578405|XP_034123775.1|DGUA
OG0002271	LOC6544975|XP_026833188.1|DERE	LOC117587171|XP_034133578.1|DGUA
OG0002272	LOC6545965|XP_001971179.1|DERE	LOC117579461|XP_034121240.1|DGUA
OG0002273	LOC6543796|XP_026832294.1|DERE	LOC117587308|XP_034133797.1|DGUA
OG0002274	LOC6543690|XP_026833912.1|DERE	LOC117579365|XP_034121091.1|DGUA
OG0002275	LOC6543668|XP_001972966.1|DERE	LOC117586988|XP_034133278.1|DGUA
OG0002276	LOC6545670|XP_015013553.1|DERE	LOC117587162|XP_034133559.1|DGUA
OG0002277	LOC6545915|XP_001971139.1|DERE	LOC117587393|XP_034133938.1|DGUA
OG0002278	LOC6544336|XP_026832586.1|DERE	LOC117580537|XP_034123021.1|DGUA
OG0002279	LOC6545586|XP_026832628.1|DERE	LOC117579265|XP_034120952.1|DGUA
OG0002280	LOC6544150|XP_015013065.1|DERE	LOC117589290|XP_034136971.1|DGUA
OG0002281	LOC6544014|XP_001973014.1|DERE	LOC117589224|XP_034136865.1|DGUA
OG0002282	LOC26526608|XP_015014312.1|DERE	LOC117589398|XP_034137208.1|DGUA
OG0002283	LOC6547804|XP_001976421.1|DERE	LOC117591943|XP_034141246.1|DGUA
OG0002284	LOC6543327|XP_001970523.1|DERE	LOC117578695|XP_034120230.1|DGUA
OG0002285	LOC6551713|XP_001978520.1|DERE	LOC117580824|XP_034123435.1|DGUA
OG0002286	LOC6547319|XP_001976343.2|DERE	LOC117591864|XP_034141127.1|DGUA
OG0002287	LOC6548772|XP_026836429.1|DERE	LOC117591232|XP_034141323.1|DGUA
OG0002288	LOC6544976|XP_026832209.1|DERE	LOC117587169|XP_034133572.1|DGUA
OG0002289	LOC6545868|XP_001971637.1|DERE	LOC117580208|XP_034122492.1|DGUA
OG0002290	LOC6541736|XP_026834749.1|DERE	LOC117588029|XP_034134966.1|DGUA
OG0002291	LOC6541574|XP_026834469.1|DERE	LOC117578596|XP_034120075.1|DGUA
OG0002292	LOC6542124|XP_026834964.1|DERE	LOC117578445|XP_034119859.1|DGUA
OG0002293	LOC6543328|XP_001970842.3|DERE	LOC117590960|XP_034139906.1|DGUA
OG0002294	LOC6552903|XP_001980986.1|DERE	LOC117585058|XP_034130208.1|DGUA
OG0002295	LOC6541416|XP_026835233.1|DERE	LOC117584780|XP_034129776.1|DGUA
OG0002296	LOC6541399|XP_026834512.1|DERE	LOC117588004|XP_034134917.1|DGUA
OG0002297	LOC6553111|XP_001980017.3|DERE	LOC117585980|XP_034131688.1|DGUA
OG0002298	LOC6548111|XP_026836377.1|DERE	LOC117588397|XP_034135545.1|DGUA
OG0002299	LOC6547281|XP_001976148.1|DERE	LOC117581633|XP_034124894.1|DGUA
OG0002300	LOC6543215|XP_001968829.2|DERE	LOC117587922|XP_034134800.1|DGUA
OG0002301	LOC6548792|XP_015012013.1|DERE	LOC117588141|XP_034135125.1|DGUA
OG0002302	LOC6548876|XP_001973972.2|DERE	LOC117591086|XP_034140077.1|DGUA
OG0002303	LOC6555543|XP_001982412.1|DERE	LOC117580640|XP_034123123.1|DGUA, LOC117591571|XP_034140775.1|DGUA
OG0002305	LOC6545929|XP_001973481.1|DERE	LOC117588891|XP_034136331.1|DGUA
OG0002306	LOC6542204|XP_001969203.1|DERE	LOC117584760|XP_034129753.1|DGUA
OG0002307	LOC6542304|XP_026835130.1|DERE	LOC117582017|XP_034125429.1|DGUA
OG0002308	LOC6541344|XP_001969318.1|DERE	LOC117588005|XP_034134921.1|DGUA
OG0002309	LOC6540623|XP_026835562.1|DERE, LOC113564224|XP_026835610.1|DERE	LOC117582416|XP_034125999.1|DGUA
OG0002310	LOC6548796|XP_026836918.1|DERE	LOC117584850|XP_034129879.1|DGUA
OG0002311	LOC6548941|XP_026836853.1|DERE	LOC117587942|XP_034134827.1|DGUA
OG0002312	LOC6542302|XP_026835107.1|DERE	LOC117587761|XP_034134584.1|DGUA
OG0002313	LOC6549396|XP_001975614.2|DERE	LOC117592442|XP_034142088.1|DGUA
OG0002314	LOC6542649|XP_001970443.1|DERE	LOC117581476|XP_034124608.1|DGUA
OG0002315	LOC6546928|XP_001975999.1|DERE	LOC117587651|XP_034134436.1|DGUA
OG0002316	LOC6542702|XP_001969880.1|DERE	LOC117582582|XP_034126319.1|DGUA
OG0002317	LOC6545950|XP_001972797.2|DERE	LOC117580544|XP_034123029.1|DGUA
OG0002318	LOC6549229|XP_001974354.1|DERE	LOC117582400|XP_034125978.1|DGUA
OG0002319	LOC6542647|XP_001969664.1|DERE	LOC117587827|XP_034134678.1|DGUA
OG0002320	LOC6547659|XP_001974986.1|DERE	LOC117578499|XP_034119969.1|DGUA
OG0002321	LOC6546881|XP_001975964.2|DERE	LOC117578756|XP_034120336.1|DGUA
OG0002322	LOC6548898|XP_001974037.1|DERE	LOC117588145|XP_034135131.1|DGUA
OG0002323	LOC6548788|XP_026836422.1|DERE	LOC117584600|XP_034129497.1|DGUA
OG0002324	LOC6545526|XP_015012977.1|DERE	LOC117580140|XP_034122329.1|DGUA
OG0002325	LOC6544007|XP_026833175.1|DERE	LOC117587470|XP_034134091.1|DGUA
OG0002326	LOC6544008|XP_026832990.1|DERE	LOC117587469|XP_034134084.1|DGUA
OG0002327	LOC26527069|XP_015010551.1|DERE	LOC117585209|XP_034130478.1|DGUA
OG0002328	LOC6548944|XP_015011971.1|DERE	LOC117587879|XP_034134747.1|DGUA
OG0002329	LOC6543188|XP_001968250.1|DERE	LOC117582080|XP_034125531.1|DGUA
OG0002330	LOC6542510|XP_001968252.1|DERE	LOC117591620|XP_034140824.1|DGUA, LOC117591681|XP_034140897.1|DGUA, LOC117582082|XP_034125532.1|DGUA
OG0002331	LOC6550266|XP_001977717.1|DERE	LOC117588414|XP_034135574.1|DGUA
OG0002332	LOC6546366|XP_001971327.1|DERE	LOC117579662|XP_034121536.1|DGUA
OG0002333	LOC6548435|XP_026835749.1|DERE	LOC117582551|XP_034126262.1|DGUA
OG0002334	LOC6542912|XP_001968848.1|DERE	LOC117587669|XP_034134451.1|DGUA
OG0002335	LOC6540767|XP_001970392.2|DERE	LOC117579294|XP_034120995.1|DGUA
OG0002336	LOC6545356|XP_001973296.1|DERE	LOC117579489|XP_034121278.1|DGUA
OG0002337	LOC6543345|XP_001969185.2|DERE	LOC117592681|XP_034142531.1|DGUA
OG0002338	LOC6542795|XP_026834640.1|DERE, LOC6541902|XP_026834641.1|DERE	LOC117584723|XP_034129667.1|DGUA
OG0002339	LOC6543045|XP_001968527.2|DERE	LOC117583927|XP_034128498.1|DGUA
OG0002340	LOC6541527|XP_001969794.2|DERE	LOC117581685|XP_034124951.1|DGUA
OG0002341	LOC6542838|XP_001969107.1|DERE	LOC117586441|XP_034132374.1|DGUA
OG0002342	LOC6540634|XP_015015105.1|DERE	LOC117584774|XP_034129768.1|DGUA
OG0002343	LOC6540689|XP_001968754.3|DERE	LOC117583939|XP_034128513.1|DGUA
OG0002344	LOC6543275|XP_026838604.1|DERE	LOC117587831|XP_034134684.1|DGUA
OG0002345	LOC6541714|XP_001970552.1|DERE	LOC117591812|XP_034141032.1|DGUA
OG0002346	LOC6542081|XP_001970102.1|DERE	LOC117584295|XP_034129009.1|DGUA
OG0002347	LOC6546893|XP_001975974.1|DERE	LOC117584125|XP_034128771.1|DGUA
OG0002348	LOC6543451|XP_001970277.1|DERE	LOC117581854|XP_034125202.1|DGUA
OG0002349	LOC26526305|XP_015015486.2|DERE	LOC117584583|XP_034129453.1|DGUA
OG0002350	LOC6542597|XP_001970553.1|DERE	LOC117591802|XP_034141006.1|DGUA
OG0002351	LOC6546813|XP_001975923.1|DERE	LOC117584075|XP_034128716.1|DGUA
OG0002352	LOC6546624|XP_001975840.1|DERE	LOC117589923|XP_034138100.1|DGUA
OG0002353	LOC6541615|XP_001970933.1|DERE	LOC117588082|XP_034135041.1|DGUA
OG0002354	LOC6542490|XP_001969251.1|DERE	LOC117583902|XP_034128466.1|DGUA
OG0002355	LOC6548606|XP_026838666.1|DERE	LOC117587577|XP_034134298.1|DGUA
OG0002356	LOC6547676|XP_001976224.1|DERE	LOC117581839|XP_034125182.1|DGUA
OG0002357	LOC6552858|XP_001979943.1|DERE	LOC117584906|XP_034129940.1|DGUA
OG0002358	LOC6542713|XP_001969421.1|DERE	LOC117584348|XP_034129071.1|DGUA
OG0002359	LOC6550879|XP_001976819.2|DERE	LOC117580894|XP_034123543.1|DGUA
OG0002360	LOC6546916|XP_001974119.1|DERE	LOC117582549|XP_034126252.1|DGUA
OG0002361	LOC6545763|XP_001973407.1|DERE	LOC117580068|XP_034122200.1|DGUA
OG0002362	LOC6541819|XP_015014831.1|DERE	LOC117582418|XP_034126000.1|DGUA
OG0002363	LOC6542663|XP_001970133.1|DERE	LOC117584362|XP_034129091.1|DGUA
OG0002364	LOC6542564|XP_026834141.1|DERE	LOC117583862|XP_034128382.1|DGUA
OG0002365	LOC6543435|XP_001970137.1|DERE	LOC117584445|XP_034129252.1|DGUA
OG0002366	LOC6540799|XP_026834658.1|DERE, LOC113564229|XP_026835615.1|DERE	LOC117582604|XP_034126364.1|DGUA
OG0002367	LOC6541375|XP_001968359.1|DERE	LOC117582525|XP_034126214.1|DGUA
OG0002368	LOC6543433|XP_001969505.1|DERE	LOC117587612|XP_034134353.1|DGUA
OG0002369	LOC6550454|XP_001977831.1|DERE	LOC117580677|XP_034123186.1|DGUA
OG0002370	LOC6540903|XP_001969550.2|DERE	LOC117584535|XP_034129377.1|DGUA
OG0002371	LOC6540913|XP_001969553.1|DERE	LOC117583885|XP_034128432.1|DGUA
OG0002372	LOC6541979|XP_001968648.2|DERE	LOC117582626|XP_034126392.1|DGUA
OG0002373	LOC6547231|XP_026835758.1|DERE	LOC117584054|XP_034128686.1|DGUA
OG0002374	LOC6554269|XP_015008964.1|DERE	LOC117583571|XP_034127838.1|DGUA
OG0002375	LOC6553434|XP_001979240.2|DERE	LOC117589955|XP_034138144.1|DGUA
OG0002376	LOC6542481|XP_026835490.1|DERE	LOC117584864|XP_034129904.1|DGUA
OG0002377	LOC6552404|XP_001978930.1|DERE	LOC117586577|XP_034132633.1|DGUA
