Orthogroup	DERE.longest_only	DBUS.longest_only
OG0000789	LOC6540791|XP_026835000.1|DERE	LOC108605911|XP_033150821.1|DBUS
OG0000790	LOC6542593|XP_001968124.2|DERE	LOC108603631|XP_017848082.2|DBUS
OG0000790	LOC6542772|XP_001968125.1|DERE, LOC6542555|XP_001968126.1|DERE	LOC108600703|XP_017843919.2|DBUS
OG0000791	LOC6554661|XP_015009069.1|DERE	LOC108603674|XP_017848163.1|DBUS
OG0000792	LOC6543313|XP_001968286.3|DERE	LOC108602758|XP_017846423.1|DBUS
OG0000793	LOC6553829|XP_001979494.1|DERE, LOC26526698|XP_015011473.2|DERE	LOC108603824|XP_017848443.1|DBUS
OG0000794	LOC6541865|XP_001968264.1|DERE, LOC6551537|XP_026837397.1|DERE	LOC108606255|XP_017851693.1|DBUS
OG0000795	LOC6551398|XP_001977210.1|DERE	LOC108605524|XP_017850764.1|DBUS
OG0000795	LOC6552119|XP_001979726.1|DERE	LOC108602324|XP_017845898.1|DBUS
OG0000796	LOC6551525|XP_026838763.1|DERE	LOC108605214|XP_017850312.1|DBUS
OG0000797	LOC6551991|XP_026832087.1|DERE	LOC108602984|XP_017846859.1|DBUS
OG0000798	LOC6549184|XP_001975744.2|DERE	LOC108596632|XP_017838072.1|DBUS
OG0000798	LOC6549186|XP_001975746.1|DERE	LOC108596631|XP_017838066.1|DBUS
OG0000799	LOC6551377|XP_001978445.1|DERE	LOC108605153|XP_017850215.1|DBUS
OG0000800	LOC6545433|XP_001972122.1|DERE	LOC108598952|XP_017841212.1|DBUS, LOC108599083|XP_017841360.1|DBUS, LOC108599173|XP_017841449.1|DBUS
OG0000801	LOC6548201|XP_001975084.1|DERE	LOC108595331|XP_017836040.1|DBUS
OG0000802	LOC6551340|XP_001978416.1|DERE, LOC6551339|XP_026837777.1|DERE	LOC108605914|XP_017851218.1|DBUS
OG0000803	LOC6542449|XP_001969928.1|DERE	LOC108594237|XP_017834837.1|DBUS
OG0000803	LOC6543567|XP_001971827.1|DERE	LOC108601161|XP_017844582.1|DBUS
OG0000804	LOC6546854|XP_001975956.2|DERE	LOC108597699|XP_017839870.1|DBUS
OG0000804	LOC26526706|XP_015010514.1|DERE	LOC108602373|XP_017845967.1|DBUS, LOC108602321|XP_017845895.1|DBUS
OG0000805	LOC6549459|XP_001975783.1|DERE	LOC108595071|XP_017835707.1|DBUS
OG0000805	LOC6549460|XP_001975784.1|DERE	LOC108597502|XP_017839580.2|DBUS
OG0000806	LOC6542942|XP_001968295.1|DERE	LOC108608335|XP_017855164.1|DBUS
OG0000810	LOC6542337|XP_001970667.1|DERE, LOC6542348|XP_001970666.3|DERE	LOC108597383|XP_017839405.1|DBUS
OG0000811	LOC6548681|XP_026836623.1|DERE	LOC117134683|XP_033149033.1|DBUS, LOC108596242|XP_017837279.1|DBUS
OG0000812	LOC6550672|XP_026838169.1|DERE	LOC108606922|XP_017852953.1|DBUS
OG0000813	LOC6546629|XP_001975845.1|DERE	LOC108595242|XP_017835930.1|DBUS
OG0000814	LOC6547578|XP_026836171.1|DERE	LOC108595202|XP_017835881.1|DBUS
OG0000815	LOC6540651|XP_001968796.1|DERE, LOC113564074|XP_026834520.1|DERE	LOC108597314|XP_017839294.1|DBUS
OG0000816	LOC6551670|XP_001977173.1|DERE	LOC108605477|XP_017850657.1|DBUS
OG0000816	LOC6553330|XP_001979192.1|DERE	LOC108602728|XP_017846369.1|DBUS
OG0000817	LOC6554259|XP_001981680.2|DERE	LOC108602336|XP_017845914.1|DBUS
OG0000817	LOC26526671|XP_015009399.1|DERE	LOC108602694|XP_017846322.1|DBUS
OG0000818	LOC6555676|XP_001982409.1|DERE	LOC108606224|XP_017851610.1|DBUS
OG0000818	LOC26526429|XP_015015505.1|DERE	LOC108594503|XP_017835191.2|DBUS
OG0000819	LOC6549774|XP_001977594.3|DERE	LOC108605739|XP_017851025.1|DBUS
OG0000820	LOC6550352|XP_001977781.1|DERE	LOC108606022|XP_033150350.1|DBUS
OG0000820	LOC6547167|XP_026835915.1|DERE	LOC108596157|XP_017837151.1|DBUS
OG0000821	LOC6553664|XP_001980344.1|DERE	LOC108602502|XP_017846119.1|DBUS
OG0000821	LOC6547316|XP_026836831.1|DERE	LOC108595485|XP_017836225.2|DBUS
OG0000822	LOC6540768|XP_001970303.2|DERE	LOC108595580|XP_017836334.2|DBUS
OG0000823	LOC6553644|XP_026838526.1|DERE, LOC6553643|XP_001980374.2|DERE, LOC6553679|XP_026831793.1|DERE	LOC108602561|XP_017846185.1|DBUS
OG0000825	LOC6543660|XP_001972959.1|DERE	LOC108598285|XP_017840389.1|DBUS, LOC108598286|XP_017840390.1|DBUS
OG0000825	LOC6543316|XP_001968980.2|DERE	LOC108606356|XP_017851897.1|DBUS
OG0000826	LOC6548149|XP_001975223.1|DERE	LOC108596300|XP_017837384.1|DBUS
OG0000828	LOC26527090|XP_015010558.1|DERE, LOC6552323|XP_001979764.2|DERE	LOC108602542|XP_017846164.1|DBUS
OG0000830	LOC6550378|XP_015010745.1|DERE	LOC108605498|XP_017850731.1|DBUS
OG0000831	LOC6544787|XP_001972494.2|DERE	LOC108597507|XP_017839584.1|DBUS
OG0000832	LOC6548777|XP_001975432.1|DERE	LOC108596836|XP_017838450.1|DBUS
OG0000833	LOC6544991|XP_001973283.3|DERE	LOC108598071|XP_033149434.1|DBUS
OG0000834	LOC6554475|XP_001981288.1|DERE	LOC108604297|XP_017849203.1|DBUS, LOC108604298|XP_017849204.1|DBUS
OG0000835	LOC6544711|XP_026832514.1|DERE	LOC108599933|XP_017842639.1|DBUS
OG0000836	LOC113563704|XP_026839459.1|DERE, LOC6541759|XP_001969480.1|DERE	LOC108594389|XP_017835040.2|DBUS
OG0000837	LOC6551100|XP_001976905.1|DERE	LOC108605540|XP_017850781.1|DBUS
OG0000838	LOC26526470|XP_015012808.1|DERE	LOC108599700|XP_017842189.1|DBUS
OG0000839	LOC6552548|XP_001978958.1|DERE	LOC108603192|XP_017847258.1|DBUS
OG0000839	LOC26526152|XP_015010450.1|DERE	LOC108603892|XP_017848555.1|DBUS
OG0000840	LOC6542185|XP_001970769.1|DERE, LOC6551649|XP_026838263.1|DERE	LOC108607242|XP_017853410.1|DBUS
OG0000841	LOC6552012|XP_015009514.1|DERE	LOC108604566|XP_017849584.1|DBUS
OG0000842	LOC6553753|XP_001979413.1|DERE	LOC108601962|XP_017845438.1|DBUS
OG0000843	LOC6548128|XP_001976505.1|DERE	LOC108596754|XP_017838322.1|DBUS
OG0000844	LOC6553058|XP_015009431.2|DERE	LOC108603130|XP_017847139.1|DBUS
OG0000845	LOC6551089|XP_001977103.1|DERE, LOC6551091|XP_001977105.1|DERE	LOC108606705|XP_017852569.1|DBUS
OG0000846	LOC6554596|XP_001981331.1|DERE	LOC108602823|XP_017846546.1|DBUS
OG0000847	LOC6546642|XP_001975851.1|DERE, LOC6548371|XP_001976646.1|DERE	LOC108594647|XP_033149228.1|DBUS, LOC108595338|XP_017836048.1|DBUS
OG0000848	LOC6543071|XP_001968380.1|DERE	LOC108606251|XP_017851691.1|DBUS
OG0000849	LOC6542520|XP_026835198.1|DERE	LOC108594539|XP_017835231.1|DBUS
OG0000849	LOC6542831|XP_001968244.2|DERE	LOC108594537|XP_017835229.1|DBUS
OG0000850	LOC6547420|XP_001976283.1|DERE	LOC108596126|XP_017837078.1|DBUS
OG0000850	LOC6547419|XP_001976282.2|DERE	LOC108596125|XP_017837075.1|DBUS
OG0000852	LOC113564331|XP_026836790.1|DERE, LOC6547221|XP_026836788.1|DERE, LOC113564330|XP_026836789.1|DERE	LOC108596847|XP_017838465.1|DBUS
OG0000854	LOC6550844|XP_001977009.1|DERE	LOC108606336|XP_017851852.1|DBUS
OG0000854	LOC6551205|XP_026838590.1|DERE	LOC108606335|XP_017851851.1|DBUS
OG0000855	LOC6555774|XP_001982532.1|DERE	LOC108606294|XP_017851769.1|DBUS
OG0000856	LOC6543882|XP_001973641.1|DERE	LOC108600324|XP_033149274.1|DBUS
OG0000857	LOC6549874|XP_026837709.1|DERE	LOC108606923|XP_017852960.1|DBUS
OG0000858	LOC6553564|XP_001980334.1|DERE, LOC6552582|XP_001980333.1|DERE	LOC108601846|XP_017845282.1|DBUS
OG0000860	LOC6543646|XP_026832763.1|DERE	LOC108599908|XP_033149708.1|DBUS
OG0000861	LOC6547865|XP_026836611.1|DERE	LOC108595858|XP_017836636.2|DBUS, LOC108594822|XP_017835448.1|DBUS
OG0000862	LOC6547740|XP_001974994.1|DERE, LOC6540806|XP_001968845.1|DERE	LOC108596345|XP_017837489.1|DBUS
OG0000863	LOC6555197|XP_001982293.1|DERE	LOC108601752|XP_017845165.1|DBUS
OG0000864	LOC6542131|XP_001969620.1|DERE	LOC108603759|XP_017848330.2|DBUS
OG0000864	LOC6551242|XP_001978334.3|DERE	LOC108607203|XP_017853356.1|DBUS
OG0000865	LOC6551796|XP_001980809.1|DERE	LOC108604735|XP_017849806.1|DBUS
OG0000866	LOC6542113|XP_001968262.1|DERE, LOC6543145|XP_001968263.2|DERE	LOC108608539|XP_017855444.1|DBUS
OG0000867	LOC6543164|XP_001968910.1|DERE	LOC108601065|XP_017844449.2|DBUS
OG0000867	LOC6541270|XP_001969441.1|DERE	LOC108599879|XP_017842546.1|DBUS
OG0000868	LOC6551669|XP_026838814.1|DERE	LOC108605479|XP_017850660.1|DBUS
OG0000869	LOC6553199|XP_001979160.1|DERE	LOC108604547|XP_017849560.1|DBUS
OG0000870	LOC6547992|XP_001976494.2|DERE	LOC108594947|XP_017835570.1|DBUS
OG0000871	LOC6546906|XP_001975985.1|DERE	LOC108597673|XP_017839835.1|DBUS
OG0000872	LOC6550121|XP_001977702.1|DERE	LOC108605992|XP_017851302.1|DBUS
OG0000872	LOC6548121|XP_001976535.1|DERE	LOC117135020|XP_033150710.1|DBUS
OG0000873	LOC6543980|XP_001973721.1|DERE	LOC108600372|XP_017843398.2|DBUS
OG0000874	LOC6551060|XP_001976920.3|DERE	LOC108605790|XP_017851082.1|DBUS
OG0000874	LOC6548312|XP_015012293.1|DERE	LOC108597521|XP_017839603.1|DBUS
OG0000875	LOC6545785|XP_001973421.1|DERE	LOC108599113|XP_017841362.1|DBUS
OG0000877	LOC6545524|XP_001973365.1|DERE	LOC108601144|XP_017844561.1|DBUS
OG0000877	LOC6555779|XP_001982380.1|DERE	LOC108605956|XP_017851265.1|DBUS
OG0000878	LOC6547441|XP_001976377.1|DERE	LOC108597569|XP_017839669.1|DBUS
OG0000879	LOC6547450|XP_001974863.1|DERE	LOC108595727|XP_017836498.1|DBUS
OG0000880	LOC6553717|XP_001979428.1|DERE	LOC108605972|XP_017851283.1|DBUS
OG0000880	LOC6546504|XP_001972270.1|DERE	LOC108601299|XP_017844688.1|DBUS
OG0000881	LOC6546163|XP_001973557.1|DERE, LOC6546144|XP_001973560.1|DERE, LOC6546143|XP_001973559.1|DERE	LOC108600421|XP_017843344.1|DBUS
OG0000882	LOC6550017|XP_001977483.2|DERE	LOC108606798|XP_017852748.1|DBUS
OG0000883	LOC6550577|XP_001978178.1|DERE	LOC108605814|XP_017851109.1|DBUS
OG0000884	LOC6549675|XP_015011093.1|DERE	LOC108605122|XP_017850173.1|DBUS
OG0000885	LOC6554074|XP_015009693.1|DERE	LOC108601771|XP_017845185.1|DBUS
OG0000886	LOC6551831|XP_026834211.1|DERE	LOC108603290|XP_017847448.1|DBUS, LOC108603288|XP_017847447.1|DBUS
OG0000887	LOC6551668|XP_026838738.1|DERE	LOC108605045|XP_033150279.1|DBUS
OG0000888	LOC6545469|XP_026832562.1|DERE	LOC108600263|XP_017843198.1|DBUS
OG0000889	LOC6544238|XP_026832670.1|DERE	LOC108600744|XP_017843978.2|DBUS
OG0000890	LOC6547341|XP_001976294.1|DERE	LOC108596525|XP_017837901.1|DBUS
OG0000891	LOC6540808|XP_001969598.1|DERE	LOC108600338|XP_017843349.1|DBUS
OG0000891	LOC6541140|XP_026834823.1|DERE	LOC108594287|XP_017834917.1|DBUS
OG0000892	LOC6545987|XP_001973501.2|DERE	LOC108600066|XP_017842906.1|DBUS
OG0000893	LOC6553292|XP_026836139.1|DERE	LOC108601243|XP_033150118.1|DBUS
OG0000894	LOC6553053|XP_001979140.1|DERE	LOC108601666|XP_017845056.1|DBUS
OG0000895	LOC6548656|XP_001975378.1|DERE	LOC108597263|XP_017839209.1|DBUS, LOC108597264|XP_017839211.1|DBUS
OG0000896	LOC6548678|XP_001975361.1|DERE, LOC6551254|XP_001978442.1|DERE	LOC108605176|XP_017850253.1|DBUS
OG0000897	LOC6554411|XP_001981707.1|DERE	LOC108602657|XP_017846292.1|DBUS
OG0000897	LOC6554415|XP_001981711.1|DERE	LOC108602734|XP_017846375.1|DBUS
OG0000898	LOC6548427|XP_001975338.1|DERE, LOC6547373|XP_001976318.1|DERE	LOC108595909|XP_017836688.1|DBUS, LOC108595506|XP_017836248.1|DBUS
OG0000899	LOC6552796|XP_001981007.1|DERE, LOC6552795|XP_015010321.1|DERE	LOC108601967|XP_017845444.2|DBUS, LOC108604489|XP_033149809.1|DBUS
OG0000900	LOC6547417|XP_001976280.1|DERE	LOC108596129|XP_017837081.1|DBUS
OG0000900	LOC6547416|XP_001976279.2|DERE	LOC108594898|XP_017835524.2|DBUS, LOC108595959|XP_017836735.2|DBUS
OG0000901	LOC6548375|XP_001975134.1|DERE	LOC108594722|XP_017835349.2|DBUS
OG0000902	LOC6551503|XP_001978574.1|DERE, LOC6551504|XP_001978575.1|DERE	LOC108605377|XP_033150267.1|DBUS
OG0000903	LOC6544767|XP_001971497.2|DERE	LOC108599564|XP_017841949.1|DBUS
OG0000904	LOC6543748|XP_001971707.3|DERE, LOC6545409|XP_001971708.1|DERE	LOC108597927|XP_017840032.1|DBUS, LOC108599478|XP_017841807.1|DBUS
OG0000906	LOC6547143|XP_026835964.1|DERE, LOC6547142|XP_001976117.1|DERE	LOC108596876|XP_017838543.1|DBUS, LOC108596875|XP_017838542.1|DBUS
OG0000907	LOC6548129|XP_001976506.1|DERE	LOC108596757|XP_017838327.1|DBUS
OG0000909	LOC6555786|XP_001982456.1|DERE, LOC6555312|XP_001982085.1|DERE	LOC108603143|XP_017847169.1|DBUS
OG0000910	LOC6550835|XP_015011340.1|DERE	LOC108606860|XP_017852853.1|DBUS
OG0000911	LOC6546555|XP_001974569.1|DERE	LOC108594798|XP_017835425.1|DBUS
OG0000912	LOC6543791|XP_001973139.1|DERE, LOC6543792|XP_001973140.1|DERE	LOC108598654|XP_017840854.1|DBUS
OG0000913	LOC6545172|XP_015013163.2|DERE	LOC108600466|XP_017843549.2|DBUS
OG0000914	LOC6546811|XP_001975921.1|DERE	LOC108595832|XP_017836612.1|DBUS
OG0000915	LOC6548651|XP_001975391.1|DERE	LOC108595762|XP_017836540.1|DBUS
OG0000916	LOC6543482|XP_026834387.1|DERE	LOC108607968|XP_017854586.1|DBUS
OG0000917	LOC6541723|XP_026835118.1|DERE	LOC108607696|XP_033150850.1|DBUS
OG0000918	LOC6542553|XP_026834867.1|DERE, LOC6541709|XP_001968525.2|DERE	LOC108600439|XP_017843512.1|DBUS
OG0000920	LOC6549701|XP_001977443.1|DERE	LOC108606697|XP_017852555.1|DBUS
OG0000921	LOC6555623|XP_026837454.1|DERE, LOC26526087|XP_026837602.1|DERE	LOC108605313|XP_017850471.1|DBUS
OG0000922	LOC6543678|XP_001971846.1|DERE	LOC108598387|XP_017840494.1|DBUS
OG0000923	LOC6546307|XP_001972848.1|DERE, LOC6552447|XP_001980936.1|DERE	LOC108604421|XP_017849376.1|DBUS
OG0000924	LOC6551122|XP_001978349.1|DERE	LOC108605305|XP_017850460.2|DBUS
OG0000925	LOC6555144|XP_001981155.2|DERE, LOC6555145|XP_001981156.1|DERE	LOC108601980|XP_017845464.1|DBUS, LOC108601979|XP_017845462.1|DBUS
OG0000926	LOC6552986|XP_001979115.1|DERE	LOC108601544|XP_017844932.1|DBUS
OG0000926	LOC6553026|XP_001980088.1|DERE	LOC108602539|XP_017846161.1|DBUS
OG0000927	LOC6555438|XP_001981664.1|DERE	LOC108601373|XP_017844757.1|DBUS
OG0000927	LOC6555435|XP_001981661.1|DERE	LOC108602654|XP_017846289.2|DBUS
OG0000928	LOC6541355|XP_001969265.1|DERE, LOC6542016|XP_001969264.1|DERE	LOC108602903|XP_017846704.1|DBUS
OG0000929	LOC6542723|XP_001968428.1|DERE	LOC108600200|XP_017843106.2|DBUS
OG0000929	LOC6543305|XP_001968427.1|DERE	LOC108599286|XP_017841576.2|DBUS
OG0000930	LOC6544873|XP_015014199.1|DERE, LOC6544858|XP_001973170.1|DERE	LOC108600508|XP_017843632.1|DBUS, LOC108600507|XP_017843631.1|DBUS, LOC108600506|XP_017843630.1|DBUS
OG0000931	LOC6547931|XP_026836301.1|DERE	LOC108595511|XP_017836252.1|DBUS
OG0000931	LOC6543105|XP_001969004.3|DERE	LOC108602246|XP_017848722.1|DBUS
OG0000932	LOC6545792|XP_001973442.2|DERE	LOC108601963|XP_017845443.1|DBUS
OG0000933	LOC6547604|XP_001974964.1|DERE	LOC117134630|XP_033150975.1|DBUS
OG0000933	LOC6547605|XP_001974965.2|DERE	LOC108594791|XP_033149195.1|DBUS
OG0000934	LOC6541128|XP_001970465.1|DERE, LOC6542638|XP_001970466.1|DERE	LOC108596174|XP_017837171.1|DBUS
OG0000935	LOC6555161|XP_001981417.2|DERE	LOC108602793|XP_033149804.1|DBUS
OG0000936	LOC26527068|XP_015014390.1|DERE	LOC117134673|XP_033149000.1|DBUS
OG0000936	LOC6550787|XP_026838013.1|DERE	LOC108606026|XP_017851341.1|DBUS
OG0000937	LOC6555084|XP_026839652.1|DERE	LOC108604711|XP_017849770.1|DBUS
OG0000938	LOC6550704|XP_001978118.1|DERE	LOC108605942|XP_017851251.1|DBUS
OG0000939	LOC6542797|XP_001970198.1|DERE	LOC108607450|XP_017853776.2|DBUS
OG0000939	LOC6542655|XP_001970204.1|DERE	LOC108606105|XP_017851439.1|DBUS
OG0000940	LOC6551444|XP_001978542.1|DERE	LOC108605830|XP_017851125.1|DBUS
OG0000940	LOC6545671|XP_001971146.1|DERE	LOC108598523|XP_017840693.2|DBUS
OG0000941	LOC6549794|XP_001977317.1|DERE	LOC108606949|XP_017852995.1|DBUS
OG0000942	LOC6546490|XP_001973586.2|DERE	LOC108600328|XP_017843330.1|DBUS
OG0000943	LOC6546604|XP_026835714.1|DERE	LOC108596911|XP_017838605.1|DBUS
OG0000944	LOC6550813|XP_026837934.1|DERE	LOC108605870|XP_017851172.1|DBUS
OG0000944	LOC6540593|XP_001968893.1|DERE	LOC108602211|XP_017845747.1|DBUS
OG0000945	LOC6556145|XP_026833568.1|DERE	LOC108599847|XP_017842464.1|DBUS
OG0000946	LOC6541552|XP_001970224.1|DERE	LOC108608430|XP_017855289.1|DBUS
OG0000947	LOC6548395|XP_001976527.1|DERE	LOC108596081|XP_017836987.1|DBUS
OG0000948	LOC6546266|XP_015013804.1|DERE	LOC108597933|XP_017840038.1|DBUS
OG0000949	LOC6551139|XP_026837851.1|DERE	LOC108606546|XP_017852234.1|DBUS, LOC108606548|XP_017852236.1|DBUS
OG0000950	LOC6550432|XP_015011150.1|DERE	LOC108606209|XP_017851573.1|DBUS
OG0000950	LOC6553312|XP_001979209.1|DERE	LOC108602274|XP_017845820.1|DBUS
OG0000952	LOC26526237|XP_015008629.1|DERE, LOC6541496|XP_026835573.1|DERE	LOC108608531|XP_017855435.1|DBUS
OG0000954	LOC6540982|XP_001970777.1|DERE	LOC108594951|XP_017835574.1|DBUS, LOC108594954|XP_017835576.1|DBUS, LOC108594952|XP_017835575.1|DBUS, LOC108594950|XP_017835573.1|DBUS
OG0000955	LOC6554445|XP_001982143.2|DERE	LOC108602187|XP_017845721.2|DBUS
OG0000956	LOC6554079|XP_001979517.1|DERE	LOC108603228|XP_017847332.1|DBUS
OG0000956	LOC6553904|XP_026837412.1|DERE	LOC108602214|XP_017845750.1|DBUS
OG0000957	LOC6546945|XP_001974595.1|DERE	LOC108594881|XP_017835508.1|DBUS
OG0000958	LOC26526419|XP_015010481.1|DERE, LOC26526894|XP_015012875.1|DERE	LOC108595750|XP_017836528.1|DBUS
OG0000959	LOC6546066|XP_001972807.1|DERE, LOC6555249|XP_001981630.1|DERE	LOC108600238|XP_017843155.2|DBUS
OG0000960	LOC6555679|XP_001982539.1|DERE	LOC108605781|XP_017851072.1|DBUS, LOC108607435|XP_017853755.1|DBUS, LOC108594451|XP_017835115.2|DBUS
OG0000961	LOC6544411|XP_001973155.1|DERE	LOC108599511|XP_017841868.1|DBUS
OG0000961	LOC6544409|XP_001973153.1|DERE	LOC108599509|XP_017841865.2|DBUS
OG0000963	LOC6550162|XP_001977672.1|DERE	LOC108606582|XP_017852297.1|DBUS
OG0000964	LOC6548652|XP_026836016.1|DERE	LOC108594887|XP_017835513.1|DBUS
OG0000965	LOC6549746|XP_001977349.1|DERE	LOC108607151|XP_017853285.1|DBUS
OG0000966	LOC6549427|XP_001975707.1|DERE, LOC6555140|XP_001981151.2|DERE	LOC108595733|XP_017836505.1|DBUS
OG0000968	LOC6544522|XP_026833147.1|DERE	LOC108599815|XP_017842404.1|DBUS
OG0000969	LOC6547650|XP_001974984.1|DERE	LOC108597295|XP_017839263.1|DBUS
OG0000970	LOC6554124|XP_001981496.1|DERE	LOC108604074|XP_017848832.1|DBUS
OG0000971	LOC6549315|XP_001974486.1|DERE	LOC108607728|XP_017854241.2|DBUS
OG0000972	LOC6545277|XP_001972066.1|DERE	LOC108600254|XP_017843181.2|DBUS
OG0000973	LOC6550683|XP_001976761.3|DERE	LOC108605879|XP_017851181.1|DBUS
OG0000974	LOC6546450|XP_001971819.1|DERE	LOC108598367|XP_017840477.1|DBUS
OG0000975	LOC6554062|XP_026832984.1|DERE	LOC108602406|XP_017846007.1|DBUS, LOC108602407|XP_017846009.1|DBUS, LOC108604090|XP_017848860.1|DBUS
OG0000976	LOC6552962|XP_026831845.1|DERE	LOC117134631|XP_017847712.1|DBUS
OG0000977	LOC6553113|XP_001980019.2|DERE	LOC108604845|XP_017849954.2|DBUS
OG0000978	LOC6551809|XP_001980578.1|DERE	LOC108603456|XP_017847776.1|DBUS
OG0000979	LOC6548248|XP_001975197.2|DERE	LOC108595039|XP_017835667.1|DBUS
OG0000980	LOC6555049|XP_001981619.1|DERE	LOC108601286|XP_017844675.1|DBUS
OG0000980	LOC6554757|XP_001982193.1|DERE	LOC108602367|XP_017845959.1|DBUS
OG0000981	LOC6542497|XP_001969455.1|DERE	LOC108597617|XP_017839750.1|DBUS
OG0000982	LOC6553826|XP_001980521.1|DERE, LOC26527102|XP_015010559.1|DERE, LOC26526258|XP_015010461.1|DERE	LOC108604436|XP_017849400.1|DBUS
OG0000984	LOC6554732|XP_026831860.1|DERE	LOC108601176|XP_033149573.1|DBUS
OG0000984	LOC6541439|XP_026834538.1|DERE	LOC108602408|XP_033150722.1|DBUS
OG0000985	LOC26526585|XP_015012819.1|DERE	LOC108597491|XP_017839560.1|DBUS
OG0000987	LOC113564642|XP_026838889.1|DERE	LOC108601479|XP_017844867.1|DBUS
OG0000988	LOC6542904|XP_001969791.1|DERE	LOC108603653|XP_017848161.2|DBUS
OG0000990	LOC6554508|XP_001981522.1|DERE, LOC6550461|XP_001977788.1|DERE	LOC108607168|XP_017853310.1|DBUS
OG0000991	LOC6549673|XP_001977432.1|DERE	LOC108606644|XP_017852432.1|DBUS
OG0000992	LOC6542511|XP_001969054.1|DERE, LOC6554524|XP_026831588.1|DERE	LOC108602198|XP_017845736.1|DBUS
OG0000993	LOC26526889|XP_026832065.1|DERE, LOC6554227|XP_001981244.1|DERE	LOC108604790|XP_017849878.1|DBUS
OG0000994	LOC6551315|XP_026838084.1|DERE	LOC108605561|XP_017850815.1|DBUS
OG0000995	LOC6554857|XP_001981101.1|DERE, LOC6550776|XP_001978073.1|DERE	LOC108605916|XP_017851221.1|DBUS
OG0000996	LOC6547032|XP_026836092.1|DERE	LOC108606580|XP_017852295.1|DBUS, LOC108595540|XP_017836284.1|DBUS
OG0000997	LOC6549588|XP_001975822.1|DERE	LOC108594679|XP_017835309.2|DBUS
OG0000998	LOC6545427|XP_026832933.1|DERE	LOC108600670|XP_017843856.1|DBUS
OG0000999	LOC6555627|XP_001982426.1|DERE	LOC108606776|XP_017852685.1|DBUS
OG0001000	LOC6548611|XP_026838644.1|DERE	LOC117135038|XP_033150756.1|DBUS
OG0001001	LOC6548347|XP_001975518.1|DERE	LOC108597086|XP_017838928.1|DBUS
OG0001002	LOC6549292|XP_026836860.1|DERE	LOC108598644|XP_017840845.1|DBUS, LOC108596304|XP_017837392.1|DBUS
OG0001003	LOC6552961|XP_001978764.1|DERE, LOC26526185|XP_026834017.1|DERE	LOC108603826|XP_033150461.1|DBUS, LOC108603978|XP_017848693.1|DBUS
OG0001004	LOC6552422|XP_001980777.1|DERE	LOC108602791|XP_017846491.1|DBUS
OG0001005	LOC6549375|XP_001974295.1|DERE, LOC6555565|XP_026837875.1|DERE	LOC108605425|XP_017850589.1|DBUS
OG0001006	LOC6552888|XP_001979988.1|DERE, LOC6544610|XP_001972445.1|DERE	LOC108598703|XP_017840917.1|DBUS
OG0001008	LOC6550505|XP_001977970.1|DERE	LOC108605191|XP_017850272.1|DBUS
OG0001009	LOC6552540|XP_001980836.1|DERE, LOC6554403|XP_001981699.1|DERE	LOC108602090|XP_017845603.1|DBUS
OG0001011	LOC6551034|XP_001978253.3|DERE	LOC108606303|XP_017851782.2|DBUS
OG0001011	LOC6549253|XP_001974425.1|DERE	LOC108604533|XP_017849541.1|DBUS
OG0001012	LOC26526659|XP_026837734.1|DERE, LOC6550654|XP_001978062.1|DERE	LOC108605837|XP_017851133.2|DBUS
OG0001013	LOC6545748|XP_026832842.1|DERE	LOC108599055|XP_017841324.2|DBUS
OG0001014	LOC6544662|XP_001972491.1|DERE	LOC108599110|XP_017841388.1|DBUS
OG0001015	LOC6551706|XP_026838527.1|DERE	LOC108607262|XP_017853439.1|DBUS
OG0001015	LOC6551707|XP_001977286.1|DERE	LOC108607261|XP_017853438.1|DBUS
OG0001016	LOC6554705|XP_001981783.1|DERE, LOC6550200|XP_001977556.1|DERE	LOC108605497|XP_017850735.1|DBUS, LOC108600396|XP_017843433.1|DBUS, LOC108598199|XP_017840304.1|DBUS, LOC108605982|XP_017851294.1|DBUS
OG0001017	LOC26526969|XP_015012889.1|DERE	LOC108596852|XP_017838479.1|DBUS
OG0001019	LOC6555063|XP_001981605.2|DERE, LOC6555086|XP_026831966.1|DERE	LOC108602930|XP_017846762.1|DBUS
OG0001020	LOC6549755|XP_001978617.1|DERE	LOC108605796|XP_017851088.1|DBUS
OG0001021	LOC6543052|XP_026834612.1|DERE	LOC108607998|XP_017854648.1|DBUS
OG0001022	LOC6551950|XP_026839636.1|DERE, LOC6550696|XP_001978021.1|DERE	LOC117134924|XP_033150319.1|DBUS
OG0001024	LOC6555046|XP_001981616.1|DERE	LOC108604103|XP_017848872.1|DBUS
OG0001025	LOC6544474|XP_001972508.1|DERE	LOC108598015|XP_017840119.1|DBUS, LOC108598017|XP_017840120.1|DBUS, LOC108598018|XP_033149507.1|DBUS, LOC108598656|XP_017840856.1|DBUS
OG0001026	LOC6543131|XP_001970540.1|DERE	LOC108600168|XP_017843062.1|DBUS, LOC108594903|XP_017835530.1|DBUS
OG0001027	LOC6546064|XP_001972805.1|DERE	LOC108600201|XP_017843104.1|DBUS
OG0001028	LOC6543274|XP_001968955.1|DERE	LOC108604114|XP_017848890.1|DBUS
OG0001031	LOC6548598|XP_001973943.2|DERE	LOC108607683|XP_017854129.1|DBUS
