Orthogroup	DERE.longest_only	SLEB.longest_only
OG0001264	LOC6541322|XP_001968615.2|DERE	LOC115631300|XP_030383874.1|SLEB
OG0001265	LOC6555689|XP_015008807.1|DERE	LOC115629802|XP_030382224.1|SLEB
OG0001266	LOC6548086|XP_001975202.2|DERE	LOC115632811|XP_030385926.1|SLEB
OG0001267	LOC6555281|XP_015008835.1|DERE	LOC115620683|XP_030369910.1|SLEB
OG0001268	LOC6551837|XP_001979634.1|DERE	LOC115621597|XP_030371148.1|SLEB
OG0001269	LOC6546997|XP_001976039.1|DERE	LOC115624727|XP_030375411.1|SLEB
OG0001270	LOC6552687|XP_001978950.1|DERE	LOC115625553|XP_030376505.1|SLEB
OG0001271	LOC6542309|XP_001969101.1|DERE	LOC115628049|XP_030379858.1|SLEB
OG0001272	LOC6545961|XP_026832486.1|DERE	LOC115632133|XP_030385003.1|SLEB
OG0001273	LOC6552245|XP_026839525.1|DERE	LOC115620376|XP_030369442.1|SLEB
OG0001274	LOC6545550|XP_001973389.1|DERE	LOC115622173|XP_030371911.1|SLEB
OG0001275	LOC6550628|XP_015011303.1|DERE	LOC115627217|XP_030378696.1|SLEB
OG0001276	LOC6546447|XP_001971816.1|DERE	LOC115633240|XP_030386496.1|SLEB, LOC115632191|XP_030385095.1|SLEB
OG0001277	LOC6546365|XP_001971326.1|DERE	LOC115622939|XP_030372930.1|SLEB
OG0001278	LOC6543976|XP_001972210.1|DERE	LOC115633089|XP_030386327.1|SLEB
OG0001279	LOC6545644|XP_001972165.1|DERE	LOC115632448|XP_030385458.1|SLEB
OG0001280	LOC6544826|XP_026832479.1|DERE	LOC115632311|XP_030385272.1|SLEB
OG0001281	LOC6546026|XP_001971211.2|DERE	LOC115622134|XP_030371852.1|SLEB
OG0001282	LOC6541864|XP_026835270.1|DERE, LOC113564235|XP_026835624.1|DERE	LOC115625941|XP_030377036.1|SLEB
OG0001283	LOC6548769|XP_001975424.1|DERE	LOC115620592|XP_030369803.1|SLEB
OG0001284	LOC6541564|XP_001970923.1|DERE	LOC115631547|XP_030384182.1|SLEB
OG0001285	LOC6545081|XP_001971036.1|DERE	LOC115623235|XP_030373344.1|SLEB
OG0001286	LOC6548746|XP_001974103.1|DERE	LOC115630804|XP_030383327.1|SLEB
OG0001287	LOC6553174|XP_001980010.1|DERE	LOC115626405|XP_030377630.1|SLEB
OG0001288	LOC6542539|XP_001968211.1|DERE	LOC115631450|XP_030384055.1|SLEB
OG0001289	LOC6548956|XP_026836394.1|DERE	LOC115630503|XP_030382955.1|SLEB
OG0001290	LOC6541299|XP_026834189.1|DERE, LOC113564240|XP_026835632.1|DERE	LOC115630477|XP_030382917.1|SLEB
OG0001291	LOC6547993|XP_001976495.1|DERE	LOC115625066|XP_030375812.1|SLEB
OG0001292	LOC6548308|XP_026837047.1|DERE	LOC115634641|XP_030388357.1|SLEB
OG0001294	LOC6551990|XP_026832086.1|DERE	LOC115623368|XP_030373514.1|SLEB
OG0001295	LOC6550653|XP_001978043.1|DERE	LOC115627759|XP_030379405.1|SLEB
OG0001296	LOC113564239|XP_026835631.1|DERE, LOC6541458|XP_026834489.1|DERE	LOC115631963|XP_030384691.1|SLEB
OG0001297	LOC6554487|XP_001981932.1|DERE	LOC115620558|XP_030369705.1|SLEB
OG0001298	LOC6553334|XP_001979307.1|DERE	LOC115623666|XP_030373993.1|SLEB
OG0001299	LOC6544268|XP_001971954.1|DERE	LOC115622744|XP_030372652.1|SLEB
OG0001300	LOC6551784|XP_001980597.1|DERE	LOC115624424|XP_030375023.1|SLEB
OG0001301	LOC6542841|XP_001970076.1|DERE	LOC115633133|XP_030386400.1|SLEB
OG0001302	LOC6547451|XP_026836566.1|DERE	LOC115622887|XP_030372851.1|SLEB
OG0001303	LOC6556244|XP_026839555.1|DERE, LOC6552357|XP_001979821.1|DERE, LOC6552355|XP_001979819.1|DERE	LOC115625094|XP_030375853.1|SLEB
OG0001304	LOC6549513|XP_026836132.1|DERE	LOC115620068|XP_030369079.1|SLEB
OG0001305	LOC6552686|XP_026835679.1|DERE	LOC115625058|XP_030375783.1|SLEB
OG0001306	LOC6552486|XP_001979835.1|DERE	LOC115629449|XP_030381773.1|SLEB
OG0001307	LOC6545096|XP_015013259.1|DERE	LOC115622158|XP_030371886.1|SLEB
OG0001308	LOC6555528|XP_026837276.1|DERE	LOC115627730|XP_030379350.1|SLEB
OG0001309	LOC6553357|XP_001980186.1|DERE	LOC115625279|XP_030376143.1|SLEB
OG0001310	LOC6550372|XP_001977853.1|DERE	LOC115627096|XP_030378509.1|SLEB
OG0001311	LOC6550257|XP_026838073.1|DERE	LOC115627521|XP_030379081.1|SLEB
OG0001312	LOC6543867|XP_001972343.1|DERE, LOC6543868|XP_001972344.1|DERE	LOC115632854|XP_030385974.1|SLEB
OG0001313	LOC6549055|XP_001975577.1|DERE	LOC115627676|XP_030379278.1|SLEB, LOC115634655|XP_030388372.1|SLEB
OG0001314	LOC26526017|XP_015015431.1|DERE	LOC115625800|XP_030376837.1|SLEB
OG0001315	LOC6555559|XP_001982584.1|DERE	LOC115629293|XP_030381593.1|SLEB
OG0001316	LOC6547044|XP_001974633.1|DERE	LOC115633666|XP_030386970.1|SLEB
OG0001317	LOC6541183|XP_001968953.2|DERE	LOC115631011|XP_030383476.1|SLEB
OG0001318	LOC113564233|XP_026835622.1|DERE, LOC6541923|XP_001968497.1|DERE	LOC115633904|XP_030387268.1|SLEB, LOC115623209|XP_030373297.1|SLEB, LOC115625777|XP_030376806.1|SLEB
OG0001319	LOC6543459|XP_026834871.1|DERE, LOC6543463|XP_001969528.1|DERE	LOC115625701|XP_030376702.1|SLEB
OG0001320	LOC6546847|XP_001975949.2|DERE	LOC115630016|XP_030382502.1|SLEB
OG0001321	LOC6547103|XP_001974744.1|DERE	LOC115629047|XP_030381209.1|SLEB, LOC115633816|XP_030387162.1|SLEB
OG0001322	LOC6554010|XP_001980540.3|DERE, LOC6552480|XP_001978917.1|DERE	LOC115624292|XP_030374777.1|SLEB
OG0001323	LOC26526142|XP_015015456.1|DERE, LOC6541565|XP_001968637.2|DERE	LOC115631866|XP_030384574.1|SLEB
OG0001324	LOC6549223|XP_001974457.1|DERE	LOC115630681|XP_030383187.1|SLEB, LOC115630698|XP_030383211.1|SLEB, LOC115630715|XP_030383227.1|SLEB
OG0001325	LOC6552848|XP_001980956.1|DERE, LOC6552847|XP_001980955.1|DERE	LOC115625388|XP_030376286.1|SLEB, LOC115625364|XP_030376261.1|SLEB
OG0001326	LOC6555294|XP_026839773.1|DERE	LOC115621788|XP_030371417.1|SLEB
OG0001328	LOC6550709|XP_026838036.1|DERE	LOC115627059|XP_030378465.1|SLEB
OG0001329	LOC6550002|XP_001977468.1|DERE	LOC115634251|XP_030387705.1|SLEB, LOC115628358|XP_030380293.1|SLEB, LOC115628317|XP_030380232.1|SLEB
OG0001330	LOC6550582|XP_001978183.1|DERE	LOC115629838|XP_030382274.1|SLEB
OG0001331	LOC6555632|XP_001982516.1|DERE	LOC115626891|XP_030378261.1|SLEB
OG0001332	LOC6550077|XP_026837754.1|DERE	LOC115627270|XP_030378759.1|SLEB
OG0001333	LOC6542171|XP_001968537.2|DERE	LOC115626765|XP_030378082.1|SLEB
OG0001334	LOC6555347|XP_026839639.1|DERE	LOC115620746|XP_030370000.1|SLEB
OG0001335	LOC6553840|XP_026839811.1|DERE	LOC115623780|XP_030374180.1|SLEB
OG0001337	LOC6550059|XP_026838050.1|DERE	LOC115627015|XP_030378397.1|SLEB
OG0001338	LOC6548277|XP_001975259.1|DERE	LOC115625653|XP_030376645.1|SLEB
OG0001339	LOC6546591|XP_001975905.2|DERE	LOC115630878|XP_030383350.1|SLEB
OG0001340	LOC6544880|XP_001973840.2|DERE	LOC115628124|XP_030379960.1|SLEB
OG0001341	LOC6554548|XP_001981949.1|DERE	LOC115623606|XP_030373883.1|SLEB
OG0001342	LOC6554185|XP_001981261.1|DERE	LOC115620559|XP_030369707.1|SLEB
OG0001343	LOC6552718|XP_001979047.1|DERE	LOC115621973|XP_030371683.1|SLEB
OG0001344	LOC6554960|XP_026839874.1|DERE	LOC115620479|XP_030369574.1|SLEB
OG0001345	LOC6552044|XP_001980720.1|DERE	LOC115625195|XP_030376021.1|SLEB
OG0001346	LOC6552501|XP_001980856.2|DERE, LOC6552502|XP_026834514.1|DERE	LOC115620801|XP_030370084.1|SLEB
OG0001347	LOC6549692|XP_001978725.1|DERE	LOC115626737|XP_030378046.1|SLEB
OG0001348	LOC6550033|XP_001977499.1|DERE	LOC115629025|XP_030381182.1|SLEB, LOC115633209|XP_030386452.1|SLEB
OG0001349	LOC6545659|XP_026833979.1|DERE	LOC115622456|XP_030372258.1|SLEB
OG0001350	LOC6544580|XP_026833344.1|DERE	LOC115628722|XP_030380778.1|SLEB, LOC115629038|XP_030381199.1|SLEB
OG0001351	LOC6541096|XP_001969111.1|DERE	LOC115634141|XP_030387576.1|SLEB, LOC115634413|XP_030387971.1|SLEB
OG0001352	LOC6541987|XP_015014695.1|DERE	LOC115622940|XP_030372934.1|SLEB
OG0001353	LOC6544339|XP_026833190.1|DERE	LOC115628682|XP_030380715.1|SLEB
OG0001354	LOC6547922|XP_015012652.1|DERE	LOC115633280|XP_030386552.1|SLEB
OG0001355	LOC6546656|XP_001974499.1|DERE	LOC115631923|XP_030384637.1|SLEB
OG0001356	LOC6551923|XP_026832033.1|DERE	LOC115632021|XP_030384824.1|SLEB
OG0001357	LOC6543839|XP_001971411.1|DERE	LOC115622827|XP_030372765.1|SLEB
OG0001358	LOC6546068|XP_001972809.1|DERE	LOC115622604|XP_030372466.1|SLEB
OG0001359	LOC6541153|XP_001970052.1|DERE	LOC115626145|XP_030377269.1|SLEB
OG0001360	LOC6541940|XP_001969119.1|DERE	LOC115633648|XP_030386949.1|SLEB
OG0001361	LOC6543973|XP_001972207.2|DERE	LOC115632595|XP_030385680.1|SLEB
OG0001362	LOC6543978|XP_001972212.1|DERE	LOC115634654|XP_030388371.1|SLEB, LOC115633091|XP_030386330.1|SLEB
OG0001363	LOC6554076|XP_001979514.1|DERE	LOC115624011|XP_030374444.1|SLEB
OG0001364	LOC6547257|XP_026836172.1|DERE	LOC115633595|XP_030386901.1|SLEB
OG0001365	LOC6544771|XP_001971677.1|DERE	LOC115622793|XP_030372717.1|SLEB
OG0001366	LOC6543807|XP_026833950.1|DERE	LOC115622894|XP_030372869.1|SLEB
OG0001367	LOC6546677|XP_026837008.1|DERE	LOC115627533|XP_030379108.1|SLEB
OG0001368	LOC6541043|XP_026834794.1|DERE	LOC115621807|XP_030371455.1|SLEB
OG0001369	LOC6551035|XP_001978254.1|DERE	LOC115630643|XP_030383143.1|SLEB, LOC115620631|XP_030369821.1|SLEB
OG0001370	LOC6547807|XP_026836625.1|DERE	LOC115623745|XP_030374124.1|SLEB
OG0001371	LOC113564599|XP_026838610.1|DERE, LOC26526097|XP_026838621.1|DERE, LOC26526453|XP_026838611.1|DERE	LOC115631327|XP_030383907.1|SLEB
OG0001372	LOC6547078|XP_026836645.1|DERE	LOC115634020|XP_030387406.1|SLEB, LOC115629500|XP_030381869.1|SLEB
OG0001373	LOC6543284|XP_026834406.1|DERE	LOC115622103|XP_030371805.1|SLEB
OG0001374	LOC6549420|XP_001975653.1|DERE	LOC115629270|XP_030381557.1|SLEB
OG0001375	LOC6551754|XP_026831965.1|DERE	LOC115623511|XP_030373750.1|SLEB
OG0001376	LOC6546866|XP_001976062.1|DERE	LOC115633526|XP_030386848.1|SLEB
OG0001377	LOC6541109|XP_001970215.2|DERE	LOC115630998|XP_030383451.1|SLEB, LOC115622102|XP_030371804.1|SLEB
OG0001378	LOC6542871|XP_026834559.1|DERE	LOC115629004|XP_030381150.1|SLEB
OG0001379	LOC6541976|XP_015015288.1|DERE	LOC115631432|XP_030384027.1|SLEB
OG0001380	LOC6542628|XP_001970807.1|DERE	LOC115625281|XP_030376154.1|SLEB
OG0001381	LOC6548647|XP_026835712.1|DERE	LOC115621260|XP_030370721.1|SLEB
OG0001382	LOC6541384|XP_015015166.1|DERE	LOC115628493|XP_030380486.1|SLEB
OG0001383	LOC6540772|XP_001970388.1|DERE	LOC115634117|XP_030387541.1|SLEB
OG0001384	LOC6549501|XP_001974292.1|DERE	LOC115625769|XP_030376796.1|SLEB
OG0001385	LOC6540831|XP_001969330.2|DERE	LOC115625756|XP_030376773.1|SLEB
OG0001387	LOC6542134|XP_026835090.1|DERE	LOC115631079|XP_030383586.1|SLEB
OG0001388	LOC6543257|XP_001969423.1|DERE	LOC115631132|XP_030383659.1|SLEB
OG0001389	LOC6554303|XP_001982127.2|DERE	LOC115621466|XP_030370986.1|SLEB
OG0001390	LOC6542226|XP_001968679.2|DERE	LOC115630474|XP_030382907.1|SLEB
OG0001391	LOC6549495|XP_001974286.1|DERE	LOC115626151|XP_030377276.1|SLEB
OG0001392	LOC6550767|XP_026838112.1|DERE	LOC115628718|XP_030380775.1|SLEB
OG0001393	LOC6549410|XP_001974316.1|DERE	LOC115627766|XP_030379421.1|SLEB
OG0001394	LOC6541303|XP_001969465.1|DERE	LOC115627741|XP_030379376.1|SLEB
OG0001395	LOC6553175|XP_001980011.1|DERE	LOC115625571|XP_030376528.1|SLEB
OG0001396	LOC6549705|XP_001977447.1|DERE	LOC115627786|XP_030379465.1|SLEB
OG0001397	LOC6554065|XP_026834878.1|DERE	LOC115623971|XP_030374400.1|SLEB
OG0001398	LOC6551727|XP_026838833.1|DERE	LOC115629486|XP_030381817.1|SLEB
OG0001399	LOC6541212|XP_026839330.1|DERE, LOC26526050|XP_015015440.1|DERE	LOC115634253|XP_030387707.1|SLEB
OG0001400	LOC6553635|XP_001980318.1|DERE	LOC115623393|XP_030373560.1|SLEB, LOC115620327|XP_030369381.1|SLEB
OG0001401	LOC6545791|XP_001973441.1|DERE	LOC115622270|XP_030372032.1|SLEB
OG0001402	LOC6544887|XP_001973151.1|DERE	LOC115633960|XP_030387340.1|SLEB
OG0001403	LOC6545527|XP_026832664.1|DERE	LOC115620320|XP_030369377.1|SLEB
OG0001404	LOC6549550|XP_015012456.1|DERE	LOC115622818|XP_030372754.1|SLEB
OG0001405	LOC6548175|XP_001975158.1|DERE	LOC115622325|XP_030372094.1|SLEB
OG0001406	LOC6551605|XP_001977130.1|DERE	LOC115628668|XP_030380697.1|SLEB
OG0001407	LOC6543615|XP_026832845.1|DERE	LOC115632337|XP_030385302.1|SLEB
OG0001408	LOC6548865|XP_001975451.1|DERE	LOC115625752|XP_030376771.1|SLEB
OG0001411	LOC6552522|XP_001979914.1|DERE	LOC115623718|XP_030374059.1|SLEB
OG0001412	LOC6547502|XP_001976235.1|DERE, LOC6541658|XP_001969709.1|DERE	LOC115631486|XP_030384102.1|SLEB
OG0001413	LOC6546963|XP_001974605.3|DERE, LOC6546962|XP_001974604.1|DERE	LOC115632243|XP_030385207.1|SLEB
OG0001414	LOC6541117|XP_026834278.1|DERE	LOC115634691|XP_030388427.1|SLEB, LOC115634692|XP_030388428.1|SLEB, LOC115634694|XP_030388429.1|SLEB
OG0001415	LOC6549032|XP_001975541.2|DERE, LOC6549031|XP_001975540.1|DERE	LOC115627376|XP_030378889.1|SLEB
OG0001416	LOC6542305|XP_001970047.1|DERE	LOC115625987|XP_030377093.1|SLEB
OG0001417	LOC6551564|XP_001978603.1|DERE	LOC115629935|XP_030382401.1|SLEB
OG0001418	LOC6544782|XP_001971602.1|DERE, LOC6544781|XP_001971601.1|DERE	LOC115622488|XP_030372294.1|SLEB, LOC115622492|XP_030372297.1|SLEB
OG0001419	LOC6540825|XP_001970301.3|DERE	LOC115626115|XP_030377230.1|SLEB
OG0001420	LOC6555139|XP_001982254.1|DERE	LOC115622823|XP_030372758.1|SLEB
OG0001421	LOC6554053|XP_001980494.1|DERE, LOC6541785|XP_001968472.1|DERE	LOC115631332|XP_030383913.1|SLEB
OG0001422	LOC6545541|XP_001971106.1|DERE, LOC6545542|XP_026833561.1|DERE	LOC115624683|XP_030375345.1|SLEB
OG0001423	LOC26525991|XP_015010436.1|DERE, LOC6553128|XP_001980073.1|DERE	LOC115623524|XP_030373767.1|SLEB
OG0001424	LOC113563700|XP_026836676.1|DERE, LOC6553480|XP_001980274.1|DERE, LOC6553481|XP_001980275.1|DERE	LOC115631664|XP_030384376.1|SLEB
OG0001425	LOC6546574|XP_001974673.1|DERE	LOC115621289|XP_030370755.1|SLEB, LOC115620957|XP_030370340.1|SLEB, LOC115631157|XP_030383697.1|SLEB
OG0001426	LOC6541558|XP_001968357.1|DERE	LOC115631562|XP_030384213.1|SLEB
OG0001426	LOC6550656|XP_001978064.1|DERE	LOC115630719|XP_030383231.1|SLEB
OG0001427	LOC6543249|XP_026834056.1|DERE, LOC6542739|XP_001968908.1|DERE	LOC115634539|XP_030388209.1|SLEB
OG0001429	LOC6552691|XP_001979879.1|DERE	LOC115620216|XP_030369214.1|SLEB
OG0001430	LOC6553615|XP_001980244.1|DERE	LOC115621464|XP_030370983.1|SLEB
OG0001431	LOC6549900|XP_026838512.1|DERE	LOC115627276|XP_030378766.1|SLEB
OG0001432	LOC6550246|XP_001977921.2|DERE	LOC115626646|XP_030377911.1|SLEB
OG0001433	LOC6554793|XP_001982224.1|DERE	LOC115620859|XP_030370178.1|SLEB
OG0001434	LOC6550874|XP_015010954.1|DERE	LOC115626798|XP_030378125.1|SLEB
OG0001435	LOC6541406|XP_001970512.1|DERE	LOC115634053|XP_030387458.1|SLEB
OG0001436	LOC6554905|XP_001981590.3|DERE	LOC115628845|XP_030380950.1|SLEB
OG0001437	LOC6543470|XP_001970286.1|DERE	LOC115625555|XP_030376507.1|SLEB
OG0001438	LOC6555103|XP_001981430.1|DERE	LOC115620546|XP_030369689.1|SLEB
OG0001439	LOC6553472|XP_001979372.1|DERE	LOC115620346|XP_030369406.1|SLEB
OG0001440	LOC6550226|XP_001978194.3|DERE	LOC115629685|XP_030382067.1|SLEB
OG0001441	LOC6550364|XP_001977861.1|DERE	LOC115627199|XP_030378677.1|SLEB
OG0001442	LOC6542126|XP_001970104.1|DERE	LOC115625875|XP_030376950.1|SLEB
OG0001443	LOC6554210|XP_001981227.1|DERE	LOC115621688|XP_030371258.1|SLEB
OG0001444	LOC6552944|XP_001981021.1|DERE	LOC115621254|XP_030370710.1|SLEB
OG0001445	LOC6552130|XP_015009536.1|DERE	LOC115621156|XP_030370572.1|SLEB
OG0001446	LOC6554755|XP_001982191.2|DERE	LOC115621219|XP_030370662.1|SLEB
OG0001447	LOC6554034|XP_001980507.2|DERE	LOC115623416|XP_030373587.1|SLEB
OG0001448	LOC6555324|XP_015009174.1|DERE	LOC115621787|XP_030371413.1|SLEB
OG0001449	LOC6548929|XP_001975416.2|DERE	LOC115633051|XP_030386257.1|SLEB
OG0001450	LOC6542538|XP_001968861.1|DERE	LOC115626281|XP_030377464.1|SLEB
OG0001451	LOC6541747|XP_026834553.1|DERE	LOC115634567|XP_030388250.1|SLEB
OG0001452	LOC6547333|XP_026836098.1|DERE	LOC115628284|XP_030380179.1|SLEB
OG0001453	LOC6546227|XP_001973569.1|DERE	LOC115632313|XP_030385274.1|SLEB
OG0001454	LOC6552408|XP_001979806.1|DERE	LOC115620384|XP_030369452.1|SLEB
OG0001455	LOC6543913|XP_026833507.1|DERE	LOC115632173|XP_030385064.1|SLEB, LOC115632713|XP_030385815.1|SLEB
OG0001456	LOC6541201|XP_026834192.1|DERE	LOC115620079|XP_030369119.1|SLEB
OG0001457	LOC6549525|XP_001975817.1|DERE	LOC115622956|XP_030372995.1|SLEB
OG0001458	LOC6549335|XP_001975635.1|DERE	LOC115634745|XP_030388497.1|SLEB
OG0001459	LOC6545097|XP_001972048.1|DERE	LOC115632893|XP_030386044.1|SLEB
OG0001460	LOC6541701|XP_026834623.1|DERE	LOC115634522|XP_030388188.1|SLEB
OG0001461	LOC6550354|XP_026837973.1|DERE	LOC115629720|XP_030382101.1|SLEB
OG0001462	LOC6545412|XP_001971711.1|DERE	LOC115632918|XP_030386069.1|SLEB
OG0001463	LOC6554667|XP_026832162.1|DERE	LOC115623701|XP_030374037.1|SLEB
OG0001464	LOC6555714|XP_001982558.1|DERE	LOC115633263|XP_030386527.1|SLEB
OG0001465	LOC6547168|XP_001976169.1|DERE	LOC115630699|XP_030383215.1|SLEB
OG0001466	LOC6541235|XP_001969712.2|DERE	LOC115630555|XP_030383027.1|SLEB, LOC115630706|XP_030383219.1|SLEB
OG0001467	LOC6542256|XP_001969842.1|DERE	LOC115631409|XP_030383992.1|SLEB
OG0001468	LOC6545453|XP_015013866.2|DERE	LOC115622726|XP_030372626.1|SLEB
OG0001469	LOC6549218|XP_026836328.1|DERE, LOC6554284|XP_001981752.2|DERE	LOC115634286|XP_030387797.1|SLEB
OG0001470	LOC6545889|XP_001973431.1|DERE	LOC115622302|XP_030372066.1|SLEB
OG0001472	LOC6544218|XP_001973034.1|DERE	LOC115621565|XP_030371106.1|SLEB, LOC115632305|XP_030385267.1|SLEB
OG0001473	LOC6552084|XP_026838647.1|DERE	LOC115621532|XP_030371057.1|SLEB
OG0001474	LOC6551282|XP_001978426.1|DERE	LOC115626092|XP_030377208.1|SLEB
OG0001475	LOC6542184|XP_001969104.1|DERE	LOC115628012|XP_030379799.1|SLEB
OG0001476	LOC6550249|XP_026838261.1|DERE	LOC115630811|XP_030383347.1|SLEB
OG0001477	LOC6554557|XP_026837003.1|DERE	LOC115620857|XP_030370163.1|SLEB
OG0001478	LOC6540776|XP_026834221.1|DERE	LOC115632027|XP_030384834.1|SLEB
OG0001479	LOC6541335|XP_001969646.1|DERE, LOC6555552|XP_001982410.1|DERE	LOC115627207|XP_030378685.1|SLEB
OG0001480	LOC6540822|XP_001968167.1|DERE	LOC115631073|XP_030383579.1|SLEB
OG0001481	LOC6549125|XP_026836120.1|DERE	LOC115631596|XP_030384256.1|SLEB
OG0001482	LOC6548662|XP_001975384.1|DERE	LOC115634823|XP_030388602.1|SLEB
OG0001483	LOC6548635|XP_026838669.1|DERE	LOC115625935|XP_030377032.1|SLEB
OG0001484	LOC6542544|XP_001968559.1|DERE	LOC115627427|XP_030378991.1|SLEB, LOC115631837|XP_030384539.1|SLEB
OG0001485	LOC6545090|XP_001973276.1|DERE	LOC115620949|XP_030370327.1|SLEB
OG0001486	LOC6541677|XP_001970227.1|DERE	LOC115631201|XP_030383754.1|SLEB
OG0001487	LOC26527072|XP_026838615.1|DERE	LOC115633452|XP_030386767.1|SLEB
OG0001488	LOC6549471|XP_001975777.1|DERE	LOC115633695|XP_030387012.1|SLEB
OG0001490	LOC6541656|XP_001968482.1|DERE	LOC115629015|XP_030381171.1|SLEB
OG0001491	LOC6541139|XP_026835079.1|DERE	LOC115631062|XP_030383561.1|SLEB
OG0001493	LOC6550437|XP_026837813.1|DERE	LOC115628859|XP_030380970.1|SLEB
OG0001494	LOC6551443|XP_001978541.1|DERE	LOC115629372|XP_030381690.1|SLEB
OG0001495	LOC113563683|XP_026835340.1|DERE	LOC115627452|XP_030378981.1|SLEB
OG0001496	LOC6551510|XP_001978581.2|DERE	LOC115629645|XP_030382016.1|SLEB
OG0001497	LOC6540620|XP_001970338.1|DERE	LOC115625974|XP_030377081.1|SLEB
OG0001500	LOC6547292|XP_001974774.1|DERE	LOC115633759|XP_030387094.1|SLEB
OG0001501	LOC6553784|XP_001980483.1|DERE	LOC115623967|XP_030374395.1|SLEB
OG0001502	LOC6548971|XP_026835932.1|DERE	LOC115634029|XP_030387425.1|SLEB
OG0001503	LOC6542918|XP_026834344.1|DERE	LOC115631102|XP_030383617.1|SLEB
OG0001504	LOC6551549|XP_026837217.1|DERE	LOC115627738|XP_030379368.1|SLEB
OG0001505	LOC6548040|XP_015011766.1|DERE	LOC115633923|XP_030387293.1|SLEB
OG0001506	LOC6546723|XP_015011626.1|DERE	LOC115634816|XP_030388593.1|SLEB
OG0001507	LOC6547979|XP_015012258.1|DERE	LOC115624896|XP_030375603.1|SLEB
OG0001508	LOC6547756|XP_001974879.1|DERE	LOC115631975|XP_030384739.1|SLEB
OG0001509	LOC6548184|XP_001975093.2|DERE	LOC115634468|XP_030388056.1|SLEB
OG0001510	LOC6540675|XP_001968874.1|DERE	LOC115626306|XP_030377496.1|SLEB
OG0001511	LOC6548421|XP_026835740.1|DERE	LOC115624551|XP_030375136.1|SLEB, LOC115624907|XP_030375615.1|SLEB
OG0001512	LOC6544099|XP_001971440.2|DERE	LOC115628355|XP_030380290.1|SLEB
OG0001513	LOC6544654|XP_026832267.1|DERE	LOC115632156|XP_030385036.1|SLEB
OG0001515	LOC6555609|XP_001982444.1|DERE	LOC115627023|XP_030378409.1|SLEB
OG0001516	LOC6555241|XP_001981186.1|DERE, LOC6555229|XP_001981185.1|DERE	LOC115621763|XP_030371355.1|SLEB
OG0001517	LOC6554449|XP_001981517.1|DERE	LOC115620656|XP_030369866.1|SLEB
OG0001518	LOC6549683|XP_001977425.1|DERE	LOC115627257|XP_030378744.1|SLEB, LOC115629469|XP_030381800.1|SLEB
OG0001520	LOC6552714|XP_001979006.1|DERE, LOC6552567|XP_001979008.1|DERE	LOC115625584|XP_030376548.1|SLEB
OG0001521	LOC6549310|XP_001974232.1|DERE	LOC115626583|XP_030377824.1|SLEB, LOC115625949|XP_030377045.1|SLEB, LOC115625950|XP_030377048.1|SLEB
OG0001522	LOC26526635|XP_015015542.1|DERE	LOC115625712|XP_030376717.1|SLEB
OG0001524	LOC6546995|XP_001976037.2|DERE	LOC115624879|XP_030375585.1|SLEB
OG0001525	LOC6551052|XP_001977037.3|DERE	LOC115628949|XP_030381084.1|SLEB
OG0001525	LOC6551051|XP_026838768.1|DERE	LOC115628948|XP_030381083.1|SLEB
OG0001526	LOC6551162|XP_001977060.1|DERE, LOC6551163|XP_001977061.1|DERE	LOC115633314|XP_030386603.1|SLEB
OG0001527	LOC26526831|XP_015011482.2|DERE	LOC115627897|XP_030379651.1|SLEB, LOC115627965|XP_030379719.1|SLEB
OG0001529	LOC6551161|XP_001976862.1|DERE	LOC115629531|XP_030381867.1|SLEB
OG0001531	LOC6547288|XP_001974770.1|DERE	LOC115633729|XP_030387057.1|SLEB
OG0001534	LOC6551545|XP_015011364.1|DERE	LOC115628931|XP_030381053.1|SLEB
OG0001535	LOC6549873|XP_001978654.1|DERE	LOC115629620|XP_030381979.1|SLEB
OG0001536	LOC6550269|XP_001977628.1|DERE	LOC115626742|XP_030378053.1|SLEB
OG0001537	LOC6540761|XP_001968181.1|DERE	LOC115631070|XP_030383576.1|SLEB
OG0001538	LOC6550836|XP_026837662.1|DERE	LOC115632568|XP_030385648.1|SLEB, LOC115632500|XP_030385538.1|SLEB, LOC115624012|XP_030374445.1|SLEB
OG0001539	LOC6547767|XP_001976389.1|DERE	LOC115634432|XP_030387999.1|SLEB
OG0001540	LOC6541512|XP_026834456.1|DERE	LOC115631990|XP_030384779.1|SLEB
OG0001541	LOC6544234|XP_026833043.1|DERE	LOC115632840|XP_030385957.1|SLEB
OG0001542	LOC6551767|XP_026833239.1|DERE	LOC115630005|XP_030382491.1|SLEB
OG0001543	LOC6550003|XP_026837345.1|DERE	LOC115627054|XP_030378457.1|SLEB
OG0001544	LOC6551110|XP_026837986.1|DERE	LOC115627383|XP_030378896.1|SLEB
OG0001545	LOC6549659|XP_001978708.3|DERE	LOC115626842|XP_030378189.1|SLEB
OG0001546	LOC6549658|XP_001978707.1|DERE	LOC115626805|XP_030378135.1|SLEB
OG0001547	LOC6550847|XP_026837707.1|DERE	LOC115629201|XP_030381461.1|SLEB
OG0001548	LOC6550488|XP_026838086.1|DERE	LOC115626771|XP_030378090.1|SLEB
OG0001549	LOC6547749|XP_015012611.1|DERE	LOC115631967|XP_030384714.1|SLEB
