Orthogroup	DERE.longest_only	DYAK.longest_only
OG0000185	LOC6542570|XP_001968619.1|DERE	LOC6526773|XP_002087876.1|DYAK
OG0000185	LOC6541083|XP_026835485.1|DERE	LOC6528505|XP_002089551.1|DYAK
OG0000185	LOC6554316|XP_001981747.1|DERE	LOC6538463|XP_002098987.1|DYAK
OG0000185	LOC6542827|XP_001970546.1|DERE	LOC6528506|XP_002089552.1|DYAK
OG0000186	LOC6551412|XP_001977198.3|DERE	LOC6526053|XP_002101870.3|DYAK
OG0000186	LOC6551411|XP_001977197.2|DERE	LOC6526054|XP_002101871.1|DYAK
OG0000187	LOC6551501|XP_001978572.1|DERE	LOC6525395|XP_002101230.1|DYAK
OG0000188	LOC6551769|XP_001980638.2|DERE	LOC6536556|XP_002097132.2|DYAK
OG0000188	LOC6550551|XP_001977983.1|DERE	LOC6524932|XP_002100772.1|DYAK
OG0000188	LOC6550514|XP_001977989.1|DERE	LOC6524926|XP_002100766.1|DYAK
OG0000189	LOC113564136|XP_026835269.1|DERE	LOC6526646|XP_039226426.1|DYAK
OG0000189	LOC6555551|XP_026838961.1|DERE	LOC6523810|XP_015045348.1|DYAK
OG0000189	LOC6551237|XP_026837425.1|DERE	LOC6524546|XP_039226006.1|DYAK
OG0000190	LOC6547961|XP_026835937.1|DERE	LOC6531718|XP_002092508.1|DYAK
OG0000190	LOC6551361|XP_026837239.1|DERE	LOC6524498|XP_039227389.1|DYAK
OG0000190	LOC6547962|XP_001975290.1|DERE	LOC6531339|XP_002092143.1|DYAK
OG0000191	LOC6543209|XP_001970713.3|DERE	LOC6528336|XP_015054421.1|DYAK
OG0000191	LOC6541783|XP_001970712.1|DERE	LOC6528337|XP_015054409.1|DYAK
OG0000191	LOC6546976|XP_001974618.1|DERE	LOC6531150|XP_002091979.1|DYAK
OG0000192	LOC6553825|XP_001980520.2|DERE	LOC6537400|XP_002097956.1|DYAK
OG0000192	LOC26527035|XP_015014385.1|DERE	LOC26536027|XP_015050360.1|DYAK
OG0000192	LOC6545375|XP_001972624.3|DERE	LOC6533976|XP_002094671.3|DYAK
OG0000193	LOC6542922|XP_001968569.1|DERE	LOC6526730|XP_002087833.1|DYAK
OG0000193	LOC6541216|XP_001968568.1|DERE	LOC6526729|XP_002087832.1|DYAK
OG0000193	LOC6546371|XP_001971316.1|DERE	LOC6533470|XP_002094181.1|DYAK
OG0000194	LOC113564262|XP_026836021.1|DERE	LOC26534550|XP_015052825.1|DYAK, LOC6530600|XP_002091513.2|DYAK
OG0000194	LOC113564254|XP_026835934.1|DERE	LOC26535046|XP_015051561.1|DYAK
OG0000194	LOC6550498|XP_001977813.1|DERE	LOC6525148|XP_039226420.1|DYAK
OG0000194	LOC6548060|XP_026837096.1|DERE	LOC6530613|XP_002091526.2|DYAK
OG0000194	LOC6548066|XP_001975068.3|DERE	LOC6530607|XP_002091520.1|DYAK
OG0000195	LOC6547813|XP_001976406.1|DERE	LOC6531829|XP_002092616.1|DYAK
OG0000195	LOC6555691|XP_001982419.1|DERE	LOC6523827|XP_002099702.1|DYAK
OG0000195	LOC6546907|XP_026836838.1|DERE	LOC6530191|XP_002091129.1|DYAK
OG0000196	LOC6549581|XP_026836705.1|DERE	LOC6529482|XP_039228123.1|DYAK
OG0000196	LOC6549570|XP_026836755.1|DERE	LOC6529487|XP_039228174.1|DYAK
OG0000196	LOC6549575|XP_015012092.1|DERE	LOC6529478|XP_015052370.1|DYAK
OG0000197	LOC6550613|XP_001978140.1|DERE	LOC6524768|XP_002100612.1|DYAK
OG0000197	LOC6550635|XP_026837415.1|DERE	LOC120321921|XP_039232122.1|DYAK
OG0000197	LOC6550636|XP_026837413.1|DERE	LOC6524759|XP_002100603.1|DYAK
OG0000198	LOC6549532|XP_001975809.3|DERE, LOC26526924|XP_015012882.2|DERE	LOC6530005|XP_039228265.1|DYAK
OG0000198	LOC6548823|XP_026835991.1|DERE	LOC6530420|XP_002091336.3|DYAK
OG0000198	LOC6548999|XP_026835997.1|DERE	LOC6530479|XP_002091394.2|DYAK
OG0000198	LOC113564067|XP_026834346.1|DERE	LOC6528289|XP_039226918.1|DYAK
OG0000199	LOC6548047|XP_001975241.1|DERE	LOC120321158|XP_039228855.1|DYAK
OG0000199	LOC6548046|XP_001975240.1|DERE	LOC6531667|XP_002092462.1|DYAK
OG0000199	LOC6548027|XP_001975244.1|DERE	LOC6531669|XP_002092464.1|DYAK
OG0000199	LOC6548048|XP_001975242.3|DERE	LOC120321160|XP_039228856.1|DYAK
OG0000200	LOC6554869|XP_026836420.1|DERE	LOC6538066|XP_039231307.1|DYAK
OG0000200	LOC113563728|XP_026831626.1|DERE	LOC6538065|XP_002098600.1|DYAK
OG0000200	LOC6554870|XP_026832106.1|DERE	LOC6538067|XP_002098602.1|DYAK
OG0000200	LOC6554871|XP_001981367.1|DERE	LOC6538068|XP_002098603.1|DYAK
OG0000200	LOC6554868|XP_026839754.1|DERE	LOC6538064|XP_015048632.1|DYAK
OG0000201	LOC6554761|XP_001982197.2|DERE	LOC6537830|XP_002098371.3|DYAK
OG0000201	LOC6554758|XP_001982194.1|DERE	LOC6537833|XP_002098374.1|DYAK
OG0000202	LOC6551932|XP_001979676.1|DERE	LOC6535527|XP_002096156.1|DYAK
OG0000202	LOC6545015|XP_001972605.1|DERE	LOC6533953|XP_002094653.1|DYAK
OG0000202	LOC6545014|XP_001972604.1|DERE	LOC6533952|XP_002094652.1|DYAK
OG0000203	LOC6548190|XP_026836796.1|DERE	LOC6531635|XP_002092432.3|DYAK
OG0000203	LOC6548189|XP_026836730.1|DERE	LOC6531634|XP_039228283.1|DYAK
OG0000204	LOC6547171|XP_001976088.1|DERE	LOC6529281|XP_002090286.2|DYAK
OG0000204	LOC6543589|XP_001972114.1|DERE	LOC6533197|XP_002093923.1|DYAK
OG0000204	LOC6543590|XP_001972115.1|DERE	LOC26534669|XP_039229763.1|DYAK, LOC6533198|XP_015049841.1|DYAK
OG0000204	LOC6543588|XP_001972113.1|DERE	LOC6533196|XP_002093922.1|DYAK
OG0000205	LOC6553124|XP_001980069.1|DERE	LOC6537165|XP_002097726.1|DYAK
OG0000205	LOC6554083|XP_001979595.1|DERE	LOC6535617|XP_002096245.2|DYAK
OG0000206	LOC6548461|XP_001976720.1|DERE	LOC6532161|XP_002092937.1|DYAK
OG0000206	LOC6541120|XP_001969768.1|DERE	LOC6527350|XP_002088442.1|DYAK
OG0000206	LOC6548459|XP_001976718.1|DERE	LOC6532160|XP_002092936.1|DYAK
OG0000207	LOC6546411|XP_001971803.1|DERE	LOC6532870|XP_002093606.1|DYAK
OG0000207	LOC6546412|XP_001971804.1|DERE	LOC6532871|XP_002093607.1|DYAK
OG0000207	LOC6544922|XP_026832508.1|DERE	LOC6533893|XP_039229992.1|DYAK
OG0000208	LOC6548988|XP_001975500.2|DERE	LOC120321059|XP_039228281.1|DYAK
OG0000208	LOC6548990|XP_001975502.2|DERE	LOC6531565|XP_002092363.3|DYAK
OG0000208	LOC6548991|XP_001975503.2|DERE	LOC6531566|XP_002092364.1|DYAK
OG0000208	LOC26525956|XP_026836712.1|DERE	LOC6531562|XP_002092360.1|DYAK
OG0000208	LOC6548989|XP_001975501.1|DERE	LOC6531564|XP_039228282.1|DYAK
OG0000209	LOC6542477|XP_001970213.2|DERE	LOC120320595|XP_039226640.1|DYAK
OG0000209	LOC6543442|XP_001970265.1|DERE	LOC6527680|XP_002088766.2|DYAK
OG0000209	LOC6541097|XP_001970171.1|DERE	LOC6526931|XP_039227047.1|DYAK
OG0000209	LOC6543050|XP_001970710.1|DERE	LOC6528339|XP_002089392.1|DYAK
OG0000210	LOC6543280|XP_026834185.1|DERE	LOC6526462|XP_002087581.2|DYAK
OG0000210	LOC6551613|XP_001978593.2|DERE	LOC6525374|XP_002101210.2|DYAK
OG0000211	LOC6543788|XP_001972322.1|DERE	LOC6533641|XP_002094347.3|DYAK
OG0000211	LOC6553731|XP_026832112.1|DERE	LOC6536829|XP_002097399.1|DYAK
OG0000212	LOC6541947|XP_001970180.1|DERE	LOC6526922|XP_002088020.1|DYAK
OG0000212	LOC6542011|XP_026834427.1|DERE	LOC6526923|XP_002088021.1|DYAK
OG0000212	LOC6555997|XP_026839394.1|DERE, LOC6542269|XP_001969003.1|DERE	LOC6528963|XP_002089995.1|DYAK
OG0000213	LOC6545488|XP_026832824.1|DERE	LOC6534897|XP_039230744.1|DYAK
OG0000213	LOC113564604|XP_026838625.1|DERE	LOC6540014|XP_039226182.1|DYAK
OG0000214	LOC6549781|XP_001977312.1|DERE	LOC6525931|XP_002101751.1|DYAK
OG0000214	LOC6549026|XP_001975535.1|DERE	LOC6530497|XP_002091412.1|DYAK
OG0000214	LOC6554255|XP_001981676.3|DERE	LOC6538392|XP_002098916.2|DYAK
OG0000215	LOC6544027|XP_001973708.1|DERE	LOC6539813|XP_002086695.1|DYAK
OG0000215	LOC6543691|XP_001973702.1|DERE	LOC26535082|XP_039230802.1|DYAK
OG0000216	LOC6543977|XP_026832612.1|DERE	LOC6532520|XP_002093266.2|DYAK
OG0000216	LOC6550512|XP_001977987.1|DERE	LOC6524928|XP_002100768.2|DYAK
OG0000217	LOC6551104|XP_001976909.1|DERE	LOC6524209|XP_002100072.1|DYAK
OG0000217	LOC6550977|XP_001976910.1|DERE	LOC6524208|XP_002100071.2|DYAK
OG0000218	LOC6542535|XP_001968545.1|DERE	LOC6526706|XP_015053448.1|DYAK
OG0000218	LOC6542805|XP_001968547.1|DERE	LOC120320624|XP_039226800.1|DYAK
OG0000218	LOC6542362|XP_001968546.1|DERE	LOC6526707|XP_039226799.1|DYAK
OG0000219	LOC6542203|XP_001970690.1|DERE	LOC6528362|XP_002089411.1|DYAK
OG0000219	LOC6542806|XP_015014719.1|DERE	LOC6528359|XP_002089408.1|DYAK
OG0000219	LOC6541114|XP_001970689.1|DERE	LOC6528363|XP_002089412.1|DYAK
OG0000220	LOC6544974|XP_001971571.1|DERE	LOC6532625|XP_002093369.1|DYAK
OG0000220	LOC6545036|XP_001971568.1|DERE	LOC6532622|XP_002093366.1|DYAK
OG0000220	LOC6545037|XP_001971569.1|DERE	LOC6532623|XP_002093367.1|DYAK
OG0000221	LOC6546627|XP_001975843.1|DERE	LOC6530039|XP_002090985.1|DYAK
OG0000221	LOC6552613|XP_001979893.1|DERE	LOC6537346|XP_002097903.1|DYAK
OG0000221	LOC6546626|XP_026835960.1|DERE	LOC6530038|XP_002090984.1|DYAK
OG0000222	LOC6540781|XP_001969547.1|DERE	LOC6528188|XP_002089251.1|DYAK
OG0000222	LOC6540807|XP_001969548.1|DERE	LOC6528187|XP_002089250.1|DYAK
OG0000223	LOC6543905|XP_026833408.1|DERE	LOC6534370|XP_039229449.1|DYAK
OG0000223	LOC6544430|XP_026832927.1|DERE	LOC6533307|XP_002094033.2|DYAK
OG0000223	LOC6544185|XP_001971919.1|DERE	LOC6532988|XP_002093723.2|DYAK
OG0000224	LOC6546933|XP_001974694.1|DERE	LOC6531074|XP_002091908.1|DYAK
OG0000224	LOC6548447|XP_001976665.1|DERE	LOC6532110|XP_002092886.1|DYAK
OG0000225	LOC26526626|XP_015009396.1|DERE	LOC26535924|XP_015048989.1|DYAK
OG0000225	LOC6554836|XP_001981992.2|DERE	LOC6538724|XP_002099239.2|DYAK
OG0000225	LOC6554837|XP_001981993.1|DERE	LOC6538725|XP_002099240.1|DYAK
OG0000226	LOC6546016|XP_001972228.1|DERE	LOC6533537|XP_002094247.1|DYAK
OG0000226	LOC6546018|XP_001972230.1|DERE	LOC6533539|XP_002094249.3|DYAK
OG0000226	LOC6546022|XP_001972234.2|DERE	LOC6533543|XP_002094253.2|DYAK
OG0000227	LOC6546469|XP_001971750.1|DERE	LOC6532819|XP_002093556.1|DYAK
OG0000227	LOC6546050|XP_001971747.1|DERE	LOC6532816|XP_002093553.2|DYAK
OG0000227	LOC6546051|XP_001971748.1|DERE	LOC6532817|XP_002093554.1|DYAK
OG0000227	LOC6545938|XP_001971738.1|DERE	LOC6532807|XP_002093544.1|DYAK
OG0000227	LOC6545936|XP_001971736.1|DERE	LOC6532806|XP_002093543.1|DYAK
OG0000227	LOC6545939|XP_001971739.1|DERE	LOC6532808|XP_002093545.1|DYAK
OG0000228	LOC6544247|XP_001973814.1|DERE	LOC26535034|XP_015054573.1|DYAK
OG0000228	LOC6552389|XP_001978907.1|DERE	LOC6535386|XP_039231510.1|DYAK
OG0000228	LOC6549917|XP_001978669.1|DERE	LOC6526152|XP_002101966.1|DYAK
OG0000228	LOC6541233|XP_001968971.1|DERE	LOC6529000|XP_002090032.1|DYAK
OG0000229	LOC6554637|XP_026837444.1|DERE	LOC6538272|XP_039232854.1|DYAK
OG0000229	LOC6553508|XP_001979354.2|DERE	LOC6535880|XP_015047429.2|DYAK
OG0000230	LOC6548853|XP_026837124.1|DERE, LOC113564355|XP_026837129.1|DERE	LOC6531478|XP_039228280.1|DYAK
OG0000231	LOC6542474|XP_001969699.3|DERE	LOC6527426|XP_002088518.1|DYAK
OG0000231	LOC6543320|XP_026834758.1|DERE	LOC6527425|XP_002088517.1|DYAK
OG0000231	LOC6542523|XP_001969701.1|DERE	LOC6527424|XP_002088516.1|DYAK
OG0000231	LOC6541869|XP_001969698.1|DERE	LOC6527427|XP_002088519.1|DYAK
OG0000232	LOC6553321|XP_001980165.1|DERE	LOC6537065|XP_002097626.1|DYAK
OG0000232	LOC6543057|XP_001970735.3|DERE	LOC6528315|XP_002089368.1|DYAK
OG0000232	LOC6543035|XP_001970736.1|DERE	LOC6528314|XP_002089367.2|DYAK
OG0000233	LOC6554467|XP_001981303.1|DERE	LOC6537995|XP_002098530.1|DYAK
OG0000233	LOC6554717|XP_001981079.1|DERE	LOC6539013|XP_039231888.1|DYAK
OG0000233	LOC6554716|XP_026831736.1|DERE	LOC6539014|XP_002099516.2|DYAK
OG0000234	LOC6549556|XP_001975644.2|DERE	LOC6530374|XP_002091300.2|DYAK
OG0000234	LOC6549555|XP_015011668.1|DERE	LOC6530375|XP_015052661.1|DYAK
OG0000234	LOC26526377|XP_015012795.1|DERE	LOC26534870|XP_015052846.2|DYAK
OG0000235	LOC6554425|XP_001981050.1|DERE	LOC6539045|XP_002099547.1|DYAK
OG0000235	LOC6554565|XP_001981051.1|DERE	LOC6539044|XP_002099546.1|DYAK
OG0000235	LOC6554111|XP_001981052.1|DERE	LOC6539043|XP_002099545.1|DYAK
OG0000236	LOC6541842|XP_001968203.1|DERE	LOC6526337|XP_002087459.1|DYAK
OG0000236	LOC6543172|XP_001968832.1|DERE	LOC6528126|XP_002089193.1|DYAK
OG0000236	LOC6551527|XP_015010884.1|DERE	LOC6525073|XP_015046083.1|DYAK
OG0000237	LOC6542364|XP_026834004.1|DERE	LOC6528319|XP_015053910.1|DYAK
OG0000237	LOC26526549|XP_015014297.1|DERE	LOC26536340|XP_015049951.1|DYAK
OG0000237	LOC6542622|XP_026834619.1|DERE	LOC6526795|XP_039226836.1|DYAK
OG0000237	LOC6551456|XP_001977247.1|DERE	LOC6526004|XP_002101822.1|DYAK
OG0000238	LOC6548748|XP_026835779.1|DERE	LOC6530306|XP_002091233.1|DYAK
OG0000238	LOC6548261|XP_015011984.2|DERE	LOC6530308|XP_002091235.1|DYAK
OG0000238	LOC6548749|XP_001974106.1|DERE	LOC6530307|XP_002091234.1|DYAK
OG0000239	LOC6551925|XP_026831461.1|DERE	LOC6536571|XP_002097147.1|DYAK
OG0000239	LOC6553144|XP_001979128.1|DERE	LOC6540177|XP_039231573.1|DYAK
OG0000240	LOC6553892|XP_026839802.1|DERE	LOC6536759|XP_039231491.1|DYAK
OG0000240	LOC6553890|XP_001980463.1|DERE	LOC6536762|XP_002097334.1|DYAK
OG0000240	LOC6553122|XP_026839625.1|DERE	LOC6537624|XP_039231199.1|DYAK
OG0000241	LOC6544528|XP_001973098.3|DERE	LOC6534494|XP_002095171.2|DYAK
OG0000243	LOC26525982|XP_015010429.1|DERE	LOC26534721|XP_015048432.1|DYAK
OG0000243	LOC6542643|XP_001969245.1|DERE	LOC6527796|XP_002088869.1|DYAK
OG0000244	LOC6552557|XP_001979895.1|DERE	LOC6537344|XP_002097901.1|DYAK
OG0000244	LOC6552614|XP_001979894.1|DERE	LOC6537345|XP_002097902.1|DYAK
OG0000244	LOC6552610|XP_001979890.1|DERE	LOC6537348|XP_002097905.2|DYAK
OG0000246	LOC6548230|XP_026835825.1|DERE	LOC6531691|XP_002092482.2|DYAK
OG0000247	LOC6544591|XP_001972511.1|DERE	LOC6533859|XP_002094559.1|DYAK
OG0000247	LOC6544476|XP_001972510.1|DERE	LOC6533858|XP_002094558.1|DYAK
OG0000248	LOC6546282|XP_026833059.1|DERE	LOC6534293|XP_002094974.1|DYAK
OG0000248	LOC6546283|XP_001972907.1|DERE	LOC6534294|XP_002094975.2|DYAK
OG0000248	LOC6548819|XP_001975604.1|DERE	LOC6530423|XP_002091339.3|DYAK
OG0000249	LOC6541894|XP_001970259.1|DERE	LOC6527674|XP_002088760.1|DYAK
OG0000249	LOC6542688|XP_001970260.1|DERE	LOC6527675|XP_002088761.1|DYAK
OG0000249	LOC6541935|XP_001970261.1|DERE	LOC6527676|XP_002088762.1|DYAK
OG0000250	LOC6541190|XP_001969696.1|DERE	LOC6527429|XP_002088521.1|DYAK
OG0000250	LOC6542152|XP_026834041.1|DERE	LOC6527432|XP_002088524.1|DYAK
OG0000250	LOC6542277|XP_001969695.1|DERE	LOC6527430|XP_002088522.2|DYAK
OG0000251	LOC6550350|XP_015010759.1|DERE	LOC6525185|XP_039227723.1|DYAK
OG0000251	LOC6548093|XP_001976599.3|DERE	LOC6532043|XP_002092820.3|DYAK
OG0000251	LOC26526064|XP_015014213.1|DERE	LOC26534935|XP_015049512.1|DYAK
OG0000252	LOC6548156|XP_001975119.1|DERE	LOC6530556|XP_002091469.1|DYAK
OG0000252	LOC6548154|XP_001975117.1|DERE	LOC6530558|XP_002091471.3|DYAK
OG0000252	LOC6548155|XP_001975118.1|DERE	LOC6530557|XP_002091470.1|DYAK
OG0000253	LOC6546575|XP_001974674.1|DERE	LOC6531093|XP_002091927.1|DYAK
OG0000253	LOC6546573|XP_001974672.1|DERE	LOC6531096|XP_002091930.1|DYAK
OG0000253	LOC6547029|XP_026836720.1|DERE	LOC6531097|XP_002091931.3|DYAK
OG0000254	LOC6555301|XP_001982322.2|DERE	LOC6537699|XP_002098244.1|DYAK
OG0000254	LOC6555300|XP_001982321.2|DERE	LOC6537701|XP_002098246.2|DYAK
OG0000254	LOC6542168|XP_001969059.2|DERE	LOC6528904|XP_002089936.1|DYAK
OG0000255	LOC6546886|XP_001975967.1|DERE	LOC6530170|XP_002091110.1|DYAK
OG0000255	LOC6546887|XP_001975968.2|DERE	LOC6530171|XP_002091111.1|DYAK
OG0000256	LOC6547191|XP_001974738.1|DERE	LOC6531024|XP_002091861.1|DYAK
OG0000256	LOC6547193|XP_001974740.2|DERE	LOC6531022|XP_002091859.1|DYAK
OG0000257	LOC6548009|XP_001976472.1|DERE	LOC6531903|XP_002092689.1|DYAK
OG0000258	LOC6542936|XP_001970658.1|DERE	LOC6528393|XP_002089440.1|DYAK
OG0000258	LOC6542887|XP_001970657.1|DERE	LOC6528394|XP_002089441.1|DYAK
OG0000258	LOC6542697|XP_026835074.1|DERE	LOC6528396|XP_002089443.1|DYAK
OG0000258	LOC6542771|XP_001970656.1|DERE	LOC6528395|XP_002089442.1|DYAK
OG0000259	LOC6542218|XP_001969256.2|DERE	LOC6527808|XP_002088881.2|DYAK
OG0000259	LOC6542200|XP_026834283.1|DERE	LOC6527812|XP_002088885.2|DYAK
OG0000259	LOC6541943|XP_001969258.2|DERE, LOC6541887|XP_001969259.2|DERE	LOC6527811|XP_002088884.1|DYAK, LOC6527813|XP_002088886.1|DYAK, LOC6527810|XP_002088883.1|DYAK, LOC6527809|XP_015053819.1|DYAK
OG0000260	LOC6541331|XP_001970473.1|DERE	LOC6528580|XP_002089623.1|DYAK
OG0000260	LOC6554839|XP_001981995.1|DERE	LOC6538727|XP_002099242.1|DYAK
OG0000260	LOC6543140|XP_026834057.1|DERE	LOC6528581|XP_002089624.1|DYAK
OG0000261	LOC6540625|XP_001968784.1|DERE	LOC6528170|XP_002089235.1|DYAK
OG0000261	LOC6540676|XP_001968785.2|DERE	LOC6528169|XP_039226993.1|DYAK
OG0000262	LOC6545073|XP_001972107.1|DERE, LOC6545072|XP_001972106.2|DERE	LOC6533191|XP_002093917.2|DYAK
OG0000262	LOC6546615|XP_001975831.1|DERE	LOC6530027|XP_002090973.1|DYAK
OG0000263	LOC6546686|XP_015011602.2|DERE	LOC6530127|XP_002091073.2|DYAK
OG0000263	LOC6544914|XP_001972091.1|DERE	LOC6533175|XP_002093901.1|DYAK
OG0000264	LOC6549668|XP_026837820.1|DERE	LOC6524983|XP_002100823.1|DYAK
OG0000264	LOC6549667|XP_026837591.1|DERE	LOC6524982|XP_039231321.1|DYAK
OG0000264	LOC6554921|XP_001981126.1|DERE	LOC6538959|XP_015049132.1|DYAK
OG0000265	LOC6556115|XP_026836587.1|DERE, LOC6556117|XP_026836577.1|DERE, LOC6548146|XP_001975220.3|DERE	LOC6531646|XP_039229153.1|DYAK, LOC6531645|XP_002092442.1|DYAK, LOC6531644|XP_015051452.1|DYAK
OG0000265	LOC6544669|XP_001972006.2|DERE	LOC6533081|XP_039230031.1|DYAK
OG0000266	LOC26526401|XP_015015500.2|DERE, LOC6547023|XP_001974665.1|DERE	LOC26534916|XP_015051117.1|DYAK
OG0000266	LOC6547025|XP_001974667.1|DERE	LOC6531100|XP_002091934.1|DYAK
OG0000267	LOC6555286|XP_001981202.1|DERE	LOC6538885|XP_002099389.1|DYAK
OG0000267	LOC6555287|XP_001981203.1|DERE	LOC6538884|XP_002099388.3|DYAK
OG0000268	LOC6552701|XP_001979020.1|DERE	LOC6537554|XP_002098100.2|DYAK
OG0000268	LOC6552700|XP_026839875.1|DERE	LOC6537553|XP_002098099.1|DYAK
OG0000269	LOC6554521|XP_001982158.1|DERE	LOC6537868|XP_002098409.1|DYAK
OG0000269	LOC6554845|XP_001982009.2|DERE	LOC6538741|XP_002099256.1|DYAK
OG0000270	LOC6547864|XP_001976443.3|DERE	LOC6531868|XP_002092655.3|DYAK
OG0000271	LOC6543518|XP_001969499.1|DERE	LOC6528063|XP_002089130.1|DYAK
OG0000271	LOC26526366|XP_026836936.1|DERE	LOC26535369|XP_015051177.1|DYAK
OG0000271	LOC6546770|XP_001975527.1|DERE	LOC6530505|XP_002091420.1|DYAK
OG0000272	LOC6544119|XP_026833800.1|DERE	LOC6533354|XP_039229605.1|DYAK
OG0000272	LOC6555876|XP_026838983.1|DERE	LOC6523696|XP_039233083.1|DYAK
OG0000273	LOC26526099|XP_015010442.1|DERE, LOC6553105|XP_001980100.2|DERE	LOC6537136|XP_002097697.2|DYAK
OG0000273	LOC6541495|XP_001969952.1|DERE	LOC6527154|XP_002088248.1|DYAK
OG0000273	LOC6553579|XP_001979250.1|DERE	LOC6535978|XP_002096593.1|DYAK
OG0000274	LOC6549077|XP_001975596.1|DERE, LOC6549076|XP_001975595.1|DERE	LOC6530431|XP_002091347.2|DYAK
OG0000274	LOC6549463|XP_001975770.2|DERE	LOC6529964|XP_002090911.2|DYAK
OG0000277	LOC6553996|XP_026839855.1|DERE	LOC6535775|XP_002096398.2|DYAK
OG0000277	LOC6554391|XP_001982363.1|DERE	LOC6537652|XP_002098197.1|DYAK
OG0000279	LOC6545735|XP_001971629.1|DERE	LOC6532686|XP_002093430.1|DYAK
OG0000279	LOC6545734|XP_001971628.1|DERE	LOC6532685|XP_002093429.1|DYAK
OG0000280	LOC6545331|XP_001973339.1|DERE	LOC6539689|XP_002086574.1|DYAK
OG0000280	LOC6545330|XP_001973338.2|DERE	LOC6534946|XP_002095616.3|DYAK
OG0000280	LOC6545500|XP_001973340.1|DERE	LOC6539687|XP_002086575.3|DYAK
OG0000281	LOC6545448|XP_001972131.1|DERE	LOC6533216|XP_002093942.1|DYAK
OG0000281	LOC6550369|XP_001977866.1|DERE	LOC6526063|XP_002101880.1|DYAK
OG0000281	LOC6550410|XP_026838119.1|DERE	LOC6525881|XP_002101701.1|DYAK
OG0000282	LOC6543563|XP_001971823.1|DERE	LOC6532890|XP_039229467.1|DYAK
OG0000282	LOC6550963|XP_001976992.2|DERE	LOC6524120|XP_002099984.1|DYAK
OG0000282	LOC6543562|XP_015013816.1|DERE	LOC6532889|XP_015049675.2|DYAK
OG0000283	LOC6546953|XP_001976022.1|DERE	LOC6530227|XP_002091164.1|DYAK
OG0000283	LOC6555061|XP_001981603.1|DERE	LOC6538318|XP_002098845.1|DYAK
OG0000284	LOC6543100|XP_026834275.1|DERE	LOC6528957|XP_002089989.1|DYAK
OG0000284	LOC6542591|XP_026835148.1|DERE	LOC6528947|XP_039226648.1|DYAK
OG0000285	LOC6547109|XP_001974750.1|DERE	LOC6531011|XP_002091848.1|DYAK
OG0000285	LOC6547110|XP_001974751.1|DERE	LOC6531010|XP_002091847.1|DYAK
OG0000286	LOC6540743|XP_001969546.1|DERE	LOC6528189|XP_002089252.1|DYAK
OG0000286	LOC6540949|XP_001969549.1|DERE	LOC6528186|XP_002089249.1|DYAK
OG0000286	LOC6540770|XP_001969545.2|DERE	LOC6528190|XP_002089253.2|DYAK
OG0000287	LOC6550024|XP_001977490.2|DERE	LOC6525581|XP_039231509.1|DYAK
OG0000287	LOC6550021|XP_001977487.1|DERE	LOC6525578|XP_002101413.1|DYAK
OG0000287	LOC6550022|XP_001977488.1|DERE	LOC6525579|XP_002101414.2|DYAK
OG0000288	LOC6542532|XP_001969605.1|DERE	LOC6527524|XP_002088614.1|DYAK
OG0000288	LOC6542933|XP_001969603.2|DERE	LOC6527526|XP_002088616.3|DYAK
OG0000288	LOC6541580|XP_001969606.1|DERE	LOC6527523|XP_002088613.1|DYAK
OG0000288	LOC6541400|XP_001969607.1|DERE	LOC6527522|XP_002088612.2|DYAK
OG0000289	LOC6543704|XP_026832685.1|DERE	LOC6532979|XP_002093714.2|DYAK
OG0000289	LOC6543739|XP_026833353.1|DERE	LOC6533019|XP_039230160.1|DYAK
OG0000289	LOC6543703|XP_026833505.1|DERE	LOC26536153|XP_015049745.1|DYAK
OG0000290	LOC26526437|XP_015015507.1|DERE	LOC6528909|XP_039227323.1|DYAK
OG0000290	LOC6543281|XP_001969057.1|DERE	LOC6528906|XP_039227322.1|DYAK
OG0000290	LOC6542141|XP_001969056.1|DERE	LOC6528908|XP_039227321.1|DYAK
OG0000291	LOC6544617|XP_026833968.1|DERE	LOC6533800|XP_002094501.2|DYAK, LOC6533796|XP_002094497.2|DYAK
OG0000292	LOC6546746|XP_001974539.1|DERE	LOC6531252|XP_002092061.1|DYAK
OG0000292	LOC6545379|XP_001972586.1|DERE	LOC6533933|XP_002094633.1|DYAK
OG0000293	LOC6554173|XP_001982115.1|DERE	LOC6537916|XP_002098456.1|DYAK
OG0000293	LOC6543255|XP_001969917.1|DERE	LOC6527188|XP_002088282.1|DYAK
OG0000293	LOC113564847|XP_026839554.1|DERE	LOC6537918|XP_002098458.1|DYAK
OG0000294	LOC6543266|XP_026834080.1|DERE	LOC6528944|XP_039226166.1|DYAK
OG0000294	LOC6551177|XP_026838820.1|DERE	LOC26535870|XP_039233460.1|DYAK
OG0000295	LOC6549134|XP_026836175.1|DERE	LOC6530437|XP_002091353.1|DYAK
OG0000295	LOC6554588|XP_001981544.3|DERE	LOC6538265|XP_002098792.2|DYAK
OG0000295	LOC113564249|XP_026835841.1|DERE	LOC6532078|XP_039228188.1|DYAK
OG0000295	LOC26526225|XP_015015474.1|DERE	LOC26535742|XP_015054659.1|DYAK
