Orthogroup	DERE.longest_only	DHYD.longest_only
OG0001216	LOC6552772|XP_001979957.2|DERE	LOC111595681|XP_023165287.2|DHYD
OG0001217	LOC6548324|XP_001973939.2|DERE	LOC111592086|XP_023159877.2|DHYD
OG0001218	LOC6554519|XP_001982156.1|DERE	LOC111596601|XP_023166651.1|DHYD, LOC111596602|XP_023166652.1|DHYD
OG0001220	LOC6543155|XP_001970651.1|DERE	LOC111593870|XP_023162699.2|DHYD
OG0001221	LOC6547787|XP_026836644.1|DERE	LOC111602120|XP_023174837.1|DHYD
OG0001222	LOC6555040|XP_026831439.1|DERE	LOC111602731|XP_023175749.2|DHYD
OG0001223	LOC6541021|XP_001970869.3|DERE	LOC111600062|XP_023171760.1|DHYD, LOC111600121|XP_023171854.1|DHYD
OG0001224	LOC6548498|XP_001975311.1|DERE	LOC111592548|XP_023160608.1|DHYD
OG0001225	LOC6543112|XP_026834471.1|DERE	LOC111599921|XP_023171525.2|DHYD
OG0001226	LOC6547174|XP_001976091.1|DERE	LOC111604439|XP_023178278.1|DHYD
OG0001227	LOC6541093|XP_015014849.1|DERE	LOC111602147|XP_023174868.2|DHYD
OG0001228	LOC113564521|XP_026837926.1|DERE	LOC111598175|XP_023169039.1|DHYD
OG0001229	LOC6541715|XP_026838627.1|DERE	LOC111600119|XP_030081242.1|DHYD
OG0001230	LOC6548529|XP_001975369.1|DERE	LOC111604577|XP_030081069.1|DHYD
OG0001231	LOC6548545|XP_001973923.1|DERE	LOC111592054|XP_023159822.1|DHYD
OG0001232	LOC6541378|XP_001970225.1|DERE	LOC111599363|XP_023170763.2|DHYD
OG0001233	LOC6541493|XP_026835028.1|DERE	LOC111595816|XP_023165489.1|DHYD
OG0001234	LOC6548779|XP_001975434.1|DERE	LOC111592110|XP_023159912.1|DHYD, LOC111594012|XP_023162878.1|DHYD
OG0001235	LOC6540819|XP_001968183.1|DERE	LOC111599105|XP_023170424.2|DHYD
OG0001236	LOC6545231|XP_001973465.3|DERE	LOC111605688|XP_023180127.2|DHYD
OG0001237	LOC6553936|XP_026839887.1|DERE	LOC111596687|XP_023166761.1|DHYD
OG0001238	LOC6554410|XP_026838513.1|DERE	LOC111595167|XP_023164515.1|DHYD
OG0001239	LOC6553742|XP_001980360.2|DERE	LOC111598313|XP_023169277.1|DHYD
OG0001240	LOC6554398|XP_026839734.1|DERE	LOC111595162|XP_030078658.1|DHYD
OG0001242	LOC6550330|XP_026838219.1|DERE	LOC111593632|XP_023162272.1|DHYD
OG0001243	LOC6545346|XP_015012980.1|DERE	LOC111605069|XP_023179168.2|DHYD
OG0001244	LOC6552764|XP_001979949.1|DERE	LOC111595689|XP_023165299.2|DHYD
OG0001245	LOC6553773|XP_001979440.2|DERE	LOC111595974|XP_023165720.2|DHYD
OG0001246	LOC6548132|XP_001976509.1|DERE	LOC111600084|XP_023171791.2|DHYD
OG0001247	LOC26526228|XP_015015475.1|DERE	LOC111600130|XP_023171863.1|DHYD
OG0001248	LOC6545475|XP_001971587.1|DERE	LOC111592739|XP_023160904.2|DHYD
OG0001249	LOC6551192|XP_001977026.1|DERE	LOC111605291|XP_023179509.1|DHYD
OG0001251	LOC6553279|XP_026831633.1|DERE, LOC6553283|XP_001979201.1|DERE	LOC111602766|XP_023175796.2|DHYD
OG0001252	LOC6555165|XP_001981421.2|DERE, LOC6555095|XP_026833415.1|DERE	LOC111603655|XP_023177104.2|DHYD
OG0001253	LOC6546837|XP_026836068.1|DERE	LOC111594064|XP_023162964.1|DHYD
OG0001254	LOC6547736|XP_001974950.2|DERE	LOC111602137|XP_023174853.2|DHYD
OG0001255	LOC6542980|XP_001970630.1|DERE	LOC111597003|XP_023167273.2|DHYD
OG0001256	LOC6545416|XP_001971715.1|DERE	LOC111598467|XP_023169492.1|DHYD
OG0001257	LOC6555838|XP_026839144.1|DERE	LOC111593704|XP_023162420.2|DHYD
OG0001258	LOC6552916|XP_001980979.1|DERE	LOC111602741|XP_023175762.1|DHYD
OG0001260	LOC6551952|XP_001980706.1|DERE	LOC111594477|XP_023163546.1|DHYD
OG0001261	LOC6549872|XP_001978653.2|DERE	LOC111600196|XP_023171977.1|DHYD
OG0001262	LOC6543849|XP_001972350.3|DERE	LOC111604471|XP_023178320.2|DHYD
OG0001263	LOC6554157|XP_026839561.1|DERE	LOC111596397|XP_023166371.1|DHYD
OG0001264	LOC6541322|XP_001968615.2|DERE	LOC111601567|XP_030080310.1|DHYD
OG0001265	LOC6555689|XP_015008807.1|DERE	LOC111595946|XP_023165680.2|DHYD
OG0001266	LOC6548086|XP_001975202.2|DERE	LOC111605272|XP_023179483.2|DHYD
OG0001267	LOC6555281|XP_015008835.1|DERE	LOC111597805|XP_023168458.1|DHYD
OG0001268	LOC6551837|XP_001979634.1|DERE	LOC111596633|XP_023166692.1|DHYD
OG0001269	LOC6546997|XP_001976039.1|DERE	LOC111592203|XP_023160038.1|DHYD
OG0001270	LOC6552687|XP_001978950.1|DERE	LOC111598646|XP_023169761.2|DHYD
OG0001271	LOC6542309|XP_001969101.1|DERE	LOC111600731|XP_023172771.2|DHYD
OG0001272	LOC6545961|XP_026832486.1|DERE	LOC111601736|XP_023174228.2|DHYD
OG0001273	LOC6552245|XP_026839525.1|DERE	LOC111601442|XP_023173786.1|DHYD
OG0001274	LOC6545550|XP_001973389.1|DERE	LOC111604427|XP_023178256.1|DHYD
OG0001275	LOC6550628|XP_015011303.1|DERE	LOC111605140|XP_023179287.1|DHYD
OG0001276	LOC6546447|XP_001971816.1|DERE	LOC111596616|XP_023166671.1|DHYD
OG0001277	LOC6546365|XP_001971326.1|DERE	LOC111597564|XP_023168131.2|DHYD
OG0001278	LOC6543976|XP_001972210.1|DERE	LOC111603732|XP_023177212.1|DHYD
OG0001279	LOC6545644|XP_001972165.1|DERE	LOC111603742|XP_023177228.1|DHYD
OG0001280	LOC6544826|XP_026832479.1|DERE	LOC111600514|XP_023172411.1|DHYD
OG0001281	LOC6546026|XP_001971211.2|DERE	LOC111591857|XP_023159507.1|DHYD
OG0001282	LOC6541864|XP_026835270.1|DERE, LOC113564235|XP_026835624.1|DERE	LOC111603965|XP_023177571.2|DHYD
OG0001283	LOC6548769|XP_001975424.1|DERE	LOC111594018|XP_023162888.2|DHYD
OG0001284	LOC6541564|XP_001970923.1|DERE	LOC115483177|XP_030080195.1|DHYD, LOC111599984|XP_030079074.1|DHYD
OG0001285	LOC6545081|XP_001971036.1|DERE	LOC111598758|XP_023169934.1|DHYD
OG0001286	LOC6548746|XP_001974103.1|DERE	LOC111596084|XP_023165913.1|DHYD
OG0001287	LOC6553174|XP_001980010.1|DERE	LOC111600268|XP_023172084.2|DHYD
OG0001288	LOC6542539|XP_001968211.1|DERE	LOC111599114|XP_023170442.2|DHYD
OG0001289	LOC6548956|XP_026836394.1|DERE	LOC111601651|XP_023174105.2|DHYD
OG0001290	LOC6541299|XP_026834189.1|DERE, LOC113564240|XP_026835632.1|DERE	LOC115483773|XP_030081876.1|DHYD, LOC115483774|XP_030081877.1|DHYD, LOC111599449|XP_030080202.1|DHYD
OG0001291	LOC6547993|XP_001976495.1|DERE	LOC111600014|XP_023171687.1|DHYD
OG0001292	LOC6548308|XP_026837047.1|DERE	LOC111594729|XP_023163932.2|DHYD
OG0001293	LOC6550994|XP_001976870.1|DERE	LOC111605594|XP_023179971.1|DHYD
OG0001294	LOC6551990|XP_026832086.1|DERE	LOC111603471|XP_023176829.1|DHYD
OG0001295	LOC6550653|XP_001978043.1|DERE	LOC111602855|XP_023175938.1|DHYD
OG0001296	LOC113564239|XP_026835631.1|DERE, LOC6541458|XP_026834489.1|DERE	LOC111605641|XP_023180070.2|DHYD
OG0001297	LOC6554487|XP_001981932.1|DERE	LOC111601790|XP_023174327.1|DHYD
OG0001298	LOC6553334|XP_001979307.1|DERE	LOC111602638|XP_023175567.1|DHYD
OG0001299	LOC6544268|XP_001971954.1|DERE	LOC111604503|XP_023178363.2|DHYD
OG0001300	LOC6551784|XP_001980597.1|DERE	LOC111598513|XP_023169555.1|DHYD, LOC111605417|XP_023179693.2|DHYD
OG0001301	LOC6542841|XP_001970076.1|DERE	LOC111597755|XP_023168378.2|DHYD
OG0001302	LOC6547451|XP_026836566.1|DERE	LOC111594327|XP_023163342.1|DHYD
OG0001303	LOC6556244|XP_026839555.1|DERE, LOC6552357|XP_001979821.1|DERE, LOC6552355|XP_001979819.1|DERE	LOC111602449|XP_023175280.2|DHYD
OG0001304	LOC6549513|XP_026836132.1|DERE	LOC111592217|XP_023160058.1|DHYD
OG0001305	LOC6552686|XP_026835679.1|DERE	LOC111594314|XP_023163324.2|DHYD, LOC111598519|XP_023169563.1|DHYD
OG0001306	LOC6552486|XP_001979835.1|DERE	LOC111595196|XP_023164559.1|DHYD
OG0001307	LOC6545096|XP_015013259.1|DERE	LOC111594841|XP_023164075.2|DHYD
OG0001308	LOC6555528|XP_026837276.1|DERE	LOC111596830|XP_023166969.1|DHYD
OG0001309	LOC6553357|XP_001980186.1|DERE	LOC111604956|XP_023179001.1|DHYD
OG0001310	LOC6550372|XP_001977853.1|DERE	LOC111598328|XP_023169296.1|DHYD
OG0001311	LOC6550257|XP_026838073.1|DERE	LOC111603228|XP_030079291.1|DHYD
OG0001312	LOC6543867|XP_001972343.1|DERE, LOC6543868|XP_001972344.1|DERE	LOC111592737|XP_023160899.1|DHYD
OG0001313	LOC6549055|XP_001975577.1|DERE	LOC111600546|XP_023172459.2|DHYD
OG0001314	LOC26526017|XP_015015431.1|DERE	LOC111600371|XP_023172216.2|DHYD
OG0001315	LOC6555559|XP_001982584.1|DERE	LOC111604067|XP_023177704.1|DHYD
OG0001316	LOC6547044|XP_001974633.1|DERE	LOC111593925|XP_023162767.1|DHYD
OG0001317	LOC6541183|XP_001968953.2|DERE	LOC111601159|XP_023173405.2|DHYD
OG0001319	LOC6543459|XP_026834871.1|DERE, LOC6543463|XP_001969528.1|DERE	LOC111600413|XP_023172261.2|DHYD
OG0001320	LOC6546847|XP_001975949.2|DERE	LOC111597960|XP_023168692.2|DHYD
OG0001321	LOC6547103|XP_001974744.1|DERE	LOC111593285|XP_023161726.2|DHYD
OG0001322	LOC6554010|XP_001980540.3|DERE, LOC6552480|XP_001978917.1|DERE	LOC111604863|XP_023178865.1|DHYD
OG0001323	LOC26526142|XP_015015456.1|DERE, LOC6541565|XP_001968637.2|DERE	LOC111602168|XP_023174894.2|DHYD, LOC111602166|XP_023174891.2|DHYD
OG0001324	LOC6549223|XP_001974457.1|DERE	LOC111595009|XP_023164282.1|DHYD
OG0001325	LOC6552848|XP_001980956.1|DERE, LOC6552847|XP_001980955.1|DERE	LOC111597544|XP_023168102.2|DHYD
OG0001326	LOC6555294|XP_026839773.1|DERE	LOC111603295|XP_023176585.1|DHYD
OG0001328	LOC6550709|XP_026838036.1|DERE	LOC111596963|XP_030079613.1|DHYD
OG0001329	LOC6550002|XP_001977468.1|DERE	LOC111594997|XP_023164264.1|DHYD
OG0001330	LOC6550582|XP_001978183.1|DERE	LOC111592999|XP_023161285.2|DHYD
OG0001331	LOC6555632|XP_001982516.1|DERE	LOC111598637|XP_023169785.2|DHYD
OG0001332	LOC6550077|XP_026837754.1|DERE	LOC111598290|XP_023169241.1|DHYD
OG0001333	LOC6542171|XP_001968537.2|DERE	LOC111591909|XP_023159609.1|DHYD
OG0001334	LOC6555347|XP_026839639.1|DERE	LOC111592492|XP_023160479.2|DHYD
OG0001335	LOC6553840|XP_026839811.1|DERE	LOC111592028|XP_023159791.2|DHYD
OG0001337	LOC6550059|XP_026838050.1|DERE	LOC111603386|XP_023176713.1|DHYD
OG0001338	LOC6548277|XP_001975259.1|DERE	LOC111595542|XP_023165095.1|DHYD
OG0001339	LOC6546591|XP_001975905.2|DERE	LOC111604516|XP_023178383.1|DHYD
OG0001340	LOC6544880|XP_001973840.2|DERE	LOC111600939|XP_023173078.2|DHYD
OG0001341	LOC6554548|XP_001981949.1|DERE	LOC111593681|XP_023162341.1|DHYD
OG0001342	LOC6554185|XP_001981261.1|DERE	LOC111596410|XP_023166387.2|DHYD
OG0001343	LOC6552718|XP_001979047.1|DERE	LOC111594441|XP_023163497.2|DHYD
OG0001344	LOC6554960|XP_026839874.1|DERE	LOC111597828|XP_023168492.1|DHYD
OG0001345	LOC6552044|XP_001980720.1|DERE	LOC111594624|XP_023163782.2|DHYD
OG0001346	LOC6552501|XP_001980856.2|DERE, LOC6552502|XP_026834514.1|DERE	LOC111599551|XP_023170985.2|DHYD
OG0001347	LOC6549692|XP_001978725.1|DERE	LOC111593051|XP_023161392.1|DHYD
OG0001349	LOC6545659|XP_026833979.1|DERE	LOC111595298|XP_023164721.2|DHYD, LOC111601590|XP_023174013.2|DHYD, LOC111601557|XP_023173967.2|DHYD
OG0001350	LOC6544580|XP_026833344.1|DERE	LOC111593115|XP_030080248.1|DHYD, LOC115483195|XP_030080249.1|DHYD, LOC111601129|XP_023173353.2|DHYD
OG0001351	LOC6541096|XP_001969111.1|DERE	LOC111593942|XP_023162798.2|DHYD
OG0001352	LOC6541987|XP_015014695.1|DERE	LOC111603185|XP_023176440.1|DHYD
OG0001353	LOC6544339|XP_026833190.1|DERE	LOC111595065|XP_023164389.1|DHYD
OG0001354	LOC6547922|XP_015012652.1|DERE	LOC111603814|XP_023177337.2|DHYD
OG0001355	LOC6546656|XP_001974499.1|DERE	LOC111593924|XP_023162766.1|DHYD
OG0001356	LOC6551923|XP_026832033.1|DERE	LOC111600282|XP_023172100.1|DHYD
OG0001357	LOC6543839|XP_001971411.1|DERE	LOC111595087|XP_023164411.2|DHYD
OG0001358	LOC6546068|XP_001972809.1|DERE	LOC111592324|XP_023160214.2|DHYD
OG0001359	LOC6541153|XP_001970052.1|DERE	LOC111605041|XP_023179145.1|DHYD
OG0001360	LOC6541940|XP_001969119.1|DERE	LOC111593857|XP_023162672.1|DHYD
OG0001361	LOC6543973|XP_001972207.2|DERE	LOC111603699|XP_023177167.2|DHYD
OG0001362	LOC6543978|XP_001972212.1|DERE	LOC111603733|XP_023177217.1|DHYD
OG0001363	LOC6554076|XP_001979514.1|DERE	LOC111604218|XP_023177955.1|DHYD
OG0001364	LOC6547257|XP_026836172.1|DERE	LOC111593177|XP_023161552.1|DHYD
OG0001365	LOC6544771|XP_001971677.1|DERE	LOC111601058|XP_023173244.1|DHYD
OG0001366	LOC6543807|XP_026833950.1|DERE	LOC111601693|XP_023174172.2|DHYD
OG0001367	LOC6546677|XP_026837008.1|DERE	LOC111593872|XP_023162701.1|DHYD
OG0001368	LOC6541043|XP_026834794.1|DERE	LOC111603475|XP_023176836.1|DHYD
OG0001369	LOC6551035|XP_001978254.1|DERE	LOC111597472|XP_023167992.1|DHYD
OG0001370	LOC6547807|XP_026836625.1|DERE	LOC111603836|XP_023177369.2|DHYD
OG0001371	LOC113564599|XP_026838610.1|DERE, LOC26526097|XP_026838621.1|DERE, LOC26526453|XP_026838611.1|DERE	LOC111594747|XP_023163961.1|DHYD
OG0001372	LOC6547078|XP_026836645.1|DERE	LOC111597681|XP_023168279.2|DHYD
OG0001373	LOC6543284|XP_026834406.1|DERE	LOC111602382|XP_023175171.1|DHYD
OG0001374	LOC6549420|XP_001975653.1|DERE	LOC111593743|XP_023162504.1|DHYD
OG0001375	LOC6551754|XP_026831965.1|DERE	LOC111604830|XP_023178822.2|DHYD
OG0001376	LOC6546866|XP_001976062.1|DERE	LOC111605395|XP_023179662.2|DHYD
OG0001377	LOC6541109|XP_001970215.2|DERE	LOC111602512|XP_023175361.2|DHYD
OG0001378	LOC6542871|XP_026834559.1|DERE	LOC111596339|XP_023166288.1|DHYD
OG0001379	LOC6541976|XP_015015288.1|DERE	LOC111600796|XP_023172858.1|DHYD, LOC115482908|XP_030079014.1|DHYD
OG0001380	LOC6542628|XP_001970807.1|DERE	LOC111600910|XP_030081111.1|DHYD
OG0001381	LOC6548647|XP_026835712.1|DERE	LOC111600717|XP_023172742.2|DHYD
OG0001382	LOC6541384|XP_015015166.1|DERE	LOC111599073|XP_023170369.2|DHYD, LOC111599125|XP_030080390.1|DHYD
OG0001383	LOC6540772|XP_001970388.1|DERE	LOC111597690|XP_023168291.1|DHYD
OG0001384	LOC6549501|XP_001974292.1|DERE	LOC111600249|XP_023172061.1|DHYD
OG0001385	LOC6540831|XP_001969330.2|DERE	LOC111602262|XP_023175025.1|DHYD, LOC115483017|XP_030079576.1|DHYD
OG0001387	LOC6542134|XP_026835090.1|DERE	LOC111600902|XP_023173025.2|DHYD
OG0001388	LOC6543257|XP_001969423.1|DERE	LOC111603998|XP_023177615.1|DHYD
OG0001389	LOC6554303|XP_001982127.2|DERE	LOC111605506|XP_023179824.1|DHYD
OG0001390	LOC6542226|XP_001968679.2|DERE	LOC111599163|XP_023170506.1|DHYD
OG0001391	LOC6549495|XP_001974286.1|DERE	LOC111600368|XP_023172217.2|DHYD
OG0001392	LOC6550767|XP_026838112.1|DERE	LOC111601853|XP_030079346.1|DHYD
OG0001393	LOC6549410|XP_001974316.1|DERE	LOC111592710|XP_023160864.1|DHYD
OG0001394	LOC6541303|XP_001969465.1|DERE	LOC111597405|XP_023167852.1|DHYD
OG0001395	LOC6553175|XP_001980011.1|DERE	LOC111602982|XP_023176145.1|DHYD
OG0001396	LOC6549705|XP_001977447.1|DERE	LOC111598790|XP_023169974.2|DHYD, LOC111600228|XP_023172022.2|DHYD
OG0001397	LOC6554065|XP_026834878.1|DERE	LOC111604566|XP_023178435.1|DHYD
OG0001398	LOC6551727|XP_026838833.1|DERE	LOC111604062|XP_030079992.1|DHYD
OG0001399	LOC6541212|XP_026839330.1|DERE, LOC26526050|XP_015015440.1|DERE	LOC111599996|XP_023171663.2|DHYD
OG0001400	LOC6553635|XP_001980318.1|DERE	LOC111594555|XP_023163678.2|DHYD
OG0001401	LOC6545791|XP_001973441.1|DERE	LOC111600941|XP_023173080.2|DHYD
OG0001402	LOC6544887|XP_001973151.1|DERE	LOC111595346|XP_023164788.1|DHYD
OG0001403	LOC6545527|XP_026832664.1|DERE	LOC111605103|XP_030079565.1|DHYD
OG0001404	LOC6549550|XP_015012456.1|DERE	LOC111599715|XP_023171220.2|DHYD
OG0001405	LOC6548175|XP_001975158.1|DERE	LOC111597065|XP_023167360.2|DHYD
OG0001406	LOC6551605|XP_001977130.1|DERE	LOC111601815|XP_023174404.1|DHYD
OG0001407	LOC6543615|XP_026832845.1|DERE	LOC111594879|XP_023164132.1|DHYD
OG0001408	LOC6548865|XP_001975451.1|DERE	LOC111592144|XP_023159958.1|DHYD
OG0001411	LOC6552522|XP_001979914.1|DERE	LOC111602616|XP_030081661.1|DHYD
OG0001412	LOC6547502|XP_001976235.1|DERE, LOC6541658|XP_001969709.1|DERE	LOC111596374|XP_023166347.2|DHYD
OG0001413	LOC6546963|XP_001974605.3|DERE, LOC6546962|XP_001974604.1|DERE	LOC111600762|XP_023172808.1|DHYD
OG0001414	LOC6541117|XP_026834278.1|DERE	LOC111596838|XP_023167032.2|DHYD, LOC111596754|XP_023166899.2|DHYD
OG0001415	LOC6549032|XP_001975541.2|DERE, LOC6549031|XP_001975540.1|DERE	LOC111594762|XP_023163982.2|DHYD
OG0001416	LOC6542305|XP_001970047.1|DERE	LOC111598782|XP_023169964.2|DHYD
OG0001417	LOC6551564|XP_001978603.1|DERE	LOC111591890|XP_023159565.2|DHYD
OG0001418	LOC6544782|XP_001971602.1|DERE, LOC6544781|XP_001971601.1|DERE	LOC111592762|XP_023160930.2|DHYD
OG0001419	LOC6540825|XP_001970301.3|DERE	LOC111598986|XP_023170255.1|DHYD, LOC115483308|XP_030080545.1|DHYD
OG0001420	LOC6555139|XP_001982254.1|DERE	LOC111596484|XP_023166513.2|DHYD
OG0001422	LOC6545541|XP_001971106.1|DERE	LOC111598797|XP_023169982.2|DHYD, LOC111598798|XP_023169983.1|DHYD
OG0001422	LOC6545542|XP_026833561.1|DERE	LOC111598796|XP_023169981.2|DHYD
OG0001423	LOC26525991|XP_015010436.1|DERE, LOC6553128|XP_001980073.1|DERE	LOC111599669|XP_023171142.1|DHYD, LOC111593331|XP_023161810.2|DHYD, LOC111604880|XP_023178885.1|DHYD, LOC111593338|XP_023161816.1|DHYD
OG0001424	LOC6553481|XP_001980275.1|DERE	LOC111597194|XP_023167532.1|DHYD, LOC111594115|XP_023163045.2|DHYD
OG0001426	LOC6541558|XP_001968357.1|DERE	LOC111599403|XP_023170826.1|DHYD
OG0001427	LOC6543249|XP_026834056.1|DERE, LOC6542739|XP_001968908.1|DERE	LOC111594156|XP_023163105.1|DHYD
OG0001429	LOC6552691|XP_001979879.1|DERE	LOC111593244|XP_023161665.2|DHYD
OG0001430	LOC6553615|XP_001980244.1|DERE	LOC111605551|XP_023179880.1|DHYD
OG0001431	LOC6549900|XP_026838512.1|DERE	LOC111598306|XP_023169262.2|DHYD
OG0001432	LOC6550246|XP_001977921.2|DERE	LOC111605605|XP_023179987.1|DHYD
OG0001433	LOC6554793|XP_001982224.1|DERE	LOC111595674|XP_023165277.2|DHYD
OG0001434	LOC6550874|XP_015010954.1|DERE	LOC111603346|XP_023176651.1|DHYD
OG0001435	LOC6541406|XP_001970512.1|DERE	LOC111600790|XP_023172848.2|DHYD
OG0001436	LOC6554905|XP_001981590.3|DERE	LOC111596721|XP_023166817.1|DHYD
OG0001437	LOC6543470|XP_001970286.1|DERE	LOC111598551|XP_023169612.1|DHYD, LOC111598951|XP_023170202.1|DHYD
OG0001438	LOC6555103|XP_001981430.1|DERE	LOC111596159|XP_023166018.2|DHYD
OG0001439	LOC6553472|XP_001979372.1|DERE	LOC111600727|XP_023172767.1|DHYD
OG0001440	LOC6550226|XP_001978194.3|DERE	LOC111603161|XP_023176407.1|DHYD
OG0001441	LOC6550364|XP_001977861.1|DERE	LOC111593431|XP_023161945.1|DHYD
OG0001442	LOC6542126|XP_001970104.1|DERE	LOC111605027|XP_023179126.1|DHYD
OG0001443	LOC6554210|XP_001981227.1|DERE	LOC111603236|XP_023176508.1|DHYD
OG0001444	LOC6552944|XP_001981021.1|DERE	LOC111599036|XP_023170319.2|DHYD
OG0001445	LOC6552130|XP_015009536.1|DERE	LOC111595445|XP_023164942.1|DHYD
OG0001446	LOC6554755|XP_001982191.2|DERE	LOC111603490|XP_023176857.2|DHYD
OG0001447	LOC6554034|XP_001980507.2|DERE	LOC111592002|XP_023159736.2|DHYD
OG0001448	LOC6555324|XP_015009174.1|DERE	LOC111603294|XP_023176584.1|DHYD
OG0001449	LOC6548929|XP_001975416.2|DERE	LOC111599987|XP_023171649.2|DHYD
OG0001450	LOC6542538|XP_001968861.1|DERE	LOC111602242|XP_023174999.1|DHYD
OG0001451	LOC6541747|XP_026834553.1|DERE	LOC111593943|XP_023162800.1|DHYD
OG0001452	LOC6547333|XP_026836098.1|DERE	LOC111603823|XP_030081370.1|DHYD
OG0001453	LOC6546227|XP_001973569.1|DERE	LOC111600455|XP_023172325.1|DHYD
OG0001454	LOC6552408|XP_001979806.1|DERE	LOC111602615|XP_023175548.2|DHYD
OG0001455	LOC6543913|XP_026833507.1|DERE	LOC111603719|XP_023177197.2|DHYD
OG0001456	LOC6541201|XP_026834192.1|DERE	LOC115482755|XP_030078923.1|DHYD, LOC115482831|XP_030078925.1|DHYD, LOC111591923|XP_030080873.1|DHYD
OG0001457	LOC6549525|XP_001975817.1|DERE	LOC111595327|XP_023164754.2|DHYD
OG0001458	LOC6549335|XP_001975635.1|DERE	LOC111600681|XP_023172703.2|DHYD
OG0001459	LOC6545097|XP_001972048.1|DERE	LOC111592442|XP_023160394.2|DHYD
OG0001460	LOC6541701|XP_026834623.1|DERE	LOC111604106|XP_030081318.1|DHYD
OG0001461	LOC6550354|XP_026837973.1|DERE	LOC111595425|XP_023164956.1|DHYD
OG0001462	LOC6545412|XP_001971711.1|DERE	LOC111598466|XP_030081599.1|DHYD
OG0001463	LOC6554667|XP_026832162.1|DERE	LOC111596676|XP_023166748.2|DHYD
OG0001464	LOC6555714|XP_001982558.1|DERE	LOC111596778|XP_023166897.1|DHYD
OG0001465	LOC6547168|XP_001976169.1|DERE	LOC111604103|XP_023177773.1|DHYD
OG0001466	LOC6541235|XP_001969712.2|DERE	LOC111595844|XP_023165522.2|DHYD
OG0001467	LOC6542256|XP_001969842.1|DERE	LOC111592659|XP_023160779.1|DHYD
OG0001468	LOC6545453|XP_015013866.2|DERE	LOC111604758|XP_023178716.1|DHYD
OG0001469	LOC6549218|XP_026836328.1|DERE, LOC6554284|XP_001981752.2|DERE	LOC111592530|XP_030081414.1|DHYD
OG0001470	LOC6545889|XP_001973431.1|DERE	LOC115483748|XP_030081856.1|DHYD, LOC111600957|XP_023173104.2|DHYD
OG0001471	LOC6545127|XP_015013607.1|DERE	LOC111597605|XP_023168174.2|DHYD
OG0001472	LOC6544218|XP_001973034.1|DERE	LOC111592437|XP_023160389.1|DHYD
OG0001473	LOC6552084|XP_026838647.1|DERE	LOC111602654|XP_023175595.1|DHYD
OG0001475	LOC6542184|XP_001969104.1|DERE	LOC111599436|XP_023170858.2|DHYD
OG0001476	LOC6550249|XP_026838261.1|DERE	LOC111600139|XP_030081248.1|DHYD
OG0001477	LOC6554557|XP_026837003.1|DERE	LOC111597831|XP_023168495.1|DHYD
OG0001478	LOC6540776|XP_026834221.1|DERE	LOC111599052|XP_030080233.1|DHYD
OG0001479	LOC6541335|XP_001969646.1|DERE, LOC6555552|XP_001982410.1|DERE	LOC111593433|XP_023161948.2|DHYD
OG0001480	LOC6540822|XP_001968167.1|DERE	LOC111599043|XP_023170327.2|DHYD
OG0001481	LOC6549125|XP_026836120.1|DERE	LOC111599138|XP_023170469.2|DHYD
OG0001482	LOC6548662|XP_001975384.1|DERE	LOC115483370|XP_030080939.1|DHYD, LOC111600777|XP_030080941.1|DHYD
OG0001483	LOC6548635|XP_026838669.1|DERE	LOC111592078|XP_023159866.1|DHYD
OG0001484	LOC6542544|XP_001968559.1|DERE	LOC111599348|XP_023170745.1|DHYD
OG0001485	LOC6545090|XP_001973276.1|DERE	LOC111592295|XP_023160166.2|DHYD
OG0001486	LOC6541677|XP_001970227.1|DERE	LOC111595784|XP_023165436.2|DHYD
OG0001487	LOC26527072|XP_026838615.1|DERE	LOC111594717|XP_023163911.1|DHYD
OG0001488	LOC6549471|XP_001975777.1|DERE	LOC111595752|XP_023165382.2|DHYD
OG0001490	LOC6541656|XP_001968482.1|DERE	LOC111594662|XP_023163832.1|DHYD
OG0001491	LOC6541139|XP_026835079.1|DERE	LOC111595544|XP_023165098.1|DHYD
OG0001492	LOC6542576|XP_001970122.1|DERE	LOC111601013|XP_030079271.1|DHYD
OG0001493	LOC6550437|XP_026837813.1|DERE	LOC111605124|XP_023179248.1|DHYD
OG0001494	LOC6551443|XP_001978541.1|DERE	LOC111598455|XP_023169478.1|DHYD
OG0001495	LOC113563683|XP_026835340.1|DERE	LOC111600795|XP_023172854.1|DHYD
OG0001496	LOC6551510|XP_001978581.2|DERE	LOC111591999|XP_023159732.1|DHYD
OG0001497	LOC6540620|XP_001970338.1|DERE	LOC111604114|XP_023177789.2|DHYD
OG0001498	LOC6552666|XP_001979174.1|DERE	LOC111603394|XP_023176727.2|DHYD
OG0001500	LOC6547292|XP_001974774.1|DERE	LOC111594305|XP_023163312.2|DHYD
OG0001501	LOC6553784|XP_001980483.1|DERE	LOC111592022|XP_023159783.2|DHYD
OG0001502	LOC6548971|XP_026835932.1|DERE	LOC111602552|XP_023175475.2|DHYD
OG0001503	LOC6542918|XP_026834344.1|DERE	LOC111597044|XP_023167327.1|DHYD
OG0001504	LOC6551549|XP_026837217.1|DERE	LOC111597223|XP_023167577.2|DHYD
OG0001505	LOC6548040|XP_015011766.1|DERE	LOC111595460|XP_030078560.1|DHYD
