Orthogroup	DERE.longest_only	DFIC.longest_only
OG0001168	LOC6547045|XP_001974634.1|DERE	LOC108090517|XP_017044725.1|DFIC
OG0001169	LOC6550146|XP_001977543.1|DERE	LOC108098143|XP_017056358.1|DFIC
OG0001170	LOC6554520|XP_001982157.1|DERE	LOC108091636|XP_017046426.1|DFIC
OG0001171	LOC6544784|XP_015013395.1|DERE	LOC108096044|XP_017052882.1|DFIC, LOC108095952|XP_017052782.1|DFIC
OG0001172	LOC6548218|XP_001975076.1|DERE	LOC108101417|XP_017061232.1|DFIC
OG0001173	LOC6554295|XP_001981063.1|DERE	LOC108100754|XP_017060275.1|DFIC
OG0001174	LOC6545210|XP_001972101.1|DERE	LOC108093085|XP_017048501.1|DFIC
OG0001175	LOC6546762|XP_001974552.1|DERE	LOC108093886|XP_017049731.1|DFIC, LOC108099724|XP_017058835.1|DFIC, LOC108099725|XP_017058836.1|DFIC
OG0001176	LOC6549417|XP_001975650.1|DERE	LOC108101543|XP_017061420.1|DFIC
OG0001177	LOC6549398|XP_026836077.1|DERE	LOC108090617|XP_017044881.1|DFIC
OG0001178	LOC6547609|XP_001974969.2|DERE	LOC108095135|XP_017051562.1|DFIC
OG0001179	LOC6546862|XP_001976058.1|DERE	LOC108086425|XP_017038815.1|DFIC
OG0001180	LOC6555868|XP_026839017.1|DERE	LOC108098413|XP_017056797.1|DFIC
OG0001181	LOC6544519|XP_001973059.1|DERE	LOC108096415|XP_017053480.1|DFIC
OG0001182	LOC6554438|XP_015009316.1|DERE	LOC108091686|XP_017046499.1|DFIC
OG0001183	LOC6554014|XP_026831973.1|DERE	LOC108102031|XP_017062124.1|DFIC
OG0001184	LOC6551748|XP_001979698.3|DERE	LOC108087309|XP_017040116.1|DFIC
OG0001185	LOC113563928|XP_026833309.1|DERE	LOC108096513|XP_017053625.1|DFIC
OG0001186	LOC6553429|XP_001979235.1|DERE	LOC108098616|XP_017057171.1|DFIC
OG0001187	LOC6549073|XP_026835657.1|DERE	LOC108086705|XP_017039199.1|DFIC
OG0001188	LOC6546714|XP_001975875.1|DERE	LOC108096787|XP_017054151.1|DFIC
OG0001189	LOC6547324|XP_001976331.1|DERE	LOC108096896|XP_017054330.1|DFIC
OG0001190	LOC6549983|XP_026837292.1|DERE	LOC108102159|XP_017062340.1|DFIC
OG0001191	LOC6542368|XP_001969283.2|DERE	LOC108100574|XP_017060045.1|DFIC, LOC108091274|XP_017045877.1|DFIC
OG0001192	LOC6542870|XP_001970075.2|DERE	LOC108088227|XP_017041425.1|DFIC
OG0001193	LOC6553452|XP_026838909.1|DERE	LOC108093327|XP_017048807.1|DFIC
OG0001194	LOC6555802|XP_026838946.1|DERE, LOC6555807|XP_015008775.1|DERE	LOC108092928|XP_017048280.1|DFIC
OG0001195	LOC6542351|XP_001970484.2|DERE	LOC108101449|XP_017061276.1|DFIC
OG0001196	LOC6550586|XP_026837451.1|DERE	LOC108097276|XP_017054963.1|DFIC
OG0001197	LOC6554589|XP_001981545.1|DERE	LOC108088531|XP_017041863.1|DFIC, LOC108088532|XP_017041864.1|DFIC
OG0001197	LOC6554910|XP_001982232.1|DERE	LOC108095809|XP_017052570.1|DFIC
OG0001198	LOC6555424|XP_001982343.1|DERE	LOC108099498|XP_017058548.1|DFIC, LOC108099500|XP_017058549.1|DFIC
OG0001200	LOC6549572|XP_026836334.1|DERE	LOC108098214|XP_017056477.1|DFIC
OG0001201	LOC6554821|XP_001981802.1|DERE	LOC108095740|XP_017052410.1|DFIC
OG0001202	LOC6549979|XP_001978752.1|DERE	LOC108102179|XP_017062371.1|DFIC
OG0001203	LOC6555832|XP_001982698.1|DERE	LOC108095029|XP_017051387.1|DFIC
OG0001204	LOC6540728|XP_001969571.1|DERE	LOC108098362|XP_017056697.1|DFIC
OG0001205	LOC6552812|XP_001978943.2|DERE	LOC108090178|XP_017044250.1|DFIC
OG0001206	LOC6553695|XP_026831638.1|DERE	LOC108093333|XP_017048818.1|DFIC
OG0001207	LOC6549664|XP_026837731.1|DERE	LOC108097942|XP_017056022.1|DFIC
OG0001208	LOC6551453|XP_001977278.2|DERE	LOC108097624|XP_017055536.1|DFIC
OG0001209	LOC6553710|XP_026831674.1|DERE	LOC108087385|XP_017040217.1|DFIC
OG0001210	LOC6550627|XP_001978166.2|DERE	LOC108097665|XP_017055601.1|DFIC
OG0001211	LOC6553417|XP_026831495.1|DERE	LOC108098547|XP_017057033.1|DFIC
OG0001212	LOC6550867|XP_001978227.1|DERE	LOC108097746|XP_017055744.1|DFIC
OG0001213	LOC6552120|XP_001979727.1|DERE	LOC108092155|XP_017047162.1|DFIC
OG0001214	LOC6554916|XP_001982238.1|DERE	LOC108095931|XP_017052757.1|DFIC
OG0001215	LOC6552713|XP_026831440.1|DERE	LOC108094778|XP_017051044.1|DFIC, LOC108090230|XP_017044314.1|DFIC
OG0001216	LOC6552772|XP_001979957.2|DERE	LOC108091995|XP_017046909.1|DFIC, LOC108091907|XP_017046780.1|DFIC
OG0001217	LOC6548324|XP_001973939.2|DERE	LOC108096983|XP_017054456.1|DFIC
OG0001218	LOC6554519|XP_001982156.1|DERE	LOC108091637|XP_017046427.1|DFIC
OG0001220	LOC6543155|XP_001970651.1|DERE	LOC108094233|XP_017050181.1|DFIC
OG0001221	LOC6547787|XP_026836644.1|DERE	LOC108094845|XP_017051137.1|DFIC
OG0001222	LOC6555040|XP_026831439.1|DERE	LOC108097695|XP_017055655.1|DFIC
OG0001223	LOC6541021|XP_001970869.3|DERE	LOC108101761|XP_017061715.1|DFIC
OG0001224	LOC6548498|XP_001975311.1|DERE	LOC108090475|XP_017044660.1|DFIC
OG0001225	LOC6543112|XP_026834471.1|DERE	LOC108093944|XP_017049819.1|DFIC
OG0001226	LOC6547174|XP_001976091.1|DERE	LOC108086445|XP_017038852.1|DFIC
OG0001227	LOC6541093|XP_015014849.1|DERE	LOC108100844|XP_017060411.1|DFIC
OG0001228	LOC113564521|XP_026837926.1|DERE	LOC108094669|XP_017050871.1|DFIC
OG0001229	LOC6541715|XP_026838627.1|DERE	LOC108101398|XP_017061207.1|DFIC
OG0001230	LOC6548529|XP_001975369.1|DERE	LOC108090471|XP_017044658.1|DFIC
OG0001231	LOC6548545|XP_001973923.1|DERE	LOC108100860|XP_017060432.1|DFIC
OG0001232	LOC6541378|XP_001970225.1|DERE	LOC108101826|XP_017061818.1|DFIC, LOC108100837|XP_017060398.1|DFIC
OG0001233	LOC6541493|XP_026835028.1|DERE	LOC108100803|XP_017060355.1|DFIC
OG0001234	LOC6548779|XP_001975434.1|DERE	LOC108093923|XP_017049781.1|DFIC
OG0001235	LOC6540819|XP_001968183.1|DERE	LOC108091548|XP_017046308.1|DFIC
OG0001236	LOC6545231|XP_001973465.3|DERE	LOC108100559|XP_017060022.1|DFIC
OG0001237	LOC6553936|XP_026839887.1|DERE	LOC108101050|XP_017060723.1|DFIC
OG0001238	LOC6554410|XP_026838513.1|DERE	LOC108095819|XP_017052581.1|DFIC
OG0001239	LOC6553742|XP_001980360.2|DERE	LOC108088024|XP_017041137.1|DFIC
OG0001240	LOC6554398|XP_026839734.1|DERE	LOC108095700|XP_017052360.1|DFIC
OG0001241	LOC6546818|XP_001975928.1|DERE	LOC108086647|XP_017039114.1|DFIC
OG0001242	LOC6550330|XP_026838219.1|DERE	LOC108095596|XP_017052250.1|DFIC
OG0001243	LOC6545346|XP_015012980.1|DERE	LOC108088882|XP_017042366.1|DFIC
OG0001244	LOC6552764|XP_001979949.1|DERE	LOC108091983|XP_017046882.1|DFIC
OG0001245	LOC6553773|XP_001979440.2|DERE	LOC108093303|XP_017048767.1|DFIC
OG0001246	LOC6548132|XP_001976509.1|DERE	LOC108090941|XP_017045366.1|DFIC
OG0001247	LOC26526228|XP_015015475.1|DERE	LOC108098771|XP_017057396.1|DFIC
OG0001248	LOC6545475|XP_001971587.1|DERE	LOC108093908|XP_017049766.1|DFIC
OG0001249	LOC6554195|XP_026831624.1|DERE	LOC108102269|XP_017062509.1|DFIC
OG0001249	LOC6551192|XP_001977026.1|DERE	LOC108092880|XP_017048211.1|DFIC
OG0001251	LOC6553279|XP_026831633.1|DERE	LOC108096121|XP_017052986.1|DFIC
OG0001251	LOC6553283|XP_001979201.1|DERE	LOC108096130|XP_017052996.1|DFIC
OG0001252	LOC6555165|XP_001981421.2|DERE, LOC6555095|XP_026833415.1|DERE	LOC108097605|XP_017055502.1|DFIC
OG0001253	LOC6546837|XP_026836068.1|DERE	LOC108086638|XP_017039104.1|DFIC
OG0001254	LOC6547736|XP_001974950.2|DERE	LOC108094801|XP_017051061.1|DFIC
OG0001255	LOC6542980|XP_001970630.1|DERE	LOC108094034|XP_017049955.1|DFIC
OG0001256	LOC6548578|XP_001976683.2|DERE	LOC108090710|XP_017044992.1|DFIC
OG0001257	LOC6555838|XP_026839144.1|DERE	LOC108095004|XP_017051328.1|DFIC
OG0001258	LOC6552916|XP_001980979.1|DERE	LOC108097742|XP_017055738.1|DFIC
OG0001259	LOC6555762|XP_001982668.1|DERE	LOC108092903|XP_017048243.1|DFIC
OG0001260	LOC6551952|XP_001980706.1|DERE	LOC108098965|XP_017057668.1|DFIC
OG0001261	LOC6549872|XP_001978653.2|DERE	LOC108098119|XP_017056328.1|DFIC, LOC108093442|XP_017048994.1|DFIC
OG0001262	LOC6543849|XP_001972350.3|DERE	LOC108099826|XP_017058945.1|DFIC
OG0001263	LOC6554157|XP_026839561.1|DERE	LOC108099578|XP_017058671.1|DFIC
OG0001264	LOC6541322|XP_001968615.2|DERE	LOC108092540|XP_017047657.1|DFIC
OG0001265	LOC6555689|XP_015008807.1|DERE	LOC108097223|XP_017054867.1|DFIC
OG0001266	LOC6548086|XP_001975202.2|DERE	LOC108096907|XP_017054346.1|DFIC
OG0001267	LOC6555281|XP_015008835.1|DERE	LOC108099590|XP_017058687.1|DFIC
OG0001268	LOC6551837|XP_001979634.1|DERE	LOC108087103|XP_017039774.1|DFIC
OG0001269	LOC6546997|XP_001976039.1|DERE	LOC108093776|XP_017049536.1|DFIC
OG0001270	LOC6552687|XP_001978950.1|DERE	LOC108090133|XP_017044158.1|DFIC
OG0001271	LOC6542309|XP_001969101.1|DERE	LOC108093967|XP_017049862.1|DFIC
OG0001272	LOC6545961|XP_026832486.1|DERE	LOC108100611|XP_017060089.1|DFIC
OG0001273	LOC6552245|XP_026839525.1|DERE	LOC108091920|XP_017046795.1|DFIC
OG0001274	LOC6545550|XP_001973389.1|DERE	LOC108100517|XP_017059963.1|DFIC
OG0001275	LOC6550628|XP_015011303.1|DERE	LOC108097678|XP_017055629.1|DFIC
OG0001276	LOC6546447|XP_001971816.1|DERE	LOC108099901|XP_017059053.1|DFIC
OG0001277	LOC6546365|XP_001971326.1|DERE	LOC108099032|XP_017057777.1|DFIC
OG0001278	LOC6543976|XP_001972210.1|DERE	LOC108087423|XP_017040259.1|DFIC
OG0001279	LOC6545644|XP_001972165.1|DERE	LOC108087578|XP_017040499.1|DFIC
OG0001280	LOC6544826|XP_026832479.1|DERE	LOC108099119|XP_017057940.1|DFIC
OG0001281	LOC6546026|XP_001971211.2|DERE	LOC108100655|XP_017060155.1|DFIC
OG0001282	LOC6541864|XP_026835270.1|DERE, LOC113564235|XP_026835624.1|DERE	LOC108092459|XP_017047537.1|DFIC
OG0001283	LOC6548769|XP_001975424.1|DERE	LOC108093722|XP_017049421.1|DFIC
OG0001284	LOC6541564|XP_001970923.1|DERE	LOC108086362|XP_017038751.1|DFIC, LOC108096102|XP_017052968.1|DFIC, LOC108101730|XP_017061671.1|DFIC
OG0001285	LOC6545081|XP_001971036.1|DERE	LOC108099616|XP_017058731.1|DFIC
OG0001286	LOC6548746|XP_001974103.1|DERE	LOC108089976|XP_017043966.1|DFIC
OG0001287	LOC6553174|XP_001980010.1|DERE	LOC108098972|XP_017057677.1|DFIC
OG0001288	LOC6542539|XP_001968211.1|DERE	LOC108091443|XP_017046126.1|DFIC
OG0001289	LOC6548956|XP_026836394.1|DERE	LOC108089962|XP_017043944.1|DFIC
OG0001290	LOC6541299|XP_026834189.1|DERE	LOC108090142|XP_017044219.1|DFIC
OG0001291	LOC6547993|XP_001976495.1|DERE	LOC108090965|XP_017045400.1|DFIC
OG0001292	LOC6548308|XP_026837047.1|DERE	LOC108090377|XP_017044496.1|DFIC
OG0001293	LOC6550994|XP_001976870.1|DERE	LOC108091355|XP_017045996.1|DFIC
OG0001294	LOC6551990|XP_026832086.1|DERE	LOC108098793|XP_017057422.1|DFIC
OG0001295	LOC6550653|XP_001978043.1|DERE	LOC108094703|XP_017050928.1|DFIC
OG0001296	LOC113564239|XP_026835631.1|DERE, LOC6541458|XP_026834489.1|DERE	LOC108101523|XP_017061386.1|DFIC
OG0001297	LOC6554487|XP_001981932.1|DERE	LOC108099338|XP_017058302.1|DFIC
OG0001298	LOC6553334|XP_001979307.1|DERE	LOC108098657|XP_017057221.1|DFIC
OG0001299	LOC6544268|XP_001971954.1|DERE	LOC108096318|XP_017053311.1|DFIC
OG0001300	LOC6551784|XP_001980597.1|DERE	LOC108087203|XP_017039958.1|DFIC
OG0001301	LOC6542841|XP_001970076.1|DERE	LOC108088140|XP_017041293.1|DFIC
OG0001302	LOC6547451|XP_026836566.1|DERE	LOC108094946|XP_017051296.1|DFIC
OG0001303	LOC6556244|XP_026839555.1|DERE, LOC6552357|XP_001979821.1|DERE, LOC6552355|XP_001979819.1|DERE	LOC108097875|XP_017055903.1|DFIC
OG0001304	LOC6549513|XP_026836132.1|DERE	LOC108096813|XP_017054193.1|DFIC
OG0001305	LOC6552686|XP_026835679.1|DERE	LOC108090134|XP_017044159.1|DFIC
OG0001306	LOC6552486|XP_001979835.1|DERE	LOC108087001|XP_017039627.1|DFIC
OG0001307	LOC6545096|XP_015013259.1|DERE	LOC108093114|XP_017048544.1|DFIC
OG0001308	LOC6555528|XP_026837276.1|DERE	LOC108091347|XP_017045987.1|DFIC
OG0001309	LOC6553357|XP_001980186.1|DERE	LOC108087016|XP_017039672.1|DFIC
OG0001310	LOC6550372|XP_001977853.1|DERE	LOC108088726|XP_017042162.1|DFIC
OG0001311	LOC6550257|XP_026838073.1|DERE	LOC108088611|XP_017041988.1|DFIC
OG0001312	LOC6543868|XP_001972344.1|DERE	LOC108099702|XP_017058813.1|DFIC
OG0001313	LOC6549055|XP_001975577.1|DERE	LOC108086759|XP_017039287.1|DFIC
OG0001314	LOC26526017|XP_015015431.1|DERE	LOC108098363|XP_017056698.1|DFIC
OG0001315	LOC6555559|XP_001982584.1|DERE	LOC108097095|XP_017054641.1|DFIC
OG0001316	LOC6547044|XP_001974633.1|DERE	LOC108090458|XP_017044639.1|DFIC
OG0001316	LOC113564260|XP_026836018.1|DERE	LOC108090251|XP_017044335.1|DFIC
OG0001317	LOC6541183|XP_001968953.2|DERE	LOC108098441|XP_017056827.1|DFIC, LOC108098656|XP_017057224.1|DFIC
OG0001318	LOC113564233|XP_026835622.1|DERE, LOC6541923|XP_001968497.1|DERE	LOC108092457|XP_017047533.1|DFIC
OG0001319	LOC6543463|XP_001969528.1|DERE	LOC108090060|XP_017044057.1|DFIC
OG0001320	LOC6546847|XP_001975949.2|DERE	LOC108086767|XP_017039301.1|DFIC
OG0001321	LOC6547103|XP_001974744.1|DERE	LOC108095245|XP_017051760.1|DFIC
OG0001322	LOC6554010|XP_001980540.3|DERE	LOC108102073|XP_017062203.1|DFIC
OG0001322	LOC6552480|XP_001978917.1|DERE	LOC108090150|XP_017044195.1|DFIC
OG0001323	LOC26526142|XP_015015456.1|DERE	LOC108091433|XP_017046113.1|DFIC
OG0001323	LOC6541565|XP_001968637.2|DERE	LOC108091419|XP_017046100.1|DFIC, LOC108091420|XP_017046101.1|DFIC
OG0001324	LOC6549223|XP_001974457.1|DERE	LOC108090594|XP_017044835.1|DFIC
OG0001325	LOC6552848|XP_001980956.1|DERE	LOC108099503|XP_017058554.1|DFIC
OG0001325	LOC6552847|XP_001980955.1|DERE	LOC108099502|XP_017058552.1|DFIC
OG0001326	LOC6555294|XP_026839773.1|DERE	LOC108099489|XP_017058538.1|DFIC
OG0001328	LOC6550709|XP_026838036.1|DERE	LOC108094616|XP_017050787.1|DFIC
OG0001329	LOC6550002|XP_001977468.1|DERE	LOC108097925|XP_017055967.1|DFIC
OG0001330	LOC6550582|XP_001978183.1|DERE	LOC108097565|XP_017055435.1|DFIC
OG0001331	LOC6555632|XP_001982516.1|DERE	LOC108097345|XP_017055070.1|DFIC
OG0001332	LOC6550077|XP_026837754.1|DERE	LOC108098047|XP_017056208.1|DFIC
OG0001333	LOC6542171|XP_001968537.2|DERE	LOC108092555|XP_017047678.1|DFIC
OG0001334	LOC6555347|XP_026839639.1|DERE	LOC108099594|XP_017058692.1|DFIC
OG0001335	LOC6553840|XP_026839811.1|DERE	LOC108088046|XP_017041170.1|DFIC
OG0001337	LOC6550059|XP_026838050.1|DERE	LOC108098033|XP_017056177.1|DFIC
OG0001338	LOC6548277|XP_001975259.1|DERE	LOC108093804|XP_017049601.1|DFIC
OG0001339	LOC6546591|XP_001975905.2|DERE	LOC108086719|XP_017039228.1|DFIC
OG0001340	LOC6544880|XP_001973840.2|DERE	LOC108086354|XP_017038744.1|DFIC
OG0001341	LOC6554548|XP_001981949.1|DERE	LOC108099633|XP_017058751.1|DFIC
OG0001342	LOC6554185|XP_001981261.1|DERE	LOC108088525|XP_017041855.1|DFIC
OG0001343	LOC6552718|XP_001979047.1|DERE	LOC108091763|XP_017046597.1|DFIC
OG0001344	LOC6554960|XP_026839874.1|DERE	LOC108086785|XP_017039314.1|DFIC
OG0001345	LOC6552044|XP_001980720.1|DERE	LOC108098818|XP_017057461.1|DFIC
OG0001346	LOC6552501|XP_001980856.2|DERE, LOC6552502|XP_026834514.1|DERE	LOC108099586|XP_017058681.1|DFIC
OG0001347	LOC6549692|XP_001978725.1|DERE	LOC108100927|XP_017060556.1|DFIC
OG0001348	LOC6550033|XP_001977499.1|DERE	LOC108098040|XP_017056194.1|DFIC
OG0001349	LOC6545659|XP_026833979.1|DERE	LOC108089006|XP_017042568.1|DFIC
OG0001350	LOC6544580|XP_026833344.1|DERE	LOC108100715|XP_017060236.1|DFIC
OG0001351	LOC6541096|XP_001969111.1|DERE	LOC108093699|XP_017049378.1|DFIC
OG0001352	LOC6541987|XP_015014695.1|DERE	LOC108091132|XP_017045651.1|DFIC
OG0001353	LOC6544339|XP_026833190.1|DERE	LOC108096326|XP_017053347.1|DFIC
OG0001354	LOC6547922|XP_015012652.1|DERE	LOC108087693|XP_017040691.1|DFIC
OG0001355	LOC6546656|XP_001974499.1|DERE	LOC108096872|XP_017054290.1|DFIC
OG0001356	LOC6551923|XP_026832033.1|DERE	LOC108092118|XP_017047107.1|DFIC
OG0001357	LOC6543839|XP_001971411.1|DERE	LOC108096226|XP_017053109.1|DFIC
OG0001358	LOC6546068|XP_001972809.1|DERE	LOC108088284|XP_017041494.1|DFIC
OG0001359	LOC6541153|XP_001970052.1|DERE	LOC108088158|XP_017041311.1|DFIC
OG0001360	LOC6541940|XP_001969119.1|DERE	LOC108090733|XP_017045045.1|DFIC
OG0001361	LOC6543973|XP_001972207.2|DERE	LOC108087421|XP_017040257.1|DFIC
OG0001362	LOC6543978|XP_001972212.1|DERE	LOC108087431|XP_017040274.1|DFIC
OG0001363	LOC6554076|XP_001979514.1|DERE	LOC108101018|XP_017060672.1|DFIC
OG0001364	LOC6547257|XP_026836172.1|DERE	LOC108086608|XP_017039072.1|DFIC
OG0001365	LOC6544771|XP_001971677.1|DERE	LOC108093107|XP_017048537.1|DFIC, LOC108089004|XP_017042565.1|DFIC
OG0001366	LOC6543807|XP_026833950.1|DERE	LOC108096355|XP_017053393.1|DFIC
OG0001367	LOC6546677|XP_026837008.1|DERE	LOC108096795|XP_017054163.1|DFIC
OG0001368	LOC6541043|XP_026834794.1|DERE	LOC108090480|XP_017044668.1|DFIC
OG0001369	LOC6551035|XP_001978254.1|DERE	LOC108097650|XP_017055570.1|DFIC
OG0001370	LOC6547807|XP_026836625.1|DERE	LOC108087732|XP_017040742.1|DFIC
OG0001371	LOC113564599|XP_026838610.1|DERE	LOC108101621|XP_017061525.1|DFIC
OG0001371	LOC26526097|XP_026838621.1|DERE	LOC108086346|XP_017038736.1|DFIC
OG0001371	LOC26526453|XP_026838611.1|DERE	LOC108102202|XP_017062433.1|DFIC
OG0001372	LOC6547078|XP_026836645.1|DERE	LOC108101854|XP_017061863.1|DFIC
OG0001373	LOC6543284|XP_026834406.1|DERE	LOC108093443|XP_017048996.1|DFIC
OG0001374	LOC6549420|XP_001975653.1|DERE	LOC108101528|XP_017061389.1|DFIC
OG0001375	LOC6551754|XP_026831965.1|DERE	LOC108091390|XP_017046060.1|DFIC
OG0001376	LOC6546866|XP_001976062.1|DERE	LOC108086400|XP_017038791.1|DFIC
OG0001377	LOC6541109|XP_001970215.2|DERE	LOC108100852|XP_017060420.1|DFIC
OG0001378	LOC6542871|XP_026834559.1|DERE	LOC108088219|XP_017041414.1|DFIC
OG0001379	LOC6541976|XP_015015288.1|DERE	LOC108092522|XP_017047633.1|DFIC
OG0001380	LOC6542628|XP_001970807.1|DERE	LOC108101343|XP_017061138.1|DFIC
OG0001381	LOC6548647|XP_026835712.1|DERE	LOC108090430|XP_017044590.1|DFIC
OG0001382	LOC6541384|XP_015015166.1|DERE	LOC108092364|XP_017047390.1|DFIC
OG0001383	LOC6540772|XP_001970388.1|DERE	LOC108090520|XP_017044728.1|DFIC
OG0001384	LOC6549501|XP_001974292.1|DERE	LOC108101177|XP_017060897.1|DFIC
OG0001385	LOC6540831|XP_001969330.2|DERE	LOC108101194|XP_017060926.1|DFIC
OG0001387	LOC6542134|XP_026835090.1|DERE	LOC108100877|XP_017060460.1|DFIC
OG0001388	LOC6543257|XP_001969423.1|DERE	LOC108089206|XP_017042845.1|DFIC
OG0001389	LOC6554303|XP_001982127.2|DERE	LOC108091710|XP_017046537.1|DFIC
OG0001391	LOC6549495|XP_001974286.1|DERE	LOC108101169|XP_017060886.1|DFIC
OG0001392	LOC6550767|XP_026838112.1|DERE	LOC108092972|XP_017048349.1|DFIC
OG0001393	LOC6549410|XP_001974316.1|DERE	LOC108101219|XP_017060956.1|DFIC
OG0001394	LOC6541303|XP_001969465.1|DERE	LOC108089179|XP_017042803.1|DFIC
OG0001395	LOC6553175|XP_001980011.1|DERE	LOC108098936|XP_017057630.1|DFIC
OG0001396	LOC6549705|XP_001977447.1|DERE	LOC108095368|XP_017051938.1|DFIC
OG0001397	LOC6554065|XP_026834878.1|DERE	LOC108102077|XP_017062209.1|DFIC
OG0001398	LOC6551727|XP_026838833.1|DERE	LOC108091240|XP_017045840.1|DFIC
OG0001400	LOC6553635|XP_001980318.1|DERE	LOC108087120|XP_017039791.1|DFIC
OG0001401	LOC6545791|XP_001973441.1|DERE	LOC108100215|XP_017059481.1|DFIC
OG0001402	LOC6544887|XP_001973151.1|DERE	LOC108096459|XP_017053555.1|DFIC
OG0001403	LOC6545527|XP_026832664.1|DERE	LOC108088928|XP_017042439.1|DFIC
OG0001404	LOC6549550|XP_015012456.1|DERE	LOC108094886|XP_017051212.1|DFIC
OG0001405	LOC6548175|XP_001975158.1|DERE	LOC108090766|XP_017045094.1|DFIC
OG0001406	LOC6551605|XP_001977130.1|DERE	LOC108091032|XP_017045472.1|DFIC
OG0001407	LOC6543615|XP_026832845.1|DERE	LOC108099890|XP_017059035.1|DFIC
OG0001408	LOC6548865|XP_001975451.1|DERE	LOC108093661|XP_017049330.1|DFIC
OG0001411	LOC6552522|XP_001979914.1|DERE	LOC108091902|XP_017046774.1|DFIC
OG0001412	LOC6547502|XP_001976235.1|DERE	LOC108098225|XP_017056496.1|DFIC
OG0001412	LOC6541658|XP_001969709.1|DERE	LOC108092268|XP_017047290.1|DFIC
OG0001413	LOC6546963|XP_001974605.3|DERE	LOC108093973|XP_017049869.1|DFIC
OG0001413	LOC6546962|XP_001974604.1|DERE	LOC108093977|XP_017049873.1|DFIC
OG0001414	LOC6541117|XP_026834278.1|DERE	LOC108096553|XP_017053731.1|DFIC, LOC108096554|XP_017053732.1|DFIC
OG0001415	LOC6549032|XP_001975541.2|DERE	LOC108101798|XP_017061763.1|DFIC
OG0001415	LOC6549031|XP_001975540.1|DERE	LOC108101893|XP_017061942.1|DFIC
OG0001416	LOC6542305|XP_001970047.1|DERE	LOC108088170|XP_017041332.1|DFIC
OG0001417	LOC6551564|XP_001978603.1|DERE	LOC108098069|XP_017056250.1|DFIC, LOC108098067|XP_017056247.1|DFIC, LOC108098068|XP_017056249.1|DFIC
OG0001418	LOC6544782|XP_001971602.1|DERE	LOC108096002|XP_017052841.1|DFIC
OG0001418	LOC6544781|XP_001971601.1|DERE	LOC108095971|XP_017052806.1|DFIC
OG0001419	LOC6540825|XP_001970301.3|DERE	LOC108100943|XP_017060578.1|DFIC
OG0001420	LOC6555139|XP_001982254.1|DERE	LOC108099561|XP_017058638.1|DFIC
OG0001421	LOC6554053|XP_001980494.1|DERE	LOC108102026|XP_017062118.1|DFIC
OG0001421	LOC6541785|XP_001968472.1|DERE	LOC108092406|XP_017047460.1|DFIC
OG0001422	LOC6545542|XP_026833561.1|DERE	LOC108100673|XP_017060178.1|DFIC
OG0001423	LOC26525991|XP_015010436.1|DERE	LOC108098000|XP_017056129.1|DFIC
OG0001423	LOC6553128|XP_001980073.1|DERE	LOC108097991|XP_017056118.1|DFIC
OG0001425	LOC6546574|XP_001974673.1|DERE	LOC108086297|XP_017038678.1|DFIC
OG0001426	LOC6541558|XP_001968357.1|DERE	LOC108092425|XP_017047483.1|DFIC
OG0001427	LOC6543249|XP_026834056.1|DERE	LOC108090374|XP_017044493.1|DFIC
OG0001427	LOC6542739|XP_001968908.1|DERE	LOC108101031|XP_017060692.1|DFIC
OG0001428	LOC26526984|XP_015014375.1|DERE	LOC108086889|XP_017039439.1|DFIC
OG0001428	LOC26526562|XP_026835669.1|DERE	LOC108086686|XP_017039168.1|DFIC
OG0001429	LOC6552691|XP_001979879.1|DERE	LOC108091857|XP_017046726.1|DFIC
OG0001430	LOC6553615|XP_001980244.1|DERE	LOC108091624|XP_017046409.1|DFIC
OG0001431	LOC6549900|XP_026838512.1|DERE	LOC108088574|XP_017041912.1|DFIC
OG0001432	LOC6550246|XP_001977921.2|DERE	LOC108098110|XP_017056313.1|DFIC
OG0001433	LOC6554793|XP_001982224.1|DERE	LOC108095972|XP_017052803.1|DFIC
OG0001434	LOC6550874|XP_015010954.1|DERE	LOC108091337|XP_017045969.1|DFIC
OG0001435	LOC6541406|XP_001970512.1|DERE	LOC108101488|XP_017061328.1|DFIC
OG0001436	LOC6554905|XP_001981590.3|DERE	LOC108092893|XP_017048230.1|DFIC
OG0001437	LOC6543470|XP_001970286.1|DERE	LOC108100978|XP_017060621.1|DFIC
OG0001438	LOC6555103|XP_001981430.1|DERE	LOC108097493|XP_017055285.1|DFIC
OG0001439	LOC6553472|XP_001979372.1|DERE	LOC108093349|XP_017048846.1|DFIC
OG0001440	LOC6550226|XP_001978194.3|DERE	LOC108097449|XP_017055210.1|DFIC
OG0001441	LOC6550364|XP_001977861.1|DERE	LOC108088688|XP_017042117.1|DFIC
OG0001442	LOC6542126|XP_001970104.1|DERE	LOC108088206|XP_017041396.1|DFIC
OG0001443	LOC6554210|XP_001981227.1|DERE	LOC108099432|XP_017058455.1|DFIC
OG0001444	LOC6552944|XP_001981021.1|DERE	LOC108099544|XP_017058608.1|DFIC
OG0001445	LOC6552130|XP_015009536.1|DERE	LOC108098565|XP_017057068.1|DFIC
OG0001446	LOC6554755|XP_001982191.2|DERE	LOC108091654|XP_017046451.1|DFIC
