Orthogroup	DERE.longest_only	DNOV.longest_only
OG0001303	LOC6556244|XP_026839555.1|DERE, LOC6552357|XP_001979821.1|DERE, LOC6552355|XP_001979819.1|DERE	LOC115764977|XP_030564164.1|DNOV
OG0001304	LOC6549513|XP_026836132.1|DERE	LOC115758237|XP_030554650.1|DNOV
OG0001305	LOC6552686|XP_026835679.1|DERE	LOC115757850|XP_030554144.1|DNOV, LOC115758007|XP_030554364.1|DNOV, LOC115767941|XP_030568175.1|DNOV
OG0001306	LOC6552486|XP_001979835.1|DERE	LOC115765630|XP_030565141.1|DNOV
OG0001307	LOC6545096|XP_015013259.1|DERE	LOC115769322|XP_030569916.1|DNOV
OG0001308	LOC6555528|XP_026837276.1|DERE	LOC115768039|XP_030568322.1|DNOV
OG0001309	LOC6553357|XP_001980186.1|DERE	LOC115770739|XP_030572001.1|DNOV
OG0001310	LOC6550372|XP_001977853.1|DERE	LOC115766430|XP_030566217.1|DNOV
OG0001312	LOC6543867|XP_001972343.1|DERE, LOC6543868|XP_001972344.1|DERE	LOC115771113|XP_030572537.1|DNOV
OG0001313	LOC6549055|XP_001975577.1|DERE	LOC115762426|XP_030560485.1|DNOV
OG0001314	LOC26526017|XP_015015431.1|DERE	LOC115769230|XP_030569802.1|DNOV
OG0001315	LOC6555559|XP_001982584.1|DERE	LOC115765406|XP_030564805.1|DNOV
OG0001316	LOC6547044|XP_001974633.1|DERE	LOC115760849|XP_030558261.1|DNOV
OG0001317	LOC6541183|XP_001968953.2|DERE	LOC115763038|XP_030561313.1|DNOV
OG0001318	LOC113564233|XP_026835622.1|DERE, LOC6541923|XP_001968497.1|DERE	LOC115762274|XP_030560297.1|DNOV
OG0001319	LOC6543459|XP_026834871.1|DERE, LOC6543463|XP_001969528.1|DERE	LOC115769239|XP_030569814.1|DNOV
OG0001320	LOC6546847|XP_001975949.2|DERE	LOC115757961|XP_030554296.1|DNOV
OG0001321	LOC6547103|XP_001974744.1|DERE	LOC115762837|XP_030561069.1|DNOV
OG0001323	LOC26526142|XP_015015456.1|DERE, LOC6541565|XP_001968637.2|DERE	LOC115758795|XP_030555428.1|DNOV, LOC115758916|XP_030555573.1|DNOV
OG0001324	LOC6549223|XP_001974457.1|DERE	LOC115765546|XP_030565036.1|DNOV
OG0001325	LOC6552848|XP_001980956.1|DERE, LOC6552847|XP_001980955.1|DERE	LOC115766239|XP_030565961.1|DNOV, LOC115766107|XP_030565788.1|DNOV
OG0001326	LOC6555294|XP_026839773.1|DERE	LOC115761781|XP_030559573.1|DNOV
OG0001328	LOC6550709|XP_026838036.1|DERE	LOC115768658|XP_030569198.1|DNOV
OG0001329	LOC6550002|XP_001977468.1|DERE	LOC115765389|XP_030564774.1|DNOV
OG0001330	LOC6550582|XP_001978183.1|DERE	LOC115770903|XP_030572198.1|DNOV, LOC115765182|XP_030564466.1|DNOV
OG0001331	LOC6555632|XP_001982516.1|DERE	LOC115768445|XP_030568864.1|DNOV
OG0001332	LOC6550077|XP_026837754.1|DERE	LOC115766450|XP_030566242.1|DNOV
OG0001333	LOC6542171|XP_001968537.2|DERE	LOC115768960|XP_030569543.1|DNOV
OG0001334	LOC6555347|XP_026839639.1|DERE	LOC115759550|XP_030556368.1|DNOV
OG0001335	LOC6553840|XP_026839811.1|DERE	LOC115761923|XP_030559801.1|DNOV
OG0001337	LOC6550059|XP_026838050.1|DERE	LOC115765231|XP_030564536.1|DNOV
OG0001338	LOC6548277|XP_001975259.1|DERE	LOC115757941|XP_030554272.1|DNOV
OG0001339	LOC6546591|XP_001975905.2|DERE	LOC115762149|XP_030560121.1|DNOV
OG0001340	LOC6544880|XP_001973840.2|DERE	LOC115771418|XP_030572980.1|DNOV
OG0001341	LOC6554548|XP_001981949.1|DERE	LOC115761963|XP_030559864.1|DNOV
OG0001342	LOC6554185|XP_001981261.1|DERE	LOC115759459|XP_030556251.1|DNOV
OG0001343	LOC6552718|XP_001979047.1|DERE	LOC115764192|XP_030562939.1|DNOV
OG0001344	LOC6554960|XP_026839874.1|DERE	LOC115764940|XP_030564117.1|DNOV
OG0001345	LOC6552044|XP_001980720.1|DERE	LOC115761227|XP_030558776.1|DNOV
OG0001346	LOC6552501|XP_001980856.2|DERE, LOC6552502|XP_026834514.1|DERE	LOC115759524|XP_030556333.1|DNOV
OG0001347	LOC6549692|XP_001978725.1|DERE	LOC115767806|XP_030567999.1|DNOV
OG0001348	LOC6550033|XP_001977499.1|DERE	LOC115765378|XP_030564762.1|DNOV
OG0001349	LOC6545659|XP_026833979.1|DERE	LOC115762700|XP_030560884.1|DNOV, LOC115767148|XP_030567177.1|DNOV, LOC115767160|XP_030567197.1|DNOV
OG0001350	LOC6544580|XP_026833344.1|DERE	LOC115765998|XP_030565629.1|DNOV
OG0001351	LOC6541096|XP_001969111.1|DERE	LOC115760837|XP_030558239.1|DNOV
OG0001352	LOC6541987|XP_015014695.1|DERE	LOC115762213|XP_030560204.1|DNOV
OG0001353	LOC6544339|XP_026833190.1|DERE	LOC115770065|XP_030571025.1|DNOV
OG0001354	LOC6547922|XP_015012652.1|DERE	LOC115761084|XP_030558567.1|DNOV
OG0001355	LOC6546656|XP_001974499.1|DERE	LOC115762375|XP_030560415.1|DNOV
OG0001356	LOC6551923|XP_026832033.1|DERE	LOC115765715|XP_030565235.1|DNOV
OG0001357	LOC6543839|XP_001971411.1|DERE	LOC115770368|XP_030571474.1|DNOV
OG0001358	LOC6546068|XP_001972809.1|DERE	LOC115770181|XP_030571202.1|DNOV
OG0001359	LOC6541153|XP_001970052.1|DERE	LOC115759791|XP_030556730.1|DNOV
OG0001360	LOC6541940|XP_001969119.1|DERE	LOC115762119|XP_030560084.1|DNOV
OG0001361	LOC6543973|XP_001972207.2|DERE	LOC115769556|XP_030570266.1|DNOV
OG0001362	LOC6543978|XP_001972212.1|DERE	LOC115769613|XP_030570371.1|DNOV
OG0001363	LOC6554076|XP_001979514.1|DERE	LOC115759446|XP_030556229.1|DNOV
OG0001364	LOC6547257|XP_026836172.1|DERE	LOC115762293|XP_030560319.1|DNOV
OG0001365	LOC6544771|XP_001971677.1|DERE	LOC115770994|XP_030572348.1|DNOV
OG0001366	LOC6543807|XP_026833950.1|DERE	LOC115771005|XP_030572366.1|DNOV
OG0001367	LOC6546677|XP_026837008.1|DERE	LOC115762303|XP_030560330.1|DNOV
OG0001368	LOC6541043|XP_026834794.1|DERE	LOC115762243|XP_030560246.1|DNOV
OG0001369	LOC6551035|XP_001978254.1|DERE	LOC115771333|XP_030572859.1|DNOV
OG0001370	LOC6547807|XP_026836625.1|DERE	LOC115761046|XP_030558520.1|DNOV
OG0001371	LOC113564599|XP_026838610.1|DERE, LOC26526097|XP_026838621.1|DERE, LOC26526453|XP_026838611.1|DERE	LOC115759757|XP_030556660.1|DNOV
OG0001372	LOC6547078|XP_026836645.1|DERE	LOC115760491|XP_030557702.1|DNOV
OG0001373	LOC6543284|XP_026834406.1|DERE	LOC115758741|XP_030555352.1|DNOV
OG0001374	LOC6549420|XP_001975653.1|DERE	LOC115760936|XP_030558372.1|DNOV
OG0001375	LOC6551754|XP_026831965.1|DERE	LOC115763870|XP_030562508.1|DNOV
OG0001376	LOC6546866|XP_001976062.1|DERE	LOC115771423|XP_030572988.1|DNOV
OG0001377	LOC6541109|XP_001970215.2|DERE	LOC115758660|XP_030555259.1|DNOV, LOC115759248|XP_030556008.1|DNOV
OG0001378	LOC6542871|XP_026834559.1|DERE	LOC115759183|XP_030555919.1|DNOV
OG0001379	LOC6541976|XP_015015288.1|DERE	LOC115760100|XP_030557147.1|DNOV
OG0001380	LOC6542628|XP_001970807.1|DERE	LOC115762482|XP_030560579.1|DNOV
OG0001381	LOC6548647|XP_026835712.1|DERE	LOC115765381|XP_030564768.1|DNOV
OG0001382	LOC6541384|XP_015015166.1|DERE	LOC115765849|XP_030565435.1|DNOV, LOC115765856|XP_030565445.1|DNOV
OG0001383	LOC6540772|XP_001970388.1|DERE	LOC115760551|XP_030557808.1|DNOV
OG0001384	LOC6549501|XP_001974292.1|DERE	LOC115763501|XP_030561955.1|DNOV
OG0001385	LOC6540831|XP_001969330.2|DERE	LOC115763451|XP_030561880.1|DNOV
OG0001387	LOC6542134|XP_026835090.1|DERE	LOC115760007|XP_030557025.1|DNOV
OG0001388	LOC6543257|XP_001969423.1|DERE	LOC115760119|XP_030557174.1|DNOV
OG0001389	LOC6554303|XP_001982127.2|DERE	LOC115761349|XP_030558954.1|DNOV
OG0001390	LOC6542226|XP_001968679.2|DERE	LOC115759875|XP_030556846.1|DNOV
OG0001391	LOC6549495|XP_001974286.1|DERE	LOC115763318|XP_030561676.1|DNOV
OG0001392	LOC6550767|XP_026838112.1|DERE	LOC115767036|XP_030567024.1|DNOV
OG0001393	LOC6549410|XP_001974316.1|DERE	LOC115766302|XP_030566039.1|DNOV
OG0001394	LOC6541303|XP_001969465.1|DERE	LOC115766758|XP_030566598.1|DNOV
OG0001395	LOC6553175|XP_001980011.1|DERE	LOC115766072|XP_030565737.1|DNOV
OG0001396	LOC6549705|XP_001977447.1|DERE	LOC115769401|XP_030570064.1|DNOV, LOC115771318|XP_030572841.1|DNOV
OG0001397	LOC6554065|XP_026834878.1|DERE	LOC115767915|XP_030568146.1|DNOV
OG0001398	LOC6551727|XP_026838833.1|DERE	LOC115768342|XP_030568766.1|DNOV
OG0001399	LOC6541212|XP_026839330.1|DERE, LOC26526050|XP_015015440.1|DERE	LOC115760497|XP_030557711.1|DNOV
OG0001400	LOC6553635|XP_001980318.1|DERE	LOC115761670|XP_030559381.1|DNOV
OG0001401	LOC6545791|XP_001973441.1|DERE	LOC115770313|XP_030571409.1|DNOV
OG0001402	LOC6544887|XP_001973151.1|DERE	LOC115771496|XP_030573081.1|DNOV
OG0001403	LOC6545527|XP_026832664.1|DERE	LOC115771549|XP_030573152.1|DNOV
OG0001404	LOC6549550|XP_015012456.1|DERE	LOC115760465|XP_030557649.1|DNOV, LOC115760468|XP_030557654.1|DNOV, LOC115760473|XP_030557663.1|DNOV, LOC115760466|XP_030557653.1|DNOV, LOC115760472|XP_030557661.1|DNOV, LOC115760457|XP_030557636.1|DNOV
OG0001405	LOC6548175|XP_001975158.1|DERE	LOC115762656|XP_030560827.1|DNOV
OG0001406	LOC6551605|XP_001977130.1|DERE	LOC115767092|XP_030567099.1|DNOV
OG0001407	LOC6543615|XP_026832845.1|DERE	LOC115771100|XP_030572519.1|DNOV
OG0001408	LOC6548865|XP_001975451.1|DERE	LOC115758197|XP_030554602.1|DNOV
OG0001411	LOC6552522|XP_001979914.1|DERE	LOC115759605|XP_030556435.1|DNOV
OG0001412	LOC6547502|XP_001976235.1|DERE, LOC6541658|XP_001969709.1|DERE	LOC115760256|XP_030557377.1|DNOV
OG0001413	LOC6546963|XP_001974605.3|DERE, LOC6546962|XP_001974604.1|DERE	LOC115759265|XP_030556030.1|DNOV
OG0001414	LOC6541117|XP_026834278.1|DERE	LOC115763415|XP_030561836.1|DNOV
OG0001415	LOC6549032|XP_001975541.2|DERE, LOC6549031|XP_001975540.1|DERE	LOC115767420|XP_030567555.1|DNOV
OG0001416	LOC6542305|XP_001970047.1|DERE	LOC115759733|XP_030556612.1|DNOV
OG0001417	LOC6551564|XP_001978603.1|DERE	LOC115767347|XP_030567457.1|DNOV
OG0001418	LOC6544782|XP_001971602.1|DERE, LOC6544781|XP_001971601.1|DERE	LOC115771145|XP_030572576.1|DNOV
OG0001419	LOC6540825|XP_001970301.3|DERE	LOC115763469|XP_030561912.1|DNOV
OG0001420	LOC6555139|XP_001982254.1|DERE	LOC115767611|XP_030567769.1|DNOV
OG0001421	LOC6554053|XP_001980494.1|DERE, LOC6541785|XP_001968472.1|DERE	LOC115758917|XP_030555575.1|DNOV, LOC115759099|XP_030555793.1|DNOV
OG0001422	LOC6545541|XP_001971106.1|DERE	LOC115769701|XP_030570488.1|DNOV
OG0001422	LOC6545542|XP_026833561.1|DERE	LOC115769700|XP_030570487.1|DNOV
OG0001423	LOC26525991|XP_015010436.1|DERE, LOC6553128|XP_001980073.1|DERE	LOC115758062|XP_030554436.1|DNOV, LOC115766098|XP_030565773.1|DNOV, LOC115766143|XP_030565837.1|DNOV
OG0001424	LOC6553481|XP_001980275.1|DERE	LOC115766041|XP_030565672.1|DNOV
OG0001426	LOC6541558|XP_001968357.1|DERE	LOC115758755|XP_030555374.1|DNOV
OG0001427	LOC6543249|XP_026834056.1|DERE, LOC6542739|XP_001968908.1|DERE	LOC115764413|XP_030563274.1|DNOV, LOC115764423|XP_030563286.1|DNOV
OG0001429	LOC6552691|XP_001979879.1|DERE	LOC115764834|XP_030563943.1|DNOV
OG0001430	LOC6553615|XP_001980244.1|DERE	LOC115761688|XP_030559405.1|DNOV
OG0001431	LOC6549900|XP_026838512.1|DERE	LOC115766452|XP_030566245.1|DNOV
OG0001432	LOC6550246|XP_001977921.2|DERE	LOC115768574|XP_030569072.1|DNOV
OG0001433	LOC6554793|XP_001982224.1|DERE	LOC115757687|XP_030553885.1|DNOV
OG0001434	LOC6550874|XP_015010954.1|DERE	LOC115768354|XP_030568778.1|DNOV
OG0001435	LOC6541406|XP_001970512.1|DERE	LOC115764995|XP_030564196.1|DNOV
OG0001436	LOC6554905|XP_001981590.3|DERE	LOC115767549|XP_030567691.1|DNOV
OG0001437	LOC6543470|XP_001970286.1|DERE	LOC115759326|XP_030556098.1|DNOV
OG0001438	LOC6555103|XP_001981430.1|DERE	LOC115771615|XP_030573249.1|DNOV
OG0001439	LOC6553472|XP_001979372.1|DERE	LOC115772013|XP_030573803.1|DNOV
OG0001440	LOC6550226|XP_001978194.3|DERE	LOC115767268|XP_030567353.1|DNOV
OG0001441	LOC6550364|XP_001977861.1|DERE	LOC115768219|XP_030568602.1|DNOV
OG0001442	LOC6542126|XP_001970104.1|DERE	LOC115759879|XP_030556851.1|DNOV
OG0001443	LOC6554210|XP_001981227.1|DERE	LOC115761516|XP_030559145.1|DNOV
OG0001444	LOC6552944|XP_001981021.1|DERE	LOC115772044|XP_030573841.1|DNOV
OG0001445	LOC6552130|XP_015009536.1|DERE	LOC115763999|XP_030562679.1|DNOV
OG0001446	LOC6554755|XP_001982191.2|DERE	LOC115768632|XP_030569155.1|DNOV
OG0001447	LOC6554034|XP_001980507.2|DERE	LOC115766058|XP_030565699.1|DNOV
OG0001448	LOC6555324|XP_015009174.1|DERE	LOC115761780|XP_030559571.1|DNOV
OG0001449	LOC6548929|XP_001975416.2|DERE	LOC115763961|XP_030562619.1|DNOV
OG0001450	LOC6542538|XP_001968861.1|DERE	LOC115758421|XP_030554931.1|DNOV
OG0001451	LOC6541747|XP_026834553.1|DERE	LOC115762356|XP_030560385.1|DNOV
OG0001452	LOC6547333|XP_026836098.1|DERE	LOC115760697|XP_030558022.1|DNOV
OG0001453	LOC6546227|XP_001973569.1|DERE	LOC115762715|XP_030560900.1|DNOV
OG0001454	LOC6552408|XP_001979806.1|DERE	LOC115764978|XP_030564165.1|DNOV
OG0001455	LOC6543913|XP_026833507.1|DERE	LOC115769934|XP_030570835.1|DNOV, LOC115769490|XP_030570168.1|DNOV
OG0001456	LOC6541201|XP_026834192.1|DERE	LOC115760414|XP_030557578.1|DNOV
OG0001457	LOC6549525|XP_001975817.1|DERE	LOC115761109|XP_030558597.1|DNOV
OG0001458	LOC6549335|XP_001975635.1|DERE	LOC115759593|XP_030556426.1|DNOV
OG0001459	LOC6545097|XP_001972048.1|DERE	LOC115767668|XP_030567816.1|DNOV
OG0001460	LOC6541701|XP_026834623.1|DERE	LOC115759045|XP_030555732.1|DNOV
OG0001461	LOC6550354|XP_026837973.1|DERE	LOC115768778|XP_030569331.1|DNOV
OG0001462	LOC6545412|XP_001971711.1|DERE	LOC115769351|XP_030569980.1|DNOV
OG0001463	LOC6554667|XP_026832162.1|DERE	LOC115763705|XP_030562254.1|DNOV
OG0001464	LOC6555714|XP_001982558.1|DERE	LOC115768019|XP_030568292.1|DNOV
OG0001465	LOC6547168|XP_001976169.1|DERE	LOC115760872|XP_030558291.1|DNOV
OG0001466	LOC6541235|XP_001969712.2|DERE	LOC115765535|XP_030565014.1|DNOV
OG0001467	LOC6542256|XP_001969842.1|DERE	LOC115758856|XP_030555503.1|DNOV
OG0001468	LOC6545453|XP_015013866.2|DERE	LOC115769763|XP_030570578.1|DNOV
OG0001469	LOC6549218|XP_026836328.1|DERE, LOC6554284|XP_001981752.2|DERE	LOC115761127|XP_030558645.1|DNOV
OG0001470	LOC6545889|XP_001973431.1|DERE	LOC115770082|XP_030571051.1|DNOV
OG0001471	LOC6545127|XP_015013607.1|DERE	LOC115770028|XP_030570950.1|DNOV
OG0001472	LOC6544218|XP_001973034.1|DERE	LOC115765830|XP_030565414.1|DNOV
OG0001473	LOC6552084|XP_026838647.1|DERE	LOC115764147|XP_030562883.1|DNOV
OG0001474	LOC6551282|XP_001978426.1|DERE	LOC115768290|XP_030568695.1|DNOV
OG0001475	LOC6542184|XP_001969104.1|DERE	LOC115765491|XP_030564958.1|DNOV
OG0001476	LOC6550249|XP_026838261.1|DERE	LOC115759466|XP_030556298.1|DNOV
OG0001477	LOC6554557|XP_026837003.1|DERE	LOC115765051|XP_030564285.1|DNOV
OG0001478	LOC6540776|XP_026834221.1|DERE	LOC115765923|XP_030565530.1|DNOV
OG0001479	LOC6541335|XP_001969646.1|DERE, LOC6555552|XP_001982410.1|DERE	LOC115768232|XP_030568618.1|DNOV
OG0001480	LOC6540822|XP_001968167.1|DERE	LOC115765854|XP_030565443.1|DNOV
OG0001481	LOC6549125|XP_026836120.1|DERE	LOC115760039|XP_030557067.1|DNOV
OG0001482	LOC6548662|XP_001975384.1|DERE	LOC115759361|XP_030556144.1|DNOV
OG0001483	LOC6548635|XP_026838669.1|DERE	LOC115758822|XP_030555459.1|DNOV
OG0001484	LOC6542544|XP_001968559.1|DERE	LOC115758784|XP_030555415.1|DNOV
OG0001485	LOC6545090|XP_001973276.1|DERE	LOC115771384|XP_030572928.1|DNOV
OG0001486	LOC6541677|XP_001970227.1|DERE	LOC115759934|XP_030556933.1|DNOV
OG0001487	LOC26527072|XP_026838615.1|DERE	LOC115760162|XP_030557236.1|DNOV
OG0001488	LOC6549471|XP_001975777.1|DERE	LOC115760894|XP_030558320.1|DNOV
OG0001489	LOC6548947|XP_015011964.2|DERE	LOC115758321|XP_030554748.1|DNOV
OG0001490	LOC6541656|XP_001968482.1|DERE	LOC115758449|XP_030554978.1|DNOV
OG0001491	LOC6541139|XP_026835079.1|DERE	LOC115760230|XP_030557344.1|DNOV, LOC115760229|XP_030557342.1|DNOV
OG0001492	LOC6542576|XP_001970122.1|DERE	LOC115765558|XP_030565055.1|DNOV
OG0001493	LOC6550437|XP_026837813.1|DERE	LOC115768738|XP_030569282.1|DNOV
OG0001494	LOC6551443|XP_001978541.1|DERE	LOC115764386|XP_030563212.1|DNOV
OG0001495	LOC113563683|XP_026835340.1|DERE	LOC115765037|XP_030564268.1|DNOV
OG0001496	LOC6551510|XP_001978581.2|DERE	LOC115768143|XP_030568498.1|DNOV
OG0001497	LOC6540620|XP_001970338.1|DERE	LOC115758940|XP_030555603.1|DNOV
OG0001498	LOC6552666|XP_001979174.1|DERE	LOC115761647|XP_030559342.1|DNOV
OG0001500	LOC6547292|XP_001974774.1|DERE	LOC115764543|XP_030563516.1|DNOV
OG0001501	LOC6553784|XP_001980483.1|DERE	LOC115770905|XP_030572205.1|DNOV
OG0001502	LOC6548971|XP_026835932.1|DERE	LOC115768044|XP_030568371.1|DNOV
OG0001503	LOC6542918|XP_026834344.1|DERE	LOC115759506|XP_030556311.1|DNOV
OG0001504	LOC6551549|XP_026837217.1|DERE	LOC115769057|XP_030569632.1|DNOV
OG0001505	LOC6548040|XP_015011766.1|DERE	LOC115757914|XP_030554232.1|DNOV
OG0001506	LOC6546723|XP_015011626.1|DERE	LOC115764536|XP_030563506.1|DNOV
OG0001507	LOC6547979|XP_015012258.1|DERE	LOC115762531|XP_030560672.1|DNOV
OG0001508	LOC6547756|XP_001974879.1|DERE	LOC115766575|XP_030566420.1|DNOV
OG0001509	LOC6548184|XP_001975093.2|DERE	LOC115764571|XP_030563562.1|DNOV
OG0001510	LOC6540675|XP_001968874.1|DERE	LOC115758814|XP_030555451.1|DNOV
OG0001511	LOC6548421|XP_026835740.1|DERE	LOC115764539|XP_030563512.1|DNOV
OG0001512	LOC6544099|XP_001971440.2|DERE	LOC115771208|XP_030572668.1|DNOV
OG0001513	LOC6544654|XP_026832267.1|DERE	LOC115771379|XP_030572924.1|DNOV
OG0001515	LOC6555609|XP_001982444.1|DERE	LOC115767065|XP_030567065.1|DNOV
OG0001517	LOC6553011|XP_001979152.1|DERE	LOC115764902|XP_030564054.1|DNOV
OG0001517	LOC6554449|XP_001981517.1|DERE	LOC115764904|XP_030564057.1|DNOV
OG0001518	LOC6549683|XP_001977425.1|DERE	LOC115766399|XP_030566176.1|DNOV
OG0001520	LOC6552714|XP_001979006.1|DERE, LOC6552567|XP_001979008.1|DERE	LOC115757728|XP_030553963.1|DNOV
OG0001521	LOC6549310|XP_001974232.1|DERE	LOC115763595|XP_030562077.1|DNOV
OG0001522	LOC26526635|XP_015015542.1|DERE	LOC115759126|XP_030555830.1|DNOV
OG0001523	LOC6548082|XP_001975173.1|DERE, LOC6548081|XP_001975172.1|DERE	LOC115762181|XP_030560162.1|DNOV
OG0001524	LOC6546995|XP_001976037.2|DERE	LOC115758173|XP_030554573.1|DNOV
OG0001525	LOC6551052|XP_001977037.3|DERE	LOC115765689|XP_030565207.1|DNOV
OG0001525	LOC6551051|XP_026838768.1|DERE	LOC115768674|XP_030569218.1|DNOV
OG0001526	LOC6551162|XP_001977060.1|DERE, LOC6551163|XP_001977061.1|DERE	LOC115767814|XP_030568010.1|DNOV
OG0001527	LOC26526831|XP_015011482.2|DERE	LOC115765332|XP_030564694.1|DNOV, LOC115765333|XP_030564697.1|DNOV
OG0001528	LOC26526505|XP_026836306.1|DERE, LOC6552031|XP_015010058.2|DERE	LOC115765607|XP_030565118.1|DNOV, LOC115762017|XP_030559944.1|DNOV
OG0001529	LOC6551161|XP_001976862.1|DERE	LOC115768382|XP_030568815.1|DNOV
OG0001530	LOC6543271|XP_001969282.1|DERE	LOC115763227|XP_030561561.1|DNOV
OG0001531	LOC6547288|XP_001974770.1|DERE	LOC115760958|XP_030558407.1|DNOV
OG0001535	LOC6549873|XP_001978654.1|DERE	LOC115766316|XP_030566062.1|DNOV
OG0001536	LOC6550269|XP_001977628.1|DERE	LOC115766877|XP_030566803.1|DNOV
OG0001537	LOC6540761|XP_001968181.1|DERE	LOC115765874|XP_030565473.1|DNOV
OG0001538	LOC6550836|XP_026837662.1|DERE	LOC115768807|XP_030569363.1|DNOV
OG0001539	LOC6547767|XP_001976389.1|DERE	LOC115761061|XP_030558539.1|DNOV
OG0001540	LOC6541512|XP_026834456.1|DERE	LOC115759728|XP_030556606.1|DNOV
OG0001541	LOC6544234|XP_026833043.1|DERE	LOC115770324|XP_030571421.1|DNOV
OG0001542	LOC6551767|XP_026833239.1|DERE	LOC115765076|XP_030564312.1|DNOV
OG0001543	LOC6550003|XP_026837345.1|DERE	LOC115766480|XP_030566289.1|DNOV
OG0001545	LOC6549659|XP_001978708.3|DERE	LOC115769064|XP_030569637.1|DNOV
OG0001546	LOC6549658|XP_001978707.1|DERE	LOC115768573|XP_030569070.1|DNOV
OG0001547	LOC6550854|XP_015010963.1|DERE	LOC115768064|XP_030568367.1|DNOV
OG0001547	LOC6550847|XP_026837707.1|DERE	LOC115768058|XP_030568359.1|DNOV
OG0001548	LOC6550488|XP_026838086.1|DERE	LOC115765410|XP_030564814.1|DNOV
OG0001549	LOC6547749|XP_015012611.1|DERE	LOC115758391|XP_030554881.1|DNOV
OG0001550	LOC6552053|XP_001980689.1|DERE	LOC115761959|XP_030559858.1|DNOV
OG0001551	LOC6554766|XP_026839830.1|DERE	LOC115768635|XP_030569163.1|DNOV
OG0001552	LOC6552497|XP_001980852.1|DERE	LOC115764953|XP_030564134.1|DNOV
OG0001553	LOC6550902|XP_001976810.1|DERE	LOC115768346|XP_030568770.1|DNOV
OG0001554	LOC6551978|XP_015010059.2|DERE	LOC115761929|XP_030559820.1|DNOV
OG0001555	LOC6549323|XP_026836131.1|DERE	LOC115759766|XP_030556685.1|DNOV
OG0001556	LOC6547046|XP_001974635.1|DERE	LOC115760956|XP_030558404.1|DNOV
OG0001557	LOC6551323|XP_026838850.1|DERE	LOC115768746|XP_030569293.1|DNOV
OG0001558	LOC6550689|XP_026837905.1|DERE	LOC115768107|XP_030568470.1|DNOV
OG0001559	LOC6554942|XP_001982013.1|DERE	LOC115757659|XP_030553834.1|DNOV
OG0001560	LOC6553436|XP_026836830.1|DERE	LOC115763898|XP_030562537.1|DNOV
OG0001561	LOC6552350|XP_026831936.1|DERE	LOC115771599|XP_030573214.1|DNOV
OG0001562	LOC6540869|XP_001970054.2|DERE	LOC115759794|XP_030556733.1|DNOV
OG0001563	LOC6544512|XP_001973796.1|DERE	LOC115760360|XP_030557509.1|DNOV
OG0001564	LOC6552960|XP_026832137.1|DERE	LOC115764608|XP_030563614.1|DNOV
OG0001565	LOC6552927|XP_026839509.1|DERE	LOC115771971|XP_030573750.1|DNOV
OG0001566	LOC6551943|XP_001980631.1|DERE	LOC115764658|XP_030563704.1|DNOV
OG0001567	LOC6547178|XP_001976076.1|DERE	LOC115758205|XP_030554613.1|DNOV
OG0001568	LOC6552626|XP_015010203.1|DERE	LOC115771699|XP_030573376.1|DNOV
OG0001569	LOC6553502|XP_001980229.1|DERE	LOC115764096|XP_030562809.1|DNOV
OG0001570	LOC6553588|XP_001980284.1|DERE	LOC115761798|XP_030559601.1|DNOV
OG0001571	LOC6541476|XP_026835060.1|DERE	LOC115759716|XP_030556579.1|DNOV
OG0001572	LOC6550559|XP_001977959.1|DERE	LOC115766457|XP_030566249.1|DNOV
OG0001573	LOC6544082|XP_001971939.1|DERE	LOC115766986|XP_030566945.1|DNOV
OG0001574	LOC6555805|XP_001982379.1|DERE	LOC115771331|XP_030572857.1|DNOV
OG0001575	LOC6555108|XP_001982024.1|DERE	LOC115764114|XP_030562836.1|DNOV, LOC115764115|XP_030562837.1|DNOV
OG0001576	LOC6551778|XP_001980591.3|DERE	LOC115764807|XP_030563915.1|DNOV
OG0001577	LOC6554334|XP_026831720.1|DERE	LOC115763994|XP_030562671.1|DNOV
OG0001578	LOC6546929|XP_001974690.1|DERE	LOC115760526|XP_030557765.1|DNOV
OG0001579	LOC6550448|XP_026838209.1|DERE	LOC115768755|XP_030569302.1|DNOV
OG0001580	LOC6547552|XP_026836095.1|DERE	LOC115760866|XP_030558280.1|DNOV
OG0001581	LOC6549792|XP_001977315.2|DERE	LOC115767827|XP_030568027.1|DNOV
OG0001582	LOC6546803|XP_001975897.3|DERE	LOC115762054|XP_030559994.1|DNOV
OG0001583	LOC6541034|XP_001970560.1|DERE	LOC115762427|XP_030560482.1|DNOV
OG0001584	LOC6545203|XP_001971064.1|DERE	LOC115770097|XP_030571068.1|DNOV
OG0001585	LOC6551327|XP_015010906.1|DERE	LOC115768749|XP_030569296.1|DNOV
OG0001586	LOC6544578|XP_001971457.1|DERE	LOC115771266|XP_030572742.1|DNOV
OG0001587	LOC6542066|XP_001970845.1|DERE	LOC115762967|XP_030561208.1|DNOV
OG0001588	LOC6542666|XP_026834902.1|DERE	LOC115761369|XP_030558981.1|DNOV
OG0001589	LOC6543033|XP_001970884.1|DERE	LOC115759817|XP_030556768.1|DNOV
OG0001590	LOC6547424|XP_026835999.1|DERE	LOC115765126|XP_030564386.1|DNOV
OG0001591	LOC6554774|XP_015009196.1|DERE	LOC115763985|XP_030562658.1|DNOV
