Orthogroup	DERE.longest_only	DMEL.longest_only
OG0001961	LOC6548577|XP_015012699.1|DERE	Dll|NP_001137759.1|DMEL
OG0001962	LOC6542604|XP_026835478.1|DERE	phr|NP_523653.2|DMEL
OG0001963	LOC6543632|XP_001973012.1|DERE	CG9706|NP_001356982.1|DMEL
OG0001964	LOC6544577|XP_001971456.1|DERE	smid|NP_523959.2|DMEL
OG0001965	LOC6545432|XP_001972121.2|DERE	CG42747|NP_648045.2|DMEL
OG0001966	LOC6552242|XP_001979754.1|DERE	P5cr-2|NP_650632.1|DMEL
OG0001967	LOC6547670|XP_026836670.1|DERE	Lapsyn|NP_611561.1|DMEL
OG0001968	LOC6543549|XP_001972302.1|DERE	NijA|NP_996040.1|DMEL
OG0001969	LOC6543021|XP_001970613.1|DERE	Orc1|NP_477303.1|DMEL
OG0001970	LOC6547340|XP_001976293.1|DERE	blw|NP_726243.1|DMEL
OG0001971	LOC6547261|XP_001974868.2|DERE	CG11041|NP_611453.2|DMEL
OG0001972	LOC6541127|XP_001970841.1|DERE	IFT20|NP_724409.3|DMEL
OG0001973	LOC6547796|XP_015012645.1|DERE	CG43795|NP_001097435.2|DMEL
OG0001974	LOC6540756|XP_001970327.1|DERE	Myd88|NP_610479.1|DMEL
OG0001975	LOC6546526|XP_001971261.1|DERE	CG13806|NP_647708.1|DMEL
OG0001976	LOC6546898|XP_001975977.1|DERE	SmD3|NP_725106.1|DMEL
OG0001977	LOC6542181|XP_026835450.1|DERE	cup|NP_523493.3|DMEL
OG0001978	LOC6549192|XP_001974411.1|DERE	Arr1|NP_476681.1|DMEL
OG0001979	LOC6541858|XP_001970202.1|DERE	Rack1|NP_477269.1|DMEL
OG0001980	LOC6542153|XP_001968113.1|DERE	galectin|NP_608487.1|DMEL
OG0001981	LOC6540697|XP_026835125.1|DERE, LOC113563686|XP_026835614.1|DERE	fusl|NP_608923.1|DMEL
OG0001982	LOC26526885|XP_015012874.1|DERE	Gpb5|NP_001104335.1|DMEL
OG0001983	LOC26526860|XP_026832205.1|DERE	AGO3|NP_001036627.2|DMEL
OG0001984	LOC6543524|XP_026834820.1|DERE	CG9154|NP_608993.2|DMEL
OG0001985	LOC6540854|XP_026834438.1|DERE	Apoltp|NP_995670.2|DMEL
OG0001986	LOC6541601|XP_001970064.1|DERE	TTLL3A|NP_609069.1|DMEL
OG0001987	LOC6555801|XP_026838871.1|DERE	su_sable_|NP_476754.1|DMEL
OG0001988	LOC6548147|XP_026837112.1|DERE	EDTP|NP_995873.2|DMEL
OG0001989	LOC6543488|XP_001968209.3|DERE	Gr21a|NP_001259841.1|DMEL
OG0001990	LOC6542403|XP_026834918.1|DERE	loh|NP_609406.2|DMEL
OG0001991	LOC26526371|XP_015012792.2|DERE	DIP-lambda|NP_001334747.1|DMEL
OG0001992	LOC6541163|XP_001969755.2|DERE	CG31760|NP_723730.2|DMEL
OG0001993	LOC6540948|XP_001970021.1|DERE	Sec61alpha|NP_609034.1|DMEL
OG0001994	LOC6553688|XP_026838400.1|DERE	TFAM|NP_732527.1|DMEL
OG0001995	LOC6549285|XP_001974247.1|DERE	CG10194|NP_609973.1|DMEL
OG0001996	LOC6540587|XP_026834961.1|DERE	nompC|NP_523483.2|DMEL
OG0001997	LOC6548446|XP_001976664.1|DERE	CG3894|NP_611963.5|DMEL
OG0001998	LOC6548448|XP_001976666.2|DERE	Eps-15|NP_611965.2|DMEL
OG0001999	LOC6541288|XP_026834066.1|DERE	Hr3|NP_001334718.1|DMEL
OG0002000	LOC6543460|XP_001970281.1|DERE	CG14274|NP_609212.2|DMEL
OG0002001	LOC6549431|XP_001974402.3|DERE	kel|NP_476589.4|DMEL
OG0002002	LOC6546547|XP_001975912.1|DERE	Dera|NP_610781.1|DMEL
OG0002003	LOC6542328|XP_026835174.1|DERE	Tsp29Fa|NP_523515.1|DMEL
OG0002004	LOC6549251|XP_015012082.1|DERE	qua|NP_001246066.1|DMEL
OG0002005	LOC6543308|XP_015015081.1|DERE	PRL-1|NP_609780.1|DMEL
OG0002006	LOC6541088|XP_026834720.1|DERE	Ziz|NP_001260200.1|DMEL
OG0002007	LOC6543494|XP_015014537.1|DERE	Pp2A-29B|NP_001245944.1|DMEL
OG0002008	LOC6555836|XP_015008684.1|DERE	eIF4G1|NP_001096852.1|DMEL
OG0002009	LOC6547402|XP_001976310.1|DERE	fd59A|NP_523814.1|DMEL
OG0002010	LOC6542324|XP_001969250.1|DERE	Argl|NP_609257.3|DMEL
OG0002011	LOC6548911|XP_001974178.1|DERE	nesd|NP_610025.1|DMEL
OG0002012	LOC6540647|XP_001968782.3|DERE	TpnC25D|NP_608915.2|DMEL
OG0002014	LOC6547746|XP_001975000.1|DERE	CG10527|NP_611544.1|DMEL
OG0002015	LOC6541683|XP_001970192.1|DERE	Uro|NP_476779.1|DMEL
OG0002016	LOC6540765|XP_001970387.1|DERE	babo|NP_476999.1|DMEL
OG0002017	LOC6542987|XP_001969913.1|DERE	Nos|NP_523541.2|DMEL
OG0002018	LOC6540936|XP_001970022.1|DERE	Daxx|NP_609035.2|DMEL
OG0002019	LOC6543049|XP_026834642.1|DERE	vir-1|NP_723746.1|DMEL
OG0002020	LOC6549649|XP_001974254.1|DERE	RanGAP|NP_476712.1|DMEL
OG0002021	LOC113564316|XP_026836669.1|DERE, LOC6547669|XP_001975024.2|DERE	tud|NP_476773.1|DMEL
OG0002022	LOC6548951|XP_001974074.3|DERE	CG14397|NP_001163027.1|DMEL
OG0002023	LOC6553738|XP_001980324.1|DERE	ry|NP_524337.1|DMEL
OG0002024	LOC6541718|XP_001969443.1|DERE	CG4968|NP_609375.1|DMEL
OG0002025	LOC6542572|XP_001969837.1|DERE	salm|NP_723670.2|DMEL
OG0002026	LOC6544287|XP_001973715.1|DERE	CG7139|NP_649378.1|DMEL
OG0002027	LOC6546696|XP_026836760.1|DERE	px|NP_726208.1|DMEL
OG0002028	LOC6548011|XP_026836904.1|DERE	CG5554|NP_001286784.1|DMEL
OG0002029	LOC6544672|XP_001972009.1|DERE	Sse|NP_523935.1|DMEL
OG0002030	LOC6548563|XP_001976635.1|DERE	ATPsynF|NP_611940.1|DMEL
OG0002031	LOC6549423|XP_015012399.1|DERE	Rpn13|NP_001137662.1|DMEL
OG0002032	LOC6553543|XP_001979326.1|DERE	Snmp1|NP_650953.1|DMEL
OG0002033	LOC6551498|XP_001977193.1|DERE	Ork1|NP_001285097.1|DMEL
OG0002034	LOC6555570|XP_015008758.1|DERE	DAAM|NP_001188522.1|DMEL
OG0002035	LOC6552516|XP_001980941.2|DERE	Dhod|NP_477224.1|DMEL
OG0002036	LOC6552210|XP_001980729.3|DERE	Glut4EF|NP_001262443.1|DMEL
OG0002037	LOC6543755|XP_001971873.1|DERE	VhaM9.7-a|NP_001097499.1|DMEL
OG0002038	LOC6554000|XP_001979459.1|DERE	CG4390|NP_732486.2|DMEL
OG0002039	LOC6544442|XP_001973812.1|DERE	CG40472|NP_001163845.1|DMEL, ND-AGGG|NP_001015476.1|DMEL
OG0002040	LOC26526448|XP_026839378.1|DERE	CG41284|NP_001104417.3|DMEL, CG42598|NP_001163857.2|DMEL
OG0002041	LOC6542984|XP_026834008.1|DERE	Acsl|NP_001260810.1|DMEL
OG0002042	LOC6552662|XP_001979170.2|DERE	Obp84a|NP_001097700.2|DMEL
OG0002043	LOC6552739|XP_001978983.1|DERE	CG2100|NP_649578.1|DMEL
OG0002044	LOC6554890|XP_015009342.1|DERE	loco|NP_732773.1|DMEL
OG0002045	LOC6552758|XP_001980947.3|DERE	5-HT2B|NP_001262373.1|DMEL
OG0002046	LOC6555830|XP_001982696.2|DERE	CG11077|NP_651944.1|DMEL
OG0002047	LOC6550349|XP_026837573.1|DERE	CG14200|NP_573387.1|DMEL
OG0002048	LOC6553982|XP_026834875.1|DERE	CG10038|NP_650176.3|DMEL
OG0002049	LOC6553856|XP_001980560.1|DERE	sals|NP_731573.1|DMEL
OG0002050	LOC6553106|XP_026832093.1|DERE	nsl1|NP_732069.3|DMEL
OG0002051	LOC26526356|XP_015012787.1|DERE	CG30022|NP_725047.2|DMEL
OG0002052	LOC6545320|XP_001973246.1|DERE	CG33257|NP_996107.1|DMEL
OG0002053	LOC6552677|XP_001980916.3|DERE	CG11768|NP_649829.1|DMEL
OG0002054	LOC6552782|XP_001978968.1|DERE	CG12170|NP_649565.1|DMEL
OG0002055	LOC6553786|XP_001980485.1|DERE	Tango9|NP_650136.1|DMEL
OG0002056	LOC6545308|XP_001972550.1|DERE	Gcn5|NP_648586.2|DMEL
OG0002057	LOC6542802|XP_001969966.1|DERE	CG6144|NP_001033895.1|DMEL
OG0002058	LOC6544828|XP_001970986.3|DERE	thoc7|NP_728489.2|DMEL
OG0002059	LOC6554729|XP_001981792.1|DERE	MED28|NP_651397.1|DMEL
OG0002060	LOC6549079|XP_026836677.1|DERE	jef|NP_610983.1|DMEL
OG0002061	LOC6548115|XP_026836395.1|DERE	Gpat4|NP_001286818.1|DMEL
OG0002062	LOC6549952|XP_026837541.1|DERE	bbx|NP_001259770.1|DMEL
OG0002063	LOC6551594|XP_001978459.1|DERE	APC7|NP_572329.3|DMEL
OG0002064	LOC6543638|XP_001971842.1|DERE	Rop|NP_523916.2|DMEL
OG0002065	LOC6546286|XP_026832377.1|DERE	Mrtf|NP_001137879.3|DMEL
OG0002066	LOC6553151|XP_026831565.1|DERE	Mhcl|NP_732109.2|DMEL
OG0002067	LOC6548010|XP_001976473.1|DERE	Snap29|NP_523831.1|DMEL
OG0002068	LOC6546635|XP_001974707.1|DERE	Atg7|NP_611350.1|DMEL
OG0002069	LOC26526230|XP_015015476.1|DERE	CG17486|NP_001036446.2|DMEL
OG0002070	LOC6551927|XP_001980625.1|DERE	Fdh|NP_524310.1|DMEL
OG0002071	LOC6554142|XP_001981901.1|DERE	Osbp|NP_477271.1|DMEL
OG0002072	LOC6548778|XP_001975433.1|DERE	Rrp42|NP_725517.2|DMEL
OG0002073	LOC6545900|XP_015013114.1|DERE	Plp|NP_001027574.2|DMEL
OG0002074	LOC6549033|XP_001975542.1|DERE	CG11807|NP_611017.1|DMEL
OG0002075	LOC26526052|XP_015015441.1|DERE	SmE|NP_609162.1|DMEL
OG0002076	LOC6547356|XP_015012638.1|DERE	ReepA|NP_001188988.1|DMEL
OG0002077	LOC6545496|XP_015013609.1|DERE	mwh|NP_001261244.1|DMEL
OG0002078	LOC6549270|XP_001975712.2|DERE	CG16935|NP_610914.2|DMEL
OG0002079	LOC6545790|XP_001973440.1|DERE	Ssk|NP_649184.1|DMEL
OG0002080	LOC6548274|XP_026837004.1|DERE	CG30456|NP_611188.3|DMEL
OG0002081	LOC6547775|XP_001976570.1|DERE	cN-IIIB|NP_611895.1|DMEL
OG0002082	LOC6548500|XP_026835633.1|DERE	unc-104|NP_611155.3|DMEL
OG0002083	LOC6555599|XP_026838356.1|DERE	PsGEF|NP_996333.4|DMEL
OG0002084	LOC6547763|XP_001976385.1|DERE	CG3500|NP_611783.1|DMEL
OG0002085	LOC6548244|XP_026835765.1|DERE	CG13506|NP_611666.2|DMEL
OG0002086	LOC6548200|XP_026837108.1|DERE	ND-B12|NP_001097399.1|DMEL
OG0002087	LOC26526062|XP_026833953.1|DERE	Su_Tpl_|NP_001163477.1|DMEL
OG0002088	LOC6546054|XP_015014114.2|DERE	CG32425|NP_730546.1|DMEL
OG0002089	LOC6542321|XP_001970421.1|DERE	gcl|NP_724708.1|DMEL
OG0002090	LOC6545372|XP_001972621.1|DERE	Syx13|NP_524054.1|DMEL
OG0002091	LOC6548291|XP_001976576.2|DERE	CG13575|NP_611903.1|DMEL
OG0002092	LOC6545401|XP_001973264.1|DERE	fax|NP_524106.3|DMEL
OG0002093	LOC6548174|XP_001975157.2|DERE	GM130|NP_611642.2|DMEL
OG0002094	LOC6548207|XP_001976486.1|DERE	PHDP|NP_523834.1|DMEL
OG0002095	LOC6550416|XP_001977801.1|DERE	Rcd-1|NP_608335.1|DMEL
OG0002096	LOC6549535|XP_026837081.1|DERE	Asx|NP_001260969.1|DMEL
OG0002097	LOC6541760|XP_001969175.2|DERE	clos|NP_001097246.3|DMEL
OG0002098	LOC6543924|XP_026833489.1|DERE	CG7166|NP_649339.2|DMEL
OG0002099	LOC6552909|XP_001980972.1|DERE	CG9601|NP_649792.3|DMEL
OG0002100	LOC6544345|XP_001973088.3|DERE	MsrA|NP_001261879.1|DMEL
OG0002101	LOC6542090|XP_026834055.1|DERE	pdm3|NP_001188885.2|DMEL
OG0002102	LOC6547599|XP_026836042.1|DERE	tapas|NP_611475.3|DMEL
OG0002103	LOC6552917|XP_001980980.1|DERE	Coq2|NP_649789.1|DMEL
OG0002105	LOC6541001|XP_001968248.1|DERE	Iris|NP_608570.1|DMEL
OG0002106	LOC6552965|XP_026838283.1|DERE	CG9684|NP_649797.2|DMEL
OG0002107	LOC6542678|XP_001969925.1|DERE	CG12299|NP_609448.1|DMEL
OG0002108	LOC6552347|XP_026831938.1|DERE	CG42823|NP_001097822.2|DMEL
OG0002109	LOC26526583|XP_015009388.1|DERE	CAH6|NP_001097987.1|DMEL
OG0002109	LOC26526382|XP_015009378.1|DERE	CAH16|NP_001287620.1|DMEL
OG0002110	LOC6545253|XP_001973310.1|DERE	CG33647|NP_001027136.1|DMEL
OG0002110	LOC6542923|XP_001969604.1|DERE	CG33644|NP_001027259.1|DMEL
OG0002111	LOC6542690|XP_001969242.1|DERE	CG32988|NP_788008.1|DMEL
OG0002111	LOC6542605|XP_001969243.1|DERE	CG32983|NP_788009.1|DMEL
OG0002112	LOC6555987|XP_001982852.1|DERE	CG14930|NP_609508.1|DMEL
OG0002113	LOC6552227|XP_001979748.1|DERE	Sgs5bis|NP_732246.1|DMEL
OG0002114	LOC6554366|XP_001981256.1|DERE	janB|NP_476584.2|DMEL
OG0002114	LOC6554367|XP_001981257.1|DERE	ocn|NP_524578.1|DMEL
OG0002115	LOC6547077|XP_015012350.1|DERE	CG34188|NP_001097326.1|DMEL
OG0002115	LOC6547079|XP_026836646.1|DERE	CG30472|NP_725463.2|DMEL
OG0002116	LOC6549114|XP_001974186.3|DERE	CG10730|NP_610021.3|DMEL
OG0002116	LOC6545908|XP_001971132.2|DERE	CG9168|NP_612106.2|DMEL
OG0002117	LOC6547657|XP_001974814.1|DERE	CG7744|NP_611422.2|DMEL
OG0002118	LOC26527012|XP_026833152.1|DERE	nvd|NP_001097670.1|DMEL
OG0002119	LOC6555447|XP_001981891.1|DERE	Smg6|NP_651321.1|DMEL
OG0002120	LOC6555887|XP_026839276.1|DERE	sv|NP_524633.3|DMEL
OG0002121	LOC6554872|XP_001981368.1|DERE	Usp1|NP_733282.1|DMEL
OG0002123	LOC6542814|XP_001970199.2|DERE	cdc14|NP_609153.1|DMEL
OG0002124	LOC6550132|XP_015010773.1|DERE	CG32548|NP_728167.1|DMEL
OG0002125	LOC6548973|XP_001975556.1|DERE	ckn|NP_611009.1|DMEL
OG0002126	LOC6546122|XP_026833527.1|DERE	tzn|NP_730568.1|DMEL
OG0002127	LOC6549841|XP_001977572.1|DERE	Ankle2|NP_573221.2|DMEL
OG0002128	LOC6550252|XP_026838072.1|DERE	HisRS|NP_573305.2|DMEL
OG0002129	LOC6554092|XP_001979604.2|DERE	Epg5|NP_650752.2|DMEL
OG0002130	LOC6555639|XP_001982522.1|DERE	CG14795|NP_569925.2|DMEL
OG0002131	LOC6551861|XP_001979658.3|DERE	CG18600|NP_650708.1|DMEL
OG0002132	LOC6542598|XP_001969408.1|DERE	RpL7|NP_523531.1|DMEL
OG0002133	LOC6551233|XP_001978345.1|DERE	Paics|NP_572826.1|DMEL
OG0002134	LOC6549771|XP_001977591.1|DERE	CG8173|NP_573239.1|DMEL
OG0002135	LOC6551734|XP_026837371.1|DERE	mys|NP_524793.2|DMEL
OG0002136	LOC6554434|XP_001981285.2|DERE	trp|NP_476768.1|DMEL
OG0002137	LOC6555073|XP_015008887.1|DERE	CG5902|NP_651201.1|DMEL
OG0002138	LOC6550218|XP_001977613.1|DERE	Vps4|NP_573258.1|DMEL
OG0002139	LOC6550887|XP_026838017.1|DERE	Vap33|NP_570087.1|DMEL
OG0002140	LOC6549893|XP_026838523.1|DERE	fend|NP_572528.1|DMEL
OG0002141	LOC6544507|XP_001973791.1|DERE	RpL10|NP_651954.3|DMEL
OG0002142	LOC6552136|XP_001978818.1|DERE	CG9853|NP_001097680.1|DMEL
OG0002143	LOC6543251|XP_026834047.1|DERE	Tango14|NP_608577.2|DMEL
OG0002144	LOC6555846|XP_001982680.1|DERE	Mitf|NP_001245436.1|DMEL
OG0002145	LOC6553995|XP_001979454.1|DERE	CG5023|NP_650867.1|DMEL
OG0002146	LOC6552147|XP_001978820.1|DERE	lost|NP_649466.1|DMEL
OG0002147	LOC6551402|XP_001977221.3|DERE	CG43347|NP_001138185.2|DMEL
OG0002148	LOC6546049|XP_026833757.1|DERE	CG14969|NP_647809.3|DMEL
OG0002149	LOC6555834|XP_026839056.1|DERE	4E-T|NP_726619.2|DMEL
OG0002150	LOC6550705|XP_001978119.1|DERE	drd|NP_001033845.1|DMEL
OG0002151	LOC6542949|XP_001969975.2|DERE	Nse4|NP_609405.2|DMEL
OG0002152	LOC6551844|XP_001979641.3|DERE	CG31122|NP_001356888.1|DMEL
OG0002153	LOC6554595|XP_001981330.1|DERE	dmrt99B|NP_524549.1|DMEL
OG0002154	LOC6555640|XP_015008794.1|DERE	inc|NP_569926.2|DMEL
OG0002155	LOC6555127|XP_001981146.2|DERE	tll|NP_524596.1|DMEL
OG0002156	LOC6544109|XP_001973764.1|DERE	CG7369|NP_649415.2|DMEL
OG0002157	LOC6553629|XP_001980312.1|DERE	timeout|NP_524341.3|DMEL
OG0002158	LOC6546636|XP_001974708.1|DERE	CG5335|NP_611349.2|DMEL
OG0002159	LOC6547903|XP_001976397.1|DERE	roh|NP_726318.1|DMEL
OG0002160	LOC6553400|XP_001979269.3|DERE	slou|NP_001262808.1|DMEL
OG0002161	LOC6554071|XP_001979581.1|DERE	snRNP-U1-C|NP_650767.1|DMEL
OG0002162	LOC6552103|XP_015009956.1|DERE	CG12814|NP_001262454.1|DMEL
OG0002163	LOC6550840|XP_026838584.1|DERE	lin-52|NP_572256.1|DMEL
OG0002164	LOC6554670|XP_026831531.1|DERE	Ssadh|NP_651408.1|DMEL
OG0002165	LOC6549574|XP_026836335.1|DERE	CG12288|NP_609822.1|DMEL
OG0002166	LOC6541789|XP_001969694.1|DERE	Yip1d1|NP_609596.1|DMEL
OG0002167	LOC6547102|XP_001974782.1|DERE	wbl|NP_725867.1|DMEL
OG0002168	LOC6548013|XP_026836903.1|DERE	gbb|NP_477340.1|DMEL
OG0002169	LOC6543970|XP_001972220.1|DERE	defl|NP_648352.2|DMEL
OG0002170	LOC6555870|XP_026839059.1|DERE	ABCD|NP_651906.1|DMEL
OG0002171	LOC26526507|XP_026831785.1|DERE	CG33108|NP_788728.1|DMEL
OG0002172	LOC6554619|XP_001982177.1|DERE	hh|NP_001034065.1|DMEL
OG0002173	LOC6543051|XP_001969904.1|DERE	aurB|NP_477336.1|DMEL
OG0002174	LOC6552138|XP_001979931.1|DERE	CG8461|NP_650367.1|DMEL
OG0002175	LOC6552633|XP_001979930.1|DERE	mRpL11|NP_524351.1|DMEL
OG0002176	LOC6553900|XP_001979573.1|DERE	Prp18|NP_650776.1|DMEL
OG0002177	LOC6552656|XP_001979855.1|DERE	Scp2|NP_524381.1|DMEL
OG0002178	LOC6554807|XP_001981585.1|DERE	CG6051|NP_001097943.1|DMEL
OG0002179	LOC6555481|XP_015009274.2|DERE	lobo|NP_001036757.1|DMEL
OG0002180	LOC6555326|XP_001981213.2|DERE	hdc|NP_788768.1|DMEL
OG0002181	LOC6549795|XP_001977318.1|DERE	l_1_G0320|NP_572567.1|DMEL
OG0002182	LOC6553577|XP_015009618.2|DERE	CG2698|NP_001246976.1|DMEL
OG0002183	LOC6547203|XP_001974789.1|DERE	mip40|NP_611407.1|DMEL
OG0002184	LOC6552608|XP_001979888.1|DERE	RpII140|NP_476706.1|DMEL
OG0002185	LOC6553094|XP_026833944.1|DERE	CG5044|NP_732020.2|DMEL
OG0002186	LOC6543493|XP_001969511.1|DERE	CG9107|NP_608981.1|DMEL
OG0002187	LOC6555168|XP_001982266.1|DERE	CCT1|NP_524450.2|DMEL
OG0002188	LOC6548119|XP_001976533.1|DERE	Not11|NP_726406.1|DMEL
OG0002189	LOC26526499|XP_015014290.1|DERE	mRpS5|NP_001036652.1|DMEL
OG0002190	LOC6555203|XP_001982071.1|DERE	Gdh|NP_524470.4|DMEL
OG0002191	LOC6546301|XP_026833000.1|DERE	Pex16|NP_649252.1|DMEL
OG0002192	LOC6546319|XP_001972827.1|DERE	bora|NP_649048.1|DMEL
OG0002193	LOC6552034|XP_001980679.1|DERE	jumu|NP_524302.1|DMEL
OG0002194	LOC6554357|XP_001981532.1|DERE	CG5646|NP_651568.1|DMEL
OG0002195	LOC6554348|XP_001982046.1|DERE	CG13605|NP_651214.2|DMEL
OG0002196	LOC6551765|XP_001980649.1|DERE	MED7|NP_731500.1|DMEL
OG0002197	LOC6544639|XP_001970974.2|DERE	CG7049|NP_612003.1|DMEL
OG0002198	LOC6553605|XP_026839437.1|DERE	CG17816|NP_001097706.1|DMEL
OG0002199	LOC6552924|XP_001980997.1|DERE	RpA-70|NP_524274.1|DMEL
OG0002200	LOC6551457|XP_001977248.1|DERE	Gip|NP_511106.1|DMEL
OG0002202	LOC6553393|XP_026832119.1|DERE	CG9297|NP_788674.1|DMEL
OG0002203	LOC6552139|XP_001979932.3|DERE	Pde6|NP_001262566.1|DMEL
OG0002204	LOC6555448|XP_001981892.1|DERE	Hr96|NP_524493.1|DMEL
OG0002205	LOC6553203|XP_001980296.1|DERE	apn|NP_650270.1|DMEL
OG0002206	LOC6554915|XP_001982237.1|DERE	cd|NP_651081.1|DMEL
OG0002207	LOC6555453|XP_001981453.3|DERE	fkh|NP_001263038.1|DMEL
OG0002208	LOC6555455|XP_001981455.1|DERE	mIF2|NP_651621.2|DMEL
OG0002209	LOC6551540|XP_001978452.1|DERE	Spat|NP_511062.1|DMEL
OG0002210	LOC6552712|XP_026831603.1|DERE	CG1208|NP_001097692.1|DMEL
OG0002211	LOC6552747|XP_026839373.1|DERE	Dic1|NP_650279.1|DMEL
OG0002212	LOC6554067|XP_001979577.1|DERE	CG14285|NP_650773.1|DMEL
OG0002213	LOC6553183|XP_001979102.1|DERE	twr|NP_649676.1|DMEL
OG0002214	LOC6552940|XP_001981017.3|DERE	CG34034|NP_001163678.1|DMEL
OG0002215	LOC6552819|XP_026831444.1|DERE	btsz|NP_001247109.1|DMEL
OG0002216	LOC6554599|XP_001981334.1|DERE	Cap-D2|NP_651709.1|DMEL
OG0002217	LOC6552769|XP_001979954.1|DERE	Hexim|NP_731932.1|DMEL
OG0002218	LOC6550825|XP_001978083.1|DERE	Alg14|NP_573031.1|DMEL
OG0002219	LOC6553475|XP_026831678.1|DERE	yellow-e|NP_524344.1|DMEL
OG0002220	LOC6553474|XP_001980268.2|DERE	Ir87a|NP_650290.2|DMEL
OG0002221	LOC6545830|XP_026833942.1|DERE	Tmc|NP_001303362.1|DMEL
OG0002222	LOC6548260|XP_001976625.2|DERE	uri|NP_611933.1|DMEL
OG0002223	LOC6548683|XP_026836616.1|DERE	Vha44|NP_725565.3|DMEL
OG0002224	LOC6541082|XP_026834935.1|DERE	CG43340|NP_001246184.1|DMEL
OG0002225	LOC6544055|XP_026833391.1|DERE	frac|NP_001137905.1|DMEL
OG0002226	LOC6541471|XP_001970746.1|DERE	CG17266|NP_610224.1|DMEL
OG0002227	LOC6542537|XP_026834120.1|DERE	SLO2|NP_001097259.2|DMEL
OG0002228	LOC6541455|XP_001970492.1|DERE	pnut|NP_477064.1|DMEL
OG0002229	LOC6548569|XP_001976641.2|DERE	CG42360|NP_611946.2|DMEL
OG0002230	LOC6546667|XP_001975860.1|DERE	Taz|NP_477432.3|DMEL
OG0002231	LOC6542927|XP_001970649.1|DERE	Br140|NP_610266.1|DMEL
OG0002232	LOC6547660|XP_001974987.1|DERE	grau|NP_788422.1|DMEL
OG0002233	LOC6545012|XP_001972539.2|DERE	CG10657|NP_648579.3|DMEL
OG0002234	LOC6547117|XP_001976108.1|DERE	Cpr47Ef|NP_610660.2|DMEL
OG0002235	LOC6548470|XP_026836561.1|DERE	Liprin-gamma|NP_001097414.1|DMEL
OG0002236	LOC6548056|XP_001976517.2|DERE	Phm|NP_477225.1|DMEL
OG0002237	LOC6548400|XP_026836443.1|DERE	MAN1|NP_611873.1|DMEL
OG0002238	LOC6541031|XP_015014715.1|DERE	koi|NP_001260738.1|DMEL
OG0002239	LOC6546726|XP_001975879.1|DERE	spt4|NP_610802.1|DMEL
OG0002240	LOC6548078|XP_001975170.1|DERE	Swim|NP_726176.1|DMEL
OG0002241	LOC6545820|XP_001972173.2|DERE	CG3437|NP_648318.2|DMEL
OG0002242	LOC6545674|XP_001971656.1|DERE	Cbl|NP_648224.1|DMEL
OG0002243	LOC6553722|XP_001979433.1|DERE	CG4335|NP_650886.1|DMEL
OG0002244	LOC6544035|XP_001972338.1|DERE	CG7839|NP_648431.3|DMEL
OG0002245	LOC6543945|XP_001971402.3|DERE	CG32369|NP_729296.1|DMEL
OG0002246	LOC6543118|XP_026835007.1|DERE	CG15236|NP_610241.1|DMEL
OG0002247	LOC26527057|XP_015012905.1|DERE	Pym|NP_726372.1|DMEL
OG0002248	LOC6543887|XP_026833911.1|DERE	Hexo1|NP_523924.1|DMEL
OG0002249	LOC26527080|XP_015014393.1|DERE	CG34461|NP_001097547.1|DMEL
OG0002251	LOC6547822|XP_026836725.1|DERE	otp|NP_001286654.1|DMEL
OG0002252	LOC6547635|XP_026836719.1|DERE	CG13442|NP_611511.3|DMEL
OG0002253	LOC26526461|XP_015012805.1|DERE	CG4622|NP_611929.1|DMEL
OG0002254	LOC6554486|XP_001981931.1|DERE	niki|NP_651293.1|DMEL
OG0002255	LOC6550392|XP_001977774.1|DERE	ND-18|NP_573385.1|DMEL
OG0002256	LOC6547554|XP_026836187.1|DERE	CG33144|NP_788324.1|DMEL
OG0002257	LOC6547278|XP_026837132.1|DERE	Fbl6|NP_610665.2|DMEL
OG0002258	LOC6544800|XP_001971519.1|DERE	CG9953|NP_648067.2|DMEL
OG0002259	LOC6550691|XP_026837358.1|DERE	Gbeta13F|NP_525090.1|DMEL
OG0002260	LOC6545489|XP_026832831.1|DERE	TORIP|NP_649149.1|DMEL
OG0002261	LOC6545523|XP_001973364.1|DERE	asf1|NP_524163.1|DMEL
OG0002262	LOC6542982|XP_026835098.1|DERE	sqa|NP_724821.2|DMEL
OG0002263	LOC6544894|XP_001973182.1|DERE	SsRbeta|NP_524103.2|DMEL
OG0002264	LOC6548639|XP_001976627.1|DERE	Fcp1|NP_611934.1|DMEL
OG0002265	LOC6543584|XP_026832678.1|DERE	Adi1|NP_001097577.1|DMEL
OG0002266	LOC6545781|XP_001973417.2|DERE	fln|NP_524174.1|DMEL
OG0002267	LOC6545154|XP_026833194.1|DERE	ValRS-m|NP_648268.1|DMEL
OG0002268	LOC6543620|XP_001973606.1|DERE	Pc|NP_524199.1|DMEL
OG0002269	LOC6549006|XP_001975470.1|DERE	CG30089|NP_611056.2|DMEL
OG0002270	LOC6548773|XP_026836209.1|DERE	SP2353|NP_611082.2|DMEL
OG0002271	LOC6544975|XP_026833188.1|DERE	CG5087|NP_648279.1|DMEL
OG0002272	LOC6545965|XP_001971179.1|DERE	CG7974|NP_647643.1|DMEL
OG0002273	LOC6543796|XP_026832294.1|DERE	pHCl-1|NP_001261898.1|DMEL
