Orthogroup	DERE.longest_only	DSIM.longest_only
OG0000575	LOC6545175|XP_026833448.1|DERE	LOC6737848|XP_039149267.1|DSIM
OG0000576	LOC6552979|XP_001979163.1|DERE	LOC6727062|XP_002102459.1|DSIM
OG0000576	LOC6552978|XP_001979162.2|DERE	LOC6727061|XP_016033558.1|DSIM
OG0000577	LOC6549265|XP_001974341.1|DERE	LOC6732722|XP_039147006.1|DSIM
OG0000577	LOC6549264|XP_001974340.1|DERE	LOC6732723|XP_039147004.1|DSIM
OG0000578	LOC6541304|XP_015014476.1|DERE	LOC6731846|XP_016024528.1|DSIM
OG0000578	LOC6547329|XP_026836378.1|DERE	LOC6735803|XP_016029187.1|DSIM
OG0000579	LOC6552690|XP_026839678.1|DERE	LOC27206467|XP_016034754.1|DSIM
OG0000579	LOC6545021|XP_001972611.1|DERE	LOC6737900|XP_002084728.1|DSIM
OG0000580	LOC6551941|XP_001980629.1|DERE	LOC6728593|XP_002103934.1|DSIM
OG0000580	LOC6551940|XP_001980628.1|DERE	LOC6728592|XP_039150433.1|DSIM
OG0000581	LOC6553515|XP_026839634.1|DERE	LOC6727246|XP_016033748.1|DSIM
OG0000581	LOC6550563|XP_001977941.1|DERE	LOC6726136|XP_016039660.1|DSIM
OG0000582	LOC6544707|XP_001972461.1|DERE	LOC6737738|XP_016031517.1|DSIM
OG0000582	LOC6547422|XP_026836000.1|DERE	LOC6735252|XP_016028577.1|DSIM
OG0000583	LOC6547765|XP_001976387.2|DERE	LOC6735858|XP_002082768.2|DSIM
OG0000583	LOC6547898|XP_026836631.1|DERE	LOC6735863|XP_016029228.1|DSIM
OG0000584	LOC6541610|XP_001969270.1|DERE	LOC6731596|XP_002078737.1|DSIM
OG0000584	LOC6541408|XP_001969269.1|DERE	LOC6731595|XP_002078736.1|DSIM
OG0000585	LOC26526428|XP_015014278.1|DERE	LOC6737235|XP_002084075.3|DSIM
OG0000585	LOC6544391|XP_001971692.1|DERE	LOC6737239|XP_039150295.1|DSIM
OG0000586	LOC6548298|XP_001975096.1|DERE	LOC6735607|XP_002082527.1|DSIM
OG0000586	LOC6549484|XP_026836707.1|DERE	LOC6734312|XP_039148743.1|DSIM
OG0000589	LOC6551367|XP_015010904.1|DERE	LOC27206814|XP_039153177.1|DSIM
OG0000590	LOC6554615|XP_001982173.1|DERE	LOC6729203|XP_002104524.2|DSIM
OG0000590	LOC6550881|XP_001976828.1|DERE	LOC6725047|XP_039152240.1|DSIM
OG0000592	LOC6543136|XP_001970568.1|DERE	LOC6733436|XP_002080493.2|DSIM
OG0000592	LOC6549334|XP_001975634.1|DERE	LOC6734479|XP_016027606.1|DSIM
OG0000593	LOC6554625|XP_026839512.1|DERE	LOC6730057|XP_002105350.1|DSIM
OG0000593	LOC6550666|XP_001977994.1|DERE	LOC6726097|XP_016039566.1|DSIM
OG0000594	LOC6555056|XP_001981384.1|DERE	LOC27209439|XP_016036787.1|DSIM
OG0000594	LOC6554093|XP_001980450.1|DERE	LOC6728405|XP_002103752.2|DSIM
OG0000595	LOC6553612|XP_001980241.1|DERE	LOC6728196|XP_016034835.2|DSIM
OG0000595	LOC6555367|XP_026834029.1|DERE	LOC27208518|XP_039151611.1|DSIM
OG0000596	LOC6555750|XP_001982453.2|DERE	LOC6724830|XP_016037613.1|DSIM
OG0000596	LOC6551766|XP_001980650.1|DERE	LOC6728617|XP_016035255.1|DSIM
OG0000597	LOC6554420|XP_001981921.1|DERE	LOC6729484|XP_016036156.1|DSIM
OG0000597	LOC6554850|XP_001981094.2|DERE	LOC6730328|XP_039151359.1|DSIM
OG0000598	LOC6553571|XP_001980341.1|DERE	LOC6728292|XP_002103641.1|DSIM
OG0000599	LOC6545201|XP_001971062.2|DERE	LOC6736265|XP_016029754.1|DSIM
OG0000600	LOC6546612|XP_026836117.1|DERE	LOC6734249|XP_002081278.1|DSIM
OG0000600	LOC6546613|XP_015012485.1|DERE	LOC6734248|XP_016027299.1|DSIM
OG0000601	LOC6541616|XP_001970113.1|DERE	LOC6731309|XP_002078465.1|DSIM
OG0000601	LOC6542292|XP_026835313.1|DERE	LOC6730768|XP_002077936.2|DSIM
OG0000602	LOC6542381|XP_001969657.1|DERE	LOC6732174|XP_002079305.1|DSIM
OG0000602	LOC6542091|XP_001969656.1|DERE	LOC6732175|XP_002079306.1|DSIM
OG0000603	LOC6552081|XP_026831819.1|DERE	LOC6727726|XP_016034303.1|DSIM
OG0000603	LOC6541889|XP_001968366.2|DERE	LOC6730661|XP_039154427.1|DSIM
OG0000603	LOC6541878|XP_001970254.1|DERE	LOC6731453|XP_016024107.1|DSIM
OG0000604	LOC6542199|XP_001968462.1|DERE	LOC6730767|XP_002077935.1|DSIM
OG0000604	LOC6542308|XP_001968461.1|DERE	LOC6730766|XP_002077934.1|DSIM
OG0000605	LOC6548952|XP_001974075.1|DERE	LOC6733033|XP_002080112.1|DSIM
OG0000606	LOC6554897|XP_001982208.2|DERE	LOC6729172|XP_002104493.2|DSIM
OG0000607	LOC6552410|XP_001979808.1|DERE	LOC6727755|XP_002103117.1|DSIM
OG0000607	LOC6553490|XP_001979330.1|DERE	LOC27207966|XP_016033737.1|DSIM
OG0000608	LOC6554260|XP_001981681.1|DERE	LOC6729735|XP_016036395.1|DSIM
OG0000608	LOC6554134|XP_026839505.1|DERE	LOC6729730|XP_016036386.1|DSIM
OG0000609	LOC6542709|XP_026834549.1|DERE	LOC27206538|XP_016023012.1|DSIM
OG0000610	LOC6545274|XP_026832912.1|DERE	LOC6738612|XP_016032454.1|DSIM
OG0000610	LOC6548283|XP_001975109.1|DERE	LOC6735620|XP_002082540.1|DSIM
OG0000611	LOC6547814|XP_001975001.3|DERE	LOC6735484|XP_016028822.1|DSIM
OG0000611	LOC6548677|XP_001975360.1|DERE	LOC6734765|XP_002081768.1|DSIM
OG0000612	LOC6546201|XP_026833457.1|DERE	LOC6738576|XP_002085381.2|DSIM
OG0000612	LOC6546202|XP_001972832.3|DERE	LOC6738575|XP_016032427.2|DSIM
OG0000612	LOC6546203|XP_001972833.1|DERE	LOC6738574|XP_002085379.1|DSIM
OG0000614	LOC6554429|XP_001981280.2|DERE	LOC6730139|XP_002105430.1|DSIM
OG0000615	LOC6550251|XP_026837703.1|DERE	LOC6726360|XP_039152975.1|DSIM
OG0000615	LOC6552276|XP_015009871.1|DERE	LOC27209315|XP_039150606.1|DSIM
OG0000616	LOC6550157|XP_026837836.1|DERE	LOC6726352|XP_016039930.1|DSIM
OG0000616	LOC6550158|XP_026837838.1|DERE	LOC6740199|XP_016039931.1|DSIM
OG0000617	LOC6554511|XP_001981525.2|DERE	LOC6729864|XP_039151242.1|DSIM
OG0000617	LOC6553697|XP_001980403.1|DERE	LOC6728352|XP_016034977.1|DSIM
OG0000618	LOC6555397|XP_001982353.1|DERE	LOC6729022|XP_016035683.1|DSIM
OG0000618	LOC6543687|XP_026833940.1|DERE	LOC6739669|XP_016032904.1|DSIM
OG0000619	LOC6547300|XP_001974726.1|DERE	LOC6735167|XP_002082142.1|DSIM
OG0000620	LOC6550395|XP_026837856.1|DERE	LOC6726489|XP_002107446.1|DSIM
OG0000620	LOC6545641|XP_001972162.2|DERE	LOC6737420|XP_016031189.1|DSIM
OG0000621	LOC6553721|XP_001979432.1|DERE	LOC6727345|XP_002102730.1|DSIM
OG0000621	LOC6555513|XP_001982671.1|DERE	LOC6739959|XP_016037887.1|DSIM
OG0000622	LOC6545451|XP_001972134.1|DERE	LOC6737034|XP_002083881.1|DSIM
OG0000622	LOC6544980|XP_026832947.1|DERE	LOC6737393|XP_016031141.1|DSIM
OG0000623	LOC6545580|XP_001971114.1|DERE	LOC27206265|XP_016029788.1|DSIM
OG0000623	LOC6544305|XP_026832693.1|DERE	LOC27206242|XP_016030769.1|DSIM
OG0000624	LOC6547017|XP_001974704.1|DERE	LOC6735140|XP_002082117.1|DSIM
OG0000624	LOC6547018|XP_001974705.1|DERE	LOC6735141|XP_016028423.1|DSIM
OG0000625	LOC6545199|XP_001972045.3|DERE	LOC6736941|XP_016030587.1|DSIM
OG0000625	LOC6545198|XP_001972044.1|DERE	LOC6736939|XP_002083786.1|DSIM
OG0000626	LOC6546932|XP_001974693.1|DERE, LOC6543060|XP_001969163.1|DERE	LOC6733753|XP_002080797.1|DSIM
OG0000626	LOC6547881|XP_001976425.1|DERE	LOC6735896|XP_016029250.1|DSIM
OG0000627	LOC6546326|XP_001972938.1|DERE	LOC6738464|XP_002085271.1|DSIM
OG0000627	LOC6551067|XP_001976927.1|DERE	LOC6725135|XP_002106161.1|DSIM
OG0000628	LOC6543399|XP_001969659.1|DERE	LOC6732172|XP_002079303.2|DSIM
OG0000628	LOC6541617|XP_001969415.1|DERE	LOC6731753|XP_002078888.1|DSIM
OG0000629	LOC6551895|XP_001980610.1|DERE	LOC6728572|XP_002103913.2|DSIM
OG0000629	LOC6548800|XP_001974057.1|DERE	LOC6733053|XP_002080131.2|DSIM
OG0000630	LOC6549450|XP_001974272.2|DERE	LOC6732796|XP_016025504.1|DSIM
OG0000630	LOC6549150|XP_001974279.1|DERE	LOC6732789|XP_002079902.3|DSIM
OG0000631	LOC26526275|XP_026835065.1|DERE	LOC27208670|XP_016024744.1|DSIM
OG0000631	LOC6542193|XP_001968947.2|DERE	LOC6732402|XP_016025062.1|DSIM
OG0000632	LOC6543461|XP_015015313.1|DERE	LOC6730992|XP_016023455.1|DSIM
OG0000632	LOC6541028|XP_001968245.2|DERE	LOC6730529|XP_016022984.1|DSIM
OG0000633	LOC6544682|XP_001972473.1|DERE	LOC6737751|XP_016031528.1|DSIM
OG0000633	LOC6544681|XP_026833969.1|DERE	LOC27208173|XP_039150098.1|DSIM
OG0000635	LOC6547753|XP_001974876.1|DERE	LOC6735347|XP_002082294.1|DSIM
OG0000635	LOC6550676|XP_001978034.1|DERE	LOC6726071|XP_002107053.2|DSIM
OG0000636	LOC6549453|XP_026836184.1|DERE	LOC6732793|XP_002079906.1|DSIM
OG0000636	LOC6549452|XP_001974274.1|DERE	LOC6732794|XP_016025503.1|DSIM
OG0000637	LOC6550937|XP_026838587.1|DERE	LOC6725170|XP_016038187.1|DSIM
OG0000637	LOC6550939|XP_001976976.1|DERE	LOC6725171|XP_039152707.1|DSIM
OG0000638	LOC6555205|XP_026836650.1|DERE	LOC6729311|XP_016035943.1|DSIM
OG0000638	LOC6549997|XP_026838375.1|DERE	LOC6726151|XP_016039682.1|DSIM
OG0000639	LOC6546173|XP_015014132.1|DERE	LOC6738948|XP_016032771.1|DSIM
OG0000641	LOC6541403|XP_001969274.3|DERE	LOC6731601|XP_002078742.2|DSIM
OG0000642	LOC6546814|XP_015011605.1|DERE	LOC6734145|XP_016027156.1|DSIM
OG0000642	LOC6543078|XP_001968903.3|DERE	LOC6732352|XP_016025004.1|DSIM
OG0000643	LOC6554360|XP_001981535.1|DERE	LOC27207387|XP_016036588.1|DSIM
OG0000643	LOC6554359|XP_001981534.2|DERE	LOC6729854|XP_002105157.1|DSIM
OG0000643	LOC6554361|XP_001981536.1|DERE	LOC6729853|XP_002105156.2|DSIM
OG0000644	LOC6544541|XP_001972403.1|DERE	LOC6737677|XP_002084509.1|DSIM
OG0000644	LOC6544540|XP_001972402.1|DERE	LOC6737674|XP_002084506.1|DSIM
OG0000644	LOC6544539|XP_001972401.1|DERE	LOC6737673|XP_002084505.2|DSIM
OG0000645	LOC6540602|XP_001968670.1|DERE	LOC27207888|XP_016023424.1|DSIM
OG0000645	LOC26526202|XP_015015470.1|DERE	LOC27207511|XP_016026170.1|DSIM
OG0000646	LOC6555019|XP_001982031.1|DERE	LOC6729358|XP_002104674.1|DSIM
OG0000646	LOC6555100|XP_001981427.1|DERE	LOC6729963|XP_039150494.1|DSIM
OG0000647	LOC26526979|XP_015010542.2|DERE	LOC6726923|XP_016033422.1|DSIM
OG0000647	LOC6550763|XP_026838099.1|DERE	LOC6725022|XP_016037974.1|DSIM
OG0000648	LOC6550204|XP_001977560.1|DERE	LOC6726295|XP_039152793.1|DSIM
OG0000648	LOC6550205|XP_001977561.1|DERE	LOC6726293|XP_002107254.1|DSIM
OG0000649	LOC6550286|XP_026837821.1|DERE	LOC6740189|XP_002077070.2|DSIM
OG0000649	LOC6550289|XP_026838136.1|DERE	LOC6739849|XP_016039898.1|DSIM
OG0000650	LOC6554351|XP_001982049.1|DERE	LOC6729339|XP_002104656.2|DSIM
OG0000650	LOC6555819|XP_001982736.1|DERE	LOC6724700|XP_016037268.1|DSIM
OG0000651	LOC6543906|XP_001972977.1|DERE	LOC6738417|XP_002085226.2|DSIM
OG0000651	LOC6543577|XP_026833045.1|DERE	LOC6736720|XP_016030335.1|DSIM
OG0000652	LOC6542253|XP_001970576.1|DERE	LOC6739305|XP_002076214.1|DSIM
OG0000652	LOC6550893|XP_026838131.1|DERE	LOC27209005|XP_016038153.1|DSIM
OG0000653	LOC6553673|XP_001980415.1|DERE	LOC6728366|XP_002103714.1|DSIM
OG0000653	LOC6552294|XP_026831530.1|DERE	LOC6726771|XP_016033255.1|DSIM
OG0000654	LOC6545608|XP_026832909.1|DERE	LOC6739596|XP_016029861.1|DSIM
OG0000654	LOC6543916|XP_026833655.1|DERE	LOC6738408|XP_016032244.1|DSIM
OG0000655	LOC6546647|XP_001975856.1|DERE	LOC6734221|XP_016027265.1|DSIM
OG0000655	LOC6540972|XP_001968238.1|DERE	LOC6730521|XP_016022976.1|DSIM
OG0000656	LOC6553788|XP_015010084.1|DERE	LOC6728447|XP_016035061.1|DSIM
OG0000656	LOC6553787|XP_001980486.3|DERE	LOC27208714|XP_016035060.1|DSIM
OG0000657	LOC6544716|XP_001970967.1|DERE	LOC6736191|XP_016029616.1|DSIM
OG0000657	LOC6541828|XP_001968576.1|DERE	LOC6730879|XP_002078043.1|DSIM
OG0000658	LOC6550082|XP_001977532.1|DERE	LOC6726228|XP_016039756.1|DSIM
OG0000658	LOC6552884|XP_001979984.1|DERE	LOC6728039|XP_002103391.1|DSIM
OG0000659	LOC113564234|XP_026835623.1|DERE, LOC6542800|XP_001968496.1|DERE	LOC6730797|XP_002077965.1|DSIM
OG0000659	LOC6549152|XP_001974281.1|DERE	LOC6732787|XP_016025500.1|DSIM
OG0000660	LOC6541374|XP_026834620.1|DERE	LOC6739184|XP_016023229.1|DSIM
OG0000661	LOC6544489|XP_001971472.1|DERE	LOC27206244|XP_016030737.1|DSIM
OG0000661	LOC6543531|XP_026834239.1|DERE	LOC6731004|XP_016023467.1|DSIM
OG0000662	LOC6546384|XP_001971787.1|DERE	LOC6736668|XP_002083524.1|DSIM
OG0000662	LOC6554041|XP_026834870.1|DERE	LOC27208006|XP_016034047.1|DSIM
OG0000663	LOC6548581|XP_001976695.1|DERE	LOC6736154|XP_016029553.1|DSIM
OG0000664	LOC6553621|XP_001979279.1|DERE	LOC6727188|XP_039150958.1|DSIM
OG0000664	LOC6551096|XP_001976901.1|DERE	LOC6739975|XP_016038087.1|DSIM
OG0000665	LOC6555380|XP_001981842.1|DERE	LOC6729566|XP_016036230.1|DSIM
OG0000665	LOC6555276|XP_001981841.2|DERE	LOC6729567|XP_002104875.1|DSIM
OG0000666	LOC6547622|XP_001974886.1|DERE	LOC6735358|XP_002082305.1|DSIM
OG0000666	LOC26526777|XP_015011479.1|DERE	LOC27208266|XP_016038838.1|DSIM
OG0000667	LOC6555514|XP_026838402.1|DERE	LOC6739958|XP_002076843.1|DSIM
OG0000667	LOC6551928|XP_001980626.1|DERE	LOC6728590|XP_002103931.1|DSIM
OG0000668	LOC6544435|XP_001973805.1|DERE	LOC6739822|XP_002076714.1|DSIM
OG0000668	LOC6553497|XP_001980224.1|DERE	LOC6728180|XP_016034812.1|DSIM
OG0000669	LOC6550638|XP_001978150.1|DERE	LOC6726564|XP_002107518.2|DSIM
OG0000669	LOC6550637|XP_001978149.1|DERE	LOC6726565|XP_002107519.1|DSIM
OG0000670	LOC6541385|XP_001969296.2|DERE	LOC6731625|XP_016024307.1|DSIM
OG0000670	LOC6550923|XP_001976890.1|DERE	LOC6725106|XP_002106132.1|DSIM
OG0000671	LOC6552013|XP_026833401.1|DERE	LOC27208816|XP_016025871.1|DSIM
OG0000671	LOC6554199|XP_001981465.1|DERE	LOC6729923|XP_016036681.1|DSIM
OG0000672	LOC6551305|XP_026837487.1|DERE	LOC6725743|XP_039152633.1|DSIM
OG0000672	LOC6550436|XP_001977796.1|DERE	LOC6740238|XP_002077119.2|DSIM
OG0000673	LOC6551138|XP_001978284.1|DERE	LOC6725851|XP_039154027.1|DSIM
OG0000673	LOC6544602|XP_001973064.1|DERE	LOC6738127|XP_002084940.1|DSIM
OG0000675	LOC6542760|XP_001969211.1|DERE	LOC27206867|XP_016024210.1|DSIM
OG0000676	LOC6552749|XP_001980287.2|DERE	LOC6728233|XP_016034874.1|DSIM
OG0000676	LOC6547553|XP_001976174.2|DERE, LOC26526998|XP_015012894.1|DERE	LOC120284331|XP_039147261.1|DSIM, LOC27209381|XP_039147260.1|DSIM, LOC6733903|XP_039147259.1|DSIM, LOC27207685|XP_039147257.1|DSIM
OG0000676	LOC6543800|XP_001971359.3|DERE	LOC6737226|XP_039150181.1|DSIM
OG0000676	LOC6544094|XP_001971435.3|DERE	LOC27207584|XP_016030786.2|DSIM
OG0000677	LOC6551698|XP_001977159.1|DERE	LOC27206657|XP_039152419.1|DSIM
OG0000678	LOC6552354|XP_001979818.1|DERE	LOC6727764|XP_016034341.1|DSIM
OG0000678	LOC6543394|XP_001968210.1|DERE	LOC6730493|XP_002077674.1|DSIM
OG0000679	LOC6551166|XP_001977064.1|DERE	LOC6725730|XP_016039005.1|DSIM
OG0000680	LOC6550301|XP_026837952.1|DERE	LOC6726431|XP_016039991.1|DSIM
OG0000680	LOC6550360|XP_001977766.1|DERE	LOC6726443|XP_016040004.1|DSIM
OG0000681	LOC6553372|XP_001980209.1|DERE	LOC6728168|XP_016034776.1|DSIM
OG0000681	LOC6551073|XP_001978294.1|DERE	LOC6725845|XP_016039168.1|DSIM
OG0000683	LOC6555023|XP_026839676.1|DERE	LOC6729354|XP_016035990.1|DSIM
OG0000684	LOC6553887|XP_001980460.1|DERE	LOC6728418|XP_002103764.1|DSIM
OG0000684	LOC6554162|XP_001982120.1|DERE	LOC6729256|XP_002104576.1|DSIM
OG0000685	LOC6551406|XP_001977225.1|DERE	LOC6740451|XP_002077302.1|DSIM
OG0000685	LOC6553340|XP_001979313.1|DERE	LOC6727215|XP_002102607.1|DSIM
OG0000686	LOC6541693|XP_001970722.1|DERE	LOC6733272|XP_002080335.1|DSIM
OG0000686	LOC6550215|XP_026837780.1|DERE	LOC6726395|XP_039152885.1|DSIM
OG0000687	LOC6547702|XP_001974852.1|DERE	LOC6735306|XP_002082266.1|DSIM
OG0000687	LOC6546518|XP_001971271.1|DERE	LOC6736483|XP_002083353.1|DSIM
OG0000688	LOC6546716|XP_015012113.1|DERE	LOC6735017|XP_002081998.1|DSIM
OG0000689	LOC6542233|XP_026834832.1|DERE	LOC6733810|XP_016026779.1|DSIM
OG0000689	LOC6542612|XP_001969108.2|DERE	LOC27209189|XP_016026781.1|DSIM
OG0000690	LOC6550179|XP_001977884.1|DERE	LOC6740257|XP_016040162.1|DSIM
OG0000691	LOC6543197|XP_001969231.1|DERE	LOC6731556|XP_002078697.1|DSIM
OG0000691	LOC6546065|XP_001972806.1|DERE	LOC6738604|XP_002085408.1|DSIM
OG0000692	LOC6545263|XP_026833002.1|DERE	LOC6738316|XP_016032164.1|DSIM
OG0000692	LOC6545264|XP_001973254.1|DERE	LOC6738317|XP_002085127.1|DSIM
OG0000693	LOC6550067|XP_001977564.1|DERE	LOC6726290|XP_016039783.1|DSIM
OG0000693	LOC6553951|XP_026836291.1|DERE	LOC6727375|XP_016033914.1|DSIM
OG0000694	LOC6551399|XP_026838782.1|DERE	LOC6740066|XP_016038815.1|DSIM
OG0000694	LOC26526595|XP_015014308.2|DERE	LOC6737707|XP_002084539.1|DSIM
OG0000695	LOC6543109|XP_026834385.1|DERE	LOC6731185|XP_039148020.1|DSIM
OG0000695	LOC6542503|XP_001969995.3|DERE	LOC6731190|XP_016023734.1|DSIM
OG0000696	LOC6542214|XP_001970229.1|DERE	LOC6731427|XP_002078579.1|DSIM
OG0000697	LOC6549735|XP_026837742.1|DERE	LOC6740261|XP_002077141.3|DSIM
OG0000697	LOC6543359|XP_001969498.1|DERE	LOC6731164|XP_002078322.1|DSIM
OG0000698	LOC6541152|XP_001968625.1|DERE	LOC6730923|XP_016023369.1|DSIM
OG0000698	LOC6541165|XP_001968626.1|DERE	LOC27208493|XP_039152058.1|DSIM
OG0000699	LOC6541841|XP_026834734.1|DERE	LOC6731322|XP_016023898.1|DSIM
OG0000699	LOC6554900|XP_001982211.3|DERE	LOC27208327|XP_016035823.1|DSIM
OG0000700	LOC6540970|XP_026835023.1|DERE	LOC6730516|XP_039148418.1|DSIM
OG0000700	LOC6543019|XP_026835157.1|DERE	LOC6730750|XP_016023167.1|DSIM
OG0000701	LOC6549465|XP_001975772.1|DERE	LOC6734308|XP_002081336.1|DSIM
OG0000701	LOC6550626|XP_001978165.2|DERE	LOC6725953|XP_002106936.2|DSIM
OG0000702	LOC6554290|XP_015009256.1|DERE	LOC6729656|XP_039151625.1|DSIM
OG0000702	LOC6554291|XP_026831958.1|DERE	LOC6729655|XP_016036306.1|DSIM
OG0000703	LOC6540821|XP_026834441.1|DERE	LOC6732238|XP_002079367.1|DSIM
OG0000703	LOC6548846|XP_026837142.1|DERE	LOC6734665|XP_016027854.1|DSIM
OG0000704	LOC6555519|XP_026837962.1|DERE	LOC6739955|XP_039153241.1|DSIM
OG0000704	LOC6554747|XP_001981090.1|DERE	LOC6730332|XP_002105614.1|DSIM
OG0000705	LOC6545835|XP_026832654.1|DERE	LOC6736357|XP_002083233.1|DSIM
OG0000705	LOC6545834|XP_026832653.1|DERE	LOC6736356|XP_016029846.1|DSIM
OG0000706	LOC6549137|XP_001974390.1|DERE	LOC6732667|XP_002079784.1|DSIM
OG0000706	LOC6551598|XP_001978463.1|DERE	LOC6725299|XP_016038338.2|DSIM
OG0000707	LOC6547683|XP_001976363.1|DERE	LOC6735833|XP_002082743.1|DSIM
OG0000707	LOC6550487|XP_001977952.1|DERE	LOC6740162|XP_002077042.1|DSIM
OG0000708	LOC6551200|XP_026837441.1|DERE	LOC6725140|XP_016038111.1|DSIM
OG0000708	LOC6551306|XP_001977094.3|DERE	LOC6725695|XP_039153353.1|DSIM
OG0000709	LOC113563716|XP_026831590.1|DERE	LOC6730263|XP_016037035.1|DSIM
OG0000709	LOC6550491|XP_001977936.1|DERE	LOC6726140|XP_016039666.1|DSIM
OG0000710	LOC6553332|XP_001979194.1|DERE	LOC6727098|XP_002102491.1|DSIM
OG0000710	LOC6546824|XP_026836873.1|DERE	LOC6726569|XP_016040235.1|DSIM, LOC27206610|XP_016028282.1|DSIM
OG0000711	LOC6546181|XP_001972274.1|DERE	LOC27206289|XP_016031333.1|DSIM
OG0000711	LOC6550285|XP_026837593.1|DERE	LOC27207522|XP_016039895.1|DSIM
OG0000712	LOC6553956|XP_001979466.3|DERE	LOC6727380|XP_016033917.1|DSIM
OG0000712	LOC6553955|XP_001979465.1|DERE	LOC6727379|XP_002102764.2|DSIM
OG0000713	LOC6552804|XP_001979032.1|DERE	LOC6726921|XP_002102323.1|DSIM
OG0000713	LOC6547126|XP_001975480.1|DERE	LOC6734643|XP_002081650.1|DSIM
OG0000714	LOC6550140|XP_001977537.1|DERE	LOC6726246|XP_002107209.1|DSIM
OG0000714	LOC6543954|XP_001971931.1|DERE	LOC6736809|XP_002083665.1|DSIM
OG0000715	LOC6546199|XP_001972829.1|DERE	LOC6738578|XP_002085383.2|DSIM
OG0000716	LOC6551210|XP_001977017.1|DERE	LOC6725213|XP_002106236.2|DSIM
OG0000716	LOC6545145|XP_001972776.1|DERE	LOC6738094|XP_002084908.1|DSIM
OG0000717	LOC6544235|XP_001973751.1|DERE	LOC6739130|XP_002085923.2|DSIM
OG0000718	LOC6555884|XP_001982686.2|DERE	LOC6724745|XP_016037438.1|DSIM
OG0000718	LOC26526760|XP_026839300.1|DERE, LOC6555852|XP_026839290.1|DERE	LOC6724717|XP_039152035.1|DSIM
OG0000719	LOC6546103|XP_001972223.1|DERE	LOC6737483|XP_002084319.2|DSIM
OG0000719	LOC6546502|XP_001972268.1|DERE	LOC6737533|XP_002084368.1|DSIM
OG0000720	LOC6554323|XP_001981482.1|DERE	LOC6729906|XP_016036661.1|DSIM
OG0000720	LOC6552426|XP_001980781.2|DERE	LOC6728749|XP_002104084.1|DSIM
OG0000721	LOC6540702|XP_001968866.1|DERE	LOC6731136|XP_002078294.2|DSIM
OG0000721	LOC6540699|XP_001968867.1|DERE	LOC6731137|XP_002078295.1|DSIM
OG0000722	LOC113564252|XP_026835916.1|DERE	LOC6736077|XP_016029470.1|DSIM
OG0000722	LOC6548074|XP_015012688.1|DERE	LOC27208623|XP_016029469.2|DSIM
OG0000722	LOC113564253|XP_026835930.1|DERE	LOC27207286|XP_016029468.1|DSIM
OG0000722	LOC26526229|XP_015012761.1|DERE	LOC6736076|XP_002082977.2|DSIM
OG0000723	LOC6549589|XP_001975823.1|DERE	LOC6734255|XP_002081284.1|DSIM
OG0000724	LOC6549931|XP_001978679.1|DERE	LOC6726590|XP_002107540.1|DSIM
OG0000724	LOC6555222|XP_001981178.1|DERE	LOC6730249|XP_002105532.1|DSIM
OG0000726	LOC6553239|XP_001980194.1|DERE	LOC6727812|XP_016034399.1|DSIM
OG0000726	LOC6553238|XP_001980193.1|DERE	LOC6727813|XP_016034400.1|DSIM
OG0000727	LOC6554047|XP_026831834.1|DERE	LOC6727453|XP_016034052.1|DSIM
OG0000727	LOC6554045|XP_026831556.1|DERE	LOC120285052|XP_039151567.1|DSIM
OG0000728	LOC6549748|XP_001977351.1|DERE	LOC6725519|XP_002106532.1|DSIM
OG0000728	LOC6552546|XP_001980842.1|DERE	LOC6728806|XP_016035495.1|DSIM
OG0000729	LOC26527026|XP_015009419.1|DERE	LOC27208835|XP_016036538.1|DSIM
OG0000729	LOC6554644|XP_015009239.1|DERE	LOC6729836|XP_002105139.2|DSIM
OG0000730	LOC6550492|XP_001977937.1|DERE	LOC6726139|XP_002107115.1|DSIM
OG0000730	LOC6543068|XP_001968337.3|DERE	LOC6730625|XP_002077802.2|DSIM
OG0000731	LOC6544184|XP_001971918.1|DERE	LOC6736796|XP_016030440.1|DSIM
OG0000731	LOC6548984|XP_001975496.1|DERE	LOC6734627|XP_016027788.1|DSIM
OG0000732	LOC6544148|XP_001973003.1|DERE	LOC27206300|XP_016032224.1|DSIM
OG0000732	LOC6544147|XP_001973002.1|DERE	LOC6738395|XP_002085204.2|DSIM
OG0000733	LOC6554954|XP_001981374.1|DERE	LOC6730026|XP_016036795.1|DSIM
OG0000733	LOC6544332|XP_001971983.1|DERE	LOC6736870|XP_002083723.1|DSIM
OG0000734	LOC6551495|XP_001977190.2|DERE	LOC6740069|XP_016038851.2|DSIM
OG0000734	LOC6543576|XP_001971836.1|DERE	LOC6736719|XP_016030333.1|DSIM
OG0000735	LOC6551081|XP_001976949.1|DERE	LOC27206575|XP_016038141.1|DSIM
OG0000735	LOC6543069|XP_001969325.1|DERE	LOC6731652|XP_002078792.1|DSIM
OG0000736	LOC6542433|XP_001968520.1|DERE	LOC6730816|XP_016023240.1|DSIM
OG0000736	LOC6541559|XP_026834380.1|DERE	LOC6730817|XP_016023242.1|DSIM
OG0000737	LOC6542959|XP_015014703.1|DERE	LOC6733245|XP_016026121.2|DSIM
OG0000738	LOC6542161|XP_001970222.1|DERE	LOC6731419|XP_002078571.1|DSIM
