Orthogroup	DERE.longest_only	DSER.longest_only
OG0000907	LOC6548129|XP_001976506.1|DERE	LOC110191514|XP_020818040.1|DSER
OG0000909	LOC6555312|XP_001982085.1|DERE	LOC110188066|XP_020813276.1|DSER
OG0000910	LOC6551774|XP_001980643.1|DERE	LOC110186495|XP_020811349.1|DSER
OG0000911	LOC6546555|XP_001974569.1|DERE	LOC110190550|XP_020816764.1|DSER
OG0000912	LOC6543791|XP_001973139.1|DERE, LOC6543792|XP_001973140.1|DERE	LOC110179982|XP_020803231.1|DSER
OG0000913	LOC6545172|XP_015013163.2|DERE	LOC110190681|XP_020816950.1|DSER
OG0000914	LOC6546811|XP_001975921.1|DERE	LOC110178357|XP_020801149.1|DSER
OG0000915	LOC6548651|XP_001975391.1|DERE	LOC110176347|XP_020798334.1|DSER
OG0000915	LOC6551273|XP_001976892.1|DERE	LOC110178330|XP_020801102.1|DSER
OG0000916	LOC6543482|XP_026834387.1|DERE	LOC110176819|XP_020798927.1|DSER
OG0000917	LOC26526594|XP_026832219.1|DERE	LOC110187781|XP_020812914.1|DSER
OG0000917	LOC6541723|XP_026835118.1|DERE	LOC110184978|XP_020809287.1|DSER
OG0000918	LOC6541709|XP_001968525.2|DERE	LOC110179401|XP_020802584.1|DSER, LOC110181166|XP_020804499.1|DSER
OG0000920	LOC6549701|XP_001977443.1|DERE	LOC110176007|XP_020797871.1|DSER
OG0000921	LOC6555623|XP_026837454.1|DERE, LOC26526087|XP_026837602.1|DERE	LOC110180128|XP_020803428.1|DSER, LOC110180169|XP_020803487.1|DSER
OG0000922	LOC6543678|XP_001971846.1|DERE	LOC110183692|XP_020807690.1|DSER
OG0000923	LOC6546307|XP_001972848.1|DERE	LOC110178928|XP_020801878.1|DSER
OG0000923	LOC6552447|XP_001980936.1|DERE	LOC110187921|XP_020813091.1|DSER
OG0000924	LOC6551122|XP_001978349.1|DERE	LOC110178852|XP_020801770.1|DSER
OG0000925	LOC6555144|XP_001981155.2|DERE, LOC6555145|XP_001981156.1|DERE	LOC110186884|XP_020811843.1|DSER
OG0000926	LOC6552986|XP_001979115.1|DERE	LOC110191915|XP_020818559.1|DSER
OG0000926	LOC6553026|XP_001980088.1|DERE	LOC110191835|XP_020818459.1|DSER
OG0000927	LOC6555438|XP_001981664.1|DERE	LOC110186825|XP_020811771.1|DSER
OG0000927	LOC6555435|XP_001981661.1|DERE	LOC110186603|XP_020811493.1|DSER
OG0000928	LOC6541355|XP_001969265.1|DERE	LOC110181418|XP_020804818.1|DSER, LOC110179867|XP_020803126.1|DSER
OG0000928	LOC6542016|XP_001969264.1|DERE	LOC110181438|XP_020804840.1|DSER, LOC110179869|XP_020803128.1|DSER
OG0000929	LOC6542723|XP_001968428.1|DERE	LOC110184904|XP_020809209.1|DSER
OG0000929	LOC6543305|XP_001968427.1|DERE	LOC110184903|XP_020809207.1|DSER
OG0000930	LOC6544873|XP_015014199.1|DERE	LOC110190660|XP_020816920.1|DSER
OG0000930	LOC6544858|XP_001973170.1|DERE	LOC110190770|XP_020817060.1|DSER, LOC110190732|XP_020817013.1|DSER
OG0000931	LOC6547931|XP_026836301.1|DERE	LOC110177956|XP_020800605.1|DSER
OG0000931	LOC6543105|XP_001969004.3|DERE	LOC110185849|XP_020810516.1|DSER
OG0000932	LOC6545792|XP_001973442.2|DERE	LOC110178565|XP_020801396.1|DSER
OG0000932	LOC6545793|XP_001973443.2|DERE	LOC110178566|XP_020801397.1|DSER
OG0000933	LOC6547604|XP_001974964.1|DERE	LOC110182975|XP_020806827.1|DSER
OG0000933	LOC6547605|XP_001974965.2|DERE	LOC110182971|XP_020806824.1|DSER
OG0000934	LOC6541128|XP_001970465.1|DERE	LOC110176216|XP_020798154.1|DSER
OG0000934	LOC6542638|XP_001970466.1|DERE	LOC110180242|XP_020803559.1|DSER
OG0000935	LOC6555161|XP_001981417.2|DERE	LOC110184806|XP_020809106.1|DSER
OG0000936	LOC26527068|XP_015014390.1|DERE	LOC110190125|XP_020816107.1|DSER
OG0000936	LOC6550787|XP_026838013.1|DERE	LOC110179559|XP_020802800.1|DSER
OG0000937	LOC6555084|XP_026839652.1|DERE	LOC110186770|XP_020811692.1|DSER
OG0000938	LOC6547874|XP_001976350.1|DERE	LOC110185493|XP_020810047.1|DSER
OG0000938	LOC6550704|XP_001978118.1|DERE	LOC110187021|XP_020812044.1|DSER
OG0000939	LOC6542797|XP_001970198.1|DERE	LOC110176875|XP_020799010.1|DSER
OG0000939	LOC6542655|XP_001970204.1|DERE	LOC110180358|XP_020803678.1|DSER, LOC110177007|XP_020799176.1|DSER
OG0000940	LOC6551444|XP_001978542.1|DERE	LOC110178024|XP_020800698.1|DSER
OG0000940	LOC6545671|XP_001971146.1|DERE	LOC110178740|XP_020801627.1|DSER
OG0000941	LOC6554370|XP_001981260.1|DERE	LOC110189752|XP_020815620.1|DSER
OG0000941	LOC6549794|XP_001977317.1|DERE	LOC110184374|XP_020808532.1|DSER
OG0000942	LOC6546490|XP_001973586.2|DERE	LOC110189909|XP_020815833.1|DSER
OG0000943	LOC6546604|XP_026835714.1|DERE	LOC110180258|XP_020803573.1|DSER
OG0000944	LOC6550813|XP_026837934.1|DERE	LOC110179445|XP_020802650.1|DSER
OG0000945	LOC6556145|XP_026833568.1|DERE	LOC110178660|XP_020801515.1|DSER
OG0000946	LOC6541552|XP_001970224.1|DERE	LOC110176806|XP_020798903.1|DSER
OG0000947	LOC6548395|XP_001976527.1|DERE	LOC110191660|XP_020818217.1|DSER
OG0000948	LOC6546266|XP_015013804.1|DERE	LOC110177609|XP_020800067.1|DSER
OG0000949	LOC6551139|XP_026837851.1|DERE	LOC110182551|XP_020806256.1|DSER
OG0000950	LOC6550432|XP_015011150.1|DERE	LOC110180105|XP_020803396.1|DSER
OG0000950	LOC6553312|XP_001979209.1|DERE	LOC110188413|XP_020813796.1|DSER
OG0000951	LOC6553699|XP_001980405.1|DERE	LOC110189023|XP_020814646.1|DSER
OG0000952	LOC6541496|XP_026835573.1|DERE	LOC110184999|XP_020809312.1|DSER
OG0000954	LOC6540982|XP_001970777.1|DERE	LOC110189617|XP_020815415.1|DSER
OG0000955	LOC26526307|XP_015009375.1|DERE	LOC110185860|XP_020810531.1|DSER
OG0000955	LOC6554445|XP_001982143.2|DERE	LOC110185870|XP_020810543.1|DSER
OG0000956	LOC6554079|XP_001979517.1|DERE	LOC110188391|XP_020813772.1|DSER
OG0000956	LOC6553904|XP_026837412.1|DERE	LOC110188557|XP_020813975.1|DSER
OG0000957	LOC6546946|XP_001974596.1|DERE	LOC110177922|XP_020800561.1|DSER
OG0000957	LOC6546945|XP_001974595.1|DERE	LOC110177927|XP_020800566.1|DSER
OG0000958	LOC26526419|XP_015010481.1|DERE	LOC110188130|XP_020813376.1|DSER, LOC110176075|XP_020797956.1|DSER
OG0000958	LOC26526894|XP_015012875.1|DERE	LOC110180245|XP_020803561.1|DSER
OG0000959	LOC6546066|XP_001972807.1|DERE, LOC6555249|XP_001981630.1|DERE	LOC110185232|XP_020809625.1|DSER
OG0000960	LOC6555679|XP_001982539.1|DERE	LOC110182189|XP_020805857.1|DSER
OG0000961	LOC6544411|XP_001973155.1|DERE	LOC110189861|XP_020815739.1|DSER
OG0000961	LOC6544409|XP_001973153.1|DERE	LOC110189859|XP_020815737.1|DSER
OG0000962	LOC6554306|XP_001982130.3|DERE, LOC6554308|XP_001982132.1|DERE, LOC6554307|XP_026835548.1|DERE	LOC110185010|XP_020809325.1|DSER, LOC110185033|XP_020809348.1|DSER
OG0000962	LOC6554305|XP_001982129.1|DERE	LOC110185022|XP_020809336.1|DSER
OG0000963	LOC6550162|XP_001977672.1|DERE	LOC110182642|XP_020806370.1|DSER
OG0000964	LOC6548652|XP_026836016.1|DERE	LOC110176313|XP_020798287.1|DSER
OG0000965	LOC6549746|XP_001977349.1|DERE	LOC110184194|XP_020808284.1|DSER
OG0000966	LOC6555140|XP_001981151.2|DERE	LOC110186607|XP_020811498.1|DSER
OG0000968	LOC6544522|XP_026833147.1|DERE	LOC110187148|XP_020812224.1|DSER
OG0000969	LOC6547650|XP_001974984.1|DERE	LOC110179188|XP_020802261.1|DSER
OG0000970	LOC6554124|XP_001981496.1|DERE	LOC110177435|XP_020799820.1|DSER, LOC110177436|XP_020799822.1|DSER
OG0000971	LOC6549315|XP_001974486.1|DERE	LOC110184905|XP_020809210.1|DSER
OG0000972	LOC6545277|XP_001972066.1|DERE	LOC110184722|XP_020809008.1|DSER
OG0000972	LOC6555535|XP_026838360.1|DERE	LOC110183263|XP_020807147.1|DSER
OG0000973	LOC6550683|XP_001976761.3|DERE	LOC110182558|XP_020806269.1|DSER
OG0000974	LOC6546450|XP_001971819.1|DERE	LOC110178643|XP_020801494.1|DSER
OG0000975	LOC6554062|XP_026832984.1|DERE	LOC110186308|XP_020811089.1|DSER
OG0000976	LOC6552962|XP_026831845.1|DERE	LOC110177226|XP_020799506.1|DSER
OG0000977	LOC6553113|XP_001980019.2|DERE	LOC110188650|XP_020814086.1|DSER
OG0000978	LOC6551809|XP_001980578.1|DERE	LOC110177422|XP_020799799.1|DSER
OG0000979	LOC6548248|XP_001975197.2|DERE	LOC110176012|XP_020797880.1|DSER
OG0000980	LOC6555049|XP_001981619.1|DERE	LOC110186935|XP_020811925.1|DSER
OG0000980	LOC6554757|XP_001982193.1|DERE	LOC110191195|XP_020817623.1|DSER
OG0000981	LOC6542497|XP_001969455.1|DERE	LOC110183369|XP_020807290.1|DSER
OG0000982	LOC6553826|XP_001980521.1|DERE	LOC110186816|XP_020811761.1|DSER
OG0000984	LOC6541439|XP_026834538.1|DERE	LOC110185886|XP_020810557.1|DSER
OG0000985	LOC26526585|XP_015012819.1|DERE	LOC110190929|XP_020817252.1|DSER
OG0000985	LOC6546780|XP_001974554.2|DERE	LOC110190930|XP_020817253.1|DSER
OG0000986	LOC6547682|XP_001976230.1|DERE	LOC110181160|XP_020804494.1|DSER, LOC110181162|XP_020804496.1|DSER
OG0000986	LOC6548362|XP_001973965.1|DERE	LOC110185026|XP_020809337.1|DSER
OG0000987	LOC6541334|XP_001969276.1|DERE	LOC110183765|XP_020807780.1|DSER
OG0000988	LOC6542904|XP_001969791.1|DERE	LOC110183982|XP_020807997.1|DSER
OG0000990	LOC6550461|XP_001977788.1|DERE	LOC110180127|XP_020803426.1|DSER
OG0000991	LOC6549673|XP_001977432.1|DERE	LOC110191984|XP_020818670.1|DSER
OG0000992	LOC6542511|XP_001969054.1|DERE	LOC110191607|XP_020818153.1|DSER
OG0000992	LOC6554524|XP_026831588.1|DERE	LOC110191103|XP_020817509.1|DSER
OG0000993	LOC26526889|XP_026832065.1|DERE	LOC110186182|XP_020810900.1|DSER
OG0000993	LOC6554227|XP_001981244.1|DERE	LOC110186175|XP_020810887.1|DSER
OG0000994	LOC6551315|XP_026838084.1|DERE	LOC110181872|XP_020805454.1|DSER
OG0000995	LOC6554857|XP_001981101.1|DERE, LOC6550776|XP_001978073.1|DERE	LOC110189848|XP_020815722.1|DSER
OG0000996	LOC6547032|XP_026836092.1|DERE	LOC110178273|XP_020800998.1|DSER
OG0000997	LOC6549588|XP_001975822.1|DERE	LOC110189343|XP_020815045.1|DSER
OG0000998	LOC6545427|XP_026832933.1|DERE	LOC110184497|XP_020808710.1|DSER
OG0000999	LOC6547686|XP_026836310.1|DERE	LOC110177966|XP_020800616.1|DSER
OG0000999	LOC6555627|XP_001982426.1|DERE	LOC110183542|XP_020807500.1|DSER
OG0001000	LOC6548611|XP_026838644.1|DERE	LOC110188914|XP_020814494.1|DSER
OG0001001	LOC6548347|XP_001975518.1|DERE	LOC110177734|XP_020800246.1|DSER
OG0001002	LOC6549292|XP_026836860.1|DERE	LOC110178122|XP_020800801.1|DSER
OG0001003	LOC6552961|XP_001978764.1|DERE	LOC110185350|XP_020809787.1|DSER
OG0001003	LOC26526185|XP_026834017.1|DERE	LOC110177019|XP_020799191.1|DSER
OG0001004	LOC6553539|XP_001979322.3|DERE	LOC110187934|XP_020813103.1|DSER
OG0001004	LOC6552422|XP_001980777.1|DERE	LOC110187940|XP_020813114.1|DSER
OG0001005	LOC6549375|XP_001974295.1|DERE	LOC110181430|XP_020804832.1|DSER
OG0001005	LOC6555565|XP_026837875.1|DERE	LOC110181815|XP_020805366.1|DSER
OG0001006	LOC6552888|XP_001979988.1|DERE	LOC110188543|XP_020813959.1|DSER
OG0001006	LOC6544610|XP_001972445.1|DERE	LOC110179033|XP_020802046.1|DSER
OG0001007	LOC6548126|XP_001976540.1|DERE	LOC110191549|XP_020818083.1|DSER
OG0001008	LOC26526702|XP_015009402.1|DERE	LOC110176491|XP_020798524.1|DSER
OG0001008	LOC6550505|XP_001977970.1|DERE	LOC110184258|XP_020808381.1|DSER
OG0001009	LOC6552540|XP_001980836.1|DERE, LOC6554403|XP_001981699.1|DERE	LOC110191050|XP_020817434.1|DSER
OG0001010	LOC6540735|XP_026834706.1|DERE	LOC110177091|XP_020799278.1|DSER
OG0001011	LOC6551034|XP_001978253.3|DERE	LOC110179116|XP_020802166.1|DSER
OG0001011	LOC6549253|XP_001974425.1|DERE	LOC110187231|XP_020812288.1|DSER
OG0001012	LOC26526659|XP_026837734.1|DERE, LOC6550654|XP_001978062.1|DERE	LOC110187146|XP_020812219.1|DSER, LOC110187145|XP_020812218.1|DSER
OG0001013	LOC6544705|XP_001972459.2|DERE	LOC110179024|XP_020802029.1|DSER
OG0001013	LOC6545748|XP_026832842.1|DERE	LOC110178569|XP_020801401.1|DSER
OG0001014	LOC6545546|XP_001973385.1|DERE	LOC110178988|XP_020801962.1|DSER
OG0001014	LOC6544662|XP_001972491.1|DERE	LOC110178917|XP_020801858.1|DSER
OG0001015	LOC6551706|XP_026838527.1|DERE	LOC110179053|XP_020802070.1|DSER
OG0001015	LOC6551707|XP_001977286.1|DERE	LOC110179052|XP_020802069.1|DSER
OG0001016	LOC6554705|XP_001981783.1|DERE	LOC110191944|XP_020818623.1|DSER
OG0001016	LOC6550200|XP_001977556.1|DERE	LOC110182078|XP_020805719.1|DSER
OG0001017	LOC26526969|XP_015012889.1|DERE	LOC110182104|XP_020805752.1|DSER
OG0001018	LOC6555311|XP_026831691.1|DERE	LOC110188589|XP_020814011.1|DSER, LOC110179688|XP_020802957.1|DSER, LOC110185547|XP_020810123.1|DSER
OG0001019	LOC6555063|XP_001981605.2|DERE, LOC6555086|XP_026831966.1|DERE	LOC110186747|XP_020811669.1|DSER
OG0001020	LOC6549755|XP_001978617.1|DERE	LOC110176011|XP_020797875.1|DSER
OG0001021	LOC6543052|XP_026834612.1|DERE	LOC110185915|XP_020810586.1|DSER
OG0001022	LOC6550696|XP_001978021.1|DERE	LOC110181686|XP_020805186.1|DSER
OG0001024	LOC6555046|XP_001981616.1|DERE	LOC110186575|XP_020811446.1|DSER
OG0001025	LOC6544474|XP_001972508.1|DERE	LOC110187080|XP_020812142.1|DSER
OG0001026	LOC6543131|XP_001970540.1|DERE	LOC110182964|XP_020806815.1|DSER
OG0001027	LOC6546064|XP_001972805.1|DERE	LOC110185189|XP_020809570.1|DSER
OG0001028	LOC6543274|XP_001968955.1|DERE	LOC110183134|XP_020806983.1|DSER
OG0001029	LOC6547284|XP_001976151.2|DERE	LOC110177097|XP_020799295.1|DSER
OG0001031	LOC6548598|XP_001973943.2|DERE	LOC110185133|XP_020809489.1|DSER
OG0001032	LOC6549206|XP_026839383.1|DERE	LOC110191705|XP_020818280.1|DSER
OG0001033	LOC6544647|XP_001973782.1|DERE	LOC110180411|XP_020803734.1|DSER, LOC110191925|XP_020818589.1|DSER
OG0001034	LOC6545611|XP_001972675.1|DERE	LOC110190187|XP_020816194.1|DSER
OG0001035	LOC6549973|XP_001978746.1|DERE	LOC110180367|XP_020803691.1|DSER
OG0001035	LOC6549974|XP_001978747.1|DERE	LOC110180365|XP_020803690.1|DSER
OG0001037	LOC6543790|XP_001972324.1|DERE	LOC110178676|XP_020801536.1|DSER, LOC110178675|XP_020801535.1|DSER
OG0001038	LOC6553952|XP_001979462.2|DERE	LOC110187888|XP_020813033.1|DSER
OG0001038	LOC6553953|XP_001979463.3|DERE	LOC110187887|XP_020813031.1|DSER
OG0001039	LOC6552145|XP_001979938.1|DERE	LOC110176542|XP_020798592.1|DSER
OG0001039	LOC6552143|XP_026838735.1|DERE	LOC110176510|XP_020798545.1|DSER, LOC110176509|XP_020798544.1|DSER
OG0001040	LOC6544146|XP_001973001.2|DERE	LOC110190324|XP_020816379.1|DSER
OG0001040	LOC6554287|XP_001981755.1|DERE, LOC6554286|XP_001981754.1|DERE	LOC110186538|XP_020811401.1|DSER
OG0001041	LOC6553467|XP_001979367.1|DERE, LOC6553468|XP_001979368.2|DERE, LOC26526221|XP_026831865.1|DERE	LOC110191362|XP_020817870.1|DSER
OG0001042	LOC6554967|XP_001981139.1|DERE	LOC110186562|XP_020811426.1|DSER
OG0001043	LOC6550779|XP_026838079.1|DERE	LOC110179448|XP_020802655.1|DSER
OG0001044	LOC6541144|XP_001970584.1|DERE	LOC110179622|XP_020802892.1|DSER
OG0001045	LOC6548979|XP_026836696.1|DERE	LOC110177707|XP_020800205.1|DSER
OG0001046	LOC6546760|XP_001974550.1|DERE, LOC6546761|XP_001974551.1|DERE	LOC110191181|XP_020817606.1|DSER
OG0001047	LOC6549639|XP_001975757.1|DERE	LOC110176237|XP_020798197.1|DSER, LOC110180086|XP_020803372.1|DSER, LOC110179213|XP_020802306.1|DSER
OG0001048	LOC6548153|XP_001975116.1|DERE	LOC110177668|XP_020800149.1|DSER
OG0001049	LOC6544186|XP_026833011.1|DERE	LOC110190262|XP_020816286.1|DSER
OG0001050	LOC6544220|XP_026833486.1|DERE	LOC110187589|XP_020812637.1|DSER, LOC110183595|XP_020807568.1|DSER
OG0001051	LOC6542025|XP_001969346.1|DERE	LOC110177900|XP_020800528.1|DSER
OG0001052	LOC6543466|XP_001970289.1|DERE	LOC110183831|XP_020807843.1|DSER
OG0001053	LOC6550993|XP_026837762.1|DERE	LOC110176117|XP_020798013.1|DSER
OG0001054	LOC6554883|XP_026832935.1|DERE	LOC110177291|XP_020799612.1|DSER
OG0001055	LOC6553970|XP_001980528.1|DERE	LOC110186865|XP_020811817.1|DSER
OG0001055	LOC6553969|XP_001980527.1|DERE	LOC110186425|XP_020811266.1|DSER
OG0001056	LOC6549436|XP_001974407.1|DERE	LOC110190878|XP_020817194.1|DSER
OG0001056	LOC6550667|XP_001977995.1|DERE	LOC110179638|XP_020802909.1|DSER
OG0001057	LOC6542130|XP_001969295.1|DERE	LOC110183748|XP_020807763.1|DSER
OG0001058	LOC6551182|XP_001978365.1|DERE	LOC110181217|XP_020804564.1|DSER, LOC110181219|XP_020804565.1|DSER, LOC110180178|XP_020803498.1|DSER, LOC110180084|XP_020803368.1|DSER, LOC110179521|XP_020802757.1|DSER
OG0001059	LOC6545756|XP_026833951.1|DERE	LOC110178933|XP_020801884.1|DSER
OG0001060	LOC6552491|XP_001979840.1|DERE	LOC110189498|XP_020815265.1|DSER
OG0001061	LOC6552161|XP_001980713.1|DERE	LOC110188490|XP_020813879.1|DSER
OG0001061	LOC6552160|XP_001980712.1|DERE	LOC110188491|XP_020813880.1|DSER
OG0001062	LOC6552711|XP_001979003.1|DERE	LOC110188781|XP_020814291.1|DSER
OG0001062	LOC6553072|XP_001979093.1|DERE	LOC110188774|XP_020814279.1|DSER
OG0001063	LOC6550188|XP_015010649.2|DERE	LOC110181545|XP_020804987.1|DSER
OG0001063	LOC6550185|XP_001978324.1|DERE	LOC110182188|XP_020805855.1|DSER
OG0001064	LOC6551263|XP_001978378.1|DERE	LOC110180209|XP_020803524.1|DSER
OG0001064	LOC6551650|XP_001978564.1|DERE	LOC110184590|XP_020808840.1|DSER
OG0001065	LOC6541313|XP_001969129.2|DERE	LOC110181416|XP_020804816.1|DSER
OG0001066	LOC6550495|XP_001977810.1|DERE	LOC110180200|XP_020803512.1|DSER
OG0001067	LOC6540934|XP_015015365.1|DERE	LOC110185836|XP_020810502.1|DSER
OG0001067	LOC26526039|XP_015015436.1|DERE	LOC110185838|XP_020810504.1|DSER
OG0001068	LOC6544502|XP_026833127.1|DERE	LOC110176304|XP_020798284.1|DSER
OG0001068	LOC6544380|XP_001972469.2|DERE	LOC110178886|XP_020801818.1|DSER
OG0001069	LOC6548070|XP_001976611.1|DERE	LOC110179339|XP_020802505.1|DSER, LOC110178505|XP_020801317.1|DSER
OG0001070	LOC6553071|XP_001979092.3|DERE	LOC110191904|XP_020818548.1|DSER
OG0001072	LOC6544615|XP_001972449.1|DERE	LOC110179032|XP_020802045.1|DSER
OG0001072	LOC6555677|XP_026837526.1|DERE	LOC110182209|XP_020805895.1|DSER
OG0001073	LOC6555256|XP_001981637.3|DERE	LOC110186981|XP_020811993.1|DSER
OG0001074	LOC6549461|XP_026836666.1|DERE	LOC110179292|XP_020802475.1|DSER
OG0001075	LOC6545662|XP_001971666.1|DERE	LOC110190549|XP_020816758.1|DSER
OG0001077	LOC6544999|XP_001973846.1|DERE	LOC110180480|XP_020803823.1|DSER
OG0001077	LOC6544293|XP_001973132.1|DERE	LOC110179986|XP_020803235.1|DSER
OG0001078	LOC6550296|XP_001977698.1|DERE	LOC110181859|XP_020805437.1|DSER
OG0001079	LOC6543724|XP_001971867.1|DERE	LOC110183567|XP_020807532.1|DSER
OG0001080	LOC6545538|XP_001971103.1|DERE	LOC110188394|XP_020813775.1|DSER
OG0001081	LOC6553830|XP_026831431.1|DERE	LOC110188255|XP_020813599.1|DSER
OG0001082	LOC6547732|XP_026836643.1|DERE	LOC110182906|XP_020806724.1|DSER
OG0001083	LOC6545658|XP_026833980.1|DERE	LOC110190515|XP_020816706.1|DSER
OG0001084	LOC6541480|XP_026835126.1|DERE	LOC110189244|XP_020814906.1|DSER
OG0001085	LOC6542620|XP_001970808.2|DERE	LOC110189390|XP_020815099.1|DSER
OG0001086	LOC6548122|XP_001976536.1|DERE	LOC110191634|XP_020818184.1|DSER
OG0001087	LOC6541276|XP_026834873.1|DERE, LOC6541801|XP_026834006.1|DERE	LOC110183183|XP_020807032.1|DSER
OG0001088	LOC6545473|XP_001971585.1|DERE	LOC110190671|XP_020816935.1|DSER
OG0001089	LOC6543830|XP_026832275.1|DERE	LOC110183572|XP_020807539.1|DSER
OG0001090	LOC6546232|XP_001971791.3|DERE	LOC110178624|XP_020801468.1|DSER
OG0001092	LOC6542602|XP_001968937.1|DERE	LOC110185798|XP_020810460.1|DSER
OG0001093	LOC6543506|XP_001969516.1|DERE	LOC110186006|XP_020810699.1|DSER
OG0001094	LOC6543515|XP_026834869.1|DERE	LOC110185938|XP_020810612.1|DSER
OG0001095	LOC6547331|XP_001974791.1|DERE	LOC110177854|XP_020800460.1|DSER
OG0001096	LOC6549228|XP_001974353.1|DERE	LOC110187519|XP_020812573.1|DSER, LOC110187490|XP_020812539.1|DSER, LOC110179885|XP_020803145.1|DSER
OG0001097	LOC113564597|XP_026838609.1|DERE	LOC110184028|XP_020808051.1|DSER, LOC110184029|XP_020808052.1|DSER
OG0001097	LOC26526510|XP_026838608.1|DERE	LOC110182849|XP_020806643.1|DSER
OG0001099	LOC6546179|XP_026833536.1|DERE	LOC110189944|XP_020815890.1|DSER, LOC110190067|XP_020816032.1|DSER
OG0001100	LOC26526295|XP_026839310.1|DERE	LOC110188035|XP_020813231.1|DSER
OG0001101	LOC6548229|XP_026835824.1|DERE	LOC110182198|XP_020805874.1|DSER
OG0001102	LOC6545871|XP_001972722.3|DERE	LOC110185321|XP_020809746.1|DSER
OG0001103	LOC6552618|XP_001979864.1|DERE	LOC110191011|XP_020817388.1|DSER
OG0001104	LOC6546833|XP_015011601.1|DERE	LOC110178278|XP_020801006.1|DSER
OG0001105	LOC6546892|XP_001975973.1|DERE, LOC6550418|XP_001977803.1|DERE	LOC110175972|XP_020797825.1|DSER
OG0001106	LOC6555877|XP_015008636.1|DERE	LOC110185475|XP_020809997.1|DSER
OG0001108	LOC6554790|XP_001981987.1|DERE	LOC110186150|XP_020810860.1|DSER
OG0001108	LOC6554838|XP_001981994.1|DERE	LOC110186164|XP_020810874.1|DSER
OG0001109	LOC6549551|XP_001975639.1|DERE	LOC110189191|XP_020814818.1|DSER
OG0001109	LOC6549552|XP_026836298.1|DERE	LOC110189193|XP_020814820.1|DSER
OG0001110	LOC6544289|XP_001973717.1|DERE	LOC110185028|XP_020809339.1|DSER, LOC110185116|XP_020809467.1|DSER, LOC110179822|XP_020803086.1|DSER
OG0001111	LOC6547537|XP_001976303.1|DERE	LOC110181137|XP_020804470.1|DSER
OG0001111	LOC6547536|XP_026836454.1|DERE, LOC6547535|XP_026836503.1|DERE	LOC110190928|XP_020817255.1|DSER
OG0001112	LOC6547690|XP_001976370.1|DERE	LOC110177954|XP_020800603.1|DSER
OG0001113	LOC26526204|XP_015015471.1|DERE	LOC110185835|XP_020810501.1|DSER
OG0001113	LOC6541977|XP_001969016.1|DERE	LOC110185837|XP_020810503.1|DSER
OG0001114	LOC6543176|XP_001969910.1|DERE	LOC110183424|XP_020807362.1|DSER
OG0001114	LOC6542998|XP_001969911.1|DERE	LOC110183423|XP_020807361.1|DSER
OG0001115	LOC26526176|XP_015012756.2|DERE, LOC6549177|XP_001974366.2|DERE, LOC6549178|XP_001974367.2|DERE	LOC110179880|XP_020803136.1|DSER, LOC110187500|XP_020812552.1|DSER
OG0001116	LOC6543428|XP_001969062.1|DERE	LOC110191674|XP_020818245.1|DSER
OG0001116	LOC6542872|XP_001969063.3|DERE	LOC110191673|XP_020818243.1|DSER
OG0001117	LOC6546393|XP_001972883.1|DERE	LOC110178961|XP_020801923.1|DSER, LOC110178954|XP_020801915.1|DSER
OG0001118	LOC6550617|XP_001978002.2|DERE	LOC110189172|XP_020814802.1|DSER
OG0001119	LOC6544440|XP_001973810.2|DERE	LOC110183954|XP_020807971.1|DSER
OG0001120	LOC6554756|XP_015009336.1|DERE	LOC110190896|XP_020817214.1|DSER
OG0001122	LOC6543862|XP_001971089.1|DERE	LOC110178657|XP_020801507.1|DSER
OG0001124	LOC6556243|XP_001983074.2|DERE, LOC6552358|XP_026839828.1|DERE, LOC113564848|XP_026839556.1|DERE	LOC110191214|XP_020817639.1|DSER
OG0001125	LOC6553716|XP_001979427.2|DERE	LOC110188383|XP_020813761.1|DSER
OG0001126	LOC113563973|XP_026833926.1|DERE, LOC6544675|XP_026832254.1|DERE	LOC110176234|XP_020798187.1|DSER
OG0001127	LOC6544379|XP_001972468.1|DERE	LOC110178887|XP_020801819.1|DSER
OG0001128	LOC6546950|XP_001974600.2|DERE	LOC110177911|XP_020800541.1|DSER
OG0001129	LOC6540722|XP_026834707.1|DERE	LOC110185865|XP_020810533.1|DSER
OG0001130	LOC6540989|XP_001969367.1|DERE	LOC110183191|XP_020807053.1|DSER
OG0001131	LOC6555851|XP_026839285.1|DERE	LOC110185470|XP_020809985.1|DSER
OG0001133	LOC6549041|XP_026835641.1|DERE	LOC110182695|XP_020806449.1|DSER
OG0001134	LOC6547384|XP_026836227.1|DERE	LOC110178469|XP_020801271.1|DSER
OG0001135	LOC6552839|XP_001979872.1|DERE	LOC110191174|XP_020817596.1|DSER
OG0001136	LOC6552418|XP_026839613.1|DERE	LOC110186892|XP_020811850.1|DSER
OG0001137	LOC6552901|XP_026836196.1|DERE	LOC110186364|XP_020811172.1|DSER
OG0001138	LOC6545499|XP_001971101.1|DERE	LOC110188494|XP_020813883.1|DSER
OG0001139	LOC6545017|XP_001972607.3|DERE	LOC110177508|XP_020799921.1|DSER
OG0001140	LOC6554892|XP_001982247.1|DERE	LOC110188665|XP_020814117.1|DSER
OG0001140	LOC26526238|XP_026839356.1|DERE	LOC110178049|XP_020800721.1|DSER
