Orthogroup	DERE.longest_only	DEUG.longest_only
OG0001086	LOC6548122|XP_001976536.1|DERE	LOC108107212|XP_017070117.1|DEUG
OG0001087	LOC6541276|XP_026834873.1|DERE	LOC108111859|XP_017076975.1|DEUG
OG0001087	LOC6541801|XP_026834006.1|DERE	LOC108112193|XP_017077497.1|DEUG
OG0001088	LOC6545473|XP_001971585.1|DERE	LOC108108325|XP_017071841.1|DEUG
OG0001089	LOC6543830|XP_026832275.1|DERE	LOC108108186|XP_017071621.1|DEUG
OG0001090	LOC6546232|XP_001971791.3|DERE	LOC108108088|XP_017071466.1|DEUG
OG0001092	LOC6550658|XP_001978066.1|DERE	LOC108110034|XP_017074373.1|DEUG
OG0001092	LOC6542602|XP_001968937.1|DERE	LOC108105828|XP_017068061.1|DEUG
OG0001093	LOC6543506|XP_001969516.1|DERE	LOC108105734|XP_017067938.1|DEUG
OG0001094	LOC6543515|XP_026834869.1|DERE	LOC108105863|XP_017068125.1|DEUG, LOC108105740|XP_017067943.1|DEUG
OG0001095	LOC6547331|XP_001974791.1|DERE	LOC108111962|XP_017077154.1|DEUG
OG0001096	LOC6549228|XP_001974353.1|DERE	LOC108105692|XP_017067891.1|DEUG
OG0001097	LOC113564597|XP_026838609.1|DERE	LOC108118342|XP_017086472.1|DEUG
OG0001097	LOC26526510|XP_026838608.1|DERE	LOC108118113|XP_017086152.1|DEUG
OG0001098	LOC6544571|XP_026832795.1|DERE	LOC108114568|XP_017081108.1|DEUG
OG0001099	LOC6546179|XP_026833536.1|DERE	LOC108114695|XP_017081281.1|DEUG
OG0001100	LOC6552413|XP_015009669.1|DERE, LOC26526367|XP_026831715.1|DERE	LOC108112878|XP_017078710.1|DEUG
OG0001100	LOC26526295|XP_026839310.1|DERE	LOC108104202|XP_017065632.1|DEUG
OG0001101	LOC6548229|XP_026835824.1|DERE	LOC108112470|XP_017077810.1|DEUG
OG0001102	LOC6545871|XP_001972722.3|DERE	LOC108105972|XP_017068264.1|DEUG
OG0001103	LOC6552618|XP_001979864.1|DERE	LOC108111469|XP_017076429.1|DEUG
OG0001104	LOC6546833|XP_015011601.1|DERE	LOC108106372|XP_017068851.1|DEUG
OG0001105	LOC6550418|XP_001977803.1|DERE	LOC108106761|XP_017069490.1|DEUG
OG0001106	LOC6555877|XP_015008636.1|DERE	LOC108108824|XP_017072513.1|DEUG
OG0001108	LOC6554790|XP_001981987.1|DERE	LOC108116527|XP_017083954.1|DEUG
OG0001108	LOC6554838|XP_001981994.1|DERE	LOC108116554|XP_017083980.1|DEUG
OG0001109	LOC6549551|XP_001975639.1|DERE	LOC108106359|XP_017068829.1|DEUG
OG0001109	LOC6549552|XP_026836298.1|DERE	LOC108106303|XP_017068763.1|DEUG
OG0001110	LOC6544289|XP_001973717.1|DERE	LOC108108719|XP_017072341.1|DEUG
OG0001111	LOC6547537|XP_001976303.1|DERE	LOC108112304|XP_017077619.1|DEUG
OG0001111	LOC6547536|XP_026836454.1|DERE, LOC6547535|XP_026836503.1|DERE	LOC108112139|XP_017077376.1|DEUG
OG0001112	LOC6547690|XP_001976370.1|DERE	LOC108112362|XP_017077681.1|DEUG
OG0001113	LOC26526204|XP_015015471.1|DERE	LOC108105188|XP_017067128.1|DEUG
OG0001113	LOC6541977|XP_001969016.1|DERE	LOC108105190|XP_017067130.1|DEUG
OG0001114	LOC6543176|XP_001969910.1|DERE	LOC108110859|XP_017075594.1|DEUG
OG0001114	LOC6542998|XP_001969911.1|DERE	LOC108110860|XP_017075595.1|DEUG
OG0001115	LOC26526176|XP_015012756.2|DERE	LOC108105712|XP_017067916.1|DEUG
OG0001115	LOC6549177|XP_001974366.2|DERE, LOC6549178|XP_001974367.2|DERE	LOC108105673|XP_017067861.1|DEUG
OG0001116	LOC6543428|XP_001969062.1|DERE	LOC108106482|XP_017069049.1|DEUG
OG0001116	LOC6542872|XP_001969063.3|DERE	LOC108106480|XP_017069047.1|DEUG
OG0001117	LOC6546393|XP_001972883.1|DERE	LOC108108419|XP_017071959.1|DEUG
OG0001118	LOC6550617|XP_001978002.2|DERE	LOC108103960|XP_017065218.1|DEUG
OG0001119	LOC6544440|XP_001973810.2|DERE	LOC108113663|XP_017079828.1|DEUG
OG0001120	LOC6554756|XP_015009336.1|DERE	LOC108115718|XP_017082780.1|DEUG
OG0001122	LOC6543862|XP_001971089.1|DERE	LOC108102869|XP_017063564.1|DEUG
OG0001124	LOC6556243|XP_001983074.2|DERE, LOC6552358|XP_026839828.1|DERE, LOC113564848|XP_026839556.1|DERE	LOC108117295|XP_017085139.1|DEUG
OG0001125	LOC6553716|XP_001979427.2|DERE	LOC108117323|XP_017085183.1|DEUG
OG0001126	LOC6544675|XP_026832254.1|DERE	LOC108107634|XP_017070693.1|DEUG
OG0001127	LOC6544379|XP_001972468.1|DERE	LOC108107948|XP_017071269.1|DEUG
OG0001128	LOC6546950|XP_001974600.2|DERE	LOC108113115|XP_017079102.1|DEUG
OG0001129	LOC6540722|XP_026834707.1|DERE	LOC108102497|XP_017063009.1|DEUG
OG0001130	LOC6540989|XP_001969367.1|DERE	LOC108110947|XP_017075729.1|DEUG
OG0001131	LOC6555851|XP_026839285.1|DERE	LOC108102344|XP_017062674.1|DEUG
OG0001133	LOC6549041|XP_026835641.1|DERE	LOC108115470|XP_017082413.1|DEUG
OG0001134	LOC6547384|XP_026836227.1|DERE	LOC108109218|XP_017073171.1|DEUG
OG0001135	LOC6552839|XP_001979872.1|DERE	LOC108116970|XP_017084618.1|DEUG
OG0001136	LOC6552418|XP_026839613.1|DERE	LOC108112745|XP_017078476.1|DEUG
OG0001137	LOC6552901|XP_026836196.1|DERE	LOC108109408|XP_017073395.1|DEUG
OG0001138	LOC6545499|XP_001971101.1|DERE	LOC108102849|XP_017063535.1|DEUG
OG0001140	LOC6554892|XP_001982247.1|DERE	LOC108115621|XP_017082658.1|DEUG
OG0001141	LOC6553447|XP_001979374.1|DERE	LOC108110262|XP_017074739.1|DEUG
OG0001142	LOC6553527|XP_001979402.1|DERE	LOC108117150|XP_017084899.1|DEUG
OG0001142	LOC6553528|XP_001979403.1|DERE	LOC108117151|XP_017084900.1|DEUG
OG0001143	LOC6540581|XP_001968897.1|DERE	LOC108105779|XP_017067993.1|DEUG
OG0001144	LOC6553415|XP_001979267.1|DERE	LOC108115092|XP_017081829.1|DEUG
OG0001144	LOC6548311|XP_001975324.2|DERE	LOC108112884|XP_017078720.1|DEUG
OG0001145	LOC6541208|XP_001969170.1|DERE	LOC108104766|XP_017066491.1|DEUG
OG0001145	LOC6542654|XP_001969169.1|DERE	LOC108104869|XP_017066684.1|DEUG
OG0001146	LOC6551736|XP_001978607.1|DERE	LOC108103451|XP_017064428.1|DEUG
OG0001147	LOC6546396|XP_026832757.1|DERE, LOC6546355|XP_001972887.2|DERE, LOC113563855|XP_026832180.1|DERE	LOC108108420|XP_017071960.1|DEUG, LOC108108421|XP_017071961.1|DEUG
OG0001148	LOC6542365|XP_001968594.1|DERE	LOC108110992|XP_017075789.1|DEUG
OG0001149	LOC6544073|XP_001971432.1|DERE	LOC108104894|XP_017066714.1|DEUG, LOC108104899|XP_017066719.1|DEUG
OG0001150	LOC6549316|XP_001974487.1|DERE	LOC108112248|XP_017077559.1|DEUG
OG0001151	LOC6554081|XP_001979519.2|DERE	LOC108117042|XP_017084703.1|DEUG, LOC108115411|XP_017082337.1|DEUG, LOC108108972|XP_017072720.1|DEUG
OG0001151	LOC6554080|XP_001979518.1|DERE	LOC108117312|XP_017085170.1|DEUG, LOC108117311|XP_017085169.1|DEUG
OG0001152	LOC6542854|XP_001969392.1|DERE	LOC108115257|XP_017082102.1|DEUG
OG0001153	LOC6548015|XP_026836900.1|DERE	LOC108107279|XP_017070209.1|DEUG
OG0001154	LOC6542013|XP_015014406.1|DERE	LOC108111042|XP_017075859.1|DEUG
OG0001155	LOC6551547|XP_001978458.1|DERE	LOC108109723|XP_017073857.1|DEUG
OG0001157	LOC6553654|XP_001980303.1|DERE	LOC108116892|XP_017084483.1|DEUG
OG0001158	LOC6540730|XP_026834891.1|DERE	LOC108115526|XP_017082517.1|DEUG
OG0001159	LOC6554771|XP_001981357.3|DERE	LOC108115970|XP_017083096.1|DEUG
OG0001160	LOC6553578|XP_001979249.1|DERE	LOC108115152|XP_017081951.1|DEUG
OG0001161	LOC6552623|XP_015010212.1|DERE	LOC108116861|XP_017084412.1|DEUG
OG0001162	LOC6551798|XP_001980811.1|DERE	LOC108110300|XP_017074801.1|DEUG
OG0001163	LOC6553611|XP_026832768.1|DERE	LOC108116914|XP_017084534.1|DEUG
OG0001164	LOC6555406|XP_001982326.1|DERE	LOC108115670|XP_017082724.1|DEUG
OG0001165	LOC6547899|XP_001976393.1|DERE	LOC108109040|XP_017072827.1|DEUG
OG0001166	LOC6546493|XP_001971279.2|DERE, LOC113563696|XP_026832703.1|DERE	LOC108107685|XP_017070763.1|DEUG
OG0001167	LOC6542973|XP_026835168.1|DERE	LOC108104883|XP_017066699.1|DEUG
OG0001168	LOC6547045|XP_001974634.1|DERE	LOC108112979|XP_017078876.1|DEUG
OG0001169	LOC6550146|XP_001977543.1|DERE	LOC108105389|XP_017067422.1|DEUG
OG0001170	LOC6554520|XP_001982157.1|DERE	LOC108108835|XP_017072530.1|DEUG
OG0001172	LOC6548218|XP_001975076.1|DERE	LOC108109224|XP_017073183.1|DEUG
OG0001173	LOC6554295|XP_001981063.1|DERE	LOC108109351|XP_017073300.1|DEUG
OG0001174	LOC6545210|XP_001972101.1|DERE	LOC108107532|XP_017070562.1|DEUG, LOC108107533|XP_017070563.1|DEUG
OG0001175	LOC6546762|XP_001974552.1|DERE	LOC108112577|XP_017078087.1|DEUG
OG0001176	LOC6549417|XP_001975650.1|DERE	LOC108106448|XP_017068983.1|DEUG
OG0001177	LOC6549398|XP_026836077.1|DERE	LOC108103071|XP_017063904.1|DEUG
OG0001178	LOC6547609|XP_001974969.2|DERE	LOC108108976|XP_017072721.1|DEUG
OG0001179	LOC6546862|XP_001976058.1|DERE	LOC108106560|XP_017069213.1|DEUG
OG0001180	LOC6555868|XP_026839017.1|DERE	LOC108108898|XP_017072613.1|DEUG
OG0001181	LOC6544519|XP_001973059.1|DERE	LOC108104295|XP_017065756.1|DEUG
OG0001182	LOC6554438|XP_015009316.1|DERE	LOC108116651|XP_017084129.1|DEUG
OG0001183	LOC6554014|XP_026831973.1|DERE	LOC108116403|XP_017083763.1|DEUG
OG0001184	LOC6551748|XP_001979698.3|DERE	LOC108105260|XP_017067229.1|DEUG
OG0001185	LOC113563928|XP_026833309.1|DERE	LOC108105589|XP_017067724.1|DEUG
OG0001186	LOC6553429|XP_001979235.1|DERE	LOC108115168|XP_017081976.1|DEUG
OG0001187	LOC6549073|XP_026835657.1|DERE	LOC108106671|XP_017069391.1|DEUG
OG0001188	LOC6546714|XP_001975875.1|DERE	LOC108112844|XP_017078645.1|DEUG
OG0001189	LOC6547324|XP_001976331.1|DERE	LOC108113326|XP_017079372.1|DEUG
OG0001190	LOC6549983|XP_026837292.1|DERE	LOC108102416|XP_017062872.1|DEUG
OG0001191	LOC6542368|XP_001969283.2|DERE	LOC108108517|XP_017072080.1|DEUG
OG0001192	LOC6542870|XP_001970075.2|DERE	LOC108106858|XP_017069591.1|DEUG
OG0001193	LOC6553452|XP_026838909.1|DERE	LOC108110258|XP_017074735.1|DEUG
OG0001194	LOC6555802|XP_026838946.1|DERE, LOC6555807|XP_015008775.1|DERE	LOC108105500|XP_017067609.1|DEUG
OG0001195	LOC6542351|XP_001970484.2|DERE	LOC108105403|XP_017067436.1|DEUG
OG0001196	LOC6550586|XP_026837451.1|DERE	LOC108103363|XP_017064297.1|DEUG
OG0001197	LOC6554589|XP_001981545.1|DERE	LOC108115769|XP_017082827.1|DEUG
OG0001197	LOC6554910|XP_001982232.1|DERE	LOC108115665|XP_017082717.1|DEUG
OG0001198	LOC6555388|XP_001982344.1|DERE	LOC108109416|XP_017073402.1|DEUG, LOC108109417|XP_017073403.1|DEUG, LOC108109418|XP_017073404.1|DEUG
OG0001198	LOC6555424|XP_001982343.1|DERE	LOC108109424|XP_017073412.1|DEUG
OG0001200	LOC6549572|XP_026836334.1|DERE	LOC108118452|XP_017086659.1|DEUG
OG0001201	LOC6554821|XP_001981802.1|DERE	LOC108113717|XP_017079887.1|DEUG
OG0001202	LOC6549979|XP_001978752.1|DERE	LOC108102421|XP_017062887.1|DEUG
OG0001203	LOC6555832|XP_001982698.1|DERE	LOC108102342|XP_017062667.1|DEUG
OG0001204	LOC6540728|XP_001969571.1|DERE	LOC108105878|XP_017068143.1|DEUG
OG0001205	LOC6552812|XP_001978943.2|DERE	LOC108115325|XP_017082222.1|DEUG
OG0001206	LOC6553695|XP_026831638.1|DERE	LOC108117134|XP_017084871.1|DEUG
OG0001207	LOC6549664|XP_026837731.1|DERE	LOC108103973|XP_017065239.1|DEUG
OG0001208	LOC6551453|XP_001977278.2|DERE	LOC108109684|XP_017073771.1|DEUG
OG0001209	LOC6553710|XP_026831674.1|DERE	LOC108116950|XP_017084591.1|DEUG
OG0001210	LOC6550627|XP_001978166.2|DERE	LOC108102996|XP_017063800.1|DEUG
OG0001212	LOC6550867|XP_001978227.1|DERE	LOC108102904|XP_017063615.1|DEUG
OG0001213	LOC6552120|XP_001979727.1|DERE	LOC108111568|XP_017076579.1|DEUG
OG0001214	LOC6554916|XP_001982238.1|DERE	LOC108115699|XP_017082758.1|DEUG
OG0001215	LOC6552713|XP_026831440.1|DERE	LOC108115319|XP_017082212.1|DEUG
OG0001216	LOC6552772|XP_001979957.2|DERE	LOC108105231|XP_017067188.1|DEUG
OG0001217	LOC6548324|XP_001973939.2|DERE	LOC108113253|XP_017079294.1|DEUG
OG0001218	LOC6554519|XP_001982156.1|DERE	LOC108108836|XP_017072532.1|DEUG
OG0001220	LOC6543155|XP_001970651.1|DERE	LOC108112213|XP_017077519.1|DEUG
OG0001221	LOC6547787|XP_026836644.1|DERE	LOC108109208|XP_017073139.1|DEUG
OG0001222	LOC6555040|XP_026831439.1|DERE	LOC108116068|XP_017083272.1|DEUG
OG0001223	LOC6541021|XP_001970869.3|DERE	LOC108113659|XP_017079820.1|DEUG, LOC108118064|XP_017086096.1|DEUG
OG0001224	LOC6548498|XP_001975311.1|DERE	LOC108112183|XP_017077481.1|DEUG
OG0001225	LOC6543112|XP_026834471.1|DERE	LOC108112620|XP_017078202.1|DEUG
OG0001226	LOC6547174|XP_001976091.1|DERE	LOC108106425|XP_017068943.1|DEUG
OG0001227	LOC6541093|XP_015014849.1|DERE	LOC108106906|XP_017069644.1|DEUG
OG0001228	LOC113564521|XP_026837926.1|DERE	LOC108110090|XP_017074471.1|DEUG
OG0001229	LOC6541715|XP_026838627.1|DERE	LOC108117581|XP_017085572.1|DEUG
OG0001230	LOC6548529|XP_001975369.1|DERE	LOC108113038|XP_017078959.1|DEUG
OG0001231	LOC6548545|XP_001973923.1|DERE	LOC108117464|XP_017085375.1|DEUG
OG0001232	LOC6541378|XP_001970225.1|DERE	LOC108118322|XP_017086429.1|DEUG, LOC108106085|XP_017068433.1|DEUG, LOC108118323|XP_017086430.1|DEUG
OG0001233	LOC6541493|XP_026835028.1|DERE	LOC108107159|XP_017070058.1|DEUG
OG0001234	LOC6548779|XP_001975434.1|DERE	LOC108112788|XP_017078558.1|DEUG
OG0001235	LOC6540819|XP_001968183.1|DERE	LOC108110729|XP_017075409.1|DEUG
OG0001236	LOC6545231|XP_001973465.3|DERE	LOC108113933|XP_017080129.1|DEUG
OG0001237	LOC6553936|XP_026839887.1|DERE	LOC108117102|XP_017084807.1|DEUG
OG0001238	LOC6554410|XP_026838513.1|DERE	LOC108113593|XP_017079727.1|DEUG
OG0001239	LOC6553742|XP_001980360.2|DERE	LOC108117165|XP_017084928.1|DEUG
OG0001240	LOC6554398|XP_026839734.1|DERE	LOC108113540|XP_017079624.1|DEUG, LOC108109093|XP_017072966.1|DEUG
OG0001241	LOC6546818|XP_001975928.1|DERE	LOC108106310|XP_017068770.1|DEUG
OG0001242	LOC6550330|XP_026838219.1|DERE	LOC108105099|XP_017067023.1|DEUG
OG0001243	LOC6545346|XP_015012980.1|DERE	LOC108108761|XP_017072415.1|DEUG
OG0001244	LOC6552764|XP_001979949.1|DERE	LOC108105226|XP_017067183.1|DEUG
OG0001245	LOC6553773|XP_001979440.2|DERE	LOC108117094|XP_017084782.1|DEUG
OG0001246	LOC6548132|XP_001976509.1|DERE	LOC108107415|XP_017070433.1|DEUG
OG0001247	LOC26526228|XP_015015475.1|DERE	LOC108111891|XP_017077014.1|DEUG
OG0001248	LOC6545475|XP_001971587.1|DERE	LOC108108323|XP_017071840.1|DEUG
OG0001249	LOC6554195|XP_026831624.1|DERE	LOC108115924|XP_017083048.1|DEUG
OG0001249	LOC6551192|XP_001977026.1|DERE	LOC108103271|XP_017064172.1|DEUG
OG0001251	LOC6553279|XP_026831633.1|DERE	LOC108115115|XP_017081856.1|DEUG
OG0001251	LOC6553283|XP_001979201.1|DERE	LOC108115113|XP_017081854.1|DEUG
OG0001252	LOC6555165|XP_001981421.2|DERE, LOC6555095|XP_026833415.1|DERE	LOC108116002|XP_017083168.1|DEUG
OG0001253	LOC6546837|XP_026836068.1|DERE	LOC108106373|XP_017068853.1|DEUG
OG0001254	LOC6547736|XP_001974950.2|DERE	LOC108108982|XP_017072727.1|DEUG
OG0001255	LOC6542980|XP_001970630.1|DERE	LOC108113256|XP_017079293.1|DEUG
OG0001256	LOC6548578|XP_001976683.2|DERE	LOC108107247|XP_017070154.1|DEUG
OG0001257	LOC6555838|XP_026839144.1|DERE	LOC108102318|XP_017062581.1|DEUG, LOC108102319|XP_017062583.1|DEUG
OG0001258	LOC6552916|XP_001980979.1|DERE	LOC108109560|XP_017073621.1|DEUG
OG0001259	LOC6555762|XP_001982668.1|DERE	LOC108105520|XP_017067635.1|DEUG
OG0001260	LOC6551952|XP_001980706.1|DERE	LOC108108394|XP_017071937.1|DEUG
OG0001261	LOC6549872|XP_001978653.2|DERE	LOC108115596|XP_017082650.1|DEUG
OG0001262	LOC6543849|XP_001972350.3|DERE	LOC108114300|XP_017080694.1|DEUG
OG0001263	LOC6554157|XP_026839561.1|DERE	LOC108117538|XP_017085530.1|DEUG
OG0001264	LOC6541322|XP_001968615.2|DERE	LOC108111149|XP_017076006.1|DEUG
OG0001265	LOC6555689|XP_015008807.1|DERE	LOC108104412|XP_017065951.1|DEUG
OG0001266	LOC6548086|XP_001975202.2|DERE	LOC108113209|XP_017079232.1|DEUG
OG0001267	LOC6555281|XP_015008835.1|DERE	LOC108115712|XP_017082772.1|DEUG
OG0001268	LOC6551837|XP_001979634.1|DERE	LOC108116851|XP_017084394.1|DEUG
OG0001269	LOC6546997|XP_001976039.1|DERE	LOC108106338|XP_017068804.1|DEUG
OG0001270	LOC6552687|XP_001978950.1|DERE	LOC108115300|XP_017082184.1|DEUG
OG0001271	LOC6542309|XP_001969101.1|DERE	LOC108104861|XP_017066672.1|DEUG
OG0001272	LOC6545961|XP_026832486.1|DERE	LOC108114016|XP_017080255.1|DEUG
OG0001273	LOC6552245|XP_026839525.1|DERE	LOC108111583|XP_017076592.1|DEUG
OG0001274	LOC6545550|XP_001973389.1|DERE	LOC108108055|XP_017071419.1|DEUG
OG0001275	LOC6550628|XP_015011303.1|DERE	LOC108102964|XP_017063751.1|DEUG
OG0001276	LOC6546447|XP_001971816.1|DERE	LOC108108133|XP_017071543.1|DEUG
OG0001277	LOC6546365|XP_001971326.1|DERE	LOC108107683|XP_017070761.1|DEUG
OG0001278	LOC6543976|XP_001972210.1|DERE	LOC108114314|XP_017080714.1|DEUG
OG0001279	LOC6545644|XP_001972165.1|DERE	LOC108117397|XP_017085292.1|DEUG
OG0001280	LOC6544826|XP_026832479.1|DERE	LOC108104650|XP_017066320.1|DEUG
OG0001281	LOC6546026|XP_001971211.2|DERE	LOC108114070|XP_017080316.1|DEUG
OG0001282	LOC6541864|XP_026835270.1|DERE, LOC113564235|XP_026835624.1|DERE	LOC108111183|XP_017076055.1|DEUG
OG0001283	LOC6548769|XP_001975424.1|DERE	LOC108112812|XP_017078599.1|DEUG
OG0001284	LOC6541564|XP_001970923.1|DERE	LOC108113475|XP_017079587.1|DEUG
OG0001285	LOC6545081|XP_001971036.1|DERE	LOC108104709|XP_017066417.1|DEUG
OG0001286	LOC6548746|XP_001974103.1|DERE	LOC108115541|XP_017082534.1|DEUG
OG0001287	LOC6553174|XP_001980010.1|DERE	LOC108103738|XP_017064832.1|DEUG
OG0001288	LOC6542539|XP_001968211.1|DERE	LOC108111144|XP_017076002.1|DEUG
OG0001289	LOC6548956|XP_026836394.1|DERE	LOC108115544|XP_017082536.1|DEUG
OG0001290	LOC6541299|XP_026834189.1|DERE, LOC113564240|XP_026835632.1|DERE	LOC108102515|XP_017063030.1|DEUG
OG0001291	LOC6547993|XP_001976495.1|DERE	LOC108107255|XP_017070173.1|DEUG
OG0001292	LOC6548308|XP_026837047.1|DERE	LOC108112554|XP_017077988.1|DEUG
OG0001293	LOC6550994|XP_001976870.1|DERE	LOC108103548|XP_017064565.1|DEUG
OG0001294	LOC6551990|XP_026832086.1|DERE	LOC108109888|XP_017074183.1|DEUG
OG0001295	LOC6550653|XP_001978043.1|DERE	LOC108110058|XP_017074427.1|DEUG
OG0001296	LOC113564239|XP_026835631.1|DERE, LOC6541458|XP_026834489.1|DERE	LOC108117564|XP_017085561.1|DEUG
OG0001297	LOC6554487|XP_001981932.1|DERE	LOC108117532|XP_017085520.1|DEUG
OG0001298	LOC6553334|XP_001979307.1|DERE	LOC108110268|XP_017074747.1|DEUG
OG0001299	LOC6544268|XP_001971954.1|DERE	LOC108107756|XP_017070916.1|DEUG
OG0001300	LOC6551784|XP_001980597.1|DERE	LOC108118313|XP_017086418.1|DEUG, LOC108116373|XP_017083702.1|DEUG
OG0001301	LOC6542841|XP_001970076.1|DERE	LOC108106892|XP_017069631.1|DEUG
OG0001302	LOC6547451|XP_026836566.1|DERE	LOC108109266|XP_017073239.1|DEUG
OG0001303	LOC6556244|XP_026839555.1|DERE, LOC6552357|XP_001979821.1|DERE, LOC6552355|XP_001979819.1|DERE	LOC108117293|XP_017085138.1|DEUG
OG0001304	LOC6549513|XP_026836132.1|DERE	LOC108106633|XP_017069325.1|DEUG
OG0001305	LOC6552686|XP_026835679.1|DERE	LOC108115301|XP_017082185.1|DEUG
OG0001306	LOC6552486|XP_001979835.1|DERE	LOC108109605|XP_017073660.1|DEUG
OG0001307	LOC6545096|XP_015013259.1|DERE	LOC108107928|XP_017071241.1|DEUG
OG0001308	LOC6555528|XP_026837276.1|DERE	LOC108103305|XP_017064217.1|DEUG
OG0001309	LOC6553357|XP_001980186.1|DERE	LOC108111487|XP_017076463.1|DEUG
OG0001310	LOC6550372|XP_001977853.1|DERE	LOC108105058|XP_017066966.1|DEUG
OG0001311	LOC6550257|XP_026838073.1|DERE	LOC108109935|XP_017074226.1|DEUG
OG0001312	LOC6543867|XP_001972343.1|DERE	LOC108114608|XP_017081159.1|DEUG
OG0001313	LOC6549055|XP_001975577.1|DERE	LOC108106612|XP_017069301.1|DEUG
OG0001314	LOC26526017|XP_015015431.1|DERE	LOC108105879|XP_017068144.1|DEUG
OG0001315	LOC6555559|XP_001982584.1|DERE	LOC108104378|XP_017065884.1|DEUG
OG0001316	LOC6547044|XP_001974633.1|DERE	LOC108112980|XP_017078877.1|DEUG
OG0001316	LOC113564260|XP_026836018.1|DERE	LOC108112370|XP_017077688.1|DEUG
OG0001317	LOC6541183|XP_001968953.2|DERE	LOC108105172|XP_017067101.1|DEUG
OG0001318	LOC113564233|XP_026835622.1|DERE, LOC6541923|XP_001968497.1|DERE	LOC108111081|XP_017075905.1|DEUG
OG0001319	LOC6543463|XP_001969528.1|DERE	LOC108105885|XP_017068157.1|DEUG
OG0001320	LOC6546847|XP_001975949.2|DERE	LOC108106367|XP_017068837.1|DEUG
OG0001321	LOC6547103|XP_001974744.1|DERE	LOC108111906|XP_017077033.1|DEUG
OG0001322	LOC6554010|XP_001980540.3|DERE	LOC108116452|XP_017083855.1|DEUG
OG0001322	LOC6552480|XP_001978917.1|DERE	LOC108115248|XP_017082094.1|DEUG
OG0001323	LOC26526142|XP_015015456.1|DERE	LOC108110633|XP_017075222.1|DEUG
OG0001323	LOC6541565|XP_001968637.2|DERE	LOC108110609|XP_017075196.1|DEUG
OG0001324	LOC6549223|XP_001974457.1|DERE	LOC108118409|XP_017086573.1|DEUG
OG0001325	LOC6552848|XP_001980956.1|DERE	LOC108109428|XP_017073415.1|DEUG
OG0001325	LOC6552847|XP_001980955.1|DERE	LOC108109423|XP_017073410.1|DEUG
OG0001326	LOC6555294|XP_026839773.1|DERE	LOC108111440|XP_017076397.1|DEUG
OG0001328	LOC6550709|XP_026838036.1|DERE	LOC108115210|XP_017082041.1|DEUG
OG0001329	LOC6550002|XP_001977468.1|DERE	LOC108103968|XP_017065231.1|DEUG
OG0001330	LOC6550582|XP_001978183.1|DERE	LOC108102994|XP_017063796.1|DEUG
OG0001331	LOC6555632|XP_001982516.1|DERE	LOC108102432|XP_017062899.1|DEUG
OG0001332	LOC6550077|XP_026837754.1|DERE	LOC108105370|XP_017067395.1|DEUG
OG0001333	LOC6542171|XP_001968537.2|DERE	LOC108111180|XP_017076051.1|DEUG
OG0001334	LOC6555347|XP_026839639.1|DERE	LOC108111436|XP_017076392.1|DEUG
OG0001335	LOC6553840|XP_026839811.1|DERE	LOC108111803|XP_017076884.1|DEUG
OG0001337	LOC6550059|XP_026838050.1|DERE	LOC108103492|XP_017064489.1|DEUG
OG0001338	LOC6548277|XP_001975259.1|DERE	LOC108112477|XP_017077823.1|DEUG
OG0001339	LOC6546591|XP_001975905.2|DERE	LOC108106680|XP_017069400.1|DEUG
OG0001341	LOC6554548|XP_001981949.1|DERE	LOC108117507|XP_017085484.1|DEUG
OG0001342	LOC6554185|XP_001981261.1|DERE	LOC108111430|XP_017076384.1|DEUG
OG0001343	LOC6552718|XP_001979047.1|DERE	LOC108115275|XP_017082123.1|DEUG
OG0001344	LOC6554960|XP_026839874.1|DERE	LOC108104230|XP_017065669.1|DEUG
OG0001345	LOC6552044|XP_001980720.1|DERE	LOC108108376|XP_017071913.1|DEUG
OG0001346	LOC6552501|XP_001980856.2|DERE, LOC6552502|XP_026834514.1|DERE	LOC108112916|XP_017078795.1|DEUG
OG0001347	LOC6549692|XP_001978725.1|DERE	LOC108112572|XP_017078070.1|DEUG
OG0001348	LOC6550033|XP_001977499.1|DERE	LOC108103466|XP_017064450.1|DEUG
OG0001349	LOC6545659|XP_026833979.1|DERE	LOC108109879|XP_017074164.1|DEUG
OG0001350	LOC6544580|XP_026833344.1|DERE	LOC108114706|XP_017081293.1|DEUG
OG0001351	LOC6541096|XP_001969111.1|DERE	LOC108104825|XP_017066603.1|DEUG
OG0001352	LOC6541987|XP_015014695.1|DERE	LOC108110349|XP_017074872.1|DEUG
OG0001353	LOC6544339|XP_026833190.1|DERE	LOC108118223|XP_017086290.1|DEUG
OG0001354	LOC6547922|XP_015012652.1|DERE	LOC108109203|XP_017073133.1|DEUG
OG0001355	LOC6546656|XP_001974499.1|DERE	LOC108113190|XP_017079206.1|DEUG
OG0001356	LOC6551923|XP_026832033.1|DERE	LOC108116506|XP_017083930.1|DEUG
OG0001357	LOC6543839|XP_001971411.1|DERE	LOC108109814|XP_017074028.1|DEUG
OG0001358	LOC6546068|XP_001972809.1|DERE	LOC108108491|XP_017072034.1|DEUG
OG0001359	LOC6541153|XP_001970052.1|DERE	LOC108106931|XP_017069685.1|DEUG
OG0001360	LOC6541940|XP_001969119.1|DERE	LOC108104760|XP_017066484.1|DEUG
