Orthogroup	DERE.longest_only	DSUP.longest_only
OG0000288	LOC6542933|XP_001969603.2|DERE	LOC119546931|XP_037709495.1|DSUP
OG0000288	LOC6541580|XP_001969606.1|DERE	LOC119546166|XP_037708213.1|DSUP
OG0000288	LOC6541400|XP_001969607.1|DERE	LOC119546930|XP_037709494.1|DSUP
OG0000289	LOC6543704|XP_026832685.1|DERE	LOC119555278|XP_037722510.1|DSUP
OG0000289	LOC6543739|XP_026833353.1|DERE	LOC119552544|XP_037718092.1|DSUP
OG0000289	LOC6543703|XP_026833505.1|DERE	LOC119555271|XP_037722503.1|DSUP
OG0000290	LOC26526437|XP_015015507.1|DERE	LOC119549464|XP_037713494.1|DSUP
OG0000290	LOC6543281|XP_001969057.1|DERE	LOC119549667|XP_037713798.1|DSUP
OG0000290	LOC6542141|XP_001969056.1|DERE	LOC119549465|XP_037713495.1|DSUP
OG0000291	LOC6544617|XP_026833968.1|DERE	LOC119553762|XP_037720296.1|DSUP
OG0000292	LOC6546746|XP_001974539.1|DERE	LOC119551580|XP_037716910.1|DSUP
OG0000292	LOC6545379|XP_001972586.1|DERE	LOC119555309|XP_037722556.1|DSUP
OG0000293	LOC6554173|XP_001982115.1|DERE	LOC119560571|XP_037730022.1|DSUP
OG0000293	LOC6543255|XP_001969917.1|DERE	LOC119547401|XP_037710178.1|DSUP
OG0000293	LOC113564847|XP_026839554.1|DERE	LOC119563029|XP_037732155.1|DSUP
OG0000294	LOC6543266|XP_026834080.1|DERE	LOC119548346|XP_037711489.1|DSUP
OG0000294	LOC6551177|XP_026838820.1|DERE	LOC119556226|XP_037724143.1|DSUP
OG0000295	LOC6549134|XP_026836175.1|DERE	LOC119549744|XP_037713914.1|DSUP
OG0000295	LOC6554588|XP_001981544.3|DERE	LOC119557415|XP_037726094.1|DSUP
OG0000295	LOC113564249|XP_026835841.1|DERE	LOC119550279|XP_037714795.1|DSUP
OG0000295	LOC26526225|XP_015015474.1|DERE	LOC119550641|XP_037715407.1|DSUP
OG0000296	LOC6548586|XP_026838685.1|DERE	LOC119547676|XP_037710564.1|DSUP
OG0000296	LOC6545137|XP_001971003.2|DERE	LOC119553390|XP_037719677.1|DSUP
OG0000296	LOC6550768|XP_001976750.1|DERE	LOC119556856|XP_037725256.1|DSUP
OG0000297	LOC6542357|XP_001970467.1|DERE	LOC119550568|XP_037715285.1|DSUP, LOC119550931|XP_037715883.1|DSUP
OG0000298	LOC6550760|XP_026837834.1|DERE	LOC119557563|XP_037726276.1|DSUP
OG0000298	LOC6550759|XP_001976796.1|DERE	LOC119557565|XP_037726277.1|DSUP
OG0000298	LOC6553083|XP_001979078.1|DERE	LOC119557214|XP_037725800.1|DSUP
OG0000299	LOC6552753|XP_026835061.1|DERE	LOC119550548|XP_037715212.1|DSUP
OG0000299	LOC113563703|XP_026839621.1|DERE	LOC119554628|XP_037721555.1|DSUP
OG0000299	LOC6552755|XP_001980293.1|DERE	LOC119554618|XP_037721543.1|DSUP
OG0000300	LOC26526901|XP_015014358.1|DERE	LOC119555430|XP_037722727.1|DSUP
OG0000300	LOC6546348|XP_015013996.1|DERE	LOC119555517|XP_037722869.1|DSUP
OG0000300	LOC6546349|XP_001972896.2|DERE	LOC119555516|XP_037722867.1|DSUP
OG0000301	LOC6555853|XP_001982716.1|DERE	LOC119557972|XP_037727014.1|DSUP
OG0000301	LOC6541875|XP_001970181.1|DERE	LOC119547423|XP_037710205.1|DSUP
OG0000302	LOC6543602|XP_026833828.1|DERE	LOC119553035|XP_037719025.1|DSUP
OG0000302	LOC6543619|XP_001973605.1|DERE	LOC119553036|XP_037719027.1|DSUP
OG0000303	LOC6544449|XP_001972435.1|DERE	LOC119554469|XP_037721312.1|DSUP
OG0000303	LOC26526676|XP_015011471.1|DERE	LOC119556702|XP_037725028.1|DSUP
OG0000303	LOC26526197|XP_015015466.1|DERE	LOC119548434|XP_037711611.1|DSUP
OG0000304	LOC6554737|XP_001981072.2|DERE	LOC119548725|XP_037712149.1|DSUP
OG0000304	LOC6554739|XP_026831735.1|DERE	LOC119548727|XP_037712163.1|DSUP
OG0000304	LOC6554738|XP_026831734.1|DERE	LOC119548733|XP_037712178.1|DSUP
OG0000305	LOC6544562|XP_001973096.1|DERE	LOC119554163|XP_037720880.1|DSUP
OG0000305	LOC6544560|XP_001973094.1|DERE	LOC119554470|XP_037721313.1|DSUP
OG0000305	LOC6544559|XP_001973093.3|DERE	LOC119554561|XP_037721460.1|DSUP
OG0000306	LOC6547877|XP_001976353.1|DERE	LOC119550377|XP_037714952.1|DSUP
OG0000306	LOC6547932|XP_001976357.1|DERE	LOC119550280|XP_037714797.1|DSUP
OG0000306	LOC6551523|XP_001977166.2|DERE	LOC119556224|XP_037724136.1|DSUP
OG0000307	LOC6551965|XP_015010252.1|DERE	LOC119563457|XP_037732788.1|DSUP
OG0000307	LOC6554356|XP_026832001.1|DERE	LOC119563134|XP_037732313.1|DSUP
OG0000308	LOC6541893|XP_001969291.1|DERE	LOC119547885|XP_037710851.1|DSUP
OG0000308	LOC6553745|XP_001980363.1|DERE	LOC119560637|XP_037730117.1|DSUP
OG0000308	LOC6553743|XP_001980361.1|DERE	LOC119560638|XP_037730118.1|DSUP
OG0000308	LOC26526555|XP_015015529.1|DERE	LOC119547663|XP_037710541.1|DSUP
OG0000309	LOC6551970|XP_001980655.2|DERE	LOC119556877|XP_037725284.1|DSUP
OG0000309	LOC6551975|XP_001980660.1|DERE	LOC119560028|XP_037729255.1|DSUP
OG0000309	LOC6551974|XP_001980659.1|DERE	LOC119560022|XP_037729243.1|DSUP, LOC119557476|XP_037726176.1|DSUP
OG0000310	LOC6550871|XP_026837987.1|DERE	LOC119558410|XP_037727870.1|DSUP
OG0000311	LOC6554796|XP_001982227.2|DERE	LOC119549100|XP_037712775.1|DSUP
OG0000311	LOC6553652|XP_001979386.3|DERE	LOC119559754|XP_037728756.1|DSUP
OG0000311	LOC6549783|XP_026837464.1|DERE	LOC119556049|XP_037723771.1|DSUP
OG0000312	LOC6543375|XP_001969294.2|DERE	LOC119548754|XP_037712203.1|DSUP
OG0000312	LOC6542907|XP_026835001.1|DERE	LOC119547235|XP_037709936.1|DSUP
OG0000313	LOC6541763|XP_001969218.1|DERE	LOC119547230|XP_037709918.1|DSUP
OG0000313	LOC6540890|XP_001969558.1|DERE	LOC119546767|XP_037709242.1|DSUP, LOC119546766|XP_037709241.1|DSUP
OG0000314	LOC6540991|XP_026834226.1|DERE	LOC119546240|XP_037708314.1|DSUP
OG0000315	LOC6541717|XP_001968640.3|DERE	LOC119552129|XP_037717845.1|DSUP, LOC119547563|XP_037710392.1|DSUP
OG0000315	LOC6546879|XP_026836861.1|DERE	LOC119550577|XP_037715296.1|DSUP
OG0000315	LOC6542174|XP_026834681.1|DERE	LOC119548123|XP_037711147.1|DSUP
OG0000316	LOC6547237|XP_001974755.1|DERE	LOC119551732|XP_037717161.1|DSUP
OG0000316	LOC6547236|XP_001974754.1|DERE	LOC119551733|XP_037717162.1|DSUP
OG0000317	LOC6554238|XP_001982147.2|DERE	LOC119557210|XP_037725797.1|DSUP
OG0000317	LOC26526820|XP_015009409.1|DERE	LOC119557219|XP_037725819.1|DSUP
OG0000318	LOC6554333|XP_001981297.2|DERE	LOC119553195|XP_037719377.1|DSUP
OG0000318	LOC113563713|XP_026831564.1|DERE	LOC119563037|XP_037732167.1|DSUP
OG0000319	LOC6551810|XP_001980579.1|DERE, LOC6551828|XP_001980589.1|DERE, LOC6551811|XP_001980580.2|DERE	LOC119550402|XP_037714988.1|DSUP, LOC119550410|XP_037715000.1|DSUP, LOC119550427|XP_037715026.1|DSUP, LOC119550419|XP_037715013.1|DSUP
OG0000320	LOC6551773|XP_001980642.2|DERE	LOC119555629|XP_037723080.1|DSUP
OG0000320	LOC6542388|XP_001968653.1|DERE	LOC119547495|XP_037710313.1|DSUP
OG0000320	LOC6553384|XP_001980201.1|DERE	LOC119560473|XP_037729861.1|DSUP
OG0000321	LOC6542704|XP_001969804.1|DERE	LOC119548734|XP_037712174.1|DSUP
OG0000321	LOC6540944|XP_001969805.1|DERE	LOC119548735|XP_037712177.1|DSUP
OG0000322	LOC6553127|XP_001980072.1|DERE	LOC119560924|XP_037730572.1|DSUP
OG0000322	LOC6555729|XP_026838878.1|DERE	LOC119557233|XP_037725842.1|DSUP
OG0000322	LOC6551711|XP_026837676.1|DERE	LOC119556485|XP_037724668.1|DSUP
OG0000323	LOC6543162|XP_001969586.2|DERE	LOC119547612|XP_037710464.1|DSUP
OG0000323	LOC6554972|XP_026839756.1|DERE	LOC119560269|XP_037729567.1|DSUP
OG0000323	LOC6554971|XP_026839682.1|DERE	LOC119563462|XP_037732802.1|DSUP
OG0000324	LOC6549548|XP_001975754.1|DERE	LOC119549257|XP_037713092.1|DSUP
OG0000325	LOC6544993|XP_001973285.1|DERE	LOC119553256|XP_037719470.1|DSUP
OG0000325	LOC6544995|XP_001973287.1|DERE	LOC119554358|XP_037721153.1|DSUP
OG0000327	LOC6541164|XP_001970615.2|DERE	LOC119551896|XP_037717426.1|DSUP
OG0000327	LOC6541825|XP_001970616.1|DERE	LOC119551833|XP_037717331.1|DSUP
OG0000327	LOC6541106|XP_001970617.1|DERE	LOC119551879|XP_037717402.1|DSUP
OG0000328	LOC6548254|XP_001976619.2|DERE	LOC119549853|XP_037714076.1|DSUP
OG0000328	LOC6546183|XP_001972276.1|DERE	LOC119552536|XP_037718083.1|DSUP
OG0000328	LOC6546182|XP_001972275.1|DERE	LOC119553612|XP_037719998.1|DSUP
OG0000329	LOC6542862|XP_001969209.1|DERE	LOC119546773|XP_037709252.1|DSUP
OG0000329	LOC6540844|XP_001970046.1|DERE	LOC119548430|XP_037711602.1|DSUP
OG0000329	LOC113564148|XP_026835491.1|DERE	LOC119548554|XP_037711779.1|DSUP
OG0000330	LOC6554630|XP_001981352.1|DERE	LOC119557404|XP_037726083.1|DSUP
OG0000331	LOC6541107|XP_026834568.1|DERE	LOC119546909|XP_037709462.1|DSUP
OG0000331	LOC6542639|XP_026834567.1|DERE	LOC119546916|XP_037709473.1|DSUP
OG0000332	LOC6543380|XP_001969483.1|DERE	LOC119546804|XP_037709311.1|DSUP
OG0000332	LOC6550374|XP_001977855.1|DERE	LOC119560276|XP_037729572.1|DSUP, LOC119560281|XP_037729579.1|DSUP, LOC119557897|XP_037726831.1|DSUP
OG0000333	LOC6546503|XP_001972269.1|DERE	LOC119554137|XP_037720839.1|DSUP
OG0000333	LOC6546464|XP_001971336.1|DERE	LOC119554240|XP_037721003.1|DSUP
OG0000334	LOC6541852|XP_001970574.1|DERE	LOC119549576|XP_037713661.1|DSUP
OG0000334	LOC6550690|XP_001978015.1|DERE	LOC119557988|XP_037727010.1|DSUP
OG0000334	LOC6548002|XP_001975281.1|DERE	LOC119550790|XP_037715649.1|DSUP
OG0000335	LOC6549308|XP_001974230.1|DERE	LOC119547445|XP_037710233.1|DSUP
OG0000335	LOC6549307|XP_001974229.1|DERE	LOC119546863|XP_037709394.1|DSUP
OG0000336	LOC6554017|XP_026839688.1|DERE	LOC119545643|XP_037707292.1|DSUP
OG0000336	LOC6554824|XP_001981805.1|DERE	LOC119551123|XP_037716238.1|DSUP
OG0000336	LOC6554823|XP_001981804.2|DERE	LOC119551114|XP_037716227.1|DSUP
OG0000337	LOC6545329|XP_001973337.1|DERE	LOC119555125|XP_037722277.1|DSUP, LOC119555126|XP_037722279.1|DSUP
OG0000337	LOC6555516|XP_001982674.1|DERE	LOC119556819|XP_037725197.1|DSUP
OG0000337	LOC6543656|XP_001972956.1|DERE	LOC119553769|XP_037720303.1|DSUP
OG0000338	LOC6545423|XP_026833396.1|DERE	LOC119554236|XP_037720995.1|DSUP
OG0000338	LOC6541880|XP_015015371.1|DERE	LOC119549111|XP_037712785.1|DSUP
OG0000339	LOC6544746|XP_001973208.1|DERE	LOC119554320|XP_037721109.1|DSUP
OG0000339	LOC6544747|XP_001973209.1|DERE	LOC119554498|XP_037721359.1|DSUP
OG0000340	LOC6546748|XP_026836935.1|DERE	LOC119551447|XP_037716717.1|DSUP
OG0000341	LOC6544460|XP_001973114.1|DERE	LOC119555188|XP_037722369.1|DSUP
OG0000341	LOC6544463|XP_001973117.3|DERE	LOC119555196|XP_037722382.1|DSUP
OG0000341	LOC26526769|XP_015014341.2|DERE	LOC119555221|XP_037722421.1|DSUP
OG0000342	LOC6550507|XP_001977972.1|DERE	LOC119557920|XP_037726856.1|DSUP
OG0000342	LOC6553440|XP_001979390.1|DERE	LOC119559800|XP_037728814.1|DSUP
OG0000342	LOC6548071|XP_026836299.1|DERE	LOC119550627|XP_037715384.1|DSUP
OG0000343	LOC6552539|XP_001980835.1|DERE, LOC6552308|XP_001980833.2|DERE	LOC119555857|XP_037723429.1|DSUP, LOC119555862|XP_037723444.1|DSUP
OG0000344	LOC6546557|XP_001974571.1|DERE	LOC119550929|XP_037715874.1|DSUP
OG0000344	LOC6554188|XP_026831512.1|DERE	LOC119563417|XP_037732714.1|DSUP
OG0000345	LOC6542450|XP_001970556.1|DERE	LOC119549289|XP_037713166.1|DSUP
OG0000345	LOC6549529|XP_015012480.2|DERE	LOC119549838|XP_037714045.1|DSUP
OG0000346	LOC6548932|XP_001975532.1|DERE	LOC119551013|XP_037715993.1|DSUP
OG0000346	LOC6548931|XP_001975531.1|DERE	LOC119549559|XP_037713637.1|DSUP, LOC119552051|XP_037717722.1|DSUP, LOC119549626|XP_037713736.1|DSUP, LOC119549622|XP_037713727.1|DSUP
OG0000347	LOC6544677|XP_001972013.1|DERE	LOC119554451|XP_037721291.1|DSUP
OG0000347	LOC6543128|XP_026834037.1|DERE	LOC119547755|XP_037710685.1|DSUP
OG0000348	LOC6542740|XP_001968431.1|DERE	LOC119548541|XP_037711764.1|DSUP
OG0000348	LOC6543484|XP_001968698.3|DERE	LOC119546670|XP_037709057.1|DSUP
OG0000349	LOC6549117|XP_001974189.1|DERE	LOC119547767|XP_037710704.1|DSUP, LOC119547766|XP_037710702.1|DSUP
OG0000350	LOC6544378|XP_001972467.2|DERE	LOC119555541|XP_037722902.1|DSUP
OG0000350	LOC6544377|XP_001972466.1|DERE	LOC119555372|XP_037722641.1|DSUP
OG0000350	LOC6555043|XP_026837186.1|DERE	LOC119545693|XP_037707373.1|DSUP
OG0000351	LOC6548288|XP_001975114.1|DERE	LOC119550250|XP_037714753.1|DSUP
OG0000351	LOC6548287|XP_001975113.1|DERE	LOC119550738|XP_037715582.1|DSUP
OG0000353	LOC6552898|XP_001980981.1|DERE	LOC119560509|XP_037729911.1|DSUP
OG0000353	LOC6540677|XP_001968873.2|DERE	LOC119562713|XP_037731829.1|DSUP
OG0000354	LOC6541026|XP_001968386.1|DERE	LOC119548388|XP_037711541.1|DSUP
OG0000354	LOC6541906|XP_026835080.1|DERE	LOC119548389|XP_037711542.1|DSUP
OG0000355	LOC6542516|XP_001970521.1|DERE	LOC119550656|XP_037715428.1|DSUP
OG0000355	LOC6542864|XP_001970797.2|DERE	LOC119550325|XP_037714859.1|DSUP
OG0000356	LOC6549266|XP_026836544.1|DERE	LOC119546574|XP_037708899.1|DSUP
OG0000356	LOC6549236|XP_001974343.2|DERE	LOC119546573|XP_037708897.1|DSUP
OG0000358	LOC6553771|XP_001979438.1|DERE	LOC119560224|XP_037729513.1|DSUP
OG0000358	LOC6553718|XP_001979429.1|DERE	LOC119561002|XP_037730750.1|DSUP
OG0000358	LOC6553715|XP_001979426.1|DERE	LOC119563475|XP_037732827.1|DSUP
OG0000359	LOC6544461|XP_001973115.2|DERE	LOC119554785|XP_037721759.1|DSUP
OG0000359	LOC6544462|XP_026833054.1|DERE	LOC119554558|XP_037721457.1|DSUP
OG0000360	LOC6554985|XP_001981828.2|DERE	LOC119555993|XP_037723655.1|DSUP
OG0000360	LOC6554987|XP_001981830.1|DERE	LOC119563409|XP_037732704.1|DSUP
OG0000360	LOC6554988|XP_001981831.2|DERE	LOC119553546|XP_037719916.1|DSUP
OG0000360	LOC6554986|XP_001981829.2|DERE	LOC119552055|XP_037717741.1|DSUP
OG0000361	LOC6552329|XP_001979788.2|DERE	LOC119555916|XP_037723545.1|DSUP
OG0000361	LOC6553077|XP_001979072.1|DERE	LOC119560168|XP_037729455.1|DSUP
OG0000361	LOC113564062|XP_026834307.1|DERE, LOC6541092|XP_001969684.1|DERE	LOC119559346|XP_037728322.1|DSUP, LOC119548445|XP_037711635.1|DSUP
OG0000362	LOC6555885|XP_001982687.1|DERE	LOC119552668|XP_037718347.1|DSUP
OG0000362	LOC6544260|XP_026832810.1|DERE	LOC119552847|XP_037718643.1|DSUP
OG0000363	LOC6554700|XP_015008975.1|DERE	LOC119547186|XP_037709852.1|DSUP
OG0000363	LOC6543693|XP_026832427.1|DERE	LOC119553817|XP_037720366.1|DSUP
OG0000364	LOC6546537|XP_026832434.1|DERE	LOC119554814|XP_037721794.1|DSUP
OG0000365	LOC6547737|XP_001974951.1|DERE	LOC119550914|XP_037715834.1|DSUP
OG0000365	LOC6543411|XP_001969897.2|DERE	LOC119548405|XP_037711569.1|DSUP
OG0000366	LOC6551424|XP_026838791.1|DERE	LOC119556170|XP_037724017.1|DSUP
OG0000366	LOC6554311|XP_026831436.1|DERE	LOC119548850|XP_037712403.1|DSUP
OG0000367	LOC6546079|XP_026833637.1|DERE	LOC119555393|XP_037722668.1|DSUP
OG0000367	LOC6547428|XP_001974807.2|DERE	LOC119549132|XP_037712829.1|DSUP
OG0000368	LOC6544726|XP_015013197.1|DERE	LOC119553184|XP_037719355.1|DSUP
OG0000368	LOC6544727|XP_001972411.1|DERE	LOC119553186|XP_037719361.1|DSUP
OG0000370	LOC6544981|XP_001971549.1|DERE	LOC119554272|XP_037721051.1|DSUP
OG0000370	LOC6544994|XP_001973286.1|DERE	LOC119553257|XP_037719471.1|DSUP
OG0000370	LOC113564307|XP_026836569.1|DERE	LOC119549387|XP_037713362.1|DSUP
OG0000371	LOC6551390|XP_001977235.1|DERE	LOC119557078|XP_037725559.1|DSUP
OG0000371	LOC6547140|XP_001976115.1|DERE	LOC119551281|XP_037716475.1|DSUP
OG0000371	LOC6554197|XP_001981463.3|DERE	LOC119546562|XP_037708865.1|DSUP
OG0000372	LOC113564501|XP_026837778.1|DERE	LOC119557698|XP_037726500.1|DSUP
OG0000372	LOC26526519|XP_015014294.1|DERE	LOC119552814|XP_037718586.1|DSUP
OG0000372	LOC6548828|XP_001974138.1|DERE	LOC119547224|XP_037709913.1|DSUP
OG0000372	LOC26526256|XP_015012767.2|DERE	LOC119547223|XP_037709911.1|DSUP
OG0000373	LOC6547383|XP_026836189.1|DERE	LOC119550744|XP_037715592.1|DSUP
OG0000374	LOC6545513|XP_026832187.1|DERE	LOC119549660|XP_037713792.1|DSUP, LOC119555091|XP_037722237.1|DSUP
OG0000375	LOC6543972|XP_001972206.1|DERE	LOC119553106|XP_037719204.1|DSUP
OG0000375	LOC6544630|XP_026832424.1|DERE	LOC119553108|XP_037719207.1|DSUP, LOC119553107|XP_037719205.1|DSUP
OG0000376	LOC6551611|XP_026837375.1|DERE	LOC119556425|XP_037724572.1|DSUP
OG0000376	LOC6551610|XP_001978590.1|DERE	LOC119556388|XP_037724491.1|DSUP
OG0000377	LOC6551301|XP_001978400.3|DERE	LOC119557124|XP_037725636.1|DSUP
OG0000377	LOC6552778|XP_001979963.1|DERE	LOC119560957|XP_037730633.1|DSUP
OG0000378	LOC6546662|XP_001974574.1|DERE	LOC119550111|XP_037714520.1|DSUP
OG0000378	LOC6551554|XP_001978502.1|DERE	LOC119557385|XP_037726058.1|DSUP
OG0000379	LOC6541593|XP_026834595.1|DERE	LOC119549991|XP_037714328.1|DSUP
OG0000379	LOC6542039|XP_026834544.1|DERE	LOC119549908|XP_037714156.1|DSUP
OG0000379	LOC6542428|XP_001970581.1|DERE	LOC119549184|XP_037712931.1|DSUP
OG0000380	LOC6549180|XP_001975741.1|DERE	LOC119559414|XP_037728436.1|DSUP
OG0000380	LOC6545076|XP_001972110.1|DERE	LOC119554199|XP_037720927.1|DSUP
OG0000381	LOC6542777|XP_001970503.1|DERE	LOC119547683|XP_037710570.1|DSUP
OG0000381	LOC6542268|XP_026834987.1|DERE	LOC119546749|XP_037709177.1|DSUP
OG0000382	LOC6544104|XP_001973759.1|DERE	LOC119555075|XP_037722213.1|DSUP
OG0000383	LOC6541604|XP_026834924.1|DERE	LOC119548376|XP_037711522.1|DSUP
OG0000383	LOC6547628|XP_001976263.1|DERE	LOC119546383|XP_037708547.1|DSUP
OG0000384	LOC6546857|XP_001976053.1|DERE	LOC119549845|XP_037714065.1|DSUP
OG0000384	LOC113564313|XP_026836612.1|DERE	LOC119551674|XP_037717056.1|DSUP
OG0000385	LOC6550911|XP_026838256.1|DERE	LOC119557725|XP_037726535.1|DSUP
OG0000385	LOC6550912|XP_026838253.1|DERE	LOC119557035|XP_037725509.1|DSUP
OG0000386	LOC6544076|XP_026832742.1|DERE	LOC119553894|XP_037720489.1|DSUP
OG0000386	LOC6544077|XP_001971934.1|DERE	LOC119553842|XP_037720414.1|DSUP
OG0000386	LOC6554660|XP_001981340.1|DERE	LOC119563059|XP_037732202.1|DSUP
OG0000387	LOC6543245|XP_001968384.1|DERE, LOC6543483|XP_001969519.1|DERE	LOC119547345|XP_037710085.1|DSUP, LOC119546390|XP_037708558.1|DSUP, LOC119556840|XP_037725238.1|DSUP, LOC119547407|XP_037710184.1|DSUP
OG0000388	LOC6546540|XP_001971244.1|DERE	LOC119553474|XP_037719811.1|DSUP
OG0000388	LOC6555958|XP_026839393.1|DERE, LOC6546539|XP_001971243.1|DERE	LOC119553475|XP_037719812.1|DSUP, LOC119553476|XP_037719814.1|DSUP
OG0000388	LOC6546476|XP_026832895.1|DERE	LOC119553664|XP_037720103.1|DSUP
OG0000389	LOC26527115|XP_026839317.1|DERE	LOC119560017|XP_037729231.1|DSUP
OG0000389	LOC6544985|XP_026833255.1|DERE	LOC119554027|XP_037720671.1|DSUP
OG0000390	LOC6543348|XP_001969885.1|DERE	LOC119546509|XP_037708759.1|DSUP, LOC119547695|XP_037710595.1|DSUP
OG0000391	LOC6547289|XP_026836648.1|DERE	LOC119551111|XP_037716219.1|DSUP
OG0000391	LOC6547131|XP_001974765.3|DERE	LOC119550814|XP_037715683.1|DSUP
OG0000392	LOC6540637|XP_001968804.1|DERE	LOC119548478|XP_037711677.1|DSUP
OG0000392	LOC6540589|XP_001968801.1|DERE	LOC119546875|XP_037709410.1|DSUP
OG0000393	LOC6549281|XP_026836140.1|DERE	LOC119547457|XP_037710248.1|DSUP
OG0000393	LOC6549280|XP_026836151.1|DERE	LOC119547459|XP_037710263.1|DSUP
OG0000394	LOC6551519|XP_001977162.1|DERE	LOC119556496|XP_037724684.1|DSUP
OG0000394	LOC6551520|XP_026838743.1|DERE	LOC119556495|XP_037724682.1|DSUP
OG0000395	LOC6544683|XP_026833970.1|DERE	LOC119555542|XP_037722903.1|DSUP
OG0000395	LOC6544381|XP_001972470.2|DERE	LOC119555384|XP_037722656.1|DSUP
OG0000395	LOC26526589|XP_015014305.2|DERE	LOC119555385|XP_037722657.1|DSUP
OG0000396	LOC6542607|XP_001970182.1|DERE	LOC119548566|XP_037711810.1|DSUP
OG0000398	LOC6547339|XP_026836570.1|DERE	LOC119549391|XP_037713369.1|DSUP
OG0000399	LOC6555051|XP_001981621.1|DERE	LOC119563056|XP_037732197.1|DSUP
OG0000399	LOC6547358|XP_001976323.1|DERE	LOC119551789|XP_037717263.1|DSUP
OG0000400	LOC6551130|XP_001978244.1|DERE	LOC119556453|XP_037724621.1|DSUP
OG0000400	LOC6551129|XP_001978243.1|DERE	LOC119557100|XP_037725605.1|DSUP
OG0000401	LOC26526634|XP_015014319.2|DERE	LOC119553683|XP_037720161.1|DSUP
OG0000401	LOC6550383|XP_026837698.1|DERE	LOC119556330|XP_037724347.1|DSUP
OG0000402	LOC6551087|XP_026838804.1|DERE	LOC119557469|XP_037726163.1|DSUP
OG0000403	LOC26526264|XP_015009371.1|DERE	LOC119545637|XP_037707276.1|DSUP
OG0000403	LOC6547884|XP_015012646.1|DERE	LOC119549817|XP_037714023.1|DSUP
OG0000404	LOC6555333|XP_001981218.2|DERE	LOC119545651|XP_037707304.1|DSUP
OG0000405	LOC6551105|XP_001976836.3|DERE	LOC119557502|XP_037726203.1|DSUP
OG0000405	LOC6552261|XP_001980742.1|DERE	LOC119559889|XP_037728955.1|DSUP
OG0000406	LOC6543696|XP_026833799.1|DERE	LOC119554505|XP_037721370.1|DSUP
OG0000406	LOC6547116|XP_026836037.1|DERE	LOC119549895|XP_037714132.1|DSUP
OG0000407	LOC6545035|XP_001971567.1|DERE	LOC119555101|XP_037722247.1|DSUP
OG0000407	LOC6545034|XP_026832873.1|DERE	LOC119555099|XP_037722244.1|DSUP
OG0000408	LOC6553628|XP_001980311.1|DERE	LOC119562080|XP_037731322.1|DSUP
OG0000408	LOC6540836|XP_001968820.1|DERE	LOC119548120|XP_037711144.1|DSUP
OG0000409	LOC6549059|XP_001975581.1|DERE	LOC119550517|XP_037715154.1|DSUP
OG0000409	LOC6541051|XP_026834686.1|DERE	LOC119551014|XP_037715996.1|DSUP
OG0000410	LOC6549248|XP_001974433.1|DERE	LOC119548863|XP_037712418.1|DSUP
OG0000410	LOC6549246|XP_001974431.2|DERE	LOC119546841|XP_037709363.1|DSUP
OG0000410	LOC6549245|XP_001974430.1|DERE	LOC119547080|XP_037709701.1|DSUP
OG0000411	LOC6552440|XP_001980929.1|DERE	LOC119545800|XP_037707611.1|DSUP
OG0000411	LOC6542190|XP_001969288.1|DERE	LOC119546640|XP_037709012.1|DSUP
OG0000412	LOC6547625|XP_001974889.1|DERE	LOC119549146|XP_037712853.1|DSUP
OG0000412	LOC6545917|XP_026833108.1|DERE	LOC119554858|XP_037721865.1|DSUP
OG0000413	LOC6552757|XP_001980946.1|DERE	LOC119560345|XP_037729669.1|DSUP
OG0000413	LOC6552396|XP_001978922.1|DERE	LOC119560335|XP_037729655.1|DSUP
OG0000414	LOC6547062|XP_001976020.1|DERE	LOC119556951|XP_037725378.1|DSUP
OG0000414	LOC6542755|XP_026834477.1|DERE	LOC119559427|XP_037728451.1|DSUP
OG0000415	LOC6548279|XP_026836073.1|DERE	LOC119549103|XP_037712766.1|DSUP
OG0000415	LOC6548304|XP_026836074.1|DERE	LOC119549104|XP_037712769.1|DSUP
OG0000416	LOC6555674|XP_001982391.1|DERE	LOC119556380|XP_037724480.1|DSUP
OG0000416	LOC6551373|XP_026838853.1|DERE	LOC119556401|XP_037724505.1|DSUP
OG0000417	LOC6554481|XP_026839776.1|DERE	LOC119563234|XP_037732467.1|DSUP
OG0000417	LOC6555221|XP_001981177.1|DERE	LOC119557738|XP_037726555.1|DSUP
OG0000418	LOC6548016|XP_001976479.1|DERE	LOC119556822|XP_037725201.1|DSUP
OG0000418	LOC6550250|XP_001977676.2|DERE	LOC119557471|XP_037726167.1|DSUP
OG0000419	LOC6548344|XP_026837074.1|DERE	LOC119552103|XP_037717816.1|DSUP
OG0000419	LOC6550743|XP_026837763.1|DERE	LOC119556660|XP_037724931.1|DSUP
OG0000421	LOC6543016|XP_026835594.1|DERE	LOC119546111|XP_037708126.1|DSUP
OG0000421	LOC6541780|XP_026834981.1|DERE	LOC119548325|XP_037711434.1|DSUP
OG0000422	LOC6543504|XP_026839309.1|DERE	LOC119562340|XP_037731434.1|DSUP, LOC119562330|XP_037731416.1|DSUP
OG0000423	LOC6546936|XP_001974697.1|DERE	LOC119549820|XP_037714026.1|DSUP
OG0000423	LOC6546935|XP_001974696.1|DERE	LOC119550725|XP_037715551.1|DSUP
OG0000424	LOC6555315|XP_001981047.1|DERE	LOC119547017|XP_037709618.1|DSUP
