Orthogroup	DERE.longest_only	DELE.longest_only
OG0002760	LOC6548619|XP_001976705.1|DERE	LOC108141469|XP_017120364.1|DELE
OG0002761	LOC6547196|XP_001974743.1|DERE	LOC108145142|XP_017125846.1|DELE, LOC108145136|XP_017125839.1|DELE
OG0002762	LOC6547155|XP_015012121.1|DERE	LOC108138873|XP_017116892.1|DELE
OG0002763	LOC6545479|XP_001971591.1|DERE	LOC108150186|XP_017133671.1|DELE
OG0002764	LOC6546223|XP_026833893.1|DERE	LOC108135592|XP_017111882.1|DELE
OG0002765	LOC6546972|XP_026835637.1|DERE	LOC108144567|XP_017125040.1|DELE
OG0002766	LOC6546971|XP_001974613.2|DERE	LOC108144868|XP_017125508.1|DELE
OG0002767	LOC6546568|XP_015011889.1|DERE	LOC108144423|XP_017124768.1|DELE
OG0002768	LOC6547995|XP_001976497.1|DERE	LOC108144492|XP_017124912.1|DELE
OG0002769	LOC6546801|XP_001975895.1|DERE	LOC108144786|XP_017125386.1|DELE
OG0002770	LOC6542266|XP_001970153.1|DERE	LOC108138229|XP_017115841.1|DELE
OG0002771	LOC6546084|XP_026833144.1|DERE	LOC108150257|XP_017133817.1|DELE
OG0002772	LOC6546015|XP_001972244.2|DERE	LOC108150341|XP_017133957.1|DELE
OG0002773	LOC6546645|XP_001975854.1|DERE	LOC108145037|XP_017125711.1|DELE
OG0002774	LOC6548212|XP_026836608.1|DERE, LOC113564474|XP_026837212.1|DERE	LOC108143614|XP_017123628.1|DELE
OG0002775	LOC6543652|XP_026832901.1|DERE	LOC108135641|XP_017111951.1|DELE
OG0002776	LOC6545590|XP_001972147.1|DERE	LOC108142724|XP_017122236.1|DELE
OG0002777	LOC6543633|XP_026833151.1|DERE	LOC108146988|XP_017128741.1|DELE
OG0002778	LOC6544015|XP_026832333.1|DERE	LOC108146801|XP_017128469.1|DELE
OG0002779	LOC6544431|XP_026832926.1|DERE	LOC108146836|XP_017128523.1|DELE
OG0002780	LOC6553051|XP_001979138.1|DERE	LOC108141146|XP_017119860.1|DELE
OG0002781	LOC6549108|XP_001975573.1|DERE	LOC108149819|XP_017133178.1|DELE
OG0002782	LOC6545508|XP_001973348.1|DERE	LOC108146003|XP_017127246.1|DELE
OG0002783	LOC6546265|XP_001971761.2|DERE	LOC108146420|XP_017127913.1|DELE
OG0002784	LOC6547766|XP_001976388.2|DERE	LOC108143422|XP_017123315.1|DELE
OG0002785	LOC6543686|XP_001973698.1|DERE	LOC108143232|XP_017123018.1|DELE
OG0002786	LOC6543939|XP_026832597.1|DERE	LOC108146841|XP_017128529.1|DELE
OG0002787	LOC6544803|XP_001971522.1|DERE	LOC108142675|XP_017122169.1|DELE
OG0002788	LOC6544804|XP_001971523.1|DERE	LOC108142676|XP_017122170.1|DELE
OG0002789	LOC6543597|XP_001973599.1|DERE	LOC108142671|XP_017122165.1|DELE
OG0002790	LOC6544009|XP_001972328.1|DERE	LOC108150313|XP_017133918.1|DELE
OG0002791	LOC6544990|XP_001973282.1|DERE	LOC108146313|XP_017127763.1|DELE
OG0002792	LOC6546616|XP_026836228.1|DERE	LOC108145011|XP_017125665.1|DELE
OG0002793	LOC6545768|XP_001972180.1|DERE	LOC108150198|XP_017133698.1|DELE
OG0002794	LOC6544678|XP_026833347.1|DERE	LOC108147446|XP_017129460.1|DELE
OG0002795	LOC6545074|XP_026833112.1|DERE	LOC108142451|XP_017121808.1|DELE
OG0002796	LOC6544408|XP_001972038.1|DERE	LOC108147539|XP_017129613.1|DELE
OG0002797	LOC6544011|XP_001972330.1|DERE	LOC108150124|XP_017133580.1|DELE
OG0002798	LOC6549231|XP_001974356.1|DERE	LOC108139026|XP_017117120.1|DELE
OG0002799	LOC6545206|XP_026833575.1|DERE	LOC108145958|XP_017127165.1|DELE
OG0002800	LOC6544214|XP_026832241.1|DERE	LOC108146694|XP_017128242.1|DELE
OG0002801	LOC6548507|XP_026836827.1|DERE	LOC108144462|XP_017124852.1|DELE
OG0002802	LOC6548369|XP_001976645.2|DERE	LOC108144419|XP_017124759.1|DELE
OG0002803	LOC6549344|XP_001974324.1|DERE	LOC108138817|XP_017116805.1|DELE
OG0002804	LOC6548249|XP_001975198.1|DERE	LOC108134645|XP_017110526.1|DELE
OG0002805	LOC6542714|XP_001970501.1|DERE	LOC108137251|XP_017114327.1|DELE, LOC108145387|XP_017126271.1|DELE
OG0002806	LOC6544989|XP_001973281.1|DERE	LOC108146361|XP_017127827.1|DELE
OG0002807	LOC6548443|XP_001976661.1|DERE	LOC108141284|XP_017120041.1|DELE
OG0002808	LOC6547967|XP_015011527.1|DERE	LOC108144470|XP_017124867.1|DELE
OG0002809	LOC6545028|XP_001972524.2|DERE	LOC108146638|XP_017128171.1|DELE
OG0002810	LOC6545056|XP_026833452.1|DERE	LOC108145951|XP_017127149.1|DELE
OG0002811	LOC6544663|XP_026833587.1|DERE	LOC108142669|XP_017122162.1|DELE
OG0002812	LOC6549522|XP_001975814.1|DERE	LOC108138508|XP_017116245.1|DELE
OG0002813	LOC6547303|XP_001974729.1|DERE	LOC108145154|XP_017125859.1|DELE
OG0002814	LOC6547844|XP_026836516.1|DERE	LOC108145212|XP_017125941.1|DELE
OG0002815	LOC6546590|XP_001975904.1|DERE	LOC108144628|XP_017125148.1|DELE
OG0002816	LOC6547217|XP_001974715.1|DERE	LOC108145188|XP_017125919.1|DELE
OG0002817	LOC6548605|XP_001973904.1|DERE	LOC108134654|XP_017110536.1|DELE
OG0002818	LOC6541513|XP_001969096.2|DERE	LOC108144325|XP_017124519.1|DELE
OG0002819	LOC6545804|XP_026832445.1|DERE	LOC108147467|XP_017129494.1|DELE
OG0002820	LOC6545801|XP_001971685.1|DERE	LOC108147532|XP_017129605.1|DELE
OG0002821	LOC6545247|XP_001972571.2|DERE	LOC108146827|XP_017128508.1|DELE
OG0002822	LOC6548217|XP_001975075.1|DERE	LOC108143593|XP_017123602.1|DELE
OG0002823	LOC6542592|XP_015014735.1|DERE	LOC108149623|XP_017132841.1|DELE
OG0002824	LOC6540678|XP_026834513.1|DERE	LOC108143531|XP_017123513.1|DELE
OG0002825	LOC6544139|XP_001973733.1|DERE	LOC108143221|XP_017123006.1|DELE
OG0002826	LOC6548219|XP_001975077.1|DERE	LOC108143421|XP_017123314.1|DELE
OG0002827	LOC6555880|XP_001982757.2|DERE	LOC108135328|XP_017111505.1|DELE
OG0002828	LOC6547923|XP_026835700.1|DERE	LOC108145236|XP_017125991.1|DELE
OG0002829	LOC6546589|XP_001975903.1|DERE	LOC108144694|XP_017125257.1|DELE
OG0002830	LOC6547431|XP_026836653.1|DERE	LOC108149742|XP_017133009.1|DELE
OG0002831	LOC6548861|XP_001974049.2|DERE	LOC108141886|XP_017120988.1|DELE
OG0002832	LOC6543221|XP_015015022.1|DERE	LOC108141873|XP_017120956.1|DELE
OG0002833	LOC6548582|XP_015011504.1|DERE	LOC108141487|XP_017120389.1|DELE
OG0002834	LOC6548012|XP_001976475.1|DERE	LOC108141465|XP_017120360.1|DELE
OG0002835	LOC6546544|XP_001975909.1|DERE	LOC108137955|XP_017115404.1|DELE
OG0002836	LOC6541047|XP_026835298.1|DERE	LOC108143528|XP_017123502.1|DELE
OG0002837	LOC6547071|XP_026835965.1|DERE	LOC108148543|XP_017131078.1|DELE
OG0002838	LOC6547478|XP_001976274.1|DERE	LOC108137542|XP_017114754.1|DELE
OG0002839	LOC6547970|XP_001976563.1|DERE	LOC108144508|XP_017124931.1|DELE
OG0002840	LOC6540845|XP_026834693.1|DERE	LOC108135252|XP_017111408.1|DELE
OG0002841	LOC6542892|XP_001968575.1|DERE	LOC108134720|XP_017110609.1|DELE
OG0002842	LOC6540816|XP_001969595.1|DERE	LOC108149467|XP_017132564.1|DELE
OG0002843	LOC6542720|XP_001970569.1|DERE	LOC108149641|XP_017132865.1|DELE
OG0002844	LOC6544110|XP_026833837.1|DERE	LOC108136056|XP_017112479.1|DELE
OG0002845	LOC6540881|XP_001968739.1|DERE	LOC108147797|XP_017130025.1|DELE
OG0002846	LOC6540969|XP_026834078.1|DERE	LOC108149932|XP_017133336.1|DELE
OG0002847	LOC6541002|XP_001968740.2|DERE	LOC108147790|XP_017130018.1|DELE
OG0002848	LOC6549611|XP_001974384.1|DERE	LOC108149437|XP_017132508.1|DELE
OG0002849	LOC6543512|XP_001969497.1|DERE	LOC108148261|XP_017130688.1|DELE
OG0002850	LOC6540826|XP_001969588.1|DERE	LOC108149506|XP_017132622.1|DELE
OG0002851	LOC6541611|XP_001969968.1|DERE	LOC108142009|XP_017121165.1|DELE
OG0002852	LOC6546863|XP_026835879.1|DERE	LOC108144855|XP_017125492.1|DELE
OG0002853	LOC6543385|XP_001969024.2|DERE	LOC108150487|XP_017134182.1|DELE
OG0002854	LOC6549326|XP_001974331.1|DERE	LOC108138957|XP_017117026.1|DELE
OG0002855	LOC6542363|XP_015014870.1|DERE	LOC108135243|XP_017111395.1|DELE
OG0002856	LOC6541984|XP_026835451.1|DERE	LOC108150720|XP_017134502.1|DELE
OG0002857	LOC6548878|XP_026839431.1|DERE	LOC108135228|XP_017111358.1|DELE
OG0002858	LOC113564223|XP_026835608.1|DERE, LOC6540721|XP_026835559.1|DERE	LOC108149330|XP_017132283.1|DELE
OG0002859	LOC6543096|XP_001968451.1|DERE	LOC108148028|XP_017130356.1|DELE
OG0002860	LOC6540714|XP_001968863.1|DERE	LOC108141585|XP_017120521.1|DELE
OG0002861	LOC6542921|XP_001969908.1|DERE	LOC108135341|XP_017111522.1|DELE
OG0002862	LOC6540852|XP_026834044.1|DERE	LOC108147960|XP_017130244.1|DELE
OG0002863	LOC6542744|XP_001968567.1|DERE	LOC108134752|XP_017110683.1|DELE
OG0002864	LOC6541551|XP_001968566.1|DERE	LOC108134754|XP_017110684.1|DELE
OG0002865	LOC6543323|XP_001970652.1|DERE	LOC108147368|XP_017129293.1|DELE
OG0002866	LOC6543670|XP_001971368.1|DERE	LOC108146367|XP_017127840.1|DELE
OG0002867	LOC6542860|XP_001969654.2|DERE	LOC108149231|XP_017132156.1|DELE
OG0002868	LOC6542089|XP_001968376.3|DERE	LOC108147953|XP_017130231.1|DELE
OG0002869	LOC6541454|XP_001968375.1|DERE	LOC108147954|XP_017130232.1|DELE
OG0002871	LOC6542096|XP_026835435.1|DERE	LOC108141666|XP_017120629.1|DELE
OG0002872	LOC6541485|XP_026835598.1|DERE	LOC108141795|XP_017120835.1|DELE
OG0002873	LOC6548936|XP_026836214.1|DERE	LOC108138995|XP_017117073.1|DELE
OG0002874	LOC6543533|XP_001969508.1|DERE	LOC108148400|XP_017130925.1|DELE
OG0002875	LOC6542287|XP_001968470.2|DERE	LOC108148082|XP_017130427.1|DELE
OG0002876	LOC6550192|XP_001977581.1|DERE	LOC108135892|XP_017112297.1|DELE
OG0002877	LOC6549179|XP_001974368.2|DERE	LOC108149397|XP_017132420.1|DELE
OG0002878	LOC6549303|XP_026836556.1|DERE	LOC108149502|XP_017132613.1|DELE
OG0002879	LOC6543640|XP_001971844.1|DERE	LOC108146113|XP_017127434.1|DELE
OG0002880	LOC6555747|XP_001982450.1|DERE	LOC108137320|XP_017114434.1|DELE
OG0002881	LOC6540786|XP_001968182.1|DERE	LOC108137869|XP_017115294.1|DELE
OG0002882	LOC6547409|XP_001974826.1|DERE	LOC108143607|XP_017123619.1|DELE
OG0002883	LOC6541039|XP_001968131.1|DERE	LOC108145519|XP_017126495.1|DELE
OG0002884	LOC6542599|XP_001968460.1|DERE	LOC108147929|XP_017130200.1|DELE
OG0002885	LOC6546008|XP_001972237.1|DERE	LOC108145924|XP_017127099.1|DELE
OG0002886	LOC6543350|XP_001968338.1|DERE	LOC108147996|XP_017130305.1|DELE
OG0002887	LOC6541450|XP_001968339.1|DERE	LOC108147997|XP_017130306.1|DELE
OG0002888	LOC6549050|XP_026839406.1|DERE, LOC6549049|XP_001974033.3|DERE	LOC108138921|XP_017116976.1|DELE
OG0002889	LOC6544162|XP_001971387.1|DERE	LOC108135681|XP_017112010.1|DELE
OG0002890	LOC6548935|XP_001974213.1|DERE	LOC108138994|XP_017117072.1|DELE
OG0002891	LOC6541131|XP_001969394.1|DERE	LOC108141781|XP_017120777.1|DELE
OG0002892	LOC6542743|XP_015014449.1|DERE	LOC108138077|XP_017115544.1|DELE
OG0002893	LOC6542255|XP_001968305.2|DERE	LOC108147938|XP_017130211.1|DELE
OG0002894	LOC6546083|XP_026833640.1|DERE	LOC108150362|XP_017133985.1|DELE
OG0002895	LOC6548449|XP_001976708.1|DERE	LOC108141314|XP_017120072.1|DELE
OG0002896	LOC6541535|XP_001969628.1|DERE	LOC108149463|XP_017132553.1|DELE
OG0002897	LOC6540880|XP_001970030.1|DERE	LOC108135289|XP_017111461.1|DELE
OG0002898	LOC6541347|XP_001968655.1|DERE	LOC108149488|XP_017132600.1|DELE
OG0002899	LOC6542419|XP_001968112.1|DERE	LOC108150078|XP_017133530.1|DELE
OG0002900	LOC6542325|XP_026835549.1|DERE	LOC108136568|XP_017113369.1|DELE, LOC108145287|XP_017126093.1|DELE
OG0002901	LOC6542219|XP_001970196.3|DERE	LOC108138136|XP_017115670.1|DELE
OG0002902	LOC6541770|XP_001970197.1|DERE	LOC108138137|XP_017115671.1|DELE
OG0002903	LOC6541431|XP_015014865.2|DERE	LOC108150713|XP_017134487.1|DELE
OG0002904	LOC6545166|XP_001972574.2|DERE	LOC108146809|XP_017128483.1|DELE
OG0002905	LOC6542480|XP_001969573.1|DERE	LOC108149538|XP_017132660.1|DELE
OG0002906	LOC6548900|XP_001974039.1|DERE	LOC108139083|XP_017117198.1|DELE
OG0002907	LOC6548901|XP_015012005.1|DERE	LOC108138894|XP_017116918.1|DELE
OG0002908	LOC6547648|XP_001974982.1|DERE	LOC108145380|XP_017126264.1|DELE
OG0002909	LOC6547194|XP_026836125.1|DERE	LOC108145175|XP_017125898.1|DELE
OG0002910	LOC6546915|XP_001974118.1|DERE	LOC108141930|XP_017121055.1|DELE
OG0002911	LOC6548583|XP_001976697.1|DERE	LOC108141521|XP_017120441.1|DELE
OG0002912	LOC6551375|XP_001978443.1|DERE	LOC108141230|XP_017119978.1|DELE
OG0002913	LOC6547399|XP_001976307.1|DERE	LOC108149196|XP_017132110.1|DELE
OG0002914	LOC6541279|XP_001968260.2|DERE	LOC108148057|XP_017130397.1|DELE
OG0002915	LOC6548807|XP_001974087.1|DERE	LOC108142013|XP_017121172.1|DELE
OG0002916	LOC6543495|XP_001968721.2|DERE	LOC108138802|XP_017116775.1|DELE
OG0002917	LOC6548679|XP_026836550.1|DERE	LOC108137988|XP_017115449.1|DELE
OG0002918	LOC6548648|XP_001975388.1|DERE	LOC108137938|XP_017115381.1|DELE
OG0002919	LOC6546637|XP_001974709.1|DERE	LOC108139111|XP_017117216.1|DELE
OG0002920	LOC6543115|XP_026835037.1|DERE	LOC108150467|XP_017134148.1|DELE
OG0002921	LOC6540671|XP_001968769.1|DERE	LOC108147958|XP_017130240.1|DELE
OG0002922	LOC6546918|XP_001974121.1|DERE	LOC108141952|XP_017121083.1|DELE
OG0002923	LOC6546917|XP_001974120.1|DERE	LOC108141857|XP_017120939.1|DELE
OG0002924	LOC6546919|XP_001974122.1|DERE	LOC108141951|XP_017121082.1|DELE
OG0002925	LOC6548444|XP_001976662.3|DERE	LOC108141368|XP_017120186.1|DELE
OG0002926	LOC6540638|XP_001968757.1|DERE	LOC108147795|XP_017130024.1|DELE
OG0002927	LOC6540646|XP_001968753.1|DERE	LOC108147802|XP_017130032.1|DELE
OG0002928	LOC6547576|XP_001976215.1|DERE	LOC108150503|XP_017134205.1|DELE
OG0002929	LOC6543192|XP_001968163.1|DERE	LOC108137849|XP_017115265.1|DELE
OG0002930	LOC6542855|XP_001970236.1|DERE	LOC108138838|XP_017116837.1|DELE
OG0002931	LOC6542078|XP_026835489.1|DERE	LOC108135245|XP_017111399.1|DELE
OG0002932	LOC6543244|XP_026834308.1|DERE	LOC108134608|XP_017110469.1|DELE
OG0002933	LOC6540887|XP_026835192.1|DERE	LOC108145503|XP_017126452.1|DELE
OG0002934	LOC6540793|XP_001970386.1|DERE	LOC108149894|XP_017133280.1|DELE
OG0002935	LOC6541393|XP_001968954.2|DERE	LOC108138253|XP_017115882.1|DELE
OG0002936	LOC6547070|XP_026835971.1|DERE	LOC108148534|XP_017131066.1|DELE
OG0002937	LOC6541530|XP_001970816.1|DERE	LOC108140479|XP_017118713.1|DELE
OG0002938	LOC6549255|XP_001974427.1|DERE	LOC108139063|XP_017117173.1|DELE
OG0002939	LOC6547139|XP_001976114.1|DERE	LOC108144166|XP_017124312.1|DELE
OG0002940	LOC6553147|XP_026839642.1|DERE	LOC108140700|XP_017119142.1|DELE
OG0002941	LOC113564149|XP_026835498.1|DERE, LOC6542135|XP_001970821.1|DERE	LOC108141805|XP_017120860.1|DELE
OG0002942	LOC6549123|XP_001974148.1|DERE	LOC108142061|XP_017121235.1|DELE
OG0002943	LOC6549492|XP_026836635.1|DERE	LOC108138985|XP_017117059.1|DELE
OG0002944	LOC6549493|XP_026836800.1|DERE	LOC108139027|XP_017117121.1|DELE
OG0002945	LOC6542557|XP_026835377.1|DERE	LOC108138152|XP_017115717.1|DELE
OG0002946	LOC6548923|XP_026835739.1|DERE	LOC108141329|XP_017120099.1|DELE
OG0002947	LOC6542103|XP_026834509.1|DERE	LOC108138239|XP_017115859.1|DELE
OG0002948	LOC6545165|XP_001972573.1|DERE	LOC108146828|XP_017128513.1|DELE
OG0002949	LOC6543818|XP_015012939.1|DERE	LOC108146712|XP_017128287.1|DELE
OG0002950	LOC6540933|XP_001970043.2|DERE	LOC108135270|XP_017111436.1|DELE
OG0002951	LOC6541352|XP_001969444.1|DERE	LOC108142032|XP_017121198.1|DELE
OG0002952	LOC6540762|XP_001968747.3|DERE	LOC108147786|XP_017130015.1|DELE
OG0002953	LOC6542952|XP_026834949.1|DERE	LOC108150521|XP_017134236.1|DELE
OG0002954	LOC6542119|XP_026835493.1|DERE	LOC108141791|XP_017120808.1|DELE
OG0002955	LOC6548137|XP_001975229.3|DERE	LOC108144187|XP_017124340.1|DELE
OG0002956	LOC6549002|XP_001975466.1|DERE	LOC108141268|XP_017120026.1|DELE
OG0002957	LOC6548211|XP_001975069.1|DERE	LOC108143388|XP_017123248.1|DELE
OG0002958	LOC6549124|XP_001974149.1|DERE	LOC108141816|XP_017120881.1|DELE
OG0002959	LOC6549035|XP_001974155.1|DERE	LOC108141848|XP_017120927.1|DELE
OG0002960	LOC6546332|XP_001971808.2|DERE	LOC108146546|XP_017128079.1|DELE
OG0002961	LOC6549419|XP_026836366.1|DERE	LOC108149839|XP_017133203.1|DELE
OG0002962	LOC6549653|XP_001974258.1|DERE	LOC108139060|XP_017117170.1|DELE
OG0002963	LOC6541150|XP_026834355.1|DERE	LOC108141953|XP_017121084.1|DELE
OG0002964	LOC6541044|XP_001970355.1|DERE	LOC108143394|XP_017123256.1|DELE
OG0002965	LOC6542377|XP_001969472.1|DERE	LOC108141950|XP_017121081.1|DELE
OG0002966	LOC6542459|XP_001969999.1|DERE	LOC108146989|XP_017128746.1|DELE
OG0002967	LOC6545068|XP_001971046.1|DERE	LOC108146454|XP_017127954.1|DELE
OG0002968	LOC6545067|XP_001971045.3|DERE	LOC108146455|XP_017127955.1|DELE
OG0002969	LOC6540645|XP_026834493.1|DERE	LOC108149342|XP_017132319.1|DELE
OG0002970	LOC6543349|XP_001970141.1|DERE	LOC108138133|XP_017115666.1|DELE
OG0002971	LOC6540652|XP_001970313.1|DERE	LOC108142024|XP_017121189.1|DELE
OG0002972	LOC6553820|XP_001980515.1|DERE	LOC108140789|XP_017119270.1|DELE
OG0002973	LOC6542383|XP_001969065.1|DERE	LOC108140339|XP_017118518.1|DELE
OG0002974	LOC6545083|XP_001971038.1|DERE	LOC108145671|XP_017126714.1|DELE
OG0002975	LOC6542359|XP_001968334.3|DERE	LOC108148077|XP_017130418.1|DELE
OG0002976	LOC6551680|XP_001978529.1|DERE	LOC108138571|XP_017116340.1|DELE
OG0002977	LOC6546941|XP_015012531.1|DERE	LOC108144406|XP_017124726.1|DELE
OG0002978	LOC6548398|XP_001976530.2|DERE	LOC108144858|XP_017125494.1|DELE
OG0002979	LOC6541048|XP_001970359.1|DERE	LOC108143612|XP_017123625.1|DELE
OG0002980	LOC6540940|XP_026834782.1|DERE	LOC108148927|XP_017131737.1|DELE
OG0002981	LOC6540840|XP_001970039.2|DERE	LOC108135253|XP_017111410.1|DELE
OG0002982	LOC6543473|XP_026834991.1|DERE	LOC108149489|XP_017132597.1|DELE
OG0002983	LOC6544057|XP_001970969.1|DERE	LOC108145931|XP_017127123.1|DELE
OG0002984	LOC6545162|XP_001971024.1|DERE	LOC108145793|XP_017126852.1|DELE
OG0002985	LOC113563689|XP_026839022.1|DERE, LOC6555858|XP_026839359.1|DERE	LOC108145312|XP_017126150.1|DELE
OG0002986	LOC6541890|XP_001969470.1|DERE	LOC108141679|XP_017120643.1|DELE
OG0002987	LOC6543265|XP_001968972.1|DERE	LOC108138265|XP_017115904.1|DELE
OG0002988	LOC6543282|XP_001968202.1|DERE	LOC108137840|XP_017115255.1|DELE
OG0002989	LOC6543809|XP_026833743.1|DERE	LOC108150227|XP_017133762.1|DELE
OG0002990	LOC6541966|XP_001968348.2|DERE	LOC108148085|XP_017130429.1|DELE
OG0002991	LOC6546792|XP_026836261.1|DERE	LOC108143407|XP_017123279.1|DELE
OG0002992	LOC6547584|XP_015011568.1|DERE	LOC108150511|XP_017134216.1|DELE
OG0002993	LOC6544000|XP_001971892.1|DERE	LOC108146220|XP_017127628.1|DELE
OG0002994	LOC6542765|XP_026834166.1|DERE	LOC108149531|XP_017132656.1|DELE
OG0002995	LOC6541055|XP_001968132.1|DERE	LOC108134496|XP_017110305.1|DELE
OG0002996	LOC6551905|XP_001979666.1|DERE	LOC108136950|XP_017113921.1|DELE
OG0002997	LOC6555667|XP_001982398.3|DERE	LOC108147692|XP_017129895.1|DELE
OG0002998	LOC6551385|XP_026838490.1|DERE	LOC108140897|XP_017119429.1|DELE
OG0002999	LOC6544286|XP_001973714.1|DERE	LOC108143139|XP_017122875.1|DELE
OG0003000	LOC6553190|XP_001979134.1|DERE	LOC108148370|XP_017130882.1|DELE
OG0003001	LOC6547891|XP_015011547.1|DERE	LOC108143587|XP_017123593.1|DELE
OG0003002	LOC6545150|XP_015013758.1|DERE	LOC108142794|XP_017122333.1|DELE
OG0003003	LOC6546700|XP_001974516.1|DERE	LOC108134638|XP_017110515.1|DELE
OG0003004	LOC6555706|XP_001982483.1|DERE	LOC108138439|XP_017116129.1|DELE
OG0003005	LOC6550973|XP_001976850.2|DERE	LOC108136462|XP_017113144.1|DELE
OG0003006	LOC6553353|XP_001980182.1|DERE	LOC108135171|XP_017111284.1|DELE
OG0003007	LOC6553080|XP_001979075.3|DERE	LOC108148403|XP_017130924.1|DELE
OG0003008	LOC6555460|XP_001981048.1|DERE	LOC108142910|XP_017122487.1|DELE
OG0003009	LOC6546233|XP_001971792.1|DERE	LOC108146494|XP_017128015.1|DELE
OG0003010	LOC6548193|XP_001975215.2|DERE	LOC108144859|XP_017125495.1|DELE
OG0003011	LOC6546702|XP_001974518.2|DERE	LOC108134643|XP_017110521.1|DELE
OG0003012	LOC6552894|XP_026831816.1|DERE	LOC108134486|XP_017110296.1|DELE
OG0003013	LOC6549711|XP_001977418.1|DERE	LOC108136502|XP_017113226.1|DELE
OG0003014	LOC6549818|XP_001977341.1|DERE	LOC108137434|XP_017114587.1|DELE
OG0003015	LOC6550546|XP_001977978.2|DERE	LOC108141580|XP_017120515.1|DELE
OG0003016	LOC6545559|XP_001972685.2|DERE	LOC108146662|XP_017128201.1|DELE
OG0003017	LOC6551757|XP_001978860.1|DERE	LOC108141220|XP_017119961.1|DELE
OG0003018	LOC6554607|XP_001981559.1|DERE	LOC108147205|XP_017129049.1|DELE
OG0003019	LOC6544759|XP_026832466.1|DERE	LOC108142353|XP_017121642.1|DELE
OG0003020	LOC6553176|XP_001980012.1|DERE	LOC108135498|XP_017111734.1|DELE
OG0003021	LOC6554005|XP_015009679.1|DERE	LOC108136913|XP_017113865.1|DELE
OG0003022	LOC6544526|XP_001973052.2|DERE	LOC108146678|XP_017128219.1|DELE
OG0003023	LOC6550385|XP_001977752.1|DERE	LOC108134931|XP_017110940.1|DELE
OG0003024	LOC6545558|XP_026833081.1|DERE	LOC108146834|XP_017128519.1|DELE
OG0003025	LOC6552343|XP_001978878.2|DERE	LOC108141245|XP_017119991.1|DELE
OG0003026	LOC6552342|XP_026831441.1|DERE	LOC108140967|XP_017119524.1|DELE
OG0003027	LOC6553276|XP_001980135.1|DERE	LOC108140701|XP_017119143.1|DELE
OG0003028	LOC6546368|XP_026832730.1|DERE	LOC108146493|XP_017128014.1|DELE
OG0003029	LOC6545133|XP_001970999.1|DERE	LOC108145840|XP_017126942.1|DELE
OG0003030	LOC6552682|XP_001978945.2|DERE	LOC108137481|XP_017114683.1|DELE
OG0003031	LOC6550380|XP_001977747.1|DERE	LOC108134882|XP_017110866.1|DELE
OG0003032	LOC6541293|XP_001968488.1|DERE	LOC108147810|XP_017130042.1|DELE
OG0003033	LOC6544334|XP_001971985.1|DERE	LOC108147385|XP_017129309.1|DELE
OG0003034	LOC6553270|XP_001980129.1|DERE	LOC108140631|XP_017119039.1|DELE
OG0003035	LOC6554365|XP_001981255.2|DERE	LOC108148499|XP_017131022.1|DELE
OG0003036	LOC6543038|XP_001970782.1|DERE	LOC108135967|XP_017112414.1|DELE
OG0003037	LOC6544534|XP_001973104.1|DERE	LOC108136145|XP_017112629.1|DELE
OG0003038	LOC6547330|XP_001976337.1|DERE	LOC108135382|XP_017111565.1|DELE
OG0003039	LOC6542236|XP_026835071.1|DERE	LOC108134536|XP_017110372.1|DELE
OG0003040	LOC6544628|XP_001972203.1|DERE	LOC108150190|XP_017133682.1|DELE
OG0003041	LOC6546509|XP_001971341.1|DERE	LOC108146303|XP_017127744.1|DELE
OG0003042	LOC6555202|XP_026833973.1|DERE	LOC108136995|XP_017113980.1|DELE
OG0003043	LOC6553971|XP_001980529.1|DERE	LOC108140623|XP_017119026.1|DELE
OG0003044	LOC6543186|XP_026834841.1|DERE	LOC108145450|XP_017126371.1|DELE, LOC108136721|XP_017113537.1|DELE
OG0003045	LOC6554407|XP_001981703.2|DERE	LOC108147286|XP_017129191.1|DELE
OG0003046	LOC6553262|XP_001980152.2|DERE	LOC108140609|XP_017119011.1|DELE
OG0003047	LOC6553263|XP_001980153.1|DERE	LOC108140611|XP_017119013.1|DELE
OG0003048	LOC6549075|XP_001975594.1|DERE	LOC108149762|XP_017133069.1|DELE
OG0003049	LOC6553637|XP_001980368.1|DERE	LOC108135834|XP_017112207.1|DELE
OG0003050	LOC6554141|XP_026839501.1|DERE	LOC108147195|XP_017129037.1|DELE
OG0003051	LOC6543759|XP_001971353.1|DERE	LOC108146519|XP_017128043.1|DELE
OG0003052	LOC6553248|XP_026831751.1|DERE	LOC108148255|XP_017130667.1|DELE
OG0003053	LOC6553231|XP_026831532.1|DERE	LOC108140961|XP_017119518.1|DELE
OG0003054	LOC6553604|XP_015009611.1|DERE	LOC108141085|XP_017119756.1|DELE
OG0003055	LOC6554165|XP_026836997.1|DERE	LOC108147175|XP_017128997.1|DELE
OG0003056	LOC6549706|XP_015010829.1|DERE	LOC108142693|XP_017122191.1|DELE
OG0003057	LOC6549624|XP_015012393.1|DERE	LOC108149768|XP_017133085.1|DELE
OG0003058	LOC6547956|XP_001975284.2|DERE	LOC108144702|XP_017125281.1|DELE
OG0003059	LOC6550391|XP_026838294.1|DERE	LOC108134877|XP_017110861.1|DELE
