Orthogroup	DERE.longest_only	DMIR.longest_only
OG0000218	LOC6542535|XP_001968545.1|DERE	LOC108158205|XP_017145917.1|DMIR, LOC117191005|XP_033251875.1|DMIR, LOC108163969|XP_017155014.1|DMIR
OG0000218	LOC6542805|XP_001968547.1|DERE	LOC117185905|XP_033249611.1|DMIR
OG0000218	LOC6542362|XP_001968546.1|DERE	LOC108161278|XP_033249610.1|DMIR
OG0000219	LOC6542203|XP_001970690.1|DERE	LOC108159373|XP_017148089.1|DMIR
OG0000219	LOC6542806|XP_015014719.1|DERE	LOC117189498|XP_033250525.1|DMIR, LOC108159374|XP_017148090.1|DMIR
OG0000219	LOC6541114|XP_001970689.1|DERE	LOC108159371|XP_017148088.1|DMIR
OG0000220	LOC6544974|XP_001971571.1|DERE	LOC108153487|XP_017139016.1|DMIR
OG0000220	LOC6545036|XP_001971568.1|DERE	LOC108153355|XP_017138811.1|DMIR
OG0000220	LOC6545037|XP_001971569.1|DERE	LOC108153281|XP_017138638.1|DMIR
OG0000221	LOC6546627|XP_001975843.1|DERE	LOC108159097|XP_017147555.1|DMIR, LOC108159414|XP_017148148.1|DMIR
OG0000221	LOC6552613|XP_001979893.1|DERE	LOC108154310|XP_033246048.1|DMIR
OG0000221	LOC6546626|XP_026835960.1|DERE	LOC108159413|XP_017148146.2|DMIR, LOC108159095|XP_017147551.1|DMIR
OG0000222	LOC6540781|XP_001969547.1|DERE	LOC108163812|XP_017154791.2|DMIR
OG0000222	LOC6540807|XP_001969548.1|DERE	LOC108163809|XP_017154788.2|DMIR
OG0000223	LOC6543905|XP_026833408.1|DERE	LOC108158277|XP_017146002.2|DMIR, LOC117187681|XP_033246246.1|DMIR, LOC108153379|XP_017138841.1|DMIR
OG0000223	LOC6544430|XP_026832927.1|DERE	LOC108152035|XP_017136515.1|DMIR
OG0000223	LOC6544185|XP_001971919.1|DERE	LOC117186631|XP_033243534.1|DMIR, LOC108152603|XP_017137551.1|DMIR, LOC108153557|XP_017139120.1|DMIR
OG0000224	LOC6546933|XP_001974694.1|DERE	LOC117193767|XP_033254387.1|DMIR, LOC108160757|XP_017150445.1|DMIR
OG0000224	LOC6548447|XP_001976665.1|DERE	LOC108159403|XP_017148133.1|DMIR, LOC117192246|XP_033252801.1|DMIR
OG0000225	LOC26526626|XP_015009396.1|DERE	LOC108156864|XP_017144081.1|DMIR
OG0000225	LOC6554836|XP_001981992.2|DERE	LOC108156865|XP_017144082.1|DMIR
OG0000225	LOC6554837|XP_001981993.1|DERE	LOC108156863|XP_017144080.1|DMIR
OG0000226	LOC6546016|XP_001972228.1|DERE	LOC108152247|XP_017136942.1|DMIR
OG0000226	LOC6546018|XP_001972230.1|DERE	LOC108152252|XP_017136948.1|DMIR
OG0000226	LOC6546022|XP_001972234.2|DERE	LOC108152251|XP_017136947.1|DMIR
OG0000228	LOC6544247|XP_001973814.1|DERE	LOC108157029|XP_017144331.1|DMIR
OG0000228	LOC6552389|XP_001978907.1|DERE	LOC108154935|XP_017140911.1|DMIR
OG0000228	LOC6549917|XP_001978669.1|DERE, LOC6541233|XP_001968971.1|DERE	LOC108161462|XP_017151214.1|DMIR
OG0000229	LOC6554637|XP_026837444.1|DERE	LOC108156532|XP_033244807.1|DMIR
OG0000229	LOC26526662|XP_026835008.1|DERE	LOC108156533|XP_017143529.1|DMIR
OG0000229	LOC6553508|XP_001979354.2|DERE	LOC108157515|XP_017145104.1|DMIR
OG0000230	LOC6548853|XP_026837124.1|DERE	LOC108160294|XP_017149690.1|DMIR
OG0000230	LOC113564355|XP_026837129.1|DERE	LOC108160295|XP_017149694.1|DMIR, LOC108158080|XP_033246395.1|DMIR, LOC117192889|XP_033253524.1|DMIR
OG0000231	LOC6542474|XP_001969699.3|DERE, LOC6543320|XP_026834758.1|DERE, LOC6542523|XP_001969701.1|DERE, LOC6541869|XP_001969698.1|DERE	LOC108163938|XP_033249341.1|DMIR, LOC108163946|XP_033248942.1|DMIR
OG0000232	LOC6553321|XP_001980165.1|DERE	LOC108157394|XP_017144924.1|DMIR
OG0000232	LOC6543057|XP_001970735.3|DERE	LOC117188042|XP_033247110.1|DMIR, LOC108158320|XP_017146050.1|DMIR
OG0000232	LOC6543035|XP_001970736.1|DERE	LOC108158265|XP_017145991.1|DMIR
OG0000233	LOC6554467|XP_001981303.1|DERE	LOC108156017|XP_017142735.1|DMIR
OG0000233	LOC6554717|XP_001981079.1|DERE	LOC108157577|XP_017145187.1|DMIR
OG0000233	LOC6554716|XP_026831736.1|DERE	LOC108157435|XP_017144978.1|DMIR
OG0000234	LOC6549556|XP_001975644.2|DERE, LOC6549555|XP_015011668.1|DERE	LOC108160383|XP_017149852.2|DMIR
OG0000234	LOC26526377|XP_015012795.1|DERE	LOC108160384|XP_017149854.1|DMIR
OG0000235	LOC6554425|XP_001981050.1|DERE	LOC108157148|XP_017144545.1|DMIR
OG0000235	LOC6554565|XP_001981051.1|DERE	LOC108157147|XP_017144542.1|DMIR
OG0000235	LOC6554111|XP_001981052.1|DERE	LOC108157522|XP_017145116.1|DMIR
OG0000236	LOC6541842|XP_001968203.1|DERE	LOC108163944|XP_017154972.1|DMIR
OG0000236	LOC6543172|XP_001968832.1|DERE	LOC108163633|XP_017154531.1|DMIR
OG0000236	LOC6551527|XP_015010884.1|DERE	LOC108164570|XP_017155878.1|DMIR
OG0000237	LOC6542364|XP_026834004.1|DERE	LOC117189930|XP_033250899.1|DMIR, LOC108159934|XP_033246910.1|DMIR
OG0000237	LOC6542622|XP_026834619.1|DERE	LOC108153957|XP_033244123.1|DMIR
OG0000238	LOC6548748|XP_026835779.1|DERE, LOC6548261|XP_015011984.2|DERE	LOC108163763|XP_017154726.1|DMIR
OG0000238	LOC6548749|XP_001974106.1|DERE	LOC108163764|XP_017154728.1|DMIR
OG0000239	LOC6551925|XP_026831461.1|DERE, LOC6553144|XP_001979128.1|DERE	LOC108155037|XP_017141091.1|DMIR
OG0000240	LOC6553892|XP_026839802.1|DERE	LOC108156040|XP_017142793.1|DMIR
OG0000240	LOC6553890|XP_001980463.1|DERE	LOC108157746|XP_033245686.1|DMIR
OG0000240	LOC6553122|XP_026839625.1|DERE	LOC108157300|XP_017144790.1|DMIR
OG0000241	LOC6544528|XP_001973098.3|DERE	LOC117187261|XP_033245479.1|DMIR, LOC117187262|XP_033245481.1|DMIR, LOC108156019|XP_033245480.1|DMIR, LOC117186331|XP_033242876.1|DMIR, LOC108151034|XP_033247572.1|DMIR, LOC117188198|XP_033247570.1|DMIR, LOC117185976|XP_033244015.1|DMIR, LOC117186895|XP_033244083.1|DMIR, LOC108157152|XP_033244076.1|DMIR, LOC117186893|XP_033244071.1|DMIR, LOC117186894|XP_033244082.1|DMIR, LOC117185924|XP_033244084.1|DMIR, LOC108160243|XP_033244091.1|DMIR, LOC117186903|XP_033244110.1|DMIR, LOC108157941|XP_033244097.1|DMIR, LOC117186897|XP_033244096.1|DMIR, LOC108165261|XP_033243985.1|DMIR, LOC117187072|XP_033244796.1|DMIR, LOC108161283|XP_017150992.2|DMIR, LOC117186904|XP_033244113.1|DMIR, LOC117186045|XP_033242005.1|DMIR, LOC117186812|XP_033243992.1|DMIR, LOC117186804|XP_033243982.1|DMIR, LOC117186805|XP_033243984.1|DMIR, LOC108161282|XP_017150991.2|DMIR
OG0000244	LOC6552557|XP_001979895.1|DERE, LOC6552614|XP_001979894.1|DERE	LOC108157729|XP_017145389.1|DMIR
OG0000244	LOC6552610|XP_001979890.1|DERE	LOC117187350|XP_033245709.1|DMIR, LOC108157517|XP_033245817.1|DMIR
OG0000246	LOC6548230|XP_026835825.1|DERE	LOC108159468|XP_017148276.1|DMIR, LOC117191958|XP_033252589.1|DMIR, LOC117190450|XP_033251414.1|DMIR, LOC117191956|XP_033252588.1|DMIR, LOC117189803|XP_033250754.1|DMIR, LOC117191955|XP_033252587.1|DMIR
OG0000247	LOC6544591|XP_001972511.1|DERE, LOC6544476|XP_001972510.1|DERE	LOC108151117|XP_017135024.1|DMIR, LOC108151116|XP_017135022.1|DMIR, LOC117185731|XP_033242926.1|DMIR
OG0000248	LOC6546282|XP_026833059.1|DERE	LOC108152401|XP_017137188.1|DMIR
OG0000248	LOC6546283|XP_001972907.1|DERE	LOC108152402|XP_017137193.1|DMIR
OG0000248	LOC6548819|XP_001975604.1|DERE	LOC117189401|XP_033250426.1|DMIR, LOC108161012|XP_017150810.1|DMIR
OG0000249	LOC6541894|XP_001970259.1|DERE	LOC108162791|XP_017153180.1|DMIR
OG0000249	LOC6542688|XP_001970260.1|DERE	LOC108162789|XP_017153179.1|DMIR
OG0000249	LOC6541935|XP_001970261.1|DERE	LOC108162785|XP_017153174.1|DMIR
OG0000250	LOC6541190|XP_001969696.1|DERE	LOC108163580|XP_033248948.1|DMIR
OG0000250	LOC6542152|XP_026834041.1|DERE	LOC108163259|XP_033248952.1|DMIR
OG0000250	LOC6542277|XP_001969695.1|DERE	LOC108164129|XP_017155217.2|DMIR
OG0000251	LOC6550350|XP_015010759.1|DERE	LOC108164700|XP_017156060.1|DMIR
OG0000251	LOC6548093|XP_001976599.3|DERE	LOC108161013|XP_017150811.1|DMIR, LOC117185705|XP_033254691.1|DMIR
OG0000251	LOC26526064|XP_015014213.1|DERE	LOC108152518|XP_017137404.1|DMIR
OG0000252	LOC6548156|XP_001975119.1|DERE	LOC108158240|XP_017145962.1|DMIR
OG0000252	LOC6548154|XP_001975117.1|DERE	LOC108158228|XP_017145949.2|DMIR
OG0000252	LOC6548155|XP_001975118.1|DERE	LOC108158264|XP_017145990.1|DMIR
OG0000253	LOC6546575|XP_001974674.1|DERE, LOC6546573|XP_001974672.1|DERE	LOC108158183|XP_017145890.1|DMIR
OG0000254	LOC6555301|XP_001982322.2|DERE, LOC6555300|XP_001982321.2|DERE	LOC108153954|XP_033244118.1|DMIR, LOC108153952|XP_033244116.1|DMIR, LOC108153953|XP_017139540.2|DMIR
OG0000254	LOC6542168|XP_001969059.2|DERE	LOC117191456|XP_033252209.1|DMIR
OG0000255	LOC6546886|XP_001975967.1|DERE	LOC108159102|XP_017147561.1|DMIR
OG0000255	LOC6546887|XP_001975968.2|DERE	LOC108159100|XP_017147560.1|DMIR
OG0000256	LOC6547191|XP_001974738.1|DERE	LOC108159930|XP_017149065.1|DMIR
OG0000256	LOC6547193|XP_001974740.2|DERE	LOC108160086|XP_033246484.1|DMIR, LOC117189431|XP_033250442.1|DMIR, LOC108160084|XP_017149345.1|DMIR
OG0000257	LOC6548009|XP_001976472.1|DERE	LOC117190242|XP_033251186.1|DMIR, LOC117190251|XP_033251197.1|DMIR, LOC117190275|XP_033251242.1|DMIR, LOC117190276|XP_033251243.1|DMIR, LOC117190296|XP_033251270.1|DMIR, LOC117190253|XP_033251199.1|DMIR, LOC117190256|XP_033251204.1|DMIR, LOC117190255|XP_033251202.1|DMIR, LOC117190254|XP_033251201.1|DMIR, LOC117190249|XP_033251194.1|DMIR, LOC117190252|XP_033251198.1|DMIR, LOC117190250|XP_033251195.1|DMIR, LOC117190247|XP_033251191.1|DMIR, LOC117190261|XP_033251208.1|DMIR, LOC117190262|XP_033251209.1|DMIR, LOC117190258|XP_033251206.1|DMIR, LOC117190243|XP_033251187.1|DMIR, LOC117190245|XP_033251189.1|DMIR, LOC117190260|XP_033251207.1|DMIR, LOC117191692|XP_033252381.1|DMIR, LOC117190271|XP_033251234.1|DMIR, LOC117190303|XP_033251280.1|DMIR, LOC117190277|XP_033251246.1|DMIR, LOC117188260|XP_033247710.1|DMIR, LOC117188259|XP_033247709.1|DMIR, LOC117188261|XP_033247711.1|DMIR, LOC117190302|XP_033251279.1|DMIR, LOC117188253|XP_033247704.1|DMIR, LOC117188216|XP_033247607.1|DMIR, LOC117188244|XP_033247695.1|DMIR, LOC117188248|XP_033247698.1|DMIR, LOC117188252|XP_033247703.1|DMIR, LOC117188249|XP_033247699.1|DMIR, LOC117188251|XP_033247701.1|DMIR, LOC108159434|XP_033247694.1|DMIR, LOC117188250|XP_033247700.1|DMIR, LOC117190232|XP_033251173.1|DMIR, LOC117191690|XP_033252380.1|DMIR, LOC117190265|XP_033251213.1|DMIR, LOC117190246|XP_033251190.1|DMIR, LOC117188256|XP_033247706.1|DMIR, LOC117190293|XP_033251266.1|DMIR, LOC117188255|XP_033247705.1|DMIR, LOC117190244|XP_033251188.1|DMIR, LOC117190241|XP_033251185.1|DMIR, LOC117190235|XP_033251174.1|DMIR, LOC108159431|XP_033251175.1|DMIR, LOC117190240|XP_033251184.1|DMIR, LOC117190237|XP_033251176.1|DMIR, LOC117190238|XP_033251179.1|DMIR, LOC117190230|XP_033251172.1|DMIR, LOC117190227|XP_033251169.1|DMIR, LOC117190228|XP_033251171.1|DMIR
OG0000258	LOC6542887|XP_001970657.1|DERE	LOC108164147|XP_017155240.1|DMIR
OG0000258	LOC6542697|XP_026835074.1|DERE	LOC108154024|XP_017139606.1|DMIR
OG0000258	LOC6542771|XP_001970656.1|DERE	LOC108153549|XP_017139106.1|DMIR
OG0000259	LOC6541943|XP_001969258.2|DERE, LOC6541887|XP_001969259.2|DERE	LOC108164011|XP_033249256.1|DMIR
OG0000260	LOC6541331|XP_001970473.1|DERE	LOC108160340|XP_017149770.1|DMIR, LOC117189344|XP_033250373.1|DMIR
OG0000260	LOC6554839|XP_001981995.1|DERE	LOC108156861|XP_017144078.1|DMIR
OG0000260	LOC6543140|XP_026834057.1|DERE	LOC117187964|XP_033246868.1|DMIR
OG0000261	LOC6540674|XP_001968786.1|DERE, LOC6540625|XP_001968784.1|DERE	LOC108162468|XP_017152706.1|DMIR
OG0000261	LOC6540676|XP_001968785.2|DERE	LOC108162470|XP_017152707.1|DMIR
OG0000262	LOC6545073|XP_001972107.1|DERE	LOC108165484|XP_017157026.1|DMIR
OG0000262	LOC6545072|XP_001972106.2|DERE	LOC108165483|XP_017157025.1|DMIR
OG0000262	LOC6546615|XP_001975831.1|DERE	LOC108160700|XP_017150344.1|DMIR
OG0000263	LOC6546686|XP_015011602.2|DERE	LOC117191753|XP_033252423.1|DMIR, LOC108158931|XP_017147226.1|DMIR
OG0000263	LOC6544914|XP_001972091.1|DERE	LOC108165574|XP_017157136.1|DMIR
OG0000264	LOC6549668|XP_026837820.1|DERE	LOC117186622|XP_033243522.1|DMIR
OG0000264	LOC6549667|XP_026837591.1|DERE	LOC108159693|XP_017148695.2|DMIR
OG0000264	LOC6554921|XP_001981126.1|DERE	LOC108156424|XP_017143362.1|DMIR
OG0000265	LOC6545428|XP_026832183.1|DERE, LOC6556115|XP_026836587.1|DERE, LOC6556117|XP_026836577.1|DERE, LOC6548146|XP_001975220.3|DERE, LOC6544669|XP_001972006.2|DERE	LOC117185832|XP_017135471.1|DMIR, LOC108151395|XP_017135470.1|DMIR, LOC108151391|XP_017135462.1|DMIR
OG0000266	LOC26526401|XP_015015500.2|DERE	LOC108162451|XP_017152683.1|DMIR
OG0000266	LOC6547023|XP_001974665.1|DERE	LOC108160853|XP_017150600.1|DMIR, LOC117193550|XP_033254188.1|DMIR
OG0000266	LOC6547025|XP_001974667.1|DERE	LOC117193746|XP_033254362.1|DMIR, LOC108158280|XP_017146004.1|DMIR
OG0000267	LOC6555286|XP_001981202.1|DERE	LOC108157554|XP_017145147.1|DMIR
OG0000267	LOC6555287|XP_001981203.1|DERE	LOC108157584|XP_017145197.1|DMIR
OG0000268	LOC6552701|XP_001979020.1|DERE	LOC108154305|XP_017140047.1|DMIR
OG0000268	LOC6552700|XP_026839875.1|DERE	LOC108154283|XP_017140022.1|DMIR
OG0000269	LOC6554521|XP_001982158.1|DERE	LOC108156637|XP_017143723.1|DMIR
OG0000270	LOC6547864|XP_001976443.3|DERE	LOC108158682|XP_017146703.2|DMIR, LOC117185827|XP_033247092.1|DMIR
OG0000271	LOC6543518|XP_001969499.1|DERE	LOC108163771|XP_017154737.1|DMIR
OG0000271	LOC26526366|XP_026836936.1|DERE	LOC117187819|XP_033246572.1|DMIR, LOC108159625|XP_017148571.2|DMIR
OG0000271	LOC6546770|XP_001975527.1|DERE	LOC117191076|XP_033251936.1|DMIR, LOC108158476|XP_017146270.2|DMIR
OG0000272	LOC6544119|XP_026833800.1|DERE	LOC108151974|XP_033243807.1|DMIR
OG0000272	LOC6555876|XP_026838983.1|DERE	LOC108164421|XP_033250301.1|DMIR
OG0000273	LOC26526099|XP_015010442.1|DERE, LOC6553105|XP_001980100.2|DERE	LOC108155285|XP_017141491.1|DMIR
OG0000273	LOC6541495|XP_001969952.1|DERE	LOC108162637|XP_017152950.1|DMIR
OG0000273	LOC6553579|XP_001979250.1|DERE	LOC108155967|XP_033244513.1|DMIR
OG0000274	LOC6549077|XP_001975596.1|DERE, LOC6549076|XP_001975595.1|DERE	LOC108156318|XP_017143196.1|DMIR, LOC108154337|XP_017140087.2|DMIR, LOC108159948|XP_017149095.2|DMIR, LOC117187968|XP_033246896.1|DMIR
OG0000277	LOC6553996|XP_026839855.1|DERE	LOC108154518|XP_033246069.1|DMIR
OG0000277	LOC6554391|XP_001982363.1|DERE	LOC108154519|XP_017140309.2|DMIR
OG0000279	LOC6545735|XP_001971629.1|DERE	LOC108152584|XP_017137517.1|DMIR
OG0000279	LOC6545734|XP_001971628.1|DERE	LOC117186680|XP_033243620.1|DMIR, LOC117186678|XP_033243615.1|DMIR, LOC108152585|XP_017137518.2|DMIR, LOC117192828|XP_033253483.1|DMIR, LOC117186679|XP_033243617.1|DMIR
OG0000280	LOC6545331|XP_001973339.1|DERE	LOC108151165|XP_017135084.1|DMIR
OG0000280	LOC6545330|XP_001973338.2|DERE	LOC108151166|XP_017135085.1|DMIR
OG0000280	LOC6545500|XP_001973340.1|DERE	LOC108151164|XP_017135083.1|DMIR
OG0000281	LOC6545448|XP_001972131.1|DERE	LOC108151701|XP_017135944.1|DMIR
OG0000281	LOC6550369|XP_001977866.1|DERE	LOC108165119|XP_033241899.1|DMIR
OG0000281	LOC6550410|XP_026838119.1|DERE	LOC108161621|XP_017151411.1|DMIR
OG0000282	LOC6543563|XP_001971823.1|DERE	LOC108151836|XP_033242684.1|DMIR
OG0000282	LOC6543562|XP_015013816.1|DERE	LOC108151838|XP_033242686.1|DMIR
OG0000283	LOC6546953|XP_001976022.1|DERE	LOC108158203|XP_017145915.1|DMIR
OG0000283	LOC6555061|XP_001981603.1|DERE	LOC108157047|XP_017144352.1|DMIR
OG0000284	LOC6543100|XP_026834275.1|DERE	LOC108163992|XP_017155050.1|DMIR
OG0000284	LOC6542591|XP_026835148.1|DERE	LOC108163893|XP_017154901.1|DMIR
OG0000285	LOC6547109|XP_001974750.1|DERE	LOC117191103|XP_033251957.1|DMIR, LOC108158465|XP_017146245.1|DMIR
OG0000285	LOC6547110|XP_001974751.1|DERE	LOC108160636|XP_017150254.1|DMIR
OG0000286	LOC6540743|XP_001969546.1|DERE	LOC108163808|XP_017154787.1|DMIR
OG0000286	LOC6540770|XP_001969545.2|DERE	LOC108163810|XP_017154789.2|DMIR
OG0000287	LOC6550024|XP_001977490.2|DERE	LOC108160022|XP_017149251.1|DMIR
OG0000287	LOC6550021|XP_001977487.1|DERE	LOC108160038|XP_017149274.1|DMIR
OG0000287	LOC6550022|XP_001977488.1|DERE	LOC108160049|XP_017149286.1|DMIR
OG0000288	LOC6542933|XP_001969603.2|DERE	LOC108162875|XP_017153317.1|DMIR, LOC108162876|XP_017153318.1|DMIR
OG0000288	LOC6541580|XP_001969606.1|DERE, LOC6541400|XP_001969607.1|DERE	LOC108162874|XP_033248530.1|DMIR
OG0000289	LOC6543704|XP_026832685.1|DERE	LOC108153715|XP_017139331.2|DMIR
OG0000289	LOC6543739|XP_026833353.1|DERE	LOC117186597|XP_033243467.1|DMIR
OG0000289	LOC6543703|XP_026833505.1|DERE	LOC108165389|XP_033243670.1|DMIR
OG0000290	LOC26526437|XP_015015507.1|DERE	LOC108157931|XP_017145563.1|DMIR
OG0000290	LOC6543281|XP_001969057.1|DERE	LOC108157933|XP_017145565.1|DMIR
OG0000290	LOC6542141|XP_001969056.1|DERE	LOC108157932|XP_017145564.1|DMIR
OG0000292	LOC6546746|XP_001974539.1|DERE	LOC108159781|XP_017148830.1|DMIR
OG0000292	LOC6545379|XP_001972586.1|DERE	LOC108151616|XP_017135802.1|DMIR
OG0000293	LOC6554173|XP_001982115.1|DERE	LOC108156517|XP_017143511.1|DMIR
OG0000293	LOC6543255|XP_001969917.1|DERE	LOC108164007|XP_017155070.2|DMIR
OG0000294	LOC6543266|XP_026834080.1|DERE	LOC108161670|XP_017151464.1|DMIR
OG0000294	LOC6551177|XP_026838820.1|DERE	LOC108156392|XP_033251250.1|DMIR
OG0000295	LOC6549134|XP_026836175.1|DERE	LOC117189989|XP_033250965.1|DMIR, LOC108160763|XP_017150451.1|DMIR
OG0000295	LOC6554588|XP_001981544.3|DERE	LOC108153975|XP_017139561.2|DMIR
OG0000296	LOC6548586|XP_026838685.1|DERE	LOC108162304|XP_017152461.1|DMIR
OG0000296	LOC6545137|XP_001971003.2|DERE	LOC108152099|XP_017136639.1|DMIR
OG0000296	LOC6550768|XP_001976750.1|DERE	LOC108156710|XP_017143851.1|DMIR
OG0000297	LOC6543276|XP_001970468.1|DERE, LOC6542357|XP_001970467.1|DERE	LOC108160938|XP_017150715.1|DMIR, LOC117190880|XP_033251788.1|DMIR, LOC108160939|XP_017150716.1|DMIR, LOC117192025|XP_033252634.1|DMIR, LOC117190968|XP_033251847.1|DMIR
OG0000298	LOC6550760|XP_026837834.1|DERE	LOC108164760|XP_017156159.1|DMIR
OG0000298	LOC6550759|XP_001976796.1|DERE	LOC108157795|XP_017145517.1|DMIR, LOC108161510|XP_017151276.2|DMIR
OG0000298	LOC6553083|XP_001979078.1|DERE	LOC108161683|XP_017151482.1|DMIR
OG0000299	LOC6552753|XP_026835061.1|DERE	LOC108156548|XP_017143555.1|DMIR
OG0000299	LOC113563703|XP_026839621.1|DERE	LOC108157076|XP_017144401.1|DMIR
OG0000299	LOC6552755|XP_001980293.1|DERE	LOC108157078|XP_033244438.1|DMIR
OG0000300	LOC26526901|XP_015014358.1|DERE	LOC108150753|XP_017134535.1|DMIR
OG0000300	LOC6546348|XP_015013996.1|DERE	LOC108165338|XP_017156861.1|DMIR
OG0000300	LOC6546349|XP_001972896.2|DERE	LOC108150752|XP_017134534.1|DMIR
OG0000301	LOC6555853|XP_001982716.1|DERE	LOC108164510|XP_017155780.1|DMIR
OG0000301	LOC6541875|XP_001970181.1|DERE	LOC108163241|XP_017153893.1|DMIR
OG0000302	LOC6543602|XP_026833828.1|DERE	LOC108152257|XP_017136955.1|DMIR
OG0000302	LOC6543619|XP_001973605.1|DERE	LOC108152258|XP_017136956.1|DMIR
OG0000303	LOC6544449|XP_001972435.1|DERE	LOC108150856|XP_017134648.1|DMIR
OG0000303	LOC26526676|XP_015011471.1|DERE	LOC117192266|XP_033252816.1|DMIR
OG0000303	LOC26526197|XP_015015466.1|DERE	LOC108162383|XP_017152589.1|DMIR
OG0000304	LOC6554737|XP_001981072.2|DERE	LOC108154781|XP_017140656.1|DMIR
OG0000304	LOC6554739|XP_026831735.1|DERE	LOC108154782|XP_017140657.1|DMIR
OG0000305	LOC6544562|XP_001973096.1|DERE	LOC108165274|XP_033243770.1|DMIR
OG0000305	LOC6544559|XP_001973093.3|DERE	LOC108165275|XP_017156799.1|DMIR
OG0000306	LOC6547877|XP_001976353.1|DERE	LOC117191814|XP_033252468.1|DMIR, LOC108159378|XP_017148095.1|DMIR
OG0000306	LOC6551523|XP_001977166.2|DERE	LOC108153322|XP_017138730.1|DMIR
OG0000307	LOC6551965|XP_015010252.1|DERE	LOC117187161|XP_033245138.1|DMIR, LOC117185911|XP_033245140.1|DMIR, LOC117187162|XP_033245144.1|DMIR, LOC117187163|XP_033245145.1|DMIR, LOC117187431|XP_033245982.1|DMIR, LOC117187159|XP_033245134.1|DMIR, LOC108155797|XP_033245124.1|DMIR
OG0000307	LOC6554356|XP_026832001.1|DERE	LOC108155584|XP_017141979.1|DMIR
OG0000308	LOC6541893|XP_001969291.1|DERE	LOC108161210|XP_017150921.1|DMIR, LOC108161209|XP_017150920.1|DMIR
OG0000308	LOC26526555|XP_015015529.1|DERE	LOC108162719|XP_017153073.1|DMIR
OG0000309	LOC6551970|XP_001980655.2|DERE, LOC6551975|XP_001980660.1|DERE, LOC6551974|XP_001980659.1|DERE	LOC108157346|XP_017144855.1|DMIR, LOC108157344|XP_033245520.1|DMIR
OG0000310	LOC6550871|XP_026837987.1|DERE	LOC117191251|XP_033252061.1|DMIR, LOC108154958|XP_017140960.1|DMIR, LOC108154159|XP_017139812.1|DMIR
OG0000311	LOC6554796|XP_001982227.2|DERE	LOC108156694|XP_017143826.2|DMIR
OG0000311	LOC6553652|XP_001979386.3|DERE	LOC108154193|XP_017139898.1|DMIR
OG0000311	LOC6549783|XP_026837464.1|DERE	LOC108158976|XP_017147311.1|DMIR
OG0000312	LOC6543375|XP_001969294.2|DERE	LOC108163577|XP_033249056.1|DMIR
OG0000312	LOC6542907|XP_026835001.1|DERE	LOC108164058|XP_017155126.1|DMIR
OG0000313	LOC6541763|XP_001969218.1|DERE	LOC108162090|XP_033249311.1|DMIR
OG0000313	LOC6540890|XP_001969558.1|DERE	LOC108163596|XP_033249805.1|DMIR, LOC108163597|XP_033249765.1|DMIR, LOC108163732|XP_017154678.1|DMIR
OG0000314	LOC6540991|XP_026834226.1|DERE	LOC108163016|XP_033248883.1|DMIR, LOC108162880|XP_033248880.1|DMIR
OG0000315	LOC6542055|XP_001968578.1|DERE, LOC6546879|XP_026836861.1|DERE, LOC6542174|XP_026834681.1|DERE	LOC108163636|XP_017154534.1|DMIR
OG0000316	LOC6547237|XP_001974755.1|DERE	LOC108160107|XP_017149388.2|DMIR, LOC117188142|XP_033247423.1|DMIR
OG0000316	LOC6547236|XP_001974754.1|DERE	LOC108160109|XP_017149390.2|DMIR, LOC117190410|XP_033251377.1|DMIR, LOC117188410|XP_033248139.1|DMIR, LOC108160108|XP_017149389.1|DMIR
OG0000319	LOC6551810|XP_001980579.1|DERE, LOC6551828|XP_001980589.1|DERE, LOC6551811|XP_001980580.2|DERE	LOC108154220|XP_017139935.2|DMIR, LOC108154221|XP_017139936.2|DMIR
OG0000320	LOC6551773|XP_001980642.2|DERE	LOC108155884|XP_017142509.1|DMIR
OG0000320	LOC6542388|XP_001968653.1|DERE	LOC108161455|XP_017151206.1|DMIR
OG0000320	LOC6553384|XP_001980201.1|DERE	LOC108157794|XP_017145478.1|DMIR
OG0000321	LOC6542704|XP_001969804.1|DERE	LOC108162503|XP_033250000.1|DMIR
OG0000321	LOC6540944|XP_001969805.1|DERE	LOC108162504|XP_017152768.1|DMIR
OG0000322	LOC6553127|XP_001980072.1|DERE, LOC6555729|XP_026838878.1|DERE	LOC108152355|XP_017137115.1|DMIR
OG0000322	LOC6551711|XP_026837676.1|DERE	LOC108157042|XP_017144350.1|DMIR
OG0000323	LOC6543162|XP_001969586.2|DERE	LOC108162173|XP_017152255.1|DMIR
OG0000323	LOC6554972|XP_026839756.1|DERE	LOC108157250|XP_017144715.1|DMIR
OG0000323	LOC6554971|XP_026839682.1|DERE	LOC108157251|XP_017144716.1|DMIR
