Orthogroup	DERE.longest_only	DMAU.longest_only
OG0000299	LOC6552753|XP_026835061.1|DERE	LOC117142890|XP_033163055.1|DMAU
OG0000299	LOC113563703|XP_026839621.1|DERE	LOC117144562|XP_033165698.1|DMAU
OG0000299	LOC6552755|XP_001980293.1|DERE	LOC117144561|XP_033165697.1|DMAU
OG0000300	LOC26526901|XP_015014358.1|DERE	LOC117140762|XP_033159734.1|DMAU
OG0000300	LOC6546348|XP_015013996.1|DERE	LOC117141229|XP_033160480.1|DMAU
OG0000300	LOC6546349|XP_001972896.2|DERE	LOC117140395|XP_033159153.1|DMAU
OG0000301	LOC6555853|XP_001982716.1|DERE	LOC117146312|XP_033168252.1|DMAU
OG0000301	LOC6541875|XP_001970181.1|DERE	LOC117140862|XP_033159892.1|DMAU
OG0000302	LOC6543602|XP_026833828.1|DERE	LOC117139325|XP_033157461.1|DMAU
OG0000302	LOC6543619|XP_001973605.1|DERE	LOC117139326|XP_033157464.1|DMAU
OG0000303	LOC6544449|XP_001972435.1|DERE	LOC117139138|XP_033157180.1|DMAU
OG0000303	LOC26526676|XP_015011471.1|DERE	LOC117147779|XP_033170707.1|DMAU
OG0000303	LOC26526197|XP_015015466.1|DERE	LOC117145523|XP_033167109.1|DMAU
OG0000304	LOC6554737|XP_001981072.2|DERE	LOC117146079|XP_033167916.1|DMAU
OG0000304	LOC6554739|XP_026831735.1|DERE	LOC117146082|XP_033167921.1|DMAU
OG0000304	LOC6554738|XP_026831734.1|DERE	LOC117146081|XP_033167919.1|DMAU
OG0000305	LOC6544562|XP_001973096.1|DERE	LOC117140393|XP_033159152.1|DMAU
OG0000305	LOC6544560|XP_001973094.1|DERE	LOC117140575|XP_033159465.1|DMAU
OG0000305	LOC6544559|XP_001973093.3|DERE	LOC117141048|XP_033160220.1|DMAU
OG0000306	LOC6547877|XP_001976353.1|DERE	LOC117138031|XP_033155730.1|DMAU
OG0000306	LOC6547932|XP_001976357.1|DERE	LOC117137996|XP_033155674.1|DMAU
OG0000306	LOC6551523|XP_001977166.2|DERE	LOC117146961|XP_033169515.1|DMAU
OG0000307	LOC6551965|XP_015010252.1|DERE	LOC117144000|XP_033164837.1|DMAU
OG0000307	LOC6554356|XP_026832001.1|DERE	LOC117145978|XP_033167774.1|DMAU
OG0000308	LOC6541893|XP_001969291.1|DERE	LOC117143620|XP_033164276.1|DMAU
OG0000308	LOC6553745|XP_001980363.1|DERE	LOC117144518|XP_033165628.1|DMAU
OG0000308	LOC6553743|XP_001980361.1|DERE	LOC117144519|XP_033165629.1|DMAU
OG0000308	LOC26526555|XP_015015529.1|DERE	LOC117135123|XP_033151035.1|DMAU
OG0000309	LOC6551970|XP_001980655.2|DERE	LOC117145692|XP_033167325.1|DMAU
OG0000309	LOC6551975|XP_001980660.1|DERE	LOC117144607|XP_033165791.1|DMAU
OG0000309	LOC6551974|XP_001980659.1|DERE	LOC117144608|XP_033165792.1|DMAU
OG0000310	LOC6550871|XP_026837987.1|DERE	LOC117146780|XP_033169195.1|DMAU
OG0000311	LOC6554796|XP_001982227.2|DERE	LOC117143608|XP_033164251.1|DMAU
OG0000311	LOC6553652|XP_001979386.3|DERE	LOC117144057|XP_033164955.1|DMAU
OG0000311	LOC6549783|XP_026837464.1|DERE	LOC117146440|XP_033168544.1|DMAU
OG0000312	LOC6543375|XP_001969294.2|DERE	LOC117143754|XP_033164462.1|DMAU
OG0000312	LOC6542907|XP_026835001.1|DERE	LOC117150985|XP_033174074.1|DMAU
OG0000313	LOC6541763|XP_001969218.1|DERE	LOC117150963|XP_033174034.1|DMAU
OG0000313	LOC6540890|XP_001969558.1|DERE	LOC117140270|XP_033158991.1|DMAU
OG0000314	LOC6540991|XP_026834226.1|DERE	LOC117136776|XP_033153719.1|DMAU
OG0000315	LOC6541717|XP_001968640.3|DERE	LOC117141614|XP_033161069.1|DMAU
OG0000315	LOC6542055|XP_001968578.1|DERE	LOC117135296|XP_033151361.1|DMAU
OG0000315	LOC6546879|XP_026836861.1|DERE	LOC117137977|XP_033155641.1|DMAU
OG0000315	LOC6542174|XP_026834681.1|DERE	LOC117141366|XP_033160700.1|DMAU
OG0000316	LOC6547237|XP_001974755.1|DERE	LOC117136701|XP_033153610.1|DMAU
OG0000316	LOC6547236|XP_001974754.1|DERE	LOC117136602|XP_033153476.1|DMAU
OG0000317	LOC6554238|XP_001982147.2|DERE	LOC117144093|XP_033165000.1|DMAU
OG0000317	LOC26526820|XP_015009409.1|DERE	LOC117144095|XP_033165001.1|DMAU
OG0000318	LOC6554333|XP_001981297.2|DERE	LOC117145049|XP_033166447.1|DMAU
OG0000318	LOC113563713|XP_026831564.1|DERE	LOC117144724|XP_033165955.1|DMAU
OG0000319	LOC6551810|XP_001980579.1|DERE	LOC117145405|XP_033166935.1|DMAU
OG0000319	LOC6551828|XP_001980589.1|DERE, LOC6551811|XP_001980580.2|DERE	LOC117145406|XP_033166936.1|DMAU, LOC117143138|XP_033163521.1|DMAU
OG0000320	LOC6551773|XP_001980642.2|DERE	LOC117146064|XP_033167894.1|DMAU
OG0000320	LOC6542388|XP_001968653.1|DERE	LOC117150816|XP_033173767.1|DMAU
OG0000320	LOC6553384|XP_001980201.1|DERE	LOC117144177|XP_033165113.1|DMAU
OG0000321	LOC6542704|XP_001969804.1|DERE	LOC117150877|XP_033173900.1|DMAU
OG0000321	LOC6540944|XP_001969805.1|DERE	LOC117150876|XP_033173899.1|DMAU
OG0000322	LOC6553127|XP_001980072.1|DERE	LOC117144204|XP_033165143.1|DMAU
OG0000322	LOC6555729|XP_026838878.1|DERE	LOC117148406|XP_033171666.1|DMAU
OG0000322	LOC6551711|XP_026837676.1|DERE	LOC117148239|XP_033171434.1|DMAU
OG0000323	LOC6543162|XP_001969586.2|DERE	LOC117151086|XP_033174225.1|DMAU
OG0000323	LOC6554972|XP_026839756.1|DERE	LOC117144846|XP_033166134.1|DMAU
OG0000323	LOC6554971|XP_026839682.1|DERE	LOC117144845|XP_033166132.1|DMAU
OG0000324	LOC6549548|XP_001975754.1|DERE	LOC117135669|XP_033151954.1|DMAU
OG0000325	LOC6544993|XP_001973285.1|DERE	LOC117141457|XP_033160803.1|DMAU, LOC117141692|XP_033161191.1|DMAU
OG0000325	LOC6544995|XP_001973287.1|DERE	LOC117141458|XP_033160804.1|DMAU
OG0000327	LOC6541164|XP_001970615.2|DERE	LOC117137697|XP_033155157.1|DMAU
OG0000327	LOC6541825|XP_001970616.1|DERE	LOC117137188|XP_033154402.1|DMAU
OG0000327	LOC6541106|XP_001970617.1|DERE	LOC117138582|XP_033156652.1|DMAU
OG0000328	LOC6548254|XP_001976619.2|DERE	LOC117138301|XP_033156192.1|DMAU
OG0000328	LOC6546183|XP_001972276.1|DERE	LOC117141952|XP_033161599.1|DMAU
OG0000328	LOC6546182|XP_001972275.1|DERE	LOC117141747|XP_033161261.1|DMAU
OG0000329	LOC6542862|XP_001969209.1|DERE	LOC117135121|XP_033151032.1|DMAU
OG0000329	LOC6540844|XP_001970046.1|DERE	LOC117150516|XP_033173323.1|DMAU
OG0000330	LOC6554630|XP_001981352.1|DERE	LOC117144896|XP_033166212.1|DMAU
OG0000330	LOC6550469|XP_001977731.1|DERE	LOC117147731|XP_033170621.1|DMAU
OG0000331	LOC6541107|XP_026834568.1|DERE	LOC117151031|XP_033174136.1|DMAU
OG0000331	LOC6542639|XP_026834567.1|DERE	LOC117151030|XP_033174135.1|DMAU
OG0000332	LOC6543380|XP_001969483.1|DERE	LOC117151038|XP_033174142.1|DMAU
OG0000332	LOC6550374|XP_001977855.1|DERE	LOC117148194|XP_033171355.1|DMAU
OG0000333	LOC6546503|XP_001972269.1|DERE	LOC117140012|XP_033158617.1|DMAU
OG0000333	LOC6546464|XP_001971336.1|DERE	LOC117139519|XP_033157771.1|DMAU
OG0000334	LOC6541852|XP_001970574.1|DERE	LOC117136979|XP_033154046.1|DMAU
OG0000334	LOC6550690|XP_001978015.1|DERE	LOC117147693|XP_033170572.1|DMAU
OG0000334	LOC6548002|XP_001975281.1|DERE	LOC117137240|XP_033154492.1|DMAU
OG0000335	LOC6549308|XP_001974230.1|DERE	LOC117148702|XP_033172140.1|DMAU
OG0000335	LOC6549307|XP_001974229.1|DERE	LOC117138063|XP_033155781.1|DMAU
OG0000336	LOC6554017|XP_026839688.1|DERE	LOC117143010|XP_033163266.1|DMAU
OG0000336	LOC6554824|XP_001981805.1|DERE	LOC117144674|XP_033165886.1|DMAU
OG0000336	LOC6554823|XP_001981804.2|DERE	LOC117142847|XP_033162971.1|DMAU
OG0000337	LOC6545329|XP_001973337.1|DERE	LOC117139357|XP_033157500.1|DMAU
OG0000337	LOC6555516|XP_001982674.1|DERE	LOC117147299|XP_033170037.1|DMAU
OG0000337	LOC6543656|XP_001972956.1|DERE	LOC117140239|XP_033158932.1|DMAU
OG0000338	LOC6545423|XP_026833396.1|DERE	LOC117140552|XP_033159439.1|DMAU
OG0000338	LOC6541880|XP_015015371.1|DERE	LOC117136216|XP_033152879.1|DMAU
OG0000339	LOC6544746|XP_001973208.1|DERE	LOC117141059|XP_033160239.1|DMAU
OG0000339	LOC6544747|XP_001973209.1|DERE	LOC117141112|XP_033160326.1|DMAU
OG0000340	LOC6546748|XP_026836935.1|DERE	LOC117138107|XP_033155860.1|DMAU
OG0000341	LOC6544460|XP_001973114.1|DERE	LOC117141610|XP_033161018.1|DMAU
OG0000341	LOC6544463|XP_001973117.3|DERE	LOC117140659|XP_033159594.1|DMAU
OG0000341	LOC26526769|XP_015014341.2|DERE	LOC117141854|XP_033161421.1|DMAU
OG0000341	LOC6544465|XP_001973119.1|DERE	LOC117141516|XP_033160897.1|DMAU
OG0000342	LOC6550507|XP_001977972.1|DERE	LOC117148123|XP_033171236.1|DMAU
OG0000342	LOC6553440|XP_001979390.1|DERE	LOC117144060|XP_033164960.1|DMAU
OG0000342	LOC6548071|XP_026836299.1|DERE	LOC117138068|XP_033155783.1|DMAU
OG0000343	LOC6552539|XP_001980835.1|DERE, LOC6552308|XP_001980833.2|DERE	LOC117142443|XP_033162297.1|DMAU
OG0000344	LOC6546557|XP_001974571.1|DERE	LOC117137354|XP_033154643.1|DMAU
OG0000344	LOC6554188|XP_026831512.1|DERE	LOC117144988|XP_033166350.1|DMAU
OG0000345	LOC6542450|XP_001970556.1|DERE	LOC117138458|XP_033156476.1|DMAU
OG0000345	LOC6549529|XP_015012480.2|DERE	LOC117136576|XP_033153432.1|DMAU
OG0000346	LOC6548932|XP_001975532.1|DERE	LOC117136427|XP_033153231.1|DMAU
OG0000346	LOC6548931|XP_001975531.1|DERE	LOC117135470|XP_033151574.1|DMAU
OG0000347	LOC6544677|XP_001972013.1|DERE	LOC117140628|XP_033159539.1|DMAU
OG0000347	LOC6543128|XP_026834037.1|DERE	LOC117150959|XP_033174032.1|DMAU
OG0000348	LOC6542740|XP_001968431.1|DERE	LOC117139430|XP_033157620.1|DMAU
OG0000348	LOC6543484|XP_001968698.3|DERE	LOC117150235|XP_033172922.1|DMAU
OG0000349	LOC6549117|XP_001974189.1|DERE	LOC117146571|XP_033168765.1|DMAU
OG0000350	LOC6544378|XP_001972467.2|DERE	LOC117139109|XP_033157137.1|DMAU
OG0000350	LOC6544377|XP_001972466.1|DERE	LOC117139120|XP_033157157.1|DMAU
OG0000350	LOC6555043|XP_026837186.1|DERE	LOC117143227|XP_033163667.1|DMAU
OG0000351	LOC6548288|XP_001975114.1|DERE	LOC117137254|XP_033154508.1|DMAU
OG0000351	LOC6548287|XP_001975113.1|DERE	LOC117137255|XP_033154509.1|DMAU
OG0000353	LOC6552898|XP_001980981.1|DERE	LOC117144195|XP_033165135.1|DMAU
OG0000353	LOC6540677|XP_001968873.2|DERE	LOC117139997|XP_033158603.1|DMAU
OG0000354	LOC6541026|XP_001968386.1|DERE	LOC117151053|XP_033174163.1|DMAU
OG0000354	LOC6541906|XP_026835080.1|DERE	LOC117151054|XP_033174164.1|DMAU
OG0000355	LOC6542516|XP_001970521.1|DERE	LOC117136247|XP_033152942.1|DMAU
OG0000355	LOC6542864|XP_001970797.2|DERE	LOC117137948|XP_033155601.1|DMAU
OG0000356	LOC6549266|XP_026836544.1|DERE	LOC117139151|XP_033157203.1|DMAU
OG0000356	LOC6549236|XP_001974343.2|DERE	LOC117139143|XP_033157191.1|DMAU
OG0000358	LOC6553771|XP_001979438.1|DERE	LOC117144634|XP_033165819.1|DMAU
OG0000358	LOC6553718|XP_001979429.1|DERE	LOC117144445|XP_033165490.1|DMAU
OG0000358	LOC6553715|XP_001979426.1|DERE	LOC117145894|XP_033167635.1|DMAU
OG0000359	LOC6544461|XP_001973115.2|DERE	LOC117141609|XP_033161017.1|DMAU
OG0000359	LOC6544462|XP_026833054.1|DERE	LOC117139298|XP_033157422.1|DMAU
OG0000359	LOC6544466|XP_001973120.3|DERE	LOC117141777|XP_033161300.1|DMAU
OG0000359	LOC6544468|XP_001973122.1|DERE	LOC117141795|XP_033161327.1|DMAU
OG0000360	LOC6554985|XP_001981828.2|DERE	LOC117145156|XP_033166589.1|DMAU
OG0000360	LOC6554987|XP_001981830.1|DERE	LOC117145157|XP_033166590.1|DMAU
OG0000360	LOC6554988|XP_001981831.2|DERE	LOC117145290|XP_033166772.1|DMAU
OG0000361	LOC6552329|XP_001979788.2|DERE	LOC117145629|XP_033167239.1|DMAU
OG0000361	LOC6553077|XP_001979072.1|DERE	LOC117144243|XP_033165211.1|DMAU
OG0000361	LOC113564062|XP_026834307.1|DERE, LOC6541092|XP_001969684.1|DERE	LOC117150643|XP_033173509.1|DMAU
OG0000362	LOC6555885|XP_001982687.1|DERE	LOC117146296|XP_033168204.1|DMAU
OG0000362	LOC6544260|XP_026832810.1|DERE	LOC117140896|XP_033159941.1|DMAU
OG0000363	LOC6554700|XP_015008975.1|DERE	LOC117142309|XP_033162093.1|DMAU
OG0000363	LOC6543693|XP_026832427.1|DERE	LOC117141065|XP_033160245.1|DMAU
OG0000364	LOC6546537|XP_026832434.1|DERE	LOC117140861|XP_033159889.1|DMAU
OG0000365	LOC6547737|XP_001974951.1|DERE	LOC117137420|XP_033154741.1|DMAU
OG0000365	LOC6543411|XP_001969897.2|DERE	LOC117150582|XP_033173427.1|DMAU
OG0000366	LOC6551424|XP_026838791.1|DERE	LOC117148016|XP_033171072.1|DMAU
OG0000366	LOC6554311|XP_026831436.1|DERE	LOC117143296|XP_033163783.1|DMAU
OG0000367	LOC6546079|XP_026833637.1|DERE	LOC117141869|XP_033161445.1|DMAU
OG0000367	LOC6547428|XP_001974807.2|DERE	LOC117135437|XP_033151497.1|DMAU
OG0000368	LOC6544726|XP_015013197.1|DERE	LOC117140727|XP_033159687.1|DMAU
OG0000368	LOC6544727|XP_001972411.1|DERE	LOC117140728|XP_033159690.1|DMAU
OG0000370	LOC6544981|XP_001971549.1|DERE	LOC117140433|XP_033159242.1|DMAU
OG0000370	LOC6544994|XP_001973286.1|DERE	LOC117141693|XP_033161192.1|DMAU, LOC117141459|XP_033160805.1|DMAU
OG0000370	LOC113564307|XP_026836569.1|DERE	LOC117136870|XP_033153863.1|DMAU
OG0000371	LOC6551390|XP_001977235.1|DERE	LOC117148019|XP_033171075.1|DMAU
OG0000371	LOC6547140|XP_001976115.1|DERE	LOC117136549|XP_033153393.1|DMAU
OG0000371	LOC6554197|XP_001981463.3|DERE	LOC117142665|XP_033162688.1|DMAU
OG0000372	LOC113564501|XP_026837778.1|DERE	LOC117147863|XP_033170832.1|DMAU
OG0000372	LOC26526519|XP_015014294.1|DERE	LOC117139567|XP_033157858.1|DMAU
OG0000372	LOC6548828|XP_001974138.1|DERE	LOC117143251|XP_033163702.1|DMAU, LOC117143243|XP_033163695.1|DMAU, LOC117137652|XP_033155082.1|DMAU
OG0000372	LOC26526256|XP_015012767.2|DERE	LOC117143235|XP_033163680.1|DMAU
OG0000373	LOC6547383|XP_026836189.1|DERE	LOC117136617|XP_033153495.1|DMAU
OG0000374	LOC6545513|XP_026832187.1|DERE	LOC117140705|XP_033159662.1|DMAU
OG0000375	LOC6543972|XP_001972206.1|DERE	LOC117141031|XP_033160203.1|DMAU
OG0000375	LOC6544630|XP_026832424.1|DERE	LOC117141032|XP_033160205.1|DMAU
OG0000376	LOC6551610|XP_001978590.1|DERE	LOC117148146|XP_033171268.1|DMAU
OG0000377	LOC6551301|XP_001978400.3|DERE	LOC117147519|XP_033170325.1|DMAU
OG0000377	LOC6552778|XP_001979963.1|DERE	LOC117144460|XP_033165511.1|DMAU
OG0000378	LOC6546662|XP_001974574.1|DERE	LOC117137244|XP_033154496.1|DMAU
OG0000378	LOC6551554|XP_001978502.1|DERE	LOC117147414|XP_033170182.1|DMAU
OG0000379	LOC6541593|XP_026834595.1|DERE	LOC117136805|XP_033153761.1|DMAU
OG0000379	LOC6542039|XP_026834544.1|DERE	LOC117138017|XP_033155712.1|DMAU
OG0000379	LOC6542428|XP_001970581.1|DERE	LOC117136046|XP_033152580.1|DMAU
OG0000380	LOC6549180|XP_001975741.1|DERE	LOC117138133|XP_033155893.1|DMAU
OG0000380	LOC6545076|XP_001972110.1|DERE	LOC117141209|XP_033160454.1|DMAU
OG0000381	LOC6542777|XP_001970503.1|DERE	LOC117136877|XP_033153873.1|DMAU
OG0000381	LOC6542268|XP_026834987.1|DERE	LOC117145847|XP_033167556.1|DMAU
OG0000382	LOC6544104|XP_001973759.1|DERE	LOC117140561|XP_033159449.1|DMAU
OG0000383	LOC6541604|XP_026834924.1|DERE	LOC117137604|XP_033155017.1|DMAU
OG0000383	LOC6547628|XP_001976263.1|DERE	LOC117139332|XP_033157508.1|DMAU
OG0000384	LOC6546857|XP_001976053.1|DERE	LOC117137164|XP_033154367.1|DMAU
OG0000384	LOC113564313|XP_026836612.1|DERE	LOC117136525|XP_033153361.1|DMAU
OG0000385	LOC6550911|XP_026838256.1|DERE	LOC117148926|XP_033172536.1|DMAU
OG0000385	LOC6550912|XP_026838253.1|DERE	LOC117148924|XP_033172532.1|DMAU
OG0000386	LOC6544076|XP_026832742.1|DERE	LOC117141579|XP_033160982.1|DMAU
OG0000386	LOC6544077|XP_001971934.1|DERE	LOC117141580|XP_033160984.1|DMAU
OG0000386	LOC6554660|XP_001981340.1|DERE	LOC117146106|XP_033167979.1|DMAU
OG0000387	LOC6543245|XP_001968384.1|DERE	LOC117146017|XP_033167839.1|DMAU
OG0000387	LOC6543483|XP_001969519.1|DERE	LOC117137919|XP_033155561.1|DMAU
OG0000388	LOC6546540|XP_001971244.1|DERE	LOC117140645|XP_033159576.1|DMAU
OG0000388	LOC6555958|XP_026839393.1|DERE, LOC6546539|XP_001971243.1|DERE	LOC117140644|XP_033159575.1|DMAU
OG0000388	LOC6546476|XP_026832895.1|DERE	LOC117141512|XP_033160893.1|DMAU
OG0000389	LOC26527115|XP_026839317.1|DERE	LOC117139679|XP_033158050.1|DMAU
OG0000389	LOC6544985|XP_026833255.1|DERE	LOC117141060|XP_033160240.1|DMAU
OG0000390	LOC6543348|XP_001969885.1|DERE	LOC117150059|XP_033172824.1|DMAU
OG0000391	LOC6547289|XP_026836648.1|DERE	LOC117136906|XP_033153914.1|DMAU
OG0000391	LOC6547131|XP_001974765.3|DERE	LOC117137712|XP_033155176.1|DMAU
OG0000392	LOC6540637|XP_001968804.1|DERE	LOC117148251|XP_033171449.1|DMAU
OG0000392	LOC6540589|XP_001968801.1|DERE	LOC117147849|XP_033170818.1|DMAU
OG0000393	LOC6549281|XP_026836140.1|DERE	LOC117150771|XP_033173698.1|DMAU
OG0000393	LOC6549280|XP_026836151.1|DERE	LOC117150774|XP_033173709.1|DMAU
OG0000394	LOC6551519|XP_001977162.1|DERE	LOC117146635|XP_033168858.1|DMAU
OG0000394	LOC6551520|XP_026838743.1|DERE	LOC117146634|XP_033168857.1|DMAU
OG0000395	LOC6544683|XP_026833970.1|DERE	LOC117139284|XP_033157405.1|DMAU
OG0000395	LOC6544381|XP_001972470.2|DERE	LOC117139140|XP_033157182.1|DMAU
OG0000395	LOC26526589|XP_015014305.2|DERE	LOC117139141|XP_033157183.1|DMAU
OG0000396	LOC6541162|XP_026835208.1|DERE	LOC117140878|XP_033159915.1|DMAU
OG0000396	LOC6542607|XP_001970182.1|DERE	LOC117140870|XP_033159904.1|DMAU
OG0000397	LOC6540629|XP_001970336.2|DERE	LOC117136406|XP_033153194.1|DMAU
OG0000398	LOC6547339|XP_026836570.1|DERE	LOC117136872|XP_033153865.1|DMAU
OG0000399	LOC6555051|XP_001981621.1|DERE	LOC117144592|XP_033165761.1|DMAU
OG0000399	LOC6547358|XP_001976323.1|DERE	LOC117135543|XP_033151726.1|DMAU
OG0000400	LOC6551130|XP_001978244.1|DERE	LOC117148249|XP_033171443.1|DMAU
OG0000400	LOC6551129|XP_001978243.1|DERE	LOC117148733|XP_033172189.1|DMAU
OG0000401	LOC26526634|XP_015014319.2|DERE	LOC117139493|XP_033157709.1|DMAU
OG0000401	LOC6550383|XP_026837698.1|DERE	LOC117148197|XP_033171362.1|DMAU
OG0000402	LOC6551087|XP_026838804.1|DERE	LOC117147445|XP_033170218.1|DMAU
OG0000403	LOC26526264|XP_015009371.1|DERE	LOC117145752|XP_033167407.1|DMAU
OG0000403	LOC6547884|XP_015012646.1|DERE	LOC117138494|XP_033156515.1|DMAU
OG0000404	LOC6555333|XP_001981218.2|DERE	LOC117144364|XP_033165374.1|DMAU
OG0000405	LOC6551105|XP_001976836.3|DERE	LOC117148044|XP_033171114.1|DMAU
OG0000405	LOC6552261|XP_001980742.1|DERE	LOC117142697|XP_033162745.1|DMAU
OG0000406	LOC6543696|XP_026833799.1|DERE	LOC117142040|XP_033161801.1|DMAU
OG0000406	LOC6547116|XP_026836037.1|DERE	LOC117136298|XP_033153034.1|DMAU
OG0000407	LOC6545035|XP_001971567.1|DERE	LOC117142052|XP_033161818.1|DMAU
OG0000407	LOC6545034|XP_026832873.1|DERE	LOC117142051|XP_033161816.1|DMAU
OG0000408	LOC6553628|XP_001980311.1|DERE	LOC117144214|XP_033165156.1|DMAU
OG0000408	LOC6540836|XP_001968820.1|DERE	LOC117143592|XP_033164270.1|DMAU
OG0000409	LOC6549059|XP_001975581.1|DERE	LOC117138102|XP_033155850.1|DMAU
OG0000409	LOC6541051|XP_026834686.1|DERE	LOC117138151|XP_033155919.1|DMAU
OG0000410	LOC6549248|XP_001974433.1|DERE	LOC117141240|XP_033160498.1|DMAU
OG0000410	LOC6549246|XP_001974431.2|DERE	LOC117141248|XP_033160510.1|DMAU
OG0000410	LOC6549245|XP_001974430.1|DERE	LOC117150818|XP_033173769.1|DMAU
OG0000411	LOC6552440|XP_001980929.1|DERE	LOC117142222|XP_033161953.1|DMAU
OG0000411	LOC6542190|XP_001969288.1|DERE	LOC117150490|XP_033173284.1|DMAU
OG0000412	LOC6547625|XP_001974889.1|DERE	LOC117138390|XP_033156353.1|DMAU
OG0000412	LOC6545917|XP_026833108.1|DERE	LOC117140663|XP_033159599.1|DMAU
OG0000413	LOC6552757|XP_001980946.1|DERE	LOC117144429|XP_033165465.1|DMAU
OG0000413	LOC6552396|XP_001978922.1|DERE	LOC117144332|XP_033165335.1|DMAU
OG0000414	LOC6547062|XP_001976020.1|DERE	LOC117137866|XP_033155474.1|DMAU
OG0000414	LOC6542755|XP_026834477.1|DERE	LOC117136469|XP_033153292.1|DMAU
OG0000415	LOC6548279|XP_026836073.1|DERE	LOC117135959|XP_033152444.1|DMAU
OG0000415	LOC6548304|XP_026836074.1|DERE	LOC117135799|XP_033152185.1|DMAU
OG0000416	LOC6555674|XP_001982391.1|DERE	LOC117147248|XP_033169956.1|DMAU
OG0000416	LOC6551373|XP_026838853.1|DERE	LOC117148098|XP_033171204.1|DMAU
OG0000417	LOC6554481|XP_026839776.1|DERE	LOC117144878|XP_033166179.1|DMAU
OG0000417	LOC6555221|XP_001981177.1|DERE	LOC117144455|XP_033165502.1|DMAU
OG0000418	LOC6548016|XP_001976479.1|DERE	LOC117147313|XP_033170051.1|DMAU
OG0000418	LOC6550250|XP_001977676.2|DERE	LOC117148450|XP_033171715.1|DMAU
OG0000419	LOC6548344|XP_026837074.1|DERE	LOC117138447|XP_033156452.1|DMAU
OG0000419	LOC6550743|XP_026837763.1|DERE	LOC117147168|XP_033169844.1|DMAU, LOC117148541|XP_033171864.1|DMAU, LOC117148400|XP_033171655.1|DMAU
OG0000421	LOC6543016|XP_026835594.1|DERE	LOC117147720|XP_033170649.1|DMAU
OG0000421	LOC6541780|XP_026834981.1|DERE	LOC117140425|XP_033159234.1|DMAU
OG0000422	LOC6543504|XP_026839309.1|DERE	LOC117140476|XP_033159316.1|DMAU
OG0000423	LOC6546936|XP_001974697.1|DERE	LOC117136755|XP_033153682.1|DMAU
OG0000423	LOC6546935|XP_001974696.1|DERE	LOC117137006|XP_033154083.1|DMAU
OG0000424	LOC6555315|XP_001981047.1|DERE	LOC117142297|XP_033162075.1|DMAU
OG0000424	LOC6547291|XP_001974773.1|DERE	LOC117136907|XP_033153920.1|DMAU
OG0000425	LOC6548495|XP_001975308.1|DERE	LOC117137834|XP_033155414.1|DMAU
OG0000425	LOC6547593|XP_001974892.1|DERE	LOC117137593|XP_033154995.1|DMAU
OG0000426	LOC6542746|XP_001969052.1|DERE, LOC6541444|XP_001969053.1|DERE	LOC117136494|XP_033153329.1|DMAU, LOC117136493|XP_033153328.1|DMAU, LOC117137847|XP_033155440.1|DMAU, LOC117136492|XP_033153327.1|DMAU
OG0000428	LOC6546147|XP_001973563.2|DERE	LOC117140786|XP_033159771.1|DMAU
OG0000428	LOC6546146|XP_001973562.2|DERE	LOC117140785|XP_033159768.1|DMAU
OG0000428	LOC6546145|XP_026832723.1|DERE	LOC117140783|XP_033159760.1|DMAU
OG0000429	LOC6547185|XP_001976083.1|DERE	LOC117136470|XP_033153293.1|DMAU
OG0000429	LOC6547187|XP_001976085.3|DERE	LOC117137269|XP_033154523.1|DMAU
OG0000429	LOC6547186|XP_001976084.1|DERE	LOC117136669|XP_033153562.1|DMAU
OG0000430	LOC6555154|XP_001981165.2|DERE	LOC117143654|XP_033164324.1|DMAU
OG0000430	LOC26526835|XP_015009411.1|DERE	LOC117143655|XP_033164326.1|DMAU
OG0000430	LOC6551745|XP_001979695.1|DERE	LOC117144640|XP_033165827.1|DMAU
OG0000431	LOC26527104|XP_015012911.1|DERE, LOC6548907|XP_001974174.2|DERE	LOC117147806|XP_033170749.1|DMAU
OG0000431	LOC113564226|XP_026835613.1|DERE, LOC6540667|XP_001968794.1|DERE	LOC117145749|XP_033167408.1|DMAU
OG0000433	LOC6550058|XP_001977625.1|DERE	LOC117146931|XP_033169466.1|DMAU
OG0000433	LOC6545197|XP_001972043.1|DERE	LOC117141363|XP_033160660.1|DMAU
OG0000434	LOC6554450|XP_001981518.1|DERE	LOC117143438|XP_033164036.1|DMAU
OG0000435	LOC6551567|XP_001977288.1|DERE	LOC117147122|XP_033169779.1|DMAU
OG0000437	LOC6541367|XP_001969488.1|DERE	LOC117142367|XP_033162187.1|DMAU
OG0000437	LOC6542222|XP_001969930.1|DERE	LOC117147961|XP_033171000.1|DMAU
OG0000438	LOC6545501|XP_001973341.2|DERE	LOC117139335|XP_033157473.1|DMAU
OG0000438	LOC6554229|XP_001981246.1|DERE, LOC6554231|XP_001981248.1|DERE	LOC117142772|XP_033162850.1|DMAU
OG0000439	LOC6543220|XP_026834908.1|DERE	LOC117145708|XP_033167347.1|DMAU
OG0000439	LOC6545599|XP_001972711.1|DERE	LOC117139834|XP_033158367.1|DMAU
OG0000440	LOC6548087|XP_001975203.1|DERE	LOC117135994|XP_033152500.1|DMAU
OG0000440	LOC6549359|XP_001975788.1|DERE	LOC117137028|XP_033154125.1|DMAU
