Orthogroup	DERE.longest_only	DPER.longest_only
OG0000193	LOC6542922|XP_001968569.1|DERE	LOC6589745|XP_002014996.2|DPER
OG0000193	LOC6546371|XP_001971316.1|DERE	LOC6599609|XP_002024765.1|DPER
OG0000195	LOC6555691|XP_001982419.1|DERE	LOC6603752|XP_002028717.1|DPER, LOC6604179|XP_026846674.1|DPER, LOC6600099|XP_002025203.1|DPER
OG0000195	LOC6546907|XP_026836838.1|DERE	LOC6592776|XP_026841766.1|DPER
OG0000196	LOC6549581|XP_026836705.1|DERE	LOC6603541|XP_002028512.2|DPER
OG0000196	LOC6549570|XP_026836755.1|DERE	LOC6595424|XP_026844783.1|DPER
OG0000196	LOC6549575|XP_015012092.1|DERE	LOC6603537|XP_026843437.1|DPER
OG0000197	LOC6550613|XP_001978140.1|DERE	LOC6602888|XP_026845135.1|DPER
OG0000197	LOC6550635|XP_026837415.1|DERE	LOC6602885|XP_026849666.1|DPER
OG0000197	LOC6550636|XP_026837413.1|DERE	LOC6602886|XP_026849657.1|DPER
OG0000198	LOC6548823|XP_026835991.1|DERE, LOC6548999|XP_026835997.1|DERE, LOC113564067|XP_026834346.1|DERE	LOC6603161|XP_002028176.1|DPER, LOC6601311|XP_026841453.1|DPER
OG0000199	LOC6548047|XP_001975241.1|DERE	LOC6592861|XP_002017563.1|DPER
OG0000199	LOC6548046|XP_001975240.1|DERE	LOC6592860|XP_026841442.1|DPER
OG0000199	LOC6548027|XP_001975244.1|DERE	LOC6592303|XP_002017566.1|DPER
OG0000200	LOC6554869|XP_026836420.1|DERE, LOC113563728|XP_026831626.1|DERE, LOC6554870|XP_026832106.1|DERE, LOC6554871|XP_001981367.1|DERE, LOC6554868|XP_026839754.1|DERE	LOC6595234|XP_002020256.2|DPER
OG0000201	LOC6554761|XP_001982197.2|DERE	LOC6598809|XP_026844368.1|DPER
OG0000201	LOC6554758|XP_001982194.1|DERE	LOC6598806|XP_002023978.1|DPER
OG0000202	LOC6551932|XP_001979676.1|DERE	LOC6594185|XP_002019816.1|DPER
OG0000202	LOC6545015|XP_001972605.1|DERE	LOC6595806|XP_002021318.1|DPER
OG0000202	LOC6545014|XP_001972604.1|DERE	LOC6590775|XP_002016463.2|DPER
OG0000203	LOC6548188|XP_001975210.2|DERE	LOC6591309|XP_002016132.2|DPER
OG0000203	LOC6548190|XP_026836796.1|DERE	LOC113565072|XP_026841210.1|DPER
OG0000203	LOC6548189|XP_026836730.1|DERE	LOC6591307|XP_026842078.1|DPER
OG0000204	LOC6547171|XP_001976088.1|DERE	LOC6592823|XP_002017752.1|DPER
OG0000204	LOC6543589|XP_001972114.1|DERE, LOC6543590|XP_001972115.1|DERE, LOC6543588|XP_001972113.1|DERE	LOC6590320|XP_026841115.1|DPER, LOC6590319|XP_026841116.1|DPER, LOC6599536|XP_026849433.1|DPER
OG0000205	LOC6553124|XP_001980069.1|DERE	LOC6587789|XP_002012764.1|DPER
OG0000205	LOC6554083|XP_001979595.1|DERE	LOC6588211|XP_002013381.1|DPER
OG0000206	LOC6548461|XP_001976720.1|DERE	LOC6592540|XP_002018315.1|DPER
OG0000206	LOC6541120|XP_001969768.1|DERE	LOC6595407|XP_026844785.1|DPER
OG0000206	LOC6548459|XP_001976718.1|DERE	LOC6592539|XP_002018314.1|DPER
OG0000207	LOC6546412|XP_001971804.1|DERE	LOC6600993|XP_002026179.1|DPER
OG0000207	LOC6544924|XP_026832506.1|DERE	LOC6596224|XP_026845243.1|DPER
OG0000208	LOC6548988|XP_001975500.2|DERE, LOC6548990|XP_001975502.2|DERE, LOC6548991|XP_001975503.2|DERE	LOC6602109|XP_002027123.1|DPER
OG0000208	LOC26525956|XP_026836712.1|DERE, LOC6548989|XP_001975501.1|DERE	LOC6602110|XP_002027124.1|DPER
OG0000209	LOC6543050|XP_001970710.1|DERE	LOC6590794|XP_026842909.1|DPER
OG0000210	LOC6551613|XP_001978593.2|DERE	LOC6600424|XP_026848404.1|DPER
OG0000211	LOC6543788|XP_001972322.1|DERE	LOC6588600|XP_002013948.1|DPER, LOC6591472|XP_002017463.1|DPER
OG0000211	LOC6553731|XP_026832112.1|DERE	LOC6598706|XP_002023885.1|DPER
OG0000212	LOC6541947|XP_001970180.1|DERE	LOC6589194|XP_002014618.1|DPER
OG0000212	LOC6542011|XP_026834427.1|DERE	LOC6589193|XP_026844063.1|DPER
OG0000213	LOC6545488|XP_026832824.1|DERE	LOC6602286|XP_026848556.1|DPER
OG0000213	LOC6543147|XP_026838619.1|DERE, LOC113564604|XP_026838625.1|DERE	LOC6590765|XP_002015397.2|DPER
OG0000214	LOC6549781|XP_001977312.1|DERE	LOC6599389|XP_026847075.1|DPER
OG0000214	LOC6549026|XP_001975535.1|DERE	LOC6591196|XP_002015445.1|DPER
OG0000214	LOC6554255|XP_001981676.3|DERE	LOC113567353|XP_026850684.1|DPER, LOC6591646|XP_002016859.1|DPER
OG0000215	LOC6544027|XP_001973708.1|DERE	LOC6602192|XP_026848037.1|DPER
OG0000215	LOC6543691|XP_001973702.1|DERE	LOC6595839|XP_026845456.1|DPER
OG0000216	LOC6543977|XP_026832612.1|DERE	LOC6598189|XP_002023363.1|DPER, LOC6599178|XP_002024369.1|DPER, LOC6599143|XP_002024377.1|DPER, LOC6599156|XP_002024383.1|DPER, LOC6599145|XP_002024379.2|DPER, LOC6601936|XP_002026978.1|DPER
OG0000216	LOC6550512|XP_001977987.1|DERE	LOC6603240|XP_002028216.1|DPER
OG0000217	LOC6551104|XP_001976909.1|DERE	LOC6597347|XP_002022549.1|DPER
OG0000217	LOC6550977|XP_001976910.1|DERE	LOC6597348|XP_002022550.1|DPER
OG0000218	LOC6542535|XP_001968545.1|DERE	LOC6590871|XP_002016163.1|DPER, LOC6588743|XP_002015090.1|DPER, LOC6588859|XP_002015089.1|DPER
OG0000218	LOC6542805|XP_001968547.1|DERE	LOC6588857|XP_002015087.1|DPER
OG0000218	LOC6542362|XP_001968546.1|DERE	LOC6588858|XP_002015088.1|DPER
OG0000219	LOC6542203|XP_001970690.1|DERE	LOC6590590|XP_026841508.1|DPER
OG0000219	LOC6542806|XP_015014719.1|DERE	LOC6590884|XP_026841510.1|DPER
OG0000219	LOC6541114|XP_001970689.1|DERE	LOC6590592|XP_026841509.1|DPER
OG0000220	LOC6544974|XP_001971571.1|DERE	LOC6603022|XP_002028043.1|DPER
OG0000220	LOC6545036|XP_001971568.1|DERE	LOC6603020|XP_002028041.1|DPER
OG0000220	LOC6545037|XP_001971569.1|DERE	LOC6603021|XP_002028042.1|DPER
OG0000221	LOC6546627|XP_001975843.1|DERE	LOC6592960|XP_002017962.1|DPER
OG0000221	LOC6552613|XP_001979893.1|DERE	LOC6588577|XP_002013622.2|DPER
OG0000221	LOC6546626|XP_026835960.1|DERE	LOC6592959|XP_026841017.1|DPER
OG0000222	LOC6540807|XP_001969548.1|DERE	LOC6598101|XP_002023243.2|DPER
OG0000223	LOC6543905|XP_026833408.1|DERE	LOC6591058|XP_002016640.2|DPER, LOC6601011|XP_026849708.1|DPER
OG0000223	LOC6544430|XP_026832927.1|DERE	LOC6597131|XP_002022319.1|DPER
OG0000223	LOC6544185|XP_001971919.1|DERE	LOC6595822|XP_026845396.1|DPER
OG0000224	LOC6546933|XP_001974694.1|DERE	LOC6592904|XP_026840866.1|DPER
OG0000224	LOC6548447|XP_001976665.1|DERE	LOC6592353|XP_002018425.1|DPER
OG0000225	LOC26526626|XP_015009396.1|DERE	LOC113566005|XP_026845454.1|DPER
OG0000225	LOC6554836|XP_001981992.2|DERE	LOC6592129|XP_026839946.1|DPER
OG0000225	LOC6554837|XP_001981993.1|DERE	LOC6592112|XP_002016838.2|DPER
OG0000226	LOC6546016|XP_001972228.1|DERE	LOC6602823|XP_002027825.2|DPER
OG0000226	LOC6546018|XP_001972230.1|DERE	LOC6602822|XP_002027824.1|DPER
OG0000226	LOC6546022|XP_001972234.2|DERE	LOC6602817|XP_002027819.2|DPER
OG0000228	LOC6544247|XP_001973814.1|DERE	LOC6594401|XP_002019347.1|DPER
OG0000228	LOC6552389|XP_001978907.1|DERE	LOC113564959|XP_026840570.1|DPER
OG0000228	LOC6549917|XP_001978669.1|DERE, LOC6541233|XP_001968971.1|DERE	LOC6596405|XP_026843531.1|DPER
OG0000229	LOC6554637|XP_026837444.1|DERE	LOC6587187|XP_026840041.1|DPER
OG0000229	LOC26526662|XP_026835008.1|DERE	LOC6587181|XP_002013055.2|DPER
OG0000229	LOC6553508|XP_001979354.2|DERE	LOC6594363|XP_026850362.1|DPER
OG0000230	LOC6548853|XP_026837124.1|DERE	LOC6601345|XP_002026389.1|DPER
OG0000230	LOC113564355|XP_026837129.1|DERE	LOC6601344|XP_002026388.1|DPER, LOC6601343|XP_026841760.1|DPER
OG0000231	LOC6542474|XP_001969699.3|DERE, LOC6543320|XP_026834758.1|DERE, LOC6542523|XP_001969701.1|DERE, LOC6541869|XP_001969698.1|DERE	LOC6602220|XP_026843182.1|DPER, LOC6602219|XP_026843183.1|DPER, LOC6602218|XP_002027295.1|DPER
OG0000232	LOC6553321|XP_001980165.1|DERE	LOC6591535|XP_002017319.2|DPER
OG0000232	LOC6543057|XP_001970735.3|DERE	LOC6590307|XP_002015511.1|DPER
OG0000232	LOC6543035|XP_001970736.1|DERE	LOC6590306|XP_002015510.2|DPER
OG0000233	LOC6554467|XP_001981303.1|DERE	LOC6595052|XP_026846751.1|DPER
OG0000233	LOC6554717|XP_001981079.1|DERE	LOC6598675|XP_002023762.2|DPER
OG0000233	LOC6554716|XP_026831736.1|DERE	LOC6598677|XP_002023764.1|DPER
OG0000234	LOC6549556|XP_001975644.2|DERE, LOC6549555|XP_015011668.1|DERE	LOC113565260|XP_026842896.1|DPER
OG0000234	LOC26526377|XP_015012795.1|DERE	LOC6590230|XP_026842894.1|DPER
OG0000235	LOC6554425|XP_001981050.1|DERE	LOC6588111|XP_002013388.1|DPER
OG0000235	LOC6554565|XP_001981051.1|DERE	LOC6587804|XP_002013387.1|DPER
OG0000235	LOC6554111|XP_001981052.1|DERE	LOC6587986|XP_002013386.1|DPER
OG0000236	LOC6541842|XP_001968203.1|DERE	LOC6589563|XP_026844814.1|DPER
OG0000236	LOC6543172|XP_001968832.1|DERE	LOC6596549|XP_026843606.1|DPER
OG0000236	LOC6551527|XP_015010884.1|DERE	LOC113566778|XP_026849659.1|DPER
OG0000237	LOC6542364|XP_026834004.1|DERE	LOC6590277|XP_026841369.1|DPER
OG0000237	LOC6542622|XP_026834619.1|DERE	LOC113565387|XP_026842995.1|DPER, LOC6588533|XP_002013838.1|DPER
OG0000238	LOC6548748|XP_026835779.1|DERE, LOC6548261|XP_015011984.2|DERE	LOC6589112|XP_026844118.1|DPER
OG0000238	LOC6548749|XP_001974106.1|DERE	LOC6589111|XP_002015230.2|DPER
OG0000239	LOC6551925|XP_026831461.1|DERE, LOC6553144|XP_001979128.1|DERE	LOC6591504|XP_002016954.1|DPER
OG0000240	LOC6553892|XP_026839802.1|DERE	LOC6591862|XP_026850168.1|DPER
OG0000240	LOC6553890|XP_001980463.1|DERE	LOC6591864|XP_002017354.1|DPER
OG0000240	LOC6553122|XP_026839625.1|DERE	LOC6591667|XP_026850989.1|DPER
OG0000241	LOC6544528|XP_001973098.3|DERE	LOC6591381|XP_002017245.2|DPER, LOC6597061|XP_002022186.2|DPER, LOC6591451|XP_002017473.1|DPER, LOC6591476|XP_002017467.2|DPER, LOC6591478|XP_002017469.2|DPER, LOC6603977|XP_026845679.1|DPER, LOC113565993|XP_026845389.1|DPER, LOC113565995|XP_026845392.1|DPER, LOC6596896|XP_026845386.1|DPER, LOC113565996|XP_026845393.1|DPER, LOC6604434|XP_026845401.1|DPER, LOC6604635|XP_026850003.1|DPER, LOC6589803|XP_026844797.1|DPER
OG0000244	LOC6552557|XP_001979895.1|DERE, LOC6552614|XP_001979894.1|DERE	LOC6588573|XP_002013626.1|DPER
OG0000244	LOC6552610|XP_001979890.1|DERE	LOC6588654|XP_026840020.1|DPER, LOC6588634|XP_002013625.1|DPER
OG0000246	LOC6548230|XP_026835825.1|DERE	LOC6589975|XP_002016323.2|DPER
OG0000247	LOC6544591|XP_001972511.1|DERE, LOC6544476|XP_001972510.1|DERE	LOC6596135|XP_026845395.1|DPER, LOC6596069|XP_002021100.1|DPER, LOC6596070|XP_002021101.1|DPER
OG0000248	LOC6546282|XP_026833059.1|DERE	LOC6604155|XP_026845361.1|DPER
OG0000248	LOC6546283|XP_001972907.1|DERE	LOC6596088|XP_002021241.2|DPER
OG0000248	LOC6548819|XP_001975604.1|DERE	LOC6590727|XP_002016178.1|DPER
OG0000249	LOC6541894|XP_001970259.1|DERE	LOC6588766|XP_002014851.1|DPER
OG0000249	LOC6542688|XP_001970260.1|DERE	LOC6588765|XP_002014850.1|DPER
OG0000249	LOC6541935|XP_001970261.1|DERE	LOC6588764|XP_002014849.1|DPER
OG0000250	LOC6541190|XP_001969696.1|DERE	LOC113565518|XP_026843585.1|DPER
OG0000250	LOC6542152|XP_026834041.1|DERE	LOC6602262|XP_002027292.1|DPER
OG0000250	LOC6542277|XP_001969695.1|DERE	LOC6602217|XP_026843584.1|DPER
OG0000251	LOC6550350|XP_015010759.1|DERE	LOC6597681|XP_026848890.1|DPER
OG0000251	LOC6548093|XP_001976599.3|DERE	LOC6601282|XP_002026354.1|DPER
OG0000251	LOC26526064|XP_015014213.1|DERE	LOC6604362|XP_002029266.2|DPER
OG0000252	LOC6548156|XP_001975119.1|DERE	LOC6592595|XP_002018075.2|DPER
OG0000252	LOC6548154|XP_001975117.1|DERE	LOC6592710|XP_026841740.1|DPER
OG0000252	LOC6548155|XP_001975118.1|DERE	LOC6592596|XP_002018076.1|DPER
OG0000253	LOC6546575|XP_001974674.1|DERE, LOC6546573|XP_001974672.1|DERE	LOC6592319|XP_002018553.1|DPER
OG0000253	LOC6547028|XP_001974670.1|DERE, LOC6547029|XP_026836720.1|DERE	LOC6592318|XP_002018552.1|DPER
OG0000254	LOC6555301|XP_001982322.2|DERE, LOC6555300|XP_001982321.2|DERE	LOC6588301|XP_026842421.1|DPER, LOC6588328|XP_002013800.1|DPER
OG0000255	LOC6546886|XP_001975967.1|DERE	LOC6590196|XP_026841102.1|DPER
OG0000255	LOC6546887|XP_001975968.2|DERE	LOC6590197|XP_002015828.1|DPER
OG0000256	LOC6547191|XP_001974738.1|DERE	LOC6591225|XP_026842138.1|DPER
OG0000256	LOC6547193|XP_001974740.2|DERE	LOC6590485|XP_026842610.1|DPER
OG0000257	LOC6548009|XP_001976472.1|DERE	LOC6590918|XP_002015409.1|DPER
OG0000258	LOC6542887|XP_001970657.1|DERE	LOC6593335|XP_026843500.1|DPER
OG0000258	LOC6542697|XP_026835074.1|DERE	LOC6594861|XP_026850612.1|DPER
OG0000258	LOC6542771|XP_001970656.1|DERE	LOC6595746|XP_026845387.1|DPER
OG0000259	LOC6541943|XP_001969258.2|DERE, LOC6541887|XP_001969259.2|DERE	LOC6593441|XP_002019197.2|DPER
OG0000260	LOC6541331|XP_001970473.1|DERE	LOC6589920|XP_002015722.1|DPER
OG0000260	LOC6554839|XP_001981995.1|DERE	LOC6592114|XP_002016840.2|DPER
OG0000260	LOC6543140|XP_026834057.1|DERE	LOC6589921|XP_002015723.1|DPER
OG0000261	LOC6540674|XP_001968786.1|DERE, LOC6540625|XP_001968784.1|DERE	LOC6588988|XP_002015170.1|DPER
OG0000261	LOC6540676|XP_001968785.2|DERE	LOC6588989|XP_002015171.1|DPER
OG0000262	LOC6545073|XP_001972107.1|DERE	LOC6599470|XP_026849432.1|DPER
OG0000262	LOC6545072|XP_001972106.2|DERE	LOC6599469|XP_026849407.1|DPER
OG0000262	LOC6546615|XP_001975831.1|DERE	LOC6590715|XP_026841027.1|DPER
OG0000263	LOC6546686|XP_015011602.2|DERE	LOC6590218|XP_002016531.2|DPER
OG0000263	LOC6544914|XP_001972091.1|DERE	LOC6601424|XP_002026460.2|DPER
OG0000264	LOC6549668|XP_026837820.1|DERE	LOC6598542|XP_026846178.1|DPER
OG0000264	LOC6549667|XP_026837591.1|DERE	LOC6598543|XP_002023739.1|DPER
OG0000264	LOC6554921|XP_001981126.1|DERE	LOC6594744|XP_002020396.1|DPER
OG0000265	LOC6545428|XP_026832183.1|DERE, LOC6556115|XP_026836587.1|DERE, LOC6556117|XP_026836577.1|DERE, LOC6548146|XP_001975220.3|DERE, LOC6544669|XP_001972006.2|DERE	LOC6601071|XP_026847310.1|DPER
OG0000266	LOC26526401|XP_015015500.2|DERE	LOC113565566|XP_026843720.1|DPER
OG0000266	LOC6547023|XP_001974665.1|DERE	LOC6592880|XP_002018547.1|DPER
OG0000266	LOC6547025|XP_001974667.1|DERE	LOC6592882|XP_002018549.1|DPER
OG0000267	LOC6555286|XP_001981202.1|DERE	LOC6594786|XP_002020540.1|DPER
OG0000267	LOC6555287|XP_001981203.1|DERE	LOC6594787|XP_002020541.1|DPER
OG0000268	LOC6552701|XP_001979020.1|DERE	LOC6587641|XP_002013270.1|DPER
OG0000268	LOC6552700|XP_026839875.1|DERE	LOC6587284|XP_026846992.1|DPER
OG0000269	LOC6554521|XP_001982158.1|DERE	LOC6587699|XP_002014102.1|DPER
OG0000269	LOC6554845|XP_001982009.2|DERE	LOC6591644|XP_002016857.2|DPER
OG0000270	LOC6547864|XP_001976443.3|DERE	LOC6592525|XP_026841241.1|DPER
OG0000271	LOC6543518|XP_001969499.1|DERE	LOC6589230|XP_002014219.1|DPER, LOC113565883|XP_026845045.1|DPER
OG0000271	LOC26526366|XP_026836936.1|DERE	LOC113565230|XP_026842688.1|DPER
OG0000271	LOC6546770|XP_001975527.1|DERE	LOC6591252|XP_026841574.1|DPER
OG0000272	LOC6544119|XP_026833800.1|DERE	LOC6604665|XP_026845656.1|DPER
OG0000272	LOC6555876|XP_026838983.1|DERE	LOC6602554|XP_026846824.1|DPER
OG0000273	LOC26526099|XP_015010442.1|DERE, LOC6553105|XP_001980100.2|DERE	LOC6592110|XP_002017293.1|DPER
OG0000273	LOC6541495|XP_001969952.1|DERE	LOC6596627|XP_002021635.2|DPER
OG0000273	LOC6553579|XP_001979250.1|DERE	LOC6592070|XP_002017519.1|DPER
OG0000274	LOC6549077|XP_001975596.1|DERE, LOC6549076|XP_001975595.1|DERE	LOC6587445|XP_002013656.1|DPER, LOC6588075|XP_002013609.2|DPER, LOC6590995|XP_026841121.1|DPER
OG0000277	LOC6553996|XP_026839855.1|DERE	LOC6587928|XP_026840171.1|DPER
OG0000277	LOC6554391|XP_001982363.1|DERE	LOC6587976|XP_002012796.2|DPER
OG0000279	LOC6545735|XP_001971629.1|DERE	LOC6602488|XP_002027516.2|DPER
OG0000279	LOC6545734|XP_001971628.1|DERE	LOC6604048|XP_026850085.1|DPER, LOC113567217|XP_026850194.1|DPER, LOC113567089|XP_026850070.1|DPER, LOC113567006|XP_026850030.1|DPER, LOC113567305|XP_026850440.1|DPER, LOC113566814|XP_026849776.1|DPER, LOC6604133|XP_002029070.2|DPER, LOC6604081|XP_026850054.1|DPER, LOC113567150|XP_026850126.1|DPER, LOC113567007|XP_026850032.1|DPER, LOC113567008|XP_026850033.1|DPER, LOC113566957|XP_026850001.1|DPER, LOC113566956|XP_026849999.1|DPER, LOC6603644|XP_002028618.2|DPER, LOC6604045|XP_002028988.1|DPER, LOC113567004|XP_026850028.1|DPER, LOC113566955|XP_026849998.1|DPER, LOC113567005|XP_026850029.1|DPER
OG0000280	LOC6545331|XP_001973339.1|DERE	LOC6602407|XP_002027412.2|DPER
OG0000280	LOC6545330|XP_001973338.2|DERE	LOC6602406|XP_002027411.2|DPER
OG0000280	LOC6545500|XP_001973340.1|DERE	LOC113566561|XP_026848456.1|DPER
OG0000281	LOC6545448|XP_001972131.1|DERE	LOC6601691|XP_002026725.1|DPER
OG0000281	LOC6550369|XP_001977866.1|DERE	LOC6597239|XP_002022534.2|DPER
OG0000281	LOC6550410|XP_026838119.1|DERE	LOC6597493|XP_002022641.2|DPER
OG0000282	LOC6543563|XP_001971823.1|DERE	LOC6603291|XP_002028272.1|DPER
OG0000282	LOC6543562|XP_015013816.1|DERE	LOC6603290|XP_026849866.1|DPER
OG0000283	LOC6555061|XP_001981603.1|DERE	LOC6587294|XP_026840078.1|DPER
OG0000284	LOC6543100|XP_026834275.1|DERE	LOC6602437|XP_002027472.1|DPER
OG0000284	LOC6542591|XP_026835148.1|DERE	LOC6598132|XP_026843255.1|DPER
OG0000285	LOC6547109|XP_001974750.1|DERE	LOC6591167|XP_002016270.1|DPER
OG0000285	LOC6547110|XP_001974751.1|DERE	LOC6591169|XP_002016272.2|DPER
OG0000286	LOC6540949|XP_001969549.1|DERE	LOC6598098|XP_002023240.1|DPER
OG0000286	LOC6540770|XP_001969545.2|DERE	LOC6598102|XP_002023244.1|DPER
OG0000287	LOC6550024|XP_001977490.2|DERE	LOC6600016|XP_026849166.1|DPER
OG0000287	LOC6550021|XP_001977487.1|DERE	LOC113566676|XP_026849167.1|DPER
OG0000287	LOC6550022|XP_001977488.1|DERE	LOC6600015|XP_002025094.1|DPER
OG0000288	LOC6542933|XP_001969603.2|DERE	LOC6593479|XP_002018918.1|DPER, LOC6593478|XP_002018917.1|DPER
OG0000288	LOC6541580|XP_001969606.1|DERE, LOC6541400|XP_001969607.1|DERE	LOC6593477|XP_002018916.1|DPER
OG0000289	LOC6543704|XP_026832685.1|DERE	LOC6599747|XP_026847403.1|DPER
OG0000289	LOC6543739|XP_026833353.1|DERE	LOC6599890|XP_026847410.1|DPER
OG0000289	LOC6543703|XP_026833505.1|DERE	LOC6599749|XP_026847402.1|DPER
OG0000290	LOC26526437|XP_015015507.1|DERE	LOC6590826|XP_002016480.1|DPER
OG0000290	LOC6543281|XP_001969057.1|DERE	LOC6590828|XP_002016482.2|DPER
OG0000290	LOC6542141|XP_001969056.1|DERE	LOC6590827|XP_002016481.1|DPER
OG0000292	LOC6546746|XP_001974539.1|DERE	LOC6592284|XP_002018403.1|DPER
OG0000292	LOC6545379|XP_001972586.1|DERE	LOC6599069|XP_026848974.1|DPER
OG0000293	LOC6554173|XP_001982115.1|DERE	LOC6594994|XP_002020160.1|DPER
OG0000293	LOC6543255|XP_001969917.1|DERE	LOC6596583|XP_002021670.2|DPER
OG0000293	LOC113564847|XP_026839554.1|DERE	LOC6594991|XP_002020157.2|DPER
OG0000294	LOC6543266|XP_026834080.1|DERE	LOC6598125|XP_002023281.2|DPER
OG0000294	LOC6551177|XP_026838820.1|DERE	LOC6599410|XP_026847073.1|DPER
OG0000295	LOC6549134|XP_026836175.1|DERE	LOC6591206|XP_002016196.2|DPER
OG0000295	LOC6554588|XP_001981544.3|DERE	LOC6587493|XP_002013063.1|DPER
OG0000296	LOC6548586|XP_026838685.1|DERE	LOC6593738|XP_002018996.1|DPER
OG0000296	LOC6545137|XP_001971003.2|DERE	LOC6601085|XP_026847350.1|DPER
OG0000296	LOC6550768|XP_001976750.1|DERE	LOC6598402|XP_026846284.1|DPER
OG0000297	LOC6543276|XP_001970468.1|DERE, LOC6542357|XP_001970467.1|DERE	LOC6590430|XP_002015726.2|DPER, LOC6590431|XP_026842117.1|DPER
OG0000298	LOC6550760|XP_026837834.1|DERE	LOC6597226|XP_026846583.1|DPER
OG0000298	LOC6550759|XP_001976796.1|DERE	LOC113566196|XP_026846536.1|DPER, LOC6593951|XP_002018637.1|DPER
OG0000298	LOC6553083|XP_001979078.1|DERE	LOC6598124|XP_002023280.2|DPER
OG0000299	LOC6552753|XP_026835061.1|DERE	LOC6587398|XP_026841615.1|DPER
OG0000299	LOC113563703|XP_026839621.1|DERE	LOC6587438|XP_002014037.1|DPER
OG0000299	LOC6552755|XP_001980293.1|DERE	LOC6587353|XP_002014036.1|DPER
OG0000300	LOC26526901|XP_015014358.1|DERE	LOC113566464|XP_026847944.1|DPER
OG0000300	LOC6546348|XP_015013996.1|DERE	LOC6598884|XP_026847945.1|DPER
OG0000300	LOC6546349|XP_001972896.2|DERE	LOC6598883|XP_026847927.1|DPER
OG0000301	LOC6555853|XP_001982716.1|DERE	LOC6601991|XP_002027068.1|DPER
OG0000301	LOC6541875|XP_001970181.1|DERE	LOC6589195|XP_002014619.1|DPER
OG0000302	LOC6543602|XP_026833828.1|DERE	LOC6601148|XP_002026280.2|DPER
OG0000302	LOC6543619|XP_001973605.1|DERE	LOC6601149|XP_002026281.1|DPER
OG0000303	LOC6544449|XP_001972435.1|DERE	LOC6600655|XP_002025664.1|DPER
OG0000303	LOC26526676|XP_015011471.1|DERE	LOC113566276|XP_026847029.1|DPER
OG0000303	LOC26526197|XP_015015466.1|DERE	LOC6589431|XP_002015008.2|DPER
OG0000304	LOC6554737|XP_001981072.2|DERE	LOC6588546|XP_002012984.1|DPER
OG0000304	LOC6554739|XP_026831735.1|DERE	LOC6588542|XP_026851023.1|DPER
OG0000305	LOC6544562|XP_001973096.1|DERE	LOC6597066|XP_002022191.2|DPER
OG0000305	LOC6544559|XP_001973093.3|DERE	LOC6597067|XP_026845430.1|DPER
OG0000306	LOC6547877|XP_001976353.1|DERE	LOC6589931|XP_002015882.2|DPER
OG0000306	LOC6551523|XP_001977166.2|DERE	LOC6598282|XP_026846345.1|DPER
OG0000307	LOC6551965|XP_015010252.1|DERE	LOC6594303|XP_026850365.1|DPER
OG0000307	LOC6554356|XP_026832001.1|DERE	LOC6587518|XP_002013072.2|DPER
OG0000308	LOC6541893|XP_001969291.1|DERE	LOC6593993|XP_002019035.1|DPER, LOC6593992|XP_002019034.1|DPER
OG0000308	LOC6553745|XP_001980363.1|DERE, LOC6553743|XP_001980361.1|DERE	LOC6588430|XP_002013955.1|DPER
OG0000308	LOC26526555|XP_015015529.1|DERE	LOC113565521|XP_026843590.1|DPER
OG0000309	LOC6551970|XP_001980655.2|DERE, LOC6551975|XP_001980660.1|DERE, LOC6551974|XP_001980659.1|DERE	LOC6594063|XP_002019862.1|DPER, LOC6594064|XP_002019863.1|DPER, LOC6594065|XP_002019864.1|DPER
OG0000310	LOC6550871|XP_026837987.1|DERE	LOC113565198|XP_026842446.1|DPER, LOC6598523|XP_002023562.1|DPER
OG0000311	LOC6554796|XP_001982227.2|DERE	LOC6587679|XP_002012752.1|DPER
OG0000311	LOC6553652|XP_001979386.3|DERE	LOC6598848|XP_002023966.1|DPER
OG0000311	LOC6549783|XP_026837464.1|DERE	LOC6599371|XP_026847108.1|DPER
OG0000312	LOC6543375|XP_001969294.2|DERE	LOC6593372|XP_026842951.1|DPER
OG0000312	LOC6542907|XP_026835001.1|DERE	LOC6589045|XP_026844084.1|DPER
OG0000313	LOC6541763|XP_001969218.1|DERE	LOC6593982|XP_002019024.1|DPER
OG0000313	LOC6540890|XP_001969558.1|DERE	LOC6598005|XP_002023230.1|DPER, LOC6598006|XP_002023231.1|DPER, LOC6598001|XP_026842947.1|DPER
OG0000314	LOC6540991|XP_026834226.1|DERE	LOC6596454|XP_026843311.1|DPER, LOC6596455|XP_026843349.1|DPER
OG0000315	LOC6542055|XP_001968578.1|DERE, LOC6546879|XP_026836861.1|DERE, LOC6542174|XP_026834681.1|DERE	LOC113565709|XP_026844419.1|DPER
OG0000316	LOC6547237|XP_001974755.1|DERE	LOC6591174|XP_002016277.1|DPER
OG0000316	LOC6547236|XP_001974754.1|DERE	LOC6591171|XP_002016274.1|DPER, LOC6591173|XP_002016276.1|DPER
OG0000317	LOC6554238|XP_001982147.2|DERE	LOC113564908|XP_026840040.1|DPER
OG0000319	LOC6551810|XP_001980579.1|DERE, LOC6551828|XP_001980589.1|DERE, LOC6551811|XP_001980580.2|DERE	LOC6594135|XP_002019761.1|DPER, LOC6594142|XP_002019768.2|DPER
