Orthogroup	DSUP.longest_only	DANA.longest_only
OG0000209	LOC119552063|XP_037717756.1|DSUP	LOC6498673|XP_001963295.1|DANA
OG0000210	LOC119551500|XP_037716793.1|DSUP	LOC6494433|XP_001960321.1|DANA
OG0000210	LOC119556835|XP_037725228.1|DSUP	LOC6503682|XP_001963941.2|DANA
OG0000211	LOC119554245|XP_037721010.1|DSUP	LOC6498971|XP_001955584.1|DANA
OG0000211	LOC119560862|XP_037730458.1|DSUP	LOC6500742|XP_014766694.1|DANA
OG0000212	LOC119546991|XP_037709580.1|DSUP	LOC6498130|XP_001962139.2|DANA
OG0000212	LOC119548563|XP_037711797.1|DSUP	LOC6497412|XP_014761697.1|DANA
OG0000212	LOC119548999|XP_037712534.1|DSUP, LOC119547701|XP_037710603.1|DSUP	LOC6497784|XP_001961445.2|DANA
OG0000213	LOC119555282|XP_037722513.1|DSUP	LOC6506233|XP_032310206.1|DANA
OG0000213	LOC119562592|XP_037731743.1|DSUP	LOC6493890|XP_032311524.1|DANA
OG0000214	LOC119556269|XP_037724247.1|DSUP	LOC6504984|XP_001965688.1|DANA
OG0000214	LOC119549960|XP_037714278.1|DSUP	LOC6495471|XP_001958920.1|DANA
OG0000214	LOC119557984|XP_037727004.1|DSUP	LOC6503420|XP_001967462.2|DANA
OG0000215	LOC119552555|XP_037718103.1|DSUP	LOC6493803|XP_001958471.2|DANA
OG0000215	LOC119555030|XP_037722103.1|DSUP	LOC6493804|XP_001958472.1|DANA
OG0000215	LOC119553982|XP_037720616.1|DSUP	LOC6493801|XP_001958468.1|DANA
OG0000216	LOC119555290|XP_037722534.1|DSUP	LOC6507780|XP_014765471.1|DANA
OG0000216	LOC119557204|XP_037725788.1|DSUP	LOC6503389|XP_001967627.1|DANA
OG0000217	LOC119556741|XP_037725080.1|DSUP	LOC6504938|XP_032309276.1|DANA
OG0000217	LOC119546973|XP_037709549.1|DSUP	LOC6497869|XP_001961608.1|DANA
OG0000217	LOC119556740|XP_037725079.1|DSUP	LOC6504939|XP_001966620.1|DANA
OG0000218	LOC119548149|XP_037711177.1|DSUP	LOC6497006|XP_001962942.1|DANA
OG0000219	LOC119552146|XP_037717871.1|DSUP	LOC6495528|XP_001959043.1|DANA
OG0000219	LOC119552147|XP_037717872.1|DSUP	LOC6495997|XP_001960008.1|DANA
OG0000219	LOC119550003|XP_037714357.1|DSUP, LOC119552145|XP_037717870.1|DSUP	LOC6495529|XP_001959044.1|DANA
OG0000220	LOC119553737|XP_037720259.1|DSUP	LOC6507007|XP_001956841.1|DANA
OG0000220	LOC119553623|XP_037720020.1|DSUP	LOC6507008|XP_001956838.1|DANA
OG0000220	LOC119553622|XP_037720018.1|DSUP	LOC6493005|XP_001956839.1|DANA
OG0000221	LOC119552074|XP_037717776.1|DSUP	LOC6494857|XP_001959539.2|DANA
OG0000221	LOC119560566|XP_037730012.1|DSUP	LOC6501555|XP_001955466.2|DANA
OG0000221	LOC119552072|XP_037717772.1|DSUP	LOC6494856|XP_032306615.1|DANA
OG0000222	LOC119545971|XP_037707867.1|DSUP	LOC116656001|XP_032310934.1|DANA
OG0000222	LOC119545968|XP_037707863.1|DSUP	LOC6498414|XP_032311055.1|DANA
OG0000223	LOC119554701|XP_037721633.1|DSUP	LOC6492975|XP_001956775.2|DANA
OG0000223	LOC119554669|XP_037721598.1|DSUP	LOC6506913|XP_001957003.1|DANA
OG0000223	LOC119555113|XP_037722265.1|DSUP, LOC119554840|XP_037721843.1|DSUP	LOC6501234|XP_001954819.1|DANA
OG0000224	LOC119550143|XP_037714579.1|DSUP	LOC6494827|XP_014763006.1|DANA
OG0000224	LOC119550772|XP_037715629.1|DSUP	LOC6496135|XP_014763639.1|DANA
OG0000225	LOC119545684|XP_037707351.1|DSUP	LOC26515209|XP_014759161.1|DANA
OG0000225	LOC119563447|XP_037732769.1|DSUP	LOC6503410|XP_001967482.2|DANA
OG0000225	LOC119563467|XP_037732805.1|DSUP	LOC6503439|XP_001967481.1|DANA
OG0000226	LOC119555617|XP_037723064.1|DSUP	LOC6507308|XP_001956275.2|DANA
OG0000226	LOC119555620|XP_037723066.1|DSUP	LOC6507752|XP_001956273.1|DANA
OG0000226	LOC119555616|XP_037723063.1|DSUP, LOC119555622|XP_037723069.1|DSUP	LOC6502822|XP_001956270.2|DANA
OG0000227	LOC119550432|XP_037715032.1|DSUP, LOC119553914|XP_037720517.1|DSUP	LOC6506912|XP_001957007.1|DANA, LOC6493082|XP_001957008.1|DANA
OG0000227	LOC119554619|XP_037721540.1|DSUP	LOC116655743|XP_032309527.1|DANA
OG0000228	LOC119559032|XP_037728089.1|DSUP	LOC6503246|XP_001965824.1|DANA
OG0000228	LOC119560929|XP_037730592.1|DSUP	LOC6501698|XP_001955788.1|DANA
OG0000228	LOC119556927|XP_037725343.1|DSUP, LOC119547364|XP_037710108.1|DSUP	LOC6498193|XP_001962273.1|DANA
OG0000229	LOC119557242|XP_037725858.1|DSUP	LOC6501482|XP_032310768.1|DANA
OG0000229	LOC119561078|XP_037730862.1|DSUP	LOC6501300|XP_001954946.1|DANA
OG0000230	LOC119550353|XP_037714903.1|DSUP	LOC6494157|XP_001960853.1|DANA
OG0000230	LOC119550354|XP_037714906.1|DSUP	LOC6494156|XP_001960854.1|DANA
OG0000231	LOC119546099|XP_037708109.1|DSUP, LOC119546685|XP_037709083.1|DSUP, LOC119546587|XP_037708926.1|DSUP, LOC119546585|XP_037708920.1|DSUP, LOC119546601|XP_037708960.1|DSUP, LOC119546780|XP_037709262.1|DSUP	LOC6497039|XP_001962868.2|DANA, LOC6497038|XP_001962869.1|DANA, LOC26515549|XP_014762445.1|DANA
OG0000231	LOC119546094|XP_037708102.1|DSUP, LOC119547044|XP_037709651.1|DSUP	LOC6506065|XP_032311435.1|DANA, LOC6506062|XP_001965099.2|DANA, LOC6497040|XP_001962867.2|DANA
OG0000232	LOC119563257|XP_037732499.1|DSUP	LOC6501260|XP_001954870.1|DANA
OG0000232	LOC119551341|XP_037716586.1|DSUP	LOC6496631|XP_001961295.1|DANA
OG0000232	LOC119550737|XP_037715581.1|DSUP	LOC6496632|XP_001961296.1|DANA
OG0000233	LOC119555594|XP_037723017.1|DSUP	LOC6501440|XP_001955260.1|DANA
OG0000233	LOC119557880|XP_037726811.1|DSUP	LOC6501328|XP_001955003.2|DANA
OG0000233	LOC119557871|XP_037726800.1|DSUP	LOC6501329|XP_001955004.1|DANA
OG0000234	LOC119551558|XP_037716882.1|DSUP	LOC6496338|XP_001960723.2|DANA
OG0000234	LOC119551887|XP_037717413.1|DSUP	LOC26515090|XP_014764088.1|DANA
OG0000235	LOC119557757|XP_037726581.1|DSUP	LOC6505892|XP_001964564.2|DANA, LOC26513989|XP_032305503.1|DANA
OG0000235	LOC119563346|XP_037732621.1|DSUP	LOC6505893|XP_001964565.1|DANA
OG0000235	LOC119554003|XP_037720642.1|DSUP	LOC6505895|XP_001964566.1|DANA
OG0000236	LOC119546689|XP_037709094.1|DSUP	LOC6503339|XP_001965381.1|DANA
OG0000236	LOC119546664|XP_037709051.1|DSUP	LOC6498382|XP_001962681.2|DANA
OG0000236	LOC119556694|XP_037725018.1|DSUP	LOC6503005|XP_001963430.3|DANA
OG0000237	LOC119550524|XP_037715161.1|DSUP	LOC6493936|XP_014762468.1|DANA
OG0000237	LOC119555371|XP_037722640.1|DSUP, LOC119547569|XP_037710397.1|DSUP	LOC6505965|XP_001964696.2|DANA
OG0000238	LOC119546420|XP_037708614.1|DSUP	LOC6503621|XP_001965279.2|DANA
OG0000238	LOC119546419|XP_037708612.1|DSUP	LOC6503599|XP_001965281.1|DANA
OG0000238	LOC119546422|XP_037708615.1|DSUP	LOC6503610|XP_001965280.1|DANA
OG0000239	LOC119545779|XP_037707577.1|DSUP	LOC6501609|XP_001955583.1|DANA
OG0000239	LOC119560451|XP_037729828.1|DSUP	LOC6499979|XP_001953498.2|DANA
OG0000240	LOC119563106|XP_037732276.1|DSUP	LOC6500016|XP_032305356.1|DANA
OG0000240	LOC119562933|XP_037732013.1|DSUP	LOC6500527|XP_001953394.1|DANA
OG0000240	LOC119560084|XP_037729329.1|DSUP	LOC6499445|XP_001954628.3|DANA
OG0000241	LOC119554258|XP_037721025.1|DSUP, LOC119553031|XP_037719022.1|DSUP	LOC6492932|XP_001956678.1|DANA
OG0000243	LOC119560284|XP_037729583.1|DSUP, LOC119560952|XP_037730619.1|DSUP	LOC116655865|XP_032310457.1|DANA
OG0000243	LOC119554664|XP_037721594.1|DSUP	LOC26514823|XP_014765667.1|DANA, LOC116655812|XP_032310107.1|DANA
OG0000244	LOC119560197|XP_037729487.1|DSUP, LOC119560189|XP_037729481.1|DSUP	LOC6501551|XP_001955462.1|DANA, LOC6501552|XP_001955463.1|DANA, LOC116656057|XP_032311280.1|DANA
OG0000244	LOC119560094|XP_037729343.1|DSUP	LOC6501554|XP_001955465.1|DANA
OG0000246	LOC119552184|XP_037717957.1|DSUP	LOC6494300|XP_001960576.2|DANA
OG0000247	LOC119552785|XP_037718538.1|DSUP	LOC6502816|XP_001956016.3|DANA
OG0000247	LOC119552786|XP_037718539.1|DSUP	LOC116654475|XP_032309974.1|DANA, LOC6507440|XP_032309973.1|DANA
OG0000248	LOC119553507|XP_037719858.1|DSUP	LOC6506528|XP_001957707.1|DANA
OG0000248	LOC119552688|XP_037718341.1|DSUP	LOC6506529|XP_001957706.2|DANA
OG0000248	LOC119550520|XP_037715158.1|DSUP	LOC6496362|XP_001960764.1|DANA
OG0000249	LOC119546839|XP_037709360.1|DSUP	LOC6498086|XP_001962052.1|DANA
OG0000249	LOC119546838|XP_037709359.1|DSUP	LOC6498087|XP_001962053.1|DANA
OG0000249	LOC119546837|XP_037709358.1|DSUP	LOC6498088|XP_001962054.1|DANA
OG0000250	LOC119546401|XP_037708584.1|DSUP	LOC6497042|XP_001962865.1|DANA
OG0000250	LOC119548035|XP_037711039.1|DSUP, LOC119547036|XP_037709638.1|DSUP	LOC6498457|XP_001962862.1|DANA
OG0000250	LOC119546400|XP_037708583.1|DSUP	LOC6497043|XP_001962864.1|DANA
OG0000251	LOC119556074|XP_037723824.1|DSUP	LOC6503192|XP_001963614.2|DANA
OG0000251	LOC119550640|XP_037715406.1|DSUP	LOC6496450|XP_001960937.3|DANA
OG0000251	LOC119552909|XP_037718763.1|DSUP	LOC26515073|XP_014765696.1|DANA
OG0000252	LOC119550750|XP_037715599.1|DSUP	LOC6494474|XP_001960259.1|DANA
OG0000252	LOC119551764|XP_037717218.1|DSUP, LOC119551903|XP_037717445.1|DSUP	LOC6494478|XP_001960255.3|DANA
OG0000252	LOC119550762|XP_037715614.1|DSUP, LOC119551434|XP_037716705.1|DSUP, LOC119551436|XP_037716707.1|DSUP	LOC6494475|XP_001960258.1|DANA
OG0000253	LOC119551554|XP_037716877.1|DSUP	LOC6495024|XP_001959210.1|DANA
OG0000253	LOC119551555|XP_037716879.1|DSUP	LOC6495018|XP_001959216.1|DANA
OG0000253	LOC119550969|XP_037715932.1|DSUP, LOC119551547|XP_037716869.1|DSUP	LOC6495016|XP_001959218.1|DANA, LOC6495017|XP_001959217.1|DANA
OG0000254	LOC119549467|XP_037713497.1|DSUP	LOC6502534|XP_032306768.1|DANA
OG0000255	LOC119550178|XP_037714643.1|DSUP	LOC6494938|XP_001959362.1|DANA
OG0000255	LOC119550177|XP_037714640.1|DSUP	LOC6495674|XP_001959361.1|DANA
OG0000256	LOC119549631|XP_037713745.1|DSUP	LOC6496589|XP_001961207.1|DANA
OG0000256	LOC119551040|XP_037716079.1|DSUP	LOC6496587|XP_001961205.1|DANA
OG0000257	LOC119551882|XP_037717405.1|DSUP	LOC6495306|XP_001958659.1|DANA, LOC116655458|XP_032309241.1|DANA
OG0000258	LOC119549787|XP_037713980.1|DSUP	LOC6495094|XP_001959077.1|DANA
OG0000258	LOC119549786|XP_037713979.1|DSUP	LOC6495095|XP_001959076.1|DANA
OG0000258	LOC119549788|XP_037713981.1|DSUP	LOC6495547|XP_001959078.1|DANA
OG0000259	LOC119560325|XP_037729635.1|DSUP, LOC119563485|XP_037732840.1|DSUP, LOC119555674|XP_037723225.1|DSUP	LOC6500772|XP_001953888.1|DANA, LOC6501356|XP_001955060.3|DANA
OG0000259	LOC119548270|XP_037711347.1|DSUP, LOC119548268|XP_037711343.1|DSUP	LOC6505327|XP_032310963.1|DANA
OG0000259	LOC119546190|XP_037708244.1|DSUP	LOC6505333|XP_001964835.1|DANA, LOC6505332|XP_001964834.1|DANA
OG0000260	LOC119551806|XP_037717295.1|DSUP	LOC6495441|XP_001958855.2|DANA
OG0000260	LOC119556961|XP_037725400.1|DSUP	LOC6503438|XP_001967479.1|DANA
OG0000260	LOC119551812|XP_037717301.1|DSUP	LOC6495203|XP_001958854.2|DANA
OG0000261	LOC119546031|XP_037707977.1|DSUP, LOC119546035|XP_037707983.1|DSUP	LOC6497210|XP_001962551.1|DANA
OG0000261	LOC119546033|XP_037707978.1|DSUP	LOC6497211|XP_001962550.1|DANA
OG0000262	LOC119552515|XP_037718061.1|DSUP	LOC6493772|XP_032309537.1|DANA, LOC6493773|XP_001958408.1|DANA
OG0000262	LOC119549115|XP_037712796.1|DSUP, LOC119549114|XP_037712795.1|DSUP	LOC6494852|XP_001959551.1|DANA
OG0000263	LOC119551478|XP_037716769.1|DSUP	LOC6495698|XP_001959397.1|DANA
OG0000263	LOC119553936|XP_037720554.1|DSUP	LOC6506169|XP_001958422.1|DANA
OG0000264	LOC119558277|XP_037727580.1|DSUP	LOC6503486|XP_001964285.1|DANA
OG0000264	LOC119556362|XP_037724452.1|DSUP	LOC6503488|XP_001964283.2|DANA
OG0000264	LOC119555380|XP_037722655.1|DSUP	LOC6505583|XP_032305469.1|DANA
OG0000265	LOC119552038|XP_037717707.1|DSUP, LOC119552036|XP_037717705.1|DSUP, LOC119552706|XP_037718384.1|DSUP, LOC119552707|XP_037718385.1|DSUP, LOC119549934|XP_037714239.1|DSUP, LOC119550282|XP_037714800.1|DSUP, LOC119551445|XP_037716715.1|DSUP, LOC119550439|XP_037715042.1|DSUP, LOC119550283|XP_037714801.1|DSUP, LOC119549870|XP_037714096.1|DSUP, LOC119554801|XP_037721779.1|DSUP, LOC119554803|XP_037721782.1|DSUP	LOC6496149|XP_001960335.2|DANA, LOC6507503|XP_014765273.1|DANA
OG0000266	LOC119551045|XP_037716083.1|DSUP	LOC26514777|XP_032306529.1|DANA
OG0000266	LOC119548603|XP_037711888.1|DSUP	LOC26513906|XP_014762274.1|DANA
OG0000266	LOC119550151|XP_037714590.1|DSUP	LOC26514854|XP_032306528.1|DANA
OG0000266	LOC119551043|XP_037716082.1|DSUP	LOC6495614|XP_001959221.1|DANA
OG0000267	LOC119556078|XP_037723854.1|DSUP	LOC6505552|XP_032305360.1|DANA, LOC116654490|XP_032305361.1|DANA, LOC26514076|XP_014760903.1|DANA, LOC116654565|XP_032305717.1|DANA
OG0000267	LOC119554298|XP_037721090.1|DSUP	LOC6501603|XP_001955571.1|DANA, LOC6501605|XP_001955573.1|DANA
OG0000268	LOC119559990|XP_037729182.1|DSUP	LOC6501406|XP_001955184.1|DANA
OG0000268	LOC119559982|XP_037729168.1|DSUP	LOC6501407|XP_001955185.1|DANA
OG0000269	LOC119545773|XP_037707551.1|DSUP	LOC6499779|XP_001953937.1|DANA
OG0000269	LOC119560426|XP_037729794.1|DSUP	LOC6503419|XP_001967465.3|DANA
OG0000270	LOC119550202|XP_037714679.1|DSUP, LOC119558806|XP_037727999.1|DSUP	LOC6495914|XP_014763533.1|DANA
OG0000271	LOC119562583|XP_037731732.1|DSUP	LOC6498216|XP_001962320.1|DANA
OG0000271	LOC119549441|XP_037713462.1|DSUP	LOC26515253|XP_014764109.1|DANA
OG0000271	LOC119551720|XP_037717149.1|DSUP	LOC6494737|XP_001959757.1|DANA
OG0000272	LOC119553078|XP_037719136.1|DSUP	LOC6506409|XP_032310463.1|DANA
OG0000272	LOC119547069|XP_037709722.1|DSUP	LOC6506034|XP_032311707.1|DANA
OG0000273	LOC119563192|XP_037732407.1|DSUP	LOC6501314|XP_001954973.2|DANA
OG0000273	LOC119547220|XP_037709907.1|DSUP	LOC6496913|XP_001963157.1|DANA
OG0000273	LOC119560514|XP_037729917.1|DSUP	LOC6499664|XP_001954192.1|DANA
OG0000274	LOC119549030|XP_037712642.1|DSUP, LOC119549029|XP_037712641.1|DSUP, LOC119549031|XP_037712643.1|DSUP	LOC6494203|XP_001960756.1|DANA
OG0000274	LOC119550987|XP_037715951.1|DSUP	LOC6496526|XP_001961073.1|DANA
OG0000276	LOC119555131|XP_037722289.1|DSUP	LOC6505097|XP_001965471.1|DANA
OG0000276	LOC119550386|XP_037714965.1|DSUP	LOC6496085|XP_001960187.2|DANA
OG0000276	LOC119550698|XP_037715492.1|DSUP, LOC119550720|XP_037715544.1|DSUP, LOC119549544|XP_037713621.1|DSUP	LOC26514003|XP_014763965.1|DANA
OG0000277	LOC119560314|XP_037729620.1|DSUP, LOC119560246|XP_037729538.1|DSUP	LOC6502685|XP_032305684.1|DANA
OG0000277	LOC119560424|XP_037729789.1|DSUP	LOC6499756|XP_032308084.1|DANA
OG0000277	LOC119560422|XP_037729787.1|DSUP	LOC6499755|XP_001953987.1|DANA
OG0000278	LOC119554224|XP_037720980.1|DSUP, LOC119555957|XP_037723604.1|DSUP, LOC119550482|XP_037715099.1|DSUP, LOC119550867|XP_037715774.1|DSUP, LOC119549504|XP_037713543.1|DSUP, LOC119549503|XP_037713542.1|DSUP, LOC119555907|XP_037723526.1|DSUP, LOC119545648|XP_037707301.1|DSUP, LOC119563511|XP_037732884.1|DSUP, LOC119557029|XP_037725501.1|DSUP, LOC119560830|XP_037730404.1|DSUP, LOC119557798|XP_037726633.1|DSUP, LOC119557783|XP_037726614.1|DSUP, LOC119547789|XP_037710731.1|DSUP, LOC119546887|XP_037709431.1|DSUP, LOC119547628|XP_037710486.1|DSUP, LOC119547529|XP_037710351.1|DSUP	LOC26513793|XP_014760625.1|DANA, LOC6504415|XP_001964959.2|DANA, LOC116656017|XP_032311020.1|DANA, LOC26515364|XP_032311021.1|DANA, LOC6504404|XP_032311144.1|DANA, LOC6505578|XP_001964968.3|DANA, LOC6505567|XP_001964967.1|DANA, LOC6504317|XP_001965043.2|DANA, LOC26513896|XP_014760629.2|DANA, LOC26514178|XP_014760639.2|DANA
OG0000279	LOC119554005|XP_037720640.1|DSUP	LOC6506971|XP_001956898.1|DANA
OG0000279	LOC119554006|XP_037720641.1|DSUP	LOC6506972|XP_001956897.1|DANA
OG0000280	LOC119555128|XP_037722282.1|DSUP	LOC6493622|XP_001958119.1|DANA
OG0000280	LOC119555129|XP_037722283.1|DSUP	LOC6493623|XP_032310371.1|DANA
OG0000280	LOC119555127|XP_037722281.1|DSUP	LOC6493621|XP_001958118.1|DANA
OG0000281	LOC119562376|XP_037731466.1|DSUP, LOC119553767|XP_037720302.1|DSUP	LOC6493762|XP_001958389.2|DANA
OG0000281	LOC119556996|XP_037725454.1|DSUP	LOC6503150|XP_001963526.1|DANA
OG0000281	LOC119556544|XP_037724755.1|DSUP	LOC6498807|XP_001967298.2|DANA
OG0000282	LOC119553486|XP_037719823.1|DSUP	LOC6492965|XP_001956759.1|DANA
OG0000282	LOC119556718|XP_037725043.1|DSUP	LOC6504051|XP_001964085.1|DANA
OG0000282	LOC119555257|XP_037722483.1|DSUP	LOC6492964|XP_001956758.1|DANA
OG0000283	LOC119550607|XP_037715358.1|DSUP	LOC6494668|XP_001959902.1|DANA
OG0000283	LOC119545703|XP_037707384.1|DSUP	LOC6505911|XP_032305485.1|DANA
OG0000284	LOC119546200|XP_037708256.1|DSUP	LOC6497781|XP_001961439.1|DANA
OG0000284	LOC119546678|XP_037709069.1|DSUP	LOC6497751|XP_032307627.1|DANA
OG0000285	LOC119551646|XP_037717009.1|DSUP	LOC6496580|XP_001961193.1|DANA
OG0000285	LOC119551247|XP_037716418.1|DSUP	LOC6496579|XP_001961192.1|DANA, LOC6496578|XP_001961191.1|DANA
OG0000286	LOC119545969|XP_037707864.1|DSUP	LOC6497101|XP_001962755.1|DANA
OG0000286	LOC119545970|XP_037707865.1|DSUP	LOC6497102|XP_001962751.1|DANA
OG0000287	LOC119556617|XP_037724864.1|DSUP	LOC6505317|XP_001965747.1|DANA
OG0000287	LOC119556620|XP_037724868.1|DSUP	LOC6505315|XP_001965745.3|DANA
OG0000287	LOC119556621|XP_037724869.1|DSUP	LOC6505316|XP_001965746.1|DANA
OG0000288	LOC119546931|XP_037709495.1|DSUP	LOC6502445|XP_001961524.3|DANA, LOC6505958|XP_001965057.2|DANA
OG0000288	LOC119546166|XP_037708213.1|DSUP	LOC6502764|XP_001965055.1|DANA
OG0000288	LOC119546930|XP_037709494.1|DSUP	LOC6502763|XP_001965054.1|DANA
OG0000289	LOC119555278|XP_037722510.1|DSUP	LOC6507705|XP_001956174.2|DANA
OG0000289	LOC119552544|XP_037718092.1|DSUP	LOC6507341|XP_032310739.1|DANA
OG0000289	LOC119555271|XP_037722503.1|DSUP	LOC6507704|XP_032310720.1|DANA
OG0000290	LOC119549464|XP_037713494.1|DSUP	LOC6502532|XP_001959283.1|DANA
OG0000290	LOC119549667|XP_037713798.1|DSUP, LOC119549664|XP_037713796.1|DSUP, LOC119549466|XP_037713496.1|DSUP	LOC6502533|XP_001959282.2|DANA
OG0000290	LOC119549465|XP_037713495.1|DSUP	LOC26515011|XP_014764073.1|DANA
OG0000291	LOC119553903|XP_037720501.1|DSUP	LOC6507176|XP_014765092.1|DANA
OG0000291	LOC119554806|XP_037721785.1|DSUP	LOC26514397|XP_014765614.1|DANA, LOC26515134|XP_014765702.1|DANA
OG0000291	LOC119553762|XP_037720296.1|DSUP	LOC26515161|XP_014765703.1|DANA, LOC26514156|XP_014761358.1|DANA
OG0000292	LOC119551580|XP_037716910.1|DSUP	LOC6494452|XP_001960298.3|DANA
OG0000292	LOC119555309|XP_037722556.1|DSUP	LOC6493731|XP_001958325.1|DANA
OG0000293	LOC119560571|XP_037730022.1|DSUP	LOC6501519|XP_001955410.2|DANA
OG0000293	LOC119547401|XP_037710178.1|DSUP	LOC6498632|XP_001963195.1|DANA
OG0000293	LOC119563029|XP_037732155.1|DSUP	LOC6501517|XP_001955408.1|DANA
OG0000294	LOC119548346|XP_037711489.1|DSUP	LOC6497754|XP_032307767.1|DANA
OG0000294	LOC119556226|XP_037724143.1|DSUP	LOC6504257|XP_014759219.1|DANA
OG0000295	LOC119549744|XP_037713914.1|DSUP	LOC6496353|XP_001960750.1|DANA
OG0000295	LOC119557415|XP_037726094.1|DSUP	LOC6499085|XP_001955335.1|DANA
OG0000295	LOC119550279|XP_037714795.1|DSUP	LOC6494103|XP_001960970.1|DANA
OG0000295	LOC119550641|XP_037715407.1|DSUP	LOC26514191|XP_014763988.1|DANA
OG0000296	LOC119547676|XP_037710564.1|DSUP	LOC6506382|XP_001965161.1|DANA
OG0000296	LOC119553390|XP_037719677.1|DSUP	LOC6507672|XP_001956122.1|DANA
OG0000296	LOC119556856|XP_037725256.1|DSUP	LOC6505143|XP_001965431.1|DANA
OG0000297	LOC119550568|XP_037715285.1|DSUP, LOC119550931|XP_037715883.1|DSUP	LOC6495438|XP_001958849.1|DANA
OG0000298	LOC119557563|XP_037726276.1|DSUP	LOC6504460|XP_032308262.1|DANA
OG0000298	LOC119557565|XP_037726277.1|DSUP	LOC6502361|XP_001967530.1|DANA
OG0000298	LOC119557214|XP_037725800.1|DSUP	LOC6502862|XP_001967554.1|DANA
OG0000299	LOC119550548|XP_037715212.1|DSUP	LOC6500377|XP_001953081.1|DANA
OG0000299	LOC119554628|XP_037721555.1|DSUP	LOC116654477|XP_032306951.1|DANA
OG0000299	LOC119554618|XP_037721543.1|DSUP	LOC6500374|XP_032306948.1|DANA
OG0000300	LOC119555517|XP_037722869.1|DSUP	LOC6507859|XP_032310379.1|DANA
OG0000300	LOC119555516|XP_037722867.1|DSUP	LOC6507860|XP_001956483.1|DANA
OG0000301	LOC119557972|XP_037727014.1|DSUP	LOC6495047|XP_001953453.3|DANA
OG0000301	LOC119547423|XP_037710205.1|DSUP	LOC6498131|XP_001962140.2|DANA
OG0000302	LOC119553035|XP_037719025.1|DSUP	LOC6506834|XP_001957147.2|DANA
OG0000302	LOC119553036|XP_037719027.1|DSUP	LOC6493147|XP_001957148.1|DANA
OG0000303	LOC119554469|XP_037721312.1|DSUP	LOC6507146|XP_001956587.1|DANA
OG0000303	LOC119556702|XP_037725028.1|DSUP	LOC26514940|XP_014759706.1|DANA
OG0000303	LOC119548434|XP_037711611.1|DSUP	LOC6504533|XP_001964936.1|DANA
OG0000304	LOC119548725|XP_037712149.1|DSUP	LOC6505620|XP_014760730.1|DANA
OG0000304	LOC119548727|XP_037712163.1|DSUP	LOC6505619|XP_001964587.1|DANA
OG0000305	LOC119554163|XP_037720880.1|DSUP	LOC6507096|XP_001956676.1|DANA
OG0000305	LOC119554470|XP_037721313.1|DSUP	LOC6507101|XP_001956673.1|DANA
OG0000305	LOC119554561|XP_037721460.1|DSUP	LOC6507100|XP_032310447.1|DANA
OG0000306	LOC119550377|XP_037714952.1|DSUP	LOC6496159|XP_001960350.1|DANA
OG0000306	LOC119550280|XP_037714797.1|DSUP	LOC6494425|XP_001960345.1|DANA
OG0000306	LOC119556224|XP_037724136.1|DSUP	LOC6503102|XP_032308994.1|DANA
OG0000307	LOC119563457|XP_037732788.1|DSUP	LOC6499555|XP_032305637.1|DANA
OG0000307	LOC119563134|XP_037732313.1|DSUP	LOC6501476|XP_032310563.1|DANA
OG0000308	LOC119547885|XP_037710851.1|DSUP	LOC6505376|XP_001964867.1|DANA
OG0000308	LOC119560637|XP_037730117.1|DSUP	LOC6500656|XP_001953663.1|DANA
OG0000308	LOC119560638|XP_037730118.1|DSUP	LOC6500655|XP_001953661.1|DANA
OG0000308	LOC119547663|XP_037710541.1|DSUP	LOC6498330|XP_001962558.1|DANA
OG0000309	LOC119556877|XP_037725284.1|DSUP	LOC6503365|XP_001967649.1|DANA
OG0000309	LOC119560028|XP_037729255.1|DSUP, LOC119560022|XP_037729243.1|DSUP, LOC119557476|XP_037726176.1|DSUP	LOC6500229|XP_001952983.1|DANA
OG0000310	LOC119558410|XP_037727870.1|DSUP, LOC119553995|XP_037720629.1|DSUP	LOC6505007|XP_001965643.1|DANA, LOC6493355|XP_001957584.1|DANA
OG0000311	LOC119549100|XP_037712775.1|DSUP	LOC6501067|XP_001954493.1|DANA
OG0000311	LOC119559754|XP_037728756.1|DSUP	LOC6501090|XP_001954534.1|DANA, LOC6501089|XP_001954533.1|DANA
OG0000311	LOC119556049|XP_037723771.1|DSUP	LOC6498785|XP_001967248.1|DANA
OG0000312	LOC119548754|XP_037712203.1|DSUP	LOC6504696|XP_014760458.1|DANA
OG0000312	LOC119547235|XP_037709936.1|DSUP	LOC6498063|XP_032307495.1|DANA
OG0000313	LOC119547230|XP_037709918.1|DSUP	LOC6498342|XP_001962585.1|DANA
OG0000313	LOC119546767|XP_037709242.1|DSUP, LOC119546766|XP_037709241.1|DSUP	LOC6497096|XP_032311431.1|DANA
OG0000314	LOC119546240|XP_037708314.1|DSUP	LOC6498496|XP_001962950.1|DANA, LOC6498495|XP_001962949.1|DANA
OG0000315	LOC119552129|XP_037717845.1|DSUP, LOC119547563|XP_037710392.1|DSUP, LOC119546320|XP_037708447.1|DSUP, LOC119547967|XP_037710945.1|DSUP, LOC119546318|XP_037708444.1|DSUP	LOC26515181|XP_014760670.1|DANA
OG0000315	LOC119550577|XP_037715296.1|DSUP, LOC119548123|XP_037711147.1|DSUP	LOC6503386|XP_014760386.1|DANA
